X,A,A_noisy
2.188137363858635354e+01,7.619439694876957159e-01,7.667082140128993473e-01
2.189024227606135042e+01,7.619921632466236661e-01,7.642237619310420227e-01
2.189911091353634376e+01,7.620403120563582489e-01,7.435399480541140527e-01
2.190797955101133709e+01,7.620884159757793652e-01,7.563255009690728059e-01
2.191684818848633398e+01,7.621364750636701046e-01,7.467128822570404667e-01
2.192571682596132732e+01,7.621844893787163011e-01,7.653316204827403935e-01
2.193458546343632065e+01,7.622324589795069771e-01,7.548659056225496267e-01
2.194345410091131399e+01,7.622803839245348989e-01,7.675548429986779331e-01
2.195232273838631087e+01,7.623282642721962432e-01,7.681264090176922466e-01
2.196119137586130421e+01,7.623761000807911525e-01,7.727187997559631372e-01
2.197006001333629754e+01,7.624238914085227359e-01,7.579060127475266695e-01
2.197892865081129443e+01,7.624716383135002884e-01,7.570740898261689722e-01
2.198779728828628777e+01,7.625193408537356277e-01,7.635513984700377232e-01
2.199666592576128110e+01,7.625669990871454251e-01,7.715265566946424292e-01
2.200553456323627799e+01,7.626146130715522053e-01,7.582591840914379988e-01
2.201440320071127132e+01,7.626621828646823475e-01,7.575562974860596821e-01
2.202327183818626466e+01,7.627097085241673069e-01,7.721328566807057481e-01
2.203214047566126155e+01,7.627571901075445027e-01,7.440830607474541170e-01
2.204100911313625488e+01,7.628046276722562080e-01,7.772947728346764062e-01
2.204987775061124822e+01,7.628520212756506602e-01,7.613064428830306207e-01
2.205874638808624510e+01,7.628993709749817276e-01,7.660304593848725752e-01
2.206761502556123844e+01,7.629466768274095756e-01,7.737867978872733365e-01
2.207648366303623177e+01,7.629939388900002228e-01,7.543262251292990328e-01
2.208535230051122511e+01,7.630411572197263181e-01,7.654028448876903923e-01
2.209422093798622200e+01,7.630883318734672516e-01,7.749731804050689066e-01
2.210308957546121533e+01,7.631354629080085994e-01,7.661614701796357618e-01
2.211195821293620867e+01,7.631825503800432342e-01,7.708282491127089742e-01
2.212082685041120556e+01,7.632295943461711030e-01,7.563933676075804691e-01
2.212969548788619889e+01,7.632765948628995600e-01,7.707527167344137009e-01
2.213856412536119223e+01,7.633235519866433672e-01,7.654096111750773312e-01
2.214743276283618911e+01,7.633704657737245824e-01,7.593269365748231969e-01
2.215630140031118245e+01,7.634173362803733376e-01,7.502953992036038855e-01
2.216517003778617578e+01,7.634641635627280598e-01,7.678717442703141272e-01
2.217403867526117267e+01,7.635109476768350278e-01,7.529212092990016369e-01
2.218290731273616601e+01,7.635576886786489270e-01,7.669105624866870974e-01
2.219177595021115934e+01,7.636043866240329603e-01,7.783582163620775818e-01
2.220064458768615623e+01,7.636510415687591813e-01,7.601118414191778694e-01
2.220951322516114956e+01,7.636976535685086054e-01,7.674447127453961626e-01
2.221838186263614290e+01,7.637442226788707655e-01,7.526890125098483209e-01
2.222725050011113623e+01,7.637907489553450446e-01,7.716076109659273374e-01
2.223611913758613312e+01,7.638372324533403424e-01,7.429332492424777223e-01
2.224498777506112646e+01,7.638836732281746311e-01,7.639335980627725009e-01
2.225385641253611979e+01,7.639300713350757333e-01,7.521000788201639420e-01
2.226272505001111668e+01,7.639764268291817650e-01,7.539408929042661356e-01
2.227159368748611001e+01,7.640227397655408037e-01,7.541018608553283764e-01
2.228046232496110335e+01,7.640690101991112204e-01,7.801283880245486468e-01
2.228933096243610024e+01,7.641152381847615693e-01,7.548422321124240719e-01
2.229819959991109357e+01,7.641614237772718088e-01,7.783258264687568095e-01
2.230706823738608691e+01,7.642075670313315250e-01,7.631397795890629832e-01
2.231593687486108379e+01,7.642536680015424855e-01,7.572004401992088463e-01
2.232480551233607713e+01,7.642997267424169738e-01,7.635814627450060454e-01
2.233367414981107046e+01,7.643457433083786778e-01,7.624551654003121071e-01
2.234254278728606735e+01,7.643917177537630225e-01,7.629789748610837918e-01
2.235141142476106069e+01,7.644376501328167262e-01,7.744936282125856053e-01
2.236028006223605402e+01,7.644835404996985773e-01,7.472658644344727374e-01
2.236914869971104736e+01,7.645293889084794348e-01,7.673250736611828549e-01
2.237801733718604424e+01,7.645751954131421169e-01,7.640524794868996938e-01
2.238688597466103758e+01,7.646209600675820672e-01,7.684366337711517891e-01
2.239575461213603091e+01,7.646666829256071329e-01,7.569492273647659975e-01
2.240462324961102780e+01,7.647123640409377865e-01,7.825911099731434062e-01
2.241349188708602114e+01,7.647580034672071259e-01,7.683717354942456446e-01
2.242236052456101447e+01,7.648036012579622067e-01,7.553241086762207956e-01
2.243122916203601136e+01,7.648491574666618220e-01,7.602641214186267593e-01
2.244009779951100469e+01,7.648946721466794996e-01,7.622075421945380125e-01
2.244896643698599803e+01,7.649401453513012816e-01,7.599046284364716630e-01
2.245783507446099492e+01,7.649855771337278343e-01,7.742939435141450444e-01
2.246670371193598825e+01,7.650309675470726711e-01,7.538584090555365824e-01
2.247557234941098159e+01,7.650763166443639296e-01,7.904068963596260211e-01
2.248444098688597848e+01,7.651216244785442600e-01,7.603620936478178161e-01
2.249330962436097181e+01,7.651668911024699371e-01,7.633717896305532991e-01
2.250217826183596515e+01,7.652121165689118598e-01,7.633888985118690851e-01
2.251104689931095848e+01,7.652573009305561058e-01,7.710520027875434890e-01
2.251991553678595537e+01,7.653024442400030436e-01,7.437951136533806906e-01
2.252878417426094870e+01,7.653475465497687757e-01,7.647646524459137396e-01
2.253765281173594204e+01,7.653926079122836956e-01,7.727989865590605412e-01
2.254652144921093893e+01,7.654376283798941527e-01,7.616729289706920536e-01
2.255539008668593226e+01,7.654826080048616754e-01,7.697155674211547671e-01
2.256425872416092560e+01,7.655275468393635263e-01,7.832040896531773377e-01
2.257312736163592248e+01,7.655724449354928129e-01,7.548188448678876394e-01
2.258199599911091582e+01,7.656173023452588211e-01,7.571290266001927671e-01
2.259086463658590915e+01,7.656621191205864596e-01,7.653160507610689001e-01
2.259973327406090604e+01,7.657068953133179257e-01,7.674777210151283446e-01
2.260860191153589938e+01,7.657516309752103734e-01,7.649743064157759065e-01
2.261747054901089271e+01,7.657963261579391334e-01,7.568189608557469583e-01
2.262633918648588960e+01,7.658409809130953816e-01,7.585346727348930562e-01
2.263520782396088293e+01,7.658855952921873600e-01,7.606615472592310745e-01
2.264407646143587627e+01,7.659301693466404881e-01,7.703159872421749821e-01
2.265294509891086960e+01,7.659747031277979179e-01,7.914296216234429915e-01
2.266181373638586649e+01,7.660191966869190905e-01,7.669555933056231289e-01
2.267068237386085983e+01,7.660636500751825118e-01,7.506596046017459667e-01
2.267955101133585316e+01,7.661080633436833098e-01,7.831748038911013898e-01
2.268841964881085005e+01,7.661524365434344563e-01,7.621083126553054310e-01
2.269728828628584338e+01,7.661967697253675436e-01,7.741558814197117000e-01
2.270615692376083672e+01,7.662410629403323403e-01,7.706745164896032785e-01
2.271502556123583361e+01,7.662853162390967920e-01,7.654914509710939452e-01
2.272389419871082694e+01,7.663295296723473538e-01,7.676050891158229250e-01
2.273276283618582028e+01,7.663737032906889901e-01,7.448405056993120388e-01
2.274163147366081716e+01,7.664178371446457305e-01,7.768707990862432355e-01
2.275050011113581050e+01,7.664619312846603361e-01,7.413568292090355616e-01
2.275936874861080383e+01,7.665059857610951877e-01,7.813346397751120831e-01
2.276823738608580072e+01,7.665500006242315090e-01,7.653979451512483712e-01
2.277710602356079406e+01,7.665939759242701435e-01,7.469295967300788597e-01
2.278597466103578739e+01,7.666379117113316655e-01,7.701803872162743536e-01
2.279484329851078073e+01,7.666818080354558251e-01,7.846442680355387722e-01
2.280371193598577761e+01,7.667256649466028806e-01,7.841440089409431602e-01
2.281258057346077095e+01,7.667694824946528209e-01,7.726008979162193313e-01
2.282144921093576428e+01,7.668132607294063652e-01,7.732208606042506593e-01
2.283031784841076117e+01,7.668569997005836303e-01,7.701084214861966259e-01
2.283918648588575451e+01,7.669006994578261294e-01,7.764979045178328487e-01
2.284805512336074784e+01,7.669443600506954395e-01,7.651877550835503028e-01
2.285692376083574473e+01,7.669879815286747560e-01,7.746895215334380635e-01
2.286579239831073806e+01,7.670315639411671160e-01,7.554497849183710034e-01
2.287466103578573140e+01,7.670751073374977302e-01,7.719422035671013038e-01
2.288352967326072829e+01,7.671186117669120952e-01,7.542491691937309728e-01
2.289239831073572162e+01,7.671620772785777698e-01,7.561655188754848878e-01
2.290126694821071496e+01,7.672055039215834871e-01,7.818939087085446937e-01
2.291013558568570829e+01,7.672488917449407086e-01,7.703251472061434235e-01
2.291900422316070518e+01,7.672922407975814041e-01,7.879576416608183864e-01
2.292787286063569852e+01,7.673355511283600494e-01,7.576319958912631769e-01
2.293674149811069185e+01,7.673788227860532940e-01,7.489816402471276557e-01
2.294561013558568874e+01,7.674220558193605157e-01,7.572393032603661478e-01
2.295447877306068207e+01,7.674652502769027107e-01,7.772291811384239857e-01
2.296334741053567541e+01,7.675084062072241586e-01,7.752359766349200543e-01
2.297221604801067230e+01,7.675515236587915346e-01,7.534196035038260852e-01
2.298108468548566563e+01,7.675946026799944644e-01,7.622126642299379418e-01
2.298995332296065897e+01,7.676376433191457460e-01,7.691737195787895498e-01
2.299882196043565585e+01,7.676806456244811283e-01,7.632554190189146937e-01
2.300769059791064919e+01,7.677236096441599766e-01,7.460571189598511621e-01
2.301655923538564252e+01,7.677665354262648290e-01,7.945960224110469872e-01
2.302542787286063941e+01,7.678094230188020619e-01,7.895409752233284451e-01
2.303429651033563275e+01,7.678522724697016688e-01,7.765128063813214743e-01
2.304316514781062608e+01,7.678950838268173706e-01,7.575418701817872025e-01
2.305203378528561942e+01,7.679378571379273932e-01,7.500507581377099386e-01
2.306090242276061630e+01,7.679805924507341341e-01,7.761231810147166676e-01
2.306977106023560964e+01,7.680232898128637187e-01,7.740508909756147471e-01
2.307863969771060297e+01,7.680659492718671100e-01,7.798243654769763111e-01
2.308750833518559986e+01,7.681085708752202201e-01,7.815520555982550244e-01
2.309637697266059320e+01,7.681511546703232440e-01,7.655733366912254034e-01
2.310524561013558653e+01,7.681937007045016585e-01,7.651748661301284171e-01
2.311411424761058342e+01,7.682362090250055564e-01,7.699925788757249201e-01
2.312298288508557675e+01,7.682786796790103123e-01,7.656483186867851787e-01
2.313185152256057009e+01,7.683211127136170271e-01,7.563708473079142625e-01
2.314072016003556698e+01,7.683635081758520835e-01,7.684587775731079873e-01
2.314958879751056031e+01,7.684058661126670353e-01,7.817483892995605865e-01
2.315845743498555365e+01,7.684481865709396065e-01,7.692803837343185069e-01
2.316732607246055053e+01,7.684904695974736910e-01,7.720488735187914786e-01
2.317619470993554387e+01,7.685327152389985761e-01,7.884277265388472955e-01
2.318506334741053720e+01,7.685749235421698300e-01,7.626479946464508330e-01
2.319393198488553054e+01,7.686170945535697463e-01,7.688611463962609083e-01
2.320280062236052743e+01,7.686592283197070108e-01,7.664015797562013788e-01
2.321166925983552076e+01,7.687013248870161464e-01,7.685194195471277689e-01
2.322053789731051410e+01,7.687433843018595114e-01,7.727395582004088492e-01
2.322940653478551098e+01,7.687854066105253015e-01,7.584997253380794113e-01
2.323827517226050432e+01,7.688273918592291034e-01,7.675702655869274249e-01
2.324714380973549765e+01,7.688693400941141176e-01,7.922899628245317905e-01
2.325601244721049454e+01,7.689112513612501587e-01,7.582104380601351057e-01
2.326488108468548788e+01,7.689531257066345438e-01,7.722380189409749907e-01
2.327374972216048121e+01,7.689949631761926474e-01,7.838342071893470431e-01
2.328261835963547810e+01,7.690367638157767916e-01,7.907163728297497141e-01
2.329148699711047144e+01,7.690785276711673557e-01,7.779733488097674288e-01
2.330035563458546477e+01,7.691202547880728879e-01,7.592277553311357341e-01
2.330922427206046166e+01,7.691619452121304379e-01,7.665220719505856373e-01
2.331809290953545499e+01,7.692035989889038916e-01,7.830779056467929156e-01
2.332696154701044833e+01,7.692452161638866359e-01,7.827991954780374462e-01
2.333583018448544166e+01,7.692867967825004483e-01,7.638783326723671552e-01
2.334469882196043855e+01,7.693283408900953857e-01,7.691409434016042157e-01
2.335356745943543189e+01,7.693698485319504510e-01,7.842012523935925072e-01
2.336243609691042522e+01,7.694113197532732595e-01,7.591319099037973084e-01
2.337130473438542211e+01,7.694527545992008166e-01,7.853460017035236440e-01
2.338017337186041544e+01,7.694941531147992952e-01,7.505668379307750548e-01
2.338904200933540878e+01,7.695355153450637031e-01,7.585321139314473715e-01
2.339791064681040567e+01,7.695768413349187709e-01,7.757502303004597533e-01
2.340677928428539900e+01,7.696181311292190630e-01,7.748663330263793059e-01
2.341564792176039234e+01,7.696593847727484228e-01,7.588979056079256935e-01
2.342451655923538922e+01,7.697006023102201944e-01,7.887953893427580576e-01
2.343338519671038256e+01,7.697417837862785550e-01,7.616892965464790999e-01
2.344225383418537589e+01,7.697829292454971828e-01,7.739878059074386529e-01
2.345112247166037278e+01,7.698240387323800338e-01,7.892892522431566027e-01
2.345999110913536612e+01,7.698651122913613420e-01,7.756635268253110338e-01
2.346885974661035945e+01,7.699061499668059527e-01,7.825593163809949626e-01
2.347772838408535279e+01,7.699471518030092110e-01,7.583289993060438050e-01
2.348659702156034967e+01,7.699881178441975171e-01,7.646901692844765286e-01
2.349546565903534301e+01,7.700290481345272164e-01,7.570573485822699178e-01
2.350433429651033634e+01,7.700699427180869305e-01,7.728039407882870693e-01
2.351320293398533323e+01,7.701108016388953370e-01,7.698853506113624290e-01
2.352207157146032657e+01,7.701516249409028347e-01,7.629565178196719977e-01
2.353094020893531990e+01,7.701924126679912108e-01,7.770619849122224476e-01
2.353980884641031679e+01,7.702331648639733075e-01,7.656734268279040689e-01
2.354867748388531012e+01,7.702738815725941324e-01,7.832875011891243799e-01
2.355754612136030346e+01,7.703145628375300813e-01,7.754851632022538022e-01
2.356641475883530035e+01,7.703552087023898265e-01,7.652206223936782736e-01
2.357528339631029368e+01,7.703958192107136504e-01,7.784448595070193599e-01
2.358415203378528702e+01,7.704363944059737790e-01,7.728648453663845563e-01
2.359302067126028390e+01,7.704769343315757135e-01,7.869415583118438695e-01
2.360188930873527724e+01,7.705174390308561216e-01,7.603612082415270867e-01
2.361075794621027057e+01,7.705579085470847245e-01,7.818073231171991377e-01
2.361962658368526391e+01,7.705983429234639637e-01,7.694993695319761740e-01
2.362849522116026080e+01,7.706387422031291123e-01,7.624044673990411081e-01
2.363736385863525413e+01,7.706791064291476090e-01,7.810089435783461598e-01
2.364623249611024747e+01,7.707194356445210559e-01,7.605457723983557461e-01
2.365510113358524436e+01,7.707597298921832207e-01,7.684089438178007825e-01
2.366396977106023769e+01,7.707999892150014798e-01,7.730182958103356539e-01
2.367283840853523103e+01,7.708402136557765960e-01,7.790824509987606117e-01
2.368170704601022791e+01,7.708804032572428300e-01,7.729939962051525226e-01
2.369057568348522125e+01,7.709205580620680509e-01,7.623098982255546163e-01
2.369944432096021458e+01,7.709606781128540698e-01,7.756320904722037168e-01
2.370831295843521147e+01,7.710007634521361952e-01,7.550098384631839243e-01
2.371718159591020481e+01,7.710408141223837886e-01,7.544470195209588281e-01
2.372605023338519814e+01,7.710808301660008190e-01,7.601483534724836622e-01
2.373491887086019503e+01,7.711208116253248646e-01,7.774347218541707294e-01
2.374378750833518836e+01,7.711607585426281108e-01,7.626429232003109071e-01
2.375265614581018170e+01,7.712006709601173515e-01,7.743090214803080018e-01
2.376152478328517503e+01,7.712405489199342101e-01,7.694639675772643184e-01
2.377039342076017192e+01,7.712803924641540299e-01,7.655965022178585766e-01
2.377926205823516526e+01,7.713202016347880940e-01,7.697976915967849054e-01
2.378813069571015859e+01,7.713599764737821829e-01,7.898937487501014321e-01
2.379699933318515548e+01,7.713997170230172395e-01,7.818434827889250149e-01
2.380586797066014881e+01,7.714394233243091481e-01,7.715123510493955283e-01
2.381473660813514215e+01,7.714790954194097328e-01,7.699735342122429049e-01
2.382360524561013904e+01,7.715187333500054256e-01,7.503699683259162923e-01
2.383247388308513237e+01,7.715583371577190430e-01,7.845598257412470522e-01
2.384134252056012571e+01,7.715979068841087862e-01,7.737562946783519413e-01
2.385021115803512259e+01,7.716374425706682416e-01,7.794623629916052066e-01
2.385907979551011593e+01,7.716769442588273797e-01,7.865782943262337179e-01
2.386794843298510926e+01,7.717164119899521113e-01,7.675754687828781897e-01
2.387681707046010615e+01,7.717558458053446202e-01,7.899933864941447448e-01
2.388568570793509949e+01,7.717952457462428084e-01,7.550634239759167476e-01
2.389455434541009282e+01,7.718346118538219613e-01,7.671160137950664426e-01
2.390342298288508616e+01,7.718739441691928604e-01,7.631956863665617652e-01
2.391229162036008304e+01,7.719132427334033375e-01,7.643047581506626775e-01
2.392116025783507638e+01,7.719525075874383857e-01,7.857284509659964167e-01
2.393002889531006971e+01,7.719917387722188273e-01,7.793014933981609049e-01
2.393889753278506660e+01,7.720309363286037563e-01,7.805790367250808881e-01
2.394776617026005994e+01,7.720701002973879845e-01,7.655821519673423614e-01
2.395663480773505327e+01,7.721092307193048176e-01,7.761139281089887154e-01
2.396550344521005016e+01,7.721483276350236125e-01,7.553810494804282794e-01
2.397437208268504349e+01,7.721873910851524414e-01,7.791055002253542972e-01
2.398324072016003683e+01,7.722264211102359832e-01,7.569801362088370844e-01
2.399210935763503372e+01,7.722654177507569662e-01,7.656288530399342207e-01
2.400097799511002705e+01,7.723043810471358350e-01,7.607700201326125233e-01
2.400984663258502039e+01,7.723433110397310841e-01,7.766361354888909885e-01
2.401871527006001372e+01,7.723822077688387022e-01,7.608368686802876590e-01
2.402758390753501061e+01,7.724210712746933938e-01,7.772260107978795629e-01
2.403645254501000394e+01,7.724599015974679128e-01,7.777768352482200553e-01
2.404532118248499728e+01,7.724986987772731739e-01,7.568061001264601018e-01
2.405418981995999417e+01,7.725374628541588073e-01,7.864220525620149171e-01
2.406305845743498750e+01,7.725761938681127150e-01,7.788797558827191825e-01
2.407192709490998084e+01,7.726148918590617365e-01,7.662343649674361323e-01
2.408079573238497773e+01,7.726535568668716492e-01,7.670484694358403743e-01
2.408966436985997106e+01,7.726921889313466130e-01,7.709716454576858169e-01
2.409853300733496440e+01,7.727307880922305028e-01,7.754963176857304630e-01
2.410740164480996128e+01,7.727693543892054651e-01,7.745585797848247855e-01
2.411627028228495462e+01,7.728078878618936942e-01,7.648220532889735690e-01
2.412513891975994795e+01,7.728463885498564334e-01,7.802884060056208826e-01
2.413400755723494484e+01,7.728848564925941966e-01,7.680570980261058889e-01
2.414287619470993818e+01,7.729232917295472127e-01,7.704212103291879776e-01
2.415174483218493151e+01,7.729616943000958695e-01,7.652998140473749045e-01
2.416061346965992485e+01,7.730000642435594926e-01,7.814117331800507493e-01
2.416948210713492173e+01,7.730384015991978996e-01,7.811575810846214107e-01
2.417835074460991507e+01,7.730767064062108451e-01,7.852593478581127995e-01
2.418721938208490840e+01,7.731149787037380205e-01,7.658246007938169786e-01
2.419608801955990529e+01,7.731532185308597205e-01,7.731205458059853264e-01
2.420495665703489863e+01,7.731914259265960654e-01,7.791045639504262654e-01
2.421382529450989196e+01,7.732296009299081119e-01,7.626878718613413488e-01
2.422269393198488885e+01,7.732677435796969645e-01,7.610584726584395110e-01
2.423156256945988218e+01,7.733058539148049970e-01,7.781622005780651774e-01
2.424043120693487552e+01,7.733439319740150752e-01,7.636552793569097997e-01
2.424929984440987241e+01,7.733819777960506681e-01,7.706305625030569484e-01
2.425816848188486574e+01,7.734199914195768466e-01,7.641785316785745241e-01
2.426703711935985908e+01,7.734579728831990630e-01,7.866853300010957506e-01
2.427590575683485596e+01,7.734959222254651490e-01,7.805411052554145357e-01
2.428477439430984930e+01,7.735338394848625398e-01,7.764715352619533384e-01
2.429364303178484263e+01,7.735717246998214947e-01,7.836871921170133204e-01
2.430251166925983597e+01,7.736095779087134305e-01,7.749534109531989179e-01
2.431138030673483286e+01,7.736473991498512559e-01,7.684860813457718987e-01
2.432024894420982619e+01,7.736851884614895924e-01,7.958165531069191223e-01
2.432911758168481953e+01,7.737229458818248862e-01,7.680792741572279869e-01
2.433798621915981641e+01,7.737606714489958515e-01,8.099394026763688803e-01
2.434685485663480975e+01,7.737983652010829161e-01,7.681814697565347849e-01
2.435572349410980308e+01,7.738360271761088871e-01,7.820313440255611814e-01
2.436459213158479997e+01,7.738736574120387290e-01,7.566979590710859460e-01
2.437346076905979331e+01,7.739112559467801189e-01,7.786999725744607748e-01
2.438232940653478664e+01,7.739488228181822249e-01,7.710512465914463043e-01
2.439119804400978353e+01,7.739863580640380381e-01,7.697961878781239831e-01
2.440006668148477686e+01,7.740238617220824846e-01,7.721340477449281092e-01
2.440893531895977020e+01,7.740613338299936474e-01,7.702633244616496899e-01
2.441780395643476709e+01,7.740987744253920999e-01,7.801385636310712579e-01
2.442667259390976042e+01,7.741361835458416829e-01,7.929540002577545321e-01
2.443554123138475376e+01,7.741735612288497270e-01,7.681161452343399088e-01
2.444440986885974709e+01,7.742109075118656092e-01,7.557763697969357430e-01
2.445327850633474398e+01,7.742482224322833062e-01,7.664495941295266235e-01
2.446214714380973732e+01,7.742855060274396184e-01,7.725232316327778070e-01
2.447101578128473065e+01,7.743227583346148357e-01,7.648104908766570897e-01
2.447988441875972754e+01,7.743599793910326268e-01,7.779734080983325972e-01
2.448875305623472087e+01,7.743971692338609270e-01,7.683859760594111687e-01
2.449762169370971421e+01,7.744343279002113833e-01,7.849938799307477622e-01
2.450649033118471110e+01,7.744714554271391327e-01,7.765386371097764417e-01
2.451535896865970443e+01,7.745085518516435785e-01,7.793673879425866424e-01
2.452422760613469777e+01,7.745456172106685022e-01,7.703852982032237673e-01
2.453309624360969465e+01,7.745826515411017299e-01,7.758469770099960527e-01
2.454196488108468799e+01,7.746196548797751324e-01,7.672862504870252565e-01
2.455083351855968132e+01,7.746566272634655137e-01,7.815340215776548360e-01
2.455970215603467821e+01,7.746935687288935002e-01,7.748331691705724333e-01
2.456857079350967155e+01,7.747304793127253175e-01,7.648399036451248856e-01
2.457743943098466488e+01,7.747673590515707920e-01,7.877528368933146563e-01
2.458630806845965822e+01,7.748042079819857930e-01,7.708384076139985774e-01
2.459517670593465510e+01,7.748410261404699018e-01,7.816228122965918068e-01
2.460404534340964844e+01,7.748778135634687425e-01,7.755816896235052660e-01
2.461291398088464177e+01,7.749145702873723174e-01,7.891737303438287610e-01
2.462178261835963866e+01,7.749512963485163386e-01,7.722400233221540233e-01
2.463065125583463200e+01,7.749879917831815623e-01,7.730343778795321086e-01
2.463951989330962533e+01,7.750246566275940108e-01,7.778320387979010819e-01
2.464838853078462222e+01,7.750612909179260823e-01,7.642693003591305434e-01
2.465725716825961555e+01,7.750978946902946642e-01,7.748069633350117558e-01
2.466612580573460889e+01,7.751344679807630200e-01,7.806983454927923782e-01
2.467499444320960578e+01,7.751710108253401232e-01,7.717905177172544873e-01
2.468386308068459911e+01,7.752075232599805465e-01,7.735954911854385774e-01
2.469273171815959245e+01,7.752440053205855719e-01,7.717601562301172891e-01
2.470160035563458933e+01,7.752804570430015252e-01,7.811050932531162783e-01
2.471046899310958267e+01,7.753168784630221078e-01,7.791580934311559403e-01
2.471933763058457600e+01,7.753532696163863980e-01,7.847642312173837009e-01
2.472820626805956934e+01,7.753896305387805166e-01,7.712483291274048192e-01
2.473707490553456623e+01,7.754259612658366274e-01,7.885351663126807242e-01
2.474594354300955956e+01,7.754622618331333816e-01,7.729752975018044925e-01
2.475481218048455290e+01,7.754985322761965838e-01,7.797556769137208299e-01
2.476368081795954978e+01,7.755347726304987477e-01,7.658021241273267332e-01
2.477254945543454312e+01,7.755709829314587633e-01,7.595236280451949096e-01
2.478141809290953645e+01,7.756071632144427852e-01,7.818843367011596435e-01
2.479028673038453334e+01,7.756433135147645652e-01,7.637880664859124646e-01
2.479915536785952668e+01,7.756794338676838985e-01,7.887870396707951093e-01
2.480802400533452001e+01,7.757155243084088436e-01,7.606234720218044698e-01
2.481689264280951690e+01,7.757515848720943907e-01,7.618504011581322954e-01
2.482576128028451024e+01,7.757876155938425722e-01,7.613206911322636383e-01
2.483462991775950357e+01,7.758236165087037950e-01,7.773099373242673416e-01
2.484349855523450046e+01,7.758595876516753975e-01,7.658621562951737349e-01
2.485236719270949379e+01,7.758955290577028707e-01,7.669138463572824360e-01
2.486123583018448713e+01,7.759314407616793030e-01,7.818750806271073106e-01
2.487010446765948046e+01,7.759673227984458244e-01,7.644094074857200605e-01
2.487897310513447735e+01,7.760031752027913843e-01,7.784218300846370564e-01
2.488784174260947069e+01,7.760389980094530848e-01,7.925954799197452161e-01
2.489671038008446402e+01,7.760747912531161807e-01,7.654584185662360873e-01
2.490557901755946091e+01,7.761105549684143012e-01,7.566382641019824273e-01
2.491444765503445424e+01,7.761462891899297833e-01,7.893445708411154227e-01
2.492331629250944758e+01,7.761819939521925615e-01,7.818302885113174172e-01
2.493218492998444447e+01,7.762176692896820551e-01,7.576929788885093942e-01
2.494105356745943780e+01,7.762533152368255029e-01,7.772028366208882932e-01
2.494992220493443114e+01,7.762889318279998507e-01,7.549316975035863519e-01
2.495879084240942802e+01,7.763245190975297527e-01,7.837744675710998088e-01
2.496765947988442136e+01,7.763600770796896811e-01,7.864903918805267180e-01
2.497652811735941469e+01,7.763956058087024825e-01,7.639278188355475008e-01
2.498539675483441158e+01,7.764311053187407108e-01,7.866589535543838663e-01
2.499426539230940492e+01,7.764665756439257382e-01,7.795895353885626822e-01
2.500313402978439825e+01,7.765020168183282001e-01,7.847893772037199955e-01
2.501200266725939159e+01,7.765374288759684385e-01,7.852304727136137918e-01
2.502087130473438847e+01,7.765728118508157252e-01,7.715623445109831557e-01
2.502973994220938181e+01,7.766081657767892610e-01,7.839230640843922737e-01
2.503860857968437514e+01,7.766434906877579536e-01,7.778053289761099887e-01
2.504747721715937203e+01,7.766787866175401955e-01,7.830098218464316417e-01
2.505634585463436537e+01,7.767140535999045303e-01,7.678412332136024254e-01
2.506521449210935870e+01,7.767492916685688753e-01,7.549331016524803983e-01
2.507408312958435559e+01,7.767845008572018539e-01,8.052590662851832892e-01
2.508295176705934892e+01,7.768196811994212414e-01,7.704428777322747113e-01
2.509182040453434226e+01,7.768548327287960742e-01,7.714180647358419574e-01
2.510068904200933915e+01,7.768899554788452066e-01,7.582467555919562008e-01
2.510955767948433248e+01,7.769250494830374221e-01,7.917205900314624456e-01
2.511842631695932582e+01,7.769601147747922099e-01,7.633537622373960385e-01
2.512729495443431915e+01,7.769951513874800986e-01,7.599031142471978084e-01
2.513616359190931604e+01,7.770301593544217678e-01,7.696614257665276293e-01
2.514503222938430937e+01,7.770651387088882700e-01,7.796552605516092749e-01
2.515390086685930271e+01,7.771000894841022522e-01,7.766500394083808434e-01
2.516276950433429960e+01,7.771350117132367341e-01,7.558473170852656464e-01
2.517163814180929293e+01,7.771699054294157749e-01,7.894615335978282245e-01
2.518050677928428627e+01,7.772047706657145838e-01,7.928993004503719355e-01
2.518937541675928315e+01,7.772396074551592982e-01,7.840666516328413937e-01
2.519824405423427649e+01,7.772744158307275386e-01,7.766671133544125194e-01
2.520711269170926982e+01,7.773091958253480760e-01,7.798386413112520232e-01
2.521598132918426671e+01,7.773439474719014974e-01,8.007744308571767000e-01
2.522484996665926005e+01,7.773786708032190962e-01,7.691165456294610792e-01
2.523371860413425338e+01,7.774133658520842038e-01,7.831921078651657986e-01
2.524258724160925027e+01,7.774480326512320794e-01,7.784417311796814065e-01
2.525145587908424361e+01,7.774826712333492429e-01,7.726836146874661582e-01
2.526032451655923694e+01,7.775172816310740309e-01,7.767967971329620136e-01
2.526919315403423028e+01,7.775518638769972624e-01,7.757365231443615894e-01
2.527806179150922716e+01,7.775864180036611284e-01,7.985656643125117471e-01
2.528693042898422050e+01,7.776209440435603026e-01,7.867371662464505144e-01
2.529579906645921383e+01,7.776554420291414971e-01,7.683445969293191125e-01
2.530466770393421072e+01,7.776899119928033510e-01,7.669616857855491299e-01
2.531353634140920406e+01,7.777243539668977634e-01,7.754931646428079306e-01
