lam,h,c,c_noisy
2.743395501103699896e+00,4.974365010995789316e-01,1.466077592959880826e+00,1.473624318889580120e+00
1.467989031140890521e+00,3.784055240377312002e-01,1.454694204849127814e+00,1.465834609658182686e+00
1.075777832322008631e+00,1.875429930823099278e-01,9.153689761381347267e-01,9.226972617588428127e-01
2.656055468595331703e+00,7.128116452658844748e-01,2.000614413292698845e+00,1.989712999068611099e+00
2.524103619979743751e+00,9.253385855621187872e-01,2.090159289135148146e+00,2.079580535180861389e+00
2.142397319897709984e+00,8.812425867843463045e-01,1.934534365401123335e+00,1.945344833780489502e+00
7.267590628136249009e-01,1.082440472752349697e-01,7.232093123275081803e-01,7.281763209018518035e-01
1.537941383519874528e+00,3.126362352918222176e-01,1.218241338904920479e+00,1.201918119581400823e+00
7.938528856755140417e-01,5.768321394926891887e-01,1.179499264732733366e+00,1.158649628013964206e+00
2.870696014302960286e+00,7.963011627448741692e-01,2.113482086586553343e+00,2.122782454108120831e+00
1.142407902240071049e+00,2.202226791472404188e-01,1.009014289297603284e+00,1.032148008513764426e+00
2.674936923915975928e+00,8.663206980295413695e-01,2.127530822821866785e+00,2.136151578011138419e+00
2.369206200703333209e+00,9.501272379878874519e-01,2.033187663657030964e+00,2.030745294864922723e+00
1.865293911293490758e+00,4.418592260523594439e-01,1.539350773229248404e+00,1.542155836697049587e+00
2.308815092346054421e+00,7.999317232267972866e-01,1.990621592675802631e+00,1.962339060169562721e+00
1.211712157770064469e+00,7.369746471114452246e-02,8.155005537962911610e-01,8.051539346956133603e-01
6.294761377854092288e-01,7.174098958759898004e-01,1.048946996323633307e+00,1.059511665190707275e+00
2.558480798792949873e+00,2.962628175113546369e-01,1.305422369440470298e+00,1.314403932764048877e+00
1.530765114263925364e+00,4.953656740730336128e-01,1.607180141729614098e+00,1.585102090470507541e+00
5.962771547946770223e-01,3.937967983945721007e-01,1.020306467645245574e+00,1.032629277726259343e+00
1.544471931412767507e+00,3.700214018551701844e-01,1.415535567573400044e+00,1.421127256428446062e+00
2.248222235906871536e+00,3.732822693103601264e-01,1.268029549086317376e+00,1.277798571712800202e+00
2.451101680444087272e+00,1.978210777094917550e-01,1.241190021574865465e+00,1.239120570193408710e+00
2.491024986401845887e+00,4.498087624056906764e-01,1.395463101133608941e+00,1.395539122571537893e+00
9.860140479362626831e-01,7.736885107932648387e-01,1.316174274514237519e+00,1.305004811659312924e+00
5.496529794819772219e-01,1.412197351094049980e-01,8.919439201537096018e-01,8.953110331132634325e-01
2.772595605546499975e+00,6.128523876058277198e-01,1.757567477868035688e+00,1.766916419056884457e+00
1.706789632953444213e+00,6.973846834182523269e-02,8.208398484013837981e-01,8.110974857423651763e-01
1.081825127390679375e+00,1.504756108451938412e-01,8.645626128707999403e-01,8.684044678950169072e-01
8.135601260137799162e-01,8.912164446367413229e-01,1.194349309090375177e+00,1.188856779165079036e+00
2.611747955029153356e+00,6.290464821239494242e-02,7.892994444557976941e-01,8.001718776503567998e-01
7.196900307338913727e-01,7.541312650825658936e-01,1.122525383921410658e+00,1.132749458031764522e+00
2.570202357065026533e+00,8.045240653412942811e-01,2.073780753738029503e+00,2.049277948844163699e+00
2.241408323262914060e+00,6.581213783935226935e-01,1.906828397211012716e+00,1.911569621817678311e+00
1.002815616024590017e+00,7.219099539672682031e-01,1.327366767339300369e+00,1.337953135220155465e+00
2.724302549433364362e+00,7.042519784672300887e-01,1.982251371962355124e+00,1.976461653707330735e+00
2.784042144996088819e+00,5.462066273506335223e-01,1.572735536563923064e+00,1.570521884705286197e+00
7.312674293352288135e-01,6.682275292230311914e-01,1.131617016203607440e+00,1.130073343419731202e+00
1.728490122543356433e+00,7.731290288408247946e-01,1.740330949916421899e+00,1.728453530815026395e+00
1.759015891618521232e+00,6.625763808152304035e-01,1.745524923704481202e+00,1.744345779220210613e+00
1.540470273335533102e+00,8.023753052904791794e-01,1.646135115109728320e+00,1.662335266188277538e+00
2.903484658838745069e+00,6.556204886297023471e-02,8.056342574803186940e-01,8.106267040324844908e-01
1.609688193199564799e+00,7.097137794669832189e-01,1.678444199585435559e+00,1.694311720353387507e+00
2.207560135898429809e+00,9.492590698040477559e-02,9.508507369040499757e-01,9.612013942783975695e-01
2.779950280461328749e+00,4.844332550836784601e-01,1.438482046001182457e+00,1.451000413669712108e+00
2.713762222497873022e+00,7.051137855089150142e-01,1.984792890382600650e+00,1.986102014383765990e+00
1.996915461676129544e+00,6.907013847297330811e-01,1.850303220055768749e+00,1.858402659625613129e+00
2.870794904311004370e+00,2.228083536866526937e-01,1.329039997641058735e+00,1.350042215584911665e+00
1.617382560495793875e+00,8.981412560752943808e-02,9.070731578876387591e-01,9.224205848596024326e-01
2.363525326694407624e+00,4.873401813367490010e-01,1.520512159190187118e+00,1.523913346081690268e+00
6.686367034663551756e-01,4.261239678148213139e-01,1.081133634382065445e+00,1.073916178446575609e+00
1.482640475153689907e+00,1.140528815886817510e-01,9.630557651868814073e-01,9.535058820332543705e-01
1.307724949223987965e+00,8.206566270883252079e-01,1.517345199459208871e+00,1.519882728040878650e+00
1.945434231553744286e+00,3.674712420018350634e-01,1.280944527425124324e+00,1.285545796941338192e+00
6.534048363404705295e-01,8.827355017017621819e-01,1.068950462479980157e+00,1.049904645137177628e+00
8.098803352773269459e-01,7.361540471884283621e-01,1.191602150139770666e+00,1.193924392330382833e+00
1.839409628278220410e+00,2.122448258793746545e-01,1.113967823387592038e+00,1.117619152128860316e+00
2.914597503402602818e+00,4.288985436077614177e-01,1.390981742244656871e+00,1.394165836830321581e+00
2.815129631783711339e+00,6.108424878213182252e-01,1.739496926643409047e+00,1.733828346515988272e+00
1.862146292378509038e+00,6.279292143539697557e-01,1.782233269046271662e+00,1.806215904492220359e+00
1.027657156530707994e+00,9.752916061026147831e-01,1.344034472607361863e+00,1.353142370325866484e+00
2.293314348497203170e+00,6.771047186614386204e-01,1.931973175336805459e+00,1.917744835189414854e+00
1.237009563748611818e+00,9.808666506474654767e-01,1.475887366927610023e+00,1.468481471023967755e+00
1.048878810264550321e+00,6.281390950945631158e-01,1.357222061649842271e+00,1.365561086761823972e+00
1.735073804639887696e+00,6.412215675881230981e-01,1.731801117994500094e+00,1.737130459178462649e+00
6.713737501814485142e-01,1.515275637572614242e-01,8.960001108543144133e-01,8.973189379185897430e-01
8.015652127867884946e-01,6.769023206132289694e-01,1.185382335402826781e+00,1.185038847462863032e+00
2.454933786687570230e+00,3.992127980086971895e-01,1.311698196152307760e+00,1.309435517742118860e+00
1.230736577425228129e+00,2.599925956844075237e-01,1.133044176890437127e+00,1.128330401958453910e+00
7.715929632869223953e-01,7.874678336389920874e-01,1.162777996287220006e+00,1.152049772080395051e+00
1.728980895633772885e+00,9.503823911054815055e-01,1.745603735756329877e+00,1.751483290671927540e+00
1.007805715283695669e+00,2.783772167208936610e-01,1.250322087039310581e+00,1.221335940869069159e+00
2.981468064296549869e+00,7.406778894355796616e-01,2.016811071496743768e+00,2.009070918703819597e+00
1.722560181015470482e+00,1.760833839337173079e-01,1.078149277441463605e+00,1.090824229742332507e+00
2.175656478577455033e+00,6.359614608464522201e-01,1.876039019530978180e+00,1.867675757661278801e+00
2.733768421999661857e+00,4.237703007244855713e-01,1.361381694838303735e+00,1.348749080475350137e+00
1.711591663724406853e+00,9.853647165757449811e-01,1.737265846081143650e+00,1.756658310574822357e+00
2.252399535528859964e+00,1.061274529164766972e-01,9.980351637562832057e-01,1.008542924052350243e+00
1.611760070418877255e+00,9.057496594775961141e-01,1.685176228849282642e+00,1.683321315223898829e+00
2.590842656355657248e+00,3.276739300440177360e-01,1.309569284857166949e+00,1.303174361327601893e+00
1.746154306147193358e+00,6.693402783941995171e-01,1.740533704546199045e+00,1.737783403455647857e+00
1.599245685488467572e+00,6.399493160374908340e-01,1.668118225014176392e+00,1.664149800029872006e+00
2.790565361862745064e+00,8.437541977133873328e-01,2.145188882010987452e+00,2.142303458539821293e+00
1.611551455309128800e+00,6.078430448729396085e-01,1.670370656522744524e+00,1.662320666832572069e+00
1.297398501504283708e+00,9.867172970948600019e-01,1.511783294180801152e+00,1.516999786505106806e+00
2.689068049449137021e+00,1.781663464194829238e-01,1.233465760266219347e+00,1.227274464757972305e+00
1.976340277547970814e+00,7.442606655813583938e-01,1.850889352915793040e+00,1.831656710264167209e+00
2.156591519160745207e+00,4.462704426438305894e-01,1.459125258698240613e+00,1.445264744775894838e+00
1.687443914654972676e+00,1.631489374087582989e-01,1.063707011845022699e+00,1.063242738301680701e+00
1.671625993409452837e+00,4.139188464413384727e-01,1.509865175021877226e+00,1.498804661242385539e+00
2.621301068115975408e+00,3.979215291723156578e-01,1.328321537935953200e+00,1.302148373741715437e+00
7.291436267359712176e-01,6.469170256916130235e-01,1.129948210479079895e+00,1.144960807798689251e+00
2.866836522322365077e+00,3.855642812497011018e-01,1.373359695089158228e+00,1.377946398157136043e+00
2.012291465334600460e+00,2.609435555626378189e-01,1.159330712002721198e+00,1.153827440866421972e+00
2.350764707525986985e+00,6.843818764022432388e-01,1.947744460051957560e+00,1.941727569966739342e+00
2.997459823235335996e+00,1.467454220167130896e-01,1.165194695705771721e+00,1.169884318770424647e+00
2.393821163055405599e+00,5.831000030214158469e-01,1.781509626220471043e+00,1.795097103048902909e+00
5.751606140255406396e-01,2.599888921059946290e-01,9.987395572158436208e-01,9.916318549767828561e-01
2.532275054274102377e+00,3.397324055318065583e-01,1.293850055647747910e+00,1.297443084431870508e+00
2.470499132393104702e+00,7.337592002969844929e-01,2.008753513563384274e+00,2.001603228827913750e+00
2.856888983984913644e+00,3.337634650883996024e-01,1.376488856646999714e+00,1.379173611927813070e+00
1.155604358598988135e+00,5.712643678257439683e-01,1.423063839420098287e+00,1.410573157157384738e+00
2.548891579158472087e+00,1.970204793684847133e-01,1.253177803955636715e+00,1.233515159228650404e+00
2.420835216506927789e+00,7.363265000573799846e-01,2.000454598400405626e+00,2.000630747770822282e+00
2.024235566954987853e+00,1.164132518939281768e-01,1.024317594813426879e+00,1.022921989694606237e+00
2.444420525042752423e+00,7.954508244010217721e-01,2.034759231518786571e+00,2.041510852506989604e+00
1.124678511668324443e+00,8.060010138969028182e-01,1.406518397524514574e+00,1.398860132146859669e+00
1.632574399680851940e+00,7.702676689850028735e-01,1.692765721967406600e+00,1.706244019515498200e+00
1.925657655042319227e+00,6.642427983525514001e-01,1.816384169658558756e+00,1.816633305340750182e+00
2.836030492875195819e+00,7.358595571487337450e-01,2.027083793780437126e+00,2.042324498958454360e+00
2.292259323572428453e+00,4.363044276719373893e-01,1.394875942754146170e+00,1.390605903654338782e+00
6.429551267295545713e-01,4.103833208291821077e-01,1.059914165104494099e+00,1.074795074688572161e+00
2.587672935145742148e+00,7.375086106642014805e-01,2.028750641418891831e+00,2.027342702802310992e+00
2.362339407785919221e+00,6.318209721872398710e-01,1.883537816184047475e+00,1.884264492556709358e+00
2.553923511600730833e+00,9.092882176060018695e-01,2.098573551258345216e+00,2.107826536366914638e+00
2.484523813552446558e+00,2.634979657706233991e-01,1.287789926605054536e+00,1.268731275347144472e+00
2.216848093176592815e+00,7.319588941955686989e-01,1.940910830188825820e+00,1.929133496253089497e+00
1.932908320819251902e+00,6.046673839107301607e-01,1.797222929334086672e+00,1.815485826095944333e+00
8.460121825398143613e-01,7.712504199221902335e-01,1.218195510208194943e+00,1.201850929229425269e+00
1.827890122652154670e+00,6.941421508159218989e-01,1.780300546768897263e+00,1.774403971096943033e+00
2.635496140955858824e+00,7.051211195199998949e-01,1.989593557845312777e+00,1.994494027767980127e+00
2.903651202363191075e+00,1.772719600368573567e-01,1.246744995301354964e+00,1.261157207435047001e+00
9.697880696856476801e-01,5.688342376323064498e-01,1.304398266360332403e+00,1.298430409157746768e+00
2.228033507583893957e+00,4.694708215899438541e-01,1.508189566039210616e+00,1.508819283768862096e+00
1.287720945310497411e+00,2.821012008267623217e-01,1.197569113160347420e+00,1.185154167459209429e+00
1.993052053267105217e+00,8.157639734999660996e-01,1.865134329358856480e+00,1.860450533394631289e+00
1.339425600018275153e+00,1.302481092694262044e-01,9.525473027392848957e-01,9.624652712998669202e-01
1.017713743787093339e+00,1.043368824881743956e-01,8.385513588773076954e-01,8.412476773859570711e-01
1.992694696018732836e+00,5.750645134165699446e-01,1.787890678362130004e+00,1.786885501080859751e+00
1.403285315867698557e+00,5.825756439008746845e-01,1.563736223871529774e+00,1.567473924742944336e+00
1.546937233154886515e+00,7.894118765831624751e-01,1.649248986920354154e+00,1.650020867619781617e+00
2.698038454740781411e+00,2.450220240912870939e-01,1.325953033695328909e+00,1.327066400035791238e+00
2.112369464653947482e+00,3.262198631222958389e-01,1.202338527125490275e+00,1.198054187686143024e+00
1.120343366087157344e+00,8.838014415089153752e-01,1.403887134833736061e+00,1.393136648763527274e+00
1.180241240497137856e+00,7.547969460023024046e-02,8.189441015550684710e-01,8.253263359456850523e-01
1.840670688393963639e+00,3.819755513916053280e-01,1.354585465893536345e+00,1.342057727768404263e+00
6.911412336192724881e-01,9.877231244024858858e-02,7.031164689857796191e-01,7.130700570947126060e-01
2.564331341349110893e+00,8.788946779490385275e-01,2.096438937897666221e+00,2.117867598944776830e+00
2.343410524084343027e+00,2.664999801918960243e-01,1.251812166221168310e+00,1.266919615100541741e+00
6.899800385070551378e-01,8.880800087690067235e-01,1.098831821010781251e+00,1.122248317835609743e+00
7.099790469627643708e-01,9.366818923179969225e-01,1.114836964457087243e+00,1.103521390123919588e+00
6.528472509014109360e-01,9.225391462739123138e-01,1.068488577762265690e+00,1.070479162637289372e+00
1.710151444083585659e+00,4.892162883791446593e-01,1.651127963021667533e+00,1.642053853899599680e+00
1.113037778622143037e+00,7.164636594230060496e-01,1.398875184144683814e+00,1.390728345016033263e+00
1.683634445550126202e+00,5.091063913244924244e-01,1.665038970528406992e+00,1.646805569626177412e+00
1.776617752385659443e+00,9.255982018916666942e-02,9.263106184784094532e-01,9.132846262086439237e-01
2.586459207330988885e+00,3.395487819214761949e-01,1.307309297627959443e+00,1.315707731256579915e+00
1.816440780116127085e+00,6.028661558398962228e-01,1.757100460624299476e+00,1.763893470117193552e+00
5.989999351714976328e-01,3.440689600833351514e-01,1.022175105579779641e+00,1.034210238112877045e+00
1.223127828608624901e+00,4.594084704034875899e-01,1.453435545417327557e+00,1.464695292345985944e+00
2.518424012244554255e+00,6.441811831202840510e-01,1.893144570272243143e+00,1.900877559027145836e+00
2.445946480659819677e+00,9.191945526850237025e-02,9.418682875977592017e-01,9.332226370974797680e-01
2.509247817407206593e+00,3.851845276203723634e-01,1.303724694682133922e+00,1.302222848534459576e+00
2.290754278586743631e+00,6.014609186884825598e-02,7.717959376512921743e-01,7.790866406890815110e-01
1.009360328039483168e+00,5.804000700918734434e-01,1.330884229494222915e+00,1.343511854741176847e+00
1.137889378573971433e+00,1.459494175097850177e-01,8.844204606104024702e-01,8.803015091696337890e-01
1.361533375011471314e+00,4.557319859880012425e-01,1.521413630772174397e+00,1.516084929351971144e+00
1.091235215494002819e+00,3.367310151959890807e-01,1.345191651473800709e+00,1.340466068425693047e+00
1.932614710804417157e+00,8.775459091296158864e-02,9.123220190499772286e-01,9.285854616577535747e-01
1.193470366646459446e+00,8.671601253158888190e-01,1.449337877985252154e+00,1.454998931397600392e+00
2.356670870525564787e+00,2.326184451710651691e-01,1.251637186937426760e+00,1.248213324711676897e+00
6.076568094344674265e-01,7.137591925201949294e-01,1.030374519085341944e+00,1.022309163173209523e+00
2.182126923800263629e+00,1.199127240916008780e-01,1.044608254939541681e+00,1.048978732072372244e+00
1.104411096785439472e+00,1.338972654730748169e-01,8.728892265555836527e-01,8.554376235233621673e-01
2.568583684969179437e+00,7.596500218884214006e-02,8.636095412398990812e-01,8.611556238164348454e-01
2.730859279696812081e+00,3.126727141194123871e-01,1.347533071574658958e+00,1.341561415567273041e+00
1.891759238366380824e+00,9.604921093322340564e-01,1.825164606933339151e+00,1.819052541126902955e+00
5.857197043321789032e-01,6.775258482267169091e-01,1.011363204046844100e+00,1.013377845063670790e+00
6.576373928154517490e-01,8.884709684784045658e-01,1.072450363715063526e+00,1.076667602934634038e+00
2.363034718760168573e+00,5.461804904757783241e-01,1.693380298459007172e+00,1.724674657662565558e+00
1.127488821653700901e+00,2.328256049775155878e-01,1.063876754360542964e+00,1.064912114895718576e+00
1.818999486850594316e+00,7.376682511605470172e-01,1.780710630962116348e+00,1.787882632248523729e+00
2.540716782296136955e+00,2.105587949099042011e-01,1.269587179877518457e+00,1.261295435847462842e+00
2.531565383687479631e+00,3.992544787180017374e-01,1.318031977765718121e+00,1.300982740919052416e+00
2.983878607811051076e+00,7.289615106915019460e-01,1.991766640214271522e+00,2.003565232810021968e+00
2.072060882102551460e+00,3.153108568717725713e-01,1.187648545140622902e+00,1.207910168962925690e+00
1.393101072671545149e+00,9.376829018368394442e-01,1.566819114384950362e+00,1.556597785014707913e+00
1.817691110900627294e+00,9.142812317273875111e-01,1.788601235561061653e+00,1.787931611212458582e+00
1.673400720675712661e+00,9.370086037493320363e-01,1.717320227711151004e+00,1.728864540560481666e+00
1.454209508882541524e+00,7.421231113076465213e-02,8.340218999062150029e-01,8.351020085472374843e-01
2.999928330432944712e+00,6.462461592936811217e-01,1.782054202969377998e+00,1.757501575381615444e+00
2.708059244011401301e+00,1.023591803001893952e-01,9.923321241886251531e-01,1.002865665023997988e+00
1.461750240427895697e+00,3.839055350970168590e-01,1.467879638071007520e+00,1.466547842904119880e+00
2.886289596161803139e+00,8.722053611164392040e-01,2.181467219631989085e+00,2.189081224877142073e+00
2.960988993258488300e+00,8.685008060409822317e-01,2.191533225595895029e+00,2.181750031525497402e+00
1.680424134209008047e+00,9.796512300690087827e-01,1.721366923515537106e+00,1.730604465463291941e+00
1.989713566656605703e+00,6.668867071530133472e-01,1.841429616335643615e+00,1.852276403967878737e+00
1.701254126645568077e+00,4.339745959775548889e-01,1.554888618411325307e+00,1.547612646743532938e+00
1.866903606940200522e+00,3.069840704291456612e-01,1.155805107049876934e+00,1.161035092080480613e+00
2.457243951206081967e+00,4.696244006452995889e-01,1.447382010734329816e+00,1.440997894718060390e+00
2.336183489678345548e+00,6.743711150121751707e-01,1.936258799509175565e+00,1.931229809682986964e+00
6.775140940196198169e-01,2.460366479463267919e-01,1.077045797823219964e+00,1.067866023793351271e+00
5.095353176148529339e-01,7.925074719099409748e-01,9.424180096182501742e-01,9.381194297597995613e-01
2.016720632676078928e+00,6.582300638961081640e-01,1.848127218378402992e+00,1.841315799717676338e+00
1.226091009093410289e+00,6.567304342816185914e-01,1.467497322971105245e+00,1.479712831200389767e+00
2.454252288360960321e+00,7.355667836910516344e-02,8.499683700567338684e-01,8.478028099397486583e-01
5.725287938312910718e-01,7.252900679490567049e-01,9.997608101725190544e-01,9.883367597510044344e-01
1.148080792977707265e+00,3.851509410679690437e-01,1.396637282859346740e+00,1.410888934265424499e+00
1.962697423565700872e+00,4.131986404076851693e-01,1.416618714904864573e+00,1.422370082883447129e+00
2.385131485596499790e+00,9.273427298948845321e-01,2.037511898040874847e+00,2.047861960276252447e+00
1.461867566218270964e+00,9.723864524987830826e-01,1.605327883690804258e+00,1.604850392765541756e+00
1.792531866646461580e+00,8.628290134381423337e-01,1.774984662829924398e+00,1.782348263362130592e+00
1.414179407132768684e+00,1.010862616302828504e-01,9.238533299056841397e-01,9.230484306593570443e-01
1.242636605686342044e+00,4.696980758674384471e-01,1.465518501895391568e+00,1.455919399172137085e+00
1.432490076112535871e+00,9.079444484057525022e-01,1.588779131298539760e+00,1.590097084125510429e+00
2.255613170653421484e+00,4.240777234582627786e-01,1.370460869865420372e+00,1.372178326025419892e+00
2.034717257080322916e+00,5.077609697226439511e-01,1.673876008102721302e+00,1.675515132363560422e+00
7.384191380900810842e-01,3.619682986895265131e-01,1.134782938059557100e+00,1.143680766045775732e+00
2.002845514137100214e+00,4.303009265574590514e-01,1.458550320401286182e+00,1.441007287195565256e+00
2.658845920090700865e+00,4.437988325203529039e-01,1.377334223462111318e+00,1.380645126528577737e+00
1.490718280665819018e+00,9.833299526527161660e-01,1.621199755229171258e+00,1.613284178458892271e+00
2.558879601361840894e+00,8.516013908794423104e-02,9.108864180853009085e-01,9.082957885256547348e-01
2.339558685391215143e+00,5.081795498190857518e-01,1.590251738383402280e+00,1.595140261706317064e+00
1.720075007713398163e+00,7.737028128802101445e-01,1.736273051748234764e+00,1.737266487043955143e+00
7.092739668147993726e-01,7.827380865731808912e-01,1.114275550599875819e+00,1.107721782669024435e+00
1.872957426497378730e+00,5.017763191648945131e-01,1.679079022726942316e+00,1.687208550274631902e+00
1.241479842095353892e+00,1.657425379328250903e-01,9.214142579019305446e-01,9.212154497194224856e-01
2.950905564087852540e+00,4.973788237057865658e-01,1.454608596735713411e+00,1.464600265975166460e+00
2.621435174940813795e+00,1.846872167666376852e-01,1.240569253640100733e+00,1.253646176765896403e+00
1.868195269908964562e+00,2.412760398878565637e-01,1.118973046978762875e+00,1.115752874753650259e+00
2.241626362260602079e+00,6.451183743333194220e-01,1.894653830537344152e+00,1.883852595422086829e+00
2.471283255871542295e+00,5.701884632543257059e-01,1.728443346144877824e+00,1.729747986357240030e+00
2.832673886801438279e+00,4.578316194564239772e-01,1.401821937881708724e+00,1.410659952800793926e+00
2.187858058265045980e+00,3.393022904745710000e-01,1.223853753675993694e+00,1.227622074748178527e+00
1.546954582011642154e+00,8.156953738088275063e-01,1.649825375893907431e+00,1.638358377768569740e+00
9.254204423131626722e-01,8.553930099646384067e-02,7.943810149230499107e-01,7.775258126521136237e-01
2.532699533643584466e+00,2.238469792950479875e-01,1.281216767101871046e+00,1.272102013763576789e+00
7.555080420785482698e-01,3.260464477183348531e-01,1.145303966860549361e+00,1.136105213248332246e+00
6.047881716016857423e-01,4.659057935194085287e-01,1.027845149609500019e+00,1.034755117909019084e+00
2.459949789668220088e+00,9.308848448887506732e-01,2.066817690253641260e+00,2.068003926859410591e+00
2.336787594359038600e+00,1.514532378436730387e-01,1.144104243689604061e+00,1.153608601613687057e+00
1.481792606760649722e+00,4.429609561417691133e-01,1.557317003674149491e+00,1.557009615881305820e+00
2.604064756882715770e+00,8.907132565001770752e-01,2.112302618459847459e+00,2.130003067915494430e+00
2.746780850564201071e+00,5.134323624419615539e-01,1.500360454127517729e+00,1.501067545005516202e+00
1.523192432661945706e+00,9.716250358667350984e-01,1.638774301947662604e+00,1.645038486834385916e+00
5.831266551485998484e-01,9.197238237882500167e-01,1.009093197293714272e+00,1.005515095793282798e+00
8.551922315181305079e-01,4.775588362902106199e-01,1.223743057859595140e+00,1.228939595217155567e+00
1.583773417995914645e+00,5.660130182246261299e-01,1.650721720917962765e+00,1.662467131941617104e+00
1.123168081106797445e+00,7.154911337969624974e-01,1.405249639333937095e+00,1.413817662821932775e+00
7.825322756560098014e-01,9.453564355048198475e-01,1.171090784198888013e+00,1.184797673795445316e+00
1.484543511427542040e+00,1.820696253205083548e-01,1.004076594871069927e+00,9.985545057848035366e-01
1.628084524794537025e+00,1.748742968051011371e-01,1.050918095362776805e+00,1.056254520651603412e+00
2.205287539235590621e+00,9.130356936573543747e-01,1.963325111418087854e+00,1.981454108010586079e+00
2.535466680672102679e+00,4.768524372380538168e-01,1.450420023615872189e+00,1.453695851134136907e+00
1.962904293214179585e+00,2.996894711301335557e-01,1.158169974948384251e+00,1.157200262051829132e+00
2.976766271967168365e+00,7.728038463277041581e-01,2.077308476646241520e+00,2.075665979307397269e+00
1.080888954509188649e+00,1.787458184886032697e-01,8.946759377420553383e-01,8.900268169180062250e-01
1.770857833613772137e+00,2.071409252994273476e-01,1.093568045003036060e+00,1.095761158937460511e+00
1.335090838538472768e+00,2.857078762917626968e-01,1.192760245411815356e+00,1.207663127978809481e+00
1.456743939547472610e+00,6.582341115956983346e-01,1.596958229193658152e+00,1.602293474794831640e+00
7.379444111962345509e-01,5.529846604979764546e-01,1.136751358468024886e+00,1.137213087697781955e+00
1.879126929381035982e+00,6.602377312358531647e-01,1.796844484429199085e+00,1.789464818442268790e+00
2.096862771680778170e+00,3.783870469915970869e-01,1.284024987413780128e+00,1.273145861568479864e+00
9.304992477769636894e-01,2.567860341222097942e-01,1.200995495424154846e+00,1.226006310573610980e+00
7.868100706332393779e-01,3.584842773551552564e-01,1.170419027494627340e+00,1.166335870709882316e+00
7.317194440454789506e-01,7.748064331271365957e-01,1.131980788413785355e+00,1.133683053135100538e+00
1.677140431277658106e+00,8.523018123691570302e-01,1.717734803704656921e+00,1.713476599530743272e+00
2.772324798546820013e+00,5.850627086773634300e-01,1.680620245852140870e+00,1.682998784099170919e+00
5.761914498867102274e-01,9.841063636330580344e-01,1.002995851712279451e+00,9.992967582619587397e-01
5.887718438549958133e-01,3.246144927884342390e-01,1.013053260279140666e+00,1.014775546367532755e+00
2.527997168237806846e+00,4.942892677170662163e-01,1.496305651251026436e+00,1.511683680255760054e+00
1.316906279465253071e+00,9.436594852554723856e-01,1.523126212969428517e+00,1.516218473948229617e+00
1.809447873671169882e+00,9.567988279757196901e-01,1.785490182708524110e+00,1.791454802179463623e+00
2.371989342810756352e+00,6.006229177689834664e-01,1.825052120116168464e+00,1.824931831456083176e+00
1.189623166998436732e+00,6.124713972595350331e-01,1.444755120528230741e+00,1.452625873863569339e+00
2.945186086182009610e+00,2.570006510043393866e-01,1.376060718139505923e+00,1.369678835821275698e+00
1.462264561141961572e+00,1.231763089614287127e-01,9.749281112395029592e-01,9.795705546036604927e-01
1.716407826204801923e+00,1.888538452404536772e-01,1.078097029890598524e+00,1.068614942823361336e+00
2.949071626074076580e+00,4.460087756039827767e-01,1.404620941934863865e+00,1.386553859720942139e+00
1.864024766057796656e+00,6.504550963501474214e-01,1.788618296824715737e+00,1.775671073762834062e+00
1.011586142495827678e+00,5.863421182397096088e-01,1.332423157149167370e+00,1.323130223656961535e+00
1.153158742579446949e+00,6.961787718556835536e-01,1.423808656321203348e+00,1.412721518865920123e+00
2.594030521814536527e+00,8.623040518079168049e-01,2.101976674105174858e+00,2.098951181303358116e+00
1.447728129389208362e+00,4.474223844118603854e-01,1.550866194820140542e+00,1.562291764026132457e+00
1.344334091885398097e+00,7.068540713926971253e-02,8.125094860285885234e-01,8.011637755517159176e-01
5.281849321364533445e-01,4.233159393977636853e-01,9.597064159787909166e-01,9.644185376069266402e-01
5.461981859128668404e-01,7.607602004948860186e-01,9.761950536729218086e-01,9.778683605542366486e-01
8.361409041823979482e-01,9.786484583240260271e-01,1.211000190282531808e+00,1.203959805733705091e+00
1.218351513592760060e+00,5.110759613073838636e-01,1.456658201739481129e+00,1.447298692789236174e+00
2.961866087102360545e+00,5.542935972471019906e-02,7.421674245400738945e-01,7.465861442470911324e-01
1.818905316406290273e+00,6.852402659396066298e-01,1.775200733411387732e+00,1.780133648702444171e+00
6.051722877732702566e-01,7.177218901375214122e-01,1.028238797578960417e+00,1.024780426248765863e+00
1.807781369139051630e+00,5.056774543818488565e-01,1.683196533091837255e+00,1.681727181112540270e+00
1.241871674580766527e+00,8.613033698054624043e-01,1.478627329968476678e+00,1.478573129069961301e+00
2.708175015851140177e+00,3.528710515579661089e-01,1.336717285580106385e+00,1.323467071231112069e+00
2.969816268968218154e+00,8.309560355349352445e-01,2.157692176162211428e+00,2.158809867308788988e+00
1.857363602959436921e+00,5.496496537551568418e-01,1.739375921253198509e+00,1.742489882352650232e+00
2.383294106465376316e+00,6.037884031303630827e-01,1.830003121462176807e+00,1.847778592913056350e+00
1.384299339523804129e+00,2.677905090628688312e-01,1.109161487513531386e+00,1.096295667490453374e+00
9.740184570350725046e-01,4.437859949878076304e-01,1.303676465075947144e+00,1.294903887622969263e+00
2.141964384658240128e+00,2.936056074938888094e-01,1.194416725151748571e+00,1.195275349269382392e+00
