w,I
9.091123425125934591e+04,3.844552392723306344e-03
9.095311844210287381e+04,3.859564113606772217e-03
9.099502192963150446e+04,3.874692813731590250e-03
9.103694472273532301e+04,3.889939865987839408e-03
9.107888683030870743e+04,3.905306664779995256e-03
9.112084826125013933e+04,3.920794626448869356e-03
9.116282902446197113e+04,3.936405189703511172e-03
9.120482912885128462e+04,3.952139816063640620e-03
9.124684858332863951e+04,3.967999990311937321e-03
9.128888739680893195e+04,3.983987220957762969e-03
9.133094557821113267e+04,4.000103040711664587e-03
9.137302313645817048e+04,4.016349006971306999e-03
9.141512008047763084e+04,4.032726702319398317e-03
9.145723641920062073e+04,4.049237735033061995e-03
9.149937216156259819e+04,4.065883739606259220e-03
9.154152731650311034e+04,4.082666377284604152e-03
9.158370189296563331e+04,4.099587336613293685e-03
9.162589589989834349e+04,4.116648333998935809e-03
9.166810934625296795e+04,4.133851114284444773e-03
9.171034224098552659e+04,4.151197451338986717e-03
9.175259459305620112e+04,4.168689148662270590e-03
9.179486641142908775e+04,4.186328040003902545e-03
9.183715770507299749e+04,4.204115989998718009e-03
9.187946848296027747e+04,4.222054894817332468e-03
9.192179875406761130e+04,4.240146682833986595e-03
9.196414852737566980e+04,4.258393315310873839e-03
9.200651781186975131e+04,4.276796787100404194e-03
9.204890661653879215e+04,4.295359127364731938e-03
9.209131495037602144e+04,4.314082400314535326e-03
9.213374282237883017e+04,4.332968705966588549e-03
9.217619024154875660e+04,4.352020180921007189e-03
9.221865721689128259e+04,4.371238999158678917e-03
9.226114375741660479e+04,4.390627372860107618e-03
9.230364987213851418e+04,4.410187553244783627e-03
9.234617557007515279e+04,4.429921831433727281e-03
9.238872086024860619e+04,4.449832539334275076e-03
9.243128575168570387e+04,4.469922050549066973e-03
9.247387025341685512e+04,4.490192781308383931e-03
9.251647437447682023e+04,4.510647191428520178e-03
9.255909812390450679e+04,4.531287785295470306e-03
9.260174151074302790e+04,4.552117112875514980e-03
9.264440454403944022e+04,4.573137770753095584e-03
9.268708723284552980e+04,4.594352403197611047e-03
9.272978958621672064e+04,4.615763703258642450e-03
9.277251161321277323e+04,4.637374413892197088e-03
9.281525332289743528e+04,4.659187329117765557e-03
9.285801472433918389e+04,4.681205295208080118e-03
9.290079582661014865e+04,4.703431211911213508e-03
9.294359663878679567e+04,4.725868033708000189e-03
9.298641716994976741e+04,4.748518771104445237e-03
9.302925742918389733e+04,4.771386491960918040e-03
9.307211742557803518e+04,4.794474322859097054e-03
9.311499716822576011e+04,4.817785450508519154e-03
9.315789666622430377e+04,4.841323123192626914e-03
9.320081592867521977e+04,4.865090652257523900e-03
9.324375496468412166e+04,4.889091413643415450e-03
9.328671378336138150e+04,4.913328849461278021e-03
9.332969239382096566e+04,4.937806469614696402e-03
9.337269080518126430e+04,4.962527853470517780e-03
9.341570902656484395e+04,4.987496651578362562e-03
9.345874706709849124e+04,5.012716587441358104e-03
9.350180493591299455e+04,5.038191459339720797e-03
9.354488264214392984e+04,5.063925142209492816e-03
9.358798019493051106e+04,5.089921589576944412e-03
9.363109760341633228e+04,5.116184835552599515e-03
9.367423487674904754e+04,5.142718996885464050e-03
9.371739202408105484e+04,5.169528275080634110e-03
9.376056905456843378e+04,5.196616958581049862e-03
9.380376597737164411e+04,5.223989425017647875e-03
9.384698280165539472e+04,5.251650143529057631e-03
9.389021953658858547e+04,5.279603677153621270e-03
9.393347619134417619e+04,5.307854685296500841e-03
9.397675277509991429e+04,5.336407926275100501e-03
9.402004929703718517e+04,5.365268259943981564e-03
9.406336576634184166e+04,5.394440650404661898e-03
9.410670219220372383e+04,5.423930168801347450e-03
9.415005858381751750e+04,5.453741996207566757e-03
9.419343495038154651e+04,5.483881426604758809e-03
9.423683130109858757e+04,5.514353869959133861e-03
9.428024764517563744e+04,5.545164855398445648e-03
9.432368399182394205e+04,5.576320034493253801e-03
9.436714035025880730e+04,5.607825184646576117e-03
9.441061672970034124e+04,5.639686212596670828e-03
9.445411313937233353e+04,5.671909158035501504e-03
9.449762958850302675e+04,5.704500197350058539e-03
9.454116608632469433e+04,5.737465647489095946e-03
9.458472264207448461e+04,5.770811969961919634e-03
9.462829926499318390e+04,5.804545774972238656e-03
9.467189596432604594e+04,5.838673825695182319e-03
9.471551274932255910e+04,5.873203042701243166e-03
9.475914962923653366e+04,5.908140508533761201e-03
9.480280661332578165e+04,5.943493472445805781e-03
9.484648371085300460e+04,5.979269355304188578e-03
9.489018093108457106e+04,6.015475754664588795e-03
9.493389828329131706e+04,6.052120450028551993e-03
9.497763577674815315e+04,6.089211408286771335e-03
9.502139342073485022e+04,6.126756789358769884e-03
9.506517122453487536e+04,6.164764952034374607e-03
9.510896919743614853e+04,6.203244460028661117e-03
9.515278734873091162e+04,6.242204088257223039e-03
9.519662568771562655e+04,6.281652829341727654e-03
9.524048422369087348e+04,6.321599900355647471e-03
9.528436296596213651e+04,6.362054749821292529e-03
9.532826192383853777e+04,6.403027064966327828e-03
9.537218110663373955e+04,6.444526779254972949e-03
9.541612052366544958e+04,6.486564080202420444e-03
9.546008018425629416e+04,6.529149417487924156e-03
9.550406009773258120e+04,6.572293511375968365e-03
9.554806027342514426e+04,6.616007361463629999e-03
9.559208072066908062e+04,6.660302255765452109e-03
9.563612144880380947e+04,6.705189780152632020e-03
9.568018246717283910e+04,6.750681828161678687e-03
9.572426378512459632e+04,6.796790611191035753e-03
9.576836541201120417e+04,6.843528669100117090e-03
9.581248735718931130e+04,6.890908881233620206e-03
9.585662963001964090e+04,6.938944477887344121e-03
9.590079223986786383e+04,6.987649052238982528e-03
9.594497519610336167e+04,7.037036572761919476e-03
9.598917850810001255e+04,7.087121396149489126e-03
9.603340218523603107e+04,7.137918280770556151e-03
9.607764623689393920e+04,7.189442400683388260e-03
9.612191067246040620e+04,7.241709360233857320e-03
9.616619550132700533e+04,7.294735209268228722e-03
9.621050073288902058e+04,7.348536458986337783e-03
9.625482637654631981e+04,7.403130098472296243e-03
9.629917244170283084e+04,7.458533611930980543e-03
9.634353893776747282e+04,7.514764996669976750e-03
9.638792587415286107e+04,7.571842781858712824e-03
9.643233326027618023e+04,7.629786048110145588e-03
9.647676110555892228e+04,7.688614447922151492e-03
9.652120941942693025e+04,7.748348227024508088e-03
9.656567821131022356e+04,7.809008246677011378e-03
9.661016749064369651e+04,7.870616006969697806e-03
9.665467726686604146e+04,7.933193671173430911e-03
9.669920754942050553e+04,7.996764091200866259e-03
9.674375834775443946e+04,8.061350834232277121e-03
9.678832967132019985e+04,8.126978210571223632e-03
9.683292152957386861e+04,8.193671302791302041e-03
9.687753393197608239e+04,8.261455996248952272e-03
9.692216688799184340e+04,8.330359011032049260e-03
9.696682040709051944e+04,8.400407935424380676e-03
9.701149449874564016e+04,8.471631260968132821e-03
9.705618917243568285e+04,8.544058419214911257e-03
9.710090443764292286e+04,8.617719820254200747e-03
9.714564030385416117e+04,8.692646893125138136e-03
9.719039678056041885e+04,8.768872128212590322e-03
9.723517387725765002e+04,8.846429121744022253e-03
9.727997160344559234e+04,8.925352622501634553e-03
9.732478996862859640e+04,9.005678580884144205e-03
9.736962898231533472e+04,9.087444200448605708e-03
9.741448865401888906e+04,9.170687992079665229e-03
9.745936899325653212e+04,9.255449830938736883e-03
9.750427000955051335e+04,9.341771016360111632e-03
9.754919171242686571e+04,9.429694334863522945e-03
9.759413411141620600e+04,9.519264126476977700e-03
9.763909721605334198e+04,9.610526354563785761e-03
9.768408103587810183e+04,9.703528679370451715e-03
9.772908558043408266e+04,9.798320535516628557e-03
9.777411085926946544e+04,9.894953213677537204e-03
9.781915688193686947e+04,9.993479946712423290e-03
9.786422365799329418e+04,1.009395600051750386e-02
9.790931119699992996e+04,1.019643876990021167e-02
9.795441950852298760e+04,1.030098787979340756e-02
9.799954860213249049e+04,1.040766529214155051e-02
9.804469848740304587e+04,1.051653541883155844e-02
9.808986917391351017e+04,1.062766524104899815e-02
9.813506067124771653e+04,1.074112443548088346e-02
9.818027298899332527e+04,1.085698550780402234e-02
9.822550613674263877e+04,1.097532393394417584e-02
9.827076012409232499e+04,1.109621830961257660e-02
9.831603496064353385e+04,1.121975050866911953e-02
9.836133065600160626e+04,1.134600585090069988e-02
9.840664721977688896e+04,1.147507327984717551e-02
9.845198466158361407e+04,1.160704555134414208e-02
9.849734299104056845e+04,1.174201943351753201e-02
9.854272221777084633e+04,1.188009591900007940e-02
9.858812235140253324e+04,1.202138045021016594e-02
9.863354340156754188e+04,1.216598315857866756e-02
9.867898537790245609e+04,1.231401911869602593e-02
9.872444829004825442e+04,1.246560861839915262e-02
9.876993214765041193e+04,1.262087744590576106e-02
9.881543696035860921e+04,1.277995719517660209e-02
9.886096273782759090e+04,1.294298559077774330e-02
9.890650948971592879e+04,1.311010683358834229e-02
9.895207722568685131e+04,1.328147196881924487e-02
9.899766595540786511e+04,1.345723927788323136e-02
9.904327568855149730e+04,1.363757469578412429e-02
9.908890643479416030e+04,1.382265225577944748e-02
9.913455820381687954e+04,1.401265456321827349e-02
9.918023100530520605e+04,1.420777330054565774e-02
9.922592484894910012e+04,1.440820976560449121e-02
9.927163974444278574e+04,1.461417544548802502e-02
9.931737570148559462e+04,1.482589262832407530e-02
9.936313272978070017e+04,1.504359505548126703e-02
9.940891083903594699e+04,1.526752861683472809e-02
9.945471003896345792e+04,1.549795209181003240e-02
9.950053033928040531e+04,1.573513793904540714e-02
9.954637174970789056e+04,1.597937313756282035e-02
9.959223427997165709e+04,1.623096008242407712e-02
9.963811793980191578e+04,1.649021753782462310e-02
9.968402273893340316e+04,1.675748165056191799e-02
9.972994868710509036e+04,1.703310702669303192e-02
9.977589579406108533e+04,1.731746787402312429e-02
9.982186406954936683e+04,1.761095921272159970e-02
9.986785352332258481e+04,1.791399815595782000e-02
9.991386416513769655e+04,1.822702526176883317e-02
9.995989600475675252e+04,1.855050595652332421e-02
1.000059490519457322e+05,1.888493202914380553e-02
1.000520233164752572e+05,1.923082319374817481e-02
1.000981188081204891e+05,1.958872871630151086e-02
1.001442355366610864e+05,1.995922909828812264e-02
1.001903735118810146e+05,2.034293780704882551e-02
1.002365327435693325e+05,2.074050303816392729e-02
1.002827132415190135e+05,2.115260948980302383e-02
1.003289150155277603e+05,2.157998012215448999e-02
1.003751380753975682e+05,2.202337786635119588e-02
1.004213824309355841e+05,2.248360723652296014e-02
1.004676480919528112e+05,2.296151578497597490e-02
1.005139350682650256e+05,2.345799532366955181e-02
1.005602433696925145e+05,2.397398281402496334e-02
1.006065730060600617e+05,2.451046080105592079e-02
1.006529239871968166e+05,2.506845723551545668e-02
1.006992963229370507e+05,2.564904448800933712e-02
1.007456900231189211e+05,2.625333731017703495e-02
1.007921050975853868e+05,2.688248943851562905e-02
1.008385415561836708e+05,2.753768846388419608e-02
1.008849994087662053e+05,2.822014850237583583e-02
1.009314786651893082e+05,2.893110009846552866e-02
1.009779793353140412e+05,2.967177666738502959e-02
1.010245014290060499e+05,3.044339663844832303e-02
1.010710449561354762e+05,3.124714029421599149e-02
1.011176099265768426e+05,3.208412011283621329e-02
1.011641963502098079e+05,3.295534321687575846e-02
1.012108042369179893e+05,3.386166432029207030e-02
1.012574335965897335e+05,3.480372736250673948e-02
1.013040844391177816e+05,3.578189385130586125e-02
1.013507567743999971e+05,3.679615584714727300e-02
1.013974506123382453e+05,3.784603157223354747e-02
1.014441659628391062e+05,3.893044190735733823e-02
1.014909028358137439e+05,4.004756666710677232e-02
1.015376612411776878e+05,4.119468067322001187e-02
1.015844411888516624e+05,4.236797145932127279e-02
1.016312426887603069e+05,4.356234313404888647e-02
1.016780657508330914e+05,4.477121467748549494e-02
1.017249103850040119e+05,4.598632583197484469e-02
1.017717766012114735e+05,4.719756966783372754e-02
1.018186644093990471e+05,4.839287742271328879e-02
1.018655738195142912e+05,4.955818741379840187e-02
1.019125048415095371e+05,5.067753418593783088e-02
1.019594574853417143e+05,5.173329446857786312e-02
1.020064317609721184e+05,5.270662050896812723e-02
1.020534276783672685e+05,5.357807673479509508e-02
1.021004452474976279e+05,5.432847153942790136e-02
1.021474844783385051e+05,5.493984376157299426e-02
1.021945453808697785e+05,5.539652791098751555e-02
1.022416279650757060e+05,5.568619129549382679e-02
1.022887322409457993e+05,5.580071937434970264e-02
1.023358582184735133e+05,5.573683078916700367e-02
1.023830059076571342e+05,5.549633344796577744e-02
1.024301753184995468e+05,5.508598333719515877e-02
1.024773664610080596e+05,5.451696726531334025e-02
1.025245793451952050e+05,5.380408513814025073e-02
1.025718139810774592e+05,5.296474406871074653e-02
1.026190703786762024e+05,5.201788903480825815e-02
1.026663485480173549e+05,5.098298375191749610e-02
1.027136484991313046e+05,4.987912767662556340e-02
1.027609702420536632e+05,4.872435994953255856e-02
1.028083137868240156e+05,4.753516724089675710e-02
1.028556791434868355e+05,4.632618564153395679e-02
1.029030663220911811e+05,4.511006933476197078e-02
1.029504753326905338e+05,4.389749044663217997e-02
1.029979061853436724e+05,4.269723325986861384e-02
1.030453588901133189e+05,4.151634942650132831e-02
1.030928334570670995e+05,4.036034666512325342e-02
1.031403298962772533e+05,3.923338997757663815e-02
1.031878482178204576e+05,3.813850058109555241e-02
1.032353884317786287e+05,3.707774296606929781e-02
1.032829505482377572e+05,3.605239457010472881e-02
1.033305345772886503e+05,3.506309554713275128e-02
1.033781405290267721e+05,3.410997816217944956e-02
1.034257684135520249e+05,3.319277665222480911e-02
1.034734182409695932e+05,3.231091915078892346e-02
1.035210900213886925e+05,3.146360364146383315e-02
1.035687837649234280e+05,3.064986001259977638e-02
1.036164994816925173e+05,2.986860022952345442e-02
1.036642371818191605e+05,2.911865849086637051e-02
1.037119968754318397e+05,2.839882303959907761e-02
1.037597785726630973e+05,2.770786108811470680e-02
1.038075822836503212e+05,2.704453810893526350e-02
1.038554080185355851e+05,2.640763254961131165e-02
1.039032557874654303e+05,2.579594685703405846e-02
1.039511256005916803e+05,2.520831554478630138e-02
1.039990174680702476e+05,2.464361090705064275e-02
1.040469314000618906e+05,2.410074687227817952e-02
1.040948674067320826e+05,2.357868139760911294e-02
1.041428254982507206e+05,2.307641772836039468e-02
1.041908056847931002e+05,2.259300478370139184e-02
1.042388079765384755e+05,2.212753687791160426e-02
1.042868323836710915e+05,2.167915294426442721e-02
1.043348789163798210e+05,2.124703539435039007e-02
1.043829475848580478e+05,2.083040871780259332e-02
1.044310383993044816e+05,2.042853790497026201e-02
1.044791513699218922e+05,2.004072675707808601e-02
1.045272865069179679e+05,1.966631613386655986e-02
1.045754438205051119e+05,1.930468217719885290e-02
1.046236233209001657e+05,1.895523453984097884e-02
1.046718250183253986e+05,1.861741464128910048e-02
1.047200489230070962e+05,1.829069396673141390e-02
1.047682950451764627e+05,1.797457242058894678e-02
1.048165633950694464e+05,1.766857674253752633e-02
1.048648539829264773e+05,1.737225899106736859e-02
1.049131668189933553e+05,1.708519509746223713e-02
1.049615019135199691e+05,1.680698349143142437e-02
1.050098592767611117e+05,1.653724379830986968e-02
1.050582389189763198e+05,1.627561560683246991e-02
1.051066408504296560e+05,1.602175730576570895e-02
1.051550650813905231e+05,1.577534498717391223e-02
1.052035116221324424e+05,1.553607141377802252e-02
1.052519804829338682e+05,1.530364504760006392e-02
1.053004716740779986e+05,1.507778913699662181e-02
1.053489852058525285e+05,1.485824085910734775e-02
1.053975210885505803e+05,1.464475051474121992e-02
1.054460793324693223e+05,1.443708077278775190e-02
1.054946599479109282e+05,1.423500596127021470e-02
1.055432629451823013e+05,1.403831140229377765e-02
1.055918883345948707e+05,1.384679278821960603e-02
1.056405361264654639e+05,1.366025559652342923e-02
1.056892063311150268e+05,1.347851454093044327e-02
1.057378989588694676e+05,1.330139305651857617e-02
1.057866140200594527e+05,1.312872281663588110e-02
1.058353515250201744e+05,1.296034327958543904e-02
1.058841114840922819e+05,1.279610126315236691e-02
1.059328939076204842e+05,1.263585054518092353e-02
1.059816988059545110e+05,1.247945148849429614e-02
1.060305261894488503e+05,1.232677068858511679e-02
1.060793760684625304e+05,1.217768064258966873e-02
1.061282484533600218e+05,1.203205943815881425e-02
1.061771433545099135e+05,1.188979046094065621e-02
1.062260607822857710e+05,1.175076211945368446e-02
1.062750007470659766e+05,1.161486758623441785e-02
1.063239632592334383e+05,1.148200455420323590e-02
1.063729483291765064e+05,1.135207500726544139e-02
1.064219559672877076e+05,1.122498500424311783e-02
1.064709861839645164e+05,1.110064447527174016e-02
1.065200389896092238e+05,1.097896702987712601e-02
1.065691143946286902e+05,1.085986977598860787e-02
1.066182124094352475e+05,1.074327314919410088e-02
1.066673330444453313e+05,1.062910075160279980e-02
1.067164763100804266e+05,1.051727919970231982e-02
1.067656422167667915e+05,1.040773798065977584e-02
1.068148307749352971e+05,1.030040931654038414e-02
1.068640419950222567e+05,1.019522803595462879e-02
1.069132758874681604e+05,1.009213145268545581e-02
1.069625324627184891e+05,9.991059250861683907e-03
1.070118117312235554e+05,9.891953376288160557e-03
1.070611137034382846e+05,9.794757933559470470e-03
1.071104383898230590e+05,9.699419088609897988e-03
1.071597858008424082e+05,9.605884976381659848e-03
1.072091559469659260e+05,9.514105613301201622e-03
1.072585488386680081e+05,9.424032814286940549e-03
1.073079644864277070e+05,9.335620114021980429e-03
1.073574029007294739e+05,9.248822692242659321e-03
1.074068640920620237e+05,9.163597302815996992e-03
1.074563480709190626e+05,9.079902206382585439e-03
1.075058548477991571e+05,8.997697106367151879e-03
1.075553844332054869e+05,8.916943088163648348e-03
1.076049368376467028e+05,8.837602561315499247e-03
1.076545120716356905e+05,8.759639204528381698e-03
1.077041101456903561e+05,8.683017913351616032e-03
1.077537310703334806e+05,8.607704750385827136e-03
1.078033748560924432e+05,8.533666897876768243e-03
1.078530415135001385e+05,8.460872612564175957e-03
1.079027310530936957e+05,8.389291182667259900e-03
1.079524434854152641e+05,8.318892886887061661e-03
1.080021788210118684e+05,8.249648955321493837e-03
1.080519370704351895e+05,8.181531532190301076e-03
1.081017182442424091e+05,8.114513640273194120e-03
1.081515223529949290e+05,8.048569146975473668e-03
1.082013494072592148e+05,7.983672731930473512e-03
1.082511994176066219e+05,7.919799856063893320e-03
1.083010723946131475e+05,7.856926732043358411e-03
1.083509683488603187e+05,7.795030296040557187e-03
1.084008872909338825e+05,7.734088180743925976e-03
1.084508292314246792e+05,7.674078689553382251e-03
1.085007941809284384e+05,7.614980771901047781e-03
1.085507821500455175e+05,7.556773999641653444e-03
1.086007931493818760e+05,7.499438544457232535e-03
1.086508271895476501e+05,7.442955156230999722e-03
1.087008842811580980e+05,7.387305142337066872e-03
1.087509644348333823e+05,7.332470347805788297e-03
1.088010676611983072e+05,7.278433136320994375e-03
1.088511939708832797e+05,7.225176372007888724e-03
1.089013433745228976e+05,7.172683401977568429e-03
1.089515158827569103e+05,7.120938039587423884e-03
1.090017115062299563e+05,7.069924548387237530e-03
1.090519302555913309e+05,7.019627626717712086e-03
1.091021721414959611e+05,6.970032392929628208e-03
1.091524371746029647e+05,6.921124371198811992e-03
1.092027253655766108e+05,6.872889477904327304e-03
1.092530367250860872e+05,6.825314008547975556e-03
1.093033712638052675e+05,6.778384625189157534e-03
1.093537289924136130e+05,6.732088344370596063e-03
1.094041099215948343e+05,6.686412525516475039e-03
1.094545140620377933e+05,6.641344859776960111e-03
1.095049414244362561e+05,6.596873359303106858e-03
1.095553920194887323e+05,6.552986346931674588e-03
1.096058658578992763e+05,6.509672446261007515e-03
1.096563629503762641e+05,6.466920572103655382e-03
1.097068833076331794e+05,6.424719921295936852e-03
1.097574269403884828e+05,6.383059963851223616e-03
1.098079938593652914e+05,6.341930434442030057e-03
1.098585840752923978e+05,6.301321324195192745e-03
1.099091975989028288e+05,6.261222872790198936e-03
1.099598344409347919e+05,6.221625560843765251e-03
1.100104946121312241e+05,6.182520102572003351e-03
1.100611781232406502e+05,6.143897438715964325e-03
1.101118849850159168e+05,6.105748729722746890e-03
1.101626152082150365e+05,6.068065349168066079e-03
1.102133688036009553e+05,6.030838877412974912e-03
1.102641457819416246e+05,5.994061095484015840e-03
1.103149461540096672e+05,5.957723979168320048e-03
1.103657699305833958e+05,5.921819693313671272e-03
1.104166171224454156e+05,5.886340586327967403e-03
1.104674877403834835e+05,5.851279184866932555e-03
1.105183817951901146e+05,5.816628188704835514e-03
1.105692992976635142e+05,5.782380465779429941e-03
1.106202402586061362e+05,5.748529047406547056e-03
1.106712046888256591e+05,5.715067123654827587e-03
1.107221925991347380e+05,5.681988038876276126e-03
1.107732040003510047e+05,5.649285287386150885e-03
1.108242389032968495e+05,5.616952509286381005e-03
1.108752973188003234e+05,5.584983486426421673e-03
1.109263792576938140e+05,5.553372138498120086e-03
1.109774847308148892e+05,5.522112519257088743e-03
1.110286137490058900e+05,5.491198812867668227e-03
1.110797663231148763e+05,5.460625330365441801e-03
1.111309424639941572e+05,5.430386506235000688e-03
1.111821421825013385e+05,5.400476895095967372e-03
1.112333654894989450e+05,5.370891168495310619e-03
1.112846123958545941e+05,5.341624111801166960e-03
1.113358829124406329e+05,5.312670621194921262e-03
1.113871770501350984e+05,5.284025700756954554e-03
1.114384948198203783e+05,5.255684459644631434e-03
1.114898362323840847e+05,5.227642109356897895e-03
1.115412012987186172e+05,5.199893961084063598e-03
1.115925900297221087e+05,5.172435423138340739e-03
1.116440024362969707e+05,5.145261998464495043e-03
1.116954385293509404e+05,5.118369282224918999e-03
1.117468983197967027e+05,5.091752959458588704e-03
1.117983818185520213e+05,5.065408802810544148e-03
1.118498890365394473e+05,5.039332670329683787e-03
1.119014199846872507e+05,5.013520503331760428e-03
1.119529746739280527e+05,4.987968324326994690e-03
1.120045531151997275e+05,4.962672235008062059e-03
1.120561553194449807e+05,4.937628414297856767e-03
1.121077812976122223e+05,4.912833116453914351e-03
1.121594310606542276e+05,4.888282669229188429e-03
1.122111046195290692e+05,4.863973472085184914e-03
1.122628019851998397e+05,4.839901994457313991e-03
1.123145231686346960e+05,4.816064774069977496e-03
1.123662681808066118e+05,4.792458415300033386e-03
1.124180370326942939e+05,4.769079587586448100e-03
1.124698297352808586e+05,4.745925023886032705e-03
1.125216462995546754e+05,4.722991519171827225e-03
1.125734867365089594e+05,4.700275928974286671e-03
1.126253510571426741e+05,4.677775167962727396e-03
1.126772392724591773e+05,4.655486208567248888e-03
1.127291513934670947e+05,4.633406079637955588e-03
1.127810874311801454e+05,4.611531865141620112e-03
1.128330473966171267e+05,4.589860702894165909e-03
1.128850313008016819e+05,4.568389783327857397e-03
1.129370391547632025e+05,4.547116348291672765e-03
1.129890709695355035e+05,4.526037689885100551e-03
1.130411267561576678e+05,4.505151149322592259e-03
1.130932065256736969e+05,4.484454115828972846e-03
1.131453102891332965e+05,4.463944025564037070e-03
1.131974380575906544e+05,4.443618360576579752e-03
1.132495898421051970e+05,4.423474647785390589e-03
1.133017656537415169e+05,4.403510457987576052e-03
1.133539655035692704e+05,4.383723404892916897e-03
1.134061894026629743e+05,4.364111144183612477e-03
1.134584373621029663e+05,4.344671372598080464e-03
1.135107093929739785e+05,4.325401827039544039e-03
1.135630055063660984e+05,4.306300283706670888e-03
1.136153257133742591e+05,4.287364557247270135e-03
1.136676700250992290e+05,4.268592499933072243e-03
1.137200384526461858e+05,4.249982000856563323e-03
1.137724310071256477e+05,4.231530985147260483e-03
1.138248476996532845e+05,4.213237413208439572e-03
1.138772885413498443e+05,4.195099279972912786e-03
1.139297535433409794e+05,4.177114614177653180e-03
1.139822427167581918e+05,4.159281477656134179e-03
1.140347560727373639e+05,4.141597964649186385e-03
1.140872936224198056e+05,4.124062201132046301e-03
1.141398553769516584e+05,4.106672344158652545e-03
1.141924413474849571e+05,4.089426581221518135e-03
1.142450515451761312e+05,4.072323129628176337e-03
1.142976859811870090e+05,4.055360235891970061e-03
1.143503446666845557e+05,4.038536175138181424e-03
1.144030276128408877e+05,4.021849250524369562e-03
1.144557348308329965e+05,4.005297792674880272e-03
1.145084663318437815e+05,3.988880159128463214e-03
1.145612221270605660e+05,3.972594733799973341e-03
1.146140022276760428e+05,3.956439926454138195e-03
1.146668066448878526e+05,3.940414172192243693e-03
1.147196353898995003e+05,3.924515930950570053e-03
1.147724884739189292e+05,3.908743687011404476e-03
1.148253659081594960e+05,3.893095948524739284e-03
1.148782677038397087e+05,3.877571247041628269e-03
1.149311938721832703e+05,3.862168137058251058e-03
1.149841444244187878e+05,3.846885195570748806e-03
1.150371193717807764e+05,3.831721021639885802e-03
1.150901187255081895e+05,3.816674235966550921e-03
1.151431424968454376e+05,3.801743480476244951e-03
1.151961906970418204e+05,3.786927417913532167e-03
1.152492633373525750e+05,3.772224731445299531e-03
1.153023604290373914e+05,3.757634124273701286e-03
1.153554819833614019e+05,3.743154319257233336e-03
1.154086280115948903e+05,3.728784058540605701e-03
1.154617985250133934e+05,3.714522103192933414e-03
1.155149935348973522e+05,3.700367232854050691e-03
1.155682130525331304e+05,3.686318245388392825e-03
1.156214570892116026e+05,3.672373956547238163e-03
1.156747256562290713e+05,3.658533199637702907e-03
1.157280187648867723e+05,3.644794825199552165e-03
1.157813364264918928e+05,3.631157700688599464e-03
1.158346786523561314e+05,3.617620710167755542e-03
1.158880454537966143e+05,3.604182754004134348e-03
1.159414368421356630e+05,3.590842748573116593e-03
1.159948528287008667e+05,3.577599625968686057e-03
1.160482934248247329e+05,3.564452333720167891e-03
1.161017586418457504e+05,3.551399834514663758e-03
1.161552484911069187e+05,3.538441105926101466e-03
1.162087629839566653e+05,3.525575140149477937e-03
1.162623021317484236e+05,3.512800943741044898e-03
1.163158659458416078e+05,3.500117537363737347e-03
1.163694544376000849e+05,3.487523955538528696e-03
1.164230676183932665e+05,3.475019246400398547e-03
1.164767054995957442e+05,3.462602471459827729e-03
1.165303680925873632e+05,3.450272705369085511e-03
1.165840554087530181e+05,3.438029035693541437e-03
1.166377674594834971e+05,3.425870562687435405e-03
1.166915042561741720e+05,3.413796399074792067e-03
1.167452658102258574e+05,3.401805669834386675e-03
1.167990521330444462e+05,3.389897511989372562e-03
1.168528632360417396e+05,3.378071074400969612e-03
1.169066991306341079e+05,3.366325517566878551e-03
1.169605598282434075e+05,3.354660013423234506e-03
1.170144453402967920e+05,3.343073745150893037e-03
1.170683556782266241e+05,3.331565906985559013e-03
1.171222908534703456e+05,3.320135704031782625e-03
1.171762508774713642e+05,3.308782352080456932e-03
1.172302357616776280e+05,3.297505077430479183e-03
1.172842455175426294e+05,3.286303116713430988e-03
1.173382801565248519e+05,3.275175716722095696e-03
1.173923396900888329e+05,3.264122134242040171e-03
1.174464241297036497e+05,3.253141635887036795e-03
1.175005334868438658e+05,3.242233497937254110e-03
1.175546677729894000e+05,3.231397006180805002e-03
1.176088269996254094e+05,3.220631455758429969e-03
1.176630111782421154e+05,3.209936151011188402e-03
1.177172203203357640e+05,3.199310405330935397e-03
1.177714544374071702e+05,3.188753541014101908e-03
1.178257135409626790e+05,3.178264889117914799e-03
1.178799976425136992e+05,3.167843789319560281e-03
1.179343067535776936e+05,3.157489589777880048e-03
1.179886408856766502e+05,3.147201646998112716e-03
1.180430000503381743e+05,3.136979325698765076e-03
1.180973842590951244e+05,3.126821998681253694e-03
1.181517935234857141e+05,3.116729046701976428e-03
1.182062278550532064e+05,3.106699858346841613e-03
1.182606872653469036e+05,3.096733829907924018e-03
1.183151717659207352e+05,3.086830365262918045e-03
1.183696813683341752e+05,3.076988875756350803e-03
1.184242160841517616e+05,3.067208780083356071e-03
1.184787759249441297e+05,3.057489504175256272e-03
1.185333609022864694e+05,3.047830481087781228e-03
1.185879710277596023e+05,3.038231150890872024e-03
1.186426063129496324e+05,3.028690960560765592e-03
1.186972667694480333e+05,3.019209363873994433e-03
1.187519524088513717e+05,3.009785821303379971e-03
1.188066632427622826e+05,3.000419799915741547e-03
1.188613992827879993e+05,2.991110773271840606e-03
