N,trial_temperature,C
2.199553511047985310e+01,2.819611613033786170e+02,2.864477601202410462e+00
1.259084344005752172e+02,2.852267481982509594e+02,8.870588092055291085e+00
1.148912636828953850e+02,2.787280318541461384e+02,6.255990366650555856e+00
7.174323370230860064e+01,2.875462797781638642e+02,1.012581970009373755e+01
4.461404228154135154e+01,2.964781353191847870e+02,1.238271352973863415e+01
1.451919579622843344e+02,2.884214953866342057e+02,9.969087536169872976e+00
3.701739904754851551e+01,2.978868339936325356e+02,1.130100462668988648e+01
3.231357695538907393e+01,2.905632207136698071e+02,6.909169014075093429e+00
1.269200596940803223e+02,2.814103334398509446e+02,7.134706333847242732e+00
1.324642816432196639e+02,2.993061025828933452e+02,1.786413521919703129e+01
2.129185054908884567e+01,2.852209850771263291e+02,3.264461890595505622e+00
5.319537310008610831e+01,2.870713814444233662e+02,8.632452107908994421e+00
2.062061078296549610e+01,2.924773161476036876e+02,4.509257926986451004e+00
1.828524610139371873e+02,2.989287061951451392e+02,1.462966796066230657e+01
2.668916505837997555e+00,3.008623032166892131e+02,2.238371883448002919e-01
7.085130396632717975e+01,2.916250049183972237e+02,1.251988709067884820e+01
3.220738047883296673e+01,2.843375842768741109e+02,4.979183462095190471e+00
9.393198052615727534e+01,3.053991170042866656e+02,2.531911238322252800e+01
1.814606341204704734e+02,3.037432103705737632e+02,1.829729384906686818e+01
1.417678988870060266e+02,2.890853864638183950e+02,1.043857897795085954e+01
7.267457716792775102e+01,2.831628986800994880e+02,7.969538725987143302e+00
3.814408539180183766e+01,3.034596633093467517e+02,1.504902010226353504e+01
1.412974146221820035e+02,2.998273756572286288e+02,1.779962089249219304e+01
1.088412587245403387e+02,3.022235342299003946e+02,2.164742189880451662e+01
1.443377039599712361e+02,2.928070825402628543e+02,1.253946434141812993e+01
9.926201930463763645e+00,3.035942772866411588e+02,2.570512366339870791e+00
3.545498420790104177e+01,2.801774799070339554e+02,4.342810841921250997e+00
6.465478703430858332e+01,3.028848892974758655e+02,2.095061462384573403e+01
9.384080266172495044e+01,2.830045575428544566e+02,8.191322430000868238e+00
1.143197580450923283e+02,3.071149601872692187e+02,2.659946205402958697e+01
1.128567049543270002e+02,2.874926064985604626e+02,1.032679453811329573e+01
1.090402167239566040e+02,3.079664275255167354e+02,2.786887086940794944e+01
1.136571518712271143e+02,2.799059112114291565e+02,6.722056154991862265e+00
8.407764900242041506e+01,2.897712051466883167e+02,1.179693028803497334e+01
5.648375691140708454e+01,3.007465537174930432e+02,1.777024738921261360e+01
1.041077786353764338e+02,2.980004919738287299e+02,1.788413978596384979e+01
2.525024214178660031e+01,2.895892358176166681e+02,5.020596691523343758e+00
1.501050025840289095e+02,2.897540750890896106e+02,1.051841648261253148e+01
1.906342090403811085e+02,2.977192434723697261e+02,1.340477199191303548e+01
1.176520100255851808e+01,3.070847836033127010e+02,3.916658342099143653e+00
1.566831010811345095e+02,2.906535675769451927e+02,1.077094249309681651e+01
4.554274534242669148e+01,2.928382847529248920e+02,1.050395210160471926e+01
6.794585963193964062e+01,3.001323454179913028e+02,1.879708716571260396e+01
7.674096940847540793e+00,3.006737991038181121e+02,1.477240126887059191e+00
1.938480735869066791e+02,3.077570201291138119e+02,2.069329332871465610e+01
1.128570254731305909e+02,2.799609220244919356e+02,6.752917416085898239e+00
1.723470501659124920e+01,2.839293809156764041e+02,2.313149514650842065e+00
6.498957127558247748e+01,2.958171221829666138e+02,1.500304141769549027e+01
1.954789321775934923e+02,2.856650663141870723e+02,7.174586395271925987e+00
1.294821025491227040e+01,3.070766624674683953e+02,4.538648747467824762e+00
1.836633149883242027e+02,3.045612646821467706e+02,1.880014379024569138e+01
5.662257935094246619e+01,3.026962631090364084e+02,1.947528292732091515e+01
1.649953311870762462e+01,2.838195848402306751e+02,2.166123557633080843e+00
1.253045156357815415e+02,2.815853457804897744e+02,7.235292937061555740e+00
1.793510575814617596e+02,2.966980863851459276e+02,1.335107359796175963e+01
7.391672515734683202e+01,2.842124408313550248e+02,8.495017827759587803e+00
6.997755882249104786e+01,2.967696322119012962e+02,1.615743246179997783e+01
5.321153495203205352e+01,2.818582835840791745e+02,6.470674542717138600e+00
6.293819051093829842e+01,3.052713134029236812e+02,2.306367950254175980e+01
1.443881522848535326e+01,2.976514953900377236e+02,3.512893370855815434e+00
1.015489445798668271e+02,3.037154354697866552e+02,2.338756133675527948e+01
6.897204805481321443e+01,2.855528260987063618e+02,8.967291743032927087e+00
3.406231745224904017e+01,2.986582625157878397e+02,1.082016165952878062e+01
1.447516755582557835e+02,2.947139650036555167e+02,1.377144413480637652e+01
1.787541905842104768e+02,2.875651193191688435e+02,8.456524223618282932e+00
1.616237265016048070e+02,2.934371297560577432e+02,1.218116629832320719e+01
2.797376108439111420e+01,2.884337427635758218e+02,5.320738827442523800e+00
1.827944744492499183e+02,2.805498505873759427e+02,5.672113573753418514e+00
8.235280439462098911e+01,3.032549206287689572e+02,2.280576285748503196e+01
1.830028356800770553e+02,2.987099830209247671e+02,1.447268738273461075e+01
1.764369058684811264e+01,2.942313818077708447e+02,3.983011963646414522e+00
1.967741947167144758e+02,3.012875251498529110e+02,1.542212258260351021e+01
2.025116212867466103e+01,2.865146562116749465e+02,3.272910926449679625e+00
1.493395367936586524e+02,2.942400847495988501e+02,1.324451805825781925e+01
1.431681828111535708e+02,2.785668511271259149e+02,5.780414705640366080e+00
1.516763396722909647e+02,2.817928231728326409e+02,6.785084792038163393e+00
4.968814683780723129e+01,2.955078987485202333e+02,1.276681770073908773e+01
1.498380006921178449e+02,3.047833333005362988e+02,2.161558546561276728e+01
1.030673374221161396e+02,2.898310625096585227e+02,1.186287425324272959e+01
1.036283879183031331e+01,2.811054276743126366e+02,9.438279953475132711e-01
2.040829013641273804e+01,2.801669317136145310e+02,2.369679038545669414e+00
5.676722409250162826e+01,2.871232809218211059e+02,8.978976214902839814e+00
1.696423403883610774e+02,3.022630685411352829e+02,1.794535925592450809e+01
8.569097041574184459e+01,2.968456766374441713e+02,1.694533371049279680e+01
5.553473835796908986e+01,3.013130385286503383e+02,1.807219218888281986e+01
1.074454023857768874e+02,2.968798939265981289e+02,1.686601008677184765e+01
6.671357449288001362e+01,2.854736769048645328e+02,8.824317383850123875e+00
6.230721446459634905e+01,2.866593921313597662e+02,9.161107636301261792e+00
4.044220683722881660e+01,2.847662794803593442e+02,6.270380229411894213e+00
7.090803721803848703e+01,2.812367935103898731e+02,7.085241093933276169e+00
3.397301448477355734e+01,2.816489044675752780e+02,4.530606694031932946e+00
1.152467366204401458e+02,2.876432394843689622e+02,1.036506574468362274e+01
7.599081784623045621e+01,3.011201097163134364e+02,2.035941036332317466e+01
8.845527254079827983e+00,2.858314036953416917e+02,9.302531232629658309e-01
4.400797806988110494e+01,2.934736453969468926e+02,1.056442684704248158e+01
9.620413266008391417e+01,2.836605879448470660e+02,8.500966143837729305e+00
5.632758710987933171e+01,2.942927984979246503e+02,1.298171120235149090e+01
1.765845187323006371e+02,3.066129345427738713e+02,2.112817956053882895e+01
1.258940474270552201e+01,2.869427318534525284e+02,1.713785018803004379e+00
1.299373927015396646e+02,2.837124455135611356e+02,8.069597414460575990e+00
1.723361128797863273e+02,3.017585595980288531e+02,1.735932252124488784e+01
1.842410219542390735e+02,2.897025325107689468e+02,9.258764798187332445e+00
9.735666248972592030e+01,3.041211664795066554e+02,2.389452002803923492e+01
8.121758374560657501e+01,3.008480935826340783e+02,2.037107411721080297e+01
8.094584686343868185e+00,2.911621433186265904e+02,1.041740195207188524e+00
9.346456910668213425e+01,2.879694337022809805e+02,1.078977438270636036e+01
1.303307416990539878e+02,3.012591183485857300e+02,1.968353051790879604e+01
6.830617033467743227e+01,3.001923673827060952e+02,1.888613711024220976e+01
3.318645253706090159e+01,3.032211612705955872e+02,1.301196928740835723e+01
9.465390150137008618e+01,2.886193106032059177e+02,1.117375746883767995e+01
3.330141008598074137e+01,2.903550120197979822e+02,7.046076212129506189e+00
1.120289381436463145e+02,3.041887349984800721e+02,2.351647970450789416e+01
9.194221626295320959e+01,2.953605506069677631e+02,1.581906889211704126e+01
1.989666441780580612e+02,3.014463992132311319e+02,1.539703555295715809e+01
3.341620498228751046e+01,2.897377396405004788e+02,6.851177384961216532e+00
1.274073033486977806e+02,3.058124270143397325e+02,2.432826436502262268e+01
4.068364539718379547e+01,2.794534275509770396e+02,4.687346253366285076e+00
8.427580623097422574e+01,3.039799802539475309e+02,2.363566416571445217e+01
1.497401231856682102e+02,2.891077791804028152e+02,1.018165765497274400e+01
9.993485709845519693e+01,2.786774222602628015e+02,6.351658138334139281e+00
7.277914019586620498e+01,3.061699901514483031e+02,2.530068560579627146e+01
1.779375172786648420e+02,3.012187357655012079e+02,1.657229144125124876e+01
1.745537882983996099e+02,3.075278594753842754e+02,2.214201494130029246e+01
7.712328088162908557e+01,3.000146493177405205e+02,1.939696758766357476e+01
1.983793622345204710e+01,2.951813306214177715e+02,4.881645836363886382e+00
6.923040831298133924e+01,2.960029725981757451e+02,1.550417671972657452e+01
3.813692659366946458e+01,2.911279812976699759e+02,8.326553846669913383e+00
1.492295776749747915e+02,2.985232166708196928e+02,1.629701935417578440e+01
1.280734219732503050e+02,3.008877246691312166e+02,1.947677080762551682e+01
1.015235378901808616e+02,3.016024169145076712e+02,2.124558681628062118e+01
4.258526138233665215e+00,3.079659623752455673e+02,7.213386633252929503e-01
1.932523582190861759e+02,3.029137929364197248e+02,1.682478158346492236e+01
3.680040445349653133e+00,2.963740600351869148e+02,3.321519801086310619e-01
1.059624542999688970e+02,2.912084837016415122e+02,1.270811281548573923e+01
8.689723053003366715e+01,2.845602810819099773e+02,8.912038648100589100e+00
5.311695817332965674e+01,2.789856012698674022e+02,5.477028634294156539e+00
1.781094212117757536e+02,2.982967951624602847e+02,1.447098796748528038e+01
6.926903958992951971e+01,3.011454646751170685e+02,1.984504371473702022e+01
1.134563991777106509e+02,2.814744822887016085e+02,7.368325724906149787e+00
2.698195761525804315e+01,2.993357393637624568e+02,8.691805270532267258e+00
1.143535401961379883e+01,3.044595055041201590e+02,3.343844413285129935e+00
1.682048568435232880e+02,2.883066472431584657e+02,9.144977376825007553e+00
2.664497210364923774e+01,2.959046051728206521e+02,7.287007980197999224e+00
2.791545406492478421e+01,3.006558918219989778e+02,9.605638763368466115e+00
1.317110418016474966e+02,3.055340589780398091e+02,2.373155795128855772e+01
4.376543630855171330e+01,2.984495378113525135e+02,1.341182903647761826e+01
1.563937870376016690e+02,2.859368773558259136e+02,8.404976658272300227e+00
1.585691493398889307e+01,3.047745124419240028e+02,5.547365631552712451e+00
7.205216731145219988e+00,3.076097577061626680e+02,1.795410311089668642e+00
7.647659084692003262e+01,2.815769800288535407e+02,7.370067775283043687e+00
1.735251116103382003e+02,2.881328008861684680e+02,8.885326728625775772e+00
2.775831942477272918e+01,2.959344327328757913e+02,7.646812973771875299e+00
2.052499672178245582e+00,2.804659730641748183e+02,5.175585919694221382e-02
9.693503918371105499e+01,2.956881789153399041e+02,1.607104044247376606e+01
9.032847226348532388e+01,3.023631421021297001e+02,2.208086482518302063e+01
8.815539518175347666e+01,2.994798065231948385e+02,1.928173377722531612e+01
4.674032667712786804e+01,2.841276191997228580e+02,6.762240388481044917e+00
1.423460636141385010e+02,2.844552497165697105e+02,8.115333936611813570e+00
1.704801611768697001e+02,2.997501747868554958e+02,1.595090442502702821e+01
9.132784291929058895e+01,2.815402629391541609e+02,7.525439042090763309e+00
1.852557951923960786e+02,2.905722458321403110e+02,9.643107795290493556e+00
1.436212528684433494e+02,3.028518320976553468e+02,2.027891353690377585e+01
1.627983036736467071e+01,2.797031070042795591e+02,1.713267505651705935e+00
1.881470920456486908e+02,3.033826565914407070e+02,1.753373770345818627e+01
7.918508099611540274e+01,2.969651756722123537e+02,1.684759608897410388e+01
1.260248491927055454e+02,2.805931195785524892e+02,6.820048304055753796e+00
3.591946671330740770e+01,2.824668041476706435e+02,4.990467236045063260e+00
1.047263544649913598e+02,2.878355703781795114e+02,1.064567191565133975e+01
4.487474711699191943e+01,2.896732060035439531e+02,8.833616109611771350e+00
1.313057259014499323e+02,2.829731851486529877e+02,7.712453756384753056e+00
6.186631237165693165e+01,3.066569951756210344e+02,2.432974092660687404e+01
1.993677603007441519e+02,2.839369249603686285e+02,6.439360417965680483e+00
2.266963186433283539e+01,3.052204566050167500e+02,9.186490301345314080e+00
1.132374158100815009e+02,2.829672481030015661e+02,8.029674404805669852e+00
3.753012202476940473e+01,3.037642044965730292e+02,1.503145805023821069e+01
5.979291689066373294e+01,2.858666985380937717e+02,8.608496029598148525e+00
1.722118865913403170e+02,2.829348033711042376e+02,6.739893656238976405e+00
1.007539071047517609e+02,2.842317591945787285e+02,8.760736262037902122e+00
1.871332230988599932e+01,2.967950683111803869e+02,4.872060261175396256e+00
1.459938161868750228e+02,2.884695521353410186e+02,9.968383873513378290e+00
8.937568059940488752e+01,2.970819323559903182e+02,1.719813411087412192e+01
1.745444439418045945e+01,2.872171379725530755e+02,2.783314846478896154e+00
9.742684608261463097e+01,3.056601996830002577e+02,2.557953963215008741e+01
8.966004803356187836e+01,3.024752521498807027e+02,2.218762174347747873e+01
1.171737445361571446e+02,2.986420274282299374e+02,1.802667013782155792e+01
8.744120036657892570e+01,2.967386475949708711e+02,1.688781765088390685e+01
1.205794348361923483e+02,2.989506910726316846e+02,1.814794794613278128e+01
1.410641171412869994e+02,2.876785979624755782e+02,9.709603729409321815e+00
1.979029867648210939e+02,2.854638228386780838e+02,7.032406191514152027e+00
1.119673771570293752e+02,2.941769869810182172e+02,1.464971441289972631e+01
8.868286376036962793e+01,2.958306146919512685e+02,1.616670069481517302e+01
1.426972426341895925e+02,2.829895269432083751e+02,7.469742750789400532e+00
1.828579443282664272e+02,3.051957521714726340e+02,1.938861027890341049e+01
5.578629077359603450e+00,2.938058318312106962e+02,6.234515281309975787e-01
8.176027763289539507e+00,3.036482281218562207e+02,1.873557537290456931e+00
1.954873412131960038e+02,2.965960477954439511e+02,1.246774594108504353e+01
1.096557025735880160e+02,2.793793219892328921e+02,6.557366413585060450e+00
1.130355522086878395e+01,2.934285651559582675e+02,1.989179966859738746e+00
1.324142209403649986e+02,2.845424867620189389e+02,8.395785415882469849e+00
2.020900695737966757e+01,2.860212938209065783e+02,3.182808033955972338e+00
2.212261670094984467e+01,3.045375391366967506e+02,8.640998847715577469e+00
8.114389755388960168e+01,3.046566964689695851e+02,2.423649363640904042e+01
1.330768085224245567e+02,2.976056583992536844e+02,1.645032355364916654e+01
1.642039855882467805e+02,3.000228580006372567e+02,1.654577442442121082e+01
1.709200246112775119e+02,2.822950125155432488e+02,6.533549966165572265e+00
7.796905335320116137e+01,2.991234798845796945e+02,1.863820554400637519e+01
1.960561970209931530e+02,2.965504737082388829e+02,1.241264691696397904e+01
2.875362271351869481e+01,2.991750644629789804e+02,9.271888198397547853e+00
1.344720174057546274e+02,2.850599725767024779e+02,8.589999729334749645e+00
4.709416165186631531e+01,2.812952602556655393e+02,5.802272022432370946e+00
1.419382506145382479e+02,2.995686728053268553e+02,1.754887818454322002e+01
9.439865516720614380e+01,2.859958707236183386e+02,9.688301025257796795e+00
7.028338339835763726e+00,3.068302670676055754e+02,1.664553923662403401e+00
9.886927125507542158e+00,2.924702154881767342e+02,1.537735479145176054e+00
5.988464565218558278e+01,3.078135081431332765e+02,2.519194632629317709e+01
2.038583405861479392e+01,2.998356981719600753e+02,6.287966561346790328e+00
1.379270513940918477e+02,2.795673257275092851e+02,6.225033300331613617e+00
9.268989951242546965e+01,3.061277055195049570e+02,2.614353406298950233e+01
1.291591749223306067e+02,3.053017127662452026e+02,2.367224756034779176e+01
1.336536337723677264e+02,2.906198100671994098e+02,1.159293842410585818e+01
1.045187438328343177e+01,2.786857873485664072e+02,8.430712065276786404e-01
8.350239429757976950e+01,3.029144862956852080e+02,2.249780012311712696e+01
1.368937520834746238e+02,2.983459717499068802e+02,1.684154379913088206e+01
1.807200011812011269e+02,2.970980787613073630e+02,1.353541203666983783e+01
1.892537387729987017e+02,2.969367288693460409e+02,1.298836056203792566e+01
7.715867775018459440e+01,3.002417620524487916e+02,1.960757292271572183e+01
1.156930396558434211e+02,2.946466104253038338e+02,1.488958373078556185e+01
1.868697517167493629e+02,2.782124504347498828e+02,4.886002913803690895e+00
9.990436762686565331e+00,2.980407090126917637e+02,2.026184263798427310e+00
1.952614366601976315e+02,2.938369818430054465e+02,1.092017744305973004e+01
9.150306682020902826e+01,2.987083290816002545e+02,1.861907952277373468e+01
1.700203108574312978e+02,3.067300364684822966e+02,2.179006082131394351e+01
3.439838601464345658e+01,2.927314547901895025e+02,8.197745081721755867e+00
1.872328378534034812e+02,2.787804263697607894e+02,5.043016908141596311e+00
1.551167829220771353e+02,2.939903717091689259e+02,1.281899932193273273e+01
1.309329078337991916e+02,2.858846126750259486e+02,9.077328790810895498e+00
3.543942972710075878e+01,2.930398971880820227e+02,8.567112569996901072e+00
8.821619964269460468e+01,3.058339203566457627e+02,2.576919703886102297e+01
1.175522025751669020e+02,3.000631597558763701e+02,1.925843891858972157e+01
8.098794166514555570e+01,2.819019673110097415e+02,7.593179646306384534e+00
1.786811769647377162e+02,2.989023306871002319e+02,1.485342688296388047e+01
1.106066256948096367e+02,3.036538825718242265e+02,2.302284653568076322e+01
1.872160420258021674e+01,2.786022014454458144e+02,1.948650899474314135e+00
1.751919551944249065e+02,2.975382138787276745e+02,1.412206599744343372e+01
6.295017870290271134e+01,2.794498725365343716e+02,6.118215329114435441e+00
3.514260411898051473e+01,2.953322918730304991e+02,9.512944024485678440e+00
1.289331605030730259e+02,2.855304123985468436e+02,8.950534443170434784e+00
1.617867430196496343e+02,3.014151197366058454e+02,1.779747267757966611e+01
5.877059725769878895e+01,2.897741892548206692e+02,1.052856079199376893e+01
9.798953377039143220e+01,2.939371582634798870e+02,1.471874593799853770e+01
1.936282981541811523e+02,2.870099936693946461e+02,7.761375372883268398e+00
8.895035255832092957e+01,2.956210488828464236e+02,1.600291955978844882e+01
7.523767265481332345e+01,2.868023308506215585e+02,9.850065437905746180e+00
1.105339532263082418e+02,2.838068831316167007e+02,8.458009460550087510e+00
1.417089939886678280e+02,2.894806643466802711e+02,1.065943050643797285e+01
1.290028828079544496e+02,2.834865942776571046e+02,7.987426341840895283e+00
7.606035080468561915e+00,2.864392555257723529e+02,7.465869738473696060e-01
1.879932181931447133e+02,2.828191838690308373e+02,6.320130733439954795e+00
9.224545740218097478e+01,2.945165286827032105e+02,1.516768528201288646e+01
1.411399723142517928e+02,2.847587285887873918e+02,8.283335258518963684e+00
1.201337146031504375e+02,2.849444624839186417e+02,8.852153601198263999e+00
3.368162034698247709e+01,2.817639138501360208e+02,4.522305952035561738e+00
1.989535041789931142e+02,2.844077470141982076e+02,6.616633978721918830e+00
1.576364259791168365e+02,2.852045970364138157e+02,8.042242689776124109e+00
1.348721675827256661e+02,3.075424866408226876e+02,2.561866698255753505e+01
5.466951635777925134e+01,2.978621822232937575e+02,1.520906013490334097e+01
3.910283771436242262e+01,2.785482466426655037e+02,4.309489079894384567e+00
1.883849463035236127e+01,2.929891387595462220e+02,4.102658764466247554e+00
1.119697521535828741e+02,3.038644088820785782e+02,2.318148648004278556e+01
4.300911463946566471e+01,3.004086342947360322e+02,1.450639273370644133e+01
8.476185197460884524e+01,2.806233828839820603e+02,7.093940509642072456e+00
1.524486381225096636e+02,3.014238556555468449e+02,1.842964177977799878e+01
1.217072572681835680e+02,3.019995355094787328e+02,2.084950382372429800e+01
6.418452105767838134e+01,2.866305813215278135e+02,9.262715584127581891e+00
1.947514097229265673e+01,3.029715345439294083e+02,6.819598959252526349e+00
6.232708995741422342e+01,2.891930166587998770e+02,1.049856196611114179e+01
4.026351119759100783e+01,2.813422420731062061e+02,5.172833550115913503e+00
1.095079537566985977e+02,2.934685351698246336e+02,1.419579741338410273e+01
8.505829987923446822e+01,2.927121642410493223e+02,1.376829599819471461e+01
7.240169234978984036e+01,2.937309829882678969e+02,1.403704460526816256e+01
7.788761928945423563e+01,2.899243394189558671e+02,1.174132482908261998e+01
8.219043582734838083e+01,2.820572229317837127e+02,7.679022172797750123e+00
8.581660695532561078e+01,2.856708071929522816e+02,9.469747733318797600e+00
6.609951519624519278e+01,3.057485703459248043e+02,2.404336686342685425e+01
1.521773492378648882e+02,3.015990119422461362e+02,1.859531152141281041e+01
1.063052424088277945e+02,2.892685501463118953e+02,1.147243085767277648e+01
3.247148862545285120e+00,2.843211086172006503e+02,1.486288444916185059e-01
8.272060071115404867e+01,2.825763009248069011e+02,7.918865451148715096e+00
4.577519768392477317e+01,2.904274255570741161e+02,9.322845431542125638e+00
1.194936708432393004e+02,2.792600982744871203e+02,6.400070940152818189e+00
1.680364996650981482e+02,3.010554593309777260e+02,1.709643163761721141e+01
1.489300088208721888e+02,3.044012898270771075e+02,2.132525459442142335e+01
2.547842205223364331e+01,2.859557540961518498e+02,4.212906692369228878e+00
1.005998957876863784e+02,3.023373256423002431e+02,2.199265743069051027e+01
9.363740608474095950e+01,3.005678958400939678e+02,2.033403727133218553e+01
8.847779577620345037e+01,2.929639681058318388e+02,1.399627773106393214e+01
7.444276173721591761e+01,3.048915847423244827e+02,2.405507896334372475e+01
1.376525734866337132e+02,2.926174205276739713e+02,1.268874258878050298e+01
2.521592035949781163e+01,2.925129371772982267e+02,5.796796900462989122e+00
1.092807736114118988e+01,2.921102947806839438e+02,1.772214684899665826e+00
1.290515164876036636e+02,3.060335783306592248e+02,2.444587143444429600e+01
4.090661862634905788e+01,2.839095741393191474e+02,6.040607173173389022e+00
7.236960779593587745e+01,2.948385249771275767e+02,1.483952356184603261e+01
1.844898527971827775e+02,2.812170456093849111e+02,5.854131595558626167e+00
2.923768305555963209e+01,2.936885315112439230e+02,7.265699109336335226e+00
1.701082723292268213e+02,2.814947094879035490e+02,6.263748158171492442e+00
8.174496026167705054e+01,2.813802115802276944e+02,7.378131525105765753e+00
3.915692503737716379e+01,2.825280922899586926e+02,5.399898734437860170e+00
1.969919550873433138e+02,2.820168671765479758e+02,5.845324584398299272e+00
1.219251182235013999e+02,2.894405971736796346e+02,1.124478500775466827e+01
4.522520983053356503e+01,2.957702363697381998e+02,1.208774463492262541e+01
1.529196501299507247e+02,2.865689175030178149e+02,8.800921586375407557e+00
7.473618323608791059e+01,2.791174967236333941e+02,6.346448356509267086e+00
1.069194113148987952e+02,2.841328678515569095e+02,8.658738040495061128e+00
7.195640119315410743e+01,2.933778060324360695e+02,1.376282797068266284e+01
3.353907070896243425e+01,3.007512963181259806e+02,1.174758792748601977e+01
1.657616023056735628e+02,3.054567598826290578e+02,2.097371737037424921e+01
1.416236247091117377e+02,2.951115685575294947e+02,1.418957986854323927e+01
5.285853923057813120e+01,2.964878491255610697e+02,1.394202391520244788e+01
1.060098279725141452e+02,2.873888101383185472e+02,1.037577581167023943e+01
3.534035816045716594e+00,2.945829410555822960e+02,2.839986986686667825e-01
1.691209020332879334e+02,2.881643172861366793e+02,9.046282990812631652e+00
4.524424747096989563e+01,2.959650160482545971e+02,1.220739736522350327e+01
6.222992949819843034e+01,2.780117084751497032e+02,5.591721578642133927e+00
1.782385026753584611e+02,2.967089213203813074e+02,1.341601423752887889e+01
4.011156056861506869e+01,2.909725634164045118e+02,8.632153355995766830e+00
1.356019334191517487e+02,3.066796860380801490e+02,2.463497952804673119e+01
1.198497274728475226e+01,3.024650732643962101e+02,3.295298333120430190e+00
1.148686179100471776e+02,2.917970141122199266e+02,1.291072098476289476e+01
1.542575101747704025e+02,2.854224864874936998e+02,8.233162048246503772e+00
1.137546250575416309e+02,3.053991274019459183e+02,2.472199668546995710e+01
1.989279454479035962e+02,3.061498115814244443e+02,1.893656229737748475e+01
1.185750148663690027e+02,3.050386751866013810e+02,2.407330399391037901e+01
8.466613303299986626e+01,3.060516051364602390e+02,2.592639831817402651e+01
5.990586037755986126e+01,2.803802388628120639e+02,6.321624427528914403e+00
1.270688428853342486e+02,3.013918142430795797e+02,1.999005840554165658e+01
1.443294543793363687e+02,2.921902465944950791e+02,1.215454820548080050e+01
8.218414623315220524e+01,2.894868959139646449e+02,1.158394444997045447e+01
1.901528227696380782e+02,2.991897765542720435e+02,1.438572018892261717e+01
1.378757548000812676e+02,2.861677587118492170e+02,9.037312212094569475e+00
1.223150957793498463e+02,2.847604001228229436e+02,8.719238796326211016e+00
5.864671966227016497e+01,2.835329692143955072e+02,7.492410650165089336e+00
1.967267200679127654e+02,2.900150895327944909e+02,8.965701744664254846e+00
4.926280011811637394e+01,3.055909787934549513e+02,2.034682334360022793e+01
9.922216384233796305e+01,3.022148737340692151e+02,2.189438116018560621e+01
9.246126505804502926e+01,2.912045001876942933e+02,1.280674216218174521e+01
9.456182824272319465e+01,3.003076512395147688e+02,2.008618637811344598e+01
7.278665883506963041e+01,2.994145520569281302e+02,1.857909101095765791e+01
1.428578073286644496e+02,2.788113767294256604e+02,5.869803485922176378e+00
1.631749582201985334e+02,2.996685817146419026e+02,1.634020288464588333e+01
2.797830028976983385e+01,2.850263609168724770e+02,4.458468532157421116e+00
9.120262151700778475e+00,2.974940970133417864e+02,1.704798808053564541e+00
8.946355971057042211e+01,2.867065247210643406e+02,1.005918328048297816e+01
1.999118925493737322e+02,2.966694344338968108e+02,1.229335293204920454e+01
1.337272345499632138e+02,3.078634181252751887e+02,2.606369374979107789e+01
1.223295534751468381e+02,2.850267034485220847e+02,8.848766264939815329e+00
8.994135023459597278e+01,2.925882802568700072e+02,1.374297431613612197e+01
1.596473132534677575e+02,3.007817486170322923e+02,1.742973795783512969e+01
1.402896875587041237e+01,2.888046948735590718e+02,2.208557558577241675e+00
1.238796337014704392e+02,2.990598002568351603e+02,1.809049997801886178e+01
1.630826433202539647e+02,3.050482837982300452e+02,2.081784912046443026e+01
7.326857000351596128e+01,2.941914675691580214e+02,1.441602317146183232e+01
9.063954671696508569e+01,3.037301203932643716e+02,2.349714529982846400e+01
6.123649830972076558e+01,3.040485683670581807e+02,2.156117843666962486e+01
9.178216493613896887e+01,2.965738890448003531e+02,1.679386027430178530e+01
1.319378080391977903e+02,3.019729090893508783e+02,2.023879981502241066e+01
1.075238891547931397e+00,2.815693269350427386e+02,1.574687850826309368e-02
9.343454874141482236e+00,2.876032433029736808e+02,1.109882480443968866e+00
1.048985822107082981e+02,3.024537125333131371e+02,2.200478371843127334e+01
4.060900115474692029e+01,2.906403825482193497e+02,8.575591859316295640e+00
4.537254391243304497e+01,3.002674316080785388e+02,1.503065952206270950e+01
8.821183462221604543e+01,2.920740232172801143e+02,1.336863273453432122e+01
1.112650531455283698e+02,2.976696635150444195e+02,1.741361808435007319e+01
1.487422438255290444e+02,2.953426012243230616e+02,1.401193745562048143e+01
4.081115578798934251e+01,2.792987583815768176e+02,4.657639754929112641e+00
1.736606484454237602e+02,2.868027370070169013e+02,8.276928353165450503e+00
1.696745525643917176e+02,2.827593319511767618e+02,6.735351229763980818e+00
1.161828366597022182e+02,2.951658134144137762e+02,1.526273533250475367e+01
2.705898868182448069e+01,2.927239915757078847e+02,6.356730109228732495e+00
8.725947673714877340e+01,2.927013442842147128e+02,1.379510458985832777e+01
1.404337172212362894e+01,2.812331562850031332e+02,1.506179903594338620e+00
1.933856564232063704e+02,2.955513406986787004e+02,1.195806104930392344e+01
3.147796725427829045e+01,2.835051518646984050e+02,4.653320415856441628e+00
1.757831044746206146e+02,3.067809018036724069e+02,2.134766503282481764e+01
1.055343675348094195e+02,3.013864090426649227e+02,2.093644300802752056e+01
6.391663477396141246e+01,2.980591800059650041e+02,1.662217517214825691e+01
1.695148719316310704e+01,2.840328159674903077e+02,2.273336752436976749e+00
1.134187535915756655e+02,2.784525580661348840e+02,6.169613477334572771e+00
