T,B_ext,C,C_noisy
1.642893706083624039e+01,3.008322841408547887e+00,6.205608815134177712e+04,6.191572681058772287e+04
6.288545860136410148e+00,3.430243151996327455e+00,1.713962705830024061e+04,1.777833198678506596e+04
9.626517553380178782e+00,6.921743444572460824e+00,3.133759561679249600e+04,3.233305918457911685e+04
2.091025669313708946e+01,5.005070325930337738e+00,1.105794585219669534e+05,1.098906997649974364e+05
1.522699439194019178e+01,1.521349369599890977e+00,5.199815769480219024e+04,5.232521580994646501e+04
1.035656653083485246e+01,1.366645190279167643e+00,2.553012350588740082e+04,2.650208213694271399e+04
3.001239887303906784e+00,3.169657503917922448e+00,1.874078334047306271e+04,1.872449998919932113e+04
2.335111815741549357e+00,3.426514424977360029e+00,2.199755967230613896e+04,2.129446940634269413e+04
2.780745050726519452e+01,2.534589986042729670e+00,2.192667097501071403e+05,2.185671261728288373e+05
1.306511384369413165e+01,3.936740202420910606e+00,4.056609623494217522e+04,4.027668587462201685e+04
2.688664264826153882e+01,2.498032707949240816e+00,2.003146089842709480e+05,1.993667877562499198e+05
8.039356187528627018e+00,7.930235780777969978e-01,1.704719412365356402e+04,1.891575616322416317e+04
1.811839102984188798e+01,6.213394118964587598e+00,8.206962454560853075e+04,8.154829985806501645e+04
8.409282894594767299e+00,5.040519128259995263e+00,2.440466876973654507e+04,2.475960912944085430e+04
2.659067071240474078e+01,7.070997484887586282e+00,2.129022876004957361e+05,2.130761584932586120e+05
7.488553227873818940e+00,4.983164815770646960e+00,2.261775421708556314e+04,2.321067688959386942e+04
1.682688987477706632e+01,7.856690621465940438e-01,6.387242589533083810e+04,6.351896706252836157e+04
2.902584651354491641e+01,2.466247398122654921e+00,2.461150835505652358e+05,2.449158391602940392e+05
2.217189952561081867e+01,9.763404682864473827e-01,1.209436485424854618e+05,1.224603873599406361e+05
1.708092621431804758e+01,5.878927594340792595e+00,7.170021067652916827e+04,7.162850532191974344e+04
1.156253078198522388e+01,6.115943256048490539e-01,3.050268889312590181e+04,3.061091217620489260e+04
1.636981194849605714e+01,3.204579839120298423e+00,6.178533683853136608e+04,6.197067005179476837e+04
1.114973454719493384e+00,7.456347690640825476e-01,8.993782045949617896e+03,1.016083554476791687e+04
4.790317341140038820e+00,5.822374686291258428e+00,2.446787396423174141e+04,2.517926174739447379e+04
9.093873987189780905e+00,1.707872134502828487e+00,2.107721608027822367e+04,2.216322557033812336e+04
2.358314733294054832e+00,4.206578403113628184e+00,2.301301282437663394e+04,2.377413320916468365e+04
7.908760970118188460e+00,2.100440194717519304e+00,1.784149622848384024e+04,1.798380442644207869e+04
1.321177294876348540e+01,2.756435745214536048e+00,4.015161952074043802e+04,4.038774315513462352e+04
2.588679190342450198e+01,4.152038345789673457e+00,1.855750888238658372e+05,1.848889560657076945e+05
2.765219852929971722e+01,4.166324574019625970e+00,2.211046248011815478e+05,2.193127549007179914e+05
1.598758789034337990e+00,2.918267970873182904e-01,3.150414859758988314e+03,2.930479337088327611e+03
1.433704710947869998e+01,4.157713156216359174e+00,4.835757375691086054e+04,4.736659181644018099e+04
2.082124269771433234e+01,2.547796696260642868e+00,1.051429956062377751e+05,1.075374871738385700e+05
2.281795215200712335e+01,1.784851444633277495e+00,1.304847025121204206e+05,1.319280925710625597e+05
5.620019124488031537e+00,3.147156881258732497e-01,1.035157092090869628e+04,1.143584266634786945e+04
1.209861402709565770e+00,4.702632505119457740e+00,8.252965618792388341e+03,7.744972672264551875e+03
8.232044579412390206e+00,2.993091240672463904e+00,2.002270738023965168e+04,2.192850085319573918e+04
1.011180294712832684e+01,4.401636650226853575e+00,2.801909412186892223e+04,2.644415839472996231e+04
6.427723155493062279e+00,1.838337425757974763e+00,1.385528963295091853e+04,1.273891662020995500e+04
7.393932420863317034e+00,1.404378485564637735e+00,1.563227860389178204e+04,1.491140482648810030e+04
2.019801011278194025e+01,2.864233708869434736e-01,9.642271306973777246e+04,9.553799407763098134e+04
7.430138105864348752e+00,2.180375176896976797e+00,1.669687745102281406e+04,1.682089393974103223e+04
6.476558127244540941e+00,1.721992990420596392e+00,1.377477132941272066e+04,1.395552292713272254e+04
8.854474720409434951e+00,4.219124861932100679e+00,2.382799447969313769e+04,2.559617495874412998e+04
1.420653867849062557e+01,5.677922593840554200e-01,4.491793060395394423e+04,4.584194941635780560e+04
6.747318507182748171e+00,7.446685566046286731e+00,2.799166363036432449e+04,2.912242581714897096e+04
1.537292554610353434e+01,7.451956027011309658e+00,6.105958931280904653e+04,6.144811547333492490e+04
2.817210061315287817e+01,5.732133047720591179e+00,2.401040704160753230e+05,2.399693359911993903e+05
2.483110585469946585e+01,7.176598898931469961e+00,1.785739637855083856e+05,1.779405032571910124e+05
2.278944787956602624e+01,6.612616675169100233e+00,1.415918185746216041e+05,1.401973291347354243e+05
2.833223558909021733e+01,4.024609987899280483e+00,2.354987469400478003e+05,2.346957157795963867e+05
2.772840496581561354e+01,5.272057042984032549e+00,2.276577465151833894e+05,2.273069149899811018e+05
1.703810063261569852e+01,2.020698838304801903e+00,6.621825393896699825e+04,6.692532612256887660e+04
2.106004745674172440e+01,5.852071004644997743e+00,1.146585732632361323e+05,1.131000721479229978e+05
1.122768306438366537e+01,3.664253103127947497e+00,3.129648895307765270e+04,3.003412950311833993e+04
1.661145909145115951e+01,5.202651035246461220e+00,6.646682145770273928e+04,6.667130636426078854e+04
2.769899412791667004e+01,1.769085823426867599e+00,2.154278472644202411e+05,2.144590167585341842e+05
1.572097621421984748e+01,7.463253322569632253e+00,6.372502070243253547e+04,6.403670150099858438e+04
1.321674049618613722e+01,3.259300885357664157e+00,4.065193211192938179e+04,4.027252059069964889e+04
2.008612704053596332e+01,7.499194567307878145e+00,1.072657608946274268e+05,1.065717469088048529e+05
1.448700131085065834e+01,2.491337591656155759e+00,4.762572311686030298e+04,4.639402117516581347e+04
3.757179383146405094e+00,5.108293493070134694e+00,2.379669643141769848e+04,2.371115445495046515e+04
1.198926745033051766e+01,6.651876777669596841e+00,3.939314623284417030e+04,3.872044823673580686e+04
4.939736164428924603e+00,3.373884715457208472e+00,1.629762250745114034e+04,1.573195284746804100e+04
2.752408675615102140e+01,5.871567048866238814e+00,2.262613479192517698e+05,2.256731372158943268e+05
2.248558653418792375e+01,1.273438393697039039e+00,1.253904784184459859e+05,1.255640812144419033e+05
1.374000437185381074e+01,5.843388485554862122e+00,4.715832386766694981e+04,4.729636129058231018e+04
3.052530031319104609e+00,5.959460183416470436e+00,2.402990360588331896e+04,2.244545149621789096e+04
4.277811606251656684e+00,1.922408702114890566e+00,1.100579459144417524e+04,1.085734150170396788e+04
8.610052461236415766e+00,2.264746055403025871e+00,2.008081837852266472e+04,2.044964625975551826e+04
1.620428508448357618e+01,5.373714108846004756e+00,6.344867038874786522e+04,6.441017253355627327e+04
4.079111108903013871e+00,3.728418047992131612e+00,1.854153775904107169e+04,1.926606894386179920e+04
1.152362194261708694e+01,4.015738783893004538e+00,3.304183319431867130e+04,3.323566121399641270e+04
6.251521362280982430e+00,6.124756064842676651e+00,2.467110850435503380e+04,2.361434268092004640e+04
4.018015158064311976e+00,1.188870843315309678e+00,8.494358251689689496e+03,7.782163953684635999e+03
4.500752487574557037e+00,3.490578648635213277e+00,1.699965650539394483e+04,1.784561419600627050e+04
4.496741933201768404e+00,2.818038426913527239e+00,1.435101261314713884e+04,1.370150888717129783e+04
2.511158638170905988e+01,6.205920167854675817e+00,1.791435711892292311e+05,1.800928659573901969e+05
6.223011840653922988e+00,5.373218894553535740e+00,2.261032246166661935e+04,2.378874240167408789e+04
4.231939101674949910e+00,1.116888067943584417e-01,7.272117745145650588e+03,6.289604956264104658e+03
2.509400781981905837e+01,4.483629006495156943e+00,1.721839307279405184e+05,1.725914992892438313e+05
2.886931977150550210e+01,2.150452523418858952e+00,2.417416369428545586e+05,2.416379692804490041e+05
2.229260646110153488e+01,2.408164058895591708e+00,1.238840689441176655e+05,1.257596948171683616e+05
3.115909242206481355e+00,3.625456947517262662e-01,5.378057658356459797e+03,6.153250170284836713e+03
4.921599979209218212e+00,3.400130204470023010e+00,1.639714664133374754e+04,1.592497169938709339e+04
5.220190042350932202e+00,3.530529571090342600e+00,1.680950327201991968e+04,1.718626360216027024e+04
3.836731530879261776e+00,7.166609198277011927e-01,7.151486028012928728e+03,6.302628570696408133e+03
1.493581417790618104e+01,6.561531272900375633e+00,5.612573874804899242e+04,5.598561741385398636e+04
2.621615643353367275e+00,4.188568353454599880e+00,2.314338323414947445e+04,2.333299844544773441e+04
2.405261676267219784e+01,5.471636116672232042e+00,1.576454991212444147e+05,1.577836675926969328e+05
1.291149215886598967e+01,2.071214302367517135e+00,3.797081691313044576e+04,3.825550280273731914e+04
6.662961548573106185e+00,6.177625595871636399e+00,2.492010307067443864e+04,2.408118326628945215e+04
3.697760487834600429e+00,4.492446193609067606e-01,6.492758407058599914e+03,4.778474626013417037e+03
1.750524642025679611e+01,2.323540755938220848e+00,7.047634044395362434e+04,7.014064426662444021e+04
2.356438521048564283e+01,1.900346560463231249e+00,1.415682785921386385e+05,1.407428482020195515e+05
1.789996802000838017e+01,4.827052982404953951e+00,7.723850893040100345e+04,7.659083860576472944e+04
7.890990024847877926e+00,4.234185619002679424e+00,2.158531089344635984e+04,2.356234671199132572e+04
2.428418179173095481e+01,3.428561952663451429e+00,1.555021394777159730e+05,1.565778108647016925e+05
1.591930443046851629e+01,5.668376586147397589e+00,6.172061201842348964e+04,6.155924469693015271e+04
1.797291273580584203e+01,5.667863142606560878e+00,7.949926499685068848e+04,7.817333718768198742e+04
2.732421747423887837e+01,6.228894545831588303e+00,2.238410001665879681e+05,2.226401690647028154e+05
2.058377714157123606e+01,7.066019811376575532e+00,1.121379218325493130e+05,1.124720282022081665e+05
4.383114856217267707e+00,7.499171176709375608e+00,2.685288693421811695e+04,2.784203458920556659e+04
2.113979866598346291e+01,1.954098245337787532e-01,1.074798834342742630e+05,1.072130071228255838e+05
9.421424995628973065e+00,6.572708822382902660e+00,3.005853757768466312e+04,3.018350477098330521e+04
2.391026516113689482e+01,7.188836989580017267e+00,1.622073066782139940e+05,1.624430019804730255e+05
1.730954813542832227e+01,2.770856124208688875e+00,6.915824833752340055e+04,7.014447703949143761e+04
1.667984735032522892e+01,5.510909737334030112e+00,6.756999396637895552e+04,6.583055796779206139e+04
5.099262101986180795e+00,2.250207403735860368e+00,1.264188923122008418e+04,1.278614509408482263e+04
1.786540741212579331e+00,6.121983574203966327e-01,5.011398789152301106e+03,5.386514908346418451e+03
2.926968403475322233e+01,3.478716914748519962e+00,2.551065590496161021e+05,2.559853942397331703e+05
1.880380974605875499e+00,1.271009003906442558e-01,3.055000315195329222e+03,3.421427958755641157e+03
2.502401447730818518e+00,1.075171528200866256e+00,7.380768473696773981e+03,6.362623847898419626e+03
1.429703936271180176e+01,7.351185832479428583e+00,5.338698793975924491e+04,5.284997588312901644e+04
2.818422439411877534e+01,7.241013567430726106e+00,2.500089917679841164e+05,2.485991228690895950e+05
1.670175551084912513e+01,5.975380053835761096e+00,6.861315763098762545e+04,6.879186992160034424e+04
2.977481422319611326e+01,4.843908094424689281e-01,2.605841065306046221e+05,2.607620395623974619e+05
2.176228714245958429e+01,2.193617060938492180e+00,1.165383488064306148e+05,1.170117930545259005e+05
2.479940841330625290e+01,6.923238133055122923e+00,1.767422436502047058e+05,1.758451120623229071e+05
2.475997811261483506e+01,5.095553451359001507e+00,1.683795323100896203e+05,1.673248189288350986e+05
2.834718190801745408e+01,7.204622905184145054e+00,2.536846402000209491e+05,2.550958188651028031e+05
2.909886810288523051e+01,5.439176236805421283e+00,2.604547235637308622e+05,2.606232420068511274e+05
1.050183416982743978e+01,3.317350322938583673e-02,2.574455040745184306e+04,2.735960357231239323e+04
2.154203024064277372e+01,4.529646969974638893e+00,1.176267767227482982e+05,1.180332625601415057e+05
1.574373516873115975e+01,4.740535424291540068e+00,5.889216980954044266e+04,5.754009069126844406e+04
2.938410858210103171e+01,5.934186939217458878e+00,2.706260047750122030e+05,2.713710152989306953e+05
1.814767913086781803e+01,3.548212663170104975e+00,7.765287877151084831e+04,7.879537432687917317e+04
1.260087465487196745e+01,5.126567761068310247e+00,3.974542127662837447e+04,3.932850209839771560e+04
1.978911107251636325e+00,5.019439806214443855e+00,1.891431219877529657e+04,1.713400294794711590e+04
2.213947929966499828e+01,2.173155223130129876e+00,1.215158536538932531e+05,1.221312019259199587e+05
1.367348030214752930e+00,6.023779872174173988e+00,6.233055611346074329e+03,6.103229482346320765e+03
1.980758792209286057e+01,1.871197659527735979e+00,9.282688737410353497e+04,9.308366090374405030e+04
8.684641573067727549e+00,2.624416455515497404e+00,2.076301242916663614e+04,1.827798889434352532e+04
2.059206105604254233e+01,5.038521316007011919e-01,1.009810218264754221e+05,1.014038625094709860e+05
2.976277660093129995e+01,7.820942757541872403e+00,2.951936038820302929e+05,2.926493767607418122e+05
1.110639147677240857e+01,7.229235515469744300e+00,3.680044904821323144e+04,3.599809818833335157e+04
1.715820192467121430e+01,1.986562431810652285e+00,6.721241204757169180e+04,6.803187085545694572e+04
1.713360363511824858e+01,7.121842680127762115e+00,7.481835866422943946e+04,7.313071729777255678e+04
5.723351461944966800e+00,4.917888882674151141e+00,2.126436813553569664e+04,1.954035063143459411e+04
2.239933088357803470e+01,4.948616040692563445e+00,1.304577061780982040e+05,1.300416606092472502e+05
2.138892539832795237e+01,7.676339188622269383e+00,1.250106414577938704e+05,1.265338020305621903e+05
2.337043176556180413e+01,2.712795186331801389e+00,1.397889924336234981e+05,1.412834707862283976e+05
7.403610137563666704e+00,4.424762854191047090e+00,2.114095307966074688e+04,2.057829174428286206e+04
2.964300631710627965e+00,7.854586335919734985e+00,1.979665704162948896e+04,2.072121556477494960e+04
1.241806336502377484e+01,4.651867255053502959e+00,3.812404481161466538e+04,3.865954223347843072e+04
4.399850011059404764e+00,2.017711780526060039e+00,1.139422527654573423e+04,1.163563330518573821e+04
9.026132679148062721e+00,5.467810625089250642e+00,2.673900802260622004e+04,2.706681714777412344e+04
1.492119633627484676e+00,7.523324014497406509e+00,4.625210509544394881e+03,3.953559843340816769e+03
1.266521873633972639e+01,4.178409875912870497e+00,3.873865882158349268e+04,3.947869957628134580e+04
1.145964688759943151e+01,5.004328100167883875e+00,3.420479091334190889e+04,3.518526144501940144e+04
1.046068619213702000e+01,2.413988110733254366e+00,2.674053616713001247e+04,2.923795387185756408e+04
1.218123473151627678e+01,3.336409506278859460e+00,3.529878958260566287e+04,3.614534598628945241e+04
2.167153590846663924e+00,5.844850922964069717e+00,1.801403164922343421e+04,1.574341589515976739e+04
1.361429670924512259e+01,5.945774798336378453e+00,4.659059186772885732e+04,4.547402270521907485e+04
1.995772385165367524e+01,4.490354959659740963e+00,9.805507584156616940e+04,9.836042266159690917e+04
1.040210255139888851e+01,4.023081851070942072e+00,2.847785241553242668e+04,2.853804135235785725e+04
1.743316739392524894e+01,5.383854544851081947e+00,7.391179869447517558e+04,7.218721991771708417e+04
2.426202264229491234e+01,5.078099504255563446e+00,1.597875007367007202e+05,1.596543315933766426e+05
1.622797534515655826e+01,3.453880125527931000e+00,6.093720276302210550e+04,6.060169050704248366e+04
2.787899802012103834e+01,1.939289553741740946e-01,2.177334224510958302e+05,2.176832146453656314e+05
2.335171036063484351e+01,2.419281950375991030e+00,1.390530426306902955e+05,1.389353220036568237e+05
1.716334263392175785e+01,6.443522038769692983e+00,7.357953741653726320e+04,7.442657341493359127e+04
3.427594549147436886e+00,5.751331371629561318e+00,2.484850380324941216e+04,2.619854488657421098e+04
1.459247692346455416e+01,2.082006382321632820e+00,4.802074778530464391e+04,4.864848765753588668e+04
1.999375839552587797e+00,1.729224044881938482e+00,1.389658649965148288e+04,1.286493698622660122e+04
2.871403088810394522e+01,7.529044846286174320e+00,2.651884720213087276e+05,2.643854083310400601e+05
2.338501710772688647e+00,5.237183653649408299e+00,2.151509827176083127e+04,2.089817418928795814e+04
7.033225956703859971e+00,2.093557334601540809e+00,1.560989690907605109e+04,1.555352275472836845e+04
6.303767606744170138e+00,2.358428006617607764e-02,1.196137265496177133e+04,1.156249888889709655e+04
2.597639658667212714e+01,2.826775964549734788e+00,1.836071854400806478e+05,1.832793607725474576e+05
2.732246821105317380e+01,4.884257891162467224e+00,2.170503136162124574e+05,2.161929663874686812e+05
2.205545228680811221e+01,7.005505352383971207e+00,1.320502255850614747e+05,1.329242777662894223e+05
2.574964254808746489e+01,2.734621081091605177e+00,1.792452182928533002e+05,1.800288613457393367e+05
8.552649403849004628e+00,4.827594929117315914e+00,2.427236510924519825e+04,2.515148656185159780e+04
2.696600607994489707e+01,7.276768373685517766e+00,2.222608338965937437e+05,2.221827992483023554e+05
3.933098769895334801e+00,7.242224794208151017e+00,2.593851425570084757e+04,2.635557681407664859e+04
9.972419824034275848e+00,6.823061473714418845e+00,3.211658699830260593e+04,3.127020779440189654e+04
2.591739849550769748e+01,5.145484649826194357e+00,1.897754196005100093e+05,1.888359222337500541e+05
2.103572652148188737e+01,4.820288634249470405e+00,1.117368739006527176e+05,1.112303532028615300e+05
2.807006118812528683e+01,5.726391513289768476e+00,2.377281234967985365e+05,2.382657190189417743e+05
2.561198593879947794e+01,3.275796384378810266e+00,1.779948925823896134e+05,1.778539142317716905e+05
7.121840526034652008e+00,5.998023798814415386e+00,2.475249068679507764e+04,2.369294136491911195e+04
1.313540941731727152e+01,1.904008864940482937e-01,3.851865224640742235e+04,3.860187968760281365e+04
2.967839054779449981e+01,7.467720373502725550e+00,2.898228068125975551e+05,2.902111705506354920e+05
2.138665963848887586e+01,5.737516533610237168e+00,1.186344298271651060e+05,1.187827337601931358e+05
2.402326131099178497e+01,9.315635258646715045e-02,1.474818534872136079e+05,1.468629914155629522e+05
3.402218426961542974e+00,5.676378854913187944e+00,2.477983593606366048e+04,2.483726283713178054e+04
2.865879053840253832e+01,4.633907688810863235e+00,2.456613484681043774e+05,2.452692456829077273e+05
1.696291133345431845e+01,4.929797151529765387e+00,6.897873046282822907e+04,6.867552414057246642e+04
5.454386388316822654e+00,5.195442424125684688e+00,2.220514235195770743e+04,2.212032634175531348e+04
1.763649727249908139e+01,9.921154988286353671e-01,7.085931252648016380e+04,7.155433125496339926e+04
2.754623751994693492e+01,3.213699434058598925e-01,2.108544927832854155e+05,2.125410349662991066e+05
1.678999539548813047e+01,1.689654976588939483e+00,6.394728336698209750e+04,6.538727171160399303e+04
2.980051706913742038e+01,6.478690523594572426e-01,2.613112968773499597e+05,2.618910343735221250e+05
2.789842067407309401e+01,1.730563511554569445e+00,2.195592925674557046e+05,2.191878272434251849e+05
1.541798291071931182e+01,5.794182772643784674e+00,5.817104583237769111e+04,5.788427094516772195e+04
2.904540611945178341e+01,2.669421177595047823e+00,2.471272877095720032e+05,2.468802961346724187e+05
2.325261171569625063e+01,4.592851368850323190e+00,1.421279360588687705e+05,1.431926488131068763e+05
8.387947827369632847e+00,2.053822304035731960e+00,1.916215864855328618e+04,1.660423823674107916e+04
3.856216107434075724e+00,6.945304124841610083e+00,2.580285980690587166e+04,2.604132643262849524e+04
1.789741597108138738e+00,5.581217568485721259e-01,4.654760037128380645e+03,2.811707314529993710e+03
1.612206241215052316e+01,4.410050721264682672e+00,6.131296339439769508e+04,6.130938347804368823e+04
2.289386760028360968e+01,4.346298217123633734e+00,1.360881349644024449e+05,1.373133390648451168e+05
4.792094150242161454e+00,6.251877242656388667e+00,2.545495147546199587e+04,2.461233104123952216e+04
6.855657874992885148e+00,7.041157176684965435e+00,2.713608789703043294e+04,2.502443521890842749e+04
2.924094569175717950e+01,5.936494581065475451e+00,2.670367587225682219e+05,2.682365953588869888e+05
2.440314448511130863e+01,9.049194269211513486e-01,1.537729857398344611e+05,1.551658714579952939e+05
1.037470168293723027e+01,6.119892187438657594e+00,3.199414571258702199e+04,3.245532949083841595e+04
2.833732234684791607e+01,3.815103324777034288e+00,2.347923002966385102e+05,2.359534234680578229e+05
1.484399871634132850e+01,2.073837725578635549e+00,4.968385072891991149e+04,4.894154768221032282e+04
8.364083219505456412e+00,6.095148064178347092e+00,2.666673461725781817e+04,2.775140348466893556e+04
1.100524156648405238e+01,6.393096512076585469e+00,3.478649773009670753e+04,3.635957511489847820e+04
8.892959518500166638e+00,3.891554143085967254e+00,2.334291332925573806e+04,2.393507884029919660e+04
2.115799257796031085e+01,6.686894542777572781e+00,1.184344946688905620e+05,1.186944790399669582e+05
1.184199976179132818e+01,6.583388303855276291e+00,3.860245002751820721e+04,3.978949174095608760e+04
1.775653776266923245e+01,6.178146650934730033e+00,7.848974970841142931e+04,7.953680119008981274e+04
1.899061599895719255e+01,5.454410533026696761e+00,8.934962786005585804e+04,8.865696252531104255e+04
1.563080066863144602e+01,4.565367416424964020e+00,5.779796174491114652e+04,5.905598639490153437e+04
1.412800578254013573e+01,4.035933599522369519e+00,4.689088955903274473e+04,4.757966276600685524e+04
1.121601972311882456e+01,3.766559825786713667e+00,3.137712099923872302e+04,3.152391368143403452e+04
7.774865164218217828e+00,3.072246233283285832e+00,1.900896284551046847e+04,2.021490282109086183e+04
3.736265910668322920e+00,2.446007411201985171e+00,1.330528264695278449e+04,1.416132620596121706e+04
2.127752328537662052e+01,1.470036730731998809e+00,1.096963517626152316e+05,1.103863411891633878e+05
1.461495342926390606e+00,8.443586233252178275e-01,7.973394481763899421e+03,7.503634898844314193e+03
2.226916968928991736e+01,9.722255135331581144e-01,1.222509569294539979e+05,1.230219209529233922e+05
2.286686521171293052e+01,7.239514942623264560e+00,1.452593780289141287e+05,1.442340021975347772e+05
2.437528653785357236e+01,7.247549880486531038e+00,1.706312809372129268e+05,1.705143154986492882e+05
1.960764997369503604e+01,3.832708905370730612e+00,9.298436856983849430e+04,9.141810188862677023e+04
2.861830585091217927e+01,7.373903585795764215e+00,2.616004982579309144e+05,2.600239357507957902e+05
1.209080533758890574e+01,6.574783619365462961e+00,3.971716634543644614e+04,4.012699324101105594e+04
1.430608134578697133e+01,3.761330671914669743e+00,4.768562420828280301e+04,4.760976801119068114e+04
9.381016463014411499e+00,7.546507446963730992e+00,3.203474249109941593e+04,3.211314031225155850e+04
1.297226063609726809e+00,2.656956693680553983e+00,2.071622921950026284e+04,2.126378294799288778e+04
1.369709056413468318e+01,4.711571200845266816e+00,4.516362415698721452e+04,4.548735906819986849e+04
1.547069129798789255e+01,7.697167380484505550e+00,6.232457437753649720e+04,6.150466885239701514e+04
1.445309421227448077e+01,1.866284304618841539e+00,4.698247354065533727e+04,4.705039793970893516e+04
2.053866528427565008e+00,6.671555584107474068e+00,1.361401918458062210e+04,1.355197924224930284e+04
5.639798894102069582e+00,2.975190397433779665e+00,1.523186078267689118e+04,1.475088815453602729e+04
8.921377286312436539e+00,2.951736659587695044e+00,2.193231611321572564e+04,2.181710880643719429e+04
1.287241628901630897e+01,6.703554221410836789e+00,4.381935575565188628e+04,4.348134593336281978e+04
6.953883401929537911e+00,2.463844437214252281e+00,1.606488687582750208e+04,1.546446120100845837e+04
1.156070664425557482e+01,3.185015282659111158e+00,3.220415988036834460e+04,3.189496885450860282e+04
9.331889546532133650e+00,3.559057983006437276e+00,2.410545404383990535e+04,2.432281264599142742e+04
4.143448138177569184e+00,2.178892493444679168e+00,1.192239334947281532e+04,1.383087678513907304e+04
2.641239963765912435e+01,1.338908585328448808e-01,1.885259366610950674e+05,1.877702278966963640e+05
1.862729915660042224e+01,7.841394854242069279e+00,9.145714365000730322e+04,9.193991720747899672e+04
2.951813229383817472e+01,9.681980890016372854e-02,2.543213924217342283e+05,2.529696633245843695e+05
1.849730657871090145e+01,3.726327159169692926e+00,8.127722915740664757e+04,8.274800211822119309e+04
1.884005899296503017e+01,4.624123386156589355e+00,8.615798780241110944e+04,8.584961562369958847e+04
1.155289319429774331e+01,4.053749287005448565e+00,3.322253513938432297e+04,3.335099512346793927e+04
2.434531033561383850e+01,3.344348400100245478e+00,1.563124123931041104e+05,1.574940251368731842e+05
1.441476527542327091e+01,2.424508576986177388e-01,4.619835927672706021e+04,4.711196063394669181e+04
2.487702699232096037e+01,5.244948934375141647e+00,1.709801756075602025e+05,1.696002056805148604e+05
1.454844852937987731e+01,4.777803688627004775e-01,4.708928289103817224e+04,4.760283629567430035e+04
2.243579722680705402e+01,2.765483474382975260e+00,1.263628241050566721e+05,1.261524862487620994e+05
2.021221600345486991e+01,6.984526906533918833e-01,9.667254372664984840e+04,9.724523300905429642e+04
1.250213576400579640e+01,3.717815551154823872e+00,3.733405782860569161e+04,3.747501338722988294e+04
3.640981144666790126e+00,7.751240485682457937e+00,2.450796900178643045e+04,2.518880532957632749e+04
7.748036552967221269e+00,1.793191034762256386e+00,1.702196235599864667e+04,1.729202132162085763e+04
1.377613858968231142e+01,3.953950810137548011e+00,4.464877169828331535e+04,4.451940644152952154e+04
1.477054853222515085e+01,4.062537191792804592e+00,5.107295319481549086e+04,5.216165875952555507e+04
7.232865594207760651e+00,7.841488090584452841e+00,2.918128858055693127e+04,2.775304549419693649e+04
8.572453904574501848e+00,6.545308128376481349e+00,2.807791506698005105e+04,2.767733449445099177e+04
1.039793343982056051e+01,4.310243052370925199e+00,2.889686601978582621e+04,2.801293693428031474e+04
1.688245576744460408e+01,3.742542785144621575e+00,6.658409796923992690e+04,6.645101679243931721e+04
3.592920710667771633e+00,7.778348870507435286e+00,2.423681553836225066e+04,2.383911851274598303e+04
1.280051614132024973e+01,7.973787188957418337e+00,4.592859939263093838e+04,4.579165499692875164e+04
2.077574694718515147e+01,7.012659172771955163e+00,1.144419799068164721e+05,1.139883245733401563e+05
2.525555209034585502e+01,6.374049928155664624e+00,1.825891375690426794e+05,1.821547594123801391e+05
1.596441982500231127e+01,6.612925804592245882e+00,6.384323680136868643e+04,6.232248906217945478e+04
2.854940266303225371e+01,7.864349529520979765e+00,2.636946882748347125e+05,2.636598439878273639e+05
2.232955451811510983e+01,6.316563396487966386e+00,1.336236894828634395e+05,1.339088715241728059e+05
2.390734725688458084e+01,6.026834162183805077e-01,1.457955385939967819e+05,1.452439122357507586e+05
4.918954825305704048e+00,4.601231812709576374e-01,8.875160790968702713e+03,8.267493546404492008e+03
1.565795182192772117e+01,7.224756768535687712e+00,6.272584619876052602e+04,6.212961296471062815e+04
2.029960152099397064e+00,6.812129883266792696e+00,1.281715893252852402e+04,1.437027176828013035e+04
2.038957256067468649e+01,4.654926440655558828e+00,1.034270321699957276e+05,1.036009486373554100e+05
1.042886967124599096e+01,6.669580705689240219e+00,3.325369670127671998e+04,3.361235586832073022e+04
2.651428168068482449e+01,7.538843248079556858e+00,2.141302417491474771e+05,2.138523664594684960e+05
4.792919914942554094e+00,4.395278404674009209e+00,2.009581501600024785e+04,1.963336581999688497e+04
3.158428007959132700e+00,6.552145694959708777e+00,2.381396133919924978e+04,2.300127526489696538e+04
1.246869346819305413e+01,3.872285078579981388e+00,3.734858868191239162e+04,3.877505688825116522e+04
5.588829586687722895e+00,2.960671086876961233e+00,1.514676805209832310e+04,1.357387009620101162e+04
1.694835019408025545e+01,3.165588644630627613e+00,6.646944803680885525e+04,6.674692054682484013e+04
1.357392553165602855e+01,1.871698024241529090e+00,4.158154635146479995e+04,4.155930790048374183e+04
1.676299577708302735e+00,1.047384790404082722e+00,9.129350800107193209e+03,8.892900176316084980e+03
8.059411587188256121e+00,7.649582377825338675e+00,2.970670353660208639e+04,2.825777657309588903e+04
5.435464550035483455e+00,1.610047050100468446e+00,1.153535560841039842e+04,1.039295708498920430e+04
6.178173248866157152e+00,7.123351855509913122e+00,2.708142093205172205e+04,2.798946080038967921e+04
2.960781868608693301e+01,1.500274396426653389e+00,2.577183318815050879e+05,2.570766288697245182e+05
1.782774271429518365e+01,1.314318277742589913e+00,7.271012312654849666e+04,7.352328861889998370e+04
