t,A,R,S_a,dA_dt,dA_dt_noisy
1.091818363672734549e+01,4.315771339882636948e-01,5.363359408668303407e-01,5.363359408668303407e-01,-5.857576812729470284e-04,-8.365573982158822433e-03
1.092218443688737750e+01,4.315747936048183186e-01,5.363373877442871862e-01,5.363373877442871862e-01,-5.842072783434348882e-04,5.814999072445838774e-03
1.092618523704740952e+01,4.315724594196884145e-01,5.363388342421079313e-01,5.363388342421079313e-01,-5.826598014364026135e-04,2.479932978182977556e-03
1.093018603720744153e+01,4.315701314210323991e-01,5.363402803488312998e-01,5.363402803488312998e-01,-5.811152491086157834e-04,-1.154694888554795400e-02
1.093418683736747354e+01,4.315678095970192918e-01,5.363417260530493058e-01,5.363417260530493058e-01,-5.795736199033507674e-04,1.546245036297125286e-02
1.093818763752750556e+01,4.315654939358285480e-01,5.363431713434074766e-01,5.363431713434074766e-01,-5.780349123504779918e-04,3.441492448052643587e-03
1.094218843768753757e+01,4.315631844256500038e-01,5.363446162086047408e-01,5.363446162086047408e-01,-5.764991249664896955e-04,-1.267944232030925739e-03
1.094618923784756959e+01,4.315608810546840424e-01,5.363460606373935402e-01,5.363460606373935402e-01,-5.749662562543611521e-04,-5.994558986546182078e-03
1.095019003800760160e+01,4.315585838111415939e-01,5.363475046185797179e-01,5.363475046185797179e-01,-5.734363047038004702e-04,3.591446450306835965e-03
1.095419083816763361e+01,4.315562926832440249e-01,5.363489481410225190e-01,5.363489481410225190e-01,-5.719092687910265482e-04,-4.449483127460957324e-03
1.095819163832766563e+01,4.315540076592231933e-01,5.363503911936347013e-01,5.363503911936347013e-01,-5.703851469788245865e-04,1.075332323301286114e-02
1.096219243848769764e+01,4.315517287273213376e-01,5.363518337653822021e-01,5.363518337653822021e-01,-5.688639377166015976e-04,2.557213544840683007e-03
1.096619323864772966e+01,4.315494558757913546e-01,5.363532758452848048e-01,5.363532758452848048e-01,-5.673456394402753844e-04,5.569018814811578684e-03
1.097019403880776167e+01,4.315471890928965215e-01,5.363547174224153613e-01,5.363547174224153613e-01,-5.658302505725520959e-04,-3.623745881710546853e-03
1.097419483896779369e+01,4.315449283669105518e-01,5.363561584859003473e-01,5.363561584859003473e-01,-5.643177695224266266e-04,-1.531416047649543713e-02
1.097819563912782570e+01,4.315426736861177615e-01,5.363575990249196401e-01,5.363575990249196401e-01,-5.628081946857654838e-04,4.697078425229130917e-03
1.098219643928785771e+01,4.315404250388128471e-01,5.363590390287065190e-01,5.363590390287065190e-01,-5.613015244448071872e-04,-1.063313127236323319e-02
1.098619723944788973e+01,4.315381824133011079e-01,5.363604784865477759e-01,5.363604784865477759e-01,-5.597977571684675802e-04,-1.621758762416783189e-03
1.099019803960792174e+01,4.315359457978981128e-01,5.363619173877836044e-01,5.363619173877836044e-01,-5.582968912121455407e-04,-6.999869685095849118e-04
1.099419883976795376e+01,4.315337151809301997e-01,5.363633557218073777e-01,5.363633557218073777e-01,-5.567989249180838041e-04,-8.347548396977752527e-03
1.099819963992798577e+01,4.315314905507339205e-01,5.363647934780664261e-01,5.363647934780664261e-01,-5.553038566147583399e-04,8.310978202531854250e-03
1.100220044008801779e+01,4.315292718956564855e-01,5.363662306460610374e-01,5.363662306460610374e-01,-5.538116846174612196e-04,-1.479866564390554771e-02
1.100620124024804980e+01,4.315270592040554853e-01,5.363676672153451230e-01,5.363676672153451230e-01,-5.523224072279397934e-04,1.431327252112638872e-02
1.101020204040808181e+01,4.315248524642990580e-01,5.363691031755261074e-01,5.363691031755261074e-01,-5.508360227345909799e-04,-6.440752638547393889e-03
1.101420284056811383e+01,4.315226516647658328e-01,5.363705385162647055e-01,5.363705385162647055e-01,-5.493525294124335101e-04,9.053700594324509340e-03
1.101820364072814584e+01,4.315204567938448199e-01,5.363719732272751450e-01,5.363719732272751450e-01,-5.478719255228858831e-04,1.233634395179115939e-02
1.102220444088817786e+01,4.315182678399356320e-01,5.363734072983250556e-01,5.363734072983250556e-01,-5.463942093140716771e-04,-9.139956005755227320e-03
1.102620524104820987e+01,4.315160847914483178e-01,5.363748407192355794e-01,5.363748407192355794e-01,-5.449193790206530164e-04,-7.876995176873107657e-03
1.103020604120824188e+01,4.315139076368033622e-01,5.363762734798810383e-01,5.363762734798810383e-01,-5.434474328640526153e-04,8.819425939791311272e-03
1.103420684136827390e+01,4.315117363644318527e-01,5.363777055701896002e-01,5.363777055701896002e-01,-5.419783690519264230e-04,1.316643285549123129e-03
1.103820764152830591e+01,4.315095709627752019e-01,5.363791369801425013e-01,5.363791369801425013e-01,-5.405121857786909789e-04,2.798320157946786483e-04
1.104220844168833793e+01,4.315074114202854250e-01,5.363805676997744909e-01,5.363805676997744909e-01,-5.390488812254401463e-04,-1.875836019702458932e-02
1.104620924184836994e+01,4.315052577254250288e-01,5.363819977191740529e-01,5.363819977191740529e-01,-5.375884535595842895e-04,-1.689300003675748771e-02
1.105021004200840196e+01,4.315031098666668452e-01,5.363834270284826289e-01,5.363834270284826289e-01,-5.361309009352943633e-04,4.811633838714808598e-03
1.105421084216843397e+01,4.315009678324943088e-01,5.363848556178955063e-01,5.363848556178955063e-01,-5.346762214932798685e-04,1.374766970154622965e-02
1.105821164232846598e+01,4.314988316114014566e-01,5.363862834776611521e-01,5.363862834776611521e-01,-5.332244133607888514e-04,-7.590900449385702513e-03
1.106221244248849800e+01,4.314967011918925399e-01,5.363877105980814353e-01,5.363877105980814353e-01,-5.317754746516356601e-04,-9.141564759474007582e-03
1.106621324264853001e+01,4.314945765624824681e-01,5.363891369695119593e-01,5.363891369695119593e-01,-5.303294034662564549e-04,1.551714641640673364e-03
1.107021404280856203e+01,4.314924577116965865e-01,5.363905625823615075e-01,5.363905625823615075e-01,-5.288861978915704309e-04,4.089937974203376909e-03
1.107421484296859404e+01,4.314903446280707877e-01,5.363919874270923760e-01,5.363919874270923760e-01,-5.274458560011741071e-04,5.068923660264344419e-03
1.107821564312862606e+01,4.314882373001513449e-01,5.363934114942202624e-01,5.363934114942202624e-01,-5.260083758551192812e-04,-4.905810353582560832e-03
1.108221644328865807e+01,4.314861357164950229e-01,5.363948347743142664e-01,5.363948347743142664e-01,-5.245737555000518082e-04,-1.987382872838138262e-02
1.108621724344869008e+01,4.314840398656691334e-01,5.363962572579970001e-01,5.363962572579970001e-01,-5.231419929693226223e-04,1.397966249692487832e-02
1.109021804360872210e+01,4.314819497362514800e-01,5.363976789359445885e-01,5.363976789359445885e-01,-5.217130862825991588e-04,-5.459773564957568805e-03
1.109421884376875411e+01,4.314798653168303022e-01,5.363990997988863363e-01,5.363990997988863363e-01,-5.202870334463649549e-04,1.197437675092077533e-02
1.109821964392878613e+01,4.314777865960042758e-01,5.364005198376052830e-01,5.364005198376052830e-01,-5.188638324533645374e-04,-2.030722315863106239e-02
1.110222044408881814e+01,4.314757135623826789e-01,5.364019390429376477e-01,5.364019390429376477e-01,-5.174434812833250685e-04,3.173336430264823028e-03
1.110622124424885016e+01,4.314736462045851151e-01,5.364033574057731624e-01,5.364033574057731624e-01,-5.160259779021791893e-04,-5.485061749823150895e-03
1.111022204440888217e+01,4.314715845112419013e-01,5.364047749170550716e-01,5.364047749170550716e-01,-5.146113202624813532e-04,-1.130109389216689235e-02
1.111422284456891418e+01,4.314695284709935685e-01,5.364061915677799108e-01,5.364061915677799108e-01,-5.131995063035466043e-04,9.134783303434529725e-03
1.111822364472894620e+01,4.314674780724913061e-01,5.364076073489979501e-01,5.364076073489979501e-01,-5.117905339510064877e-04,1.232138285435939451e-02
1.112222444488897821e+01,4.314654333043967394e-01,5.364090222518124174e-01,5.364090222518124174e-01,-5.103844011172531392e-04,-6.334184518357515413e-03
1.112622524504901023e+01,4.314633941553819851e-01,5.364104362673803861e-01,5.364104362673803861e-01,-5.089811057010784623e-04,5.918886313546533294e-03
1.113022604520904224e+01,4.314613606141296520e-01,5.364118493869123316e-01,5.364118493869123316e-01,-5.075806455878129064e-04,-1.118283653181344553e-02
1.113422684536907425e+01,4.314593326693327291e-01,5.364132616016717980e-01,5.364132616016717980e-01,-5.061830186495752670e-04,-6.648211812016497670e-03
1.113822764552910627e+01,4.314573103096948636e-01,5.364146729029761751e-01,5.364146729029761751e-01,-5.047882227448285963e-04,-2.940949880338170844e-03
1.114222844568913828e+01,4.314552935239300835e-01,5.364160832821960323e-01,5.364160832821960323e-01,-5.033962557187410258e-04,-3.953489835271443292e-03
1.114622924584917030e+01,4.314532823007628526e-01,5.364174927307554519e-01,5.364174927307554519e-01,-5.020071154029082106e-04,5.840746241667676281e-03
1.115023004600920231e+01,4.314512766289281820e-01,5.364189012401321399e-01,5.364189012401321399e-01,-5.006207996154088402e-04,-1.248389523591968489e-02
1.115423084616923433e+01,4.314492764971716299e-01,5.364203088018568710e-01,5.364203088018568710e-01,-4.992373061611099505e-04,9.116544042386832622e-03
1.115823164632926634e+01,4.314472818942490795e-01,5.364217154075142657e-01,5.364217154075142657e-01,-4.978566328313061007e-04,9.100528929817783622e-03
1.116223244648929835e+01,4.314452928089270722e-01,5.364231210487419022e-01,5.364231210487419022e-01,-4.964787774039136625e-04,-2.657746588930778170e-03
1.116623324664933037e+01,4.314433092299824191e-01,5.364245257172310932e-01,5.364245257172310932e-01,-4.951037376432487758e-04,-1.225121884054081699e-02
1.117023404680936238e+01,4.314413311462026446e-01,5.364259294047266646e-01,5.364259294047266646e-01,-4.937315113003049039e-04,-2.409822206051349600e-02
1.117423484696939440e+01,4.314393585463855429e-01,5.364273321030267327e-01,5.364273321030267327e-01,-4.923620961125863005e-04,-1.118010216635376749e-03
1.117823564712942641e+01,4.314373914193396220e-01,5.364287338039827047e-01,5.364287338039827047e-01,-4.909954898042467875e-04,-7.599110691231118417e-03
1.118223644728945843e+01,4.314354297538836036e-01,5.364301344994998333e-01,5.364301344994998333e-01,-4.896316900857011767e-04,5.270049201576735513e-04
1.118623724744949044e+01,4.314334735388469788e-01,5.364315341815363292e-01,5.364315341815363292e-01,-4.882706946542914039e-04,-1.096122263452492182e-02
1.119023804760952245e+01,4.314315227630694527e-01,5.364329328421042486e-01,5.364329328421042486e-01,-4.869125011936481506e-04,-4.604581893388881163e-04
1.119423884776955447e+01,4.314295774154013885e-01,5.364343304732687168e-01,5.364343304732687168e-01,-4.855571073741349331e-04,-1.096146227030673874e-03
1.119823964792958648e+01,4.314276374847035855e-01,5.364357270671485933e-01,5.364357270671485933e-01,-4.842045108524595243e-04,-3.726109633358804115e-04
1.120224044808961850e+01,4.314257029598472792e-01,5.364371226159160289e-01,5.364371226159160289e-01,-4.828547092719792655e-04,2.349921212980929808e-03
1.120624124824965051e+01,4.314237738297143077e-01,5.364385171117965756e-01,5.364385171117965756e-01,-4.815077002626733105e-04,2.412933463972515274e-03
1.121024204840968252e+01,4.314218500831967784e-01,5.364399105470694096e-01,5.364399105470694096e-01,-4.801634814407818030e-04,9.138964136010147010e-03
1.121424284856971454e+01,4.314199317091975683e-01,5.364413029140668865e-01,5.364413029140668865e-01,-4.788220504095552776e-04,-8.241282429197555048e-03
1.121824364872974655e+01,4.314180186966297681e-01,5.364426942051748748e-01,5.364426942051748748e-01,-4.774834047583664809e-04,6.662819871310438243e-03
1.122224444888977857e+01,4.314161110344170713e-01,5.364440844128328667e-01,5.364440844128328667e-01,-4.761475420632932387e-04,1.118795355941779425e-03
1.122624524904981058e+01,4.314142087114937185e-01,5.364454735295335341e-01,5.364454735295335341e-01,-4.748144598870629451e-04,-4.608253464000052445e-03
1.123024604920984260e+01,4.314123117168043309e-01,5.364468615478231728e-01,5.364468615478231728e-01,-4.734841557786639843e-04,-1.033185805609303926e-02
1.123424684936987461e+01,4.314104200393040212e-01,5.364482484603013690e-01,5.364482484603013690e-01,-4.721566272739841086e-04,1.398341528318028035e-02
1.123824764952990662e+01,4.314085336679584493e-01,5.364496342596211109e-01,5.364496342596211109e-01,-4.708318718951720605e-04,1.912048783936832076e-03
1.124224844968993864e+01,4.314066525917436556e-01,5.364510189384891214e-01,5.364510189384891214e-01,-4.695098871509428839e-04,-5.568290294373441467e-03
1.124624924984997065e+01,4.314047767996462834e-01,5.364524024896651921e-01,5.364524024896651921e-01,-4.681906705366611909e-04,2.697582881852929456e-04
1.125025005001000267e+01,4.314029062806633008e-01,5.364537849059627383e-01,5.364537849059627383e-01,-4.668742195341746282e-04,-3.993163884691316827e-04
1.125425085017003468e+01,4.314010410238023896e-01,5.364551661802485771e-01,5.364551661802485771e-01,-4.655605316119526549e-04,-5.620083576953696300e-03
1.125825165033006670e+01,4.313991810180815012e-01,5.364565463054430383e-01,5.364565463054430383e-01,-4.642496042248367427e-04,-1.409120999186799089e-02
1.126225245049009871e+01,4.313973262525291341e-01,5.364579252745197424e-01,5.364579252745197424e-01,-4.629414348143179314e-04,1.076329097145312629e-03
1.126625325065013072e+01,4.313954767161842785e-01,5.364593030805057117e-01,5.364593030805057117e-01,-4.616360208083980510e-04,-2.048148063025653776e-03
1.127025405081016274e+01,4.313936323980965271e-01,5.364606797164817031e-01,5.364606797164817031e-01,-4.603333596216174772e-04,-3.223655112471236067e-03
1.127425485097019475e+01,4.313917932873256866e-01,5.364620551755814315e-01,5.364620551755814315e-01,-4.590334486551383986e-04,9.312248086596492530e-03
1.127825565113022677e+01,4.313899593729422777e-01,5.364634294509925683e-01,5.364634294509925683e-01,-4.577362852963284823e-04,-1.341176462193744562e-02
1.128225645129025878e+01,4.313881306440272012e-01,5.364648025359559647e-01,5.364648025359559647e-01,-4.564418669195102751e-04,-9.864300672130087155e-03
1.128625725145029079e+01,4.313863070896719054e-01,5.364661744237656515e-01,5.364661744237656515e-01,-4.551501908853505807e-04,1.166199491088134275e-03
1.129025805161032281e+01,4.313844886989782190e-01,5.364675451077696167e-01,5.364675451077696167e-01,-4.538612545408604593e-04,7.822871979865456474e-03
1.129425885177035482e+01,4.313826754610585734e-01,5.364689145813689164e-01,5.364689145813689164e-01,-4.525750552200058507e-04,5.628814960541719294e-03
1.129825965193038684e+01,4.313808673650357806e-01,5.364702828380182309e-01,5.364702828380182309e-01,-4.512915902429304182e-04,6.777315337893583674e-03
1.130226045209041885e+01,4.313790644000443653e-01,5.364716498711316062e-01,5.364716498711316062e-01,-4.500108569494010169e-04,-2.216275387992844986e-02
1.130626125225045087e+01,4.313772665552083052e-01,5.364730156722689047e-01,5.364730156722689047e-01,-4.487328533165080291e-04,4.496751195873017679e-03
1.131026205241048288e+01,4.313754738195335059e-01,5.364743802345545154e-01,5.364743802345545154e-01,-4.474575767273725191e-04,3.715087618204241868e-03
1.131426285257051489e+01,4.313736861820124391e-01,5.364757435520630668e-01,5.364757435520630668e-01,-4.461850242305220871e-04,6.349053827319015714e-03
1.131826365273054691e+01,4.313719036316520095e-01,5.364771056189026055e-01,5.364771056189026055e-01,-4.449151928697658853e-04,-7.199902018711894225e-03
1.132226445289057892e+01,4.313701261574733881e-01,5.364784664292142624e-01,5.364784664292142624e-01,-4.436480796842223739e-04,4.641587189486732698e-03
1.132626525305061094e+01,4.313683537485122343e-01,5.364798259771728084e-01,5.364798259771728084e-01,-4.423836817080972761e-04,9.516029716770565278e-03
1.133026605321064295e+01,4.313665863938186962e-01,5.364811842569864320e-01,5.364811842569864320e-01,-4.411219959709056226e-04,1.548053280603122958e-02
1.133426685337067497e+01,4.313648240824570768e-01,5.364825412628964063e-01,5.364825412628964063e-01,-4.398630194972497076e-04,2.121507348170285478e-03
1.133826765353070698e+01,4.313630668035063342e-01,5.364838969891774223e-01,5.364838969891774223e-01,-4.386067493073741996e-04,-1.351964576047921286e-02
1.134226845369073899e+01,4.313613145460596376e-01,5.364852514301378106e-01,5.364852514301378106e-01,-4.373531824161946968e-04,1.695325034848857437e-04
1.134626925385077101e+01,4.313595672992246444e-01,5.364866045801188754e-01,5.364866045801188754e-01,-4.361023158342136608e-04,6.001760233371860979e-03
1.135027005401080302e+01,4.313578250521234447e-01,5.364879564334956719e-01,5.364879564334956719e-01,-4.348541465670485717e-04,4.708505584062867497e-03
1.135427085417083504e+01,4.313560877938923954e-01,5.364893069846761176e-01,5.364893069846761176e-01,-4.336086716155984622e-04,1.855853611965396430e-02
1.135827165433086705e+01,4.313543555136823970e-01,5.364906562281021030e-01,5.364906562281021030e-01,-4.323658879757941165e-04,-2.339550385310466395e-03
1.136227245449089907e+01,4.313526282006586166e-01,5.364920041582483812e-01,5.364920041582483812e-01,-4.311257926390144046e-04,-1.041285667211242633e-02
1.136627325465093108e+01,4.313509058440007093e-01,5.364933507696232340e-01,5.364933507696232340e-01,-4.298883825918642376e-04,-6.635985502876500484e-03
1.137027405481096309e+01,4.313491884329027082e-01,5.364946960567683609e-01,5.364946960567683609e-01,-4.286536548159247673e-04,6.143954489086062530e-03
1.137427485497099511e+01,4.313474759565730787e-01,5.364960400142587682e-01,5.364960400142587682e-01,-4.274216062882529865e-04,-8.262625671744435255e-03
1.137827565513102712e+01,4.313457684042344975e-01,5.364973826367027687e-01,5.364973826367027687e-01,-4.261922339809376403e-04,-1.063639783633112124e-02
1.138227645529105736e+01,4.313440657651243515e-01,5.364987239187422041e-01,5.364987239187422041e-01,-4.249655348614322925e-04,-8.601305542868234802e-03
1.138627725545108937e+01,4.313423680284941275e-01,5.365000638550521117e-01,5.365000638550521117e-01,-4.237415058921945032e-04,1.160961345137034167e-02
1.139027805561112139e+01,4.313406751836099118e-01,5.365014024403410575e-01,5.365014024403410575e-01,-4.225201440311854295e-04,2.018340396020870588e-03
1.139427885577115340e+01,4.313389872197520569e-01,5.365027396693506923e-01,5.365027396693506923e-01,-4.213014462312869579e-04,-3.652289591873570523e-03
1.139827965593118542e+01,4.313373041262154595e-01,5.365040755368561953e-01,5.365040755368561953e-01,-4.200854094409123274e-04,8.067032008803650539e-03
1.140228045609121743e+01,4.313356258923092268e-01,5.365054100376662749e-01,5.365054100376662749e-01,-4.188720306033677510e-04,6.467691397392104705e-03
1.140628125625124945e+01,4.313339525073570102e-01,5.365067431666226128e-01,5.365067431666226128e-01,-4.176613066574075273e-04,-9.949183617277734468e-03
1.141028205641128146e+01,4.313322839606968384e-01,5.365080749186006415e-01,5.365080749186006415e-01,-4.164532345368177069e-04,7.895796998413195933e-03
1.141428285657131347e+01,4.313306202416810620e-01,5.365094052885089893e-01,5.365094052885089893e-01,-4.152478111707491593e-04,2.094891928407261860e-03
1.141828365673134549e+01,4.313289613396764643e-01,5.365107342712894800e-01,5.365107342712894800e-01,-4.140450334833845059e-04,-2.068098449118607046e-02
1.142228445689137750e+01,4.313273072440642619e-01,5.365120618619175774e-01,5.365120618619175774e-01,-4.128448983942434314e-04,-1.202560700523350699e-02
1.142628525705140952e+01,4.313256579442400485e-01,5.365133880554018297e-01,5.365133880554018297e-01,-4.116474028181826839e-04,2.277650768436394364e-03
1.143028605721144153e+01,4.313240134296137951e-01,5.365147128467845361e-01,5.365147128467845361e-01,-4.104525436648687187e-04,4.507203121042221809e-03
1.143428685737147354e+01,4.313223736896099059e-01,5.365160362311409692e-01,5.365160362311409692e-01,-4.092603178394993435e-04,-3.128297064421038318e-03
1.143828765753150556e+01,4.313207387136671622e-01,5.365173582035799305e-01,5.365173582035799305e-01,-4.080707222424428959e-04,-1.015044149172816476e-02
1.144228845769153757e+01,4.313191084912387785e-01,5.365186787592435280e-01,5.365186787592435280e-01,-4.068837537691549766e-04,2.170033941038091666e-03
1.144628925785156959e+01,4.313174830117922354e-01,5.365199978933073988e-01,5.365199978933073988e-01,-4.056994093103172272e-04,-1.835757604804053381e-02
1.145029005801160160e+01,4.313158622648095575e-01,5.365213156009801532e-01,5.365213156009801532e-01,-4.045176857519205971e-04,5.227448798000485994e-03
1.145429085817163362e+01,4.313142462397872023e-01,5.365226318775042635e-01,5.365226318775042635e-01,-4.033385799749877876e-04,-1.757634639265760225e-03
1.145829165833166563e+01,4.313126349262357828e-01,5.365239467181552868e-01,5.365239467181552868e-01,-4.021620888558230522e-04,-5.301100232133080983e-04
1.146229245849169764e+01,4.313110283136806222e-01,5.365252601182420866e-01,5.365252601182420866e-01,-4.009882092660677078e-04,-6.692011355599947371e-03
1.146629325865172966e+01,4.313094263916611437e-01,5.365265720731069443e-01,5.365265720731069443e-01,-3.998169380723115562e-04,7.946931994477289540e-03
1.147029405881176167e+01,4.313078291497314254e-01,5.365278825781255589e-01,5.365278825781255589e-01,-3.986482721364814630e-04,-2.326677982440668313e-02
1.147429485897179369e+01,4.313062365774598117e-01,5.365291916287070473e-01,5.365291916287070473e-01,-3.974822083156748231e-04,-8.809636496361922947e-03
1.147829565913182570e+01,4.313046486644289690e-01,5.365304992202937218e-01,5.365304992202937218e-01,-3.963187434621595617e-04,5.488642519637468645e-03
1.148229645929185772e+01,4.313030654002361630e-01,5.365318053483612015e-01,5.365318053483612015e-01,-3.951578744234296448e-04,-7.173886816507196902e-03
1.148629725945188973e+01,4.313014867744928704e-01,5.365331100084188565e-01,5.365331100084188565e-01,-3.939995980422050792e-04,1.423184261577961629e-02
1.149029805961192174e+01,4.312999127768250562e-01,5.365344131960090301e-01,5.365344131960090301e-01,-3.928439111562376240e-04,3.994846390189758789e-03
1.149429885977195376e+01,4.312983433968731184e-01,5.365357149067074838e-01,5.365357149067074838e-01,-3.916908105986716127e-04,-7.739899970998116718e-03
1.149829965993198577e+01,4.312967786242917767e-01,5.365370151361235074e-01,5.365370151361235074e-01,-3.905402931977941527e-04,1.077879519663870606e-02
1.150230046009201779e+01,4.312952184487501284e-01,5.365383138798995866e-01,5.365383138798995866e-01,-3.893923557769518595e-04,-1.060053567147960793e-03
1.150630126025204980e+01,4.312936628599318145e-01,5.365396111337117357e-01,5.365396111337117357e-01,-3.882469951546896336e-04,5.620623065282421768e-03
1.151030206041208181e+01,4.312921118475346871e-01,5.365409068932690539e-01,5.365409068932690539e-01,-3.871042081450559724e-04,-6.201580525182210160e-03
1.151430286057211383e+01,4.312905654012710865e-01,5.365422011543143910e-01,5.365422011543143910e-01,-3.859639915567703028e-04,-6.027885834173609715e-03
1.151830366073214584e+01,4.312890235108677861e-01,5.365434939126235703e-01,5.365434939126235703e-01,-3.848263421941944262e-04,6.937241815491627592e-03
1.152230446089217786e+01,4.312874861660658810e-01,5.365447851640060550e-01,5.365447851640060550e-01,-3.836912568566386295e-04,9.326636132331500486e-04
1.152630526105220987e+01,4.312859533566209547e-01,5.365460749043043931e-01,5.365460749043043931e-01,-3.825587323386947514e-04,-7.518982306261617204e-03
1.153030606121224189e+01,4.312844250723028572e-01,5.365473631293948831e-01,5.365473631293948831e-01,-3.814287654300696495e-04,-8.720014988260912231e-03
1.153430686137227390e+01,4.312829013028959824e-01,5.365486498351867972e-01,5.365486498351867972e-01,-3.803013529155574446e-04,6.398230161055482729e-03
1.153830766153230591e+01,4.312813820381989904e-01,5.365499350176229365e-01,5.365499350176229365e-01,-3.791764915754003429e-04,1.738645015710296032e-02
1.154230846169233793e+01,4.312798672680250855e-01,5.365512186726796307e-01,5.365512186726796307e-01,-3.780541781847612803e-04,-8.271472414624406189e-03
1.154630926185236994e+01,4.312783569822016827e-01,5.365525007963661830e-01,5.365525007963661830e-01,-3.769344095141125006e-04,6.739011349184804815e-03
1.155031006201240196e+01,4.312768511705707408e-01,5.365537813847255366e-01,5.365537813847255366e-01,-3.758171823291800440e-04,-2.868349204997199670e-02
1.155431086217243397e+01,4.312753498229885962e-01,5.365550604338340523e-01,5.365550604338340523e-01,-3.747024933906661914e-04,-1.364998288573156596e-02
1.155831166233246599e+01,4.312738529293259626e-01,5.365563379398011756e-01,5.365563379398011756e-01,-3.735903394545547762e-04,6.736973830906913853e-03
1.156231246249249800e+01,4.312723604794678756e-01,5.365576138987699917e-01,5.365576138987699917e-01,-3.724807172720279169e-04,1.576129930012707889e-02
1.156631326265253001e+01,4.312708724633139146e-01,5.365588883069166704e-01,5.365588883069166704e-01,-3.713736235893827509e-04,6.961466992241132062e-04
1.157031406281256203e+01,4.312693888707779255e-01,5.365601611604510213e-01,5.365601611604510213e-01,-3.702690551481424563e-04,5.474822935015361859e-03
1.157431486297259404e+01,4.312679096917882426e-01,5.365614324556160497e-01,5.365614324556160497e-01,-3.691670086849729859e-04,2.655993423411227242e-03
1.157831566313262606e+01,4.312664349162875776e-01,5.365627021886880677e-01,5.365627021886880677e-01,-3.680674809318495999e-04,1.006302226694269671e-02
1.158231646329265807e+01,4.312649645342329641e-01,5.365639703559770268e-01,5.365639703559770268e-01,-3.669704686155572659e-04,-1.059647714260676145e-02
1.158631726345269009e+01,4.312634985355959794e-01,5.365652369538258526e-01,5.365652369538258526e-01,-3.658759684584678151e-04,6.394904543979470710e-03
1.159031806361272210e+01,4.312620369103624118e-01,5.365665019786111101e-01,5.365665019786111101e-01,-3.647839771778460527e-04,-4.169034947467661900e-03
1.159431886377275411e+01,4.312605796485326493e-01,5.365677654267426711e-01,5.365677654267426711e-01,-3.636944914862383360e-04,-3.225696153561102755e-03
1.159831966393278613e+01,4.312591267401212902e-01,5.365690272946637140e-01,5.365690272946637140e-01,-3.626075080914170634e-04,7.929474477052237064e-05
1.160232046409281814e+01,4.312576781751574773e-01,5.365702875788508353e-01,5.365702875788508353e-01,-3.615230236960753629e-04,-1.899385178547443286e-03
1.160632126425285016e+01,4.312562339436846748e-01,5.365715462758139376e-01,5.365715462758139376e-01,-3.604410349984377149e-04,-7.453310093240492901e-03
1.161032206441288217e+01,4.312547940357607246e-01,5.365728033820963416e-01,5.365728033820963416e-01,-3.593615386915105514e-04,-2.387798731482255413e-03
1.161432286457291418e+01,4.312533584414579568e-01,5.365740588942745637e-01,5.365740588942745637e-01,-3.582845314637483902e-04,-9.205410790790451159e-03
1.161832366473294620e+01,4.312519271508630236e-01,5.365753128089587598e-01,5.365753128089587598e-01,-3.572100099986930122e-04,1.477060864402492471e-02
1.162232446489297821e+01,4.312505001540770100e-01,5.365765651227922817e-01,5.365765651227922817e-01,-3.561379709749457056e-04,7.056846593560601143e-03
1.162632526505301023e+01,4.312490774412153227e-01,5.365778158324516767e-01,5.365778158324516767e-01,-3.550684110664448223e-04,-3.934841724780484447e-03
1.163032606521304224e+01,4.312476590024078571e-01,5.365790649346472430e-01,5.365790649346472430e-01,-3.540013269421604658e-04,1.586088795027913029e-02
1.163432686537307426e+01,4.312462448277989413e-01,5.365803124261224744e-01,5.365803124261224744e-01,-3.529367152661500029e-04,1.285732226875471208e-02
1.163832766553310627e+01,4.312448349075471143e-01,5.365815583036539493e-01,5.365815583036539493e-01,-3.518745726978633748e-04,4.978131432087004420e-03
1.164232846569313828e+01,4.312434292318255702e-01,5.365828025640519972e-01,5.365828025640519972e-01,-3.508148958917545190e-04,-5.117225931316193854e-03
1.164632926585317030e+01,4.312420277908216582e-01,5.365840452041601427e-01,5.365840452041601427e-01,-3.497576814974479031e-04,2.713811032055061731e-03
1.165033006601320231e+01,4.312406305747372715e-01,5.365852862208551066e-01,5.365852862208551066e-01,-3.487029261597385243e-04,5.821280711008430808e-03
1.165433086617323433e+01,4.312392375737886252e-01,5.365865256110474713e-01,5.365865256110474713e-01,-3.476506265185363986e-04,1.390036974950951618e-02
1.165833166633326634e+01,4.312378487782064229e-01,5.365877633716805706e-01,5.365877633716805706e-01,-3.466007792090053385e-04,-1.605431154347698513e-03
1.166233246649329836e+01,4.312364641782356900e-01,5.365889994997313783e-01,5.365889994997313783e-01,-3.455533808614241753e-04,-5.418792265559899991e-03
1.166633326665333037e+01,4.312350837641358847e-01,5.365902339922103970e-01,5.365902339922103970e-01,-3.445084281011590033e-04,2.282728634367530221e-02
1.167033406681336238e+01,4.312337075261807873e-01,5.365914668461613246e-01,5.365914668461613246e-01,-3.434659175487186911e-04,1.388910635851989261e-02
1.167433486697339440e+01,4.312323354546587217e-01,5.365926980586610551e-01,5.365926980586610551e-01,-3.424258458200046817e-04,3.271974812959549048e-03
