t,E,A,G,dE_dt,dE_dt_noisy
1.449289857971594131e+01,9.357438622378415616e+00,4.061775891050398712e+00,9.125897766413453738e+00,-4.012288801217679390e-01,-3.765161607751653650e-01
1.449889977995598933e+01,9.355029346514728061e+00,4.058550761824668562e+00,9.134768852728203825e+00,-4.017022820343194578e-01,-4.292198296621050901e-01
1.450490098019603735e+01,9.352617233045089407e+00,4.055326706319931418e+00,9.143638854621109147e+00,-4.021746133209082030e-01,-3.464960664311505512e-01
1.451090218043608537e+01,9.350202288373871795e+00,4.052103732647106327e+00,9.152507756985578169e+00,-4.026458732367392823e-01,-3.870947454242283370e-01
1.451690338067613339e+01,9.347784518916864016e+00,4.048881848895057090e+00,9.161375544728413090e+00,-4.031160610475571504e-01,-4.434370732630202316e-01
1.452290458091618142e+01,9.345363931094269105e+00,4.045661063126734014e+00,9.170242202780478635e+00,-4.035851760291075951e-01,-3.926199117266420124e-01
1.452890578115622944e+01,9.342940531330720333e+00,4.042441383379172137e+00,9.179107716096705616e+00,-4.040532174671330745e-01,-3.392774677601706479e-01
1.453490698139627746e+01,9.340514326055270544e+00,4.039222817663493004e+00,9.187972069656085594e+00,-4.045201846573651672e-01,-4.139558636394956581e-01
1.454090818163632548e+01,9.338085321701401043e+00,4.036005373964903775e+00,9.196835248461677992e+00,-4.049860769055231291e-01,-4.580426129640275956e-01
1.454690938187637350e+01,9.335653524707007378e+00,4.032789060242695456e+00,9.205697237540599431e+00,-4.054508935273055670e-01,-4.385237801691324044e-01
1.455291058211642152e+01,9.333218941514418887e+00,4.029573884430247332e+00,9.214558021944039723e+00,-4.059146338483874406e-01,-4.465676837642146291e-01
1.455891178235646954e+01,9.330781578570382706e+00,4.026359854435023422e+00,9.223417586747245878e+00,-4.063772972044136234e-01,-4.654266929432246958e-01
1.456491298259651757e+01,9.328341442326067323e+00,4.023146978138571583e+00,9.232275917049529212e+00,-4.068388829409940177e-01,-4.714631173313038603e-01
1.457091418283656559e+01,9.325898539237071461e+00,4.019935263396527958e+00,9.241132997974267127e+00,-4.072993904137003351e-01,-3.861804079239714027e-01
1.457691538307661361e+01,9.323452875763411640e+00,4.016724718038612529e+00,9.249988814668903103e+00,-4.077588189880582137e-01,-3.522860259872791500e-01
1.458291658331666163e+01,9.321004458369529289e+00,4.013515349868632676e+00,9.258843352304937824e+00,-4.082171680395427771e-01,-4.263113454848642681e-01
1.458891778355670965e+01,9.318553293524288961e+00,4.010307166664478729e+00,9.267696596077941606e+00,-4.086744369535749710e-01,-3.693453233425902926e-01
1.459491898379675767e+01,9.316099387700981893e+00,4.007100176178128415e+00,9.276548531207545523e+00,-4.091306251255167892e-01,-3.637207796360830692e-01
1.460092018403680569e+01,9.313642747377317122e+00,4.003894386135645966e+00,9.285399142937448502e+00,-4.095857319606619473e-01,-3.253876823281826036e-01
1.460692138427685371e+01,9.311183379035432139e+00,4.000689804237180347e+00,9.294248416535408452e+00,-4.100397568742359944e-01,-4.193571614939635150e-01
1.461292258451690174e+01,9.308721289161885792e+00,3.997486438156963917e+00,9.303096337293251139e+00,-4.104926992913892070e-01,-4.279635179076344276e-01
1.461892378475694976e+01,9.306256484247658278e+00,3.994284295543319097e+00,9.311942890526863081e+00,-4.109445586471891509e-01,-3.898822532212316561e-01
1.462492498499699778e+01,9.303788970788158252e+00,3.991083384018649927e+00,9.320788061576198658e+00,-4.113953343866196821e-01,-4.065164935169652272e-01
1.463092618523704580e+01,9.301318755283212170e+00,3.987883711179448731e+00,9.329631835805271223e+00,-4.118450259645722866e-01,-3.967431724500454782e-01
1.463692738547709382e+01,9.298845844237074942e+00,3.984685284596292121e+00,9.338474198602161991e+00,-4.122936328458435273e-01,-3.474657100456819969e-01
1.464292858571714184e+01,9.296370244158421059e+00,3.981488111813843211e+00,9.347315135379012929e+00,-4.127411545051277164e-01,-4.342047025380278980e-01
1.464892978595718986e+01,9.293891961560348136e+00,3.978292200350849406e+00,9.356154631572035640e+00,-4.131875904270136957e-01,-4.023606855498725876e-01
1.465493098619723789e+01,9.291411002960384025e+00,3.975097557700145501e+00,9.364992672641498928e+00,-4.136329401059793964e-01,-4.626949058171747065e-01
1.466093218643728591e+01,9.288927374880470822e+00,3.971904191328650580e+00,9.373829244071737676e+00,-4.140772030463851783e-01,-4.220490360524437601e-01
1.466693338667733393e+01,9.286441083846979083e+00,3.968712108677369788e+00,9.382664331371154631e+00,-4.145203787624691660e-01,-4.481858389933650599e-01
1.467293458691738195e+01,9.283952136390704268e+00,3.965521317161393888e+00,9.391497920072209737e+00,-4.149624667783449183e-01,-4.528395894408211442e-01
1.467893578715742997e+01,9.281460539046859637e+00,3.962331824169899708e+00,9.400329995731432575e+00,-4.154034666279916577e-01,-4.263892020461372834e-01
1.468493698739747799e+01,9.278966298355086906e+00,3.959143637066149246e+00,9.409160543929413478e+00,-4.158433778552526050e-01,-4.381710405545059528e-01
1.469093818763752601e+01,9.276469420859449144e+00,3.955956763187490122e+00,9.417989550270808863e+00,-4.162822000138286516e-01,-3.977033845809210821e-01
1.469693938787757403e+01,9.273969913108432550e+00,3.952771209845356015e+00,9.426817000384335898e+00,-4.167199326672730297e-01,-3.765281562032364859e-01
1.470294058811762206e+01,9.271467781654948226e+00,3.949586984325265338e+00,9.435642879922779613e+00,-4.171565753889869832e-01,-4.917746978644861322e-01
1.470894178835767008e+01,9.268963033056330403e+00,3.946404093886823450e+00,9.444467174562984013e+00,-4.175921277622134387e-01,-3.674241997742215826e-01
1.471494298859771810e+01,9.266455673874334664e+00,3.943222545763719999e+00,9.453289870005864515e+00,-4.180265893800325649e-01,-5.293444421474337025e-01
1.472094418883776612e+01,9.263945710675143275e+00,3.940042347163731584e+00,9.462110951976391959e+00,-4.184599598453569991e-01,-4.060873372439432472e-01
1.472694538907781414e+01,9.261433150029358075e+00,3.936863505268719088e+00,9.470930406223606823e+00,-4.188922387709256290e-01,-3.833775399105206483e-01
1.473294658931786216e+01,9.258917998512009362e+00,3.933686027234630345e+00,9.479748218520610337e+00,-4.193234257792995967e-01,-4.518590770417136304e-01
1.473894778955791018e+01,9.256400262702545234e+00,3.930509920191497919e+00,9.488564374664571588e+00,-4.197535205028553040e-01,-4.312085039144009091e-01
1.474494898979795821e+01,9.253879949184840470e+00,3.927335191243440438e+00,9.497378860476720419e+00,-4.201825225837821920e-01,-4.592711220450705900e-01
1.475095019003800623e+01,9.251357064547192977e+00,3.924161847468661701e+00,9.506191661802349202e+00,-4.206104316740751914e-01,-3.758728840341356570e-01
1.475695139027805425e+01,9.248831615382325566e+00,3.920989895919452017e+00,9.515002764510818167e+00,-4.210372474355301708e-01,-5.796456270205794237e-01
1.476295259051810227e+01,9.246303608287380627e+00,3.917819343622185979e+00,9.523812154495548299e+00,-4.214629695397386078e-01,-4.700232663473877803e-01
1.476895379075815029e+01,9.243773049860779523e+00,3.914650197577511648e+00,9.532619817676893703e+00,-4.218875976671806471e-01,-5.187372289923354307e-01
1.477495499099819831e+01,9.241239946623240442e+00,3.911482464790748015e+00,9.541425740048309123e+00,-4.223111314756539114e-01,-4.128913011939404631e-01
1.478095619123824633e+01,9.238704305102546144e+00,3.908316152304623259e+00,9.550229907561224252e+00,-4.227335706115068481e-01,-3.577726428423534388e-01
1.478695739147829435e+01,9.236166131852133532e+00,3.905151267142797256e+00,9.559032306163654624e+00,-4.231549147341615580e-01,-3.635760511646203286e-01
1.479295859171834238e+01,9.233625433427608442e+00,3.901987816301858203e+00,9.567832921831023185e+00,-4.235751635126261405e-01,-3.901676121332023905e-01
1.479895979195839040e+01,9.231082216386733208e+00,3.898825806751321288e+00,9.576631740566167394e+00,-4.239943166254879214e-01,-4.115829974157699800e-01
1.480496099219843842e+01,9.228536487289440871e+00,3.895665245433628687e+00,9.585428748399335674e+00,-4.244123737609135638e-01,-4.627154587497528948e-01
1.481096219243848644e+01,9.225988252697828074e+00,3.892506139264150011e+00,9.594223931388189186e+00,-4.248293346166414075e-01,-3.639086887014414406e-01
1.481696339267853446e+01,9.223437519176156840e+00,3.889348495131181416e+00,9.603017275617796500e+00,-4.252451988999764732e-01,-3.940794924691182755e-01
1.482296459291858248e+01,9.220884293290851019e+00,3.886192319895947822e+00,9.611808767200644255e+00,-4.256599663277866874e-01,-4.678752541613189764e-01
1.482896579315863050e+01,9.218328581610498063e+00,3.883037620392599365e+00,9.620598392276624722e+00,-4.260736366264978869e-01,-4.900518703616904004e-01
1.483496699339867853e+01,9.215770390705857906e+00,3.879884403428214945e+00,9.629386137013046465e+00,-4.264862095320904878e-01,-4.579200052380950625e-01
1.484096819363872655e+01,9.213209727149845207e+00,3.876732675782799564e+00,9.638171987604623681e+00,-4.268976847900919358e-01,-3.728070344994632856e-01
1.484696939387877457e+01,9.210646597517543555e+00,3.873582444209286546e+00,9.646955930273488633e+00,-4.273080621555739311e-01,-3.647650455642206802e-01
1.485297059411882259e+01,9.208081008386205468e+00,3.870433715433535315e+00,9.655737951269182773e+00,-4.277173413931494306e-01,-3.469275657104873289e-01
1.485897179435887061e+01,9.205512966335239966e+00,3.867286496154333619e+00,9.664518036868656736e+00,-4.281255222769630997e-01,-4.668966478636084605e-01
1.486497299459891863e+01,9.202942477946224997e+00,3.864140793043395306e+00,9.673296173376275675e+00,-4.285326045906905357e-01,-4.465254295346857139e-01
1.487097419483896665e+01,9.200369549802903890e+00,3.860996612745361656e+00,9.682072347123813927e+00,-4.289385881275339374e-01,-3.598033818012066898e-01
1.487697539507901467e+01,9.197794188491181799e+00,3.857853961877802274e+00,9.690846544470460344e+00,-4.293434726902143339e-01,-4.183407149431163652e-01
1.488297659531906270e+01,9.195216400599132811e+00,3.854712847031212419e+00,9.699618751802814742e+00,-4.297472580909696971e-01,-3.915361982660281459e-01
1.488897779555911072e+01,9.192636192716989285e+00,3.851573274769015232e+00,9.708388955534886122e+00,-4.301499441515478361e-01,-4.961973089391126801e-01
1.489497899579915874e+01,9.190053571437154289e+00,3.848435251627561282e+00,9.717157142108096224e+00,-4.305515307032042882e-01,-4.490211310769891551e-01
1.490098019603920676e+01,9.187468543354190942e+00,3.845298784116128576e+00,9.725923297991279526e+00,-4.309520175866956571e-01,-4.317414667071123868e-01
1.490698139627925478e+01,9.184881115064829515e+00,3.842163878716921221e+00,9.734687409680679693e+00,-4.313514046522753942e-01,-4.490472131824750357e-01
1.491298259651930280e+01,9.182291293167965662e+00,3.839030541885071202e+00,9.743449463699956681e+00,-4.317496917596906902e-01,-4.524362252419421582e-01
1.491898379675935082e+01,9.179699084264656861e+00,3.835898780048637935e+00,9.752209446600176079e+00,-4.321468787781749255e-01,-5.137638808452751338e-01
1.492498499699939885e+01,9.177104494958127745e+00,3.832768599608608273e+00,9.760967344959817993e+00,-4.325429655864453382e-01,-3.509877570839893268e-01
1.493098619723944687e+01,9.174507531853764775e+00,3.829640006938894725e+00,9.769723145384775265e+00,-4.329379520726964747e-01,-4.254886871588753894e-01
1.493698739747949489e+01,9.171908201559119789e+00,3.826513008386339010e+00,9.778476834508351700e+00,-4.333318381345969694e-01,-5.059971276903429960e-01
1.494298859771954291e+01,9.169306510683913558e+00,3.823387610270708947e+00,9.787228398991260292e+00,-4.337246236792859921e-01,-3.796869435677056037e-01
1.494898979795959093e+01,9.166702465840025127e+00,3.820263818884699347e+00,9.795977825521626770e+00,-4.341163086233644774e-01,-4.304946089660174335e-01
1.495499099819963895e+01,9.164096073641502471e+00,3.817141640493932897e+00,9.804725100814991379e+00,-4.345068928928946805e-01,-3.983157899915596989e-01
1.496099219843968697e+01,9.161487340704557170e+00,3.814021081336959274e+00,9.813470211614301775e+00,-4.348963764233932938e-01,-4.441044836967947274e-01
1.496699339867973499e+01,9.158876273647562627e+00,3.810902147625255143e+00,9.822213144689920128e+00,-4.352847591598260069e-01,-4.739330264389464142e-01
1.497299459891978302e+01,9.156262879091059403e+00,3.807784845543224606e+00,9.830953886839617795e+00,-4.356720410566053969e-01,-4.730395447021182864e-01
1.497899579915983104e+01,9.153647163657753438e+00,3.804669181248198750e+00,9.839692424888578870e+00,-4.360582220775842677e-01,-4.182566575393014685e-01
1.498499699939987906e+01,9.151029133972514273e+00,3.801555160870436101e+00,9.848428745689400188e+00,-4.364433021960524295e-01,-3.970337212703215490e-01
1.499099819963992708e+01,9.148408796662375053e+00,3.798442790513122613e+00,9.857162836122089544e+00,-4.368272813947299271e-01,-4.116211072146110928e-01
1.499699939987997510e+01,9.145786158356536077e+00,3.795332076252370346e+00,9.865894683094065698e+00,-4.372101596657648193e-01,-4.041698242449202061e-01
1.500300060012002312e+01,9.143161225686357696e+00,3.792223024137220122e+00,9.874624273540156594e+00,-4.375919370107250739e-01,-3.765961440986408948e-01
1.500900180036007114e+01,9.140534005285370966e+00,3.789115640189638867e+00,9.883351594422608244e+00,-4.379726134405987903e-01,-4.226911959965373167e-01
1.501500300060011917e+01,9.137904503789265220e+00,3.786009930404521384e+00,9.892076632731070518e+00,-4.383521889757847623e-01,-3.871465173680301297e-01
1.502100420084016719e+01,9.135272727835900497e+00,3.782905900749688577e+00,9.900799375482611353e+00,-4.387306636460913678e-01,-3.822568577034403114e-01
1.502700540108021521e+01,9.132638684065296886e+00,3.779803557165890115e+00,9.909519809721707873e+00,-4.391080374907286865e-01,-4.232768606793332888e-01
1.503300660132026323e+01,9.130002379118955957e+00,3.776702905567057567e+00,9.918237922520653171e+00,-4.394843105580374942e-01,-4.419845360627623898e-01
1.503900780156031125e+01,9.127363819574670245e+00,3.773603951882409824e+00,9.926953701000453378e+00,-4.398594828736837048e-01,-4.602040594111203586e-01
1.504500900180035927e+01,9.124723011993223665e+00,3.770506702076681815e+00,9.935667132265406210e+00,-4.402335544460117545e-01,-4.989101766106949221e-01
1.505101020204040729e+01,9.122079962962454047e+00,3.767411162088083465e+00,9.944378203422580498e+00,-4.406065252991588910e-01,-5.169151457061319510e-01
1.505701140228045531e+01,9.119434679070304028e+00,3.764317337827512322e+00,9.953086901608690695e+00,-4.409783954661959937e-01,-3.736984984245989017e-01
1.506301260252050334e+01,9.116787166904821049e+00,3.761225235178551340e+00,9.961793213990089768e+00,-4.413491649891272406e-01,-4.403010934741605764e-01
1.506901380276055136e+01,9.114137433054155579e+00,3.758134859997471100e+00,9.970497127762765643e+00,-4.417188339188834467e-01,-4.673777354830251918e-01
1.507501500300059938e+01,9.111485484106562893e+00,3.755046218113227141e+00,9.979198630152351868e+00,-4.420874023153195109e-01,-3.613723405025706659e-01
1.508101620324064740e+01,9.108831326650399518e+00,3.751959315327462186e+00,9.987897708414116948e+00,-4.424548702472081985e-01,-3.919872766602295888e-01
1.508701740348069542e+01,9.106174967274128562e+00,3.748874157414505248e+00,9.996594349832969684e+00,-4.428212377922393639e-01,-4.378686282591928713e-01
1.509301860372074344e+01,9.103516412566316163e+00,3.745790750121371637e+00,1.000528854172346094e+01,-4.431865050370120684e-01,-3.908633126270307789e-01
1.509901980396079146e+01,9.100855669115633262e+00,3.742709099167762066e+00,1.001398027142978009e+01,-4.435506720770328037e-01,-4.509427630038465029e-01
1.510502100420083949e+01,9.098192743510853830e+00,3.739629210246065316e+00,1.002266952632575325e+01,-4.439137390167110508e-01,-4.237326431841926810e-01
1.511102220444088751e+01,9.095527642340856644e+00,3.736551089021355576e+00,1.003135629381484684e+01,-4.442757059693538402e-01,-3.509188908280314600e-01
1.511702340468093553e+01,9.092860372194621732e+00,3.733474741131393326e+00,1.004004056133017109e+01,-4.446365730571629760e-01,-3.893092241072380055e-01
1.512302460492098355e+01,9.090190939661235703e+00,3.730400172186625340e+00,1.004872231633447122e+01,-4.449963404112299292e-01,-4.562132072745767597e-01
1.512902580516103157e+01,9.087519351329888195e+00,3.727327387770185130e+00,1.005740154632013272e+01,-4.453550081715331732e-01,-4.081282313108401949e-01
1.513502700540107959e+01,9.084845613789873653e+00,3.724256393437892498e+00,1.006607823880918140e+01,-4.457125764869322992e-01,-3.840004080921868290e-01
1.514102820564112761e+01,9.082169733630587771e+00,3.721187194718253100e+00,1.007475238135328333e+01,-4.460690455151644640e-01,-4.492309074490301035e-01
1.514702940588117563e+01,9.079491717441534604e+00,3.718119797112460212e+00,1.008342396153373954e+01,-4.464244154228411698e-01,-4.644893692188287182e-01
1.515303060612122366e+01,9.076811571812319457e+00,3.715054206094391631e+00,1.009209296696149849e+01,-4.467786863854434909e-01,-3.500571068779300132e-01
1.515903180636127168e+01,9.074129303332648888e+00,3.711990427110612778e+00,1.010075938527714001e+01,-4.471318585873162998e-01,-4.588466782148541978e-01
1.516503300660131970e+01,9.071444918592337814e+00,3.708928465580375367e+00,1.010942320415088957e+01,-4.474839322216669357e-01,-5.102205695080311854e-01
1.517103420684136772e+01,9.068758424181304179e+00,3.705868326895616960e+00,1.011808441128260760e+01,-4.478349074905602079e-01,-4.372285907122459014e-01
1.517703540708141574e+01,9.066069826689567179e+00,3.702810016420961858e+00,1.012674299440179659e+01,-4.481847846049118456e-01,-3.300510450884520663e-01
1.518303660732146376e+01,9.063379132707252595e+00,3.699753539493720655e+00,1.013539894126759755e+01,-4.485335637844889423e-01,-4.130315407817181650e-01
1.518903780756151178e+01,9.060686348824589231e+00,3.696698901423890238e+00,1.014405223966879355e+01,-4.488812452579014067e-01,-3.966803784139749656e-01
1.519503900780155980e+01,9.057991481631910702e+00,3.693646107494153341e+00,1.015270287742380084e+01,-4.492278292626011860e-01,-5.530037190961170079e-01
1.520104020804160783e+01,9.055294537719653647e+00,3.690595162959879882e+00,1.016135084238068309e+01,-4.495733160448758259e-01,-4.722571404646110915e-01
1.520704140828165585e+01,9.052595523678357736e+00,3.687546073049126072e+00,1.016999612241713891e+01,-4.499177058598444745e-01,-3.843256252662178296e-01
1.521304260852170387e+01,9.049894446098667444e+00,3.684498842962633969e+00,1.017863870544050364e+01,-4.502609989714557726e-01,-4.648966279768471654e-01
1.521904380876175189e+01,9.047191311571332051e+00,3.681453477873831925e+00,1.018727857938776005e+01,-4.506031956524825244e-01,-3.790124605885285547e-01
1.522504500900179991e+01,9.044486126687203864e+00,3.678409982928835475e+00,1.019591573222552228e+01,-4.509442961845163689e-01,-4.211629810433157317e-01
1.523104620924184793e+01,9.041778898037238221e+00,3.675368363246445558e+00,1.020455015195005011e+01,-4.512843008579660031e-01,-4.253384822604406312e-01
1.523704740948189595e+01,9.039069632212495264e+00,3.672328623918150292e+00,1.021318182658723828e+01,-4.516232099720504101e-01,-3.613431802638935597e-01
1.524304860972194398e+01,9.036358335804139941e+00,3.669290770008123204e+00,1.022181074419262536e+01,-4.519610238347988584e-01,-4.707830971939233611e-01
1.524904980996199200e+01,9.033645015403440226e+00,3.666254806553225443e+00,1.023043689285138313e+01,-4.522977427630414660e-01,-4.692593858500597181e-01
1.525505101020204002e+01,9.030929677601768901e+00,3.663220738563003120e+00,1.023906026067833075e+01,-4.526333670824096433e-01,-4.407640846251333899e-01
1.526105221044208804e+01,9.028212328990600000e+00,3.660188571019689530e+00,1.024768083581792233e+01,-4.529678971273295440e-01,-4.354064245781180120e-01
1.526705341068213606e+01,9.025492976161514136e+00,3.657158308878204256e+00,1.025629860644424873e+01,-4.533013332410180674e-01,-5.315210509150164464e-01
1.527305461092218408e+01,9.022771625706194953e+00,3.654129957066152734e+00,1.026491356076104644e+01,-4.536336757754804161e-01,-3.854708863842806754e-01
1.527905581116223210e+01,9.020048284216429124e+00,3.651103520483828024e+00,1.027352568700168867e+01,-4.539649250915035461e-01,-4.358233953267908189e-01
1.528505701140228012e+01,9.017322958284108125e+00,3.648079004004207704e+00,1.028213497342918537e+01,-4.542950815586546121e-01,-4.558588188329869006e-01
1.529105821164232815e+01,9.014595654500945798e+00,3.645056412473159924e+00,1.029074140833626316e+01,-4.546241455551315314e-01,-4.168067496012924367e-01
1.529705941188237617e+01,9.011866379402599492e+00,3.642035750762451229e+00,1.029934498004615762e+01,-4.549521174347911368e-01,-4.679808374510844859e-01
1.530306061212242419e+01,9.009135139498354761e+00,3.639017023780085403e+00,1.030794567687376251e+01,-4.552789975313724646e-01,-3.880996645587028726e-01
1.530906181236247221e+01,9.006401941320490323e+00,3.636000236399200336e+00,1.031654348714912928e+01,-4.556047861960099699e-01,-4.455338705677314715e-01
1.531506301260252023e+01,9.003666791399567160e+00,3.632985393466138024e+00,1.032513839923317889e+01,-4.559294837879566131e-01,-4.130318612436459369e-01
1.532106421284256825e+01,9.000929696264416080e+00,3.629972499800443231e+00,1.033373040151771427e+01,-4.562530906745803083e-01,-4.937306401052194982e-01
1.532706541308261627e+01,8.998190662442146603e+00,3.626961560194863932e+00,1.034231948242540788e+01,-4.565756072313604808e-01,-4.636534280807711461e-01
1.533306661332266430e+01,8.995449696458143407e+00,3.623952579415352648e+00,1.035090563040980882e+01,-4.568970338418844035e-01,-4.315196754273048496e-01
1.533906781356271232e+01,8.992706804836062773e+00,3.620945562201064671e+00,1.035948883395534637e+01,-4.572173708978426454e-01,-4.977533210187632395e-01
1.534506901380276034e+01,8.989961994097843245e+00,3.617940513264358060e+00,1.036806908157731755e+01,-4.575366187990277389e-01,-4.838438020386079952e-01
1.535107021404280836e+01,8.987215270763693198e+00,3.614937437290794975e+00,1.037664636182189781e+01,-4.578547779533296280e-01,-4.538443689585213714e-01
1.535707141428285638e+01,8.984466641352097938e+00,3.611936338939141677e+00,1.038522066326614279e+01,-4.581718487767300063e-01,-3.959676950154615849e-01
1.536307261452290263e+01,8.981716112379819705e+00,3.608937222841368087e+00,1.039379197451797232e+01,-4.584878316933024278e-01,-4.138951749718038364e-01
1.536907381476295065e+01,8.978963690361894123e+00,3.605940093602644225e+00,1.040236028421619530e+01,-4.588027271352072001e-01,-4.070939766447964070e-01
1.537507501500299867e+01,8.976209381811633747e+00,3.602944955801346882e+00,1.041092558103048660e+01,-4.591165355426870542e-01,-4.374739532494768546e-01
1.538107621524304669e+01,8.973453193240626291e+00,3.599951813989056060e+00,1.041948785366139774e+01,-4.594292573640642585e-01,-4.078999020453653590e-01
1.538707741548309471e+01,8.970695131158734625e+00,3.596960672690554528e+00,1.042804709084035508e+01,-4.597408930557370654e-01,-3.763058086094349108e-01
1.539307861572314273e+01,8.967935202074096779e+00,3.593971536403827827e+00,1.043660328132966164e+01,-4.600514430821771583e-01,-4.452693983870895655e-01
1.539907981596319075e+01,8.965173412493127714e+00,3.590984409600065597e+00,1.044515641392249883e+01,-4.603609079159246553e-01,-4.322500490082128444e-01
1.540508101620323878e+01,8.962409768920515774e+00,3.587999296723662024e+00,1.045370647744291759e+01,-4.606692880375850008e-01,-4.251654860967789551e-01
1.541108221644328680e+01,8.959644277859226236e+00,3.585016202192212287e+00,1.046225346074584728e+01,-4.609765839358261896e-01,-5.547777820815389394e-01
1.541708341668333482e+01,8.956876945810499535e+00,3.582035130396516998e+00,1.047079735271709033e+01,-4.612827961073747707e-01,-4.600244388548025976e-01
1.542308461692338284e+01,8.954107779273851264e+00,3.579056085700579981e+00,1.047933814227332761e+01,-4.615879250570116277e-01,-4.345046731999175904e-01
1.542908581716343086e+01,8.951336784747072173e+00,3.576079072441606943e+00,1.048787581836211480e+01,-4.618919712975705361e-01,-4.180526747970695900e-01
1.543508701740347888e+01,8.948563968726228168e+00,3.573104094930009467e+00,1.049641036996188070e+01,-4.621949353499318347e-01,-4.721465954967494771e-01
1.544108821764352690e+01,8.945789337705663868e+00,3.570131157449400128e+00,1.050494178608192897e+01,-4.624968177430217597e-01,-4.076838062800933749e-01
1.544708941788357492e+01,8.943012898177993719e+00,3.567160264256596491e+00,1.051347005576244165e+01,-4.627976190138066714e-01,-4.887925745866228411e-01
1.545309061812362295e+01,8.940234656634114430e+00,3.564191419581619336e+00,1.052199516807447388e+01,-4.630973397072922770e-01,-4.659595858338574370e-01
1.545909181836367097e+01,8.937454619563190761e+00,3.561224627627693096e+00,1.053051711211995745e+01,-4.633959803765157481e-01,-3.733609599388572620e-01
1.546509301860371899e+01,8.934672793452667960e+00,3.558259892571244087e+00,1.053903587703169720e+01,-4.636935415825470530e-01,-5.253834625316595730e-01
1.547109421884376701e+01,8.931889184788264657e+00,3.555297218561904060e+00,1.054755145197337640e+01,-4.639900238944826283e-01,-4.622120460565344868e-01
1.547709541908381503e+01,8.929103800053978190e+00,3.552336609722506644e+00,1.055606382613955141e+01,-4.642854278894437137e-01,-4.660515622469038055e-01
1.548309661932386305e+01,8.926316645732077504e+00,3.549378070149090458e+00,1.056457298875565343e+01,-4.645797541525701346e-01,-4.635892533250965952e-01
1.548909781956391107e+01,8.923527728303106699e+00,3.546421603910896447e+00,1.057307892907799030e+01,-4.648730032770194143e-01,-4.861411382449511431e-01
1.549509901980395910e+01,8.920737054245888586e+00,3.543467215050368768e+00,1.058158163639374472e+01,-4.651651758639626655e-01,-4.273930759417924885e-01
1.550110022004400712e+01,8.917944630037519360e+00,3.540514907583156123e+00,1.059008110002097425e+01,-4.654562725225810382e-01,-5.137465402299692396e-01
1.550710142028405514e+01,8.915150462153370370e+00,3.537564685498109984e+00,1.059857730930861308e+01,-4.657462938700612787e-01,-5.266829828161133653e-01
1.551310262052410316e+01,8.912354557067091676e+00,3.534616552757284591e+00,1.060707025363647027e+01,-4.660352405315952851e-01,-4.370506219083616917e-01
1.551910382076415118e+01,8.909556921250603168e+00,3.531670513295939173e+00,1.061555992241522794e+01,-4.663231131403712260e-01,-5.210316429544357142e-01
1.552510502100419920e+01,8.906757561174103444e+00,3.528726571022535285e+00,1.062404630508644487e+01,-4.666099123375759827e-01,-4.431201695225673309e-01
1.553110622124424722e+01,8.903956483306069813e+00,3.525784729818738139e+00,1.063252939112255824e+01,-4.668956387723895984e-01,-4.611579430135093749e-01
1.553710742148429524e+01,8.901153694113249415e+00,3.522844993539416603e+00,1.064100917002687474e+01,-4.671802931019792826e-01,-4.968765603469794123e-01
1.554310862172434327e+01,8.898349200060664543e+00,3.519907366012642314e+00,1.064948563133357951e+01,-4.674638759914988562e-01,-4.802210147666827189e-01
1.554910982196439129e+01,8.895543007570237748e+00,3.516971851090973100e+00,1.065795876459616842e+01,-4.677463880856326250e-01,-4.683156689381437476e-01
1.555511102220443931e+01,8.892735123022008636e+00,3.514038452676103041e+00,1.066642855936178513e+01,-4.680278300004193648e-01,-4.413262212257565986e-01
1.556111222244448733e+01,8.889925552817064869e+00,3.511107174627722483e+00,1.067489500520190049e+01,-4.683082023710638531e-01,-4.957368672424658507e-01
1.556711342268453535e+01,8.887114303353191858e+00,3.508178020779832540e+00,1.068335809171924922e+01,-4.685875058399701087e-01,-4.750384896738799601e-01
1.557311462292458337e+01,8.884301381024876321e+00,3.505250994940751319e+00,1.069181780854782993e+01,-4.688657410567356187e-01,-5.365078913559353513e-01
1.557911582316463139e+01,8.881486792223295623e+00,3.502326100893114802e+00,1.070027414535290333e+01,-4.691429086781470081e-01,-4.790481476330475941e-01
1.558511702340467941e+01,8.878670543336330212e+00,3.499403342393874627e+00,1.070872709183099580e+01,-4.694190093681793741e-01,-5.615849105959145326e-01
1.559111822364472744e+01,8.875852640748554734e+00,3.496482723174299423e+00,1.071717663770989759e+01,-4.696940437979921779e-01,-4.684372283676039306e-01
1.559711942388477546e+01,8.873033090841239812e+00,3.493564246939976137e+00,1.072562277274866460e+01,-4.699680126459261365e-01,-4.893029843008923629e-01
1.560312062412482348e+01,8.870211899992355598e+00,3.490647917370806486e+00,1.073406548673761485e+01,-4.702409165975016681e-01,-3.623813004497988821e-01
1.560912182436487150e+01,8.867389074576568220e+00,3.487733738121011395e+00,1.074250476949833022e+01,-4.705127563454142292e-01,-4.031513659507701131e-01
1.561512302460491952e+01,8.864564620965239783e+00,3.484821712819127004e+00,1.075094061088365649e+01,-4.707835325895323164e-01,-4.752302627779529942e-01
