t,N,P,R,dN_dt,dN_dt_noisy
1.018603720744148831e+02,8.181803751412026315e+01,1.088276347894711754e-01,1.566648929994495898e+00,1.147584781286030164e+01,1.183867840815455708e+01
1.019003800760152103e+02,8.227245451656388298e+01,1.091664418433997419e-01,1.582439508701267927e+00,1.124072773870094544e+01,1.120945299321429900e+01
1.019403880776155233e+02,8.271749650844593305e+01,1.095086950516432900e-01,1.598207663766838538e+00,1.100721581919026448e+01,1.176356373826704704e+01
1.019803960792158506e+02,8.315323121762510539e+01,1.098543808075352068e-01,1.613951975477297962e+00,1.077547606171505379e+01,1.051490166138918703e+01
1.020204040808161636e+02,8.357973273442308937e+01,1.102034860584132359e-01,1.629671070914742836e+00,1.054566299119282391e+01,1.188924965064621553e+01
1.020604120824164909e+02,8.399708105380264556e+01,1.105559983021092707e-01,1.645363618364694025e+00,1.031792178745913802e+01,1.051934010002470821e+01
1.021004200840168039e+02,8.440536151258463349e+01,1.109119055723162273e-01,1.661028325947127904e+00,1.009238851173412144e+01,1.095034096262033430e+01
1.021404280856171312e+02,8.480466478944924802e+01,1.112711964385890012e-01,1.676663941616521880e+00,9.869190052084373832e+00,9.119639063471590035e+00
1.021804360872174442e+02,8.519508690493486824e+01,1.116338600063435244e-01,1.692269253161808429e+00,9.648444079277632923e+00,9.506887662289420504e+00
1.022204440888177714e+02,8.557672853801173574e+01,1.119998858965555871e-01,1.707843088110873042e+00,9.430259403040649246e+00,9.937806571332240324e+00
1.022604520904180845e+02,8.594969409061806687e+01,1.123692642172930689e-01,1.723384316233065761e+00,9.214736508039553797e+00,8.404017505621142803e+00
1.023004600920184117e+02,8.631409195530504519e+01,1.127419855758605011e-01,1.738891845981011652e+00,9.001967429427061518e+00,8.475823764635457280e+00
1.023404680936187248e+02,8.667003377425719179e+01,1.131180410589103513e-01,1.754364621521503409e+00,8.792036218842872231e+00,8.872244398739036697e+00
1.023804760952190520e+02,8.701763443293830846e+01,1.134974222322617521e-01,1.769801622724458623e+00,8.585019004951583099e+00,9.829102080176951972e+00
1.024204840968193650e+02,8.735701206009053976e+01,1.138801211408993486e-01,1.785201865162877377e+00,8.380984054933247052e+00,9.272837189363219323e+00
1.024604920984196923e+02,8.768828757388344286e+01,1.142661302949399271e-01,1.800564399882569333e+00,8.179992114813211757e+00,9.214167124621427618e+00
1.025005001000200053e+02,8.801158370010205090e+01,1.146554426406148353e-01,1.815888315320489887e+00,7.982097090045225940e+00,8.414948735909430155e+00
1.025405081016203326e+02,8.832702529267717750e+01,1.150480515713410007e-01,1.831172734682987358e+00,7.787345957844103772e+00,8.817933064218081540e+00
1.025805161032206456e+02,8.863473876461164025e+01,1.154439509097924393e-01,1.846416812641914040e+00,7.595779222625179017e+00,9.264480911551220998e+00
1.026205241048209729e+02,8.893485207318806829e+01,1.158431349074371536e-01,1.861619735297007194e+00,7.407431043017967731e+00,7.703071936919719143e+00
1.026605321064212859e+02,8.922749471996800708e+01,1.162455982445360497e-01,1.876780720175845962e+00,7.222329350302403306e+00,7.784546528456639081e+00
1.027005401080216132e+02,8.951279736852006863e+01,1.166513360172854591e-01,1.891899015957140717e+00,7.040496209396950533e+00,7.750572248213071447e+00
1.027405481096219262e+02,8.979089102088003926e+01,1.170603437134587615e-01,1.906973904148755894e+00,6.861948471844780073e+00,4.985924508930525967e+00
1.027805561112222534e+02,9.006190730998700644e+01,1.174726172207307129e-01,1.922004696530799972e+00,6.686697732178179088e+00,6.711864877229622550e+00
1.028205641128225665e+02,9.032597812556350902e+01,1.178881528112960125e-01,1.936990732157196193e+00,6.514750706013633597e+00,7.056415743155514342e+00
1.028605721144228937e+02,9.058323560577925093e+01,1.183069471415660878e-01,1.951931377328500972e+00,6.346109377491377046e+00,7.222895307501395301e+00
1.029005801160232068e+02,9.083381213725031955e+01,1.187289972521678449e-01,1.966826025591861704e+00,6.180771139107867462e+00,5.981737936171515280e+00
1.029405881176235340e+02,9.107784001073063962e+01,1.191543005549347695e-01,1.981674097437920556e+00,6.018729156098243216e+00,7.114989385356810914e+00
1.029805961192238470e+02,9.131545077764941709e+01,1.195828548140027425e-01,1.996475041890312552e+00,5.859972934559480429e+00,5.340073823103156592e+00
1.030206041208241743e+02,9.154677552786448302e+01,1.200146581514200811e-01,2.011228333793549705e+00,5.704488286895360361e+00,5.647243364364057605e+00
1.030606121224244873e+02,9.177194467484176243e+01,1.204497090342633581e-01,2.025933471300225275e+00,5.552257617498715270e+00,7.352958026251884327e+00
1.031006201240248146e+02,9.199108795326833388e+01,1.208880062745318618e-01,2.040589975861282657e+00,5.403260066394160788e+00,4.169461647411909944e+00
1.031406281256251276e+02,9.220433441905180416e+01,1.213295490291463330e-01,2.055197392225973640e+00,5.257471647619825994e+00,5.293031204378789489e+00
1.031806361272254549e+02,9.241181215775655744e+01,1.217743367871711030e-01,2.069755288130953552e+00,5.114865582357753127e+00,5.079542895208551734e+00
1.032206441288257679e+02,9.261364777850101859e+01,1.222223693552604434e-01,2.084263255813276761e+00,4.975412780763477372e+00,4.995222797312948160e+00
1.032606521304260951e+02,9.280996669801598387e+01,1.226736468613438547e-01,2.098720909288796399e+00,4.839081786757801318e+00,4.413719087399166519e+00
1.033006601320264082e+02,9.300089304258489165e+01,1.231281697437945910e-01,2.113127882236845334e+00,4.705838976697771514e+00,5.461280975141175276e+00
1.033406681336267354e+02,9.318654964755933179e+01,1.235859387514025576e-01,2.127483827997656896e+00,4.575648688102571526e+00,3.609843333954807942e+00
1.033806761352270485e+02,9.336705805735854824e+01,1.240469549433730750e-01,2.141788419572324020e+00,4.448473343951759418e+00,3.229739565030717685e+00
1.034206841368273757e+02,9.354253831531264041e+01,1.245112196781637537e-01,2.156041349326321743e+00,4.324273719787089298e+00,4.903966092251761388e+00
1.034606921384276887e+02,9.371310852905367028e+01,1.249787346006684535e-01,2.170242330366867201e+00,4.203009367708181898e+00,3.108838771426891689e+00
1.035007001400280160e+02,9.387888517011533906e+01,1.254495016458250789e-01,2.184391094140291312e+00,4.084638526429970717e+00,4.554433382730143975e+00
1.035407081416283290e+02,9.403998306246819539e+01,1.259235230288329455e-01,2.198487388468699955e+00,3.969118242010764241e+00,4.083872157188369378e+00
1.035807161432286563e+02,9.419651538215461528e+01,1.264008012451223739e-01,2.212530977546959932e+00,3.856404476831078565e+00,3.262479131931075749e+00
1.036207241448289693e+02,9.434859365728830483e+01,1.268813390703534549e-01,2.226521641942659446e+00,3.746452214397174796e+00,3.491309438893497763e+00
1.036607321464292966e+02,9.449632765369929643e+01,1.273651395524453833e-01,2.240459178341594360e+00,3.639215641970081627e+00,3.627830024919858953e+00
1.037007401480296096e+02,9.463982497519373283e+01,1.278522059977267589e-01,2.254343400668859854e+00,3.534648535405656045e+00,4.068680710898910924e+00
1.037407481496299368e+02,9.477919134080163133e+01,1.283425419762922182e-01,2.268174138429556841e+00,3.432704159336791072e+00,2.884130861908751342e+00
1.037807561512302499e+02,9.491453066216402590e+01,1.288361513123423008e-01,2.281951234593925459e+00,3.333335303775087244e+00,3.204315627096890218e+00
1.038207641528305771e+02,9.504594504262647092e+01,1.293330380840106708e-01,2.295674545578757275e+00,3.236494372642216177e+00,1.883651366658221304e+00
1.038607721544308902e+02,9.517353477723860067e+01,1.298332066233627291e-01,2.309343941247359311e+00,3.142133468217146230e+00,2.944028689119134956e+00
1.039007801560312174e+02,9.529739831688021923e+01,1.303366615123908168e-01,2.322959304735606967e+00,3.050204498325978175e+00,1.206886473771275892e+00
1.039407881576315305e+02,9.541763193879087623e+01,1.308434075674618779e-01,2.336520533115744147e+00,2.960659494622927657e+00,2.985795803230692158e+00
1.039807961592318577e+02,9.553432989172624445e+01,1.313534498459719146e-01,2.350027536931305505e+00,2.873450584695049770e+00,2.486751151595724796e+00
1.040208041608321707e+02,9.564758459749137387e+01,1.318667936372848737e-01,2.363480237710995358e+00,2.788529918037883526e+00,4.945722240991939245e+00
1.040608121624324980e+02,9.575748665311166974e+01,1.323834444618929296e-01,2.376878567861413938e+00,2.705849733066630680e+00,4.053077540959513669e+00
1.041008201640328110e+02,9.586412483083252312e+01,1.329034080714148469e-01,2.390222470667020538e+00,2.625362422854154776e+00,2.536427819085741220e+00
1.041408281656331383e+02,9.596758607667321428e+01,1.334266904477644233e-01,2.403511900234947873e+00,2.547020599187868051e+00,3.553281627506841289e+00
1.041808361672334513e+02,9.606795533907551032e+01,1.339532977891469967e-01,2.416746821524106359e+00,2.470777279570456120e+00,2.810747393426074048e+00
1.042208441688337786e+02,9.616531546169962041e+01,1.344832365132545282e-01,2.429927211216657224e+00,2.396586025687947430e+00,1.304048632046550527e+00
1.042608521704340916e+02,9.625974750977889016e+01,1.350165132521067013e-01,2.443053055110280702e+00,2.324400758609436846e+00,-4.627573867725010004e-02
1.043008601720344046e+02,9.635133080629455549e+01,1.355531348491826327e-01,2.456124347654063733e+00,2.254175784233686475e+00,3.411655761317399005e+00
1.043408681736347319e+02,9.644014293197575682e+01,1.360931083594203728e-01,2.469141091948481304e+00,2.185865843084058735e+00,2.622599770745638992e+00
1.043808761752350449e+02,9.652625972529936860e+01,1.366364410492162396e-01,2.482103299745387126e+00,2.119426157931378452e+00,2.110781476554322023e-01
1.044208841768353722e+02,9.660975526323441898e+01,1.371831403908439495e-01,2.495010991262712530e+00,2.054812493737480317e+00,2.735052677451542458e+00
1.044608921784356852e+02,9.669070163015392438e+01,1.377332140532817883e-01,2.507864196066715401e+00,1.991981374372818081e+00,2.946953789649713329e+00
1.045009001800360124e+02,9.676916912170712237e+01,1.382866699073322103e-01,2.520662952040988447e+00,1.930889972790711173e+00,1.288562928582721145e+00
1.045409081816363255e+02,9.684522643512931950e+01,1.388435160185502726e-01,2.533407303829706247e+00,1.871496007922512916e+00,2.700207332534835913e+00
1.045809161832366527e+02,9.691894067053435435e+01,1.394037606470994450e-01,2.546097302821875186e+00,1.813757780599272174e+00,1.327368196945066803e-01
1.046209241848369658e+02,9.699037733091442703e+01,1.399674122477501392e-01,2.558733007151298366e+00,1.757634208778835028e+00,1.575645085128996703e+00
1.046609321864372930e+02,9.705960032347347521e+01,1.405344794697013788e-01,2.571314481682613007e+00,1.703084860168251558e+00,1.774062027435566291e+00
1.047009401880376060e+02,9.712667191964412439e+01,1.411049711467957379e-01,2.583841797891626157e+00,1.650070014566640708e+00,2.466634817486101028e+00
1.047409481896379333e+02,9.719165257175799866e+01,1.416788962980393418e-01,2.596315034897703100e+00,1.598550833434050578e+00,2.030717650857767786e+00
1.047809561912382463e+02,9.725460122871227497e+01,1.422562641262571370e-01,2.608734277571267413e+00,1.548489150936085634e+00,1.803896405515245327e+00
1.048209641928385736e+02,9.731557542173052866e+01,1.428370840145649356e-01,2.621099615914666003e+00,1.499847436137095702e+00,2.087666579675419243e+00
1.048609721944388866e+02,9.737463126436247762e+01,1.434213655263677500e-01,2.633411145062131808e+00,1.452588818582518204e+00,8.305913156508322182e-01
1.049009801960392139e+02,9.743182345248420972e+01,1.440091184053613194e-01,2.645668965279818874e+00,1.406677112694558751e+00,2.915506880699851422e+00
1.049409881976395269e+02,9.748720526836507361e+01,1.446003525750595153e-01,2.657873181934184093e+00,1.362076837930530582e+00,1.052138552719727560e+00
1.049809961992398541e+02,9.754082854222751564e+01,1.451950781291453940e-01,2.670023905503541073e+00,1.318753270272532419e+00,2.142121641312798808e+00
1.050210042008401672e+02,9.759274350912593832e+01,1.457933053345311647e-01,2.682121252388129928e+00,1.276672572713387632e+00,1.302022603335385886e+00
1.050610122024404944e+02,9.764299911967550827e+01,1.463950446286841900e-01,2.694165343143835933e+00,1.235801578610665086e+00,1.018360845495232647e+00
1.051010202040408075e+02,9.769164309956275360e+01,1.470003066173262707e-01,2.706156302111002887e+00,1.196107764705915510e+00,1.809618085135235033e+00
1.051410282056411347e+02,9.773872194954567760e+01,1.476091020744354221e-01,2.718094257414464643e+00,1.157559268548257414e+00,1.631424191045398153e+00
1.051810362072414478e+02,9.778428094545367344e+01,1.482214419422440421e-01,2.729979340963513135e+00,1.120124905090890799e+00,2.490268094636497231e+00
1.052210442088417750e+02,9.782836414016473725e+01,1.488373373310881709e-01,2.741811688440519035e+00,1.083774180975666024e+00,2.184688529739944762e+00
1.052610522104420880e+02,9.787101436546370792e+01,1.494567995116510006e-01,2.753591439231656057e+00,1.048477308167897970e+00,5.082319621698824230e-01
1.053010602120424153e+02,9.791227306186894452e+01,1.500798399161343000e-01,2.765318737299959917e+00,1.014205349024174918e+00,1.542213920915948222e+00
1.053410682136427283e+02,9.795218055014521497e+01,1.507064701377336391e-01,2.776993729751064510e+00,9.809300215892471364e-01,1.110164540673985512e+00
1.053810762152430556e+02,9.799077611732171533e+01,1.513367019279296399e-01,2.788616566364438665e+00,9.486236459492244366e-01,1.803079426567790744e-01
1.054210842168433686e+02,9.802809801669198464e+01,1.519705471964863108e-01,2.800187399593356385e+00,9.172591559155438556e-01,-1.558931147715536536e-01
1.054610922184436959e+02,9.806418346781393325e+01,1.526080180114527951e-01,2.811706384564927941e+00,8.868101101439652689e-01,1.168067682561616749e+00
1.055011002200440089e+02,9.809906865650984287e+01,1.532491265991615115e-01,2.823173679080067000e+00,8.572507027109430577e-01,3.488550714849589784e-01
1.055411082216443361e+02,9.813278875593331918e+01,1.538938853411384311e-01,2.834589443518657159e+00,8.285557569158278346e-01,-5.316492894460113083e-01
1.055811162232446492e+02,9.816537780933427371e+01,1.545423067684437990e-01,2.845953841433209064e+00,8.007008253826155553e-01,7.318051861528911406e-01
1.056211242248449764e+02,9.819686880398266737e+01,1.551944035666236454e-01,2.857267039144514520e+00,7.736621422107223811e-01,1.020068770337422048e+00
1.056611322264452895e+02,9.822729386998152279e+01,1.558501885715549151e-01,2.868529204760755125e+00,7.474164778406435783e-01,8.718793136864353421e-01
1.057011402280456167e+02,9.825668428350955708e+01,1.565096747693019430e-01,2.879740508161854784e+00,7.219411442806049628e-01,-4.577898549902121861e-01
1.057411482296459297e+02,9.828507046682112502e+01,1.571728752961146502e-01,2.890901120999446405e+00,6.972140024560177229e-01,1.418075084474691439e-01
1.057811562312462570e+02,9.831248198824623330e+01,1.578398034384303483e-01,2.902011216696906093e+00,6.732134691955348194e-01,2.065201683403484090e+00
1.058211642328465700e+02,9.833894756333393161e+01,1.585104726328112335e-01,2.913070970444651575e+00,6.499185229817814324e-01,-9.648523456502178242e-02
1.058611722344468973e+02,9.836449507985715002e+01,1.591848964604074823e-01,2.924080559151405190e+00,6.273086908737787182e-01,3.232376888103885015e-01
1.059011802360472103e+02,9.838915144095615517e+01,1.598630886473310642e-01,2.935040162174071821e+00,6.053641761973451718e-01,2.931641644321057782e+00
1.059411882376475376e+02,9.841294276901257376e+01,1.605450630656299338e-01,2.945949960320278560e+00,5.840657061317595655e-01,9.537001106637423842e-01
1.059811962392478506e+02,9.843589449501141075e+01,1.612308337311503248e-01,2.956810135448789012e+00,5.633944675086761666e-01,8.211270401639580996e-02
1.060212042408481778e+02,9.845803135854104937e+01,1.619204148035389423e-01,2.967620870469533045e+00,5.433321116103345672e-01,-1.380735627954504885e+00
1.060612122424484909e+02,9.847937740779329374e+01,1.626138205862406871e-01,2.978382349343576596e+00,5.238607587284768163e-01,8.512701375450895114e-01
1.061012202440488181e+02,9.849995599956332626e+01,1.633110655265009314e-01,2.989094757083152754e+00,5.049630024934257388e-01,-8.659627411268184805e-01
1.061412282456491312e+02,9.851978980040846068e+01,1.640121642153105908e-01,2.999758279747550826e+00,4.866219130810478521e-01,4.781985761295773907e-01
1.061812362472494584e+02,9.853890081454353833e+01,1.647171313827242300e-01,3.010373104419190593e+00,4.688210194046883439e-01,-3.817446438670664133e-01
1.062212442488497715e+02,9.855731023744850461e+01,1.654259818980963193e-01,3.020939419848207130e+00,4.515444268085556656e-01,-1.206696396745499111e+00
1.062612522504500987e+02,9.857503863421540302e+01,1.661387307713959038e-01,3.031457415604358996e+00,4.347766817480895885e-01,2.101064607556976327e+00
1.063012602520504117e+02,9.859210602083656738e+01,1.668553931515772693e-01,3.041927281744081224e+00,4.185027116436325079e-01,3.251367458298707880e-01
1.063412682536507390e+02,9.860853186420457916e+01,1.675759843265820226e-01,3.052349208810514192e+00,4.027078278212590234e-01,1.333585709270063813e+00
1.063812762552510520e+02,9.862433508211231015e+01,1.683005197233370387e-01,3.062723387833476085e+00,3.873777283046175857e-01,1.137253877941580393e+00
1.064212842568513793e+02,9.863953404325286556e+01,1.690290149077564585e-01,3.073050010329489101e+00,3.724985004638796671e-01,-3.476155972992880372e-01
1.064612922584516923e+02,9.865414656721962672e+01,1.697614855847396631e-01,3.083329268301753245e+00,3.580566235273370257e-01,4.563910549494381574e-01
1.065013002600520196e+02,9.866818994658734709e+01,1.704979475965343882e-01,3.093561354199480196e+00,3.440389537260920561e-01,-4.124403087820915914e-03
1.065413082616523326e+02,9.868168087359555329e+01,1.712384169188225502e-01,3.103746461342868468e+00,3.304327838062337541e-01,1.302643964234615037e+00
1.065813162632526598e+02,9.869463545383565872e+01,1.719829096644731048e-01,3.113884783728746442e+00,3.172258345101507393e-01,7.551876560856232157e-01
1.066213242648529729e+02,9.870706936159439238e+01,1.727314420820799945e-01,3.123976515420443523e+00,3.044061352341410620e-01,-4.309969772680327660e-02
1.066613322664533001e+02,9.871899784330611283e+01,1.734840305558743301e-01,3.134021850536166998e+00,2.919620231140350741e-01,1.956821191776921154e+00
1.067013402680536132e+02,9.873043571755279402e+01,1.742406916057223087e-01,3.144020983248972723e+00,2.798821447140344976e-01,8.045463602076279308e-01
1.067413482696539404e+02,9.874139737506408210e+01,1.750014418871272681e-01,3.153974107786794434e+00,2.681554576278221136e-01,7.355280739607022999e-01
1.067813562712542534e+02,9.875189677871721017e+01,1.757662981912276878e-01,3.163881418432413550e+00,2.567712319956688694e-01,-5.207752803037910549e-01
1.068213642728545807e+02,9.876194746356028986e+01,1.765352774447986883e-01,3.173743109523426753e+00,2.457190519225274095e-01,6.579708210067463092e-01
1.068613722744548937e+02,9.877156256588618533e+01,1.773083967080313350e-01,3.183559375443195449e+00,2.349887940929586971e-01,-1.224959841225905954e+00
1.069013802760552210e+02,9.878075471184827450e+01,1.780856731726583042e-01,3.193330411100899990e+00,2.245707162278065550e-01,6.910000398836151358e-01
1.069413882776555340e+02,9.878953611180791938e+01,1.788671241645878318e-01,3.203056411446793650e+00,2.144553844855183744e-01,-7.166223661652568744e-01
1.069813962792558613e+02,9.879791864910826860e+01,1.796527671433921225e-01,3.212737571165414252e+00,2.046336050837490594e-01,3.919054663884340983e-01
1.070214042808561743e+02,9.880591388007421472e+01,1.804426197023051293e-01,3.222374084675557526e+00,1.950964253084875866e-01,-7.864822545620864247e-02
1.070614122824565015e+02,9.881353303401245114e+01,1.812366995682248572e-01,3.231966146130303308e+00,1.858351344700216456e-01,4.176459962379912572e-01
1.071014202840568146e+02,9.882078701321142944e+01,1.820350246017110873e-01,3.241513949416989782e+00,1.768412648081740812e-01,5.373428844344069200e-01
1.071414282856571418e+02,9.882768639294138779e+01,1.828376127969876530e-01,3.251017688157239682e+00,1.681065923486257940e-01,1.128615015468833610e-01
1.071814362872574549e+02,9.883424142145430835e+01,1.836444822819401079e-01,3.260477555706933206e+00,1.596231377123887851e-01,1.053609509480093465e-01
1.072214442888577821e+02,9.884046203995707458e+01,1.844556513174335222e-01,3.269893745148634512e+00,1.513831512284891101e-01,-1.335418731748880816e+00
1.072614522904580951e+02,9.884635782023669037e+01,1.852711382943011964e-01,3.279266449642179726e+00,1.433791625529141633e-01,-1.754537753190074323e+00
1.073014602920584224e+02,9.885193797276950534e+01,1.860909617354529200e-01,3.288595862230204059e+00,1.356039750046701409e-01,1.397193038709143575e+00
1.073414682936587354e+02,9.885721146106689616e+01,1.869151402968091680e-01,3.297882175465745025e+00,1.280505765606994029e-01,7.020342701745978520e-01
1.073814762952590627e+02,9.886218700360370804e+01,1.877436927672977984e-01,3.307125581407530213e+00,1.207121389080271223e-01,-1.358437271169838478e+00
1.074214842968593757e+02,9.886687307381825462e+01,1.885766380688515820e-01,3.316326271619947974e+00,1.135820179770025140e-01,2.022785897521721665e+00
1.074614922984597030e+02,9.887127790011227546e+01,1.894139952564106166e-01,3.325484437173078067e+00,1.066537544453148856e-01,-6.077419912863991636e-01
1.075015003000600160e+02,9.887540946585103541e+01,1.902557835179199963e-01,3.334600268642661458e+00,9.992107421400209244e-02,6.108836387608632679e-01
1.075415083016603432e+02,9.887927550936323939e+01,1.911020221743320591e-01,3.343673956110127854e+00,9.337788885668873995e-02,5.186087988446699271e-01
1.075815163032606563e+02,9.888288352443221640e+01,1.919527306796122712e-01,3.352705689161850522e+00,8.701829565763241625e-02,1.955743129019415771e-01
1.076215243048609835e+02,9.888624078401745976e+01,1.928079286204303633e-01,3.361695656943118671e+00,8.083655939902545384e-02,6.893064700080566709e-01
1.076615323064612966e+02,9.888935424324954226e+01,1.936676357128292447e-01,3.370644048477050791e+00,7.482718886141848103e-02,-1.299093414625251519e+00
1.077015403080616238e+02,9.889223062409733700e+01,1.945318718051841922e-01,3.379551052278135792e+00,6.898487074320058809e-02,3.284424723320693296e-02
1.077415483096619369e+02,9.889487646870453830e+01,1.954006568795015053e-01,3.388416856212840944e+00,6.330442812257386365e-02,-1.907502741941760060e-01
1.077815563112622641e+02,9.889729813938963332e+01,1.962740110514209491e-01,3.397241647499639861e+00,5.778082075002477502e-02,1.453440431321816328e-01
1.078215643128625771e+02,9.889950181864591627e+01,1.971519545702132836e-01,3.406025612708987182e+00,5.240914532429685746e-02,-2.217678867173900059e-01
1.078615723144629044e+02,9.890149350914150261e+01,1.980345078187828178e-01,3.414768937763342116e+00,4.718463575258646792e-02,-5.948786296705889098e-01
1.079015803160632174e+02,9.890327903371931484e+01,1.989216913136648002e-01,3.423471807937145339e+00,4.210266339552215520e-02,-6.890624999708523379e-01
1.079415883176635447e+02,9.890486403539705407e+01,1.998135257050280000e-01,3.432134407856841651e+00,3.715873729758800703e-02,9.218343311671801654e-01
1.079815963192638577e+02,9.890625397736727109e+01,2.007100317766722097e-01,3.440756921500857768e+00,3.234850440345160560e-02,-8.156530979464299280e-01
1.080216043208641707e+02,9.890745415907555582e+01,2.016112304469840077e-01,3.449339532226684213e+00,2.766773713431025516e-02,3.901280413916028977e-01
1.080616123224644980e+02,9.890846966454223832e+01,2.025171427658344070e-01,3.457882423035247399e+00,2.311237416156142199e-02,3.729939463047981518e-01
1.081016203240648110e+02,9.890930536816271967e+01,2.034277899141850032e-01,3.466385776373759331e+00,1.867851603703751806e-02,-7.922097331903310558e-02
1.081416283256651383e+02,9.890996601427890766e+01,2.043431932084795177e-01,3.474849773948868847e+00,1.436236286755432356e-02,4.377326186616125603e-01
1.081816363272654513e+02,9.891045621815658251e+01,2.052633741006972545e-01,3.483274596725457251e+00,1.016021369570718758e-02,5.522477838873780520e-01
1.082216443288657786e+02,9.891078046598534002e+01,2.061883541783557650e-01,3.491660424926659623e+00,6.068466639303937704e-03,-5.260868863470452572e-01
1.082616523304660916e+02,9.891094311487867685e+01,2.071181551645081553e-01,3.500007438033842178e+00,2.083619022226312900e-03,3.382489844860057659e-01
1.083016603320664188e+02,9.891094839287391949e+01,2.080527989177457515e-01,3.508315814786626241e+00,-1.797732502695992274e-03,1.903755459886391499e+00
1.083416683336667319e+02,9.891080039893223841e+01,2.089923074321954344e-01,3.516585733182864715e+00,-5.578891838802002567e-03,-1.076488148481371310e+00
1.083816763352670591e+02,9.891050310293866232e+01,2.099367028375223876e-01,3.524817370478663836e+00,-9.263063338189714280e-03,-3.116719989428159421e-01
1.084216843368673722e+02,9.891006034570209238e+01,2.108860073989272388e-01,3.533010903188361862e+00,-1.285335170158274920e-02,-7.797829804381766206e-01
1.084616923384676994e+02,9.890947585480712689e+01,2.118402435198019074e-01,3.541166507145891096e+00,-1.635277434365201010e-02,1.968658546241157881e+00
1.085017003400680125e+02,9.890875318697622731e+01,2.127994337363726951e-01,3.549284357710902338e+00,-1.976421602465117111e-02,-1.422551693791176186e+00
1.085417083416683397e+02,9.890789575342971318e+01,2.137636007177407815e-01,3.557364629539986556e+00,-2.309044868415655039e-02,-1.600680680579543921e-02
1.085817163432686527e+02,9.890690687485711408e+01,2.147327672717465608e-01,3.565407496501189488e+00,-2.633417455778663818e-02,9.028051263719435449e-01
1.086217243448689800e+02,9.890578978148536748e+01,2.157069563449807992e-01,3.573413131674031185e+00,-2.949802616246532949e-02,-8.976975461808982537e-01
1.086617323464692930e+02,9.890454761307879039e+01,2.166861910227818044e-01,3.581381707349480248e+00,-3.258456623263239482e-02,-1.685968428167705924e-01
1.087017403480696203e+02,9.890318341893905085e+01,2.176704945292383675e-01,3.589313395029977372e+00,-3.559628766073885675e-02,-7.475651474597178048e-01
1.087417483496699333e+02,9.890170015790522484e+01,2.186598902271868761e-01,3.597208365429413579e+00,-3.853561344194811333e-02,-1.378965078305287140e+00
1.087817563512702606e+02,9.890010069835376783e+01,2.196544016182140902e-01,3.605066788473151540e+00,-4.140489662289092987e-02,-1.124463709238801290e-01
1.088217643528705736e+02,9.889838781819851476e+01,2.206540523426543665e-01,3.612888833298004254e+00,-4.420642025419119214e-02,4.489886499359174721e-01
1.088617723544709008e+02,9.889656420489068012e+01,2.216588661795924897e-01,3.620674668252256811e+00,-4.694239734675176301e-02,-4.453587312225262829e-01
1.089017803560712139e+02,9.889463245809172065e+01,2.226688670475957810e-01,3.628424460902381909e+00,-4.961497293328454017e-02,1.135035647060312070e-01
1.089417883576715411e+02,9.889259509436705287e+01,2.236840790096915332e-01,3.636138378201256849e+00,-5.222622773708551769e-02,6.300714542738501400e-01
1.089817963592718542e+02,9.889045448793530113e+01,2.247045262593966586e-01,3.643816586463650253e+00,-5.477813156208932721e-02,1.137609411731963061e+00
1.090218043608721814e+02,9.888821293657515810e+01,2.257302331304870957e-01,3.651459251206407242e+00,-5.727259505096282677e-02,-1.291833461268600214e+00
1.090618123624724944e+02,9.888587267628922461e+01,2.267612241000741269e-01,3.659066537146943521e+00,-5.971148118153413176e-02,5.515426978563854332e-01
1.091018203640728217e+02,9.888343588130396711e+01,2.277975237886075421e-01,3.666638608203264038e+00,-6.209660523931825882e-02,-6.833496854280670663e-01
1.091418283656731347e+02,9.888090466406976020e+01,2.288391569598723918e-01,3.674175627493944329e+00,-6.442973479214764154e-02,-1.948519256548717493e+00
1.091818363672734620e+02,9.887828107526088672e+01,2.298861485209922062e-01,3.681677757338149615e+00,-6.671258966705739812e-02,-8.446942197556449594e-01
1.092218443688737750e+02,9.887556710377550928e+01,2.309385235224258870e-01,3.689145159255616147e+00,-6.894684192900124575e-02,5.709737931499261343e-01
1.092618523704741023e+02,9.887276467673568447e+01,2.319963071579707048e-01,3.696577993966668529e+00,-7.113411586172002643e-02,2.351251621002179992e-01
1.093018603720744153e+02,9.886987565948736290e+01,2.330595247647593571e-01,3.703976421392202845e+00,-7.327598795040057844e-02,-1.169859351594334296e+00
1.093418683736747425e+02,9.886690185560038913e+01,2.341282018232628825e-01,3.711340600653704414e+00,-7.537398686619711796e-02,1.528828411421263356e+00
1.093818763752750556e+02,9.886384500686851595e+01,2.352023639572878022e-01,3.718670690073229590e+00,-7.742959345252875547e-02,3.245231425877834197e-01
1.094218843768753828e+02,9.886070680330357163e+01,2.362820369413119459e-01,3.725966847270457905e+00,-7.944424858663556854e-02,-1.485887592930791867e-01
1.094618923784756959e+02,9.885748884327149710e+01,2.373672466907464362e-01,3.733229229259380944e+00,-8.141932184425848540e-02,-6.233785948734406057e-01
1.095019003800760231e+02,9.885419264766335345e+01,2.384580192574980162e-01,3.740457992247818719e+00,-8.335612259802427371e-02,3.331321529030393802e-01
1.095419083816763361e+02,9.885081969630152798e+01,2.395543808428635124e-01,3.747653291659712504e+00,-8.525592863347519756e-02,-4.730133145004682960e-01
