N,P,L,L_noisy
8.563559020935394006e-01,3.075190958833984212e+01,5.814364088412014020e+00,5.819868660155835371e+00
6.507920905747722529e+00,1.650179828214724864e+01,2.555936061294469930e+00,2.553234834564479971e+00
4.897311184144411023e+00,2.558682748072812529e+01,2.872105593295897208e+00,2.874745636155356276e+00
2.108853586702354477e+01,2.249134089329017527e+01,2.158433329996215733e+00,2.159079502591639610e+00
1.381992045358578558e+01,1.222461642938011828e+01,2.199504225056402085e+00,2.195662646539939811e+00
8.226575487834997258e-01,1.239631432140841838e+01,4.622669169411292245e+00,4.617303408057856551e+00
4.694587453895600504e+00,1.742751022701764185e+00,2.108451652851988989e+00,2.109857940714077174e+00
2.246830675834849078e+00,1.986979728582870308e+01,3.545765267263739418e+00,3.543223289107609641e+00
5.917014106766336212e-01,1.392043925922297021e+01,5.412587006587341598e+00,5.405785981355532677e+00
4.755255241108490516e+00,5.766263487555365330e+00,2.420948999659394918e+00,2.420604521463246339e+00
2.715675530365923507e+01,2.985664140508593078e+00,1.941841722292363404e+00,1.943073755432996874e+00
9.061856024945310617e-01,3.022775680971142265e+01,5.641392253843010351e+00,5.642014568022239551e+00
5.102853471674257957e-01,3.913407235745067769e+00,3.522036018104449440e+00,3.516137363108095215e+00
1.126364155895055452e+00,6.377678239402691851e+00,3.449782328597994052e+00,3.447005296127951368e+00
2.904786391293662895e+00,3.170180696272677423e+01,3.488834414775956017e+00,3.495794355846995938e+00
1.475096997936070187e+00,3.086976555216505602e+01,4.555228874038983911e+00,4.551496855251249585e+00
8.545766395873293675e+00,2.984518683030482578e+01,2.545209020533389932e+00,2.543688665523073045e+00
1.493492065995553064e+00,1.436372107451852997e+01,3.853504420192194857e+00,3.865135807532813494e+00
1.709920982115270149e+01,9.766489989864101773e+00,2.118160564379189204e+00,2.120008736401849170e+00
8.453688409486547206e-01,8.448559861131190729e+00,4.081961733297909234e+00,4.079555324480447887e+00
9.447066909631902654e-01,3.157073529896331721e+01,5.593483528234568070e+00,5.583863189536743654e+00
2.646485160800341063e+01,1.876157945954807360e+01,2.089117244906681492e+00,2.090754291800764442e+00
6.749837039401529459e-01,1.096164970086606871e+01,4.776939472879928594e+00,4.770084844161827320e+00
1.100205686990026166e+01,2.327494366331804798e+01,2.376940714807997512e+00,2.376898598123240003e+00
7.045661173030892677e-01,2.468566715133221123e+01,5.990096092119692628e+00,5.985843263803333869e+00
9.577098762687192846e-01,3.761156526954975376e+00,3.064049451039864813e+00,3.055758246922094745e+00
6.453537986382839264e+00,1.973529474105212600e+01,2.606746157174152145e+00,2.615077596803196514e+00
1.464380440548933215e+01,3.167904140880308361e+01,2.312198287725268919e+00,2.311731457896200048e+00
6.248813956993558349e+00,1.659541560879325317e+01,2.579929101521437840e+00,2.584583490928682004e+00
2.955053685754040416e+01,2.319563430940229765e+00,1.918672862631997100e+00,1.922422243380181861e+00
2.835949283151539646e+01,2.357563588052441972e+01,2.093825856102647709e+00,2.090225285613831918e+00
9.228437498052184385e-01,1.938419140709376620e+01,5.000875192525528590e+00,5.001366864682639246e+00
3.374705814507744428e+00,8.424336907372801164e+00,2.732296590763094724e+00,2.730555773979025158e+00
3.416573019431024427e+00,7.625574165488964162e+00,2.684428940445616085e+00,2.689289996347758116e+00
1.073612603788411057e+00,1.367762421035493681e+01,4.302762875920731922e+00,4.304952685028609061e+00
7.417899037365181414e+00,8.430973818299362321e+00,2.338889089920681563e+00,2.337151560755876822e+00
1.761264562849286008e+01,2.614145480722035941e+01,2.225429661193695452e+00,2.233753957037009741e+00
1.031771078990030333e+01,1.299052981807430562e+00,1.968205197932856532e+00,1.970828519010324520e+00
1.264081174261435514e+01,1.133176036688964139e+01,2.214313894757933276e+00,2.216650757839597752e+00
1.455061583829368788e+00,1.335669269547890714e+01,3.827147057876161718e+00,3.823259325314664281e+00
5.072495926056221904e+00,1.938376924537289270e+01,2.755828072594242339e+00,2.757889331439663305e+00
1.032866561740320543e+00,2.872510313160298523e+01,5.251353715437866221e+00,5.244053972261271568e+00
1.137965594490460575e+01,2.451280700060549478e+01,2.371734594596541790e+00,2.374066741214820642e+00
2.255709266654427481e+01,2.720866268072040572e+00,1.954402043787284882e+00,1.949746655034030995e+00
3.841517697501096062e+00,2.628434015773755306e+01,3.093916616442575762e+00,3.094852975749099233e+00
4.169219964711926352e+00,2.057495312821189870e+01,2.925314632298940509e+00,2.923945909045117197e+00
1.028901403407682658e+01,2.988143248309674860e+01,2.451003496058040909e+00,2.452162550366880911e+00
1.941224254889263179e+01,1.754201619257761990e+01,2.153215975069162624e+00,2.155018483167293830e+00
7.288193163043770184e-01,6.311053104898881827e+00,3.881009016861489247e+00,3.880732791407480509e+00
1.093707522223429862e+01,7.762193933440065585e+00,2.198385205829088473e+00,2.198113894895266540e+00
1.955523184241115331e+01,3.028764115418684355e+01,2.210839104544987777e+00,2.203405095130100744e+00
1.173920450689485140e+00,2.515537530488240137e+00,2.622671294432604494e+00,2.613181709853889423e+00
1.673675266705782594e+00,5.046143891515064261e+00,2.936366286445010854e+00,2.942674231763533044e+00
3.433642698145787708e+00,2.391858639625579741e+01,3.163981872926935335e+00,3.166851791395004945e+00
5.715438459098633572e+00,3.141362194295022903e+01,2.817243610351918282e+00,2.809847863301528914e+00
3.260162730125177433e+00,1.104000425804626317e+00,2.058412463586000385e+00,2.067958482983724089e+00
5.227624187782550003e+00,2.024591624661808353e+01,2.748501976767771193e+00,2.744929998039112640e+00
2.450328513003935171e+00,2.633083085088347985e+01,3.605271250310654985e+00,3.607826063133389383e+00
2.811343283067117671e+00,1.927913882893585296e+01,3.268070426075133650e+00,3.270196580625073679e+00
1.783830104524482651e+00,1.740467935485749251e+01,3.759935241571078279e+00,3.760478021657299941e+00
7.271689001903810734e+00,2.422021550550467950e+01,2.588508809680469369e+00,2.591551159233514312e+00
2.325900268586627462e+01,8.493077194101577021e+00,2.043912397702379646e+00,2.037042794684946312e+00
2.829872677843656703e+01,1.122601742774373079e+01,2.034224836181739882e+00,2.034044133064190074e+00
2.391775865574686577e+00,2.603968907441566927e+01,3.630917343978908640e+00,3.629647070467324710e+00
6.006234628341146076e-01,1.504161674320935660e+01,5.518393707476421994e+00,5.518831523588333177e+00
6.716225303923632595e+00,8.452695764339228646e+00,2.378139259816724138e+00,2.376768374656515803e+00
2.480075332749827766e+01,2.512650687470045696e+01,2.129273869542677389e+00,2.126063553215561619e+00
2.473268373570943623e+01,1.780327783513101725e+00,1.918069538311403921e+00,1.914413712494572151e+00
8.316057596733104518e+00,1.375528854609521368e+01,2.395899882502638967e+00,2.400323260471986853e+00
2.317472431483567519e+00,8.635947079020834138e+00,3.019848844130436749e+00,3.015608836118687464e+00
7.029880164697166478e-01,2.548868990544540836e+01,6.049376290529753675e+00,6.051188592051039983e+00
3.313693582250702541e+00,1.440212644924211460e+01,2.972712203532420716e+00,2.974461611393136806e+00
7.306081723574870068e+00,2.394097822293200650e+01,2.583028632387900370e+00,2.582539134941120196e+00
9.636197200397690565e+00,1.677858052820349144e+01,2.373267331821617088e+00,2.375384183100587521e+00
7.508349755503314071e+00,1.447604943742980943e+01,2.452377716574372979e+00,2.455088154425331126e+00
1.252757341461678564e+01,2.884794134352609163e+01,2.358816631164173838e+00,2.356155854399242244e+00
7.930991148186038453e-01,1.051306020943883013e+01,4.458150709858710314e+00,4.459831536686029274e+00
4.164251500432509800e+00,2.315840740731386305e+01,2.970781647267947800e+00,2.980309413229893067e+00
3.177569391254367659e+00,1.970633516253898776e+01,3.152979182618486753e+00,3.147624636335273784e+00
3.891196114176471710e+00,1.877758471600904855e+01,2.947664473621821379e+00,2.946152428943798363e+00
3.369119688081910979e+00,1.263089771409996942e+01,2.902466173188258391e+00,2.898631525044575330e+00
5.945383465298423431e+00,9.074474649815778449e+00,2.447702240832001053e+00,2.457627297434925140e+00
7.736308739012892621e-01,9.639137427442141970e+00,4.377073368449381441e+00,4.370059431060548505e+00
5.222792710856661857e-01,1.725867242013326752e+00,2.556306682353044035e+00,2.556342100562436048e+00
2.988564822420565648e+00,2.635048610127477531e+01,3.359570682750386617e+00,3.364216379255035250e+00
5.565939746726863646e+00,4.756735862238439694e+00,2.309577398868833509e+00,2.305236401268741186e+00
2.839401376181567738e+00,2.526808923450569466e+01,3.397710401370699795e+00,3.397030339987779257e+00
4.113724926481416411e+00,3.155364841423468647e+01,3.100865637467110858e+00,3.097305793168116050e+00
2.581131553140529000e+00,1.487299312467651902e+00,2.159304677986096710e+00,2.152602530661780200e+00
1.393704631653152326e+01,1.227457765522384037e+01,2.197693756951833333e+00,2.197338549580328593e+00
1.378979182493792166e+01,6.208381706918288501e+00,2.110679446995840536e+00,2.113145422346791147e+00
9.280645972203268590e-01,1.346781131759376748e+01,4.525734908422110792e+00,4.523742826752731538e+00
6.429389829919362143e+00,1.003104422311429289e+01,2.437537570058890157e+00,2.438353162747086689e+00
4.259482721982482012e+00,5.818987394576772942e+00,2.471632347313827971e+00,2.475043835723882868e+00
6.289041931781709227e-01,4.439435598436887176e+00,3.546415639050970903e+00,3.552377576767441258e+00
7.170985957413900103e-01,6.275943870050425311e+00,3.890873926939298233e+00,3.884701122608209989e+00
1.401399909583640380e+01,2.463897652458696186e+01,2.292895151987952129e+00,2.295951422883141912e+00
9.375184722184148001e+00,2.439635263999634418e+01,2.456824524300773138e+00,2.453718258899829419e+00
9.541088746946956300e-01,2.936067182815661880e+01,5.471463012600614739e+00,5.462042564991832272e+00
5.525749104718501670e+00,1.249964318162127608e+00,2.022963368222208125e+00,2.019073460071765247e+00
1.940441281782615945e+01,2.032834802176725830e+01,2.169329239687630029e+00,2.172528842863024501e+00
4.258976829338146253e+00,1.614570683952783270e+01,2.819756254875292356e+00,2.821287551265101889e+00
5.862606935727001201e+00,1.064889987446646202e+01,2.496229110948364305e+00,2.490746194130144531e+00
7.993659588579461683e+00,2.363137823211931376e+01,2.530450079428961274e+00,2.538471091420398729e+00
4.369846080346742490e+00,1.752317023445740674e+01,2.829868545859985485e+00,2.831878309540186933e+00
1.830243113330119087e+01,7.540468934970015802e+00,2.075843738702538133e+00,2.075498016149005753e+00
1.422100621350966820e+00,1.920411372313979825e+01,4.184578779516158420e+00,4.181868983151012742e+00
1.259658174476001813e+00,2.279222924740640366e+01,4.566768755124512857e+00,4.568851196502017764e+00
7.556655282429610709e-01,3.052100849709654895e+01,6.146454821997331841e+00,6.144516035067996818e+00
3.084548384038936497e+00,1.288561034705368868e+01,2.983159461461659223e+00,2.988821315651655208e+00
1.904352690765138911e+00,1.995155000333594941e+01,3.769000094651213217e+00,3.770563133392491828e+00
3.869981103958742619e+00,2.538655150724417453e+01,3.072779304897164110e+00,3.075847487124290236e+00
1.022181440953340736e+00,2.624992545806371780e+01,5.163791451167801583e+00,5.162262493352232973e+00
3.577464330440902174e+00,9.298174863379340849e+00,2.733924165220832592e+00,2.726549243867346206e+00
3.811670628933138349e+00,6.803011487930712420e+00,2.579108277193857379e+00,2.581738220503814851e+00
1.747793267572068210e+00,3.447376358121355899e+00,2.665862694593852389e+00,2.660826779719893231e+00
1.346327156059389019e+01,1.773457338128641325e+01,2.259603393364363999e+00,2.259072412861739654e+00
3.958318405405271800e+00,2.516747288224200219e+01,3.048265172074723139e+00,3.048194327036074291e+00
5.705245258434898048e+00,7.641439454552372723e+00,2.421304383864829379e+00,2.417409009128799635e+00
2.467162754643823064e+01,2.069010087608218029e+00,1.927308150099550810e+00,1.931741291129124072e+00
1.812710596982334010e+01,8.322375295712369336e+00,2.088179127434539595e+00,2.081056700454895658e+00
7.011803562126966760e+00,1.192368921453195085e+01,2.439597545142670132e+00,2.447030342606847153e+00
5.109761288946410573e-01,1.801891802527638120e+01,6.227452145688928020e+00,6.224507187381021822e+00
6.992286364765863738e+00,2.539772974887994472e+00,2.115115012020007068e+00,2.119916538581875454e+00
1.742486304733827485e+00,2.502591729870609427e+01,4.074920227390187222e+00,4.081362335328844182e+00
1.374671221666066145e+00,6.497845415680052028e+00,3.281117355262511026e+00,3.276820574364290639e+00
5.959525930630991120e+00,3.179647460910491930e+01,2.789681442940804779e+00,2.786015405041878612e+00
1.028345722356397207e+00,2.724350990886756918e+00,2.737052152727868837e+00,2.741733589414196537e+00
1.017621620198252863e+01,2.591706518205755572e+01,2.430028692155740355e+00,2.430958002983040878e+00
1.200711932451529407e+01,2.799105791262877219e+01,2.371372387960327455e+00,2.371782560061113987e+00
8.791392256508194780e-01,1.371930996628730082e+00,2.302603735344223246e+00,2.293494079686323683e+00
9.315135273247909797e-01,8.139636535588294919e+00,3.914577689756153944e+00,3.906399983964555123e+00
2.209361707566921851e+01,2.315304470343390619e+01,2.149584754387900087e+00,2.152258636757724997e+00
5.666101929595639408e-01,3.187025369624271676e+01,7.095145737250996731e+00,7.102286910212516347e+00
1.312640419211785670e+01,1.991924295568241376e+01,2.285049301568626845e+00,2.281520463550614330e+00
1.064383487617096691e+01,2.847970917490213694e+01,2.426584587419287509e+00,2.422279692776876381e+00
8.902710459519873609e+00,2.207166388306412230e+01,2.461622214097209937e+00,2.462663236119763344e+00
5.742166299065344370e-01,1.721467155532142712e+01,5.861672430641962528e+00,5.863981842728009930e+00
2.364195151852078425e+01,2.331578885911175192e+01,2.133716880340133404e+00,2.136515065098266053e+00
1.159641895692362867e+00,2.201061287620917639e+01,4.690376133543652237e+00,4.688186232554788724e+00
1.782191135171939322e+01,9.028108358627982000e+00,2.100460201088446777e+00,2.090785573602006231e+00
3.884729697934323767e+00,1.201037645112910290e+01,2.776830787885682383e+00,2.784082190130629630e+00
1.896783299745616658e+00,2.808204997241571377e+01,4.024934203032707991e+00,4.022465172793370236e+00
1.022943391051244433e+00,8.913709292685128460e+00,3.900151393593497939e+00,3.906398725485681567e+00
5.240555639785730024e-01,7.729844883978275405e+00,4.584264359129325506e+00,4.574370179466236586e+00
1.304890956819615200e+00,1.784980665410257572e+01,4.258712136722454744e+00,4.260557526678228513e+00
8.048177648285851360e-01,2.627107697341115156e+01,5.743643155066493478e+00,5.741158637180532764e+00
5.138140174529837179e-01,1.272361789386274999e+01,5.526689633077784158e+00,5.521296391791832292e+00
7.604793774365836256e+00,7.271936834286956142e+00,2.298885283211921315e+00,2.303709274616790204e+00
2.732282916097071634e+01,3.150036470138606504e+01,2.126258500759053316e+00,2.132675087453208551e+00
4.108451168603596493e+00,1.067471216054469885e+01,2.696425525704837067e+00,2.693513625646216880e+00
1.438128098266886390e+01,6.226161591375949378e+00,2.102210868217551543e+00,2.105424801927175515e+00
2.657455246110139058e+01,1.823348154345831773e+01,2.085824705045250749e+00,2.080487077102137761e+00
6.959046446338341685e-01,1.015305619435954476e+01,4.611470462162380102e+00,4.608399447765696877e+00
2.853989071290004009e+00,5.561386502303087731e+00,2.656811209501515947e+00,2.655593128672719239e+00
2.811729865902519165e+00,2.248487134112153285e+01,3.347903881241358626e+00,3.346178834451582151e+00
1.384581398851639777e+00,2.578982619125754283e+01,4.508736571505352231e+00,4.511907948183887740e+00
9.438607982808996155e+00,2.754686196016581334e+01,2.477297149477163618e+00,2.471305512259011294e+00
4.826432162106199186e+00,1.086969161444607224e+01,2.605435689255680476e+00,2.610243579929954372e+00
9.944091634194541784e-01,4.355086214876290995e+00,3.182157219884697241e+00,3.186956412666021698e+00
2.402783784975251180e+01,2.885736491250120750e+01,2.149746753485846540e+00,2.148666119580083134e+00
8.148435362987228592e-01,2.466612300118576684e+01,5.618397627874616163e+00,5.612519570323167173e+00
6.127932633242701987e-01,1.634810123780341939e+01,5.621898958575932248e+00,5.610096713301325977e+00
1.103971622236966965e+01,2.452155783568767511e+00,2.033346000662520581e+00,2.033033176602259129e+00
2.876723979596899738e+00,9.157472180103827242e+00,2.879781058395316951e+00,2.876227000794603583e+00
7.234185236965563703e+00,2.662138039886124119e+01,2.614320109050906282e+00,2.614828427356028051e+00
5.637929923740151450e-01,1.563930555468373740e+01,5.724585165972731815e+00,5.719348690002796332e+00
6.938315295485375511e-01,1.684964416195533499e+00,2.471906952929609158e+00,2.471920180085536600e+00
1.602652186902846498e+00,1.608268719058507656e+01,3.848231718056724926e+00,3.847926423496896842e+00
1.912924669002276756e+00,9.313887354185272471e+00,3.237472377784454736e+00,3.237528174558212957e+00
4.340107402770718714e+00,1.452762575673359535e+01,2.768696308148277385e+00,2.770112696109404027e+00
1.839352391637346207e+00,1.085106308514357210e+01,3.381040780139739965e+00,3.382488000721857624e+00
1.290486336512028043e+00,5.458107534331905875e+00,3.189455216760584744e+00,3.194264780569310069e+00
2.456455211283179096e+01,7.355350224839459550e+00,2.022509073580775585e+00,2.018627843391381571e+00
8.608484754379757131e-01,1.331926858328633223e+01,4.640783879985665550e+00,4.644354031623699974e+00
3.913275486437390871e+00,1.328210351860238525e+01,2.809662539732880493e+00,2.810460011181882933e+00
1.249353897032471572e+00,2.643076705778684499e+01,4.736982572270666658e+00,4.734915852768610378e+00
1.388601118522348443e+01,1.834784383155576037e+01,2.254373006991396977e+00,2.249443820041239661e+00
6.307458104876623395e+00,1.946305639104420493e+01,2.616611638969966958e+00,2.623839424925193953e+00
6.343155434668981130e+00,2.177568123251920440e+01,2.642990656352574241e+00,2.644182096680490091e+00
2.973372946603958678e+00,1.123351957024340564e+01,2.949857249786972169e+00,2.947307859583360834e+00
3.264973628937388739e+00,1.557531163014576592e+01,3.020129684811589055e+00,3.020498659290950183e+00
2.905529625889663947e+01,1.084754676185877109e+01,2.027201685990736468e+00,2.027235464906269158e+00
2.846937777544254811e+00,1.337145730078882444e+01,3.070821542439603480e+00,3.068244280916932798e+00
7.379826339986609973e+00,1.455789336691868030e+01,2.461772055963021621e+00,2.454958575769199847e+00
7.173846026760183348e-01,1.045165586221559906e+01,4.606555318705059854e+00,4.607324953971039250e+00
4.283104408373169747e+00,1.912488603922438202e+01,2.876664846292692701e+00,2.875871590271584122e+00
1.103913517397967325e+01,2.570949165515181534e+01,2.392588490811205837e+00,2.391206829934780842e+00
3.409219679342885279e+00,1.174192476080112435e+01,2.862490562132789407e+00,2.867376202900415283e+00
9.823118708063372395e+00,3.931655866781095021e+00,2.119345265387438282e+00,2.112868251219117699e+00
7.587975996009654445e+00,6.414003884438454151e+00,2.273966182283669646e+00,2.269262252881064423e+00
7.840988041895936567e-01,2.831487999754042306e+01,5.926399277709390567e+00,5.927209952550377636e+00
3.526812908310853256e+00,2.877607097726592400e+01,3.218351921302136542e+00,3.222490287919339558e+00
5.681340788223027127e-01,1.542716612568803569e+01,5.682629844192430113e+00,5.685670539200311069e+00
7.255715676567491279e-01,4.746542631955563252e+00,3.518836499493262160e+00,3.522450802957330485e+00
7.871715686592501982e+00,2.536709123182393100e+01,2.554611787060289796e+00,2.543755415548800247e+00
1.230067576234110671e+00,1.974859994818121223e+01,4.463257549599574325e+00,4.465730291624169013e+00
6.151986933879175501e-01,2.256682978881180546e+01,6.190319502025738885e+00,6.192400774623204818e+00
3.402949956865216841e+00,1.967317947117299681e+01,3.086149161864001123e+00,3.089546781289775890e+00
8.719616469849192697e+00,1.537343268685746089e+01,2.398263620249017958e+00,2.394886126836096807e+00
1.574675044984258809e+00,2.366606354389158184e+01,4.198230066720936016e+00,4.200772684355521314e+00
1.091155434402502955e+00,3.169401218938773823e+01,5.240711241000106213e+00,5.245690447699345782e+00
1.286361783630603828e+00,3.136631750987493561e+01,4.854473088650666845e+00,4.862433916051667637e+00
5.495732951292614521e-01,4.874573611552015961e+00,3.789004433667657601e+00,3.790285118851491220e+00
5.931835510080566420e-01,2.089820188504415199e+00,2.692955783418714777e+00,2.686415263913128904e+00
3.320807325217568717e+00,5.933332137229338166e+00,2.601031183896042709e+00,2.601334626738993183e+00
1.207758773660075891e+00,7.686185835172760328e+00,3.556434464774221205e+00,3.559653396048824359e+00
2.883919087356051403e+00,3.008541529567347439e+01,3.470414003206298670e+00,3.472985683071613483e+00
2.103196618273225482e+01,1.233487089843101714e+01,2.098232580985154083e+00,2.107728653380788852e+00
1.345945271853786807e+01,1.914690634738489905e+01,2.270728925068990822e+00,2.269775332820323399e+00
1.475761840379250955e+01,3.087959001773177903e+01,2.305826458684999025e+00,2.300835593245262434e+00
2.243440261345526920e+01,1.887879575083229255e+01,2.125856657845514253e+00,2.122753609285371823e+00
7.672835945894740384e+00,1.137861295060666222e+01,2.389877331244809611e+00,2.393163635316760463e+00
3.001061396800423164e+00,2.631941617511527198e+01,3.354171949128580632e+00,3.350254347095852570e+00
6.751063499891067909e-01,1.356628912216414307e+01,5.111068358879787610e+00,5.105963256078612567e+00
9.600041219971693351e+00,5.735139254549933341e+00,2.184813528509367053e+00,2.180725358505363864e+00
7.882485145336627363e-01,2.373179278914152235e+01,5.642352155271320058e+00,5.648368832749951274e+00
1.731559229686543855e+00,2.383462361927713857e+01,4.046566876789975176e+00,4.047787307060001005e+00
1.577373612254509228e+00,1.403567457472886737e+01,3.759495975324069317e+00,3.757880481251248295e+00
2.326031160957351673e+01,1.726607634597413110e+01,2.109147711498855937e+00,2.113391270207978234e+00
1.737603042159117805e+01,2.314112805007452423e+01,2.214976621413272451e+00,2.218419903127270221e+00
1.417996717167688381e+00,2.603845637487837550e+01,4.472520056206001904e+00,4.467754295050691660e+00
2.319215632818503181e+00,1.123829836072091837e+01,3.168607667974535413e+00,3.172763793091010420e+00
3.529944126566352924e+00,3.015645625117348416e+01,3.238125924918561882e+00,3.239380994788350954e+00
6.078823361869053477e-01,2.901851772782570293e+01,6.692481870262670718e+00,6.682348400533819621e+00
5.409595180240273082e-01,2.368700976897823551e+01,6.633334255235880939e+00,6.627527874182461254e+00
5.139417686832272736e+00,9.131173491150590849e+00,2.519165735253209526e+00,2.520510384338837007e+00
3.876745675655322021e+00,3.380217763997017677e+00,2.334790286458982234e+00,2.337249114291335861e+00
6.580389432908534175e+00,1.285028694041683472e+01,2.487512645021190405e+00,2.486153126647899558e+00
1.823584585408200454e+01,2.268751096339792639e+01,2.198621729471185837e+00,2.193750544086443099e+00
8.809325046181091246e-01,3.662112566223499677e+00,3.088577872646732558e+00,3.089866331494136364e+00
1.959563379525978988e+01,2.510217551298581640e+01,2.189682537719747746e+00,2.180706599400382473e+00
1.179460409655156861e+00,1.784349906906030014e+01,4.432339386430064643e+00,4.435155369671941017e+00
2.185912601757128471e+01,2.306629833977271815e+01,2.151885733391049715e+00,2.151208585361404246e+00
9.571645098136558616e-01,1.870266696597740008e+01,4.880469894642906148e+00,4.880405920675727316e+00
2.566323812031611862e+00,1.102416990526105778e+01,3.065146016891405090e+00,3.062000505318238197e+00
1.019703533735599343e+01,2.680788988320242439e+01,2.435292718785177613e+00,2.439466093251452250e+00
1.134913925612125229e+00,6.671215705294351928e+00,3.485778978686564056e+00,3.474344912910428906e+00
8.078300684859631708e-01,6.058702195433878224e+00,3.722168055158987521e+00,3.717961978014964419e+00
1.502515455118326182e+00,2.823201168718361131e+01,4.437818327927418594e+00,4.440760808558968264e+00
1.982435950598418817e+00,2.447667250943216999e+01,3.856523875164306059e+00,3.853134510693263959e+00
1.880512072205639384e+01,2.874134715839624121e+01,2.216627795216354002e+00,2.223940716323264954e+00
1.395805225708288910e+00,2.312988756446845073e+01,4.389895603844881755e+00,4.392089448995554868e+00
8.155351591075412188e+00,2.237713905151352378e+00,2.066814474003353830e+00,2.063140369423154041e+00
1.525736775658107014e+01,2.005437404848571958e+01,2.236559540147965208e+00,2.242144207892883490e+00
5.280917500706862056e-01,4.478150004852166077e+00,3.695231406882891978e+00,3.694896076277206287e+00
1.533775267251435981e+00,1.111277023931106456e+01,3.605600062907266423e+00,3.608604497937485167e+00
2.014440931384049804e+01,5.558436905372342807e+00,2.028880531976153367e+00,2.025973293817634691e+00
5.411730917844342237e+00,2.159404732349632994e+01,2.744274253186635981e+00,2.741453292265327413e+00
1.000077325459705069e+00,2.525042922521868505e+01,5.165042970627713004e+00,5.168704004706555999e+00
3.766186374418312166e+00,8.959574532734619012e+00,2.687017267944992849e+00,2.687675445380037775e+00
2.573970194610252005e+00,8.289535494791554271e+00,2.914796788331962762e+00,2.911228576545001445e+00
1.529243581042748090e+01,1.246354520595203219e+01,2.174502260845322610e+00,2.170332967733907381e+00
1.283364934510751354e+01,2.144381122100573123e+01,2.304035269656737661e+00,2.307424535413723277e+00
1.885416982798300056e+00,2.384169145659047473e+01,3.913263335801743903e+00,3.922146149126083170e+00
2.799031097816286362e+01,8.095436711340479263e+00,2.010305895861391967e+00,2.006359186743172263e+00
6.080582172355696313e-01,4.741082943487059609e+00,3.663295809672137970e+00,3.666853782551487306e+00
2.072375300543393095e+01,1.018416764959147613e+01,2.082244296212638623e+00,2.068090458778817364e+00
7.446042322525313617e-01,1.074801158090864028e+01,4.587922776822338733e+00,4.581285136626168430e+00
4.836761176910152393e+00,3.112895672487706378e+01,2.948415918545027381e+00,2.951971200630207903e+00
2.778698029523783308e+00,2.083767152951900670e+01,3.321284635325395751e+00,3.329351525334095285e+00
1.455918147504495508e+01,1.027322142850568198e+01,2.162482873886775181e+00,2.163016634048181785e+00
3.575877525241442978e+00,2.745201673117962571e+01,3.183334247737595657e+00,3.186256793732677561e+00
1.582570152067381830e+00,2.361092806583447512e+01,4.187724612663559220e+00,4.189237192879607719e+00
9.256840985933985522e+00,2.214888800545661240e+01,2.443896740055114591e+00,2.449112284929051864e+00
2.389207292754675471e+00,2.159810589090958999e+01,3.519589974493769979e+00,3.514475221156774243e+00
2.851013311131118222e+00,2.071441657919196189e+01,3.289950053428171817e+00,3.293330443684390652e+00
1.413792619331322342e+01,3.694917207619864641e+00,2.043771342490428466e+00,2.041869217005283677e+00
2.149595035221147921e+00,1.546635413039000717e+01,3.441696879300554901e+00,3.440265878469517258e+00
4.380028952554348542e+00,1.206758150549168640e+01,2.698346209165680243e+00,2.698567160292111300e+00
1.371000122221894202e+01,3.550327767338667506e+00,2.044200663143548091e+00,2.043431732066122386e+00
1.475656844243445320e+01,2.241039758369997514e+01,2.262083310888007848e+00,2.258536876358886669e+00
8.214516978930065605e+00,3.162049053702005708e+01,2.579830463060425405e+00,2.578816244464030127e+00
9.144297395654817251e+00,2.436710437032458287e+01,2.468575457595985956e+00,2.464151894466322545e+00
7.382873566548628919e-01,2.119450496075479862e+01,5.626380675336290160e+00,5.633944584663302280e+00
4.660924742935508291e+00,2.670740477991064665e+01,2.926895320174951465e+00,2.930601812457219069e+00
5.784295105646640955e+00,4.786395066461237136e+00,2.298241795988580360e+00,2.296451909331723495e+00
8.909944448434242714e-01,1.437176943956539610e+01,4.679462944282131609e+00,4.687570388920741848e+00
1.899199269184293115e+01,3.425743696720187970e+00,1.993191707494175846e+00,1.999796836986186266e+00
7.951119086256565716e+00,7.401650164689144162e+00,2.287299182886004090e+00,2.289964185888396564e+00
7.627484187402395754e-01,8.362381754203390472e+00,4.203588390290355470e+00,4.201205184772643264e+00
8.230470330250432287e-01,2.047286012681319267e+00,2.578481963307457825e+00,2.580013747664234192e+00
7.640569753682885379e-01,1.017778509826294986e+01,4.470737021593599536e+00,4.473822013412183551e+00
9.046518974183632711e-01,1.431566841994987627e+00,2.318428330070979371e+00,2.325552340258993489e+00
5.592735864276748181e+00,9.475386427900392761e+00,2.487824914531469034e+00,2.487195499343899829e+00
7.454558108401401206e-01,2.359091513798024664e+01,5.771780453119318643e+00,5.769243833676969579e+00
2.665890809418810292e+00,2.979511551747372522e+01,3.565434620884351702e+00,3.577020518270240146e+00
1.630247202994968614e+00,2.973350398722971732e+01,4.331521072798174110e+00,4.338637358936208166e+00
7.262656591935049200e+00,1.766079406891070391e+01,2.514305933068858412e+00,2.516113133398248269e+00
9.238636412791574770e+00,2.729403341533630112e+01,2.486105358127199683e+00,2.481822798664855778e+00
6.824499905697001267e+00,1.493865458552476611e+01,2.506196264210364788e+00,2.508866324111889590e+00
