t,I1,I2,R,dI1_dt,dI1_dt_noisy
3.283856771354270876e+01,1.680853456098852603e-11,7.916666665181996132e-01,9.047619046260744202e-01,-3.705568995775078652e-11,-1.083918583114054125e-03
3.285057011402280125e+01,1.804415951858150118e-11,7.916666665203540010e-01,9.047619046274122390e-01,-3.977971894238726765e-11,8.329765112224084018e-04
3.286257251450290084e+01,1.926036614243114841e-11,7.916666665224818544e-01,9.047619046287358469e-01,-4.246093873672986647e-11,-7.755148141949249566e-04
3.287457491498299333e+01,2.045313946952758140e-11,7.916666665245820633e-01,9.047619046300457990e-01,-4.509049805014764958e-11,2.264741630907839229e-03
3.288657731546309293e+01,2.161836740078798628e-11,7.916666665266534064e-01,9.047619046313428726e-01,-4.765933144816581128e-11,6.252154488521254267e-04
3.289857971594318542e+01,2.275184070105110272e-11,7.916666665286946625e-01,9.047619046326275116e-01,-5.015815935245350498e-11,1.227272840692211547e-03
3.291058211642328502e+01,2.384925299908279130e-11,7.916666665307047213e-01,9.047619046339003823e-01,-5.257748804083619918e-11,-6.115831788050870178e-04
3.292258451690337751e+01,2.490620078757027227e-11,7.916666665326821395e-01,9.047619046351621508e-01,-5.490760964728276574e-11,-2.949968596302211896e-03
3.293458691738347710e+01,2.591818342312781249e-11,7.916666665346258069e-01,9.047619046364133721e-01,-5.713860216191823004e-11,1.051977266844377054e-03
3.294658931786356959e+01,2.688060312629138421e-11,7.916666665365342803e-01,9.047619046376547125e-01,-5.926032943101180274e-11,-2.014366008844014570e-03
3.295859171834366919e+01,2.778876498152379625e-11,7.916666665384062274e-01,9.047619046388867270e-01,-6.126244115698822768e-11,-2.123922623121042976e-04
3.297059411882376168e+01,2.863787693720973412e-11,7.916666665402400938e-01,9.047619046401101928e-01,-6.313437289841686048e-11,-2.833807859386077135e-05
3.298259651930386127e+01,2.942304980566021256e-11,7.916666665420346582e-01,9.047619046413257760e-01,-6.486534607002141378e-11,-1.558149959277279782e-03
3.299459891978395376e+01,3.013929726310869170e-11,7.916666665437882555e-01,9.047619046425339207e-01,-6.644436794267138815e-11,1.773256345384954542e-03
3.300660132026405336e+01,3.078153584971474118e-11,7.916666665454994423e-01,9.047619046437356261e-01,-6.786023164339003372e-11,-2.848970859717849143e-03
3.301860372074414585e+01,3.134458496956049882e-11,7.916666665471665532e-01,9.047619046449312252e-01,-6.910151615534659536e-11,2.973118916569349787e-03
3.303060612122424544e+01,3.182316689065376605e-11,7.916666665487882559e-01,9.047619046461217174e-01,-7.015658631786313692e-11,-1.177983393319146851e-03
3.304260852170433793e+01,3.221190674492582366e-11,7.916666665503626632e-01,9.047619046473076576e-01,-7.101359282640939717e-11,1.920610553733795908e-03
3.305461092218443753e+01,3.250533252823251746e-11,7.916666665518882207e-01,9.047619046484897121e-01,-7.166047223260556866e-11,2.576843103802336620e-03
3.306661332266453002e+01,3.269787510035378653e-11,7.916666665533631519e-01,9.047619046496686579e-01,-7.208494694422065625e-11,-1.718712431373178124e-03
3.307861572314462961e+01,3.278386818499417376e-11,7.916666665547859028e-01,9.047619046508451612e-01,-7.227452522517417027e-11,-1.466415231845016268e-03
3.309061812362472210e+01,3.275754836978218607e-11,7.916666665561544747e-01,9.047619046520198882e-01,-7.221650119553394220e-11,1.872574602314571596e-03
3.310262052410482170e+01,3.261305510627078552e-11,7.916666665574673134e-01,9.047619046531938380e-01,-7.189795483151776617e-11,3.717242590222550680e-04
3.311462292458491419e+01,3.234443070993734412e-11,7.916666665587223095e-01,9.047619046543674548e-01,-7.130575196549275268e-11,1.640687690089219595e-04
3.312662532506501378e+01,3.194562036018299759e-11,7.916666665599177977e-01,9.047619046555416267e-01,-7.042654428597406197e-11,-3.643862333586373684e-03
3.313862772554510627e+01,3.141047210033400239e-11,7.916666665610517795e-01,9.047619046567171308e-01,-6.924676933762768290e-11,-3.271082385886350027e-03
3.315063012602520587e+01,3.073273683763989405e-11,7.916666665621222565e-01,9.047619046578946334e-01,-6.775265052126632279e-11,1.069552880177370097e-03
3.316263252650529836e+01,2.990419511965283205e-11,7.916666665631262312e-01,9.047619046590749115e-01,-6.592606743022765802e-11,2.856469118681834694e-03
3.317463492698539795e+01,2.891821472572228188e-11,7.916666665640594847e-01,9.047619046602579651e-01,-6.375239883079225204e-11,-1.411535270957381535e-03
3.318663732746549044e+01,2.778203771836552290e-11,7.916666665649246815e-01,9.047619046614432392e-01,-6.124761039933516530e-11,-1.721957918212085013e-03
3.319863972794559004e+01,2.650371679667468774e-11,7.916666665657249302e-01,9.047619046626299566e-01,-5.842945492207587777e-11,4.164087505919311129e-04
3.321064212842568253e+01,2.509117894570715994e-11,7.916666665664631175e-01,9.047619046638175622e-01,-5.531540803910443489e-11,9.237647791035814415e-04
3.322264452890578212e+01,2.355222543647953811e-11,7.916666665671422409e-01,9.047619046650055008e-01,-5.192266824436829663e-11,1.119273851330435457e-03
3.323464692938587461e+01,2.189453182597431158e-11,7.916666665677651871e-01,9.047619046661931064e-01,-4.826815688568721390e-11,-8.759604438136451860e-04
3.324664932986597421e+01,2.012564795713257405e-11,7.916666665683348425e-01,9.047619046673799348e-01,-4.436851816473713077e-11,-3.869851038944784136e-03
3.325865173034606670e+01,1.825299795886188509e-11,7.916666665688540938e-01,9.047619046685652089e-01,-4.024011913706767161e-11,2.900560857738721139e-03
3.327065413082616629e+01,1.628388024602788195e-11,7.916666665693254945e-01,9.047619046697485956e-01,-3.589904971208380095e-11,-9.876121316340436343e-04
3.328265653130625878e+01,1.422546751946316535e-11,7.916666665697518201e-01,9.047619046709294288e-01,-3.136112265306531393e-11,2.498932725512305331e-03
3.329465893178635838e+01,1.208480676595793871e-11,7.916666665701358463e-01,9.047619046721071534e-01,-2.664187357714637970e-11,-3.957671891877412480e-03
3.330666133226645087e+01,9.868819258269798677e-12,7.916666665704800154e-01,9.047619046732813253e-01,-2.175656095533714509e-11,7.381559605530687218e-04
3.331866373274655047e+01,7.584300555113560086e-12,7.916666665707871031e-01,9.047619046744513893e-01,-1.672016611250135226e-11,-9.938071711043604782e-04
3.333066613322664296e+01,5.237920501171779942e-12,7.916666665710595518e-01,9.047619046756169015e-01,-1.154739322737954172e-11,-2.157296525928275276e-03
3.334266853370674255e+01,2.836223227083939431e-12,7.916666665712998041e-01,9.047619046767771955e-01,-6.252669332565254000e-12,1.929596555694945790e-03
3.335467093418683504e+01,3.856271494574945387e-13,7.916666665715103024e-01,9.047619046779319385e-01,-8.501443145294189865e-13,2.566634676811936286e-03
3.336667333466692753e+01,-2.107575029141904715e-12,7.916666665716934892e-01,9.047619046790806863e-01,4.646309086401205766e-12,-1.164760018801743293e-03
3.337867573514702713e+01,-4.637216320186336530e-12,7.916666665718516960e-01,9.047619046802227727e-01,1.022309527603503118e-11,1.285573494072617595e-03
3.339067813562711962e+01,-7.197255449180977061e-12,7.916666665719871432e-01,9.047619046813579757e-01,1.586689580630542713e-11,-2.135051161378230446e-03
3.340268053610721921e+01,-9.781776855674627575e-12,7.916666665721021623e-01,9.047619046824857403e-01,2.156466937529395212e-11,-1.228405737108715333e-03
3.341468293658731170e+01,-1.238499069324757817e-11,7.916666665721989737e-01,9.047619046836057333e-01,2.730365182720356001e-11,-4.872323042150166080e-04
3.342668533706741130e+01,-1.500123282952391853e-11,7.916666665722796870e-01,9.047619046847173996e-01,3.307135615238580008e-11,-6.900186828391841011e-04
3.343868773754750379e+01,-1.762496484615908500e-11,7.916666665723464114e-01,9.047619046858204062e-01,3.885557248731336497e-11,1.268550710269689217e-03
3.345069013802760338e+01,-2.025077403885237170e-11,7.916666665724011454e-01,9.047619046869143089e-01,4.464436811460765908e-11,-2.396654842616487233e-03
3.346269253850769587e+01,-2.287337341733447754e-11,7.916666665724461094e-01,9.047619046879988858e-01,5.042608746301146925e-11,1.923156320135676082e-03
3.347469493898779547e+01,-2.548760170537984935e-11,7.916666665724830798e-01,9.047619046890734706e-01,5.618935210741606787e-11,1.919677168719169987e-03
3.348669733946788796e+01,-2.808842334079439693e-11,7.916666665725141661e-01,9.047619046901379525e-01,6.192306076883427784e-11,-4.322535003823122011e-04
3.349869973994798755e+01,-3.067092847542778443e-11,7.916666665725410335e-01,9.047619046911918872e-01,6.761638931442753039e-11,-2.351222952963124245e-03
3.351070214042808004e+01,-3.323033297516113900e-11,7.916666665725656804e-01,9.047619046922349417e-01,7.325879075747880722e-11,-4.720898036583847344e-03
3.352270454090817964e+01,-3.576197841991929043e-11,7.916666665725898833e-01,9.047619046932667830e-01,7.883999525741982119e-11,-1.251295452645628315e-04
3.353470694138827213e+01,-3.826133210365858966e-11,7.916666665726153074e-01,9.047619046942870780e-01,8.435001011980384207e-11,-1.421622955935364276e-03
3.354670934186837172e+01,-4.072398703437907091e-11,7.916666665726437291e-01,9.047619046952954935e-01,8.977911979633303234e-11,2.033274118277947394e-04
3.355871174234846421e+01,-4.314566193411234123e-11,7.916666665726767027e-01,9.047619046962916967e-01,9.511788588483131821e-11,-2.094590292856240033e-03
3.357071414282856381e+01,-4.552220123893349708e-11,7.916666665727158936e-01,9.047619046972755763e-01,1.003571471292710533e-10,5.290962728099140271e-06
3.358271654330865630e+01,-4.784957509894953087e-11,7.916666665727629670e-01,9.047619046982466884e-01,1.054880194197475311e-10,-1.221177184432883781e-04
3.359471894378875589e+01,-5.012387937831061422e-11,7.916666665728191443e-01,9.047619046992046998e-01,1.105018957925033610e-10,2.231882000521161606e-05
3.360672134426884838e+01,-5.234133565519902151e-11,7.916666665728862018e-01,9.047619047001496106e-01,1.153904464299048677e-10,5.665552998410282532e-04
3.361872374474894798e+01,-5.449829122184005123e-11,7.916666665729653607e-01,9.047619047010808657e-01,1.201456186604656531e-10,5.788883529926564311e-04
3.363072614522904047e+01,-5.659121908449128556e-11,7.916666665730580643e-01,9.047619047019984651e-01,1.247596369588232670e-10,1.923825648249822629e-03
3.364272854570914006e+01,-5.861671796345307231e-11,7.916666665731656449e-01,9.047619047029021866e-01,1.292250029457623037e-10,-1.552491946532597337e-03
3.365473094618923255e+01,-6.057151229305841781e-11,7.916666665732893238e-01,9.047619047037915863e-01,1.335344953881919260e-10,1.428060788748256255e-03
3.366673334666933215e+01,-6.245245222168261577e-11,7.916666665734304331e-01,9.047619047046666640e-01,1.376811701991675138e-10,3.189887172821846868e-04
3.367873574714942464e+01,-6.425651361173410959e-11,7.916666665735901942e-01,9.047619047055271979e-01,1.416583604378704502e-10,-8.266876591642376192e-04
3.369073814762952424e+01,-6.598079803966325522e-11,7.916666665737694952e-01,9.047619047063728548e-01,1.454596763096271980e-10,-1.971674634603198632e-03
3.370274054810961673e+01,-6.762253279595381679e-11,7.916666665739697795e-01,9.047619047072036347e-01,1.490790051658911280e-10,2.891114531169857848e-03
3.371474294858971632e+01,-6.917907088513114789e-11,7.916666665741918241e-01,9.047619047080193155e-01,1.525105115042600963e-10,4.765762836769122952e-04
3.372674534906980881e+01,-7.064789102575451430e-11,7.916666665744367393e-01,9.047619047088197863e-01,1.557486369684598748e-10,-1.019755925695862856e-03
3.373874774954990841e+01,-7.202659765042418970e-11,7.916666665747054132e-01,9.047619047096048250e-01,1.587881003483596868e-10,1.475899505324911769e-04
3.375075015003000090e+01,-7.331292090577485109e-11,7.916666665749988452e-01,9.047619047103743206e-01,1.616238975799578865e-10,1.351172783690616381e-05
3.376275255051010049e+01,-7.450471665248179559e-11,7.916666665753179233e-01,9.047619047111282731e-01,1.642513017453954007e-10,-1.030904444817046933e-03
3.377475495099019298e+01,-7.559996646525508558e-11,7.916666665756633137e-01,9.047619047118664604e-01,1.666658630729430621e-10,-2.725391910862767775e-03
3.378675735147029258e+01,-7.659677763284508043e-11,7.916666665760360155e-01,9.047619047125886604e-01,1.688634089370137853e-10,3.078542752553350558e-04
3.379875975195038507e+01,-7.749338315803725370e-11,7.916666665764364730e-01,9.047619047132950953e-01,1.708400438581513731e-10,-3.173022376034073189e-04
3.381076215243048466e+01,-7.828814175765683315e-11,7.916666665768656852e-01,9.047619047139854320e-01,1.725921495030403915e-10,-5.526641779777741398e-04
3.382276455291057715e+01,-7.897953786256485866e-11,7.916666665773239853e-01,9.047619047146596705e-01,1.741163846844976910e-10,1.954256481166710777e-03
3.383476695339067675e+01,-7.956618161766145219e-11,7.916666665778121503e-01,9.047619047153178107e-01,1.754096853614799543e-10,-2.590805491918537866e-03
3.384676935387076924e+01,-8.004680888188303899e-11,7.916666665783307355e-01,9.047619047159597416e-01,1.764692646390770537e-10,-1.881571584572850914e-03
3.385877175435086883e+01,-8.042028122820489372e-11,7.916666665788800739e-01,9.047619047165855743e-01,1.772926127685179697e-10,3.242701136873097668e-04
3.387077415483096132e+01,-8.068558594363872361e-11,7.916666665794607205e-01,9.047619047171950868e-01,1.778774971471656221e-10,1.655346824758760667e-03
3.388277655531106092e+01,-8.084183602923480094e-11,7.916666665800730085e-01,9.047619047177882790e-01,1.782219623185212118e-10,1.216278181374307391e-03
3.389477895579115341e+01,-8.088827020008042507e-11,7.916666665807174930e-01,9.047619047183653729e-01,1.783243299722214039e-10,1.445721563951632644e-03
3.390678135627125300e+01,-8.082425288530059451e-11,7.916666665813941739e-01,9.047619047189261465e-01,1.781831989440390511e-10,-4.342548426412610844e-03
3.391878375675134549e+01,-8.064927422805813614e-11,7.916666665821036064e-01,9.047619047194707109e-01,1.777974452158842535e-10,9.890969876353503110e-04
3.393078615723144509e+01,-8.036295008555305901e-11,7.916666665828459015e-01,9.047619047199990661e-01,1.771662219158025754e-10,8.325092161525448047e-04
3.394278855771153758e+01,-7.996502202902369170e-11,7.916666665836210592e-01,9.047619047205113230e-01,1.762889593179774746e-10,1.359047946598866945e-03
3.395479095819163717e+01,-7.945535734374492453e-11,7.916666665844295236e-01,9.047619047210073706e-01,1.751653648427265289e-10,-1.350997190003060859e-03
3.396679335867172966e+01,-7.883394902903048437e-11,7.916666665852711837e-01,9.047619047214874310e-01,1.737954230565067347e-10,1.017047227629614033e-03
3.397879575915182926e+01,-7.810091579823029795e-11,7.916666665861460395e-01,9.047619047219516153e-01,1.721793956719082779e-10,1.991682851875127992e-03
3.399079815963192175e+01,-7.725650207873354212e-11,7.916666665870540909e-01,9.047619047223998123e-01,1.703178215476612283e-10,3.184331130718249039e-03
3.400280056011202134e+01,-7.630107801196499904e-11,7.916666665879954490e-01,9.047619047228322442e-01,1.682115166886280694e-10,5.122742417450236929e-04
3.401480296059211383e+01,-7.523513945338942480e-11,7.916666665889697807e-01,9.047619047232490219e-01,1.658615742458125650e-10,-2.616207636372793605e-03
3.402680536107221343e+01,-7.405930797250661212e-11,7.916666665899770861e-01,9.047619047236502565e-01,1.632693645163495224e-10,1.213773004495806066e-04
3.403880776155230592e+01,-7.277433085285662487e-11,7.916666665910171430e-01,9.047619047240360590e-01,1.604365349435158043e-10,1.287572670277749819e-03
3.405081016203240551e+01,-7.138108109201418879e-11,7.916666665920896184e-01,9.047619047244064294e-01,1.573650101167182057e-10,1.028672103490993342e-03
3.406281256251249800e+01,-6.988055740159490820e-11,7.916666665931942903e-01,9.047619047247618118e-01,1.540569917715071799e-10,3.798429112310904368e-03
3.407481496299259760e+01,-6.827388420724866155e-11,7.916666665943308256e-01,9.047619047251020952e-01,1.505149587895621297e-10,-3.814367489519756584e-04
3.408681736347269009e+01,-6.656231164866603786e-11,7.916666665954988913e-01,9.047619047254275015e-01,1.467416671987055996e-10,-1.996346029153015476e-03
3.409881976395278969e+01,-6.474721557957208121e-11,7.916666665966979322e-01,9.047619047257383640e-01,1.427401501728894712e-10,-1.241219281316776951e-03
3.411082216443288218e+01,-6.283009756773314082e-11,7.916666665979276152e-01,9.047619047260346825e-01,1.385137180322099567e-10,1.314521767294115533e-03
3.412282456491298177e+01,-6.081258489494878015e-11,7.916666665991872742e-01,9.047619047263167902e-01,1.340659582428899951e-10,-1.567040679025278292e-03
3.413482696539307426e+01,-5.869643055706103106e-11,7.916666666004763542e-01,9.047619047265849090e-01,1.294007354172992336e-10,-2.042040991069301453e-03
3.414682936587317386e+01,-5.648351326394435123e-11,7.916666666017944110e-01,9.047619047268391501e-01,1.245221913139321337e-10,-1.635267877079168986e-03
3.415883176635326635e+01,-5.417583743951615787e-11,7.916666666031406674e-01,9.047619047270797354e-01,1.194347448374310282e-10,2.406671110887252055e-03
3.417083416683336594e+01,-5.177553322172616480e-11,7.916666666045143463e-01,9.047619047273071091e-01,1.141430920385626763e-10,4.881722221535032087e-04
3.418283656731345843e+01,-4.928485646256685144e-11,7.916666666059147817e-01,9.047619047275212711e-01,1.086522061142411531e-10,-6.461975204762505790e-04
3.419483896779355803e+01,-4.670618872806298094e-11,7.916666666073411962e-01,9.047619047277226656e-01,1.029673374075048565e-10,1.697423586616249704e-03
3.420684136827365052e+01,-4.404203729828270244e-11,7.916666666087927018e-01,9.047619047279115145e-01,9.709401340754080559e-11,1.377312782693107919e-03
3.421884376875375011e+01,-4.129503516732558281e-11,7.916666666102684102e-01,9.047619047280880400e-01,9.103803874965819687e-11,-1.906304371086026865e-03
3.423084616923384260e+01,-3.846794104333511779e-11,7.916666666117673223e-01,9.047619047282525750e-01,8.480549521531620520e-11,1.662450131395497993e-03
3.424284856971394220e+01,-3.556363934848609160e-11,7.916666666132886609e-01,9.047619047284054528e-01,7.840274173209566575e-11,5.020280263183440547e-04
3.425485097019403469e+01,-3.258514021899728192e-11,7.916666666148312048e-01,9.047619047285471172e-01,7.183641437372731452e-11,-4.053387819704122597e-03
3.426685337067413428e+01,-2.953557950511844476e-11,7.916666666163938437e-01,9.047619047286776794e-01,6.511342636006297918e-11,-2.322552356254426430e-03
3.427885577115422677e+01,-2.641821877114382069e-11,7.916666666179755785e-01,9.047619047287974725e-01,5.824096805710518951e-11,5.378596924918835126e-04
3.429085817163432637e+01,-2.323644529539808580e-11,7.916666666195752988e-01,9.047619047289070515e-01,5.122650697697639082e-11,9.835311841679249961e-04
3.430286057211441886e+01,-1.999377207025093065e-11,7.916666666211915615e-01,9.047619047290066385e-01,4.407778777795079040e-11,-5.438073052385201077e-04
3.431486297259451845e+01,-1.669383780210214525e-11,7.916666666228233673e-01,9.047619047290966776e-01,3.680283226442154814e-11,-1.948474117094311847e-03
3.432686537307461094e+01,-1.334040691139663753e-11,7.916666666244691619e-01,9.047619047291773908e-01,2.940993938693378623e-11,5.153835683713886995e-04
3.433886777355471054e+01,-9.937369532609356656e-12,7.916666666261278351e-01,9.047619047292494443e-01,2.190768524215136301e-11,-3.590375305838358361e-03
3.435087017403480303e+01,-6.488741514260770398e-12,7.916666666277977216e-01,9.047619047293129491e-01,1.430492307289085519e-11,1.126393311055404363e-03
3.436287257451490262e+01,-2.998664418900457200e-12,7.916666666294776000e-01,9.047619047293685712e-01,6.610783268085416416e-12,-2.708592052473712125e-04
3.437487497499499511e+01,5.285944768756651895e-13,7.916666666311659162e-01,9.047619047294165329e-01,-1.165326637177355659e-12,-2.558958803682365651e-05
3.438687737547509471e+01,4.088642182442978702e-12,7.916666666328611157e-01,9.047619047294573891e-01,-9.013721961694317207e-12,-1.258204638280498080e-03
3.439887977595518720e+01,7.676959993130002516e-12,7.916666666345615333e-01,9.047619047294914729e-01,-1.692444087810678398e-11,1.669349769585479204e-03
3.441088217643528679e+01,1.128890349023684306e-11,7.916666666362657256e-01,9.047619047295194505e-01,-2.488724441294129541e-11,-4.573626335341284162e-03
3.442288457691537928e+01,1.491970254101754858e-11,7.916666666379718054e-01,9.047619047295415440e-01,-3.289161644657068682e-11,-1.682430890500866139e-03
3.443488697739547888e+01,1.856446129869638131e-11,7.916666666396782182e-01,9.047619047295584194e-01,-4.092676371325003482e-11,1.176992211693162101e-03
3.444688937787557137e+01,2.221815820245196214e-11,7.916666666413830766e-01,9.047619047295705208e-01,-4.898161580108182689e-11,-1.355745837398369394e-03
3.445889177835567097e+01,2.587564597743370431e-11,7.916666666430846044e-01,9.047619047295782924e-01,-5.704482515205207295e-11,2.925168385719538900e-03
3.447089417883576346e+01,2.953165163474556391e-11,7.916666666447809142e-01,9.047619047295821781e-01,-6.510476706199455568e-11,8.775379951644321540e-04
3.448289657931586305e+01,3.318077647146119077e-11,7.916666666464702296e-01,9.047619047295829553e-01,-7.314953968062444764e-11,-1.469641905229428572e-03
3.449489897979595554e+01,3.681749607060917500e-11,7.916666666481504411e-01,9.047619047295808459e-01,-8.116696401150550838e-11,2.233867016800335920e-03
3.450690138027605514e+01,4.043616030118805896e-11,7.916666666498196614e-01,9.047619047295766270e-01,-8.914458391208339141e-11,-1.341323314187856943e-04
3.451890378075614763e+01,4.403099331815134467e-11,7.916666666514757811e-01,9.047619047295707428e-01,-9.706966609365269912e-11,1.201773915017756173e-03
3.453090618123624722e+01,4.759609356242246054e-11,7.916666666531166907e-01,9.047619047295638595e-01,-1.049292001213896435e-10,-1.162895368336630889e-03
3.454290858171633971e+01,5.112543376087947799e-11,7.916666666547402809e-01,9.047619047295564210e-01,-1.127098984143187522e-10,-1.128384481233266415e-03
3.455491098219643931e+01,5.461286092637115741e-11,7.916666666563443311e-01,9.047619047295489825e-01,-1.203981962453480105e-10,1.464413511138968086e-03
3.456691338267653180e+01,5.805209635769971956e-11,7.916666666579266209e-01,9.047619047295423211e-01,-1.279802517412309923e-10,2.632708460377060030e-04
3.457891578315663139e+01,6.143673563963873980e-11,7.916666666594849300e-01,9.047619047295369921e-01,-1.354419458826062158e-10,-1.427284850226530257e-03
3.459091818363672388e+01,6.476024864291564160e-11,7.916666666610169267e-01,9.047619047295334394e-01,-1.427688825039585759e-10,-1.667717387335050736e-03
3.460292058411682348e+01,6.801597952422827247e-11,7.916666666625201687e-01,9.047619047295324402e-01,-1.499463882936558565e-10,1.355706152847819829e-03
3.461492298459691597e+01,7.119714672622963340e-11,7.916666666639923244e-01,9.047619047295346606e-01,-1.569595127939150751e-10,3.553125172776159559e-03
3.462692538507701556e+01,7.429684297754161785e-11,7.916666666654309514e-01,9.047619047295406558e-01,-1.637930284008327261e-10,-1.578683811080957384e-03
3.463892778555710805e+01,7.730803529274226798e-11,7.916666666668333852e-01,9.047619047295512029e-01,-1.704314303643564497e-10,1.423188981308353080e-03
3.465093018603720765e+01,8.022356497237876396e-11,7.916666666681971831e-01,9.047619047295668571e-01,-1.768589367883141390e-10,-5.661535150387500721e-03
3.466293258651730014e+01,8.303614760295338777e-11,7.916666666695196808e-01,9.047619047295882844e-01,-1.830594886303821706e-10,-2.655056261527668701e-03
3.467493498699739973e+01,8.573837305693788254e-11,7.916666666707983246e-01,9.047619047296162620e-01,-1.890167497021176387e-10,1.422112645055544035e-03
3.468693738747749222e+01,8.832270549275972649e-11,7.916666666720304502e-01,9.047619047296515671e-01,-1.947141066689280083e-10,3.226755808765714544e-03
3.469893978795759182e+01,9.078148335481557465e-11,7.916666666732131707e-01,9.047619047296947548e-01,-2.001346690500998854e-10,2.135038644280301654e-04
3.471094218843768431e+01,9.310691937345758453e-11,7.916666666743437109e-01,9.047619047297464911e-01,-2.052612692187697813e-10,1.169018192771431814e-03
3.472294458891778390e+01,9.529110056500662511e-11,7.916666666754194059e-01,9.047619047298077755e-01,-2.100764624019525985e-10,6.050318763427776567e-04
3.473494698939787639e+01,9.732598823174087733e-11,7.916666666764372584e-01,9.047619047298791628e-01,-2.145625266805163244e-10,2.086217735012383008e-03
3.474694938987797599e+01,9.920341796190521737e-11,7.916666666773942707e-01,9.047619047299614303e-01,-2.187014629892028400e-10,-2.045901553499704113e-03
3.475895179035806848e+01,1.009150996297020401e-10,7.916666666782876671e-01,9.047619047300553552e-01,-2.224749951166074472e-10,1.352155880012592595e-03
3.477095419083816807e+01,1.024526173953021806e-10,7.916666666791142282e-01,9.047619047301617146e-01,-2.258645697052024690e-10,-7.608504199225327082e-04
3.478295659131826056e+01,1.038074297048328034e-10,7.916666666798709562e-01,9.047619047302812856e-01,-2.288513562513111162e-10,-5.724005612663291302e-04
3.479495899179836016e+01,1.049708692903879882e-10,7.916666666805548536e-01,9.047619047304149564e-01,-2.314162471051300279e-10,8.838021915614078963e-05
3.480696139227845265e+01,1.059341431700216210e-10,7.916666666811627007e-01,9.047619047305633933e-01,-2.335398574707135547e-10,-3.075726645101311001e-04
3.481896379275855224e+01,1.066883326477512586e-10,7.916666666816911668e-01,9.047619047307274842e-01,-2.352025254059821605e-10,-1.418574046850936462e-03
3.483096619323864473e+01,1.072243933135559833e-10,7.916666666821372544e-01,9.047619047309081175e-01,-2.363843118227173813e-10,-4.056876749424607608e-04
3.484296859371874433e+01,1.075331550433791298e-10,7.916666666824974108e-01,9.047619047311060703e-01,-2.370650004865676414e-10,-1.769425488930341126e-03
3.485497099419883682e+01,1.076053219991228312e-10,7.916666666827684162e-01,9.047619047313222307e-01,-2.372240980170360527e-10,3.025563493580625367e-03
3.486697339467893642e+01,1.074314726286557477e-10,7.916666666829469401e-01,9.047619047315573759e-01,-2.368408338874970096e-10,1.482596676066275532e-03
3.487897579515902891e+01,1.070020596658059969e-10,7.916666666830295407e-01,9.047619047318125052e-01,-2.358941604251804733e-10,-7.159548986369684235e-04
3.489097819563912850e+01,1.063074101303657423e-10,7.916666666830125543e-01,9.047619047320883956e-01,-2.343627528111816385e-10,3.242977621081505855e-03
3.490298059611922099e+01,1.053377253280885432e-10,7.916666666828926502e-01,9.047619047323859354e-01,-2.322250090804547045e-10,2.642051564579163229e-03
3.491498299659932059e+01,1.040830808506902472e-10,7.916666666826662757e-01,9.047619047327061237e-01,-2.294590501218152273e-10,1.066000971497923448e-03
3.492698539707941308e+01,1.025334265758508894e-10,7.916666666823296561e-01,9.047619047330498487e-01,-2.260427196779426524e-10,-9.532824331276076304e-04
3.493898779755951267e+01,1.006785866672099886e-10,7.916666666818791276e-01,9.047619047334181097e-01,-2.219535843453708286e-10,6.127135207569175956e-04
3.495099019803960516e+01,9.850825957437280191e-11,7.916666666813111375e-01,9.047619047338115728e-01,-2.171689335745004416e-10,1.233996510264700293e-03
3.496299259851970476e+01,9.601915600140605103e-11,7.916666666806243535e-01,9.047619047342307930e-01,-2.116815158628117939e-10,2.849603863524094276e-03
3.497499499899979725e+01,9.331817543990525493e-11,7.916666666798558571e-01,9.047619047346652232e-01,-2.057269992515510555e-10,-2.517662807547378732e-04
3.498699739947989684e+01,9.045380096552676847e-11,7.916666666790230789e-01,9.047619047351102006e-01,-1.994122683601147374e-10,-1.014647976351963502e-03
3.499899979995998933e+01,8.743821888204972831e-11,7.916666666781304595e-01,9.047619047355649480e-01,-1.927641888199231391e-10,4.634358761591103430e-03
3.501100220044008893e+01,8.428338010420998898e-11,7.916666666771825511e-01,9.047619047360284661e-01,-1.858091073293891982e-10,2.846514269404615011e-03
3.502300460092018142e+01,8.100100015771440470e-11,7.916666666761837945e-01,9.047619047364999778e-01,-1.785728516539498974e-10,7.228799531830591230e-04
3.503500700140028101e+01,7.760255917922592722e-11,7.916666666751386305e-01,9.047619047369782619e-01,-1.710807306260341338e-10,-1.713023956018372689e-03
3.504700940188037350e+01,7.409930191637905077e-11,7.916666666740513891e-01,9.047619047374628742e-01,-1.633575341450963490e-10,1.068023797252348099e-03
3.505901180236047310e+01,7.050223772776385013e-11,7.916666666729260671e-01,9.047619047379525936e-01,-1.554275331775815031e-10,2.314830290979126570e-03
3.507101420284056559e+01,6.682214058294243373e-11,7.916666666717667722e-01,9.047619047384467539e-01,-1.473144797569615997e-10,1.597167422244943685e-03
3.508301660332066518e+01,6.306954906243203816e-11,7.916666666705777233e-01,9.047619047389445779e-01,-1.390416069836986442e-10,1.733973589552031307e-03
3.509501900380075767e+01,5.925476635772233431e-11,7.916666666693625842e-01,9.047619047394451774e-01,-1.306316290252823059e-10,1.908935904529678539e-04
3.510702140428085727e+01,5.538786027125779814e-11,7.916666666681253517e-01,9.047619047399477754e-01,-1.221067411161915837e-10,2.353569938391049127e-03
