t,P,C,W,N,dP_dt,dP_dt_noisy
9.209841968393678968e+00,2.278489590142404875e-01,2.408624630993579097e-01,1.440321238893026712e-01,-1.783804392731774824e-01,-1.036914280311494393e-02,-1.100138841697238801e-02
9.213842768553710982e+00,2.278074189939463534e-01,2.407378706851830419e-01,1.440433287465187617e-01,-1.784390286637357881e-01,-1.039668536811034875e-02,-1.886299175303858544e-02
9.217843568713742997e+00,2.277657690946318925e-01,2.406135224968037334e-01,1.440544222420965248e-01,-1.784979028116771838e-01,-1.042407231051202011e-02,-1.894603180853979274e-02
9.221844368873775011e+00,2.277240099384136296e-01,2.404894187814264617e-01,1.440654046855049109e-01,-1.785570605818317114e-01,-1.045130387352408846e-02,-8.236023356904579110e-03
9.225845169033807025e+00,2.276821421464119977e-01,2.403655597838658953e-01,1.440762763860773676e-01,-1.786165008398446774e-01,-1.047838030073212912e-02,-1.088841379852738094e-02
9.229845969193839039e+00,2.276401663387514762e-01,2.402419457465449493e-01,1.440870376530119512e-01,-1.786762224521767362e-01,-1.050530183610294023e-02,-1.008152982987513789e-02
9.233846769353871053e+00,2.275980831345606470e-01,2.401185769094947020e-01,1.440976887953713259e-01,-1.787362242861037231e-01,-1.053206872398428952e-02,-7.572318840240377033e-03
9.237847569513903068e+00,2.275558931519720274e-01,2.399954535103544506e-01,1.441082301220826534e-01,-1.787965052097168772e-01,-1.055868120910454129e-02,-8.808762770117242041e-03
9.241848369673935082e+00,2.275135970081222370e-01,2.398725757843717665e-01,1.441186619419377868e-01,-1.788570640919226740e-01,-1.058513953657246737e-02,-1.501706129408316229e-02
9.245849169833967096e+00,2.274711953191518587e-01,2.397499439644023567e-01,1.441289845635930489e-01,-1.789178998024428535e-01,-1.061144395187692269e-02,-1.024428503807369405e-02
9.249849969993999110e+00,2.274286887002055779e-01,2.396275582809102023e-01,1.441391982955693984e-01,-1.789790112118145038e-01,-1.063759470088665102e-02,-1.097294574051540031e-02
9.253850770154031125e+00,2.273860777654320708e-01,2.395054189619674756e-01,1.441493034462523193e-01,-1.790403971913899772e-01,-1.066359202984998311e-02,-1.326344407385464733e-02
9.257851570314063139e+00,2.273433631279840605e-01,2.393835262332545399e-01,1.441593003238919590e-01,-1.791020566133368630e-01,-1.068943618539452273e-02,-1.131217838419738830e-02
9.261852370474095153e+00,2.273005454000182335e-01,2.392618803180600329e-01,1.441691892366029348e-01,-1.791639883506381536e-01,-1.071512741452700784e-02,-1.254220753500844346e-02
9.265853170634127167e+00,2.272576251926954061e-01,2.391404814372806997e-01,1.441789704923645277e-01,-1.792261912770919952e-01,-1.074066596463296372e-02,-1.398621015284400720e-02
9.269853970794159181e+00,2.272146031161803303e-01,2.390193298094216157e-01,1.441886443990205435e-01,-1.792886642673119368e-01,-1.076605208347649820e-02,-1.243735492596158634e-02
9.273854770954191196e+00,2.271714797796418883e-01,2.388984256505960191e-01,1.441982112642793967e-01,-1.793514061967267370e-01,-1.079128601920001027e-02,-9.616374656218810643e-03
9.277855571114223210e+00,2.271282557912528977e-01,2.387777691745253672e-01,1.442076713957140544e-01,-1.794144159415805018e-01,-1.081636802032405996e-02,-5.002413410469877530e-04
9.281856371274255224e+00,2.270849317581902505e-01,2.386573605925392805e-01,1.442170251007620918e-01,-1.794776923789326017e-01,-1.084129833574695896e-02,-1.492621057574002735e-02
9.285857171434287238e+00,2.270415082866348855e-01,2.385372001135756814e-01,1.442262726867255818e-01,-1.795412343866576999e-01,-1.086607721474471509e-02,-8.256490417600436879e-03
9.289857971594319253e+00,2.269979859817717327e-01,2.384172879441806836e-01,1.442354144607712885e-01,-1.796050408434456958e-01,-1.089070490697061425e-02,-1.819734867534830713e-02
9.293858771754351267e+00,2.269543654477897410e-01,2.382976242885085361e-01,1.442444507299304457e-01,-1.796691106288018924e-01,-1.091518166245514752e-02,-2.965057549944083437e-03
9.297859571914383281e+00,2.269106472878819614e-01,2.381782093483218177e-01,1.442533818010989510e-01,-1.797334426230468019e-01,-1.093950773160572328e-02,-1.260638437328959020e-02
9.301860372074415295e+00,2.268668321042454084e-01,2.380590433229912151e-01,1.442622079810372271e-01,-1.797980357073162005e-01,-1.096368336520644159e-02,-1.026930507286255394e-02
9.305861172234447309e+00,2.268229204980811431e-01,2.379401264094957169e-01,1.442709295763702770e-01,-1.798628887635612128e-01,-1.098770881441781672e-02,-4.600612902152548429e-03
9.309861972394479324e+00,2.267789130695942457e-01,2.378214588024224752e-01,1.442795468935876846e-01,-1.799280006745482552e-01,-1.101158433077668343e-02,-6.073198616075959483e-03
9.313862772554511338e+00,2.267348104179938706e-01,2.377030406939668605e-01,1.442880602390436418e-01,-1.799933703238589811e-01,-1.103531016619588648e-02,-1.849460706914373906e-02
9.317863572714543352e+00,2.266906131414931358e-01,2.375848722739324625e-01,1.442964699189568378e-01,-1.800589965958903638e-01,-1.105888657296409672e-02,-8.282922223579609541e-03
9.321864372874575366e+00,2.266463218373092336e-01,2.374669537297311173e-01,1.443047762394106537e-01,-1.801248783758546690e-01,-1.108231380374559080e-02,-1.221927518912163321e-02
9.325865173034607380e+00,2.266019371016634032e-01,2.373492852463827962e-01,1.443129795063529397e-01,-1.801910145497794824e-01,-1.110559211158011067e-02,-8.009974368853403984e-03
9.329865973194639395e+00,2.265574595297789595e-01,2.372318670065255153e-01,1.443210800255929627e-01,-1.802574040045182568e-01,-1.112872174987759692e-02,-1.036679981136847187e-02
9.333866773354671409e+00,2.265128897149198683e-01,2.371146991958192896e-01,1.443290781010645452e-01,-1.803240456334543884e-01,-1.115170296974127111e-02,-7.471506603309399988e-03
9.337867573514703423e+00,2.264682282499372590e-01,2.369977819960648602e-01,1.443369740371729937e-01,-1.803909383285044465e-01,-1.117453602354865488e-02,-9.714757830996159985e-03
9.341868373674735437e+00,2.264234757276448462e-01,2.368811155819927627e-01,1.443447681397415083e-01,-1.804580809771808014e-01,-1.119722116643704843e-02,-1.189649282456565343e-02
9.345869173834767452e+00,2.263786327397980802e-01,2.367647001261727613e-01,1.443524607143706340e-01,-1.805254724681097656e-01,-1.121975865379224065e-02,-5.334863709413531843e-03
9.349869973994799466e+00,2.263336998770943409e-01,2.366485357990139038e-01,1.443600520664382880e-01,-1.805931116910316214e-01,-1.124214874124856468e-02,-1.896238164049177111e-02
9.353870774154831480e+00,2.262886777291728269e-01,2.365326227687646332e-01,1.443675425010997049e-01,-1.806609975368006493e-01,-1.126439168468850414e-02,-1.342969207673746883e-02
9.357871574314863494e+00,2.262435668846146108e-01,2.364169612015125932e-01,1.443749323232874637e-01,-1.807291288973850441e-01,-1.128648774024273299e-02,-1.606448279702928778e-02
9.361872374474895508e+00,2.261983679309426676e-01,2.363015512611847113e-01,1.443822218377115163e-01,-1.807975046658669704e-01,-1.130843716428981370e-02,-1.202779487672556331e-02
9.365873174634927523e+00,2.261530814546217627e-01,2.361863931095473101e-01,1.443894113488591591e-01,-1.808661237364426189e-01,-1.133024021345602206e-02,-1.347995386543584910e-02
9.369873974794959537e+00,2.261077080410585638e-01,2.360714869062058852e-01,1.443965011609950333e-01,-1.809349850044220942e-01,-1.135189714461524134e-02,-1.209213712138382246e-02
9.373874774954991551e+00,2.260622482746016126e-01,2.359568328086053268e-01,1.444034915781610695e-01,-1.810040873662294159e-01,-1.137340821488879924e-02,-1.382559920665269934e-02
9.377875575115023565e+00,2.260167027385412697e-01,2.358424309720297540e-01,1.444103829041766540e-01,-1.810734297194026843e-01,-1.139477368164524412e-02,-1.374276371765898591e-02
9.381876375275055580e+00,2.259710720151097973e-01,2.357282815496025696e-01,1.444171754426384346e-01,-1.811430109625938867e-01,-1.141599380250027038e-02,-1.963625185217180574e-02
9.385877175435087594e+00,2.259253566854813322e-01,2.356143846922865437e-01,1.444238694969204317e-01,-1.812128299955690081e-01,-1.143706883531649815e-02,-1.162541633265350670e-02
9.389877975595119608e+00,2.258795573297718018e-01,2.355007405488836747e-01,1.444304653701739827e-01,-1.812828857192079202e-01,-1.145799903820335364e-02,-9.916474490585146934e-03
9.393878775755151622e+00,2.258336745270390356e-01,2.353873492660352729e-01,1.444369633653278806e-01,-1.813531770355046036e-01,-1.147878466951688693e-02,-1.446054876814396525e-02
9.397879575915183636e+00,2.257877088552827649e-01,2.352742109882219601e-01,1.444433637850880969e-01,-1.814237028475668700e-01,-1.149942598785970264e-02,-1.478411379631489400e-02
9.401880376075215651e+00,2.257416608914445122e-01,2.351613258577636423e-01,1.444496669319381144e-01,-1.814944620596165847e-01,-1.151992325208071877e-02,-1.474280559829639278e-02
9.405881176235247665e+00,2.256955312114077017e-01,2.350486940148194814e-01,1.444558731081386216e-01,-1.815654535769894995e-01,-1.154027672127513372e-02,-3.145072203698882907e-03
9.409881976395279679e+00,2.256493203899976041e-01,2.349363155973879791e-01,1.444619826157277631e-01,-1.816366763061353640e-01,-1.156048665478418697e-02,-1.062039764202914703e-02
9.413882776555311693e+00,2.256030290009813644e-01,2.348241907413069207e-01,1.444679957565210004e-01,-1.817081291546179533e-01,-1.158055331219507919e-02,-9.641855111957180896e-03
9.417883576715343708e+00,2.255566576170680015e-01,2.347123195802533757e-01,1.444739128321110844e-01,-1.817798110311149296e-01,-1.160047695334082141e-02,-1.310250554620021393e-02
9.421884376875375722e+00,2.255102068099083534e-01,2.346007022457437530e-01,1.444797341438681659e-01,-1.818517208454179246e-01,-1.162025783830013953e-02,-1.411998322210210842e-02
9.425885177035407736e+00,2.254636771500951320e-01,2.344893388671336343e-01,1.444854599929397410e-01,-1.819238575084325404e-01,-1.163989622739729918e-02,-1.603279392632857292e-02
9.429885977195439750e+00,2.254170692071629511e-01,2.343782295716180519e-01,1.444910906802506501e-01,-1.819962199321784047e-01,-1.165939238120203281e-02,-3.948753428019485465e-03
9.433886777355471764e+00,2.253703835495882157e-01,2.342673744842312111e-01,1.444966265065030786e-01,-1.820688070297890593e-01,-1.167874656052935063e-02,-2.018089767348778957e-02
9.437887577515503779e+00,2.253236207447892880e-01,2.341567737278466843e-01,1.445020677721765567e-01,-1.821416177155119609e-01,-1.169795902643953021e-02,-1.019810762094771651e-02
9.441888377675535793e+00,2.252767813591262935e-01,2.340464274231772723e-01,1.445074147775279316e-01,-1.822146509047086194e-01,-1.171703004023788748e-02,-1.183723788337872826e-02
9.445889177835567807e+00,2.252298659579012596e-01,2.339363356887751433e-01,1.445126678225914507e-01,-1.822879055138544591e-01,-1.173595986347470040e-02,-1.301407134342663467e-02
9.449889977995599821e+00,2.251828751053581157e-01,2.338264986410316937e-01,1.445178272071786785e-01,-1.823613804605389022e-01,-1.175474875794516733e-02,-1.958678639851920908e-02
9.453890778155631835e+00,2.251358093646825820e-01,2.337169163941776595e-01,1.445228932308785241e-01,-1.824350746634652853e-01,-1.177339698568916765e-02,-1.794852413931724219e-02
9.457891578315663850e+00,2.250886692980022530e-01,2.336075890602830607e-01,1.445278661930572417e-01,-1.825089870424509708e-01,-1.179190480899129992e-02,-6.883581196353683908e-03
9.461892378475695864e+00,2.250414554663866806e-01,2.334985167492571456e-01,1.445327463928584577e-01,-1.825831165184272353e-01,-1.181027249038071186e-02,-1.527893741892431302e-02
9.465893178635727878e+00,2.249941684298471245e-01,2.333896995688485854e-01,1.445375341292031435e-01,-1.826574620134393534e-01,-1.182850029263093905e-02,-7.433011144785047451e-03
9.469893978795759892e+00,2.249468087473368016e-01,2.332811376246452240e-01,1.445422297007895596e-01,-1.827320224506465141e-01,-1.184658847875990663e-02,-8.497945001530740616e-03
9.473894778955791907e+00,2.248993769767507755e-01,2.331728310200742726e-01,1.445468334060933946e-01,-1.828067967543219319e-01,-1.186453731202980096e-02,-8.967618881471337011e-03
9.477895579115823921e+00,2.248518736749260116e-01,2.330647798564022266e-01,1.445513455433676264e-01,-1.828817838498527915e-01,-1.188234705594697765e-02,-8.074889612706881784e-03
9.481896379275855935e+00,2.248042993976412107e-01,2.329569842327348095e-01,1.445557664106425777e-01,-1.829569826637401364e-01,-1.190001797426185753e-02,-1.795135088625588599e-02
9.485897179435887949e+00,2.247566546996170866e-01,2.328494442460171121e-01,1.445600963057259714e-01,-1.830323921235991191e-01,-1.191755033096886067e-02,-1.428784890510857893e-02
9.489897979595919963e+00,2.247089401345160886e-01,2.327421599910335093e-01,1.445643355262028473e-01,-1.831080111581587511e-01,-1.193494439030628670e-02,-8.541940441157778313e-03
9.493898779755951978e+00,2.246611562549426233e-01,2.326351315604076320e-01,1.445684843694355348e-01,-1.831838386972620691e-01,-1.195220041675631832e-02,-1.826401181992636652e-02
9.497899579915983992e+00,2.246133036124429161e-01,2.325283590446024506e-01,1.445725431325638466e-01,-1.832598736718660248e-01,-1.196931867504482522e-02,-3.646317290052625629e-03
9.501900380076016006e+00,2.245653827575050110e-01,2.324218425319201642e-01,1.445765121125048014e-01,-1.833361150140415674e-01,-1.198629943014135890e-02,-1.478449153401439550e-02
9.505901180236048020e+00,2.245173942395589095e-01,2.323155821085023942e-01,1.445803916059528182e-01,-1.834125616569735884e-01,-1.200314294725907116e-02,-1.232469963510452078e-02
9.509901980396080035e+00,2.244693386069764318e-01,2.322095778583298797e-01,1.445841819093796887e-01,-1.834892125349609771e-01,-1.201984949185464814e-02,-1.714547928124824511e-02
9.513902780556112049e+00,2.244212164070711890e-01,2.321038298632227825e-01,1.445878833190345492e-01,-1.835660665834165650e-01,-1.203641932962821494e-02,-1.020737537091625548e-02
9.517903580716144063e+00,2.243730281860987774e-01,2.319983382028405205e-01,1.445914961309438251e-01,-1.836431227388671539e-01,-1.205285272652327662e-02,-1.572188771658581535e-02
9.521904380876176077e+00,2.243247744892565565e-01,2.318931029546817957e-01,1.445950206409113425e-01,-1.837203799389534875e-01,-1.206914994872663842e-02,-1.328166166041027697e-02
9.525905181036208091e+00,2.242764558606838154e-01,2.317881241940845938e-01,1.445984571445182720e-01,-1.837978371224303353e-01,-1.208531126266847514e-02,-1.777892769335000928e-02
9.529905981196240106e+00,2.242280728434614678e-01,2.316834019942283773e-01,1.446018059371225462e-01,-1.838754932291680744e-01,-1.210133693502103008e-02,-6.142553305252975056e-03
9.533906781356272120e+00,2.241796259791701551e-01,2.315789364319162658e-01,1.446050673123950303e-01,-1.839533472048201501e-01,-1.211722723014974600e-02,-2.028036118114779490e-02
9.537907581516304134e+00,2.241311158087249678e-01,2.314747275806446625e-01,1.446082415641971042e-01,-1.840313979945690515e-01,-1.213298241333134880e-02,-9.877386561314944330e-03
9.541908381676336148e+00,2.240825428725350121e-01,2.313707755062246463e-01,1.446113289876157504e-01,-1.841096445399770520e-01,-1.214860275259058500e-02,-1.096325197550731406e-02
9.545909181836368163e+00,2.240339077099134935e-01,2.312670802725542429e-01,1.446143298774412167e-01,-1.841880857839685859e-01,-1.216408851607590248e-02,-9.975092815436131452e-03
9.549909981996400177e+00,2.239852108590778546e-01,2.311636419416183419e-01,1.446172445281671826e-01,-1.842667206708302474e-01,-1.217943997205946614e-02,-1.728270157702017570e-02
9.553910782156432191e+00,2.239364528571496649e-01,2.310604605734887795e-01,1.446200732339904815e-01,-1.843455481462107082e-01,-1.219465738893707810e-02,-7.025953490533798189e-03
9.557911582316464205e+00,2.238876342401546760e-01,2.309575362263243392e-01,1.446228162888114344e-01,-1.844245671571208833e-01,-1.220974103522811174e-02,-7.387805346964338229e-03
9.561912382476494443e+00,2.238387555430228493e-01,2.308548689563706957e-01,1.446254739862335714e-01,-1.845037766519337652e-01,-1.222469117957560372e-02,-1.142678392577502026e-02
9.565913182636526457e+00,2.237898172995881618e-01,2.307524588179603320e-01,1.446280466195637715e-01,-1.845831755803845897e-01,-1.223950809074605267e-02,-1.067619934975287850e-02
9.569913982796558471e+00,2.237408200425889671e-01,2.306503058635127890e-01,1.446305344818122340e-01,-1.846627628935707255e-01,-1.225419203762952852e-02,-1.304098824193704147e-02
9.573914782956590486e+00,2.236917643036676062e-01,2.305484101435344435e-01,1.446329378656925069e-01,-1.847425375439515904e-01,-1.226874328923953719e-02,-9.053491000307159128e-03
9.577915583116622500e+00,2.236426506133706860e-01,2.304467717066186472e-01,1.446352570636214308e-01,-1.848224984853489017e-01,-1.228316211471306568e-02,-1.638915784765330313e-02
9.581916383276654514e+00,2.235934795011489395e-01,2.303453905994455875e-01,1.446374923677191671e-01,-1.849026446729464257e-01,-1.229744878331055433e-02,-9.523167427627080364e-03
9.585917183436686528e+00,2.235442514953573101e-01,2.302442668667823988e-01,1.446396440698091701e-01,-1.849829750632901171e-01,-1.231160356441582393e-02,-1.027997132820407562e-02
9.589917983596718543e+00,2.234949671232548674e-01,2.301434005514831627e-01,1.446417124614182981e-01,-1.850634886142881186e-01,-1.232562672753610700e-02,-1.937576888204404005e-02
9.593918783756750557e+00,2.234456269110048632e-01,2.300427916944887963e-01,1.446436978337766188e-01,-1.851441842852106501e-01,-1.233951854230201997e-02,-2.545977093855806075e-02
9.597919583916782571e+00,2.233962313836747038e-01,2.299424403348272195e-01,1.446456004778176041e-01,-1.852250610366901751e-01,-1.235327927846749385e-02,-1.293942893077993685e-02
9.601920384076814585e+00,2.233467810652359498e-01,2.298423465096131879e-01,1.446474206841780186e-01,-1.853061178307212342e-01,-1.236690920590984011e-02,-1.317470945866512297e-02
9.605921184236846599e+00,2.232972764785643993e-01,2.297425102540484321e-01,1.446491587431979475e-01,-1.853873536306605840e-01,-1.238040859462971599e-02,-6.290154145383421505e-03
9.609921984396878614e+00,2.232477181454399218e-01,2.296429316014215183e-01,1.446508149449207692e-01,-1.854687674012270859e-01,-1.239377771475110024e-02,-1.210579368321558318e-02
9.613922784556910628e+00,2.231981065865465963e-01,2.295436105831080154e-01,1.446523895790932102e-01,-1.855503581085017617e-01,-1.240701683652125319e-02,-1.489600491343447998e-02
9.617923584716942642e+00,2.231484423214726842e-01,2.294445472285703558e-01,1.446538829351653455e-01,-1.856321247199278490e-01,-1.242012623031081738e-02,-1.921911837966070943e-02
9.621924384876974656e+00,2.230987258687106012e-01,2.293457415653578635e-01,1.446552953022905152e-01,-1.857140662043106349e-01,-1.243310616661371520e-02,-1.287442457814389797e-02
9.625925185037006671e+00,2.230489577456568895e-01,2.292471936191068371e-01,1.446566269693254081e-01,-1.857961815318176224e-01,-1.244595691604717148e-02,-1.536514632394623235e-02
9.629925985197038685e+00,2.229991384686123568e-01,2.291489034135404113e-01,1.446578782248300332e-01,-1.858784696739785025e-01,-1.245867874935178629e-02,-1.797227713134862820e-02
9.633926785357070699e+00,2.229492685527818818e-01,2.290508709704687229e-01,1.446590493570676650e-01,-1.859609296036850434e-01,-1.247127193739138926e-02,-1.307335536567762364e-02
9.637927585517102713e+00,2.228993485122745533e-01,2.289530963097887450e-01,1.446601406540050094e-01,-1.860435602951912293e-01,-1.248373675115325640e-02,-7.198800588732331973e-03
9.641928385677134727e+00,2.228493788601035863e-01,2.288555794494843976e-01,1.446611524033119822e-01,-1.861263607241131490e-01,-1.249607346174787421e-02,-1.203226061312198669e-02
9.645929185837166742e+00,2.227993601081864339e-01,2.287583204056264918e-01,1.446620848923619029e-01,-1.862093298674290798e-01,-1.250828234040918252e-02,-1.775359560990585894e-02
9.649929985997198756e+00,2.227492927673446477e-01,2.286613191923728139e-01,1.446629384082313285e-01,-1.862924667034794035e-01,-1.252036365849440967e-02,-1.088399869705284490e-02
9.653930786157230770e+00,2.226991773473039893e-01,2.285645758219679857e-01,1.446637132377002199e-01,-1.863757702119667736e-01,-1.253231768748418705e-02,-1.802265618807425210e-02
9.657931586317262784e+00,2.226490143566943469e-01,2.284680903047435763e-01,1.446644096672518032e-01,-1.864592393739558374e-01,-1.254414469898255079e-02,-2.043253281236070279e-02
9.661932386477294799e+00,2.225988043030498187e-01,2.283718626491180737e-01,1.446650279830726249e-01,-1.865428731718735411e-01,-1.255584496471692790e-02,-1.008457303005666841e-02
9.665933186637326813e+00,2.225485476928086293e-01,2.282758928615968574e-01,1.446655684710525802e-01,-1.866266705895088529e-01,-1.256741875653820395e-02,-1.531917351931676510e-02
9.669933986797358827e+00,2.224982450313132132e-01,2.281801809467722264e-01,1.446660314167848849e-01,-1.867106306120130399e-01,-1.257886634642068659e-02,-7.011011657444923308e-03
9.673934786957390841e+00,2.224478968228101594e-01,2.280847269073234262e-01,1.446664171055660475e-01,-1.867947522258993631e-01,-1.259018800646217670e-02,-1.103507522521108251e-02
9.677935587117422855e+00,2.223975035704501557e-01,2.279895307440165664e-01,1.446667258223958696e-01,-1.868790344190433828e-01,-1.260138400888395280e-02,-1.663348523043026161e-02
9.681936387277454870e+00,2.223470657762881830e-01,2.278945924557047031e-01,1.446669578519775845e-01,-1.869634761806827083e-01,-1.261245462603089937e-02,-1.151592819578434006e-02
9.685937187437486884e+00,2.222965839412832656e-01,2.277999120393277843e-01,1.446671134787176072e-01,-1.870480765014171931e-01,-1.262340013037138373e-02,-6.145825159675141758e-03
9.689937987597518898e+00,2.222460585652986653e-01,2.277054894899126491e-01,1.446671929867257844e-01,-1.871328343732087396e-01,-1.263422079449746244e-02,-1.357778869271051257e-02
9.693938787757550912e+00,2.221954901471017707e-01,2.276113248005731393e-01,1.446671966598152004e-01,-1.872177487893814662e-01,-1.264491689112468877e-02,-1.795057049697513368e-02
9.697939587917582926e+00,2.221448791843642079e-01,2.275174179625099047e-01,1.446671247815023154e-01,-1.873028187446216797e-01,-1.265548869309245442e-02,-1.596277735727513400e-02
9.701940388077614941e+00,2.220942261736616741e-01,2.274237689650105698e-01,1.446669776350069103e-01,-1.873880432349777914e-01,-1.266593647336371198e-02,-1.673124146494642944e-02
9.705941188237646955e+00,2.220435316104741041e-01,2.273303777954496507e-01,1.446667555032520036e-01,-1.874734212578603454e-01,-1.267626050502525595e-02,-1.858120007890636319e-02
9.709941988397678969e+00,2.219927959891855596e-01,2.272372444392885826e-01,1.446664586688640453e-01,-1.875589518120421018e-01,-1.268646106128763253e-02,-1.914888450031861436e-02
9.713942788557710983e+00,2.219420198030842839e-01,2.271443688800756922e-01,1.446660874141727227e-01,-1.876446338976578976e-01,-1.269653841548522462e-02,-1.058464016651233103e-02
9.717943588717742998e+00,2.218912035443626751e-01,2.270517510994462529e-01,1.446656420212111271e-01,-1.877304665162048136e-01,-1.270649284107629867e-02,-7.159213540998391259e-03
9.721944388877775012e+00,2.218403477041173688e-01,2.269593910771224576e-01,1.446651227717155597e-01,-1.878164486705420078e-01,-1.271632461164307580e-02,-1.452574235617522420e-02
9.725945189037807026e+00,2.217894527723490161e-01,2.268672887909133629e-01,1.446645299471256974e-01,-1.879025793648908538e-01,-1.272603400089167280e-02,-8.793122639793206699e-03
9.729945989197839040e+00,2.217385192379626169e-01,2.267754442167149720e-01,1.446638638285845935e-01,-1.879888576048348303e-01,-1.273562128265235890e-02,-8.194636733708991067e-03
9.733946789357871054e+00,2.216875475887671587e-01,2.266838573285101799e-01,1.446631246969385387e-01,-1.880752823973196042e-01,-1.274508673087936493e-02,-4.325281767631429172e-03
9.737947589517903069e+00,2.216365383114896059e-01,2.265925281007689640e-01,1.446623128322703233e-01,-1.881618527520873829e-01,-1.275443061869836400e-02,-1.368617108067111780e-02
9.741948389677935083e+00,2.215854918919874794e-01,2.265014565121764578e-01,1.446614285132515609e-01,-1.882485676835053690e-01,-1.276365321702863098e-02,-1.451073507865315373e-02
9.745949189837967097e+00,2.215344088151980639e-01,2.264106425307546855e-01,1.446604720200480310e-01,-1.883354262016081193e-01,-1.277275480050714743e-02,-1.066652425791139724e-02
9.749949989997999111e+00,2.214832895649534728e-01,2.263200861219589743e-01,1.446594436326505140e-01,-1.884224273174211206e-01,-1.278173564415170660e-02,-1.229385155718626388e-02
9.753950790158031126e+00,2.214321346239753463e-01,2.262297872495909468e-01,1.446583436306929094e-01,-1.885095700435283628e-01,-1.279059602299286585e-02,-1.128041067154018397e-02
9.757951590318063140e+00,2.213809444738747689e-01,2.261397458757982704e-01,1.446571722934523463e-01,-1.885968533940723946e-01,-1.279933621207405246e-02,-6.316543932057899595e-03
9.761952390478095154e+00,2.213297195951523244e-01,2.260499619610748523e-01,1.446559298998491006e-01,-1.886842763847541848e-01,-1.280795648645160871e-02,-1.495431128974162791e-02
9.765953190638127168e+00,2.212784604671980959e-01,2.259604354642606450e-01,1.446546167284465390e-01,-1.887718380328333168e-01,-1.281645712119498098e-02,-1.173376663348087157e-02
9.769953990798159182e+00,2.212271675682916661e-01,2.258711663425418681e-01,1.446532330574512581e-01,-1.888595373571278213e-01,-1.282483839138662263e-02,-1.773103496250615432e-02
9.773954790958191197e+00,2.211758413756021169e-01,2.257821545514508144e-01,1.446517791647130291e-01,-1.889473733780142606e-01,-1.283310057212216915e-02,-1.363028387272802698e-02
9.777955591118223211e+00,2.211244823651880020e-01,2.256934000448659605e-01,1.446502553277247138e-01,-1.890353451174277277e-01,-1.284124393851051107e-02,-1.620778996160010185e-02
9.781956391278255225e+00,2.210730910119973747e-01,2.256049027750118841e-01,1.446486618236224042e-01,-1.891234515988617360e-01,-1.284926876567385121e-02,-1.663698103192147448e-02
9.785957191438287239e+00,2.210216677898677595e-01,2.255166626924594020e-01,1.446469989291853664e-01,-1.892116918473684406e-01,-1.285717532874773757e-02,-1.395574887056229979e-02
9.789957991598319254e+00,2.209702131715262363e-01,2.254286797461254321e-01,1.446452669208359298e-01,-1.893000648895584170e-01,-1.286496390288124556e-02,-1.509773017280657825e-02
9.793958791758351268e+00,2.209187276285892731e-01,2.253409538832730208e-01,1.446434660746396539e-01,-1.893885697536007995e-01,-1.287263476323693284e-02,-1.101475321994617625e-02
9.797959591918383282e+00,2.208672116315629486e-01,2.252534850495113705e-01,1.446415966663052999e-01,-1.894772054692231700e-01,-1.288018818499112733e-02,-8.861010538587472257e-03
9.801960392078415296e+00,2.208156656498427295e-01,2.251662731887959235e-01,1.446396589711847203e-01,-1.895659710677116694e-01,-1.288762444333366522e-02,-2.034943669088358151e-02
9.805961192238447310e+00,2.207640901517136378e-01,2.250793182434281392e-01,1.446376532642729418e-01,-1.896548655819109697e-01,-1.289494381346838886e-02,-7.878151014669203256e-03
9.809961992398479325e+00,2.207124856043501671e-01,2.249926201540557169e-01,1.446355798202081655e-01,-1.897438880462241906e-01,-1.290214657061293513e-02,-2.403393184735304333e-02
9.813962792558511339e+00,2.206608524738163102e-01,2.249061788596724842e-01,1.446334389132717946e-01,-1.898330374966130385e-01,-1.290923298999893144e-02,-1.167197072985755660e-02
9.817963592718543353e+00,2.206091912250655318e-01,2.248199942976184251e-01,1.446312308173883232e-01,-1.899223129705976398e-01,-1.291620334687210506e-02,-9.364733460831609069e-03
9.821964392878575367e+00,2.205575023219408237e-01,2.247340664035796520e-01,1.446289558061254477e-01,-1.900117135072567076e-01,-1.292305791649234377e-02,-1.617662304273374818e-02
9.825965193038607381e+00,2.205057862271746494e-01,2.246483951115884614e-01,1.446266141526940108e-01,-1.901012381472274582e-01,-1.292979697413380175e-02,-1.407529531528836468e-02
9.829965993198639396e+00,2.204540434023889162e-01,2.245629803540232505e-01,1.446242061299480297e-01,-1.901908859327055556e-01,-1.293642079508498105e-02,-1.684528074121382016e-02
9.833966793358671410e+00,2.204022743080951419e-01,2.244778220616086561e-01,1.446217320103846682e-01,-1.902806559074452231e-01,-1.294292965464884440e-02,-8.469174890654887836e-03
9.837967593518703424e+00,2.203504794036942049e-01,2.243929201634153603e-01,1.446191920661442920e-01,-1.903705471167592422e-01,-1.294932382814289670e-02,-2.881016178664782060e-02
9.841968393678735438e+00,2.202986591474765665e-01,2.243082745868602845e-01,1.446165865690103858e-01,-1.904605586075187873e-01,-1.295560359089933077e-02,-1.781163327166424698e-02
9.845969193838767453e+00,2.202468139966221317e-01,2.242238852577064512e-01,1.446139157904096084e-01,-1.905506894281536190e-01,-1.296176921826506546e-02,-2.264673235078053931e-02
