P,pH,CO2,S,S_noisy
7.156868030107884238e+01,7.472888877489762827e+00,5.135391305569604015e+01,9.325082823081045635e-01,9.533704618038536527e-01
3.881967304252157902e+01,7.465782011495607051e+00,4.665775708235232599e+01,7.003241427836198740e-01,6.798651294356374830e-01
4.309253560926990900e+01,7.454379568763767061e+00,3.180336406519056425e+01,7.808820135669454210e-01,7.944035745918213154e-01
8.180873594999665954e+01,7.234773125259611248e+00,2.288845105134693725e+01,9.129784364165485222e-01,9.053699344759689183e-01
3.626431058286841136e+01,7.386662633940516365e+00,4.384481336155870679e+01,6.109715897715848332e-01,6.052475864474351486e-01
5.347483345128257071e+01,7.342807503296667093e+00,5.442036599185026091e+01,7.746609074772730086e-01,7.755447119829969038e-01
8.106556326246747801e+01,7.232907455062434821e+00,2.632025181953844140e+01,9.085609074579557021e-01,9.054851831482529922e-01
8.284428732373336857e+01,7.476263194628386621e+00,3.092615124731899812e+01,9.616646438561061716e-01,9.474789057396220127e-01
6.868017662968063064e+01,7.595103103703483960e+00,3.685765726620415705e+01,9.562488838782697842e-01,9.521920094926883404e-01
7.127290473680257321e+01,7.501511024133220573e+00,4.120822755375172619e+01,9.428973579687374151e-01,9.252031054500839957e-01
1.042343191845921879e+01,7.460574257558126199e+00,5.953866483367355045e+01,1.602177117390143901e-01,1.904733490470616186e-01
5.497780786636901240e+01,7.531708448773040132e+00,5.816853986400573007e+01,8.774812805263015880e-01,8.923072496553726696e-01
6.019899293916610361e+01,7.248856710534983705e+00,5.106002798810209242e+01,7.836310757471064425e-01,7.764715291196783165e-01
1.496933708559891407e+01,7.372538960510521378e+00,4.619557632007224157e+01,2.103730312978581707e-01,2.428028098523007383e-01
8.894552907229733307e+01,7.231299918667357218e+00,2.189939570561330484e+01,9.291422828259637834e-01,9.555628007940054625e-01
6.789215391171745750e+01,7.282601937608892406e+00,5.088710204182852692e+01,8.526558095160747808e-01,8.633158215256445667e-01
1.121157218681302759e+01,7.294998474247785580e+00,5.392682452657623315e+01,1.569616054194623300e-01,1.474287833486134514e-01
1.305128657110047818e+01,7.213513367905565410e+00,3.956883244692335211e+01,1.750035173162321211e-01,1.811306547433371439e-01
1.125301886646209049e+01,7.318423033525973231e+00,4.751335935584803849e+01,1.639495106826754645e-01,1.762894779570118031e-01
1.533715940000635314e+01,7.205568604412838418e+00,2.815816527940357616e+01,2.110165078541585415e-01,2.395125486062146536e-01
5.938467122486547822e+01,7.309359824876134226e+00,2.182754513332422164e+01,8.515331387287045084e-01,8.490154779784271355e-01
1.065707394419301046e+01,7.491495679199744906e+00,2.241568374865339308e+01,2.102270143431607119e-01,2.000805365737637620e-01
4.146920246066487437e+01,7.571549877644821791e+00,5.799655273968278379e+01,7.792894375905853321e-01,8.256330271341382199e-01
2.957746913958252577e+01,7.570754890157802564e+00,5.628582064176563904e+01,5.800389978439862704e-01,6.085041423961234930e-01
6.570227151907862151e+01,7.414977987985944097e+00,5.174001054063653982e+01,8.945049683542326546e-01,9.017337696717917517e-01
7.152108151282733672e+01,7.539277850520468505e+00,2.609085499977821598e+01,9.549874122436295965e-01,9.378571743942532013e-01
6.419765088849493395e+01,7.379853607555157957e+00,2.908434477741280588e+01,8.948991868025136798e-01,9.055794264086125533e-01
5.994547486964087568e+01,7.423250117035987472e+00,2.918727956767152421e+01,8.910593412729977958e-01,9.142076457370643672e-01
5.606380605197215061e+01,7.576037666065439602e+00,2.299052225949257888e+01,9.246280201492562689e-01,9.405996958448504808e-01
7.699202664674488972e+01,7.280040094729727684e+00,5.493845204830992657e+01,8.889542944717003792e-01,9.062940317576367866e-01
5.062639945453673818e+01,7.246612602579355134e+00,3.234471885200083818e+01,7.348263091845385064e-01,7.367352463953844577e-01
2.219546801296542782e+01,7.398104622788541640e+00,3.613803349166590806e+01,3.690757622935296189e-01,3.926114628985075128e-01
1.183166495491361481e+01,7.531281535182407616e+00,4.562079836574572766e+01,2.000654409210874674e-01,1.891860444369491412e-01
6.040477378299556932e+01,7.387846990299931527e+00,2.116000665074292897e+01,8.872569534484080478e-01,8.796033647038474790e-01
8.069696209253449126e+01,7.227165420216558722e+00,3.508866686461281148e+01,9.001549504023427239e-01,8.913050629326961793e-01
7.204770423809448232e+01,7.268313968896682908e+00,2.364797774534085661e+01,8.922920275359385034e-01,8.805652154855072578e-01
7.107198416939297658e+01,7.405730018280317850e+00,3.844269933764503833e+01,9.208672504139641113e-01,9.604383101021202185e-01
7.794135924548868388e+01,7.268271234142011039e+00,4.980323722876114800e+01,8.929957178339825719e-01,8.605100098879189252e-01
8.984686543604727404e+00,7.217683149931848341e+00,5.625518799083236843e+01,1.419223002892237295e-01,1.476014692264198402e-01
8.522379625456763108e+01,7.348286086426334407e+00,4.564374141478758418e+01,9.384732217979813163e-01,9.199728581548448636e-01
4.095691646865502911e+00,7.281501812508072824e+00,2.634858196042522493e+01,1.351868469510903448e-01,1.115618494706313579e-01
5.639666223066738837e+01,7.591150521878797797e+00,2.639700953496616265e+01,9.279269776549757820e-01,9.308771642119957335e-01
4.213223034567472070e+01,7.364153794995250912e+00,2.369363530316209676e+01,7.328841289415107818e-01,7.028379282173001785e-01
1.404490448125705981e+01,7.361946751952606505e+00,2.811976345375605035e+01,2.266890997140500463e-01,2.258192617324179807e-01
5.773920098450489746e+01,7.312288126015270784e+00,3.881725918178017309e+01,8.206720878896460736e-01,8.669918010698086652e-01
1.238384828207929722e+01,7.236662079232053735e+00,5.157485812283623261e+01,1.615204418689656363e-01,1.602126489501467244e-01
6.007047801244908669e+00,7.499659019233577695e+00,4.514482305462173173e+01,1.418019357723915297e-01,1.517448413617933922e-01
7.137546494701845745e+01,7.404966022930905112e+00,3.655567862169525029e+01,9.226129501001189004e-01,9.066597447511215435e-01
8.926191674010576094e+01,7.597917318216427240e+00,2.706870291045189703e+01,9.808811100686026796e-01,9.912872508038184094e-01
4.461409102894774747e+01,7.578393495304472260e+00,5.667838330921787815e+01,8.208816767094438971e-01,7.921829591354977440e-01
8.083974923194256235e+01,7.303833507825934213e+00,3.315399899697855801e+01,9.236782822639597601e-01,9.282717680265363258e-01
9.543870311549916607e+01,7.592825758092402566e+00,2.933601099315621497e+01,9.839217779794947605e-01,9.821781662055194539e-01
7.332673954868093347e+01,7.506695951400603306e+00,3.369110160469688253e+01,9.507441252673710652e-01,9.944754478570919654e-01
4.274635802094495318e+01,7.581919206800482591e+00,5.922362376665908101e+01,7.981867231369247362e-01,7.971273571931247748e-01
9.439694084775028671e+01,7.276753865312280745e+00,2.610947748478224284e+01,9.468179485873980950e-01,9.402318145961015006e-01
2.547910587524348003e+01,7.581996615779446280e+00,4.556693395535601354e+01,5.310125488772249325e-01,5.204703653595075252e-01
2.461732189804337878e+01,7.250051191563581909e+00,2.684085680484162495e+01,3.677328101120103110e-01,3.444680962503650634e-01
6.731874599159480965e+01,7.285862186291022446e+00,3.503379489412714776e+01,8.693362693454507184e-01,8.850870942935331609e-01
8.269840279889604062e+01,7.221007357414790384e+00,2.715068316811079185e+01,9.092102688580491199e-01,9.384429106335480109e-01
2.683450487371584003e+01,7.560939713848915389e+00,2.325255589559790081e+01,6.189622474230781490e-01,6.120172158913623761e-01
3.205414310728539817e+01,7.411513028900337474e+00,5.520041488194070922e+01,5.141459930238976295e-01,5.286667832529586830e-01
3.750753401574253409e+00,7.277170707723665366e+00,3.595314036256156953e+01,1.330352206528706838e-01,1.263948744776750011e-01
1.039246411539489756e+01,7.487682404329624397e+00,3.194225273183128522e+01,1.915753282560591630e-01,1.999462753220641875e-01
3.364321584297915280e+01,7.309514652227965037e+00,5.795560097891675611e+01,4.606532127189043591e-01,4.701402309102490351e-01
1.038097024807656688e+01,7.287860621705367414e+00,4.554559715665218533e+01,1.571196454910947504e-01,1.290191698474559556e-01
3.205569850017348621e+00,7.211480229874156045e+00,2.288814973942272246e+01,1.329585790600309736e-01,1.179498177462532660e-01
7.728646515760995328e+01,7.443077572966731559e+00,2.694705841578754146e+01,9.485772807802007600e-01,9.675055866580716257e-01
8.845253534644592719e+01,7.484811345617462308e+00,3.622186366210051744e+01,9.684851466134748454e-01,9.308983685614897752e-01
1.451675055553704574e+01,7.331033031483111806e+00,4.556262194606591009e+01,1.979661344744677032e-01,1.984020001523263688e-01
3.495449169237007681e+01,7.202955454700751048e+00,3.853507854117901132e+01,4.776545699767363873e-01,4.710966293943882333e-01
2.571940772555473043e+00,7.334032942018491319e+00,4.091049967864289272e+01,1.311182802717602847e-01,1.129181630564645711e-01
4.263666178434377940e+01,7.418766366495225917e+00,4.469498109695597776e+01,7.260151076905110301e-01,7.272674579582988352e-01
1.282531438611228580e+01,7.501779794125786438e+00,3.548187445496721182e+01,2.265284843935740089e-01,2.329067222309659513e-01
5.724056565409458130e+01,7.517739639579785305e+00,3.511108968636892769e+01,9.055556706042711124e-01,9.165294011341275082e-01
6.806116909003027615e+01,7.483446946062423777e+00,2.564329683781768665e+01,9.373574572055630716e-01,8.852106912698138874e-01
7.189970736210730706e+01,7.265954069174449081e+00,3.848610716430906109e+01,8.787465004767183174e-01,9.124206131638554762e-01
1.132637085231463203e+01,7.384681530066424138e+00,5.687756702617076598e+01,1.625825111214525831e-01,1.532973728185581530e-01
8.012052260715135787e+01,7.394087439428957964e+00,4.463966560263033045e+01,9.382353899903371763e-01,9.592169067112819025e-01
8.399490023070116251e+01,7.493487326710844165e+00,3.415071002790867283e+01,9.648871478130884860e-01,9.626702010828089850e-01
2.784807393040711787e+01,7.445612340134166729e+00,2.671868752264838776e+01,5.499396666226803454e-01,5.385496030707005444e-01
9.738120774404453073e+01,7.393885908249822947e+00,5.552016213983142023e+01,9.625842590271100896e-01,9.614904792969594105e-01
3.441397758059580525e+01,7.421318870964983994e+00,4.274072839357562259e+01,6.077687225658268133e-01,6.711896544127454733e-01
2.649772142557269561e+01,7.211618594163495821e+00,3.028039442470918274e+01,3.702250648918250509e-01,4.016287384944053351e-01
1.667436244068362328e+01,7.369774759458724844e+00,4.226643810904916876e+01,2.407573165265215476e-01,2.340040880985652383e-01
9.626144048217823013e+01,7.515204225008089267e+00,5.791856228888250513e+01,9.757527129036672742e-01,9.804441893755865278e-01
9.846618247530845736e+01,7.483512295087373367e+00,5.771720466688586271e+01,9.743520184839582488e-01,9.969039666776730035e-01
7.855281431279534843e+01,7.277969875303296199e+00,4.188434281749815824e+01,9.046160801152486330e-01,9.163552827464854778e-01
3.071575231488110802e+01,7.272801028142116486e+00,4.182637466449749297e+01,4.403852641446833194e-01,4.422081151011479916e-01
1.944537268354327608e+01,7.509042202631389884e+00,4.254987800721355029e+01,3.473673767262857037e-01,3.437487432846813018e-01
8.179346715295132242e+01,7.387380792553040365e+00,3.971832739878776408e+01,9.422661359994050079e-01,9.209027907909982380e-01
8.213907833893642874e+01,7.312347284861257180e+00,5.971991403682547173e+01,9.133729384436894971e-01,9.284927862741008120e-01
6.947898037489086676e+01,7.369330642397954989e+00,3.729541273887936370e+01,9.057979013206658436e-01,9.279291329999932447e-01
2.398735219322861489e+00,7.488776355506872484e+00,5.880310816990670020e+01,1.306296250874214582e-01,1.753048153502177187e-01
9.887257217741890258e+00,7.479833898961190108e+00,2.453480285941786221e+01,1.931822833380708593e-01,1.823791606286114531e-01
5.755915432344599481e+01,7.464171805171822882e+00,5.095963358411486865e+01,8.732518756807918781e-01,8.863525400392147091e-01
4.910038777970942014e+00,7.545297265240975548e+00,3.208241095757577455e+01,1.415446832300752134e-01,1.409949821405765691e-01
8.197457695935925415e+01,7.473778898705323748e+00,5.710274827348940363e+01,9.530317590919896720e-01,9.782310900775601503e-01
9.779863989216957521e+01,7.555088710580998068e+00,5.056851743398821952e+01,9.811908373003419559e-01,9.793088173883442993e-01
9.778029082684589923e+01,7.474247679180529680e+00,5.482115557432613429e+01,9.732427353393423575e-01,9.603836311906380763e-01
8.313496856582199257e+01,7.213937088943126241e+00,3.289531345026666997e+01,9.048899289184008099e-01,8.711995234434591895e-01
4.824129639622949384e+00,7.391824608919645989e+00,2.163662028422021066e+01,1.408183249415284888e-01,1.551883196138359455e-01
1.223072087809865138e+01,7.511612882094759414e+00,4.923765819263658017e+01,1.967518391852373649e-01,2.000425544310345805e-01
9.791105341206694845e+01,7.530335502419456262e+00,3.357959602488987372e+01,9.806819693303808760e-01,1.003225837178255198e+00
5.467223120889173060e+01,7.281101776042566698e+00,4.625334208696625637e+01,7.652444303289085425e-01,7.543178305454353305e-01
1.210616252930115877e+01,7.216417857557503979e+00,2.601359282603898393e+01,1.820381174935438717e-01,2.339624998596910865e-01
1.475070930681315673e+00,7.486968214826525525e+00,3.393045063418598772e+01,1.304677547531385429e-01,1.163914151838689182e-01
1.241143356064314140e+01,7.478534063559115985e+00,4.134788433515372219e+01,2.049020847403393852e-01,2.152398167890400282e-01
8.798114350895987457e+01,7.232603035841643546e+00,4.779070710850071180e+01,9.143069692228189549e-01,9.226823877888361558e-01
3.063454970434687397e+01,7.551260542468805070e+00,4.782540596596522420e+01,6.159545736820486450e-01,6.381020273335047399e-01
7.484698259153691424e+01,7.357333421941253171e+00,2.840744823391883145e+01,9.241307303799901618e-01,9.209032925253909374e-01
9.379926733670521344e+01,7.430947922390171101e+00,4.209349079847940800e+01,9.664716357944820313e-01,9.482127850446155914e-01
3.613507451369344636e+01,7.253702146269398909e+00,2.465482397061423470e+01,5.746351616079014013e-01,5.549491186924671027e-01
9.320428769735441676e+01,7.465482207923137992e+00,2.363776926233659736e+01,9.723231679818591378e-01,9.886660145509424957e-01
8.834028120623032976e+01,7.477727963960501434e+00,4.768786965468115113e+01,9.654099118703241000e-01,9.675591091536808186e-01
1.304016038965368018e+01,7.381602065981845762e+00,4.000236547052865888e+01,1.975468921134201361e-01,2.044706709193759575e-01
1.365536088855990116e+01,7.410286816032436441e+00,4.836106744104885991e+01,1.979970941268129336e-01,1.817427932119807799e-01
9.022165856337907996e+01,7.437510595586172890e+00,4.413135230631284145e+01,9.628838144937685861e-01,9.657077635675652694e-01
8.395825450509443044e+01,7.472185973927239822e+00,3.435651773034524581e+01,9.618885413272710849e-01,9.662703221298444278e-01
8.261782917127344206e+01,7.381946726214753340e+00,3.590946574990997675e+01,9.441154847276779227e-01,9.564487950573542507e-01
6.701868993886277792e+01,7.265613773270338527e+00,2.285165955363161316e+01,8.716455323868789185e-01,8.424132524009586565e-01
9.584576296277376173e+01,7.482003182422311660e+00,5.071956599406088628e+01,9.730347538925269157e-01,9.576908059014425101e-01
4.275708954251148697e+01,7.463347006189165356e+00,2.958794876040987987e+01,7.863750798668484032e-01,8.209591420453484778e-01
8.205336833135963559e+01,7.390054456517054504e+00,4.083982638924977948e+01,9.429120602538173523e-01,9.350530338208580261e-01
7.766313351874433124e+01,7.263628649530568637e+00,4.038070343468928058e+01,8.981704630484513840e-01,8.964919438673341068e-01
4.418867263000704071e+01,7.248814875771899757e+00,2.335019817720826651e+01,6.860982220781601804e-01,6.781305346624183494e-01
2.990005525306834144e+01,7.413239061601821334e+00,3.737712920069495937e+01,5.343211623643639996e-01,5.043867492384435103e-01
1.237481118412556214e+01,7.279088153512378589e+00,5.593861291983427009e+01,1.615101063097915124e-01,1.399957032888430875e-01
9.533711333049797076e+01,7.213616593830000312e+00,5.688199563843505757e+01,9.214065275564131685e-01,9.288205976804095876e-01
8.209950003264697216e+01,7.324592591217970572e+00,3.047538397078668737e+01,9.328403735254021667e-01,9.193987082806892586e-01
7.456709626364906285e+01,7.369137994382794155e+00,3.568826766206935730e+01,9.227596271181064402e-01,9.633023273762136851e-01
2.589609070248442180e+01,7.521312377051185827e+00,4.414814030850904913e+01,5.018496107098968650e-01,4.718859551758752824e-01
8.219083025082036897e+01,7.376524456625711323e+00,3.714041817294109649e+01,9.417616487883652132e-01,9.029145899926573904e-01
2.042710553663997075e+01,7.295242813891985811e+00,4.506646048983873953e+01,2.678440905820338447e-01,2.600047426415873497e-01
6.389395966596821097e+01,7.293877895170061798e+00,2.596730059583298811e+01,8.649139203836933021e-01,8.407229142132458533e-01
1.705113964460482379e+01,7.301780347113511205e+00,3.943914644010326498e+01,2.335685607516052864e-01,2.611818207989708984e-01
4.581798068613107944e+01,7.513577390162786251e+00,3.397270918637865833e+01,8.345947613743658344e-01,8.260702954558544198e-01
6.149583415533702180e+01,7.571925411383617188e+00,4.047256165705963582e+01,9.329734168264428584e-01,9.433005162658697484e-01
7.219622420311965527e+01,7.434725961584208065e+00,4.154956957328297307e+01,9.299084173893510386e-01,9.015374046710268319e-01
9.182577159719183157e+01,7.401637044706026458e+00,4.630221200432508510e+01,9.591134032045560698e-01,9.723274199281768393e-01
9.582555545340144931e+01,7.289823436190486561e+00,4.280855700481829729e+01,9.465580081378247579e-01,9.592296689901617102e-01
7.629403058913194968e+01,7.531944877253578419e+00,4.678450237735442840e+01,9.566091465969287500e-01,9.812766570431483704e-01
5.451768145175874380e+00,7.429547189805345120e+00,3.221111479884760342e+01,1.414635185294692288e-01,1.457253548238771346e-01
3.931789718191265592e+01,7.240524008603668626e+00,5.119653351564454624e+01,5.297608370651746279e-01,5.399516034600804204e-01
7.290929564969755461e+01,7.435330978381002431e+00,3.290446469887119463e+01,9.358057155044956499e-01,9.389952789665941824e-01
8.695726343172970019e+01,7.363442377642560821e+00,2.891068002031704509e+01,9.502046371924603996e-01,9.685370247229084795e-01
3.215165897603637024e+00,7.385472316750000488e+00,3.327358070185920269e+01,1.328150399059014053e-01,1.243998005670625129e-01
4.054978576623835806e+01,7.339662018395253007e+00,2.643712643684767016e+01,6.913804981941875649e-01,7.021046694606870586e-01
9.359336652277795565e+01,7.273341393043335046e+00,4.063355357890054620e+01,9.402658202711025037e-01,9.287083386418856223e-01
9.283410696414752294e+01,7.482136976931275996e+00,2.319776440363463621e+01,9.737355037562849258e-01,9.876866658219171091e-01
8.853036229761706011e+01,7.594450979798820001e+00,5.197306103987921233e+01,9.778955115741491122e-01,9.721697950299348356e-01
1.616010803337483992e+01,7.212738899458896569e+00,4.792710228230602354e+01,1.914851685741063014e-01,1.783019818447841853e-01
3.287970697704326994e+01,7.445542435725995389e+00,2.675655022630247259e+01,6.454394659242003174e-01,6.316759648480982925e-01
9.286896263208942059e+01,7.380982810820493789e+00,2.550997181060800756e+01,9.616107231832160540e-01,9.908359184558482857e-01
9.206592218303738662e+01,7.448901061497149811e+00,5.131064800634960221e+01,9.651068868587452387e-01,9.337479215437975988e-01
9.640636790488517249e+01,7.475265624466613801e+00,2.163797175008368967e+01,9.759092442948810175e-01,9.460532540591257700e-01
7.029410764580154591e+01,7.203254178043519751e+00,3.172081062403569263e+01,8.532471944325454860e-01,8.657852744484342278e-01
7.130067112481482638e+01,7.538387675887175732e+00,5.206379484815133907e+01,9.461788022560898570e-01,9.260545914275458701e-01
2.597153202513491621e+01,7.277692117741827893e+00,2.226307841972877455e+01,4.210192722523117270e-01,4.114902601014031047e-01
7.132115245665949033e+01,7.527246858668234175e+00,5.770196586880504697e+01,9.413591424969492971e-01,9.312828101770325162e-01
2.705570521911318238e+01,7.557285884424330469e+00,4.866908886692054637e+01,5.392910677174165279e-01,5.846774777305804305e-01
8.436122672301921455e+01,7.554156676759706812e+00,2.735252734818466536e+01,9.732535297601192514e-01,9.595874707586630192e-01
6.088536984214238856e+01,7.474358662925272512e+00,2.824463445541970685e+01,9.117901720891993245e-01,8.971431998979152445e-01
2.906706235060563159e+01,7.479899108175374067e+00,2.521851314950107081e+01,6.030042849320405018e-01,5.950178234316297887e-01
1.570661286654447863e+01,7.598251891152769666e+00,5.170184233641945326e+01,2.775471584499060174e-01,2.819855509148540551e-01
1.331256453018009545e+01,7.211486514502682965e+00,5.663509769841753894e+01,1.611407483703713173e-01,1.709680115404717815e-01
1.615621250674890774e+01,7.537466783132205528e+00,5.864264369780782715e+01,2.481394939722837700e-01,2.185390690073822362e-01
9.169842732245471950e+01,7.447444782271070096e+00,2.770299912194729686e+01,9.685297957163366833e-01,9.773003881302038121e-01
3.750701091335781712e+01,7.580116847620509191e+00,5.428348904092766247e+01,7.397974045612277783e-01,7.787213218102911894e-01
5.712899513669094631e+01,7.566232528562457205e+00,4.255664345551311101e+01,9.146362224143154140e-01,8.787559324235700853e-01
1.555484730423899187e+01,7.236231382062339179e+00,2.243103155390515013e+01,2.299409846698721172e-01,2.413343302674233470e-01
8.977441960121241493e+01,7.439505541932253330e+00,2.898519647823516010e+01,9.653875278224349765e-01,9.806553643701810818e-01
9.920820883576116955e+01,7.377324466960654803e+00,2.577944537828856042e+01,9.676101025333994077e-01,9.705863717606627583e-01
5.196015372405127408e+01,7.310589775551047609e+00,4.907808430494426943e+01,7.514312570092961385e-01,7.474002789201686925e-01
9.504886744365265372e+01,7.269620030477724093e+00,5.008161620080761622e+01,9.382803233022348754e-01,8.910633484511458757e-01
9.704125258894468686e+01,7.235413364641828160e+00,5.444516280576787182e+01,9.321143120572048524e-01,9.560004045984344945e-01
6.788986170339769899e+01,7.241920298055932292e+00,2.574606522735460601e+01,8.638099003705922430e-01,8.572098955674153364e-01
1.515032072873461289e+01,7.389335076290350912e+00,5.315379002399830455e+01,2.049012585232415917e-01,2.006654868460538976e-01
6.635237086955226005e+01,7.291855137922134134e+00,4.405406303889653685e+01,8.570338911281739636e-01,8.814711247223947499e-01
1.906054717312751734e+01,7.274684660519806556e+00,2.899350099981408135e+01,2.780947372446533894e-01,2.311738300688642445e-01
8.962588901746816816e+01,7.501994328012481006e+00,3.796477930405886525e+01,9.713843077098585077e-01,9.699080588091837374e-01
8.927253174520360801e+01,7.214223781566158955e+00,2.081401404349806228e+01,9.262174808574619167e-01,9.380263643910048410e-01
1.887410260977320675e+01,7.576287033700174867e+00,5.856995591408113455e+01,3.198470669999357585e-01,3.341359834024242859e-01
3.601859306269254546e+01,7.310741641042390881e+00,3.870045188471927133e+01,5.684635776426021359e-01,5.805376047084389590e-01
6.866898993984393940e+01,7.205710062627517232e+00,3.386174276932523952e+01,8.436109343809795602e-01,8.842968993979209991e-01
2.476841433324245045e+01,7.268495132346859400e+00,4.215371489318258824e+01,3.338217668210294864e-01,3.393969278744174978e-01
8.442660577979715697e+01,7.427503858160113381e+00,5.562275538234817418e+01,9.492844315058175386e-01,9.695635211917289498e-01
5.123774667530943816e+01,7.512001591149297219e+00,4.834266543141367833e+01,8.565060410499485410e-01,8.718695424777369585e-01
6.506867329271457834e+01,7.386591553441977709e+00,2.803726249917957247e+01,9.012920770404997395e-01,8.715991274164135438e-01
4.604713371745602757e+01,7.488601389981209167e+00,3.194437352580600020e+01,8.273057501461416052e-01,8.118810532806703950e-01
8.101057144509154284e+01,7.573905590788769793e+00,2.636796418611355364e+01,9.721955146388412405e-01,1.013806775010901218e+00
7.935217963113016992e+01,7.427748397724956320e+00,3.988279453131036689e+01,9.455440510074998306e-01,9.400642450485531265e-01
8.061954979176417169e+01,7.475830725103690177e+00,5.465443032429833181e+01,9.518659358336826193e-01,9.505021450885116074e-01
3.715136191769137497e+01,7.406598531097608351e+00,2.285892747427170235e+01,6.966628742116001138e-01,6.702934073369236634e-01
3.641036077096895696e+01,7.200552818170831593e+00,5.893102095086832293e+01,4.295550414797044136e-01,4.226697119500138489e-01
2.502195978252534658e+01,7.516114397217281251e+00,5.358614812580443498e+01,4.445429784126073702e-01,4.182564341083522819e-01
9.005256504269888751e+01,7.384984062704774921e+00,2.897603469157596479e+01,9.581318415212750628e-01,9.459323324405122246e-01
1.263211113049997358e+01,7.248633411743729660e+00,3.409356663693488088e+01,1.814704334728872159e-01,1.925244063244183346e-01
3.617697427113894548e+01,7.506053269649846982e+00,4.372091541519803570e+01,6.956695475177541166e-01,6.790298728823215280e-01
4.375568673675978459e+00,7.236386511396631249e+00,2.743815670356969605e+01,1.353592665835275377e-01,1.230478400943228745e-01
6.592742904014944827e+01,7.432269662003608168e+00,5.126488039844349487e+01,9.018488859270963331e-01,9.285922022494526029e-01
9.601075280772816711e+01,7.460248671351993544e+00,4.241050007161125279e+01,9.720234112541124016e-01,9.814154907121326321e-01
5.403810827746109879e+01,7.411453059161495993e+00,4.790383814799216111e+01,8.296475770986071474e-01,8.399535683590342305e-01
4.450798437092308824e+00,7.206348144686604229e+00,5.957430459108536525e+01,1.317579359016801677e-01,1.516333256091181858e-01
3.591475174506149415e+01,7.573290921047165725e+00,3.525306398913807016e+01,7.564665060548008135e-01,7.454283822549915284e-01
6.651001996696408014e+01,7.274013606182142766e+00,3.852422624223901693e+01,8.566714199131051366e-01,8.488477051210191471e-01
1.698528480303527033e+01,7.429173325762302049e+00,3.776111411757408121e+01,2.749035451966657662e-01,2.337169010765191568e-01
5.245150518103293535e+01,7.539701800524997388e+00,4.794729601117144568e+01,8.768918832118357543e-01,8.915460439548265059e-01
3.442792305094232574e+01,7.337961808110610384e+00,4.691479023113028290e+01,5.334343842340295572e-01,5.292762611196127898e-01
5.454631690186579007e+00,7.381974973487841041e+00,2.635066484182276270e+01,1.422774732419959665e-01,1.421760978804172404e-01
7.854075082224568405e+01,7.450974197373129826e+00,5.722576763743423811e+01,9.416617051797652183e-01,9.198461727276981970e-01
2.970754970341447176e+01,7.473739255513473623e+00,4.368162786270447384e+01,5.527456709203930618e-01,5.651276275282346440e-01
1.894807878157794789e+01,7.352497780116628689e+00,4.511548542114702798e+01,2.644628164275997229e-01,2.769787038743591334e-01
6.608537907111919196e+01,7.491318445028204209e+00,5.883492600328482780e+01,9.153343793407228146e-01,9.189511236213541157e-01
4.456638145767163905e+01,7.345682101632585947e+00,3.096069648943480246e+01,7.342171553494739600e-01,7.024216917925050208e-01
3.312597705920471469e+01,7.328705078340729706e+00,2.585705909826675608e+01,5.722970321696980722e-01,5.554338818206148165e-01
1.117925751992128447e+01,7.453480412906136721e+00,4.359310069865195203e+01,1.819236681994965410e-01,1.812212782445265236e-01
9.878177902791512111e+01,7.277479782620177140e+00,5.740176969067605484e+01,9.434609902226606115e-01,9.267065014946060941e-01
5.974532993841721407e+01,7.493296167626801285e+00,2.413050293091417586e+01,9.153339038291024021e-01,9.230432748227382911e-01
4.488638637713265211e+01,7.223579323930674256e+00,2.335796030345535712e+01,6.782289815183576431e-01,6.983379917290086780e-01
5.910000319164426230e+01,7.203566219234591728e+00,4.812332117825819466e+01,7.531491090581321490e-01,7.380312423828994106e-01
4.587816561831223083e+01,7.264625604608803577e+00,4.466536570223546221e+01,6.620467287933720080e-01,6.584122785382224841e-01
7.913751229367244377e+01,7.466360696771086936e+00,3.656581240695371093e+01,9.532831554345682079e-01,9.395703458399087271e-01
8.674652029493627481e+01,7.411678511210268994e+00,4.999993083093653468e+01,9.522872097028332039e-01,9.729046960811105205e-01
3.091040646238889167e+01,7.357783616688806205e+00,5.949627232749212169e+01,4.385906475260277770e-01,4.565217059827215706e-01
9.313220192166691902e+01,7.246869491251512585e+00,2.352689296478242653e+01,9.397495757198768285e-01,9.929816761540380954e-01
3.022796684576116988e+01,7.577285757179000214e+00,4.494983932091970757e+01,6.362050305334558953e-01,6.363473754069263189e-01
6.397632900819166224e+01,7.287694052117788424e+00,3.845667200148622555e+01,8.490060476793702682e-01,8.303257117475738580e-01
9.437393040497960328e+01,7.385731566489119437e+00,3.380760817992455713e+01,9.625681041338878252e-01,9.707605499278989525e-01
7.005964934705238534e+01,7.284268772697570782e+00,2.498235031298474951e+01,8.892238071294614743e-01,8.845759699260868913e-01
6.324223741529191756e+00,7.385758972045278981e+00,2.155093897925164725e+01,1.498765734334471245e-01,1.537011992315823472e-01
6.255334187952235681e+01,7.347254361515351384e+00,4.657254189920121235e+01,8.573059441936283775e-01,8.821867467863548917e-01
8.575341315864152136e+01,7.337982781715454372e+00,3.731570957689790191e+01,9.406171283250986948e-01,9.349256948395003874e-01
6.205580186414954014e+00,7.383942361321928161e+00,3.606639126181073607e+01,1.426630408222321622e-01,1.571289021375512351e-01
