S,I,v
1.955297044895655389e+01,6.261842852895505018e-01,7.433137122550385056e-01
1.561334177894239117e+00,3.512556450523007801e-01,5.176002851517792491e-01
6.843908693728474546e+00,9.321275782342592464e+00,1.653509140146227907e-01
8.843683431304674158e+00,8.839393191874133748e+00,2.061011251582776649e-01
9.678058855983584507e+00,9.000566854329088429e+00,2.125732327953785972e-01
1.101372485697625692e+01,1.502135651766983715e+00,6.542324252450164579e-01
1.373240699697742606e+01,4.220086950110552237e+00,4.547861526670488042e-01
7.880504589526903025e+00,6.514954456783765835e+00,2.658782641480162967e-01
7.862639778290740900e-01,6.483005621122567064e+00,4.573679588715921784e-02
6.840388748384944151e+00,4.858959610008178664e+00,3.224640485273409518e-01
5.229317363068011204e-01,6.870406396491174128e+00,2.873907421875172841e-02
1.006780807145479351e+01,1.408079998180811199e+00,6.578692369240948246e-01
1.739577328918998589e+01,4.502228727453587709e+00,4.600824788971134560e-01
1.775638237487852988e+00,3.913500388826851584e-01,5.382943998357261339e-01
8.194373779920926637e+00,5.674458160852324795e+00,3.077113379661008397e-01
1.826998062938582379e+01,5.106975951380036349e+00,4.323073514850088728e-01
1.662304365464887113e+01,9.145906779640194273e+00,2.704472655198614794e-01
1.479233706304316343e+01,7.709789474591421943e-01,7.392181143999027038e-01
1.424144466891785221e+01,9.662768068024661261e+00,2.398866349915605434e-01
2.535661732862667384e-01,9.466184166593919258e+00,8.779337881631760557e-03
8.771561892410701944e+00,8.418959066854927897e+00,2.164725214614547366e-01
1.780054923067628536e+01,8.422240717721454217e+00,2.988160191710864666e-01
1.447204680823243272e+01,1.542452939583733862e+00,6.633387309758554951e-01
7.103597266334731763e+00,9.675716634475540090e+00,1.618829814546433599e-01
1.125586378527733267e+01,5.368521060417263513e+00,3.666612073080375844e-01
1.242165467632662335e+01,6.320068536123940817e+00,3.345997370382512437e-01
1.728660556197506537e+01,2.916090979968728458e+00,5.588472517692552044e-01
1.101810249500876182e+01,6.281098146843486774e+00,3.210009657616098577e-01
1.710175352300453255e+01,1.570299715120156980e+00,6.634910611523644475e-01
1.476279529430255621e+01,4.146180662761827840e+00,4.664764413718650582e-01
1.993459574976902360e+01,7.606987689836044453e+00,3.364321835022575091e-01
6.889994021787194001e+00,6.786589028102076426e+00,2.372684117740160303e-01
1.036216591364956230e+01,9.577037584990753416e+00,2.060860898722557122e-01
1.265723986069390250e+01,1.581280938478558662e+00,6.543869693174785285e-01
3.961217669025722810e-01,3.094839845840441583e+00,6.065504430700818100e-02
1.082931088408182063e+01,8.043515989657004539e+00,2.536389641136308493e-01
9.454265192181132704e+00,2.752523660353924928e+00,5.189459942723017027e-01
5.646381141236327394e+00,5.828283026556815294e+00,2.468025885828922517e-01
1.235075912782422058e+01,9.488114548856950492e+00,2.283469453746723166e-01
1.445363849894052066e+01,2.721978401605225084e+00,5.628193822883365005e-01
1.343742697293493471e+01,3.526970159552965889e+00,4.977325179758781970e-01
1.813648636850638951e+01,3.087838017690226700e+00,5.492435122512631107e-01
9.354077664211221332e+00,7.975157572983748722e-01,7.251341141311082872e-01
1.427028904693986000e+01,6.068311596617065540e+00,3.621942203557139695e-01
3.671911034795567019e+00,6.444736712766787612e+00,1.674771085026326156e-01
1.309234873700943425e+01,6.394362429704754547e+00,3.378661610034719431e-01
2.726826266270403476e+00,4.685879582458180259e+00,1.926226302978378269e-01
1.593999073636313746e+01,3.634903800287891951e+00,5.051932160977429254e-01
1.625831511772418381e+01,1.538009351158984295e+00,6.659616267185946015e-01
2.871502963083155446e+00,5.770967788728444070e+00,1.591488586651866322e-01
1.850640529576378057e+01,3.869868679287979951e-01,7.690370262438408488e-01
9.833829888473513137e+00,6.529413409111448630e+00,2.955067910461873226e-01
1.827331625654502645e+01,5.539553760530768756e+00,4.114504945515155554e-01
1.731448303840327796e+01,3.255496719002526351e-01,7.791309574707000474e-01
7.132732654336356504e+00,1.688456031106595479e+00,5.892650936497385583e-01
1.460678304081078238e+01,8.010893607754820067e+00,2.904656025490733318e-01
1.764238689207327937e+01,1.471412058979014725e+00,6.719560292434704207e-01
1.997894863758921957e+01,7.825432316227542984e-01,7.281226057918709360e-01
5.142378542085082493e+00,2.221509398638600530e+00,4.780169097220589025e-01
1.580079667111973230e+01,2.409045934434473679e+00,5.923740958640667520e-01
7.801907481741384487e+00,9.633193762809698413e+00,1.729176364390604126e-01
1.454139564473419410e+00,4.370167115012911552e+00,1.286780014919920723e-01
5.687833553699677580e+00,2.630183092126018529e+00,4.542595984554739230e-01
3.268445540254980575e+00,7.613938868885483657e+00,1.253613287274429056e-01
1.447099017397793830e+01,4.609751147053319897e+00,4.372486298211548106e-01
1.095150041863200308e+01,5.573670434853866595e+00,3.527997448732494434e-01
3.124525078936795097e+00,6.455850803366970148e+00,1.485693524387507458e-01
1.213293241444230652e+01,9.418922903350135378e-01,7.193241032232521315e-01
3.300537037011499031e+00,8.014520414997669207e+00,1.182321909105085167e-01
1.148406039478483542e+01,9.472335090543072766e+00,2.204304255794306000e-01
6.943820659477055734e+00,1.397530389454092470e+00,6.208400938261752211e-01
1.519516544164042671e+01,7.073769773467412314e+00,3.279469372389292037e-01
9.922175523207549475e+00,9.716060669114721549e+00,1.978754307450517613e-01
1.649557745542199072e+01,6.551935433849140011e+00,3.573416589162855539e-01
7.101671393589451320e+00,5.122720539758552682e+00,3.140224601176606067e-01
8.158623515427033013e+00,2.531002727203437441e+00,5.196111340057393280e-01
5.533525039402959145e+00,9.931712629749767984e+00,1.317664148383842493e-01
1.390449734069069088e+01,8.884440401840741686e+00,2.581489126582316995e-01
1.856213602595336454e+01,7.820889207366313656e+00,3.223765217643273506e-01
1.504043005985201686e+00,9.843722231801255163e-01,3.903676709281760915e-01
1.171993900949780709e+01,1.970121333638408245e+00,6.120431874186482712e-01
1.072641687393523924e+01,4.729781641090323951e+00,3.950174444213748193e-01
1.685867374768339744e+01,1.773300946841709358e+00,6.461095596225446824e-01
9.588340762589057320e+00,6.091657164802390945e+00,3.106853018218734275e-01
1.265304258460874109e+01,1.544957473986515728e+00,6.579429661783131600e-01
6.031251656264670302e+00,6.623176682466542786e+00,2.251635978521342174e-01
1.237427184790893442e+01,2.303748248503633356e+00,5.858636869549320725e-01
1.643135081105263851e+01,7.678697351079533107e-01,7.375346188747657905e-01
2.462404927794850540e+00,4.619837272477735901e+00,1.817400848244689615e-01
1.346637594737888932e+01,8.151965516176012727e+00,2.765145418757753437e-01
2.433929272738315941e+00,7.194726958737889255e+00,1.067894039336483442e-01
1.563781020802828081e+01,6.689663792605929693e+00,3.460888928110535945e-01
1.048428750497548734e+01,2.150895727856961592e+00,5.852332035951752776e-01
1.219667996334159277e+01,6.676345240132352643e+00,3.174709348066846459e-01
8.035444792135978176e+00,1.900585605474025552e-01,8.010506450530482381e-01
9.682234556784830914e+00,9.410005170681650100e+00,2.023441814712050590e-01
3.630031032357526222e+00,8.908571371323375843e+00,1.107502109070937490e-01
1.641277580248135237e+01,1.283571085662663647e+00,6.888498783577644557e-01
5.007011455064646732e+00,9.121334240673013127e+00,1.368564739757641979e-01
1.208781415992047314e+01,2.026696930335679880e+00,6.090500236101240583e-01
1.373667657862133318e+01,5.168238672219985119e+00,4.012646441132231012e-01
5.986173467147529514e+00,1.367159823031619537e+00,6.044254644119365638e-01
2.499306528300282881e+00,7.129852670926341673e+00,1.103907010985146209e-01
3.263152760361541116e+00,7.710711045060381963e+00,1.231960386033718879e-01
2.936484864095671998e+00,7.009975878729255427e+00,1.281238534790231920e-01
9.602796176564154962e+00,1.547799444117324841e+00,6.385606598718484017e-01
6.937294982891800466e+00,3.935686203118234694e+00,3.815375754034469047e-01
3.041720709377132792e+00,7.645948231589475341e+00,1.179053903293118821e-01
1.786989701329488511e+01,3.726586026327679768e+00,5.072831066974936576e-01
5.211443524506162106e+00,1.160838052109834928e+00,6.117905282910087728e-01
1.065548575634780726e-01,5.398770362281412716e+00,8.598466412243984530e-03
6.369151299391808685e+00,6.185363182574069363e+00,2.492675069038683966e-01
5.229643380518974816e+00,9.211940630813682418e+00,1.394401927746942438e-01
7.981002934795989212e+00,1.669577231995660327e+00,6.056523303901198974e-01
4.808893431758133552e+00,9.812294775739939467e+00,1.207436570657015457e-01
6.827586216347104831e+00,7.129139726827105061e-01,7.115732871948042826e-01
1.117068703306767752e+01,5.648966352592034390e+00,3.517225089220126777e-01
1.440901748459666232e+00,6.076084525925980806e+00,8.578321343319557368e-02
1.458543708547020090e+00,3.532715372280041954e+00,1.616328010515883373e-01
5.171841161036692114e+00,7.181777780113224097e+00,1.870400256588786447e-01
8.870694042123762557e+00,2.522869037011247428e+00,5.314533236914410486e-01
1.058774021981184532e+01,9.733167033559901427e+00,2.048154830071496346e-01
6.152029115048855523e+00,9.268565973835329874e-01,6.687440412186740346e-01
6.735895523529656925e-01,3.546681080231893546e+00,8.441502939376564763e-02
1.772196678590857388e+01,1.246362886391140234e+00,6.914946347179223851e-01
5.773897331397695787e+00,4.405935232890741737e+00,3.218519535748031180e-01
1.006266657310640511e+01,9.439190704868213544e+00,2.060652139553756923e-01
2.022612462240092057e+00,9.584260642803606345e+00,6.136954660795774369e-02
2.942157862750169883e+00,2.448322414806181069e+00,3.504139556319614823e-01
1.351547384396601359e+01,1.342299649955436269e+00,6.805720971703644873e-01
4.843555394788876534e+00,3.276901615720592353e+00,3.700234797714641033e-01
1.227036317309657498e+01,2.252146100365134629e+00,5.897504810332452330e-01
1.055023508517688491e+01,5.598095269319758316e-02,8.255929824872372258e-01
1.068076077044077543e+01,2.183122597570275936e+00,5.839795060132034754e-01
1.800863666207433411e+01,2.991350444445954881e+00,5.554835678174394609e-01
9.511641166844714945e+00,9.501079727451740453e+00,1.981235973487071866e-01
1.828410766745122729e+01,5.254169721641824609e+00,4.251188366535504359e-01
1.206660704695889663e+01,7.712368937202224828e+00,2.777933805017961943e-01
1.487151491322408248e+01,1.150975532908476984e+00,7.011315576973545793e-01
9.472740538679955691e+00,7.042087677709548466e+00,2.706408908250845236e-01
1.272290488508891038e+01,2.709676097054869448e-01,7.965740771518972085e-01
1.799119792186058220e+01,4.395430713734596040e+00,4.685777738142921089e-01
1.184036098741733589e+01,4.184338832031745170e+00,4.404439400451379272e-01
1.398415729143953357e+01,9.344126607059289213e+00,2.461420375099083180e-01
3.959711955534100714e+00,8.713080216397674604e+00,1.219751509280217749e-01
1.664041875348462707e+00,4.717752485724510336e+00,1.315866684145401144e-01
1.906229148975185694e+01,5.616410397763526241e+00,4.114691452255641035e-01
3.744864195872172008e+00,1.442068094752645413e+00,5.141841027679061593e-01
6.336608579060185598e+00,9.832931908254129993e+00,1.468877549609786393e-01
8.210932589620304256e+00,2.703194155629469186e+00,5.046872829488298073e-01
1.635900884640899378e+01,4.593052243519815114e+00,4.499024313758528959e-01
6.003442087363699997e+00,6.802087875549370111e+00,2.182814493308238013e-01
3.227916994972318321e+00,2.003914702154301342e+00,4.145792014915484769e-01
8.606565017561536024e+00,1.798729207326268398e+00,6.001287696230479529e-01
1.652097202193332137e+01,3.525012090869773296e+00,5.149252543041245023e-01
9.763604663483469448e-01,5.464556233110599237e+00,6.995859330433762402e-02
1.071879401021847045e+01,8.475256403008931017e+00,2.392939259985397693e-01
1.411040353193766883e+01,7.015648686911574394e+00,3.217123104393529442e-01
9.383582669243471841e+00,4.066270401649210164e+00,4.179229939701542551e-01
1.746342598932588075e+01,2.670075851966460245e+00,5.768848818754794827e-01
7.686675308752292324e+00,5.936624497288653934e+00,2.865367395589729083e-01
1.416860395223401348e+01,2.226964843830792073e-01,7.993912315442457395e-01
3.458522976497099055e+00,4.472964543330099296e+00,2.368921324981966836e-01
2.812810189870916133e+00,5.942763737598091289e+00,1.514741876705570645e-01
1.271710403012244228e+01,2.468773751395829663e+00,5.738335716767871686e-01
8.658135574929033851e+00,1.663441932813680690e-01,8.073854900826193948e-01
1.084490086338519532e+01,2.998881274629882299e+00,5.146882317834691190e-01
1.237055803235857532e+01,2.327140272604677484e-01,8.016021999509557183e-01
5.697521928278914238e+00,7.303553312227515804e+00,1.954198572391551147e-01
9.825238615551405985e+00,8.714853040523092176e+00,2.220005168618864322e-01
1.683632369043779065e+01,5.926123679581878356e+00,3.861695593629438372e-01
1.901542326941379590e+00,1.334872305319702024e+00,3.894383252527135464e-01
1.146740377586309911e+01,6.800211573268621024e+00,3.047468171915348467e-01
1.658177997729735154e+01,3.530498259011624285e+00,5.148196462073330038e-01
5.124991284391972046e-01,6.137037838135160683e+00,3.306588309799179948e-02
1.433766447271870526e+01,5.111462311280321913e+00,4.089597379675910527e-01
4.116585933284651944e+00,2.840560459047225539e+00,3.773323987347545483e-01
6.713248029697209240e+00,4.407031832879876099e+00,3.457960846273518407e-01
1.748643648357225688e-01,4.478345745906078257e+00,1.794779842857375726e-02
6.888560403638669172e+00,6.232749726425642400e+00,2.583978829964382329e-01
1.672126302543849619e+01,4.865781431951497815e+00,4.371067190812570336e-01
1.695656196164879947e+00,6.866775869756132522e+00,8.400127937929582900e-02
1.834536736088675113e+01,8.443275473169251200e+00,3.012304017721945670e-01
8.658466913244739160e+00,7.886232356274253341e+00,2.305163091948795318e-01
9.939819614991892038e+00,7.250453544215107460e-01,7.374472672121155092e-01
5.772933891543848617e+00,8.256540269296696266e+00,1.709826177480028020e-01
1.871382632816373714e+01,2.785481702238523649e+00,5.711378741442163509e-01
4.039300520357954838e+00,2.501682926957522479e+00,4.052946246252021600e-01
1.560385347461415684e+01,9.730568424357619151e+00,2.481155854685751228e-01
1.057443753757485361e+01,8.793530496654753392e+00,2.286362156896048214e-01
6.373201168169348563e+00,6.657521610643088117e+00,2.313792734584367294e-01
1.359924857066140547e+01,9.915337536507481175e+00,2.285170158476392266e-01
1.587876834460820774e+01,7.567030751279091305e+00,3.148384407432761600e-01
1.758489433854278516e+01,9.888702016799967964e+00,2.566675297135895817e-01
1.334644691349787138e+00,1.895607782654229467e-01,5.184083697341600461e-01
4.674195290223135957e-01,3.973898792377221767e+00,5.319065345131269301e-02
5.503154036579773312e+00,2.907188402629847790e+00,4.232085654518404350e-01
6.647390642601697763e+00,8.580045125589899513e+00,1.791931115616211823e-01
5.437210598770255032e+00,9.564804712939123377e+00,1.366293581205419438e-01
3.858413109212499137e+00,3.357578555127322062e+00,3.238275445838152411e-01
5.693388385377588179e+00,6.747552682626417386e+00,2.131347398140562566e-01
1.464684502048204706e+01,8.252350627636598546e+00,2.830207336185948108e-01
7.246960278664070998e+00,3.122075512007085329e+00,4.499471728481120314e-01
1.177883505565839073e+01,2.587727029103659149e+00,5.571486538315548742e-01
1.107128098894098578e+01,8.738880235950537312e+00,2.356365827615599373e-01
1.633804957569088145e+01,6.721206950174883232e+00,3.495170619565310388e-01
1.336208673166806271e+01,5.450080181666794310e-01,7.644127109758059868e-01
1.645349341790783626e+01,4.750723098912068565e-01,7.666144971544843756e-01
1.110072891663653394e+01,1.623784830815483415e+00,6.421568909709852724e-01
1.086958182462773648e+00,8.371663466593945557e+00,4.279809256617160551e-02
7.320747441383129939e+00,3.385993459945864092e+00,4.302660973557497215e-01
5.586770927123447805e+00,5.473765116443141565e+00,2.607820246842582068e-01
4.241371950312447403e+00,7.322973155544034718e+00,1.595978517694143228e-01
1.303315481708997403e+01,4.669777309748994298e+00,4.224805966160898318e-01
1.658528996702642999e+01,8.022070602778196502e+00,3.041295290803644469e-01
1.551072221014985786e+01,6.709109770515697235e+00,3.444194140976580831e-01
6.193031885390979596e+00,4.263087911886008996e+00,3.418809907867735864e-01
9.133430722760655485e+00,2.316515600868461533e+00,5.544430062982044216e-01
5.960535376863900225e+00,3.147525797203117648e+00,4.162147108753551650e-01
7.398091241963216547e+00,3.525426738805562898e+00,4.211907452124059037e-01
9.043601029849440920e+00,4.757477905581239064e+00,3.699095950982159708e-01
1.978543798565963741e+01,2.496431727256095634e+00,5.926935562618054210e-01
1.706419457285029084e+00,1.018924688946393209e+00,4.125796706367440558e-01
8.233014758085836604e+00,7.753982193607592777e+00,2.282286642076696292e-01
1.832509461510891313e+01,2.300883993377126124e+00,6.056025739316854839e-01
1.161008534794812874e+01,8.509452229141425406e+00,2.479241622882354945e-01
7.240772397945419492e+00,2.577944847674174866e+00,4.980310812787070440e-01
1.516388496875701897e+01,4.168411258978427014e+00,4.676200317115500327e-01
1.962339047113937340e+01,3.035380474851863131e+00,5.557664700973260485e-01
1.502667724028601803e+01,6.927864609466213963e+00,3.322876703808571586e-01
1.823441830480663839e+01,7.893975494524183567e+00,3.181688431827826014e-01
1.132591497328347963e+01,1.723273963047282642e+00,6.335236111320216024e-01
6.089147361958831439e+00,5.769485073769208938e+00,2.602207992495446098e-01
2.786320293462689612e+00,6.934459850089515598e+00,1.246791485902663116e-01
1.885821503175634817e+01,2.182031899299486710e+00,6.150003868482636360e-01
3.967325105212325731e+00,5.773050248977482646e+00,1.998274878387522602e-01
1.592964170168749227e+01,6.934122450605128662e+00,3.384711179124851865e-01
1.191832359114189899e+01,9.789150707919935357e+00,2.168526916341496913e-01
8.195267313354925420e+00,9.136018089488016969e+00,1.897778087785796097e-01
6.210874625184947817e+00,6.717610655938655917e+00,2.257537967110931909e-01
4.235682315820520349e-01,6.554735003176289432e+00,2.513661789026446977e-02
1.812532255091075584e+01,1.152713524709187976e+00,6.993228737450317700e-01
1.130399365838087355e+01,2.544494907247878412e+00,5.569161788377317013e-01
1.539134755964443357e+01,9.748233117987592067e+00,2.461907735820787757e-01
1.322166911126101141e+01,6.906820422799285097e+00,3.182155071565874183e-01
1.785188575466678529e+01,9.418143451691019408e+00,2.704406060193557670e-01
2.156720542050404088e+00,6.172388237074092565e+00,1.176831006847815636e-01
1.387523118434296876e+01,9.244139588500907223e+00,2.479407980857063487e-01
1.409798570917659077e+01,2.031275704432784490e+00,6.181781835002390091e-01
9.470319200282967032e+00,9.861829586384832425e+00,1.893320817260960021e-01
3.939442087927679914e+00,8.363583850797706276e+00,1.281414817562481767e-01
8.858955101907389107e+00,6.415247063380128623e+00,2.860188084278896259e-01
4.821160015234471907e-01,4.671013655351197613e+00,4.487168917278328700e-02
1.440940507540207349e+01,7.498368227516883699e+00,3.063621762214608357e-01
1.974846911441058950e+01,3.228997752028531565e+00,5.434428826916555266e-01
1.700655960633460850e+01,6.174659318091424431e-01,7.510866666844069339e-01
9.953101372738188957e+00,5.885206624735790371e+00,3.251193237693418281e-01
1.430887451920674813e+01,7.395564657661449992e+00,3.092274660932518016e-01
6.486371042158625144e+00,4.746770368821065844e+00,3.204860409834802693e-01
6.965296440573941261e+00,9.968073288563950030e+00,1.539833820113807039e-01
7.713364881585090593e+00,3.968607002512087867e+00,3.958001021547373210e-01
1.560270935165282502e+01,7.646462199058855269e+00,3.101446481433723923e-01
7.145692534907877480e+00,5.126374393593646772e-02,8.171434215671183887e-01
1.208643742441728364e+01,6.868149241872617772e+00,3.087145853113125171e-01
1.589969938582782305e+01,4.126361276146957024e+00,4.743314960151889248e-01
1.861039352822359305e+01,5.219050283287973713e+00,4.282832892851624607e-01
1.400638022415146544e+01,6.663900936588255774e+00,3.347021551335817580e-01
1.080767715292424036e+01,5.840883909577705424e+00,3.382425855522167568e-01
1.633120410994415650e+01,2.194357105950075493e+00,6.107558407969655434e-01
7.858617248306866365e+00,3.119012322097287626e+00,4.624901104499130056e-01
9.387406985127142889e+00,8.898817849156218429e+00,2.116238218455056552e-01
1.711593488291546805e+01,2.633361026102619462e+00,5.787687822850658970e-01
1.253185386414669367e+00,9.949843564095413484e+00,3.767221218949851763e-02
1.676977301225348782e+01,9.325909578444424142e+00,2.664330403009277370e-01
1.564728642668541525e+01,3.122486523684856685e+00,5.385591901034009199e-01
1.942333097735513547e+01,3.637943607963349812e+00,5.173077204948378638e-01
5.854113664010058393e+00,7.956590228444523127e+00,1.802777061784146262e-01
1.187872975778079265e+01,8.796636794207213228e-01,7.256789251941084817e-01
1.787974491274297151e+01,5.742660507062139708e+00,4.001498895325723559e-01
5.594438776038890282e-01,2.270323114345004001e+00,1.120954343984863627e-01
1.648197693978295675e+01,4.541458253908644771e+00,4.534221488757160801e-01
1.633231172694258149e+01,5.311304881012992141e+00,4.121444325218797111e-01
1.304791827354215528e+01,7.408561085367965759e+00,2.978776387501298473e-01
1.160679176197781182e+01,7.846879185523848221e+00,2.685311575784654625e-01
1.914302936390432563e+01,8.776742004514355600e+00,2.954540053553836865e-01
7.966786794458483811e+00,2.454875740955853036e+00,5.235317623432013123e-01
7.882173628046723834e+00,5.352682737126807311e+00,3.177595856938293939e-01
7.335988410476738331e+00,7.494295626538837851e+00,2.216367528753296623e-01
1.012424962143117391e+01,2.126015453931379362e+00,5.841467451167191571e-01
1.412470693857214776e+01,9.149783965468296643e+00,2.525106441299695970e-01
8.843354793533064750e+00,2.957516871972860617e+00,4.927280638074690300e-01
8.719397671830023455e+00,1.125303538112668589e+00,6.791105037383400322e-01
3.846104163350734240e+00,7.987632696512255492e+00,1.334792668843998165e-01
1.103569148968753311e+01,2.523376971078279407e+00,5.563707224525034079e-01
4.344081586546363560e+00,2.506154043593341818e+00,4.183517571415614755e-01
1.248176828255092552e+01,8.597237361975899717e+00,2.539508977392374578e-01
1.959887788219971938e+01,7.860085329384411956e+00,3.263151402152838498e-01
8.964904156276370273e+00,8.119323469099337665e-01,7.206359367065244825e-01
3.129691923817480514e+00,2.034023744716519033e+00,4.051012648214402656e-01
1.985175572756076079e+01,3.987891856235026289e+00,4.978135757899203595e-01
7.863157651189474961e+00,4.243110249373188481e+00,3.805653226716331217e-01
1.004631001947122471e+01,8.340893259676491311e+00,2.353311055642385852e-01
1.748317983982289547e+01,8.737195617179096985e+00,2.874572456975190704e-01
1.419760959305904358e+01,9.974387869215044944e+00,2.318103945522429765e-01
9.360274066748601740e+00,1.745643119827019474e+00,6.147766099471390078e-01
1.727265117961432139e+01,4.017113055251886333e-01,7.716536234046568188e-01
5.043588662946778989e+00,5.490389278995648326e+00,2.449966554151463416e-01
3.715670625074272149e+00,1.783483890757532331e+00,4.682007219083779703e-01
1.307326955623062581e+01,5.088168215967330710e+00,3.997901150030039874e-01
7.703294353132824845e+00,3.292252670564669081e+00,4.454610017964377167e-01
1.074346143968927869e+01,7.813969336816859013e+00,2.600177699966004230e-01
1.505001420876485163e+01,7.066655244422725968e-01,7.455995579478337243e-01
9.494367108696529556e+00,3.840431605444511121e+00,4.348779170629498148e-01
1.880149691543795143e+01,5.997861420072963412e+00,3.932868392264621260e-01
3.026574074176998419e+00,6.882826411162400682e+00,1.341637869892207680e-01
1.679628841783287641e+01,4.056753318576125977e+00,4.829366744351659690e-01
1.580029081683937875e+01,9.234187131222263645e+00,2.625710507079299649e-01
2.448963979624620979e+00,8.578078399922691943e+00,8.472621268724774002e-02
1.106964435501230426e+01,9.670000644565211800e+00,2.113691508600808455e-01
1.570058803261603053e+01,2.003793585166545377e+00,6.250587982136379672e-01
8.354523157691996715e+00,3.596902770925480830e-01,7.779918959540322865e-01
9.755562174482452775e+00,4.899692884963955386e+00,3.725162114594389728e-01
1.493531690281157509e+01,3.419535331707050929e+00,5.144553530616380321e-01
1.724496925366615230e+01,7.055255547506787295e+00,3.421878399414430838e-01
7.932719832632374235e+00,3.355173538564967473e+00,4.449041582336600853e-01
1.675861860174588003e+01,1.545691183838246996e+00,6.655258072079872633e-01
1.626544446257312515e+01,7.464056137401952284e+00,3.210822061346546574e-01
2.460595587326362743e+00,5.995567405803285510e+00,1.353363116362153173e-01
1.340987375968449236e+01,5.399420600780537427e+00,3.866874397451857126e-01
1.649312257956558980e+01,5.936500318343790994e+00,3.836555321131353002e-01
1.675717802775918841e+01,1.325727773220489736e+00,6.849731534094338770e-01
8.421289019747938198e+00,9.811198317294438809e+00,1.774551058355512412e-01
4.388790149384330874e+00,5.328983073548050342e+00,2.318580694165359168e-01
3.498755673120221399e+00,6.527861044124162682e+00,1.593562289607228510e-01
1.706638805906050393e+01,2.488231912799400369e+00,5.894716395799988184e-01
6.737106145382756317e+00,4.875867163949848759e+00,3.191943042121210272e-01
1.613577388381976263e+01,7.180001649373071615e+00,3.305469238571060453e-01
1.220386192449722174e+01,7.779706755431220699e+00,2.769078465655461785e-01
4.423978415152716615e+00,4.501306907343921360e+00,2.736810632241062358e-01
8.451916996702646401e+00,5.403560936200994647e+00,3.253669870077686710e-01
1.615434883942475608e+01,7.160938598852738757e+00,3.313797168209798860e-01
1.741541990127579709e+01,3.567443235563312331e+00,5.156455451209307483e-01
7.120037490040284744e+00,5.779145295682839745e+00,2.825343388440819670e-01
1.563140929036096161e+01,9.969681295765058238e+00,2.423195319500016376e-01
1.239314244242000873e+00,4.243007386570348594e+00,1.166507285256460219e-01
1.062244090549129183e+01,3.471203480788334073e+00,4.759345116565784073e-01
2.854322908602397568e+00,9.033404422737095985e+00,8.956676456530382469e-02
1.925290107395687400e+01,2.801756288544509310e+00,5.708697107596071296e-01
1.399757010409523161e+01,6.487551735475715731e+00,3.418785841815559778e-01
7.154466550115599510e+00,4.916054970532064416e+00,3.261952543891514233e-01
1.923161890144031005e+01,5.886325083328701524e+00,4.001034476191740463e-01
2.093841841546816074e+00,3.206611917076978013e+00,2.307980594054937218e-01
9.038514062061844712e+00,6.480723660292256660e+00,2.860854902523753407e-01
6.240473700695114978e+00,7.802986179083614360e+00,1.921349011245356286e-01
1.984937790457207640e+01,7.727973555717271292e-01,7.293395536404641000e-01
1.860453029626501165e+00,9.659389249636872066e+00,5.635636023074732520e-02
1.059917497075798209e+01,3.638813730673699176e+00,4.635251791886165762e-01
4.534409334855507900e+00,3.468185631021980520e+00,3.438679771570236632e-01
1.393987366896186941e+01,2.580181451955971816e+00,5.715062428030538433e-01
9.465797644336683803e+00,9.630391379776662930e+00,1.945412391205103286e-01
1.707344253616845720e+01,6.109072605246801402e-01,7.515697017851937778e-01
1.435078318413362730e+01,4.286208012815106994e-01,7.761081052794702728e-01
1.524956164019967630e+01,5.214555862282304055e+00,4.101561081367265937e-01
6.362834206887367117e+00,1.328859793519586718e+00,6.180355672319862714e-01
3.210686209857309681e+00,9.350012738528487688e+00,9.401626453891720470e-02
7.787695615845938057e+00,9.901249262749109548e+00,1.670707293539044902e-01
8.451143710903551431e-01,6.993834935596114910e+00,4.397080885291900637e-02
4.945230788635448071e+00,1.113810372967328766e+00,6.103328992710465029e-01
1.232434594814848161e+01,2.834992019267723595e+00,5.410252987309277506e-01
4.116131600272575852e+00,4.581306574050767466e+00,2.580604117921934670e-01
8.693883715930306177e-01,9.932649248746454163e+00,2.682913788415525885e-02
1.131115024287670678e+01,1.108715882177047085e-01,8.179113926691653491e-01
1.563211540133433708e+01,1.551706214471515466e-01,8.025401736504657046e-01
3.864018043916792600e+00,9.980217652289772090e+00,9.966293092033831624e-02
1.847040505285723810e+01,3.383331889807987825e+00,5.307003042240772128e-01
6.900429692043117846e+00,4.529616122143112378e+00,3.427027694085958975e-01
1.065422031827357152e+01,8.493915929332588988e+00,2.380183143927803446e-01
1.269635289335680284e+01,1.233525957189072209e+00,6.895583006501457835e-01
1.101341313922648268e+01,8.663004495047559317e+00,2.371544954974280917e-01
1.169303481219416518e+01,7.038213223224897064e+00,2.980209389495474537e-01
2.158833151617988388e+00,8.873279050270600266e+00,7.258698164263598096e-02
1.005559756894808388e+01,8.241329229368071552e+00,2.384022171502143406e-01
1.502175995691009902e+01,1.272525774322784686e+00,6.895067536147447829e-01
2.915261552107863974e+00,2.870656064069644131e+00,3.115957345933926259e-01
1.858166861461187125e+01,7.167340360091442264e+00,3.454223064748371264e-01
1.362549944830052207e+00,6.417710012693690125e+00,7.607475795850979217e-02
1.562184028385822643e+01,5.822868192737389315e+00,3.832388127429943725e-01
7.800424286155211995e+00,8.126313318700795207e-01,7.099373465052610799e-01
