pH,Temp,A,A_noisy
5.613325850692689301e+00,3.102013342946007697e+02,2.439350104508361738e+01,2.409734408680001394e+01
7.949306069836479693e+00,2.814537904841633349e+02,3.609035063589116987e+01,3.298669575633977757e+01
6.749210172210418968e+00,3.051930120009167808e+02,7.861677394968965871e+01,7.781678937918472627e+01
5.926357288577012383e+00,3.194411237116625557e+02,2.836697512849577407e+01,2.902286407264917401e+01
9.199489126423351593e+00,2.919923344122837534e+02,1.199672225470044040e+01,1.143630922036771480e+01
1.077811359926597845e+01,2.899646966190722992e+02,8.097926122883539080e+00,8.052620488261368337e+00
3.483733451713094453e+00,2.839835148284119555e+02,8.617578717512341058e+00,8.276357820933647247e+00
4.894373926211367909e+00,2.905584823662034069e+02,1.773769505323805618e+01,1.851619833634964252e+01
5.733238346263541452e+00,3.050377984985901207e+02,3.287958753775079401e+01,3.214967293959013261e+01
6.858289886900394983e+00,3.085620364366001809e+02,7.954710842361799905e+01,8.008150103190322966e+01
1.092202595322049596e+01,2.922925624267105036e+02,8.080253742519980520e+00,9.361459856412455593e+00
3.213933538206560137e+00,2.831896004915520280e+02,8.348992244331213897e+00,8.642272648089637244e+00
5.006635301341061606e+00,3.005125993680582610e+02,1.548816940170021539e+01,1.632929155334282711e+01
6.910627878643933464e+00,3.054217234596653725e+02,8.223404066272287594e+01,8.227764483406690488e+01
6.883788478325491234e+00,2.784799296137310876e+02,8.011251118182059372e+01,8.019733457511935626e+01
7.911274513912304407e+00,3.206264455615774409e+02,7.904571690625706992e+01,8.146142390601431771e+01
7.593046236122620307e+00,2.815230616216844624e+02,5.397250533757472368e+01,5.363754481597622004e+01
1.077644278034837377e+01,2.830969107726897960e+02,8.065745730080118747e+00,8.748578003363043365e+00
7.084311994740464691e+00,3.101615392919075589e+02,8.331904560827041450e+01,8.259175625939188592e+01
1.092716991761176004e+01,2.891777482986087193e+02,8.066430791797962740e+00,7.929078583369149058e+00
4.372343353533819865e+00,2.852772050337246128e+02,1.224694645706820850e+01,1.452375408874016571e+01
7.395461655191613914e+00,2.837930150275893197e+02,6.675994057162162676e+01,6.929079769893573371e+01
7.746567043715508305e+00,3.092666081335241302e+02,7.682346629436855778e+01,7.529369155427043836e+01
6.502044578614532000e+00,2.809292943196978172e+02,8.443595587359840238e+01,8.558028201104082200e+01
7.833024136267837889e+00,3.082624226082920700e+02,7.298550324104640197e+01,7.298561625283802812e+01
9.499681493517854847e+00,3.098536989354578850e+02,1.311438599360734791e+01,1.390414787856647827e+01
9.164021405680372823e+00,3.172255609617465666e+02,2.227550162755576224e+01,2.335169566096316984e+01
8.714920825469327781e+00,3.036882744961902745e+02,2.716573356232706615e+01,2.790459554179943424e+01
6.991758385782118168e+00,3.176516123721747817e+02,7.786128369584437792e+01,7.758539389550584531e+01
9.939399233365959319e+00,3.125870059138606507e+02,1.019640101341634519e+01,1.016183692550519524e+01
3.986314461793840636e+00,3.109988945566291818e+02,8.451661068726885162e+00,8.790841108033665918e+00
3.188323300296972640e+00,2.811248527026025386e+02,8.372643069470052879e+00,7.212560425781263440e+00
5.358451018824713863e+00,3.191798487715465740e+02,1.466417222117245522e+01,1.435996225017916217e+01
7.107664089439631461e+00,2.904304462714669626e+02,8.196826103586147383e+01,8.059124883109198834e+01
1.082137125732476868e+01,2.895866130413309065e+02,8.086752293954113213e+00,7.413965506287803819e+00
4.332229661222237738e+00,3.088208138688383997e+02,9.109043713751306726e+00,9.995162935018100825e+00
7.887355825208109295e+00,2.793357624214506814e+02,3.634539033274385389e+01,3.513158441022869027e+01
6.111131131939557370e+00,3.062011815073616958e+02,4.961229997508718270e+01,4.933963885963930807e+01
9.468663549972557547e+00,2.989497507060442558e+02,1.118348364720883126e+01,1.094668440792223407e+01
6.995483641565352961e+00,2.909556769930719042e+02,8.382204682481926739e+01,8.405155057152576603e+01
4.876349635426742601e+00,2.833033024279056349e+02,2.159603108724260778e+01,2.064270570339490263e+01
9.424603841737022591e+00,2.885047706881487102e+02,9.992368263400360107e+00,1.013376762090128302e+01
1.082533339162976560e+01,3.083264829377971523e+02,8.235656887139134241e+00,8.179766155841971198e+00
1.008173490152191576e+01,3.080413246442914215e+02,9.273295935629652931e+00,8.432955654662398715e+00
8.198901491441977996e+00,3.013640716729244673e+02,4.787405560599140841e+01,4.834038194899753904e+01
6.985528196967053738e+00,2.987096754438281891e+02,8.459996024572866702e+01,8.447705524809850886e+01
3.692816099720922729e+00,2.967355322998903375e+02,8.483246898749147391e+00,8.707528812258502171e+00
1.019471767399138251e+01,2.831278263113588309e+02,8.250940572649399840e+00,7.809436602265061644e+00
3.604774914211824388e+00,3.187650629720097868e+02,8.129152845850606823e+00,8.266562373729620106e+00
1.057076104239613557e+01,3.048179421761144567e+02,8.353433209853111663e+00,8.692869219406292203e+00
6.111025977941110021e+00,3.163127237637471012e+02,3.878804891095730767e+01,3.907877323663684166e+01
3.130706994236144070e+00,2.824456703931218726e+02,8.301477455513014192e+00,9.084664619055033086e+00
3.991690198644513465e+00,3.142101180476286117e+02,8.390665401753018671e+00,8.231119966590300763e+00
5.120715379247178234e+00,3.087887609519697776e+02,1.442095870844054950e+01,1.462735340924032101e+01
3.033950883636736151e+00,3.184114407457119569e+02,8.035319174931153441e+00,7.908240566274953309e+00
9.178394544678557310e+00,3.142535865963110950e+02,2.026481928593523918e+01,2.067141694645105332e+01
1.013545237163283197e+01,3.074888846894540961e+02,9.096039086001786345e+00,8.330710248830049736e+00
4.154680084448905575e+00,2.947912616767351892e+02,9.539470532970366179e+00,9.656884057350893613e+00
5.631788317603468208e+00,3.067928909979789864e+02,2.747792878068510447e+01,2.697772914776905040e+01
1.094677131850944463e+01,3.086939044902510432e+02,8.181614924504275521e+00,9.297353639048992591e+00
5.554936102607492820e+00,2.845589333892105515e+02,4.770839879768043090e+01,4.664753095762407042e+01
9.987403755495485314e+00,3.035362916174021848e+02,9.255021136430393369e+00,9.549135187140523229e+00
8.405327615510987727e+00,2.807951651332917322e+02,1.979690816883033477e+01,1.916062830548268892e+01
8.882108615613070413e+00,2.881096135026365346e+02,1.446862420815107875e+01,1.290700513333042032e+01
3.788367797066775289e+00,3.147790836134475967e+02,8.238337332656485046e+00,8.897428772443939593e+00
3.985947914332977682e+00,3.021601092997131559e+02,8.707590839669073546e+00,8.325585013881955376e+00
5.772155339394869245e+00,2.875195834559158357e+02,5.500523102228431327e+01,5.402238319716542492e+01
5.442720431340929643e+00,2.963804543282735722e+02,2.930505388369138231e+01,2.921133593146911522e+01
3.401990410945530563e+00,3.109886433670773727e+02,8.118116738870272187e+00,7.383362000715464113e+00
7.357089681964884775e+00,3.128277184296055680e+02,8.464357256266509921e+01,8.448508780805160256e+01
1.004793949345872051e+01,3.038006684670091886e+02,9.108588283904774485e+00,8.243252881396260889e+00
6.241237352372405844e+00,3.222294090477387272e+02,3.920510989696963122e+01,3.977532684352730286e+01
9.981262471023558902e+00,2.809031504625770594e+02,8.358168690685346292e+00,8.589551788233347196e+00
8.765428642584577545e+00,3.170579905267341587e+02,3.689357872328238130e+01,3.701385140350647873e+01
7.465746872798956879e+00,2.819989625003359492e+02,6.113780706875911619e+01,6.230260972190979629e+01
8.901531269508382138e+00,2.781958525046132991e+02,1.152317157586365148e+01,1.132996366951900846e+01
9.290005540139258500e+00,2.819625667107108029e+02,9.847388453365740091e+00,8.305690862607221447e+00
6.606116382820799160e+00,2.951015174900162492e+02,8.091900345672350170e+01,8.149671112034725695e+01
5.018200687287375672e+00,3.024648486030055210e+02,1.497767428388261557e+01,1.667923241917407395e+01
6.057782450962268861e+00,2.889648881402591201e+02,6.721143572507440922e+01,6.741184059288961805e+01
6.845498670979459632e+00,3.110847082427231953e+02,7.763939904330941033e+01,7.858429490648526894e+01
8.422200132291514763e+00,3.102179230642229868e+02,4.656708537678588300e+01,4.639499477042173226e+01
5.229245793790306074e+00,2.957458799810179926e+02,2.276728055159720299e+01,2.307813147678715637e+01
5.360681006416686323e+00,3.175344104051201271e+02,1.519687212033537804e+01,1.529085874792317057e+01
6.082755214872816119e+00,2.880151215608138955e+02,6.935797698016631330e+01,6.966261868772429011e+01
3.738377926505074278e+00,2.788829084336978212e+02,9.498526605746416607e+00,7.173333955869415135e+00
8.985139043010137883e+00,3.051046228388646568e+02,2.011415435555619879e+01,2.079450436140513858e+01
7.793446552741985833e+00,3.019536976362300607e+02,6.877411187948383997e+01,6.797793558625231469e+01
5.575296707696892007e+00,2.795296078180814447e+02,5.556599608237445409e+01,5.583528499039107373e+01
4.000089241562031717e+00,2.962264030392150289e+02,9.002401466297181187e+00,9.218589751122738818e+00
1.037545596667258252e+01,2.801478231957096341e+02,8.138299027725388157e+00,8.851958101365916320e+00
1.082332657483591731e+01,2.783121148788732739e+02,8.044072241372726140e+00,7.107446224241840582e+00
5.804073827350302750e+00,3.079358396258260768e+02,3.314451986976258269e+01,3.395951500938021184e+01
5.170549024040774100e+00,3.019436917501083144e+02,1.783759148950326789e+01,1.783078616638218605e+01
3.040464207559966603e+00,2.903392925610561406e+02,8.154366234429069493e+00,7.701475981975114848e+00
5.775236053146930892e+00,3.130698014449180278e+02,2.772089554926035859e+01,2.883577081436389022e+01
7.465227194959371815e+00,3.175702579798141301e+02,8.463200299155064954e+01,8.371631092622409653e+01
3.142521338819975973e+00,2.811227382029402975e+02,8.335525351396674054e+00,7.747872966039147435e+00
1.085123874578726699e+01,3.130289522375355205e+02,8.280541771720505650e+00,8.101699377214766074e+00
4.315198326358300918e+00,2.839026773889597166e+02,1.204939918695332501e+01,1.302183621108277300e+01
3.606400098215771344e+00,2.792319293016268489e+02,9.087219058915446013e+00,9.736427098262945279e+00
5.780214313894759925e+00,3.171313802396242068e+02,2.501036650521565718e+01,2.552314685240777692e+01
7.206462759517082262e+00,2.912960231106085303e+02,8.029571326854544111e+01,7.879772408721846944e+01
8.207688599114652206e+00,3.123769959298563776e+02,6.007241096491914334e+01,6.104404642770324330e+01
1.047083103422998640e+01,2.910792015968815463e+02,8.211480044817085044e+00,9.781690648708700309e+00
5.314853519048832631e+00,2.938917111643115163e+02,2.685500765390618128e+01,2.617202196424894467e+01
3.223707591254739491e+00,2.940595094792720374e+02,8.190790761821860499e+00,8.635545111582644040e+00
6.101776487371907365e+00,2.822515859475910247e+02,7.579657457428673695e+01,7.582963539970201339e+01
3.523973427352889765e+00,3.172394740513099123e+02,8.115317941990001671e+00,8.946213832413151934e+00
1.045751159634222205e+01,3.035416426489193782e+02,8.428933977639140096e+00,8.106086472084331973e+00
5.105793450800206301e+00,3.138647439169471340e+02,1.290847835488069073e+01,1.336806120458711611e+01
7.989503298429558420e+00,3.101453259246289917e+02,6.818919609918478386e+01,6.863208114299170859e+01
1.092802801380468480e+01,3.172446662284672243e+02,8.288330847959656467e+00,9.342648230340104831e+00
6.155621619843207881e+00,2.953662274831159493e+02,6.448978036657868529e+01,6.450538750952480882e+01
9.411254527789846946e+00,2.931782628627297527e+02,1.066141998213375253e+01,1.024176758726841641e+01
1.004261322055188188e+01,3.032366928434998954e+02,9.089901070673155559e+00,9.440442599818759106e+00
9.550231262352106398e+00,3.225248502276606928e+02,1.610338134577872893e+01,1.597384379016563827e+01
9.278780180334880612e+00,3.221995126460469692e+02,2.191501391153055778e+01,2.149933167925342303e+01
3.543427033966933593e+00,2.993106683318822547e+02,8.298589153196935797e+00,7.265427594227831243e+00
7.227706756387201281e+00,3.070740692422623965e+02,8.464760464768660597e+01,8.536445855622034173e+01
6.375842777005193973e+00,3.183732333627605158e+02,4.980659701613295454e+01,5.020450567321719149e+01
3.196504485385116112e+00,2.826009232498564074e+02,8.347349846176243204e+00,8.370572676952500402e+00
4.297296882687725805e+00,2.982145686266376288e+02,9.768045093801575263e+00,1.104652294877369911e+01
8.317429693924818679e+00,2.919040246479711413e+02,3.170190940286135373e+01,3.141958667501691949e+01
4.087568422561981940e+00,3.088787722364349975e+02,8.632876049814775854e+00,7.878273768397984433e+00
4.549677202861849068e+00,2.785901166991225750e+02,1.704590114220644281e+01,1.801517656310630855e+01
5.984843857415552471e+00,3.125687271515395196e+02,3.662872150961838003e+01,3.522997478085759582e+01
6.492095310779562034e+00,3.150663338665170841e+02,5.930787090274888129e+01,5.878904033970081144e+01
4.436047632263169227e+00,3.028672508052738976e+02,9.896530956715885452e+00,1.080168729931693861e+01
4.460726749212982511e+00,3.160885578392386606e+02,9.042724480622300831e+00,1.098505151101611865e+01
8.905569113692013872e+00,3.051322757839924407e+02,2.220180651416659501e+01,2.276355812801634926e+01
6.459453008077107761e+00,2.906684716595823375e+02,8.000744087882995359e+01,7.780538905624959511e+01
5.296865264417690788e+00,2.954681563567734770e+02,2.500436254276046100e+01,2.426605879657539688e+01
9.548574090733591646e+00,3.038285424245694912e+02,1.142090066402141701e+01,1.057017785791225961e+01
1.004476873225869937e+01,2.786694722004625078e+02,8.269986793819112947e+00,8.277557686963950445e+00
8.665815122214407751e+00,3.024263917451496582e+02,2.789123657680804413e+01,2.776542571570462314e+01
7.325134303884731857e+00,2.782235811508070356e+02,6.311227370061630637e+01,6.487341833949936643e+01
8.399380314478296583e+00,3.064833236788580848e+02,4.355906209079683578e+01,4.309487815983600711e+01
4.555127489979589939e+00,2.931397119060692376e+02,1.212101596022513661e+01,1.071642663478972324e+01
8.090066136419586940e+00,3.044315140275517706e+02,5.716651047954937326e+01,5.605114161946598728e+01
1.011799922254222750e+01,2.833051906391027615e+02,8.302468228869916089e+00,7.702358595364724003e+00
8.815786279871314690e+00,2.877920428830981905e+02,1.532710845142000444e+01,1.698122407034231784e+01
7.473097567907160510e+00,2.968246174820748138e+02,7.650637237336059115e+01,7.607222512200193876e+01
8.718712112799654079e+00,3.086148020873809514e+02,3.115235905265949512e+01,3.120912256778635552e+01
8.485417425418894766e+00,3.223218068408344266e+02,5.642741010096086285e+01,5.449636525104497764e+01
7.609676171130113964e+00,2.987094651739238316e+02,7.323618067007977572e+01,7.274961410101396098e+01
3.232004979473289019e+00,3.072165236156744186e+02,8.096591885285986834e+00,6.632840391483151521e+00
5.564473029474113375e+00,3.202466260023895757e+02,1.780431079224877777e+01,1.681632855635149681e+01
5.098114611061334678e+00,2.871786055841902225e+02,2.517731438887989981e+01,2.509762232218172429e+01
1.016265000465295287e+01,3.224728114373619405e+02,1.010778377795138283e+01,9.337380915183750574e+00
8.160766219918315301e+00,2.946592068039051355e+02,4.181998248589368217e+01,4.364239470191568415e+01
1.011468721640292401e+01,2.966300564914264442e+02,8.651319898483297521e+00,1.002406671222664869e+01
1.092580191349152585e+01,2.900108903248946035e+02,8.069901001849492772e+00,6.253673323885108992e+00
1.059671196600169907e+01,2.844819888190416464e+02,8.107982095700622338e+00,7.372356221979823765e+00
4.741626638658240189e+00,3.032750980121438715e+02,1.167678101394790957e+01,1.184461319335142626e+01
7.260172354289805341e+00,2.827428286608947019e+02,7.143850267039643143e+01,7.049126980314639468e+01
3.443514126429467304e+00,2.837771605162462834e+02,8.570233076085299828e+00,6.754380237076726523e+00
9.625926222129763232e+00,3.228732980824366905e+02,1.500462228665191411e+01,1.492709437229907188e+01
9.481526935911082532e+00,3.112311426775642076e+02,1.367680663244026462e+01,1.692532113061583132e+01
7.913820155720877381e+00,3.006050571781947269e+02,6.166628091234532860e+01,6.175197305317103513e+01
6.005752261533631398e+00,3.038000922944799527e+02,4.697750409786656434e+01,4.710899493171869779e+01
1.059553726484658753e+01,3.218115450064653942e+02,8.765112366371262453e+00,8.218207557240452488e+00
6.915243027522815389e+00,2.833531011236790960e+02,8.220427319608705830e+01,8.196600460239000085e+01
6.739118269472009537e+00,2.898430967755311372e+02,8.447842868502114300e+01,8.453659838505366508e+01
5.366416130967167852e+00,2.865077126733193040e+02,3.616885527161330316e+01,3.507251037531631965e+01
3.337495968714193850e+00,3.004621576256585058e+02,8.174975542373591253e+00,8.645372354027532680e+00
1.052676411195847450e+01,2.828285643483765739e+02,8.114900662854491742e+00,8.266974199261897027e+00
4.301142347633353680e+00,2.824895923561367681e+02,1.225711297207821993e+01,1.155042101744266070e+01
8.350912208467711650e+00,2.863204162355382323e+02,2.535816253350562732e+01,2.420882103698508203e+01
7.930016994055705482e+00,3.051104975764917526e+02,6.583320743171871925e+01,6.591887929076060004e+01
7.595509563708215062e+00,2.980919423397342030e+02,7.322369918702916891e+01,7.437201768471462060e+01
1.092614208428864586e+01,2.796279352631955817e+02,8.037732247469602243e+00,6.892608252420822978e+00
4.645363279964552561e+00,3.122788461929014829e+02,9.902322320681481216e+00,7.660350978598711613e+00
4.576364672836179537e+00,2.808912747086544073e+02,1.641452195112412937e+01,1.717825275789998685e+01
4.018063163141391669e+00,3.011158670673106030e+02,8.804296567903456605e+00,8.937289480822226295e+00
4.613549022572536629e+00,3.138914645354407753e+02,9.638238989929099887e+00,1.030270337568857464e+01
1.023839661954791680e+01,3.215793002014833064e+02,9.705734650053388535e+00,9.280342185345981321e+00
4.263137787498532560e+00,2.830056010717538015e+02,1.180107288738434157e+01,1.076594662757425880e+01
3.550900613558010122e+00,2.991276281409541298e+02,8.306747454839392475e+00,8.475873674032332161e+00
6.885887554475669248e+00,3.023134470656265762e+02,8.298587857933513590e+01,8.364274918935066694e+01
6.033662612338303255e+00,3.189749726716208897e+02,3.292413721553732842e+01,3.266988821145392308e+01
4.354715020217454047e+00,2.802747475740701475e+02,1.343492130210253954e+01,1.321481599119842620e+01
3.095929628601450823e+00,3.205023865612279792e+02,8.036911546260038008e+00,7.858377939760836206e+00
5.123299153022421670e+00,3.143879864676140983e+02,1.297760817437068503e+01,1.258001008726216163e+01
8.414332882852860962e+00,2.917921575090086321e+02,2.787820805295583781e+01,2.701624376539432504e+01
5.688057102879161775e+00,3.200787920894743479e+02,2.066940105529407745e+01,2.073203089814169431e+01
9.726302562248623218e+00,2.970541693468071003e+02,9.613911635895918906e+00,9.684676231368543498e+00
5.243875836002301227e+00,2.785909478544377862e+02,4.008302246875250319e+01,4.021188924665563036e+01
6.031002769154604870e+00,2.891511804964281964e+02,6.577537020228953679e+01,6.624252676439479615e+01
4.677755131986774728e+00,2.795019322228898204e+02,1.918250345128398138e+01,1.986222092686691099e+01
6.094783595301631607e+00,2.989602201172630203e+02,5.728427195479280698e+01,5.596815509846643977e+01
3.422975361130442984e+00,2.993734381776878877e+02,8.225687905707962599e+00,6.879551622524660459e+00
7.364899149370809361e+00,2.887511748314641409e+02,7.336916110231453558e+01,7.448689419227913788e+01
8.883548231986145183e+00,2.848097903459401437e+02,1.337767256156954332e+01,1.363256961398676737e+01
9.257301072714001933e+00,3.092281696810186418e+02,1.635101343458896395e+01,1.556009563344017543e+01
7.524892171297327792e+00,3.094394972368613708e+02,8.241953702990569752e+01,8.278017370125299124e+01
5.679815442423471694e+00,2.931622622285555053e+02,4.314546060008193251e+01,4.364694623569199905e+01
8.269632186021723896e+00,2.895408288045188669e+02,3.127189029678325127e+01,3.163463238715094050e+01
3.947401034932471298e+00,2.789988843586577332e+02,1.038365486382483915e+01,1.077504533273764942e+01
4.884667197412343675e+00,2.828956345424946335e+02,2.210797339868090461e+01,2.390252786771350202e+01
4.414156818636850943e+00,3.190417679992577860e+02,8.815637297703158737e+00,1.135199310039586607e+01
1.000625097622274495e+01,2.976683615246475370e+02,8.882599297095188362e+00,7.600853711893504006e+00
1.014564888850269853e+01,2.952038533442266726e+02,8.561305824848577828e+00,8.724072535200573242e+00
5.744280727868537717e+00,3.091346327829436404e+02,2.970678966575827573e+01,2.927945524590370852e+01
6.818178441502133147e+00,2.907153677739024147e+02,8.464549361791291915e+01,8.625453084262838388e+01
9.757594083839453702e+00,3.201847429635948288e+02,1.268333657373765533e+01,1.212148625530671353e+01
4.657867191998391831e+00,3.107700874389756791e+02,1.010516287051437168e+01,9.678839666661737340e+00
1.071907708765724010e+01,3.003558133936858781e+02,8.198988269982576682e+00,7.453082484155924448e+00
5.592677297492591570e+00,3.001012221325346445e+02,3.173920040012101040e+01,3.308323334660823178e+01
6.410232159132099206e+00,3.092381435409519668e+02,6.145588427803975407e+01,6.143662206219228494e+01
3.051095122118237413e+00,3.005455722105230620e+02,8.090168016248865612e+00,9.348668620784556182e+00
5.962039442659522237e+00,2.986764403911913064e+02,5.079080657098113250e+01,4.990485807783067429e+01
9.590126578964934367e+00,2.983791832249150957e+02,1.035454250957766043e+01,1.055307857301813002e+01
1.061480908901371478e+01,2.976163809999965792e+02,8.218255005695182192e+00,8.068734586937761577e+00
9.725950779104875821e+00,2.913499607404508538e+02,9.181557685307833339e+00,8.748056158457007569e+00
5.067766076686466725e+00,2.999329055178536123e+02,1.675551391890248709e+01,1.547648448957427725e+01
3.990630430999207334e+00,2.841910279033373286e+02,9.931250720330423221e+00,8.926709906201953260e+00
8.426950758820819232e+00,3.011355101049551877e+02,3.643634535826544152e+01,3.652393344061560754e+01
7.698118500761387040e+00,3.076315597286509842e+02,7.722094532013171886e+01,7.922409624871251310e+01
8.760687655105479976e+00,3.161768324005984141e+02,3.627400965197367810e+01,3.624351694896230924e+01
1.055820679047367250e+01,2.820326732681976409e+02,8.101879302654696247e+00,8.418085331016200712e+00
4.618950444901916086e+00,2.963041268365361134e+02,1.201089720926761828e+01,1.117804733204047452e+01
6.597103491536355335e+00,3.208297780904736101e+02,5.859461171865299889e+01,5.956061487980242219e+01
5.130426137386154828e+00,3.017844790204947003e+02,1.712491897313424261e+01,1.807034660092618950e+01
8.915165080315574642e+00,2.968517916473816172e+02,1.747259723762576655e+01,1.767753089399422350e+01
8.908775001176010733e+00,3.127632227730792351e+02,2.737073874163700538e+01,2.617795682334960006e+01
7.050495515329879836e+00,2.816682474767773101e+02,7.787766434786782099e+01,7.793161727070182110e+01
8.941795418343136959e+00,3.101068403119148797e+02,2.437012535436310401e+01,2.497357153249825856e+01
3.151042415631731153e+00,3.128673457842710377e+02,8.060434815769376371e+00,6.907852432320168212e+00
9.101648257893160121e+00,3.047138598716053366e+02,1.737798681792281030e+01,1.667996786396721731e+01
6.451556889336412581e+00,3.047015974035211912e+02,6.811489815624950950e+01,6.854554444128662283e+01
4.237495148106265042e+00,2.928856814698078779e+02,1.005954569078669181e+01,1.085849810429456674e+01
9.069701428129004483e+00,3.129249815548614606e+02,2.238129602067359158e+01,2.306144095750383016e+01
1.097399162152849250e+01,2.920053650702744221e+02,8.070066905085983677e+00,7.670955415592095150e+00
9.259214188790664934e+00,3.031909865112435227e+02,1.424600185653410556e+01,1.359142597873300673e+01
9.077144223759214370e+00,2.809155281300675142e+02,1.080159578227334727e+01,1.076757784946062380e+01
6.636121840611554745e+00,2.902522742426104969e+02,8.349975007004123029e+01,8.615847674701204539e+01
9.680791422761711118e+00,2.969080801793713249e+02,9.774984798188716795e+00,8.620650275509717630e+00
9.142524040759678172e+00,2.911120349902852240e+02,1.232018061021924105e+01,1.398891577951456888e+01
9.734897750221875867e+00,3.133024857543026656e+02,1.158943598073708259e+01,1.351683912068730997e+01
5.991808758656048006e+00,2.990273755794174235e+02,5.190433937971592115e+01,5.351611292337683778e+01
6.573283073329122317e+00,3.108207733778239685e+02,6.752356110987113880e+01,6.754115254842713512e+01
4.649437799320817355e+00,3.069877571605710500e+02,1.048789211142057098e+01,9.204794677362501787e+00
3.053334062157793127e+00,3.201487942948713794e+02,8.034023754963195429e+00,8.078689338116170404e+00
3.901106468156697815e+00,3.017832396180805290e+02,8.594461024415167572e+00,9.813020195347228025e+00
8.673012418864706419e+00,2.987355855663370789e+02,2.475525470007071149e+01,2.492987668275356938e+01
7.701931106379114489e+00,2.891107696417066677e+02,5.841574389264111744e+01,5.883986106627280321e+01
7.998500516161146656e+00,2.847104574578771690e+02,3.772456475905388373e+01,3.610702450811411524e+01
8.292060565652754178e+00,3.071272830305318280e+02,4.979185082813580721e+01,5.173747302386430391e+01
1.099983270007144043e+01,2.781066542894322424e+02,8.028985364938259650e+00,8.163040612867126455e+00
8.118478755205165598e+00,2.938906778911995161e+02,4.299567848865337538e+01,4.273724083672583873e+01
9.069236691466210587e+00,3.171397217372751243e+02,2.506648411118854725e+01,2.498285640597495316e+01
9.462212432901132786e+00,3.174397731887149803e+02,1.583796711248793798e+01,1.556301053297183046e+01
6.120870995956731342e+00,3.008440868011210227e+02,5.638065529048936497e+01,5.483774295503007323e+01
6.241877169976082662e+00,3.132132767960776505e+02,4.847908525099355614e+01,4.921689984675649754e+01
3.204442369641214761e+00,3.004999123055167161e+02,8.128609229796179392e+00,8.215249170114395483e+00
4.302612622883579263e+00,3.162307010441930402e+02,8.722159069833248068e+00,8.218243683815623868e+00
1.095670143213645176e+01,3.094680423297666039e+02,8.184562525661071675e+00,8.460728971202206239e+00
8.046477310316605625e+00,2.877353835699719866e+02,3.909434538334850373e+01,3.847601501177753391e+01
5.051741797067842654e+00,3.003517370460661482e+02,1.629775422227941917e+01,1.642216422055221514e+01
7.121768124465045702e+00,3.225494689500647496e+02,7.873141125374120008e+01,7.822173356889854290e+01
7.614297039390552690e+00,3.028764902989004213e+02,7.648947670308390911e+01,7.675854419137384355e+01
1.051469145305270025e+01,2.946405063999953882e+02,8.233395089497012265e+00,8.273759549933888735e+00
5.531517431655002426e+00,3.059718858557002363e+02,2.474636864366842914e+01,2.513759303644781795e+01
5.458748460605309383e+00,3.207480807935116900e+02,1.570249099146742644e+01,1.499546413230635800e+01
1.087323005735227710e+01,2.904932725693502107e+02,8.081090796329169379e+00,7.767280789235952554e+00
5.244424838112906606e+00,2.787779724212724091e+02,3.986980190671310709e+01,3.906364822203497056e+01
4.536330521956967843e+00,3.083892321279263911e+02,9.799539494297667019e+00,8.796261347568693267e+00
6.448592623063052365e+00,2.789869952237359598e+02,8.442689117714495239e+01,8.426882045989871983e+01
7.492006289440179323e+00,2.817220563794712689e+02,5.945090593926904177e+01,5.931871939918251968e+01
1.036156459036217825e+01,3.030190692596576127e+02,8.520061807567239853e+00,8.554689609008399032e+00
3.171301790705824075e+00,2.925829499945778593e+02,8.183675746511768878e+00,9.485435980415591217e+00
7.873641760192473527e+00,2.878186657143607476e+02,4.781709996764970327e+01,4.742172300842496924e+01
1.093733111192632990e+01,3.216271057788030703e+02,8.346806266490203186e+00,8.077219385090055326e+00
6.464241789312095143e+00,2.984774951583415827e+02,7.439503959487618090e+01,7.337931750537215692e+01
5.398557886479128598e+00,3.176280533356206206e+02,1.576457411894972971e+01,1.619973721852142390e+01
8.339284391168497734e+00,3.161897578846098895e+02,5.747859059397232784e+01,5.877663360740911003e+01
7.949042813303313082e+00,2.869004252639454080e+02,4.280537775564494751e+01,4.306708461590657322e+01
5.310934266104387014e+00,2.816974089347397694e+02,3.934081148312824894e+01,3.776751298464218110e+01
3.247221061835138478e+00,2.883583912370836515e+02,8.278075664308289561e+00,8.504352841493027171e+00
1.028804166769201522e+01,2.987525179495708585e+02,8.491148558336170993e+00,1.121063720286593401e+01
1.080634060322891088e+01,2.927061557565654084e+02,8.107184790667437468e+00,6.816562606088932164e+00
7.018334566281473563e+00,3.221145282323014953e+02,7.580508476620330782e+01,7.475817762973173330e+01
7.751817926739140496e+00,3.139266935338910116e+02,7.958881310312143853e+01,7.861251113517660372e+01
6.365088015083100181e+00,3.105511490882411181e+02,5.776246693606864113e+01,5.707426674803665634e+01
9.150334247163357304e+00,3.203373835135079730e+02,2.457939231432294847e+01,2.538407148052887763e+01
4.242375017513932534e+00,2.968397608134963548e+02,9.680565105882640964e+00,1.017423104207465556e+01
9.252452477260307617e+00,2.829499508206537826e+02,1.013144981559218749e+01,9.361382889514844763e+00
7.485747395148065308e+00,2.791510440192606666e+02,5.626978445837841036e+01,5.669393650830218689e+01
1.055829919727916177e+01,3.118774573923885214e+02,8.519060293012232776e+00,7.701798917140005862e+00
7.102539443630250915e+00,3.085144351155374807e+02,8.394610502431409316e+01,8.397288259611522676e+01
