c,D,R0,R0_noisy
7.096504269033242274e+00,1.203468707802692172e+01,3.362035867779182841e+00,3.326462062775017436e+00
2.796589116336827630e+01,1.075384705017119025e+00,6.349348339778502215e-01,6.884961659835652226e-01
5.829719477529677008e+00,8.649014660442743363e+00,3.598149206666774624e+00,3.580857328376437110e+00
1.739464566076600605e+01,1.723666977344228801e+00,1.406391322352942952e+00,1.415593747318102391e+00
2.563184646921657972e+01,1.258982126140693225e+01,7.044025273539191723e-01,6.789401178304874662e-01
1.363917547157332599e+01,1.640201079077505497e+01,1.799653180594633417e+00,1.843034191329155247e+00
4.067991707470650198e+00,1.941605373294575188e+01,3.302624898216849125e+00,3.355843480065947126e+00
1.681061736359350078e+01,3.052556657593657352e+00,1.842723885152297569e+00,1.953733062410506927e+00
1.441213462232536280e+01,6.572715265695520337e+00,2.296008529020951094e+00,2.262247730197988638e+00
1.377992795740427212e+01,1.529783968782936832e+01,1.840431021107972853e+00,1.806965520227191924e+00
4.075322240398405960e+00,1.241719678096660395e+01,3.547704086734161599e+00,3.554850759786364112e+00
8.244054334567628928e+00,1.181869056700117682e+01,3.162801486519404737e+00,3.142687192223819093e+00
7.114937188777023636e+00,1.603053378922543004e+01,3.117471606345002311e+00,3.037549124127738143e+00
1.704455971936387826e+01,8.739571542420506489e+00,1.759596241042920672e+00,1.804830154130778075e+00
1.402514994474070775e+01,7.997234829429391567e+00,2.288086796354936059e+00,2.342856874055951888e+00
9.161459756292527956e+00,1.691618165226850579e+01,2.633084862963390727e+00,2.559504707336341944e+00
1.380598197357396373e+01,1.707900579242045680e+01,1.734888073101912287e+00,1.710260309950137003e+00
1.677231808475777797e+00,3.123858526784899503e+00,1.449180374787670811e+00,1.506709662935211025e+00
1.901996788470849964e+01,8.047096084132347116e+00,1.540098958657111661e+00,1.430287379711919549e+00
1.415923439141494100e+01,5.300191700698260178e+00,2.356143509451104734e+00,2.362642272267851951e+00
3.604258470680143489e+00,1.124175775679836420e+01,3.480224651047836737e+00,3.489157238317305954e+00
2.154491435313877545e+01,1.933440708388611284e+01,7.741028076342353348e-01,7.429482545827555962e-01
6.253104209666387803e+00,7.405761616530973868e+00,3.537672660919378487e+00,3.553830793863942628e+00
2.808599462858031259e+01,1.899189370825489664e+00,8.262692660645820641e-01,8.485467109056474833e-01
2.589288199496974840e+01,4.913554683683521773e+00,1.031820618627059982e+00,9.588909885998835314e-01
2.670152396722092814e+00,1.279556844773552449e+01,3.178494843240915024e+00,3.229900087833485589e+00
2.117089719532639691e+01,5.390495281714333231e+00,1.439948121311197093e+00,1.428691346849277899e+00
2.286124195470178577e+01,1.877282253807766566e+01,6.983214610366085262e-01,7.733230076729347147e-01
9.806906378508539746e+00,1.586225525365219191e+01,2.564746697822756882e+00,2.493792755616528911e+00
3.970671426951490446e+00,1.489956577489542333e+01,3.472893630375369245e+00,3.447936107346948997e+00
2.548519387738492981e+01,1.825650888254013893e+01,5.592173971016219935e-01,5.194956011133008422e-01
1.618573187163185167e+01,4.574826025049056000e+00,2.054427427130935957e+00,2.023999198603526839e+00
1.089084353785258585e+01,1.137962256697164065e+01,2.651200778258512525e+00,2.760550269937822598e+00
6.519600719152693458e+00,1.308327176531441260e+00,1.490147831207606188e+00,1.467861359421877898e+00
4.881476078426711496e+00,1.001018434150247494e+00,1.102773027136227491e+00,1.101524419246455277e+00
2.410482477018423708e+01,8.134263653053139365e+00,1.010687513471517418e+00,1.003149818466847254e+00
2.248441461102895644e+01,1.640626172478395262e+01,7.907337074825084855e-01,7.643119247578658015e-01
1.446921583906285136e+01,8.017788418689377750e+00,2.211090528401125077e+00,2.178022157254450253e+00
2.484435878359816829e+00,4.695013237292506858e+00,2.369687186303578219e+00,2.403017705347958888e+00
1.799458866228572873e+01,1.478735020667354760e+01,1.272966602845467143e+00,1.234397315763783309e+00
1.241208696200133232e+01,9.608002051272649169e+00,2.475475765450691146e+00,2.493847649036420311e+00
2.152671196323872849e+01,1.722967423404174170e+01,8.368466170344043276e-01,8.684073327920611707e-01
2.372364630176586076e+01,5.333653268479960019e+00,1.193094000673253330e+00,1.180587088120293338e+00
6.064822427240532221e+00,7.133913913846620325e+00,3.529917203478006638e+00,3.544136696010096621e+00
4.597658199623074537e+00,1.412287236211246011e+01,3.525006125596283013e+00,3.484792056101084334e+00
2.967554816622471847e+01,5.205894652285330437e+00,7.671342633986372173e-01,7.589566976327507541e-01
2.132916022145678880e+01,1.661140422583890341e+01,8.725380375833949875e-01,7.887886751413983877e-01
1.963813006521390125e+00,1.330783638054147922e+01,2.765708304106005766e+00,2.720928027522786952e+00
2.189651330491055958e+01,9.393177694377532916e+00,1.139603495789170307e+00,1.151524904261259641e+00
2.040404072331042684e+01,1.419228479940209020e+01,1.045601988276810168e+00,1.115140521561154952e+00
1.806308511241293857e+01,1.254657961692289092e+01,1.381542178331002235e+00,1.406965086342404136e+00
1.644928954384068120e+01,7.921830038406557861e+00,1.901558661622069213e+00,1.923457906222444169e+00
2.684226616784968655e+01,2.200498743340350671e+00,9.312520480586528038e-01,9.686431406609967709e-01
1.318010796144999119e+01,1.276363883318632375e+01,2.108632067225664208e+00,2.067312292364658077e+00
2.231157828099898666e+01,1.289473486027286953e+01,9.311809829848973763e-01,9.163317459320911018e-01
2.878356596850820903e+00,6.473220335791094016e+00,2.919956639840155077e+00,2.898357794411381860e+00
2.556686194102321963e+01,1.175544260195150414e+01,7.381492880784480404e-01,6.499830432985091999e-01
2.571861330697425174e+01,1.099968061164351596e+01,7.571570170751629192e-01,6.875241235153023434e-01
2.736159749176927036e+01,1.936501901473711484e+01,4.522821001662838958e-01,4.704605052739584403e-01
1.324467592927063508e+00,1.176329353270132216e+00,5.636108713275762572e-01,6.218478874445646509e-01
1.667057390738037270e+01,1.754377917593415503e+01,1.305232867806170205e+00,1.321884575995021960e+00
6.421943742113203513e+00,1.975404363819794540e+01,3.027543798903763239e+00,2.971103697567592850e+00
2.059994592721810136e+01,1.863802465116560469e+01,8.669674580481896431e-01,9.156777010094629965e-01
6.261328393083127608e+00,1.749131166179147812e+01,3.186179545404780544e+00,3.159905001852120865e+00
2.590982984746576179e+01,1.473009096955056130e+01,6.223782796456602817e-01,5.543557134057326419e-01
1.364057521614132362e+01,7.557828038953193328e+00,2.379824026938260673e+00,2.411116251187345405e+00
1.004445811692478152e+01,1.883987486523240307e+01,2.328897926905058924e+00,2.363363830035162483e+00
1.909955490543694623e+01,1.067730689403277289e+01,1.364590042596414587e+00,1.455241789099295247e+00
2.692658777493990740e+01,3.643849232916089420e+00,9.899965545198556871e-01,9.696866638331683719e-01
1.965363541030692929e+01,5.184805991780221390e+00,1.616402462773400606e+00,1.681355756941809387e+00
9.255041465317885852e+00,1.442450068584321876e+01,2.779181582790265725e+00,2.770095082578285961e+00
1.645087142912784373e+01,1.002216342678321226e+01,1.758998845311090964e+00,1.786501364995661145e+00
2.357666586340206649e+01,5.995213426821683456e+00,1.173999491485545388e+00,1.256047133725973985e+00
1.154682654433472244e+01,1.032445788703391543e+01,2.593719118819793668e+00,2.614823780495736383e+00
2.844630881409046097e+01,7.536954932777544691e+00,7.338480956515051057e-01,7.785217816617514552e-01
5.048294049563296859e+00,1.929279899551671917e+01,3.259690003329058339e+00,3.323958085529199913e+00
6.836122972694290034e+00,7.720030665654737945e+00,3.505781322909613973e+00,3.566961389760030965e+00
1.119532986801395857e+01,1.981317324258614931e+01,2.046347701724357204e+00,2.017873933645172979e+00
2.113749535540899505e+00,1.448323466559254591e+00,9.535088212413332931e-01,1.033839397232686697e+00
2.228969047539283821e+01,1.306232040856113663e+01,9.260245710333537827e-01,9.196796093655165150e-01
2.477644034259559902e+01,8.070871370819027391e+00,9.596206739282594489e-01,9.275374045838185033e-01
4.350398948509568875e+00,1.888644836641823588e+01,3.324542007655933329e+00,3.327482517262604134e+00
2.747067181258807977e+01,4.166767289321142265e+00,9.439889406559927032e-01,1.037789507710543013e+00
1.206071175006119311e+01,4.947932846322522948e+00,2.657060331286735799e+00,2.626808520160434313e+00
2.891392433598047518e+01,1.824510307878043847e+01,4.109015437602162590e-01,4.549427569576237618e-01
8.283428957276587568e+00,1.057915285914499570e+01,3.227547788053733768e+00,3.213862890661145499e+00
5.998755954273248925e+00,4.230892543030568831e+00,3.055650428356404547e+00,3.170246754863218719e+00
2.149568613072655765e+01,1.334820619692925625e+01,9.818046829633640948e-01,9.111659500816957635e-01
2.431347460608566546e+00,1.662264248334085437e+01,3.034485202160088324e+00,2.967114911982358105e+00
1.115653521713656637e+01,1.995977829242139734e+01,2.045874957187924448e+00,1.971942437489638600e+00
5.712258139715912009e+00,1.416831936790550905e+01,3.451379583601548173e+00,3.440742551022769824e+00
2.784578608344577688e+01,1.660860244899609039e+00,7.964838812370047538e-01,8.154694037704329768e-01
1.002995609427203938e+01,1.488864495426028256e+01,2.583176596908956846e+00,2.514382202146213885e+00
2.010626543190898374e+01,1.488492040228168989e+01,1.044709379703422591e+00,9.409951399512799242e-01
6.184040829665484296e+00,1.193542068997836658e+01,3.502077356606568603e+00,3.475694107440909786e+00
1.588445152355552992e+01,1.821319512805399654e+01,1.375646362450564597e+00,1.433716372371372394e+00
4.520999898614546098e+00,7.703623264284116701e+00,3.516156616797676993e+00,3.418891369713806139e+00
5.878707197219656955e+00,8.586582308721741441e+00,3.594833665883429230e+00,3.548569624409351420e+00
1.989729473252767722e+00,1.137993643505192232e+01,2.752625255740705157e+00,2.801494694767502125e+00
1.521753021779253245e+01,2.669680364489106061e+00,1.916392839691172245e+00,1.904877976155618269e+00
1.984245246991532596e+01,4.959973515524229271e+00,1.600799705350729463e+00,1.603929009955760154e+00
2.785391502078681114e+01,3.844074165317226566e+00,9.259136746767626658e-01,8.560562939614719813e-01
2.979188925659818565e+01,8.420932929227390673e+00,6.227800232423886806e-01,6.372074523992170558e-01
2.119400002092939062e+01,1.486708644425774750e+01,9.465124251430392377e-01,9.617929202019143142e-01
1.977363722787424649e+01,1.227207214618812259e+01,1.199893471726550143e+00,1.242547361321467259e+00
2.973755185101871312e+00,1.007945771434801330e+01,3.264191227504471549e+00,3.306123251558070741e+00
2.948683879291532861e+01,3.254591139845727454e+00,8.325100787223042031e-01,8.270049650098191263e-01
7.913116200901030517e+00,4.336292996442514536e+00,3.050014100464650380e+00,3.082364058811946528e+00
1.109261597065630589e+01,6.348332497187477941e+00,2.857568727369186767e+00,2.793952848316703097e+00
1.888916844451249588e+01,8.062570457625870546e+00,1.555539868393730929e+00,1.532233774762184364e+00
1.623991559564337450e+01,6.973763972057379412e+00,1.990553679181074065e+00,2.025880927460811165e+00
7.804912646617333749e+00,1.558811591567020827e+01,3.007216291151848075e+00,2.914422397424869970e+00
1.366646393848556507e+01,2.772149874728308649e+00,2.095339325616649262e+00,2.032047920040640054e+00
2.396909554390266095e+01,9.620334273107649992e+00,9.449773336277605962e-01,9.105044574901042242e-01
1.514466176032274269e+01,1.919117490159320383e+01,1.431667102584730733e+00,1.458545020729566932e+00
1.444539329173129438e+01,1.409416321291418939e+01,1.803981431605785835e+00,1.824593280817758068e+00
2.825750499450420961e+01,2.833125883680837731e+00,8.959595400152218225e-01,8.411572492281833568e-01
1.106106178247636151e+01,9.502039550209945062e+00,2.744481618624777131e+00,2.751322215199587973e+00
1.968421078093855314e+01,1.688722474129791351e+01,1.006145700573857438e+00,1.068246114548223602e+00
1.367862896156825414e+01,1.395276626847427082e+01,1.941101127261411152e+00,2.004478029009577167e+00
1.645783951572763115e+01,1.466553325015359022e+01,1.472485729904693397e+00,1.382111982785053428e+00
2.345984001415180042e+00,1.900109723755187829e+01,2.950601560767803111e+00,2.927722154967387969e+00
2.254531422677413133e+01,1.987576940892628485e+01,6.915787657832410673e-01,7.395515436156736566e-01
1.879788530302366922e+00,8.409629631993306376e+00,2.518760275680975269e+00,2.576481442759417817e+00
2.351915490855162716e+00,1.666918033631775842e+01,2.994201580690469822e+00,2.974729071918672751e+00
1.018255925904402837e+01,2.716438689830112718e+00,2.373419930848243542e+00,2.357031012511602519e+00
2.469133109607020060e+01,8.346866938958939386e+00,9.519703656030285011e-01,9.924176894502428903e-01
2.172700238809104434e+01,1.322670542137783478e+01,9.667570319650304889e-01,1.047249452184435770e+00
3.534668397809504370e+00,7.342269003374974012e+00,3.280743126623574479e+00,3.256856028126726255e+00
4.975114230205047505e+00,1.990322811985464924e+01,3.236674191604678619e+00,3.161782651605135275e+00
2.692471166710262320e+00,1.312030767296122491e+01,3.188755448058298470e+00,3.169578145908708233e+00
1.134664085909969478e+00,1.686258298454131221e+01,1.988129815764738018e+00,2.026320733852241762e+00
4.042321115823360955e+00,3.486665667279447156e+00,2.541429797781646460e+00,2.421259139984034636e+00
5.818186413923894129e+00,1.268962553846466079e+01,3.510822900979311711e+00,3.460723543139630820e+00
1.678048190253350924e+01,1.298210863114668534e+01,1.523036626670754234e+00,1.542358697993567063e+00
8.771409642166224430e+00,6.558058574340095426e+00,3.230342713893550322e+00,3.188777898018100299e+00
2.254871657439964849e+01,1.924950549022567614e+01,7.067437786022487956e-01,6.921105869450978609e-01
1.536368071180147687e+01,1.454501883022696695e+01,1.634365161839540281e+00,1.645513711348060015e+00
8.078149317830224163e+00,3.571796935275616924e+00,2.825234794492476720e+00,2.823805908519323005e+00
2.168550436260805370e+01,1.237781863273771155e+00,9.472760647125147981e-01,9.318905140879536475e-01
5.180719259212693828e+00,1.617655958875501909e+01,3.404678971033955559e+00,3.371232448351778377e+00
2.348286374430940171e+01,4.714566115871454244e+00,1.238674658035088916e+00,1.291552483525358452e+00
3.783813084058196274e+00,1.113249742349650262e+01,3.516047202940219663e+00,3.578399070111849323e+00
1.886386049165364653e+01,1.471109904760366049e+01,1.178772470773353787e+00,1.239204538745757533e+00
1.270272741780676462e+01,8.917149759119215702e+00,2.467027414909068739e+00,2.523083530265240793e+00
3.613798560082596367e+00,1.055608241129455926e+01,3.475834527715080391e+00,3.530186852738177006e+00
7.432726710586621266e+00,3.764607903398649036e+00,2.913401280727270226e+00,2.875331727318894082e+00
2.542761596340693586e+01,1.604608653289832887e+01,6.140499347390133700e-01,6.123610304838651430e-01
1.906027675104728658e+01,1.688150926221622683e+01,1.066779148606503469e+00,1.165829230687139173e+00
1.438728965473852206e+00,9.256710478305160805e+00,2.174232894897329071e+00,2.107432100391566365e+00
1.100950922982881330e+00,8.574282097481590981e+00,1.756308103364067508e+00,1.709920067611072847e+00
2.550530206220697593e+01,1.166531591436712390e+01,7.454712307202523425e-01,7.384359721415818534e-01
1.863629934999342597e+00,1.682643514950139974e+01,2.688480309297712090e+00,2.659539819853709464e+00
1.959883991301212802e+01,1.166053905996675688e+01,1.251354429662414613e+00,1.311975638716773140e+00
9.648167834413708732e+00,1.269742812809655597e+01,2.815850981260351382e+00,2.794596469475399747e+00
1.666437224575796705e+01,9.800003500901496523e+00,1.742684253193267141e+00,1.711254795307762588e+00
8.422713130568432405e+00,2.167465463980490004e+00,2.165007724506539777e+00,2.116367348414928795e+00
6.081109180318852836e+00,1.466919431756504011e+01,3.376677594458215470e+00,3.364730464703760138e+00
6.525608388996133158e+00,3.401643625571148633e+00,2.784987043024146125e+00,2.763581516248403869e+00
6.198923328248866049e+00,1.728617307742057108e+01,3.208625367370092629e+00,3.196571587196995079e+00
2.578302836424250799e+01,1.960557507741023553e+00,9.553162154376906301e-01,9.473011408550024992e-01
7.618517858202269011e+00,3.367866350706917089e+00,2.769032800141573158e+00,2.764925200523555393e+00
1.107442987165590509e+01,1.923722736546150358e+01,2.100868741374215087e+00,2.123218965811205283e+00
2.625426313718202564e+01,1.561399966679436524e+01,5.807180637916703470e-01,5.598693647451720157e-01
2.719347715397053378e+01,3.842954697966631805e+00,9.696568138820144123e-01,1.042666245123323288e+00
8.994484191989398525e+00,7.368618779595244028e+00,3.209681004923758962e+00,3.170297994741696712e+00
4.462790557242841238e+00,1.373892107570288701e+01,3.537342603761346460e+00,3.586619850541838517e+00
2.697649897892268456e+01,1.529103174683676336e+01,5.522544260892749968e-01,5.760757590824494567e-01
1.006825823267415565e+01,1.480784003441610253e+01,2.580637120092898140e+00,2.581847625545995673e+00
2.151869009153793044e+01,8.544074844240030941e+00,1.226087553796889162e+00,1.204829936525977585e+00
2.255332678586547956e+01,1.743358887972256355e+01,7.551410307328788596e-01,7.388556642637987837e-01
2.483288126732836609e+00,1.132263302824187612e+01,3.068185412305712845e+00,3.072982957105006463e+00
3.581026944985317595e+00,1.303715769710116135e+01,3.464417089763825341e+00,3.551224988640547142e+00
2.993352780286949866e+01,1.427228927609553821e+01,4.464869762557355237e-01,5.109697957002687918e-01
2.774939804497725504e+01,7.545169837177565064e+00,7.759881775934270864e-01,7.210880405814763527e-01
2.810261274821428046e+01,1.182466964173560342e+01,5.908309283754430430e-01,6.331885610470102677e-01
1.711592871923068060e+01,7.796746818274938207e+00,1.811880382796153377e+00,1.790185417898247699e+00
1.527345870871473643e+01,2.587244406468574898e+00,1.887565367382772807e+00,1.889264741416722515e+00
2.185136879104853769e+00,1.690336380885788259e+01,2.899680601708708672e+00,2.958184116451008983e+00
3.717355694778117225e+00,1.331102364350633493e+01,3.483857290214727787e+00,3.468050622720317389e+00
2.752468652958374840e+00,8.311772671037015670e+00,3.066785709366023127e+00,3.088838705333968093e+00
2.398292614637173248e+00,8.170853859423775845e+00,2.862088182310890350e+00,2.902210849984849794e+00
4.121683540002702983e+00,1.602727597433927187e+01,3.442583245107244228e+00,3.424105223525321318e+00
6.492344876936665621e+00,1.433092093901078101e+01,3.332573568954207310e+00,3.282842778363502578e+00
2.399451377854326140e+01,1.862908074195004460e+01,6.321180799088568225e-01,6.443309586009158263e-01
1.315624623331937038e+01,1.878268055801904168e+01,1.751764603978457346e+00,1.746608976204262254e+00
1.970712412398847135e+01,5.792641650926730890e+00,1.586710567251504500e+00,1.534981497474650514e+00
2.341735528434897873e+01,6.898163206923132229e+00,1.139131294423002094e+00,1.214848226912942586e+00
1.564048824206232169e+01,1.270249659381997098e+01,1.703788494795451802e+00,1.805931585719562360e+00
9.739142913802899315e+00,1.877422362643794784e+01,2.395933638005432353e+00,2.442711044166812506e+00
2.730698705981996266e+00,5.406832261309712173e+00,2.658984734175141362e+00,2.597912811611985173e+00
2.067322706275801991e+01,1.837638136916638842e+01,8.690251309785484990e-01,9.365309073736944878e-01
2.507403058144905117e+01,1.907713609259187137e+01,5.629851429902993365e-01,5.572643017739599136e-01
3.606254961873195164e+00,3.865773867237367600e+00,2.571683203382541638e+00,2.537108189513869849e+00
1.757087017830439635e+01,1.077515500534895487e+01,1.551173936465430669e+00,1.499762719932505872e+00
1.156103191478228531e+01,9.042267397448464195e+00,2.675629001482401570e+00,2.703518742991977142e+00
2.864082277373863406e+01,4.429873928133517325e+00,8.599873867624249213e-01,9.180242310244776105e-01
1.555961008991374861e+01,8.222135798188240585e+00,2.019260913976160587e+00,2.008023383047337074e+00
2.574745448147201543e+01,2.939836511263342445e+00,1.058466622604292029e+00,1.144242744745625595e+00
1.060774251539741897e+01,8.088433794642771346e+00,2.907567836119213656e+00,2.835831565916563601e+00
2.782193928893534718e+01,1.056961020470928148e+01,6.472409516912105421e-01,5.794687693028975906e-01
2.668895407170341372e+01,4.505287272672578780e+00,9.880612931561749690e-01,9.853381600396845519e-01
2.810738577335475341e+01,1.864151572591163841e+01,4.347603828419704386e-01,5.036448939604993846e-01
1.051954109407579985e+01,1.837407770528344741e+01,2.259652409514792737e+00,2.251248077062591335e+00
9.824399987651405652e+00,5.249379141561104412e+00,3.000825252695892953e+00,2.976336413974019379e+00
1.352494757441700024e+01,1.669898851100715120e+01,1.801917065303196619e+00,1.823936915781907198e+00
1.910648784065671180e+01,8.971654656954852314e+00,1.469789762828946911e+00,1.498215695713780660e+00
2.186479348792656197e+01,1.439878770160807875e+01,9.079630895261802115e-01,8.660172367060492427e-01
2.797774259937625629e+01,1.297124598882014546e+01,5.634810102129234055e-01,5.171276921291071416e-01
1.968175772105107413e+01,1.946001121631721986e+01,9.192272430584692566e-01,9.026174702880711553e-01
1.606209060679010037e+01,5.351136081442970927e+00,2.076907789981355723e+00,2.115324468687342918e+00
1.943086511362102442e+01,1.308103750285038913e+01,1.195556963576557274e+00,1.155104736845326219e+00
9.346588502885790462e+00,1.240470398334477409e+01,2.899297018401120418e+00,2.931188312522166495e+00
2.662375666789425921e+01,2.532902621032409485e+00,9.766012488832346294e-01,9.990613482239257825e-01
2.335450752460561574e+01,1.273282998106583719e+01,8.550661170489273211e-01,9.130823441208728575e-01
2.709705282710659446e+01,1.563977951352615570e+01,5.381217576861065943e-01,5.288589644262186029e-01
2.228710451525045855e+01,1.192804152690410291e+01,9.753819863981568750e-01,1.007217998158153049e+00
2.046927349130703533e+01,5.492645213737968213e+00,1.512203699925740885e+00,1.493394000530916088e+00
1.746869683092020864e+01,1.803139795324515626e+00,1.435621451558226402e+00,1.390884238109749260e+00
2.035178881355802361e+01,1.357098073803339666e+01,1.078019141952554438e+00,1.069948251213711066e+00
2.640398492303258138e+01,1.896146570719774260e+01,5.008017411412061248e-01,6.014122453218758713e-01
1.372170464888248986e+01,9.247295892366439674e+00,2.259334668600176954e+00,2.190556292359530310e+00
1.633472702826368916e+01,1.102703756113759503e+01,1.708570440375034361e+00,1.698544142708684479e+00
8.509409841016431386e+00,1.813288324853336775e+01,2.695854089466020120e+00,2.698867185255835910e+00
2.579955501177231270e+01,7.098923737270379064e+00,9.317759608757876233e-01,9.452776675675568230e-01
1.037476485496307532e+01,1.989009354944440844e+01,2.202088111394065351e+00,2.263281004278796971e+00
2.811705993302356887e+01,7.064365825548636124e+00,7.755189862008528001e-01,7.854230503739727531e-01
2.788375417720675653e+00,1.331656587930983626e+01,3.228972213919778067e+00,3.233241230858032278e+00
1.305398743154884755e+01,9.918739083278005353e+00,2.333516965673468224e+00,2.357102630592877279e+00
4.784662944439364907e+00,1.741194394914711197e+01,3.374386981702230948e+00,3.381136298462863454e+00
2.494025870527359956e+01,3.531297416158962310e+00,1.133157655153000709e+00,1.174795878157599560e+00
5.275595965831151091e+00,1.301836938673290334e+01,3.544142933607505430e+00,3.574084249417459613e+00
9.234132679697999890e+00,9.408323911193946287e+00,3.107827073037501719e+00,3.107705783573038172e+00
2.064705281612275911e+01,1.387467299723338243e+01,1.036359526427959254e+00,1.094026382874610182e+00
6.916512393001816861e+00,9.053358750890293294e+00,3.502549694280570503e+00,3.609970762936427935e+00
1.839413911337927132e+01,1.561251285891919771e+01,1.189361596127160636e+00,1.169068330265936595e+00
2.331173833546747076e+01,1.232423222777118355e+01,8.747847529102836805e-01,8.607170708470565090e-01
5.027909097365158786e+00,1.468612850611078358e+01,3.487780478535797091e+00,3.469772768406726104e+00
2.834593445337406337e+01,1.295226097978300572e+01,5.462899057225969468e-01,4.690027693664677866e-01
2.621754572014791052e+01,6.695959130906726564e+00,9.216789799906082159e-01,9.479214055123250660e-01
2.946605514312072671e+01,1.529398387168699003e+01,4.434900669735825640e-01,4.037566925412803820e-01
7.000189083500215403e+00,1.549085176004785502e+01,3.173021770640065853e+00,3.156416469058828778e+00
1.787791220286470661e+01,1.613812464782295208e+01,1.223920296861530366e+00,1.148873112810115060e+00
6.849373909623801993e+00,6.110304746149134658e+00,3.405692122592573146e+00,3.324054075319666346e+00
4.888133361377754227e+00,1.042770301873007277e+01,3.620394056223150692e+00,3.538296439039508190e+00
1.345155361098411895e+01,3.961459205475991396e+00,2.368871144033857234e+00,2.365790456763814831e+00
2.864968515984600828e+01,9.965585389368747826e+00,6.243356351172830720e-01,7.385859978722968400e-01
2.012776355450792209e+01,1.256700477747558686e+01,1.147932232874585123e+00,1.160668019605390233e+00
9.847981471375680584e+00,1.482996011730795516e+01,2.625541212546088410e+00,2.618425907735910219e+00
4.977557503430845465e+00,5.823736238213980343e+00,3.347582558466041913e+00,3.322592865977563648e+00
2.604673485535255040e+01,8.536148291874098959e+00,8.420328272514158163e-01,8.400700630475244068e-01
2.188212466903540943e+01,8.140055281426199940e+00,1.213354026174553679e+00,1.195957176926451648e+00
2.611245579329810695e+01,7.986754502133020850e+00,8.640121241845216682e-01,9.216248075083366409e-01
1.932843933018789784e+01,1.110203885166573023e+01,1.313058632447224650e+00,1.350294200783129561e+00
1.150277703425133780e+01,8.537979193072267492e+00,2.716322837946955282e+00,2.752756393206825525e+00
5.315345294238720264e+00,1.842969356084927313e+01,3.274180774784984926e+00,3.320026204807166703e+00
7.858060736790912770e+00,8.645821270815000403e+00,3.376844197118431534e+00,3.289989269384991033e+00
3.813910643003005863e+00,1.411609767719768982e+01,3.479277984237479249e+00,3.457096055080765229e+00
9.826646338230657918e+00,1.729719186122530061e+01,2.467898902535968109e+00,2.517377988115683252e+00
6.764877082366980154e+00,1.705677769909019403e+01,3.121300964938615419e+00,3.103553171542005273e+00
3.823748854650683260e+00,2.381604380437730484e+00,1.958762380098921785e+00,1.905909506862756508e+00
2.699683784278992604e+01,1.986430475671847162e+01,4.589005167069719615e-01,4.446760387395337077e-01
2.866148296894056458e+01,6.388695618323636971e+00,7.737860154920472855e-01,7.518904913292150383e-01
1.051717424677733703e+01,1.396566039726786634e+01,2.544991523435936376e+00,2.590031168077823853e+00
2.436177931389624973e+01,1.391522837603211471e+01,7.408485811178703306e-01,7.666339150941271496e-01
1.613383991081175850e+01,2.499198607994445709e+00,1.783296208725360765e+00,1.786976235621150932e+00
2.451669026827426023e+01,6.778254390367138171e+00,1.050169176376440250e+00,1.028333769639268480e+00
2.301738627444191820e+01,4.835767283224844171e+00,1.277159848258408115e+00,1.324108624173752524e+00
9.304460199200526915e+00,2.605223634924087150e+00,2.374746392279052820e+00,2.373909259438412800e+00
1.635030345324262413e+01,6.807509288001390324e+00,1.983059210424814589e+00,1.973194471626266155e+00
2.945877743213284994e+00,5.226853846702477213e+00,2.719432150783630320e+00,2.719751582720306704e+00
1.242004900797355305e+01,1.851491489003879565e+01,1.891727141842552751e+00,1.858893044239411596e+00
1.878061499097839260e+01,1.565533335402767712e+01,1.145696225853197969e+00,1.186072096624224637e+00
1.046878066826579179e+01,9.719076004163653693e+00,2.848223507270418509e+00,2.891015352278103467e+00
1.617236785883723726e+01,1.876335190576078915e+01,1.314954917380753319e+00,1.264421233981660952e+00
8.415412934317298976e+00,1.914560857941664196e+01,2.654380085316696558e+00,2.704516422793096009e+00
2.706704703036351489e+01,1.523885675302530451e+01,5.490968560555287148e-01,5.731944895393987771e-01
1.150984560472692486e+01,1.811692688447721622e+01,2.080736382988450650e+00,2.092832073206069676e+00
2.301535929693855564e+01,1.666074364564235566e+01,7.456455922164986205e-01,7.576440242690736238e-01
1.347033658472192919e+00,9.324625285330998992e+00,2.081587227090802017e+00,2.056353639775307496e+00
1.771596695745702021e+01,7.491341076176504465e+00,1.747026795902716811e+00,1.750091310827100788e+00
1.239277257136283872e+01,1.084537121472303944e+01,2.391988559242129941e+00,2.331064055347026542e+00
1.687912528914679200e+01,4.979677099553496689e+00,1.967128827604576191e+00,1.975575483990809511e+00
1.944737492987650640e+00,1.676052870397658268e+01,2.747403446140067373e+00,2.752217803456656231e+00
1.913050668825821532e+01,1.914750193455924077e+01,9.789584508182511691e-01,9.370459799267122358e-01
2.917186469981191266e+01,1.612488420901067698e+01,4.386159686308176986e-01,4.355556241945486851e-01
1.857818019739327298e+01,1.764115339904277491e+01,1.086352724536425285e+00,1.032064394626263981e+00
1.415004487976643865e+01,1.055576127607205761e+00,1.163343829092163384e+00,1.173624506246513599e+00
5.877485073485411604e+00,1.287632185128734452e+00,1.438476153222318477e+00,1.450245792566480674e+00
2.481552180146737641e+01,2.845410889554011113e+00,1.117914327433782828e+00,1.187092365548430672e+00
2.560520366207164855e+01,1.555545576230673177e+01,6.169775809905578834e-01,6.600850629708476802e-01
