t,M,P,E,dP_dt,dP_dt_noisy
6.673334666933385506e+01,4.461637092411590011e-01,6.171510383471802141e-01,4.907800841097766931e-01,-5.644585632236243100e-09,-7.593462201394516123e-03
6.675735147029405425e+01,4.461637092188965314e-01,6.171510383790378418e-01,4.907800841321772745e-01,-5.711684319953391764e-09,-1.315724456209823451e-02
6.678135627125423923e+01,4.461637092182807462e-01,6.171510383799190258e-01,4.907800841327968899e-01,-5.713540252028082023e-09,4.084534263043366337e-02
6.680536107221443842e+01,4.461637092414157957e-01,6.171510383468127303e-01,4.907800841095183997e-01,-5.643811668010201288e-09,6.798695193637340969e-03
6.682936587317462340e+01,4.461637092904700008e-01,6.171510382766161040e-01,4.907800840601598269e-01,-5.495963378843171654e-09,1.296237962294628787e-02
6.685337067413482259e+01,4.461637093676155130e-01,6.171510381662208555e-01,4.907800839825358086e-01,-5.263448454861929804e-09,2.300537158838422691e-02
6.687737547509500757e+01,4.461637094679584137e-01,6.171510380226300496e-01,4.907800838815703504e-01,-4.961016958349162564e-09,-3.847965411957894946e-03
6.690138027605520676e+01,4.461637095857181046e-01,6.171510378541158470e-01,4.907800837630801327e-01,-4.606091785763766211e-09,-3.207965428099895499e-03
6.692538507701539174e+01,4.461637097187599044e-01,6.171510376637329154e-01,4.907800836292129931e-01,-4.205106596266716679e-09,-3.381505614420642764e-02
6.694938987797559093e+01,4.461637098650216848e-01,6.171510374544321165e-01,4.907800834820438829e-01,-3.764276557127743672e-09,9.863072991652920007e-03
6.697339467893577591e+01,4.461637100225140373e-01,6.171510372290605062e-01,4.907800833235744786e-01,-3.289597899636120815e-09,5.313174469697418481e-03
6.699739947989597511e+01,4.461637101893201618e-01,6.171510369903606685e-01,4.907800831557335153e-01,-2.786847502767031415e-09,-8.546716721089076679e-03
6.702140428085616009e+01,4.461637103635959778e-01,6.171510367409718256e-01,4.907800829803765086e-01,-2.261583920137866244e-09,2.483957584250415934e-02
6.704540908181635928e+01,4.461637105435699580e-01,6.171510364834289497e-01,4.907800827992860326e-01,-1.719146075496169601e-09,-3.697933452792191711e-02
6.706941388277654426e+01,4.461637107275432390e-01,6.171510362201629851e-01,4.907800826141714423e-01,-1.164654428453815171e-09,8.616845551110519780e-03
6.709341868373674345e+01,4.461637109138896773e-01,6.171510359535011814e-01,4.907800824266689843e-01,-6.030101973308887864e-10,-2.855346946628866886e-02
6.711742348469692843e+01,4.461637111010556267e-01,6.171510356856665380e-01,4.907800822383419082e-01,-3.889591426720073741e-11,-2.372056863283932351e-02
6.714142828565712762e+01,4.461637112875602162e-01,6.171510354187782488e-01,4.907800820506803552e-01,5.232251576448021524e-10,-4.433846896068351431e-03
6.716543308661731260e+01,4.461637114719951280e-01,6.171510351548517015e-01,4.907800818651011920e-01,1.079108136181616828e-09,2.748797863963156271e-02
6.718943788757751179e+01,4.461637116530248193e-01,6.171510348957981451e-01,4.907800816829485102e-01,1.624727741234011091e-09,-2.469436199563235582e-02
6.721344268853769677e+01,4.461637118293861892e-01,6.171510346434248007e-01,4.907800815054930155e-01,2.156277267850725821e-09,-2.076861433882975366e-02
6.723744748949789596e+01,4.461637119998889678e-01,6.171510343994351944e-01,4.907800813339324719e-01,2.670169169105562901e-09,-2.516251038695631673e-02
6.726145229045808094e+01,4.461637121634154379e-01,6.171510341654287135e-01,4.907800811693915355e-01,3.163034445474721679e-09,4.158333061828832500e-02
6.728545709141828013e+01,4.461637123189206022e-01,6.171510339429007175e-01,4.907800810129216984e-01,3.631723838326550435e-09,1.073374535555922035e-02
6.730946189237846511e+01,4.461637124654319608e-01,6.171510337332428708e-01,4.907800808655014557e-01,4.073306025809131370e-09,8.306513335893115149e-03
6.733346669333866430e+01,4.461637126020497335e-01,6.171510335377425882e-01,4.907800807280361388e-01,4.485069288184817538e-09,4.268271642690501383e-02
6.735747149429884928e+01,4.461637127279469150e-01,6.171510333575837004e-01,4.907800806013579709e-01,4.864520619651813149e-09,5.080113553965093232e-03
6.738147629525904847e+01,4.461637128423688869e-01,6.171510331938456773e-01,4.907800804862261224e-01,5.209386116922232191e-09,-4.366122664441681595e-02
6.740548109621923345e+01,4.461637129446339167e-01,6.171510330475044048e-01,4.907800803833267111e-01,5.517610784933069112e-09,-1.056094250590920020e-02
6.742948589717943264e+01,4.461637130341327695e-01,6.171510329194314082e-01,4.907800802932726358e-01,5.787358536846198831e-09,-2.489507501758283711e-02
6.745349069813961762e+01,4.461637131103289300e-01,6.171510328103947396e-01,4.907800802166037979e-01,6.017012110781649881e-09,4.190490100284292863e-02
6.747749549909981681e+01,4.461637131727584360e-01,6.171510327210579794e-01,4.907800801537869906e-01,6.205173458395663033e-09,-2.945960399231859969e-02
6.750150030006000179e+01,4.461637132210300449e-01,6.171510326519813461e-01,4.907800801052159545e-01,6.350662856702271597e-09,6.200368618713662273e-03
6.752550510102020098e+01,4.461637132548251783e-01,6.171510326036204752e-01,4.907800800712111555e-01,6.452520712185716434e-09,-1.079240496539739420e-02
6.754950990198038596e+01,4.461637132738978662e-01,6.171510325763274185e-01,4.907800800520202289e-01,6.510005451376699170e-09,-9.258853708739302538e-03
6.757351470294058515e+01,4.461637132780746917e-01,6.171510325703504218e-01,4.907800800478174796e-01,6.522594298008499436e-09,3.210098007847777646e-04
6.759751950390077013e+01,4.461637132672550687e-01,6.171510325858332591e-01,4.907800800587042711e-01,6.489984272217697026e-09,-2.908890940864766218e-03
6.762152430486096932e+01,4.461637132414109086e-01,6.171510326228163423e-01,4.907800800847088030e-01,6.412090358676181268e-09,-1.432903873007283606e-02
6.764552910582115430e+01,4.461637132005867867e-01,6.171510326812356118e-01,4.907800801257861667e-01,6.289047504992595350e-09,-2.578385825477089860e-02
6.766953390678135349e+01,4.461637131449000537e-01,6.171510327609234237e-01,4.907800801818184011e-01,6.121208678822043225e-09,-1.366040052679201068e-02
6.769353870774153847e+01,4.461637130745405022e-01,6.171510328616079955e-01,4.907800802526144923e-01,5.909146477689475319e-09,-2.182035733496323279e-02
6.771754350870173766e+01,4.461637129897706999e-01,6.171510329829137387e-01,4.907800803379102628e-01,5.653652018766663900e-09,-1.899179357339129265e-02
6.774154830966192264e+01,4.461637128909257677e-01,6.171510331243608150e-01,4.907800804373683712e-01,5.355735632761593479e-09,2.297725386450952863e-03
6.776555311062212184e+01,4.461637127784136569e-01,6.171510332853658021e-01,4.907800805505785346e-01,5.016626336562524102e-09,-3.341072695301029911e-03
6.778955791158230682e+01,4.461637126527147057e-01,6.171510334652411389e-01,4.907800806770573065e-01,4.637772249571625593e-09,9.757221468188657931e-03
6.781356271254250601e+01,4.461637125143820826e-01,6.171510336631952365e-01,4.907800808162481321e-01,4.220840649216128782e-09,-5.130677896187702328e-03
6.783756751350269099e+01,4.461637123640415648e-01,6.171510338783326999e-01,4.907800809675213483e-01,3.767717415836813188e-09,3.975809258272499508e-02
6.786157231446289018e+01,4.461637122023914825e-01,6.171510341096539953e-01,4.907800811301742949e-01,3.280507476777216880e-09,-1.539634550721190841e-02
6.788557711542307516e+01,4.461637120302029413e-01,6.171510343560560052e-01,4.907800813034310927e-01,2.761534778628060849e-09,-2.098914706205266476e-02
6.790958191638327435e+01,4.461637118483195441e-01,6.171510346163312510e-01,4.907800814864428651e-01,2.213342037427068476e-09,2.107820500423315466e-02
6.793358671734345933e+01,4.461637116576577244e-01,6.171510348891685593e-01,4.907800816782875164e-01,1.638691099481448532e-09,-1.489190727306548626e-02
6.795759151830365852e+01,4.461637114592064135e-01,6.171510351731525068e-01,4.907800818779700092e-01,1.040563080145773256e-09,2.355222892316423573e-03
6.798159631926384350e+01,4.461637112540272065e-01,6.171510354667641973e-01,4.907800820844221423e-01,4.221570315543488050e-10,2.010603175997730668e-02
6.800560112022404269e+01,4.461637110432543629e-01,6.171510357683802628e-01,4.907800822965026066e-01,-2.131078091771598793e-10,-2.285926752502063456e-03
6.802960592118422767e+01,4.461637108280948061e-01,6.171510360762738623e-01,4.907800825129969846e-01,-8.615944901979588622e-10,-7.629621541861057385e-03
6.805361072214442686e+01,4.461637106098280681e-01,6.171510363886136830e-01,4.907800827326178061e-01,-1.519445597120139269e-09,1.987201789828035511e-02
6.807761552310461184e+01,4.461637103898063450e-01,6.171510367034649391e-01,4.907800829540044929e-01,-2.182586639198902390e-09,6.644733808353390191e-03
6.810162032406481103e+01,4.461637101694544971e-01,6.171510370187887062e-01,4.907800831757233584e-01,-2.846722635396758960e-09,-1.132221822303057859e-02
6.812562512502499601e+01,4.461637099502699932e-01,6.171510373324419207e-01,4.907800833962676634e-01,-3.507340223807275947e-09,-2.518141017233831852e-02
6.814962992598519520e+01,4.461637097338229663e-01,6.171510376421778243e-01,4.907800836140575607e-01,-4.159706940010110543e-09,-8.159865710001842562e-03
6.817363472694538018e+01,4.461637095217561577e-01,6.171510379456456308e-01,4.907800838274399835e-01,-4.798872021982703018e-09,-3.476038338505713782e-02
6.819763952790557937e+01,4.461637093157849732e-01,6.171510382403905259e-01,4.907800840346889792e-01,-5.419664661499012936e-09,-1.844807540020903386e-02
6.822164432886576435e+01,4.461637091176974823e-01,6.171510385238538898e-01,4.907800842340053760e-01,-6.016696280086719639e-09,-2.309140031736719653e-02
6.824564912982596354e+01,4.461637089293544189e-01,6.171510387933730746e-01,4.907800844235169491e-01,-6.584358586136929148e-09,5.789349731212029351e-03
6.826965393078614852e+01,4.461637087526890699e-01,6.171510390461812934e-01,4.907800846012782547e-01,-7.116824213282413325e-09,1.551769406376797035e-02
6.829365873174634771e+01,4.461637085897074417e-01,6.171510392794081756e-01,4.907800847652710186e-01,-7.608047386531424650e-09,-1.388884244638983155e-02
6.831766353270653269e+01,4.461637084424881494e-01,6.171510394900791008e-01,4.907800849134036358e-01,-8.051763283889457057e-09,-9.520041869397402948e-03
6.834166833366673188e+01,4.461637083131825277e-01,6.171510396751156424e-01,4.907800850435114492e-01,-8.441487897581367861e-09,-2.327140977152934026e-02
6.836567313462691686e+01,4.461637082040144087e-01,6.171510398313352352e-01,4.907800851533568043e-01,-8.770518228340407063e-09,-2.911744091449120636e-02
6.838967793558711605e+01,4.461637081172804553e-01,6.171510399554517301e-01,4.907800852406288827e-01,-9.031932701741851588e-09,-9.399872783779107677e-03
6.841368273654730103e+01,4.461637080553497725e-01,6.171510400440745059e-01,4.907800853029437582e-01,-9.218590446558039275e-09,1.129301640851917456e-02
6.843768753750750022e+01,4.461637080206642958e-01,6.171510400937095797e-01,4.907800853378443962e-01,-9.323131877625456809e-09,9.317336885322645770e-03
6.846169233846768520e+01,4.461637080157384583e-01,6.171510401007583857e-01,4.907800853428008203e-01,-9.337978001955349328e-09,1.180321933747896165e-02
6.848569713942788439e+01,4.461637080431594127e-01,6.171510400615189962e-01,4.907800853152097242e-01,-9.255331917534803665e-09,-6.119993038418185954e-03
6.850970194038806937e+01,4.461637081055869758e-01,6.171510399721852336e-01,4.907800852523949153e-01,-9.067176620636274720e-09,-5.721246104682855410e-02
6.853370674134826857e+01,4.461637082057535175e-01,6.171510398288467814e-01,4.907800851516069263e-01,-8.765276782174424852e-09,1.883746217814611865e-02
6.855771154230845355e+01,4.461637083456274078e-01,6.171510396286871147e-01,4.907800850108652857e-01,-8.343699842150442691e-09,2.703415250322331598e-02
6.858171634326865274e+01,4.461637085192259877e-01,6.171510393802674965e-01,4.907800848361897894e-01,-7.820477432307626486e-09,1.853536596490023072e-02
6.860572114422883772e+01,4.461637087218049968e-01,6.171510390903767185e-01,4.907800846323539523e-01,-7.209908392535879784e-09,1.837536477421290379e-02
6.862972594518903691e+01,4.461637089497873521e-01,6.171510387641339079e-01,4.907800844029572840e-01,-6.522774431694244868e-09,2.242899518808461404e-02
6.865373074614922189e+01,4.461637091997170401e-01,6.171510384064843313e-01,4.907800841514771140e-01,-5.769491606688603724e-09,5.539365998973531241e-02
6.867773554710942108e+01,4.461637094682595617e-01,6.171510380221997272e-01,4.907800838812685917e-01,-4.960109989404770658e-09,6.418221226854237647e-03
6.870174034806960606e+01,4.461637097522016537e-01,6.171510376158784172e-01,4.907800835955649643e-01,-4.104314499375760761e-09,3.209784281001856754e-02
6.872574514902980525e+01,4.461637100484514007e-01,6.171510371919447513e-01,4.907800832974773542e-01,-3.211423793558765283e-09,1.663619532798323378e-02
6.874974994998999023e+01,4.461637103540382343e-01,6.171510367546496623e-01,4.907800829899947037e-01,-2.290391404313751877e-09,1.394196359011352047e-02
6.877375475095018942e+01,4.461637106661129892e-01,6.171510363080704442e-01,4.907800826759839419e-01,-1.349804545913713127e-09,-2.861845957890192093e-03
6.879775955191037440e+01,4.461637109819475699e-01,6.171510358561108633e-01,4.907800823581899285e-01,-3.978857243680522515e-10,-7.255684994580190866e-03
6.882176435287057359e+01,4.461637112989355614e-01,6.171510354025008249e-01,4.907800820392354546e-01,5.575093442455880677e-10,-2.347839207667080930e-02
6.884576915383075857e+01,4.461637116145915627e-01,6.171510349507968174e-01,4.907800817216211864e-01,1.508890012935637515e-09,1.209173040238933385e-02
6.886977395479095776e+01,4.461637119265516871e-01,6.171510345043815793e-01,4.907800814077257212e-01,2.449131369930412916e-09,-6.580834036409605181e-03
6.889377875575114274e+01,4.461637122325732840e-01,6.171510340664643213e-01,4.907800810998056429e-01,3.371474321944845087e-09,-2.502248377324502171e-02
6.891778355671134193e+01,4.461637125305351614e-01,6.171510336400806152e-01,4.907800807999952997e-01,4.269525316624722677e-09,-1.586403837190159677e-02
6.894178835767152691e+01,4.461637128184372525e-01,6.171510332280925049e-01,4.907800805103070818e-01,5.137256120502087242e-09,-2.474705854375882155e-02
6.896579315863172610e+01,4.461637130944010043e-01,6.171510328331881734e-01,4.907800802326313661e-01,5.969005179018438412e-09,3.315911742413627655e-02
6.898979795959191108e+01,4.461637133566690450e-01,6.171510324578822759e-01,4.907800799687362381e-01,6.759475618123289564e-09,-5.176850441127050020e-03
6.901380276055211027e+01,4.461637136036054607e-01,6.171510321045160508e-01,4.907800797202678811e-01,7.503736881853129148e-09,2.150212011013734499e-03
6.903780756151229525e+01,4.461637138336956299e-01,6.171510317752568753e-01,4.907800794887503537e-01,8.197223788641849751e-09,-2.526347634489406468e-02
6.906181236247249444e+01,4.461637140455461670e-01,6.171510314720985990e-01,4.907800792755855346e-01,8.835736919898806718e-09,-2.155413836426819940e-02
6.908581716343267942e+01,4.461637142378850895e-01,6.171510311968614326e-01,4.907800790820533998e-01,9.415442370208637612e-09,2.170677736644931535e-02
6.910982196439287861e+01,4.461637144095617069e-01,6.171510309511919479e-01,4.907800789093116900e-01,9.932872357953925757e-09,-4.964311295251788193e-03
6.913382676535306359e+01,4.461637145595467868e-01,6.171510307365631887e-01,4.907800787583961877e-01,1.038492425387005369e-08,4.535427957300846094e-03
6.915783156631326278e+01,4.461637146869322224e-01,6.171510305542744490e-01,4.907800786302204399e-01,1.076886133044574478e-08,3.807440156897367450e-02
6.918183636727344776e+01,4.461637147909314205e-01,6.171510304054516061e-01,4.907800785255761467e-01,1.108231273416748763e-08,4.336832532941366225e-02
6.920584116823364695e+01,4.461637148708789691e-01,6.171510302910465651e-01,4.907800784451326059e-01,1.132327295816359936e-08,1.426465698534778483e-02
6.922984596919383193e+01,4.461637149262308033e-01,6.171510302118380364e-01,4.907800783894373797e-01,1.149010225853785983e-08,1.008005524751321748e-02
6.925385077015403112e+01,4.461637149565643723e-01,6.171510301684307587e-01,4.907800783589156834e-01,1.158152687641411660e-08,4.872429194866667243e-03
6.927785557111421610e+01,4.461637149615781395e-01,6.171510301612559424e-01,4.907800783538708300e-01,1.159663839955804576e-08,-5.963542290136496921e-03
6.930186037207441530e+01,4.461637149410921377e-01,6.171510301905714924e-01,4.907800783744838968e-01,1.153489392891060561e-08,4.203862200214246447e-02
6.932586517303460028e+01,4.461637148950476917e-01,6.171510302564611194e-01,4.907800784208140588e-01,1.139611696676645636e-08,-2.527597146242480108e-02
6.934986997399479947e+01,4.461637148235073624e-01,6.171510303588354507e-01,4.907800784927981996e-01,1.118049583470615005e-08,-1.888878960406507879e-03
6.937387477495498445e+01,4.461637147266551140e-01,6.171510304974310301e-01,4.907800785902513563e-01,1.088858517239721380e-08,-3.999285282375641265e-02
6.939787957591518364e+01,4.461637146047962021e-01,6.171510306718113181e-01,4.907800787128662190e-01,1.052130499390457885e-08,-2.631921637467832253e-02
6.942188437687536862e+01,4.461637144583572856e-01,6.171510308813655810e-01,4.907800788602136866e-01,1.007994113177979045e-08,8.359532538675258292e-03
6.944588917783556781e+01,4.461637142878862039e-01,6.171510311253098902e-01,4.907800790317423667e-01,9.566144570927193058e-09,9.475922489805815169e-03
6.946989397879575279e+01,4.461637140940521995e-01,6.171510314026864563e-01,4.907800792267788537e-01,8.981932975160589194e-09,6.989796305991675084e-03
6.949389877975595198e+01,4.461637138776459732e-01,6.171510317123640732e-01,4.907800794445276726e-01,8.329689021868702525e-09,-6.747721758119294699e-03
6.951790358071613696e+01,4.461637136395792957e-01,6.171510320530376736e-01,4.907800796840712798e-01,7.612161040393417011e-09,-1.470969466812246593e-02
6.954190838167633615e+01,4.461637133808855071e-01,6.171510324232286626e-01,4.907800799443700068e-01,6.832463456118986755e-09,-1.121079109792959619e-02
6.956591318263652113e+01,4.461637131027191283e-01,6.171510328212850283e-01,4.907800802242620608e-01,5.994075596982284537e-09,-7.970736172532195962e-03
6.958991798359672032e+01,4.461637128063560276e-01,6.171510332453808978e-01,4.907800805224637464e-01,5.100843303296187514e-09,2.273107658512597481e-02
6.961392278455690530e+01,4.461637124931934761e-01,6.171510336935168706e-01,4.907800808375691326e-01,4.156977789770976983e-09,3.030062023046902961e-02
6.963792758551710449e+01,4.461637121647500370e-01,6.171510341635197960e-01,4.907800811680502195e-01,3.167056006336821383e-09,9.187445281847811396e-03
6.966193238647728947e+01,4.461637118226655097e-01,6.171510346530431068e-01,4.907800815122569937e-01,2.136020416099171371e-09,-1.120004088467860606e-02
6.968593718743748866e+01,4.461637114687010963e-01,6.171510351595664856e-01,4.907800818684173172e-01,1.069179106361062281e-09,-1.947771783057271333e-02
6.970994198839767364e+01,4.461637111047394022e-01,6.171510356803959763e-01,4.907800822346369829e-01,-2.779404484343217518e-11,6.320962518363157367e-03
6.973394678935787283e+01,4.461637107327842688e-01,6.171510362126642057e-01,4.907800826088996593e-01,-1.148859202215746222e-09,-4.755939090955889348e-03
6.975795159031805781e+01,4.461637103549608296e-01,6.171510367533298291e-01,4.907800829890670569e-01,-2.287611128304334329e-09,-3.792021448949278034e-02
6.978195639127825700e+01,4.461637099735156764e-01,6.171510372991783067e-01,4.907800833728786505e-01,-3.437279127993519978e-09,2.848682377542015309e-02
6.980596119223844198e+01,4.461637095908165818e-01,6.171510378468211266e-01,4.907800837579519571e-01,-4.590726326858529660e-09,-1.716652992340675821e-04
6.982996599319864117e+01,4.461637092093527213e-01,6.171510383926962495e-01,4.907800841417823134e-01,-5.740450448321610111e-09,-6.629227309111956207e-03
6.985397079415882615e+01,4.461637088317346733e-01,6.171510389330681079e-01,4.907800845217430985e-01,-6.878583397318394077e-09,-1.809260452023787880e-02
6.987797559511902534e+01,4.461637084606941417e-01,6.171510394640273844e-01,4.907800848950854555e-01,-7.996891981942866323e-09,-1.817203045635894937e-02
6.990198039607921032e+01,4.461637080990843440e-01,6.171510399814913450e-01,4.907800852589386253e-01,-9.086776442401856002e-09,1.868206699067589613e-02
6.992598519703940951e+01,4.461637077498797899e-01,6.171510404812035055e-01,4.907800856103095577e-01,-1.013927186654939305e-08,-1.961879891682586849e-02
6.994998999799959449e+01,4.461637074161762251e-01,6.171510409587336321e-01,4.907800859460833554e-01,-1.114504746824174219e-08,1.988963395547688629e-03
6.997399479895979368e+01,4.461637071011908540e-01,6.171510414094780739e-01,4.907800862630228855e-01,-1.209440694815988593e-08,1.318833805590431153e-02
6.999799959991997866e+01,4.461637068082620616e-01,6.171510418286594302e-01,4.907800865577689464e-01,-1.297728832727607085e-08,3.832860023962457452e-02
7.002200440088017785e+01,4.461637065408496916e-01,6.171510422113267724e-01,4.907800868268402672e-01,-1.378326358603132462e-08,1.256144452732177105e-02
7.004600920184036283e+01,4.461637063025348238e-01,6.171510425523556442e-01,4.907800870666335635e-01,-1.450153960802502695e-08,-7.108940853444727006e-04
7.007001400280056203e+01,4.461637060970199964e-01,6.171510428464476172e-01,4.907800872734233710e-01,-1.512095720856976300e-08,-9.145250492172006876e-03
7.009401880376074701e+01,4.461637059281288731e-01,6.171510430881309572e-01,4.907800874433622673e-01,-1.562999144000265517e-08,1.778742568487102008e-02
7.011802360472094620e+01,4.461637057998066314e-01,6.171510432717602912e-01,4.907800875724805945e-01,-1.601675223006360227e-08,2.087810298779625359e-02
7.014202840568113118e+01,4.461637057161196296e-01,6.171510433915163851e-01,4.907800876566866810e-01,-1.626898304962764996e-08,-8.853116759889973278e-03
7.016603320664133037e+01,4.461637056812557400e-01,6.171510434414068103e-01,4.907800876917668975e-01,-1.637406232823934715e-08,1.221092049647744433e-02
7.019003800760151535e+01,4.461637056995239048e-01,6.171510434152650548e-01,4.907800876733853235e-01,-1.631900248266759945e-08,-2.873968486734890422e-03
7.021404280856171454e+01,4.461637057753546909e-01,6.171510433067511903e-01,4.907800875970841359e-01,-1.609044988915009355e-08,-3.373044093487902878e-02
7.023804760952189952e+01,4.461637059132997352e-01,6.171510431093517601e-01,4.907800874582832762e-01,-1.567468660423898541e-08,-2.092828952522906433e-02
7.026205241048208450e+01,4.461637061180320774e-01,6.171510428163795581e-01,4.907800872522807278e-01,-1.505762750597661181e-08,1.682292622038447996e-02
7.028605721144228369e+01,4.461637063799515635e-01,6.171510424415724838e-01,4.907800869887363193e-01,-1.426820747663093414e-08,2.997216689169020232e-02
7.031006201240246867e+01,4.461637066733559753e-01,6.171510420217106718e-01,4.907800866935116413e-01,-1.338389296612341184e-08,1.410750173389597843e-02
7.033406681336266786e+01,4.461637069934167310e-01,6.171510415637033731e-01,4.907800863714653072e-01,-1.241923638928277285e-08,-4.202286104131519769e-03
7.035807161432285284e+01,4.461637073358992178e-01,6.171510410736106289e-01,4.907800860268580756e-01,-1.138700131408931782e-08,-1.488914434209793851e-02
7.038207641528305203e+01,4.461637076967324145e-01,6.171510405572580016e-01,4.907800856637862807e-01,-1.029945750907756974e-08,1.115512636652667491e-02
7.040608121624323701e+01,4.461637080720087800e-01,6.171510400202372404e-01,4.907800852861817775e-01,-9.168382386626205971e-09,6.879025395777848412e-03
7.043008601720343620e+01,4.461637084579841983e-01,6.171510394679059486e-01,4.907800848978117747e-01,-8.005060336824243450e-09,-3.362438744450187839e-02
7.045409081816362118e+01,4.461637088510783111e-01,6.171510389053880274e-01,4.907800845022790015e-01,-6.820282949515643622e-09,1.354011322190860553e-02
7.047809561912382037e+01,4.461637092478739630e-01,6.171510383375730102e-01,4.907800841030215966e-01,-5.624348903277009981e-09,-1.469837254982767072e-02
7.050210042008400535e+01,4.461637096451178675e-01,6.171510377691166171e-01,4.907800837033132746e-01,-4.427063993173163681e-09,1.396688116159436679e-02
7.052610522104420454e+01,4.461637100397199962e-01,6.171510372044405335e-01,4.907800833062630486e-01,-3.237741297290597231e-09,1.116606384535100138e-02
7.055011002200438952e+01,4.461637104287539679e-01,6.171510366477325205e-01,4.907800829148155630e-01,-2.065200815914991495e-09,1.509344979419784127e-02
7.057411482296458871e+01,4.461637108094569371e-01,6.171510361029463043e-01,4.907800825317508164e-01,-9.177701099094548454e-10,2.228080870033952166e-02
7.059811962392477369e+01,4.461637111792294830e-01,6.171510355738014653e-01,4.907800821596842167e-01,1.967166152194721462e-10,1.465657143813280279e-02
7.062212442488497288e+01,4.461637115356357763e-01,6.171510350637836595e-01,4.907800818010668586e-01,1.270917926454728786e-09,-2.180282717725768107e-02
7.064612922584515786e+01,4.461637118764035237e-01,6.171510345761446192e-01,4.907800814581850246e-01,2.297984885712978098e-09,-2.115750561058869078e-02
7.067013402680535705e+01,4.461637121994239674e-01,6.171510341139020417e-01,4.907800811331605728e-01,3.271561854756299681e-09,2.162094003029441103e-02
7.069413882776554203e+01,4.461637125027518302e-01,6.171510336798395890e-01,4.907800808279509375e-01,4.185785801302799314e-09,9.934021334473002590e-03
7.071814362872574122e+01,4.461637127846053152e-01,6.171510332765068885e-01,4.907800805443488512e-01,5.035286493315638268e-09,-3.264643361175275510e-02
7.074214842968592620e+01,4.461637130433663279e-01,6.171510329062197542e-01,4.907800802839825671e-01,5.815186721047638230e-09,-4.169926762235143941e-02
7.076615323064612539e+01,4.461637132775800318e-01,6.171510325710596323e-01,4.907800800483158588e-01,6.521102102752251994e-09,1.860074156423687647e-02
7.079015803160631037e+01,4.461637134859553488e-01,6.171510322728742670e-01,4.907800798386477981e-01,7.149141029172412232e-09,4.626744558146347885e-02
7.081416283256650956e+01,4.461637136673646253e-01,6.171510320132773675e-01,4.907800796561130885e-01,7.695904968851863259e-09,1.724151807444817761e-02
7.083816763352669454e+01,4.461637138208437436e-01,6.171510317936486079e-01,4.907800795016817874e-01,8.158487746490195036e-09,-4.884729425728926919e-03
7.086217243448689374e+01,4.461637139455921219e-01,6.171510316151335163e-01,4.907800793761595282e-01,8.534476764188170250e-09,5.610135470079304944e-03
7.088617723544707871e+01,4.461637140409726587e-01,6.171510314786439189e-01,4.907800792801872980e-01,8.821951696935670384e-09,-5.656505619052818595e-02
7.091018203640727791e+01,4.461637141065118439e-01,6.171510313848572737e-01,4.907800792142415491e-01,9.019485491812417877e-09,-2.069322918186999871e-02
7.093418683736746289e+01,4.461637141418995922e-01,6.171510313342173371e-01,4.907800791786342542e-01,9.126143535320707656e-09,2.112934686029149453e-02
7.095819163832766208e+01,4.461637141469894652e-01,6.171510313269337189e-01,4.907800791735128509e-01,9.141484291763646297e-09,1.796313578864151134e-02
7.098219643928784706e+01,4.461637141217984492e-01,6.171510313629819944e-01,4.907800791988601308e-01,9.065559136711698329e-09,-4.415609345265390784e-02
7.100620124024804625e+01,4.461637140665071222e-01,6.171510314421039256e-01,4.907800792544945168e-01,8.898912301491535004e-09,2.464562906093972425e-02
7.103020604120823123e+01,4.461637139814595421e-01,6.171510315638071287e-01,4.907800793400697303e-01,8.642580651141429371e-09,1.118338635267264805e-02
7.105421084216843042e+01,4.461637138671633029e-01,6.171510317273650736e-01,4.907800794550750689e-01,8.298094128500466127e-09,1.953805355105963856e-02
7.107821564312861540e+01,4.461637137242895346e-01,6.171510319318175286e-01,4.907800795988352394e-01,7.867475698697390385e-09,-4.138894895437727171e-03
7.110222044408881459e+01,4.461637135536729026e-01,6.171510321759701156e-01,4.907800797705103579e-01,7.353240710772368516e-09,1.520502290987592060e-04
7.112622524504899957e+01,4.461637133563114976e-01,6.171510324583944218e-01,4.907800799690961724e-01,6.758397480544076075e-09,-2.233891895145162163e-02
7.115023004600919876e+01,4.461637131333671125e-01,6.171510327774279991e-01,4.907800801934236734e-01,6.086447734698907652e-09,6.734232005555414353e-03
7.117423484696938374e+01,4.461637128861649648e-01,6.171510331311745867e-01,4.907800804421594831e-01,5.341385472812376634e-09,1.869788771908315744e-02
7.119823964792958293e+01,4.461637126161936973e-01,6.171510335175036666e-01,4.907800807138056332e-01,4.527697633482929973e-09,-1.948472079033965187e-02
7.122224444888976791e+01,4.461637123251056547e-01,6.171510339340510187e-01,4.907800810066995645e-01,3.650364344132128736e-09,7.683713698798336038e-03
7.124624924984996710e+01,4.461637120147166069e-01,6.171510343782180552e-01,4.907800813190142941e-01,2.714858088337379627e-09,-1.098505713573409009e-02
7.127025405081015208e+01,4.461637116870058040e-01,6.171510348471723750e-01,4.907800816487581375e-01,1.727144732788232773e-09,2.174486811626293731e-02
7.129425885177035127e+01,4.461637113441161984e-01,6.171510353378477642e-01,4.907800819937749859e-01,6.936824448189327086e-10,2.044814891439001095e-02
