t,s,v,dv_dt
2.623524704940987995e+00,2.338590064619496545e+01,1.331442266390182461e+01,9.463074563488724777e-01
2.624524904980995998e+00,2.339921820557086107e+01,1.331536853042062951e+01,9.450480449541984740e-01
2.625525105021004002e+00,2.341253671034086636e+01,1.331631313812107464e+01,9.437902203752024377e-01
2.626525305061012006e+00,2.342585615924624420e+01,1.331725648859144151e+01,9.425339808534580754e-01
2.627525505101020009e+00,2.343917655102989173e+01,1.331819858341824059e+01,9.412793246318180707e-01
2.628525705141028013e+00,2.345249788443634742e+01,1.331913942418621666e+01,9.400262499544229655e-01
2.629525905181036016e+00,2.346582015820387923e+01,1.332007901248364412e+01,9.387747550596383661e-01
2.630526105221044020e+00,2.347914337104444371e+01,1.332101734991418240e+01,9.375248381642666828e-01
2.631526305261052023e+00,2.349246752170774499e+01,1.332195443805349910e+01,9.362764975213337948e-01
2.632526505301060027e+00,2.350579260895008815e+01,1.332289027847206420e+01,9.350297313897275586e-01
2.633526705341068030e+00,2.351911863152921356e+01,1.332382487273873473e+01,9.337845380294318431e-01
2.634526905381076034e+00,2.353244558820427912e+01,1.332475822242075481e+01,9.325409157015247530e-01
2.635527105421084038e+00,2.354577347773588514e+01,1.332569032908375206e+01,9.312988626681875104e-01
2.636527305461092041e+00,2.355910229888604945e+01,1.332662119429174652e+01,9.300583771927009025e-01
2.637527505501100045e+00,2.357243205041822165e+01,1.332755081960714172e+01,9.288194575394506103e-01
2.638527705541108048e+00,2.358576273109728305e+01,1.332847920659072827e+01,9.275821019739289852e-01
2.639527905581116052e+00,2.359909433968953252e+01,1.332940635680168739e+01,9.263463087627386017e-01
2.640528105621124055e+00,2.361242687496270776e+01,1.333033227179758207e+01,9.251120761735958098e-01
2.641528305661132059e+00,2.362576033568597111e+01,1.333125695313436587e+01,9.238794024753307355e-01
2.642528505701140062e+00,2.363909472062991313e+01,1.333218040236637769e+01,9.226482859378943857e-01
2.643528705741148066e+00,2.365243002856655252e+01,1.333310262104634525e+01,9.214187248323550961e-01
2.644528905781156070e+00,2.366576625826933622e+01,1.333402361072537978e+01,9.201907174309056359e-01
2.645529105821164073e+00,2.367910340851313578e+01,1.333494337295298315e+01,9.189642620068667611e-01
2.646529305861172077e+00,2.369244147807426160e+01,1.333586190927704429e+01,9.177393568346801089e-01
2.647529505901180080e+00,2.370578046573043451e+01,1.333677922124383564e+01,9.165160001899330666e-01
2.648529705941188084e+00,2.371912037026082487e+01,1.333769531039801848e+01,9.152941903493356790e-01
2.649529905981196087e+00,2.373246119044601343e+01,1.333861017828264117e+01,9.140739255907366356e-01
2.650530106021204091e+00,2.374580292506801626e+01,1.333952382643914092e+01,9.128552041931232708e-01
2.651530306061212094e+00,2.375914557291027762e+01,1.334043625640734021e+01,9.116380244366268926e-01
2.652530506101220098e+00,2.377248913275767350e+01,1.334134746972544683e+01,9.104223846025210065e-01
2.653530706141228102e+00,2.378583360339650099e+01,1.334225746793005740e+01,9.092082829732319738e-01
2.654530906181236105e+00,2.379917898361448891e+01,1.334316625255615740e+01,9.079957178323230238e-01
2.655531106221244109e+00,2.381252527220079429e+01,1.334407382513711404e+01,9.067846874645280053e-01
2.656531306261252112e+00,2.382587246794600233e+01,1.334498018720468693e+01,9.055751901557176353e-01
2.657531506301260116e+00,2.383922056964212288e+01,1.334588534028902096e+01,9.043672241929314737e-01
2.658531706341268119e+00,2.385256957608260109e+01,1.334678928591864633e+01,9.031607878643619358e-01
2.659531906381276123e+00,2.386591948606230673e+01,1.334769202562048029e+01,9.019558794593720563e-01
2.660532106421284126e+00,2.387927029837753423e+01,1.334859356091983251e+01,9.007524972684795017e-01
2.661532306461292130e+00,2.389262201182601331e+01,1.334949389334039083e+01,8.995506395833814395e-01
2.662532506501300134e+00,2.390597462520689476e+01,1.335039302440423725e+01,8.983503046969332217e-01
2.663532706541308137e+00,2.391932813732076113e+01,1.335129095563183732e+01,8.971514909031750307e-01
2.664532906581316141e+00,2.393268254696962316e+01,1.335218768854204541e+01,8.959541964973123385e-01
2.665533106621324144e+00,2.394603785295691623e+01,1.335308322465209940e+01,8.947584197757336710e-01
2.666533306661332148e+00,2.395939405408751455e+01,1.335397756547762960e+01,8.935641590360088315e-01
2.667533506701340151e+00,2.397275114916770633e+01,1.335487071253264979e+01,8.923714125768835714e-01
2.668533706741348155e+00,2.398610913700521863e+01,1.335576266732956086e+01,8.911801786982991302e-01
2.669533906781356158e+00,2.399946801640919603e+01,1.335665343137915073e+01,8.899904557013780249e-01
2.670534106821364162e+00,2.401282778619022551e+01,1.335754300619059620e+01,8.888022418884347076e-01
2.671534306861372166e+00,2.402618844516031515e+01,1.335843139327145757e+01,8.876155355629791188e-01
2.672534506901380169e+00,2.403954999213289412e+01,1.335931859412768752e+01,8.864303350297113582e-01
2.673534706941388173e+00,2.405291242592282686e+01,1.336020461026361872e+01,8.852466385945376715e-01
2.674534906981396176e+00,2.406627574534641312e+01,1.336108944318197800e+01,8.840644445645562399e-01
2.675535107021404180e+00,2.407963994922136308e+01,1.336197309438387215e+01,8.828837512480731675e-01
2.676535307061412183e+00,2.409300503636683288e+01,1.336285556536880037e+01,8.817045569546042572e-01
2.677535507101420187e+00,2.410637100560339618e+01,1.336373685763464891e+01,8.805268599948590236e-01
2.678535707141428190e+00,2.411973785575305840e+01,1.336461697267768578e+01,8.793506586807779968e-01
2.679535907181436194e+00,2.413310558563925312e+01,1.336549591199257314e+01,8.781759513254900895e-01
2.680536107221444198e+00,2.414647419408683859e+01,1.336637367707235136e+01,8.770027362433676643e-01
2.681536307261452201e+00,2.415984367992210835e+01,1.336725026940845851e+01,8.758310117499750191e-01
2.682536507301460205e+00,2.417321404197277701e+01,1.336812569049070909e+01,8.746607761621163490e-01
2.683536707341468208e+00,2.418658527906799094e+01,1.336899994180731177e+01,8.734920277978055481e-01
2.684536907381476212e+00,2.419995739003832469e+01,1.336987302484486051e+01,8.723247649762875255e-01
2.685537107421484215e+00,2.421333037371577745e+01,1.337074494108833456e+01,8.711589860180364298e-01
2.686537307461492219e+00,2.422670422893378372e+01,1.337161569202110023e+01,8.699946892447538715e-01
2.687537507501500222e+00,2.424007895452719907e+01,1.337248527912491447e+01,8.688318729793724771e-01
2.688537707541508226e+00,2.425345454933231082e+01,1.337335370387991773e+01,8.676705355460647695e-01
2.689537907581516230e+00,2.426683101218683802e+01,1.337422096776463754e+01,8.665106752702360637e-01
2.690538107621524233e+00,2.428020834192991373e+01,1.337508707225599025e+01,8.653522904785333481e-01
2.691538307661532237e+00,2.429358653740211693e+01,1.337595201882927753e+01,8.641953794988488369e-01
2.692538507701540240e+00,2.430696559744544771e+01,1.337681580895818811e+01,8.630399406603146417e-01
2.693538707741548244e+00,2.432034552090332724e+01,1.337767844411479956e+01,8.618859722933116529e-01
2.694538907781556247e+00,2.433372630662061553e+01,1.337853992576957474e+01,8.607334727294713161e-01
2.695539107821564251e+00,2.434710795344359724e+01,1.337940025539136357e+01,8.595824403016756321e-01
2.696539307861572254e+00,2.436049046021998166e+01,1.338025943444740484e+01,8.584328733440607095e-01
2.697539507901580258e+00,2.437387382579890982e+01,1.338111746440332084e+01,8.572847701920220942e-01
2.698539707941588262e+00,2.438725804903095096e+01,1.338197434672312447e+01,8.561381291822112161e-01
2.699539907981596265e+00,2.440064312876810249e+01,1.338283008286921394e+01,8.549929486525389422e-01
2.700540108021604269e+00,2.441402906386378291e+01,1.338368467430237452e+01,8.538492269421880110e-01
2.701540308061612272e+00,2.442741585317285669e+01,1.338453812248177677e+01,8.527069623916005980e-01
2.702540508101620276e+00,2.444080349555159160e+01,1.338539042886498365e+01,8.515661533424836449e-01
2.703540708141628279e+00,2.445419198985770848e+01,1.338624159490793808e+01,8.504267981378301755e-01
2.704540908181636283e+00,2.446758133495033860e+01,1.338709162206497361e+01,8.492888951218890980e-01
2.705541108221644286e+00,2.448097152969004853e+01,1.338794051178881261e+01,8.481524426401954031e-01
2.706541308261652290e+00,2.449436257293883301e+01,1.338878826553056101e+01,8.470174390395577291e-01
2.707541508301660294e+00,2.450775446356011145e+01,1.338963488473971353e+01,8.458838826680654677e-01
2.708541708341668297e+00,2.452114720041873852e+01,1.339048037086415022e+01,8.447517718750958693e-01
2.709541908381676301e+00,2.453454078238099001e+01,1.339132472535014173e+01,8.436211050112980558e-01
2.710542108421684304e+00,2.454793520831457343e+01,1.339216794964234225e+01,8.424918804286214424e-01
2.711542308461692308e+00,2.456133047708862094e+01,1.339301004518379479e+01,8.413640964802979738e-01
2.712542508501700311e+00,2.457472658757369643e+01,1.339385101341592588e+01,8.402377515208598879e-01
2.713542708541708315e+00,2.458812353864179556e+01,1.339469085577855445e+01,8.391128439061183997e-01
2.714542908581716318e+00,2.460152132916633150e+01,1.339552957370988473e+01,8.379893719931938989e-01
2.715543108621724322e+00,2.461491995802215271e+01,1.339636716864650268e+01,8.368673341405052923e-01
2.716543308661732326e+00,2.462831942408553587e+01,1.339720364202339020e+01,8.357467287077611218e-01
2.717543508701740329e+00,2.464171972623418583e+01,1.339803899527390918e+01,8.346275540559844330e-01
2.718543708741748333e+00,2.465512086334723563e+01,1.339887322982981210e+01,8.335098085475021179e-01
2.719543908781756336e+00,2.466852283430524295e+01,1.339970634712123498e+01,8.323934905459449141e-01
2.720544108821764340e+00,2.468192563799019368e+01,1.340053834857670623e+01,8.312785984162545105e-01
2.721544308861772343e+00,2.469532927328550898e+01,1.340136923562313598e+01,8.301651305246888768e-01
2.722544508901780347e+00,2.470873373907603465e+01,1.340219900968582323e+01,8.290530852388169336e-01
2.723544708941788350e+00,2.472213903424803760e+01,1.340302767218845581e+01,8.279424609275256586e-01
2.724544908981796354e+00,2.473554515768922357e+01,1.340385522455310685e+01,8.268332559610200860e-01
2.725545109021804357e+00,2.474895210828871939e+01,1.340468166820023477e+01,8.257254687108286362e-01
2.726545309061812361e+00,2.476235988493708362e+01,1.340550700454868860e+01,8.246190975498031150e-01
2.727545509101820365e+00,2.477576848652630304e+01,1.340633123501570267e+01,8.235141408521187145e-01
2.728545709141828368e+00,2.478917791194978903e+01,1.340715436101689662e+01,8.224105969932793414e-01
2.729545909181836372e+00,2.480258816010238121e+01,1.340797638396628066e+01,8.213084643501247228e-01
2.730546109221844375e+00,2.481599922988035800e+01,1.340879730527624858e+01,8.202077413008197482e-01
2.731546309261852379e+00,2.482941112018141183e+01,1.340961712635758296e+01,8.191084262248704562e-01
2.732546509301860382e+00,2.484282382990466687e+01,1.341043584861945348e+01,8.180105175031116005e-01
2.733546709341868386e+00,2.485623735795068256e+01,1.341125347346941687e+01,8.169140135177244133e-01
2.734546909381876389e+00,2.486965170322143948e+01,1.341207000231341340e+01,8.158189126522330525e-01
2.735547109421884393e+00,2.488306686462034989e+01,1.341288543655577747e+01,8.147252132914957201e-01
2.736547309461892397e+00,2.489648284105225429e+01,1.341369977759922349e+01,8.136329138217277546e-01
2.737547509501900400e+00,2.490989963142341779e+01,1.341451302684485825e+01,8.125420126304803148e-01
2.738547709541908404e+00,2.492331723464153370e+01,1.341532518569217025e+01,8.114525081066670253e-01
2.739547909581916407e+00,2.493673564961573064e+01,1.341613625553903866e+01,8.103643986405479893e-01
2.740548109621924411e+00,2.495015487525655828e+01,1.341694623778172790e+01,8.092776826237368937e-01
2.741548309661932414e+00,2.496357491047599453e+01,1.341775513381489127e+01,8.081923584492063384e-01
2.742548509701940418e+00,2.497699575418745255e+01,1.341856294503156910e+01,8.071084245112842837e-01
2.743548709741948421e+00,2.499041740530576305e+01,1.341936967282318527e+01,8.060258792056682609e-01
2.744548909781956425e+00,2.500383986274719561e+01,1.342017531857955426e+01,8.049447209294076089e-01
2.745549109821964429e+00,2.501726312542944086e+01,1.342097988368887762e+01,8.038649480809247905e-01
2.746549309861972432e+00,2.503068719227162120e+01,1.342178336953773865e+01,8.027865590600100631e-01
2.747549509901980436e+00,2.504411206219428365e+01,1.342258577751111481e+01,8.017095522678161501e-01
2.748549709941988439e+00,2.505753773411940699e+01,1.342338710899236709e+01,8.006339261068760038e-01
2.749549909981996443e+00,2.507096420697039463e+01,1.342418736536324175e+01,7.995596789810957006e-01
2.750550110022004446e+00,2.508439147967208172e+01,1.342498654800387570e+01,7.984868092957491115e-01
2.751550310062012450e+00,2.509781955115073515e+01,1.342578465829279111e+01,7.974153154574956659e-01
2.752550510102020453e+00,2.511124842033403581e+01,1.342658169760689724e+01,7.963451958743732462e-01
2.753550710142028457e+00,2.512467808615110698e+01,1.342737766732148863e+01,7.952764489558070693e-01
2.754550910182036461e+00,2.513810854753249657e+01,1.342817256881024868e+01,7.942090731125972525e-01
2.755551110222044464e+00,2.515153980341017359e+01,1.342896640344524961e+01,7.931430667569383530e-01
2.756551310262052468e+00,2.516497185271754589e+01,1.342975917259694896e+01,7.920784283024051575e-01
2.757551510302060471e+00,2.517840469437237871e+01,1.343055087764792965e+01,7.910151561455212033e-01
2.758551710342068475e+00,2.519183832728179340e+01,1.343134151998733294e+01,7.899532486732177006e-01
2.759551910382076478e+00,2.520527275038762482e+01,1.343213110097465446e+01,7.888927043114719595e-01
2.760552110422084482e+00,2.521870796263369741e+01,1.343291962196731859e+01,7.878335214882703497e-01
2.761552310462092485e+00,2.523214396296505768e+01,1.343370708432130911e+01,7.867756986327734126e-01
2.762552510502100489e+00,2.524558075032798854e+01,1.343449348939116739e+01,7.857192341753176379e-01
2.763552710542108493e+00,2.525901832366999145e+01,1.343527883852998706e+01,7.846641265474172400e-01
2.764552910582116496e+00,2.527245668193980421e+01,1.343606313308942291e+01,7.836103741817623813e-01
2.765553110622124500e+00,2.528589582408738323e+01,1.343684637441968377e+01,7.825579755122298309e-01
2.766553310662132503e+00,2.529933574906392124e+01,1.343762856386953786e+01,7.815069289738758584e-01
2.767553510702140507e+00,2.531277645582183311e+01,1.343840970278630564e+01,7.804572330029433402e-01
2.768553710742148510e+00,2.532621794331476295e+01,1.343918979251586876e+01,7.794088860368635352e-01
2.769553910782156514e+00,2.533966021049758055e+01,1.343996883440266288e+01,7.783618865142560850e-01
2.770554110822164517e+00,2.535310325632639206e+01,1.344074682978968127e+01,7.773162328749307903e-01
2.771554310862172521e+00,2.536654707975851863e+01,1.344152378001847303e+01,7.762719235598964929e-01
2.772554510902180525e+00,2.537999167975251780e+01,1.344229968642914663e+01,7.752289570113433115e-01
2.773554710942188528e+00,2.539343705526817274e+01,1.344307455036036103e+01,7.741873316726781695e-01
2.774554910982196532e+00,2.540688320526649235e+01,1.344384837314933989e+01,7.731470459884928204e-01
2.775555111022204535e+00,2.542033012870971476e+01,1.344462115613185738e+01,7.721080984045833873e-01
2.776555311062212539e+00,2.543377782456131087e+01,1.344539290064224701e+01,7.710704873679539162e-01
2.777555511102220542e+00,2.544722629178596662e+01,1.344616360801339816e+01,7.700342113268057176e-01
2.778555711142228546e+00,2.546067552934960787e+01,1.344693327957675599e+01,7.689992687305551300e-01
2.779555911182236549e+00,2.547412553621938258e+01,1.344770191666232684e+01,7.679656580298193091e-01
2.780556111222244553e+00,2.548757631136366442e+01,1.344846952059866751e+01,7.669333776764322153e-01
2.781556311262252557e+00,2.550102785375206338e+01,1.344923609271289422e+01,7.659024261234392839e-01
2.782556511302260560e+00,2.551448016235540805e+01,1.345000163433068074e+01,7.648728018251009786e-01
2.783556711342268564e+00,2.552793323614575982e+01,1.345076614677625670e+01,7.638445032368910148e-01
2.784556911382276567e+00,2.554138707409640574e+01,1.345152963137240931e+01,7.628175288155034650e-01
2.785557111422284571e+00,2.555484167518185856e+01,1.345229208944047805e+01,7.617918770188580879e-01
2.786557311462292574e+00,2.556829703837786028e+01,1.345305352230036711e+01,7.607675463060843413e-01
2.787557511502300578e+00,2.558175316266138921e+01,1.345381393127052938e+01,7.597445351375515799e-01
2.788557711542308581e+00,2.559521004701063518e+01,1.345457331766797715e+01,7.587228419748459629e-01
2.789557911582316585e+00,2.560866769040502788e+01,1.345533168280828384e+01,7.577024652807793359e-01
2.790558111622324589e+00,2.562212609182522272e+01,1.345608902800557161e+01,7.566834035194034414e-01
2.791558311662332592e+00,2.563558525025309720e+01,1.345684535457252373e+01,7.556656551559939317e-01
2.792558511702340596e+00,2.564904516467176165e+01,1.345760066382038289e+01,7.546492186570592509e-01
2.793558711742348599e+00,2.566250583406555563e+01,1.345835495705894225e+01,7.536340924903512928e-01
2.794558911782356603e+00,2.567596725742003727e+01,1.345910823559655611e+01,7.526202751248476375e-01
2.795559111822364606e+00,2.568942943372200460e+01,1.345986050074013285e+01,7.516077650307781965e-01
2.796559311862372610e+00,2.570289236195947780e+01,1.346061175379513841e+01,7.505965606796092260e-01
2.797559511902380613e+00,2.571635604112169915e+01,1.346136199606559636e+01,7.495866605440433261e-01
2.798559711942388617e+00,2.572982047019914731e+01,1.346211122885408606e+01,7.485780630980372052e-01
2.799559911982396621e+00,2.574328564818352305e+01,1.346285945346174451e+01,7.475707668167856923e-01
2.800560112022404624e+00,2.575675157406775995e+01,1.346360667118826271e+01,7.465647701767466060e-01
2.801560312062412628e+00,2.577021824684601370e+01,1.346435288333188929e+01,7.455600716556123331e-01
2.802560512102420631e+00,2.578368566551367280e+01,1.346509809118943402e+01,7.445566697323329208e-01
2.803560712142428635e+00,2.579715382906735144e+01,1.346584229605625715e+01,7.435545628871178536e-01
2.804560912182436638e+00,2.581062273650488947e+01,1.346658549922627657e+01,7.425537496014289474e-01
2.805561112222444642e+00,2.582409238682535246e+01,1.346732770199197127e+01,7.415542283579839022e-01
2.806561312262452645e+00,2.583756277902904230e+01,1.346806890564437253e+01,7.405559976407598555e-01
2.807561512302460649e+00,2.585103391211748303e+01,1.346880911147306925e+01,7.395590559350022630e-01
2.808561712342468653e+00,2.586450578509342790e+01,1.346954832076620789e+01,7.385634017272124652e-01
2.809561912382476656e+00,2.587797839696085234e+01,1.347028653481049254e+01,7.375690335051565683e-01
2.810562112422484660e+00,2.589145174672496452e+01,1.347102375489117954e+01,7.365759497578778792e-01
2.811562312462492663e+00,2.590492583339220545e+01,1.347175998229208815e+01,7.355841489756738127e-01
2.812562512502500667e+00,2.591840065597023113e+01,1.347249521829558816e+01,7.345936296501260898e-01
2.813562712542508670e+00,2.593187621346793748e+01,1.347322946418261047e+01,7.336043902740794209e-01
2.814562912582516674e+00,2.594535250489543898e+01,1.347396272123264005e+01,7.326164293416557172e-01
2.815563112622524677e+00,2.595882952926408649e+01,1.347469499072371946e+01,7.316297453482558666e-01
2.816563312662532681e+00,2.597230728558644941e+01,1.347542627393245063e+01,7.306443367905490760e-01
2.817563512702540685e+00,2.598578577287632996e+01,1.347615657213398599e+01,7.296602021664995164e-01
2.818563712742548688e+00,2.599926499014875958e+01,1.347688588660203912e+01,7.286773399753396774e-01
2.819563912782556692e+00,2.601274493641999541e+01,1.347761421860888120e+01,7.276957487175863548e-01
2.820564112822564695e+00,2.602622561070751672e+01,1.347834156942533568e+01,7.267154268950477558e-01
2.821564312862572699e+00,2.603970701203004268e+01,1.347906794032078537e+01,7.257363730108181699e-01
2.822564512902580702e+00,2.605318913940751102e+01,1.347979333256317069e+01,7.247585855692744161e-01
2.823564712942588706e+00,2.606667199186108874e+01,1.348051774741898612e+01,7.237820630760865015e-01
2.824564912982596709e+00,2.608015556841316851e+01,1.348124118615328548e+01,7.228068040382176207e-01
2.825565113022604713e+00,2.609363986808737934e+01,1.348196365002967667e+01,7.218328069639241562e-01
2.826565313062612717e+00,2.610712488990856528e+01,1.348268514031032694e+01,7.208600703627539019e-01
2.827565513102620720e+00,2.612061063290281027e+01,1.348340565825595760e+01,7.198885927455620504e-01
2.828565713142628724e+00,2.613409709609742038e+01,1.348412520512584933e+01,7.189183726244881001e-01
2.829565913182636727e+00,2.614758427852092737e+01,1.348484378217783508e+01,7.179494085129896064e-01
2.830566113222644731e+00,2.616107217920309225e+01,1.348556139066831072e+01,7.169816989258084305e-01
2.831566313262652734e+00,2.617456079717490525e+01,1.348627803185222263e+01,7.160152423790080434e-01
2.832566513302660738e+00,2.618805013146858585e+01,1.348699370698307831e+01,7.150500373899433271e-01
2.833566713342668741e+00,2.620154018111757566e+01,1.348770841731293757e+01,7.140860824772872206e-01
2.834566913382676745e+00,2.621503094515654553e+01,1.348842216409242312e+01,7.131233761610147326e-01
2.835567113422684749e+00,2.622852242262140265e+01,1.348913494857070994e+01,7.121619169624135992e-01
2.836567313462692752e+00,2.624201461254926571e+01,1.348984677199552706e+01,7.112017034040931662e-01
2.837567513502700756e+00,2.625550751397849680e+01,1.349055763561316823e+01,7.102427340099612962e-01
2.838567713542708759e+00,2.626900112594867664e+01,1.349126754066847589e+01,7.092850073052598958e-01
2.839567913582716763e+00,2.628249544750061517e+01,1.349197648840485364e+01,7.083285218165329411e-01
2.840568113622724766e+00,2.629599047767635511e+01,1.349268448006425913e+01,7.073732760716531232e-01
2.841568313662732770e+00,2.630948621551915778e+01,1.349339151688721117e+01,7.064192685998129662e-01
2.842568513702740773e+00,2.632298266007352083e+01,1.349409760011277903e+01,7.054664979315266038e-01
2.843568713742748777e+00,2.633647981038516406e+01,1.349480273097859317e+01,7.045149625986351083e-01
2.844568913782756781e+00,2.634997766550103648e+01,1.349550691072083808e+01,7.035646611343047141e-01
2.845569113822764340e+00,2.636347622446930927e+01,1.349621014057425761e+01,7.026155920730303706e-01
2.846569313862772344e+00,2.637697548633940059e+01,1.349691242177214967e+01,7.016677539506321892e-01
2.847569513902780347e+00,2.639047545016193652e+01,1.349761375554636977e+01,7.007211453042714311e-01
2.848569713942788351e+00,2.640397611498877950e+01,1.349831414312733102e+01,6.997757646724327429e-01
2.849569913982796354e+00,2.641747747987301409e+01,1.349901358574400234e+01,6.988316105949436974e-01
2.850570114022804358e+00,2.643097954386895410e+01,1.349971208462390848e+01,6.978886816129605819e-01
2.851570314062812361e+00,2.644448230603214967e+01,1.350040964099313179e+01,6.969469762689843861e-01
2.852570514102820365e+00,2.645798576541936242e+01,1.350110625607631221e+01,6.960064931068536964e-01
2.853570714142828368e+00,2.647148992108860099e+01,1.350180193109664550e+01,6.950672306717446958e-01
2.854570914182836372e+00,2.648499477209908548e+01,1.350249666727588149e+01,6.941291875101853748e-01
2.855571114222844376e+00,2.649850031751127233e+01,1.350319046583433114e+01,6.931923621700413207e-01
2.856571314262852379e+00,2.651200655638684012e+01,1.350388332799085944e+01,6.922567532005245994e-01
2.857571514302860383e+00,2.652551348778870022e+01,1.350457525496288902e+01,6.913223591522008604e-01
2.858571714342868386e+00,2.653902111078099324e+01,1.350526624796639830e+01,6.903891785769804557e-01
2.859571914382876390e+00,2.655252942442908193e+01,1.350595630821592330e+01,6.894572100281255445e-01
2.860572114422884393e+00,2.656603842779955471e+01,1.350664543692455410e+01,6.885264520602571992e-01
2.861572314462892397e+00,2.657954811996023992e+01,1.350733363530394193e+01,6.875969032293411942e-01
2.862572514502900400e+00,2.659305849998017734e+01,1.350802090456429205e+01,6.866685620927057698e-01
2.863572714542908404e+00,2.660656956692964670e+01,1.350870724591436556e+01,6.857414272090363028e-01
2.864572914582916408e+00,2.662008131988015336e+01,1.350939266056148114e+01,6.848154971383806355e-01
2.865573114622924411e+00,2.663359375790442485e+01,1.351007714971151508e+01,6.838907704421401945e-01
2.866573314662932415e+00,2.664710688007641792e+01,1.351076071456889949e+01,6.829672456830842009e-01
2.867573514702940418e+00,2.666062068547132569e+01,1.351144335633662230e+01,6.820449214253478942e-01
2.868573714742948422e+00,2.667413517316555982e+01,1.351212507621623082e+01,6.811237962344254271e-01
2.869573914782956425e+00,2.668765034223675769e+01,1.351280587540782463e+01,6.802038686771894049e-01
2.870574114822964429e+00,2.670116619176379658e+01,1.351348575511006445e+01,6.792851373218695699e-01
2.871574314862972432e+00,2.671468272082676521e+01,1.351416471652016504e+01,6.783676007380723405e-01
2.872574514902980436e+00,2.672819992850699578e+01,1.351484276083389702e+01,6.774512574967808121e-01
2.873574714942988440e+00,2.674171781388703906e+01,1.351551988924559211e+01,6.765361061703405454e-01
2.874574914982996443e+00,2.675523637605067151e+01,1.351619610294813256e+01,6.756221453324862125e-01
2.875575115023004447e+00,2.676875561408290594e+01,1.351687140313296354e+01,6.747093735583149510e-01
2.876575315063012450e+00,2.678227552706997727e+01,1.351754579099008069e+01,6.737977894243183385e-01
2.877575515103020454e+00,2.679579611409934614e+01,1.351821926770804083e+01,6.728873915083539714e-01
2.878575715143028457e+00,2.680931737425970951e+01,1.351889183447395482e+01,6.719781783896721095e-01
2.879575915183036461e+00,2.682283930664097937e+01,1.351956349247349287e+01,6.710701486488961365e-01
2.880576115223044464e+00,2.683636191033430407e+01,1.352023424289088105e+01,6.701633008680421000e-01
2.881576315263052468e+00,2.684988518443206118e+01,1.352090408690889767e+01,6.692576336305133822e-01
2.882576515303060471e+00,2.686340912802785397e+01,1.352157302570888575e+01,6.683531455210935945e-01
2.883576715343068475e+00,2.687693374021650428e+01,1.352224106047073704e+01,6.674498351259625650e-01
2.884576915383076479e+00,2.689045902009407740e+01,1.352290819237290620e+01,6.665477010326874563e-01
2.885577115423084482e+00,2.690398496675785012e+01,1.352357442259240017e+01,6.656467418302316474e-01
2.886577315463092486e+00,2.691751157930634264e+01,1.352423975230478348e+01,6.647469561089529577e-01
2.887577515503100489e+00,2.693103885683929377e+01,1.352490418268418004e+01,6.638483424605983174e-01
2.888577715543108493e+00,2.694456679845582414e+01,1.352556771490498200e+01,6.629508994760016094e-01
2.889577915583116496e+00,2.695809540322504461e+01,1.352623035016856790e+01,6.620546257089348074e-01
2.890578115623124500e+00,2.697162467024161359e+01,1.352689208965101386e+01,6.611595197468407292e-01
2.891578315663132503e+00,2.698515459861458510e+01,1.352755293451455643e+01,6.602655801953307702e-01
2.892578515703140507e+00,2.699868518745405765e+01,1.352821288592016202e+01,6.593728056611851684e-01
2.893578715743148511e+00,2.701221643587117427e+01,1.352887194502753054e+01,6.584811947523494524e-01
2.894578915783156514e+00,2.702574834297812245e+01,1.352953011299509178e+01,6.575907460779504277e-01
2.895579115823164518e+00,2.703928090788813776e+01,1.353018739098000722e+01,6.567014582482819662e-01
2.896579315863172521e+00,2.705281412971549315e+01,1.353084378013816824e+01,6.558133298748121121e-01
2.897579515903180525e+00,2.706634800757551673e+01,1.353149928162419968e+01,6.549263595701884100e-01
2.898579715943188528e+00,2.707988254058456690e+01,1.353215389659145451e+01,6.540405459482361294e-01
2.899579915983196532e+00,2.709341772786005365e+01,1.353280762619202093e+01,6.531558876239529354e-01
2.900580116023204535e+00,2.710695356852043858e+01,1.353346047157671350e+01,6.522723832135302047e-01
2.901580316063212539e+00,2.712049006168522070e+01,1.353411243389508201e+01,6.513900313343281567e-01
2.902580516103220543e+00,2.713402720647493638e+01,1.353476351429540436e+01,6.505088306048953939e-01
2.903580716143228546e+00,2.714756500201117717e+01,1.353541371392469195e+01,6.496287796449689012e-01
2.904580916183236550e+00,2.716110344741657912e+01,1.353606303392868604e+01,6.487498770754669408e-01
2.905581116223244553e+00,2.717464254181481564e+01,1.353671147545185960e+01,6.478721215184961579e-01
2.906581316263252557e+00,2.718818228433060824e+01,1.353735903963741372e+01,6.469955115973604620e-01
2.907581516303260560e+00,2.720172267408972289e+01,1.353800572762728827e+01,6.461200459365361581e-01
2.908581716343268564e+00,2.721526371021897361e+01,1.353865154056214415e+01,6.452457231617145794e-01
2.909581916383276567e+00,2.722880539184621540e+01,1.353929647958138283e+01,6.443725418997594545e-01
2.910582116423284571e+00,2.724234771810034061e+01,1.353994054582313034e+01,6.435005007787424347e-01
2.911582316463292575e+00,2.725589068811130034e+01,1.354058374042424617e+01,6.426295984279271067e-01
2.912582516503300578e+00,2.726943430101007948e+01,1.354122606452032151e+01,6.417598334777743219e-01
2.913582716543308582e+00,2.728297855592871102e+01,1.354186751924567922e+01,6.408912045599439722e-01
