t,A,P_free,C,dA_dt,dA_dt_noisy
2.890578115623124589e+01,4.396696872542184664e+00,1.330410590722831410e-01,5.640374850895052417e-01,3.548268510586427560e-05,1.616926270250497108e-02
2.891578315663132770e+01,4.396697226772114497e+00,1.330410488974533012e-01,5.640374917842597702e-01,3.534609610189587414e-05,1.102866418915391831e-03
2.892578515703140596e+01,4.396697579639192277e+00,1.330410387621004387e-01,5.640374984528725433e-01,3.521003279854939549e-05,5.880302022962053711e-03
2.893578715743148777e+01,4.396697931148525917e+00,1.330410286668516073e-01,5.640375050945373170e-01,3.507449368420068048e-05,3.060234925780400909e-03
2.894578915783156603e+01,4.396698281305210010e+00,1.330410186122935323e-01,5.640375117084953649e-01,3.493947722754686680e-05,1.046602922510209317e-02
2.895579115823164784e+01,4.396698630114325823e+00,1.330410085989725266e-01,5.640375182940351451e-01,3.480498187968805723e-05,-1.019470169211151613e-02
2.896579315863172610e+01,4.396698977580944856e+00,1.330409986273944911e-01,5.640375248504923000e-01,3.467100607107420629e-05,6.795451518509012731e-03
2.897579515903180791e+01,4.396699323710125284e+00,1.330409886980249701e-01,5.640375313772498789e-01,3.453754821222676519e-05,-3.769713422077588649e-03
2.898579715943188617e+01,4.396699668506912850e+00,1.330409788112890956e-01,5.640375378737382261e-01,3.440460669482114930e-05,-2.827597055380043269e-03
2.899579915983196798e+01,4.396700011976343525e+00,1.330409689675716156e-01,5.640375443394348709e-01,3.427217989110387109e-05,4.761744327530433051e-04
2.900580116023204624e+01,4.396700354123438181e+00,1.330409591672168934e-01,5.640375507738648597e-01,3.414026615392029562e-05,-1.503721888697447627e-03
2.901580316063212805e+01,4.396700694953207034e+00,1.330409494105289359e-01,5.640375571766003127e-01,3.400886381629830701e-05,-7.058860194425756879e-03
2.902580516103220631e+01,4.396701034470647862e+00,1.330409396977712544e-01,5.640375635472606453e-01,3.387797119237812016e-05,-1.994559221598366742e-03
2.903580716143228813e+01,4.396701372680746900e+00,1.330409300291671149e-01,5.640375698855127906e-01,3.374758657638532444e-05,-8.813378672750317444e-03
2.904580916183236639e+01,4.396701709588478835e+00,1.330409204048992600e-01,5.640375761910707553e-01,3.361770824256149481e-05,1.516143636226617922e-02
2.905581116223244820e+01,4.396702045198804143e+00,1.330409108251101591e-01,5.640375824636959523e-01,3.348833444727361552e-05,7.446472898982820464e-03
2.906581316263252646e+01,4.396702379516672643e+00,1.330409012899018140e-01,5.640375887031969793e-01,3.335946342597484460e-05,-3.546413850288064780e-03
2.907581516303260827e+01,4.396702712547022607e+00,1.330408917993358697e-01,5.640375949094298402e-01,3.323109339542495988e-05,1.624812037061671571e-02
2.908581716343268653e+01,4.396703044294779872e+00,1.330408823534335594e-01,5.640376010822977237e-01,3.310322255248299150e-05,1.324336220657334508e-02
2.909581916383276834e+01,4.396703374764856953e+00,1.330408729521757594e-01,5.640376072217512249e-01,3.297584907493988915e-05,5.362981853859807684e-03
2.910582116423284660e+01,4.396703703962155707e+00,1.330408635955029062e-01,5.640376133277881232e-01,3.284897112089402160e-05,-4.733562064303545314e-03
2.911582316463292841e+01,4.396704031891565556e+00,1.330408542833151075e-01,5.640376194004536048e-01,3.272258682909812144e-05,3.096291300381607756e-03
2.912582516503300667e+01,4.396704358557963488e+00,1.330408450154720590e-01,5.640376254398401512e-01,3.259669431893152947e-05,6.202580331487100862e-03
2.913582716543308848e+01,4.396704683966214056e+00,1.330408357917930162e-01,5.640376314460873175e-01,3.247129169037243912e-05,1.428049166771842501e-02
2.914582916583316674e+01,4.396705008121172042e+00,1.330408266120569616e-01,5.640376374193821762e-01,3.234637702312359586e-05,-1.226483998115569579e-03
2.915583116623324855e+01,4.396705331027676245e+00,1.330408174760023543e-01,5.640376433599590955e-01,3.222194837884662100e-05,-5.041016936319629195e-03
2.916583316663332681e+01,4.396705652690557464e+00,1.330408083833273525e-01,5.640376492680995169e-01,3.209800379849747642e-05,2.320389277557495869e-02
2.917583516703340862e+01,4.396705973114631405e+00,1.330407993336897021e-01,5.640376551441325104e-01,3.197454130449139953e-05,1.426454681737310271e-02
2.918583716743348688e+01,4.396706292304704000e+00,1.330407903267067371e-01,5.640376609884342196e-01,3.185155889878776847e-05,3.646252217678341498e-03
2.919583916783356869e+01,4.396706610265566084e+00,1.330407813619554624e-01,5.640376668014278616e-01,3.172905456530483725e-05,-8.533389870122906617e-03
2.920584116823364695e+01,4.396706927001999610e+00,1.330407724389724156e-01,5.640376725835845040e-01,3.160702626699152251e-05,5.371726829316403155e-03
2.921584316863372877e+01,4.396707242518773207e+00,1.330407635572537772e-01,5.640376783354221768e-01,3.148547194783968273e-05,1.160563770398113925e-02
2.922584516903380703e+01,4.396707556820642182e+00,1.330407547162553994e-01,5.640376840575059836e-01,3.136438953366127436e-05,8.017202237330777609e-03
2.923584716943388884e+01,4.396707869912352074e+00,1.330407459153926109e-01,5.640376897504488785e-01,3.124377692917401639e-05,8.701112419897365571e-03
2.924584916983396710e+01,4.396708181798634207e+00,1.330407371540404948e-01,5.640376954149105559e-01,3.112363202031898091e-05,9.855922374433032790e-04
2.925585117023404891e+01,4.396708492484209252e+00,1.330407284315336391e-01,5.640377010515983391e-01,3.100395267310873670e-05,1.179885425516205739e-02
2.926585317063412717e+01,4.396708801973785441e+00,1.330407197471663028e-01,5.640377066612666246e-01,3.088473673487635018e-05,-5.408813505334284996e-03
2.927585517103420898e+01,4.396709110272059462e+00,1.330407111001923326e-01,5.640377122447174374e-01,3.076598203266556197e-05,-3.796028390247628819e-03
2.928585717143428724e+01,4.396709417383713792e+00,1.330407024898251911e-01,5.640377178027998761e-01,3.064768637497938819e-05,-4.394296048448309393e-03
2.929585917183436905e+01,4.396709723313420248e+00,1.330406939152379286e-01,5.640377233364101128e-01,3.052984755017029705e-05,-5.832876177665456859e-03
2.930586117223444731e+01,4.396710028065840881e+00,1.330406853755632390e-01,5.640377288464920591e-01,3.041246332732838731e-05,1.981594230740538545e-02
2.931586317263452912e+01,4.396710331645620862e+00,1.330406768698934317e-01,5.640377343340365890e-01,3.029553145639241052e-05,-1.621255844157544826e-02
2.932586517303460738e+01,4.396710634057397371e+00,1.330406683972804038e-01,5.640377398000819831e-01,3.017904966751139284e-05,2.869763518265564146e-03
2.933586717343468919e+01,4.396710935305792489e+00,1.330406599567356685e-01,5.640377452457138174e-01,3.006301567187730228e-05,-9.220118805896352493e-03
2.934586917383476745e+01,4.396711235395420303e+00,1.330406515472303264e-01,5.640377506720649636e-01,2.994742715903275787e-05,-1.178255131307046240e-02
2.935587117423484926e+01,4.396711534330877136e+00,1.330406431676951218e-01,5.640377560803155887e-01,2.983228180322705647e-05,1.504925560313228813e-03
2.936587317463492752e+01,4.396711832116753094e+00,1.330406348170204422e-01,5.640377614716931554e-01,2.971757725500623337e-05,-1.499338278485029541e-02
2.937587517503500933e+01,4.396712128757621407e+00,1.330406264940561800e-01,5.640377668474723105e-01,2.960331114827685628e-05,-4.053156796677492239e-04
2.938587717543508759e+01,4.396712424258045537e+00,1.330406181976119262e-01,5.640377722089752188e-01,2.948948109683657837e-05,2.318934607117814281e-02
2.939587917583516941e+01,4.396712718622578286e+00,1.330406099264568875e-01,5.640377775575711183e-01,2.937608469358310437e-05,-6.245203747158781628e-04
2.940588117623524766e+01,4.396713011855756470e+00,1.330406016793198309e-01,5.640377828946766536e-01,2.926311951423343771e-05,5.000715914215170775e-03
2.941588317663532948e+01,4.396713303962108021e+00,1.330405934548891389e-01,5.640377882217557648e-01,2.915058311332707763e-05,-7.947452091385327072e-03
2.942588517703540774e+01,4.396713594946147552e+00,1.330405852518128373e-01,5.640377935403196874e-01,2.903847302650197637e-05,5.232108840634343457e-03
2.943588717743548955e+01,4.396713884812378126e+00,1.330405770686985401e-01,5.640377988519267305e-01,2.892678677066107262e-05,-1.432043200020243628e-02
2.944588917783556781e+01,4.396714173565290373e+00,1.330405689041134765e-01,5.640378041581829427e-01,2.881552184198776789e-05,2.325558403130287537e-03
2.945589117823564962e+01,4.396714461209362490e+00,1.330405607565844917e-01,5.640378094607412240e-01,2.870467571816637253e-05,-8.431012112695074941e-04
2.946589317863572788e+01,4.396714747749062013e+00,1.330405526245980741e-01,5.640378147613019921e-01,2.859424585660574891e-05,2.189425554071705582e-02
2.947589517903580969e+01,4.396715033188842270e+00,1.330405445066002168e-01,5.640378200616129600e-01,2.848422969600750143e-05,-5.011987422039864293e-04
2.948589717943588795e+01,4.396715317533146816e+00,1.330405364009966396e-01,5.640378253634691363e-01,2.837462465524187571e-05,-3.264692370993063121e-03
2.949589917983596976e+01,4.396715600786404110e+00,1.330405283061526223e-01,5.640378306687126031e-01,2.826542813469390403e-05,-5.242826330724001047e-03
2.950590118023604802e+01,4.396715882952805465e+00,1.330405202223503558e-01,5.640378359769530059e-01,2.815663875610496802e-05,-1.160420029206651708e-02
2.951590318063612983e+01,4.396716164035463947e+00,1.330405121586319406e-01,5.640378412775969297e-01,2.804826072380639523e-05,7.903460734764999884e-03
2.952590518103620809e+01,4.396716444038207605e+00,1.330405041172884051e-01,5.640378465679155573e-01,2.794029398256459018e-05,1.464426118173199273e-02
2.953590718143628990e+01,4.396716722964995050e+00,1.330404960993720742e-01,5.640378518466236946e-01,2.783273769627059302e-05,-3.444683028161637118e-03
2.954590918183636816e+01,4.396717000819776011e+00,1.330404881058938615e-01,5.640378571124842200e-01,2.772559100724936165e-05,7.288120705537777001e-03
2.955591118223644997e+01,4.396717277606493113e+00,1.330404801378235191e-01,5.640378623643083067e-01,2.761885303673161651e-05,-3.292554234561108004e-03
2.956591318263652823e+01,4.396717553329080097e+00,1.330404721960895820e-01,5.640378676009553116e-01,2.751252288402117330e-05,4.212986055886533410e-03
2.957591518303661005e+01,4.396717827991464489e+00,1.330404642815792293e-01,5.640378728213328863e-01,2.740659962671698757e-05,4.770915695299055015e-03
2.958591718343668830e+01,4.396718101597563155e+00,1.330404563951384511e-01,5.640378780243969770e-01,2.730108232099071053e-05,-1.402293673949841016e-02
2.959591918383677012e+01,4.396718374151288522e+00,1.330404485375719925e-01,5.640378832091514916e-01,2.719597000218343386e-05,-7.477184686886673842e-03
2.960592118423684838e+01,4.396718645656542357e+00,1.330404407096433261e-01,5.640378883746489658e-01,2.709126168322362194e-05,9.491244200618659949e-03
2.961592318463693019e+01,4.396718916117220211e+00,1.330404329120746798e-01,5.640378935199897859e-01,2.698695635607040177e-05,-1.876640206963645086e-02
2.962592518503700845e+01,4.396719185537208752e+00,1.330404251455470366e-01,5.640378986443229659e-01,2.688305299115845148e-05,2.448158919204975349e-04
2.963592718543709026e+01,4.396719453920386655e+00,1.330404174107001070e-01,5.640379037468454815e-01,2.677955053725922241e-05,-3.252190740636828198e-03
2.964592918583716852e+01,4.396719721270626380e+00,1.330404097081323567e-01,5.640379088268024921e-01,2.667644792186951719e-05,-9.073382159725987273e-03
2.965593118623725033e+01,4.396719987591790613e+00,1.330404020384010066e-01,5.640379138834877848e-01,2.657374405032331133e-05,6.527488779442492881e-04
2.966593318663732859e+01,4.396720252887734937e+00,1.330403944020220330e-01,5.640379189162428863e-01,2.647143780698524296e-05,3.215590356502959907e-03
2.967593518703741040e+01,4.396720517162306940e+00,1.330403867994701672e-01,5.640379239244579512e-01,2.636952805487591256e-05,5.513234792983066034e-03
2.968593718743748866e+01,4.396720780419347108e+00,1.330403792311788680e-01,5.640379289075712066e-01,2.626801363453390437e-05,-2.604711495424005818e-02
2.969593918783757047e+01,4.396721042662687040e+00,1.330403716975403217e-01,5.640379338650690633e-01,2.616689336668032162e-05,1.686322323693524583e-02
2.970594118823764873e+01,4.396721303896150346e+00,1.330403641989054975e-01,5.640379387964862268e-01,2.606616604890199529e-05,-4.616502985398309583e-03
2.971594318863773054e+01,4.396721564123554415e+00,1.330403567355841477e-01,5.640379437014058084e-01,2.596583045741396312e-05,1.051672419092977533e-02
2.972594518903780880e+01,4.396721823348705982e+00,1.330403493078446686e-01,5.640379485794587699e-01,2.586588534861378186e-05,-1.082607479791154259e-03
2.973594718943789061e+01,4.396722081575406449e+00,1.330403419159142953e-01,5.640379534303247011e-01,2.576632945558432475e-05,-5.669265446534294504e-03
2.974594918983796887e+01,4.396722338807447450e+00,1.330403345599790177e-01,5.640379582537311531e-01,2.566716149038361650e-05,-5.212227035849606969e-04
2.975595119023805069e+01,4.396722595048615290e+00,1.330403272401834702e-01,5.640379630494540830e-01,2.556838014358686628e-05,3.173603430360289607e-02
2.976595319063812894e+01,4.396722850302685615e+00,1.330403199566311534e-01,5.640379678173176314e-01,2.546998408475831255e-05,1.572730678537490046e-02
2.977595519103821076e+01,4.396723104573426966e+00,1.330403127093842675e-01,5.640379725571942338e-01,2.537197196086915518e-05,-3.351242242017288524e-03
2.978595719143828902e+01,4.396723357864601667e+00,1.330403054984637401e-01,5.640379772690043980e-01,2.527434239896209078e-05,2.371012578358596724e-03
2.979595919183836727e+01,4.396723610179962272e+00,1.330402983238492542e-01,5.640379819527170380e-01,2.517709400258472119e-05,1.130115119085996038e-02
2.980596119223844909e+01,4.396723861523254229e+00,1.330402911854793035e-01,5.640379866083492510e-01,2.508022535518961149e-05,5.894681540973600690e-03
2.981596319263852735e+01,4.396724111898214993e+00,1.330402840832510258e-01,5.640379912359663184e-01,2.498373501869100011e-05,9.364092132510293829e-04
2.982596519303860916e+01,4.396724361308573137e+00,1.330402770170204252e-01,5.640379958356819268e-01,2.488762153290968726e-05,-1.784429099269281517e-03
2.983596719343868742e+01,4.396724609758051905e+00,1.330402699866021499e-01,5.640380004076576137e-01,2.479188341641958004e-05,-1.065688072078694107e-02
2.984596919383876923e+01,4.396724857250364771e+00,1.330402629917696311e-01,5.640380049521036554e-01,2.469651916600645869e-05,7.584620434371674297e-03
2.985597119423884749e+01,4.396725103789217215e+00,1.330402560322550831e-01,5.640380094692782897e-01,2.460152725732023260e-05,1.109021736692099649e-02
2.986597319463892930e+01,4.396725349378306724e+00,1.330402491077494198e-01,5.640380139594879383e-01,2.450690614511086274e-05,2.236210203754323764e-02
2.987597519503900756e+01,4.396725594021324568e+00,1.330402422179023381e-01,5.640380184230874283e-01,2.441265426092464885e-05,-5.377148700468776729e-03
2.988597719543908937e+01,4.396725837721953134e+00,1.330402353623222622e-01,5.640380228604796597e-01,2.431877001571325358e-05,6.574650949227101027e-03
2.989597919583916763e+01,4.396726080483865928e+00,1.330402285405763718e-01,5.640380272721159383e-01,2.422525179979206911e-05,-2.506252929495365162e-04
2.990598119623924944e+01,4.396726322310729351e+00,1.330402217521906016e-01,5.640380316584957532e-01,2.413209798049487098e-05,1.262379759076575139e-02
2.991598319663932770e+01,4.396726563206203586e+00,1.330402149966496139e-01,5.640380360201667775e-01,2.403930690433875306e-05,-9.169706490945008295e-04
2.992598519703940951e+01,4.396726803173938158e+00,1.330402082733968538e-01,5.640380403577248680e-01,2.394687689658003826e-05,-6.405605197455544082e-03
2.993598719743948777e+01,4.396727042217577264e+00,1.330402015818344941e-01,5.640380446718142871e-01,2.385480625988201098e-05,-1.682134793121094554e-02
2.994598919783956958e+01,4.396727280340754440e+00,1.330401949213234625e-01,5.640380489631273697e-01,2.376309327720149689e-05,7.208760429430929872e-03
2.995599119823964784e+01,4.396727517547097008e+00,1.330401882911833866e-01,5.640380532324048568e-01,2.367173620826390490e-05,1.669029359106874487e-03
2.996599319863972966e+01,4.396727753840226072e+00,1.330401816906927326e-01,5.640380574804355618e-01,2.358073329196408441e-05,1.129551465722907107e-02
2.997599519903980791e+01,4.396727989223751187e+00,1.330401751190886384e-01,5.640380617080567038e-01,2.349008274571406929e-05,-5.439809808990868530e-03
2.998599719943988973e+01,4.396728223701276583e+00,1.330401685755670249e-01,5.640380659161535748e-01,2.339978276569287807e-05,2.598559096583930028e-02
2.999599919983996799e+01,4.396728457276398494e+00,1.330401620592825962e-01,5.640380701056596502e-01,2.330983152573629091e-05,-7.014859953109076930e-03
3.000600120024004980e+01,4.396728689952703384e+00,1.330401555693487003e-01,5.640380742775570333e-01,2.322022717922422874e-05,5.192086251529548328e-03
3.001600320064012806e+01,4.396728921733772388e+00,1.330401491048375240e-01,5.640380784328755670e-01,2.313096785727664084e-05,4.210840250865887507e-03
3.002600520104020987e+01,4.396729152623177761e+00,1.330401426647799812e-01,5.640380825726937219e-01,2.304205166922534964e-05,1.109676887739728668e-02
3.003600720144028813e+01,4.396729382624481985e+00,1.330401362481657412e-01,5.640380866981379304e-01,2.295347670389080719e-05,-1.590765450595747841e-03
3.004600920184036994e+01,4.396729611741243104e+00,1.330401298539431731e-01,5.640380908103830304e-01,2.286524102831921645e-05,-9.106560133904878160e-03
3.005601120224044820e+01,4.396729839977009391e+00,1.330401234810194566e-01,5.640380949106520436e-01,2.277734268704700860e-05,-9.820244115030078019e-03
3.006601320264053001e+01,4.396730067335320236e+00,1.330401171282604988e-01,5.640380990002161754e-01,2.268977970465435590e-05,8.194113064246338549e-03
3.007601520304060827e+01,4.396730293819709701e+00,1.330401107944909345e-01,5.640381030803950368e-01,2.260255008285083633e-05,1.097201191761222692e-03
3.008601720344069008e+01,4.396730519433702078e+00,1.330401044784941533e-01,5.640381071525562007e-01,2.251565180197423466e-05,3.484405054779880599e-03
3.009601920384076834e+01,4.396730744180813666e+00,1.330400981790123283e-01,5.640381112181158674e-01,2.242908282260036579e-05,-8.104721374593481728e-03
3.010602120424085015e+01,4.396730968064554546e+00,1.330400918947463595e-01,5.640381152785379770e-01,2.234284108072748243e-05,1.434317377979076047e-03
3.011602320464092841e+01,4.396731191088425028e+00,1.330400856243558472e-01,5.640381193353352085e-01,2.225692449375760162e-05,2.213147325780421247e-03
3.012602520504101022e+01,4.396731413255919207e+00,1.330400793664592296e-01,5.640381233900680913e-01,2.217133095652745745e-05,6.188826495794694064e-03
3.013602720544108848e+01,4.396731634570522296e+00,1.330400731196336173e-01,5.640381274443455606e-01,2.208605834105870080e-05,-1.459405393461906363e-02
3.014602920584117030e+01,4.396731855035711511e+00,1.330400668824149035e-01,5.640381314998249573e-01,2.200110449987469075e-05,-7.649972891042315995e-03
3.015603120624124855e+01,4.396732074654956968e+00,1.330400606532977648e-01,5.640381355582113621e-01,2.191646726315554794e-05,1.731394755651317896e-02
3.016603320664133037e+01,4.396732293431719896e+00,1.330400544307355215e-01,5.640381396212587051e-01,2.183214443890468814e-05,-3.907681072040730674e-03
3.017603520704140863e+01,4.396732511369455310e+00,1.330400482131403328e-01,5.640381436907687673e-01,2.174813381458640116e-05,-8.175114567440302247e-04
3.018603720744149044e+01,4.396732728471608453e+00,1.330400419988831129e-01,5.640381477685915135e-01,2.166443315637645028e-05,-3.962179274714533808e-03
3.019603920784156870e+01,4.396732944741490456e+00,1.330400357873418038e-01,5.640381518554044016e-01,2.158104087487955347e-05,-1.494562552208538245e-02
3.020604120824165051e+01,4.396733160181215183e+00,1.330400295874812344e-01,5.640381559407183776e-01,2.149796149708560478e-05,-1.073570354897712339e-02
3.021604320864172877e+01,4.396733374793521776e+00,1.330400234026392070e-01,5.640381600205999213e-01,2.141519598902741350e-05,3.728450257987252995e-03
3.022604520904181058e+01,4.396733588581403396e+00,1.330400172339111786e-01,5.640381640937273122e-01,2.133274389598538434e-05,-6.699499878460492969e-03
3.023604720944188884e+01,4.396733801547852316e+00,1.330400110823507787e-01,5.640381681588275686e-01,2.125060473841255959e-05,2.029260073379202112e-02
3.024604920984197065e+01,4.396734013695851928e+00,1.330400049489698366e-01,5.640381722146770027e-01,2.116877801497385470e-05,-1.496065898899581054e-02
3.025605121024204891e+01,4.396734225028384735e+00,1.330399988347382711e-01,5.640381762601003324e-01,2.108726320124154618e-05,-1.940244213465266293e-02
3.026605321064213072e+01,4.396734435548426134e+00,1.330399927405842286e-01,5.640381802939715694e-01,2.100605974926506025e-05,-3.898667910473972882e-03
3.027605521104220898e+01,4.396734645258948859e+00,1.330399866673939724e-01,5.640381843152132424e-01,2.092516708841751782e-05,-1.207457791813530516e-02
3.028605721144229079e+01,4.396734854162918538e+00,1.330399806160119380e-01,5.640381883227970627e-01,2.084458462475735629e-05,1.382747460830757551e-02
3.029605921184236905e+01,4.396735062263298133e+00,1.330399745872407058e-01,5.640381923157434807e-01,2.076431174126425194e-05,-4.241468647514435274e-03
3.030606121224245086e+01,4.396735269563044390e+00,1.330399685818410005e-01,5.640381962931217963e-01,2.068434779892158737e-05,5.184234067512382207e-03
3.031606321264252912e+01,4.396735476065111392e+00,1.330399626005317471e-01,5.640382002540501594e-01,2.060469213406579403e-05,-1.416490166702802020e-02
3.032606521304261094e+01,4.396735681772446114e+00,1.330399566439900150e-01,5.640382041976959027e-01,2.052534406102313191e-05,6.627533705871395744e-03
3.033606721344268919e+01,4.396735886687993755e+00,1.330399507128509629e-01,5.640382081232747646e-01,2.044630287020843262e-05,6.356276729038688907e-03
3.034606921384277101e+01,4.396736090814691522e+00,1.330399448077080049e-01,5.640382120300517776e-01,2.036756783016513417e-05,1.235412279093997187e-02
3.035607121424284927e+01,4.396736294155474845e+00,1.330399389291126444e-01,5.640382159173406018e-01,2.028913818555300175e-05,2.151207285389503295e-03
3.036607321464293108e+01,4.396736496713272047e+00,1.330399330775745848e-01,5.640382197845038581e-01,2.021101315854978431e-05,5.115594210611425219e-03
3.037607521504300934e+01,4.396736698491009676e+00,1.330399272535616739e-01,5.640382236309531283e-01,2.013319194713036886e-05,1.614914922996405280e-03
3.038607721544309115e+01,4.396736899491606287e+00,1.330399214574998767e-01,5.640382274561487330e-01,2.005567372775907131e-05,9.186249438951785140e-03
3.039607921584316941e+01,4.396737099717978658e+00,1.330399156897733581e-01,5.640382312596000647e-01,1.997845765328021272e-05,-4.187641211766162525e-03
3.040608121624325122e+01,4.396737299173036462e+00,1.330399099507244554e-01,5.640382350408650325e-01,1.990154285289036373e-05,5.381987176102619869e-03
3.041608321664332948e+01,4.396737497859687593e+00,1.330399042406536503e-01,5.640382387995508395e-01,1.982492843351224554e-05,-5.758915886174924108e-03
3.042608521704341129e+01,4.396737695780831956e+00,1.330398985598195138e-01,5.640382425353134277e-01,1.974861347872614026e-05,6.995329646294826467e-03
3.043608721744348955e+01,4.396737892939367676e+00,1.330398929084388449e-01,5.640382462478574777e-01,1.967259704888091321e-05,-2.843185675058261270e-03
3.044608921784357136e+01,4.396738089338185773e+00,1.330398872866866145e-01,5.640382499369366309e-01,1.959687818178790231e-05,-6.571996486479263211e-03
3.045609121824364962e+01,4.396738284980174605e+00,1.330398816946959106e-01,5.640382536023536009e-01,1.952145589137477266e-05,-6.862229082159644611e-03
3.046609321864373143e+01,4.396738479868216309e+00,1.330398761325579660e-01,5.640382572439597286e-01,1.944632916994759597e-05,1.463204396548605651e-02
3.047609521904380969e+01,4.396738674005190362e+00,1.330398706003222131e-01,5.640382608616552051e-01,1.937149698479079252e-05,-1.566011116048905000e-02
3.048609721944389150e+01,4.396738867393968242e+00,1.330398650979962294e-01,5.640382644553894043e-01,1.929695828224720078e-05,-1.490869815959540087e-02
3.049609921984396976e+01,4.396739060037420543e+00,1.330398596255457089e-01,5.640382680251603276e-01,1.922271198404046366e-05,6.288262719928387062e-03
3.050610122024405158e+01,4.396739251938411641e+00,1.330398541828945458e-01,5.640382715710149375e-01,1.914875698882934074e-05,-1.004295665728316585e-02
3.051610322064412983e+01,4.396739443099798805e+00,1.330398487699247789e-01,5.640382750930490463e-01,1.907509217431713200e-05,-4.745430983279982744e-03
3.052610522104421165e+01,4.396739633524439306e+00,1.330398433864766194e-01,5.640382785914073160e-01,1.900171639253322997e-05,-5.019164443565872838e-03
3.053610722144428991e+01,4.396739823215182419e+00,1.330398380323483953e-01,5.640382820662833696e-01,1.892862847346910016e-05,2.271213363505541691e-02
3.054610922184437172e+01,4.396740012174872980e+00,1.330398327072966624e-01,5.640382855179197907e-01,1.885582722491174756e-05,-6.814173673503192211e-03
3.055611122224444998e+01,4.396740200406353161e+00,1.330398274110360379e-01,5.640382889466077909e-01,1.878331143070899323e-05,-7.304702784211331013e-03
3.056611322264453179e+01,4.396740387912457138e+00,1.330398221432393668e-01,5.640382923526877645e-01,1.871107985175479715e-05,-3.974519670353608702e-03
3.057611522304461005e+01,4.396740574696019088e+00,1.330398169035376388e-01,5.640382957365486227e-01,1.863913122571170256e-05,2.237835363699736211e-03
3.058611722344469186e+01,4.396740760759863420e+00,1.330398116915199880e-01,5.640382990986284595e-01,1.856746426798228100e-05,4.932199049318209197e-03
3.059611922384477012e+01,4.396740946106812764e+00,1.330398065067336932e-01,5.640383024394142186e-01,1.849607766975236434e-05,-1.478171640478101283e-02
3.060612122424485193e+01,4.396741130739686199e+00,1.330398013486842335e-01,5.640383057594414717e-01,1.842497010029475746e-05,4.403721177033835706e-03
3.061612322464493019e+01,4.396741314661293920e+00,1.330397962168351766e-01,5.640383090592950843e-01,1.835414020545655944e-05,1.948031276473714130e-02
3.062612522504501200e+01,4.396741497874447013e+00,1.330397911106083464e-01,5.640383123396084386e-01,1.828358660743711894e-05,-1.792186140876523767e-02
3.063612722544509026e+01,4.396741680381945905e+00,1.330397860293836276e-01,5.640383156010638777e-01,1.821330790680031342e-05,5.714886106682410920e-03
3.064612922584517207e+01,4.396741862186591909e+00,1.330397809724991054e-01,5.640383188443928164e-01,1.814330267929653573e-05,7.652061576552361341e-03
3.065613122624525033e+01,4.396742043291177460e+00,1.330397759392510371e-01,5.640383220703752976e-01,1.807356947888805188e-05,1.506208183110541252e-03
3.066613322664533214e+01,4.396742223698493213e+00,1.330397709288937969e-01,5.640383252798404357e-01,1.800410683579223292e-05,-1.997484937727957675e-03
3.067613522704541040e+01,4.396742403411323608e+00,1.330397659406399313e-01,5.640383284736660841e-01,1.793491325799423386e-05,-2.359055251228647787e-02
3.068613722744549221e+01,4.396742582432447755e+00,1.330397609736601872e-01,5.640383316527790569e-01,1.786598722994248156e-05,1.196091225784477567e-02
3.069613922784557047e+01,4.396742760764642988e+00,1.330397560270833723e-01,5.640383348181551293e-01,1.779732721235438575e-05,-3.282205074376101910e-03
3.070614122824565229e+01,4.396742938410677759e+00,1.330397510999965505e-01,5.640383379708187039e-01,1.772893164438127389e-05,-2.100156906949461437e-03
3.071614322864573055e+01,4.396743115373320521e+00,1.330397461914449020e-01,5.640383411118433665e-01,1.766079894095773373e-05,1.223627759605136478e-02
3.072614522904581236e+01,4.396743291655330843e+00,1.330397413004317519e-01,5.640383442423513305e-01,1.759292749484164808e-05,-2.344286066039972735e-02
3.073614722944589062e+01,4.396743467259466520e+00,1.330397364259185700e-01,5.640383473635138811e-01,1.752531567433823767e-05,-7.205991346630666577e-04
3.074614922984596888e+01,4.396743642188479129e+00,1.330397315668250535e-01,5.640383504765510425e-01,1.745796182664460794e-05,5.921899728598094617e-03
3.075615123024605069e+01,4.396743816445116693e+00,1.330397267220289892e-01,5.640383535827316885e-01,1.739086427415825753e-05,7.161849065518421063e-03
3.076615323064612895e+01,4.396743990032121019e+00,1.330397218903663359e-01,5.640383566833738760e-01,1.732402131718324689e-05,6.054337554235610444e-03
3.077615523104621076e+01,4.396744162952231250e+00,1.330397170706312249e-01,5.640383597798440674e-01,1.725743123326406447e-05,2.036023993970400778e-02
3.078615723144628902e+01,4.396744335208180310e+00,1.330397122615759042e-01,5.640383628735581301e-01,1.719109227560355890e-05,2.804771618969609682e-03
3.079615923184637083e+01,4.396744506802696684e+00,1.330397074619108777e-01,5.640383659659803373e-01,1.712500267600503001e-05,1.015666984563173315e-02
3.080616123224644909e+01,4.396744677738504414e+00,1.330397026703046548e-01,5.640383690586241450e-01,1.705916064195789339e-05,7.698809874536177884e-03
3.081616323264653090e+01,4.396744848018323992e+00,1.330396978853840562e-01,5.640383721530518590e-01,1.699356435815035926e-05,-1.482948124768492838e-02
