pH,temperature,ionic_strength,k_turn
5.624928454074981765e+00,3.060205443767948168e+02,9.229231851623441729e-01,1.246675251219274401e+02
5.652232183293958379e+00,3.034812003513798686e+02,4.610744819738517575e-01,1.115715571604630867e+02
7.038532426430860411e+00,2.874471020609010452e+02,1.538820976865152013e-01,3.980068154634484046e+01
6.645648603302075408e+00,3.094433516028983036e+02,8.786864927425025451e-01,1.878000802172333863e+02
8.783884135643869939e+00,3.166152818747182209e+02,4.685212070945179441e-01,2.751631138950477506e+01
8.039156638276859113e+00,2.914803974462478209e+02,4.332796786824240076e-01,3.445240096882801595e+01
7.717242807208330113e+00,2.982560591989146701e+02,1.534666446516080515e-02,6.368471162875396629e+01
5.483574045367367589e+00,2.946213812324726860e+02,4.026835015925848693e-01,5.434093879724905207e+01
5.514364477839473366e+00,2.952192927705268630e+02,6.588992385878523761e-01,5.651544443486702107e+01
6.287522067077229160e+00,3.072470667382723946e+02,4.865117063628033867e-01,1.656713608508723041e+02
5.466831219162737732e+00,2.928302485463715357e+02,7.499712237871739573e-01,4.481112399264148394e+01
4.928919696540170925e+00,3.032251757240559300e+02,1.627285732560792772e-02,7.482703515187421317e+01
4.983402104973253088e+00,3.182464486905544732e+02,6.356044688809744381e-01,1.342727907895311716e+02
5.895489240946377052e+00,2.900106946426685113e+02,7.817263374374747720e-01,4.485012952129162755e+01
5.681030246486800550e+00,3.094518889440137173e+02,6.822285255535812665e-01,1.585229765947795784e+02
8.705500637525995344e+00,2.916625605567554658e+02,1.849460303433174690e-01,1.269134956627542721e+01
7.025131543894153729e+00,2.931774453267341300e+02,8.296320030131790757e-01,6.402348692466941316e+01
8.349119407403343018e+00,2.867542088025913927e+02,8.037721781790393427e-01,1.807917507851773209e+01
4.493094253110359482e+00,3.126137611271811920e+02,8.753809696296156462e-01,4.411937639918091492e+01
4.195660171148063000e+00,2.866180460912918306e+02,5.835242350760223573e-01,3.836515609387270764e+00
8.168654800320387821e+00,3.005184644257053606e+02,5.368095182427385925e-01,5.007319330302453153e+01
6.186626776090864865e+00,3.058960040214523133e+02,2.288254326930000138e-01,1.528702996257255222e+02
6.753346576816478652e+00,3.111206177478773611e+02,7.626842468090898608e-01,2.030331600447587732e+02
5.363575236631827892e+00,2.976205618165988085e+02,5.316415549119727357e-01,6.110191089835391409e+01
6.166074910240844531e+00,3.132184872261572650e+02,8.271859227132055681e-01,2.221393771763038671e+02
4.663495660015828825e+00,2.892505223243323940e+02,1.323306253192440274e-01,1.486200046569602407e+01
8.958155016993478270e+00,2.964071014604588186e+02,4.001073427625242984e-01,1.038914892373586518e+01
6.748253695402389951e+00,2.872988875169420453e+02,1.818847846581212735e-01,4.022900975317915595e+01
4.494090618050855745e+00,2.876554013459536918e+02,1.886040639386377116e-01,9.137595759356189618e+00
8.257886615843837319e+00,3.042524675134758354e+02,7.858827411337409030e-01,5.319863885746238452e+01
6.150398045587830431e+00,2.960110148430338199e+02,6.913031958645773356e-01,7.770807486247217355e+01
7.175986422809803145e+00,3.007096788952758857e+02,3.368560860352021180e-01,1.042362802800549133e+02
4.786257326184234273e+00,3.050409740616975114e+02,9.222044111594163152e-01,4.694167468638133300e+01
5.977942610402222634e+00,2.868843911039928685e+02,1.292567742312817625e-01,3.648909739627509197e+01
6.489934802553380067e+00,2.936141579429862531e+02,2.990801505996675269e-01,6.773058527514369587e+01
6.486262982950882439e+00,3.177629817144045319e+02,6.025824174259873933e-01,2.794317902656703154e+02
8.098780472448831702e+00,2.896190371484348702e+02,9.743118775942269938e-01,2.957258797004879014e+01
6.478947196960995747e+00,3.060580447427499280e+02,6.544041965845147635e-01,1.561355287017054820e+02
5.512498918462609865e+00,2.995079713885031083e+02,4.709779560075857407e-01,7.885746173949320337e+01
5.338775626182297174e+00,2.944993720470088761e+02,1.641840320660171715e-01,5.108465448540352583e+01
5.538509282674347389e+00,2.982172913367424485e+02,8.783654040334126778e-01,7.071042997193843860e+01
6.361671283795701903e+00,3.164154056950184781e+02,5.771637082721774170e-02,2.660146049540838362e+02
5.321473825859492912e+00,3.095043400616373219e+02,1.444846763023774072e-01,1.380547930924551565e+02
4.154732448952971779e+00,3.137821460043954289e+02,9.222695746806413020e-01,2.372151834138582061e+01
4.996180691646666006e+00,2.990428572833707790e+02,4.597557756261708151e-01,4.619702201546002129e+01
6.890778769653063129e+00,2.877277957437946156e+02,5.597715616069474098e-01,4.149483129056545039e+01
5.352667454486721432e+00,2.962052853615593335e+02,5.879485655286350448e-02,6.207345633572457189e+01
5.659147064535677174e+00,3.115428154224470063e+02,3.658187809837059601e-01,1.798502655246245183e+02
5.292888764782222033e+00,3.038524918879585925e+02,7.606747950921384227e-01,8.567027665503152889e+01
4.483866953059457927e+00,3.123142524270119225e+02,3.894265512737328239e-01,4.832250468821205658e+01
4.901966225579321268e+00,2.919246490234799580e+02,6.846059186730926172e-01,2.209591469847467238e+01
5.272403631445480521e+00,3.119346819200383152e+02,2.796122766833281093e-01,1.451076023302879889e+02
8.196749948288097443e+00,2.921526137094401179e+02,9.373964626957834723e-01,3.138956414858503052e+01
5.106128596452750301e+00,3.110022521420145836e+02,2.180832150456862017e-01,1.202110022736867450e+02
8.141989094399907145e+00,3.068160560423324910e+02,6.776446009871511800e-01,6.895261601512495986e+01
7.716498041048303946e+00,2.870030301786742370e+02,3.884890992856118719e-01,3.150371804814077947e+01
8.871472593090029335e+00,3.178916580806265415e+02,5.420658932893011178e-02,1.957780388452509257e+01
7.767950721140928216e+00,3.171352428981564913e+02,4.216259231876673952e-01,1.524150826920788404e+02
4.575565270344789326e+00,2.999450810350777488e+02,3.276402422225893063e-01,2.686061775886888725e+01
8.700213765747834671e+00,2.893922091122169604e+02,9.925268538742832991e-01,1.275692732387644490e+01
8.210473105082799705e+00,2.976370992221974348e+02,2.711754225983225020e-01,3.949220660825157836e+01
6.218143008344509504e+00,2.992137043968338048e+02,4.927974168646816477e-01,9.931233234350554540e+01
6.167944716166746666e+00,2.934691179559204102e+02,4.643995444795468996e-01,6.460774925051536854e+01
4.154771417509634190e+00,2.976341940549319247e+02,5.026607250169371488e-01,9.326656667119291200e+00
5.088207691000598665e+00,3.133756065428255511e+02,1.618038377538809081e-01,1.369905162636105729e+02
7.574430576928389058e+00,3.058784312184790224e+02,6.327768864385450165e-01,1.178265148245314435e+02
4.552633997033354696e+00,3.042610380889140060e+02,9.141598069306990926e-01,2.976179929680936098e+01
8.958724464739672655e+00,2.959243935642571159e+02,6.854610054699196153e-01,1.063094814345458339e+01
4.108412368619587696e+00,3.109494926204674243e+02,7.360422128661393559e-01,1.916396031825028956e+01
8.954867303716630644e+00,2.897669241180100812e+02,3.213917142995146858e-01,7.437548589303629498e+00
5.481037861804200162e+00,2.916511112045130858e+02,1.217606841701974682e-02,4.883279249495573993e+01
6.304326070154379735e+00,3.034546115652952381e+02,7.056468185550857086e-01,1.319656826235095366e+02
6.727357261559040680e+00,3.000278169326085731e+02,4.354804569291878535e-02,1.067960759991158284e+02
5.447765930480820806e+00,3.115383646988323108e+02,9.938423679247962994e-01,1.504448018055926752e+02
5.102487851453686218e+00,3.160296022939087379e+02,1.739208232285193445e-01,1.574302415129915573e+02
4.252845976134446815e+00,3.008808230295641692e+02,4.598392149769855997e-01,1.472508053518247095e+01
8.117165022157022847e+00,2.867270590615030414e+02,1.761168281702245597e-01,2.197291699429134226e+01
8.861546855221313024e+00,2.862565316100494783e+02,6.503276633058037159e-01,7.678897202831331370e+00
4.627787379554755276e+00,3.163277140355057782e+02,2.683068938723873198e-01,8.052357054736341979e+01
8.299154192750377135e+00,3.007311940866050008e+02,8.170941903455022359e-01,4.313486493392633037e+01
7.602697235586685309e+00,2.915529226610695446e+02,2.837890912024179646e-01,4.723359578160587091e+01
7.751126705883177870e+00,2.951359173559978331e+02,2.355133152283777342e-01,5.492053245749666246e+01
5.939027302011267828e+00,2.936509840463569390e+02,4.853523190797343623e-01,6.210934521024206845e+01
4.287874550089295411e+00,3.037105222139589387e+02,9.835848253053527390e-01,1.693314611286087512e+01
7.452115618039149680e+00,2.933257544424124603e+02,3.866636960274761337e-01,5.788322069533783321e+01
8.810632142990925786e+00,3.112224073001856937e+02,7.662655547159913372e-01,2.430160595679883073e+01
7.293791233447199041e+00,3.189830918042316625e+02,9.249257039954266180e-01,2.433824285468573407e+02
5.170261567905726885e+00,3.105947736244768862e+02,5.322760017110576003e-01,1.163733186247196585e+02
6.683676320496584999e+00,3.157288238216771106e+02,5.748902869105153579e-01,2.533436244516591671e+02
4.608375715255153438e+00,3.097062142539722345e+02,2.025886816322819417e-01,5.708831256065441551e+01
7.589392730747949400e+00,2.892635579597489937e+02,2.655166567173061765e-01,3.990745668640307287e+01
7.364320969444067444e+00,3.199026889846514905e+02,3.619958913556224345e-01,2.353171387959975220e+02
6.233969996847984696e+00,3.142646844148886771e+02,5.102537498353543199e-01,2.369572884170880513e+02
4.043322468513847134e+00,3.176758016980199955e+02,6.878579283384702592e-01,2.398869005747951988e+01
4.301830359467364140e+00,3.174445934649569381e+02,7.599263059166853074e-01,3.977006333946173555e+01
7.409888431846018975e+00,2.958361547641308675e+02,7.353438351204540924e-01,7.092700034743330662e+01
7.462066716639867536e+00,3.097288334299082635e+02,2.148647676091380507e-02,1.402191025062004144e+02
6.876046634410064584e+00,3.129273092066849813e+02,5.086721800614812938e-01,2.173602470715934203e+02
5.138456113938113745e+00,3.103813722745999257e+02,1.966846305806530526e-01,1.211347488942802499e+02
7.315657935884815721e+00,3.196791797517888654e+02,1.480457424303184000e-01,2.356458152807600186e+02
4.527526007801001562e+00,2.896213548539416820e+02,8.800090998867631242e-01,9.196486778645462934e+00
7.138402874386311936e+00,2.934312062312927765e+02,1.676169811974155821e-01,6.343349563484688503e+01
6.861589539771241419e+00,2.858493704965038660e+02,4.212323679026053203e-01,3.517981590604033215e+01
5.777468183475090058e+00,2.961373264078578700e+02,5.254963666253507082e-01,7.078409902368093753e+01
5.095830208078928614e+00,3.065578245390489656e+02,8.660130496271948308e-01,8.087403916538004012e+01
7.622913516640309695e+00,2.971584112844065544e+02,6.444671635140261090e-01,6.988033245270349880e+01
4.904959775064033245e+00,3.082013063259046248e+02,7.082497467645202383e-01,7.068227325087536883e+01
4.786773290336409303e+00,2.996570908326147560e+02,3.322202108127106923e-01,3.723287960242799244e+01
7.163820595328651564e+00,2.889787223464927592e+02,3.239189192719176269e-01,4.462133634078039535e+01
7.303122654352252496e+00,3.098571196800422172e+02,3.624374865017379044e-01,1.641554614634069367e+02
4.509845491183137156e+00,2.934244825899806983e+02,5.004009703358800465e-01,1.348890095715797699e+01
5.311441535178042628e+00,2.955832783518272322e+02,1.918155927924116988e-01,5.384400911213721486e+01
4.492980170426268849e+00,3.018902021722042832e+02,7.879842953441958953e-01,2.319972488622152085e+01
8.569157311907968477e+00,3.094168238943360052e+02,7.499903902034403824e-01,3.726613921562359621e+01
4.041932575523567550e+00,3.116726870861373868e+02,5.806522282033046434e-01,1.807567406529895138e+01
5.755057888601185390e+00,3.008958390714633993e+02,6.841822221644927593e-01,9.736249898629472455e+01
4.784105037156606954e+00,2.923938483230198244e+02,3.407198525159811364e-01,2.097741108270012944e+01
6.334974385079328307e+00,3.169656365050011573e+02,6.605631902776284425e-01,2.691794802975442735e+02
8.534186786946493797e+00,3.150337454323360475e+02,8.883334368600031006e-01,4.638616470068555486e+01
7.536881881583066267e+00,2.979329508744547752e+02,1.956600982325943650e-01,7.496841594314834367e+01
5.800868773063511341e+00,2.910233817934494027e+02,6.643593059590980898e-01,4.730593187670356770e+01
4.933268477180950740e+00,3.147029405275712293e+02,8.583360424976069769e-01,1.024982259057711929e+02
7.525060668899045346e+00,3.104652716001000385e+02,9.743209217105417430e-01,1.524540300753476743e+02
6.709579364938199397e+00,3.132607899348838032e+02,8.144899389125394018e-01,2.261070518438314423e+02
7.601449848240482865e+00,3.022749296303067013e+02,9.001346020155911454e-01,9.672416026002059652e+01
4.224276430413662631e+00,3.148599901677480375e+02,4.485339360774739381e-01,3.270051461241629198e+01
4.865703120801533998e+00,2.875403932248729575e+02,2.161310003863125273e-01,1.634039690844984705e+01
5.599366508399713283e+00,3.140323708470551765e+02,2.934007714867133410e-01,1.999020690893820813e+02
6.332683483962938453e+00,2.908386504666635801e+02,1.980808097267315881e-01,5.388042852321240161e+01
6.847230101635485511e+00,3.189674535518141170e+02,1.181221449315919964e-01,2.792493244944913044e+02
6.810469973726808846e+00,2.960747075816539109e+02,5.653291101289347198e-01,8.100373434553840468e+01
6.714578309647150967e+00,3.199608321131028674e+02,7.177985566355442604e-01,3.002663762495401443e+02
6.830581705307213980e+00,2.872235630800007016e+02,3.294049967429975023e-01,3.982494381686152707e+01
6.087378115638704124e+00,2.987330726711363695e+02,8.013740029075269167e-01,9.310660666738291980e+01
5.394064244005202902e+00,3.115376460037418838e+02,4.646182586725273733e-01,1.514891875301895539e+02
6.590647704406443097e+00,3.083339073028001849e+02,6.233132515188842815e-01,1.774323629010347076e+02
4.609302566376547894e+00,2.985207751205527984e+02,6.667134745755358693e-01,2.313540524506382567e+01
7.746356848844946796e+00,2.987130876039378791e+02,8.249620662292268536e-01,7.137835392059119499e+01
8.764678619105053414e+00,3.080057840510980327e+02,6.237079316227888137e-01,2.411084712480539594e+01
4.270482437250214147e+00,3.189322475371981795e+02,7.501431127218840533e-01,4.012250230637603465e+01
7.911635705556143705e+00,2.997624955064360392e+02,2.136476919226664162e-01,6.240702180628846918e+01
5.119164455839866790e+00,3.023113322117457074e+02,4.347462124258541505e-01,6.779874803328350197e+01
5.682056774671850441e+00,3.108210696543231961e+02,3.657697866140203757e-01,1.749653232743039553e+02
4.167690877910741776e+00,3.114527656211211024e+02,7.527384223277734376e-01,2.222793208223320605e+01
8.845428984595644195e+00,3.197165234839661139e+02,7.359514607151366183e-01,2.638080376405045513e+01
6.810478026963080467e+00,2.872877423619073056e+02,4.949417393716796232e-01,4.008037554979165407e+01
4.407907161220885328e+00,2.919176110682891476e+02,1.186720695540412346e-01,1.219523562908535652e+01
5.607778172753328683e+00,3.057866425467943827e+02,1.057855324825485166e-01,1.332077665298278077e+02
8.886405331095314608e+00,2.939425773665515749e+02,4.958089841577771328e-01,1.091045138657697144e+01
4.300206287811866090e+00,3.189227728787131468e+02,5.539067001344696317e-01,4.474099951960249655e+01
8.589530527344829025e+00,3.159881421291712513e+02,3.396882902720114727e-01,3.931456391319022003e+01
5.397552244998554016e+00,3.138123069605425144e+02,6.736934956498527027e-01,1.666245614613624184e+02
4.389435505495166367e+00,2.917895156469357971e+02,5.361632877574216138e-01,9.224608843764917410e+00
7.123229036074913090e+00,2.891829034105714413e+02,7.977523886323066860e-01,4.592465597966182855e+01
8.481182351293009347e+00,3.068144341160036106e+02,1.261431517791600405e-02,3.123973377103223470e+01
5.832078521541377292e+00,2.922478476365808433e+02,9.536704605372712251e-01,5.236019030047577161e+01
5.733104493027413540e+00,3.068979042472181504e+02,9.312135167995631013e-01,1.389121498437040145e+02
5.311847611860102347e+00,2.895013308480923797e+02,1.657520261182560961e-01,3.302754864337089913e+01
5.556235942485886703e+00,3.168165323034110088e+02,9.532169134293382029e-02,2.327072892587361252e+02
4.337658674082546462e+00,3.079267446217106681e+02,5.659906626274828767e-01,2.680199327574817403e+01
6.526355391453940058e+00,3.150013413814177738e+02,5.377899390547227210e-01,2.476478426115988611e+02
5.707840403387266726e+00,2.938116304484907459e+02,9.311584289954012439e-01,5.601137076022337880e+01
4.830711493775101673e+00,3.091013062684191368e+02,7.791180452884792773e-01,6.590030647326277347e+01
7.611851144679793180e+00,3.044996258375980460e+02,4.541158416359503680e-01,1.061700351542123997e+02
8.466185693070615415e+00,2.961593058723636318e+02,3.513126939194876619e-01,2.535313606423189015e+01
8.035772022653386415e+00,3.030099847154007193e+02,5.582771357541204127e-01,6.673390682980013366e+01
4.677732690562590889e+00,2.971726998908384871e+02,7.935497619105419398e-01,2.299170691667513822e+01
8.567700363046480305e+00,2.879748256852719237e+02,1.889009346881111440e-01,1.305164042661443702e+01
6.044040311422637757e+00,3.144640740668971262e+02,3.574525096208204245e-01,2.341038920769154288e+02
8.572935569851182436e+00,3.091616468577456089e+02,4.018604781065078790e-01,3.498098982913597155e+01
4.418183180574072999e+00,3.039366121090659476e+02,8.824109774303944276e-01,2.268396152020519452e+01
8.918949615997851410e+00,3.121687793414950534e+02,6.247492999362858068e-01,1.947473485019931871e+01
4.483697540921474101e+00,2.949337655802874565e+02,3.852212330122657957e-01,1.513847830713387665e+01
7.727124040041674746e+00,3.039467655411986584e+02,5.073010712241767806e-01,9.492208427396624870e+01
7.572064894752601916e+00,2.856613263149802719e+02,8.074095168656219013e-01,3.047973974201190828e+01
7.785837680208315348e+00,2.894249603683047667e+02,2.534314814356311008e-01,3.609423458898547210e+01
5.223320272306714251e+00,3.054258818732736245e+02,2.650857471059610004e-01,9.621039268663997746e+01
7.739648258595925867e+00,3.162472221839590247e+02,8.444160405959664217e-01,1.576351997840970398e+02
6.564505965379802355e+00,2.988029062612682765e+02,6.782106325578080019e-01,9.879415207592015236e+01
4.235247205824881789e+00,2.886229989533647426e+02,4.848858147371310490e-01,5.189673475060724073e+00
4.487645480814390631e+00,2.875280869992169528e+02,8.838785516530605069e-01,7.026185586885564049e+00
5.401186534987478360e+00,2.956438277421245857e+02,6.408114860926293621e-02,6.115199644357015529e+01
8.237244733375906236e+00,3.133069132979911728e+02,1.409081949453310778e-01,6.639519265961106953e+01
6.127913829541252966e+00,3.069866227436849044e+02,3.743748213708896211e-01,1.605891357125444188e+02
5.370219556732891419e+00,3.121985449500920708e+02,1.084819240503315241e-01,1.674473152158723792e+02
6.674507597632585387e+00,3.070265429143644837e+02,6.812024886839659343e-01,1.645500579427440755e+02
5.651094836504523045e+00,2.937192897223419550e+02,8.030020298834261716e-01,5.425355869988975854e+01
5.540382272979807787e+00,2.951026241532530321e+02,4.221067908810564040e-01,5.840873826793296075e+01
4.991010222040925370e+00,2.928939927270859016e+02,6.347511030702633894e-01,2.747404374116422687e+01
5.756483347186897248e+00,2.887762590954548614e+02,3.270669753890547704e-01,3.929070272259920671e+01
4.828467700622451453e+00,2.892570552121711671e+02,5.850659874849251096e-01,1.595698724297021620e+01
6.870521020614074104e+00,2.962504460650970941e+02,3.183266794442892178e-01,8.156322112830341098e+01
5.884191403171619150e+00,3.119734613356990280e+02,5.153057221057808501e-01,1.979295656954109575e+02
4.197123800353764977e+00,2.941366376445653259e+02,2.147595736732681726e-01,8.904225636480127548e+00
5.080602464067364821e+00,3.030525862964380508e+02,4.625743701874492908e-01,6.769645860153542571e+01
6.392063634675475114e+00,2.916040192689882815e+02,4.395463320969479337e-01,5.726737959412218260e+01
5.390140379645209201e+00,3.040082649142454443e+02,6.021357835895219113e-02,1.089183581485932848e+02
8.411671324932177285e+00,3.183817569665694691e+02,1.759283792987818562e-01,5.510628849865118895e+01
4.291191073937325129e+00,2.954331871623612642e+02,6.951371984680293492e-01,9.832659783849944546e+00
7.239632982450745047e+00,2.916645197658213533e+02,5.313515170822565858e-01,5.472901428304603400e+01
8.304927459291112868e+00,3.127183195310336714e+02,2.962442763627739506e-01,6.127954285652555910e+01
8.604045777744699919e+00,2.986529545958971426e+02,3.187611728393208721e-01,2.228126849150138966e+01
6.421021670596128494e+00,3.154746942260910600e+02,7.113071505651412663e-01,2.527561186909615571e+02
6.015517179537853920e+00,3.116561091797397012e+02,3.375861670141240278e-01,2.030626759450318275e+02
4.178255896641806189e+00,3.003558338717310221e+02,4.599413910643603276e-01,1.217461971031965362e+01
6.323230379564877879e+00,2.966310059859944772e+02,8.088193029289270086e-01,8.329918805023568495e+01
7.249516123091808595e+00,3.121356380733499805e+02,6.339293560981215103e-01,1.884157926343792440e+02
5.691109807403955223e+00,3.108910952798237304e+02,5.870892557981722826e-01,1.731677026623590336e+02
4.808704837614595107e+00,3.144246881490282135e+02,8.233819894760333602e-01,8.441716605374399762e+01
6.353113103049499166e+00,2.973891957037402562e+02,1.831880270498346952e-01,8.938770770450098269e+01
4.811593218240721725e+00,2.994141806897642937e+02,1.802108492352080538e-01,4.089721213515588971e+01
6.789671812654430205e+00,3.155535241648934175e+02,3.298948776764371038e-01,2.475638404860744117e+02
6.284980308114402447e+00,3.052539757081290190e+02,5.222296705631837010e-01,1.474172253234275161e+02
8.974036285880854891e+00,3.123541324154363679e+02,8.165797530508173141e-01,1.780815776471801470e+01
4.814477512117776747e+00,2.986940295805839014e+02,3.327851312320335708e-01,3.620134474903289146e+01
7.176062898208487084e+00,3.174478315167297069e+02,4.624189553188388646e-01,2.404304298026594324e+02
4.997076517517180960e+00,2.866956654761398795e+02,2.162951024079462492e-01,1.804498141126744315e+01
6.092356940476739702e+00,3.153099769629388334e+02,9.800229315990770240e-02,2.493579646675777326e+02
7.737189024765532608e+00,2.979590757104699605e+02,2.783490785672413925e-01,6.647133764157523217e+01
6.485800429609427376e+00,2.857903259703066396e+02,2.961428876789082634e-02,3.531499314970812975e+01
5.803495984820759013e+00,3.178649885100230108e+02,5.437912093586725337e-01,2.540768098358125826e+02
8.445666263283035491e+00,3.120885250597514187e+02,8.649372591863140336e-01,5.086132571696190041e+01
8.360647947195969820e+00,3.194491693879483591e+02,9.327430967224639713e-02,5.907990606259315314e+01
5.912645248282137445e+00,3.106837575373639311e+02,8.041999406751759727e-01,1.845930459757466622e+02
4.473314980488744652e+00,3.050448857249874095e+02,5.149813060358628958e-01,2.950241379451745516e+01
5.714331867160335143e+00,3.060034680312050455e+02,9.964005668647045733e-01,1.302195795349269929e+02
4.933088607881142451e+00,3.003159781806149340e+02,8.793741411904687499e-01,4.306185139469486955e+01
7.724361248114944623e+00,3.089437527826229370e+02,8.455866949173762581e-01,1.220845343558390539e+02
7.192799547066590193e+00,3.117023454473197717e+02,8.655406161513170549e-01,1.898218408682907068e+02
6.525717032416604724e+00,3.125361530669256354e+02,7.153542418839559103e-01,2.204144423380048181e+02
4.081872516036021636e+00,3.199602894377865141e+02,9.847809743718991538e-01,2.719305616451946150e+01
8.830461261786084037e+00,3.140660917591563930e+02,3.567089983684804816e-02,1.946995260434272979e+01
4.067337699631901060e+00,3.064364033743847244e+02,4.460758287316852200e-01,1.464536153779490668e+01
6.637247595476605255e+00,3.004098976519151165e+02,9.376549511991226771e-01,1.100140939671225482e+02
6.158221872613911074e+00,2.926536612622282973e+02,2.622966430719431696e-01,6.097875957576891182e+01
5.309471310887680318e+00,2.861498681481786548e+02,1.807280967714074982e-01,2.421270468791220765e+01
8.449985457582306125e+00,3.086795943562036655e+02,8.793883492612762920e-01,4.584550679176943078e+01
5.715302502259535622e+00,3.120030421209699512e+02,2.883577334066380060e-01,1.902305204465492068e+02
6.825537667781674145e+00,2.890535626701518481e+02,2.637734613176269116e-01,4.664169613121656965e+01
4.652813005408493296e+00,3.098916959243895235e+02,7.375317227236413142e-01,5.191372018666013588e+01
4.262194824613412258e+00,3.158694230881401381e+02,2.530853036489590369e-01,4.078877711533574768e+01
8.201127056369932333e+00,2.970244217836848861e+02,9.929606183792444307e-01,4.154941503765216027e+01
4.644346032755006348e+00,3.058887060349574654e+02,1.565262445632560617e-02,6.199026763403067264e+01
4.676267690073487415e+00,3.114318737923321123e+02,4.845058121553298403e-01,6.248003614625908142e+01
7.284197030192148148e+00,3.171230688077130822e+02,6.345265067440447604e-02,2.161848859318636471e+02
5.074508449963611056e+00,3.088577941132446085e+02,8.218333642173727416e-01,9.073389174916489708e+01
7.904366508482453924e+00,2.942596902484635848e+02,2.774612779099297488e-01,4.607214939112760277e+01
4.373289319949469345e+00,3.162369311822446889e+02,9.807048443032467810e-01,4.148294082492029133e+01
4.155909968119226860e+00,3.195447173238564460e+02,4.816769802435987291e-01,3.520871939093336778e+01
5.896396754947739183e+00,2.891731433669958165e+02,6.590552416045443174e-01,4.196788639810055344e+01
8.334801799254728749e+00,2.968216010338632032e+02,9.827986517725267879e-01,3.426194462902272164e+01
4.672319583537003496e+00,3.059235048550217471e+02,7.232909951207134869e-01,4.242528937049402771e+01
4.026444715381362727e+00,2.878769685748706024e+02,9.026664463451190556e-01,2.797622081203443578e+00
6.410428120193745194e+00,3.056362087345632403e+02,6.476250711113380465e-01,1.519420487369193040e+02
6.244433976469480285e+00,3.134236657858180024e+02,6.208047807492950154e-01,2.274143941623665626e+02
6.189834049792801274e+00,3.100597742770606260e+02,5.859513136172964654e-01,1.907558524361643322e+02
5.149254439123815530e+00,2.921488890663433722e+02,2.974038880543193875e-01,3.389855923903488844e+01
7.551408633521067948e+00,2.925311246693312910e+02,2.838115098746521459e-01,5.204213234491179918e+01
8.258295506956525145e+00,3.103752039179980784e+02,9.353698107668150241e-01,6.688843349750133882e+01
6.269543791941974753e+00,2.891303067623465495e+02,1.518049165548789048e-01,4.649870560597812386e+01
8.629542592773770338e+00,2.996676201374970105e+02,5.782170386495029124e-01,2.323419060239984191e+01
7.583448564533752823e+00,3.139938041139312190e+02,6.204241550290260365e-01,1.662630056767702058e+02
4.383915335863433960e+00,2.869869581716595235e+02,5.505469825777407067e-01,5.882673556505922718e+00
8.702188242352981717e+00,3.146130993566808343e+02,1.739538949860148509e-01,2.885917311251786899e+01
5.964449271259180563e+00,3.071260382842477838e+02,1.687743908448016139e-01,1.591891896527694428e+02
7.141327869163456299e+00,2.880253061749779135e+02,3.828706176052704135e-01,4.138778605753388717e+01
4.877373535510236557e+00,2.902112715056157413e+02,2.057032267224051525e-01,2.124779305899425808e+01
6.606189810678174901e+00,2.964748321078761251e+02,6.489590669449514237e-01,8.386095089121378976e+01
5.102380580828942414e+00,2.986187403374679548e+02,3.883865778703710081e-01,5.195686166813523954e+01
7.274013213604269446e+00,2.908020493400951523e+02,1.188413040397506143e-01,5.000222388861264022e+01
5.529304330946153812e+00,3.184331610382245685e+02,8.771047966508170868e-01,2.234217493930033811e+02
8.984114580420706986e+00,2.919264124537633620e+02,2.805594508704422063e-01,7.762135887481724339e+00
4.544463112169166763e+00,3.167571993725195512e+02,9.959017169716902207e-02,8.139523422859019774e+01
6.820035573117626093e+00,2.907951227868351225e+02,2.420840951509960204e-01,5.390771013616345897e+01
4.917842261928879743e+00,3.150582385793351818e+02,1.594318980824078746e-01,1.228408156406561744e+02
5.477208967102104253e+00,2.941778149611093909e+02,3.574501561664751859e-01,5.261246405687725058e+01
8.301806195762319263e+00,2.907572705996216200e+02,3.710125439737695929e-01,2.403333090970139807e+01
6.506379575496275436e+00,2.922703857270085450e+02,2.632104150006128185e-01,6.101071434102313162e+01
4.445058349494622973e+00,3.069275796963771086e+02,9.616598022628028986e-01,2.856517342578960950e+01
7.643060708212940035e+00,2.972144774912312073e+02,5.854705443210837801e-02,6.523183263069854831e+01
6.220494487422232766e+00,3.072622544153220474e+02,3.815300739244775197e-01,1.651117449593667175e+02
4.413428251110062206e+00,2.957533276346453022e+02,8.983543874589846601e-01,1.235153894952361497e+01
6.422785077452628499e+00,3.172702329635002911e+02,1.710950553245970118e-01,2.749931205824464087e+02
6.227639397828188095e+00,3.135544608415275434e+02,2.419099421905662184e-01,2.306490934428148307e+02
6.918938304928571981e+00,3.090823653329349554e+02,6.529914904866942482e-01,1.789203763058095831e+02
6.171889456446706390e+00,3.068617555274660162e+02,7.648210633315921658e-01,1.588841748741347715e+02
7.004508412969657094e+00,3.094424729180703366e+02,6.655768890596124310e-01,1.792181487342090236e+02
7.519198923147914826e+00,2.962916976228881936e+02,8.441546237469779168e-01,7.008339996242656866e+01
8.947311225246760813e+00,2.937077933117911357e+02,8.325111064044669051e-01,9.978343070745516741e+00
6.788125054196718189e+00,3.038731514778545488e+02,4.909284803451813284e-01,1.359190220113246426e+02
6.203087029155016197e+00,3.058023838072764988e+02,6.932242294573208730e-01,1.502920551775603144e+02
