t,J,A,maturation_resource_level,adult_energy_reserve_level,dA_dt
2.242448489697939706e+01,5.051017115452015105e+02,1.819844216094431033e+02,2.266279556310697718e-01,3.793188737210742567e-01,2.244142049134772776e+00
2.243448689737947532e+01,5.052775812887406914e+02,1.820068514357232630e+02,2.265760471464222103e-01,3.791662026584049494e-01,2.240925451765011900e+00
2.244448889777955713e+01,5.054533600145341552e+02,1.820292490984602409e+02,2.265241946252850580e-01,3.790136323534653573e-01,2.237711163089443289e+00
2.245449089817963539e+01,5.056290476743090494e+02,1.820516146205013683e+02,2.264723980195767483e-01,3.788611627612020194e-01,2.234499185488360240e+00
2.246449289857971721e+01,5.058046442196584280e+02,1.820739480249673647e+02,2.264206572704432208e-01,3.787087938368007278e-01,2.231289520203752375e+00
2.247449489897979547e+01,5.059801496020409104e+02,1.820962493352521960e+02,2.263689723082579763e-01,3.785565255356870273e-01,2.228082167337419150e+00
2.248449689937987728e+01,5.061555637727806811e+02,1.821185185750230744e+02,2.263173430526219110e-01,3.784043578135256602e-01,2.224877125849008763e+00
2.249449889977995554e+01,5.063308866830674333e+02,1.821407557682204583e+02,2.262657694123635377e-01,3.782522906262212881e-01,2.221674393554227578e+00
2.250450090018003735e+01,5.065061182839568232e+02,1.821629609390581948e+02,2.262142512855387921e-01,3.781003239299176588e-01,2.218473967122854162e+00
2.251450290058011561e+01,5.066812585263696178e+02,1.821851341120232632e+02,2.261627885594311160e-01,3.779484576809984953e-01,2.215275842076913193e+00
2.252450490098019742e+01,5.068563073610927177e+02,1.822072753118759749e+02,2.261113811105515126e-01,3.777966918360866067e-01,2.212080012788764094e+00
2.253450690138027568e+01,5.070312647389308154e+02,1.822293845635128378e+02,2.260600288104610833e-01,3.776450263519101069e-01,2.208886473089165747e+00
2.254450890178035749e+01,5.072061306134065148e+02,1.822514618895518765e+02,2.260087316281152170e-01,3.774934611829494635e-01,2.205695226992343549e+00
2.255451090218043575e+01,5.073809049397305557e+02,1.822735073112655186e+02,2.259574895900525460e-01,3.773419962823693075e-01,2.202506284541374981e+00
2.256451290258051756e+01,5.075555876729056308e+02,1.822955208502658877e+02,2.259063027091450238e-01,3.771906316036429119e-01,2.199319654344506603e+00
2.257451490298059582e+01,5.077301787678017604e+02,1.823175025284341473e+02,2.258551709876303326e-01,3.770393671004799718e-01,2.196135343890546210e+00
2.258451690338067763e+01,5.079046781791572016e+02,1.823394523679206429e+02,2.258040944171116615e-01,3.768882027268263268e-01,2.192953359546940817e+00
2.259451890378075589e+01,5.080790858615775960e+02,1.823613703911448454e+02,2.257530729785577894e-01,3.767371384368644049e-01,2.189773706557907929e+00
2.260452090418083770e+01,5.082534017695367083e+02,1.823832566207953221e+02,2.257021066423031408e-01,3.765861741850127231e-01,2.186596389042616551e+00
2.261452290458091596e+01,5.084276258573758582e+02,1.824051110798297657e+02,2.256511953680476745e-01,3.764353099259262203e-01,2.183421409993268725e+00
2.262452490498099777e+01,5.086017580793044317e+02,1.824269337914750224e+02,2.256003391048569673e-01,3.762845456144960909e-01,2.180248771273266328e+00
2.263452690538107603e+01,5.087757983893993128e+02,1.824487247792270637e+02,2.255495377911622135e-01,3.761338812058499514e-01,2.177078473615331689e+00
2.264452890578115785e+01,5.089497467416053382e+02,1.824704840668509576e+02,2.254987913547601419e-01,3.759833166553516737e-01,2.173910516619667277e+00
2.265453090618123611e+01,5.091236030897351270e+02,1.824922116783808974e+02,2.254480997128130992e-01,3.758328519186015515e-01,2.170744898752108298e+00
2.266453290658131792e+01,5.092973673874691372e+02,1.825139076381202301e+02,2.253974627718490498e-01,3.756824869514359122e-01,2.167581617342246858e+00
2.267453490698139618e+01,5.094710395883554384e+02,1.825355719706413993e+02,2.253468804277615201e-01,3.755322217099278381e-01,2.164420668581598761e+00
2.268453690738147799e+01,5.096446196458101099e+02,1.825572047007860021e+02,2.252963525658096544e-01,3.753820561503862785e-01,2.161262047521777419e+00
2.269453890778155625e+01,5.098181075131168427e+02,1.825788058536646759e+02,2.252458790606181316e-01,3.752319902293568821e-01,2.158105748072607355e+00
2.270454090818163806e+01,5.099915031440269217e+02,1.826003754541191881e+02,2.251954597989710705e-01,3.750820239030976389e-01,2.154951765401865060e+00
2.271454290858171632e+01,5.101648064955761015e+02,1.826219135242056097e+02,2.251450947861679541e-01,3.749321571251500451e-01,2.151800107148414298e+00
2.272454490898179813e+01,5.103380175254042683e+02,1.826434200856001837e+02,2.250947840440960246e-01,3.747823898486817296e-01,2.148650782696879702e+00
2.273454690938187639e+01,5.105111361909798120e+02,1.826648951602815885e+02,2.250445275825506408e-01,3.746327220271307157e-01,2.145503800153971241e+00
2.274454890978195820e+01,5.106841624496411214e+02,1.826863387704934496e+02,2.249943254008313909e-01,3.744831536141680073e-01,2.142359166514715696e+00
2.275455091018203646e+01,5.108570962585963002e+02,1.827077509387443683e+02,2.249441774877421751e-01,3.743336845636979215e-01,2.139216887660616351e+00
2.276455291058211827e+01,5.110299375749235651e+02,1.827291316878079499e+02,2.248940838215911231e-01,3.741843148298577559e-01,2.136076968357812689e+00
2.277455491098219653e+01,5.112026863555709610e+02,1.827504810407227183e+02,2.248440443701906488e-01,3.740350443670180658e-01,2.132939412255282718e+00
2.278455691138227834e+01,5.113753425573564755e+02,1.827717990207922014e+02,2.247940590908573955e-01,3.738858731297823312e-01,2.129804221882995563e+00
2.279455891178235660e+01,5.115479061369678675e+02,1.827930856515847893e+02,2.247441279304123185e-01,3.737368010729874568e-01,2.126671398650110234e+00
2.280456091218243841e+01,5.117203770509630658e+02,1.828143409569339894e+02,2.246942508251805748e-01,3.735878281517031052e-01,2.123540942843128221e+00
2.281456291258251667e+01,5.118927552557695435e+02,1.828355649609381430e+02,2.246444277009916335e-01,3.734389543212323637e-01,2.120412853624095817e+00
2.282456491298259849e+01,5.120650407076851707e+02,1.828567576879606236e+02,2.245946584731792206e-01,3.732901795371113551e-01,2.117287129028831316e+00
2.283456691338267674e+01,5.122372333628771912e+02,1.828779191626297234e+02,2.245449430465813467e-01,3.731415037551094049e-01,2.114163765965045627e+00
2.284456891378275856e+01,5.124093331773832460e+02,1.828990494098387671e+02,2.244952813155401961e-01,3.729929269312287077e-01,2.111042760210576574e+00
2.285457091418283682e+01,5.125813401071104636e+02,1.829201484547459415e+02,2.244456731639023483e-01,3.728444490217049379e-01,2.107924106411591225e+00
2.286457291458291863e+01,5.127532541078362556e+02,1.829412163227745225e+02,2.243961184650185292e-01,3.726960699830066392e-01,2.104807798080770453e+00
2.287457491498299689e+01,5.129250751365028691e+02,1.829622530384501715e+02,2.243466171308657886e-01,3.725477897707122898e-01,2.101693832800350492e+00
2.288457691538307870e+01,5.130968031531522229e+02,1.829832586236799727e+02,2.242971691845187243e-01,3.723996083378690036e-01,2.098582219912255908e+00
2.289457891578315696e+01,5.132684381178435160e+02,1.830042331005098220e+02,2.242477746437080699e-01,3.722515256376488502e-01,2.095472968190488672e+00
2.290458091618323877e+01,5.134399799905066857e+02,1.830251764912476631e+02,2.241984335157511110e-01,3.721035416234547699e-01,2.092366085301261336e+00
2.291458291658331703e+01,5.136114287309433166e+02,1.830460888184623514e+02,2.241491457976086954e-01,3.719556562489200191e-01,2.089261577807249637e+00
2.292458491698339884e+01,5.137827842988273233e+02,1.830669701049834259e+02,2.240999114758850108e-01,3.718078694679075036e-01,2.086159451165823242e+00
2.293458691738347710e+01,5.139540466537042676e+02,1.830878203739012804e+02,2.240507305268278349e-01,3.716601812345102784e-01,2.083059709727251629e+00
2.294458891778355891e+01,5.141252157549919275e+02,1.831086396485671060e+02,2.240016029163283129e-01,3.715125915030511039e-01,2.079962356732870887e+00
2.295459091818363717e+01,5.142962915619799560e+02,1.831294279525928062e+02,2.239525285999211246e-01,3.713651002280830560e-01,2.076867394313389070e+00
2.296459291858371898e+01,5.144672740338297672e+02,1.831501853098511958e+02,2.239035075227843452e-01,3.712177073643886938e-01,2.073774823487010366e+00
2.297459491898379724e+01,5.146381631295749912e+02,1.831709117444757453e+02,2.238545396197396120e-01,3.710704128669809476e-01,2.070684644157765320e+00
2.298459691938387905e+01,5.148089588081211332e+02,1.831916072808608078e+02,2.238056248152519023e-01,3.709232166911022865e-01,2.067596855113617238e+00
2.299459891978395731e+01,5.149796610282456868e+02,1.832122719436615341e+02,2.237567630234298111e-01,3.707761187922255508e-01,2.064511454024806625e+00
2.300460092018403913e+01,5.151502697485980207e+02,1.832329057577937874e+02,2.237079541480252176e-01,3.706291191260531193e-01,2.061428437442014427e+00
2.301460292058411738e+01,5.153207849276994921e+02,1.832535087484342853e+02,2.236591980824336467e-01,3.704822176485175755e-01,2.058347800794596338e+00
2.302460492098419920e+01,5.154912065239435606e+02,1.832740809410205429e+02,2.236104947096939910e-01,3.703354143157813194e-01,2.055269538388891704e+00
2.303460692138427746e+01,5.156615344956150011e+02,1.832946223612330812e+02,2.235618439032370508e-01,3.701887090842196915e-01,2.052193643486067032e+00
2.304460892178435927e+01,5.158317688029022747e+02,1.833151330331905058e+02,2.235132456029941539e-01,3.700421019086880814e-01,2.049120116409987702e+00
2.305461092218443753e+01,5.160019094084688049e+02,1.833356129789511613e+02,2.234646998361294323e-01,3.698955927420670142e-01,2.046048966770456445e+00
2.306461292258451934e+01,5.161719562748256749e+02,1.833560622208590303e+02,2.234162066182907580e-01,3.697491815374983615e-01,2.042980202948065482e+00
2.307461492298459760e+01,5.163419093643577753e+02,1.833764807815145446e+02,2.233677659549092864e-01,3.696028682483510908e-01,2.039913832230197954e+00
2.308461692338467941e+01,5.165117686393242593e+02,1.833968686837748692e+02,2.233193778411992347e-01,3.694566528282205442e-01,2.036849860809237356e+00
2.309461892378475767e+01,5.166815340618579739e+02,1.834172259507537319e+02,2.232710422621580482e-01,3.693105352309292155e-01,2.033788293780798284e+00
2.310462092418483948e+01,5.168512055939656875e+02,1.834375526058214803e+02,2.232227591925661780e-01,3.691645154105260840e-01,2.030729135141978503e+00
2.311462292458491774e+01,5.170207831975280897e+02,1.834578486726050528e+02,2.231745285969873871e-01,3.690185933212871139e-01,2.027672387789667852e+00
2.312462492498499955e+01,5.171902668343002460e+02,1.834781141749879794e+02,2.231263504297684441e-01,3.688727689177147551e-01,2.024618053518757677e+00
2.313462692538507781e+01,5.173596564659105752e+02,1.834983491371104662e+02,2.230782246350393738e-01,3.687270421545384980e-01,2.021566133020421319e+00
2.314462892578515962e+01,5.175289520538618717e+02,1.835185535833692825e+02,2.230301511467132625e-01,3.685814129867143740e-01,2.018516625880351967e+00
2.315463092618523788e+01,5.176981535595305104e+02,1.835387275384177883e+02,2.229821298884864245e-01,3.684358813694253443e-01,2.015469530577099988e+00
2.316463292658531969e+01,5.178672609441672421e+02,1.835588710271659920e+02,2.229341607738382081e-01,3.682904472580810218e-01,2.012424844480264596e+00
2.317463492698539795e+01,5.180362741688963979e+02,1.835789840747804647e+02,2.228862437060312174e-01,3.681451106083178937e-01,2.009382563848820524e+00
2.318463692738547977e+01,5.182051931947163439e+02,1.835990667066844821e+02,2.228383785781111182e-01,3.679998713759990436e-01,2.006342683829355877e+00
2.319463892778555802e+01,5.183740179824995948e+02,1.836191189485577695e+02,2.227905652729068320e-01,3.678547295172144849e-01,2.003305198454413016e+00
2.320464092818563984e+01,5.185427484930788751e+02,1.836391408262587106e+02,2.227428036663229860e-01,3.677096849882057761e-01,2.000270100993287059e+00
2.321464292858571810e+01,5.187113846896935456e+02,1.836591323636303912e+02,2.226950937196283953e-01,3.675647377432753049e-01,1.997237393838588559e+00
2.322464492898579991e+01,5.188799265374999550e+02,1.836790935829531577e+02,2.226474354601652439e-01,3.674198877352379267e-01,1.994207086455187294e+00
2.323464692938587817e+01,5.190483740014545901e+02,1.836990245068313072e+02,2.225998289021394183e-01,3.672751349172050928e-01,1.991179186898147435e+00
2.324464892978595998e+01,5.192167270463897921e+02,1.837189251581215785e+02,2.225522740496799767e-01,3.671304792425115204e-01,1.988153702138081513e+00
2.325465093018603824e+01,5.193849856370137559e+02,1.837387955599330667e+02,2.225047708968392601e-01,3.669859206647159144e-01,1.985130638059533936e+00
2.326465293058612005e+01,5.195531497379106440e+02,1.837586357356273936e+02,2.224573194275928645e-01,3.668414591376001344e-01,1.982109999459186866e+00
2.327465493098619831e+01,5.197212193135401321e+02,1.837784457088184524e+02,2.224099196158396685e-01,3.666970946151700272e-01,1.979091790044204657e+00
2.328465693138627657e+01,5.198891943282383181e+02,1.837982255033726915e+02,2.223625714254017227e-01,3.665528270516547615e-01,1.976076012430524997e+00
2.329465893178635838e+01,5.200570747462168129e+02,1.838179751434089439e+02,2.223152748100244158e-01,3.664086564015071046e-01,1.973062668141135845e+00
2.330466093218643664e+01,5.202248605315629675e+02,1.838376946532983993e+02,2.222680297133763361e-01,3.662645826194036447e-01,1.970051757604412757e+00
2.331466293258651845e+01,5.203925516482404419e+02,1.838573840576647740e+02,2.222208360690493267e-01,3.661206056602442360e-01,1.967043280152399376e+00
2.332466493298659671e+01,5.205601480600884088e+02,1.838770433813840839e+02,2.221736938005585138e-01,3.659767254791526092e-01,1.964037234019130551e+00
2.333466693338667852e+01,5.207276497308220087e+02,1.838966726495849002e+02,2.221266028213422505e-01,3.658329420314758718e-01,1.961033616338919927e+00
2.334466893378675678e+01,5.208950566240321223e+02,1.839162718876480938e+02,2.220795630347621730e-01,3.656892552727848966e-01,1.958032423144715040e+00
2.335467093418683859e+01,5.210623687031858253e+02,1.839358411212070337e+02,2.220325743341030889e-01,3.655456651588739891e-01,1.955033649366395565e+00
2.336467293458691685e+01,5.212295859316257065e+02,1.839553803761474455e+02,2.219856366025731720e-01,3.654021716457611646e-01,1.952037288829068018e+00
2.337467493498699866e+01,5.213967082727316438e+02,1.839748896784623469e+02,2.219387497194111325e-01,3.652587746895493703e-01,1.949043334909017489e+00
2.338467693538707692e+01,5.215637356925584527e+02,1.839943690518852009e+02,2.218919136592440722e-01,3.651154742441848344e-01,1.946051791235827721e+00
2.339467893578715874e+01,5.217306681587050434e+02,1.840138185189188960e+02,2.218451284486525621e-01,3.649722702624510484e-01,1.943062667030062585e+00
2.340468093618723699e+01,5.218975056385637572e+02,1.840332381023923460e+02,2.217983941009758486e-01,3.648291626974291546e-01,1.940075970083270818e+00
2.341468293658731881e+01,5.220642480994048356e+02,1.840526278253827286e+02,2.217517106196168486e-01,3.646861515024203970e-01,1.937091707111775918e+00
2.342468493698739707e+01,5.222308955083761930e+02,1.840719877112153995e+02,2.217050779980422603e-01,3.645432366309467320e-01,1.934109883755031234e+00
2.343468693738747888e+01,5.223974478325034170e+02,1.840913177834639782e+02,2.216584962197825359e-01,3.644004180367503287e-01,1.931130504573946638e+00
2.344468893778755714e+01,5.225639050386898816e+02,1.841106180659503195e+02,2.216119652584318533e-01,3.642576956737940130e-01,1.928153573049211644e+00
2.345469093818763895e+01,5.227302670937167477e+02,1.841298885827445133e+02,2.215654850776480334e-01,3.641150694962607126e-01,1.925179091579618529e+00
2.346469293858771721e+01,5.228965339642427352e+02,1.841491293581648279e+02,2.215190556311527614e-01,3.639725394585541229e-01,1.922207061480467161e+00
2.347469493898779902e+01,5.230627056168045783e+02,1.841683404167778235e+02,2.214726768627313380e-01,3.638301055152980967e-01,1.919237482981831278e+00
2.348469693938787728e+01,5.232287820178162292e+02,1.841875217833982390e+02,2.214263487062329561e-01,3.636877676213371435e-01,1.916270355226956212e+00
2.349469893978795909e+01,5.233947631335698816e+02,1.842066734830890482e+02,2.213800710855703402e-01,3.635455257317358746e-01,1.913305676270574907e+00
2.350470094018803735e+01,5.235606489302352884e+02,1.842257955411614887e+02,2.213338439147201075e-01,3.634033798017796690e-01,1.910343443077305636e+00
2.351470294058811916e+01,5.237264393738598756e+02,1.842448879831750048e+02,2.212876670977225180e-01,3.632613297869741187e-01,1.907383651519950263e+00
2.352470494098819742e+01,5.238921344303686283e+02,1.842639508349372477e+02,2.212415405286816406e-01,3.631193756430453057e-01,1.904426296377891958e+00
2.353470694138827923e+01,5.240577340655647731e+02,1.842829841225041321e+02,2.211954640917651871e-01,3.629775173259397469e-01,1.901471371335453853e+00
2.354470894178835749e+01,5.242232382453290711e+02,1.843019878719990174e+02,2.211494376687909436e-01,3.628357547916529757e-01,1.898518869801410602e+00
2.355471094218843930e+01,5.243886469383061240e+02,1.843209621072034565e+02,2.211034612401826249e-01,3.626940879939601348e-01,1.895568795841672483e+00
2.356471294258851756e+01,5.245539601145175084e+02,1.843399068508145149e+02,2.210575348320442945e-01,3.625525168856196245e-01,1.892621158464184106e+00
2.357471494298859938e+01,5.247191777437806195e+02,1.843588221258505371e+02,2.210116584574150500e-01,3.624110414196823338e-01,1.889675965259264956e+00
2.358471694338867763e+01,5.248842997957924581e+02,1.843777079555739817e+02,2.209658321195385744e-01,3.622696615494168104e-01,1.886733222751569627e+00
2.359471894378875945e+01,5.250493262401296306e+02,1.843965643634913079e+02,2.209200558118630253e-01,3.621283772283084845e-01,1.883792936398439366e+00
2.360472094418883771e+01,5.252142570462480080e+02,1.844153913733530317e+02,2.208743295180411459e-01,3.619871884100603343e-01,1.880855110588267820e+00
2.361472294458891952e+01,5.253790921834834080e+02,1.844341890091536413e+02,2.208286532119301815e-01,3.618460950485924421e-01,1.877919748638923636e+00
2.362472494498899778e+01,5.255438316210505718e+02,1.844529572951317107e+02,2.207830268575919908e-01,3.617050970980422719e-01,1.874986852796048709e+00
2.363472694538907959e+01,5.257084753280444147e+02,1.844716962557698707e+02,2.207374504092929068e-01,3.615641945127644474e-01,1.872056424231512750e+00
2.364472894578915785e+01,5.258730232734388892e+02,1.844904059157947245e+02,2.206919238115037929e-01,3.614233872473309739e-01,1.869128463041764832e+00
2.365473094618923966e+01,5.260374754260876671e+02,1.845090863001769321e+02,2.206464469989001254e-01,3.612826752565309607e-01,1.866202968246220451e+00
2.366473294658931792e+01,5.262018317547240258e+02,1.845277374341312111e+02,2.206010198963618274e-01,3.611420584953710655e-01,1.863279937785641494e+00
2.367473494698939973e+01,5.263660922279606211e+02,1.845463593431163076e+02,2.205556424189734355e-01,3.610015369190747725e-01,1.860359368520562384e+00
2.368473694738947799e+01,5.265302568142896007e+02,1.845649520528349683e+02,2.205103144720239883e-01,3.608611104830833360e-01,1.857441256229641624e+00
2.369473894778955980e+01,5.266943254820829452e+02,1.845835155892339969e+02,2.204650359510070823e-01,3.607207791430548927e-01,1.854525595608105704e+00
2.370474094818963806e+01,5.268582981995915588e+02,1.846020499785042546e+02,2.204198067416208440e-01,3.605805428548650715e-01,1.851612380266082880e+00
2.371474294858971987e+01,5.270221749351293283e+02,1.846205552469158420e+02,2.203746267266716852e-01,3.604404015744511747e-01,1.848701603478335898e+00
2.372474494898979813e+01,5.271859556597131586e+02,1.846390314184460522e+02,2.203294958852914376e-01,3.603003552555897326e-01,1.845793268984770918e+00
2.373474694938987994e+01,5.273496403457779707e+02,1.846574785159487249e+02,2.202844142437905828e-01,3.601604038510106687e-01,1.842887385656378996e+00
2.374474894978995820e+01,5.275132289655537079e+02,1.846758965625971882e+02,2.202393818154649296e-01,3.600205473137357282e-01,1.839983960944611141e+00
2.375475095019004002e+01,5.276767214911515111e+02,1.846942855818045928e+02,2.201943986039558709e-01,3.598807855970003744e-01,1.837083001245098046e+00
2.376475295059011827e+01,5.278401178945638321e+02,1.847126455972238546e+02,2.201494646032505220e-01,3.597411186542545658e-01,1.834184511896086889e+00
2.377475495099020009e+01,5.280034181476644335e+02,1.847309766327478542e+02,2.201045797976814711e-01,3.596015464391620897e-01,1.831288497176803531e+00
2.378475695139027835e+01,5.281666222222083888e+02,1.847492787125092377e+02,2.200597441619270567e-01,3.594620689056011176e-01,1.828394960305907091e+00
2.379475895179036016e+01,5.283297300898319691e+02,1.847675518608804737e+02,2.200149576610111180e-01,3.593226860076635942e-01,1.825503903439905429e+00
2.380476095219043842e+01,5.284927417220525285e+02,1.847857961024739382e+02,2.199702202503032444e-01,3.591833976996560152e-01,1.822615327671538665e+00
2.381476295259052023e+01,5.286556570902689600e+02,1.848040114621418013e+02,2.199255318755184985e-01,3.590442039360985937e-01,1.819729233028237303e+00
2.382476495299059849e+01,5.288184761657613535e+02,1.848221979649760840e+02,2.198808924727176928e-01,3.589051046717259275e-01,1.816845618470562584e+00
2.383476695339068030e+01,5.289811989196909963e+02,1.848403556363086579e+02,2.198363019683071962e-01,3.587660998614866092e-01,1.813964481890590008e+00
2.384476895379075856e+01,5.291438253231004865e+02,1.848584845017112173e+02,2.197917602790390168e-01,3.586271894605434496e-01,1.811085820110360345e+00
2.385477095419084037e+01,5.293063553469135059e+02,1.848765845869953068e+02,2.197472673120107467e-01,3.584883734242732545e-01,1.808209628880323550e+00
2.386477295459091863e+01,5.294687889619352745e+02,1.848946559182123508e+02,2.197028229646656727e-01,3.583496517082670474e-01,1.805335902877764909e+00
2.387477495499100044e+01,5.296311261388522098e+02,1.849126985216535672e+02,2.196584271247926101e-01,3.582110242683298473e-01,1.802464635705263163e+00
2.388477695539107870e+01,5.297933668483481142e+02,1.849307124237448647e+02,2.196140796749227742e-01,3.580724910603823030e-01,1.799595820369994215e+00
2.389477895579116051e+01,5.299555110635903930e+02,1.849486976488128960e+02,2.195697805856250129e-01,3.579340520383764157e-01,1.796729459491746894e+00
2.390478095619123877e+01,5.301175587594126455e+02,1.849666542198337140e+02,2.195255298839996205e-01,3.577957071550131318e-01,1.793865561870543246e+00
2.391478295659132058e+01,5.302795099104433802e+02,1.849845821601016382e+02,2.194813275841455413e-01,3.576574563632848314e-01,1.791004134881266197e+00
2.392478495699139884e+01,5.304413644911938945e+02,1.850024814931465471e+02,2.194371736906485792e-01,3.575192996163949477e-01,1.788145184853132008e+00
2.393478695739148066e+01,5.306031224760587293e+02,1.850203522427340488e+02,2.193930681985814812e-01,3.573812368677579121e-01,1.785288717068173270e+00
2.394478895779155891e+01,5.307647838393148731e+02,1.850381944328654242e+02,2.193490110935039095e-01,3.572432680709991537e-01,1.782434735759682809e+00
2.395479095819164073e+01,5.309263485551227859e+02,1.850560080877775135e+02,2.193050023514624969e-01,3.571053931799548775e-01,1.779583244110678919e+00
2.396479295859171899e+01,5.310878165975253751e+02,1.850737932319428865e+02,2.192610419389907639e-01,3.569676121486726195e-01,1.776734244252342165e+00
2.397479495899180080e+01,5.312491879404487918e+02,1.850915498900697571e+02,2.192171298131091184e-01,3.568299249314105803e-01,1.773887737262480613e+00
2.398479695939187906e+01,5.314104625577022034e+02,1.851092780871019272e+02,2.191732659213249668e-01,3.566923314826381253e-01,1.771043723164016370e+00
2.399479895979196087e+01,5.315716404229774525e+02,1.851269778482188997e+02,2.191294502016325751e-01,3.565548317570355064e-01,1.768202200923411738e+00
2.400480096019203913e+01,5.317327215098493980e+02,1.851446491988358503e+02,2.190856825825132081e-01,3.564174257094940845e-01,1.765363168449155751e+00
2.401480296059212094e+01,5.318937057917760285e+02,1.851622921646035707e+02,2.190419629829349901e-01,3.562801132951159966e-01,1.762526622590257830e+00
2.402480496099219920e+01,5.320545932420980080e+02,1.851799067714084970e+02,2.189982913123529884e-01,3.561428944692145993e-01,1.759692559134666823e+00
2.403480696139228101e+01,5.322153838340391303e+02,1.851974930453727666e+02,2.189546674707091578e-01,3.560057691873140251e-01,1.756860972807789523e+00
2.404480896179235927e+01,5.323760775407059782e+02,1.852150510128540759e+02,2.189110913484325072e-01,3.558687374051495156e-01,1.754031857270984318e+00
2.405481096219244108e+01,5.325366743351272589e+02,1.852325807004105798e+02,2.188675628279129759e-01,3.557317990786342254e-01,1.751205205282033717e+00
2.406481296259251934e+01,5.326971741923789523e+02,1.852500821328875418e+02,2.188240818632762319e-01,3.555949541620821441e-01,1.748381017467494303e+00
2.407481496299260115e+01,5.328575770896591166e+02,1.852675553333668290e+02,2.187806484822600872e-01,3.554582026081798962e-01,1.745559302542705638e+00
2.408481696339267941e+01,5.330178830039787954e+02,1.852850003252304134e+02,2.187372627003018877e-01,3.553215443698913845e-01,1.742740067867998732e+00
2.409481896379276122e+01,5.331780919122344358e+02,1.853024171320918470e+02,2.186939245234673646e-01,3.551849794003881233e-01,1.739923319768564625e+00
2.410482096419283948e+01,5.333382037912064106e+02,1.853198057777961480e+02,2.186506339484507455e-01,3.550485076530496276e-01,1.737109063532933817e+00
2.411482296459292129e+01,5.334982186175599281e+02,1.853371662864197162e+02,2.186073909625745604e-01,3.549121290814631902e-01,1.734297303411441504e+00
2.412482496499299955e+01,5.336581363678448042e+02,1.853544986822705312e+02,2.185641955437898076e-01,3.547758436394239934e-01,1.731488042614738987e+00
2.413482696539308137e+01,5.338179570184951217e+02,1.853718029898879252e+02,2.185210476606758156e-01,3.546396512809349977e-01,1.728681283312294426e+00
2.414482896579315963e+01,5.339776805458299123e+02,1.853890792340427538e+02,2.184779472724404370e-01,3.545035519602072749e-01,1.725877026630904254e+00
2.415483096619324144e+01,5.341373069260524744e+02,1.854063274397373959e+02,2.184348943289197709e-01,3.543675456316592864e-01,1.723075272653122880e+00
2.416483296659331970e+01,5.342968361352508282e+02,1.854235476322055547e+02,2.183918887705784684e-01,3.542316322499178827e-01,1.720276020415877127e+00
2.417483496699340151e+01,5.344562681493974878e+02,1.854407398369125701e+02,2.183489305285094828e-01,3.540958117698173035e-01,1.717479267908856855e+00
2.418483696739347977e+01,5.346156029443494617e+02,1.854579040795550782e+02,2.183060195244342361e-01,3.539600841464000114e-01,1.714685012073125847e+00
2.419483896779356158e+01,5.347748404958485935e+02,1.854750403860613233e+02,2.182631556707024800e-01,3.538244493349160802e-01,1.711893248799562173e+00
2.420484096819363984e+01,5.349339807795208799e+02,1.854921487825909310e+02,2.182203388702924907e-01,3.536889072908235288e-01,1.709103972927408677e+00
2.421484296859371810e+01,5.350930237708772665e+02,1.855092292955350501e+02,2.181775690168108184e-01,3.535534579697882096e-01,1.706317178242773736e+00
2.422484496899379991e+01,5.352519694453131933e+02,1.855262819515160402e+02,2.181348459945005314e-01,3.534181013276836425e-01,1.703532857478034401e+00
2.423484696939387817e+01,5.354108177795782240e+02,1.855433067760630763e+02,2.180921697333908227e-01,3.532828373193654947e-01,1.700751008406022891e+00
2.424484896979395998e+01,5.355695687531426756e+02,1.855603037923965815e+02,2.180495402596793475e-01,3.531476658975653549e-01,1.697971639419552758e+00
2.425485097019403824e+01,5.357282223453842107e+02,1.855772730239538930e+02,2.180069575906656010e-01,3.530125870152188705e-01,1.695194757926195450e+00
2.426485297059412005e+01,5.358867785355665774e+02,1.855942144943995515e+02,2.179644217344189894e-01,3.528776006254661923e-01,1.692420370309129396e+00
2.427485497099419831e+01,5.360452373028396096e+02,1.856111282276254997e+02,2.179219326897790798e-01,3.527427066816525292e-01,1.689648481925708268e+00
2.428485697139428012e+01,5.362035986262395681e+02,1.856280142477508832e+02,2.178794904463552951e-01,3.526079051373273709e-01,1.686879097105915548e+00
2.429485897179435838e+01,5.363618624846883449e+02,1.856448725791221648e+02,2.178370949845271631e-01,3.524731959462454878e-01,1.684112219150986078e+00
2.430486097219444019e+01,5.365200288569943723e+02,1.856617032463131238e+02,2.177947462754441788e-01,3.523385790623658753e-01,1.681347850331871285e+00
2.431486297259451845e+01,5.366780977218520547e+02,1.856785062741247714e+02,2.177524442810258865e-01,3.522040544398526429e-01,1.678585991887800333e+00
2.432486497299460027e+01,5.368360690578419963e+02,1.856952816875854637e+02,2.177101889539617419e-01,3.520696220330743476e-01,1.675826644024830614e+00
2.433486697339467852e+01,5.369939428434306592e+02,1.857120295119508171e+02,2.176679802377113893e-01,3.519352817966046043e-01,1.673069805914366270e+00
2.434486897379476034e+01,5.371517190569709328e+02,1.857287497727037646e+02,2.176258180665042452e-01,3.518010336852214759e-01,1.670315475691690921e+00
