t,x,y,vx,vy,dvx_dt,dvx_dt_noisy
4.264852970594119164e+00,7.555742811803248804e-01,2.888612060771881263e-01,-6.339300832892816873e-01,7.806569875794542313e-01,-1.485732618008535066e+00,-1.496206461315411129e+00
4.266853370674135171e+00,7.543031943058504663e-01,2.904215171832292275e-01,-6.369023159758958608e-01,7.793403023669764895e-01,-1.485902398172563865e+00,-1.482532876025903779e+00
4.268853770754151178e+00,7.530261614848018370e-01,2.919791845794985075e-01,-6.398748773262796785e-01,7.780138145617978562e-01,-1.486061374994352091e+00,-1.490163121169808536e+00
4.270854170834167185e+00,7.517431820937070519e-01,2.935341886217358032e-01,-6.428477455553314179e-01,7.766774938486353808e-01,-1.486209430424502376e+00,-1.493712284325287021e+00
4.272854570914183192e+00,7.504542555515708591e-01,2.950865096054112180e-01,-6.458208986465647783e-01,7.753313098211296328e-01,-1.486346445347184630e+00,-1.499662142014152044e+00
4.274854970994199199e+00,7.491593813198739182e-01,2.966361277657251772e-01,-6.487943143521091027e-01,7.739752319818440363e-01,-1.486472299574171707e+00,-1.487397077698141779e+00
4.276855371074215206e+00,7.478585589025736891e-01,2.981830232776081502e-01,-6.517679701927087121e-01,7.726092297422652022e-01,-1.486586871838860624e+00,-1.493859282607599814e+00
4.278855771154231213e+00,7.465517878461037649e-01,2.997271762557209285e-01,-6.547418434577231272e-01,7.712332724228030401e-01,-1.486690039790282691e+00,-1.492805387465775624e+00
4.280856171234247221e+00,7.452390677393739837e-01,3.012685667544545143e-01,-6.577159112051275125e-01,7.698473292527902023e-01,-1.486781679987105642e+00,-1.493140714617997133e+00
4.282856571314263228e+00,7.439203982137708726e-01,3.028071747679301207e-01,-6.606901502615120103e-01,7.684513693704828619e-01,-1.486861667891619776e+00,-1.484984880907880056e+00
4.284856971394279235e+00,7.425957789431570921e-01,3.043429802299991160e-01,-6.636645372220824068e-01,7.670453618230599346e-01,-1.486929877863722105e+00,-1.485437581399772222e+00
4.286857371474295242e+00,7.412652096438715477e-01,3.058759630142431907e-01,-6.666390484506594660e-01,7.656292755666238570e-01,-1.486986183154888508e+00,-1.504115395151271573e+00
4.288857771554311249e+00,7.399286900747297224e-01,3.074061029339741902e-01,-6.696136600796795957e-01,7.642030794661999193e-01,-1.487030455902139225e+00,-1.488635354169600911e+00
4.290858171634327256e+00,7.385862200370235664e-01,3.089333797422342265e-01,-6.725883480101940703e-01,7.627667422957364884e-01,-1.487062567122001910e+00,-1.483075238676241359e+00
4.292858571714343263e+00,7.372377993745209412e-01,3.104577731317955669e-01,-6.755630879118698084e-01,7.613202327381052292e-01,-1.487082386704466686e+00,-1.476687768922754218e+00
4.294858971794359270e+00,7.358834279734663975e-01,3.119792627351607450e-01,-6.785378552229889282e-01,7.598635193851007719e-01,-1.487089783406941645e+00,-1.479257013841312141e+00
4.296859371874375277e+00,7.345231057625809523e-01,3.134978281245624498e-01,-6.815126251504490806e-01,7.583965707374411558e-01,-1.487084624848199255e+00,-1.484989186797629035e+00
4.298859771954391285e+00,7.331568327130616458e-01,3.150134488119636922e-01,-6.844873726697626726e-01,7.569193552047670526e-01,-1.487066777502335846e+00,-1.498491272890822179e+00
4.300860172034407292e+00,7.317846088597170784e-01,3.165261042423639370e-01,-6.874620724302917818e-01,7.554318411535911881e-01,-1.487036106648308431e+00,-1.494735504464579368e+00
4.302860572114423299e+00,7.304064344930809582e-01,3.180357737301812704e-01,-6.904366978879368233e-01,7.539339973370869918e-01,-1.486992475972554795e+00,-1.477846987425394554e+00
4.304860972194439306e+00,7.290223098065811147e-01,3.195424365686936330e-01,-6.934112228827684632e-01,7.524257920888045570e-01,-1.486935748316670969e+00,-1.493957410219112436e+00
4.306861372274455313e+00,7.276322349941530820e-01,3.210460720044999716e-01,-6.963856212133071599e-01,7.509071935549866961e-01,-1.486865785445455890e+00,-1.476603139303175105e+00
4.308861772354471320e+00,7.262362103100916677e-01,3.225466592191806869e-01,-6.993598663695035356e-01,7.493781698316387407e-01,-1.486782447913898464e+00,-1.474042772886790642e+00
4.310862172434487327e+00,7.248342360690509523e-01,3.240441773292974670e-01,-7.023339315327385979e-01,7.478386889645287638e-01,-1.486685595062577692e+00,-1.497307354942378099e+00
4.312862572514503334e+00,7.234263126460444004e-01,3.255386053863936757e-01,-7.053077895758232962e-01,7.462887189491875795e-01,-1.486575085013108311e+00,-1.482168938404423653e+00
4.314862972594519341e+00,7.220124404764447501e-01,3.270299223769938535e-01,-7.082814130629987437e-01,7.447282277309082987e-01,-1.486450774663634178e+00,-1.487571506149099498e+00
4.316863372674535348e+00,7.205926200559839012e-01,3.285181072226041055e-01,-7.112547742499361059e-01,7.431571832047468851e-01,-1.486312519684375610e+00,-1.466035483218962598e+00
4.318863772754551356e+00,7.191668519407533600e-01,3.300031387797119908e-01,-7.142278450837369341e-01,7.415755532155219321e-01,-1.486160174513228682e+00,-1.477779714924813748e+00
4.320864172834567363e+00,7.177351367472035726e-01,3.314849958397864116e-01,-7.172005972029329435e-01,7.399833055578146634e-01,-1.485993592351422476e+00,-1.491098186318413399e+00
4.322864572914583370e+00,7.162974751521445915e-01,3.329636571292777791e-01,-7.201730019374856795e-01,7.383804079759686001e-01,-1.485812625159228073e+00,-1.481739540509062092e+00
4.324864972994598489e+00,7.148538678927461865e-01,3.344391013096172371e-01,-7.231450303087857412e-01,7.367668281640910033e-01,-1.485617123651738591e+00,-1.494793961028133333e+00
4.326865373074614496e+00,7.134043157665357349e-01,3.359113069772193816e-01,-7.261166530296579991e-01,7.351425337660495440e-01,-1.485406937294701413e+00,-1.486921762529241908e+00
4.328865773154630503e+00,7.119488196314014417e-01,3.373802526634780974e-01,-7.290878405043531574e-01,7.335074923754762999e-01,-1.485181914300426120e+00,-1.483132020124228623e+00
4.330866173234646510e+00,7.104873804055906739e-01,3.388459168347696115e-01,-7.320585628285535273e-01,7.318616715357657565e-01,-1.484941901623751948e+00,-1.483448188418859948e+00
4.332866573314662517e+00,7.090199990677097386e-01,3.403082778924514384e-01,-7.350287897893718059e-01,7.302050387400746967e-01,-1.484686744958093829e+00,-1.481609059665046635e+00
4.334866973394678524e+00,7.075466766567244381e-01,3.417673141728624908e-01,-7.379984908653506315e-01,7.285375614313226444e-01,-1.484416288731555733e+00,-1.493485692022204159e+00
4.336867373474694531e+00,7.060674142719596258e-01,3.432230039473232464e-01,-7.409676352264626953e-01,7.268592070021916429e-01,-1.484130376103127702e+00,-1.502663173736048519e+00
4.338867773554710539e+00,7.045822130730998722e-01,3.446753254221354146e-01,-7.439361917341109631e-01,7.251699427951263655e-01,-1.483828848958956614e+00,-1.487457996821974771e+00
4.340868173634726546e+00,7.030910742801885771e-01,3.461242567385823810e-01,-7.469041289411285645e-01,7.234697361023343376e-01,-1.483511547908705541e+00,-1.492435119693776846e+00
4.342868573714742553e+00,7.015939991736286352e-01,3.475697759729287073e-01,-7.498714150917787924e-01,7.217585541657852710e-01,-1.483178312281990374e+00,-1.490180153629409476e+00
4.344868973794758560e+00,7.000909890941825475e-01,3.490118611364206314e-01,-7.528380181217552147e-01,7.200363641772120626e-01,-1.482828980124917484e+00,-1.461455619924431293e+00
4.346869373874774567e+00,6.985820454429715332e-01,3.504504901752856227e-01,-7.558039056581811188e-01,7.183031332781095735e-01,-1.482463388196703535e+00,-1.470834508337398372e+00
4.348869773954790574e+00,6.970671696814765284e-01,3.518856409707327160e-01,-7.587690450196103997e-01,7.165588285597359608e-01,-1.482081371966395666e+00,-1.483825883550107472e+00
4.350870174034806581e+00,6.955463633315377425e-01,3.533172913389522884e-01,-7.617334032160268942e-01,7.148034170631114570e-01,-1.481682765609692254e+00,-1.496017120303407832e+00
4.352870574114822588e+00,6.940196279753544362e-01,3.547454190311162270e-01,-7.646969469488447135e-01,7.130368657790191467e-01,-1.481267402005863154e+00,-1.494249359864081139e+00
4.354870974194838595e+00,6.924869652554854760e-01,3.561700017333777057e-01,-7.676596426109077997e-01,7.112591416480046336e-01,-1.480835112734779635e+00,-1.477223151981710947e+00
4.356871374274854603e+00,6.909483768748487797e-01,3.575910170668715748e-01,-7.706214562864908135e-01,7.094702115603764847e-01,-1.480385728074051332e+00,-1.469692239912024911e+00
4.358871774354870610e+00,6.894038645967216494e-01,3.590084425877138607e-01,-7.735823537512979131e-01,7.076700423562053421e-01,-1.479919076996281113e+00,-1.482804226309239803e+00
4.360872174434886617e+00,6.878534302447407711e-01,3.604222557870021548e-01,-7.765423004724639755e-01,7.058586008253249222e-01,-1.479434987166435178e+00,-1.478083990482125465e+00
4.362872574514902624e+00,6.862970757029019930e-01,3.618324340908155023e-01,-7.795012616085537083e-01,7.040358537073313494e-01,-1.478933284939336623e+00,-1.476385227617617479e+00
4.364872974594918631e+00,6.847348029155606586e-01,3.632389548602142915e-01,-7.824592020095619826e-01,7.022017676915832674e-01,-1.478413795357287563e+00,-1.467751863444119564e+00
4.366873374674934638e+00,6.831666138963274904e-01,3.646417953905870535e-01,-7.854160861827527151e-01,7.003563094492570862e-01,-1.477876342127076637e+00,-1.496681055625313395e+00
4.368873774754950645e+00,6.815925109845637486e-01,3.660409328890039116e-01,-7.883718772963015375e-01,6.984994465367349026e-01,-1.477320747037584203e+00,-1.475761224195803134e+00
4.370874174834966652e+00,6.800124964717346732e-01,3.674363444956886271e-01,-7.913265385959978859e-01,6.966311460143868040e-01,-1.476746830858786108e+00,-1.472691521462093034e+00
4.372874574914982659e+00,6.784265726117104656e-01,3.688280072923190711e-01,-7.942800333926282041e-01,6.947513745298814491e-01,-1.476154413278063515e+00,-1.466653492303825024e+00
4.374874974994998666e+00,6.768347417418821843e-01,3.702158982947986732e-01,-7.972323246018729881e-01,6.928600987633554142e-01,-1.475543312610629654e+00,-1.471581932680247951e+00
4.376875375075014674e+00,6.752370062831616337e-01,3.715999944532561439e-01,-8.001833747443073408e-01,6.909572854274134146e-01,-1.474913345799970799e+00,-1.485920314727520619e+00
4.378875775155030681e+00,6.736333687399814751e-01,3.729802726520456968e-01,-8.031331459454003063e-01,6.890429012671281939e-01,-1.474264328418511738e+00,-1.480069864165865612e+00
4.380876175235046688e+00,6.720238317002953377e-01,3.743567097097470486e-01,-8.060815999355149808e-01,6.871169130600405239e-01,-1.473596074668495071e+00,-1.488837900602489883e+00
4.382876575315062695e+00,6.704083978355775963e-01,3.757292823791652525e-01,-8.090286980499089564e-01,6.851792876161589829e-01,-1.472908397383096757e+00,-1.470976372619716033e+00
4.384876975395078702e+00,6.687870699008235942e-01,3.770979673473309202e-01,-8.119744012287338775e-01,6.832299917779605103e-01,-1.472201108027769489e+00,-1.470277507684063067e+00
4.386877375475094709e+00,6.671598507345494200e-01,3.784627412355000553e-01,-8.149186700170354403e-01,6.812689924203899627e-01,-1.471474016701831866e+00,-1.466355700506207116e+00
4.388877775555110716e+00,6.655267432587921306e-01,3.798235805991541092e-01,-8.178614645647539483e-01,6.792962564508600032e-01,-1.470726932140298482e+00,-1.480425652009290882e+00
4.390878175635126723e+00,6.638877504791095285e-01,3.811804619279999806e-01,-8.208027446267234239e-01,6.773117508092517669e-01,-1.469959661715967814e+00,-1.481361968540341190e+00
4.392878575715142730e+00,6.622428754845802734e-01,3.825333616459701269e-01,-8.237424695626724969e-01,6.753154424679139733e-01,-1.469172011441768344e+00,-1.453916025873315920e+00
4.394878975795158738e+00,6.605921214478041037e-01,3.838822561112222309e-01,-8.266805983372236266e-01,6.733072984316635923e-01,-1.468363785973368252e+00,-1.466541964966662448e+00
4.396879375875174745e+00,6.589354916249011707e-01,3.852271216161395895e-01,-8.296170895198937689e-01,6.712872857377857327e-01,-1.467534788612063990e+00,-1.450074754397355337e+00
4.398879775955190752e+00,6.572729893555130376e-01,3.865679343873308915e-01,-8.325519012850938205e-01,6.692553714560331990e-01,-1.466684821307939757e+00,-1.462290379822607678e+00
4.400880176035206759e+00,6.556046180628015696e-01,3.879046705856303290e-01,-8.354849914121291743e-01,6.672115226886271566e-01,-1.465813684663325622e+00,-1.480430756212212096e+00
4.402880576115222766e+00,6.539303812534499327e-01,3.892373063060974858e-01,-8.384163172851990531e-01,6.651557065702566884e-01,-1.464921177936539864e+00,-1.456867010110393990e+00
4.404880976195238773e+00,6.522502825176618169e-01,3.905658175780173380e-01,-8.413458358933971759e-01,6.630878902680787945e-01,-1.464007099045938176e+00,-1.451655795744658972e+00
4.406881376275254780e+00,6.505643255291621019e-01,3.918901803649004756e-01,-8.442735038307114248e-01,6.610080409817186142e-01,-1.463071244574272622e+00,-1.467578478933522890e+00
4.408881776355270787e+00,6.488725140451961915e-01,3.932103705644827696e-01,-8.471992772960236229e-01,6.589161259432694262e-01,-1.462113409773363015e+00,-1.481359996268802881e+00
4.410882176435286794e+00,6.471748519065305683e-01,3.945263640087256496e-01,-8.501231120931100893e-01,6.568121124172922043e-01,-1.461133388569101799e+00,-1.454480974817461858e+00
4.412882576515302802e+00,6.454713430374524608e-01,3.958381364638159372e-01,-8.530449636306411954e-01,6.546959677008163947e-01,-1.460130973566782453e+00,-1.461534499285698674e+00
4.414882976595318809e+00,6.437619914457700654e-01,3.971456636301659571e-01,-8.559647869221815863e-01,6.525676591233391388e-01,-1.459105956056774511e+00,-1.456330026006606770e+00
4.416883376675334816e+00,6.420468012228122134e-01,3.984489211424133148e-01,-8.588825365861899597e-01,6.504271540468256063e-01,-1.458058126020550738e+00,-1.484923245315935780e+00
4.418883776755350823e+00,6.403257765434289261e-01,3.997478845694213412e-01,-8.617981668460193978e-01,6.482744198657092172e-01,-1.456987272137065137e+00,-1.452416021510086086e+00
4.420884176835366830e+00,6.385989216659906376e-01,4.010425294142785368e-01,-8.647116315299169242e-01,6.461094240068913086e-01,-1.455893181789504887e+00,-1.483398339857488590e+00
4.422884576915382837e+00,6.368662409323891938e-01,4.023328311142990721e-01,-8.676228840710241696e-01,6.439321339297412461e-01,-1.454775641072415304e+00,-1.463449704422468134e+00
4.424884976995398844e+00,6.351277387680368536e-01,4.036187650410224537e-01,-8.705318775073763726e-01,6.417425171260963124e-01,-1.453634434799209618e+00,-1.444775420659909493e+00
4.426885377075414851e+00,6.333834196818667328e-01,4.049003065002136359e-01,-8.734385644819036010e-01,6.395405411202621515e-01,-1.452469346510078418e+00,-1.470714118039341933e+00
4.428885777155430858e+00,6.316332882663332482e-01,4.061774307318629651e-01,-8.763428972424296415e-01,6.373261734690119917e-01,-1.451280158480291682e+00,-1.469918185551654988e+00
4.430886177235446866e+00,6.298773491974110073e-01,4.074501129101864572e-01,-8.792448276416726660e-01,6.350993817615874226e-01,-1.450066651728931566e+00,-1.454564441662455243e+00
4.432886577315462873e+00,6.281156073418628916e-01,4.087183281630126230e-01,-8.821443068266748844e-01,6.328601341671433733e-01,-1.448828605739356012e+00,-1.432362004952671519e+00
4.434886977395478880e+00,6.263480679078211599e-01,4.099820515870708504e-01,-8.850412847481458067e-01,6.306084001179442788e-01,-1.447565798122356862e+00,-1.431409275391493097e+00
4.436887377475494887e+00,6.245747359192105330e-01,4.112412581525890509e-01,-8.879357116782625736e-01,6.283441476190595454e-01,-1.446278006047786224e+00,-1.452360831295114618e+00
4.438887777555510894e+00,6.227956164873765799e-01,4.124959227655880523e-01,-8.908275374833833915e-01,6.260673447257278923e-01,-1.444965005464108554e+00,-1.434969778186860445e+00
4.440888177635526901e+00,6.210107148351584616e-01,4.137460202726926384e-01,-8.937167115564293995e-01,6.237779596694305040e-01,-1.443626571045024454e+00,-1.437837409727578342e+00
4.442888577715542908e+00,6.192200362968885985e-01,4.149915254611313831e-01,-8.966031828168843365e-01,6.214759608578909189e-01,-1.442262476203651111e+00,-1.439652659677813196e+00
4.444888977795558915e+00,6.174235863183931139e-01,4.162324130587369830e-01,-8.994868997107947628e-01,6.191613168750751406e-01,-1.440872493107282493e+00,-1.437328610673034968e+00
4.446889377875574922e+00,6.156213704569911682e-01,4.174686577339458693e-01,-9.023678102107700605e-01,6.168339964811911935e-01,-1.439456392692737507e+00,-1.446717480976019488e+00
4.448889777955590930e+00,6.138133943814959581e-01,4.187002340957984847e-01,-9.052458618159822112e-01,6.144939686126897893e-01,-1.438013944682312806e+00,-1.430013504090984711e+00
4.450890178035606937e+00,6.119996638722136062e-01,4.199271166939392286e-01,-9.081210015521660184e-01,6.121412023822638826e-01,-1.436544917600352855e+00,-1.425945236176812347e+00
4.452890578115622944e+00,6.101801848209440493e-01,4.211492800186162344e-01,-9.109931759716192179e-01,6.097756670788486710e-01,-1.435049078790447963e+00,-1.408049968469069047e+00
4.454890978195638951e+00,6.083549632309804833e-01,4.223666985006818142e-01,-9.138623311532022564e-01,6.073973321676219284e-01,-1.433526194433274448e+00,-1.424374233312368565e+00
4.456891378275654958e+00,6.065240052171094742e-01,4.235793465115919032e-01,-9.167284127023381801e-01,6.050061672900035603e-01,-1.431976029565089625e+00,-1.456523226906318413e+00
4.458891778355670965e+00,6.046873170056115132e-01,4.247871983634066151e-01,-9.195913657510128569e-01,6.026021422636560487e-01,-1.430398348096899364e+00,-1.442469366069978109e+00
4.460892178435686972e+00,6.028449049342599064e-01,4.259902283087898534e-01,-9.224511349577750874e-01,6.001852270824838964e-01,-1.428792912834305540e+00,-1.425491866131270546e+00
4.462892578515702979e+00,6.009967754523218852e-01,4.271884105410094223e-01,-9.253076645077362716e-01,5.977553919166344043e-01,-1.427159485498053826e+00,-1.426508794289130355e+00
4.464892978595718986e+00,5.991429351205579401e-01,4.283817191939371383e-01,-9.281608981125706315e-01,5.953126071124967833e-01,-1.425497826745288243e+00,-1.444141921629159553e+00
4.466893378675734994e+00,5.972833906112221536e-01,4.295701283420485517e-01,-9.310107790105152104e-01,5.928568431927029314e-01,-1.423807696191540240e+00,-1.425247362605854384e+00
4.468893778755751001e+00,5.954181487080618673e-01,4.307536120004233915e-01,-9.338572499663696513e-01,5.903880708561268786e-01,-1.422088852433450290e+00,-1.425716011957554263e+00
4.470894178835767008e+00,5.935472163063179041e-01,4.319321441247451210e-01,-9.367002532714965302e-01,5.879062609778852311e-01,-1.420341053072250448e+00,-1.420883840161225375e+00
4.472894578915783015e+00,5.916706004127247898e-01,4.331056986113011043e-01,-9.395397307438211332e-01,5.854113846093367268e-01,-1.418564054738017832e+00,-1.419836710165406579e+00
4.474894978995799022e+00,5.897883081455101983e-01,4.342742492969827173e-01,-9.423756237278314574e-01,5.829034129780826801e-01,-1.416757613114712155e+00,-1.407600467186103099e+00
4.476895379075815029e+00,5.879003467343955069e-01,4.354377699592852369e-01,-9.452078730945784324e-01,5.803823174879664260e-01,-1.414921482966020827e+00,-1.400326444227374401e+00
4.478895779155831036e+00,5.860067235205954628e-01,4.365962343163077852e-01,-9.480364192416755875e-01,5.778480697190740978e-01,-1.413055418162017185e+00,-1.406269041164922573e+00
4.480896179235847043e+00,5.841074459568180721e-01,4.377496160267534964e-01,-9.508612020932992737e-01,5.753006414277337388e-01,-1.411159171706658055e+00,-1.422312139419359411e+00
4.482896579315863050e+00,5.822025216072650444e-01,4.388978886899293497e-01,-9.536821611001885524e-01,5.727400045465160794e-01,-1.409232495766129745e+00,-1.417914265390655570e+00
4.484896979395879058e+00,5.802919581476314592e-01,4.400410258457463364e-01,-9.564992352396453068e-01,5.701661311842339819e-01,-1.407275141698064003e+00,-1.413944591238311288e+00
4.486897379475895065e+00,5.783757633651059882e-01,4.411790009747191821e-01,-9.593123630155342418e-01,5.675789936259427737e-01,-1.405286860081637057e+00,-1.405896310398909277e+00
4.488897779555911072e+00,5.764539451583704510e-01,4.423117874979666797e-01,-9.621214824582827729e-01,5.649785643329401363e-01,-1.403267400748574589e+00,-1.407579549570895372e+00
4.490898179635927079e+00,5.745265115376003706e-01,4.434393587772115786e-01,-9.649265311248811372e-01,5.623648159427662163e-01,-1.401216512815070869e+00,-1.404760563274889185e+00
4.492898579715943086e+00,5.725934706244646399e-01,4.445616881147803623e-01,-9.677274460988820604e-01,5.597377212692031812e-01,-1.399133944714650690e+00,-1.408402563403772678e+00
4.494898979795959093e+00,5.706548306723915331e-01,4.456787487640058165e-01,-9.705241639659958341e-01,5.570972534465560289e-01,-1.397019444162245883e+00,-1.387570231392214248e+00
4.496899379875975100e+00,5.687106003807871346e-01,4.467905140782860163e-01,-9.733166203588254906e-01,5.544433880759752631e-01,-1.394872757169010935e+00,-1.386400940381053770e+00
4.498899779955991107e+00,5.667607883996289564e-01,4.478969572416151013e-01,-9.761047504547433196e-01,5.517760995819661618e-01,-1.392693629863864135e+00,-1.383189614160011072e+00
4.500900180036007114e+00,5.648054034060167039e-01,4.489980513330170120e-01,-9.788884890378949377e-01,5.490953619393224017e-01,-1.390481808148262610e+00,-1.391325425967629092e+00
4.502900580116023121e+00,5.628444542191369804e-01,4.500937693892892444e-01,-9.816677703839159497e-01,5.464011495189348144e-01,-1.388237037323584833e+00,-1.383728252908711376e+00
4.504900980196039129e+00,5.608779498002626207e-01,4.511840844050031274e-01,-9.844425282599318372e-01,5.436934370877911649e-01,-1.385959062133680142e+00,-1.395109107581255392e+00
4.506901380276055136e+00,5.589058992527532466e-01,4.522689693325033788e-01,-9.872126959245586253e-01,5.409721998089760397e-01,-1.383647626808624631e+00,-1.393804355097921555e+00
4.508901780356071143e+00,5.569283118220553774e-01,4.533483970819085496e-01,-9.899782061279017720e-01,5.382374132416709589e-01,-1.381302475109706052e+00,-1.386778374545286630e+00
4.510902180436087150e+00,5.549451968957016534e-01,4.544223405211106348e-01,-9.927389911115571675e-01,5.354890533411543752e-01,-1.378923350375664381e+00,-1.373111506893034850e+00
4.512902580516103157e+00,5.529565640033119456e-01,4.554907724757754628e-01,-9.954949826086108011e-01,5.327270964588015634e-01,-1.376509995570194267e+00,-1.378034085847144929e+00
4.514902980596119164e+00,5.509624228165923565e-01,4.565536657293423062e-01,-9.982461118436383174e-01,5.299515193420850645e-01,-1.374062153330750657e+00,-1.385516740594274543e+00
4.516903380676135171e+00,5.489627831493355536e-01,4.576109930230241596e-01,-1.000992309532705793e+00,5.271622991345739084e-01,-1.371579566018664931e+00,-1.370679809897633605e+00
4.518903780756151178e+00,5.469576549574212132e-01,4.586627270558076286e-01,-1.003733505883369403e+00,5.243594133759343912e-01,-1.369061975770599515e+00,-1.364863448872892349e+00
4.520904180836167185e+00,5.449470483388154651e-01,4.597088404844529852e-01,-1.006469630594674980e+00,5.215428400019294086e-01,-1.366509124551365195e+00,-1.364905838788899928e+00
4.522904580916183193e+00,5.429309735335708931e-01,4.607493059234940569e-01,-1.009200612857158674e+00,5.187125573444191229e-01,-1.363920754208115316e+00,-1.370611154982716906e+00
4.524904980996199200e+00,5.409094409238270895e-01,4.617840959452382821e-01,-1.011926381352846738e+00,5.158685441313602960e-01,-1.361296606525952635e+00,-1.360675775163054047e+00
4.526905381076215207e+00,5.388824610338098786e-01,4.628131830797668766e-01,-1.014646864255255299e+00,5.130107794868068449e-01,-1.358636423284957040e+00,-1.362875372314110267e+00
4.528905781156231214e+00,5.368500445298319823e-01,4.638365398149345564e-01,-1.017361989229390584e+00,5.101392429309095089e-01,-1.355939946318669209e+00,-1.359217852505217872e+00
4.530906181236247221e+00,5.348122022202927983e-01,4.648541385963697037e-01,-1.020071683431748921e+00,5.072539143799159600e-01,-1.353206917574047097e+00,-1.354123847414072879e+00
4.532906581316263228e+00,5.327689450556780670e-01,4.658659518274743117e-01,-1.022775873510316735e+00,5.043547741461706924e-01,-1.350437079172919219e+00,-1.342923363189316710e+00
4.534906981396279235e+00,5.307202841285605377e-01,4.668719518694240400e-01,-1.025474485604570329e+00,5.014418029381154662e-01,-1.347630173474959392e+00,-1.329397285009946694e+00
4.536907381476295242e+00,5.286662306735994132e-01,4.678721110411681039e-01,-1.028167445345476327e+00,4.985149818602885308e-01,-1.344785943142205786e+00,-1.329218501578725897e+00
4.538907781556311249e+00,5.266067960675403503e-01,4.688664016194294404e-01,-1.030854677855491230e+00,4.955742924133252347e-01,-1.341904131205148731e+00,-1.335636698814098411e+00
4.540908181636327257e+00,5.245419918292160144e-01,4.698547958387045975e-01,-1.033536107748561195e+00,4.926197164939579709e-01,-1.338984481130409687e+00,-1.343000322471280095e+00
4.542908581716343264e+00,5.224718296195453027e-01,4.708372658912636233e-01,-1.036211659130123364e+00,4.896512363950158986e-01,-1.336026736890038258e+00,-1.339127005940956794e+00
4.544908981796359271e+00,5.203963212415342321e-01,4.718137839271504541e-01,-1.038881255597104092e+00,4.866688348054251656e-01,-1.333030643032444118e+00,-1.335700822220547757e+00
4.546909381876375278e+00,5.183154786402749403e-01,4.727843220541823599e-01,-1.041544820237920277e+00,4.836724948102087973e-01,-1.329995944755000936e+00,-1.318485536601075481e+00
4.548909781956391285e+00,5.162293139029465738e-01,4.737488523379503880e-01,-1.044202275632478472e+00,4.806621998904867521e-01,-1.326922387978329843e+00,-1.354575581619542834e+00
4.550910182036407292e+00,5.141378392588148438e-01,4.747073468018193076e-01,-1.046853543852175772e+00,4.776379339234758659e-01,-1.323809719422301745e+00,-1.321231701846921958e+00
4.552910582116423299e+00,5.120410670792319152e-01,4.756597774269273327e-01,-1.049498546459898929e+00,4.745996811824900741e-01,-1.320657686683773147e+00,-1.340582580982134120e+00
4.554910982196439306e+00,5.099390099132589116e-01,4.766061161878951680e-01,-1.052137204580461560e+00,4.715474266892021871e-01,-1.317466038143583651e+00,-1.317504739942005232e+00
4.556911382276455313e+00,5.078316807507990971e-01,4.775463352908360659e-01,-1.054769439220837768e+00,4.684811586415389972e-01,-1.314234521902269082e+00,-1.300989072167753946e+00
4.558911782356471321e+00,5.057190925519111646e-01,4.784804066815134260e-01,-1.057395170178043742e+00,4.654008636204939320e-01,-1.310962888249656677e+00,-1.320072298349359130e+00
4.560912182436487328e+00,5.036012583806674936e-01,4.794083022233623925e-01,-1.060014316638264731e+00,4.623065282068987703e-01,-1.307650888892547547e+00,-1.330479566493866450e+00
4.562912582516503335e+00,5.014781914718449141e-01,4.803299937688105814e-01,-1.062626797343072083e+00,4.591981396709307606e-01,-1.304298276701220560e+00,-1.291327069822098883e+00
4.564912982596519342e+00,4.993499052309241515e-01,4.812454531592781359e-01,-1.065232530589423243e+00,4.560756859721126211e-01,-1.300904805802926223e+00,-1.285846581822809087e+00
4.566913382676535349e+00,4.972164132340903819e-01,4.821546522251776157e-01,-1.067831434229661980e+00,4.529391557593123174e-01,-1.297470231677501529e+00,-1.292484461101810700e+00
4.568913782756551356e+00,4.950777292282327879e-01,4.830575627859141075e-01,-1.070423425671517936e+00,4.497885383707432849e-01,-1.293994311255122653e+00,-1.281441628320859838e+00
4.570914182836567363e+00,4.929338671309450026e-01,4.839541566498851144e-01,-1.073008421878107077e+00,4.466238238339643729e-01,-1.290476803016227692e+00,-1.298501700818493587e+00
4.572914582916583370e+00,4.907848410305246101e-01,4.848444056144806114e-01,-1.075586339367931243e+00,4.434450028658796783e-01,-1.286917467093624978e+00,-1.275191317175667027e+00
4.574914982996599377e+00,4.886306651859735339e-01,4.857282814660831560e-01,-1.078157094214878375e+00,4.402520668727388786e-01,-1.283316065376823856e+00,-1.266309823378966914e+00
4.576915383076615385e+00,4.864713540269979819e-01,4.866057559800676668e-01,-1.080720602048222734e+00,4.370450079501369545e-01,-1.279672361618605869e+00,-1.273270572310027937e+00
4.578915783156631392e+00,4.843069221540081681e-01,4.874768009208015895e-01,-1.083276778052624678e+00,4.338238188830141895e-01,-1.275986121543858154e+00,-1.273175479694383494e+00
4.580916183236647399e+00,4.821373843381187019e-01,4.883413880416448416e-01,-1.085825536968130223e+00,4.305884931456565035e-01,-1.272257112960700320e+00,-1.259424229572182696e+00
4.582916583316663406e+00,4.799627555211483099e-01,4.891994890849497568e-01,-1.088366793090172147e+00,4.273390249016948417e-01,-1.268485105873924379e+00,-1.257165630396320122e+00
