D,rho,L,L_noisy
4.690613447077792153e-01,5.606060417741978164e-01,3.673553863811542364e+00,3.679963838649470187e+00
4.337749514028914177e+00,8.838776949149183826e-02,2.417959599974060847e+00,2.414138423403223488e+00
7.929129326820745405e+01,2.774528322887986898e-01,1.459548064527900424e+00,1.446583260308752283e+00
1.549517561349141204e+01,1.098383026822253306e-01,1.788478582605003364e+00,1.804875759009924030e+00
4.608335517935249648e+00,6.613793543633391669e-01,2.789335024295386489e+00,2.788559831272581668e+00
1.237871596954911446e+00,6.880436163054552690e-02,2.913947528966751577e+00,2.915117510405443202e+00
3.890277186604344184e+00,3.605152319010335726e-01,2.658900991185247698e+00,2.660904593490797776e+00
1.027764956766812204e-01,8.388391151970929493e-02,3.595121433022217872e+00,3.607738227604037284e+00
2.466617417824275016e-01,6.550171522077665731e-01,3.965014028736113971e+00,3.972704707473008412e+00
6.875389538910258169e-01,1.921356151315682104e-01,3.213251022297070936e+00,3.224991665432853871e+00
1.382023147951025321e-01,4.732400703502832040e-01,3.936434790919245419e+00,3.944663119403440721e+00
5.184410848299391139e-01,2.362995219057209273e-01,3.340920847868346755e+00,3.342459314873300613e+00
1.833525088039189122e+00,3.100990213366353054e-01,2.961277779430279367e+00,2.963830467369676036e+00
3.754012497914064994e+01,4.671043139013382750e-01,1.685899325658445580e+00,1.678481674218897934e+00
5.716418101591908396e+01,4.687115145772079439e-01,1.592206976290690967e+00,1.572835409799193007e+00
1.153295412123900437e-01,3.283051467232330628e-02,3.518662742369609742e+00,3.516285061043440408e+00
2.397146235643577761e+00,4.677427300743404182e-01,2.970476040805360096e+00,2.959762722530001611e+00
1.123242125169427652e+01,2.866271283293223560e-01,2.029685101479056453e+00,2.055571496804470488e+00
1.807297021947722726e+01,2.007957875212437182e-01,1.773475708832933817e+00,1.789079925686362316e+00
3.005612670509682505e-01,3.540551491416073920e-02,3.303704560210499519e+00,3.315426416917949926e+00
1.051259177654691179e-01,5.290461568259390290e-01,4.059373763703068683e+00,4.053881948064930185e+00
5.599413534364944267e-01,3.367227645756522003e-01,3.408948157482522223e+00,3.429551330163128409e+00
8.761940604933156074e-01,4.951841231505210161e-01,3.398378330338981179e+00,3.381351998153695249e+00
3.643246885360823528e-01,2.068129603977721664e-01,3.416568785270935216e+00,3.404499887835897631e+00
4.586076394704708403e-01,1.579925796260217563e-01,3.305031895478416804e+00,3.297238665452431050e+00
9.682801886992653095e+00,3.222262922478114078e-02,1.966773683390117711e+00,1.957209153745719910e+00
4.625798389738574046e-01,2.452922074009099007e-01,3.383606034065576917e+00,3.384946752862530772e+00
3.685874092959120496e-01,1.937242114223171052e-01,3.400862685075211722e+00,3.402816756401914500e+00
6.494292836021101634e-01,4.746515469673613374e-01,3.485477067279636909e+00,3.504592531918026221e+00
2.323772759643813579e+00,6.387662918070623197e-02,2.677120156738093559e+00,2.687109549304621758e+00
3.931426768624735058e-01,8.377521261802072239e-01,3.995346569660235048e+00,4.007571025733582815e+00
3.067993017350108875e+00,8.383450530387723809e-01,3.147280381250997294e+00,3.151480664067493276e+00
6.470039915787377538e+01,6.448649678685665076e-01,1.643190676923043991e+00,1.641734088546006776e+00
2.919354349237238466e+01,8.073673761297903706e-01,1.958298172095344070e+00,1.951449950167588820e+00
1.795067628595707632e+01,7.439193759565237984e-01,2.088835710511846244e+00,2.073760148999563402e+00
6.721599736168006700e+01,4.527686236386690433e-01,1.552813795707484346e+00,1.544132377756658459e+00
5.821131501354329174e+01,5.931064173357036839e-01,1.642332761923627649e+00,1.638539988678197501e+00
4.561564903634273804e+00,2.273286193092902141e-01,2.485214256356965468e+00,2.492858279963472423e+00
1.188987593822838562e+01,6.583579880225622905e-01,2.230182854149497462e+00,2.213334193443409426e+00
1.142973546688800246e+00,4.122284741018941157e-01,3.228797621488182834e+00,3.215150492299433616e+00
4.120771438116623386e+00,5.852982414652269094e-01,2.793239955151911147e+00,2.795450602790376493e+00
5.780493401684779542e+01,1.990221551355225993e-01,1.488997652608970990e+00,1.478523809302094927e+00
3.333186455335855669e+00,8.396159987890836618e-01,3.105643206387116440e+00,3.109012728533776304e+00
1.835695912924702355e+00,3.666713496027372288e-01,3.005714472084960676e+00,3.001612725909504231e+00
9.428159807780168933e+00,8.436593888221363136e-01,2.504557503371685367e+00,2.497054649470900944e+00
2.484317119781236372e+00,2.802754790613175562e-01,2.810793952121553030e+00,2.797478255454585394e+00
1.928525800690440439e-01,5.746830179703901198e-01,3.954329657180576163e+00,3.953404879056606092e+00
1.370316132788513830e+00,7.483361374878296779e-01,3.443016842196010341e+00,3.435744431427271373e+00
2.555988606319357648e-01,3.795620304889359420e-01,3.682433284906958537e+00,3.676317937231465383e+00
5.544610508608183608e+01,6.605512929974518554e-01,1.686787483151773293e+00,1.680428448520881801e+00
1.669732432354694751e+01,1.432618192909168864e-01,1.775345626559569734e+00,1.777222413543309454e+00
2.079368625016998706e+00,6.573812046249219998e-01,3.186076898685333614e+00,3.187569195149283274e+00
1.630537130165616577e-01,6.704392706343529351e-01,4.097169826327125897e+00,4.080040614330743054e+00
2.183151925309428643e-01,2.162709789879251887e-01,3.562081289619366320e+00,3.560476391351904635e+00
6.126984848132568384e-01,2.547839312328404326e-01,3.305896648945834126e+00,3.309883977391594900e+00
3.739874921956718890e+00,6.045428372451755461e-01,2.859325354597310298e+00,2.869719972379022987e+00
2.082230172904961374e-01,4.194470303991147953e-01,3.777420826455215153e+00,3.785253596020844657e+00
1.226451971814579434e+00,4.517706131879630216e-01,3.235536469892856370e+00,3.237631907943426590e+00
3.493500667581801999e-01,6.890350572948011898e-01,3.891275315883189201e+00,3.879850820494702646e+00
2.052146988483129764e-01,1.337479698729723554e-01,3.494913771419420723e+00,3.487214373603150008e+00
2.302219929119225794e-01,3.926900979714614826e-01,3.723865571405208463e+00,3.733011059952368704e+00
2.300021650493204173e-01,3.170293230277718144e-01,3.648918977107675765e+00,3.641897315205234076e+00
3.121059437735796394e+01,6.981660188836510406e-01,1.860032977509961993e+00,1.870295623652242778e+00
3.469856941987530807e-01,6.044871256372728041e-01,3.811881617685602741e+00,3.824621292712710563e+00
2.159427002821565356e-01,1.256499076436532435e-02,3.361914343720034726e+00,3.351292583840234318e+00
3.108018302195726079e+01,5.044082632307052005e-01,1.752402293504584652e+00,1.756808440113269310e+00
7.638939664620474446e+01,2.419259088846216488e-01,1.454217854932579046e+00,1.453097123447113725e+00
1.594716276961980128e+01,2.709184566257540894e-01,1.856929952087646774e+00,1.877206988553059785e+00
1.655339822457114196e-01,4.078639065956920357e-02,3.450751460672477400e+00,3.459131920260892112e+00
2.544970522784263389e-01,3.825146480028775997e-01,3.686530218752889887e+00,3.681425624785898965e+00
2.732570551457308428e-01,3.971845767476635536e-01,3.681219760722607148e+00,3.685292845372773129e+00
1.965418257027430615e-01,8.062435348061638973e-02,3.451934587564503332e+00,3.442757750188108368e+00
2.764623207972801033e+00,7.381722682012922254e-01,3.117692754689320278e+00,3.116177929454779783e+00
1.471476539849599641e-01,4.712139397636425087e-01,3.918972358660839372e+00,3.921022252837036870e+00
2.425232939607763072e+01,6.155590631256261380e-01,1.888526136358223306e+00,1.890019849563115306e+00
1.706959931504600236e+00,2.330116090163456832e-01,2.928623608358032371e+00,2.931701293651079787e+00
3.853218249155847541e-01,6.949828795355591504e-01,3.865275486386457349e+00,3.856206083095808701e+00
1.901422685799569745e-01,5.054001967810201057e-02,3.429382073854859492e+00,3.410849276221938453e+00
5.098463151649244018e+00,2.613983350430498787e-01,2.449671596347105407e+00,2.446042448484087029e+00
2.158970687427442670e+01,2.137889880521135211e-01,1.719541788578121011e+00,1.710618216793049706e+00
5.601090034753631208e+00,5.430434605205572973e-01,2.590893531724118404e+00,2.583891690376699302e+00
5.162511558891169638e-01,4.763458821378014352e-01,3.563663131827126129e+00,3.585036492027612098e+00
2.562763094377604745e+01,3.857132196746382857e-01,1.748490610772339249e+00,1.760119490631644412e+00
3.494429800702809175e+00,6.376923659415822954e-01,2.920158953299699878e+00,2.918414441715988072e+00
5.699261167356925561e+00,6.376346035432380877e-01,2.649556957489742182e+00,2.635222602796026603e+00
5.286824709457800253e+01,7.007506364060537285e-01,1.720262834743012670e+00,1.707280876884794685e+00
1.061470625252296784e+01,7.949272287798647696e-01,2.395541437807934493e+00,2.399153398561003403e+00
2.238604636509741452e-01,8.436567573798047226e-01,4.182210138740023453e+00,4.192903626902049652e+00
1.211790234209850858e+01,2.198360526005010973e-02,1.851677488843611163e+00,1.848792339530652473e+00
7.433304027081552023e-01,7.394297425180765826e-01,3.676679922961896274e+00,3.678030919646205987e+00
2.344376883770970466e+01,8.087441613277519536e-01,2.033338093565635329e+00,2.035886150887354251e+00
4.866252442381154175e+00,3.117213139734775207e-01,2.508361738368657612e+00,2.519023670281825389e+00
4.188448445266065079e+00,6.199773454500784320e-01,2.810598588452141833e+00,2.791793874953905075e+00
2.654982096095634403e-01,2.531483329202843247e-01,3.547893707684311337e+00,3.549453230526092185e+00
1.206052695300155880e-01,6.887231520979462951e-02,3.547188117234706173e+00,3.551243426631399469e+00
8.403303953346177479e+01,3.913556529092084846e-01,1.487921833346185663e+00,1.497422754320424154e+00
1.233314660228325005e-01,1.429885129394747878e-02,3.485841586325005625e+00,3.489802966255387329e+00
1.430279254380386611e-01,1.209567969225974621e-01,3.564945812221695043e+00,3.553938843294145222e+00
2.374410456392773927e+00,8.270084061539357823e-01,3.264112986507381020e+00,3.258307450760027368e+00
6.488751528936408874e+01,8.146140263359566980e-01,1.742636371490683400e+00,1.727394545556688588e+00
4.210362952397805891e+00,6.722302560565230900e-01,2.847652609043132443e+00,2.849584633806513168e+00
9.477742814868311427e+01,5.449396606227775719e-02,1.360300458094328535e+00,1.362224058438034957e+00
1.405473973717554870e+01,2.467819193555803869e-01,1.899007173401018322e+00,1.904125489596643073e+00
2.897395404065490254e+01,7.788642899687013843e-01,1.938682778812499619e+00,1.928984058943507218e+00
2.870309776696268145e+01,5.732497632778876806e-01,1.811170067508536485e+00,1.799767760684163109e+00
6.745572557717227369e+01,8.105200768332163630e-01,1.729932444429970628e+00,1.745188429998423052e+00
8.068252085762264869e+01,6.119073266406098721e-01,1.580246391772931469e+00,1.582068212779637273e+00
9.614979495025384182e-01,3.732019113305906806e-03,2.943316697149799488e+00,2.960776731364508141e+00
1.333636923801330632e+01,5.095852841221468754e-01,2.072590096603318610e+00,2.076984538088650467e+00
3.351305219858295992e+00,5.333102352327983020e-01,2.861467818028697874e+00,2.846850746479811178e+00
8.635492169481827318e+01,6.675960306619641571e-01,1.590909414057477100e+00,1.598963581883622975e+00
5.941523800063019500e+00,3.991739246066368096e-01,2.457293746219935571e+00,2.469645049521214553e+00
1.585223425793211405e+00,5.767388731201849028e-01,3.237392300860724159e+00,3.232885066501473670e+00
1.262602562087128399e-01,5.646869781991249448e-01,4.053393738324362339e+00,4.034147151828922695e+00
1.537597577791838255e+01,2.444799626021396111e-01,1.858608938994782633e+00,1.865261352746422574e+00
1.091444157341931731e-01,6.776752356195946403e-01,4.207120069815608154e+00,4.205716544096691933e+00
8.822924109739497922e+00,2.105097366968703143e-01,2.115530861705586130e+00,2.118306791755753871e+00
6.236815853071553395e-01,2.952468512454934912e-01,3.336752152320477727e+00,3.309887033025092684e+00
1.063567203524879901e+01,5.668336480507888547e-02,1.932330249719262483e+00,1.936901500346241534e+00
9.450605798941371916e+01,8.798560602234606343e-01,1.704264270158369232e+00,1.676759112090385528e+00
1.110423830433926673e+00,8.132889954903462781e-01,3.586033973712539957e+00,3.577359910362487128e+00
4.693946443666348500e+00,2.234882735786983821e-01,2.467878966600223656e+00,2.476737980739523781e+00
4.666523739347215205e+00,8.012073015143732491e-01,2.891348777981400886e+00,2.873104006452137149e+00
3.080509589190371100e-01,5.532624993008420367e-01,3.798798590627244121e+00,3.780160563555881037e+00
1.635776197919458141e+01,5.567193045779134097e-01,2.005006135762367858e+00,2.000508345828844181e+00
1.285876262189606400e+01,8.635881587200052723e-01,2.345169141147767533e+00,2.361635741934452248e+00
2.061496474570366644e+01,3.051894584623276452e-01,1.777848377212764897e+00,1.794004899943628661e+00
4.596660491496613599e-01,4.977858210964928309e-01,3.621257753027378179e+00,3.615174927780049785e+00
1.596627163327242471e-01,8.836409627909701525e-01,4.321744891276162903e+00,4.331740118553411456e+00
1.517675658911045611e+00,5.233350661935191050e-01,3.211058460430470163e+00,3.216847621747916275e+00
2.247546169401773986e-01,2.269925753091817655e-01,3.565405763448184828e+00,3.568015579974022522e+00
6.765339377568539980e-01,6.151286953225406640e-01,3.598478731370151174e+00,3.602022613804398699e+00
1.124369166878747689e-01,8.463739516309582989e-01,4.377255604958910418e+00,4.369994516675628660e+00
1.609706752368924354e+00,4.700711110401979420e-01,3.143106204579815266e+00,3.151106645171143583e+00
1.207904047847661921e+00,5.629869112688870025e-01,3.335812130708764922e+00,3.346411812132305208e+00
9.521199717455112177e-01,2.715736624574911495e-01,3.174644000666197563e+00,3.201643110987576701e+00
1.434430315097510400e+00,3.753460694563717226e-01,3.111330555930061692e+00,3.120482517050967353e+00
1.320504929055830445e-01,6.575457288334578543e-01,4.138885130735300955e+00,4.114337933394072166e+00
2.018028269670867569e+00,6.688996648128425759e-01,3.208965219495393484e+00,3.196894201522314738e+00
9.144160635836090734e+00,5.051649329617208251e-01,2.276323737161802363e+00,2.279624783864837134e+00
9.389258552642746336e-01,4.525967082454809831e-01,3.336031525342137982e+00,3.336682216551061675e+00
5.011674238360227740e+00,6.056836362957467301e-01,2.700171739560617290e+00,2.681527644676746203e+00
2.549271762236359251e+01,5.712861942287509320e-01,1.846461110803583106e+00,1.845021444389268961e+00
3.761038631728794712e+00,3.885615141218922708e-01,2.696138435720064397e+00,2.692511276195960424e+00
6.033731803444698016e+01,2.181700747959458564e-02,1.421700111325524096e+00,1.421157324236549169e+00
2.052323884393486253e+01,2.721692194172989909e-01,1.763374015244895121e+00,1.762101359817506374e+00
4.699697743947993445e+00,7.248962293615904828e-01,2.827126566733660251e+00,2.836283712662269085e+00
1.782914309514606055e-01,6.470247793083256926e-01,4.049091264645952037e+00,4.063686303384598908e+00
2.547524107225179968e+00,2.342257180111836923e-01,2.765335643831670076e+00,2.772122020828764466e+00
1.268772355612453884e-01,1.945377050492180793e-01,3.667185209477873187e+00,3.656032241765171609e+00
7.361540615828434397e+01,8.470175452071946332e-01,1.736499332751503033e+00,1.727817563126977207e+00
1.375516151235953166e-01,5.891831610355584559e-01,4.057645156993912927e+00,4.050975707453665642e+00
4.208495073343810899e-01,2.355252001426733355e-01,3.402395922855283583e+00,3.401786472538011363e+00
3.537248853474719845e-01,2.653231507444808648e-03,3.230475618663096959e+00,3.226163469840776177e+00
3.834998197302311240e+01,3.180122960118451636e-01,1.616060066996671818e+00,1.612516016536853503e+00
5.284622297598617990e+01,5.494790127557775961e-01,1.644007933158911028e+00,1.634739314469789040e+00
1.507128340660379884e+01,7.881193521431967275e-01,2.202471071165914562e+00,2.211920283935946419e+00
3.633355140211244816e+01,3.076448716228055713e-01,1.623875979090757982e+00,1.632347795878715147e+00
6.043778773189899534e-01,5.431044295256980403e-01,3.572330524183194189e+00,3.581834539887047253e+00
4.854433543045122690e+01,8.186364420396207153e-01,1.820840264044261358e+00,1.819996646224894876e+00
2.011055289293677273e-01,8.147502893484169784e-01,4.185072668339644864e+00,4.189581452754518764e+00
8.475812896686161224e-01,7.675944157928721312e-01,3.652324681951861773e+00,3.643174636504286745e+00
3.781480919001511865e+01,5.788670231054469095e-01,1.738465702331707829e+00,1.728308974042410906e+00
1.182119453364366635e+01,5.422824713530653984e-01,2.155828303990193984e+00,2.150352404554613628e+00
6.314677238302024165e+01,6.442190452450989868e-01,1.648367073215562861e+00,1.654178916698192392e+00
3.516150947115318814e+01,3.685270932426161772e-01,1.657451931043285809e+00,1.655927840766335146e+00
4.298271532861475119e-01,6.747776773666217531e-01,3.809995731433880373e+00,3.798541144170356265e+00
1.800475354996603716e+00,2.142009973058043443e-02,2.743142539317598771e+00,2.744042295438629875e+00
9.262539150926419040e+01,8.401185420190566688e-01,1.675110588005999102e+00,1.679309114903706268e+00
1.285182461367604567e+01,6.454706100311516925e-01,2.179518941245947694e+00,2.181122227008412739e+00
2.408333835940331724e+01,1.048008966597755408e-02,1.599741979896233346e+00,1.593051579121631756e+00
1.772169894477218788e-01,6.385926211777336325e-01,4.042155121446418420e+00,4.042775952809317452e+00
7.265310734355529121e+01,5.213146149912221139e-01,1.564127744770829054e+00,1.559888795741675827e+00
4.480594641804375833e+00,5.546021795470986726e-01,2.724950791889025226e+00,2.721672885702476563e+00
2.889339613490241043e-01,5.844872727141395830e-01,3.848495859200264935e+00,3.847578929360238931e+00
5.260378077957319043e+00,1.116129936182214816e-01,2.335932815056295020e+00,2.343446531039897529e+00
5.573942728239876487e+01,3.615411863315923929e-02,1.439716616278037709e+00,1.457949504743050406e+00
4.299795486954830714e+00,1.900861848662556974e-01,2.490112223110419798e+00,2.505679664673899687e+00
9.535947134117132862e+01,7.288526839043894812e-02,1.364890392854110290e+00,1.371157825245160611e+00
6.061711211845167213e+01,1.946883950498890792e-01,1.478935409282175373e+00,1.474919567941304965e+00
3.101097875898678691e+00,6.518455619224258202e-01,2.991940343986031259e+00,2.988840074935112501e+00
7.966157871522206335e+01,3.003098824794429023e-01,1.466381674556413550e+00,1.463711495368309912e+00
2.004445790528620464e+01,5.166957789956613256e-01,1.898551139480219030e+00,1.910061547634144485e+00
5.811262119214226640e-01,2.310550092040198622e-01,3.301014996296455450e+00,3.273361802655242236e+00
1.974561349583773273e-01,7.813467140446811454e-01,4.156644451698092269e+00,4.159222469273472278e+00
1.206972587472901065e-01,6.278869764546436694e-02,3.540695409177529562e+00,3.520770514879168811e+00
3.667340917390713884e+00,4.961307061422768339e-01,2.787829405430342522e+00,2.787790703631920941e+00
1.840275546197631229e+01,4.889585494264088172e-01,1.915769839970837163e+00,1.929015289705352298e+00
2.467661593127081221e-01,7.033361897988437139e-01,4.012863870569554514e+00,4.003754460469852283e+00
4.034202658153014376e-01,7.921301823770586781e-01,3.942927149552362120e+00,3.920098471951042995e+00
8.345976173388967823e+01,6.678556403698659993e-01,1.598289820717645249e+00,1.611261027596766926e+00
2.636422119712275247e+01,1.018034355286295267e-01,1.614423230203793969e+00,1.629481454183911104e+00
9.328175876452172721e-01,6.884878710868489460e-01,3.545170504313140292e+00,3.550156274888831121e+00
6.729748951310179450e+01,4.291991240374163907e-01,1.543568942249544440e+00,1.556121625183807256e+00
2.704816445072336428e+00,2.333067441275964993e-01,2.738492032807603227e+00,2.730467135005337553e+00
5.778321639354445649e-01,6.857041572200640589e-01,3.718933688878762744e+00,3.730659838796720695e+00
1.083989285798378166e+00,7.192233576086158875e-01,3.513425892390983574e+00,3.530432134388840737e+00
6.554099852688526351e-01,4.377998410971713494e-01,3.449049007250629018e+00,3.455450796559206950e+00
1.217053240477813958e+01,7.522756360624769378e-01,2.285516401320477620e+00,2.288327043169952280e+00
1.323080236614607275e+00,7.406311841837186494e-01,3.451015976676627961e+00,3.463848860065145807e+00
5.412961535001073798e+00,6.950414982301571509e-01,2.722828518713339641e+00,2.734147994190943898e+00
7.262701699692261315e+00,6.136211849655034412e-01,2.487577674254954463e+00,2.480089400365821373e+00
3.262354141479119285e+00,5.136038343478084300e-01,2.859956515721923331e+00,2.873556782208305904e+00
2.280707358156678133e+00,4.540425299462665931e-01,2.982028793897621544e+00,2.989474990729774184e+00
1.139802555968531417e+00,4.237379804010052986e-01,3.239606743842698755e+00,3.241193691758323947e+00
5.021669431875898093e-01,3.456277012443696450e-01,3.451539467962150720e+00,3.464576656887344175e+00
1.918942629068908501e-01,2.751758337602233651e-01,3.653359507367770487e+00,3.662614032330024028e+00
1.252203238454440459e+01,1.653791322073498715e-01,1.909793786657612014e+00,1.917253131809483868e+00
1.116197119804796939e-01,9.499034512408700837e-02,3.590270141960773653e+00,3.585191659983264501e+00
1.585838413094994692e+01,1.093753702724802879e-01,1.779049391967167715e+00,1.787384138166836944e+00
1.828477011973559030e+01,8.144454310451172407e-01,2.135300677444778472e+00,2.124215533321758276e+00
2.618985476843734261e+01,8.153493615547348083e-01,2.000162926148983278e+00,1.998898434921268397e+00
8.412581945187133314e+00,4.311797518542072050e-01,2.276921967218545895e+00,2.259989354448689536e+00
7.195585243934139896e+01,8.295641534020234964e-01,1.728179492878940904e+00,1.711135573882885286e+00
1.403862877511106610e+00,7.396631571786146386e-01,3.425466328550239581e+00,3.429896889583478714e+00
2.379529940559448775e+00,4.231497005904003572e-01,2.939084032494664545e+00,2.938263965499074093e+00
7.362099845105012363e-01,8.489820877834197699e-01,3.779686727149398795e+00,3.780534271161854587e+00
1.073365232318852641e-01,2.989076280390623452e-01,3.812439110551620214e+00,3.818358610319108060e+00
2.058221579780336263e+00,5.300517600950925834e-01,3.087603592433585842e+00,3.091103429311560458e+00
3.140277773403176820e+00,8.659313303045068633e-01,3.158138297787586701e+00,3.149274454272565471e+00
2.464333048435767726e+00,2.099569842696196731e-01,2.761468179995330008e+00,2.762202497822936476e+00
1.285347849737841219e-01,7.505500032120908660e-01,4.242581941303954274e+00,4.241911239224696928e+00
3.019807058773080755e-01,3.347089197113002346e-01,3.592226549546172265e+00,3.587026845458162860e+00
6.598615498098170384e-01,3.320703742036156814e-01,3.351574329138500730e+00,3.350328844740895207e+00
1.691145582142741244e+00,7.541498499087191387e-01,3.358047522238022609e+00,3.354393361997059841e+00
4.129704458932086375e-01,2.771824991866033705e-01,3.447094367344195387e+00,3.440603278967773182e+00
1.237333850171473015e+00,3.583142192991500274e-01,3.153652252898973884e+00,3.150309647214003750e+00
7.276450985457177945e-01,4.003940230882241935e-01,3.379946426897335154e+00,3.382296249623297335e+00
2.114386076049055152e-01,2.451254055125264009e-01,3.598931991777221562e+00,3.619564245135775682e+00
4.254699850599286037e+01,1.506272158494505013e-02,1.479778770925623821e+00,1.471608946445637667e+00
6.660605411033572842e+00,8.821569211022327606e-01,2.747259245429714003e+00,2.752478419024002587e+00
8.915621371847052501e+01,1.089222850126841946e-02,1.356487913138450851e+00,1.341874625601695570e+00
6.457526510671327102e+00,4.192118054065904764e-01,2.423006664387003628e+00,2.438906912612025746e+00
7.006858449619810081e+00,5.202138809426163357e-01,2.443602851382876029e+00,2.440269098099508316e+00
1.235033125797341258e+00,4.560467947881129969e-01,3.236466013396027464e+00,3.237854769980715197e+00
2.600351777872804604e+01,3.762391950112776162e-01,1.739709137148471196e+00,1.752483328973001742e+00
2.441936345116047846e+00,2.727572149109449770e-02,2.630316134450045418e+00,2.640192905879446883e+00
2.951462536918468516e+01,5.900567551172034575e-01,1.812271122912729959e+00,1.797352529106834185e+00
2.520946568931520027e+00,5.375029149705380649e-02,2.636717247335405911e+00,2.642269176034174993e+00
1.650046810000458919e+01,3.111168908680847500e-01,1.863671974908910789e+00,1.861398052138158787e+00
9.715622255603904023e+00,7.857592769850658965e-02,1.990032332312197560e+00,1.996223567797650977e+00
1.548374867783642861e+00,4.182542495049176856e-01,3.116387419139606596e+00,3.117911263016624801e+00
1.875879537292880483e-01,8.720145546392765734e-01,4.263496222150448212e+00,4.270856614883311586e+00
4.989680605206249231e-01,2.017339914107538490e-01,3.320670211269012295e+00,3.323589767654117288e+00
2.097343233619694658e+00,4.448194661404741845e-01,3.011501915410026875e+00,3.010103372093769547e+00
2.657905301059773073e+00,4.570354340766905055e-01,2.915016845077600394e+00,2.926786634966357603e+00
4.413460046242866919e-01,8.821674101907509558e-01,3.997814778802151192e+00,3.982374313003664845e+00
6.072357059061558315e-01,7.363471644423541518e-01,3.747951981531643106e+00,3.743621380747545135e+00
9.379938934107909798e-01,4.849023433917291070e-01,3.364515284895233993e+00,3.354959294781660883e+00
4.395544342478526545e+00,4.210360633287699161e-01,2.638602457601394224e+00,2.637163742176522607e+00
1.854527069926055205e-01,8.750642479320864808e-01,4.269945845031142717e+00,4.265646417727182893e+00
1.662428781183697746e+00,8.970510587577096295e-01,3.487129603153751756e+00,3.485649123200214472e+00
1.111135250166480404e+01,7.889241569368449225e-01,2.364584438739623984e+00,2.359680056756096267e+00
3.229944380241506963e+01,7.170806169175122369e-01,1.862128692640554029e+00,1.857432712568526600e+00
3.532184904641276102e+00,7.439541530166277061e-01,2.998002034080214706e+00,2.981561517980871656e+00
7.078450616648663640e+01,8.847393220711102790e-01,1.780966668367992778e+00,1.780589973373318813e+00
1.608813270012937124e+01,7.106133821048962185e-01,2.113691089550514768e+00,2.116774138645751258e+00
2.342748013505134708e+01,6.780188432456780989e-02,1.631137923019017721e+00,1.625174394821763624e+00
2.543367514242195204e-01,5.176385789298273282e-02,3.361391540117771637e+00,3.354822164500861348e+00
3.283521343650650959e+00,8.127851364602648454e-01,3.091505435683921554e+00,3.085059670991490144e+00
1.278049285702697879e-01,7.663646118675141450e-01,4.260537441290979999e+00,4.277327850326132719e+00
1.013486226948904623e+01,5.236792245737503793e-01,2.229170319000250977e+00,2.231050497025761192e+00
9.449314653084300852e-01,7.503278293900395024e-01,3.594854279399614327e+00,3.598731675800090013e+00
4.359216610269812975e+01,8.481198654089501243e-01,1.874626508121518764e+00,1.871622450935799931e+00
2.468147019730428104e-01,4.944688205258260250e-01,3.805677176513170945e+00,3.800677725745567059e+00
1.672190131108460265e-01,7.371163906829673040e-01,4.158578197085282646e+00,4.149792401687419918e+00
1.536089659682059017e+00,4.356320713402478950e-01,3.133821955341435483e+00,3.149243233247800422e+00
2.983365814485008927e-01,3.330754972736581498e-01,3.594047026018008406e+00,3.577042723792091650e+00
4.465080883724291461e+00,3.561287225209456286e-01,2.584571164341371574e+00,2.587570867152355181e+00
1.998715208418788247e+00,2.105660277271720338e-01,2.848611078253396212e+00,2.848370662567114575e+00
1.174794826360731625e-01,1.178307889204593117e-01,3.603657228610483099e+00,3.601101005650579445e+00
5.373830418193270564e-01,8.605780175053505676e-01,3.907306621400185254e+00,3.891642546119037149e+00
2.876346222247780360e-01,1.811302931363027169e-01,3.456321403123920000e+00,3.443971148816663774e+00
3.432994397768602823e-01,8.013770837448652706e-01,4.005568619090555060e+00,4.015385266315830037e+00
9.108136262190105015e+01,1.687808695979985119e-01,1.401402845386082729e+00,1.394465515528995558e+00
5.505553287161746745e+00,1.478608062460413652e-01,2.335133833707621509e+00,2.343924812003313374e+00
2.167435401617917279e+01,3.770708918559951273e-01,1.796576958872262653e+00,1.803274245826721023e+00
1.432118987433547597e+00,7.108693991114185540e-01,3.392570233675124225e+00,3.398364070536241233e+00
3.488683006924226393e-01,1.992948058577628800e-01,3.421504887037047471e+00,3.429119801923527611e+00
1.016233220966957562e+00,5.048123970955448181e-02,2.964840635986524919e+00,2.952737970162536918e+00
1.223110889910737775e+01,8.380491087380911308e-01,2.350599788571625215e+00,2.345859191423345980e+00
1.730870454860597096e+00,8.596849676565132548e-01,3.437207320851261461e+00,3.443993328749558547e+00
1.072885535652371852e-01,3.765133045471032447e-01,3.894154911282998288e+00,3.881531288476658403e+00
4.639823534121190640e+00,4.341319158227060493e-01,2.618878638591365604e+00,2.635524641361350007e+00
3.426680628795571781e+00,6.357225956853237436e-01,2.928721097843744126e+00,2.923124713635997907e+00
1.107051374822542833e+01,6.647916716799284753e-01,2.274414325679595006e+00,2.273771212303904221e+00
1.212714733095058700e-01,5.807823043600149893e-01,4.079985681497726446e+00,4.069734421918939304e+00
4.634181076243548603e+01,5.766339061406948741e-01,1.687130814839715498e+00,1.690788902757139445e+00
2.428439487989496381e+00,4.790416120791848309e-01,2.973430628659312180e+00,2.966092558679187086e+00
1.210404368811473619e+00,2.691977433446451351e-01,3.087373951386108484e+00,3.084948927962741116e+00
7.362484368069704965e-01,1.985342464054655198e-01,3.197033621453983621e+00,3.185646388592620504e+00
