t,N,D,Phi,dN_dt,dN_dt_noisy
2.555511102220444286e+01,7.902645188669238451e+03,3.334001002148550583e+02,9.841725476075753321e+00,-2.570866937483117454e+01,-2.469357503824799238e+01
2.556511302260452112e+01,7.902388092348309328e+03,3.334206863810925370e+02,9.843041596185729603e+00,-2.570030079348151730e+01,-2.732173879831833929e+01
2.557511502300460293e+01,7.902131079688626414e+03,3.334412480501667346e+02,9.844356725817275944e+00,-2.569194019622983660e+01,-2.674422752581304508e+01
2.558511702340468119e+01,7.901874150610558900e+03,3.334617852486488800e+02,9.845670865624242651e+00,-2.568358757555716920e+01,-2.552317121576484027e+01
2.559511902380476300e+01,7.901617305034542369e+03,3.334822980030828035e+02,9.846984016260048378e+00,-2.567524292395171415e+01,-2.318707677350097640e+01
2.560512102420484126e+01,7.901360542881084257e+03,3.335027863399850503e+02,9.848296178377681898e+00,-2.566690623390928749e+01,-2.388319996504934295e+01
2.561512302460492307e+01,7.901103864070760210e+03,3.335232502858448811e+02,9.849607352629693224e+00,-2.565857749793360654e+01,-2.359022747831717481e+01
2.562512502500500133e+01,7.900847268524213177e+03,3.335436898671242147e+02,9.850917539668202494e+00,-2.565025670853572137e+01,-2.478455341680731294e+01
2.563512702540508315e+01,7.900590756162157959e+03,3.335641051102578558e+02,9.852226740144899964e+00,-2.564194385823441280e+01,-2.358076964548645549e+01
2.564512902580516140e+01,7.900334326905377566e+03,3.335844960416531535e+02,9.853534954711040683e+00,-2.563363893955568074e+01,-2.229623556170359677e+01
2.565513102620524322e+01,7.900077980674722312e+03,3.336048626876901153e+02,9.854842184017442719e+00,-2.562534194503376739e+01,-2.503406015723026456e+01
2.566513302660532148e+01,7.899821717391114362e+03,3.336252050747216913e+02,9.856148428714497811e+00,-2.561705286720984986e+01,-2.449261851090137654e+01
2.567513502700540329e+01,7.899565536975543182e+03,3.336455232290733761e+02,9.857453689452162493e+00,-2.560877169863294966e+01,-2.418861962100070784e+01
2.568513702740548155e+01,7.899309439349067361e+03,3.336658171770433796e+02,9.858757966879958090e+00,-2.560049843185998952e+01,-2.935254635768849596e+01
2.569513902780556336e+01,7.899053424432815518e+03,3.336860869449026268e+02,9.860061261646977826e+00,-2.559223305945482707e+01,-2.554189876935194192e+01
2.570514102820564162e+01,7.898797492147984485e+03,3.337063325588947578e+02,9.861363574401876164e+00,-2.558397557398893696e+01,-2.450064549970517547e+01
2.571514302860572343e+01,7.898541642415841125e+03,3.337265540452362416e+02,9.862664905792879466e+00,-2.557572596804186560e+01,-2.382215410802182731e+01
2.572514502900580169e+01,7.898285875157720511e+03,3.337467514301160350e+02,9.863965256467778886e+00,-2.556748423420043537e+01,-2.596555064007313973e+01
2.573514702940588350e+01,7.898030190295026841e+03,3.337669247396960372e+02,9.865264627073933923e+00,-2.555925036505880144e+01,-2.336672990654166782e+01
2.574514902980596176e+01,7.897774587749234342e+03,3.337870740001106356e+02,9.866563018258270645e+00,-2.555102435321902021e+01,-2.659082257613166789e+01
2.575515103020604357e+01,7.897519067441884545e+03,3.338071992374671026e+02,9.867860430667281690e+00,-2.554280619129031038e+01,-2.565729603635291767e+01
2.576515303060612183e+01,7.897263629294590828e+03,3.338273004778453128e+02,9.869156864947029817e+00,-2.553459587188984869e+01,-2.193319505438351058e+01
2.577515503100620364e+01,7.897008273229032966e+03,3.338473777472979123e+02,9.870452321743140800e+00,-2.552639338764186050e+01,-2.799399022560636396e+01
2.578515703140628190e+01,7.896752999166961672e+03,3.338674310718502056e+02,9.871746801700808760e+00,-2.551819873117864290e+01,-2.544707961766071591e+01
2.579515903180636371e+01,7.896497807030194963e+03,3.338874604775003263e+02,9.873040305464796162e+00,-2.551001189513942791e+01,-2.558065726943783247e+01
2.580516103220644197e+01,7.896242696740621795e+03,3.339074659902188955e+02,9.874332833679433818e+00,-2.550183287217157613e+01,-2.546221283907263455e+01
2.581516303260652379e+01,7.895987668220199339e+03,3.339274476359494770e+02,9.875624386988615555e+00,-2.549366165492926939e+01,-2.634438705364653899e+01
2.582516503300660204e+01,7.895732721390953884e+03,3.339474054406082359e+02,9.876914966035805321e+00,-2.548549823607504550e+01,-2.397461423918823797e+01
2.583516703340668386e+01,7.895477856174979934e+03,3.339673394300839959e+02,9.878204571464033634e+00,-2.547734260827809294e+01,-2.740895331657361922e+01
2.584516903380676212e+01,7.895223072494443841e+03,3.339872496302384093e+02,9.879493203915897581e+00,-2.546919476421561512e+01,-2.790666232205769859e+01
2.585517103420684393e+01,7.894968370271577442e+03,3.340071360669057867e+02,9.880780864033564370e+00,-2.546105469657231879e+01,-2.430166995164297461e+01
2.586517303460692219e+01,7.894713749428684423e+03,3.340269987658930972e+02,9.882067552458764226e+00,-2.545292239804001611e+01,-2.764126359060259830e+01
2.587517503500700400e+01,7.894459209888136684e+03,3.340468377529800819e+02,9.883353269832795718e+00,-2.544479786131864785e+01,-2.450520814871830311e+01
2.588517703540708226e+01,7.894204751572374335e+03,3.340666530539191399e+02,9.884638016796523985e+00,-2.543668107911497600e+01,-2.520717324875976573e+01
2.589517903580716407e+01,7.893950374403907517e+03,3.340864446944354995e+02,9.885921793990386064e+00,-2.542857204414366379e+01,-2.661642273394366853e+01
2.590518103620724233e+01,7.893696078305315496e+03,3.341062127002269335e+02,9.887204602054378455e+00,-2.542047074912670723e+01,-2.593075630013406041e+01
2.591518303660732414e+01,7.893441863199247564e+03,3.341259570969641004e+02,9.888486441628073109e+00,-2.541237718679343516e+01,-2.543514842089388139e+01
2.592518503700740240e+01,7.893187729008419410e+03,3.341456779102901464e+02,9.889767313350599665e+00,-2.540429134988119131e+01,-2.433622699889468066e+01
2.593518703740748421e+01,7.892933675655617662e+03,3.341653751658211604e+02,9.891047217860664986e+00,-2.539621323113397011e+01,-2.649335982599004780e+01
2.594518903780756247e+01,7.892679703063698071e+03,3.341850488891457758e+02,9.892326155796533627e+00,-2.538814282330412198e+01,-2.564618217666051692e+01
2.595519103820764428e+01,7.892425811155585507e+03,3.342046991058253980e+02,9.893604127796045589e+00,-2.538008011915076167e+01,-2.808576613111875275e+01
2.596519303860772254e+01,7.892171999854273054e+03,3.342243258413941476e+02,9.894881134496602115e+00,-2.537202511144067785e+01,-2.576823466963670128e+01
2.597519503900780435e+01,7.891918269082822917e+03,3.342439291213589172e+02,9.896157176535176347e+00,-2.536397779294838983e+01,-2.905061384205779262e+01
2.598519703940788261e+01,7.891664618764368242e+03,3.342635089711991441e+02,9.897432254548300889e+00,-2.535593815645535187e+01,-2.530566553923982198e+01
2.599519903980796443e+01,7.891411048822109478e+03,3.342830654163670943e+02,9.898706369172085573e+00,-2.534790619475091944e+01,-2.612130506094957028e+01
2.600520104020804268e+01,7.891157559179317104e+03,3.343025984822878058e+02,9.899979521042199693e+00,-2.533988190063172397e+01,-2.102549725472361075e+01
2.601520304060812450e+01,7.890904149759328902e+03,3.343221081943588047e+02,9.901251710793884442e+00,-2.533186526690161600e+01,-2.263740965111585268e+01
2.602520504100820276e+01,7.890650820485553595e+03,3.343415945779505591e+02,9.902522939061944030e+00,-2.532385628637223363e+01,-2.550172549390905985e+01
2.603520704140828457e+01,7.890397571281469027e+03,3.343610576584060823e+02,9.903793206480752787e+00,-2.531585495186260459e+01,-2.330333289522465634e+01
2.604520904180836283e+01,7.890144402070621254e+03,3.343804974610412160e+02,9.905062513684249836e+00,-2.530786125619914628e+01,-2.462792102848791131e+01
2.605521104220844464e+01,7.889891312776625455e+03,3.343999140111445172e+02,9.906330861305946200e+00,-2.529987519221532466e+01,-2.748494997949811847e+01
2.606521304260852290e+01,7.889638303323165928e+03,3.344193073339770876e+02,9.907598249978912364e+00,-2.529189675275256377e+01,-3.003324974732593944e+01
2.607521504300860116e+01,7.889385373633997915e+03,3.344386774547728578e+02,9.908864680335794262e+00,-2.528392593065956362e+01,-2.296896597649213945e+01
2.608521704340868297e+01,7.889132523632942139e+03,3.344580243987385870e+02,9.910130153008799070e+00,-2.527596271879224332e+01,-2.440249486346908370e+01
2.609521904380876123e+01,7.888879753243892083e+03,3.344773481910534656e+02,9.911394668629702309e+00,-2.526800711001402533e+01,-2.908470313056591650e+01
2.610522104420884304e+01,7.888627062390808533e+03,3.344966488568696263e+02,9.912658227829849622e+00,-2.526005909719594911e+01,-2.389957872976782483e+01
2.611522304460892130e+01,7.888374450997720487e+03,3.345159264213118036e+02,9.913920831240149667e+00,-2.525211867321604586e+01,-2.334217384266225537e+01
2.612522504500900311e+01,7.888121918988726975e+03,3.345351809094775035e+02,9.915182479491081224e+00,-2.524418583096013435e+01,-2.652883991937611441e+01
2.613522704540908137e+01,7.887869466287997966e+03,3.345544123464368909e+02,9.916443173212687867e+00,-2.523626056332130929e+01,-2.357883791409666330e+01
2.614522904580916318e+01,7.887617092819768914e+03,3.345736207572328453e+02,9.917702913034585066e+00,-2.522834286320005504e+01,-2.859038478500958647e+01
2.615523104620924144e+01,7.887364798508347121e+03,3.345928061668809619e+02,9.918961699585947756e+00,-2.522043272350407506e+01,-2.558441097080375215e+01
2.616523304660932325e+01,7.887112583278108104e+03,3.346119686003696074e+02,9.920219533495524544e+00,-2.521253013714874669e+01,-2.507057580261411545e+01
2.617523504700940151e+01,7.886860447053496500e+03,3.346311080826596935e+02,9.921476415391627057e+00,-2.520463509705660954e+01,-2.357150549121768890e+01
2.618523704740948332e+01,7.886608389759025158e+03,3.346502246386850743e+02,9.922732345902138817e+00,-2.519674759615776338e+01,-2.433241396131032985e+01
2.619523904780956158e+01,7.886356411319277868e+03,3.346693182933521484e+02,9.923987325654504588e+00,-2.518886762738941343e+01,-2.467805311823109449e+01
2.620524104820964340e+01,7.886104511658906631e+03,3.346883890715400298e+02,9.925241355275741029e+00,-2.518099518369666612e+01,-2.400535689662001815e+01
2.621524304860972165e+01,7.885852690702631662e+03,3.347074369981006612e+02,9.926494435392429594e+00,-2.517313025803116489e+01,-2.641712526389453686e+01
2.622524504900980347e+01,7.885600948375243206e+03,3.347264620978585299e+02,9.927746566630720082e+00,-2.516527284335290915e+01,-2.214761330734232558e+01
2.623524704940988173e+01,7.885349284601599720e+03,3.347454643956108953e+02,9.928997749616328861e+00,-2.515742293262826479e+01,-2.577729950304987128e+01
2.624524904980996354e+01,7.885097699306631512e+03,3.347644439161279024e+02,9.930247984974537090e+00,-2.514958051883183998e+01,-2.350284377675130898e+01
2.625525105021004180e+01,7.884846192415333462e+03,3.347834006841520704e+02,9.931497273330197828e+00,-2.514174559494506411e+01,-2.509104553370106672e+01
2.626525305061012361e+01,7.884594763852774122e+03,3.348023347243989178e+02,9.932745615307728926e+00,-2.513391815395692674e+01,-2.556879962018779295e+01
2.627525505101020187e+01,7.884343413544087525e+03,3.348212460615565647e+02,9.933993011531114803e+00,-2.512609818886357971e+01,-2.389907754800493933e+01
2.628525705141028368e+01,7.884092141414479556e+03,3.348401347202857892e+02,9.935239462623906448e+00,-2.511828569266873501e+01,-2.417055584767445353e+01
2.629525905181036194e+01,7.883840947389222492e+03,3.348590007252201985e+02,9.936484969209224971e+00,-2.511048065838326693e+01,-2.237019427929205406e+01
2.630526105221044375e+01,7.883589831393660461e+03,3.348778441009660014e+02,9.937729531909754499e+00,-2.510268307902572360e+01,-2.290085438149716524e+01
2.631526305261052201e+01,7.883338793353203982e+03,3.348966648721021215e+02,9.938973151347749280e+00,-2.509489294762164491e+01,-2.617538363961767445e+01
2.632526505301060382e+01,7.883087833193335427e+03,3.349154630631803116e+02,9.940215828145031907e+00,-2.508711025720378984e+01,-2.403109311342024412e+01
2.633526705341068208e+01,7.882836950839604469e+03,3.349342386987249256e+02,9.941457562922987989e+00,-2.507933500081270495e+01,-2.482086596264322864e+01
2.634526905381076389e+01,7.882586146217628993e+03,3.349529918032329761e+02,9.942698356302573259e+00,-2.507156717149598535e+01,-2.660819857808087718e+01
2.635527105421084215e+01,7.882335419253099644e+03,3.349717224011744179e+02,9.943938208904310017e+00,-2.506380676230861582e+01,-2.721011130368281172e+01
2.636527305461092396e+01,7.882084769871771641e+03,3.349904305169916370e+02,9.945177121348287130e+00,-2.505605376631274339e+01,-2.449353862147744110e+01
2.637527505501100222e+01,7.881834197999472963e+03,3.350091161750998481e+02,9.946415094254160039e+00,-2.504830817657824582e+01,-2.606509943903021309e+01
2.638527705541108404e+01,7.881583703562098890e+03,3.350277793998870948e+02,9.947652128241154301e+00,-2.504056998618182206e+01,-2.776098007890550079e+01
2.639527905581116229e+01,7.881333286485612916e+03,3.350464202157139084e+02,9.948888223928058494e+00,-2.503283918820778808e+01,-2.517063046666723736e+01
2.640528105621124411e+01,7.881082946696050385e+03,3.350650386469137061e+02,9.950123381933233091e+00,-2.502511577574762214e+01,-2.453230251949422325e+01
2.641528305661132237e+01,7.880832684119512123e+03,3.350836347177925063e+02,9.951357602874599806e+00,-2.501739974190002158e+01,-2.476847407020843761e+01
2.642528505701140418e+01,7.880582498682172627e+03,3.351022084526290428e+02,9.952590887369652251e+00,-2.500969107977152817e+01,-2.736915307831316113e+01
2.643528705741148244e+01,7.880332390310270966e+03,3.351207598756749348e+02,9.953823236035450606e+00,-2.500198978247510695e+01,-2.611280277049220544e+01
2.644528905781156425e+01,7.880082358930117152e+03,3.351392890111542329e+02,9.955054649488619845e+00,-2.499429584313196528e+01,-2.221031941471606785e+01
2.645529105821164251e+01,7.879832404468092136e+03,3.351577958832638728e+02,9.956285128345355062e+00,-2.498660925486979068e+01,-2.647941676996339666e+01
2.646529305861172432e+01,7.879582526850642353e+03,3.351762805161735059e+02,9.957514673221416146e+00,-2.497893001082400133e+01,-2.558707201495078110e+01
2.647529505901180258e+01,7.879332726004286997e+03,3.351947429340254416e+02,9.958743284732129553e+00,-2.497125810413717772e+01,-2.031870316788975117e+01
2.648529705941188439e+01,7.879083001855610746e+03,3.352131831609347046e+02,9.959970963492393636e+00,-2.496359352795923314e+01,-2.422432471889526795e+01
2.649529905981196265e+01,7.878833354331270129e+03,3.352316012209889777e+02,9.961197710116666215e+00,-2.495593627544747051e+01,-2.591849980243203078e+01
2.650530106021204446e+01,7.878583783357989887e+03,3.352499971382487729e+02,9.962423525218980558e+00,-2.494828633976612764e+01,-2.879642181889580499e+01
2.651530306061212272e+01,7.878334288862563881e+03,3.352683709367472602e+02,9.963648409412929396e+00,-2.494064371408694569e+01,-2.428582495645371964e+01
2.652530506101220453e+01,7.878084870771854185e+03,3.352867226404902681e+02,9.964872363311680914e+00,-2.493300839158882809e+01,-2.767485987882931653e+01
2.653530706141228279e+01,7.877835529012793813e+03,3.353050522734563970e+02,9.966095387527960980e+00,-2.492538036545835212e+01,-2.494222703936129193e+01
2.654530906181236460e+01,7.877586263512382175e+03,3.353233598595969056e+02,9.967317482674070916e+00,-2.491775962888885942e+01,-2.661889095543237005e+01
2.655531106221244286e+01,7.877337074197691436e+03,3.353416454228358248e+02,9.968538649361873283e+00,-2.491014617508102447e+01,-2.822662782218913335e+01
2.656531306261252467e+01,7.877087960995859248e+03,3.353599089870699004e+02,9.969758888202802538e+00,-2.490253999724285450e+01,-2.156996414562508235e+01
2.657531506301260293e+01,7.876838923834095112e+03,3.353781505761684798e+02,9.970978199807856157e+00,-2.489494108858991694e+01,-2.508167302021744050e+01
2.658531706341268475e+01,7.876589962639675832e+03,3.353963702139737393e+02,9.972196584787601736e+00,-2.488734944234460045e+01,-2.302559367944699176e+01
2.659531906381276301e+01,7.876341077339947333e+03,3.354145679243004565e+02,9.973414043752171665e+00,-2.487976505173662645e+01,-2.338001275246270083e+01
2.660532106421284482e+01,7.876092267862326480e+03,3.354327437309362381e+02,9.974630577311268453e+00,-2.487218791000299234e+01,-2.631241610552932642e+01
2.661532306461292308e+01,7.875843534134297443e+03,3.354508976576413488e+02,9.975846186074157629e+00,-2.486461801038814201e+01,-2.466794914754393986e+01
2.662532506501300489e+01,7.875594876083413510e+03,3.354690297281487119e+02,9.977060870649678392e+00,-2.485705534614351109e+01,-2.555338205977133725e+01
2.663532706541308315e+01,7.875346293637298004e+03,3.354871399661640794e+02,9.978274631646227633e+00,-2.484949991052792484e+01,-2.290507754967116227e+01
2.664532906581316496e+01,7.875097786723642457e+03,3.355052283953657479e+02,9.979487469671777689e+00,-2.484195169680720028e+01,-2.396602805365625599e+01
2.665533106621324322e+01,7.874849355270209344e+03,3.355232950394048999e+02,9.980699385333865692e+00,-2.483441069825482828e+01,-2.552942236417671751e+01
2.666533306661332503e+01,7.874600999204827531e+03,3.355413399219052621e+02,9.981910379239593567e+00,-2.482687690815112092e+01,-2.149715857082534853e+01
2.667533506701340329e+01,7.874352718455396825e+03,3.355593630664634475e+02,9.983120451995631583e+00,-2.481935031978372308e+01,-2.377002188879653488e+01
2.668533706741348510e+01,7.874104512949884338e+03,3.355773644966486131e+02,9.984329604208220132e+00,-2.481183092644738508e+01,-2.387708569378162338e+01
2.669533906781356336e+01,7.873856382616329029e+03,3.355953442360026884e+02,9.985537836483160845e+00,-2.480431872144458794e+01,-2.635941174604350934e+01
2.670534106821364517e+01,7.873608327382837160e+03,3.356133023080403746e+02,9.986745149425830803e+00,-2.479681369808440650e+01,-2.397231015991596692e+01
2.671534306861372343e+01,7.873360347177584117e+03,3.356312387362490313e+02,9.987951543641164776e+00,-2.478931584968353263e+01,-2.770921312032126238e+01
2.672534506901380524e+01,7.873112441928815315e+03,3.356491535440886764e+02,9.989157019733671206e+00,-2.478182516956547943e+01,-2.384896652225386404e+01
2.673534706941388350e+01,7.872864611564842562e+03,3.356670467549921000e+02,9.990361578307423329e+00,-2.477434165106149067e+01,-2.663649715236304161e+01
2.674534906981396531e+01,7.872616856014051336e+03,3.356849183923648638e+02,9.991565219966062728e+00,-2.476686528750974503e+01,-2.439232156490037440e+01
2.675535107021404357e+01,7.872369175204891690e+03,3.357027684795850178e+02,9.992767945312795774e+00,-2.475939607225529926e+01,-2.530688537378469150e+01
2.676535307061412539e+01,7.872121569065885524e+03,3.357205970400036108e+02,9.993969754950398965e+00,-2.475193399865088395e+01,-2.428831227511494362e+01
2.677535507101420365e+01,7.871874037525622953e+03,3.357384040969442367e+02,9.995170649481215364e+00,-2.474447906005639197e+01,-2.402347582080392741e+01
2.678535707141428546e+01,7.871626580512763212e+03,3.357561896737031475e+02,9.996370629507151051e+00,-2.473703124983870794e+01,-2.484752143144219261e+01
2.679535907181436372e+01,7.871379197956034659e+03,3.357739537935494241e+02,9.997569695629685782e+00,-2.472959056137182188e+01,-2.483811493490058098e+01
2.680536107221444553e+01,7.871131889784234772e+03,3.357916964797248625e+02,9.998767848449862328e+00,-2.472215698803728401e+01,-2.769576075399202253e+01
2.681536307261452379e+01,7.870884655926230153e+03,3.358094177554438602e+02,9.999965088568290028e+00,-2.471473052322357944e+01,-2.851056435470955819e+01
2.682536507301460560e+01,7.870637496310956521e+03,3.358271176438935868e+02,1.000116141658515012e+01,-2.470731116032635555e+01,-2.218413303291740846e+01
2.683536707341468386e+01,7.870390410867418723e+03,3.358447961682339269e+02,1.000235683310018331e+01,-2.469989889274859252e+01,-2.355193150552079473e+01
2.684536907381476567e+01,7.870143399524690722e+03,3.358624533515975372e+02,1.000355133871270574e+01,-2.469249371390009173e+01,-2.765079253405582449e+01
2.685537107421484393e+01,7.869896462211914695e+03,3.358800892170896191e+02,1.000474493402159482e+01,-2.468509561719838530e+01,-2.086668785810894633e+01
2.686537307461492574e+01,7.869649598858303762e+03,3.358977037877882026e+02,1.000593761962529804e+01,-2.467770459606776967e+01,-2.610649608753119821e+01
2.687537507501500400e+01,7.869402809393137431e+03,3.359152970867440331e+02,1.000712939612182772e+01,-2.467032064393970359e+01,-2.364839551484597990e+01
2.688537707541508581e+01,7.869156093745767976e+03,3.359328691369805142e+02,1.000832026410876630e+01,-2.466294375425297858e+01,-2.381248193427701665e+01
2.689537907581516407e+01,7.868909451845613148e+03,3.359504199614937647e+02,1.000951022418326097e+01,-2.465557392045371898e+01,-2.443846188596510061e+01
2.690538107621524588e+01,7.868662883622161644e+03,3.359679495832526754e+02,1.001069927694202555e+01,-2.464821113599452929e+01,-2.343127131477646685e+01
2.691538307661532414e+01,7.868416389004972189e+03,3.359854580251987954e+02,1.001188742298134571e+01,-2.464085539433614258e+01,-2.738869660130948347e+01
2.692538507701540595e+01,7.868169967923668992e+03,3.360029453102463890e+02,1.001307466289706838e+01,-2.463350668894548789e+01,-2.470578793596547484e+01
2.693538707741548421e+01,7.867923620307949932e+03,3.360204114612824355e+02,1.001426099728460883e+01,-2.462616501329739549e+01,-2.513427441793089656e+01
2.694538907781556603e+01,7.867677346087579281e+03,3.360378565011665728e+02,1.001544642673895424e+01,-2.461883036087340315e+01,-2.444370391610909010e+01
2.695539107821564428e+01,7.867431145192389522e+03,3.360552804527312674e+02,1.001663095185465480e+01,-2.461150272516215409e+01,-2.515985678924552715e+01
2.696539307861572610e+01,7.867185017552285899e+03,3.360726833387815873e+02,1.001781457322582547e+01,-2.460418209965990854e+01,-2.588830863050625908e+01
2.697539507901580436e+01,7.866938963097238229e+03,3.360900651820953726e+02,1.001899729144615492e+01,-2.459686847786957742e+01,-2.605919880460232463e+01
2.698539707941588617e+01,7.866692981757289090e+03,3.361074260054231218e+02,1.002017910710889481e+01,-2.458956185330151811e+01,-2.282021066556233535e+01
2.699539907981596443e+01,7.866447073462548360e+03,3.361247658314881051e+02,1.002136002080686161e+01,-2.458226221947302292e+01,-2.627826542417278688e+01
2.700540108021604269e+01,7.866201238143195042e+03,3.361420846829861944e+02,1.002254003313244546e+01,-2.457496956990848958e+01,-2.385004896139390596e+01
2.701540308061612450e+01,7.865955475729478167e+03,3.361593825825861472e+02,1.002371914467759773e+01,-2.456768389813976228e+01,-2.386792075385328715e+01
2.702540508101620276e+01,7.865709786149791398e+03,3.361766595537578155e+02,1.002489735604287446e+01,-2.456040519753992157e+01,-2.475620417625206215e+01
2.703540708141628457e+01,7.865464169331841731e+03,3.361939156202633967e+02,1.002607466783185153e+01,-2.455313346142560249e+01,-2.370639294983748613e+01
2.704540908181636283e+01,7.865218625206245633e+03,3.362111508046127142e+02,1.002725108063429360e+01,-2.454586868336537009e+01,-2.346169354298202947e+01
2.705541108221644464e+01,7.864973153703697790e+03,3.362283651292830768e+02,1.002842659503947331e+01,-2.453861085693586119e+01,-2.560292156290855914e+01
2.706541308261652290e+01,7.864727754754953821e+03,3.362455586167292836e+02,1.002960121163628315e+01,-2.453135997571985172e+01,-2.385902924479229270e+01
2.707541508301660471e+01,7.864482428290825737e+03,3.362627312893836233e+02,1.003077493101322837e+01,-2.452411603330637035e+01,-2.071300964852819604e+01
2.708541708341668297e+01,7.864237174242183755e+03,3.362798831696559319e+02,1.003194775375843761e+01,-2.451687902329069857e+01,-2.665869753657583630e+01
2.709541908381676478e+01,7.863991992539956300e+03,3.362970142799337623e+02,1.003311968045965585e+01,-2.450964893927408639e+01,-2.511446681048333929e+01
2.710542108421684304e+01,7.863746883115130913e+03,3.363141246425819304e+02,1.003429071170424258e+01,-2.450242577486397977e+01,-2.603628503233716884e+01
2.711542308461692485e+01,7.863501845898751526e+03,3.363312142799430262e+02,1.003546084807917893e+01,-2.449520952367396376e+01,-2.052518688250434309e+01
2.712542508501700311e+01,7.863256880821921186e+03,3.363482832143370160e+02,1.003663009017106411e+01,-2.448800017932381934e+01,-2.729357513485686937e+01
2.713542708541708492e+01,7.863011987815801149e+03,3.363653314680615836e+02,1.003779843856611365e+01,-2.448079773543946658e+01,-2.446663045168274309e+01
2.714542908581716318e+01,7.862767166811609968e+03,3.363823590633917320e+02,1.003896589385015758e+01,-2.447360218565285095e+01,-2.261532358379339058e+01
2.715543108621724500e+01,7.862522417740623496e+03,3.363993660225802387e+02,1.004013245660865294e+01,-2.446641352360222754e+01,-2.620281256363909250e+01
2.716543308661732326e+01,7.862277740534179429e+03,3.364163523678573142e+02,1.004129812742666594e+01,-2.445923174293176316e+01,-2.473125629610003884e+01
2.717543508701740507e+01,7.862033135123668217e+03,3.364333181214306023e+02,1.004246290688888266e+01,-2.445205683729193424e+01,-2.587599455688989281e+01
2.718543708741748333e+01,7.861788601440543061e+03,3.364502633054854641e+02,1.004362679557961080e+01,-2.444488880033935629e+01,-2.712574773006603479e+01
2.719543908781756514e+01,7.861544139416311737e+03,3.364671879421847507e+02,1.004478979408277262e+01,-2.443772762573661339e+01,-2.457981057433859107e+01
2.720544108821764340e+01,7.861299748982542042e+03,3.364840920536688600e+02,1.004595190298190843e+01,-2.443057330715242870e+01,-2.344418316677221270e+01
2.721544308861772521e+01,7.861055430070860893e+03,3.365009756620556232e+02,1.004711312286017844e+01,-2.442342583826200553e+01,-2.522025850601355401e+01
2.722544508901780347e+01,7.860811182612949779e+03,3.365178387894405319e+02,1.004827345430035557e+01,-2.441628521274606101e+01,-2.409004813746743068e+01
2.723544708941788528e+01,7.860567006540550210e+03,3.365346814578965677e+02,1.004943289788483973e+01,-2.440915142429190610e+01,-2.304455606027003611e+01
2.724544908981796354e+01,7.860322901785463728e+03,3.365515036894743730e+02,1.005059145419563826e+01,-2.440202446659282032e+01,-2.201724938000471354e+01
2.725545109021804535e+01,7.860078868279546441e+03,3.365683055062019662e+02,1.005174912381438368e+01,-2.439490433334805175e+01,-2.686402606578332808e+01
2.726545309061812361e+01,7.859834905954715396e+03,3.365850869300849126e+02,1.005290590732232481e+01,-2.438779101826304441e+01,-2.316528266018720572e+01
2.727545509101820542e+01,7.859591014742943116e+03,3.366018479831064951e+02,1.005406180530032678e+01,-2.438068451504955192e+01,-2.562319067542705042e+01
2.728545709141828368e+01,7.859347194576262154e+03,3.366185886872273159e+02,1.005521681832887282e+01,-2.437358481742518279e+01,-2.814176386093832249e+01
2.729545909181836549e+01,7.859103445386762360e+03,3.366353090643857513e+02,1.005637094698806777e+01,-2.436649191911368462e+01,-2.592245517929086063e+01
2.730546109221844375e+01,7.858859767106591789e+03,3.366520091364974405e+02,1.005752419185762569e+01,-2.435940581384494408e+01,-2.307956454368708776e+01
2.731546309261852556e+01,7.858616159667956708e+03,3.366686889254558537e+02,1.005867655351688938e+01,-2.435232649535493010e+01,-2.373980793943105283e+01
2.732546509301860382e+01,7.858372623003120680e+03,3.366853484531317804e+02,1.005982803254481084e+01,-2.434525395738575071e+01,-2.653842068467361770e+01
2.733546709341868564e+01,7.858129157044407293e+03,3.367019877413737277e+02,1.006097862951996547e+01,-2.433818819368542563e+01,-2.112978339711050424e+01
2.734546909381876389e+01,7.857885761724196527e+03,3.367186068120075788e+02,1.006212834502054321e+01,-2.433112919800839791e+01,-2.352722372592777234e+01
2.735547109421884571e+01,7.857642436974925658e+03,3.367352056868368209e+02,1.006327717962435386e+01,-2.432407696411485176e+01,-2.446236598552773955e+01
2.736547309461892397e+01,7.857399182729091990e+03,3.367517843876426014e+02,1.006442513390882354e+01,-2.431703148577128104e+01,-2.540095003182964462e+01
2.737547509501900578e+01,7.857155998919251033e+03,3.367683429361833873e+02,1.006557220845099643e+01,-2.430999275675009130e+01,-2.347701620574796522e+01
2.738547709541908404e+01,7.856912885478013777e+03,3.367848813541953632e+02,1.006671840382753658e+01,-2.430296077082988404e+01,-2.507847554256386857e+01
2.739547909581916585e+01,7.856669842338051239e+03,3.368013996633922034e+02,1.006786372061472434e+01,-2.429593552179528615e+01,-2.203119384579694895e+01
2.740548109621924411e+01,7.856426869432092644e+03,3.368178978854651291e+02,1.006900815938845817e+01,-2.428891700343700677e+01,-2.366370150692554830e+01
2.741548309661932592e+01,7.856183966692924514e+03,3.368343760420828517e+02,1.007015172072425280e+01,-2.428190520955195097e+01,-2.305463231870157870e+01
2.742548509701940418e+01,7.855941134053392489e+03,3.368508341548916860e+02,1.007129440519724284e+01,-2.427490013394276502e+01,-2.488648326017036538e+01
