t,q,n,s,dq_dt,dq_dt_noisy
5.357071414282857091e+01,7.999999999996639799e-01,2.613470767109506432e-01,-2.609158026083119021e-05,1.972463550285766807e-13,-6.408697321264658631e-03
5.359071814362872743e+01,7.999999999996679767e-01,2.613470767109513093e-01,-2.598740225122548632e-05,1.949005148206611665e-13,3.703229381104000944e-03
5.361072214442889106e+01,7.999999999996718625e-01,2.613470767109519755e-01,-2.588364030498268645e-05,1.926198368422210173e-13,1.426088332858388256e-03
5.363072614522904757e+01,7.999999999996756372e-01,2.613470767109526416e-01,-2.578029275616272676e-05,1.904043210972512266e-13,3.518500023761640151e-03
5.365073014602921120e+01,7.999999999996794120e-01,2.613470767109532522e-01,-2.567735794510808841e-05,1.881888052610252238e-13,1.201960953237223278e-03
5.367073414682936772e+01,7.999999999996831868e-01,2.613470767109539183e-01,-2.557483421844407878e-05,1.859732893340627737e-13,-1.533541888074368195e-03
5.369073814762953134e+01,7.999999999996868505e-01,2.613470767109545290e-01,-2.547271992907854351e-05,1.838229356478442068e-13,-2.275034946809435972e-03
5.371074214842968786e+01,7.999999999996905142e-01,2.613470767109551396e-01,-2.537101343620216801e-05,1.816725818741790075e-13,5.710307258897680390e-04
5.373074614922985148e+01,7.999999999996940669e-01,2.613470767109558057e-01,-2.526971310528817593e-05,1.795873903467825451e-13,4.553815959711494422e-03
5.375075015003000800e+01,7.999999999996976197e-01,2.613470767109563608e-01,-2.516881730809261374e-05,1.775021987351736539e-13,1.908775074745429172e-03
5.377075415083017162e+01,7.999999999997011724e-01,2.613470767109569715e-01,-2.506832442265408313e-05,1.754170070398319107e-13,-1.642918114593549216e-03
5.379075815163032814e+01,7.999999999997046141e-01,2.613470767109575821e-01,-2.496823283329401537e-05,1.733969775977988001e-13,-1.722519942301715219e-03
5.381076215243049177e+01,7.999999999997080558e-01,2.613470767109581927e-01,-2.486854093061636643e-05,1.713769480751982776e-13,-2.142167374598301106e-03
5.383076615323064829e+01,7.999999999997114974e-01,2.613470767109587478e-01,-2.476924711150794561e-05,1.693569184724893467e-13,-6.385698917129830395e-04
5.385077015403081191e+01,7.999999999997148281e-01,2.613470767109593029e-01,-2.467034977913809028e-05,1.674020511299999243e-13,-2.688706124421689114e-04
5.387077415483096843e+01,7.999999999997181588e-01,2.613470767109598580e-01,-2.457184734295897422e-05,1.654471837104999314e-13,-1.457998548017571273e-03
5.389077815563113205e+01,7.999999999997214895e-01,2.613470767109604131e-01,-2.447373821870530943e-05,1.634923162144281764e-13,3.449102866330438138e-05
5.391078215643128857e+01,7.999999999997247091e-01,2.613470767109609683e-01,-2.437602082839464770e-05,1.616026109853601338e-13,-4.781294743329084218e-03
5.393078615723145219e+01,7.999999999997279287e-01,2.613470767109615234e-01,-2.427869360032706888e-05,1.597129056827520037e-13,4.761827817124648921e-03
5.395079015803160871e+01,7.999999999997310374e-01,2.613470767109620785e-01,-2.418175496908549262e-05,1.578883626523186259e-13,7.654030239976852444e-04
5.397079415883177234e+01,7.999999999997341460e-01,2.613470767109626336e-01,-2.408520337553538357e-05,1.560638195513246819e-13,4.656805904429945839e-03
5.399079815963192885e+01,7.999999999997372546e-01,2.613470767109631332e-01,-2.398903726682502583e-05,1.542392763801719987e-13,9.019999232193922191e-04
5.401080216043208537e+01,7.999999999997403632e-01,2.613470767109636328e-01,-2.389325509638529597e-05,1.524147331392602068e-13,-5.695955717499793895e-04
5.403080616123224900e+01,7.999999999997433608e-01,2.613470767109641879e-01,-2.379785532392974430e-05,1.506553521785449612e-13,2.909316971676863435e-04
5.405081016203240551e+01,7.999999999997463584e-01,2.613470767109646875e-01,-2.370283641545471688e-05,1.488959711509735140e-13,7.049018148428732623e-04
5.407081416283256914e+01,7.999999999997492450e-01,2.613470767109651871e-01,-2.360819684323911492e-05,1.472017524085903735e-13,-1.972475711210018839e-03
5.409081816363272566e+01,7.999999999997522426e-01,2.613470767109656867e-01,-2.351393508584465912e-05,1.454423712494935234e-13,-1.112753066913333127e-03
5.411082216443288928e+01,7.999999999997550182e-01,2.613470767109661863e-01,-2.342004962811561179e-05,1.438133147321778708e-13,5.843399932210689707e-03
5.413082616523304580e+01,7.999999999997579048e-01,2.613470767109666304e-01,-2.332653896117906824e-05,1.421190957988751947e-13,2.894924844075881347e-03
5.415083016603320942e+01,7.999999999997606803e-01,2.613470767109671300e-01,-2.323340158244467218e-05,1.404900391584809840e-13,-1.525383938161922878e-03
5.417083416683336594e+01,7.999999999997635669e-01,2.613470767109676296e-01,-2.314063599560488340e-05,1.387958201007341747e-13,1.638142530738598019e-03
5.419083816763352957e+01,7.999999999997662314e-01,2.613470767109680737e-01,-2.304824071063472701e-05,1.372319256965433407e-13,-2.483498123817227086e-03
5.421084216843368608e+01,7.999999999997690070e-01,2.613470767109685178e-01,-2.295621424379202727e-05,1.356028688756869617e-13,4.315779661505480223e-03
5.423084616923384971e+01,7.999999999997716715e-01,2.613470767109690174e-01,-2.286455511761718054e-05,1.340389743552803565e-13,-3.001558273140831658e-03
5.425085017003400623e+01,7.999999999997743361e-01,2.613470767109694615e-01,-2.277326186093338908e-05,1.324750797777699406e-13,2.776479662846293578e-03
5.427085417083416985e+01,7.999999999997770006e-01,2.613470767109699056e-01,-2.268233300884642728e-05,1.309111851434808003e-13,1.479741295436687505e-04
5.429085817163432637e+01,7.999999999997795541e-01,2.613470767109703496e-01,-2.259176710274486864e-05,1.294124528156847899e-13,1.750066866687480238e-04
5.431086217243448999e+01,7.999999999997821076e-01,2.613470767109707937e-01,-2.250156269029984863e-05,1.279137204337581792e-13,-2.389178933755732072e-03
5.433086617323464651e+01,7.999999999997846611e-01,2.613470767109712378e-01,-2.241171832422759357e-05,1.264149879980090657e-13,-7.118049913644854208e-04
5.435087017403481013e+01,7.999999999997872147e-01,2.613470767109716819e-01,-2.232223248104196953e-05,1.249162555087457236e-13,-2.239211040852619530e-03
5.437087417483496665e+01,7.999999999997896571e-01,2.613470767109720705e-01,-2.223310369586614896e-05,1.234826853332039512e-13,-2.542987634444629670e-03
5.439087817563513028e+01,7.999999999997920996e-01,2.613470767109725146e-01,-2.214433056740454497e-05,1.220491151067271845e-13,1.470702562354377204e-03
5.441088217643528679e+01,7.999999999997945421e-01,2.613470767109729032e-01,-2.205591169890862993e-05,1.206155448296047147e-13,7.691304177741350653e-03
5.443088617723545042e+01,7.999999999997969846e-01,2.613470767109733472e-01,-2.196784569817670498e-05,1.191819745021243940e-13,-9.652597909813724099e-04
5.445089017803560694e+01,7.999999999997993161e-01,2.613470767109737358e-01,-2.188013117755413390e-05,1.178135664954218207e-13,3.102616571617957276e-03
5.447089417883577056e+01,7.999999999998016476e-01,2.613470767109741244e-01,-2.179276675393310245e-05,1.164451584408726247e-13,3.340919910989243081e-05
5.449089817963592708e+01,7.999999999998039790e-01,2.613470767109745130e-01,-2.170575104875286583e-05,1.150767503387487547e-13,-2.091286400361682535e-03
5.451090218043609070e+01,7.999999999998063105e-01,2.613470767109749016e-01,-2.161908268799949445e-05,1.137083421893206954e-13,4.135729321450344956e-03
5.453090618123624722e+01,7.999999999998085309e-01,2.613470767109752901e-01,-2.153276030220613150e-05,1.124050963675633997e-13,1.996886241997658691e-03
5.455091018203641084e+01,7.999999999998107514e-01,2.613470767109756787e-01,-2.144678252645273883e-05,1.111018505009479893e-13,3.525059422392319564e-03
5.457091418283656736e+01,7.999999999998129718e-01,2.613470767109760673e-01,-2.136114800036634427e-05,1.097986045897294619e-13,4.224717865049633174e-04
5.459091818363673099e+01,7.999999999998151923e-01,2.613470767109764559e-01,-2.127585536812080105e-05,1.084953586341615404e-13,5.157041623994360969e-04
5.461092218443688751e+01,7.999999999998173017e-01,2.613470767109767889e-01,-2.119090327843702165e-05,1.072572750129978090e-13,-2.400926961434983117e-03
5.463092618523705113e+01,7.999999999998195221e-01,2.613470767109771775e-01,-2.110629038458275073e-05,1.059540289704264688e-13,-7.324150133301609092e-04
5.465093018603720765e+01,7.999999999998216316e-01,2.613470767109775106e-01,-2.102201534437278538e-05,1.047159452646316063e-13,5.168243464076881406e-03
5.467093418683737127e+01,7.999999999998237410e-01,2.613470767109778992e-01,-2.093807682016875829e-05,1.034778615173494381e-13,-6.820203844430203222e-03
5.469093818763752779e+01,7.999999999998257394e-01,2.613470767109782322e-01,-2.085447347887935796e-05,1.023049401110524152e-13,1.257101033319888567e-03
5.471094218843769141e+01,7.999999999998278488e-01,2.613470767109785653e-01,-2.077120399196010511e-05,1.010668562824275048e-13,4.531601046561843475e-03
5.473094618923784793e+01,7.999999999998298472e-01,2.613470767109789539e-01,-2.068826703541357627e-05,9.989393479709804188e-14,2.506546707841022462e-03
5.475095019003801156e+01,7.999999999998318456e-01,2.613470767109792869e-01,-2.060566128978917339e-05,9.872101327304934201e-14,2.754517972183570355e-03
5.477095419083816807e+01,7.999999999998337330e-01,2.613470767109796200e-01,-2.052338544018336781e-05,9.761325409641393097e-14,-7.100840673170291618e-04
5.479095819163833170e+01,7.999999999998357314e-01,2.613470767109799531e-01,-2.044143817623945289e-05,9.644033249649671655e-14,3.512869815593695939e-03
5.481096219243848822e+01,7.999999999998376188e-01,2.613470767109802861e-01,-2.035981819214777782e-05,9.533257324624258440e-14,3.596932554235865269e-03
5.483096619323865184e+01,7.999999999998395062e-01,2.613470767109805637e-01,-2.027852418664553077e-05,9.422481395994561207e-14,-1.463529871982307758e-05
5.485097019403880836e+01,7.999999999998413935e-01,2.613470767109808968e-01,-2.019755486301694894e-05,9.311705463781101697e-14,5.170797746267323525e-03
5.487097419483897198e+01,7.999999999998432809e-01,2.613470767109812298e-01,-2.011690892909310515e-05,9.200929528004284273e-14,-1.364825716038870623e-03
5.489097819563912850e+01,7.999999999998451683e-01,2.613470767109815629e-01,-2.003658509725212802e-05,9.090153588684413581e-14,-7.393700551497404613e-03
5.491098219643929212e+01,7.999999999998469447e-01,2.613470767109818405e-01,-1.995658208441897498e-05,8.985893885062181974e-14,7.201346383679326391e-05
5.493098619723944864e+01,7.999999999998487210e-01,2.613470767109821735e-01,-1.987689861206566946e-05,8.881634178114127937e-14,-2.372007131690561104e-04
5.495099019803961227e+01,7.999999999998504974e-01,2.613470767109824511e-01,-1.979753340621105353e-05,8.777374467859187917e-14,-2.466510570078655172e-03
5.497099419883976879e+01,7.999999999998522737e-01,2.613470767109827286e-01,-1.971848519742103187e-05,8.673114754316196127e-14,-1.284654683794274549e-03
5.499099819963993241e+01,7.999999999998539391e-01,2.613470767109830617e-01,-1.963975272080834133e-05,8.575371277076134501e-14,-1.525147837464519308e-03
5.501100220044008893e+01,7.999999999998557154e-01,2.613470767109833393e-01,-1.956133471603277462e-05,8.471111557100229416e-14,-5.424336664895349804e-03
5.503100620124025255e+01,7.999999999998573808e-01,2.613470767109836168e-01,-1.948322992730095664e-05,8.373368073637868996e-14,3.825988848966287246e-03
5.505101020204040907e+01,7.999999999998590461e-01,2.613470767109838944e-01,-1.940543710336656809e-05,8.275624587134228906e-14,1.186675019242401066e-04
5.507101420284057269e+01,7.999999999998607114e-01,2.613470767109841719e-01,-1.932795499753012190e-05,8.177881097606632531e-14,8.217567029478151097e-03
5.509101820364072921e+01,7.999999999998622657e-01,2.613470767109844495e-01,-1.925078236763918003e-05,8.086653845076397418e-14,5.716167305349132127e-05
5.511102220444089284e+01,7.999999999998639311e-01,2.613470767109847270e-01,-1.917391797608815359e-05,7.988910349637835988e-14,1.299658224800748739e-03
5.513102620524104935e+01,7.999999999998654854e-01,2.613470767109850046e-01,-1.909736058981849257e-05,7.897683091400825839e-14,-4.460636778562324448e-03
5.515103020604121298e+01,7.999999999998670397e-01,2.613470767109852821e-01,-1.902110898031848592e-05,7.806455830377235855e-14,3.172482587597221220e-03
5.517103420684136950e+01,7.999999999998685940e-01,2.613470767109855597e-01,-1.894516192362347845e-05,7.715228566582931607e-14,-3.191594090980346809e-03
5.519103820764153312e+01,7.999999999998701483e-01,2.613470767109857817e-01,-1.886951820031565052e-05,7.624001300033697887e-14,1.726121410020802415e-03
5.521104220844168964e+01,7.999999999998717026e-01,2.613470767109860593e-01,-1.879417659552422816e-05,7.532774030745238705e-14,2.891461837980812462e-03
5.523104620924185326e+01,7.999999999998731459e-01,2.613470767109863369e-01,-1.871913589892527978e-05,7.448062999327505733e-14,2.403947604667566913e-03
5.525105021004200978e+01,7.999999999998745892e-01,2.613470767109865589e-01,-1.864439490474192960e-05,7.363351965367669126e-14,-2.418017308584987160e-03
5.527105421084217340e+01,7.999999999998761435e-01,2.613470767109868365e-01,-1.856995241174412388e-05,7.272124688120237023e-14,-2.327042772949768946e-03
5.529105821164232992e+01,7.999999999998775868e-01,2.613470767109870585e-01,-1.849580722324887486e-05,7.187413649037200696e-14,2.381170177765196388e-03
5.531106221244249355e+01,7.999999999998789191e-01,2.613470767109872805e-01,-1.842195814712002360e-05,7.109218848379827089e-14,3.669143019304339521e-03
5.533106621324265006e+01,7.999999999998803624e-01,2.613470767109875581e-01,-1.834840399576846359e-05,7.024507804395491934e-14,4.461636898232375359e-03
5.535107021404281369e+01,7.999999999998818057e-01,2.613470767109877801e-01,-1.827514358615193069e-05,6.939796757940638800e-14,7.922380102791252206e-06
5.537107421484297021e+01,7.999999999998831379e-01,2.613470767109880022e-01,-1.820217573977519964e-05,6.861601950197635763e-14,-2.259938626403145572e-04
5.539107821564313383e+01,7.999999999998844702e-01,2.613470767109882242e-01,-1.812949928268990109e-05,6.783407140173606709e-14,5.504887288726095090e-03
5.541108221644329035e+01,7.999999999998858025e-01,2.613470767109885018e-01,-1.805711304549469104e-05,6.705212327881533132e-14,-1.697681295241682594e-03
5.543108621724345397e+01,7.999999999998871347e-01,2.613470767109887238e-01,-1.798501586333509154e-05,6.627017513334328370e-14,2.384638094713796390e-03
5.545109021804361049e+01,7.999999999998884670e-01,2.613470767109889459e-01,-1.791320657590365000e-05,6.548822696544842653e-14,-8.552364077584796460e-04
5.547109421884377412e+01,7.999999999998897993e-01,2.613470767109891679e-01,-1.784168402743976974e-05,6.470627877525858050e-14,-4.210651654044239925e-03
5.549109821964393063e+01,7.999999999998910205e-01,2.613470767109893900e-01,-1.777044706672989294e-05,6.398949297937672440e-14,-3.286335338359154101e-03
5.551110222044409426e+01,7.999999999998923528e-01,2.613470767109895565e-01,-1.769949454710730756e-05,6.320754474576532358e-14,1.447322893208713174e-03
5.553110622124425078e+01,7.999999999998935740e-01,2.613470767109897785e-01,-1.762882532645234382e-05,6.249075890828343669e-14,7.457581825461559368e-04
5.555111022204441440e+01,7.999999999998947953e-01,2.613470767109900006e-01,-1.755843826719217431e-05,6.177397305057090266e-14,1.565761318179072431e-03
5.557111422284457092e+01,7.999999999998960165e-01,2.613470767109902226e-01,-1.748833223630102404e-05,6.105718717274290780e-14,-9.817077541674329964e-04
5.559111822364473454e+01,7.999999999998972378e-01,2.613470767109904447e-01,-1.741850610529995023e-05,6.034040127491400732e-14,-1.437673178281767159e-03
5.561112222444489106e+01,7.999999999998984590e-01,2.613470767109906112e-01,-1.734895875025706255e-05,5.962361535719817586e-14,9.325453373883761448e-04
5.563112622524505468e+01,7.999999999998995692e-01,2.613470767109908333e-01,-1.727968905178731639e-05,5.897199184163316421e-14,-4.798908169161235750e-04
5.565113022604521120e+01,7.999999999999007905e-01,2.613470767109909998e-01,-1.721069589505269928e-05,5.825520588524896153e-14,-4.771124404918377325e-03
5.567113422684537483e+01,7.999999999999019007e-01,2.613470767109912218e-01,-1.714197816976205802e-05,5.760358233276639547e-14,-1.241847277953149345e-03
5.569113822764553134e+01,7.999999999999030109e-01,2.613470767109913884e-01,-1.707353477017127156e-05,5.695195876236354760e-14,5.180476258437497795e-03
5.571114222844569497e+01,7.999999999999042322e-01,2.613470767109916104e-01,-1.700536459508307133e-05,5.623517274917230993e-14,-2.237115607345203233e-03
5.573114622924585149e+01,7.999999999999053424e-01,2.613470767109917769e-01,-1.693746654784722430e-05,5.558354914248032687e-14,1.722326261361313820e-03
5.575115023004601511e+01,7.999999999999063416e-01,2.613470767109919990e-01,-1.686983953636034993e-05,5.499708794464990868e-14,-1.842445441457805650e-04
5.577115423084617163e+01,7.999999999999074518e-01,2.613470767109921655e-01,-1.680248247306610659e-05,5.434546430357991643e-14,2.264042924233041626e-03
5.579115823164633525e+01,7.999999999999085620e-01,2.613470767109923321e-01,-1.673539427495499839e-05,5.369384064509398322e-14,-2.568840419571744721e-03
5.581116223244649177e+01,7.999999999999096723e-01,2.613470767109925541e-01,-1.666857386356456833e-05,5.304221696929142349e-14,-3.798359736696622826e-03
5.583116623324665539e+01,7.999999999999106715e-01,2.613470767109927206e-01,-1.660202016497921870e-05,5.245575570571906034e-14,1.396315037210823585e-03
5.585117023404681191e+01,7.999999999999116707e-01,2.613470767109928872e-01,-1.653573210983037036e-05,5.186929442649901004e-14,-2.069793427586030278e-03
5.587117423484696843e+01,7.999999999999127809e-01,2.613470767109930537e-01,-1.646970863329634075e-05,5.121767070080317531e-14,-6.687061102814363851e-05
5.589117823564713206e+01,7.999999999999137801e-01,2.613470767109932202e-01,-1.640394867510237435e-05,5.063120938982395731e-14,-9.077144887276654374e-04
5.591118223644728857e+01,7.999999999999147793e-01,2.613470767109933868e-01,-1.633845117952073761e-05,5.004474806346538478e-14,2.940314332929485925e-03
5.593118623724745220e+01,7.999999999999157785e-01,2.613470767109935533e-01,-1.627321509537054612e-05,4.945828672181493924e-14,8.090233356554447051e-04
5.595119023804760872e+01,7.999999999999167777e-01,2.613470767109937198e-01,-1.620823937601795095e-05,4.887182536495972987e-14,4.593056524887355351e-04
5.597119423884777234e+01,7.999999999999177769e-01,2.613470767109938864e-01,-1.614352295563054238e-05,4.828536399298657554e-14,-2.898510021520435149e-03
5.599119823964792886e+01,7.999999999999186651e-01,2.613470767109940529e-01,-1.607906472024568938e-05,4.776406504123626812e-14,-4.690667876405913046e-03
5.601120224044809248e+01,7.999999999999196643e-01,2.613470767109942194e-01,-1.601486365096278745e-05,4.717760363999911944e-14,-2.490625574782549465e-03
5.603120624124824900e+01,7.999999999999205524e-01,2.613470767109943860e-01,-1.595091874062979254e-05,4.665630466057533165e-14,2.540669704197020314e-03
5.605121024204841262e+01,7.999999999999215516e-01,2.613470767109944970e-01,-1.588722898531919305e-05,4.606984323040317517e-14,2.111076847120203336e-03
5.607121424284856914e+01,7.999999999999224398e-01,2.613470767109946635e-01,-1.582379338432818604e-05,4.554854422362183003e-14,1.782483976596823663e-03
5.609121824364873277e+01,7.999999999999233280e-01,2.613470767109948301e-01,-1.576061094017850098e-05,4.502724520362992356e-14,-1.183517942791499199e-03
5.611122224444888928e+01,7.999999999999242162e-01,2.613470767109949966e-01,-1.569768065861657265e-05,4.450594617050243540e-14,-3.060197740101649414e-03
5.613122624524905291e+01,7.999999999999251044e-01,2.613470767109951631e-01,-1.563500154861337162e-05,4.398464712431400444e-14,3.476913320500077745e-03
5.615123024604920943e+01,7.999999999999259925e-01,2.613470767109952742e-01,-1.557257262236457716e-05,4.346334806513887193e-14,5.701154013205882512e-04
5.617123424684937305e+01,7.999999999999268807e-01,2.613470767109954407e-01,-1.551039289529039755e-05,4.294204899305088789e-14,1.626587841921443888e-03
5.619123824764952957e+01,7.999999999999277689e-01,2.613470767109956072e-01,-1.544846138603574637e-05,4.242074990812354890e-14,-2.813795003658685345e-03
5.621124224844969319e+01,7.999999999999285460e-01,2.613470767109957182e-01,-1.538677711647007640e-05,4.196461325336995654e-14,-2.042019751561235073e-03
5.623124624924984971e+01,7.999999999999294342e-01,2.613470767109958848e-01,-1.532533911168754230e-05,4.144331414366500139e-14,1.954034473153171050e-03
5.625125025005001334e+01,7.999999999999302114e-01,2.613470767109959958e-01,-1.526414640000683796e-05,4.098717746563768993e-14,2.232974996963146136e-03
5.627125425085016985e+01,7.999999999999310996e-01,2.613470767109961623e-01,-1.520319801297135575e-05,4.046587833143377584e-14,-2.984800848606668135e-03
5.629125825165033348e+01,7.999999999999318767e-01,2.613470767109962734e-01,-1.514249298534902727e-05,4.000974163039912150e-14,8.782369382741573834e-04
5.631126225245049000e+01,7.999999999999326539e-01,2.613470767109964399e-01,-1.508203035513249276e-05,3.955360491829546124e-14,-3.502822545940832526e-03
5.633126625325065362e+01,7.999999999999334310e-01,2.613470767109965509e-01,-1.502180916353891815e-05,3.909746819518571461e-14,3.671652746694756449e-03
5.635127025405081014e+01,7.999999999999342082e-01,2.613470767109967174e-01,-1.496182845501018307e-05,3.864133146113246035e-14,2.001536670051210637e-03
5.637127425485097376e+01,7.999999999999349853e-01,2.613470767109968285e-01,-1.490208727721269624e-05,3.818519471619796170e-14,6.834639191035663842e-03
5.639127825565113028e+01,7.999999999999357625e-01,2.613470767109969395e-01,-1.484258468103757672e-05,3.772905796044416630e-14,4.540146123211537439e-03
5.641128225645129390e+01,7.999999999999365397e-01,2.613470767109971060e-01,-1.478331972060047261e-05,3.727292119393270630e-14,-1.971912766502623669e-03
5.643128625725145042e+01,7.999999999999373168e-01,2.613470767109972170e-01,-1.472429145324174406e-05,3.681678441672488565e-14,5.989873214990170140e-04
5.645129025805161405e+01,7.999999999999379829e-01,2.613470767109973281e-01,-1.466549893952628030e-05,3.642581007982951703e-14,-1.421029801898870308e-03
5.647129425885177056e+01,7.999999999999387601e-01,2.613470767109974391e-01,-1.460694124324367917e-05,3.596967328206182287e-14,4.302178898279628775e-04
5.649129825965193419e+01,7.999999999999394262e-01,2.613470767109976056e-01,-1.454861743140807099e-05,3.557869892602269335e-14,2.353283695984636093e-03
5.651130226045209071e+01,7.999999999999402034e-01,2.613470767109977166e-01,-1.449052657425829132e-05,3.512256210792629347e-14,-1.366204148150083855e-05
5.653130626125225433e+01,7.999999999999408695e-01,2.613470767109978277e-01,-1.443266774525771665e-05,3.473158773296303454e-14,1.858778788461489407e-04
5.655131026205241085e+01,7.999999999999415357e-01,2.613470767109979387e-01,-1.437504002109441858e-05,3.434061334893926005e-14,-4.009505530742483830e-03
5.657131426285257447e+01,7.999999999999422018e-01,2.613470767109980497e-01,-1.431764248168101468e-05,3.394963895590647314e-14,1.738848291813574910e-03
5.659131826365273099e+01,7.999999999999428679e-01,2.613470767109981607e-01,-1.426047421015481425e-05,3.355866455391593084e-14,-4.111878770934173911e-05
5.661132226445289461e+01,7.999999999999435341e-01,2.613470767109982718e-01,-1.420353429287767598e-05,3.316769014301859986e-14,1.875693296213365360e-03
5.663132626525305113e+01,7.999999999999442002e-01,2.613470767109983828e-01,-1.414682181943615534e-05,3.277671572326520083e-14,3.122122498684074682e-03
5.665133026605321476e+01,7.999999999999448663e-01,2.613470767109984938e-01,-1.409033588264134195e-05,3.238574129470618927e-14,9.860738966599148997e-05
5.667133426685337128e+01,7.999999999999455325e-01,2.613470767109986048e-01,-1.403407557852903576e-05,3.199476685739176829e-14,2.096482913024579325e-03
5.669133826765353490e+01,7.999999999999461986e-01,2.613470767109987158e-01,-1.397804000635956750e-05,3.160379241137187595e-14,-1.808550767500558248e-03
5.671134226845369142e+01,7.999999999999467537e-01,2.613470767109988269e-01,-1.392222826861797653e-05,3.127798041589596159e-14,2.834087863608265520e-03
5.673134626925385504e+01,7.999999999999474198e-01,2.613470767109989379e-01,-1.386663947101383297e-05,3.088700595323109153e-14,-6.567891647282032624e-05
5.675135027005401156e+01,7.999999999999480860e-01,2.613470767109990489e-01,-1.381127272248141388e-05,3.049603148200656315e-14,-1.773242387694383285e-03
5.677135427085417518e+01,7.999999999999486411e-01,2.613470767109991599e-01,-1.375612713517953558e-05,3.017021946331516655e-14,-6.906068982687613156e-04
5.679135827165433170e+01,7.999999999999491962e-01,2.613470767109992710e-01,-1.370120182449170945e-05,2.984440743738130740e-14,-4.250062375618064194e-03
5.681136227245449533e+01,7.999999999999498623e-01,2.613470767109993265e-01,-1.364649590902599629e-05,2.945343294198510270e-14,-1.945538777134868088e-03
5.683136627325465184e+01,7.999999999999504174e-01,2.613470767109994375e-01,-1.359200851061514519e-05,2.912762090108452638e-14,-1.286768340319588465e-03
5.685137027405481547e+01,7.999999999999509726e-01,2.613470767109995485e-01,-1.353773875431645635e-05,2.880180885306661978e-14,7.498612752736285940e-05
5.687137427485497199e+01,7.999999999999515277e-01,2.613470767109996595e-01,-1.348368576841192166e-05,2.847599679797186093e-14,-2.644717195191310260e-04
5.689137827565513561e+01,7.999999999999520828e-01,2.613470767109997150e-01,-1.342984868440807902e-05,2.815018473584051330e-14,-1.931911943436791495e-03
5.691138227645529213e+01,7.999999999999526379e-01,2.613470767109998261e-01,-1.337622663703616312e-05,2.782437266671263208e-14,-5.596362406244731122e-04
5.693138627725545575e+01,7.999999999999531930e-01,2.613470767109999371e-01,-1.332281876425194787e-05,2.749856059062806421e-14,-6.402173015693347381e-03
5.695139027805561227e+01,7.999999999999537481e-01,2.613470767110000481e-01,-1.326962420723590906e-05,2.717274850762645470e-14,2.622281834967790074e-04
5.697139427885577589e+01,7.999999999999543032e-01,2.613470767110001036e-01,-1.321664211039306679e-05,2.684693641774724342e-14,1.655702469341983896e-03
5.699139827965593241e+01,7.999999999999548583e-01,2.613470767110002146e-01,-1.316387162135313115e-05,2.652112432102966201e-14,2.343978106996525389e-03
5.701140228045609604e+01,7.999999999999554134e-01,2.613470767110002702e-01,-1.311131189097036166e-05,2.619531221751274016e-14,3.205488944325116628e-03
5.703140628125625256e+01,7.999999999999558575e-01,2.613470767110003812e-01,-1.305896207332370951e-05,2.593466257601924969e-14,-6.325691662476134753e-04
5.705141028205641618e+01,7.999999999999564126e-01,2.613470767110004922e-01,-1.300682132571667700e-05,2.560885045959880695e-14,-2.700799023949307528e-04
5.707141428285657270e+01,7.999999999999569678e-01,2.613470767110005477e-01,-1.295488880867745303e-05,2.528303833649258502e-14,-1.450722452283732594e-03
5.709141828365673632e+01,7.999999999999574118e-01,2.613470767110006587e-01,-1.290316368595878101e-05,2.502238867725247888e-14,-1.466164453142551963e-03
5.711142228445689284e+01,7.999999999999578559e-01,2.613470767110007142e-01,-1.285164512453809262e-05,2.476173901254680046e-14,3.436660374467415211e-04
5.713142628525705646e+01,7.999999999999584110e-01,2.613470767110008253e-01,-1.280033229461736559e-05,2.443592687075122990e-14,3.984642036077934955e-03
5.715143028605721298e+01,7.999999999999588551e-01,2.613470767110008808e-01,-1.274922436962327102e-05,2.417527719463980292e-14,-5.078802624405943066e-03
5.717143428685737661e+01,7.999999999999592992e-01,2.613470767110009918e-01,-1.269832052620703281e-05,2.391462751315753953e-14,-1.514234207249134240e-03
5.719143828765753312e+01,7.999999999999598543e-01,2.613470767110010473e-01,-1.264761994424456315e-05,2.358881535298418254e-14,7.897266880552871512e-04
5.721144228845769675e+01,7.999999999999602984e-01,2.613470767110011583e-01,-1.259712180683631858e-05,2.332816566029093720e-14,-3.016139784641748423e-03
5.723144628925785327e+01,7.999999999999607425e-01,2.613470767110012138e-01,-1.254682530030745577e-05,2.306751596232011142e-14,1.194700452411417502e-03
5.725145029005801689e+01,7.999999999999611866e-01,2.613470767110012694e-01,-1.249672961420767405e-05,2.280686625910171033e-14,-4.138542177984095606e-03
5.727145429085817341e+01,7.999999999999616307e-01,2.613470767110013804e-01,-1.244683394131136441e-05,2.254621655066559389e-14,-1.084640900611604820e-03
5.729145829165833703e+01,7.999999999999620748e-01,2.613470767110014359e-01,-1.239713747761746898e-05,2.228556683704146112e-14,-4.981603813478297990e-03
5.731146229245849355e+01,7.999999999999625189e-01,2.613470767110014914e-01,-1.234763942234961985e-05,2.202491711825885331e-14,7.623886554222174955e-04
5.733146629325865717e+01,7.999999999999629630e-01,2.613470767110016024e-01,-1.229833897795599684e-05,2.176426739434716339e-14,-2.402706159275939338e-03
5.735147029405881369e+01,7.999999999999634070e-01,2.613470767110016579e-01,-1.224923535010947486e-05,2.150361766533562656e-14,1.864142344525663913e-03
