t,C,S_ads,theta_occ,dC_dt,dC_dt_noisy
1.996679335867173322e+01,2.251779429183049075e+01,2.322491323745568081e+01,3.311240676135236982e-01,-3.512998778085494322e-01,-4.653483606565955721e-02
1.997659531906381147e+01,2.251435136842218654e+01,2.322144459530014871e+01,3.310967117469723053e-01,-3.511969536014207804e-01,2.926372547465554419e-01
1.998639727945588973e+01,2.251090945319095482e+01,2.321797854884566803e+01,3.310693461242483204e-01,-3.510941277260295479e-01,8.715173548888954791e-02
1.999619923984796799e+01,2.250746854517606010e+01,2.321451509220562315e+01,3.310419708059205712e-01,-3.509914001536582617e-01,-8.234874634515529923e-01
2.000600120024004624e+01,2.250402864341828746e+01,2.321105421950609937e+01,3.310145858523568241e-01,-3.508887708564003560e-01,-1.031834821280235737e+00
2.001580316063212450e+01,2.250058974695995673e+01,2.320759592488586520e+01,3.309871913237234509e-01,-3.507862398071805998e-01,-3.911213683005588804e-01
2.002560512102420276e+01,2.249715185484491897e+01,2.320414020249636877e+01,3.309597872799852625e-01,-3.506838069797337809e-01,-5.816318264381894476e-01
2.003540708141628102e+01,2.249371496611855648e+01,2.320068704650175206e+01,3.309323737809060639e-01,-3.505814723485922713e-01,-3.377284431467799108e-01
2.004520904180835927e+01,2.249027907982778274e+01,2.319723645107884380e+01,3.309049508860481548e-01,-3.504792358890957971e-01,-3.853684717342850674e-01
2.005501100220043753e+01,2.248684419502104959e+01,2.319378841041715944e+01,3.308775186547723846e-01,-3.503770975773665697e-01,-7.037409875421579697e-02
2.006481296259251579e+01,2.248341031074832941e+01,2.319034291871890119e+01,3.308500771462385415e-01,-3.502750573903119502e-01,-6.145592261358674424e-01
2.007461492298459405e+01,2.247997742606113292e+01,2.318689997019895799e+01,3.308226264194048527e-01,-3.501731153056129031e-01,-4.153428833845350665e-01
2.008441688337667586e+01,2.247654554001250204e+01,2.318345955908490197e+01,3.307951665330282065e-01,-3.500712713017231081e-01,1.149460510948103753e+00
2.009421884376875411e+01,2.247311465165701350e+01,2.318002167961700266e+01,3.307676975456643742e-01,-3.499695253578511966e-01,-3.996852368776197539e-01
2.010402080416083237e+01,2.246968476005076809e+01,2.317658632604820923e+01,3.307402195156675662e-01,-3.498678774539625280e-01,3.326886794533617797e-02
2.011382276455291063e+01,2.246625586425140497e+01,2.317315349264415403e+01,3.307127325011907093e-01,-3.497663275707667552e-01,-1.909862190866160325e-01
2.012362472494498888e+01,2.246282796331809095e+01,2.316972317368316681e+01,3.306852365601854471e-01,-3.496648756897124954e-01,-2.264208331994031487e-01
2.013342668533706714e+01,2.245940105631152406e+01,2.316629536345625340e+01,3.306577317504020286e-01,-3.495635217929775607e-01,-7.916310244413669039e-01
2.014322864572914540e+01,2.245597514229393710e+01,2.316287005626712059e+01,3.306302181293894193e-01,-3.494622658634698453e-01,-7.231834084647792427e-02
2.015303060612122366e+01,2.245255022032909764e+01,2.315944724643214769e+01,3.306026957544952460e-01,-3.493611078848077867e-01,-3.618071695923131825e-01
2.016283256651330191e+01,2.244912628948229383e+01,2.315602692828040787e+01,3.305751646828656853e-01,-3.492600478413274701e-01,7.257598592982283936e-02
2.017263452690538017e+01,2.244570334882035567e+01,2.315260909615366103e+01,3.305476249714456860e-01,-3.491590857180577601e-01,6.892978281743027402e-01
2.018243648729745843e+01,2.244228139741164441e+01,2.314919374440635735e+01,3.305200766769789134e-01,-3.490582215007291822e-01,-2.441254177737928188e-01
2.019223844768953668e+01,2.243886043432604538e+01,2.314578086740562668e+01,3.304925198560075272e-01,-3.489574551757597121e-01,4.419427599740111123e-02
2.020204040808161494e+01,2.243544045863498226e+01,2.314237045953128913e+01,3.304649545648724596e-01,-3.488567867302485581e-01,-8.483441300915126604e-01
2.021184236847369320e+01,2.243202146941140640e+01,2.313896251517585867e+01,3.304373808597133588e-01,-3.487562161519655035e-01,-2.782135677902727311e-01
2.022164432886577146e+01,2.242860346572980745e+01,2.313555702874452535e+01,3.304097987964683125e-01,-3.486557434293517943e-01,4.390355570479633762e-01
2.023144628925784971e+01,2.242518644666619565e+01,2.313215399465517308e+01,3.303822084308743467e-01,-3.485553685515068167e-01,-3.666945101307165777e-01
2.024124824964992797e+01,2.242177041129812665e+01,2.312875340733837248e+01,3.303546098184669821e-01,-3.484550915081827682e-01,-6.552630122475036067e-01
2.025105021004200623e+01,2.241835535870467666e+01,2.312535526123737739e+01,3.303270030145804559e-01,-3.483549122897766637e-01,-2.335527514800060378e-01
2.026085217043408448e+01,2.241494128796645668e+01,2.312195955080813192e+01,3.302993880743476662e-01,-3.482548308873232301e-01,-4.290971347943687286e-01
2.027065413082616274e+01,2.241152819813395425e+01,2.311856627052327440e+01,3.302717650532876470e-01,-3.481548472830775509e-01,-4.570372805581077724e-01
2.028045609121824100e+01,2.240811608819515399e+01,2.311517541495662442e+01,3.302441340066435416e-01,-3.480549614290211480e-01,-5.230482566985081849e-01
2.029025805161031926e+01,2.240470495715988619e+01,2.311178697874870025e+01,3.302164949881918887e-01,-3.479551732754178062e-01,6.566277612901425531e-01
2.030006001200239751e+01,2.240129480403992090e+01,2.310840095655095894e+01,3.301888480515273727e-01,-3.478554827734754440e-01,-7.721645777053087745e-01
2.030986197239447932e+01,2.239788562784839598e+01,2.310501734302544108e+01,3.301611932500796431e-01,-3.477558898752546312e-01,-5.430765115517538488e-01
2.031966393278655758e+01,2.239447742759983839e+01,2.310163613284476725e+01,3.301335306371135925e-01,-3.476563945336472727e-01,-6.217765767314538117e-01
2.032946589317863584e+01,2.239107020231014999e+01,2.309825732069214155e+01,3.301058602657293561e-01,-3.475569967023774964e-01,2.834987533400521453e-01
2.033926785357071410e+01,2.238766395099661466e+01,2.309488090126133386e+01,3.300781821888620349e-01,-3.474576963359963244e-01,-4.759447636793555647e-01
2.034906981396279235e+01,2.238425867267789471e+01,2.309150686925671181e+01,3.300504964592820834e-01,-3.473584933898683502e-01,3.157044814821654555e-01
2.035887177435487061e+01,2.238085436637403447e+01,2.308813521939321589e+01,3.300228031295949771e-01,-3.472593878201735151e-01,-2.531493843037145863e-01
2.036867373474694887e+01,2.237745103110644962e+01,2.308476594639635948e+01,3.299951022522414901e-01,-3.471603795838982265e-01,-3.480331237487436224e-01
2.037847569513902712e+01,2.237404866589794139e+01,2.308139904500225015e+01,3.299673938794973616e-01,-3.470614686388202585e-01,-1.066667772433686601e+00
2.038827765553110538e+01,2.237064726977268947e+01,2.307803450995756478e+01,3.299396780634736848e-01,-3.469626549435211871e-01,2.694530409381661329e-01
2.039807961592318364e+01,2.236724684175625910e+01,2.307467233601956380e+01,3.299119548561166293e-01,-3.468639384573615203e-01,-6.569685509210310137e-02
2.040788157631526190e+01,2.236384738087557977e+01,2.307131251795608762e+01,3.298842243092074966e-01,-3.467653191404842516e-01,-1.335962572963909356e-01
2.041768353670734015e+01,2.236044888615897719e+01,2.306795505054555662e+01,3.298564864743627756e-01,-3.466667969538077543e-01,-3.947549778816171195e-01
2.042748549709941841e+01,2.235705135663614485e+01,2.306459992857697117e+01,3.298287414030341425e-01,-3.465683718590142348e-01,-5.443027188914211223e-01
2.043728745749149667e+01,2.235365479133816180e+01,2.306124714684991517e+01,3.298009891465083498e-01,-3.464700438185506215e-01,-9.699139023449340202e-01
2.044708941788357492e+01,2.235025918929748201e+01,2.305789670017454185e+01,3.297732297559074488e-01,-3.463718127956214587e-01,1.370932769312809829e-01
2.045689137827565318e+01,2.234686454954794144e+01,2.305454858337160218e+01,3.297454632821884557e-01,-3.462736787541711436e-01,-2.012138107617592875e-01
2.046669333866773144e+01,2.234347087112475805e+01,2.305120279127240934e+01,3.297176897761437964e-01,-3.461756416588963603e-01,-5.151467336677032494e-01
2.047649529905980970e+01,2.234007815306452827e+01,2.304785931871886717e+01,3.296899092884007509e-01,-3.460777014752300929e-01,-6.506668121665180049e-01
2.048629725945188795e+01,2.233668639440521986e+01,2.304451816056345592e+01,3.296621218694220645e-01,-3.459798581693256381e-01,-2.773630360548253737e-01
2.049609921984396621e+01,2.233329559418618970e+01,2.304117931166923583e+01,3.296343275695054476e-01,-3.458821117080734808e-01,-3.807129068542785544e-01
2.050590118023604447e+01,2.232990575144816958e+01,2.303784276690985067e+01,3.296065264387838534e-01,-3.457844620590728724e-01,4.862704915285358531e-01
2.051570314062812272e+01,2.232651686523327328e+01,2.303450852116951708e+01,3.295787185272252562e-01,-3.456869091906442648e-01,5.190453272616629699e-02
2.052550510102020453e+01,2.232312893458499303e+01,2.303117656934303881e+01,3.295509038846330396e-01,-3.455894530718008895e-01,-6.329531872136522352e-01
2.053530706141228279e+01,2.231974195854819953e+01,2.302784690633580311e+01,3.295230825606455527e-01,-3.454920936722647440e-01,-8.875894439346291298e-01
2.054510902180436105e+01,2.231635593616914548e+01,2.302451952706376304e+01,3.294952546047363318e-01,-3.453948309624577107e-01,-4.526234433795334189e-01
2.055491098219643931e+01,2.231297086649545491e+01,2.302119442645346226e+01,3.294674200662141006e-01,-3.452976649134740228e-01,-7.903204762901644420e-01
2.056471294258851756e+01,2.230958674857614454e+01,2.301787159944202443e+01,3.294395789942227704e-01,-3.452005954970989166e-01,-2.963295614637952435e-01
2.057451490298059582e+01,2.230620358146160243e+01,2.301455104097714965e+01,3.294117314377413286e-01,-3.451036226857917555e-01,-1.320753088740710401e-01
2.058431686337267408e+01,2.230282136420359151e+01,2.301123274601711799e+01,3.293838774455840612e-01,-3.450067464526780370e-01,-1.568896893158616690e-02
2.059411882376475234e+01,2.229944009585526388e+01,2.300791670953079304e+01,3.293560170664002751e-01,-3.449099667715547213e-01,-1.253631477556766960e-01
2.060392078415683059e+01,2.229605977547114648e+01,2.300460292649761840e+01,3.293281503486744644e-01,-3.448132836168662507e-01,-4.282481385409214192e-01
2.061372274454890885e+01,2.229268040210714474e+01,2.300129139190761407e+01,3.293002773407263106e-01,-3.447166969637125433e-01,-3.236962064422271856e-02
2.062352470494098711e+01,2.228930197482054609e+01,2.299798210076138361e+01,3.292723980907106829e-01,-3.446202067878409991e-01,-7.767443265401278163e-01
2.063332666533306536e+01,2.228592449267001641e+01,2.299467504807010698e+01,3.292445126466175820e-01,-3.445238130656376185e-01,-3.709358022669583810e-01
2.064312862572514362e+01,2.228254795471560001e+01,2.299137022885554771e+01,3.292166210562721407e-01,-3.444275157741145676e-01,7.488070797841622772e-02
2.065293058611722188e+01,2.227917236001871970e+01,2.298806763815004572e+01,3.291887233673346791e-01,-3.443313148909226129e-01,-1.869787197671858026e-01
2.066273254650930014e+01,2.227579770764218381e+01,2.298476727099652450e+01,3.291608196273006492e-01,-3.442352103943306929e-01,-9.661977527847932512e-01
2.067253450690137839e+01,2.227242399665016848e+01,2.298146912244848750e+01,3.291329098835007461e-01,-3.441392022632143721e-01,-9.077979089283209069e-01
2.068233646729345665e+01,2.226905122610824606e+01,2.297817318757001814e+01,3.291049941831006853e-01,-3.440432904770718281e-01,-1.137373672307617545e+00
2.069213842768553491e+01,2.226567939508334959e+01,2.297487946143577631e+01,3.290770725731014812e-01,-3.439474750159936534e-01,5.725821205058251318e-01
2.070194038807761316e+01,2.226230850264380834e+01,2.297158793913100538e+01,3.290491451003391687e-01,-3.438517558606752900e-01,-1.103956514632245645e+00
2.071174234846969142e+01,2.225893854785931936e+01,2.296829861575152876e+01,3.290212118114851370e-01,-3.437561329924028186e-01,-3.977721493232287964e-01
2.072154430886176968e+01,2.225556952980096170e+01,2.296501148640374979e+01,3.289932727530456846e-01,-3.436606063930423005e-01,5.899623002593248344e-01
2.073134626925384794e+01,2.225220144754119644e+01,2.296172654620464826e+01,3.289653279713625200e-01,-3.435651760450513237e-01,2.105917419400574753e-01
2.074114822964592619e+01,2.224883430015386665e+01,2.295844379028178750e+01,3.289373775126123167e-01,-3.434698419314523576e-01,3.309366775191157073e-01
2.075095019003800800e+01,2.224546808671418319e+01,2.295516321377331082e+01,3.289094214228069912e-01,-3.433746040358371943e-01,-5.768507633040718119e-01
2.076075215043008626e+01,2.224210280629875314e+01,2.295188481182794504e+01,3.288814597477936474e-01,-3.432794623423642832e-01,4.244815611536267852e-02
2.077055411082216452e+01,2.223873845798554783e+01,2.294860857960498990e+01,3.288534925332545211e-01,-3.431844168357454095e-01,1.195907206783503707e+00
2.078035607121424277e+01,2.223537504085392769e+01,2.294533451227432863e+01,3.288255198247069244e-01,-3.430894675012421402e-01,-3.448035762717054364e-01
2.079015803160632103e+01,2.223201255398462806e+01,2.294206260501642447e+01,3.287975416675034679e-01,-3.429946143246676016e-01,-1.195913084544649452e-01
2.079995999199839929e+01,2.222865099645976628e+01,2.293879285302232063e+01,3.287695581068318385e-01,-3.428998572923651622e-01,-4.836978705128056610e-01
2.080976195239047755e+01,2.222529036736283459e+01,2.293552525149364385e+01,3.287415691877149104e-01,-3.428051963912173150e-01,-3.324090199147508584e-01
2.081956391278255580e+01,2.222193066577871079e+01,2.293225979564259021e+01,3.287135749550106900e-01,-3.427106316086367954e-01,-1.386979002666975380e-01
2.082936587317463406e+01,2.221857189079364758e+01,2.292899648069194996e+01,3.286855754534123708e-01,-3.426161629325505942e-01,3.680716587937021833e-01
2.083916783356671232e+01,2.221521404149527967e+01,2.292573530187508624e+01,3.286575707274482783e-01,-3.425217903514070628e-01,-7.752591594139568443e-01
2.084896979395879058e+01,2.221185711697261667e+01,2.292247625443593506e+01,3.286295608214819253e-01,-3.424275138541634789e-01,-1.039121635501819796e+00
2.085877175435086883e+01,2.220850111631605728e+01,2.291921933362903019e+01,3.286015457797120121e-01,-3.423333334302842701e-01,-3.117850885893006518e-01
2.086857371474294709e+01,2.220514603861736802e+01,2.291596453471947115e+01,3.285735256461723153e-01,-3.422392490697285794e-01,-2.217243696868739788e-01
2.087837567513502535e+01,2.220179188296970096e+01,2.291271185298293744e+01,3.285455004647318544e-01,-3.421452607629547060e-01,3.814666580586060229e-01
2.088817763552710360e+01,2.219843864846759018e+01,2.290946128370570278e+01,3.285174702790947254e-01,-3.420513685008996774e-01,3.483216016273232851e-02
2.089797959591918186e+01,2.219508633420331734e+01,2.290621282218403820e+01,3.284894351328828677e-01,-3.419575722740733070e-01,-6.360110945743855382e-01
2.090778155631126012e+01,2.219173493920618156e+01,2.290296646375898959e+01,3.284613950703331176e-01,-3.418638720504212358e-01,-4.028494772939644752e-02
2.091758351670333838e+01,2.218838446249559837e+01,2.289972220387348401e+01,3.284333501343241757e-01,-3.417702677814000722e-01,2.345509021388290094e-01
2.092738547709541663e+01,2.218503490310171955e+01,2.289648003799176834e+01,3.284053003672125493e-01,-3.416767594198848457e-01,-1.802958057352440358e-01
2.093718743748749489e+01,2.218168626005599364e+01,2.289323996158679719e+01,3.283772458112210746e-01,-3.415833469194282657e-01,-4.932121272875648055e-01
2.094698939787957315e+01,2.217833853239116593e+01,2.289000197014023641e+01,3.283491865084385841e-01,-3.414900302342882554e-01,1.510975015170223923e-02
2.095679135827165140e+01,2.217499171914127842e+01,2.288676605914246664e+01,3.283211225008202949e-01,-3.413968093193924247e-01,-5.006406511730974174e-01
2.096659331866373321e+01,2.217164581934166989e+01,2.288353222409257626e+01,3.282930538301876422e-01,-3.413036841303513924e-01,-1.256818376207714305e+00
2.097639527905581147e+01,2.216830083202897583e+01,2.288030046049837551e+01,3.282649805382282238e-01,-3.412106546234463522e-01,3.421790616272233354e-01
2.098619723944788973e+01,2.216495675624113204e+01,2.287707076387637528e+01,3.282369026664959666e-01,-3.411177207556317370e-01,-9.682949813827825825e-01
2.099599919983996799e+01,2.216161359101737105e+01,2.287384312975180123e+01,3.282088202564109602e-01,-3.410248824845218962e-01,-4.909821868893057828e-01
2.100580116023204624e+01,2.215827133539821858e+01,2.287061755365859383e+01,3.281807333492595125e-01,-3.409321397683866550e-01,-4.818481811076393839e-01
2.101560312062412450e+01,2.215492998842550421e+01,2.286739403113940483e+01,3.281526419861942045e-01,-3.408394925661495378e-01,-4.916799683326007475e-01
2.102540508101620276e+01,2.215158954914235423e+01,2.286417255774559720e+01,3.281245462082337805e-01,-3.407469408373824393e-01,-4.666486934111210294e-01
2.103520704140828101e+01,2.214825001659318460e+01,2.286095312903724519e+01,3.280964460562633134e-01,-3.406544845423011836e-01,-1.044639872670618752e+00
2.104500900180035927e+01,2.214491138982371510e+01,2.285773574058313429e+01,3.280683415710340389e-01,-3.405621236417566422e-01,-6.187343087935448516e-02
2.105481096219243753e+01,2.214157366788096226e+01,2.285452038796076124e+01,3.280402327931634665e-01,-3.404698580972311817e-01,-3.113074982022359105e-01
2.106461292258451579e+01,2.213823684981324291e+01,2.285130706675634116e+01,3.280121197631352681e-01,-3.403776878708395515e-01,-3.056062181149625800e-01
2.107441488297659404e+01,2.213490093467016351e+01,2.284809577256479685e+01,3.279840025212993893e-01,-3.402856129253146733e-01,2.104685510292092498e-01
2.108421684336867230e+01,2.213156592150263080e+01,2.284488650098975882e+01,3.279558811078719938e-01,-3.401936332240076410e-01,2.241511396262190203e-01
2.109401880376075056e+01,2.212823180936285539e+01,2.284167924764357238e+01,3.279277555629355190e-01,-3.401017487308832798e-01,3.436604971858794322e-01
2.110382076415282881e+01,2.212489859730433750e+01,2.283847400814730122e+01,3.278996259264385649e-01,-3.400099594105130407e-01,5.994073222632104736e-01
2.111362272454490707e+01,2.212156628438187411e+01,2.283527077813071315e+01,3.278714922381960051e-01,-3.399182652280696715e-01,-9.928130390462455712e-02
2.112342468493698533e+01,2.211823486965156960e+01,2.283206955323228726e+01,3.278433545378889313e-01,-3.398266661493272167e-01,-1.094934801984333905e+00
2.113322664532906359e+01,2.211490435217081441e+01,2.282887032909921743e+01,3.278152128650646535e-01,-3.397351621406539124e-01,-2.193703832059732961e-01
2.114302860572114184e+01,2.211157473099829929e+01,2.282567310138741234e+01,3.277870672591366996e-01,-3.396437531689970868e-01,-3.192371755158633362e-01
2.115283056611322010e+01,2.210824600519401884e+01,2.282247786576148840e+01,3.277589177593848713e-01,-3.395524392018947069e-01,-2.911196271923439660e-01
2.116263252650529836e+01,2.210491817381926083e+01,2.281928461789477680e+01,3.277307644049552438e-01,-3.394612202074593910e-01,-6.257042514047463921e-01
2.117243448689737662e+01,2.210159123593660269e+01,2.281609335346931999e+01,3.277026072348599439e-01,-3.393700961543757444e-01,-7.698571965472752465e-01
2.118223644728945487e+01,2.209826519060993277e+01,2.281290406817586458e+01,3.276744462879774833e-01,-3.392790670119039120e-01,7.288409505295823099e-02
2.119203840768153668e+01,2.209494003690442554e+01,2.280971675771388263e+01,3.276462816030525915e-01,-3.391881327498600385e-01,1.597386138231036701e-01
2.120184036807361494e+01,2.209161577388656283e+01,2.280653141779155035e+01,3.276181132186962164e-01,-3.390972933386207089e-01,-8.840410685704961358e-01
2.121164232846569320e+01,2.208829240062411259e+01,2.280334804412575167e+01,3.275899411733854127e-01,-3.390065487491158436e-01,-5.525502940887971892e-02
2.122144428885777145e+01,2.208496991618615368e+01,2.280016663244209596e+01,3.275617655054636757e-01,-3.389158989528224808e-01,-4.094611780754560670e-01
2.123124624924984971e+01,2.208164831964305108e+01,2.279698717847488965e+01,3.275335862531405517e-01,-3.388253439217683294e-01,-5.187788192375550889e-01
2.124104820964192797e+01,2.207832761006646649e+01,2.279380967796716462e+01,3.275054034544919723e-01,-3.387348836285122289e-01,1.731301448534350307e-02
2.125085017003400623e+01,2.207500778652937257e+01,2.279063412667064981e+01,3.274772171474599203e-01,-3.386445180461548077e-01,-3.504496053423398205e-01
2.126065213042608448e+01,2.207168884810602094e+01,2.278746052034579606e+01,3.274490273698527631e-01,-3.385542471483171667e-01,-6.020020072119773857e-01
2.127045409081816274e+01,2.206837079387197775e+01,2.278428885476176546e+01,3.274208341593449756e-01,-3.384640709091524258e-01,-2.971335842530090643e-01
2.128025605121024100e+01,2.206505362290409522e+01,2.278111912569643138e+01,3.273926375534774169e-01,-3.383739893033324009e-01,-1.323549356950240785e+00
2.129005801160231925e+01,2.206173733428052586e+01,2.277795132893637842e+01,3.273644375896570535e-01,-3.382840023060396106e-01,-6.216739541724860540e-01
2.129985997199439751e+01,2.205842192708071892e+01,2.277478546027690243e+01,3.273362343051571255e-01,-3.381941098929726053e-01,-5.457075252519010267e-01
2.130966193238647577e+01,2.205510740038542750e+01,2.277162151552201053e+01,3.273080277371170355e-01,-3.381043120403326441e-01,-1.025291308911584043e+00
2.131946389277855403e+01,2.205179375327669078e+01,2.276845949048442108e+01,3.272798179225424597e-01,-3.380146087248228071e-01,-2.381876941077134546e-01
2.132926585317063228e+01,2.204848098483785535e+01,2.276529938098557082e+01,3.272516048983054038e-01,-3.379249999236400015e-01,-1.927847040367753895e-01
2.133906781356271054e+01,2.204516909415355741e+01,2.276214118285560062e+01,3.272233887011439801e-01,-3.378354856144758500e-01,-6.290191385783874267e-01
2.134886977395478880e+01,2.204185808030973703e+01,2.275898489193336971e+01,3.271951693676625750e-01,-3.377460657755060325e-01,-4.136170607776966657e-01
2.135867173434686705e+01,2.203854794239363102e+01,2.275583050406644148e+01,3.271669469343317371e-01,-3.376567403853911742e-01,7.589166903703259415e-03
2.136847369473894531e+01,2.203523867949376580e+01,2.275267801511109766e+01,3.271387214374883445e-01,-3.375675094232635232e-01,2.005209055965323506e-01
2.137827565513102357e+01,2.203193029069997522e+01,2.274952742093233127e+01,3.271104929133354933e-01,-3.374783728687340556e-01,-7.097804036630692703e-01
2.138807761552310183e+01,2.202862277510338629e+01,2.274637871740384298e+01,3.270822613979423865e-01,-3.373893307018782650e-01,-1.606011603536207644e-01
2.139787957591518008e+01,2.202531613179642278e+01,2.274323190040805187e+01,3.270540269272446676e-01,-3.373003829032361622e-01,1.880826609104473413e-01
2.140768153630726189e+01,2.202201035987280164e+01,2.274008696583608113e+01,3.270257895370440315e-01,-3.372115294538025054e-01,-3.460133409531229165e-01
2.141748349669934015e+01,2.201870545842754723e+01,2.273694390958777589e+01,3.269975492630085023e-01,-3.371227703350321292e-01,-7.171715627477044386e-01
2.142728545709141841e+01,2.201540142655697352e+01,2.273380272757168186e+01,3.269693061406722112e-01,-3.370341055288257337e-01,-7.151873905441219481e-01
2.143708741748349667e+01,2.201209826335869479e+01,2.273066341570506665e+01,3.269410602054356740e-01,-3.369455350175245556e-01,-4.933835676230163836e-01
2.144688937787557492e+01,2.200879596793162207e+01,2.272752596991390206e+01,3.269128114925655693e-01,-3.368570587839183617e-01,-8.491928577142038304e-01
2.145669133826765318e+01,2.200549453937596667e+01,2.272439038613287821e+01,3.268845600371947935e-01,-3.367686768112232443e-01,6.732648580918023651e-01
2.146649329865973144e+01,2.200219397679322952e+01,2.272125666030538937e+01,3.268563058743224614e-01,-3.366803890830976087e-01,-6.184775174849936885e-01
2.147629525905180969e+01,2.199889427928621899e+01,2.271812478838354821e+01,3.268280490388139614e-01,-3.365921955836110868e-01,-1.447325416893900651e-01
2.148609721944388795e+01,2.199559544595902949e+01,2.271499476632818215e+01,3.267997895654009000e-01,-3.365040962972658534e-01,-2.425198299389482726e-01
2.149589917983596621e+01,2.199229747591706641e+01,2.271186659010881925e+01,3.267715274886810461e-01,-3.364160912089753097e-01,-1.591734931259380925e-02
2.150570114022804447e+01,2.198900036826701765e+01,2.270874025570370947e+01,3.267432628431184982e-01,-3.363281803040676365e-01,-5.273870088459459149e-01
2.151550310062012272e+01,2.198570412211688208e+01,2.270561575909980689e+01,3.267149956630435725e-01,-3.362403635682831293e-01,-9.844805745256883789e-01
2.152530506101220098e+01,2.198240873657594463e+01,2.270249309629279111e+01,3.266867259826527481e-01,-3.361526409877502175e-01,4.837061792582875164e-01
2.153510702140427924e+01,2.197911421075479765e+01,2.269937226328703517e+01,3.266584538360087220e-01,-3.360650125490147744e-01,-3.748246636892473282e-01
2.154490898179635749e+01,2.197582054376454153e+01,2.269625325609549904e+01,3.266301792570583951e-01,-3.359774782388127434e-01,-2.774784063042237126e-01
2.155471094218843575e+01,2.197252773466678022e+01,2.269313607076260908e+01,3.266019022802872374e-01,-3.358900380267115793e-01,-2.357099227491967763e-01
2.156451290258051401e+01,2.196923578249817055e+01,2.269002070342838095e+01,3.265736229392367518e-01,-3.358026918619190226e-01,2.950370372290537224e-01
2.157431486297259227e+01,2.196594468630922492e+01,2.268690715025851645e+01,3.265453412668007371e-01,-3.357154396948249797e-01,4.881849714989555666e-02
2.158411682336467052e+01,2.196265444515170984e+01,2.268379540742580502e+01,3.265170572957653561e-01,-3.356282814764144362e-01,2.514038753127215697e-01
2.159391878375674878e+01,2.195936505807864236e+01,2.268068547111012734e+01,3.264887710588092462e-01,-3.355412171582567993e-01,7.587520705150013756e-02
2.160372074414882704e+01,2.195607652414429367e+01,2.267757733749844462e+01,3.264604825885036310e-01,-3.354542466925076738e-01,-2.585308964448104208e-01
2.161352270454090529e+01,2.195278884240419259e+01,2.267447100278480931e+01,3.264321919173120423e-01,-3.353673700319035333e-01,-2.077329730620717796e-01
2.162332466493298355e+01,2.194950201191511141e+01,2.267136646317036153e+01,3.264038990775904869e-01,-3.352805871297555029e-01,-7.061631591071362291e-01
2.163312662532506536e+01,2.194621603173508362e+01,2.266826371486333258e+01,3.263756041015875020e-01,-3.351938979399422536e-01,-1.303772222514834933e+00
2.164292858571714362e+01,2.194293090092339682e+01,2.266516275407903080e+01,3.263473070214440996e-01,-3.351073024169179959e-01,-4.539913687253832042e-01
2.165273054610922188e+01,2.193964661854059273e+01,2.266206357703986285e+01,3.263190078691936002e-01,-3.350208005157009339e-01,-8.706867142836353102e-01
2.166253250650130013e+01,2.193636318364845650e+01,2.265896617997531592e+01,3.262907066767619657e-01,-3.349343921918581657e-01,9.593853740788458317e-01
2.167233446689337839e+01,2.193308059531003451e+01,2.265587055912196490e+01,3.262624034759675218e-01,-3.348480774015243355e-01,4.453627652699053696e-01
2.168213642728545665e+01,2.192979885258963080e+01,2.265277671072347943e+01,3.262340982985210691e-01,-3.347618561013794292e-01,2.513309792711464485e-01
2.169193838767753491e+01,2.192651795455279284e+01,2.264968463103060614e+01,3.262057911760258277e-01,-3.346757282486514384e-01,-6.092665101555898577e-01
2.170174034806961316e+01,2.192323790026632935e+01,2.264659431630118647e+01,3.261774821399776036e-01,-3.345896938011181376e-01,6.955689402291989065e-01
2.171154230846169142e+01,2.191995868879829956e+01,2.264350576280014593e+01,3.261491712217645111e-01,-3.345037527170884317e-01,-1.185820361981390292e+00
2.172134426885376968e+01,2.191668031921801330e+01,2.264041896679950128e+01,3.261208584526671950e-01,-3.344179049554139027e-01,-9.378627767072855725e-01
2.173114622924584793e+01,2.191340279059603802e+01,2.263733392457834981e+01,3.260925438638587748e-01,-3.343321504754710460e-01,-7.239936517747580513e-01
2.174094818963792619e+01,2.191012610200419175e+01,2.263425063242288005e+01,3.260642274864047896e-01,-3.342464892371737051e-01,-8.124729714570622097e-01
2.175075015003000445e+01,2.190685025251555018e+01,2.263116908662637172e+01,3.260359093512632533e-01,-3.341609212009490903e-01,-2.671249813532629025e-01
2.176055211042208271e+01,2.190357524120443955e+01,2.262808928348918869e+01,3.260075894892846549e-01,-3.340754463277511022e-01,-2.363718799926144976e-01
2.177035407081416096e+01,2.190030106714643310e+01,2.262501121931877535e+01,3.259792679312119579e-01,-3.339900645790505607e-01,6.217831673404052850e-01
2.178015603120623922e+01,2.189702772941837239e+01,2.262193489042967798e+01,3.259509447076804900e-01,-3.339047759168236595e-01,1.655648524095869045e-01
2.178995799159831748e+01,2.189375522709833888e+01,2.261886029314351987e+01,3.259226198492181648e-01,-3.338195803035564069e-01,2.774032233638210609e-01
2.179975995199039573e+01,2.189048355926567524e+01,2.261578742378901197e+01,3.258942933862453151e-01,-3.337344777022490661e-01,-1.237203368774492940e-01
2.180956191238247399e+01,2.188721272500097115e+01,2.261271627870195999e+01,3.258659653490746377e-01,-3.336494680763868459e-01,-4.064788869282451866e-01
