t,V_C,dielectric_absorption_voltage,secondary_dielectric_absorption_voltage,resistor_temperature_rise,dV_C_dt
2.281456291258252000e-02,1.257135192709538218e+00,2.350748792969970413e+00,6.452782057302092866e+00,7.098842965351362388e-03,-1.225425356587416275e+02
2.282456491298260129e-02,1.255910124709501474e+00,2.348562090256983037e+00,6.450184057500637280e+00,7.098993776957640209e-03,-1.224220769681128189e+02
2.283456691338267910e-02,1.254686260949045007e+00,2.346377310464446975e+00,6.447586744424568472e+00,7.099144280788287527e-03,-1.223017377299254349e+02
2.284456891378276039e-02,1.253463600233919228e+00,2.344194452154922281e+00,6.444990118332393436e+00,7.099294477445879624e-03,-1.221815178241624125e+02
2.285457091418283820e-02,1.252242141371046946e+00,2.342013513891501919e+00,6.442394179481918393e+00,7.099444367531836456e-03,-1.220614171309277936e+02
2.286457291458291949e-02,1.251021883168521809e+00,2.339834494237807760e+00,6.439798928130242572e+00,7.099593951646422652e-03,-1.219414355304459860e+02
2.287457491498300077e-02,1.249802824435610304e+00,2.337657391757992809e+00,6.437204364533763545e+00,7.099743230388745781e-03,-1.218215729030623464e+02
2.288457691538307859e-02,1.248584963982750429e+00,2.335482205016741197e+00,6.434610488948176332e+00,7.099892204356761556e-03,-1.217018291292428529e+02
2.289457891578315987e-02,1.247368300621551018e+00,2.333308932579265527e+00,6.432017301628467187e+00,7.100040874147265160e-03,-1.215822040895741623e+02
2.290458091618324116e-02,1.246152833164793527e+00,2.331137573011309971e+00,6.429424802828922481e+00,7.100189240355901654e-03,-1.214626976647636525e+02
2.291458291658331897e-02,1.244938560426431584e+00,2.328968124879150281e+00,6.426832992803126032e+00,7.100337303577156436e-03,-1.213433097356395507e+02
2.292458491698340026e-02,1.243725481221588991e+00,2.326800586749590227e+00,6.424241871803952897e+00,7.100485064404361314e-03,-1.212240401831505352e+02
2.293458691738348154e-02,1.242513594366562835e+00,2.324634957189965601e+00,6.421651440083578244e+00,7.100632523429693636e-03,-1.211048888883661334e+02
2.294458891778355936e-02,1.241302898678821709e+00,2.322471234768142878e+00,6.419061697893472918e+00,7.100779681244172824e-03,-1.209858557324765371e+02
2.295459091818364064e-02,1.240093392977005049e+00,2.320309418052517447e+00,6.416472645484401660e+00,7.100926538437665574e-03,-1.208669405967925883e+02
2.296459291858371846e-02,1.238885076080925129e+00,2.318149505612017158e+00,6.413884283106429329e+00,7.101073095598880655e-03,-1.207481433627458074e+02
2.297459491898379974e-02,1.237677946811565066e+00,2.315991496016097440e+00,6.411296611008911128e+00,7.101219353315373246e-03,-1.206294639118883651e+02
2.298459691938388103e-02,1.236472003991080593e+00,2.313835387834747515e+00,6.408709629440505040e+00,7.101365312173541465e-03,-1.205109021258932387e+02
2.299459891978395884e-02,1.235267246442798950e+00,2.311681179638485073e+00,6.406123338649161170e+00,7.101510972758630705e-03,-1.203924578865539416e+02
2.300460092018404012e-02,1.234063672991218441e+00,2.309528869998357603e+00,6.403537738882126185e+00,7.101656335654726697e-03,-1.202741310757846236e+02
2.301460292058412141e-02,1.232861282462009989e+00,2.307378457485945056e+00,6.400952830385943315e+00,7.101801401444764184e-03,-1.201559215756201553e+02
2.302460492098419922e-02,1.231660073682016465e+00,2.305229940673357181e+00,6.398368613406453242e+00,7.101946170710519979e-03,-1.200378292682161003e+02
2.303460692138428051e-02,1.230460045479250919e+00,2.303083318133232194e+00,6.395785088188789658e+00,7.102090644032615571e-03,-1.199198540358484735e+02
2.304460892178435832e-02,1.229261196682900570e+00,2.300938588438741661e+00,6.393202254977387256e+00,7.102234821990517991e-03,-1.198019957609141386e+02
2.305461092218443961e-02,1.228063526123321703e+00,2.298795750163584728e+00,6.390620114015971076e+00,7.102378705162537206e-03,-1.196842543259305529e+02
2.306461292258452089e-02,1.226867032632044552e+00,2.296654801881993890e+00,6.388038665547566275e+00,7.102522294125829597e-03,-1.195666296135358095e+02
2.307461492298459871e-02,1.225671715041770415e+00,2.294515742168730554e+00,6.385457909814494570e+00,7.102665589456394479e-03,-1.194491215064884386e+02
2.308461692338467999e-02,1.224477572186371432e+00,2.292378569599085036e+00,6.382877847058370691e+00,7.102808591729077581e-03,-1.193317298876678620e+02
2.309461892378476128e-02,1.223284602900893026e+00,2.290243282748881448e+00,6.380298477520107703e+00,7.102951301517568435e-03,-1.192144546400739529e+02
2.310462092418483909e-02,1.222092806021551903e+00,2.288109880194472368e+00,6.377719801439915237e+00,7.103093719394399513e-03,-1.190972956468273907e+02
2.311462292458492038e-02,1.220902180385735392e+00,2.285978360512739727e+00,6.375141819057297710e+00,7.103235845930949699e-03,-1.189802527911691215e+02
2.312462492498500166e-02,1.219712724832003659e+00,2.283848722281097920e+00,6.372564530611056099e+00,7.103377681697441680e-03,-1.188633259564610540e+02
2.313462692538507948e-02,1.218524438200089266e+00,2.281720964077492031e+00,6.369987936339288837e+00,7.103519227262943686e-03,-1.187465150261854490e+02
2.314462892578516076e-02,1.217337319330894729e+00,2.279595084480394718e+00,6.367412036479387361e+00,7.103660483195367754e-03,-1.186298198839453448e+02
2.315463092618523858e-02,1.216151367066496070e+00,2.277471082068812436e+00,6.364836831268044115e+00,7.103801450061469729e-03,-1.185132404134642456e+02
2.316463292658531986e-02,1.214966580250139705e+00,2.275348955422279218e+00,6.362262320941242777e+00,7.103942128426851861e-03,-1.183967764985862772e+02
2.317463492698540115e-02,1.213782957726244449e+00,2.273228703120861560e+00,6.359688505734265362e+00,7.104082518855959344e-03,-1.182804280232761727e+02
2.318463692738547896e-02,1.212600498340401289e+00,2.271110323745156201e+00,6.357115385881692227e+00,7.104222621912082043e-03,-1.181641948716193014e+02
2.319463892778556025e-02,1.211419200939372054e+00,2.268993815876288789e+00,6.354542961617394958e+00,7.104362438157355367e-03,-1.180480769278213700e+02
2.320464092818564153e-02,1.210239064371090967e+00,2.266879178095916991e+00,6.351971233174545262e+00,7.104501968152759396e-03,-1.179320740762089628e+02
2.321464292858571934e-02,1.209060087484664203e+00,2.264766408986228718e+00,6.349400200785611403e+00,7.104641212458116285e-03,-1.178161862012290868e+02
2.322464492898580063e-02,1.207882269130368558e+00,2.262655507129940791e+00,6.346829864682352884e+00,7.104780171632097199e-03,-1.177004131874492572e+02
2.323464692938588191e-02,1.206705608159653886e+00,2.260546471110302047e+00,6.344260225095831096e+00,7.104918846232212773e-03,-1.175847549195576107e+02
2.324464892978595973e-02,1.205530103425141553e+00,2.258439299511092013e+00,6.341691282256401330e+00,7.105057236814822652e-03,-1.174692112823629202e+02
2.325465093018604101e-02,1.204355753780623761e+00,2.256333990916619125e+00,6.339123036393713662e+00,7.105195343935127687e-03,-1.173537821607943528e+02
2.326465293058611883e-02,1.203182558081065778e+00,2.254230543911723839e+00,6.336555487736717396e+00,7.105333168147176005e-03,-1.172384674399016404e+02
2.327465493098620011e-02,1.202010515182603045e+00,2.252128957081774630e+00,6.333988636513653958e+00,7.105470710003858673e-03,-1.171232670048551654e+02
2.328465693138628140e-02,1.200839623942544288e+00,2.250029229012673770e+00,6.331422482952064001e+00,7.105607970056910562e-03,-1.170081807409457610e+02
2.329465893178635921e-02,1.199669883219369959e+00,2.247931358290851556e+00,6.328857027278784741e+00,7.105744948856912956e-03,-1.168932085335849251e+02
2.330466093218644050e-02,1.198501291872730468e+00,2.245835343503269410e+00,6.326292269719946404e+00,7.105881646953291809e-03,-1.167783502683044077e+02
2.331466293258652178e-02,1.197333848763449948e+00,2.243741183237418557e+00,6.323728210500978442e+00,7.106018064894316019e-03,-1.166636058307567367e+02
2.332466493298659960e-02,1.196167552753524044e+00,2.241648876081323127e+00,6.321164849846606870e+00,7.106154203227099155e-03,-1.165489751067149626e+02
2.333466693338668088e-02,1.195002402706118350e+00,2.239558420623533497e+00,6.318602187980849827e+00,7.106290062497601194e-03,-1.164344579820723737e+02
2.334466893378676217e-02,1.193838397485572633e+00,2.237469815453133837e+00,6.316040225127024677e+00,7.106425643250625056e-03,-1.163200543428431359e+02
2.335467093418683998e-02,1.192675535957397281e+00,2.235383059159738117e+00,6.313478961507746234e+00,7.106560946029818332e-03,-1.162057640751616958e+02
2.336467293458692127e-02,1.191513816988273966e+00,2.233298150333489662e+00,6.310918397344920550e+00,7.106695971377673289e-03,-1.160915870652830506e+02
2.337467493498699908e-02,1.190353239446057421e+00,2.231215087565063815e+00,6.308358532859756451e+00,7.106830719835527735e-03,-1.159775231995827625e+02
2.338467693538708037e-02,1.189193802199772332e+00,2.229133869445663940e+00,6.305799368272753114e+00,7.106965191943563284e-03,-1.158635723645567310e+02
2.339467893578716165e-02,1.188035504119616892e+00,2.227054494567025866e+00,6.303240903803708939e+00,7.107099388240806226e-03,-1.157497344468214635e+02
2.340468093618723947e-02,1.186878344076960357e+00,2.224976961521416552e+00,6.300683139671718891e+00,7.107233309265126656e-03,-1.156360093331140177e+02
2.341468293658732075e-02,1.185722320944343267e+00,2.222901268901630090e+00,6.298126076095170944e+00,7.107366955553240211e-03,-1.155223969102917749e+02
2.342468493698740203e-02,1.184567433595478780e+00,2.220827415300994367e+00,6.295569713291751412e+00,7.107500327640706335e-03,-1.154088970653327522e+02
2.343468693738747985e-02,1.183413680903658838e+00,2.218755399314311205e+00,6.293014051479670634e+00,7.107633426064903330e-03,-1.152955096851699892e+02
2.344468893778756113e-02,1.182261061731339158e+00,2.216685219543540697e+00,6.290459090885647697e+00,7.107766251385294262e-03,-1.151822346556116372e+02
2.345469093818764242e-02,1.181109574953819630e+00,2.214616874583374528e+00,6.287904831726701005e+00,7.107898804139948720e-03,-1.150690718637997065e+02
2.346469293858772023e-02,1.179959219450866348e+00,2.212550363027034450e+00,6.285351274216607997e+00,7.108031084859771885e-03,-1.149560211973386004e+02
2.347469493898780152e-02,1.178809994103298342e+00,2.210485683468376372e+00,6.282798418568529719e+00,7.108163094074725248e-03,-1.148430825439408807e+02
2.348469693938787933e-02,1.177661897792992240e+00,2.208422834501897913e+00,6.280246264995018812e+00,7.108294832313824876e-03,-1.147302557914277230e+02
2.349469893978796062e-02,1.176514929402878051e+00,2.206361814722732628e+00,6.277694813708009747e+00,7.108426300105142280e-03,-1.146175408277281349e+02
2.350470094018804190e-02,1.175369087816941382e+00,2.204302622726652228e+00,6.275144064918826814e+00,7.108557497975802678e-03,-1.145049375408796664e+02
2.351470294058811972e-02,1.174224371920223664e+00,2.202245257110068355e+00,6.272594018838179686e+00,7.108688426451986730e-03,-1.143924458190281541e+02
2.352470494098820100e-02,1.173080780598820150e+00,2.200189716470026813e+00,6.270044675676163415e+00,7.108819086058931411e-03,-1.142800655504274943e+02
2.353470694138828229e-02,1.171938312739882360e+00,2.198135999404214225e+00,6.267496035642260210e+00,7.108949477320927399e-03,-1.141677966234399122e+02
2.354470894178836010e-02,1.170796967231616748e+00,2.196084104510955815e+00,6.264948098945342103e+00,7.109079600761320818e-03,-1.140556389265360053e+02
2.355471094218844139e-02,1.169656742963283813e+00,2.194034030389211853e+00,6.262400865793662952e+00,7.109209456902513234e-03,-1.139435923482943878e+02
2.356471294258852267e-02,1.168517638825200100e+00,2.191985775638582545e+00,6.259854336394864660e+00,7.109339046265959056e-03,-1.138316567774021593e+02
2.357471494298860049e-02,1.167379653708737974e+00,2.189939338859306694e+00,6.257308510955977177e+00,7.109468369372171602e-03,-1.137198321026544789e+02
2.358471694338868177e-02,1.166242786506322959e+00,2.187894718652258153e+00,6.254763389683414943e+00,7.109597426740715299e-03,-1.136081182129546931e+02
2.359471894378875959e-02,1.165107036111437733e+00,2.185851913618952480e+00,6.252218972782981332e+00,7.109726218890211752e-03,-1.134965149973146765e+02
2.360472094418884087e-02,1.163972401418618130e+00,2.183810922361539397e+00,6.249675260459862436e+00,7.109854746338336272e-03,-1.133850223448540930e+02
2.361472294458892215e-02,1.162838881323456919e+00,2.181771743482809001e+00,6.247132252918635054e+00,7.109983009601822217e-03,-1.132736401448012202e+02
2.362472494498899997e-02,1.161706474722600912e+00,2.179734375586190431e+00,6.244589950363260478e+00,7.110111009196453183e-03,-1.131623682864923097e+02
2.363472694538908125e-02,1.160575180513752080e+00,2.177698817275747434e+00,6.242048352997086269e+00,7.110238745637071679e-03,-1.130512066593719283e+02
2.364472894578916254e-02,1.159444997595667992e+00,2.175665067156183685e+00,6.239507461022847146e+00,7.110366219437573923e-03,-1.129401551529927872e+02
2.365473094618924035e-02,1.158315924868161373e+00,2.173633123832841463e+00,6.236967274642664982e+00,7.110493431110909840e-03,-1.128292136570159698e+02
2.366473294658932164e-02,1.157187961232098772e+00,2.171602985911698980e+00,6.234427794058046146e+00,7.110620381169087401e-03,-1.127183820612104626e+02
2.367473494698939945e-02,1.156061105589403892e+00,2.169574651999374382e+00,6.231889019469885937e+00,7.110747070123166549e-03,-1.126076602554537800e+02
2.368473694738948074e-02,1.154935356843053595e+00,2.167548120703122194e+00,6.229350951078465037e+00,7.110873498483263541e-03,-1.124970481297312830e+02
2.369473894778956202e-02,1.153810713897081008e+00,2.165523390630836431e+00,6.226813589083449507e+00,7.110999666758549206e-03,-1.123865455741368038e+02
2.370474094818963984e-02,1.152687175656574636e+00,2.163500460391047930e+00,6.224276933683895230e+00,7.111125575457250686e-03,-1.122761524788723762e+02
2.371474294858972112e-02,1.151564741027676808e+00,2.161479328592925242e+00,6.221740985078240804e+00,7.111251225086648829e-03,-1.121658687342479510e+02
2.372474494898980241e-02,1.150443408917586119e+00,2.159459993846275960e+00,6.219205743464313763e+00,7.111376616153079061e-03,-1.120556942306819224e+02
2.373474694938988022e-02,1.149323178234555876e+00,2.157442454761545836e+00,6.216671209039327906e+00,7.111501749161933984e-03,-1.119456288587006867e+02
2.374474894978996151e-02,1.148204047887894319e+00,2.155426709949816111e+00,6.214137381999883303e+00,7.111626624617659043e-03,-1.118356725089388704e+02
2.375475095019004279e-02,1.147086016787964846e+00,2.153412758022809292e+00,6.211604262541964516e+00,7.111751243023755123e-03,-1.117258250721393154e+02
2.376475295059012061e-02,1.145969083846186898e+00,2.151400597592883823e+00,6.209071850860948594e+00,7.111875604882778555e-03,-1.116160864391530225e+02
2.377475495099020189e-02,1.144853247975033073e+00,2.149390227273035858e+00,6.206540147151590858e+00,7.111999710696341112e-03,-1.115064565009390094e+02
2.378475695139027971e-02,1.143738508088033345e+00,2.147381645676901485e+00,6.204009151608040007e+00,7.112123560965109142e-03,-1.113969351485646797e+02
2.379475895179036099e-02,1.142624863099770627e+00,2.145374851418752282e+00,6.201478864423827453e+00,7.112247156188803571e-03,-1.112875222732053544e+02
2.380476095219044227e-02,1.141512311925884537e+00,2.143369843113499318e+00,6.198949285791873542e+00,7.112370496866199897e-03,-1.111782177661447122e+02
2.381476295259052009e-02,1.140400853483069632e+00,2.141366619376691816e+00,6.196420415904484003e+00,7.112493583495130799e-03,-1.110690215187745480e+02
2.382476495299060137e-02,1.139290486689074733e+00,2.139365178824515379e+00,6.193892254953349052e+00,7.112616416572481795e-03,-1.109599334225946023e+02
2.383476695339068266e-02,1.138181210462704263e+00,2.137365520073795100e+00,6.191364803129549621e+00,7.112738996594193848e-03,-1.108509533692129025e+02
2.384476895379076047e-02,1.137073023723818244e+00,2.135367641741994671e+00,6.188838060623551129e+00,7.112861324055264230e-03,-1.107420812503457483e+02
2.385477095419084176e-02,1.135965925393330522e+00,2.133371542447212388e+00,6.186312027625204379e+00,7.112983399449743054e-03,-1.106333169578172289e+02
2.386477295459092304e-02,1.134859914393211433e+00,2.131377220808187811e+00,6.183786704323747330e+00,7.113105223270737611e-03,-1.105246603835599473e+02
2.387477495499100086e-02,1.133754989646486022e+00,2.129384675444298214e+00,6.181262090907807760e+00,7.113226796010408901e-03,-1.104161114196143387e+02
2.388477695539108214e-02,1.132651150077233826e+00,2.127393904975555916e+00,6.178738187565393503e+00,7.113348118159973366e-03,-1.103076699581290967e+02
2.389477895579115996e-02,1.131548394610590424e+00,2.125404908022615391e+00,6.176214994483905762e+00,7.113469190209702024e-03,-1.101993358913610450e+02
2.390478095619124124e-02,1.130446722172745222e+00,2.123417683206765272e+00,6.173692511850127573e+00,7.113590012648921337e-03,-1.100911091116749532e+02
2.391478295659132253e-02,1.129346131690944111e+00,2.121432229149934123e+00,6.171170739850229126e+00,7.113710585966013210e-03,-1.099829895115439626e+02
2.392478495699140034e-02,1.128246622093487694e+00,2.119448544474689111e+00,6.168649678669771319e+00,7.113830910648413254e-03,-1.098749769835491321e+02
2.393478695739148163e-02,1.127148192309731067e+00,2.117466627804233337e+00,6.166129328493694217e+00,7.113950987182613393e-03,-1.097670714203796791e+02
2.394478895779156291e-02,1.126050841270085145e+00,2.115486477762408501e+00,6.163609689506331257e+00,7.114070816054159259e-03,-1.096592727148329232e+02
2.395479095819164073e-02,1.124954567906016001e+00,2.113508092973696240e+00,6.161090761891400369e+00,7.114190397747652793e-03,-1.095515807598143851e+02
2.396479295859172201e-02,1.123859371150043751e+00,2.111531472063213233e+00,6.158572545832002199e+00,7.114309732746750513e-03,-1.094439954483374038e+02
2.397479495899180330e-02,1.122765249935744780e+00,2.109556613656715651e+00,6.156055041510629877e+00,7.114428821534163512e-03,-1.093365166735236897e+02
2.398479695939188111e-02,1.121672203197750850e+00,2.107583516380597821e+00,6.153538249109160141e+00,7.114547664591658327e-03,-1.092291443286029562e+02
2.399479895979196239e-02,1.120580229871747102e+00,2.105612178861891337e+00,6.151022168808854218e+00,7.114666262400056070e-03,-1.091218783069129188e+02
2.400480096019204021e-02,1.119489328894475610e+00,2.103642599728265949e+00,6.148506800790364935e+00,7.114784615439234162e-03,-1.090147185018995373e+02
2.401480296059212149e-02,1.118399499203732272e+00,2.101674777608029565e+00,6.145992145233726944e+00,7.114902724188122869e-03,-1.089076648071165607e+02
2.402480496099220278e-02,1.117310739738368808e+00,2.099708711130127359e+00,6.143478202318362946e+00,7.115020589124708764e-03,-1.088007171162261386e+02
2.403480696139228059e-02,1.116223049438292536e+00,2.097744398924143994e+00,6.140964972223084573e+00,7.115138210726033863e-03,-1.086938753229983519e+02
2.404480896179236188e-02,1.115136427244464379e+00,2.095781839620300069e+00,6.138452455126086171e+00,7.115255589468194759e-03,-1.085871393213112981e+02
2.405481096219244316e-02,1.114050872098901523e+00,2.093821031849456116e+00,6.135940651204951024e+00,7.115372725826342622e-03,-1.084805090051511769e+02
2.406481296259252098e-02,1.112966382944676313e+00,2.091861974243109490e+00,6.133429560636648681e+00,7.115489620274683194e-03,-1.083739842686123467e+02
2.407481496299260226e-02,1.111882958725915360e+00,2.089904665433394815e+00,6.130919183597534072e+00,7.115606273286479398e-03,-1.082675650058970547e+02
2.408481696339268355e-02,1.110800598387800875e+00,2.087949104053086202e+00,6.128409520263350174e+00,7.115722685334046997e-03,-1.081612511113156785e+02
2.409481896379276136e-02,1.109719300876571113e+00,2.085995288735595476e+00,6.125900570809225343e+00,7.115838856888756329e-03,-1.080550424792867688e+02
2.410482096419284265e-02,1.108639065139517266e+00,2.084043218114971285e+00,6.123392335409675091e+00,7.115954788421036646e-03,-1.079489390043366086e+02
2.411482296459292046e-02,1.107559890124988122e+00,2.082092890825901765e+00,6.120884814238602090e+00,7.116070480400366570e-03,-1.078429405810999242e+02
2.412482496499300175e-02,1.106481774782385186e+00,2.080144305503710545e+00,6.118378007469292612e+00,7.116185933295284503e-03,-1.077370471043190463e+02
2.413482696539308303e-02,1.105404718062166891e+00,2.078197460784362516e+00,6.115871915274423642e+00,7.116301147573381690e-03,-1.076312584688447771e+02
2.414482896579316085e-02,1.104328718915846386e+00,2.076252355304458508e+00,6.113366537826056657e+00,7.116416123701303949e-03,-1.075255745696357224e+02
2.415483096619324213e-02,1.103253776295991084e+00,2.074308987701237061e+00,6.110861875295637624e+00,7.116530862144752542e-03,-1.074199953017584477e+02
2.416483296659332342e-02,1.102179889156224224e+00,2.072367356612575762e+00,6.108357927854003222e+00,7.116645363368485910e-03,-1.073145205603877343e+02
2.417483496699340123e-02,1.101107056451224864e+00,2.070427460676989906e+00,6.105854695671375509e+00,7.116759627836313599e-03,-1.072091502408063235e+02
2.418483696739348252e-02,1.100035277136724998e+00,2.068489298533631615e+00,6.103352178917358373e+00,7.116873656011104068e-03,-1.071038842384048593e+02
2.419483896779356033e-02,1.098964550169514443e+00,2.066552868822292943e+00,6.100850377760949961e+00,7.116987448354776882e-03,-1.069987224486822157e+02
2.420484096819364161e-02,1.097894874507435725e+00,2.064618170183401435e+00,6.098349292370527586e+00,7.117101005328310519e-03,-1.068936647672450704e+02
2.421484296859372290e-02,1.096826249109388085e+00,2.062685201258025014e+00,6.095848922913861045e+00,7.117214327391734562e-03,-1.067887110898082312e+02
2.422484496899380071e-02,1.095758672935325473e+00,2.060753960687868869e+00,6.093349269558103742e+00,7.117327415004137507e-03,-1.066838613121945372e+02
2.423484696939388200e-02,1.094692144946256107e+00,2.058824447115274570e+00,6.090850332469794459e+00,7.117440268623659826e-03,-1.065791153303347301e+02
2.424484896979396328e-02,1.093626664104244472e+00,2.056896659183223175e+00,6.088352111814861800e+00,7.117552888707499165e-03,-1.064744730402675970e+02
2.425485097019404110e-02,1.092562229372410210e+00,2.054970595535334343e+00,6.085854607758618862e+00,7.117665275711906013e-03,-1.063699343381400411e+02
2.426485297059412238e-02,1.091498839714926561e+00,2.053046254815863225e+00,6.083357820465765009e+00,7.117777430092188037e-03,-1.062654991202067123e+02
2.427485497099420367e-02,1.090436494097023257e+00,2.051123635669705347e+00,6.080861750100386764e+00,7.117889352302705745e-03,-1.061611672828305046e+02
2.428485697139428148e-02,1.089375191484985406e+00,2.049202736742393505e+00,6.078366396825958695e+00,7.118001042796875955e-03,-1.060569387224821867e+02
2.429485897179436277e-02,1.088314930846151718e+00,2.047283556680097316e+00,6.075871760805338084e+00,7.118112502027171794e-03,-1.059528133357404300e+02
2.430486097219444058e-02,1.087255711148917836e+00,2.045366094129626333e+00,6.073377842200772037e+00,7.118223730445118365e-03,-1.058487910192921504e+02
2.431486297259452187e-02,1.086197531362732338e+00,2.043450347738425599e+00,6.070884641173893037e+00,7.118334728501297948e-03,-1.057448716699319533e+02
2.432486497299460315e-02,1.085140390458100956e+00,2.041536316154580533e+00,6.068392157885720728e+00,7.118445496645347398e-03,-1.056410551845624752e+02
2.433486697339468097e-02,1.084084287406583913e+00,2.039623998026813378e+00,6.065900392496661908e+00,7.118556035325958146e-03,-1.055373414601946109e+02
2.434486897379476225e-02,1.083029221180795698e+00,2.037713392004483648e+00,6.063409345166506093e+00,7.118666344990877068e-03,-1.054337303939467319e+02
2.435487097419484354e-02,1.081975190754407068e+00,2.035804496737590341e+00,6.060919016054433506e+00,7.118776426086905612e-03,-1.053302218830457235e+02
2.436487297459492135e-02,1.080922195102143490e+00,2.033897310876770170e+00,6.058429405319009753e+00,7.118886279059900672e-03,-1.052268158248260619e+02
2.437487497499500264e-02,1.079870233199784924e+00,2.031991833073295783e+00,6.055940513118186708e+00,7.118995904354773717e-03,-1.051235121167301969e+02
2.438487697539508392e-02,1.078819304024167147e+00,2.030088061979080205e+00,6.053452339609301625e+00,7.119105302415491658e-03,-1.050203106563087232e+02
2.439487897579516174e-02,1.077769406553181541e+00,2.028185996246673728e+00,6.050964884949082467e+00,7.119214473685076851e-03,-1.049172113412201810e+02
2.440488097619524302e-02,1.076720539765772866e+00,2.026285634529263469e+00,6.048478149293636363e+00,7.119323418605604491e-03,-1.048142140692307720e+02
2.441488297659532083e-02,1.075672702641942813e+00,2.024386975480676476e+00,6.045992132798465590e+00,7.119432137618208686e-03,-1.047113187382149704e+02
2.442488497699540212e-02,1.074625894162747120e+00,2.022490017755375291e+00,6.043506835618451589e+00,7.119540631163073785e-03,-1.046085252461551107e+02
2.443488697739548340e-02,1.073580113310296902e+00,2.020594760008462831e+00,6.041022257907866511e+00,7.119648899679443046e-03,-1.045058334911414022e+02
2.444488897779556122e-02,1.072535359067758876e+00,2.018701200895679282e+00,6.038538399820368774e+00,7.119756943605613439e-03,-1.044032433713720991e+02
2.445489097819564250e-02,1.071491630419353802e+00,2.016809339073401208e+00,6.036055261509001291e+00,7.119864763378935639e-03,-1.043007547851531740e+02
2.446489297859572379e-02,1.070448926346595053e+00,2.014919173199849034e+00,6.033572843129062058e+00,7.119972359442285417e-03,-1.041983676305102620e+02
2.447489497899580160e-02,1.069407245823524644e+00,2.013030701936022293e+00,6.031091144841713714e+00,7.120079732253240326e-03,-1.040960818046976328e+02
2.448489697939588289e-02,1.068366587837770387e+00,2.011143923938888189e+00,6.028610166797930603e+00,7.120186882248036482e-03,-1.039938972063725657e+02
2.449489897979596417e-02,1.067326951379025557e+00,2.009258837865739888e+00,6.026129909147309505e+00,7.120293809860266283e-03,-1.038918137344047352e+02
2.450490098019604199e-02,1.066288335437932888e+00,2.007375442374574881e+00,6.023650372038914291e+00,7.120400515522751911e-03,-1.037898312877605207e+02
2.451490298059612327e-02,1.065250739006081471e+00,2.005493736124095872e+00,6.021171555621274152e+00,7.120506999667546195e-03,-1.036879497655030491e+02
2.452490498099620109e-02,1.064214161076012077e+00,2.003613717773713887e+00,6.018693460042389809e+00,7.120613262725930884e-03,-1.035861690667925927e+02
2.453490698139628237e-02,1.063178600641211391e+00,2.001735385983543392e+00,6.016216085449729079e+00,7.120719305128419239e-03,-1.034844890908860719e+02
2.454490898179636366e-02,1.062144056696116889e+00,1.999858739414406505e+00,6.013739431990228645e+00,7.120825127304751707e-03,-1.033829097371373251e+02
2.455491098219644147e-02,1.061110528236114181e+00,1.997983776727832561e+00,6.011263499810294064e+00,7.120930729683900250e-03,-1.032814309049970802e+02
2.456491298259652276e-02,1.060078014257536561e+00,1.996110496586053884e+00,6.008788289055797094e+00,7.121036112694068346e-03,-1.031800524940128412e+02
2.457491498299660404e-02,1.059046513757667451e+00,1.994238897652011344e+00,6.006313799872079251e+00,7.121141276762685789e-03,-1.030787744038290157e+02
2.458491698339668186e-02,1.058016025734738852e+00,1.992368978589352135e+00,6.003840032403950921e+00,7.121246222316415624e-03,-1.029775965341869863e+02
2.459491898379676314e-02,1.056986549187930224e+00,1.990500738062427111e+00,6.001366986795690472e+00,7.121350949781148076e-03,-1.028765187849246274e+02
2.460492098419684442e-02,1.055958083117370938e+00,1.988634174736295224e+00,5.998894663191042476e+00,7.121455459582005758e-03,-1.027755410559769871e+02
2.461492298459692224e-02,1.054930626524139159e+00,1.986769287276721752e+00,5.996423061733224813e+00,7.121559752143339327e-03,-1.026746632473758183e+02
2.462492498499700352e-02,1.053904178410260517e+00,1.984906074350176075e+00,5.993952182564918019e+00,7.121663827888730092e-03,-1.025738852592497352e+02
2.463492698539708134e-02,1.052878737778710994e+00,1.983044534623836119e+00,5.991482025828275049e+00,7.121767687240989145e-03,-1.024732069918241280e+02
2.464492898579716262e-02,1.051854303633413590e+00,1.981184666765583025e+00,5.989012591664913288e+00,7.121871330622158228e-03,-1.023726283454212620e+02
2.465493098619724391e-02,1.050830874979241436e+00,1.979326469444006698e+00,5.986543880215923430e+00,7.121974758453506263e-03,-1.022721492204602356e+02
2.466493298659732172e-02,1.049808450822016015e+00,1.977469941328402703e+00,5.984075891621861487e+00,7.122077971155536293e-03,-1.021717695174570224e+02
2.467493498699740301e-02,1.048787030168506940e+00,1.975615081088770486e+00,5.981608626022750563e+00,7.122180969147977672e-03,-1.020714891370242583e+02
2.468493698739748429e-02,1.047766612026432842e+00,1.973761887395818038e+00,5.979142083558085297e+00,7.122283752849792142e-03,-1.019713079798715256e+02
2.469493898779756211e-02,1.046747195404462039e+00,1.971910358920959006e+00,5.976676264366827418e+00,7.122386322679168623e-03,-1.018712259468051968e+02
2.470494098819764339e-02,1.045728779312209644e+00,1.970060494336311363e+00,5.974211168587404863e+00,7.122488679053529288e-03,-1.017712429387284629e+02
2.471494298859772468e-02,1.044711362760241125e+00,1.968212292314701406e+00,5.971746796357717102e+00,7.122590822389522625e-03,-1.016713588566413051e+02
