t,x,y,vx,vy,dvx_dt
2.396479295859171899e+01,-7.668261844926189674e-01,1.266917333277973956e+00,-5.363631764340524022e-01,-3.261457379103728793e-01,1.373926488964038184e-01
2.397479495899180080e+01,-7.721840006308728910e-01,1.263643837608468878e+00,-5.349841231396532670e-01,-3.284214951564964347e-01,1.383627360515803373e-01
2.398479695939187906e+01,-7.775279749790572348e-01,1.260347608675606024e+00,-5.335953755305655744e-01,-3.306914739144674042e-01,1.393302466168758191e-01
2.399479895979196087e+01,-7.828580106966450680e-01,1.257028704483171833e+00,-5.321969576110187061e-01,-3.329556327541112193e-01,1.402952074740115296e-01
2.400480096019203913e+01,-7.881740111841832874e-01,1.253687183449450071e+00,-5.307888936595568374e-01,-3.352139303869511866e-01,1.412577691078042985e-01
2.401480296059212094e+01,-7.934758800851468008e-01,1.250323104406326546e+00,-5.293712083044667116e-01,-3.374663256887891483e-01,1.422182926138892689e-01
2.402480496099219920e+01,-7.987635212875175972e-01,1.246936526598256822e+00,-5.279439266300059996e-01,-3.397127773944650375e-01,1.431771054140434096e-01
2.403480696139228101e+01,-8.040368389251458803e-01,1.243527509680159904e+00,-5.265070733299942463e-01,-3.419532441143596779e-01,1.441338360519450745e-01
2.404480896179235927e+01,-8.092957373799126719e-01,1.240096113716808723e+00,-5.250606727957534137e-01,-3.441876848064107652e-01,1.450879900328289063e-01
2.405481096219244108e+01,-8.145401212835822191e-01,1.236642399182275476e+00,-5.236047495729361234e-01,-3.464160585693400463e-01,1.460390894749107882e-01
2.406481296259251934e+01,-8.197698955196536241e-01,1.233166426959115380e+00,-5.221393285047700727e-01,-3.486383246815780157e-01,1.469868335991257879e-01
2.407481496299260115e+01,-8.249849652252813081e-01,1.229668258337598630e+00,-5.206644349327580468e-01,-3.508544426536338579e-01,1.479313251960036601e-01
2.408481696339267941e+01,-8.301852357932124615e-01,1.226147955015043145e+00,-5.191800949634839402e-01,-3.530643722959518338e-01,1.488733741135811472e-01
2.409481896379276122e+01,-8.353706128735188807e-01,1.222605579095013217e+00,-5.176863358167984597e-01,-3.552680734461452494e-01,1.498144858932995982e-01
2.410482096419283948e+01,-8.405410023733534963e-01,1.219041193083065133e+00,-5.161831838044290688e-01,-3.574655048602825569e-01,1.507539369606660795e-01
2.411482296459292129e+01,-8.456963104596945113e-01,1.215454859885576777e+00,-5.146706633554528620e-01,-3.596566260830198480e-01,1.516900730785861184e-01
2.412482496499299955e+01,-8.508364435621372790e-01,1.211846642811735819e+00,-5.131487996064011403e-01,-3.618413970835475113e-01,1.526220255763053313e-01
2.413482696539308137e+01,-8.559613083750140516e-01,1.208216605573219748e+00,-5.116176190220075304e-01,-3.640197782949511351e-01,1.535502907455708610e-01
2.414482896579315963e+01,-8.610708118595163940e-01,1.204564812283933639e+00,-5.100771500597203190e-01,-3.661917306638827196e-01,1.544773683365109340e-01
2.415483096619324144e+01,-8.661648612427943483e-01,1.200891327455651858e+00,-5.085274216011641535e-01,-3.683572134913897789e-01,1.554039343955943564e-01
2.416483296659331970e+01,-8.712433640185485162e-01,1.197196215991954027e+00,-5.069684579570533645e-01,-3.705161863327530170e-01,1.563268597537961213e-01
2.417483496699340151e+01,-8.763062279523853304e-01,1.193479543194362780e+00,-5.054002843371241394e-01,-3.726686098390993296e-01,1.572447573889307337e-01
2.418483696739347977e+01,-8.813533610843715671e-01,1.189741374763406689e+00,-5.038229287842177495e-01,-3.748144455135523634e-01,1.581593608560512565e-01
2.419483896779356158e+01,-8.863846717300880584e-01,1.185981776797352616e+00,-5.022364226882436444e-01,-3.769536545789212156e-01,1.590746427970222143e-01
2.420484096819363984e+01,-8.914000684760885473e-01,1.182200815779919312e+00,-5.006407925646965129e-01,-3.790861959163173145e-01,1.599873669408211074e-01
2.421484296859371810e+01,-8.963994601866394074e-01,1.178398558584759837e+00,-4.990360624686807633e-01,-3.812120304481802502e-01,1.608943640537283115e-01
2.422484496899379991e+01,-9.013827560085294621e-01,1.174575072482083371e+00,-4.974222608440883042e-01,-3.833311204213072920e-01,1.617975132504537172e-01
2.423484696939387817e+01,-9.063498653715111875e-01,1.170730425136864650e+00,-4.957994209682111131e-01,-3.854434276652403124e-01,1.627020479402154218e-01
2.424484896979395998e+01,-9.113006979812710018e-01,1.166864684591959911e+00,-4.941675689633137081e-01,-3.875489111115926755e-01,1.636032481119210624e-01
2.425485097019403824e+01,-9.162351638289101263e-01,1.162977919276749317e+00,-4.925267290881313320e-01,-3.896475324664712137e-01,1.644979053167052174e-01
2.426485297059412005e+01,-9.211531731967684822e-01,1.159070198015932363e+00,-4.908769327536726679e-01,-3.917392552601978162e-01,1.653909347334113766e-01
2.427485497099419831e+01,-9.260546366529445184e-01,1.155141590019403752e+00,-4.892182135846970259e-01,-3.938240398361978478e-01,1.662848956102344067e-01
2.428485697139428012e+01,-9.309394650483989730e-01,1.151192164867543610e+00,-4.875505941332693993e-01,-3.959018464526116721e-01,1.671724048964549625e-01
2.429485897179435838e+01,-9.358075695308685216e-01,1.147221992531706869e+00,-4.858741027025510473e-01,-3.979726386743748234e-01,1.680549038515781191e-01
2.430486097219444019e+01,-9.406588615444936297e-01,1.143231143373488079e+00,-4.841887760008521391e-01,-4.000363794236211357e-01,1.689400154374457452e-01
2.431486297259451845e+01,-9.454932528173690676e-01,1.139219688118298324e+00,-4.824946388712472722e-01,-4.020930277963458144e-01,1.698198954834069241e-01
2.432486497299460027e+01,-9.503106553778030152e-01,1.135187697874070478e+00,-4.807917171456633776e-01,-4.041425473742368824e-01,1.706929979380760187e-01
2.433486697339467852e+01,-9.551109815586611429e-01,1.131135244140078822e+00,-4.790800485813626053e-01,-4.061849025157662219e-01,1.715688712807282301e-01
2.434486897379476034e+01,-9.598941439806396581e-01,1.127062398775924068e+00,-4.773596599698561871e-01,-4.082200521605538479e-01,1.724401663961424025e-01
2.435487097419483860e+01,-9.646600555684144984e-01,1.122969234017061613e+00,-4.756305762136343041e-01,-4.102479601930040243e-01,1.733040286006999331e-01
2.436487297459492041e+01,-9.694086295577254431e-01,1.118855822489217111e+00,-4.738928365341046334e-01,-4.122685915612778196e-01,1.741712205668696223e-01
2.437487497499499867e+01,-9.741397794751831540e-01,1.114722237172123709e+00,-4.721464670179542633e-01,-4.142819052543952885e-01,1.750328274135952156e-01
2.438487697539508048e+01,-9.788534191583861954e-01,1.110568551420474392e+00,-4.703914938479532015e-01,-4.162878662553055054e-01,1.758876676317379095e-01
2.439487897579515874e+01,-9.835494627595905426e-01,1.106394838974780193e+00,-4.686279580607130013e-01,-4.182864389689870954e-01,1.767465105230662803e-01
2.440488097619524055e+01,-9.882278247247880953e-01,1.102201173920913435e+00,-4.668558823457590323e-01,-4.202775829457558454e-01,1.775971796250561119e-01
2.441488297659531881e+01,-9.928884198216539891e-01,1.097987630725730579e+00,-4.650752977737278027e-01,-4.222612650066697726e-01,1.784443783816241358e-01
2.442488497699540062e+01,-9.975311631299222936e-01,1.093754284228462881e+00,-4.632862440354735822e-01,-4.242374472944033803e-01,1.792937105602653847e-01
2.443488697739547888e+01,-1.002155970031337162e+00,1.089501209611579036e+00,-4.614887412075981410e-01,-4.262060915995805055e-01,1.801327162375667146e-01
2.444488897779556069e+01,-1.006762756239202083e+00,1.085228482445550258e+00,-4.596828287174437588e-01,-4.281671658252141910e-01,1.809740814446121338e-01
2.445489097819563895e+01,-1.011351437770497075e+00,1.080936178648716828e+00,-4.578685376319616696e-01,-4.301206295199782037e-01,1.818112349399998440e-01
2.446489297859572076e+01,-1.015921930963044062e+00,1.076624374497575198e+00,-4.560458928043680249e-01,-4.320664487109981966e-01,1.826408126579254221e-01
2.447489497899579902e+01,-1.020474152484157848e+00,1.072293146647999240e+00,-4.542149384837427251e-01,-4.340045885162659989e-01,1.834749820937517928e-01
2.448489697939588083e+01,-1.025008019304533224e+00,1.067942572085809783e+00,-4.523756948674129696e-01,-4.359350096543913033e-01,1.842981494109084961e-01
2.449489897979595909e+01,-1.029523448736583413e+00,1.063572728178891591e+00,-4.505282012152039828e-01,-4.378576813755662434e-01,1.851233144928046137e-01
2.450490098019604090e+01,-1.034020358404048379e+00,1.059183692637768459e+00,-4.486724901195749404e-01,-4.397725636876316790e-01,1.859441026392310570e-01
2.451490298059611916e+01,-1.038498666259691117e+00,1.054775543524299364e+00,-4.468085872768352562e-01,-4.416796237551930404e-01,1.867579443330864009e-01
2.452490498099620098e+01,-1.042958290592014947e+00,1.050348359271509269e+00,-4.449365377059826265e-01,-4.435788264266292691e-01,1.875757047599052596e-01
2.453490698139627924e+01,-1.047399150001347756e+00,1.045902218635574643e+00,-4.430563605806567828e-01,-4.454701339997058640e-01,1.883813544013239749e-01
2.454490898179636105e+01,-1.051821163440336493e+00,1.041437200753657200e+00,-4.411681008829687056e-01,-4.473535162994129455e-01,1.891923207639571447e-01
2.455491098219643931e+01,-1.056224250172315360e+00,1.036953385085467749e+00,-4.392717842833979147e-01,-4.492289329153512645e-01,1.899936399531365061e-01
2.456491298259652112e+01,-1.060608329810394546e+00,1.032450851454312923e+00,-4.373674460357163674e-01,-4.510963543113965524e-01,1.907944674123046025e-01
2.457491498299659938e+01,-1.064973322294769043e+00,1.027929680026159254e+00,-4.354551237720221679e-01,-4.529557420852115546e-01,1.915926318616941737e-01
2.458491698339668119e+01,-1.069319147900966716e+00,1.023389951302038359e+00,-4.335348421053289436e-01,-4.548070638730823401e-01,1.923830602229877895e-01
2.459491898379675945e+01,-1.073645727252822146e+00,1.018831746146950712e+00,-4.316066478711853005e-01,-4.566502855042136044e-01,1.931773094253732559e-01
2.460492098419684126e+01,-1.077952981295989821e+00,1.014255145738766961e+00,-4.296705602742637575e-01,-4.584853707080583929e-01,1.939589921504578096e-01
2.461492298459691952e+01,-1.082240831340131937e+00,1.009660231628760396e+00,-4.277266282572024791e-01,-4.603122896580793544e-01,1.947474018269903517e-01
2.462492498499700133e+01,-1.086509199011972182e+00,1.005047085673948404e+00,-4.257748730769975731e-01,-4.621310030852929795e-01,1.955226923841792419e-01
2.463492698539707959e+01,-1.090758006307114947e+00,1.000415790098401869e+00,-4.238153391502379463e-01,-4.639414834374744334e-01,1.963029859917542197e-01
2.464492898579716140e+01,-1.094987175544667624e+00,9.957664274389779191e-01,-4.218480548330463265e-01,-4.657436910120472118e-01,1.970732684745679086e-01
2.465493098619723966e+01,-1.099196629407893422e+00,9.910990805826214167e-01,-4.198730571398998634e-01,-4.675375980916737784e-01,1.978442542282273231e-01
2.466493298659732147e+01,-1.103386290916939627e+00,9.864138327424843977e-01,-4.178903826839726054e-01,-4.693231666220690212e-01,1.986099728829564537e-01
2.467493498699739973e+01,-1.107556083446933348e+00,9.817107674618340551e-01,-4.159000610956812838e-01,-4.711003672097363038e-01,1.993713945563207468e-01
2.468493698739748154e+01,-1.111705930725437552e+00,9.769899686238469050e-01,-4.139021362998795972e-01,-4.728691644848224684e-01,2.001324023102178939e-01
2.469493898779755980e+01,-1.115835756825343639e+00,9.722515204235129271e-01,-4.118966321279253773e-01,-4.746295267200948409e-01,2.008845419838652391e-01
2.470494098819764162e+01,-1.119945486186630479e+00,9.674955074062745464e-01,-4.098835977517090723e-01,-4.763814215821081111e-01,2.016403405633740986e-01
2.471494298859771988e+01,-1.124035043586812277e+00,9.627220144152134340e-01,-4.078630535762670650e-01,-4.781248149019699523e-01,2.023837717013951543e-01
2.472494498899780169e+01,-1.128104354182488889e+00,9.579311266495428301e-01,-4.058350514300136935e-01,-4.798596773000112781e-01,2.031336636679167418e-01
2.473494698939787995e+01,-1.132153343463165429e+00,9.531229295972094562e-01,-4.037996110072308298e-01,-4.815859724072302783e-01,2.038691169121372715e-01
2.474494898979796176e+01,-1.136181937305801748e+00,9.482975091023696512e-01,-4.017567839927785878e-01,-4.833036734311642602e-01,2.046122853530448760e-01
2.475495099019804002e+01,-1.140190061919533537e+00,9.434549512946076577e-01,-3.997065920074563961e-01,-4.850127423830961071e-01,2.053405732707612730e-01
2.476495299059812183e+01,-1.144177643905104347e+00,9.385953426544174638e-01,-3.976490843308113643e-01,-4.867131541838090047e-01,2.060761281149967594e-01
2.477495499099820009e+01,-1.148144610198944759e+00,9.337187699492095483e-01,-3.955842863464942294e-01,-4.884048702595698010e-01,2.067978860796410578e-01
2.478495699139828190e+01,-1.152090888129222668e+00,9.288253202879166448e-01,-3.935122435436739230e-01,-4.900878661951995618e-01,2.075251102586233021e-01
2.479495899179836016e+01,-1.156016405366836031e+00,9.239150810711289630e-01,-3.914329861079631212e-01,-4.917621038440334047e-01,2.082407971524951051e-01
2.480496099219844197e+01,-1.159921089971416075e+00,9.189881400289097169e-01,-3.893465549225028077e-01,-4.934275585479243054e-01,2.089591437304355592e-01
2.481496299259852023e+01,-1.163804870355030330e+00,9.140445851898094665e-01,-3.872529855850763147e-01,-4.950841934175901904e-01,2.096690956364739011e-01
2.482496499299860204e+01,-1.167667675313115883e+00,9.090845048981153198e-01,-3.851523139388278727e-01,-4.967319827885284256e-01,2.103781411320393424e-01
2.483496699339868030e+01,-1.171509434005249206e+00,9.041079878046653917e-01,-3.830445812413665885e-01,-4.983708917445799913e-01,2.110825868890337520e-01
2.484496899379876211e+01,-1.175330075967260468e+00,8.991151228614204793e-01,-3.809298182411106626e-01,-5.000008929488108933e-01,2.117820341170612575e-01
2.485497099419884037e+01,-1.179129531112207641e+00,8.941059993353518420e-01,-3.788080716758764899e-01,-5.016219540826840628e-01,2.124810660698457920e-01
2.486497299459892218e+01,-1.182907729721226930e+00,8.890807067800057251e-01,-3.766793676637987254e-01,-5.032340455713983918e-01,2.131708100858761834e-01
2.487497499499900044e+01,-1.186664602466302787e+00,8.840393350716599929e-01,-3.745437575926234830e-01,-5.048371381929086521e-01,2.138642951289727034e-01
2.488497699539908226e+01,-1.190400080379365066e+00,8.789819743601153812e-01,-3.724012642579785370e-01,-5.064311997432413559e-01,2.145445812267258723e-01
2.489497899579916051e+01,-1.194114094895877720e+00,8.739087151230479078e-01,-3.702519417775579358e-01,-5.080162043498254176e-01,2.152319865356921436e-01
2.490498099619924233e+01,-1.197806577805147432e+00,8.688196481024790252e-01,-3.680958123267010218e-01,-5.095921171633883695e-01,2.159037174855308883e-01
2.491498299659932059e+01,-1.201477461309078620e+00,8.637148643678174142e-01,-3.659329290916516486e-01,-5.111589153546397535e-01,2.165838054504131693e-01
2.492498499699940240e+01,-1.205126677962742532e+00,8.585944552509154892e-01,-3.637633178154792146e-01,-5.127165623564005070e-01,2.172486941066986699e-01
2.493498699739948066e+01,-1.208754160735311833e+00,8.534585124019579139e-01,-3.615870264979475501e-01,-5.142650365578849136e-01,2.179194171216404241e-01
2.494498899779956247e+01,-1.212359842957616785e+00,8.483071277407523425e-01,-3.594040884351326071e-01,-5.158043021024065755e-01,2.185792001567107290e-01
2.495499099819964073e+01,-1.215943658366334112e+00,8.431403934876908757e-01,-3.572145431554936135e-01,-5.173343359062820834e-01,2.192386327471878005e-01
2.496499299859972254e+01,-1.219505541077551491e+00,8.379584021473293065e-01,-3.550184338392877170e-01,-5.188551055753084507e-01,2.198945026603624786e-01
2.497499499899980080e+01,-1.223045425597031999e+00,8.327612465017778520e-01,-3.528157906372163533e-01,-5.203665840418467692e-01,2.205417514629872677e-01
2.498499699939988261e+01,-1.226563246833052956e+00,8.275490196339199134e-01,-3.506066655677999022e-01,-5.218687444317046120e-01,2.211935341692499168e-01
2.499499899979996087e+01,-1.230058940066006246e+00,8.223218148836638486e-01,-3.483910833232335413e-01,-5.233615545264715951e-01,2.218302734940197918e-01
2.500500100020004268e+01,-1.233532440997388457e+00,8.170797258994508816e-01,-3.461690972141703293e-01,-5.248449928569730583e-01,2.224750954503365019e-01
2.501500300060012094e+01,-1.236983685694896584e+00,8.118228465815965356e-01,-3.439407364693533586e-01,-5.263190243439336280e-01,2.231062118034767838e-01
2.502500500100020275e+01,-1.240412610646488112e+00,8.065512711261637602e-01,-3.417060448912880855e-01,-5.277836277443634927e-01,2.237385426961791546e-01
2.503500700140028101e+01,-1.243819152724525035e+00,8.012650939977824516e-01,-3.394650652676913793e-01,-5.292387717233153488e-01,2.243674030261398888e-01
2.504500900180036282e+01,-1.247203249198994612e+00,7.959644099274516549e-01,-3.372178282296907081e-01,-5.306844291450791840e-01,2.249854039991871502e-01
2.505501100220044108e+01,-1.250564837755508751e+00,7.906493139371856271e-01,-3.349643870280569202e-01,-5.321205767608612192e-01,2.256103679893536329e-01
2.506501300260052290e+01,-1.253903856455941268e+00,7.853199012944915847e-01,-3.327047698319257063e-01,-5.335471813906453864e-01,2.262209954872358986e-01
2.507501500300060115e+01,-1.257220243788439884e+00,7.799762675553275626e-01,-3.304390223643122182e-01,-5.349642224596385942e-01,2.268331304298596973e-01
2.508501700340068297e+01,-1.260513938631500741e+00,7.746185085352872424e-01,-3.281671880191966428e-01,-5.363716699694279777e-01,2.274428356338445423e-01
2.509501900380076123e+01,-1.263784880264787303e+00,7.692467203069380810e-01,-3.258892978498943993e-01,-5.377694961358034931e-01,2.280399363459563178e-01
2.510502100420084304e+01,-1.267033008392297599e+00,7.638609992249577596e-01,-3.236054033564179089e-01,-5.391576803013337083e-01,2.286435921881092015e-01
2.511502300460092130e+01,-1.270258263102505447e+00,7.584614418872883679e-01,-3.213155396390958152e-01,-5.405361903952559111e-01,2.292380182174729164e-01
2.512502500500100311e+01,-1.273460584903015835e+00,7.530481451576197527e-01,-3.190197439329232609e-01,-5.419050024909903840e-01,2.298240488659326064e-01
2.513502700540108137e+01,-1.276639914718878055e+00,7.476212061684394117e-01,-3.167180672666708441e-01,-5.432640941873505547e-01,2.304159322609467542e-01
2.514502900580115963e+01,-1.279796193866036713e+00,7.421807222912585322e-01,-3.144105430129108814e-01,-5.446134345109486796e-01,2.309972857466358609e-01
2.515503100620124144e+01,-1.282929364084604229e+00,7.367267911608658126e-01,-3.120972107665963557e-01,-5.459530003564556644e-01,2.315711865332494845e-01
2.516503300660131970e+01,-1.286039367533062361e+00,7.312595106726624827e-01,-3.097781204163610469e-01,-5.472827695800555059e-01,2.321501961117698465e-01
2.517503500700140151e+01,-1.289126146766916392e+00,7.257789789590468610e-01,-3.074533075898922552e-01,-5.486027123769565694e-01,2.327206375491771562e-01
2.518503700740147977e+01,-1.292189644764853762e+00,7.202852944069045860e-01,-3.051228108851179455e-01,-5.499128045983644464e-01,2.332815990431404973e-01
2.519503900780156158e+01,-1.295229804929849848e+00,7.147785556588495126e-01,-3.027866780449961492e-01,-5.512130255398440815e-01,2.338454825465781650e-01
2.520504100820163984e+01,-1.298246571070052813e+00,7.092588615956396669e-01,-3.004449507954299325e-01,-5.525033476813290267e-01,2.344064191920631202e-01
2.521504300860172165e+01,-1.301239887411129059e+00,7.037263113394888192e-01,-2.980976658080931596e-01,-5.537837450492827385e-01,2.349572399297029657e-01
2.522504500900179991e+01,-1.304209698605511170e+00,6.981810042612737188e-01,-2.957448660357308023e-01,-5.550541955541580252e-01,2.355027326815075095e-01
2.523504700940188172e+01,-1.307155949727579758e+00,6.926230399751036604e-01,-2.933865982889837798e-01,-5.563146773192787498e-01,2.360506019069958938e-01
2.524504900980195998e+01,-1.310078586263822009e+00,6.870525183272647718e-01,-2.910229030671049877e-01,-5.575651638149292655e-01,2.365942116490150071e-01
2.525505101020204179e+01,-1.312977554124829416e+00,6.814695394012483254e-01,-2.886538195910291482e-01,-5.588056305115142175e-01,2.371294700464172123e-01
2.526505301060212005e+01,-1.315852799648303373e+00,6.758742035189936326e-01,-2.862793903817730246e-01,-5.600360548321843268e-01,2.376581927336385291e-01
2.527505501100220187e+01,-1.318704269598234724e+00,6.702666112375897933e-01,-2.838996598154512885e-01,-5.612564152237845549e-01,2.381851838236745955e-01
2.528505701140228012e+01,-1.321531911161620831e+00,6.646468633450688390e-01,-2.815146724737717099e-01,-5.624666884501203779e-01,2.387116070821366787e-01
2.529505901180236194e+01,-1.324335671948637883e+00,6.590150608563836165e-01,-2.791244692448476283e-01,-5.636668502175268269e-01,2.392333581680320953e-01
2.530506101220244020e+01,-1.327115499998564596e+00,6.533713050156579882e-01,-2.767290917509819259e-01,-5.648568774454261199e-01,2.397488635694617898e-01
2.531506301260252201e+01,-1.329871343780307136e+00,6.477156972943584057e-01,-2.743285827481116712e-01,-5.660367477699791428e-01,2.402583828769406238e-01
2.532506501300260027e+01,-1.332603152192689988e+00,6.420483393889450108e-01,-2.719229855540942764e-01,-5.672064392051116011e-01,2.407629099477429091e-01
2.533506701340268208e+01,-1.335310874565003081e+00,6.363693332186949325e-01,-2.695123436824588548e-01,-5.683659299221384131e-01,2.412634617768089074e-01
2.534506901380276034e+01,-1.337994460657729423e+00,6.306787809237135445e-01,-2.670967006405136623e-01,-5.695151981306851852e-01,2.417606904680070223e-01
2.535507101420284215e+01,-1.340653860663364005e+00,6.249767848630509715e-01,-2.646760999393888980e-01,-5.706542219560011286e-01,2.422546365964999837e-01
2.536507301460292041e+01,-1.343289025207308196e+00,6.192634476127657495e-01,-2.622505848706631615e-01,-5.717829794596401838e-01,2.427446103980795966e-01
2.537507501500300222e+01,-1.345899905349464465e+00,6.135388719643500854e-01,-2.598201986159096588e-01,-5.729014490726757058e-01,2.432301577401576043e-01
2.538507701540308048e+01,-1.348486452585190731e+00,6.078031609230892807e-01,-2.573849846126477492e-01,-5.740096094920691394e-01,2.437111065285051947e-01
2.539507901580316229e+01,-1.351048618846148575e+00,6.020564177061284994e-01,-2.549449864749776529e-01,-5.751074396296905755e-01,2.441874058496905087e-01
2.540508101620324055e+01,-1.353586356501176535e+00,5.962987457406044856e-01,-2.525002479481647799e-01,-5.761949185876060753e-01,2.446590427567441606e-01
2.541508301660332236e+01,-1.356099618357208048e+00,5.905302486617651780e-01,-2.500508128928302098e-01,-5.772720256505170511e-01,2.451260148867592248e-01
2.542508501700340062e+01,-1.358588357660198920e+00,5.847510303111421726e-01,-2.475967252945993624e-01,-5.783387402939672572e-01,2.455883530341781418e-01
2.543508701740348243e+01,-1.361052528096097447e+00,5.789611947347120813e-01,-2.451380293022131507e-01,-5.793950422133319345e-01,2.460462059146788505e-01
2.544508901780356069e+01,-1.363492083791854492e+00,5.731608461811183997e-01,-2.426747692989883742e-01,-5.804409113880136806e-01,2.465000204351995294e-01
2.545509101820364251e+01,-1.365906979316314551e+00,5.673500890996100443e-01,-2.402069895404284894e-01,-5.814763281701417208e-01,2.469504917866664484e-01
2.546509301860372076e+01,-1.368297169680396275e+00,5.615290281379219373e-01,-2.377347340441341161e-01,-5.825012728036704779e-01,2.473974882724566116e-01
2.547509501900380258e+01,-1.370662610338037490e+00,5.556977681405355085e-01,-2.352580468491331789e-01,-5.835157253965438384e-01,2.478401577083900742e-01
2.548509701940388084e+01,-1.373003257187278336e+00,5.498564141469075572e-01,-2.327769720520425356e-01,-5.845196660710046954e-01,2.482772615829021978e-01
2.549509901980396265e+01,-1.375319066571555116e+00,5.440050713898365586e-01,-2.302915540946312845e-01,-5.855130751965521574e-01,2.487078471122069478e-01
2.550510102020404091e+01,-1.377609995281392941e+00,5.381438452940731088e-01,-2.278018382666621156e-01,-5.864959338711741577e-01,2.491325815478484529e-01
2.551510302060412272e+01,-1.379876000556444993e+00,5.322728414748706394e-01,-2.253078709955408099e-01,-5.874682247045882599e-01,2.495555996750411509e-01
2.552510502100420098e+01,-1.382117040081820347e+00,5.263921657328781700e-01,-2.228096957677105638e-01,-5.884299296017584391e-01,2.499772617349061976e-01
2.553510702140428279e+01,-1.384333071987146946e+00,5.205019240529842328e-01,-2.203073557179082709e-01,-5.893810278281994552e-01,2.503916266239814004e-01
2.554510902180436105e+01,-1.386524054854556542e+00,5.146022226058251103e-01,-2.178008964777492507e-01,-5.903215004593225235e-01,2.507976844729264410e-01
2.555511102220444286e+01,-1.388689947722435258e+00,5.086931677466385304e-01,-2.152903662321039024e-01,-5.912513324718694507e-01,2.512038829564894882e-01
2.556511302260452112e+01,-1.390830710072923138e+00,5.027748660056130525e-01,-2.127758070242624366e-01,-5.921705053257589890e-01,2.516069639707751437e-01
2.557511502300460293e+01,-1.392946301837111989e+00,4.968474240911364692e-01,-2.102572630911113127e-01,-5.930789980991527655e-01,2.519993812270745481e-01
2.558511702340468119e+01,-1.395036683410734168e+00,4.909109488933744991e-01,-2.077347840538164014e-01,-5.939767973711674864e-01,2.523925128867898215e-01
2.559511902380476300e+01,-1.397101815632165733e+00,4.849655474697975865e-01,-2.052084111494540397e-01,-5.948638842182324415e-01,2.527804526137436558e-01
2.560512102420484126e+01,-1.399141659795240633e+00,4.790113270530481637e-01,-2.026781912676101360e-01,-5.957402395282577201e-01,2.531596945293426715e-01
2.561512302460492307e+01,-1.401156177658174240e+00,4.730483950484623556e-01,-2.001441712871620537e-01,-5.966058510734453257e-01,2.535412599987738602e-01
2.562512502500500133e+01,-1.403145331418481412e+00,4.670768590234093409e-01,-1.976063936051070669e-01,-5.974606962304040980e-01,2.539104603657026393e-01
2.563512702540508315e+01,-1.405109083749506382e+00,4.610968267200383774e-01,-1.950649081081025082e-01,-5.983047645963001093e-01,2.542831026831226526e-01
2.564512902580516140e+01,-1.407047397761736596e+00,4.551084060359741890e-01,-1.925197561163675131e-01,-5.991380337029313941e-01,2.546432833165563903e-01
2.565513102620524322e+01,-1.408960237043461960e+00,4.491117050402115840e-01,-1.899709874739923809e-01,-5.999604934269289203e-01,2.550064833971729672e-01
2.566513302660532148e+01,-1.410847565622919131e+00,4.431068319545364842e-01,-1.874186450639179213e-01,-6.007721221802168055e-01,2.553586431301245740e-01
2.567513502700540329e+01,-1.412709348003330589e+00,4.370938951651355819e-01,-1.848627760645048246e-01,-6.015729086155022776e-01,2.557101805104638470e-01
2.568513702740548155e+01,-1.414545549138666702e+00,4.310730032125318911e-01,-1.823034274902951002e-01,-6.023628350887861860e-01,2.560570169761554049e-01
2.569513902780556336e+01,-1.416356134443848003e+00,4.250442647904456583e-01,-1.797406427974434229e-01,-6.031418849844095709e-01,2.563949936357535209e-01
2.570514102820564162e+01,-1.418141069803842358e+00,4.190077887497764553e-01,-1.771744707900543281e-01,-6.039100467967484231e-01,2.567336545733312492e-01
2.571514302860572343e+01,-1.419900321555715106e+00,4.129636840884849946e-01,-1.746049571501329389e-01,-6.046673028200832967e-01,2.570666353023919326e-01
2.572514502900580169e+01,-1.421633856502136695e+00,4.069120599537351390e-01,-1.720321468146285004e-01,-6.054136376129569674e-01,2.573917648028900551e-01
2.573514702940588350e+01,-1.423341641913274502e+00,4.008530256413769810e-01,-1.694560867595597264e-01,-6.061490383075971433e-01,2.577132017111661288e-01
2.574514902980596176e+01,-1.425023645521930504e+00,3.947866905920988101e-01,-1.668768245685569029e-01,-6.068734910620304790e-01,2.580327495471240185e-01
2.575515103020604357e+01,-1.426679835522687068e+00,3.887131643881181486e-01,-1.642944061265551592e-01,-6.075869804378375427e-01,2.583473048778027747e-01
2.576515303060612183e+01,-1.428310180577106792e+00,3.826325567531149718e-01,-1.617088776038725362e-01,-6.082894921916904840e-01,2.586561156766274405e-01
2.577515503100620364e+01,-1.429914649813623040e+00,3.765449775501448215e-01,-1.591202856519637332e-01,-6.089810127226925607e-01,2.589596371130832297e-01
2.578515703140628190e+01,-1.431493212827450900e+00,3.704505367793736181e-01,-1.565286770735520583e-01,-6.096615286407729428e-01,2.592583974335736507e-01
2.579515903180636371e+01,-1.433045839681009737e+00,3.643493445759855565e-01,-1.539340987057500887e-01,-6.103310266502465220e-01,2.595526775490487048e-01
2.580516103220644197e+01,-1.434572500904558900e+00,3.582415112082153463e-01,-1.513365974002943981e-01,-6.109894935745990852e-01,2.598425569144840463e-01
2.581516303260652379e+01,-1.436073167496874969e+00,3.521271470753625232e-01,-1.487362200310790583e-01,-6.116369164025847738e-01,2.601280214301375793e-01
