A,Z,beta2,B_per_A,B_per_A_noisy
9.091698186334143372e+01,9.112009365707932318e+01,1.537233119414818105e-01,nan,nan
1.878834617623024315e+02,2.296621303895552657e+01,1.895629862928832898e-01,nan,nan
5.438130423505527489e+01,1.618732910047729945e+01,1.069446696143846048e-01,nan,nan
3.260789553597848567e+01,4.715088303032956674e+01,2.473888491710725390e-01,nan,nan
1.969326534034993585e+02,4.918209195388755717e+01,3.097865245839365178e-02,nan,nan
2.248864974844718176e+02,7.461080839011975741e+01,2.059505612260842389e-02,nan,nan
1.079172326344586565e+02,4.489166074358807634e+01,1.788388906977040338e-01,nan,nan
6.421113710942597663e+01,5.429211469859479422e+01,5.285791787256963886e-02,nan,nan
2.142624695798481014e+02,4.642024685998706701e+01,1.798542045915970666e-01,nan,nan
2.875115787920492849e+01,1.314837031572879056e+01,2.283959139247054848e-01,nan,nan
9.372138790958355514e+01,5.322907935320080242e+01,2.014924197855303689e-01,nan,nan
1.963800314197503383e+02,9.325147799945727911e+01,1.868510721936351426e-01,nan,nan
1.798237666275043125e+02,5.139911477150270969e+01,2.602836268204922199e-01,nan,nan
1.866713239275118497e+02,7.372930842169981247e+01,2.475256069156141492e-01,nan,nan
1.237036053706802932e+02,3.828977083909565238e+01,1.204387398739630022e-01,nan,nan
1.736623769751014947e+02,8.334074028253430910e+00,2.779208295120465522e-01,nan,nan
8.412453843738983039e+01,9.500789993849855364e+01,3.202440751122413026e-02,nan,nan
2.098588341753324471e+02,7.306683806653973079e+01,1.267858748383710876e-01,nan,nan
1.924978972848485910e+02,2.048304562761008896e+01,5.817436853528000495e-02,nan,nan
2.270371246651229171e+02,9.689503949295360030e+01,1.118751974920893788e-01,nan,nan
1.874847221286123613e+02,8.746253328775452474e+01,2.259205317379873734e-01,nan,nan
1.791498958105366057e+02,2.341015719312350996e+01,2.588742346911407921e-01,nan,nan
5.844465998814838059e+01,6.743196575169606888e+01,2.883279705545047436e-02,nan,nan
1.435160221807741436e+02,7.932646052181382856e+01,2.206921939678423150e-01,nan,nan
3.297333007656303749e+01,4.172882363464383815e+01,7.145923985099245090e-02,nan,nan
2.214253668211316040e+02,4.582434282044599883e+01,1.922609831872621466e-01,nan,nan
1.947617050764680471e+02,9.349765452608866667e+01,1.163933203355106347e-02,nan,nan
1.357814123635280339e+02,6.545652082604651412e+01,1.642369013921382015e-01,nan,nan
2.025586794204885166e+02,8.374614931841676935e+01,6.257399403979263530e-02,nan,nan
2.106178027440885785e+02,9.589853878696935396e+01,2.806569795261824596e-01,nan,nan
9.611162940129207755e+01,7.988631272775317882e+01,1.231602579680825815e-01,nan,nan
1.667498685903894682e+02,6.080434376048550860e+01,6.476509816013407972e-02,nan,nan
4.549789216525263669e+01,4.767869986067841381e+01,1.915425383009362326e-01,nan,nan
2.708106655784803962e+01,8.558961930043183486e+01,2.202229232022024086e-01,nan,nan
1.892575901785938868e+02,3.075670169429281131e+01,2.395619488959319088e-01,nan,nan
6.481956583383468740e+01,8.861894285966320339e+00,1.418023465169426789e-01,nan,nan
1.067577455757982108e+02,9.017969028984832391e+01,2.083645394015435082e-01,nan,nan
1.256534770871898701e+02,1.113754663269107681e+01,2.709075773276066745e-01,nan,nan
2.275746708714853526e+02,9.728463296038515296e+01,1.392844559807124849e-01,nan,nan
1.902707700916150770e+02,1.441779472778736881e+01,2.935180518265721461e-01,nan,nan
1.389287315887492014e+02,8.679633092711490860e+00,2.947798525446440610e-01,nan,nan
1.971636061627984020e+02,2.385705596038690501e+01,1.148197569615461711e-01,nan,nan
7.180100466127130687e+01,8.300684028328959130e+01,1.599639471264104745e-02,nan,nan
3.524001473835613751e+01,7.821895669953566710e+01,4.952637162580653812e-02,nan,nan
7.311376287661497031e+01,1.550538869097905881e+01,1.047207481870526952e-01,nan,nan
1.494415146985062677e+02,7.628699503693420070e+01,2.813988217675726933e-01,nan,nan
9.130437896813837995e+01,2.970109808627575276e+01,1.857828658134806354e-01,nan,nan
2.373971172832268621e+02,8.285600251420926554e+01,2.986161511384263778e-01,nan,nan
1.397095386979740113e+02,2.483552029002713013e+01,5.540544891337183253e-02,nan,nan
1.432975661897160080e+02,3.674306503814485581e+01,6.361705079263303697e-02,nan,nan
1.821898911154676455e+02,1.372620931269680256e+01,4.827055145728224861e-02,nan,nan
1.313661015128449492e+02,9.555423368306756515e+01,5.954014686653143901e-02,nan,nan
5.492289656697143130e+01,1.537572606302100908e+01,1.187591449552794776e-01,nan,nan
6.111402372491599522e+01,7.182732717048575921e+01,2.036264512873402488e-01,nan,nan
1.176353364398641190e+02,7.868879724955579036e+01,1.052550493976070617e-01,nan,nan
7.265639922933947048e+01,4.810858380621100849e+01,2.914388502926715807e-01,nan,nan
6.239465914388802048e+01,7.524064649691644036e+01,2.314946879111530187e-01,nan,nan
9.838605128881945916e+01,7.399509253676116316e+01,2.653870710400904609e-01,nan,nan
1.956939057643807018e+02,7.383318079787197519e+01,3.035354482063681164e-02,nan,nan
2.097444882541161917e+02,4.028037998243146944e+01,8.311095355900123549e-02,nan,nan
7.499295219661557610e+01,4.716775263617540759e+01,3.784027947016573717e-02,nan,nan
6.027238815090575486e+01,2.604339730758018234e+01,2.497300727658382791e-01,nan,nan
2.405610393773977052e+01,3.332066471459178558e+01,2.398855212010289895e-01,nan,nan
1.807717053198675217e+01,3.352072564076775762e+01,1.568113335642501993e-01,nan,nan
9.815108345241085885e+01,2.345406812398304197e+01,2.445394295714495292e-01,nan,nan
5.937186950332723256e+01,7.346263335263674321e+01,7.746296128400299852e-02,nan,nan
1.288127469466105026e+02,5.095655793010923418e+01,2.499900954418735055e-01,nan,nan
4.543803636450255823e+01,9.629598974604083139e+01,2.095443985519801489e-02,nan,nan
1.563940112392043318e+02,5.400533683734021650e+01,1.042703302712975760e-01,nan,nan
1.408382239429427614e+02,8.096735897506411561e+01,1.533963655564581918e-01,nan,nan
2.207166229322856168e+02,7.178075361879665195e+01,2.597974521220895450e-01,nan,nan
1.975953286615071249e+02,4.131176488719260931e+01,1.102025703543970808e-01,nan,nan
4.324166155621115593e+01,4.182131992159917644e+01,2.177611354851774483e-01,nan,nan
1.385253161969869495e+02,1.020429335769555834e+01,1.121673551084790693e-01,nan,nan
9.821037225960481010e+01,6.400068871923357960e+01,1.473039033017602972e-01,nan,nan
2.521277223952042590e+01,4.634452941446816965e+01,9.912553091932703453e-02,nan,nan
1.392277949095757208e+02,2.214504002758366497e+01,1.851377364631287825e-01,nan,nan
2.345524790765670389e+02,1.389293873957388925e+01,1.016879000997583573e-03,nan,nan
4.853230700508937190e+01,9.474043956430486446e+01,1.704780303778543338e-01,nan,nan
1.711399574438064164e+01,1.664624082866278343e+01,1.115124082834223207e-01,nan,nan
6.043197677106948618e+01,2.395956122661443999e+01,2.489373725626348732e-01,nan,nan
1.122619462640475518e+02,9.911504001841494471e+01,1.134261822152616839e-01,nan,nan
7.518873815469882516e+01,9.664575583223178512e+01,2.691387315154986082e-01,nan,nan
1.712977828849056436e+02,9.360507059316270784e+01,2.839651173213189050e-01,nan,nan
7.586677063748659577e+01,4.766007544695821707e+01,9.150889278073863486e-02,nan,nan
2.092441642678900280e+02,3.401667996991926657e+01,1.657367327527730638e-01,nan,nan
4.473156935114482735e+01,3.010540345884095359e+01,1.153465690852779543e-02,nan,nan
5.080988755324074191e+01,9.872605314531048748e+01,1.132561224558890772e-01,nan,nan
2.331405152959629277e+02,6.071178420252976338e+01,2.282465046432853861e-01,nan,nan
3.241728480454911931e+01,3.756360556386059102e+01,2.629722492514653398e-01,nan,nan
1.851199605857336508e+02,7.410628442016970041e+01,2.699718259207109505e-01,nan,nan
3.476397855930078862e+01,7.829294767492140750e+01,1.276668448111142051e-01,nan,nan
5.155778925497928356e+01,1.619440001547928176e+01,1.119278111718131560e-02,nan,nan
1.559349138690477048e+02,6.360151987667082807e+01,1.154016096968432659e-01,nan,nan
2.007633585257498225e+02,9.904747772935108685e+01,2.112764040545711541e-01,nan,nan
1.541712496133625621e+02,5.428316890351546675e+01,9.686016628935729955e-02,nan,nan
2.391741326908302199e+02,1.191612373053229490e+01,2.341669167382162131e-01,nan,nan
2.369233741791502155e+02,7.499866132284665809e+01,1.669986443780763774e-01,nan,nan
4.952888583554926072e+01,6.255953578879440613e+01,1.566252250545239200e-01,nan,nan
1.204655593936836908e+02,3.003351598317089355e+01,4.712997279479145402e-02,nan,nan
1.211401208677892072e+02,2.766299429758015194e+01,2.417996104900209664e-01,nan,nan
5.780779430549283404e+01,4.562391701137594424e+01,9.252668082337694999e-02,nan,nan
1.635541771837427802e+02,3.005321262204972044e+01,2.215808915273995150e-01,nan,nan
2.108627422410260976e+02,8.261334975046041507e+01,1.745891495785176772e-01,nan,nan
1.816064912466370629e+02,8.887512075041406945e+00,1.596487187246111161e-01,nan,nan
1.927163005880475168e+02,3.866199850818861705e+01,2.404462353335793945e-01,nan,nan
7.444055557490987951e+01,4.467147509625998225e+01,1.548005734996451832e-01,nan,nan
1.427610847652748589e+02,6.255828292175181105e+01,7.242809501797345395e-02,nan,nan
5.569101266208626555e+01,9.028095122927337002e+01,1.837706302524164947e-01,nan,nan
1.869661337661229936e+02,7.777994335663565550e+01,2.656660219733455452e-01,nan,nan
2.243996727785179246e+02,1.310708698911702363e+01,2.315492253303796100e-01,nan,nan
1.275537020604869838e+02,8.303739659715661503e+01,4.671530717226257678e-05,nan,nan
1.320323094824154850e+02,6.609340928372563440e+01,3.945458618924135678e-03,nan,nan
1.814541148366741083e+02,9.371263833693228662e+01,2.622019912243570006e-01,nan,nan
2.161852642030773097e+02,5.709243515216583376e+01,1.475533199969467635e-01,nan,nan
3.661555275527065589e+01,2.376183502099023315e+01,2.587233796901669547e-01,nan,nan
1.847958701819485157e+02,2.806844651214471043e+01,2.379344444185165497e-01,nan,nan
2.165867746380679364e+02,9.491816084468354120e+01,2.824253185333299165e-01,nan,nan
6.269444218922480871e+01,1.249772428402961566e+01,2.501046260842635927e-01,nan,nan
8.209846457688523458e+01,2.000791090385115822e+01,2.412487901306499538e-01,nan,nan
1.214127772222406918e+02,7.601644995017849737e+01,2.708955744636272200e-01,nan,nan
1.492900217664631555e+02,9.825978125004584740e+01,2.326398404329620972e-01,nan,nan
1.185763794436715415e+02,8.308646424968568311e+00,8.923502109813892524e-02,nan,nan
1.444091526732164539e+02,6.511691273189882168e+01,2.337338422484532552e-01,nan,nan
1.029537758722575944e+02,8.317536897681549135e+01,2.406861194720847155e-02,nan,nan
1.104730814582372176e+02,6.224776684716446340e+01,2.115063289016839987e-01,nan,nan
8.558570061309067967e+01,5.668485485957707226e+01,2.250484152456370401e-01,nan,nan
1.624650576833288937e+02,7.691160730665905021e+01,1.031883448681086834e-01,nan,nan
2.260761242038801129e+02,3.023751941475306992e+01,6.505545882384687617e-02,nan,nan
2.368060218003160458e+02,3.834818075330397846e+01,2.780926512574579679e-01,nan,nan
1.016305707154680391e+02,8.231133531762070277e+01,8.605735165507538698e-02,nan,nan
2.603156102489963786e+01,4.967189485081486566e+01,3.042980510501436080e-03,nan,nan
1.581177059391345949e+02,3.011767775223255228e+01,3.695375819967205988e-03,nan,nan
2.295874833226383487e+02,7.960124620878845292e+01,2.304176879698822678e-01,nan,nan
2.294371176916210970e+02,1.031581148655501146e+01,9.887253253944522369e-02,nan,nan
1.698070714801996246e+02,4.585440471744386315e+01,5.076706186062644038e-02,nan,nan
9.990398968241831312e+01,3.066152036354570143e+01,7.112624434530478990e-02,nan,nan
3.464130147360685896e+01,8.067611197745088703e+01,2.398895116278770001e-01,nan,nan
1.194673988737435764e+02,4.777405268807337535e+01,1.930460555993482596e-01,nan,nan
1.627232063350901967e+02,7.608290311321756860e+01,1.064376480201037617e-01,nan,nan
1.778678900770053986e+02,5.482675511595875406e+01,2.595705680457022768e-01,nan,nan
1.642172485668222635e+02,4.799343704011427292e+01,2.502322675424550891e-01,nan,nan
1.922239951272622420e+02,9.064550334207743276e+01,1.238935599149877942e-01,nan,nan
4.123973774158847760e+01,3.623230771833459585e+01,6.439888048196495789e-03,nan,nan
1.319670730960181402e+02,7.376043488622178756e+01,2.381023247005215060e-01,nan,nan
1.171725007688665841e+02,6.351557532108345328e+01,2.762806723197783754e-01,nan,nan
1.282566698235319507e+02,6.075928367331717084e+01,2.566751138562320955e-01,nan,nan
1.203749239299235398e+02,4.251750289345797285e+01,8.548978844406181221e-02,nan,nan
1.514479885084934665e+02,3.196295702525972970e+01,2.496976073615894132e-01,nan,nan
3.988002071610721089e+01,3.363873042982829276e+01,1.920191787119607807e-01,nan,nan
1.838502986512207826e+01,1.015418665371696960e+01,1.848017482961011870e-01,nan,nan
1.138175278129651531e+02,8.323370068765417784e+01,5.329121839970611674e-02,nan,nan
1.478399338186918897e+02,1.914902255890117289e+01,1.528501293910415892e-01,nan,nan
1.110163939169066509e+02,8.002142611530722149e+01,1.206741520309279336e-01,nan,nan
1.312991988683998557e+02,9.867534368095455477e+01,2.288373491529286097e-01,nan,nan
1.057989922574141133e+02,9.446178604742708984e+00,7.007941364532495332e-02,nan,nan
1.980570468697393096e+02,4.146003691227720367e+01,1.395571344779407419e-01,nan,nan
1.974759267493505774e+02,2.345713280762846864e+01,2.415029074236064444e-01,nan,nan
4.983752487899505468e+01,4.500124649092344242e+01,2.887621089594134549e-01,nan,nan
1.557298148694066811e+02,3.480180866214564617e+01,1.920824210084303985e-01,nan,nan
1.332041218829893694e+02,2.230151097745364552e+01,3.791082076318370159e-02,nan,nan
2.854878901133897884e+01,1.820735725987721310e+01,2.482517987962880868e-01,nan,nan
3.572857278552082505e+01,2.365763987240771371e+01,2.384845466633888911e-01,nan,nan
1.983582926534331818e+02,7.815438194393549054e+01,2.099120952339151303e-01,nan,nan
1.763655491491335852e+02,7.743433686708591779e+01,8.252881065340654868e-03,nan,nan
5.135169269932777780e+01,9.216715510291641067e+01,2.822319771983974324e-01,nan,nan
1.474434524424847268e+02,8.741829589384378707e+00,2.813114042232629508e-01,nan,nan
2.161631931850621697e+02,6.536154896782541357e+01,5.702952434299556062e-02,nan,nan
1.331976237151327496e+02,5.294854933021164101e+01,2.725220374373149568e-01,nan,nan
1.506809238683885610e+02,3.663544478873917853e+01,1.269464365223860747e-01,nan,nan
1.676438742362085748e+02,7.516409023725731231e+01,2.269520261611328651e-02,nan,nan
1.346035970504543116e+02,5.703650521193811329e+01,7.006327474919056553e-02,nan,nan
2.129645079337120137e+02,2.741042393604004701e+01,1.929575147225670861e-01,nan,nan
7.318698680463235462e+01,6.202511169447939920e+01,2.908150502717796182e-01,nan,nan
6.655100116008559041e+01,7.267371260520609155e+01,2.888265545650047228e-01,nan,nan
3.859456382817916165e+01,9.561073489460910935e+01,1.422042852793205803e-01,nan,nan
1.155470067393970339e+02,4.327342425577223395e+01,1.039719616957093112e-01,nan,nan
8.916257995106261092e+01,6.424330968731959501e+01,1.993875661544107225e-01,nan,nan
1.279575739973783186e+02,8.037299156988594007e+01,7.720360905934732509e-02,nan,nan
5.512208767990364322e+01,8.293526264973748141e+01,1.106633030477848917e-01,nan,nan
1.236576522581564035e+02,3.262684153002901155e+01,1.756801287947610812e-01,nan,nan
1.271269701593819548e+02,2.522184054482663029e+01,2.193758159270637054e-01,nan,nan
8.446914339800230209e+01,1.526318144990854009e+01,1.705022233465851023e-01,nan,nan
1.961649070406012356e+02,5.766389519607580638e+01,3.137440055003137915e-03,nan,nan
1.291923516347385998e+02,7.972282274729884932e+01,1.789756213938441809e-01,nan,nan
1.491923627804930277e+02,2.771007838125220246e+01,2.891072112859404686e-01,nan,nan
2.293018921615633019e+02,1.117254606645019521e+01,9.195833482850490972e-03,nan,nan
2.124378997807516214e+02,2.973092023243670923e+01,1.255298282417524891e-01,nan,nan
1.604739759282365981e+02,4.041869057215933481e+01,5.390289405490411578e-03,nan,nan
1.718800696779054960e+01,5.850775672017506679e+01,1.190265091761565919e-01,nan,nan
1.603214806243006194e+02,1.256964882869985445e+01,6.595691253222402128e-02,nan,nan
8.430277156880629263e+01,7.930272230583743465e+01,2.446485356019059004e-02,nan,nan
7.133120952306754248e+01,2.431618639492144496e+01,2.291935090090230775e-01,nan,nan
1.515779733947347268e+02,9.939598916250491811e+01,1.005820756349470359e-02,nan,nan
5.545102402580970136e+01,1.311742874714779461e+01,2.399085938130914586e-01,nan,nan
1.808510248169227737e+02,8.194741924997725846e+01,2.059503877348256295e-01,nan,nan
1.899025384476234706e+02,8.810249445038215299e+01,2.601240446392649175e-01,nan,nan
4.687455827876083703e+01,9.103795215801392615e+00,1.229314883386113319e-02,nan,nan
5.004046321181250789e+01,2.918859875077816568e+01,7.930914226517139787e-02,nan,nan
2.232638574526916386e+02,7.374451976502965067e+01,1.560134097927216856e-01,nan,nan
2.284217431124424280e+01,9.961494645336547649e+01,1.437985032008887998e-01,nan,nan
1.947785893486488931e+02,6.414743070718651552e+01,6.684390060942201929e-03,nan,nan
1.833089956453989089e+02,8.955268529325795157e+01,1.425589634713404219e-01,nan,nan
1.735364878441050962e+02,7.053526055619030899e+01,1.027600523181675385e-01,nan,nan
2.357173530693897945e+01,5.612096074482487751e+01,2.683796833284090577e-01,nan,nan
2.269695579426177687e+02,7.422750242058971537e+01,7.869107589176151107e-02,nan,nan
6.202492166339649060e+01,7.035407692294336357e+01,1.489685428342446549e-02,nan,nan
2.115089464258775820e+02,3.182535383850884969e+01,5.284938467103959120e-02,nan,nan
1.281656773912589529e+02,4.067595591947991807e+01,9.072834260724942090e-02,nan,nan
8.894468772634007792e+01,8.837253540200792656e+01,8.007174122435377350e-02,nan,nan
5.516285389138441531e+01,3.148584693313005900e+01,1.699675061895080941e-01,nan,nan
1.857078376345546289e+01,2.797244288148391433e+01,7.963467754276566668e-02,nan,nan
6.848110620420337114e+01,5.800587781217539174e+01,4.668877357155282182e-02,nan,nan
4.204220036123921034e+01,8.299803488883308944e+01,5.169182839552365072e-02,nan,nan
1.749101569148234958e+01,4.279267245920558338e+01,4.272630124722552603e-02,nan,nan
1.649155131483299215e+02,2.661348995981935417e+01,2.805735644857737521e-01,nan,nan
2.348860302382636007e+02,9.851721137185542432e+01,2.218405354062847612e-01,nan,nan
1.312290166488938326e+02,3.671204899258426479e+01,2.496097495839772196e-01,nan,nan
1.997736666141934165e+02,2.350989891634152684e+01,1.696763620811932854e-02,nan,nan
2.333668262701657454e+02,5.914452587090855928e+01,1.312441457311990523e-01,nan,nan
3.408724633627689116e+01,3.516390870584123007e+01,1.711916784604956832e-01,nan,nan
1.112967501948281068e+02,2.153701800683496970e+01,1.427615095101528453e-01,nan,nan
1.104806039628099654e+02,7.176155365752197213e+01,2.354604188225124448e-02,nan,nan
7.172420309690474483e+01,8.156980676115141193e+01,7.927945954317540400e-02,nan,nan
1.767344141772775004e+02,8.678423549468564602e+01,1.573049147168961437e-01,nan,nan
1.400406232048225661e+02,3.729069769448511806e+01,2.159314632633011488e-01,nan,nan
5.361508216339114341e+01,1.795703005705221855e+01,1.179714591770784221e-01,nan,nan
2.278553244908447368e+02,9.067347006290681577e+01,1.735260264992017631e-01,nan,nan
4.271951859645673721e+01,7.823494568093839518e+01,2.188340569475409891e-01,nan,nan
2.712900325864108098e+01,5.354920367348112364e+01,2.754380041646570798e-01,nan,nan
1.853069083903337173e+02,1.230962361575247144e+01,2.172306779520821185e-01,nan,nan
1.117308408615270565e+02,3.220927227643716151e+01,1.004731655085932679e-01,nan,nan
1.621821624997180891e+02,8.403764505468497248e+01,4.528598292362646244e-02,nan,nan
2.256947821410445698e+01,5.144568100099689900e+01,7.889397342833293081e-02,nan,nan
3.392402196754764532e+01,1.003279762225771243e+01,1.906763869242591170e-01,nan,nan
7.972614131411769733e+01,5.276152327528475183e+01,3.451161019839987798e-02,nan,nan
8.940828931011314751e+01,3.267347214790468257e+01,2.769440107448727928e-01,nan,nan
1.342300019859803797e+02,4.814650224579002469e+01,3.887049761006200477e-02,nan,nan
8.726259133740052221e+01,3.723541302687769416e+01,7.240183137574619787e-02,nan,nan
6.787381163194955036e+01,2.123051268253339785e+01,5.795337607920716949e-02,nan,nan
2.290639344385861875e+02,2.686103937694291233e+01,8.057535530937000312e-02,nan,nan
4.572430106999313182e+01,4.456040998910782491e+01,1.427689789755045291e-01,nan,nan
1.285662249506925150e+02,4.445011366811030484e+01,2.927106517562565458e-01,nan,nan
6.610162413972219042e+01,8.347195384891578840e+01,2.564607207698207936e-01,nan,nan
1.978563417291456972e+02,5.948392362913322984e+01,1.333608117054364828e-01,nan,nan
1.546822964998756049e+02,6.279358670890538008e+01,1.194111292092411847e-01,nan,nan
1.549910549990530626e+02,6.965686043199247024e+01,2.007968472158526696e-01,nan,nan
1.135387112758985921e+02,3.837044517620623907e+01,1.899960719893932504e-01,nan,nan
1.186570528389182044e+02,5.125576354752936936e+01,2.278172884669278642e-01,nan,nan
2.382494784637320890e+02,3.722497748680667939e+01,1.109554804331704531e-01,nan,nan
1.111614129951904033e+02,4.471529263459909487e+01,5.291521466096250209e-02,nan,nan
1.632726545818344732e+02,4.823632870182318300e+01,2.779572486335415427e-01,nan,nan
3.575038876563161239e+01,3.605007546205919766e+01,4.040196415515972563e-03,nan,nan
1.335066851597809432e+02,6.178998437447235403e+01,4.483798025559959308e-03,nan,nan
1.853040288083240341e+02,8.133139458948281231e+01,1.273167372194008717e-01,nan,nan
1.210222448782272409e+02,3.987926058044205035e+01,1.508769777896551145e-01,nan,nan
1.789189771395990078e+02,1.670039805625357232e+01,2.038049005621625845e-02,nan,nan
1.647943904684684924e+02,2.406736636672057372e+01,1.767355919432322398e-01,nan,nan
4.061532803848549378e+01,8.906351483141028780e+01,7.916587862203433579e-02,nan,nan
1.228775119327704175e+02,9.043221064220854544e+01,7.669603930970224359e-02,nan,nan
2.298911711692181115e+01,5.081610592139674765e+01,1.760449159104015282e-01,nan,nan
3.637121216734416862e+01,1.911877168193264254e+01,2.327611949177708917e-01,nan,nan
1.668028434053690034e+02,8.031523849444521090e+01,1.114654869774379525e-01,nan,nan
6.525048333163248060e+01,6.364100629782811325e+01,2.294843127620304069e-01,nan,nan
2.734333741884102054e+01,7.200478517969955305e+01,2.173303591165997029e-01,nan,nan
1.209215385847531650e+02,6.341717778541663364e+01,9.091527610310444832e-03,nan,nan
1.723995935468702214e+02,5.065663894164149639e+01,2.147490691079172523e-02,nan,nan
7.876265344492360043e+01,7.526702729154921201e+01,1.991441318098584323e-01,nan,nan
5.869452437500677888e+01,9.909190714269909961e+01,4.721775921536474838e-03,nan,nan
6.769867296052569827e+01,9.811939390027400520e+01,2.257771059623018065e-02,nan,nan
2.117192123168348417e+01,1.949873458912211177e+01,8.442573792430795032e-02,nan,nan
2.534964183700775919e+01,1.123430507556149038e+01,1.024783663968463210e-01,nan,nan
1.195847220207303963e+02,2.264085666532577790e+01,2.578403645188769855e-01,nan,nan
6.424914868675688240e+01,2.784287409148045001e+01,2.360854220873233877e-01,nan,nan
1.118675067683425937e+02,9.431800668393418619e+01,1.424714528846705297e-01,nan,nan
2.205696680216985897e+02,4.163897169856947045e+01,5.394147625299813148e-02,nan,nan
1.961493865186676544e+02,6.185533496643260065e+01,1.417129809436940002e-02,nan,nan
2.011869265118154999e+02,9.667491231068785851e+01,2.135017906524714348e-01,nan,nan
2.241012900852706196e+02,6.105965190569583001e+01,1.002290432273062748e-01,nan,nan
1.654028381386173976e+02,3.880104488567138787e+01,3.267168492430474330e-02,nan,nan
1.140458170902372785e+02,8.314149316485823249e+01,2.547505416483423768e-01,nan,nan
3.242722476030070311e+01,4.529350320126133056e+01,2.953752406539056907e-01,nan,nan
1.776622280420878326e+02,2.205267133608367303e+01,1.735829003270264737e-01,nan,nan
4.090410592466406570e+01,7.546209472906515714e+01,9.311628002500516033e-03,nan,nan
8.395860912460648251e+01,7.576727009591924400e+01,8.994400638871792586e-02,nan,nan
7.885633068081625652e+01,4.668651809274373221e+01,9.773299340601002139e-02,nan,nan
2.260792029555125850e+02,5.627351689772968513e+01,2.055174063657891625e-01,nan,nan
2.101227700653689681e+02,7.370915421312439264e+01,2.406193880110129857e-01,nan,nan
7.302887732269630305e+01,8.230767698351002082e+01,3.457362484966518268e-02,nan,nan
9.994512674871386082e+01,3.838462739310724459e+01,2.566622478486808578e-01,nan,nan
1.229260633408496233e+02,9.452883790670840369e+01,1.193636605153330227e-01,nan,nan
2.668879397610377424e+01,9.115173003096660409e+01,6.574362523578192348e-03,nan,nan
2.030763508939780948e+01,7.532919028212896251e+01,1.052533227264214749e-01,nan,nan
1.434781523158575851e+02,3.213122455438239911e+01,3.792482128411882314e-02,nan,nan
1.280531207214348228e+02,1.506387207379760085e+01,1.343209193143793112e-01,nan,nan
1.569998595686967064e+02,4.316859350059189637e+01,7.964108472906075709e-02,nan,nan
2.127651083404637689e+02,7.236293576234223224e+01,1.984236639267173141e-01,nan,nan
4.698604195038795694e+01,1.590046309976006356e+01,1.558402414748677189e-01,nan,nan
2.166996904517750124e+02,7.952903700628048966e+01,2.510698474484353016e-01,nan,nan
6.295202018455560733e+01,5.798715852753379352e+01,9.438446515547911642e-02,nan,nan
2.226800924594470530e+02,7.348707894384160966e+01,1.355572475849788072e-01,nan,nan
5.152662607491993896e+01,6.053694712483616058e+01,4.031313095009324277e-02,nan,nan
1.054842239148951819e+02,3.774914939625862331e+01,2.789896905310444986e-01,nan,nan
1.809628388001308679e+02,8.459115707272977147e+01,1.839785592488788202e-01,nan,nan
6.084568688632958811e+01,2.483070467377678625e+01,4.571276201505236614e-02,nan,nan
4.224658739581508371e+01,2.301292264451344494e+01,2.092270791675457653e-01,nan,nan
7.619632094853382398e+01,8.881758307164167832e+01,2.935701608013533206e-02,nan,nan
9.136104250093183055e+01,7.767270551186321370e+01,2.468405838049997358e-02,nan,nan
2.144468819103120154e+02,9.032915930878884581e+01,4.108666786339426613e-02,nan,nan
7.216590752461493707e+01,7.367579535261604917e+01,2.688977448656337723e-03,nan,nan
1.687394710071639565e+02,1.167321546044917469e+01,9.467396464148397639e-02,nan,nan
2.030089243425492498e+02,6.454846491808665121e+01,2.950152158634241628e-01,nan,nan
1.899053345619574529e+01,1.832225162730320278e+01,5.045716032803463508e-02,nan,nan
7.732287486558800538e+01,3.801209232311670405e+01,2.705658680469197885e-01,nan,nan
2.182107710469284427e+02,2.152826436433082335e+01,1.341378268459459400e-01,nan,nan
1.463027661675215825e+02,6.911781786327944133e+01,2.713909893314726540e-01,nan,nan
5.392604318442786848e+01,7.996901576516513899e+01,8.640476686790091176e-02,nan,nan
1.264701998420840425e+02,3.162196312940596599e+01,2.635049402196277812e-01,nan,nan
1.056469892849799521e+02,2.963346017809106669e+01,2.163763168740917477e-03,nan,nan
2.031345264884027131e+02,4.202084383701893699e+01,7.489298059032249710e-02,nan,nan
1.935446024535395964e+02,6.867195588169442999e+01,2.328663842557711361e-01,nan,nan
8.861585868028372204e+01,7.578824561310722174e+01,2.422381325589128068e-02,nan,nan
2.362064920121281091e+02,2.905742507881690884e+01,9.868824988411990795e-02,nan,nan
2.670462103914198337e+01,1.910256873550998336e+01,9.495486900645329353e-02,nan,nan
2.197619928221108125e+02,3.525623947620696441e+01,9.371776181799607031e-02,nan,nan
3.778781535265820679e+01,3.692958275624499720e+01,2.703115289416783140e-01,nan,nan
1.401575817674054747e+02,9.741496834479644917e+01,1.700926510015373094e-01,nan,nan
1.098340774366105421e+02,6.687308970050801804e+01,1.331578535732167411e-02,nan,nan
2.004462881673371157e+02,3.552052811040395852e+01,6.638219906926756675e-03,nan,nan
1.236333801070332612e+02,8.650275933124275696e+01,9.240824975408275244e-02,nan,nan
7.903627118062152590e+01,7.510339942118618239e+01,8.368045848698535405e-02,nan,nan
1.756705493680975678e+02,7.076444182264543770e+01,2.351543479177203022e-01,nan,nan
