v0,theta,R,R_noisy
3.689570687613144173e+01,1.071722757590749753e+00,4.639670004393907732e+01,4.688927262172715871e+01
3.230591651196493785e+01,1.145684127631644511e+00,3.520260235023577167e+01,3.494245817161944956e+01
2.375977205396963399e+01,4.921873290812674440e-01,2.403806566515254062e+01,2.424415145198903332e+01
1.302840980677812865e+01,4.981880293616549049e-01,9.093752033198752471e+00,8.900813948347870763e+00
3.630176579004063342e+01,1.261103482915396423e+00,3.283681837887415611e+01,3.251830617485955344e+01
3.669142046875107610e+01,6.634279210218481104e-01,5.113615012491946032e+01,5.115163942819839349e+01
2.651050097035243525e+01,1.261607010548446484e+00,2.101146329804482704e+01,2.160765599245107893e+01
2.865045591723094631e+01,1.108331250091970643e+00,3.141739440026990238e+01,3.191069608791182333e+01
1.805886861825762324e+01,6.769810216740457243e-01,1.877066724729001379e+01,1.888469702103160586e+01
3.212784217203363824e+01,4.519464807449587451e-01,3.468954799742361672e+01,3.343824969045683559e+01
2.163273698350097618e+01,7.111839332746749953e-01,2.505989835892104978e+01,2.511300480547771485e+01
2.875244089081255439e+01,8.875201843593421014e-01,3.763042744593725075e+01,3.786864826700594477e+01
3.918115728705348033e+01,8.985723641833629483e-01,5.666106775922592220e+01,5.698120143622686129e+01
3.917989476939692395e+01,1.289352534124370120e+00,3.376151556471784687e+01,3.345832329426831109e+01
1.296166205831559637e+01,1.253860572044786847e+00,6.865937122013809457e+00,7.416767452329559696e+00
2.073839477035922840e+01,4.501840283962801892e-01,1.834323284873708815e+01,1.855985315911605227e+01
3.101022669336411397e+01,7.888545888895082125e-01,4.231985185861352505e+01,4.143320474927798358e+01
2.450981136505672708e+01,1.063881743827671977e+00,2.650989828878881127e+01,2.693494615834797301e+01
2.959234935713560688e+01,6.380247433773595933e-01,3.781280519506607618e+01,3.867807102002836928e+01
1.486661794062816000e+01,7.531455545566787535e-01,1.408538950204868101e+01,1.427305726757876059e+01
2.602716420302043332e+01,1.141955085941900760e+00,2.608158633756607259e+01,2.574684683958248854e+01
3.903800915503796887e+01,5.817443370174066875e-01,5.245555249671598830e+01,5.341264791156380909e+01
1.537742785978701043e+01,9.610728043519449759e-01,1.415753259530468355e+01,1.471328734232692881e+01
2.218711145144244057e+01,1.298520628904905827e+00,1.447502049180867978e+01,1.362561508612305161e+01
3.577703560391121584e+01,1.203503098138609007e+00,3.658947040992415367e+01,3.716981761220390723e+01
2.409424007016788138e+01,4.847196117990918984e-01,2.427916691154602447e+01,2.453610335649371166e+01
1.276411444006807372e+01,7.834147965617259679e-01,1.093445645311900805e+01,1.113132317584222086e+01
1.790479195365808707e+01,8.935628008478686546e-01,1.870491550786257662e+01,1.788511526999582557e+01
3.463398083762469071e+01,1.087774637656650834e+00,4.187196878688612145e+01,4.109098008539874769e+01
2.362350645386970172e+01,7.280973601975575527e-01,2.865594829839845659e+01,2.879194880084860486e+01
2.179706573184762775e+01,5.391917619785755456e-01,2.243748178796546000e+01,2.343959114495809715e+01
1.636125363139830213e+01,5.908483665454145051e-01,1.510691621310615318e+01,1.523882422972486950e+01
1.072059688831218338e+01,1.028932643205641151e+00,7.224454709577090128e+00,7.315156850064976624e+00
1.216954150519685385e+01,7.250818755310832753e-01,9.941666333855895488e+00,9.678948835705783793e+00
3.198741000060388018e+01,9.101888162927267434e-01,4.317276814357411752e+01,4.301745934580269903e+01
2.057032083264903832e+01,5.602658788699361736e-01,2.103033852949432969e+01,2.158059615998546477e+01
1.417866763357196902e+01,5.886447218764068179e-01,1.186684656883751998e+01,1.151863587031150793e+01
3.977689506635833538e+01,7.817711523617574265e-01,5.872456509045145623e+01,5.969015812260518317e+01
1.888795146629999167e+01,3.947757120959748955e-01,1.414333819134657944e+01,1.440966802273556269e+01
1.528976481273039312e+01,1.208955061301740797e+00,1.009308364857209916e+01,1.027526344206837017e+01
2.310489227536876200e+01,1.058530756793118588e+00,2.444930264562440669e+01,2.440730841994721700e+01
1.232825788874251671e+01,1.001051665844164384e+00,9.477444397259375819e+00,9.135305468195960898e+00
1.415580679028363953e+01,6.768742119529722601e-01,1.263680845330302027e+01,1.252462631161276896e+01
3.134865026083005546e+01,5.862520628892993191e-01,3.937935298590832645e+01,3.866501014013644522e+01
3.736265723750977230e+01,1.139543722917929047e+00,4.325501472421206017e+01,4.329232260634342566e+01
3.716857811786262999e+01,3.342537437337565476e-01,3.322269090573372097e+01,3.227650838126691468e+01
2.577003385828997040e+01,3.757499749886647478e-01,2.194388583641417156e+01,2.303275173752783900e+01
1.451378513346233667e+01,5.232043883698771491e-01,1.144369456301517296e+01,1.140044702667824339e+01
3.855796927170687383e+01,6.237455405320735391e-01,5.329027884203844678e+01,5.251304966987073897e+01
2.505734757106970179e+01,3.801700465887715708e-01,2.126502164946545292e+01,2.137062131230144146e+01
2.450351316370450050e+01,5.956170189456178043e-01,2.814242967125141348e+01,2.817477526127644794e+01
3.078007645699337047e+01,1.152085115921531733e+00,3.258896709092616817e+01,3.228422327461083086e+01
2.912008423182704320e+01,1.240744315121069974e+00,2.535160668911780135e+01,2.544626855671918264e+01
3.211259489865634009e+01,8.967410144186891419e-01,4.362359048907719483e+01,4.318865286965178285e+01
1.773794016309657096e+01,1.095740004060400619e+00,1.558660699523476545e+01,1.548459765371003982e+01
2.951418267794618799e+01,1.092951215999333536e+00,3.341236902291110056e+01,3.328357243030913537e+01
2.027959592390475763e+01,1.122991983787935411e+00,1.848804449314941323e+01,1.869213490884071760e+01
2.007634801407650826e+01,4.925201653902137600e-01,1.865024872001601253e+01,1.833537302734334062e+01
3.599195776334788377e+01,1.162511808269348412e+00,3.970075571060450415e+01,3.980366637116967610e+01
1.180321532017017105e+01,3.430922448583768047e-01,4.944111147826994568e+00,3.501502618878683304e+00
1.240854334868779674e+01,1.061069022117334892e+00,9.020504436268657500e+00,9.516816022142016607e+00
3.192751088698510742e+01,3.379111106647523788e-01,2.720690329332123625e+01,2.726030991104336465e+01
1.165939537920305469e+01,7.934415316324117118e-01,9.340732419129942343e+00,9.577350784190254984e+00
3.490757419745207812e+01,1.011615835742555314e+00,4.564545016112245435e+01,4.548941428265819553e+01
3.247208583290093031e+01,5.703518775675915364e-01,4.072118710724771518e+01,4.112778650379130596e+01
1.610156584186400863e+01,5.169682780647018028e-01,1.353537171645188231e+01,1.348579653622978647e+01
2.049623759829979264e+01,1.206896241002876513e+00,1.619846880148631740e+01,1.627234326628481398e+01
2.858784510108002053e+01,9.626019106814840409e-01,3.602441762650967405e+01,3.603748686978721594e+01
3.139226125603679307e+01,6.417863580608873519e-01,4.106930406425040303e+01,4.077691501982639721e+01
2.090047609720739530e+01,7.910675789015393367e-01,2.414267704733155284e+01,2.366726074374452082e+01
3.470667259860664444e+01,3.095908319711623835e-01,2.825004401726770098e+01,2.849488482497591235e+01
3.320193421992185989e+01,1.157450770976316434e+00,3.587651891593892373e+01,3.617132831104449053e+01
1.335930483902044941e+01,4.168256508063808430e-01,8.082021102301808924e+00,8.039544029752475396e+00
3.226410415004072263e+01,6.866658296957686147e-01,4.360316334815448158e+01,4.421150313066572579e+01
3.732930204244419770e+01,1.068730799283873489e+00,4.727064741530832492e+01,4.732475943643314054e+01
2.872728349428967576e+01,8.832315853089292013e-01,3.763647813238068807e+01,3.786969551204531825e+01
3.675861225747620153e+01,8.117383091273659979e-01,5.304739685248264891e+01,5.358492896538790973e+01
3.306492674987367764e+01,9.198454363042676274e-01,4.495582364881288839e+01,4.530345932372301121e+01
1.461720366170805008e+01,7.883435436926973239e-01,1.375119312808941707e+01,1.365381691858506485e+01
3.710169245759148993e+01,7.923557000021217434e-01,5.369724778170731838e+01,5.314944377434288469e+01
1.333113185381269084e+01,8.188220852791008308e-01,1.177796884415043444e+01,1.139285842999117726e+01
1.651340536504859458e+01,7.561810833195261594e-01,1.671542263311438603e+01,1.618702873382887830e+01
3.887299696310522279e+01,9.692450090773856441e-01,5.419313609224666806e+01,5.458178125774475120e+01
3.376174692750156225e+01,1.026746774456203326e+00,4.309430927516153531e+01,4.131693623253627123e+01
2.084570226144775162e+01,5.188945200424091020e-01,2.047349152600467903e+01,2.146881374697486677e+01
3.343810394892975779e+01,1.100720996496176163e+00,3.930165206122129717e+01,3.885433153871373690e+01
2.318317968439576759e+01,8.034522669833488173e-01,2.813627278122776687e+01,2.866921310745450313e+01
1.796363839211824498e+01,4.638371974064653958e-01,1.494695087960017332e+01,1.509469437740234987e+01
2.094375799475826483e+01,4.211706698883831979e-01,1.765294255355040676e+01,1.791858077127194804e+01
2.121479604747118941e+01,4.048091548457031785e-01,1.741792027052373371e+01,1.676933871902182815e+01
3.693309702233182890e+01,1.189920026485711269e+00,3.918957818231069012e+01,3.970383864357060588e+01
2.890353252395550143e+01,1.294300183177070407e+00,2.175665199927995985e+01,2.170980671702656295e+01
3.149035941402187788e+01,5.366502709162843665e-01,3.777015393717355352e+01,3.808191615779540484e+01
3.988379237493899154e+01,7.604493592586161199e-01,5.879375044622201330e+01,5.832855127165886699e+01
1.767419627053276088e+01,7.425848424636616318e-01,1.856762632545980907e+01,1.855263098412940792e+01
3.601212593615640856e+01,1.159186011284891737e+00,3.994644998952079362e+01,3.959774295737503991e+01
1.432909427960407633e+01,6.894024366923829916e-01,1.297864205785370117e+01,1.313830297256235902e+01
2.523437917578061374e+01,8.204250361984100071e-01,3.176401933236923369e+01,3.210880627012521416e+01
2.614904817220009647e+01,8.201722496150474218e-01,3.341122359215206217e+01,3.330345881850060863e+01
1.490086314005430701e+01,9.209785408467814349e-01,1.376749912559297329e+01,1.399219671681971633e+01
1.641274276151727918e+01,6.021352757944651302e-01,1.533682587874558756e+01,1.559669566806387309e+01
2.993304489084124143e+01,5.578763208580703736e-01,3.602868244067432357e+01,3.600189035232925505e+01
2.562639051267698420e+01,7.551044508897279961e-01,3.238603003785433287e+01,3.225503866083407445e+01
1.865905059506010133e+01,3.294338592342926364e-01,1.158351604912706456e+01,1.062647291361793300e+01
1.873026681726337017e+01,6.665836545005578984e-01,1.976387370020361800e+01,2.029504941710331067e+01
2.944018322866334714e+01,3.341784712807264746e-01,2.400767815167953501e+01,2.409715308259972844e+01
3.210534567887984281e+01,1.093797901524086846e+00,3.750302782963377979e+01,3.738428878898351115e+01
2.745691046114296441e+01,1.101625191942926296e+00,2.983914167776158521e+01,2.994866084591822641e+01
3.270046200072192732e+01,3.297944580350362087e-01,2.753148665476344448e+01,2.727717424648714584e+01
1.828105308573861976e+01,8.781723128027456582e-01,1.942667322123842766e+01,1.927674376291102121e+01
2.637003503228764245e+01,6.003539019542354360e-01,3.136755393704074280e+01,3.161977144249781446e+01
1.689236068183107520e+01,1.000146893746782117e+00,1.599071077695216303e+01,1.524487872458778170e+01
2.540859205908934371e+01,1.072081173614569893e+00,2.767745225270513032e+01,2.753017641653673664e+01
2.238666087689442108e+01,7.533035859714349858e-01,2.663806352672095201e+01,2.676446481729515270e+01
2.909251581863983560e+01,3.951255191165919389e-01,2.726882009358814329e+01,2.649829891564908735e+01
1.828573262964486190e+01,1.036476349279485953e+00,1.752315424460094206e+01,1.699129130347667527e+01
1.361261976100863436e+01,5.904518943957366428e-01,1.108017295525136880e+01,1.171120566795734419e+01
1.157099638240623207e+01,9.924490832279240227e-01,8.549132577026924196e+00,9.645708361413451115e+00
2.849812938459975342e+01,5.536504561907098498e-01,3.352591293940679407e+01,3.368815502370226511e+01
3.282549309436252827e+01,9.181894405344592780e-01,4.455205883739093764e+01,4.489818664624361588e+01
1.936781065183198791e+01,8.745346991185127816e-01,2.126112747694921623e+01,2.084934808379578897e+01
1.407221891022394544e+01,7.416738356585730330e-01,1.282392532375095406e+01,1.351098982749934763e+01
2.579497052053060457e+01,3.064145025378776643e-01,1.818786815477019303e+01,1.817923209865800871e+01
2.985326277341600232e+01,9.322082794628923086e-01,3.890776942130136717e+01,3.897376691801107285e+01
3.756077355949917518e+01,8.904853361577584892e-01,5.379217156384464005e+01,5.401390024629749576e+01
3.444689426399384047e+01,5.961499329154849036e-01,4.504598147028646338e+01,4.478443487714345395e+01
2.358248849412133552e+01,1.053479399145973661e+00,2.533743297178030573e+01,2.501090062634305866e+01
1.987113715151544824e+01,7.583511144175696383e-01,2.231144537096193758e+01,2.231836968001023180e+01
2.407846981330132152e+01,7.346278102032741675e-01,2.950517617018419969e+01,2.899968899916147436e+01
1.534938516402289999e+01,1.298821935380334081e+00,8.023596596887337284e+00,7.753502637023043320e+00
1.739798579531039735e+01,3.988658853730455145e-01,1.244729957360586425e+01,1.118386866509080413e+01
1.162926554841989635e+01,7.207072130794653919e-01,9.156921704774308779e+00,8.672709009173933836e+00
1.305597874703982697e+01,1.111056063087625390e+00,9.220631050386499439e+00,9.465050181224494708e+00
2.092772541289776456e+01,7.474860509113410156e-01,2.407956233463639251e+01,2.464287544644425765e+01
3.915833548132366104e+01,1.163989533206952753e+00,4.430829837245876490e+01,4.462325973718505878e+01
2.614182008737926566e+01,7.815837456037308950e-01,3.341028803666702629e+01,3.300844511953087590e+01
1.228140689152985487e+01,8.042728013867905812e-01,1.023566263430934065e+01,1.028636825910754915e+01
3.895349313696932825e+01,1.275063669827208868e+00,3.484392057220755845e+01,3.438575622865090509e+01
2.391384493411842982e+01,1.275443811713750097e+00,1.736496382761885826e+01,1.684673194215435288e+01
2.155430041708270039e+01,1.074151364029175992e+00,2.164826415830313877e+01,2.214799978799057101e+01
3.533587875333250850e+01,3.512733362008321758e-01,3.237176574745326008e+01,3.219673709379998172e+01
2.364862284340393117e+01,8.187838252594781263e-01,2.893781554601451234e+01,2.878647420284371350e+01
2.131661662214859376e+01,8.491637143918899788e-01,2.473422505142782413e+01,2.483810540753868423e+01
1.229379352820030036e+01,7.935830453901790982e-01,1.025180152789241994e+01,1.072490608808021584e+01
3.718551433002919282e+01,1.249958726086255689e+00,3.486720350961822135e+01,3.494245272402147862e+01
3.600684415605741151e+01,3.348664656492377767e-01,3.187098926113210595e+01,3.176642162807684855e+01
3.351873874885792759e+01,1.126143080820730225e+00,3.811120085486243880e+01,3.829547567434541833e+01
2.248221122327178989e+01,6.992537924595498833e-01,2.641342420934838486e+01,2.639388041188600909e+01
3.735180773638256824e+01,9.309628761330768221e-01,5.254768324609499075e+01,5.241681240173704026e+01
2.541223335715805476e+01,6.515524011910482916e-01,3.082219520860286011e+01,2.975367678254283277e+01
2.595643747664652423e+01,1.190705365089859136e+00,2.387264899324090095e+01,2.346759479975444407e+01
3.869612341985236981e+01,7.901353878166432754e-01,5.670327149053560589e+01,5.666908574207216986e+01
3.093593883706186176e+01,6.676023447622683182e-01,4.084094657706554443e+01,4.036865668365654614e+01
1.446661785148261004e+01,3.755730171606603274e-01,8.419278022099874192e+00,9.371704451094505117e+00
3.299917376844892658e+01,7.027880026865884755e-01,4.522194897253795887e+01,4.639598115164785241e+01
1.508149257409163724e+01,3.220758221628641782e-01,7.625404177365558311e+00,8.512727862564201331e+00
1.633662346253912290e+01,1.271051876909148781e+00,9.660219896159201625e+00,9.263671828617544790e+00
2.775343010416744249e+01,1.198295829419341763e+00,2.592260939626523353e+01,2.621658271767606507e+01
3.069923646998784861e+01,1.222549465307623207e+00,2.847179402258840852e+01,2.873126467909662907e+01
3.997527682187700293e+01,1.170763538211963217e+00,4.501956567720078084e+01,4.524910431840766023e+01
2.266138201844783140e+01,9.102485861036448966e-01,2.655941448108227121e+01,2.583127388043062922e+01
2.546583311279904294e+01,1.234943981068362673e+00,2.114250729428103526e+01,2.166062174222274450e+01
1.981751208557997046e+01,1.111383051245172338e+00,1.814456530102931708e+01,1.904447930035268399e+01
3.547502347062364692e+01,1.243605860310691424e+00,3.319780740042097023e+01,3.366517089043052380e+01
3.411286763362227248e+01,1.257763808128147698e+00,3.040106994580219535e+01,3.151456684251613183e+01
3.872702173851131136e+01,5.716154060352929278e-01,5.145592469144783365e+01,5.137686318230139193e+01
2.977242630415309677e+01,3.495265894852289112e-01,2.539480287248769130e+01,2.580628388089684577e+01
1.958378923024255869e+01,1.022960766053503612e+00,1.974995281005839942e+01,2.046247315299258318e+01
1.298379206241225248e+01,6.010350416578829069e-01,1.030330709582664817e+01,9.921926154176114565e+00
3.466437098492266955e+01,1.242403342804958344e+00,3.225242673599355214e+01,3.226844686037388499e+01
1.005541238422423689e+01,4.103527202584175693e-01,4.389191930098253813e+00,4.096935355241835275e+00
1.020529964535688450e+01,6.784279204778225214e-01,7.048189297417454924e+00,7.561794329303054951e+00
2.329218530854019065e+01,6.966730036704615880e-01,2.778795611776613228e+01,2.730846535301910549e+01
3.469945988192959874e+01,9.909368991690361561e-01,4.600943753569229244e+01,4.624320815551077146e+01
1.458458977749049623e+01,9.220775276293347034e-01,1.328227547087704075e+01,1.310160426718505811e+01
3.630398009917323776e+01,3.825545937998819368e-01,3.603699751701330456e+01,3.656091756715160557e+01
3.013733636864681387e+01,6.770117400794795071e-01,3.959415871998090353e+01,3.942200814587234703e+01
3.456967461476435233e+01,4.318324951552508506e-01,3.705827151423984134e+01,3.706342948862784681e+01
1.322922532957717223e+01,6.605757772268072703e-01,1.115141964582753076e+01,1.135839414661129254e+01
2.772213495554226981e+01,7.833015467261534859e-01,3.627764798250729683e+01,3.598773386940905539e+01
2.344655110030631562e+01,8.518349011534274151e-01,2.844407644271440105e+01,2.831092838888274343e+01
2.750251167304704225e+01,5.941854476716414979e-01,3.311039346090920787e+01,3.307110383383556496e+01
2.023468675267833561e+01,6.269947201711378870e-01,2.171742333004110748e+01,2.154887033814030772e+01
1.911857861589563612e+01,6.716265049369767315e-01,2.045318850047646109e+01,2.065795146346858857e+01
1.397718342906874511e+01,1.274445692534742713e+00,7.380380864224976634e+00,7.077069364626939141e+00
3.067610299602907276e+01,3.733305795232218505e-01,2.803457125752134971e+01,2.814629214906287658e+01
1.245514175339664575e+01,7.272720538118493394e-01,1.036232856320843609e+01,1.027618417438402787e+01
1.163118733351661582e+01,1.233452461825310431e+00,5.987533545371086952e+00,5.732466471549185094e+00
1.487995111768861634e+01,3.748950565305304017e-01,8.859932718392515838e+00,8.368059276275328529e+00
2.231483557853692901e+01,9.198853340426027536e-01,2.584858372348179500e+01,2.496743396141965476e+01
2.229011179706046519e+01,5.436302414881883927e-01,2.331414430738599819e+01,2.300674307484915460e+01
2.336071615505131405e+01,4.762384464193609168e-01,2.291141796668183162e+01,2.321447177234417225e+01
1.777346544363625469e+01,1.018439773205292775e+00,1.705375738858424839e+01,1.691285320520072943e+01
2.616272417183957444e+01,9.144947913380476745e-01,3.262860229387567301e+01,3.339158872059886107e+01
3.390027771302259652e+01,6.002262243734071134e-01,4.424010126305167034e+01,4.377650366772810742e+01
1.381934729244117399e+01,7.963667606171400681e-01,1.252475584325253166e+01,1.234861862738180882e+01
2.943105133191168576e+01,5.423899807571979093e-01,3.464615599772467647e+01,3.387539222464319266e+01
2.780486491917769598e+01,1.239515617206735199e+00,2.378729007290275987e+01,2.435038527879614279e+01
2.449413847415197054e+01,1.229735455404214362e+00,2.019716769628143993e+01,1.953744851899264035e+01
1.011531353592537386e+01,4.939371750578374631e-01,5.506523832670356278e+00,5.723401947272708234e+00
2.339329860899644586e+01,7.019940379998632629e-01,2.801981078244527978e+01,2.815945600578683639e+01
2.778049810873682901e+01,1.198500822206671534e+00,2.594855436471642562e+01,2.722467235974819744e+01
2.054245785860634399e+01,8.438372677232834906e-01,2.342415200674180653e+01,2.407742087906169104e+01
2.093651930550666762e+01,6.168889785630198297e-01,2.270035521687866620e+01,2.308757981755267608e+01
1.673858422103546673e+01,8.380883132471490526e-01,1.707795944426856849e+01,1.714831896248304233e+01
2.699793080015860625e+01,9.893755427831651961e-01,3.263822360453482929e+01,3.356426848791044648e+01
3.010028422162224260e+01,1.156655250249460032e+00,3.135358450044149947e+01,3.118070441236002210e+01
2.652941410664424993e+01,9.872315022118480776e-01,3.188826278662925517e+01,3.128637361679560414e+01
2.428512042865230214e+01,1.246516431276160741e+00,1.916609034543157364e+01,1.960493387326666337e+01
2.074590336273222846e+01,1.157612954847500708e+00,1.811928519383907954e+01,1.809717004375628591e+01
2.873516873299237062e+01,4.999002690058215737e-01,3.187518207840211915e+01,3.153950224950415304e+01
3.079171926942271398e+01,5.243162095742950335e-01,3.613044154043349465e+01,3.630767202282710571e+01
3.835292924429283090e+01,9.558411589041189149e-01,5.368359436488681524e+01,5.394361969048880923e+01
3.990512245767602906e+01,9.829818890443660084e-01,5.555932326634047058e+01,5.480662554562294986e+01
3.679847231086391446e+01,1.285316597083110635e+00,3.136521404336993157e+01,3.185361305035086943e+01
3.187678469594498409e+01,8.734110799485668153e-01,4.350712808406758825e+01,4.449727479205928660e+01
3.980889172399334797e+01,1.204734490215797704e+00,4.210646254223634344e+01,4.192589767341163309e+01
1.355797171905975418e+01,4.250507667057305539e-01,8.476385391792504720e+00,7.748682090527529986e+00
2.882622635622632856e+01,1.163920248551540970e+00,2.914166215170114782e+01,2.928372951497879839e+01
1.318701168574900073e+01,4.841652272985298988e-01,9.078370388070501562e+00,9.031410736941891670e+00
2.050940820852018831e+01,3.137464479486557489e-01,1.291791438616272281e+01,1.331544743924271756e+01
1.156510605914321133e+01,7.029766019164875868e-01,8.999627503570531317e+00,9.469226211151596573e+00
2.640736654919341930e+01,3.811911715147193180e-01,2.302785088324013429e+01,2.298255187322556381e+01
1.613840587752100930e+01,1.088494019285723757e+00,1.352596410893365508e+01,1.429226698689227248e+01
3.224087504928235148e+01,1.013530806383275529e+00,4.095531561074521676e+01,4.002104288077043748e+01
1.071148236412088828e+01,7.337859076009700665e-01,7.925069484605729464e+00,7.594116017773179017e+00
3.252196208087428886e+01,4.416239978513038511e-01,3.468520160909466199e+01,3.479197389517590722e+01
2.963127438858522922e+01,9.460223737357524865e-01,3.823114289744496119e+01,3.844387051498423347e+01
3.249595346853850941e+01,1.107037903082147334e+00,3.749402324746590409e+01,3.746562391513845824e+01
3.281059621264274284e+01,5.632129685232594163e-01,4.101827832913597405e+01,4.125973013785938548e+01
3.902832112019554245e+01,1.001997068361713650e+00,5.325313672967615020e+01,5.263253369670012916e+01
3.686204234367914978e+01,7.726890767233161039e-01,5.317645790953017837e+01,5.205456387475332747e+01
3.258875014544832993e+01,4.615631775095636047e-01,3.590102317015245603e+01,3.632937034129680143e+01
3.290996812906371360e+01,7.147501680467227558e-01,4.524135572863431065e+01,4.592423744767413041e+01
1.482556513145986088e+01,1.193931385853995719e+00,9.896778948997123848e+00,9.921438071026582151e+00
2.799134227147278153e+01,9.780551496520133448e-01,3.462383847592357000e+01,3.407131796519382760e+01
2.946251319146585601e+01,1.246424471819482793e+00,2.543369515404209125e+01,2.511163648926155645e+01
2.578359411701224246e+01,8.620237807292472354e-01,3.253308705174648452e+01,3.285873539480438410e+01
1.736005465473628817e+01,9.128974617006002656e-01,1.767337611379037199e+01,1.780601071825590864e+01
3.580975258969007058e+01,5.742142784586972137e-01,4.654947648039910746e+01,4.722919469867805731e+01
3.535180021852410448e+01,1.266395192936825564e+00,3.124168700765368456e+01,3.208773311390917371e+01
3.567203810411590581e+01,3.506927021041966186e-01,3.274544050448315602e+01,3.338766561313332915e+01
3.400162529647158749e+01,5.078175707869689859e-01,4.050754259032065363e+01,4.042541618533849856e+01
2.264304898675406008e+01,7.674324344574101620e-01,2.714040814167817928e+01,2.769076498023890309e+01
1.808983991955333437e+01,5.155626662444103836e-01,1.633853418140130032e+01,1.662074725843420708e+01
2.811312807677093772e+01,9.674525013589929667e-01,3.508358333211815960e+01,3.521930432990126292e+01
3.427962729665519959e+01,7.902989688564534543e-01,4.839812842309585506e+01,4.851713116258815006e+01
1.842520173069703304e+01,3.456909298928157459e-01,1.192340810449490185e+01,1.190788698797676837e+01
3.872251403775268130e+01,1.269725393097944410e+00,3.505546560174327908e+01,3.457922910561047303e+01
3.517929853319174782e+01,5.335026941089693331e-01,4.367222306065450965e+01,4.388028870002084858e+01
3.117004292090038930e+01,6.578878905388727549e-01,4.105244441131489452e+01,4.069471430224330533e+01
2.850833777924282231e+01,1.098637754172792524e+00,3.159535516624810469e+01,3.159313608530170470e+01
1.099690033983671533e+01,9.128087654536387596e-01,8.218158498988257676e+00,8.634572376371309588e+00
1.296810736554579080e+01,1.092546590796750205e+00,9.353435798881378105e+00,9.758452650887496915e+00
3.228061352438548681e+01,6.421133738211040054e-01,4.265043108592277576e+01,4.175224058479696509e+01
3.002108871004947588e+01,1.240156934004973399e+00,2.651522061351859350e+01,2.619533569158157604e+01
2.175228304227205811e+01,9.519754231261761124e-01,2.445740145014153555e+01,2.392911976783256378e+01
3.219436641040435632e+01,7.827944279641858571e-01,4.449808270157682699e+01,4.464635306716701990e+01
2.170381088660500524e+01,4.195859630237098181e-01,1.859790114538841621e+01,1.824308404781667292e+01
2.116412606255740769e+01,1.082242370761881345e+00,2.085303061859805140e+01,2.132714719274224535e+01
1.227318877603410030e+01,1.252755383874632811e+00,6.265933744071062961e+00,6.049721545627788188e+00
3.643792142330121919e+01,7.043960997496587773e-01,5.157668505577380813e+01,5.181402851016896705e+01
1.081646744958832684e+01,6.935937327978687339e-01,7.928880727573535125e+00,7.452455769842816657e+00
3.344870714844550719e+01,7.203724268147353449e-01,4.631025422565551253e+01,4.594855389966603099e+01
3.502728408053212661e+01,5.812236424093526477e-01,4.548910167715817465e+01,4.535469689415679539e+01
1.707967294726386953e+01,6.726982531415754973e-01,1.715310351618878570e+01,1.737086273746436405e+01
3.449275977664413517e+01,8.331839950279731344e-01,4.871396878318707735e+01,4.769478528024921360e+01
3.948193839392527593e+01,6.569102682513718872e-01,5.605250062248373411e+01,5.608951769965507594e+01
2.809526755755039318e+01,1.138266615130257398e+00,2.927907450746680240e+01,2.855694806376005346e+01
2.120098028041314819e+01,8.285941168986352690e-01,2.461622843516356340e+01,2.469618903973445256e+01
2.170841825434989403e+01,7.980422046029220784e-01,2.554763346392835999e+01,2.465300026277702727e+01
3.268833350266513804e+01,7.787114124061884635e-01,4.540179090179706378e+01,4.517904545747844480e+01
1.199453508810527147e+01,1.227812200562274469e+00,6.404693500990390476e+00,6.986894303624255009e+00
1.700774060103798746e+01,9.807042518489748062e-01,1.641820488082882079e+01,1.712424820794178970e+01
1.016462250095439579e+01,5.480944400963441154e-01,6.110787196939416077e+00,5.595656889364367892e+00
3.146907390969499119e+01,7.844025366127445054e-01,4.315879314086245699e+01,4.398372935829266339e+01
3.836040029772361493e+01,3.730568657498667950e-01,3.801390952307779969e+01,3.778568016807069796e+01
3.431490408502091327e+01,1.200801443033676197e+00,3.475089259246718143e+01,3.474958073422375548e+01
3.863517323736435571e+01,7.568379836318672726e-01,5.640272640850634644e+01,5.663363321617857338e+01
1.167308420680636338e+01,4.023051452881518109e-01,5.938674936052132480e+00,5.970077491155394434e+00
3.271948125367288185e+01,6.187106019767389942e-01,4.277430342120107554e+01,4.292843741991957529e+01
3.740388041013645903e+01,9.956971160956804567e-01,5.062324210539697589e+01,5.069360530634595108e+01
2.847139920134518576e+01,6.034599255980073185e-01,3.500116643218312618e+01,3.540419619631448711e+01
2.027894849047007853e+01,9.587006805695212908e-01,2.191480505827959391e+01,2.199744087892404920e+01
3.426277018575913758e+01,6.432449622506801745e-01,4.621064844860099896e+01,4.596725028938579527e+01
2.730346004345922850e+01,3.435807419333775647e-01,2.206825580216588278e+01,2.154183901830496595e+01
2.516324645194741549e+01,4.540998191154682062e-01,2.468346386856087804e+01,2.413651557620977783e+01
3.838041414364111859e+01,1.224578137981145565e+00,3.852463682297288017e+01,3.845026537722118576e+01
3.615520198612436786e+01,1.229478181698275385e+00,3.517267730220432753e+01,3.549103187932623626e+01
2.275981497922912666e+01,7.931521019767777680e-01,2.739036984213789694e+01,2.751241170948189207e+01
3.040488586197376364e+01,7.570324970979884771e-01,4.107351849273706534e+01,4.088635784105530036e+01
