t,Np,Nd,dNd_dt,dNd_dt_noisy
5.517103420684136950e+01,4.017468058888903926e+01,3.302837603639063673e+02,-1.908258909328486652e+01,-1.889672692782476204e+01
5.519103820764153312e+01,4.009439549095506550e+01,3.299022649209767906e+02,-1.905932919396088820e+01,-1.897729477380354979e+01
5.521104220844168964e+01,4.001427083451390132e+01,3.295212344826704225e+02,-1.903609788990207008e+01,-2.085802902148198612e+01
5.523104620924185326e+01,3.993430629884566230e+01,3.291406684773822917e+02,-1.901289515105632688e+01,-2.064843630937611607e+01
5.525105021004200978e+01,3.985450156387910425e+01,3.287605663341200852e+02,-1.898972094737874983e+01,-1.845494447341373956e+01
5.527105421084217340e+01,3.977485631019140300e+01,3.283809274825029547e+02,-1.896657524883148227e+01,-1.753834065652753083e+01
5.529105821164232992e+01,3.969537021900836749e+01,3.280017513527625965e+02,-1.894345802538380852e+01,-1.964922562898630076e+01
5.531106221244249355e+01,3.961604297220421955e+01,3.276230373757421717e+02,-1.892036924701206857e+01,-1.978134817549430480e+01
5.533106621324265006e+01,3.953687425230180708e+01,3.272447849828973290e+02,-1.889730888369968653e+01,-1.868910447918899465e+01
5.535107021404281369e+01,3.945786374247239792e+01,3.268669936062952956e+02,-1.887427690543714576e+01,-1.841239448822765112e+01
5.537107421484297021e+01,3.937901112653590729e+01,3.264896626786157867e+02,-1.885127328222199239e+01,-1.829163633059544125e+01
5.539107821564313383e+01,3.930031608896063489e+01,3.261127916331499250e+02,-1.882829798405878563e+01,-1.926627818183153096e+01
5.541108221644329035e+01,3.922177831486354194e+01,3.257363799038014918e+02,-1.880535098095914748e+01,-2.074027647824728149e+01
5.543108621724345397e+01,3.914339749000998836e+01,3.253604269250856760e+02,-1.878243224294168456e+01,-1.733215179395226357e+01
5.545109021804361049e+01,3.906517330081397432e+01,3.249849321321302114e+02,-1.875954174003204145e+01,-1.925334778789953916e+01
5.547109421884377412e+01,3.898710543346406610e+01,3.246098949603654660e+02,-1.873667944232309779e+01,-1.748721306388638297e+01
5.549109821964393063e+01,3.890919357453832106e+01,3.242353148454249663e+02,-1.871384531990678468e+01,-2.069268125252455448e+01
5.551110222044409426e+01,3.883143741269708471e+01,3.238611912238512787e+02,-1.869103934276605727e+01,-1.832196135161124317e+01
5.553110622124425078e+01,3.875383663720359095e+01,3.234875235327945120e+02,-1.866826148089495163e+01,-1.916516505808704807e+01
5.555111022204441440e+01,3.867639093790793225e+01,3.231143112100070880e+02,-1.864551170429972160e+01,-1.972415996149016237e+01
5.557111422284457092e+01,3.859910000524729412e+01,3.227415536938445371e+02,-1.862278998299885302e+01,-1.765799170202504698e+01
5.559111822364473454e+01,3.852196353024574194e+01,3.223692504232647025e+02,-1.860009628702304241e+01,-1.731677894819200247e+01
5.561112222444489106e+01,3.844498120451441991e+01,3.219974008378287635e+02,-1.857743058641521117e+01,-1.915981059813923792e+01
5.563112622524505468e+01,3.836815272025134504e+01,3.216260043776999282e+02,-1.855479285123043098e+01,-1.791200610930566839e+01
5.565113022604521120e+01,3.829147777024161314e+01,3.212550604836448542e+02,-1.853218305153600909e+01,-1.959970864015857117e+01
5.567113422684537483e+01,3.821495604785722122e+01,3.208845685970322847e+02,-1.850960115741138168e+01,-1.912380403674807283e+01
5.569113822764553134e+01,3.813858724705720959e+01,3.205145281598342422e+02,-1.848704713894818141e+01,-1.873066330470751595e+01
5.571114222844569497e+01,3.806237106238753398e+01,3.201449386146250049e+02,-1.846452096625016281e+01,-1.880953032420543281e+01
5.573114622924585149e+01,3.798630718898120051e+01,3.197757994045820169e+02,-1.844202260943324490e+01,-1.780774727372618571e+01
5.575115023004601511e+01,3.791039532255811650e+01,3.194071099734850918e+02,-1.841955203862545787e+01,-1.961787948225588707e+01
5.577115423084617163e+01,3.783463515942525390e+01,3.190388697657171519e+02,-1.839710922396697157e+01,-1.743553108911217819e+01
5.579115823164633525e+01,3.775902639647646453e+01,3.186710782262634325e+02,-1.837469413561004217e+01,-1.741485557934513295e+01
5.581116223244649177e+01,3.768356873119270034e+01,3.183037348007123342e+02,-1.835230674371904058e+01,-1.856843352487172538e+01
5.583116623324665539e+01,3.760826186164176477e+01,3.179368389352545705e+02,-1.832994701847040631e+01,-1.950555852876016161e+01
5.585117023404681191e+01,3.753310548647856137e+01,3.175703900766840206e+02,-1.830761493005267226e+01,-2.066806398497399044e+01
5.587117423484696843e+01,3.745809930494488071e+01,3.172043876723969902e+02,-1.828531044866642219e+01,-1.834787526071870190e+01
5.589117823564713206e+01,3.738324301686951401e+01,3.168388311703924387e+02,-1.826303354452428351e+01,-1.897384506466697118e+01
5.591118223644728857e+01,3.730853632266828157e+01,3.164737200192725481e+02,-1.824078418785095224e+01,-1.813912052682661624e+01
5.593118623724745220e+01,3.723397892334390491e+01,3.161090536682416428e+02,-1.821856234888312898e+01,-1.926585754287019370e+01
5.595119023804760872e+01,3.715957052048617726e+01,3.157448315671073260e+02,-1.819636799786953674e+01,-1.819372256668405896e+01
5.597119423884777234e+01,3.708531081627176462e+01,3.153810531662794006e+02,-1.817420110507090669e+01,-1.823526001703655908e+01
5.599119823964792886e+01,3.701119951346442605e+01,3.150177179167709482e+02,-1.815206164075997464e+01,-1.814090228600831622e+01
5.601120224044809248e+01,3.693723631541478625e+01,3.146548252701973070e+02,-1.812994957522143125e+01,-1.784667198299614199e+01
5.603120624124824900e+01,3.686342092606056298e+01,3.142923746787769232e+02,-1.810786487875196826e+01,-1.781842076232845073e+01
5.605121024204841262e+01,3.678975304992633966e+01,3.139303655953306702e+02,-1.808580752166022165e+01,-1.712389475991512811e+01
5.607121424284856914e+01,3.671623239212379275e+01,3.135687974732824728e+02,-1.806377747426676805e+01,-1.884002351214556725e+01
5.609121824364873277e+01,3.664285865835145728e+01,3.132076697666585687e+02,-1.804177470690411766e+01,-1.732774437929723632e+01
5.611122224444888928e+01,3.656963155489498263e+01,3.128469819300884751e+02,-1.801979918991672491e+01,-1.786030490011621907e+01
5.613122624524905291e+01,3.649655078862685542e+01,3.124867334188039649e+02,-1.799785089366093516e+01,-1.841119479407223380e+01
5.615123024604920943e+01,3.642361606700667664e+01,3.121269236886398630e+02,-1.797592978850499179e+01,-1.896176717853643012e+01
5.617123424684937305e+01,3.635082709808090584e+01,3.117675521960334208e+02,-1.795403584482902559e+01,-1.650847865378359813e+01
5.619123824764952957e+01,3.627818359048309560e+01,3.114086183980250553e+02,-1.793216903302505116e+01,-1.769388096744184935e+01
5.621124224844969319e+01,3.620568525343366417e+01,3.110501217522573825e+02,-1.791032932349691720e+01,-1.842020736421916638e+01
5.623124624924984971e+01,3.613333179674012285e+01,3.106920617169764114e+02,-1.788851668666036332e+01,-1.781472179078816964e+01
5.625125025005001334e+01,3.606112293079685571e+01,3.103344377510301229e+02,-1.786673109294289929e+01,-1.785997530983639336e+01
5.627125425085016985e+01,3.598905836658531854e+01,3.099772493138699474e+02,-1.784497251278393293e+01,-1.836042481731810838e+01
5.629125825165033348e+01,3.591713781567386832e+01,3.096204958655495147e+02,-1.782324091663462440e+01,-1.918593695539894028e+01
5.631126225245049000e+01,3.584536099021791244e+01,3.092641768667256770e+02,-1.780153627495796087e+01,-1.764760922176199642e+01
5.633126625325065362e+01,3.577372760295977372e+01,3.089082917786573717e+02,-1.777985855822868189e+01,-1.793850976245040840e+01
5.635127025405081014e+01,3.570223736722881114e+01,3.085528400632070429e+02,-1.775820773693334687e+01,-1.803453991221831032e+01
5.637127425485097376e+01,3.563088999694130621e+01,3.081978211828392205e+02,-1.773658378157022497e+01,-1.675945562804506039e+01
5.639127825565113028e+01,3.555968520660058374e+01,3.078432346006215994e+02,-1.771498666264935551e+01,-1.901038949631346853e+01
5.641128225645129390e+01,3.548862271129686974e+01,3.074890797802242446e+02,-1.769341635069249463e+01,-1.863420223121355335e+01
5.643128625725145042e+01,3.541770222670746904e+01,3.071353561859204433e+02,-1.767187281623314021e+01,-1.750973784803579036e+01
5.645129025805161405e+01,3.534692346909516658e+01,3.067820632825851135e+02,-1.765035602981655671e+01,-1.682268270637592522e+01
5.647129425885177056e+01,3.527628615423838454e+01,3.064292005351956050e+02,-1.762886596206424983e+01,-1.702072696048807643e+01
5.649129825965193419e+01,3.520578999886490834e+01,3.060767674091451340e+02,-1.760740258355891541e+01,-1.688454189074526468e+01
5.651130226045209071e+01,3.513543472127825851e+01,3.057247633707416981e+02,-1.758596586482328661e+01,-1.975724016712119280e+01
5.653130626125225433e+01,3.506522004031312889e+01,3.053731878868819649e+02,-1.756455577639609444e+01,-1.707000737147714275e+01
5.655131026205241085e+01,3.499514567533556431e+01,3.050220404250523529e+02,-1.754317228883214597e+01,-1.712691776933898424e+01
5.657131426285257447e+01,3.492521134624279711e+01,3.046713204533278940e+02,-1.752181537270220701e+01,-1.684229148754725358e+01
5.659131826365273099e+01,3.485541677346339640e+01,3.043210274403734275e+02,-1.750048499859309459e+01,-1.817598368117730701e+01
5.661132226445289461e+01,3.478576167795711171e+01,3.039711608554424629e+02,-1.747918113710757737e+01,-1.697065761019048225e+01
5.663132626525305113e+01,3.471624578121506488e+01,3.036217201683782037e+02,-1.745790375886442902e+01,-1.646206241901656142e+01
5.665133026605321476e+01,3.464686880525952262e+01,3.032727048496125235e+02,-1.743665283449836068e+01,-1.584448735429814725e+01
5.667133426685337128e+01,3.457763047264413103e+01,3.029241143701671604e+02,-1.741542833466007423e+01,-1.715929129789332208e+01
5.669133826765353490e+01,3.450853050645370246e+01,3.025759482016523521e+02,-1.739423023001616286e+01,-1.870233413113334819e+01
5.671134226845369142e+01,3.443956863030439308e+01,3.022282058162682006e+02,-1.737305849124920698e+01,-1.731236992265909791e+01
5.673134626925385504e+01,3.437074456834355374e+01,3.018808866868034215e+02,-1.735191308905763918e+01,-1.670812683413703326e+01
5.675135027005401156e+01,3.430205804524987201e+01,3.015339902866364810e+02,-1.733079399415585087e+01,-1.681645802109285981e+01
5.677135427085417518e+01,3.423350878623322302e+01,3.011875160897344585e+02,-1.730970117727407853e+01,-1.541048669814712291e+01
5.679135827165433170e+01,3.416509651703483286e+01,3.008414635706542981e+02,-1.728863460915846417e+01,-1.747935305889193103e+01
5.681136227245449533e+01,3.409682096392709383e+01,3.004958322045416139e+02,-1.726759426057101265e+01,-1.826576734851835226e+01
5.683136627325465184e+01,3.402868185371377052e+01,3.001506214671315433e+02,-1.724658010228956329e+01,-1.786718981431802789e+01
5.685137027405481547e+01,3.396067891372977954e+01,2.998058308347481784e+02,-1.722559210510781114e+01,-1.656833129071761235e+01
5.687137427485497199e+01,3.389281187184141686e+01,2.994614597843051911e+02,-1.720463023983527506e+01,-1.798815064638089467e+01
5.689137827565513561e+01,3.382508045644613759e+01,2.991175077933049806e+02,-1.718369447729726929e+01,-1.820471503753228859e+01
5.691138227645529213e+01,3.375748439647275490e+01,2.987739743398395831e+02,-1.716278478833492827e+01,-1.798041878913560865e+01
5.693138627725545575e+01,3.369002342138124817e+01,2.984308589025898755e+02,-1.714190114380516050e+01,-1.593856564807890663e+01
5.695139027805561227e+01,3.362269726116297619e+01,2.980881609608263147e+02,-1.712104351458065210e+01,-1.687695746057544710e+01
5.697139427885577589e+01,3.355550564634044264e+01,2.977458799944081989e+02,-1.710021187154984901e+01,-1.742331068611407829e+01
5.699139827965593241e+01,3.348844830796752348e+01,2.974040154837843488e+02,-1.707940618561693213e+01,-1.623069444379247628e+01
5.701140228045609604e+01,3.342152497762926799e+01,2.970625669099925403e+02,-1.705862642770183513e+01,-1.636997008490228822e+01
5.703140628125625256e+01,3.335473538744207644e+01,2.967215337546599585e+02,-1.703787256874019107e+01,-1.799102479980222213e+01
5.705141028205641618e+01,3.328807927005352951e+01,2.963809155000027431e+02,-1.701714457968333249e+01,-1.618591955638833113e+01
5.707141428285657270e+01,3.322155635864255174e+01,2.960407116288266138e+02,-1.699644243149831624e+01,-1.674542845754051612e+01
5.709141828365673632e+01,3.315516638691924811e+01,2.957009216245260745e+02,-1.697576609516783819e+01,-1.900246004093810726e+01
5.711142228445689284e+01,3.308890908912508166e+01,2.953615449710852090e+02,-1.695511554169027590e+01,-1.811639175237420218e+01
5.713142628525705646e+01,3.302278420003268877e+01,2.950225811530769420e+02,-1.693449074207965310e+01,-1.666556092495419605e+01
5.715143028605721298e+01,3.295679145494605677e+01,2.946840296556638350e+02,-1.691389166736562899e+01,-1.642212610089492131e+01
5.717143428685737661e+01,3.289093058970035344e+01,2.943458899645971201e+02,-1.689331828859347340e+01,-1.716522196325162852e+01
5.719143828765753312e+01,3.282520134066209749e+01,2.940081615662178933e+02,-1.687277057682408454e+01,-1.784700765377265697e+01
5.721144228845769675e+01,3.275960344472898100e+01,2.936708439474558077e+02,-1.685224850313392864e+01,-1.659455673365320294e+01
5.723144628925785327e+01,3.269413663933005409e+01,2.933339365958302096e+02,-1.683175203861506830e+01,-1.862693970248809094e+01
5.725145029005801689e+01,3.262880066242553312e+01,2.929974389994492867e+02,-1.681128115437510218e+01,-1.624808450599986287e+01
5.727145429085817341e+01,3.256359525250701381e+01,2.926613506470107495e+02,-1.679083582153721110e+01,-1.692626542746628715e+01
5.729145829165833703e+01,3.249852014859722971e+01,2.923256710278012065e+02,-1.677041601124008707e+01,-1.678321080467583570e+01
5.731146229245849355e+01,3.243357509025030083e+01,2.919903996316969028e+02,-1.675002169463795454e+01,-1.737912400927134371e+01
5.733146629325865717e+01,3.236875981755149922e+01,2.916555359491626973e+02,-1.672965284290052423e+01,-1.589497794964556476e+01
5.735147029405881369e+01,3.230407407111746920e+01,2.913210794712532561e+02,-1.670930942721301093e+01,-1.899612258244003016e+01
5.737147429485897732e+01,3.223951759209602841e+01,2.909870296896119157e+02,-1.668899141877609793e+01,-1.753020684758072179e+01
5.739147829565913383e+01,3.217509012216633124e+01,2.906533860964717064e+02,-1.666869878880592637e+01,-1.608020266249596375e+01
5.741148229645929746e+01,3.211079140353872674e+01,2.903201481846544993e+02,-1.664843150853409526e+01,-1.732630440274247263e+01
5.743148629725945398e+01,3.204662117895490780e+01,2.899873154475716319e+02,-1.662818954920760817e+01,-1.516560532782542658e+01
5.745149029805961760e+01,3.198257919165748575e+01,2.896548873792083327e+02,-1.660797288209067091e+01,-1.616920385195606968e+01
5.747149429885977412e+01,3.191866518429046806e+01,2.893228634734728644e+02,-1.658778147852047979e+01,-1.732260239456042328e+01
5.749149829965993774e+01,3.185487890080263540e+01,2.889912432249363974e+02,-1.656761530977973251e+01,-1.545068176079608335e+01
5.751150230046009426e+01,3.179122008630557161e+01,2.886600261290257663e+02,-1.654747434712585274e+01,-1.661454046826295539e+01
5.753150630126025789e+01,3.172768848639159600e+01,2.883292116817394799e+02,-1.652735856183519658e+01,-1.592647155579148510e+01
5.755151030206041440e+01,3.166428384713395872e+01,2.879987993796490287e+02,-1.650726792520310937e+01,-1.708871555690682342e+01
5.757151430286057803e+01,3.160100591508664536e+01,2.876687887198976910e+02,-1.648720240854386887e+01,-1.705139459280555414e+01
5.759151830366073455e+01,3.153785443728455817e+01,2.873391792002014995e+02,-1.646716198319068880e+01,-1.573495516742210754e+01
5.761152230446089817e+01,3.147482916124334196e+01,2.870099703188485591e+02,-1.644714662049569398e+01,-1.631551113348671578e+01
5.763152630526105469e+01,3.141192983495955815e+01,2.866811615746995017e+02,-1.642715629182993453e+01,-1.714079864922222640e+01
5.765153030606121831e+01,3.134915620691051075e+01,2.863527524671870879e+02,-1.640719096858330772e+01,-1.724104959086639255e+01
5.767153430686137483e+01,3.128650802605442749e+01,2.860247424963166623e+02,-1.638725062216462902e+01,-1.570939747076752546e+01
5.769153830766153845e+01,3.122398504183026446e+01,2.856971311626656416e+02,-1.636733522400155039e+01,-1.459077255913371474e+01
5.771154230846169497e+01,3.116158700415791216e+01,2.853699179673840831e+02,-1.634744474554058868e+01,-1.713678656918455445e+01
5.773154630926185149e+01,3.109931366343801074e+01,2.850431024121941732e+02,-1.632757915824707240e+01,-1.561598458237718035e+01
5.775155031006201511e+01,3.103716477055203526e+01,2.847166839993903409e+02,-1.630773843360516651e+01,-1.913850592036944676e+01
5.777155431086217163e+01,3.097514007686235615e+01,2.843906622318397126e+02,-1.628792254311784404e+01,-1.761545058235193295e+01
5.779155831166233526e+01,3.091323933421209347e+01,2.840650366129813165e+02,-1.626813145830683993e+01,-1.555707504127069285e+01
5.781156231246249178e+01,3.085146229492526970e+01,2.837398066468269349e+02,-1.624836515071270071e+01,-1.463498714897279029e+01
5.783156631326265540e+01,3.078980871180666057e+01,2.834149718379603655e+02,-1.622862359189469572e+01,-1.612187155961334639e+01
5.785157031406281192e+01,3.072827833814195486e+01,2.830905316915379899e+02,-1.620890675343087750e+01,-1.562439755441452682e+01
5.787157431486297554e+01,3.066687092769758749e+01,2.827664857132882616e+02,-1.618921460691800718e+01,-1.588669856370838751e+01
5.789157831566313206e+01,3.060558623472090289e+01,2.824428334095122750e+02,-1.616954712397156158e+01,-1.512643814918410712e+01
5.791158231646329568e+01,3.054442401393999873e+01,2.821195742870831964e+02,-1.614990427622572966e+01,-1.717285494362484854e+01
5.793158631726345220e+01,3.048338402056388219e+01,2.817967078534467760e+02,-1.613028603533338767e+01,-1.545420798408959406e+01
5.795159031806361583e+01,3.042246601028229946e+01,2.814742336166207792e+02,-1.611069237296605650e+01,-1.649111746999503936e+01
5.797159431886377234e+01,3.036166973926592405e+01,2.811521510851957828e+02,-1.609112326081395850e+01,-1.637732342702144450e+01
5.799159831966393597e+01,3.030099496416616844e+01,2.808304597683340944e+02,-1.607157867058590739e+01,-1.602738844529971374e+01
5.801160232046409249e+01,3.024044144211535468e+01,2.805091591757709466e+02,-1.605205857400938285e+01,-1.620584478949452034e+01
5.803160632126425611e+01,3.018000893072655799e+01,2.801882488178134736e+02,-1.603256294283044170e+01,-1.674184984865464543e+01
5.805161032206441263e+01,3.011969718809375962e+01,2.798677282053415638e+02,-1.601309174881377118e+01,-1.621593546809284447e+01
5.807161432286457625e+01,3.005950597279169756e+01,2.795475968498068937e+02,-1.599364496374259303e+01,-1.687835758967526445e+01
5.809161832366473277e+01,2.999943504387601223e+01,2.792278542632341214e+02,-1.597422255941874170e+01,-1.446144069401637999e+01
5.811162232446489639e+01,2.993948416088309727e+01,2.789084999582195792e+02,-1.595482450766254523e+01,-1.521352605120899071e+01
5.813162632526505291e+01,2.987965308383025587e+01,2.785895334479325811e+02,-1.593545078031291595e+01,-1.629342811168432092e+01
5.815163032606521654e+01,2.981994157321553729e+01,2.782709542461142291e+02,-1.591610134922723141e+01,-1.429461242150510181e+01
5.817163432686537305e+01,2.976034939001790747e+01,2.779527618670784364e+02,-1.589677618628142319e+01,-1.457575028787933746e+01
5.819163832766553668e+01,2.970087629569707843e+01,2.776349558257109607e+02,-1.587747526336985260e+01,-1.534447466289136663e+01
5.821164232846569320e+01,2.964152205219367175e+01,2.773175356374704279e+02,-1.585819855240539411e+01,-1.633483965594783882e+01
5.823164632926585682e+01,2.958228642192905511e+01,2.770005008183873088e+02,-1.583894602531933948e+01,-1.553258915396408923e+01
5.825165033006601334e+01,2.952316916780551637e+01,2.766838508850648850e+02,-1.581971765406144037e+01,-1.520271929034462310e+01
5.827165433086617696e+01,2.946417005320608240e+01,2.763675853546782832e+02,-1.580051341059984438e+01,-1.437571137299703850e+01
5.829165833166633348e+01,2.940528884199469317e+01,2.760517037449754412e+02,-1.578133326692112703e+01,-1.590721630443499635e+01
5.831166233246649711e+01,2.934652529851604186e+01,2.757362055742761413e+02,-1.576217719503021186e+01,-1.626950108350006019e+01
5.833166633326665362e+01,2.928787918759572406e+01,2.754210903614731478e+02,-1.574304516695045741e+01,-1.342586568977281125e+01
5.835167033406681725e+01,2.922935027454009926e+01,2.751063576260307855e+02,-1.572393715472349029e+01,-1.430067992711662939e+01
5.837167433486697377e+01,2.917093832513641871e+01,2.747920068879864743e+02,-1.570485313040934905e+01,-1.534341306453139353e+01
5.839167833566713739e+01,2.911264310565269398e+01,2.744780376679493656e+02,-1.568579306608633672e+01,-1.654230495855515670e+01
5.841168233646729391e+01,2.905446438283784616e+01,2.741644494871014217e+02,-1.566675693385110080e+01,-1.513274495354616000e+01
5.843168633726745753e+01,2.899640192392154248e+01,2.738512418671965634e+02,-1.564774470581853549e+01,-1.449032948261520559e+01
5.845169033806761405e+01,2.893845549653112670e+01,2.735384143305112730e+02,-1.562875635412605924e+01,-1.483017256934634709e+01
5.847169433886777767e+01,2.888062486771390169e+01,2.732259663991264915e+02,-1.560979185097283128e+01,-1.474280498667601158e+01
5.849169833966793419e+01,2.882290980597364083e+01,2.729138975959992877e+02,-1.559085116850453190e+01,-1.549540430796223411e+01
5.851170234046809782e+01,2.876531008067890127e+01,2.726022074448615626e+02,-1.557193427886337034e+01,-1.439514924861447476e+01
5.853170634126825433e+01,2.870782546163350091e+01,2.722908954699987021e+02,-1.555304115421274957e+01,-1.609701097841966444e+01
5.855171034206841796e+01,2.865045571907634780e+01,2.719799611962483823e+02,-1.553417176673721123e+01,-1.591685120396524056e+01
5.857171434286857448e+01,2.859320062368161075e+01,2.716694041490018208e+02,-1.551532608864244800e+01,-1.595782046212477745e+01
5.859171834366873810e+01,2.853605994655854872e+01,2.713592238542025825e+02,-1.549650409215524860e+01,-1.608284469467681177e+01
5.861172234446889462e+01,2.847903345925168495e+01,2.710494198383477737e+02,-1.547770574952355815e+01,-1.349915276511575257e+01
5.863172634526905824e+01,2.842212093374063642e+01,2.707399916284867913e+02,-1.545893103301635740e+01,-1.708321643031954196e+01
5.865173034606921476e+01,2.836532214244026662e+01,2.704309387522225165e+02,-1.544017991492374620e+01,-1.515622146806394177e+01
5.867173434686937838e+01,2.830863685820055053e+01,2.701222607377103486e+02,-1.542145236755686000e+01,-1.634647054971368263e+01
5.869173834766953490e+01,2.825206485430670256e+01,2.698139571136588870e+02,-1.540274836324790186e+01,-1.658399823727085121e+01
5.871174234846969853e+01,2.819560590447905213e+01,2.695060274093294197e+02,-1.538406787435007139e+01,-1.523655854649907049e+01
5.873174634926985505e+01,2.813925978287316809e+01,2.691984711545364917e+02,-1.536541087323761978e+01,-1.686772090944814906e+01
5.875175035007001867e+01,2.808302626407972014e+01,2.688912878796471659e+02,-1.534677733230576635e+01,-1.539026923138736969e+01
5.877175435087017519e+01,2.802690512312464222e+01,2.685844771155818194e+02,-1.532816722397072873e+01,-1.301218156496259759e+01
5.879175835167033881e+01,2.797089613546895137e+01,2.682780383938133468e+02,-1.530958052066966957e+01,-1.537497016661061622e+01
5.881176235247049533e+01,2.791499907700892891e+01,2.679719712463680139e+02,-1.529101719486072852e+01,-1.479387191539063551e+01
5.883176635327065895e+01,2.785921372407594987e+01,2.676662752058246610e+02,-1.527247721902294764e+01,-1.607013748647281304e+01
5.885177035407081547e+01,2.780353985343664647e+01,2.673609498053153288e+02,-1.525396056565631930e+01,-1.473365352889553570e+01
5.887177435487097910e+01,2.774797724229274820e+01,2.670559945785246896e+02,-1.523546720728170278e+01,-1.667040308597901088e+01
5.889177835567113561e+01,2.769252566828123463e+01,2.667514090596906158e+02,-1.521699711644085973e+01,-1.498732282831202944e+01
5.891178235647129924e+01,2.763718490947418616e+01,2.664471927836036684e+02,-1.519855026569641154e+01,-1.528573085439517953e+01
5.893178635727145576e+01,2.758195474437894035e+01,2.661433452856076656e+02,-1.518012662763183585e+01,-1.299356049814578995e+01
5.895179035807161938e+01,2.752683495193792851e+01,2.658398661015988864e+02,-1.516172617485143448e+01,-1.521469447204143322e+01
5.897179435887177590e+01,2.747182531152883556e+01,2.655367547680270377e+02,-1.514334887998034063e+01,-1.547265557954517057e+01
5.899179835967193952e+01,2.741692560296444725e+01,2.652340108218942305e+02,-1.512499471566446196e+01,-1.565210389155033077e+01
5.901180236047209604e+01,2.736213560649280296e+01,2.649316338007561171e+02,-1.510666365457052329e+01,-1.626989934765278534e+01
5.903180636127225966e+01,2.730745510279703936e+01,2.646296232427206405e+02,-1.508835566938597950e+01,-1.430081442198186004e+01
5.905181036207241618e+01,2.725288387299554671e+01,2.643279786864491712e+02,-1.507007073281906351e+01,-1.360843864404412074e+01
5.907181436287257981e+01,2.719842169864181614e+01,2.640266996711555976e+02,-1.505180881759871347e+01,-1.539906039418450412e+01
5.909181836367273633e+01,2.714406836172458526e+01,2.637257857366072358e+02,-1.503356989647462072e+01,-1.430753038502156826e+01
5.911182236447289995e+01,2.708982364466769610e+01,2.634252364231237493e+02,-1.501535394221712139e+01,-1.534737125097690580e+01
5.913182636527305647e+01,2.703568733033025140e+01,2.631250512715782293e+02,-1.499716092761727815e+01,-1.457861357431702665e+01
5.915183036607322009e+01,2.698165920200643342e+01,2.628252298233962847e+02,-1.497899082548677896e+01,-1.450463991591954560e+01
5.917183436687337661e+01,2.692773904342569580e+01,2.625257716205568954e+02,-1.496084360865799212e+01,-1.636586739083993081e+01
5.919183836767354023e+01,2.687392663875258236e+01,2.622266762055913887e+02,-1.494271924998387036e+01,-1.569315731567275662e+01
5.921184236847369675e+01,2.682022177258689055e+01,2.619279431215846898e+02,-1.492461772233802542e+01,-1.397820242844448124e+01
5.923184636927386038e+01,2.676662422996351864e+01,2.616295719121740149e+02,-1.490653899861460374e+01,-1.678587790121385481e+01
5.925185037007401689e+01,2.671313379635261853e+01,2.613315621215500073e+02,-1.488848305172838238e+01,-1.486668976783544771e+01
5.927185437087418052e+01,2.665975025765943585e+01,2.610339132944558855e+02,-1.487044985461464641e+01,-1.519834688373205545e+01
5.929185837167433704e+01,2.660647340022448049e+01,2.607366249761880681e+02,-1.485243938022925825e+01,-1.576244524099404387e+01
5.931186237247450066e+01,2.655330301082334543e+01,2.604396967125956621e+02,-1.483445160154856701e+01,-1.477183408815917431e+01
5.933186637327465718e+01,2.650023887666689149e+01,2.601431280500809180e+02,-1.481648649156944408e+01,-1.449757459969984730e+01
5.935187037407482080e+01,2.644728078540107319e+01,2.598469185355987179e+02,-1.479854402330922625e+01,-1.424985749681640712e+01
5.937187437487497732e+01,2.639442852510709514e+01,2.595510677166573146e+02,-1.478062416980574234e+01,-1.738796246659320133e+01
5.939187837567514094e+01,2.634168188430125923e+01,2.592555751413174221e+02,-1.476272690411723865e+01,-1.307902126976038204e+01
5.941188237647529746e+01,2.628904065193513162e+01,2.589604403581930683e+02,-1.474485219932241620e+01,-1.520910911446713776e+01
5.943188637727546109e+01,2.623650461739536865e+01,2.586656629164507422e+02,-1.472700002852034729e+01,-1.367792419247311031e+01
5.945189037807561760e+01,2.618407357035620109e+01,2.583712423657058253e+02,-1.470917036483688456e+01,-1.482001770135086183e+01
5.947189437887578123e+01,2.613174730001186319e+01,2.580771782553285334e+02,-1.469136318144584052e+01,-1.526086635904482769e+01
5.949189837967593775e+01,2.607952559702830442e+01,2.577834701357215295e+02,-1.467357845147704865e+01,-1.472826743798458260e+01
5.951190238047610137e+01,2.602740825272284297e+01,2.574901175579783512e+02,-1.465581614807019761e+01,-1.148476955572426661e+01
5.953190638127625789e+01,2.597539505880671484e+01,2.571971200737247045e+02,-1.463807624438776855e+01,-1.306789256425875401e+01
5.955191038207642151e+01,2.592348580738493879e+01,2.569044772351173833e+02,-1.462035871361490891e+01,-1.495802013501272398e+01
5.957191438287657803e+01,2.587168029095646560e+01,2.566121885948453496e+02,-1.460266352895951059e+01,-1.436808970536354657e+01
5.959191838367673455e+01,2.581997830241402880e+01,2.563202537061289377e+02,-1.458499066365212116e+01,-1.345739325396638364e+01
5.961192238447689817e+01,2.576837963504422291e+01,2.560286721227199678e+02,-1.456734009094594562e+01,-1.398037995938410383e+01
5.963192638527705469e+01,2.571688408252754954e+01,2.557374433989023430e+02,-1.454971178411688015e+01,-1.445856923629364665e+01
5.965193038607721832e+01,2.566549143893828600e+01,2.554465670894912250e+02,-1.453210571646340732e+01,-1.471303738854362564e+01
