t,R,C,dR_dt,dR_dt_noisy
5.389077815563112495e+00,9.848792712577177921e-01,3.066060110267993521e-01,-8.638984780318104129e-08,2.188994169706118178e-03
5.391078215643128502e+00,9.848792712142357964e-01,3.066060110277666340e-01,-8.545796822967410833e-08,-6.854511259010401432e-03
5.393078615723144509e+00,9.848792711362950314e-01,3.066060110294960284e-01,-8.378758473148728569e-08,-1.605166542316411801e-02
5.395079015803160516e+00,9.848792710243601256e-01,3.066060110319772103e-01,-8.138865500995073887e-08,-1.827921047281437159e-02
5.397079415883176523e+00,9.848792708790367056e-01,3.066060110351968571e-01,-7.827415887673438988e-08,2.211681157258092723e-02
5.399079815963192530e+00,9.848792707010706193e-01,3.066060110391384264e-01,-7.446008074007970379e-08,-2.120011451882777842e-02
5.401080216043208537e+00,9.848792704913486018e-01,3.066060110437823782e-01,-6.996542467607724802e-08,9.061437641007639640e-03
5.403080616123224544e+00,9.848792702508980534e-01,3.066060110491058421e-01,-6.481220948817423277e-08,8.746974491371430765e-03
5.405081016203240551e+00,9.848792699808868178e-01,3.066060110550831719e-01,-5.902546390545992949e-08,-2.447546259365671398e-03
5.407081416283256559e+00,9.848792696826236259e-01,3.066060110616852796e-01,-5.263323590853907774e-08,1.058420376161554877e-02
5.409081816363272566e+00,9.848792693575578738e-01,3.066060110688801910e-01,-4.566658842741766478e-08,1.355214358820334454e-02
5.411082216443288573e+00,9.848792690072794009e-01,3.066060110766326563e-01,-3.815959401243240734e-08,-1.330392198425274335e-02
5.413082616523304580e+00,9.848792686335188229e-01,3.066060110849044840e-01,-3.014934241152289474e-08,8.404103987252074803e-03
5.415083016603320587e+00,9.848792682381473096e-01,3.066060110936542626e-01,-2.167593560198355362e-08,4.763880813379159362e-02
5.417083416683336594e+00,9.848792678231770292e-01,3.066060111028374724e-01,-1.278249761593741596e-08,-2.677274419856184862e-02
5.419083816763352601e+00,9.848792673907603712e-01,3.066060111124065402e-01,-3.515157220856934828e-09,-7.560226905272877246e-03
5.421084216843368608e+00,9.848792669431905011e-01,3.066060111223106732e-01,6.076939507160261655e-09,-1.917323464147534240e-02
5.423084616923384615e+00,9.848792664829014720e-01,3.066060111324961368e-01,1.594162701845647234e-08,4.962529895624726711e-02
5.425085017003400623e+00,9.848792660124676690e-01,3.066060111429059210e-01,2.602373253002276954e-08,-3.506966092043059535e-02
5.427085417083416630e+00,9.848792655346042535e-01,3.066060111534799626e-01,3.626506578369159683e-08,1.771273120248114655e-04
5.429085817163432637e+00,9.848792650521672742e-01,3.066060111641551456e-01,4.660441735304665656e-08,2.322852912766060901e-02
5.431086217243448644e+00,9.848792645681530011e-01,3.066060111748651340e-01,5.697757285427762497e-08,-2.170493102288796952e-02
5.433086617323464651e+00,9.848792640856987024e-01,3.066060111855405945e-01,6.731729565445654373e-08,-3.400239597307800656e-03
5.435087017403480658e+00,9.848792636080820895e-01,3.066060111961089740e-01,7.755333944481357378e-08,-1.779914394163503027e-02
5.437087417483496665e+00,9.848792631387217611e-01,3.066060112064947218e-01,8.761243849852995424e-08,-3.351064900914497990e-02
5.439087817563512672e+00,9.848792626811766482e-01,3.066060112166191232e-01,9.741831955012436595e-08,-1.775939439205179854e-03
5.441088217643528679e+00,9.848792622391465690e-01,3.066060112264002990e-01,1.068916898883109923e-07,1.232998364644260526e-02
5.443088617723544687e+00,9.848792618164720070e-01,3.066060112357533174e-01,1.159502421854696763e-07,-9.960292396652178915e-03
5.445089017803560694e+00,9.848792614171339999e-01,3.066060112445901376e-01,1.245086567180919701e-07,4.078087949639611944e-03
5.447089417883576701e+00,9.848792610452542506e-01,3.066060112528195547e-01,1.324785990075572073e-07,1.705757452887239969e-02
5.449089817963592708e+00,9.848792607050950165e-01,3.066060112603473664e-01,1.397687228177346697e-07,2.980982835107413159e-02
5.451090218043608715e+00,9.848792604010595531e-01,3.066060112670761506e-01,1.462846593858202482e-07,-3.086387537078154678e-02
5.453090618123624722e+00,9.848792601376914480e-01,3.066060112729054321e-01,1.519290328821920610e-07,1.528150640498087201e-02
5.455091018203640729e+00,9.848792599196749542e-01,3.066060112777315161e-01,1.566014526666048567e-07,-1.553117040326605462e-02
5.457091418283656736e+00,9.848792597518352121e-01,3.066060112814477656e-01,1.601985086530088864e-07,-4.710207784540559883e-02
5.459091818363672743e+00,9.848792596391376941e-01,3.066060112839443796e-01,1.626137832166918429e-07,-1.944937813843147442e-02
5.461092218443688751e+00,9.848792595866888711e-01,3.066060112851082819e-01,1.637378370666908722e-07,1.599817961481025258e-02
5.463092618523704758e+00,9.848792595997355459e-01,3.066060112848235653e-01,1.634582233456249867e-07,7.656645407271796266e-03
5.465093018603720765e+00,9.848792596836654090e-01,3.066060112829709916e-01,1.616594752784639155e-07,-2.741442243162306447e-02
5.467093418683736772e+00,9.848792598440067048e-01,3.066060112794283254e-01,1.582231146934898192e-07,4.010521818030120950e-02
5.469093818763752779e+00,9.848792600864283431e-01,3.066060112740701116e-01,1.530276479422276736e-07,1.004897142865574661e-02
5.471094218843768786e+00,9.848792604000042861e-01,3.066060112671381011e-01,1.463072367147155717e-07,-1.728466460424375826e-03
5.473094618923784793e+00,9.848792607501177798e-01,3.066060112593979037e-01,1.388037703664579681e-07,-1.354884302195918759e-02
5.475095019003800800e+00,9.848792611316530277e-01,3.066060112509626512e-01,1.306268883338734810e-07,1.041233751441492626e-02
5.477095419083816807e+00,9.848792615406612994e-01,3.066060112419197181e-01,1.218612175335476167e-07,-9.693812785457294259e-03
5.479095819163832815e+00,9.848792619733195419e-01,3.066060112323536480e-01,1.125886921193863799e-07,2.830938353867133717e-02
5.481096219243848822e+00,9.848792624259296025e-01,3.066060112223462641e-01,1.028885689702274675e-07,7.815296594962181306e-03
5.483096619323864829e+00,9.848792628949188943e-01,3.066060112119766146e-01,9.283741400634148988e-08,1.534100397304364108e-02
5.485097019403880836e+00,9.848792633768396199e-01,3.066060112013208605e-01,8.250911881502176470e-08,-7.644706568726171436e-03
5.487097419483896843e+00,9.848792638683696588e-01,3.066060111904525542e-01,7.197488133270368849e-08,-3.687453479255119876e-02
5.489097819563912850e+00,9.848792643663117907e-01,3.066060111794423615e-01,6.130322305342161826e-08,1.314977785301029573e-02
5.491098219643928857e+00,9.848792648675941397e-01,3.066060111683582834e-01,5.055997864822359134e-08,-2.517952380981741678e-02
5.493098619723944864e+00,9.848792653692700627e-01,3.066060111572654345e-01,3.980829949012942848e-08,-2.654862704821299435e-03
5.495099019803960871e+00,9.848792658685182611e-01,3.066060111462262650e-01,2.910865001815032826e-08,-3.541960845935802774e-04
5.497099419883976879e+00,9.848792663626424471e-01,3.066060111353003936e-01,1.851881586967252247e-08,-1.947685516133330214e-02
5.499099819963992886e+00,9.848792668490717883e-01,3.066060111245447195e-01,8.093893805183327572e-09,2.216571324176033753e-02
5.501100220044008893e+00,9.848792673253604635e-01,3.066060111140132549e-01,-2.113698410743936051e-09,-3.561213701191862785e-02
5.503100620124024900e+00,9.848792677891879954e-01,3.066060111037574032e-01,-1.205422944794420914e-08,3.716397526665637246e-02
5.505101020204040907e+00,9.848792682383591401e-01,3.066060110938256811e-01,-2.168065180163658567e-08,-1.472481322018380848e-02
5.507101420284056914e+00,9.848792686708038868e-01,3.066060110842638853e-01,-3.094860234753582517e-08,2.400760186074001046e-02
5.509101820364072921e+00,9.848792690845773468e-01,3.066060110751150369e-01,-3.981639867811637146e-08,3.221049987688643507e-02
5.511102220444088928e+00,9.848792694778600865e-01,3.066060110664193816e-01,-4.824504776235194470e-08,-2.148395273615065493e-02
5.513102620524104935e+00,9.848792698489577946e-01,3.066060110582143894e-01,-5.619823817415436906e-08,-1.833024569286931249e-02
5.515103020604120942e+00,9.848792701963012819e-01,3.066060110505348102e-01,-6.364233948175090916e-08,2.340711978929892884e-02
5.517103420684136950e+00,9.848792705184465923e-01,3.066060110434124519e-01,-7.054640557835334391e-08,4.646483590097045743e-03
5.519103820764152957e+00,9.848792708140752250e-01,3.066060110368766245e-01,-7.688217895651661138e-08,2.050783621754467389e-03
5.521104220844168964e+00,9.848792710819936902e-01,3.066060110309536402e-01,-8.262408152104327996e-08,-4.554836091357938876e-02
5.523104620924184971e+00,9.848792713211338423e-01,3.066060110256671467e-01,-8.774922097276594002e-08,-4.088861670721573305e-02
5.525105021004200978e+00,9.848792715305527690e-01,3.066060110210380163e-01,-9.223738950403514991e-08,1.336931961173575337e-02
5.527105421084216985e+00,9.848792717094325688e-01,3.066060110170843456e-01,-9.607105810882643482e-08,3.570576873654066757e-02
5.529105821164232992e+00,9.848792718570809068e-01,3.066060110138214001e-01,-9.923538907274931375e-08,-1.764428932545135734e-02
5.531106221244248999e+00,9.848792719729304590e-01,3.066060110112617254e-01,-1.017182235663049994e-07,-2.152457493027949698e-02
5.533106621324265006e+00,9.848792720565392456e-01,3.066060110094152025e-01,-1.035100896107365998e-07,5.205006602677714894e-03
5.535107021404281014e+00,9.848792721075904089e-01,3.066060110082887147e-01,-1.046041963881361170e-07,1.154695582604098152e-02
5.537107421484297021e+00,9.848792721258924354e-01,3.066060110078865364e-01,-1.049964392374480582e-07,1.399081879422455800e-02
5.539107821564313028e+00,9.848792721113789339e-01,3.066060110082101664e-01,-1.046853953245996394e-07,-1.094960962971392934e-02
5.541108221644329035e+00,9.848792720641087461e-01,3.066060110092583280e-01,-1.036723261682581665e-07,-4.837324110452950049e-02
5.543108621724345042e+00,9.848792719842660581e-01,3.066060110110268577e-01,-1.019611785557650308e-07,3.625690926355695093e-02
5.545109021804361049e+00,9.848792718721602890e-01,3.066060110135089833e-01,-9.955858423782437683e-08,-1.234525075527166151e-02
5.547109421884377056e+00,9.848792717282258691e-01,3.066060110166950459e-01,-9.647385357247628690e-08,3.123656298706427650e-02
5.549109821964393063e+00,9.848792715530225728e-01,3.066060110205727218e-01,-9.271898318563565056e-08,-4.947099103442742507e-02
5.551110222044409070e+00,9.848792713472356297e-01,3.066060110251268567e-01,-8.830865896869433129e-08,9.226861470211402197e-03
5.553110622124425078e+00,9.848792711116752807e-01,3.066060110303394648e-01,-8.326024555915800818e-08,-1.242267269004798842e-02
5.555111022204441085e+00,9.848792708472768886e-01,3.066060110361898960e-01,-7.759378881089240565e-08,-2.696628402354983578e-02
5.557111422284457092e+00,9.848792705551011606e-01,3.066060110426546692e-01,-7.133202165054974841e-08,2.411988569232353941e-02
5.559111822364473099e+00,9.848792702363342588e-01,3.066060110497075830e-01,-6.450036532656966415e-08,3.208286897041067592e-02
5.561112222444489106e+00,9.848792698922872457e-01,3.066060110573196051e-01,-5.712691777959300055e-08,-1.455955742001843571e-02
5.563112622524505113e+00,9.848792695243965278e-01,3.066060110654589832e-01,-4.924246349569116887e-08,1.606961930565553240e-02
5.565113022604521120e+00,9.848792691342238559e-01,3.066060110740911893e-01,-4.088047309003250973e-08,-2.668818059603716986e-02
5.567113422684537127e+00,9.848792687234559917e-01,3.066060110831788643e-01,-3.207709650676626723e-08,-1.535510406051381407e-02
5.569113822764553134e+00,9.848792682939050414e-01,3.066060110926819848e-01,-2.287116990240534165e-08,-6.090427015153258676e-03
5.571114222844569142e+00,9.848792678475084550e-01,3.066060111025576962e-01,-1.330421581235974315e-08,-8.625247253097566291e-03
5.573114622924585149e+00,9.848792673863288050e-01,3.066060111127603127e-01,-3.420438127177405363e-09,1.585687997223833232e-02
5.575115023004601156e+00,9.848792669125536747e-01,3.066060111232415397e-01,6.733279545034775992e-09,-2.995817935748114683e-02
5.577115423084617163e+00,9.848792664284964360e-01,3.066060111339501404e-01,1.710735841875532515e-08,2.403947047872827605e-02
5.579115823164633170e+00,9.848792659365950275e-01,3.066060111448322689e-01,2.764954973311084530e-08,2.399599155617246002e-02
5.581116223244649177e+00,9.848792654394131763e-01,3.066060111558311374e-01,3.830490880041281798e-08,-5.403131223908361723e-03
5.583116623324665184e+00,9.848792649396393983e-01,3.066060111668872934e-01,4.901581684979561260e-08,-2.939023874142707160e-02
5.585117023404681191e+00,9.848792644400878871e-01,3.066060111779385089e-01,5.972196123749107244e-08,-5.901116665107174197e-02
5.587117423484697198e+00,9.848792639436976248e-01,3.066060111889197803e-01,7.036035523655392865e-08,-1.564049940951739784e-03
5.589117823564713206e+00,9.848792634535331603e-01,3.066060111997633841e-01,8.086532085616049415e-08,-1.777020713824632378e-02
5.591118223644729213e+00,9.848792629727840531e-01,3.066060112103986546e-01,9.116850124835096381e-08,2.541682694109685062e-03
5.593118623724745220e+00,9.848792625047652072e-01,3.066060112207523725e-01,1.011988524091123054e-07,-2.618227865082416519e-02
5.595119023804761227e+00,9.848792620529166486e-01,3.066060112307483765e-01,1.108826499784942854e-07,6.624666228687863434e-05
5.597119423884777234e+00,9.848792616208038586e-01,3.066060112403078408e-01,1.201434800812695158e-07,-1.526352655661266083e-03
5.599119823964793241e+00,9.848792612121172185e-01,3.066060112493491641e-01,1.289022522055205400e-07,2.791127710436533296e-04
5.601120224044809248e+00,9.848792608306726759e-01,3.066060112577879693e-01,1.370771847419849365e-07,7.082076882817015320e-03
5.603120624124825255e+00,9.848792604804113004e-01,3.066060112655369929e-01,1.445838148372846632e-07,7.236247494402808962e-03
5.605121024204841262e+00,9.848792601653991730e-01,3.066060112725063624e-01,1.513350002257940474e-07,2.404797037862754783e-02
5.607121424284857270e+00,9.848792598898278294e-01,3.066060112786033187e-01,1.572409097094773500e-07,-1.940599370606029342e-02
5.609121824364873277e+00,9.848792596580140390e-01,3.066060112837324381e-01,1.622090287645150397e-07,1.785092039920077589e-02
5.611122224444889284e+00,9.848792594743998041e-01,3.066060112877954658e-01,1.661441580702582854e-07,3.987523389170751810e-03
5.613122624524905291e+00,9.848792593435521381e-01,3.066060112906913715e-01,1.689484199207669235e-07,-1.033342856186255515e-02
5.615123024604921298e+00,9.848792592701635096e-01,3.066060112923164049e-01,1.705212476221795725e-07,-2.464576422953831600e-02
5.617123424684937305e+00,9.848792592590516204e-01,3.066060112925639292e-01,1.707593904332060930e-07,3.613910053552609608e-02
5.619123824764953312e+00,9.848792593151592945e-01,3.066060112913246982e-01,1.695569162019072706e-07,5.957371196496212030e-03
5.621124224844969319e+00,9.848792594435545888e-01,3.066060112884865796e-01,1.668052087844262843e-07,-1.274678421284746246e-02
5.623124624924985326e+00,9.848792596494309048e-01,3.066060112839346652e-01,1.623929658245426566e-07,1.845034789770709938e-03
5.625125025005001334e+00,9.848792599374242007e-01,3.066060112775664814e-01,1.562208314653812380e-07,1.690507984940726907e-04
5.627125425085017341e+00,9.848792602859953726e-01,3.066060112698584250e-01,1.487504214525703361e-07,-1.288615886293290741e-02
5.629125825165033348e+00,9.848792606790505166e-01,3.066060112611664334e-01,1.403266524646618052e-07,-3.406726064245542418e-02
5.631126225245049355e+00,9.848792611117221929e-01,3.066060112515981984e-01,1.310538412513384543e-07,3.848307383740328172e-03
5.633126625325065362e+00,9.848792615792875127e-01,3.066060112412581362e-01,1.210332061796215442e-07,-3.966159072336960557e-03
5.635127025405081369e+00,9.848792620771681383e-01,3.066060112302475549e-01,1.103628681775603582e-07,-6.908194019255868915e-03
5.637127425485097376e+00,9.848792626009307272e-01,3.066060112186644870e-01,9.913784035364692215e-08,2.442830297596943270e-02
5.639127825565113383e+00,9.848792631462861547e-01,3.066060112066038568e-01,8.745004520527288605e-08,-3.238498339155759104e-02
5.641128225645129390e+00,9.848792637090902913e-01,3.066060111941572575e-01,7.538829760456167151e-08,-2.351957162472884111e-02
5.643128625725145397e+00,9.848792642853433366e-01,3.066060111814131739e-01,6.303831959209027502e-08,4.053437243253304664e-03
5.645129025805161405e+00,9.848792648711903741e-01,3.066060111684568712e-01,5.048272755381333354e-08,2.069188356874334875e-02
5.647129425885177412e+00,9.848792654629210386e-01,3.066060111553703948e-01,3.780104038120235543e-08,1.520351284044469536e-02
5.649129825965193419e+00,9.848792660569696267e-01,3.066060111422326817e-01,2.506967636262125154e-08,1.807154239001764959e-02
5.651130226045209426e+00,9.848792666499149862e-01,3.066060111291193380e-01,1.236195623643965291e-08,-5.428184519549138914e-02
5.653130626125225433e+00,9.848792672384807378e-01,3.066060111161028612e-01,-2.519023323266367242e-10,1.236370987107148108e-02
5.655131026205241440e+00,9.848792678195350536e-01,3.066060111032524738e-01,-1.270477961723415206e-08,1.040635028254941960e-02
5.657131426285257447e+00,9.848792683900908784e-01,3.066060110906342895e-01,-2.493265821579271346e-08,1.698807219621563044e-02
5.659131826365273454e+00,9.848792689473054862e-01,3.066060110783112025e-01,-3.687461463952601548e-08,-1.688750393921996037e-02
5.661132226445289461e+00,9.848792694884810350e-01,3.066060110663428318e-01,-4.847282952802345335e-08,1.271303970009785879e-02
5.663132626525305469e+00,9.848792700110644560e-01,3.066060110547856876e-01,-5.967258709382861070e-08,2.489597382360956082e-02
5.665133026605321476e+00,9.848792705126470093e-01,3.066060110436930053e-01,-7.042226421449804263e-08,3.980406658274113219e-02
5.667133426685337483e+00,9.848792709909648391e-01,3.066060110331149113e-01,-8.067334300587702955e-08,6.403345245825833171e-03
5.669133826765353490e+00,9.848792714438985296e-01,3.066060110230982017e-01,-9.038040135744829229e-08,-3.270268790833095324e-02
5.671134226845369497e+00,9.848792718694734383e-01,3.066060110136866745e-01,-9.950111937162553488e-08,1.517114713633329476e-03
5.673134626925385504e+00,9.848792722658595844e-01,3.066060110049206866e-01,-1.079962780037302394e-07,1.609454837673718330e-02
5.675135027005401511e+00,9.848792726313714274e-01,3.066060109968375413e-01,-1.158297533998542406e-07,1.285828349682139118e-02
5.677135427085417518e+00,9.848792729644684218e-01,3.066060109894713781e-01,-1.229685292203352986e-07,4.748023900964468830e-02
5.679135827165433525e+00,9.848792732637542402e-01,3.066060109828530611e-01,-1.293826804860120916e-07,-4.768090626017166926e-03
5.681136227245449533e+00,9.848792735279776611e-01,3.066060109770102349e-01,-1.350453910642368527e-07,-2.495446224407459404e-02
5.683136627325465540e+00,9.848792737560315702e-01,3.066060109719673799e-01,-1.399329342677280152e-07,-1.551538273364585878e-02
5.685137027405481547e+00,9.848792739469540702e-01,3.066060109677458123e-01,-1.440246948369861002e-07,1.643137633506012996e-02
5.687137427485497554e+00,9.848792740999273709e-01,3.066060109643635734e-01,-1.473031464027663162e-07,-1.958815746678686104e-02
5.689137827565513561e+00,9.848792742142786771e-01,3.066060109618355956e-01,-1.497538699712919197e-07,-2.552566375974543375e-02
5.691138227645528680e+00,9.848792742894796337e-01,3.066060109601734807e-01,-1.513655418505788219e-07,-2.044100138555885599e-02
5.693138627725544687e+00,9.848792743251467696e-01,3.066060109593858329e-01,-1.521299441420431720e-07,3.008323526321220187e-02
5.695139027805560694e+00,9.848792743210410539e-01,3.066060109594778149e-01,-1.520419534439820808e-07,6.101999308176696279e-03
5.697139427885576701e+00,9.848792742770680064e-01,3.066060109604516470e-01,-1.510995455145103250e-07,-8.077621463651223424e-03
5.699139827965592708e+00,9.848792741932780315e-01,3.066060109623061081e-01,-1.493038002398083819e-07,2.121764424181116562e-02
5.701140228045608715e+00,9.848792740698660841e-01,3.066060109650369236e-01,-1.466588957776959745e-07,1.721626191109290258e-02
5.703140628125624723e+00,9.848792739071717817e-01,3.066060109686365442e-01,-1.431721107503225454e-07,-2.382894894866156854e-02
5.705141028205640730e+00,9.848792737056791813e-01,3.066060109730943117e-01,-1.388538192481636457e-07,2.078048672855578594e-02
5.707141428285656737e+00,9.848792734660172243e-01,3.066060109783963483e-01,-1.337175004889612495e-07,6.275215631444539671e-03
5.709141828365672744e+00,9.848792731889595142e-01,3.066060109845254456e-01,-1.277797340160091721e-07,-5.066747642399073437e-02
5.711142228445688751e+00,9.848792728754239834e-01,3.066060109914613974e-01,-1.210601923151699566e-07,-2.903202632729047494e-02
5.713142628525704758e+00,9.848792725264735592e-01,3.066060109991806115e-01,-1.135816556641078279e-07,6.723131846480778946e-03
5.715143028605720765e+00,9.848792721433157205e-01,3.066060110076564427e-01,-1.053700021957926225e-07,1.229403379176553096e-02
5.717143428685736772e+00,9.848792717273023856e-01,3.066060110168589703e-01,-9.645420559478701250e-08,-6.797688320659443090e-03
5.719143828765752779e+00,9.848792712799303573e-01,3.066060110267550542e-01,-8.686634456189779030e-08,-2.435601379005886483e-02
5.721144228845768787e+00,9.848792708028408782e-01,3.066060110373084457e-01,-7.664159359932476434e-08,6.442217595424517065e-03
5.723144628925784794e+00,9.848792702978199642e-01,3.066060110484796208e-01,-6.581822958873217999e-08,-4.487975741505513538e-02
5.725145029005800801e+00,9.848792697667984042e-01,3.066060110602258360e-01,-5.443763226309350500e-08,1.407986177174875425e-02
5.727145429085816808e+00,9.848792692118512049e-01,3.066060110725012389e-01,-4.254427227179391480e-08,-3.385782692499202887e-03
5.729145829165832815e+00,9.848792686351984793e-01,3.066060110852567577e-01,-3.018573002666613547e-08,-3.199000216237393897e-04
5.731146229245848822e+00,9.848792680392047805e-01,3.066060110984400455e-01,-1.741268151889130422e-08,-1.572757527851621762e-02
5.733146629325864829e+00,9.848792674263791014e-01,3.066060111119955911e-01,-4.278898096954364405e-09,2.086686805247590579e-02
5.735147029405880836e+00,9.848792667993754302e-01,3.066060111258647192e-01,9.158740960080180571e-09,-5.717031972193454409e-02
5.737147429485896843e+00,9.848792661609921950e-01,3.066060111399855348e-01,2.284026129339977729e-08,-2.103036287985432518e-02
5.739147829565912851e+00,9.848792655141724861e-01,3.066060111542929234e-01,3.670258794108427480e-08,1.471243986033701247e-02
5.741148229645928858e+00,9.848792648620041668e-01,3.066060111687186063e-01,5.067954322868217787e-08,-1.694677167566618903e-02
5.743148629725944865e+00,9.848792642077195403e-01,3.066060111831910850e-01,6.470185423546048753e-08,3.656467023640878888e-02
5.745149029805960872e+00,9.848792635546955720e-01,3.066060111976356972e-01,7.869714696573382184e-08,1.096930445051195677e-02
5.747149429885976879e+00,9.848792629064541115e-01,3.066060112119745051e-01,9.258994337901782501e-08,-1.837043031105523375e-02
5.749149829965992886e+00,9.848792622666613372e-01,3.066060112261264625e-01,1.063016714653031158e-07,2.792344502626271929e-02
5.751150230046008893e+00,9.848792616391282007e-01,3.066060112400071924e-01,1.197506568628714518e-07,-1.676533277770659571e-03
5.753150630126024900e+00,9.848792610278104265e-01,3.066060112535293203e-01,1.328521221644063388e-07,1.502230800321494378e-02
5.755151030206040907e+00,9.848792604368080683e-01,3.066060112666020854e-01,1.455181974086006136e-07,-1.453604527439547600e-02
5.757151430286056915e+00,9.848792598703661749e-01,3.066060112791315628e-01,1.576579045370340992e-07,-1.410464694863756280e-02
5.759151830366072922e+00,9.848792593328742351e-01,3.066060112910207747e-01,1.691771701894939639e-07,1.830533957138474541e-02
5.761152230446088929e+00,9.848792588288663996e-01,3.066060113021693012e-01,1.799788207634822612e-07,3.291067154045235286e-03
5.763152630526104936e+00,9.848792583630213704e-01,3.066060113124737807e-01,1.899625844403729502e-07,-1.784086897222286403e-02
5.765153030606120943e+00,9.848792579401627334e-01,3.066060113218274652e-01,1.990250844685625964e-07,-2.084626653199263616e-02
5.767153430686136950e+00,9.848792575652585146e-01,3.066060113301204981e-01,2.070598487946551103e-07,1.694653584477639682e-02
5.769153830766152957e+00,9.848792572434214021e-01,3.066060113372397478e-01,2.139573046233689269e-07,4.441428057900052850e-02
5.771154230846168964e+00,9.848792569799087460e-01,3.066060113430689182e-01,2.196047791114263958e-07,-1.973332598632000084e-02
5.773154630926184971e+00,9.848792567801226694e-01,3.066060113474886606e-01,2.238864963144404641e-07,1.779008828324360816e-02
5.775155031006200979e+00,9.848792566496097356e-01,3.066060113503761286e-01,2.266835853192983308e-07,-7.076896048552172580e-02
5.777155431086216986e+00,9.848792565940612809e-01,3.066060113516055341e-01,2.278740720562666411e-07,-3.318797310678019835e-02
5.779155831166232993e+00,9.848792566193130815e-01,3.066060113510478136e-01,2.273328869040192046e-07,1.777663775879057689e-02
5.781156231246249000e+00,9.848792567313459090e-01,3.066060113485706284e-01,2.249318530322952370e-07,4.033467497535080104e-02
5.783156631326265007e+00,9.848792569362848637e-01,3.066060113440384760e-01,2.205397002241760163e-07,2.669021346733964177e-03
5.785157031406281014e+00,9.848792572403998191e-01,3.066060113373128004e-01,2.140220554947003251e-07,1.461294399746425679e-02
5.787157431486297021e+00,9.848792576458121895e-01,3.066060113283465838e-01,2.053334537954754069e-07,7.563106413694295829e-03
5.789157831566313028e+00,9.848792581180809691e-01,3.066060113179016056e-01,1.952120179116167975e-07,2.607791958170427998e-02
5.791158231646329035e+00,9.848792586433054996e-01,3.066060113062853976e-01,1.839556599547709226e-07,-2.557358272931805829e-02
5.793158631726345043e+00,9.848792592154086423e-01,3.066060112936322413e-01,1.716946223528914572e-07,1.690212297571720007e-02
5.795159031806361050e+00,9.848792598284979993e-01,3.066060112800725879e-01,1.585551879512703266e-07,-9.510468870536588348e-03
5.797159431886377057e+00,9.848792604768660253e-01,3.066060112657326142e-01,1.446596781806697152e-07,-7.154859495508980594e-03
5.799159831966393064e+00,9.848792611549903597e-01,3.066060112507344448e-01,1.301264454800499237e-07,1.104885758600328716e-03
5.801160232046409071e+00,9.848792618575329394e-01,3.066060112351962630e-01,1.150698923646498173e-07,-3.844540317236055590e-03
5.803160632126425078e+00,9.848792625793411082e-01,3.066060112192319220e-01,9.960044855539251785e-08,-1.773207304515658431e-02
5.805161032206441085e+00,9.848792633154466181e-01,3.066060112029513340e-01,8.382459085187754511e-08,-5.071009157386010061e-03
5.807161432286457092e+00,9.848792640610662952e-01,3.066060111864603033e-01,6.784482997623797473e-08,-2.211774780348678415e-02
5.809161832366473099e+00,9.848792648116017068e-01,3.066060111698605262e-01,5.175971720672301046e-08,3.781959839477624929e-02
5.811162232446489107e+00,9.848792655626393833e-01,3.066060111532496468e-01,3.566383999231703683e-08,1.853249707517885814e-02
5.813162632526505114e+00,9.848792663099507072e-01,3.066060111367212015e-01,1.964782395114106350e-08,-8.949413636461149221e-03
5.815163032606521121e+00,9.848792670494916912e-01,3.066060111203645633e-01,3.798338005234214165e-09,4.053722699139123559e-02
5.817163432686537128e+00,9.848792677774034221e-01,3.066060111042652192e-01,-1.180191569472022195e-08,3.302563565813645963e-02
5.819163832766553135e+00,9.848792684900118388e-01,3.066060110885042711e-01,-2.707419624603524255e-08,1.332498793776592388e-02
5.821164232846569142e+00,9.848792691838275104e-01,3.066060110731589905e-01,-4.194371996946166803e-08,-1.191606953228106780e-02
5.823164632926585149e+00,9.848792698555460801e-01,3.066060110583024856e-01,-5.633966937423906529e-08,7.658865444211900714e-03
5.825165033006601156e+00,9.848792705020478211e-01,3.066060110440037012e-01,-7.019518397100021900e-08,1.542488889773645233e-02
5.827165433086617163e+00,9.848792711203981920e-01,3.066060110303275854e-01,-8.344737198462404137e-08,3.561996749269814855e-02
5.829165833166633170e+00,9.848792717078471703e-01,3.066060110173349229e-01,-9.603729647644776435e-08,-3.147171975143209493e-03
5.831166233246649178e+00,9.848792722618296969e-01,3.066060110050825016e-01,-1.079099841982955610e-07,-1.268320512173038740e-02
5.833166633326665185e+00,9.848792727799655644e-01,3.066060109936228906e-01,-1.190144235385659499e-07,5.792936791501761967e-02
5.835167033406681192e+00,9.848792732600594180e-01,3.066060109830047176e-01,-1.293035649108098539e-07,3.558130138660661745e-02
5.837167433486697199e+00,9.848792737001008657e-01,3.066060109732724470e-01,-1.387343223635539857e-07,9.035862912626519902e-03
5.839167833566713206e+00,9.848792740982640348e-01,3.066060109644664355e-01,-1.472675647817833777e-07,-2.141294457928531042e-02
5.841168233646729213e+00,9.848792744529082377e-01,3.066060109566229319e-01,-1.548681295704401606e-07,1.335014463949395908e-02
5.843168633726745220e+00,9.848792747625774169e-01,3.066060109497742436e-01,-1.615048112468819852e-07,2.893521907527200204e-02
5.845169033806761227e+00,9.848792750260005890e-01,3.066060109439483483e-01,-1.671503709332888832e-07,1.996442746912185928e-02
