t,N,P_i,dN_dt,dN_dt_noisy
5.081816363272654513e+01,8.500219772970055487e+01,8.177406593718619110e-01,-3.495670344939583174e-04,-9.406229869904594865e-02
5.084216843368673722e+01,8.500218934968680173e+01,8.177500943683372325e-01,-3.486290592853436010e-04,8.098821988591571597e-02
5.086617323464692930e+01,8.500218099215290124e+01,8.177595040316487651e-01,-3.476935926833846224e-04,1.295778971190469364e-01
5.089017803560712139e+01,8.500217265703857095e+01,8.177688884299690875e-01,-3.467606280711521549e-04,4.491730590002670359e-02
5.091418283656731347e+01,8.500216434428371315e+01,8.177782476312953630e-01,-3.458301589098766726e-04,1.052370233927173021e-01
5.093818763752749845e+01,8.500215605382840067e+01,8.177875817034493400e-01,-3.449021786323669403e-04,-5.341622528638401146e-02
5.096219243848769054e+01,8.500214778561287687e+01,8.177968907140773513e-01,-3.439766807495914236e-04,2.088538354705768429e-02
5.098619723944788262e+01,8.500213953957755564e+01,8.178061747306503149e-01,-3.430536587938348703e-04,4.325219945341372135e-02
5.101020204040807471e+01,8.500213131566304980e+01,8.178154338204637330e-01,-3.421331063453436627e-04,2.033040205566890093e-02
5.103420684136826679e+01,8.500212311381011432e+01,8.178246680506376931e-01,-3.412150169896932539e-04,2.883113135470083410e-01
5.105821164232845888e+01,8.500211493395970308e+01,8.178338774881166451e-01,-3.402993843764079429e-04,4.836148425505400889e-02
5.108221644328865096e+01,8.500210677605292631e+01,8.178430621996698457e-01,-3.393862021745519542e-04,-4.960999763604850843e-02
5.110622124424884305e+01,8.500209864003109317e+01,8.178522222518911367e-01,-3.384754641153620014e-04,8.971005679163523983e-02
5.113022604520903514e+01,8.500209052583566915e+01,8.178613577111987221e-01,-3.375671639087585163e-04,-1.017077630320121218e-01
5.115423084616922722e+01,8.500208243340829029e+01,8.178704686438356131e-01,-3.366612953463743452e-04,4.411721247032562854e-02
5.117823564712941931e+01,8.500207436269076311e+01,8.178795551158692945e-01,-3.357578522162896206e-04,8.454243173058802185e-02
5.120224044808961139e+01,8.500206631362510734e+01,8.178886171931917248e-01,-3.348568283989550309e-04,-4.158465871119301771e-02
5.122624524904980348e+01,8.500205828615347059e+01,8.178976549415195585e-01,-3.339582177570576960e-04,-2.416259910973239666e-02
5.125025005000999556e+01,8.500205028021819942e+01,8.179066684263940346e-01,-3.330620142047990839e-04,-8.586538313864965077e-02
5.127425485097018765e+01,8.500204229576179671e+01,8.179156577131808659e-01,-3.321682116741442314e-04,2.145374910243067618e-02
5.129825965193037973e+01,8.500203433272697850e+01,8.179246228670704610e-01,-3.312768041947578013e-04,-5.914934494295244483e-02
5.132226445289057182e+01,8.500202639105658875e+01,8.179335639530775914e-01,-3.303877857288028963e-04,1.823084609382577825e-01
5.134626925385076390e+01,8.500201847069367034e+01,8.179424810360419462e-01,-3.295011503627875982e-04,7.365692540081690554e-02
5.137027405481095599e+01,8.500201057158143669e+01,8.179513741806273552e-01,-3.286168921547982791e-04,-1.332539037426114931e-02
5.139427885577114807e+01,8.500200269366327177e+01,8.179602434513226772e-01,-3.277350052410810122e-04,-1.325529124555867855e-01
5.141828365673134016e+01,8.500199483688274427e+01,8.179690889124409114e-01,-3.268554837809745095e-04,2.130669137668250723e-01
5.144228845769153224e+01,8.500198700118359341e+01,8.179779106281199752e-01,-3.259783219711209767e-04,1.399312740661029508e-01
5.146629325865172433e+01,8.500197918650972895e+01,8.179867086623221484e-01,-3.251035139957281217e-04,5.703282578157181648e-02
5.149029805961191641e+01,8.500197139280523118e+01,8.179954830788342957e-01,-3.242310541651249878e-04,2.958663132225990491e-02
5.151430286057210850e+01,8.500196362001437933e+01,8.180042339412679775e-01,-3.233609367470080542e-04,2.713212203494616559e-02
5.153830766153230059e+01,8.500195586808156634e+01,8.180129613130592281e-01,-3.224931560481536508e-04,-3.687530287872647222e-02
5.156231246249249267e+01,8.500194813695144092e+01,8.180216652574687775e-01,-3.216277064552741649e-04,1.982913651534004007e-01
5.158631726345268476e+01,8.500194042656877969e+01,8.180303458375817183e-01,-3.207645823586346978e-04,3.061185947105760086e-02
5.161032206441287684e+01,8.500193273687852979e+01,8.180390031163078390e-01,-3.199037781822511306e-04,-1.339116608761399263e-01
5.163432686537306893e+01,8.500192506782582313e+01,8.180476371563815130e-01,-3.190452883909955517e-04,-5.563834889413865614e-02
5.165833166633326101e+01,8.500191741935597634e+01,8.180562480203615872e-01,-3.181891074923726137e-04,-2.482543675869064992e-01
5.168233646729345310e+01,8.500190979141447656e+01,8.180648357706317153e-01,-3.173352300080978239e-04,7.608359764612776521e-02
5.170634126825364518e+01,8.500190218394696728e+01,8.180734004693999140e-01,-3.164836505149537516e-04,8.658994937826176852e-02
5.173034606921383727e+01,8.500189459689927673e+01,8.180819421786987844e-01,-3.156343636039338207e-04,1.873474952405046468e-01
5.175435087017402935e+01,8.500188703021741787e+01,8.180904609603855127e-01,-3.147873639157694470e-04,2.201290852930410102e-01
5.177835567113422144e+01,8.500187948384757419e+01,8.180989568761418695e-01,-3.139426461284955394e-04,-6.818655992825715939e-02
5.180236047209441352e+01,8.500187195773609972e+01,8.181074299874743216e-01,-3.131002049450160030e-04,5.502100951550913804e-02
5.182636527305460561e+01,8.500186445182950479e+01,8.181158803557138093e-01,-3.122600350771165267e-04,1.096984249139123097e-01
5.185037007401479769e+01,8.500185696607451291e+01,8.181243080420156355e-01,-3.114221313467169239e-04,8.929647372797394622e-02
5.187437487497498978e+01,8.500184950041800391e+01,8.181327131073600212e-01,-3.105864885277753729e-04,-4.110350297051817980e-02
5.189837967593518187e+01,8.500184205480699973e+01,8.181410956125516609e-01,-3.097531014528698279e-04,9.017498485499547689e-02
5.192238447689537395e+01,8.500183462918876387e+01,8.181494556182196121e-01,-3.089219650291852304e-04,5.926179720073881246e-02
5.194638927785556604e+01,8.500182722351067355e+01,8.181577931848178498e-01,-3.080930741425902397e-04,1.458937135830239429e-01
5.197039407881575812e+01,8.500181983771955174e+01,8.181661083729016015e-01,-3.072664232721677990e-04,6.629536544183027742e-03
5.199439887977595021e+01,8.500181247175027011e+01,8.181744012469079896e-01,-3.064419989513567089e-04,-1.451416002642617192e-02
5.201840368073614229e+01,8.500180512554537415e+01,8.181826718676230570e-01,-3.056197919875103253e-04,-4.178843979323398211e-02
5.204240848169633438e+01,8.500179779905197108e+01,8.181909202940117476e-01,-3.047997960283765906e-04,-2.868461781738213673e-02
5.206641328265652646e+01,8.500179049221729599e+01,8.181991465849064449e-01,-3.039820047110453061e-04,-6.764254508427575141e-02
5.209041808361671855e+01,8.500178320498868345e+01,8.182073507990077488e-01,-3.031664116832644140e-04,-2.516823003173865661e-02
5.211442288457691063e+01,8.500177593731363856e+01,8.182155329948839206e-01,-3.023530106638361303e-04,5.904681594814362861e-02
5.213842768553710272e+01,8.500176868913975170e+01,8.182236932309706612e-01,-3.015417953218246794e-04,5.463563873042966146e-02
5.216243248649729480e+01,8.500176146041478376e+01,8.182318315655719987e-01,-3.007327594186648412e-04,1.405517036862336810e-01
5.218643728745748689e+01,8.500175425108660932e+01,8.182399480568592898e-01,-2.999258967246731800e-04,1.179372270244577470e-01
5.221044208841767897e+01,8.500174706110323086e+01,8.182480427628719966e-01,-2.991212010012844758e-04,7.093160021544107907e-02
5.223444688937787106e+01,8.500173989041277878e+01,8.182561157415172426e-01,-2.983186660809877822e-04,-1.071785271914080379e-01
5.225845169033806314e+01,8.500173273896352555e+01,8.182641670505700349e-01,-2.975182857998248664e-04,6.498250741815986276e-02
5.228245649129825523e+01,8.500172560670385735e+01,8.182721967476729308e-01,-2.967200540080483506e-04,1.243336777089144030e-01
5.230646129225844732e+01,8.500171849358231668e+01,8.182802048903364822e-01,-2.959239645878852798e-04,-1.228060890877669814e-01
5.233046609321863940e+01,8.500171139954753130e+01,8.182881915359390135e-01,-2.951300114588661927e-04,-1.042713054725611377e-01
5.235447089417883149e+01,8.500170432454831371e+01,8.182961567417266213e-01,-2.943381885529561259e-04,-8.823929006257483221e-02
5.237847569513902357e+01,8.500169726853357588e+01,8.183041005648131749e-01,-2.935484898500817508e-04,-9.700315322649588623e-02
5.240248049609921566e+01,8.500169023145234348e+01,8.183120230621802049e-01,-2.927609092928662449e-04,-2.217164982053169628e-02
5.242648529705940774e+01,8.500168321325382692e+01,8.183199242906773474e-01,-2.919754409376196236e-04,-8.704987770645394862e-02
5.245049009801959983e+01,8.500167621388730765e+01,8.183278043070216778e-01,-2.911920787820321266e-04,4.515502962889615668e-02
5.247449489897979191e+01,8.500166923330222346e+01,8.183356631677983772e-01,-2.904108169001773376e-04,-1.151447746775599024e-01
5.249849969993998400e+01,8.500166227144815423e+01,8.183435009294600659e-01,-2.896316493732342678e-04,-6.737375067855876608e-03
5.252250450090017608e+01,8.500165532827479353e+01,8.183513176483274698e-01,-2.888545703250144925e-04,-4.409937994678548440e-02
5.254650930186036817e+01,8.500164840373196284e+01,8.183591133805889761e-01,-2.880795738651187321e-04,-9.127366852492632687e-02
5.257051410282056025e+01,8.500164149776962574e+01,8.183668881823008556e-01,-2.873066541599911261e-04,1.091924953908376961e-01
5.259451890378075234e+01,8.500163461033785950e+01,8.183746421093868184e-01,-2.865358053920630255e-04,8.388879954620084498e-03
5.261852370474094442e+01,8.500162774138691191e+01,8.183823752176387911e-01,-2.857670217828456316e-04,5.973831850836023444e-02
5.264252850570113651e+01,8.500162089086710182e+01,8.183900875627163618e-01,-2.850002975591792165e-04,-2.785918794417045763e-02
5.266653330666132860e+01,8.500161405872890441e+01,8.183977792001468909e-01,-2.842356269479040520e-04,7.583091981520967417e-02
5.269053810762152068e+01,8.500160724492296538e+01,8.184054501853252894e-01,-2.834730042859945343e-04,6.692764373403940759e-02
5.271454290858171277e+01,8.500160044939998727e+01,8.184131005735145736e-01,-2.827124238411471424e-04,-9.819906969062536586e-03
5.273854770954190485e+01,8.500159367211085737e+01,8.184207304198455324e-01,-2.819538799592180567e-04,-1.720729776977160119e-01
5.276255251050209694e+01,8.500158691300656244e+01,8.184283397793166159e-01,-2.811973669949452415e-04,8.749781588676203148e-02
5.278655731146228902e+01,8.500158017203824556e+01,8.184359287067941580e-01,-2.804428793226065864e-04,7.469162234286906565e-02
5.281056211242248111e+01,8.500157344915716351e+01,8.184434972570120426e-01,-2.796904113626652588e-04,2.352621131385582154e-02
5.283456691338267319e+01,8.500156674431471515e+01,8.184510454845722593e-01,-2.789399575391371400e-04,2.971238832080008371e-02
5.285857171434286528e+01,8.500156005746239885e+01,8.184585734439444593e-01,-2.781915122973543930e-04,1.782526721718391202e-02
5.288257651530305736e+01,8.500155338855186926e+01,8.184660811894659549e-01,-2.774450701039654632e-04,2.472439467031871743e-02
5.290658131626324945e+01,8.500154673753492318e+01,8.184735687753421640e-01,-2.767006255162129946e-04,-9.505726323215250850e-02
5.293058611722344153e+01,8.500154010436347107e+01,8.184810362556460550e-01,-2.759581730291671420e-04,-1.040593590363114111e-04
5.295459091818363362e+01,8.500153348898953709e+01,8.184884836843182576e-01,-2.752177071858596946e-04,3.730002124750547710e-02
5.297859571914382570e+01,8.500152689136530171e+01,8.184959111151675071e-01,-2.744792225897185745e-04,-5.575142590829951228e-02
5.300260052010401779e+01,8.500152031144305909e+01,8.185033186018702001e-01,-2.737427138264081350e-04,-9.157208530328356244e-02
5.302660532106420987e+01,8.500151374917525970e+01,8.185107061979705056e-01,-2.730081755544233602e-04,1.914661794541427930e-01
5.305061012202440196e+01,8.500150720451445352e+01,8.185180739568802544e-01,-2.722756023860739560e-04,6.624702598833945300e-02
5.307461492298459405e+01,8.500150067741333260e+01,8.185254219318792712e-01,-2.715449890366983254e-04,-2.514634894164585743e-02
5.309861972394478613e+01,8.500149416782471690e+01,8.185327501761151536e-01,-2.708163301861077343e-04,-4.370845657335691026e-02
5.312262452490497822e+01,8.500148767570156849e+01,8.185400587426031604e-01,-2.700896205691805108e-04,-2.587746681867498788e-01
5.314662932586517030e+01,8.500148120099696314e+01,8.185473476842264340e-01,-2.693648549367821943e-04,-1.370276416988810142e-01
5.317063412682536239e+01,8.500147474366410449e+01,8.185546170537357780e-01,-2.686420280628709634e-04,-1.939957981298015555e-02
5.319463892778555447e+01,8.500146830365636674e+01,8.185618669037499906e-01,-2.679211347693666312e-04,1.344064808725667637e-01
5.321864372874574656e+01,8.500146188092718091e+01,8.185690972867555315e-01,-2.672021698337800899e-04,-2.002497931280978749e-01
5.324264852970593864e+01,8.500145547543019120e+01,8.185763082551067438e-01,-2.664851281704017083e-04,-6.443663582282040114e-02
5.326665333066613073e+01,8.500144908711909864e+01,8.185834998610255209e-01,-2.657700046082567269e-04,1.970437224227314932e-01
5.329065813162632281e+01,8.500144271594778900e+01,8.185906721566017508e-01,-2.650567940758463692e-04,7.259382239232933798e-02
5.331466293258651490e+01,8.500143636187024754e+01,8.185978251937930938e-01,-2.643454914927900745e-04,4.709261837518641247e-02
5.333866773354670698e+01,8.500143002484061583e+01,8.186049590244249829e-01,-2.636360918071289916e-04,1.251355204029475920e-01
5.336267253450689907e+01,8.500142370481310650e+01,8.186120737001907344e-01,-2.629285899669042692e-04,-6.356643124351238870e-03
5.338667733546709115e+01,8.500141740174214533e+01,8.186191692726511038e-01,-2.622229810143039685e-04,-1.208599555704255833e-02
5.341068213642728324e+01,8.500141111558224338e+01,8.186262457932351744e-01,-2.615192599719762256e-04,7.717702079772988111e-02
5.343468693738747533e+01,8.500140484628802540e+01,8.186333033132392467e-01,-2.608174218377001807e-04,9.084571713221140099e-02
5.345869173834766741e+01,8.500139859381427243e+01,8.186403418838278379e-01,-2.601174617389290233e-04,-1.009864798694052601e-01
5.348269653930785950e+01,8.500139235811590765e+01,8.186473615560331263e-01,-2.594193747604833789e-04,1.585541690580277163e-01
5.350670134026805158e+01,8.500138613914793950e+01,8.186543623807549519e-01,-2.587231560102765116e-04,-1.686339641444658533e-01
5.353070614122824367e+01,8.500137993686556115e+01,8.186613444087611491e-01,-2.580288006530651046e-04,-6.372880433650689180e-02
5.355471094218843575e+01,8.500137375122405103e+01,8.186683076906872136e-01,-2.573363038482767706e-04,3.133108153105458316e-01
5.357871574314862784e+01,8.500136758217884392e+01,8.186752522770364138e-01,-2.566456608050771138e-04,-4.531722979635326859e-02
5.360272054410881992e+01,8.500136142968550246e+01,8.186821782181799012e-01,-2.559568667539480202e-04,7.148027316917703045e-02
5.362672534506901201e+01,8.500135529369968879e+01,8.186890855643566001e-01,-2.552699168969496668e-04,-9.430716879368139516e-02
5.365073014602920409e+01,8.500134917417724978e+01,8.186959743656730959e-01,-2.545848065640399227e-04,-2.613629768538280537e-02
5.367473494698939618e+01,8.500134307107411757e+01,8.187028446721038577e-01,-2.539015310194514541e-04,-6.609022264207102537e-02
5.369873974794958826e+01,8.500133698434636642e+01,8.187096965334912380e-01,-2.532200855789312754e-04,-3.391021455518524602e-02
5.372274454890978035e+01,8.500133091395021268e+01,8.187165299995452505e-01,-2.525404656026353223e-04,7.162198938968995787e-02
5.374674934986997243e+01,8.500132485984198638e+01,8.187233451198435707e-01,-2.518626664596013143e-04,1.809411749241809364e-01
5.377075415083016452e+01,8.500131882197817390e+01,8.187301419438320904e-01,-2.511866835472886805e-04,9.340821260877857357e-02
5.379475895179035660e+01,8.500131280031534686e+01,8.187369205208240297e-01,-2.505125122596041365e-04,1.617809070089626100e-01
5.381876375275054869e+01,8.500130679481024742e+01,8.187436809000006033e-01,-2.498401480828249532e-04,-4.462176593827082982e-02
5.384276855371074078e+01,8.500130080541974564e+01,8.187504231304109092e-01,-2.491695864552667672e-04,1.526930656053711588e-01
5.386677335467093286e+01,8.500129483210081105e+01,8.187571472609717071e-01,-2.485008228845231315e-04,6.248530584736249061e-02
5.389077815563112495e+01,8.500128887481056950e+01,8.187638533404674179e-01,-2.478338528746348857e-04,1.432661350822180824e-01
5.391478295659131703e+01,8.500128293350627473e+01,8.187705414175505680e-01,-2.471686719793808606e-04,-3.580455345612212209e-02
5.393878775755150912e+01,8.500127700814530840e+01,8.187772115407411233e-01,-2.465052757791852400e-04,-1.728765164965108056e-02
5.396279255851170120e+01,8.500127109868516584e+01,8.187838637584272661e-01,-2.458436598384849958e-04,1.426163111191398047e-01
5.398679735947189329e+01,8.500126520508349870e+01,8.187904981188645070e-01,-2.451838197998768010e-04,6.685019695422439456e-02
5.401080216043208537e+01,8.500125932729808653e+01,8.187971146701763514e-01,-2.445257513024046148e-04,1.639877528638114187e-02
5.403480696139227746e+01,8.500125346528680836e+01,8.188037134603542988e-01,-2.438694499851123965e-04,-6.291804692682488598e-02
5.405881176235246954e+01,8.500124761900769954e+01,8.188102945372572883e-01,-2.432149115723092336e-04,-4.629499851948951084e-03
5.408281656331266163e+01,8.500124178841893752e+01,8.188168579486122534e-01,-2.425621317545534339e-04,5.374675201951577969e-02
5.410682136427285371e+01,8.500123597347879922e+01,8.188234037420137890e-01,-2.419111063005630058e-04,7.727019029326054333e-02
5.413082616523304580e+01,8.500123017414570370e+01,8.188299319649243735e-01,-2.412618309488578916e-04,-5.061689705772642184e-02
5.415483096619323788e+01,8.500122439037821209e+01,8.188364426646743688e-01,-2.406143015072359503e-04,-2.939493861043451436e-02
5.417883576715342997e+01,8.500121862213499924e+01,8.188429358884616871e-01,-2.399685137763896137e-04,4.736829210496976139e-02
5.420284056811362206e+01,8.500121286937488208e+01,8.188494116833521241e-01,-2.393244636156310889e-04,-1.065862736675338013e-01
5.422684536907381414e+01,8.500120713205679124e+01,8.188558700962793591e-01,-2.386821468505218036e-04,9.773494510179307759e-02
5.425085017003400623e+01,8.500120141013981367e+01,8.188623111740448435e-01,-2.380415594220863795e-04,2.756161678215575308e-03
5.427485497099419831e+01,8.500119570358315002e+01,8.188687349633175794e-01,-2.374026972145060199e-04,-1.048886092015325310e-02
5.429885977195439040e+01,8.500119001234611460e+01,8.188751415106347853e-01,-2.367655561492654215e-04,-2.388692070675108858e-01
5.432286457291458248e+01,8.500118433638820648e+01,8.188815308624011191e-01,-2.361301322224562682e-04,-1.575819244757930004e-01
5.434686937387477457e+01,8.500117867566898155e+01,8.188879030648890112e-01,-2.354964214088539620e-04,-1.023960467885847159e-01
5.437087417483496665e+01,8.500117303014818049e+01,8.188942581642389973e-01,-2.348644197098792574e-04,-5.738400466053498322e-02
5.439487897579515874e+01,8.500116739978564340e+01,8.189005962064591637e-01,-2.342341231766909004e-04,-1.091394357868481768e-01
5.441888377675535082e+01,8.500116178454138094e+01,8.189069172374253691e-01,-2.336055278533422097e-04,3.758887105839184284e-02
5.444288857771553580e+01,8.500115618437548903e+01,8.189132213028813556e-01,-2.329786298602698480e-04,1.339591277282421548e-02
5.446689337867572789e+01,8.500115059924820571e+01,8.189195084484386378e-01,-2.323534252699488434e-04,-2.686101044897130918e-02
5.449089817963591997e+01,8.500114502911992531e+01,8.189257787195765026e-01,-2.317299102401193522e-04,-2.036674553477262339e-01
5.451490298059611206e+01,8.500113947395105640e+01,8.189320321616688769e-01,-2.311080808752308258e-04,1.395536362516048845e-01
5.453890778155630414e+01,8.500113393369372261e+01,8.189382688230928409e-01,-2.304879279666494085e-04,-2.810950149017283489e-02
5.456291258251649623e+01,8.500112840830234973e+01,8.189444887506026616e-01,-2.298694432703030088e-04,5.881719312092811847e-02
5.458691738347668831e+01,8.500112289773723262e+01,8.189506919884622649e-01,-2.292526219953572308e-04,-6.734615798240110862e-02
5.461092218443688040e+01,8.500111740195873722e+01,8.189568785808374329e-01,-2.286374593705176039e-04,-5.226909882364503797e-04
5.463492698539707249e+01,8.500111192092735735e+01,8.189630485717958042e-01,-2.280239506671222216e-04,6.921067156767642115e-02
5.465893178635726457e+01,8.500110645460365788e+01,8.189692020053070953e-01,-2.274120911653909616e-04,2.309819799524448838e-02
5.468293658731745666e+01,8.500110100294831739e+01,8.189753389252427684e-01,-2.268018761348855605e-04,9.569457364226197083e-02
5.470694138827764874e+01,8.500109556592209969e+01,8.189814593753761418e-01,-2.261933009037875308e-04,-1.866774015897813138e-02
5.473094618923784083e+01,8.500109014348586811e+01,8.189875633993827231e-01,-2.255863607949493144e-04,1.986110698191386748e-01
5.475495099019803291e+01,8.500108473560057121e+01,8.189936510408395431e-01,-2.249810511454342077e-04,-1.899731687635554112e-01
5.477895579115822500e+01,8.500107934222727124e+01,8.189997223432258222e-01,-2.243773673118454326e-04,-5.586039917152052503e-02
5.480296059211841708e+01,8.500107396332711573e+01,8.190057773499226368e-01,-2.237753046916424182e-04,9.722149228296786405e-02
5.482696539307860917e+01,8.500106859886135169e+01,8.190118161042126976e-01,-2.231748586787318800e-04,-2.592375753363018731e-02
5.485097019403880125e+01,8.500106324879132558e+01,8.190178386492809048e-01,-2.225760247007713133e-04,-4.519393331715310103e-02
5.487497499499899334e+01,8.500105791307846914e+01,8.190238450282140148e-01,-2.219787981623255746e-04,-1.784371695272141123e-01
5.489897979595918542e+01,8.500105259168431360e+01,8.190298352840006402e-01,-2.213831745265792961e-04,1.188511483313636347e-01
5.492298459691937751e+01,8.500104728457048964e+01,8.190358094595311389e-01,-2.207891492638225373e-04,-1.908875097258397047e-01
5.494698939787956959e+01,8.500104199169871322e+01,8.190417675975981693e-01,-2.201967178532271419e-04,4.957335819084474765e-02
5.497099419883976168e+01,8.500103671303081398e+01,8.190477097408959128e-01,-2.196058758023866631e-04,1.821093464206524279e-02
5.499499899979995376e+01,8.500103144852870685e+01,8.190536359320205184e-01,-2.190166186473163634e-04,8.615708853914537391e-02
5.501900380076014585e+01,8.500102619815442040e+01,8.190595462134702132e-01,-2.184289419044915803e-04,1.444813089937442008e-01
5.504300860172033794e+01,8.500102096187002587e+01,8.190654406276449695e-01,-2.178428411330202152e-04,-7.180678769491648239e-02
5.506701340268053002e+01,8.500101573963775081e+01,8.190713192168467272e-01,-2.172583119204318791e-04,-8.260278013561482557e-02
5.509101820364072211e+01,8.500101053141990803e+01,8.190771820232791711e-01,-2.166753498578088966e-04,-3.348220064273629143e-02
5.511502300460091419e+01,8.500100533717885298e+01,8.190830290890481757e-01,-2.160939505220227375e-04,-1.737195663197687867e-01
5.513902780556110628e+01,8.500100015687711164e+01,8.190888604561613606e-01,-2.155141095911972116e-04,8.009764591170451253e-02
5.516303260652129836e+01,8.500099499047726681e+01,8.190946761665280906e-01,-2.149358226688491413e-04,-4.189426926634963466e-02
5.518703740748149045e+01,8.500098983794198659e+01,8.191004762619599200e-01,-2.143590854419841207e-04,1.361400186008284580e-02
5.521104220844168253e+01,8.500098469923405275e+01,8.191062607841700371e-01,-2.137838935674096774e-04,-1.154314350363921104e-01
5.523504700940187462e+01,8.500097957431636075e+01,8.191120297747738199e-01,-2.132102427712112558e-04,-1.677940259347085634e-03
5.525905181036206670e+01,8.500097446315184868e+01,8.191177832752881693e-01,-2.126381287439471635e-04,-6.502777425676260770e-02
5.528305661132225879e+01,8.500096936570361095e+01,8.191235213271322868e-01,-2.120675472383481974e-04,-1.056591772229995008e-02
5.530706141228245087e+01,8.500096428193478459e+01,8.191292439716270080e-01,-2.114984939769470884e-04,-1.124614144132987104e-01
5.533106621324264296e+01,8.500095921180864877e+01,8.191349512499952468e-01,-2.109309647462254134e-04,9.921072136542966047e-02
5.535507101420283504e+01,8.500095415528855369e+01,8.191406432033615514e-01,-2.103649553362174629e-04,-6.845841830795248995e-02
5.537907581516302713e+01,8.500094911233793482e+01,8.191463198727525485e-01,-2.098004615351811708e-04,-2.589825909495797052e-01
5.540308061612321922e+01,8.500094408292035553e+01,8.191519812990969429e-01,-2.092374791882178897e-04,6.078605802160051003e-02
5.542708541708341130e+01,8.500093906699943602e+01,8.191576275232249627e-01,-2.086760040977964081e-04,-3.381580653766059347e-02
5.545109021804360339e+01,8.500093406453893863e+01,8.191632585858690252e-01,-2.081160321463215723e-04,-9.233897271811190854e-02
5.547509501900379547e+01,8.500092907550268251e+01,8.191688745276632933e-01,-2.075575592126455149e-04,2.465094741859401584e-01
5.549909981996398756e+01,8.500092409985458630e+01,8.191744753891440078e-01,-2.070005811543040863e-04,-9.339833142180937672e-03
5.552310462092417964e+01,8.500091913755869655e+01,8.191800612107489332e-01,-2.064450939105455518e-04,-1.380688437417317560e-01
5.554710942188437173e+01,8.500091418857911663e+01,8.191856320328182450e-01,-2.058910934028546080e-04,-6.578477725670733856e-02
5.557111422284456381e+01,8.500090925288007782e+01,8.191911878955936421e-01,-2.053385755740322338e-04,3.365652683925526162e-02
5.559511902380475590e+01,8.500090433042586824e+01,8.191967288392187907e-01,-2.047875363722084785e-04,-2.700692052238900728e-02
5.561912382476494798e+01,8.500089942118091813e+01,8.192022549037394352e-01,-2.042379717952513829e-04,1.197059440810369912e-01
5.564312862572514007e+01,8.500089452510972876e+01,8.192077661291030655e-01,-2.036898778321472037e-04,1.019615600409417705e-01
5.566713342668533215e+01,8.500088964217690091e+01,8.192132625551590275e-01,-2.031432505074093342e-04,-8.359530887025157231e-02
5.569113822764552424e+01,8.500088477234710638e+01,8.192187442216586346e-01,-2.025980858331166701e-04,-6.608883881335745345e-04
5.571514302860571632e+01,8.500087991558515910e+01,8.192242111682551675e-01,-2.020543798604279573e-04,5.970460525232499510e-02
5.573914782956590841e+01,8.500087507185594404e+01,8.192296634345037631e-01,-2.015121286742527218e-04,-4.573222402948508292e-02
5.576315263052610049e+01,8.500087024112444567e+01,8.192351010598614147e-01,-2.009713283630532032e-04,-5.083613642226517126e-02
5.578715743148629258e+01,8.500086542335573370e+01,8.192405240836869718e-01,-2.004319750028571434e-04,8.350805421558790687e-02
5.581116223244648467e+01,8.500086061851497732e+01,8.192459325452413621e-01,-1.998940647229829892e-04,4.064620744074337599e-02
5.583516703340667675e+01,8.500085582656745942e+01,8.192513264836871478e-01,-1.993575936616309718e-04,-1.446840940854020041e-01
5.585917183436686884e+01,8.500085104747854814e+01,8.192567059380891914e-01,-1.988225579925284592e-04,-5.931576720386880913e-02
5.588317663532706092e+01,8.500084628121371111e+01,8.192620709474137675e-01,-1.982889538894028192e-04,-4.576346807429043650e-02
5.590718143628725301e+01,8.500084152773847279e+01,8.192674215505294510e-01,-1.977567774975597104e-04,-1.623762590962721589e-02
5.593118623724744509e+01,8.500083678701852818e+01,8.192727577862065624e-01,-1.972260250759916289e-04,-7.618719918919597545e-02
5.595519103820763718e+01,8.500083205901960071e+01,8.192780796931171672e-01,-1.966966928250712954e-04,1.298102694949778424e-01
5.597919583916782926e+01,8.500082734370754167e+01,8.192833873098356312e-01,-1.961687769842512807e-04,-1.013760869843630535e-01
5.600320064012802135e+01,8.500082264104830188e+01,8.192886806748377326e-01,-1.956422738338403633e-04,-1.129718271687159964e-01
5.602720544108821343e+01,8.500081795100790316e+01,8.192939598265015499e-01,-1.951171796363837529e-04,1.669538537035285958e-02
5.605121024204840552e+01,8.500081327355248106e+01,8.192992248031069069e-01,-1.945934906917301532e-04,-2.297042153602498193e-01
5.607521504300859760e+01,8.500080860864827059e+01,8.193044756428353725e-01,-1.940712033174918361e-04,-1.074540466570991920e-01
5.609921984396878969e+01,8.500080395626159202e+01,8.193097123837707052e-01,-1.935503138366101439e-04,5.829515531359881486e-02
5.612322464492898177e+01,8.500079931635887931e+01,8.193149350638984085e-01,-1.930308186164353401e-04,-1.367916961416593136e-01
5.614722944588917386e+01,8.500079468890662326e+01,8.193201437211058424e-01,-1.925127139994486924e-04,-8.869598455502426815e-02
5.617123424684936595e+01,8.500079007387145680e+01,8.193253383931824452e-01,-1.919959963849748874e-04,1.044449743585532248e-01
5.619523904780955803e+01,8.500078547122008388e+01,8.193305191178192892e-01,-1.914806621758913252e-04,4.157884476159388887e-02
5.621924384876975012e+01,8.500078088091930795e+01,8.193356859326096364e-01,-1.909667077999444018e-04,1.708146073362470409e-03
5.624324864972994220e+01,8.500077630293601771e+01,8.193408388750483828e-01,-1.904541296600115174e-04,2.048444231813122129e-02
