t,S,E,P_prod,dS_dt,dS_dt_noisy
2.906981396279255492e+01,1.274095629538816443e-01,8.329758874243020639e-01,1.464349575449715246e+01,-7.048563750822345320e-02,-7.237277330464955694e-02
2.908181636327265096e+01,1.265662418900050656e-01,8.328556480096311887e-01,1.464374275244978740e+01,-7.004020408638733652e-02,-8.065151129808822983e-02
2.909381876375274700e+01,1.257282518529738158e-01,8.327354588656663559e-01,1.464398812402279049e+01,-6.959730641634712112e-02,-7.621188374471248028e-02
2.910582116423284305e+01,1.248955624544120652e-01,8.326153201575055007e-01,1.464423187918480451e+01,-6.915693356853103158e-02,-7.728754355169646650e-02
2.911782356471293909e+01,1.240681434350694862e-01,8.324952320491060265e-01,1.464447402785380348e+01,-6.871907461591228450e-02,-8.052895376367449898e-02
2.912982596519303513e+01,1.232459646878709958e-01,8.323751947032793641e-01,1.464471457989547787e+01,-6.828371864678231540e-02,-8.120856552484427560e-02
2.914182836567313117e+01,1.224289962574097307e-01,8.322552082814191898e-01,1.464495354511349134e+01,-6.785085476511375224e-02,-6.362705826716796853e-02
2.915383076615322722e+01,1.216172083166866813e-01,8.321352729437753171e-01,1.464519093326076415e+01,-6.742047207898675676e-02,-5.632591347883093846e-02
2.916583316663332326e+01,1.208105711661619092e-01,8.320153888495016581e-01,1.464542675404126904e+01,-6.699255970071350819e-02,-7.061139518977781193e-02
2.917783556711341930e+01,1.200090552337545885e-01,8.318955561566563350e-01,1.464566101711002055e+01,-6.656710674745222600e-02,-5.870128402525529032e-02
2.918983796759351534e+01,1.192126310748429507e-01,8.317757750222020130e-01,1.464589373207308398e+01,-6.614410234181794523e-02,-5.706213324393120956e-02
2.920184036807361139e+01,1.184212693722643261e-01,8.316560456020052339e-01,1.464612490848757176e+01,-6.572353561249034970e-02,-4.888392568599447818e-02
2.921384276855370743e+01,1.176349409363151161e-01,8.315363680508370825e-01,1.464635455586163992e+01,-6.530539569481785822e-02,-6.716887661876336235e-02
2.922584516903380347e+01,1.168536167047507929e-01,8.314167425223729646e-01,1.464658268365449700e+01,-6.488967173141901856e-02,-6.838383545466807101e-02
2.923784756951389951e+01,1.160772677427859279e-01,8.312971691691922738e-01,1.464680930127639513e+01,-6.447635287278007110e-02,-6.026389178758857074e-02
2.924984996999399556e+01,1.153058652430941633e-01,8.311776481427788354e-01,1.464703441808863538e+01,-6.406542827784966754e-02,-6.308966010391878210e-02
2.926185237047409160e+01,1.145393805258082126e-01,8.310581795935206850e-01,1.464725804340356419e+01,-6.365688711462995364e-02,-6.063651641172458640e-02
2.927385477095418764e+01,1.137777850385198880e-01,8.309387636707101787e-01,1.464748018648457872e+01,-6.325071856076457111e-02,-5.028513400073226364e-02
2.928585717143428369e+01,1.130210503562800867e-01,8.308194005225437717e-01,1.464770085654611975e+01,-6.284691180412314837e-02,-6.713962141070319023e-02
2.929785957191437973e+01,1.122691481815987491e-01,8.307000902961225730e-01,1.464792006275367875e+01,-6.244545604338257866e-02,-6.028007506795435982e-02
2.930986197239447577e+01,1.115220503444449424e-01,8.305808331374514575e-01,1.464813781422379080e+01,-6.204634048860486334e-02,-7.185873363084392673e-02
2.932186437287457181e+01,1.107797288075238334e-01,8.304616291915124515e-01,1.464835412002635451e+01,-6.164955436462647709e-02,-6.324392096583819622e-02
2.933386677335466786e+01,1.100421556904656595e-01,8.303424786020214832e-01,1.464856898917438421e+01,-6.125508692447937525e-02,-6.798817897065854987e-02
2.934586917383476390e+01,1.093093032480682569e-01,8.302233815114857807e-01,1.464878243062737972e+01,-6.086292743842586228e-02,-6.843835197092111577e-02
2.935787157431485994e+01,1.085811438601580192e-01,8.301043380613822853e-01,1.464899445329839978e+01,-6.047306518915364359e-02,-6.267021227278277151e-02
2.936987397479495598e+01,1.078576500315897579e-01,8.299853483921569852e-01,1.464920506605405137e+01,-6.008548947233213061e-02,-6.455102201218279601e-02
2.938187637527505203e+01,1.071387943922466890e-01,8.298664126432256927e-01,1.464941427771449689e+01,-5.970018959716569262e-02,-5.598442651058417596e-02
2.939387877575514807e+01,1.064245496970405158e-01,8.297475309529730447e-01,1.464962209705344875e+01,-5.931715488694353638e-02,-5.127879959413622624e-02
2.940588117623524411e+01,1.057148888259113323e-01,8.296287034587537246e-01,1.464982853279817476e+01,-5.893637467958602605e-02,-7.385999917468585863e-02
2.941788357671534015e+01,1.050097847838276921e-01,8.295099302968914623e-01,1.465003359362949098e+01,-5.855783832818801243e-02,-4.852425273058964122e-02
2.942988597719543620e+01,1.043092107007865671e-01,8.293912116026793679e-01,1.465023728818176885e+01,-5.818153520155841529e-02,-8.044510575503863170e-02
2.944188837767553224e+01,1.036131398318133612e-01,8.292725475103802646e-01,1.465043962504293340e+01,-5.780745468475677329e-02,-5.533293016447402013e-02
2.945389077815562828e+01,1.029215455569619381e-01,8.291539381532259112e-01,1.465064061275446150e+01,-5.743558617962624124e-02,-5.033264640754524927e-02
2.946589317863572433e+01,1.022344013813145658e-01,8.290353836634178908e-01,1.465084025981137827e+01,-5.706591910532324285e-02,-6.357304935780605515e-02
2.947789557911582037e+01,1.015516809349819582e-01,8.289168841721270553e-01,1.465103857466226600e+01,-5.669844289884381355e-02,-5.898943958115293595e-02
2.948989797959591641e+01,1.008733579731032615e-01,8.287984398094937477e-01,1.465123556570925878e+01,-5.633314701554641146e-02,-6.415086690780408274e-02
2.950190038007601245e+01,1.001994063758460812e-01,8.286800507046274689e-01,1.465143124130804075e+01,-5.597002092967158504e-02,-4.702251140168367538e-02
2.951390278055610850e+01,9.952980014807891185e-02,8.285617169856512865e-01,1.465162560976948392e+01,-5.560905413468707897e-02,-8.733073005169691982e-02
2.952590518103620454e+01,9.886451343771020250e-02,8.284434387796406618e-01,1.465181867935633697e+01,-5.525023615363375273e-02,-6.496229551516358169e-02
2.953790758151630058e+01,9.820352053698150341e-02,8.283252162124276063e-01,1.465201045827603110e+01,-5.489355654033280935e-02,-7.426348280536376745e-02
2.954990998199639662e+01,9.754679586017851733e-02,8.282070494088661361e-01,1.465220095469162231e+01,-5.453900486797364638e-02,-5.265503881163095812e-02
2.956191238247649267e+01,9.689431394281636245e-02,8.280889384928469266e-01,1.465239017672240251e+01,-5.418657072917564682e-02,-4.119438517534497468e-02
2.957391478295658871e+01,9.624604944163964171e-02,8.279708835872972017e-01,1.465257813244389240e+01,-5.383624373648146499e-02,-4.192047102257322189e-02
2.958591718343668475e+01,9.560197713462247060e-02,8.278528848141809560e-01,1.465276482988784679e+01,-5.348801352284737742e-02,-4.680650324696263020e-02
2.959791958391678079e+01,9.496207192096836613e-02,8.277349422944987323e-01,1.465295027704224928e+01,-5.314186974212994907e-02,-5.065960590018636633e-02
2.960992198439687684e+01,9.432630882111038562e-02,8.276170561482880661e-01,1.465313448185131406e+01,-5.279780206956975752e-02,-6.045841906733762094e-02
2.962192438487697288e+01,9.369466297671101562e-02,8.274992264946227083e-01,1.465331745221548942e+01,-5.245580020227158524e-02,-4.027167101923159742e-02
2.963392678535706892e+01,9.306710965066222752e-02,8.273814534516135133e-01,1.465349919599145245e+01,-5.211585385968135059e-02,-4.588271257350971105e-02
2.964592918583716497e+01,9.244362422708546356e-02,8.272637371364078840e-01,1.465367972099211080e+01,-5.177795278405986079e-02,-6.022101035076631720e-02
2.965793158631726101e+01,9.182418221133163694e-02,8.271460776651896607e-01,1.465385903498660447e+01,-5.144208674095315098e-02,-6.423773348799165228e-02
2.966993398679735705e+01,9.120875922998114560e-02,8.270284751531797873e-01,1.465403714570030580e+01,-5.110824551965957585e-02,-5.739500466086049080e-02
2.968193638727745309e+01,9.059733103084381678e-02,8.269109297146355342e-01,1.465421406081481592e+01,-5.077641893369358450e-02,-3.995828887556786280e-02
2.969393878775754914e+01,8.998987348295900413e-02,8.267934414628509421e-01,1.465438978796797009e+01,-5.044659682124625483e-02,-3.793799350297560879e-02
2.970594118823764518e+01,8.938636257560200749e-02,8.266760105101789158e-01,1.465456433475470099e+01,-5.011876904510770975e-02,-3.396081390857529081e-02
2.971794358871774122e+01,8.878677442559705646e-02,8.265586369680740786e-01,1.465473770872823245e+01,-4.979292549707767246e-02,-5.754715061440673907e-02
2.972994598919783726e+01,8.819108529630932669e-02,8.264413209467973420e-01,1.465490991738811744e+01,-4.946905610866783598e-02,-5.306762109746687023e-02
2.974194838967793331e+01,8.759927157098361394e-02,8.263240625556679264e-01,1.465508096819100636e+01,-4.914715083717689781e-02,-3.532010957191144412e-02
2.975395079015802935e+01,8.701130974926554740e-02,8.262068619031094352e-01,1.465525086855254777e+01,-4.882719966425359132e-02,-4.662664811483399618e-02
2.976595319063812539e+01,8.642717644720163128e-02,8.260897190966500769e-01,1.465541962584739011e+01,-4.850919259633119929e-02,-4.086698063134289183e-02
2.977795559111822143e+01,8.584684839723916161e-02,8.259726342429223322e-01,1.465558724740918528e+01,-4.819311966505881312e-02,-6.140259262257177775e-02
2.978995799159831748e+01,8.527030244822632332e-02,8.258556074476632869e-01,1.465575374053058511e+01,-4.787897092772955276e-02,-5.157289100248653446e-02
2.980196039207841352e+01,8.469751556541210702e-02,8.257386388157147428e-01,1.465591911246324486e+01,-4.756673646770556707e-02,-4.772462629178891858e-02
2.981396279255850956e+01,8.412846483044637835e-02,8.256217284510227739e-01,1.465608337041781795e+01,-4.725640639483994626e-02,-5.079556810087987317e-02
2.982596519303860561e+01,8.356312744137980864e-02,8.255048764566379482e-01,1.465624652156396124e+01,-4.694797084589549807e-02,-5.108527754234579166e-02
2.983796759351870165e+01,8.300148071266397198e-02,8.253880829347155501e-01,1.465640857303033329e+01,-4.664141998496036667e-02,-6.296482039838040279e-02
2.984996999399879769e+01,8.244350207515122042e-02,8.252713479865151358e-01,1.465656953190459078e+01,-4.633674400386047360e-02,-3.002570230336927201e-02
2.986197239447889373e+01,8.188916907609478102e-02,8.251546717124009778e-01,1.465672940523339562e+01,-4.603393312256898184e-02,-4.454408013980476477e-02
2.987397479495898978e+01,8.133845937914872815e-02,8.250380542118415095e-01,1.465688820002240789e+01,-4.573297758961258896e-02,-6.026603550076178872e-02
2.988597719543908582e+01,8.079135076436795571e-02,8.249214955834101026e-01,1.465704592323628930e+01,-4.543386768247455187e-02,-3.462633166015847974e-02
2.989797959591918186e+01,8.024782112751810415e-02,8.248049959247947260e-01,1.465720258179912605e+01,-4.513659370762031914e-02,-4.441225377615091313e-02
2.990998199639927790e+01,7.970784847970270592e-02,8.246885553328855423e-01,1.465735818259770262e+01,-4.484114600069828704e-02,-3.760292542043128933e-02
2.992198439687937395e+01,7.917141097430535623e-02,8.245721739034695963e-01,1.465751273246869069e+01,-4.454751494157702801e-02,-4.638913639625731611e-02
2.993398679735946999e+01,7.863848688234517659e-02,8.244558517314284352e-01,1.465766623820733905e+01,-4.425569094135633347e-02,-5.198534439718041633e-02
2.994598919783956603e+01,7.810905458567497794e-02,8.243395889108157126e-01,1.465781870657068886e+01,-4.396566443905568222e-02,-5.143916516815826012e-02
2.995799159831966207e+01,7.758309257698123296e-02,8.242233855348563010e-01,1.465797014427757539e+01,-4.367742590199243102e-02,-4.011711299433586703e-02
2.996999399879975812e+01,7.706057945978410373e-02,8.241072416959469571e-01,1.465812055800863689e+01,-4.339096582615709075e-02,-3.550904964101091188e-02
2.998199639927985416e+01,7.654149394843742793e-02,8.239911574856559895e-01,1.465826995440630576e+01,-4.310627473658557030e-02,-3.806503990056180065e-02
2.999399879975995020e+01,7.602581486812871880e-02,8.238751329947234803e-01,1.465841834007481026e+01,-4.282334318772861720e-02,-3.621527610355970012e-02
3.000600120024004624e+01,7.551352115487920680e-02,8.237591683130609521e-01,1.465856572158017812e+01,-4.254216176381830222e-02,-3.034300318140146363e-02
3.001800360072014229e+01,7.500459185554377017e-02,8.236432635297518123e-01,1.465871210545022940e+01,-4.226272107923156190e-02,-3.920643759041926579e-02
3.003000600120023833e+01,7.449900612781096276e-02,8.235274187330511309e-01,1.465885749817458539e+01,-4.198501177885086144e-02,-3.174387745729993077e-02
3.004200840168033437e+01,7.399674324020302785e-02,8.234116340103854181e-01,1.465900190620466148e+01,-4.170902453842200569e-02,-3.041426334989179997e-02
3.005401080216043042e+01,7.349778257207592591e-02,8.232959094483529583e-01,1.465914533595367431e+01,-4.143475006490896645e-02,-3.826851470262988830e-02
3.006601320264052646e+01,7.300210361361922362e-02,8.231802451327238090e-01,1.465928779379663283e+01,-4.116217909684595500e-02,-4.166222419779094105e-02
3.007801560312062250e+01,7.250968596585624648e-02,8.230646411484394687e-01,1.465942928607034368e+01,-4.089130240468653865e-02,-4.496021771217387220e-02
3.009001800360071854e+01,7.202050934022687090e-02,8.229490975796183161e-01,1.465956981907362433e+01,-4.062211079092199056e-02,-5.235743522385862686e-02
3.010202040408081459e+01,7.153455355398220805e-02,8.228336145096567522e-01,1.465970939907133896e+01,-4.035459508791022776e-02,-5.561631916930483144e-02
3.011402280456091063e+01,7.105179855915565168e-02,8.227181920209455379e-01,1.465984803228227840e+01,-4.008874617406041341e-02,-2.663276676574099361e-02
3.012602520504100667e+01,7.057222442203796298e-02,8.226028301950162325e-01,1.465998572488568996e+01,-3.982455496295762842e-02,-3.961494065996429975e-02
3.013802760552110271e+01,7.009581131369341245e-02,8.224875291126376720e-01,1.466012248302538268e+01,-3.956201239850908047e-02,-4.469379271133742948e-02
3.015003000600119876e+01,6.962253950995980767e-02,8.223722888538157472e-01,1.466025831280973790e+01,-3.930110945527001687e-02,-2.315809709272024716e-02
3.016203240648129480e+01,6.915238939144843777e-02,8.222571094977936257e-01,1.466039322031170045e+01,-3.904183713876682726e-02,-2.894831842137109840e-02
3.017403480696139084e+01,6.868534144354410120e-02,8.221419911230516409e-01,1.466052721156878036e+01,-3.878418648581763439e-02,-3.779366457920833866e-02
3.018603720744148688e+01,6.822137625640509184e-02,8.220269338073070697e-01,1.466066029258305825e+01,-3.852814856485002604e-02,-2.806351008285376536e-02
3.019803960792158293e+01,6.776047452496324064e-02,8.219119376275149103e-01,1.466079246932117464e+01,-3.827371447621637918e-02,-3.975213266157912040e-02
3.021004200840167897e+01,6.730261704892386010e-02,8.217970026598666600e-01,1.466092374771434415e+01,-3.802087535250631145e-02,-3.398465618600263888e-02
3.022204440888177501e+01,6.684778473276579980e-02,8.216821289797916483e-01,1.466105413365834131e+01,-3.776962235885659991e-02,-1.909825933059212250e-02
3.023404680936187106e+01,6.639595858574136311e-02,8.215673166619560375e-01,1.466118363301350769e+01,-3.751994669325848381e-02,-2.645447690327349180e-02
3.024604920984196710e+01,6.594711972187641824e-02,8.214525657802631553e-01,1.466131225160475537e+01,-3.727183958686232368e-02,-3.951521295953169116e-02
3.025805161032206314e+01,6.550124935997030107e-02,8.213378764078537175e-01,1.466143999522155994e+01,-3.702529230427965140e-02,-2.957993693214105643e-02
3.027005401080215918e+01,6.505832882359588454e-02,8.212232486171052726e-01,1.466156686961796396e+01,-3.678029614388264590e-02,-2.443786246493354769e-02
3.028205641128225523e+01,6.461833954080385689e-02,8.211086824796361983e-01,1.466169288051270847e+01,-3.653684243793843545e-02,-3.716921482471155502e-02
3.029405881176235127e+01,6.418126303730051219e-02,8.209941780664080646e-01,1.466181803359348024e+01,-3.629492254915404892e-02,-3.990791330835155581e-02
3.030606121224244731e+01,6.374708096525678880e-02,8.208797354474665076e-01,1.466194233450567275e+01,-3.605452788681129395e-02,-1.671021198530859425e-02
3.031806361272254335e+01,6.331577508619705419e-02,8.207653546920544718e-01,1.466206578885750389e+01,-3.581564989765540635e-02,-3.815861382316298317e-02
3.033006601320263940e+01,6.288732726006926455e-02,8.206510358687151285e-01,1.466218840222445507e+01,-3.557828006016877653e-02,-4.812560751744163201e-02
3.034206841368273544e+01,6.246171944524494396e-02,8.205367790452922083e-01,1.466231018014928722e+01,-3.534240988484927543e-02,-3.322114652918641692e-02
3.035407081416283148e+01,6.203893369851918443e-02,8.204225842889297793e-01,1.466243112814202476e+01,-3.510803091448602697e-02,-1.148128301119406489e-02
3.036607321464292752e+01,6.161895217511067363e-02,8.203084516660721359e-01,1.466255125167996454e+01,-3.487513472443291851e-02,-2.777473012387876583e-02
3.037807561512302357e+01,6.120175712866166712e-02,8.201943812424641322e-01,1.466267055620767223e+01,-3.464371292287962700e-02,-2.420353955409433599e-02
3.039007801560311961e+01,6.078733091123800225e-02,8.200803730831508487e-01,1.466278904713698239e+01,-3.441375715112034162e-02,-5.516893511782350323e-02
3.040208041608321565e+01,6.037565597332908429e-02,8.199664272524779252e-01,1.466290672984700372e+01,-3.418525908382006456e-02,-3.872202396776711769e-02
3.041408281656331170e+01,5.996671486384790722e-02,8.198525438140913391e-01,1.466302360968411023e+01,-3.395821042927858746e-02,-2.083979431055325848e-02
3.042608521704340774e+01,5.956049023013104682e-02,8.197387228309374052e-01,1.466313969196194833e+01,-3.373260292969210150e-02,-3.665972873077038424e-02
3.043808761752350378e+01,5.915696481793863287e-02,8.196249643652627759e-01,1.466325498196143506e+01,-3.350842836141248310e-02,-1.919028134862169749e-02
3.045009001800359982e+01,5.875612147145440473e-02,8.195112684786145518e-01,1.466336948493075454e+01,-3.328567853520426889e-02,-2.732941550696413660e-02
3.046209241848369587e+01,5.835794313328564881e-02,8.193976352318401712e-01,1.466348320608536326e+01,-3.306434529649927845e-02,-2.787518157699420476e-02
3.047409481896379191e+01,5.796241284418079953e-02,8.192840646850904074e-01,1.466359615060810562e+01,-3.284442052549291224e-02,-1.478841458386154564e-02
3.048609721944388795e+01,5.756951373498010033e-02,8.191705568979203989e-01,1.466370832365346821e+01,-3.262589613294681473e-02,-3.639031080477171665e-02
3.049809961992398399e+01,5.717922905493590807e-02,8.190571119290470659e-01,1.466381973033698038e+01,-3.240876407608843379e-02,-3.580109269349208978e-02
3.051010202040408004e+01,5.679154215642944620e-02,8.189437298364485862e-01,1.466393037573971014e+01,-3.219301635041776216e-02,-2.981915985896251356e-02
3.052210442088417608e+01,5.640643648379097680e-02,8.188304106774638713e-01,1.466404026491260737e+01,-3.197864498376949693e-02,-2.846635047392718360e-02
3.053410682136427212e+01,5.602389557329978675e-02,8.187171545087923441e-01,1.466414940287650026e+01,-3.176564203654864277e-02,-4.740958557134831997e-02
3.054610922184436816e+01,5.564390305318421548e-02,8.186039613864942721e-01,1.466425779462209178e+01,-3.155399960196418607e-02,-1.792144172372424002e-02
3.055811162232446421e+01,5.526644264362162717e-02,8.184908313659907675e-01,1.466436544510996676e+01,-3.134370980626045855e-02,-2.771540385331790896e-02
3.057011402280456025e+01,5.489149815673842470e-02,8.183777645020636760e-01,1.466447235927058479e+01,-3.113476480894650580e-02,-3.144751226381296838e-02
3.058211642328465629e+01,5.451905349661004957e-02,8.182647608488554658e-01,1.466457854200428912e+01,-3.092715680302333611e-02,-2.336367761225551648e-02
3.059411882376475234e+01,5.414909265926098197e-02,8.181518204598693389e-01,1.466468399818129420e+01,-3.072087801520904243e-02,-3.332662201846771366e-02
3.060612122424484838e+01,5.378159973266473382e-02,8.180389433879695638e-01,1.466478873264169813e+01,-3.051592070616190519e-02,-1.708005411162798887e-02
3.061812362472494442e+01,5.341655889674384872e-02,8.179261296853809204e-01,1.466489275019547733e+01,-3.031227717070137176e-02,-2.829809404504567139e-02
3.063012602520504046e+01,5.305395442336992284e-02,8.178133794036888116e-01,1.466499605562248298e+01,-3.010993973802703408e-02,-2.153041522916489953e-02
3.064212842568513651e+01,5.269377067636357714e-02,8.177006925938395954e-01,1.466509865367244636e+01,-2.990890077193551419e-02,-3.740441065806335286e-02
3.065413082616523255e+01,5.233599211149446429e-02,8.175880693061403637e-01,1.466520054906497883e+01,-2.970915267103534096e-02,-3.112471684091747126e-02
3.066613322664532859e+01,5.198060327614136000e-02,8.174755095902620505e-01,1.466530174648970331e+01,-2.951068786877112868e-02,-2.443521618585521235e-02
3.067813562712542463e+01,5.162758880055124538e-02,8.173630134953376869e-01,1.466540225061043223e+01,-2.931349882878266436e-02,-3.742068885296678110e-02
3.069013802760552068e+01,5.127693342579300179e-02,8.172505810697308082e-01,1.466550206605499440e+01,-2.911757806063127244e-02,-3.437901470854731745e-02
3.070214042808561672e+01,5.092862198902702031e-02,8.171382123611322656e-01,1.466560119741962076e+01,-2.892291811183612255e-02,-2.812083631287447261e-02
3.071414282856571276e+01,5.058263941289511956e-02,8.170259074166507096e-01,1.466569964927291458e+01,-2.872951156218662289e-02,-1.628868080993293305e-02
3.072614522904580525e+01,5.023897070552062194e-02,8.169136662828131445e-01,1.466579742615584614e+01,-2.853735102394073728e-02,-1.961881967964101969e-02
3.073814762952590129e+01,4.989760096050795818e-02,8.168014890055640409e-01,1.466589453258175801e+01,-2.834642914202104014e-02,-1.800467904393888291e-02
3.075015003000599734e+01,4.955851535694327098e-02,8.166893756302662233e-01,1.466599097303636512e+01,-2.815673859420957797e-02,-2.382822213556753943e-02
3.076215243048609338e+01,4.922169915939402646e-02,8.165773262017003153e-01,1.466608675197774936e+01,-2.796827209134026063e-02,-1.766240102760048211e-02
3.077415483096618942e+01,4.888713771790910434e-02,8.164653407640646288e-01,1.466618187383636496e+01,-2.778102237748975023e-02,-1.109400548822932209e-02
3.078615723144628546e+01,4.855481646801877715e-02,8.163534193609758294e-01,1.466627634301503491e+01,-2.759498223016642465e-02,-2.463857329114890748e-02
3.079815963192638151e+01,4.822472093073474492e-02,8.162415620354682710e-01,1.466637016388895454e+01,-2.741014446049759579e-02,-2.178797267895523498e-02
3.081016203240647755e+01,4.789683671255012126e-02,8.161297688299944397e-01,1.466646334080568970e+01,-2.722650191341489598e-02,-2.012574152525368684e-02
3.082216443288657359e+01,4.757114950543943344e-02,8.160180397864246205e-01,1.466655587808517325e+01,-2.704404746783783259e-02,-4.580428709698036727e-02
3.083416683336666964e+01,4.724764508685860842e-02,8.159063749460470083e-01,1.466664778001971392e+01,-2.686277403685564252e-02,-2.661110258634120929e-02
3.084616923384676568e+01,4.692630931974500069e-02,8.157947743495679305e-01,1.466673905087398566e+01,-2.668267456790732184e-02,-2.126602419648851439e-02
3.085817163432686172e+01,4.660712815207924270e-02,8.156832380371153990e-01,1.466682969488520349e+01,-2.650374204271579992e-02,-1.773588274261561626e-02
3.087017403480695776e+01,4.629008760781822690e-02,8.155717660483331466e-01,1.466691971626715585e+01,-2.632596947241128485e-02,-2.831630150177481126e-02
3.088217643528705381e+01,4.597517381444909956e-02,8.154603584221580270e-01,1.466700911920038664e+01,-2.614934991306213166e-02,-1.518674762047645885e-02
3.089417883576714985e+01,4.566237298825651103e-02,8.153490151969192690e-01,1.466709790783666634e+01,-2.597387645764256611e-02,-3.117286757220580698e-02
3.090618123624724589e+01,4.535167142464822942e-02,8.152377364104178570e-01,1.466718608630249676e+01,-2.579954223080993883e-02,-2.637199145612297013e-02
3.091818363672734193e+01,4.504305549815518228e-02,8.151265220999266425e-01,1.466727365869910926e+01,-2.562634038907032896e-02,-7.619336301538635198e-03
3.093018603720743798e+01,4.473651166243141492e-02,8.150153723021897889e-01,1.466736062910247185e+01,-2.545426412094247900e-02,-3.779224831076499064e-02
3.094218843768753402e+01,4.443202645025413899e-02,8.149042870534238814e-01,1.466744700156328207e+01,-2.528330664712016493e-02,-2.492771107953053317e-02
3.095419083816763006e+01,4.412958647352369784e-02,8.147932663893167060e-01,1.466753278010696881e+01,-2.511346122063295994e-02,-2.546668809212497553e-02
3.096619323864772610e+01,4.382917842326357338e-02,8.146823103450281378e-01,1.466761796873369761e+01,-2.494472112700543004e-02,-2.474662096151071869e-02
3.097819563912782215e+01,4.353078906962038613e-02,8.145714189551896967e-01,1.466770257141835998e+01,-2.477707968441474062e-02,-2.903070667800108917e-02
3.099019803960791819e+01,4.323440526186390215e-02,8.144605922539046583e-01,1.466778659211058411e+01,-2.461053024384675728e-02,-1.705611025941272327e-02
3.100220044008801423e+01,4.294001392838703302e-02,8.143498302747482764e-01,1.466787003473472772e+01,-2.444506618925050903e-02,-3.410311973072814584e-02
3.101420284056811028e+01,4.264760207670581504e-02,8.142391330507672276e-01,1.466795290318988165e+01,-2.428068093769119098e-02,-3.646801872690160623e-02
3.102620524104820632e+01,4.235715679345945089e-02,8.141285006144802772e-01,1.466803520134986805e+01,-2.411736793950158483e-02,-1.832044421485486824e-02
3.103820764152830236e+01,4.206866524441026101e-02,8.140179329978776135e-01,1.466811693306324393e+01,-2.395512067843200144e-02,-3.489682664124491018e-02
3.105021004200839840e+01,4.178211467391018674e-02,8.139074302324261767e-01,1.466819810215349484e+01,-2.379393267150031049e-02,-1.909598410849858152e-02
3.106221244248849445e+01,4.149749239575051263e-02,8.137969923491574775e-01,1.466827871242288595e+01,-2.363379746402115636e-02,-2.248625831224510679e-02
3.107421484296859049e+01,4.121478582006046082e-02,8.136866193784564327e-01,1.466835876764307045e+01,-2.347470864479456881e-02,-2.941396209379459545e-02
3.108621724344868653e+01,4.093398243868119624e-02,8.135763113501601751e-01,1.466843827155955715e+01,-2.331665983807456460e-02,-2.586808759311133576e-02
3.109821964392878257e+01,4.065506981640576445e-02,8.134660682936282194e-01,1.466851722789481904e+01,-2.315964469881014176e-02,-2.327350086931237114e-02
3.111022204440887862e+01,4.037803559097909861e-02,8.133558902377419075e-01,1.466859564034827734e+01,-2.300365691278276684e-02,-1.766333515785021777e-02
3.112222444488897466e+01,4.010286747309801947e-02,8.132457772109046301e-01,1.466867351259630858e+01,-2.284869019674248131e-02,-2.833442317102287736e-02
3.113422684536907070e+01,3.982955324641124922e-02,8.131357292410422710e-01,1.466875084829224996e+01,-2.269473829854266531e-02,-2.398493506532463695e-02
3.114622924584916674e+01,3.955808076751938379e-02,8.130257463556025410e-01,1.466882765106638686e+01,-2.254179499727336153e-02,-3.607022505711331151e-02
3.115823164632926279e+01,3.928843796597491361e-02,8.129158285815553109e-01,1.466890392452596359e+01,-2.238985410339333279e-02,-2.437090189437344720e-02
3.117023404680935883e+01,3.902061284428221671e-02,8.128059759453925004e-01,1.466897967225517974e+01,-2.223890945886075610e-02,-4.067208970440777671e-02
3.118223644728945487e+01,3.875459347789755177e-02,8.126961884731284114e-01,1.466905489781518845e+01,-2.208895493726254974e-02,-2.183759185118490376e-02
3.119423884776955092e+01,3.849036801522908585e-02,8.125864661902990616e-01,1.466912960474409822e+01,-2.193998444394242714e-02,-2.580697877493567938e-02
3.120624124824964696e+01,3.822792467763685281e-02,8.124768091219629618e-01,1.466920379655697282e+01,-2.179199191612758019e-02,-2.200686865870167541e-04
3.121824364872974300e+01,3.796725175943278796e-02,8.123672172927005608e-01,1.466927747674583316e+01,-2.164497132305411714e-02,-8.172693244125291134e-03
3.123024604920983904e+01,3.770833762788070725e-02,8.122576907266143564e-01,1.466935064877965189e+01,-2.149891666609116819e-02,-2.238826270377530445e-02
3.124224844968993509e+01,3.745117072262886537e-02,8.121482294473336694e-01,1.466942331610456307e+01,-2.135382197854535438e-02,-1.129121169535561922e-02
3.125425085017003113e+01,3.719573954656918424e-02,8.120388334780983541e-01,1.466949548214752141e+01,-2.120968132065404257e-02,-1.780998018209786413e-02
3.126625325065012717e+01,3.694203269170828752e-02,8.119295028415598470e-01,1.466956715030745073e+01,-2.106648879421881698e-02,-3.199186273063278629e-02
3.127825565113022321e+01,3.669003882522749865e-02,8.118202375598754239e-01,1.466963832395949474e+01,-2.092423853490786925e-02,-4.463100350777474135e-02
3.129025805161031926e+01,3.643974668133271450e-02,8.117110376547714834e-01,1.466970900645783615e+01,-2.078292470779964998e-02,-9.208124936962524751e-03
3.130226045209041530e+01,3.619114506125435671e-02,8.116019031475432133e-01,1.466977920113568601e+01,-2.064254150749631964e-02,-1.627520223088051513e-02
3.131426285257051134e+01,3.594422283324742728e-02,8.114928340590548128e-01,1.466984891130529967e+01,-2.050308315823615862e-02,-3.958656326099561917e-02
