t,P,E,A,dP_dt,dP_dt_noisy
2.172434486897379458e+01,8.489014072445020265e-01,2.293599790206016120e+00,5.301048138842187285e+00,3.396705836171237669e-02,1.408338593641430270e-01
2.173434686937387639e+01,8.492412758805729656e-01,2.293757777515196494e+00,5.304733168916215824e+00,3.399318143346458099e-02,9.213758072999037041e-02
2.174434886977395465e+01,8.495814058468021956e-01,2.293916103617057445e+00,5.308422274551274356e+00,3.401932204473789856e-02,2.529676412617933023e-02
2.175435087017403646e+01,8.499217973355613909e-01,2.294074768495105499e+00,5.312115461159232943e+00,3.404548018075964633e-02,-3.762629328781862126e-02
2.176435287057411472e+01,8.502624505415408152e-01,2.294233772132743709e+00,5.315812734159218955e+00,3.407165582365273560e-02,-3.083813346743739803e-02
2.177435487097419653e+01,8.506033656617503214e-01,2.294393114513270326e+00,5.319514098977621508e+00,3.409784895243356262e-02,5.215765271777737799e-02
2.178435687137427479e+01,8.509445428955189072e-01,2.294552795619879237e+00,5.323219561048085247e+00,3.412405954300706812e-02,8.759150035313950644e-02
2.179435887177435660e+01,8.512859824444949375e-01,2.294712815435659525e+00,5.326929125811518340e+00,3.415028756816362865e-02,1.972454100337042021e-02
2.180436087217443486e+01,8.516276845126456996e-01,2.294873173943597244e+00,5.330642798716082709e+00,3.417653299757478225e-02,4.093151641912304989e-02
2.181436287257451667e+01,8.519696493062581810e-01,2.295033871126572755e+00,5.334360585217206463e+00,3.420279579779017531e-02,4.694308240638572077e-02
2.182436487297459493e+01,8.523118770336075567e-01,2.295194906967401138e+00,5.338082490777773970e+00,3.422907593270257953e-02,8.753873549854240821e-02
2.183436687337467674e+01,8.526543678743339072e-01,2.295356281452321401e+00,5.341808520882439737e+00,3.425537340633738603e-02,-5.976819408484621010e-02
2.184436887377475500e+01,8.529971219704380880e-01,2.295517994571969034e+00,5.345538681034530448e+00,3.428168827459021628e-02,4.207930248349501384e-02
2.185437087417483681e+01,8.533401394662486483e-01,2.295680046316852518e+00,5.349272976742673436e+00,3.430802059002724391e-02,5.458456757349306604e-02
2.186437287457491507e+01,8.536834205084919969e-01,2.295842436677363541e+00,5.353011413523129924e+00,3.433437040206549495e-02,8.183897527325798005e-02
2.187437487497499689e+01,8.540269652462938454e-01,2.296005165643776547e+00,5.356753996899814574e+00,3.436073775696985022e-02,5.416763740887861611e-02
2.188437687537507514e+01,8.543707738311782096e-01,2.296168233206248743e+00,5.360500732404275936e+00,3.438712269784932607e-02,-2.064772193989955484e-02
2.189437887577515696e+01,8.547148464170681859e-01,2.296331639354819654e+00,5.364251625575713334e+00,3.441352526465274453e-02,5.385846527883472734e-03
2.190438087617523522e+01,8.550591831602851745e-01,2.296495384079411561e+00,5.368006681960963533e+00,3.443994549416512507e-02,-4.176918417580925691e-02
2.191438287657531703e+01,8.554037842195496566e-01,2.296659467369829510e+00,5.371765907114513183e+00,3.446638342000379884e-02,4.412650723690782206e-02
2.192438487697539529e+01,8.557486497559803063e-01,2.296823889215762193e+00,5.375529306598485491e+00,3.449283907261535553e-02,4.411084079114799966e-02
2.193438687737547710e+01,8.560937799330952114e-01,2.296988649606778843e+00,5.379296885982651766e+00,3.451931247926981472e-02,6.011089345739371870e-02
2.194438887777555536e+01,8.564391749168104306e-01,2.297153748532333672e+00,5.383068650844424319e+00,3.454580366405857195e-02,-1.394779568090301347e-02
2.195439087817563717e+01,8.567848348754412147e-01,2.297319185981762324e+00,5.386844606768860899e+00,3.457231264789106806e-02,-2.243922147397545835e-02
2.196439287857571543e+01,8.571307599797011179e-01,2.297484961944282755e+00,5.390624759348659367e+00,3.459883944848762827e-02,1.108787672907499411e-01
2.197439487897579724e+01,8.574769504027028866e-01,2.297651076408997017e+00,5.394409114184164800e+00,3.462538408037951765e-02,4.373448911390807187e-02
2.198439687937587550e+01,8.578234063199574599e-01,2.297817529364889033e+00,5.398197676883361495e+00,3.465194655490272391e-02,1.219521176284459885e-01
2.199439887977595731e+01,8.581701279093748580e-01,2.297984320800824598e+00,5.401990453061881858e+00,3.467852688019462670e-02,5.665073430685468869e-02
2.200440088017603557e+01,8.585171153512635156e-01,2.298151450705554044e+00,5.405787448342997514e+00,3.470512506119044494e-02,-3.838023268324197712e-02
2.201440288057611738e+01,8.588643688283308375e-01,2.298318919067709132e+00,5.409588668357626418e+00,3.473174109961890688e-02,7.500258023034822585e-02
2.202440488097619564e+01,8.592118885256825322e-01,2.298486725875804382e+00,5.413394118744325745e+00,3.475837499399792030e-02,9.651489150039360698e-02
2.203440688137627745e+01,8.595596746308235003e-01,2.298654871118237519e+00,5.417203805149302553e+00,3.478502673963235203e-02,1.224885494338062708e-02
2.204440888177635571e+01,8.599077273336569460e-01,2.298823354783288586e+00,5.421017733226400459e+00,3.481169632860880991e-02,-6.142123614859008873e-02
2.205441088217643753e+01,8.602560468264850435e-01,2.298992176859119940e+00,5.424835908637112958e+00,3.483838374979086883e-02,6.810045250799087735e-02
2.206441288257651578e+01,8.606046333040083818e-01,2.299161337333778032e+00,5.428658337050569216e+00,3.486508898881729435e-02,2.784746039423602326e-02
2.207441488297659760e+01,8.609534869633265197e-01,2.299330836195190297e+00,5.432485024143550056e+00,3.489181202809737981e-02,4.877146227893623676e-02
2.208441688337667586e+01,8.613026080039374310e-01,2.299500673431167375e+00,5.436315975600471972e+00,3.491855284680567273e-02,-9.940704363011926281e-02
2.209441888377675767e+01,8.616519966277381704e-01,2.299670849029403996e+00,5.440151197113401338e+00,3.494531142087953235e-02,5.780156455577493968e-02
2.210442088417683593e+01,8.620016530390240961e-01,2.299841362977475434e+00,5.443990694382042861e+00,3.497208772301407809e-02,-1.025537026169048571e-01
2.211442288457691774e+01,8.623515774444895365e-01,2.300012215262841053e+00,5.447834473113749354e+00,3.499888172266130137e-02,-8.371435027602402990e-03
2.212442488497699600e+01,8.627017700532273459e-01,2.300183405872842535e+00,5.451682539023511964e+00,3.502569338602079529e-02,7.932076408252118627e-02
2.213442688537707781e+01,8.630522310767292371e-01,2.300354934794704320e+00,5.455534897833969943e+00,3.505252267604058725e-02,-5.617133497027743116e-02
2.214442888577715607e+01,8.634029607170246035e-01,2.300526802016878314e+00,5.459391555281482233e+00,3.507936956911655857e-02,-5.811076578769974743e-02
2.215443088617723788e+01,8.637539591253556859e-01,2.300699007533678397e+00,5.463252517130442243e+00,3.510623411249974568e-02,1.261728444488091627e-02
2.216443288657731614e+01,8.641052264466190236e-01,2.300871551340242682e+00,5.467117789151586749e+00,3.513311636186072784e-02,1.174661202952832495e-01
2.217443488697739795e+01,8.644567628285499961e-01,2.301044433431537417e+00,5.470987377123410766e+00,3.516001636907545302e-02,1.159426300233946938e-01
2.218443688737747621e+01,8.648085684213649982e-01,2.301217653802398289e+00,5.474861286832449103e+00,3.518693418273949325e-02,4.772807946097079590e-03
2.219443888777755802e+01,8.651606433777627725e-01,2.301391212447530421e+00,5.478739524073289680e+00,3.521386984816238241e-02,8.519000623440348141e-02
2.220444088817763628e+01,8.655129878529226328e-01,2.301565109361508821e+00,5.482622094648560207e+00,3.524082340736639507e-02,6.418662999459692764e-02
2.221444288857771809e+01,8.658656020045061297e-01,2.301739344538777488e+00,5.486509004368941511e+00,3.526779489907866383e-02,4.831687752826804155e-02
2.222444488897779635e+01,8.662184859926558289e-01,2.301913917973649415e+00,5.490400259053151544e+00,3.529478435873001363e-02,5.301419652996798570e-02
2.223444688937787816e+01,8.665716399799959779e-01,2.302088829660307479e+00,5.494295864527961371e+00,3.532179181844868898e-02,-9.836495979609269358e-04
2.224444888977795642e+01,8.669250641316321726e-01,2.302264079592803991e+00,5.498195826628184513e+00,3.534881730705852210e-02,7.535102026369933093e-02
2.225445089017803824e+01,8.672787586151519124e-01,2.302439667765061149e+00,5.502100151196683164e+00,3.537586085007360381e-02,8.837426796777597682e-02
2.226445289057811650e+01,8.676327236006234900e-01,2.302615594170869695e+00,5.506008844084360199e+00,3.540292246969428680e-02,1.703984740765889516e-01
2.227445489097819831e+01,8.679869592605975459e-01,2.302791858803889813e+00,5.509921911150172491e+00,3.543000218480346630e-02,8.118980778933272691e-02
2.228445689137827657e+01,8.683414657701052919e-01,2.302968461657652011e+00,5.513839358261114043e+00,3.545710001096119557e-02,-8.727888669518302223e-02
2.229445889177835838e+01,8.686962433066602873e-01,2.303145402725555790e+00,5.517761191292232859e+00,3.548421596040346460e-02,-2.487087390499015394e-02
2.230446089217843664e+01,8.690512920502568850e-01,2.303322682000869648e+00,5.521687416126615844e+00,3.551135004203453960e-02,5.201658355720949894e-02
2.231446289257851845e+01,8.694066121833714522e-01,2.303500299476731517e+00,5.525618038655403019e+00,3.553850226142551971e-02,3.879195830604335871e-02
2.232446489297859671e+01,8.697622038909614828e-01,2.303678255146149656e+00,5.529553064777773308e+00,3.556567262080889691e-02,-5.765480179854738652e-02
2.233446689337867852e+01,8.701180673604662630e-01,2.303856549002001319e+00,5.533492500400956970e+00,3.559286111907605799e-02,2.839452904750501203e-02
2.234446889377875678e+01,8.704742027818060945e-01,2.304035181037032309e+00,5.537436351440226723e+00,3.562006775177078977e-02,1.748427013125066626e-02
2.235447089417883504e+01,8.708306103473834048e-01,2.304214151243858755e+00,5.541384623818903066e+00,3.564729251108567087e-02,3.293335706621052655e-02
2.236447289457891685e+01,8.711872902520818585e-01,2.304393459614966222e+00,5.545337323468353397e+00,3.567453538586012884e-02,2.931125824891590154e-02
2.237447489497899511e+01,8.715442426932662467e-01,2.304573106142709271e+00,5.549294456327988456e+00,3.570179636157472247e-02,8.148752600461983686e-02
2.238447689537907692e+01,8.719014678707833754e-01,2.304753090819312344e+00,5.553256028345267659e+00,3.572907542034642336e-02,1.087042691135788608e-01
2.239447889577915518e+01,8.722589659869612877e-01,2.304933413636868877e+00,5.557222045475691985e+00,3.575637254092506323e-02,6.968825752639773441e-02
2.240448089617923699e+01,8.726167372466094863e-01,2.305114074587342188e+00,5.561192513682815530e+00,3.578368769868989219e-02,-1.998115086481724867e-02
2.241448289657931525e+01,8.729747818570190443e-01,2.305295073662564587e+00,5.565167438938231292e+00,3.581102086564491582e-02,-7.597827256984490685e-03
2.242448489697939706e+01,8.733331000279626055e-01,2.305476410854237823e+00,5.569146827221582718e+00,3.583837201041278897e-02,2.491124309176438734e-03
2.243448689737947532e+01,8.736916919716940511e-01,2.305658086153933084e+00,5.573130684520556599e+00,3.586574109823598144e-02,3.281848951187471553e-02
2.244448889777955713e+01,8.740505579029491656e-01,2.305840099553091438e+00,5.577119016830888398e+00,3.589312809096550927e-02,1.433238397936144326e-02
2.245449089817963539e+01,8.744096980331325097e-01,2.306022451043678423e+00,5.581111830159509068e+00,3.592053295530239776e-02,1.820028065621053306e-02
2.246449289857971721e+01,8.747691125245217192e-01,2.306205140623294625e+00,5.585109130542936562e+00,3.594795572697440100e-02,-1.039513771863576769e-02
2.247449489897979547e+01,8.751288015227203232e-01,2.306388168291497287e+00,5.589110924027685279e+00,3.597539646452718731e-02,8.322146031468578842e-02
2.248449689937987728e+01,8.754887651767753187e-01,2.306571534047597627e+00,5.593117216667796932e+00,3.600285522179708098e-02,7.836193916158312733e-02
2.249449889977995554e+01,8.758490036383016486e-01,2.306755237890762089e+00,5.597128014525773132e+00,3.603033204920308430e-02,8.355041056846788938e-02
2.250450090018003735e+01,8.762095170614818684e-01,2.306939279820013677e+00,5.601143323672588714e+00,3.605782699374299183e-02,3.183973789691078859e-02
2.251450290058011561e+01,8.765703056030661466e-01,2.307123659834230622e+00,5.605163150187681076e+00,3.608534009898833883e-02,5.862926217335598378e-02
2.252450490098019742e+01,8.769313694223729305e-01,2.307308377932147714e+00,5.609187500158961726e+00,3.611287140508229188e-02,-9.637355832793903510e-03
2.253450690138027568e+01,8.772927086812876141e-01,2.307493434112354525e+00,5.613216379682803847e+00,3.614042094873209932e-02,-1.464322049775251822e-02
2.254450890178035749e+01,8.776543235442642032e-01,2.307678828373297630e+00,5.617249794864053847e+00,3.616798876320725942e-02,8.788491585304918086e-03
2.255451090218043575e+01,8.780162141783237617e-01,2.307864560713278834e+00,5.621287751816020695e+00,3.619557487833463538e-02,6.525479229148263560e-02
2.256451290258051756e+01,8.783783807530557430e-01,2.308050631130456054e+00,5.625330256660485695e+00,3.622317932049451406e-02,2.860272793574128794e-02
2.257451490298059582e+01,8.787408234406165475e-01,2.308237039622842879e+00,5.629377315527694492e+00,3.625080211261494378e-02,-2.102213420500475410e-02
2.258451690338067763e+01,8.791035424157311873e-01,2.308423786188309457e+00,5.633428934556363288e+00,3.627844327416862580e-02,4.077722387932503079e-02
2.259451890378075589e+01,8.794665378556917323e-01,2.308610870824580719e+00,5.637485119893674401e+00,3.630610282116880638e-02,5.729873730970497236e-02
2.260452090418083770e+01,8.798298099403585315e-01,2.308798293529237711e+00,5.641545877695278932e+00,3.633378076616344821e-02,4.435020957848929274e-02
2.261452290458091596e+01,8.801933588521593244e-01,2.308986054299718038e+00,5.645611214125293209e+00,3.636147711823234374e-02,2.909473245223885562e-03
2.262452490498099777e+01,8.805571847760900184e-01,2.309174153133314977e+00,5.649681135356306783e+00,3.638919188298356255e-02,3.949334869747660182e-02
2.263452690538107603e+01,8.809212878997135787e-01,2.309362590027177031e+00,5.653755647569369991e+00,3.641692506254617934e-02,1.522217991678058088e-02
2.264452890578115785e+01,8.812856684131615825e-01,2.309551364978309262e+00,5.657834756954008171e+00,3.644467665556827551e-02,2.005514572282468891e-02
2.265453090618123611e+01,8.816503265091325536e-01,2.309740477983571960e+00,5.661918469708207446e+00,3.647244665721255386e-02,3.188779745708323482e-02
2.266453290658131792e+01,8.820152623828934058e-01,2.309929929039681973e+00,5.666006792038428053e+00,3.650023505915067634e-02,7.406881497716326368e-02
2.267453490698139618e+01,8.823804762322784434e-01,2.310119718143211376e+00,5.670099730159592788e+00,3.652804184955993350e-02,1.276924841746239214e-01
2.268453690738147799e+01,8.827459682576899169e-01,2.310309845290589248e+00,5.674197290295097673e+00,3.655586701311924758e-02,1.143930748305191508e-01
2.269453890778155625e+01,8.831117386620975784e-01,2.310500310478098562e+00,5.678299478676799517e+00,3.658371053100301085e-02,6.792087248625515439e-02
2.270454090818163806e+01,8.834777876510393479e-01,2.310691113701880184e+00,5.682406301545031013e+00,3.661157238087858756e-02,1.653236567652660582e-02
2.271454290858171632e+01,8.838441154326203142e-01,2.310882254957929760e+00,5.686517765148583869e+00,3.663945253690142900e-02,2.113810728230855127e-02
2.272454490898179813e+01,8.842107222175140668e-01,2.311073734242099054e+00,5.690633875744727455e+00,3.666735096971057706e-02,2.331645502919284935e-02
2.273454690938187639e+01,8.845776082189612533e-01,2.311265551550095054e+00,5.694754639599189261e+00,3.669526764642239147e-02,9.424730841604991860e-02
2.274454890978195820e+01,8.849447736527706887e-01,2.311457706877482199e+00,5.698880062986172668e+00,3.672320253063154905e-02,-1.015427656754336050e-01
2.275455091018203646e+01,8.853122187373188012e-01,2.311650200219679263e+00,5.703010152188341841e+00,3.675115558239955282e-02,4.964124345929812887e-02
2.276455291058211827e+01,8.856799436879827514e-01,2.311843031572584639e+00,5.707144913499891281e+00,3.677912676618466659e-02,-6.284534472562003371e-02
2.277455491098219653e+01,8.860479486701081653e-01,2.312036200937779729e+00,5.711284353245668299e+00,3.680711611706061204e-02,3.661360712495220077e-02
2.278455691138227834e+01,8.864162338308243516e-01,2.312229708318948695e+00,5.715428477761414605e+00,3.683512369517166762e-02,1.030623723677478037e-01
2.279455891178235660e+01,8.867847993208319846e-01,2.312423553719509250e+00,5.719577293390734063e+00,3.686314955574043761e-02,-8.683900942771737019e-03
2.280456091218243841e+01,8.871536452934899453e-01,2.312617737142722785e+00,5.723730806486146072e+00,3.689119375043015125e-02,-7.725219425616475233e-02
2.281456291258251667e+01,8.875227719048138786e-01,2.312812258591692149e+00,5.727889023409074909e+00,3.691925632733966678e-02,1.017752907229483722e-01
2.282456491298259849e+01,8.878921793134780804e-01,2.313007118069362100e+00,5.732051950529859496e+00,3.694733733099636597e-02,1.122384572315819340e-01
2.283456691338267674e+01,8.882618676808136104e-01,2.313202315578519297e+00,5.736219594227741858e+00,3.697543680235448882e-02,6.190428968080820271e-02
2.284456891378275856e+01,8.886318371708096242e-01,2.313397851121792304e+00,5.740391960890880441e+00,3.700355477879035959e-02,9.976696945010447848e-02
2.285457091418283682e+01,8.890020879501125961e-01,2.313593724701652032e+00,5.744569056916337679e+00,3.703169129409700222e-02,-3.092797717232156907e-03
2.286457291458291863e+01,8.893726201880269855e-01,2.313789936320412188e+00,5.748750888710090656e+00,3.705984637847969942e-02,9.569059596826978709e-02
2.287457491498299689e+01,8.897434340565145705e-01,2.313986485980226604e+00,5.752937462687021331e+00,3.708802005855116324e-02,1.221192300478360776e-01
2.288457691538307870e+01,8.901145297301947812e-01,2.314183373683092348e+00,5.757128785270925420e+00,3.711621235732914803e-02,6.912515890021873888e-02
2.289457891578315696e+01,8.904859073863448105e-01,2.314380599430848839e+00,5.761324862894505294e+00,3.714442329422790179e-02,5.119763254160083349e-02
2.290458091618323877e+01,8.908575672048993921e-01,2.314578163225176510e+00,5.765525701999374419e+00,3.717265288505799958e-02,1.013370698276462173e-01
2.291458291658331703e+01,8.912295093684508007e-01,2.314776065067598587e+00,5.769731309036055578e+00,3.720090114201773934e-02,9.379827853003885885e-02
2.292458491698339884e+01,8.916017340622490739e-01,2.314974304959479756e+00,5.773941690463981757e+00,3.722916807369275327e-02,-2.122013719726423275e-04
2.293458691738347710e+01,8.919742414742016789e-01,2.315172882902027052e+00,5.778156852751492600e+00,3.725745368504790322e-02,1.052587861169608230e-01
2.294458891778355891e+01,8.923470317948739572e-01,2.315371798896289857e+00,5.782376802375843283e+00,3.728575797742406106e-02,7.451674213818679227e-02
2.295459091818363717e+01,8.927201052174885687e-01,2.315571052943159014e+00,5.786601545823192083e+00,3.731408094853494450e-02,4.524882052665986365e-02
2.296459291858371898e+01,8.930934619379262696e-01,2.315770645043367271e+00,5.790831089588611924e+00,3.734242259245873496e-02,1.025283672184259948e-01
2.297459491898379724e+01,8.934671021547246905e-01,2.315970575197489278e+00,5.795065440176081495e+00,3.737078289963807753e-02,8.364340771090474080e-02
2.298459691938387905e+01,8.938410260690798914e-01,2.316170843405943369e+00,5.799304604098494131e+00,3.739916185687175432e-02,7.469588761623133233e-02
2.299459891978395731e+01,8.942152338848448068e-01,2.316371449668987559e+00,5.803548587877646270e+00,3.742755944731296358e-02,1.203514955976779655e-02
2.300460092018403913e+01,8.945897258085308001e-01,2.316572393986723100e+00,5.807797398044249881e+00,3.745597565046254740e-02,7.912970664880830673e-02
2.301460292058411738e+01,8.949645020493058878e-01,2.316773676359093592e+00,5.812051041137920926e+00,3.748441044216554996e-02,-1.794131017293440489e-02
2.302460492098419920e+01,8.953395628189967370e-01,2.316975296785883653e+00,5.816309523707192675e+00,3.751286379460572196e-02,3.119040765603128124e-02
2.303460692138427746e+01,8.957149083320866678e-01,2.317177255266720692e+00,5.820572852309499723e+00,3.754133567630202339e-02,-4.712172817298032612e-02
2.304460892178435927e+01,8.960905388057174292e-01,2.317379551801073578e+00,5.824841033511192201e+00,3.756982605210384962e-02,-4.764976892817388010e-02
2.305461092218443753e+01,8.964664544596877560e-01,2.317582186388253973e+00,5.829114073887526004e+00,3.759833488318398143e-02,5.975114004937907147e-02
2.306461292258451934e+01,8.968426555164545899e-01,2.317785159027414554e+00,5.833391980022670786e+00,3.762686212703847399e-02,3.352652714908595233e-02
2.307461492298459760e+01,8.972191421901832831e-01,2.317988469718763156e+00,5.837674758515487561e+00,3.765540775311043697e-02,4.189312781538846037e-02
2.308461692338467941e+01,8.975959146398921895e-01,2.318192118468687113e+00,5.841962415996743374e+00,3.768397180884586195e-02,6.728147064628497986e-02
2.309461892378475767e+01,8.979729730150567413e-01,2.318396105284699527e+00,5.846254959105466220e+00,3.771255435466375205e-02,5.521173874453674801e-02
2.310462092418483948e+01,8.983503174684162040e-01,2.318600430174082128e+00,5.850552394489607622e+00,3.774115544652173471e-02,-6.578062128585221435e-03
2.311462292458491774e+01,8.987279481554608651e-01,2.318805093143946117e+00,5.854854728806485831e+00,3.776977513666696096e-02,4.144136427469924389e-02
2.312462492498499955e+01,8.991058652344325886e-01,2.319010094201229943e+00,5.859161968722796487e+00,3.779841347363027682e-02,3.444490307734279083e-02
2.313462692538507781e+01,8.994840688663238160e-01,2.319215433352699751e+00,5.863474120914601073e+00,3.782707050222011702e-02,1.182855006217346447e-02
2.314462892578515962e+01,8.998625592148790098e-01,2.319421110604948932e+00,5.867791192067340234e+00,3.785574626351961847e-02,3.162832427549096964e-02
2.315463092618523788e+01,9.002413364465932100e-01,2.319627125964400349e+00,5.872113188875819567e+00,3.788444079488051397e-02,1.961363959006615434e-02
2.316463292658531969e+01,9.006204007307130333e-01,2.319833479437303225e+00,5.876440118044225613e+00,3.791315412992041223e-02,5.457712247809977379e-03
2.317463492698539795e+01,9.009997522392360070e-01,2.320040171029735809e+00,5.880771986286108977e+00,3.794188629851519279e-02,2.122885787366431479e-02
2.318463692738547977e+01,9.013793911469113462e-01,2.320247200747602712e+00,5.885108800324397649e+00,3.797063732679534231e-02,4.971975095660733507e-02
2.319463892778555802e+01,9.017593176312389547e-01,2.320454568596638012e+00,5.889450566891389016e+00,3.799940723714279045e-02,1.411606740299135021e-01
2.320464092818563984e+01,9.021395318724703127e-01,2.320662274582402596e+00,5.893797292728756965e+00,3.802819604818402643e-02,-2.820926351746660954e-03
2.321464292858571810e+01,9.025200340536080335e-01,2.320870318710285929e+00,5.898148984587540333e+00,3.805700377478493657e-02,6.415287174622771871e-02
2.322464492898579991e+01,9.029008243604059736e-01,2.321078700985504728e+00,5.902505649228158902e+00,3.808583042804908336e-02,-3.498060725572785246e-02
2.323464692938587817e+01,9.032819029813689005e-01,2.321287421413103402e+00,5.906867293420397402e+00,3.811467601530982297e-02,1.176159171404204673e-01
2.324464892978595998e+01,9.036632701077534913e-01,2.321496479997955387e+00,5.911233923943418844e+00,3.814354054012597528e-02,2.147477412328730600e-02
2.325465093018603824e+01,9.040449259335667787e-01,2.321705876744760477e+00,5.915605547585752078e+00,3.817242400227860433e-02,4.511620692571748081e-02
2.326465293058612005e+01,9.044268706555679271e-01,2.321915611658047496e+00,5.919982171145305117e+00,3.820132639776480099e-02,1.020722855204174856e-01
2.327465493098619831e+01,9.048091044732664567e-01,2.322125684742172069e+00,5.924363801429352705e+00,3.823024771879307560e-02,8.761410486580031853e-02
2.328465693138627657e+01,9.051916275889235752e-01,2.322336096001319294e+00,5.928750445254544310e+00,3.825918795377875048e-02,-3.633378107569977533e-02
2.329465893178635838e+01,9.055744402075518451e-01,2.322546845439500629e+00,5.933142109446903234e+00,3.828814708733851990e-02,6.604779058118338819e-02
2.330466093218643664e+01,9.059575425369146284e-01,2.322757933060555224e+00,5.937538800841820397e+00,3.831712510028689733e-02,2.694751124652648017e-02
2.331466293258651845e+01,9.063409347875269750e-01,2.322969358868151701e+00,5.941940526284064994e+00,3.834612196962960962e-02,6.930229939689667995e-02
2.332466493298659671e+01,9.067246171726546233e-01,2.323181122865785486e+00,5.946347292627772063e+00,3.837513766855993325e-02,4.599435705365118032e-02
2.333466693338667852e+01,9.071085899083148885e-01,2.323393225056779254e+00,5.950759106736455806e+00,3.840417216645503062e-02,7.520613583077373487e-02
2.334466893378675678e+01,9.074928532132763292e-01,2.323605665444285151e+00,5.955175975482995376e+00,3.843322542886712379e-02,5.303100735439207625e-02
2.335467093418683859e+01,9.078774073090585262e-01,2.323818444031281683e+00,5.959597905749649982e+00,3.846229741752221765e-02,3.146958083623617453e-02
2.336467293458691685e+01,9.082622524199323033e-01,2.324031560820575493e+00,5.964024904428042895e+00,3.849138809031360520e-02,9.734033753410070711e-02
2.337467493498699866e+01,9.086473887728244714e-01,2.324245015814812909e+00,5.968456978419241388e+00,3.852049740143742573e-02,-3.868183159099464197e-02
2.338467693538707692e+01,9.090328165669842031e-01,2.324458809019798622e+00,5.972894134648688791e+00,3.854962534475786518e-02,1.689662142426822181e-02
2.339467893578715874e+01,9.094185359533308866e-01,2.324672940446677938e+00,5.977336380067430177e+00,3.857877198235387661e-02,-9.201178585511664287e-03
2.340468093618723699e+01,9.098045470842234250e-01,2.324887410106532659e+00,5.981783721633449069e+00,3.860793737404616399e-02,3.141436024968866092e-02
2.341468293658731881e+01,9.101908501148702202e-01,2.325102218010257182e+00,5.986236166314592211e+00,3.863712157578846895e-02,1.713998505599019506e-02
2.342468493698739707e+01,9.105774452033278399e-01,2.325317364168560275e+00,5.990693721088556245e+00,3.866632463966368505e-02,3.126392487197787728e-02
2.343468693738747888e+01,9.109643325105020173e-01,2.325532848591963297e+00,5.995156392942901036e+00,3.869554661387819561e-02,1.417363669623918424e-02
2.344468893778755714e+01,9.113515122001465407e-01,2.325748671290801983e+00,5.999624188875037234e+00,3.872478754275598956e-02,1.524488718261857514e-02
2.345469093818763895e+01,9.117389844388646969e-01,2.325964832275223770e+00,6.004097115892237824e+00,3.875404746673677403e-02,-4.344853302997858657e-02
2.346469293858771721e+01,9.121267493961076056e-01,2.326181331555191356e+00,6.008575181011625688e+00,3.878332642236598238e-02,3.689985144899590036e-02
2.347469493898779902e+01,9.125148072441761071e-01,2.326398169140480032e+00,6.013058391260186930e+00,3.881262444229399700e-02,5.422786991847607097e-02
2.348469693938787728e+01,9.129031581582186528e-01,2.326615345040677685e+00,6.017546753674758442e+00,3.884194155526943248e-02,9.024300568998652738e-03
2.349469893978795909e+01,9.132918023162333032e-01,2.326832859265186570e+00,6.022040275302038559e+00,3.887127778613458373e-02,6.024399701582673627e-03
2.350470094018803735e+01,9.136807398990661744e-01,2.327050711823222429e+00,6.026538963198577292e+00,3.890063315581882009e-02,6.671809693662072993e-03
2.351470294058811916e+01,9.140699710904125475e-01,2.327268902723813593e+00,6.031042824430786986e+00,3.893000768133558775e-02,1.228820528570980924e-01
2.352470494098819742e+01,9.144594960768159808e-01,2.327487431975802767e+00,6.035551866074929883e+00,3.895940137577730278e-02,4.836029150332769866e-02
2.353470694138827923e+01,9.148493150476691982e-01,2.327706299587844807e+00,6.040066095217132336e+00,3.898881424830757947e-02,5.837579625068656242e-02
2.354470894178835749e+01,9.152394281952132005e-01,2.327925505568408937e+00,6.044585518953368819e+00,3.901824630415862138e-02,2.399796037556468919e-02
2.355471094218843930e+01,9.156298357145380429e-01,2.328145049925776977e+00,6.049110144389479693e+00,3.904769754462711351e-02,1.405044370660742808e-02
2.356471294258851756e+01,9.160205378035819468e-01,2.328364932668045562e+00,6.053639978641152553e+00,3.907716796706567353e-02,-4.851809022247070835e-03
2.357471494298859938e+01,9.164115346631326320e-01,2.328585153803123031e+00,6.058175028833939990e+00,3.910665756488013178e-02,1.162130470967056017e-01
2.358471694338867763e+01,9.168028264968257623e-01,2.328805713338731653e+00,6.062715302103243609e+00,3.913616632752447977e-02,-4.588534480205991306e-02
2.359471894378875945e+01,9.171944135111462781e-01,2.329026611282407622e+00,6.067260805594328232e+00,3.916569424049415327e-02,5.416420829541228332e-02
2.360472094418883771e+01,9.175862959154271747e-01,2.329247847641500169e+00,6.071811546462308584e+00,3.919524128532353435e-02,3.799316285391512310e-02
2.361472294458891952e+01,9.179784739218510570e-01,2.329469422423171565e+00,6.076367531872163497e+00,3.922480743957673655e-02,2.644369264005740072e-02
2.362472494498899778e+01,9.183709477454481407e-01,2.329691335634398008e+00,6.080928768998720813e+00,3.925439267684777134e-02,-3.906598372889263926e-02
2.363472694538907959e+01,9.187637176040983622e-01,2.329913587281968734e+00,6.085495265026672485e+00,3.928399696675105579e-02,-2.246727456952969659e-02
2.364472894578915785e+01,9.191567837185296019e-01,2.330136177372486017e+00,6.090067027150558587e+00,3.931362027491797084e-02,8.839685640129413269e-02
