t,m,h,dm_dt,dm_dt_noisy
4.432886577315463228e+01,3.303593840716936292e-01,8.086915049517806597e-01,-7.969046536271395809e-06,-1.935722401941760221e-02
4.434486897379476034e+01,3.303592567377949263e-01,8.086610990432134827e-01,-7.965561675454813084e-06,1.449483892821874613e-02
4.436087217443488839e+01,3.303591294514431342e-01,8.086307093883530195e-01,-7.962044836620774113e-06,-4.946022523511590420e-03
4.437687537507501645e+01,3.303590022120703740e-01,8.086003359785086664e-01,-7.958494632864798746e-06,1.248670528973427549e-02
4.439287857571514451e+01,3.303588750191845391e-01,8.085699788049952597e-01,-7.954909871862869686e-06,-1.979631423604956073e-02
4.440888177635527256e+01,3.303587478723691850e-01,8.085396378591328537e-01,-7.951289554705698315e-06,3.682828621993442398e-03
4.442488497699540062e+01,3.303586207712838618e-01,8.085093131322464988e-01,-7.947632877425281350e-06,-4.976983404798396987e-03
4.444088817763552868e+01,3.303584937156637813e-01,8.084790046156665744e-01,-7.943939229176910644e-06,-1.079442651113358791e-02
4.445689137827565673e+01,3.303583667053198725e-01,8.084487123007283449e-01,-7.940208193141229387e-06,9.640042601544935100e-03
4.447289457891578479e+01,3.303582397401390036e-01,8.084184361787726258e-01,-7.936439547148732565e-06,1.282523694876325226e-02
4.448889777955591285e+01,3.303581128200837047e-01,8.083881762411450067e-01,-7.932633262042187994e-06,-5.831732750502304462e-03
4.450490098019604090e+01,3.303579859451924450e-01,8.083579324791965171e-01,-7.928789503328093069e-06,6.419938629744283663e-03
4.452090418083616896e+01,3.303578591155792998e-01,8.083277048842831825e-01,-7.924908629733384835e-06,-1.068318079485536601e-02
4.453690738147629702e+01,3.303577323314342840e-01,8.082974934477663576e-01,-7.920991194246274070e-06,-6.149949784561168677e-03
4.455291058211642508e+01,3.303576055930230182e-01,8.082672981610122820e-01,-7.917037943352966956e-06,-2.444078695536695215e-03
4.456891378275655313e+01,3.303574789006871737e-01,8.082371190153925244e-01,-7.913049817565021016e-06,-3.458006629370266854e-03
4.458491698339668119e+01,3.303573522548439168e-01,8.082069560022839827e-01,-7.909027950878111390e-06,6.334844329119706380e-03
4.460092018403680925e+01,3.303572256559864639e-01,8.081768091130684395e-01,-7.904973671257753409e-06,-1.199117940997553380e-02
4.461692338467693730e+01,3.303570991046836380e-01,8.081466783391330067e-01,-7.900888500236846745e-06,9.607880460047705726e-03
4.463292658531706536e+01,3.303569726015801455e-01,8.081165636718696810e-01,-7.896774153040575506e-06,9.590488788496049147e-03
4.464892978595719342e+01,3.303568461473963547e-01,8.080864651026761214e-01,-7.892632538225585748e-06,-2.169160444065090093e-03
4.466493298659732147e+01,3.303567197429286284e-01,8.080563826229546498e-01,-7.888465758595919475e-06,-1.176400356865616413e-02
4.468093618723744953e+01,3.303565933890489359e-01,8.080263162241130281e-01,-7.884276109912380370e-06,-2.361237482532310347e-02
4.469693938787757759e+01,3.303564670867050745e-01,8.079962658975640144e-01,-7.880066081836223368e-06,-6.335281866046267802e-04
4.471294258851770564e+01,3.303563408369206700e-01,8.079662316347258066e-01,-7.875838357374043142e-06,-7.115991039784245673e-03
4.472894578915783370e+01,3.303562146407951761e-01,8.079362134270213769e-01,-7.871595813252474372e-06,1.008765014430122254e-03
4.474494898979796176e+01,3.303560884995037084e-01,8.079062112658791373e-01,-7.867341519446346965e-06,-1.048081928139007676e-02
4.476095219043808981e+01,3.303559624142972106e-01,8.078762251427326069e-01,-7.863078739317463928e-06,1.859123311544259074e-05
4.477695539107821787e+01,3.303558363865025105e-01,8.078462550490204119e-01,-7.858810929947668278e-06,-6.184479305864866092e-04
4.479295859171834593e+01,3.303557104175220971e-01,8.078163009761863966e-01,-7.854541741666998256e-06,1.037390057749121145e-04
4.480896179235847399e+01,3.303555845088342879e-01,8.077863629156794012e-01,-7.850275017942665023e-06,2.824925647234966409e-03
4.482496499299860204e+01,3.303554586619932287e-01,8.077564408589537059e-01,-7.846014795948041964e-06,2.886595149439240542e-03
4.484096819363873010e+01,3.303553328786288379e-01,8.077265347974684762e-01,-7.841765305882653081e-06,9.611285852145046160e-03
4.485697139427885816e+01,3.303552071604468066e-01,8.076966447226883172e-01,-7.837530971596673446e-06,-7.770297909759597312e-03
4.487297459491898621e+01,3.303550815092285986e-01,8.076667706260827195e-01,-7.833316409674995207e-06,7.132469959659129728e-03
4.488897779555911427e+01,3.303549559268313951e-01,8.076369124991263915e-01,-7.829126430020094674e-06,1.587113771575052569e-03
4.490498099619924233e+01,3.303548304151883719e-01,8.076070703332994816e-01,-7.824966036407143832e-06,-4.141263970149396643e-03
4.492098419683937038e+01,3.303547049763083110e-01,8.075772441200868013e-01,-7.820840424929698109e-06,-9.866194740739304969e-03
4.493698739747949844e+01,3.303545796122758227e-01,8.075474338509789352e-01,-7.816754985331964001e-06,1.444775515546893249e-02
4.495299059811962650e+01,3.303544543252514010e-01,8.075176395174710198e-01,-7.812715300453687561e-06,2.375067940531550448e-03
4.496899379875975455e+01,3.303543291174710905e-01,8.074878611110637427e-01,-7.808727145633409528e-06,-5.106589134368131992e-03
4.498499699939988261e+01,3.303542039912470418e-01,8.074580986232627877e-01,-7.804796490429311007e-06,7.301441622315248256e-04
4.500100020004001067e+01,3.303540789489669560e-01,8.074283520455791674e-01,-7.800929496371011851e-06,5.975690156867190651e-05
4.501700340068013872e+01,3.303539539930943625e-01,8.073986213695287795e-01,-7.797132518444493954e-06,-5.162320177860188139e-03
4.503300660132026678e+01,3.303538291261686188e-01,8.073689065866329617e-01,-7.793412104689645403e-06,-1.363475379974784379e-02
4.504900980196039484e+01,3.303537043508049109e-01,8.073392076884179369e-01,-7.789774995978215877e-06,1.531480756963652344e-03
4.506501300260052290e+01,3.303535796696941418e-01,8.073095246664153679e-01,-7.786228126360761337e-06,-1.594298270343616703e-03
4.508101620324065095e+01,3.303534550844913209e-01,8.072798575121530318e-01,-7.782775780965089929e-06,-2.771104528630583680e-03
4.509701940388077901e+01,3.303533305817463739e-01,8.072502062170423542e-01,-7.779383639910930626e-06,9.763502151611719998e-03
4.511302260452090707e+01,3.303532061550132903e-01,8.072205707725588208e-01,-7.776035287385130168e-06,-1.296180437192850227e-02
4.512902580516103512e+01,3.303530818021461757e-01,8.071909511702171081e-01,-7.772725298393901028e-06,-9.415631530508970781e-03
4.514502900580116318e+01,3.303529575210726321e-01,8.071613474015371104e-01,-7.769448436556469773e-06,1.613580233536928386e-03
4.516103220644129124e+01,3.303528333097937031e-01,8.071317594580436072e-01,-7.766199653924665824e-06,8.268967034752392267e-03
4.517703540708141929e+01,3.303527091663840398e-01,8.071021873312661521e-01,-7.762974090982921460e-06,6.073627041670742223e-03
4.519303860772154735e+01,3.303525850889917903e-01,8.070726310127395164e-01,-7.759767076620516235e-06,7.220847161059893576e-03
4.520904180836167541e+01,3.303524610758385993e-01,8.070430904940034678e-01,-7.756574128117699196e-06,-2.172049959710716655e-02
4.522504500900180346e+01,3.303523371252197194e-01,8.070135657666026585e-01,-7.753390951159566669e-06,4.937730658238366141e-03
4.524104820964193152e+01,3.303522132355038998e-01,8.069840568220866261e-01,-7.750213439822184469e-06,4.154794981491792202e-03
4.525705141028205958e+01,3.303520894051333312e-01,8.069545636520101262e-01,-7.747037676156254271e-06,6.787491813873381546e-03
4.527305461092218763e+01,3.303519656326238119e-01,8.069250862479326880e-01,-7.743859930908758571e-06,-6.762730685773037098e-03
4.528905781156231569e+01,3.303518419165646369e-01,8.068956246014188372e-01,-7.740676662690293419e-06,5.077494592508264779e-03
4.530506101220244375e+01,3.303517182556187093e-01,8.068661787040383171e-01,-7.737484518696713387e-06,9.950675913959965840e-03
4.532106421284257181e+01,3.303515946485223731e-01,8.068367485473654233e-01,-7.734280334209531205e-06,1.591392052166792567e-02
4.533706741348269986e+01,3.303514710940854693e-01,8.068073341229798912e-01,-7.731061132484895460e-06,2.553639306535050290e-03
4.535307061412282792e+01,3.303513475911914465e-01,8.067779354224661192e-01,-7.727824125156046442e-06,-1.308876683529699471e-02
4.536907381476295598e+01,3.303512241387971948e-01,8.067485524374135020e-01,-7.724566711719837997e-06,5.991611191893606025e-04
4.538507701540308403e+01,3.303511007359332119e-01,8.067191851594166518e-01,-7.721286480119604612e-06,6.430141262725955036e-03
4.540108021604321209e+01,3.303509773817035478e-01,8.066898335800748443e-01,-7.717981206217805479e-06,5.135641749423698263e-03
4.541708341668334015e+01,3.303508540752856382e-01,8.066604976909926839e-01,-7.714648853698879982e-06,1.898443014241586388e-02
4.543308661732346820e+01,3.303507308159305267e-01,8.066311774837794379e-01,-7.711287574485581331e-06,-1.914895784909157860e-03
4.544908981796359626e+01,3.303506076029628646e-01,8.066018729500493700e-01,-7.707895708489176378e-06,-9.989438775181901098e-03
4.546509301860372432e+01,3.303504844357806891e-01,8.065725840814220726e-01,-7.704471783595567835e-06,-6.213801592068231815e-03
4.548109621924385237e+01,3.303503613138555894e-01,8.065433108695215791e-01,-7.701014515221205059e-06,6.564907129386766092e-03
4.549709941988398043e+01,3.303502382367327628e-01,8.065140533059774741e-01,-7.697522807229018049e-06,-7.842901588263411286e-03
4.551310262052410849e+01,3.303501152040309030e-01,8.064848113824238940e-01,-7.693995751345550360e-06,-1.021789959810152915e-02
4.552910582116422944e+01,3.303499922154421453e-01,8.064555850905001932e-01,-7.690432626689114315e-06,-8.184030440633491624e-03
4.554510902180435750e+01,3.303498692707322881e-01,8.064263744218505003e-01,-7.686832900644091637e-06,1.202566812436189209e-02
4.556111222244448555e+01,3.303497463697405157e-01,8.063971793681240507e-01,-7.683196228125410698e-06,2.433177343823930607e-03
4.557711542308461361e+01,3.303496235123796754e-01,8.063679999209750759e-01,-7.679522452092024665e-06,-3.238667668094375590e-03
4.559311862372474167e+01,3.303495006986360005e-01,8.063388360720628034e-01,-7.675811602825266533e-06,8.479441606641737600e-03
4.560912182436486972e+01,3.303493779285693877e-01,8.063096878130512346e-01,-7.672063898872538701e-06,6.878891364096599917e-03
4.562512502500499778e+01,3.303492552023131745e-01,8.062805551356097000e-01,-7.668279746242401274e-06,-9.539190590366569342e-03
4.564112822564512584e+01,3.303491325200741957e-01,8.062514380314121931e-01,-7.664459738196405247e-06,8.304585773211817235e-03
4.565713142628525389e+01,3.303490098821329490e-01,8.062223364921378144e-01,-7.660604656511971200e-06,2.502479134921499048e-03
4.567313462692538195e+01,3.303488872888432626e-01,8.061932505094706602e-01,-7.656715469692154663e-06,-2.027459617317237811e-02
4.568913782756551001e+01,3.303487647406327388e-01,8.061641800750998232e-01,-7.652793334783636325e-06,-1.162041490017404720e-02
4.570514102820563807e+01,3.303486422380021992e-01,8.061351251807191698e-01,-7.648839595378320588e-06,2.681649331659198728e-03
4.572114422884576612e+01,3.303485197815262953e-01,8.061060858180278954e-01,-7.644855783417447981e-06,4.910010808923673080e-03
4.573714742948589418e+01,3.303483973718530087e-01,8.060770619787298585e-01,-7.640843617942594257e-06,-2.726677590199481568e-03
4.575315063012602224e+01,3.303482750097038734e-01,8.060480536545341357e-01,-7.636805005512004030e-06,-9.750007574491233869e-03
4.576915383076615029e+01,3.303481526958740866e-01,8.060190608371544663e-01,-7.632742040505902104e-06,2.569284952766740741e-03
4.578515703140627835e+01,3.303480304312321758e-01,8.059900835183100298e-01,-7.628657004224437266e-06,-1.795950529573444102e-02
4.580116023204640641e+01,3.303479082167202763e-01,8.059611216897245578e-01,-7.624552365900760798e-06,5.624341931386505830e-03
4.581716343268653446e+01,3.303477860533541310e-01,8.059321753431271107e-01,-7.620430781785092478e-06,-1.361916490072557530e-03
4.583316663332666252e+01,3.303476639422228689e-01,8.059032444702513009e-01,-7.616295095588809794e-06,-1.355642294530739101e-04
4.584916983396679058e+01,3.303475418844892819e-01,8.058743290628360700e-01,-7.612148338484447940e-06,-6.298635294672364111e-03
4.586517303460691863e+01,3.303474198813895479e-01,8.058454291126252444e-01,-7.607993729008555306e-06,8.339140938820592541e-03
4.588117623524704669e+01,3.303472979342335081e-01,8.058165446113676467e-01,-7.603834672548215323e-06,-2.287573538694274988e-02
4.589717943588717475e+01,3.303471760444043892e-01,8.057876755508169841e-01,-7.599674762229224889e-06,-8.419753962808477349e-03
4.591318263652730280e+01,3.303470542133590815e-01,8.057588219227320714e-01,-7.595517778430371791e-06,5.877365745321197835e-03
4.592918583716743086e+01,3.303469324426279163e-01,8.057299837188766078e-01,-7.591367688297712135e-06,-6.786320309772064970e-03
4.594518903780755892e+01,3.303468107338147774e-01,8.057011609310192890e-01,-7.587228646743771066e-06,1.461825498517507760e-02
4.596119223844768698e+01,3.303466890885971008e-01,8.056723535509339174e-01,-7.583104995420586469e-06,4.380107196350575827e-03
4.597719543908781503e+01,3.303465675087257636e-01,8.056435615703989583e-01,-7.579001263205431549e-06,-7.355788161662650537e-03
4.599319863972794309e+01,3.303464459960251953e-01,8.056147849811982065e-01,-7.574922166117548095e-06,1.116176056767038266e-02
4.600920184036807115e+01,3.303463245523934888e-01,8.055860237751202302e-01,-7.570872607456924364e-06,-6.782320839784658582e-04
4.602520504100819920e+01,3.303462031798020671e-01,8.055572779439585940e-01,-7.566857677360205869e-06,6.001303202759751196e-03
4.604120824164832726e+01,3.303460818802960164e-01,8.055285474795120804e-01,-7.562882653078251138e-06,-5.822039199690232439e-03
4.605721144228845532e+01,3.303459606559939199e-01,8.054998323735839127e-01,-7.558952999128787376e-06,-5.649480795615968200e-03
4.607321464292858337e+01,3.303458395090877464e-01,8.054711326179829767e-01,-7.555074366213943016e-06,7.314513083319608075e-03
4.608921784356871143e+01,3.303457184418432391e-01,8.054424482045224876e-01,-7.551252593065993501e-06,1.308803617496722685e-03
4.610522104420883949e+01,3.303455974565994713e-01,8.054137791250212119e-01,-7.547493704740393383e-06,-7.143971067627662846e-03
4.612122424484896754e+01,3.303454765557691242e-01,8.053851253713024683e-01,-7.543803913351299073e-06,-8.346130026744193880e-03
4.613722744548909560e+01,3.303453557418384312e-01,8.053564869351946820e-01,-7.540189617905035391e-06,6.770991324353135138e-03
4.615323064612922366e+01,3.303452350173670671e-01,8.053278638085313856e-01,-7.536657404161317686e-06,1.775808999127419935e-02
4.616923384676935171e+01,3.303451143849882587e-01,8.052992559831509967e-01,-7.533214044896929806e-06,-7.900951450484541838e-03
4.618523704740947977e+01,3.303449938465699010e-01,8.052706634508900452e-01,-7.529864359562266074e-06,7.108415894339355050e-03
4.620124024804960783e+01,3.303448733892094258e-01,8.052420862034712634e-01,-7.526575488914222234e-06,-2.831520144313173087e-02
4.621724344868973589e+01,3.303447530060130699e-01,8.052135242326728948e-01,-7.523329904751685504e-06,-1.328280372224565145e-02
4.623324664932986394e+01,3.303446326948774603e-01,8.051849775303167034e-01,-7.520122299847775693e-06,7.103044048061620853e-03
4.624924984996999200e+01,3.303445124537708888e-01,8.051564460882292273e-01,-7.516947550662012034e-06,1.612626306984844479e-02
4.626525305061012006e+01,3.303443922807328126e-01,8.051279298982416677e-01,-7.513800715355789528e-06,1.060006522098140168e-03
4.628125625125024811e+01,3.303442721738741317e-01,8.050994289521901104e-01,-7.510677035096890997e-06,5.837581313128407424e-03
4.629725945189037617e+01,3.303441521313771889e-01,8.050709432419154155e-01,-7.507571933670909026e-06,3.017652860162529319e-03
4.631326265253050423e+01,3.303440321514955480e-01,8.050424727592633278e-01,-7.504481016856745512e-06,1.042358526685768956e-02
4.632926585317063228e+01,3.303439122325542709e-01,8.050140174960843664e-01,-7.501400073536834689e-06,-1.023700807406474102e-02
4.634526905381076034e+01,3.303437923729496961e-01,8.049855774442338241e-01,-7.498325074559164527e-06,6.753282187363379360e-03
4.636127225445088840e+01,3.303436725711494937e-01,8.049571525955717677e-01,-7.495252173181365940e-06,-3.811746222462996780e-03
4.637727545509101645e+01,3.303435528256928877e-01,8.049287429419631490e-01,-7.492177705473168636e-06,-2.869493839780337587e-03
4.639327865573114451e+01,3.303434331351903230e-01,8.049003484752775828e-01,-7.489098189719656240e-06,4.344131546722197778e-04
4.640928185637127257e+01,3.303433134983236319e-01,8.048719691873895687e-01,-7.486010326199221687e-06,-1.545348165177567144e-03
4.642528505701140062e+01,3.303431939138459783e-01,8.048436050701784916e-01,-7.482910997932967767e-06,-7.100351969239988154e-03
4.644128825765152868e+01,3.303430743805820247e-01,8.048152561155285101e-01,-7.479797270087962247e-06,-2.035916990060832824e-03
4.645729145829165674e+01,3.303429548974275987e-01,8.047869223153284457e-01,-7.476666389893971143e-06,-8.854602925716596740e-03
4.647329465893178480e+01,3.303428354633501374e-01,8.047586036614720051e-01,-7.473515787420614842e-06,1.512034513823619711e-02
4.648929785957191285e+01,3.303427160773882987e-01,8.047303001458577798e-01,-7.470343074425511709e-06,7.405514221461121337e-03
4.650530106021204091e+01,3.303425967386520723e-01,8.047020117603891354e-01,-7.467146044770611724e-06,-3.587240459758810236e-03
4.652130426085216897e+01,3.303424774463228908e-01,8.046737384969739892e-01,-7.463922674921796840e-06,1.620742535454636896e-02
4.653730746149229702e+01,3.303423581996535741e-01,8.046454803475254769e-01,-7.460671123518669567e-06,1.320279831289734342e-02
4.655331066213242508e+01,3.303422389979682183e-01,8.046172373039611747e-01,-7.457389730611274636e-06,5.322548615054256520e-03
4.656931386277255314e+01,3.303421198406624182e-01,8.045890093582037661e-01,-7.454077019242166813e-06,-4.773865112443681502e-03
4.658531706341268119e+01,3.303420007272030445e-01,8.045607965021803754e-01,-7.450731694211287781e-06,3.056117981858298346e-03
4.660132026405280925e+01,3.303418816571283001e-01,8.045325987278234559e-01,-7.447352641923310479e-06,6.162536284526246022e-03
4.661732346469293731e+01,3.303417626300478305e-01,8.045044160270696798e-01,-7.443938931470106546e-06,1.424057643709658247e-02
4.663332666533306536e+01,3.303416436456426686e-01,8.044762483918608265e-01,-7.440489813673178965e-06,-1.266270864952366354e-03
4.664932986597319342e+01,3.303415247036651237e-01,8.044480958141435600e-01,-7.437004721083662062e-06,-5.080675889419559478e-03
4.666533306661332148e+01,3.303414058039389478e-01,8.044199582858690967e-01,-7.433483268606821959e-06,2.316436128850785439e-02
4.668133626725344953e+01,3.303412869463591695e-01,8.043918357989936485e-01,-7.429925252766533816e-06,1.422514235081584477e-02
4.669733946789357759e+01,3.303411681308923709e-01,8.043637283454780906e-01,-7.426330652468560167e-06,3.606974328127085169e-03
4.671334266853370565e+01,3.303410493575762996e-01,8.043356359172884051e-01,-7.422699627737672223e-06,-8.572541624315949127e-03
4.672934586917383371e+01,3.303409306265201462e-01,8.043075585063949040e-01,-7.419032521216450959e-06,5.332700770528195182e-03
4.674534906981396176e+01,3.303408119379045438e-01,8.042794961047730062e-01,-7.415329856902408423e-06,1.156673690217639716e-02
4.676135227045408982e+01,3.303406932919813466e-01,8.042514487044029048e-01,-7.411592340744732610e-06,7.978426255456371602e-03
4.677735547109421788e+01,3.303405746890739070e-01,8.042234162972695666e-01,-7.407820860561020737e-06,8.662460822107630534e-03
4.679335867173434593e+01,3.303404561295768538e-01,8.041953988753628435e-01,-7.404016485634823397e-06,9.470645889373495831e-04
4.680936187237447399e+01,3.303403376139562586e-01,8.041673964306771394e-01,-7.400180467312389432e-06,1.176045012202163627e-02
4.682536507301460205e+01,3.303402191427494694e-01,8.041394089552118540e-01,-7.396314238558576726e-06,-5.447094556307719923e-03
4.684136827365473010e+01,3.303401007165653325e-01,8.041114364409712723e-01,-7.392419414192774596e-06,-3.834186791694487156e-03
4.685737147429485816e+01,3.303399823360839704e-01,8.040834788799642308e-01,-7.388497790222769979e-06,-4.432332232613511551e-03
4.687337467493498622e+01,3.303398640020568378e-01,8.040555362642046733e-01,-7.384551344663536909e-06,-5.870790576560290693e-03
4.688937787557511427e+01,3.303397457153068317e-01,8.040276085857109845e-01,-7.380582236982125011e-06,1.977814926184107494e-02
4.690538107621524233e+01,3.303396274767282370e-01,8.039996958365067670e-01,-7.376592808597259854e-06,-1.625023056584043793e-02
4.692138427685537039e+01,3.303395092872866146e-01,8.039717980086200644e-01,-7.372585581991164538e-06,2.832211883016061589e-03
4.693738747749549844e+01,3.303393911480189682e-01,8.039439150940838053e-01,-7.368563261542226961e-06,-9.257550384829772022e-03
4.695339067813562650e+01,3.303392730600336336e-01,8.039160470849359141e-01,-7.364528732969888303e-06,-1.181986326896246504e-02
4.696939387877575456e+01,3.303391550245103336e-01,8.038881939732189785e-01,-7.360485063570565423e-06,1.467732793446431191e-03
4.698539707941588262e+01,3.303390370427001232e-01,8.038603557509803599e-01,-7.356435502106628554e-06,-1.503045679760740827e-02
4.700140028005601067e+01,3.303389191159255001e-01,8.038325324102721936e-01,-7.352383478889668034e-06,-4.422713742949157482e-04
4.701740348069613873e+01,3.303388012455802381e-01,8.038047239431516111e-01,-7.348332605447427390e-06,2.315250825747585880e-02
4.703340668133626679e+01,3.303386834331294986e-01,8.037769303416802957e-01,-7.344286674745847954e-06,-6.612407460842071151e-04
4.704940988197639484e+01,3.303385656801098857e-01,8.037491515979249268e-01,-7.340249661424991245e-06,4.964112545039512346e-03
4.706541308261652290e+01,3.303384479881292801e-01,8.037213877039568466e-01,-7.336225721035760650e-06,-7.983938900219689910e-03
4.708141628325665096e+01,3.303383303588670050e-01,8.036936386518523934e-01,-7.332219190941957621e-06,5.195738148416899523e-03
4.709741948389677901e+01,3.303382127940737156e-01,8.036659044336924573e-01,-7.328234589473736627e-06,-1.435668702156257109e-02
4.711342268453690707e+01,3.303380952955713989e-01,8.036381850415628136e-01,-7.324276616260672057e-06,2.289418604672039097e-03
4.712942588517703513e+01,3.303379778652534293e-01,8.036104804675542335e-01,-7.320350152287269374e-06,-8.791262371399611360e-04
4.714542908581716318e+01,3.303378605050846240e-01,8.035827907037621509e-01,-7.316460259990109627e-06,2.185834483460045996e-02
4.716143228645729124e+01,3.303377432171010764e-01,8.035551157422865520e-01,-7.312612182633349001e-06,-5.369955840826272798e-04
4.717743548709741930e+01,3.303376260034103229e-01,8.035274555752327519e-01,-7.308811344988730418e-06,-3.300375806993293727e-03
4.719343868773754735e+01,3.303375088661911763e-01,8.034998101947103955e-01,-7.305063352794349818e-06,-5.278396822211489300e-03
4.720944188837767541e+01,3.303373918076938365e-01,8.034721795928341237e-01,-7.301373992810167302e-06,-1.163965830481543222e-02
4.722544508901780347e+01,3.303372748302400019e-01,8.034445637617233515e-01,-7.297749233553529891e-06,7.868114724807639959e-03
4.724144828965793153e+01,3.303371579362225363e-01,8.034169626935024899e-01,-7.294195223966903896e-06,1.460902669252546124e-02
4.725745149029805958e+01,3.303370411281058017e-01,8.033893763803003907e-01,-7.290718294278297762e-06,-3.479806484152186009e-03
4.727345469093818764e+01,3.303369244084255474e-01,8.033618048142510126e-01,-7.287324956056773217e-06,7.253107789574470866e-03
4.728945789157831570e+01,3.303368077797887437e-01,8.033342479874928665e-01,-7.284021901338144644e-06,-3.327457109499177765e-03
4.730546109221844375e+01,3.303366912404115396e-01,8.033067058921334880e-01,-7.280804641407456756e-06,4.178192728361104780e-03
4.732146429285857181e+01,3.303365747757501802e-01,8.032791785201832679e-01,-7.277636198552150937e-06,4.736231459473785876e-03
4.733746749349869987e+01,3.303364583825729728e-01,8.032516658637501861e-01,-7.274508400989532220e-06,-1.405751233022039040e-02
4.735347069413882792e+01,3.303363420588463772e-01,8.032241679149562108e-01,-7.271416128482033336e-06,-7.511652073017339309e-03
4.736947389477895598e+01,3.303362258026060760e-01,8.031966846659275294e-01,-7.268354437262036782e-06,9.456884584498174290e-03
4.738547709541908404e+01,3.303361096119570850e-01,8.031692161087955473e-01,-7.265318560753519783e-06,-1.880065434455327478e-02
4.740148029605921209e+01,3.303359934850737534e-01,8.031417622356958885e-01,-7.262303909419398629e-06,2.106705350199196847e-04
4.741748349669934015e+01,3.303358774201997639e-01,8.031143230387689513e-01,-7.259306070608873007e-06,-3.286229597244696293e-03
4.743348669733946821e+01,3.303357614156480770e-01,8.030868985101596857e-01,-7.256320808501914854e-06,-9.107314928456358705e-03
4.744948989797959626e+01,3.303356454698008204e-01,8.030594886420177048e-01,-7.253344063651301354e-06,6.189217898302746754e-04
4.746549309861972432e+01,3.303355295811097325e-01,8.030320934264973953e-01,-7.250371954523049389e-06,3.181868546741451614e-03
4.748149629925985238e+01,3.303354137480956076e-01,8.030047128557575853e-01,-7.247400775511891879e-06,5.479617864152678229e-03
4.749749949989998044e+01,3.303352979693486291e-01,8.029773469219617654e-01,-7.244426998037623022e-06,-2.608062739487262971e-02
4.751350270054010849e+01,3.303351822435283691e-01,8.029499956172780895e-01,-7.241447270558976079e-06,1.682981489629800653e-02
4.752950590118023655e+01,3.303350665693635113e-01,8.029226589338794851e-01,-7.238458417796467259e-06,-4.649807609865008046e-03
4.754550910182036461e+01,3.303349509456522948e-01,8.028953368639432098e-01,-7.235457441662207501e-06,1.048352290303069916e-02
4.756151230246049266e+01,3.303348353712620700e-01,8.028680293996514061e-01,-7.232441520316212902e-06,-1.115705806660084254e-03
4.757751550310062072e+01,3.303347198451295763e-01,8.028407365331906576e-01,-7.229408008985194201e-06,-5.702261183998864023e-03
4.759351870374074878e+01,3.303346043662609421e-01,8.028134582567524324e-01,-7.226354439532345353e-06,-5.541162195148766588e-04
4.760952190438087683e+01,3.303344889337314072e-01,8.027861945625326401e-01,-7.223278520013254322e-06,3.170324264493929595e-02
4.762552510502100489e+01,3.303343735466857112e-01,8.027589454427317417e-01,-7.220178135702859379e-06,1.569461662315443928e-02
4.764152830566113295e+01,3.303342582043377607e-01,8.027317108895550835e-01,-7.217051347860325983e-06,-3.383831265326018006e-03
4.765753150630126100e+01,3.303341429059709067e-01,8.027044908952124525e-01,-7.213896394811514234e-06,2.338524339564823119e-03
4.767353470694138906e+01,3.303340276509377227e-01,8.026772854519184097e-01,-7.210711691144067181e-06,1.126876338516623159e-02
4.768953790758151712e+01,3.303339124386600600e-01,8.026500945518918462e-01,-7.207495827901699847e-06,5.862393819790509379e-03
4.770554110822164517e+01,3.303337972686291590e-01,8.026229181873567597e-01,-7.204247572750732687e-06,9.042212306595876501e-04
4.772154430886177323e+01,3.303336821404055934e-01,8.025957563505412562e-01,-7.200965870146625036e-06,-1.816517686672337829e-03
4.773754750950190129e+01,3.303335670536190483e-01,8.025686090336785483e-01,-7.197649840140485367e-06,-1.068887025404350113e-02
4.775355071014202935e+01,3.303334520079688197e-01,8.025414762290061788e-01,-7.194298780183183695e-06,7.552729616425484654e-03
4.776955391078215740e+01,3.303333370032232041e-01,8.025143579287663531e-01,-7.190912163251850231e-06,1.105842492750042441e-02
4.778555711142228546e+01,3.303332220392201091e-01,8.024872541252060509e-01,-7.187489639459698765e-06,2.233040764175866708e-02
4.780156031206241352e+01,3.303331071158664423e-01,8.024601648105768037e-01,-7.184031034557225581e-06,-5.408745385764258604e-03
4.781756351270254157e+01,3.303329922331387225e-01,8.024330899771346948e-01,-7.180536351458766120e-06,6.543151642859929007e-03
4.783356671334266963e+01,3.303328773910824689e-01,8.024060296171405815e-01,-7.177005768396749197e-06,-2.820275505177253345e-04
4.784956991398279769e+01,3.303327625898128672e-01,8.023789837228598731e-01,-7.173439640920098448e-06,1.259249205314433642e-02
4.786557311462292574e+01,3.303326478295140478e-01,8.023519522865626419e-01,-7.169838499979097612e-06,-9.481797944988186802e-04
4.788157631526305380e+01,3.303325331104396967e-01,8.023249353005235118e-01,-7.166203053271535950e-06,-6.436718277405395656e-03
4.789757951590318186e+01,3.303324184329127222e-01,8.022979327570217700e-01,-7.162534184562696637e-06,-1.685236527165539025e-02
4.791358271654330991e+01,3.303323037973253107e-01,8.022709446483414775e-01,-7.158832953782501285e-06,7.177838503199945874e-03
4.792958591718343797e+01,3.303321892041390928e-01,8.022439709667710250e-01,-7.155100597164287812e-06,1.638202522301446295e-03
4.794558911782356603e+01,3.303320746538848107e-01,8.022170117046037996e-01,-7.151338526772965665e-06,1.126478258541033402e-02
