I,v,v_noisy
4.612136030228939632e+01,5.031729003400185718e+01,5.020511835682593471e+01
4.614358746388085564e+01,5.031535707145063441e+01,4.906810596559574833e+01
4.616581462547232206e+01,5.031342551374528682e+01,4.913926960569938984e+01
4.618804178706378849e+01,5.031149535935485062e+01,5.158042646120279073e+01
4.621026894865525492e+01,5.030956660675055048e+01,4.931085493605820602e+01
4.623249611024672134e+01,5.030763925440585638e+01,5.020318995531959416e+01
4.625472327183818066e+01,5.030571330079648362e+01,5.170122870208557941e+01
4.627695043342964709e+01,5.030378874440031467e+01,4.964786639587628514e+01
4.629917759502111352e+01,5.030186558369744887e+01,4.982539439879678866e+01
4.632140475661257994e+01,5.029994381717019536e+01,4.920166287779370862e+01
4.634363191820403927e+01,5.029802344330308017e+01,4.987124725358228261e+01
4.636585907979550569e+01,5.029610446058278939e+01,4.877203310152320626e+01
4.638808624138697212e+01,5.029418686749822598e+01,5.052382589917953482e+01
4.641031340297843855e+01,5.029227066254048850e+01,4.963445899711169318e+01
4.643254056456989787e+01,5.029035584420283556e+01,5.073554522522682930e+01
4.645476772616136429e+01,5.028844241098070711e+01,5.089257070616796597e+01
4.647699488775283072e+01,5.028653036137173160e+01,5.022092854549740792e+01
4.649922204934429715e+01,5.028461969387571173e+01,5.041367719493293009e+01
4.652144921093575647e+01,5.028271040699459604e+01,4.991040866097970508e+01
4.654367637252722290e+01,5.028080249923252865e+01,5.078672636407051755e+01
4.656590353411868932e+01,5.027889596909579950e+01,5.116555771690850207e+01
4.658813069571015575e+01,5.027699081509284440e+01,5.071964835280145678e+01
4.661035785730162218e+01,5.027508703573425919e+01,5.162899579469020495e+01
4.663258501889308150e+01,5.027318462953279266e+01,5.051423701968825242e+01
4.665481218048454792e+01,5.027128359500333232e+01,5.028506764411404362e+01
4.667703934207601435e+01,5.026938393066291866e+01,5.080029393433074603e+01
4.669926650366748078e+01,5.026748563503072376e+01,4.879862138961246387e+01
4.672149366525894010e+01,5.026558870662800871e+01,4.984237389647243077e+01
4.674372082685040652e+01,5.026369314397825860e+01,4.834815785394761178e+01
4.676594798844187295e+01,5.026179894560699779e+01,5.055274513422665450e+01
4.678817515003333938e+01,5.025990611004191067e+01,5.120957470599969952e+01
4.681040231162479870e+01,5.025801463581279194e+01,4.906988453386694715e+01
4.683262947321626513e+01,5.025612452145155373e+01,4.961556557281023316e+01
4.685485663480773155e+01,5.025423576549221139e+01,4.974058382426358804e+01
4.687708379639919798e+01,5.025234836647089764e+01,5.143858922699789815e+01
4.689931095799066441e+01,5.025046232292583426e+01,5.068100863942862588e+01
4.692153811958212373e+01,5.024857763339734618e+01,5.157551365483755745e+01
4.694376528117359015e+01,5.024669429642786866e+01,5.095336831192324922e+01
4.696599244276505658e+01,5.024481231056189756e+01,5.098411657633243976e+01
4.698821960435652301e+01,5.024293167434606033e+01,4.849052867058846772e+01
4.701044676594798233e+01,5.024105238632901660e+01,4.832524528617774706e+01
4.703267392753944875e+01,5.023917444506153629e+01,5.158599833573307336e+01
4.705490108913091518e+01,5.023729784909647833e+01,5.259060032468840973e+01
4.707712825072238161e+01,5.023542259698874091e+01,4.915692358380387361e+01
4.709935541231384093e+01,5.023354868729531120e+01,4.927455007292829237e+01
4.712158257390530736e+01,5.023167611857523696e+01,5.148462873380554328e+01
4.714380973549677378e+01,5.022980488938962651e+01,5.236424612147460067e+01
4.716603689708824021e+01,5.022793499830165587e+01,4.926051325314612939e+01
4.718826405867969953e+01,5.022606644387654740e+01,4.970716734445246487e+01
4.721049122027116596e+01,5.022419922468156983e+01,5.128567838824331915e+01
4.723271838186263238e+01,5.022233333928603827e+01,5.068025156840826639e+01
4.725494554345409881e+01,5.022046878626132127e+01,5.067563360243286041e+01
4.727717270504556524e+01,5.021860556418081245e+01,5.115788020402881386e+01
4.729939986663702456e+01,5.021674367161995178e+01,4.921133042392858670e+01
4.732162702822849099e+01,5.021488310715622561e+01,4.944293593512758633e+01
4.734385418981995741e+01,5.021302386936912399e+01,5.179889947501320790e+01
4.736608135141142384e+01,5.021116595684017625e+01,4.869807462709714230e+01
4.738830851300288316e+01,5.020930936815291545e+01,5.111803717569537753e+01
4.741053567459434959e+01,5.020745410189290681e+01,4.979054109735561440e+01
4.743276283618581601e+01,5.020560015664774056e+01,5.159409818718783924e+01
4.745498999777728244e+01,5.020374753100699650e+01,5.016954804505449061e+01
4.747721715936874176e+01,5.020189622356227233e+01,5.006335279756670076e+01
4.749944432096020819e+01,5.020004623290716239e+01,5.136779619235268513e+01
4.752167148255167461e+01,5.019819755763727187e+01,5.025507217864698362e+01
4.754389864414314104e+01,5.019635019635018836e+01,5.025042660524595561e+01
4.756612580573460747e+01,5.019450414764551738e+01,4.794360752990881025e+01
4.758835296732606679e+01,5.019265941012483268e+01,5.080879855093154873e+01
4.761058012891753322e+01,5.019081598239168329e+01,5.010450560719276325e+01
4.763280729050899964e+01,5.018897386305162200e+01,5.128867895497101870e+01
4.765503445210046607e+01,5.018713305071217690e+01,4.987447657124366884e+01
4.767726161369192539e+01,5.018529354398283004e+01,4.916808452377600958e+01
4.769948877528339182e+01,5.018345534147508147e+01,5.159108611710390591e+01
4.772171593687485824e+01,5.018161844180235676e+01,5.029021568593217495e+01
4.774394309846632467e+01,5.017978284358006391e+01,5.005433277383449564e+01
4.776617026005778399e+01,5.017794854542556493e+01,4.897106314647829350e+01
4.778839742164925042e+01,5.017611554595819001e+01,5.170572689656867027e+01
4.781062458324071685e+01,5.017428384379921624e+01,5.124598429906847485e+01
4.783285174483218327e+01,5.017245343757186049e+01,4.935155771261303670e+01
4.785507890642364259e+01,5.017062432590130783e+01,5.107381113648603588e+01
4.787730606801510902e+01,5.016879650741466889e+01,5.085636224107663139e+01
4.789953322960657545e+01,5.016696998074102964e+01,5.153833994162277321e+01
4.792176039119804187e+01,5.016514474451136607e+01,5.036272520272557074e+01
4.794398755278950830e+01,5.016332079735861527e+01,5.247052566985203015e+01
4.796621471438096762e+01,5.016149813791764700e+01,4.840048611148260704e+01
4.798844187597243405e+01,5.015967676482523530e+01,4.877169667413716780e+01
4.801066903756390047e+01,5.015785667672010817e+01,5.103167448161084252e+01
4.803289619915536690e+01,5.015603787224289078e+01,5.125707279097567692e+01
4.805512336074682622e+01,5.015422035003613388e+01,5.080330073844466199e+01
4.807735052233829265e+01,5.015240410874429244e+01,5.274816747403792050e+01
4.809957768392975908e+01,5.015058914701375414e+01,5.077601694154368062e+01
4.812180484552122550e+01,5.014877546349278958e+01,4.882725888847224383e+01
4.814403200711268482e+01,5.014696305683158783e+01,5.200097022379762990e+01
4.816625916870415125e+01,5.014515192568221380e+01,5.056606137368223841e+01
4.818848633029561768e+01,5.014334206869866506e+01,5.012093023573847006e+01
4.821071349188708410e+01,5.014153348453680792e+01,5.109730132084685295e+01
4.823294065347855053e+01,5.013972617185440583e+01,5.108419731042840795e+01
4.825516781507000985e+01,5.013792012931109809e+01,5.011710428831653275e+01
4.827739497666147628e+01,5.013611535556842824e+01,5.133070867237969281e+01
4.829962213825294270e+01,5.013431184928981565e+01,5.092363646855800141e+01
4.832184929984440913e+01,5.013250960914052712e+01,5.037274051527530361e+01
4.834407646143586845e+01,5.013070863378774078e+01,5.040713493033588577e+01
4.836630362302733488e+01,5.012890892190048930e+01,4.846820110072573584e+01
4.838853078461880131e+01,5.012711047214965987e+01,4.962045399794727274e+01
4.841075794621026773e+01,5.012531328320802970e+01,4.967494610670444644e+01
4.843298510780172705e+01,5.012351735375019501e+01,5.005443582031971772e+01
4.845521226939319348e+01,5.012172268245266338e+01,5.188633576236987466e+01
4.847743943098465991e+01,5.011992926799376846e+01,5.040528126257898833e+01
4.849966659257612633e+01,5.011813710905367714e+01,4.998253057739718486e+01
4.852189375416758566e+01,5.011634620431443921e+01,4.903709381475888307e+01
4.854412091575905208e+01,5.011455655245990215e+01,4.984311919073580555e+01
4.856634807735051851e+01,5.011276815217581770e+01,4.934625703581050971e+01
4.858857523894198494e+01,5.011098100214971396e+01,4.925847375818283069e+01
4.861080240053345136e+01,5.010919510107098773e+01,5.024200161174746171e+01
4.863302956212491068e+01,5.010741044763086194e+01,4.859216439348507777e+01
4.865525672371637711e+01,5.010562704052237137e+01,4.948514647271285583e+01
4.867748388530784354e+01,5.010384487844040535e+01,5.114073535800676495e+01
4.869971104689930996e+01,5.010206396008165086e+01,5.028230986658960688e+01
4.872193820849076928e+01,5.010028428414462098e+01,4.929667689898075622e+01
4.874416537008223571e+01,5.009850584932964068e+01,4.964172606999441228e+01
4.876639253167370214e+01,5.009672865433884681e+01,4.943977233870946009e+01
4.878861969326516856e+01,5.009495269787620231e+01,5.137456349016672164e+01
4.881084685485662789e+01,5.009317797864743937e+01,5.129401330005411808e+01
4.883307401644809431e+01,5.009140449536013762e+01,5.168898287113211154e+01
4.885530117803956074e+01,5.008963224672363168e+01,4.966579650417107672e+01
4.887752833963102717e+01,5.008786123144909652e+01,4.991362985385337936e+01
4.889975550122249359e+01,5.008609144824946924e+01,5.083895987945344075e+01
4.892198266281395291e+01,5.008432289583949171e+01,4.889939006619211170e+01
4.894420982440541934e+01,5.008255557293567506e+01,4.945234203934528239e+01
4.896643698599688577e+01,5.008078947825634941e+01,5.098874839260554381e+01
4.898866414758835219e+01,5.007902461052155729e+01,4.945059622245644704e+01
4.901089130917981151e+01,5.007726096845322417e+01,4.919011092150569198e+01
4.903311847077127794e+01,5.007549855077493817e+01,5.050252693320275910e+01
4.905534563236274437e+01,5.007373735621215616e+01,4.976710895576984939e+01
4.907757279395421079e+01,5.007197738349202609e+01,4.940850115015969379e+01
4.909979995554567012e+01,5.007021863134351491e+01,5.014596535305667402e+01
4.912202711713713654e+01,5.006846109849733040e+01,4.831827166078699065e+01
4.914425427872860297e+01,5.006670478368591404e+01,5.073745022703582208e+01
4.916648144032006940e+01,5.006494968564351922e+01,5.021231742450357416e+01
4.918870860191152872e+01,5.006319580310611883e+01,5.037806676278979978e+01
4.921093576350299514e+01,5.006144313481143371e+01,5.024264101838897290e+01
4.923316292509446157e+01,5.005969167949893972e+01,5.071106548043290729e+01
4.925539008668592800e+01,5.005794143590984646e+01,4.831937022718466324e+01
4.927761724827739442e+01,5.005619240278713988e+01,5.008740653265151366e+01
4.929984440986885375e+01,5.005444457887550413e+01,5.144554562662452213e+01
4.932207157146032017e+01,5.005269796292137130e+01,4.932379491620942957e+01
4.934429873305178660e+01,5.005095255367290008e+01,4.915448837831359441e+01
4.936652589464325303e+01,5.004920834988000422e+01,4.929486910057750748e+01
4.938875305623471235e+01,5.004746535029428145e+01,4.855045617638922550e+01
4.941098021782617877e+01,5.004572355366909164e+01,5.249384158291115909e+01
4.943320737941764520e+01,5.004398295875950708e+01,4.966598888954621316e+01
4.945543454100911163e+01,5.004224356432229115e+01,5.063620972876346116e+01
4.947766170260057095e+01,5.004050536911594804e+01,4.891317144219600266e+01
4.949988886419203737e+01,5.003876837190068727e+01,4.915291804810831877e+01
4.952211602578350380e+01,5.003703257143841654e+01,4.891458768505012955e+01
4.954434318737497023e+01,5.003529796649276307e+01,4.833194674805776003e+01
4.956657034896643665e+01,5.003356455582904516e+01,4.931973919674359763e+01
4.958879751055789598e+01,5.003183233821428644e+01,5.095370644367892510e+01
4.961102467214936240e+01,5.003010131241722291e+01,4.911761197613061114e+01
4.963325183374082883e+01,5.002837147720824618e+01,5.082103702597069628e+01
4.965547899533229526e+01,5.002664283135947443e+01,5.180893230896876389e+01
4.967770615692375458e+01,5.002491537364468854e+01,5.034025058261205743e+01
4.969993331851522100e+01,5.002318910283938180e+01,5.109466372169542581e+01
4.972216048010668743e+01,5.002146401772068884e+01,5.125806765054118586e+01
4.974438764169815386e+01,5.001974011706748513e+01,4.942413512946938425e+01
4.976661480328961318e+01,5.001801739966024485e+01,4.956073621694186926e+01
4.978884196488107960e+01,5.001629586428118301e+01,4.829830006077239801e+01
4.981106912647254603e+01,5.001457550971414889e+01,4.959835559603064326e+01
4.983329628806401246e+01,5.001285633474467573e+01,5.123225739718239424e+01
4.985552344965547178e+01,5.001113833815993814e+01,5.036119550422295532e+01
4.987775061124693821e+01,5.000942151874882313e+01,4.994005656303514940e+01
4.989997777283840463e+01,5.000770587530181643e+01,4.965909764928535708e+01
4.992220493442987106e+01,5.000599140661108777e+01,4.930086268992697285e+01
4.994443209602133749e+01,5.000427811147048374e+01,4.973212410768027070e+01
4.996665925761279681e+01,5.000256598867543545e+01,5.244084751081848594e+01
4.998888641920426323e+01,5.000085503702310064e+01,5.145126277141342541e+01
5.001111358079572966e+01,4.999914525531224285e+01,5.050660990347911650e+01
5.003334074238719609e+01,4.999743664234324569e+01,5.000947539042773826e+01
5.005556790397865541e+01,4.999572919691818385e+01,4.958124956102903269e+01
5.007779506557012184e+01,4.999402291784074492e+01,5.128465575465612858e+01
5.010002222716158826e+01,4.999231780391621527e+01,4.982050462028307436e+01
5.012224938875305469e+01,4.999061385395157231e+01,4.994512110144582806e+01
5.014447655034451401e+01,4.998891106675537799e+01,5.002027591966565723e+01
5.016670371193598044e+01,4.998720944113784981e+01,5.165601199212290595e+01
5.018893087352744686e+01,4.998550897591079689e+01,5.051757956342250111e+01
5.021115803511891329e+01,4.998380966988768392e+01,5.197634767547204149e+01
5.023338519671037972e+01,4.998211152188357431e+01,4.964213686090143796e+01
5.025561235830183904e+01,4.998041453071512308e+01,4.961064776381809338e+01
5.027783951989330546e+01,4.997871869520064081e+01,4.918288003371799277e+01
5.030006668148477189e+01,4.997702401416001550e+01,5.048221037998548155e+01
5.032229384307623832e+01,4.997533048641476228e+01,4.919128455976819225e+01
5.034452100466769764e+01,4.997363811078796658e+01,4.980787381610326037e+01
5.036674816625916407e+01,4.997194688610436231e+01,5.167497226780029962e+01
5.038897532785063049e+01,4.997025681119023943e+01,5.087323820752765613e+01
5.041120248944209692e+01,4.996856788487350798e+01,5.002942311561252353e+01
5.043342965103355624e+01,4.996688010598366247e+01,5.008601083828539657e+01
5.045565681262502267e+01,4.996519347335178196e+01,4.704360422488666416e+01
5.047788397421648909e+01,4.996350798581055130e+01,4.801259165014174357e+01
5.050011113580795552e+01,4.996182364219420435e+01,5.080543782564365785e+01
5.052233829739941484e+01,4.996014044133860210e+01,4.906855323794410850e+01
5.054456545899088127e+01,4.995845838208114742e+01,4.928411530345368874e+01
5.056679262058234769e+01,4.995677746326084190e+01,5.092152228643695366e+01
5.058901978217381412e+01,4.995509768371825032e+01,4.878634229022917879e+01
5.061124694376528055e+01,4.995341904229550778e+01,5.022160026812495204e+01
5.063347410535673987e+01,4.995174153783632676e+01,4.979374566162243809e+01
5.065570126694820630e+01,4.995006516918597583e+01,5.027137274959653013e+01
5.067792842853967272e+01,4.994838993519130099e+01,5.004927851620699641e+01
5.070015559013113915e+01,4.994671583470068299e+01,5.183882944164657403e+01
5.072238275172259847e+01,4.994504286656407999e+01,5.084424396562974380e+01
5.074460991331406490e+01,4.994337102963300623e+01,5.169382154595767531e+01
5.076683707490553132e+01,4.994170032276053206e+01,4.946654766767656497e+01
5.078906423649699775e+01,4.994003074480124837e+01,5.004691511849772922e+01
5.081129139808845707e+01,4.993836229461134479e+01,5.049237774834573855e+01
5.083351855967992350e+01,4.993669497104850308e+01,5.182453821592344667e+01
5.085574572127138993e+01,4.993502877297196818e+01,5.106188394353593196e+01
5.087797288286285635e+01,4.993336369924254825e+01,5.001418581800379570e+01
5.090020004445432278e+01,4.993169974872253647e+01,4.885239103848927300e+01
5.092242720604578210e+01,4.993003692027581053e+01,5.011437436099830478e+01
5.094465436763724853e+01,4.992837521276775448e+01,4.892465339482661335e+01
5.096688152922871495e+01,4.992671462506528002e+01,4.901001352063732952e+01
5.098910869082018138e+01,4.992505515603684785e+01,4.940222558079866388e+01
5.101133585241164070e+01,4.992339680455241790e+01,4.957468543332232258e+01
5.103356301400310713e+01,4.992173956948347779e+01,4.935601667749142507e+01
5.105579017559457355e+01,4.992008344970304989e+01,5.113073634616203833e+01
5.107801733718603998e+01,4.991842844408564872e+01,4.989369112111953797e+01
5.110024449877749930e+01,4.991677455150730935e+01,4.897348922907535496e+01
5.112247166036896573e+01,4.991512177084558743e+01,5.001451841669651088e+01
5.114469882196043216e+01,4.991347010097955206e+01,4.843081964104207060e+01
5.116692598355189858e+01,4.991181954078975735e+01,5.033510284219067898e+01
5.118915314514335790e+01,4.991017008915828512e+01,5.056367609291511656e+01
5.121138030673482433e+01,4.990852174496869509e+01,5.063315043371010660e+01
5.123360746832629076e+01,4.990687450710606043e+01,4.890550014458834482e+01
5.125583462991775718e+01,4.990522837445695359e+01,5.093765785726533579e+01
5.127806179150922361e+01,4.990358334590942491e+01,5.083064487004178744e+01
5.130028895310068293e+01,4.990193942035301689e+01,5.179977933627182551e+01
5.132251611469214936e+01,4.990029659667879969e+01,5.058430332321054834e+01
5.134474327628361578e+01,4.989865487377925035e+01,5.003610013366090215e+01
5.136697043787508221e+01,4.989701425054840911e+01,4.980372416696841498e+01
5.138919759946654153e+01,4.989537472588177991e+01,4.936517593525805836e+01
5.141142476105800796e+01,4.989373629867630910e+01,4.909634167520619741e+01
5.143365192264947439e+01,4.989209896783043519e+01,4.932650582241258519e+01
5.145587908424094081e+01,4.989046273224409589e+01,5.099902702459071691e+01
5.147810624583240013e+01,4.988882759081866425e+01,4.981390914849032470e+01
5.150033340742386656e+01,4.988719354245700544e+01,5.001747117567819600e+01
5.152256056901533299e+01,4.988556058606345545e+01,4.956044752834607436e+01
5.154478773060679941e+01,4.988392872054377847e+01,5.040507586840041654e+01
5.156701489219826584e+01,4.988229794480524504e+01,5.085569565951570326e+01
5.158924205378972516e+01,4.988066825775656810e+01,5.074287660423173918e+01
5.161146921538119159e+01,4.987903965830789588e+01,4.895238454864870192e+01
5.163369637697265802e+01,4.987741214537084744e+01,4.987267407516699080e+01
5.165592353856412444e+01,4.987578571785851267e+01,5.218225785322664478e+01
5.167815070015558376e+01,4.987416037468540253e+01,5.047089234632696986e+01
5.170037786174705019e+01,4.987253611476747750e+01,5.004782889857570893e+01
5.172260502333851662e+01,4.987091293702216888e+01,4.953845291411074925e+01
5.174483218492998304e+01,4.986929084036830773e+01,4.861023152379615198e+01
5.176705934652144236e+01,4.986766982372621726e+01,4.821992515854850581e+01
5.178928650811290879e+01,4.986604988601759914e+01,4.967129297408354915e+01
5.181151366970437522e+01,4.986443102616564715e+01,5.003020540181952214e+01
5.183374083129584164e+01,4.986281324309493357e+01,4.914192697807929733e+01
5.185596799288730097e+01,4.986119653573150856e+01,4.983616087862193922e+01
5.187819515447876739e+01,4.985958090300281498e+01,5.050004272268821381e+01
5.190042231607023382e+01,4.985796634383773096e+01,5.046215272741288516e+01
5.192264947766170025e+01,4.985635285716657705e+01,5.104628786122766826e+01
5.194487663925316667e+01,4.985474044192108067e+01,4.847947711917080937e+01
5.196710380084462599e+01,4.985312909703436901e+01,5.014472475124655659e+01
5.198933096243609242e+01,4.985151882144101876e+01,5.049304062882907118e+01
5.201155812402755885e+01,4.984990961407698506e+01,5.005689615479156629e+01
5.203378528561902527e+01,4.984830147387966548e+01,4.868901646374158787e+01
5.205601244721048459e+01,4.984669439978786443e+01,4.836564128084658876e+01
5.207823960880195102e+01,4.984508839074175768e+01,5.154964363211090728e+01
5.210046677039341745e+01,4.984348344568296341e+01,4.932586010357199768e+01
5.212269393198488387e+01,4.984187956355448534e+01,5.017214091934081210e+01
5.214492109357634320e+01,4.984027674330072699e+01,4.928135760369024609e+01
5.216714825516780962e+01,4.983867498386749162e+01,4.910761702358473713e+01
5.218937541675927605e+01,4.983707428420198937e+01,5.028046688007588472e+01
5.221160257835074248e+01,4.983547464325280885e+01,5.075593772863341968e+01
5.223382973994220890e+01,4.983387605996991709e+01,4.981410336804515993e+01
5.225605690153366822e+01,4.983227853330469515e+01,4.960665506269967295e+01
5.227828406312513465e+01,4.983068206220988827e+01,5.070870781208193279e+01
5.230051122471660108e+01,4.982908664563964152e+01,4.966627428063154071e+01
5.232273838630806750e+01,4.982749228254947838e+01,4.962689165213251385e+01
5.234496554789952683e+01,4.982589897189629369e+01,4.932398078676713027e+01
5.236719270949099325e+01,4.982430671263836075e+01,5.006639106430286290e+01
5.238941987108245968e+01,4.982271550373533842e+01,4.968231812641718648e+01
5.241164703267392611e+01,4.982112534414824268e+01,4.961187924198740262e+01
5.243387419426538543e+01,4.981953623283946797e+01,4.948835407287744204e+01
5.245610135585685185e+01,4.981794816877275878e+01,4.997455020229033806e+01
5.247832851744831828e+01,4.981636115091325223e+01,5.091406512259519701e+01
5.250055567903978471e+01,4.981477517822743550e+01,4.964898665850842008e+01
5.252278284063124403e+01,4.981319024968316000e+01,4.893445815057516057e+01
5.254501000222271045e+01,4.981160636424962718e+01,5.184166873049702673e+01
5.256723716381417688e+01,4.981002352089741692e+01,5.071859323396725472e+01
5.258946432540564331e+01,4.980844171859841651e+01,4.927290753024936976e+01
5.261169148699710973e+01,4.980686095632592014e+01,4.806989193214835154e+01
5.263391864858856906e+01,4.980528123305454358e+01,5.087553044729254026e+01
5.265614581018003548e+01,4.980370254776023842e+01,4.896170234309920488e+01
5.267837297177150191e+01,4.980212489942033471e+01,4.964579638523433402e+01
5.270060013336296834e+01,4.980054828701347702e+01,4.713939245600031569e+01
5.272282729495442766e+01,4.979897270951966703e+01,5.037061622036959818e+01
5.274505445654589408e+01,4.979739816592024226e+01,5.075639374661338366e+01
5.276728161813736051e+01,4.979582465519786183e+01,4.947486822301269171e+01
5.278950877972882694e+01,4.979425217633654199e+01,4.939653318814632144e+01
5.281173594132028626e+01,4.979268072832162062e+01,4.954705910329907681e+01
5.283396310291175269e+01,4.979111031013975719e+01,4.842244086413355575e+01
5.285619026450321911e+01,4.978954092077893989e+01,4.848732866016214160e+01
5.287841742609468554e+01,4.978797255922851406e+01,5.060597880244316116e+01
5.290064458768615197e+01,4.978640522447909689e+01,4.928722607594321659e+01
5.292287174927761129e+01,4.978483891552269114e+01,4.958221384852844693e+01
5.294509891086907771e+01,4.978327363135253592e+01,4.948593366535892812e+01
5.296732607246054414e+01,4.978170937096326298e+01,5.037963269980640035e+01
5.298955323405201057e+01,4.978014613335076888e+01,4.954222605593877660e+01
5.301178039564346989e+01,4.977858391751230016e+01,5.013248322431691406e+01
5.303400755723493631e+01,4.977702272244638948e+01,5.029753119091400038e+01
5.305623471882640274e+01,4.977546254715285556e+01,4.908032599867585333e+01
5.307846188041786917e+01,4.977390339063289559e+01,4.948195843663017257e+01
5.310068904200932849e+01,4.977234525188896441e+01,5.003773183185066387e+01
5.312291620360079492e+01,4.977078812992478873e+01,5.051423180017093983e+01
5.314514336519226134e+01,4.976923202374545241e+01,5.001217525285295551e+01
5.316737052678372777e+01,4.976767693235730405e+01,5.008689045891173919e+01
5.318959768837518709e+01,4.976612285476799968e+01,4.867509944758153750e+01
5.321182484996665352e+01,4.976456978998648140e+01,4.917865696259543284e+01
5.323405201155811994e+01,4.976301773702298448e+01,5.000394553784861529e+01
5.325627917314958637e+01,4.976146669488903740e+01,4.936874034202194395e+01
5.327850633474105280e+01,4.975991666259746182e+01,4.955494903870557977e+01
5.330073349633251212e+01,4.975836763916233707e+01,4.969917603506371506e+01
5.332296065792397854e+01,4.975681962359907118e+01,5.110188558881192478e+01
5.334518781951544497e+01,4.975527261492430853e+01,4.875379121379543790e+01
5.336741498110691140e+01,4.975372661215599379e+01,5.047118221300323881e+01
5.338964214269837072e+01,4.975218161431334352e+01,5.030743477131731112e+01
5.341186930428983715e+01,4.975063762041685322e+01,4.988700026802183629e+01
5.343409646588130357e+01,4.974909462948827610e+01,4.895649202409796175e+01
5.345632362747277000e+01,4.974755264055067272e+01,4.965460855802198381e+01
5.347855078906422932e+01,4.974601165262832581e+01,4.915669578240712667e+01
5.350077795065569575e+01,4.974447166474682547e+01,5.041984995757313470e+01
5.352300511224716217e+01,4.974293267593297685e+01,4.963724075793653157e+01
5.354523227383862860e+01,4.974139468521490670e+01,4.975909427474014279e+01
5.356745943543009503e+01,4.973985769162196391e+01,4.879299052097947254e+01
5.358968659702155435e+01,4.973832169418474791e+01,5.077789921712017218e+01
5.361191375861302078e+01,4.973678669193515134e+01,4.773583812755325795e+01
5.363414092020448720e+01,4.973525268390628185e+01,5.184721766601548154e+01
5.365636808179595363e+01,4.973371966913251896e+01,4.861294335867536631e+01
5.367859524338741295e+01,4.973218764664951408e+01,4.895970198337359847e+01
5.370082240497887938e+01,4.973065661549411942e+01,4.908097447075623876e+01
5.372304956657034580e+01,4.972912657470446618e+01,4.810286757722848705e+01
5.374527672816181223e+01,4.972759752331991479e+01,5.043313392869080758e+01
5.376750388975327155e+01,4.972606946038107623e+01,4.875174616206877687e+01
5.378973105134473798e+01,4.972454238492980494e+01,4.856189488100066143e+01
5.381195821293620440e+01,4.972301629600917749e+01,5.040479114713179598e+01
5.383418537452767083e+01,4.972149119266351391e+01,4.992638517634127027e+01
5.385641253611913015e+01,4.971996707393837056e+01,4.774595720637418594e+01
5.387863969771059658e+01,4.971844393888055436e+01,4.803696140770467338e+01
5.390086685930206301e+01,4.971692178653805883e+01,4.932931623822552325e+01
5.392309402089352943e+01,4.971540061596013516e+01,4.951240797874194044e+01
5.394532118248499586e+01,4.971388042619726377e+01,4.999810475165245549e+01
5.396754834407645518e+01,4.971236121630114724e+01,4.928921788288249672e+01
5.398977550566792161e+01,4.971084298532467471e+01,5.062335300406830640e+01
5.401200266725938803e+01,4.970932573232200724e+01,5.049745572917616698e+01
5.403422982885085446e+01,4.970780945634849957e+01,4.987631520713776467e+01
5.405645699044231378e+01,4.970629415646072857e+01,4.952985202936487497e+01
5.407868415203378021e+01,4.970477983171646486e+01,5.058209955347518871e+01
5.410091131362524663e+01,4.970326648117470825e+01,5.084485165048363342e+01
5.412313847521671306e+01,4.970175410389568782e+01,4.978757053241248798e+01
5.414536563680817238e+01,4.970024269894080504e+01,4.946745234056658802e+01
5.416759279839963881e+01,4.969873226537269062e+01,5.025049105059512300e+01
5.418981995999110524e+01,4.969722280225516897e+01,4.904378164147898644e+01
5.421204712158257166e+01,4.969571430865327244e+01,4.986724696366921705e+01
5.423427428317403809e+01,4.969420678363323418e+01,5.026205611406278706e+01
5.425650144476549741e+01,4.969270022626249528e+01,4.848397165651336849e+01
5.427872860635696384e+01,4.969119463560966921e+01,4.879588939948987303e+01
5.430095576794843026e+01,4.968969001074458447e+01,4.768989755295457655e+01
5.432318292953989669e+01,4.968818635073824908e+01,4.897644025723148786e+01
5.434541009113135601e+01,4.968668365466288606e+01,4.997844689744388091e+01
5.436763725272282244e+01,4.968518192159187663e+01,4.907161345010053566e+01
5.438986441431428887e+01,4.968368115059980994e+01,4.997035066578856544e+01
5.441209157590575529e+01,4.968218134076245462e+01,4.956036385133054267e+01
5.443431873749721461e+01,4.968068249115674462e+01,4.879146601143946782e+01
5.445654589908868104e+01,4.967918460086083599e+01,5.081928950277315948e+01
5.447877306068014747e+01,4.967768766895405008e+01,4.939391324437407604e+01
5.450100022227161389e+01,4.967619169451684513e+01,5.049585493146834381e+01
5.452322738386307321e+01,4.967469667663091570e+01,4.995934091503887942e+01
5.454545454545453964e+01,4.967320261437909323e+01,4.951907475091013566e+01
5.456768170704600607e+01,4.967170950684537445e+01,5.120739999349751059e+01
5.458990886863747249e+01,4.967021735311496400e+01,4.923231049235100443e+01
5.461213603022893892e+01,4.966872615227421761e+01,4.900702789350625466e+01
5.463436319182039824e+01,4.966723590341063499e+01,5.082729374486160623e+01
5.465659035341186467e+01,4.966574660561290244e+01,4.996159487388803200e+01
5.467881751500333110e+01,4.966425825797087867e+01,4.890061415782675880e+01
5.470104467659479752e+01,4.966277085957555215e+01,4.926336493163146457e+01
5.472327183818625684e+01,4.966128440951910505e+01,4.839725949691839446e+01
