N,E,G,L,L_noisy
5.681028800572797133e-01,1.294637791819615131e+02,8.103344853576667006e+00,3.987265942599504509e+00,3.957302287065482815e+00
2.886211743454557421e+01,3.692575995708177317e+01,4.415424885686640266e+00,3.066892692798290909e+00,3.028045634002582975e+00
3.878824836493954265e-01,1.825899144562512078e+01,8.774443090726357752e+00,-6.992978230056982270e+00,-7.000817577997429098e+00
8.051514244999298242e+00,1.804433023635375122e+01,1.677034739588121770e+00,3.512514182049659262e+00,3.488323175879211924e+00
3.064771998619015836e-01,1.932309571524427838e+01,5.388535781787222589e+00,7.720954803172136849e+01,7.723716129176872869e+01
2.280975533171534231e+00,1.210716586030099791e+02,3.355641627064430033e+00,3.455777217603733131e+00,3.447252751685221828e+00
6.810940645688200235e+00,2.007237671706051287e+02,5.893277526014149004e+00,3.126330816574073523e+00,3.136657916013500635e+00
1.437015125844102847e+01,6.114126598840788773e+01,6.469688253714052095e+00,3.073033538133948195e+00,3.044662525415624099e+00
5.653222893258360671e+01,4.590129841661626386e+01,9.766059045624631452e+00,2.837869197082489858e+00,2.851083213806110628e+00
7.473115257417623525e+01,1.742145183547532028e+01,7.215351237205739565e+00,2.860722147355749811e+00,2.873393808208086764e+00
1.912657864650606498e+01,1.419570772187691432e+02,1.018280270634757656e+01,2.917136623131497242e+00,2.941804133577716751e+00
1.364275452792087229e-01,5.845845812232176542e+01,2.880639949897039198e+00,-1.859033857354998709e+00,-1.854772021060590914e+00
1.449266986903852361e+00,1.136519165225982242e+01,1.492404478464358775e+01,3.518471038956743513e+00,3.528661805351649416e+00
1.510322057662956041e+01,6.146261438070293792e+01,3.058995717903060463e+00,3.220754253598058003e+00,3.223943817060156647e+00
4.024996977119852204e+01,3.296880568941978140e+01,2.164201760499316674e+00,3.181328914935229069e+00,3.199661302465677259e+00
1.167148830821046895e-01,3.990240945913808446e+01,3.158408084476972189e+00,2.517628462697063085e+00,2.509213223358224276e+00
1.579349897486623799e+00,2.683000149623038055e+01,1.746710849877157079e+00,3.796907800012912393e+00,3.807631971279411776e+00
6.395280411754838923e+01,1.510304364282028544e+01,5.976058195694366582e+00,2.912076733480691182e+00,2.900519251851474412e+00
6.065292172310837060e+01,9.220110984228612949e+01,1.319252347285101212e+00,3.301605184701472684e+00,3.315556346767104756e+00
4.491953182216023066e+01,2.439830725613488198e+02,1.596269822114948944e+01,2.728549808487618300e+00,2.722824091943404134e+00
2.880031336224206928e-01,8.933566459509677316e+00,1.124247511319084580e+01,3.101571470555857690e+00,3.088388283826535741e+00
9.248083165302791731e-01,6.714836871812433117e+01,1.795727922262882137e+00,3.831280261922080044e+00,3.817516760845978130e+00
6.080061308927388097e+01,3.838006195403520593e+01,1.611882383262720930e+00,3.214825280845211353e+00,3.244050476117843473e+00
5.748749694277085354e+01,6.913111399825994852e+01,1.507233468582966296e+01,2.756647905605048798e+00,2.725288940290101269e+00
7.782194084634571141e+01,8.687205773224573591e+01,1.152483797879633176e+00,3.343304708146579873e+00,3.313448717910824737e+00
1.258407922560383163e+01,8.228772432250748281e+00,2.760828607390144018e+00,3.320742783914007568e+00,3.333280863929896309e+00
1.349967668746552008e+01,1.501068441919265695e+02,1.608868330663237955e+01,2.871451999662912868e+00,2.851327788834368882e+00
5.711012249375937433e-01,1.568323717711253273e+01,1.216625208636741506e+00,4.125161968648877853e+00,4.115632956497969452e+00
1.351898274831161473e+01,1.362947076950104019e+02,2.622272543809776479e+01,2.795148902987665274e+00,2.785072570667748604e+00
6.159803026131878134e-01,1.768121438381777750e+02,1.198897244859685074e+01,3.893944898912195640e+00,3.939331308925359654e+00
3.358132125947040691e+01,1.720827242847885259e+02,1.890890628662265316e+00,3.231746631318499041e+00,3.218080572317042698e+00
6.526918308103962119e+00,8.619207297037428361e+01,2.042844380616140043e+00,3.432441102393358978e+00,3.417794130202074676e+00
7.087891175044257475e-01,9.043058253746671937e+01,1.571687227531749498e+00,3.880173782173709007e+00,3.872187320673298405e+00
2.790325932670236209e-01,2.521517869863751002e+02,1.559195894710344454e+01,2.728325968056839024e+00,2.732764360521787061e+00
2.361065395333357686e-01,8.837151586063022535e+00,2.390743109050728066e+01,3.420664053905968061e+00,3.430491317076068469e+00
2.879248616789691906e-01,1.489139179982442158e+02,2.844948165973115906e+01,2.837120280801824102e+00,2.807519855836922762e+00
5.603213768687441387e+01,6.826431846177959528e+01,1.949190221700892289e+00,3.168923428445197477e+00,3.177694020859064494e+00
1.277241608321505462e+00,2.154875330993937439e+02,1.950045836244001407e+01,3.185632026636879832e+00,3.224555943885943243e+00
5.022022342381116999e+00,1.910632641672457055e+02,7.059570590363021481e+00,3.131721587557090292e+00,3.095841297566344963e+00
2.760933707199684228e-01,1.095025283262723370e+01,1.234459019757862874e+00,4.330422087547962207e+00,4.341815433145513659e+00
4.899298801746723342e+01,6.372640071657200878e+01,2.178219828351106724e+00,3.153662341210734965e+00,3.168930177758481292e+00
9.462509496359022876e+01,3.718260225837885002e+01,1.649959568454207881e+00,3.150408551000146495e+00,3.153384820227409957e+00
3.501443174844524275e+00,2.085573417264501117e+01,1.242144008935367872e+01,3.258757337225120398e+00,3.254726359135992730e+00
7.078898415573603131e+01,1.462384096369027553e+01,1.354982228896976792e+01,2.776970642680930634e+00,2.729753667829841746e+00
8.134689629547588652e+01,1.087291641804293185e+01,1.977554227134620035e+01,2.711022235580957673e+00,2.734908328122187537e+00
1.064058502028328057e+01,1.150352197009802246e+01,1.645194499418997758e+00,3.477855822520967699e+00,3.471255817717790570e+00
2.684093237309961300e-01,4.126047296335596570e+01,1.768217393900329881e+01,3.066237047753904488e+00,3.062001276076717016e+00
9.558172735503323025e+00,1.773084299248424145e+01,8.037561547303910814e+00,3.152090074117123386e+00,3.176527307711344061e+00
3.526056835406883860e-01,1.527984767934737498e+01,2.179787691140000039e+00,4.305272297632850353e+00,4.258351390457061569e+00
4.848785815480365358e+01,1.095107813543382349e+02,4.742334454885042128e+00,2.970865948070683160e+00,2.969389699170008168e+00
4.730697783384376010e+01,9.049243995361916149e+00,1.073075626363528601e+00,3.406573338966531583e+00,3.418382222500074619e+00
3.480482648826042635e-01,2.084543865605599535e+02,2.827087222254489518e+01,2.646824716909190744e+00,2.661113633311679383e+00
1.151249585256803654e+00,2.088319450650712739e+01,5.054458309515059256e+00,3.704887150248096894e+00,3.716961177313933717e+00
1.123506146536008643e+01,8.405745535195945806e+00,3.323533385642886362e+00,3.303619611368208364e+00,3.344305576385149692e+00
5.251156718304924587e-01,1.448200204293284266e+01,6.817365637975530746e+00,4.356342879136667179e+00,4.361918040190055024e+00
3.373486395031973473e+01,5.743261024885667609e+01,2.189977925587855623e+01,2.766119636108929747e+00,2.786398725794841269e+00
3.329323221017705503e+00,1.194298693963679483e+02,1.165464518850108533e+01,3.132643099184420965e+00,3.148006600612209382e+00
8.739265797710347172e+00,4.029124325916102123e+01,2.006467533820497362e+00,3.422478391858768454e+00,3.392785442234682147e+00
2.317739691194645957e+00,9.751264274912695385e+01,2.814827846984132798e+00,3.510580365872900011e+00,3.495155669007428578e+00
2.658047704616566165e+01,2.041972865236310781e+02,1.736275067468293853e+00,3.282396977896119949e+00,3.324008238268179927e+00
2.367600776148820785e+01,5.755442596736762084e+01,5.599699140453275881e+00,3.036873177949351188e+00,3.031393371990404706e+00
2.586506832960381175e+01,8.729844577283627416e+01,2.013737586571831883e+01,2.790747487775646629e+00,2.789383697030475506e+00
1.245936232947091993e+00,4.791753000805779550e+01,1.281084762555070977e+00,3.870097969410147165e+00,3.843728502535470604e+00
1.183153888736710346e+00,8.038410351248293395e+00,2.916927490617488417e+01,3.553151756980302167e+00,3.546266427450611491e+00
5.344882659426262173e-01,1.237624597525373105e+02,1.835712871533401014e+01,6.527386384088904592e+00,6.501099839784649781e+00
4.995311519600693373e+01,3.973396289792594160e+01,2.176491425421014814e+00,3.151251828107264785e+00,3.139052319026502058e+00
2.251584322578900621e-01,1.219246264184072359e+01,3.390964849617517540e+00,7.196455519780785792e+00,7.207509492632317105e+00
1.164042715257576077e+00,1.134305838365660151e+02,7.808873419967804708e+00,3.453132417131417942e+00,3.436492742495985464e+00
1.265581039665030494e-01,1.096498088936293946e+01,1.904971729774756373e+00,4.972144943715027132e+00,4.959833517225822774e+00
9.278928958906410784e+00,5.985379320483149712e+01,1.501268427858554944e+01,2.988062032339826146e+00,3.014805348662182194e+00
7.570311001666034656e+01,7.627341509659595431e+01,6.970743339076682865e+00,2.854517316306026231e+00,2.863909395764046462e+00
4.047766039227244761e+00,4.997598994086408908e+01,1.121983666369029464e+01,3.178673085317496483e+00,3.188979076577923344e+00
1.272241768419209995e-01,8.452345899408097551e+00,3.084122306297914662e+01,3.651461067876152988e+00,3.671336457583591173e+00
1.142938284035421859e+00,2.031126822136860994e+02,3.749330487482568142e+00,3.536594513515056271e+00,3.525556389715247096e+00
9.663893166393936696e+00,1.519126470634926740e+01,4.977869055618505456e+00,3.238113296237821181e+00,3.230289581445735081e+00
3.050721549369685426e-01,5.826940088089981629e+01,4.659384098855129608e+00,6.994272779653213590e+00,6.953086135533067313e+00
3.623568875421316893e+00,1.518257311468074988e+02,1.126216276489089196e+01,3.104870983295038300e+00,3.119525144038028941e+00
1.030308695552491161e+00,2.643766031308714659e+01,1.029840336907578724e+01,3.620190484161859512e+00,3.616032361047442745e+00
1.364548068713189455e-01,3.871141583097551830e+01,1.733674559377236024e+00,4.538252544822448442e+00,4.538151169460869383e+00
2.237276814184590634e+01,7.038409103152000057e+01,2.516280684075562846e+01,2.783902895506405351e+00,2.762087363054338329e+00
7.411835101793203817e-01,8.573074016051933199e+01,7.782337150395537861e+00,3.712094101724421336e+00,3.724476058332262696e+00
3.498494336528703008e-01,2.998610539275206222e+01,8.811793445331554508e+00,1.404535667600348425e+00,1.417051555047107891e+00
9.381757741497779080e+00,9.983546958960930340e+01,2.892741997320938552e+01,2.845187829417933134e+00,2.848804573698564546e+00
2.090226635046156023e+00,2.826659635648814728e+01,2.584861643174611423e+00,3.642124099727145570e+00,3.610328636170176519e+00
9.408371471162387811e-01,2.440007165255903843e+01,1.661092469465365484e+00,3.931812169871571783e+00,3.914949019522488527e+00
2.034521806501373153e-01,7.192917546853301758e+01,7.722872680868997364e+00,2.994721991993444909e+00,2.994019602038474837e+00
9.185106853482417932e+01,1.565441056623657801e+01,2.554946561407427197e+01,2.657733099892336082e+00,2.640978611164281453e+00
6.027837185040683110e+00,1.015609577750123691e+02,1.430295130020586614e+00,3.550408489650764388e+00,3.558117860644400388e+00
2.137423088188232345e+00,9.813321658054302787e+00,1.337691128773737637e+00,3.862124929004318474e+00,3.882233939214969620e+00
5.762436561952648084e+00,8.251050097369883929e+00,1.143524322917269309e+01,3.232487225566316624e+00,3.217369358891084108e+00
2.290574452973168196e+00,1.400451443125847639e+01,8.474749427460409379e+00,3.449239675768152935e+00,3.445605225513003411e+00
2.332401987585094716e+01,8.042146485933692190e+01,4.200981844402647880e+00,3.086595917914885412e+00,3.072883108320226153e+00
3.966243769437286915e+01,5.007370810717924314e+01,1.345426201185155257e+01,2.826868836268119800e+00,2.847486322646397117e+00
8.060759307444241850e-01,3.139135086337377700e+01,3.063340946063361869e+01,3.680079668188494857e+00,3.698010726645188484e+00
6.192769374608795374e+01,1.200753942745707192e+01,1.357414774085710096e+00,3.255554743561215325e+00,3.308786843995376703e+00
7.685921863325501091e-01,2.102660276535004868e+02,8.686228561870633413e+00,3.568756283063856394e+00,3.568898627937326928e+00
8.097922317440938045e+00,1.710297805992313158e+01,4.948818048776968404e+00,3.265893961306431947e+00,3.247213625374635537e+00
6.753253348172677306e+01,3.999214010141969311e+01,3.307981170462568343e+00,3.014699435032605734e+00,3.022891880826616973e+00
1.237988603911777119e+01,1.660285750223076207e+01,1.539854234465088956e+00,3.466807468713788865e+00,3.462159631510414393e+00
1.449906889119061681e-01,4.000163740459814932e+01,1.143825815956867942e+00,4.283122906230264704e+00,4.286947532028399621e+00
7.332512030922186064e+00,2.865429545514270160e+01,9.997502504163669812e+00,3.135848694829193928e+00,3.160729497421920442e+00
3.700711649446232343e+01,2.644246506573459143e+01,4.482997507024123252e+00,3.035004801795281537e+00,3.029313368309683341e+00
1.437953539439530137e-01,3.937695142342538901e+01,4.023075764442166857e+00,2.865603651627925075e+00,2.880069512943244092e+00
4.002092257408984555e-01,1.175871462082806396e+01,1.662111607078505315e+01,2.495000504548629650e+00,2.452680559277019778e+00
1.699458179348289688e+00,1.656691452494673200e+01,1.123002878593904352e+00,3.922640054128535780e+00,3.943824153316349612e+00
1.474494412629946183e+00,1.158622233567131588e+01,1.075745171987409821e+00,3.982052634351692433e+00,3.984767822816849936e+00
8.754143169151582526e+01,1.584795427859898176e+01,8.106045892478960013e+00,2.821660223472604478e+00,2.816909948688234522e+00
1.809332595418847167e-01,4.800466678370638363e+01,2.669154947354908103e+00,5.588262868689586327e+00,5.578303805347045952e+00
3.396100113743981130e-01,2.184595954740572665e+01,4.577047821473247069e+00,5.327805362598993177e+00,5.356192094932711534e+00
7.936514698608922558e+00,2.329665943294628221e+02,6.282676447915670259e+00,3.085042013324206245e+00,3.074977705142166506e+00
2.171077740256258659e-01,1.467566372983678669e+01,1.295420552648958967e+01,3.339965792137439049e+00,3.365402183627013155e+00
7.125451639296414896e+00,5.645684202233263704e+01,6.203567349652407970e+00,3.185234719678872395e+00,3.175181760394112374e+00
7.816787986761255524e+00,2.013975296507680639e+02,1.963347562245831313e+01,2.878406662885423906e+00,2.879429558817001134e+00
4.534586959924781446e+00,8.032699734843855310e+01,1.560067273690112222e+00,3.572150015198795714e+00,3.579370426952360074e+00
1.844162400165595406e+00,1.679091720842123081e+01,5.038046989237945361e+00,3.580302080729522718e+00,3.620923931179413913e+00
2.550362714976318390e+00,2.513900113886126917e+02,7.244613542237883230e+00,3.205928870456894231e+00,3.211060414864343127e+00
1.290967208587821435e+00,1.349874928260484275e+01,1.271783486308675570e+01,3.566483539960293214e+00,3.571377569619227366e+00
1.453634137998526699e+00,5.201149823102884540e+01,1.500034518173208120e+01,3.352947997202925912e+00,3.351784842335601144e+00
1.106463146677805209e+00,1.773144666769616151e+02,1.417099617748916351e+00,3.760606605870728814e+00,3.754767369722009196e+00
8.274789122138500597e-01,4.865514052184952476e+01,5.863402701039478693e+00,3.734409838622754663e+00,3.722483738142418286e+00
3.291257541473138204e-01,2.216452585693313040e+02,2.733807989340848010e+01,2.682966711130454485e+00,2.719347191408573838e+00
4.860921001087323390e+00,1.212313263240448151e+02,3.565307588679292650e+00,3.315438480081321693e+00,3.345059027656782646e+00
6.597841980340478862e+00,7.067966784755581955e+01,1.317365561632943827e+00,3.582217522594473458e+00,3.568701846153795820e+00
4.316268191514857300e+00,6.276997682388063282e+01,4.127437645886269380e+00,3.342249881191412531e+00,3.345710087819941503e+00
3.343201002555785895e+00,1.499074068882478912e+02,1.804001502178487870e+00,3.538926250425761477e+00,3.515643082048323542e+00
2.708443271030049715e+01,2.062600606131049830e+01,1.187826207659739808e+01,2.923426943123652588e+00,2.942513521561556100e+00
5.482193275956467460e+01,2.154867980323262699e+01,2.875948434699235534e+01,2.702763454303109825e+00,2.716776217904782520e+00
1.538800329921871379e-01,1.609078712758719476e+01,1.976550657998805605e+01,3.485664195483670014e+00,3.488196172795010153e+00
1.644658563284719932e+00,1.134324969404560903e+02,1.151429200376071549e+01,3.280700646879767479e+00,3.264843526972589505e+00
2.574558688267917450e+00,1.315738627673969319e+01,3.139246631812685351e+01,3.233938657784108273e+00,3.249548521223465603e+00
1.981383658883880128e-01,2.087675251344205378e+02,2.891518818700514526e+00,5.616098222980166810e+00,5.628735807980461026e+00
9.973022608648786091e-01,1.346240655659749166e+02,9.491814502645409490e+00,3.461345202091666184e+00,3.458060946902427268e+00
1.791512932999352659e+00,1.816818489941296733e+01,6.663238229360133325e+00,3.532555015319707614e+00,3.547604826232709563e+00
1.323202526771136700e-01,3.680468009516103933e+01,8.130925745303068553e+00,3.375717230597446328e+00,3.349140034226327778e+00
1.985162448889337572e+00,1.121518855902867386e+02,4.759336200989616295e+00,3.412194112747444663e+00,3.400523200743289287e+00
2.022709560218191038e-01,1.386846348074486990e+01,2.633707998465370892e+01,3.407302427050458160e+00,3.388576904592531580e+00
1.648510828000981254e+00,1.897741582982298070e+01,1.640225408898645876e+00,3.826845522660041077e+00,3.829420504274091197e+00
3.953556555277850659e-01,3.315878202031907307e+01,1.276493643202167938e+01,1.769860963934402065e+00,1.803511476237142697e+00
2.019425848004489377e-01,1.536832251161932277e+02,6.837787141895194765e+00,2.815607825522535190e+00,2.816866960063229008e+00
1.557528409168739691e-01,2.065246082879438916e+01,4.564095075589217565e+00,3.068542389004571991e+00,3.091569243162259450e+00
3.500052011624863901e+00,1.015531978092222829e+02,2.386873741656879488e+00,3.477291889304465311e+00,3.476941130334078256e+00
1.020542132184769635e-01,1.130114181905017290e+02,4.304831575905736507e+00,3.133053742842782263e+00,3.125200912230575501e+00
1.554870901965952346e+00,1.122149936661675014e+02,2.721018590371168333e+00,3.586648011914948864e+00,3.607172748248160143e+00
1.517122900925994000e-01,9.317010116935270148e+00,2.628450799140350469e+01,3.584384303830382645e+00,3.595490844548110854e+00
1.163028235003801925e+01,4.371922846333269774e+01,2.562167296276350648e+00,3.311269958840062255e+00,3.339895778093259882e+00
8.866993232315815376e+00,2.405757886455802463e+01,5.263714196990918026e+00,3.224102413592617289e+00,3.243821035140525666e+00
2.887193733072882518e-01,2.056694689394083042e+01,2.406867135465047269e+01,3.160571207175780994e+00,3.144547681991985311e+00
1.234067577026025431e+00,1.338050379839117454e+02,4.151795925490440631e+00,3.536377823855867408e+00,3.485642212600563283e+00
1.484643654173135374e+01,6.080870127685328441e+01,7.131771215947803277e+00,3.050941106408407322e+00,3.053894747043623514e+00
2.421563528872613114e-01,1.664058260900470287e+01,2.546866102610065141e+01,3.298206806110532519e+00,3.274875857406792878e+00
2.744539557304951316e+01,9.623447369003430651e+01,1.533149010871611040e+01,2.823822824690587652e+00,2.795826698400910804e+00
9.648410876579738726e+00,9.737667048254147062e+01,2.785053706197214396e+01,2.849594563223567967e+00,2.820158803777580658e+00
6.668284845180707521e+01,2.045997527847358697e+02,1.234390264994336484e+01,2.745038157326835204e+00,2.732388320684496552e+00
6.390692107162666780e+00,2.415532558866293869e+02,1.767006203071533221e+01,2.906577044465513460e+00,2.902746033562992434e+00
1.360726218237648388e-01,4.519559560685260635e+01,1.190046168401056192e+01,3.344065328623135436e+00,3.344332772994984104e+00
1.688003468844416988e+00,1.832406288395844172e+02,3.448943467822967790e+00,3.474137907358380239e+00,3.515185146724955523e+00
1.163684820913691276e+01,1.354570689527412526e+02,1.989786461247038218e+01,2.858604072965466258e+00,2.834507501985458422e+00
2.555626513584627002e+00,1.257135527464585891e+02,4.422130641858603717e+00,3.369429687840825860e+00,3.369363609351997191e+00
1.303904583859048394e+00,1.248146713071596992e+01,4.859458261574014060e+00,3.716735518626452794e+00,3.691992634970252318e+00
5.646475628896731047e-01,4.587049620400559036e+01,1.190636978514711863e+01,4.358824692847701243e+00,4.339053196697646442e+00
1.173988595159258352e+01,5.464565314741837199e+01,1.541726214788329763e+01,2.956857445555385766e+00,2.958319449700967052e+00
2.929303510549725598e-01,1.303334236543567215e+02,5.812127019804788297e+00,-3.467977125979402331e-01,-3.383034959784289031e-01
1.952658802523017556e+01,2.572473510958602461e+01,2.697617371397590613e+00,3.233135778704556706e+00,3.207545351792053356e+00
6.965181643540380163e-01,2.158344010527328294e+01,2.871587958012942110e+01,4.051578285348391262e+00,4.074572031037587472e+00
5.400277554877424002e+00,1.654452408294080712e+01,3.135908472829631144e+00,3.433281850170494032e+00,3.414789330886757401e+00
5.825406625379653036e+01,8.584455319983725019e+01,2.431836280685064633e+00,3.103809162021846202e+00,3.123081332573211633e+00
6.018589459244182649e+00,5.364571927641420501e+01,2.949532336569862423e+01,2.953158751201302223e+00,2.952217363377365178e+00
4.044626588083900032e+01,1.286456888417614266e+02,5.998510676496743521e+00,2.939964716207568607e+00,2.958184842937597647e+00
1.854074073922724886e-01,1.000025078376458154e+01,1.030341966124112663e+00,4.418091985262926791e+00,4.429520166374540935e+00
3.395755070835252631e+00,2.157643026930527697e+02,1.390823268133351442e+00,3.598573994771239182e+00,3.592935494242285532e+00
9.184871697351217890e+00,6.089469576259851635e+01,4.847160170514340116e+00,3.191851686355240858e+00,3.201501854558751248e+00
3.069223140427026486e-01,1.344771072488540753e+01,1.079857064198620265e+01,2.882945509827530728e+00,2.856178082589403644e+00
1.225881153299460458e+01,2.114484652690547364e+02,6.400984090615994049e+00,3.036705230495766461e+00,3.010782306066932978e+00
9.498623508925959413e+00,2.339380694139047421e+02,1.779150039218279300e+00,3.385070375176068680e+00,3.378025479790822683e+00
2.380882606009938396e+00,8.905656734333082625e+01,7.480519870597812648e+00,3.303318004106422734e+00,3.330842114684613886e+00
2.413429670769782831e+01,1.006671074518998488e+01,1.758190268197896033e+00,3.315112859656077937e+00,3.300244157963462488e+00
1.022347671558142823e-01,1.275592670017985313e+02,2.397981021321540496e+01,3.175198017515489912e+00,3.163293034011809279e+00
6.099883570530165144e+01,1.256608242174402648e+02,5.565409874547921021e+00,2.912665832930411369e+00,2.946028845524772066e+00
1.874589591767415464e-01,3.314256300058762861e+01,2.174223887450888881e+01,3.281331831580340364e+00,3.282260128030008772e+00
2.045394950759192554e+01,7.436439891404775437e+01,2.272218671660169775e+01,2.807349018775079585e+00,2.807423823213888614e+00
2.942760131718969441e-01,1.898325253877970553e+01,8.522053901402156129e+00,2.642493914144389056e+00,2.621551774976873972e+00
1.084808279187109842e-01,6.324343657355156978e+01,4.324732035973578803e+00,3.195857275180006951e+00,3.197126690465018406e+00
6.192519352335639660e+00,2.208680263473580965e+02,2.356916821227014847e+00,3.354566893307157294e+00,3.366489039981544806e+00
4.442174272341745223e+00,6.496195462427269263e+01,2.920763417291385888e+00,3.413754661254734035e+00,3.412689749716419918e+00
1.705770507526816715e+01,8.543990781085106789e+01,1.209564902298740563e+01,2.924574778956676724e+00,2.939915935346457676e+00
3.842569070571774859e+01,1.230157027112947254e+01,7.266632160652450878e+00,2.956171792308960100e+00,2.962798866871125369e+00
2.501300986552269734e+00,9.106103412626872284e+01,1.225966169180373821e+00,3.730926531727487117e+00,3.751981291803450080e+00
3.766636878061760729e+00,3.410524644162487817e+01,1.846865827724586850e+00,3.595479879903011877e+00,3.612061357919004845e+00
5.809695181563954591e+00,9.137657388857006424e+01,2.625810320563906330e+01,2.931382337687021611e+00,2.928762952357668148e+00
1.001478756443871188e+00,4.191331661984838064e+01,1.647100868732616874e+01,3.516212608258627803e+00,3.533651595008938440e+00
2.529344453435064466e+01,1.508234427465663146e+02,1.852573904244023595e+01,2.779557583302651125e+00,2.815705603265468149e+00
1.943277633461655896e+01,2.110392479953884504e+02,1.817072974929369478e+00,3.300359754050629313e+00,3.306483120662054631e+00
2.994495954587382269e-01,4.130398547826327160e+01,2.024450520054782210e+00,4.235784172130170333e+00,4.211418433616848311e+00
1.179457408219186121e+01,1.436385424081764768e+02,2.996019596439067900e+00,3.228849290038721342e+00,3.232714612402740162e+00
4.400142555366363117e-01,3.654875081757086974e+01,1.321436471844086036e+01,-1.651013978393424342e+00,-1.654958269121164394e+00
7.119416020902732400e-01,1.977617537473833522e+02,9.754401312044171490e+00,3.634566365493567375e+00,3.686428954736725050e+00
5.282397225957584652e+00,1.766135192098791507e+01,2.478765784397821914e+00,3.487589246316920466e+00,3.502709151962546397e+00
2.091607722625374421e+00,1.089091743027880455e+01,1.966024889566685374e+01,3.369584821900557969e+00,3.347459189412491209e+00
5.416080580212912388e+00,1.747208588480248750e+02,4.291795553521279061e+00,3.234753752884758971e+00,3.230981469582266286e+00
5.119113291469269411e-01,3.903239999665930071e+01,2.913746606094704816e+01,9.219322950190593779e-01,9.511452292444653178e-01
1.885749439157479301e+01,4.055172494968778807e+01,2.018588278597381436e+00,3.304761745381437965e+00,3.281489977617339626e+00
2.160139759494446587e-01,6.970944654129428386e+01,9.493320023166923249e+00,3.024165790638156714e+00,3.014272959091107040e+00
1.054781507618062497e-01,8.154914492655965574e+00,3.628866786985281756e+00,3.404549285389438573e+00,3.404499715428115802e+00
4.149931153537342876e-01,1.015020447598442388e+02,1.456332015599539353e+01,1.544876246806197173e+00,1.541817000023625983e+00
3.224063095119467537e+00,1.914167935252304176e+02,9.248578575591995588e+00,3.141444609403819754e+00,3.129472284671760640e+00
3.565058547969099578e+01,1.973730205305584207e+02,2.423702673164505939e+00,3.150915058759840015e+00,3.153407422678562000e+00
1.045989654856819273e+00,1.189668675732235812e+02,1.476609852885883711e+01,3.383524323287639302e+00,3.355157016105701384e+00
1.830143749744114201e-01,1.296628464000061598e+01,8.463455238576521822e+00,3.392783127365769147e+00,3.381039496702112235e+00
9.113124397151229061e+01,1.529953611771223621e+01,5.399488039589250832e+00,2.880038092440497355e+00,2.867877269673040797e+00
1.115215643166279236e+01,1.735855161849260071e+02,1.117165282866339648e+00,3.562411299144486065e+00,3.556180088616511803e+00
7.066856710107607409e-01,1.504473345982220565e+02,1.477770897864816080e+00,3.840209825605191529e+00,3.834001461712274406e+00
4.825119514444095592e-01,1.284965337570469757e+01,2.668590390810626189e+01,1.911231337058230118e+00,1.910923512412089353e+00
2.819058215582005977e-01,3.879772244561085159e+01,9.795170591061401311e+00,2.812633316774408421e+00,2.805398647624804731e+00
2.161069820674784148e-01,2.327521687993490218e+01,1.853326517515460514e+00,4.428633635877452512e+00,4.419983522946958843e+00
1.435202605550536070e+01,2.625017092681073549e+01,3.057492061231099179e+00,3.251951501055329707e+00,3.258856083145090565e+00
2.223945803583770586e-01,1.133945209024953868e+02,1.760333740272595593e+00,4.169861647122162118e+00,4.187524764663183241e+00
1.093487676482095594e+01,1.028036266435700696e+01,2.459816100161017705e+00,3.368757021046941524e+00,3.387646608376086999e+00
1.608363259451194294e+00,2.344871115351851927e+02,8.495725961105163648e+00,3.269980265881891501e+00,3.246576062612396729e+00
7.628418651525469940e+00,3.642177133873654071e+01,5.716810768988588087e+00,3.213719950321621610e+00,3.218291641473347120e+00
1.268858822005670683e+00,3.561692803731734358e+01,2.374451370124146976e+01,3.371935071558389119e+00,3.386491363625322215e+00
2.244461688918104048e-01,7.849000520027009031e+01,1.561251484522726329e+00,4.168812019194500174e+00,4.163088464872553018e+00
1.002606090848906506e-01,2.151933300320582134e+02,1.357040576031671542e+01,3.130833508437617319e+00,3.139780964940313890e+00
3.179721208588440007e+01,4.286101167591272088e+01,1.044832912491540533e+01,2.899327677917394652e+00,2.894527249902059118e+00
3.021039320406134365e+01,9.821440818636648373e+01,3.120361811902700921e+01,2.698886339970106629e+00,2.706011369418301005e+00
2.457517838540576871e-01,7.978675878124589360e+01,4.590086605646759743e+00,-8.124483032653229131e-01,-8.433204502512283707e-01
6.694466335675491875e-01,1.825960662620403809e+02,6.035857803371817987e+00,3.711048799045216562e+00,3.719848910984014712e+00
2.323936192448034621e+00,1.291041706783712186e+02,3.261782621488851674e+00,3.453963973636874130e+00,3.443891920662334627e+00
6.463810850697470300e+01,5.162461029199000961e+01,1.401747917763001539e+01,2.762334266442906916e+00,2.747192424712225911e+00
1.262713871816380173e+00,7.115272773673160600e+01,3.099296203876094680e+01,3.247923762180236373e+00,3.241493421253539786e+00
4.723561299529142943e+00,1.120043191555877087e+02,1.018877619459404649e+01,3.108180152410748409e+00,3.127452613423681527e+00
1.057623919022434023e-01,2.338644440740575305e+02,1.234125468542793591e+00,4.097727365007056477e+00,4.116133204009847724e+00
1.506509786369948922e-01,6.761845431598129608e+01,1.460768915028863368e+01,3.235505098877695218e+00,3.240014098794549824e+00
