t,C,CB,C_t,dC_dt,dC_dt_noisy
1.140228045609121743e+01,4.018289836955822314e-01,3.285920050075639587e+00,2.048359428651400194e+00,-1.937799791453265197e-02,-1.313056820694541438e-01
1.140708141628325656e+01,4.017359699237378345e-01,3.285728146982803022e+00,2.047665527277903408e+00,-1.936997979396881675e-02,-3.223224730778678770e-02
1.141188237647529569e+01,4.016429946206959700e-01,3.285536168944331870e+00,2.046971892009496141e+00,-1.936197468665870614e-02,-2.243871662624025709e-01
1.141668333666733304e+01,4.015500577241630786e-01,3.285344116026382100e+00,2.046278522746117101e+00,-1.935398254033685039e-02,5.380777580814151417e-02
1.142148429685937217e+01,4.014571591720665356e-01,3.285151988295019088e+00,2.045585419387712101e+00,-1.934600330295102588e-02,-1.661074029054525336e-01
1.142628525705140952e+01,4.013642989025551500e-01,3.284959785816220279e+00,2.044892581834235834e+00,-1.933803692266103380e-02,-6.783850539000660373e-02
1.143108621724344864e+01,4.012714768539986654e-01,3.284767508655872081e+00,2.044200009985650990e+00,-1.933008334783942184e-02,-2.470747405751008430e-01
1.143588717743548777e+01,4.011786929649882039e-01,3.284575156879773417e+00,2.043507703741926473e+00,-1.932214252707159519e-02,2.190292026636506129e-01
1.144068813762752512e+01,4.010859471743358773e-01,3.284382730553632612e+00,2.042815663003041848e+00,-1.931421440915523369e-02,-3.458395724490771483e-01
1.144548909781956425e+01,4.009932394210750650e-01,3.284190229743068290e+00,2.042123887668982007e+00,-1.930629894310081918e-02,7.091753513755534588e-02
1.145029005801160160e+01,4.009005696444602473e-01,3.283997654513610254e+00,2.041432377639741613e+00,-1.929839607813130242e-02,2.811563500519954906e-02
1.145509101820364073e+01,4.008079377839670610e-01,3.283805004930699045e+00,2.040741132815321546e+00,-1.929050576368263048e-02,6.826932226190819686e-02
1.145989197839567986e+01,4.007153437792923545e-01,3.283612281059685500e+00,2.040050153095732011e+00,-1.928262794940310831e-02,-2.234130921478314491e-01
1.146469293858771721e+01,4.006227875703541330e-01,3.283419482965830749e+00,2.039359438380990763e+00,-1.927476258515367635e-02,1.874733933509775130e-01
1.146949389877975634e+01,4.005302690972915025e-01,3.283226610714307103e+00,2.038668988571122664e+00,-1.926690962100802151e-02,1.736105179095429052e-01
1.147429485897179369e+01,4.004377883004648364e-01,3.283033664370197169e+00,2.037978803566161901e+00,-1.925906900725274373e-02,1.265722114477057375e-02
1.147909581916383281e+01,4.003453451204554980e-01,3.282840643998494290e+00,2.037288883266148876e+00,-1.925124069438682861e-02,4.328110894534013819e-02
1.148389677935587194e+01,4.002529394980661737e-01,3.282647549664101660e+00,2.036599227571133319e+00,-1.924342463312198048e-02,-5.071527280542250521e-02
1.148869773954790929e+01,4.001605713743207060e-01,3.282454381431834101e+00,2.035909836381172511e+00,-1.923562077438287221e-02,1.093744707829122365e-01
1.149349869973994842e+01,4.000682406904639832e-01,3.282261139366416280e+00,2.035220709596331279e+00,-1.922782906930672886e-02,-1.834676583869162270e-01
1.149829965993198577e+01,3.999759473879622163e-01,3.282067823532484496e+00,2.034531847116682446e+00,-1.922004946924360524e-02,9.175120475809533938e-02
1.150310062012402490e+01,3.998836914085025507e-01,3.281874433994583562e+00,2.033843248842306384e+00,-1.921228192575613614e-02,6.205300752271379616e-02
1.150790158031606403e+01,3.997914726939935104e-01,3.281680970817171250e+00,2.033154914673292790e+00,-1.920452639061998035e-02,-3.012102125709373301e-01
1.151270254050810138e+01,3.996992911865647202e-01,3.281487434064614739e+00,2.032466844509738024e+00,-1.919678281582321011e-02,-5.440068786660647859e-01
1.151750350070014051e+01,3.996071468285669059e-01,3.281293823801191500e+00,2.031779038251745551e+00,-1.918905115356717150e-02,-4.263503724606486356e-02
1.152230446089217786e+01,3.995150395625720052e-01,3.281100140091090189e+00,2.031091495799429492e+00,-1.918133135626556851e-02,-5.149334146647690374e-02
1.152710542108421699e+01,3.994229693313731122e-01,3.280906382998410198e+00,2.030404217052908855e+00,-1.917362337654512916e-02,2.244365545933066364e-01
1.153190638127625611e+01,3.993309360779844774e-01,3.280712552587160324e+00,2.029717201912312419e+00,-1.916592716724521694e-02,-7.646565905824503212e-03
1.153670734146829346e+01,3.992389397456415079e-01,3.280518648921261882e+00,2.029030450277776509e+00,-1.915824268141824716e-02,-1.187177657579473466e-01
1.154150830166033259e+01,3.991469802778007669e-01,3.280324672064544700e+00,2.028343962049445004e+00,-1.915056987232940933e-02,-2.911102558463251055e-01
1.154630926185236994e+01,3.990550576181400855e-01,3.280130622080750680e+00,2.027657737127469773e+00,-1.914290869345675050e-02,-3.679564515466406810e-02
1.155111022204440907e+01,3.989631717105582287e-01,3.279936499033531572e+00,2.026971775412010679e+00,-1.913525909849081441e-02,-1.359028354144532491e-01
1.155591118223644820e+01,3.988713224991753403e-01,3.279742302986450309e+00,2.026286076803235137e+00,-1.912762104133575169e-02,-2.396715563212094557e-01
1.156071214242848555e+01,3.987795099283326095e-01,3.279548034002979673e+00,2.025600641201319885e+00,-1.911999447610787661e-02,-4.320333160755723823e-02
1.156551310262052468e+01,3.986877339425924927e-01,3.279353692146503629e+00,2.024915468506447436e+00,-1.911237935713683278e-02,1.922850671397001721e-01
1.157031406281256203e+01,3.985959944867384364e-01,3.279159277480316437e+00,2.024230558618810072e+00,-1.910477563896484376e-02,-5.522616939293741034e-04
1.157511502300460116e+01,3.985042915057752100e-01,3.278964790067623092e+00,2.023545911438606737e+00,-1.909718327634735147e-02,-2.289097140562143251e-01
1.157991598319663851e+01,3.984126249449286838e-01,3.278770229971538441e+00,2.022861526866044812e+00,-1.908960222425257203e-02,4.636499623341004683e-02
1.158471694338867763e+01,3.983209947496458292e-01,3.278575597255089846e+00,2.022177404801339229e+00,-1.908203243786152359e-02,-2.386955724614641949e-01
1.158951790358071676e+01,3.982294008655949402e-01,3.278380891981212741e+00,2.021493545144713355e+00,-1.907447387256872018e-02,-3.346099984076947309e-01
1.159431886377275411e+01,3.981378432386653565e-01,3.278186114212755076e+00,2.020809947796398109e+00,-1.906692648398078394e-02,7.978395090242962340e-02
1.159911982396479324e+01,3.980463218149675186e-01,3.277991264012474204e+00,2.020126612656632847e+00,-1.905939022791791615e-02,-1.291295807390603900e-01
1.160392078415683059e+01,3.979548365408331900e-01,3.277796341443039108e+00,2.019443539625663586e+00,-1.905186506041309236e-02,2.036623224986174319e-01
1.160872174434886972e+01,3.978633873628151241e-01,3.277601346567028173e+00,2.018760728603745669e+00,-1.904435093771233989e-02,4.316016031233141370e-02
1.161352270454090885e+01,3.977719742276874526e-01,3.277406279446931414e+00,2.018078179491141544e+00,-1.903684781627462685e-02,-1.803208966781269518e-01
1.161832366473294620e+01,3.976805970824452419e-01,3.277211140145149137e+00,2.017395892188122097e+00,-1.902935565277186214e-02,2.483170155709049642e-02
1.162312462492498533e+01,3.975892558743048810e-01,3.277015928723991944e+00,2.016713866594964877e+00,-1.902187440408917296e-02,2.400811244237604780e-01
1.162792558511702268e+01,3.974979505504940835e-01,3.276820645245746899e+00,2.016032102611986510e+00,-1.901440402711823685e-02,-5.675711995564021450e-02
1.163272654530906181e+01,3.974066810556348694e-01,3.276625289773499983e+00,2.015350600139897530e+00,-1.900694447618525573e-02,-2.312330887102031218e-01
1.163752750550110093e+01,3.973154473376213081e-01,3.276429862369285573e+00,2.014669359078974598e+00,-1.899949570883105454e-02,-1.512910422761382934e-01
1.164232846569313828e+01,3.972242493458155166e-01,3.276234363094657986e+00,2.013988379329327838e+00,-1.899205768403497419e-02,-1.816042573473436450e-01
1.164712942588517741e+01,3.971330870297327675e-01,3.276038792011101375e+00,2.013307660791082476e+00,-1.898463036092326583e-02,-2.551822133161675277e-01
1.165193038607721476e+01,3.970419603390414887e-01,3.275843149180033276e+00,2.012627203364385498e+00,-1.897721369876798070e-02,-2.774741512600072957e-01
1.165673134626925389e+01,3.969508692235632630e-01,3.275647434662801505e+00,2.011947006949398986e+00,-1.896980765698760840e-02,6.550612230192813523e-02
1.166153230646129302e+01,3.968598136332729398e-01,3.275451648520686376e+00,2.011267071446304122e+00,-1.896241219514671617e-02,2.029287598079695942e-01
1.166633326665333037e+01,3.967687935182986902e-01,3.275255790814900259e+00,2.010587396755300738e+00,-1.895502727295653167e-02,-9.133173705424248168e-02
1.167113422684536950e+01,3.966778088289216186e-01,3.275059861606586686e+00,2.009907982776605984e+00,-1.894765285027422141e-02,1.383688015936644089e-01
1.167593518703740685e+01,3.965868595155762066e-01,3.274863860956821249e+00,2.009228829410455219e+00,-1.894028888710314051e-02,1.626990930706316285e-01
1.168073614722944598e+01,3.964959455288500911e-01,3.274667788926611145e+00,2.008549936557101567e+00,-1.893293534359336006e-02,3.178592631863240703e-01
1.168553710742148510e+01,3.964050668194840088e-01,3.274471645576895629e+00,2.007871304116817246e+00,-1.892559218004072341e-02,-5.619521065895091011e-02
1.169033806761352245e+01,3.963142233383721291e-01,3.274275430968545120e+00,2.007192931989891349e+00,-1.891825935688787319e-02,-8.880153382186881106e-02
1.169513902780556158e+01,3.962234150365615548e-01,3.274079145162362092e+00,2.006514820076632066e+00,-1.891093683472344633e-02,6.533828486910654709e-02
1.169993998799759893e+01,3.961326418652527659e-01,3.273882788219081519e+00,2.005836968277364463e+00,-1.890362457428243492e-02,6.117389043352877698e-04
1.170474094818963806e+01,3.960419037757993421e-01,3.273686360199368650e+00,2.005159376492432699e+00,-1.889632253644651927e-02,4.151109152166076316e-02
1.170954190838167719e+01,3.959512007197081296e-01,3.273489861163821235e+00,2.004482044622198256e+00,-1.888903068224304094e-02,2.404226605184030807e-01
1.171434286857371454e+01,3.958605326486390741e-01,3.273293291172969521e+00,2.003804972567041709e+00,-1.888174897284625176e-02,-1.047359411044470334e-01
1.171914382876575367e+01,3.957698995144054432e-01,3.273096650287274034e+00,2.003128160227360510e+00,-1.887447736957637012e-02,2.443314213898800658e-02
1.172394478895779102e+01,3.956793012689736599e-01,3.272899938567128242e+00,2.002451607503570763e+00,-1.886721583390038592e-02,-2.151150786786817093e-01
1.172874574914983015e+01,3.955887378644631913e-01,3.272703156072856778e+00,2.001775314296106778e+00,-1.885996432743131113e-02,-5.074729635166561059e-02
1.173354670934186927e+01,3.954982092531469373e-01,3.272506302864716332e+00,2.001099280505420186e+00,-1.885272281192845734e-02,-1.535145637355120607e-01
1.173834766953390663e+01,3.954077153874508976e-01,3.272309379002895202e+00,2.000423506031982157e+00,-1.884549124929804642e-02,-1.703539818992030053e-01
1.174314862972594575e+01,3.953172562199542273e-01,3.272112384547512853e+00,1.999747990776279627e+00,-1.883826960159210029e-02,-6.278121127417457537e-02
1.174794958991798310e+01,3.952268317033892919e-01,3.271915319558621693e+00,1.999072734638819959e+00,-1.883105783100919028e-02,-1.081417086280224704e-01
1.175275055011002223e+01,3.951364417906417237e-01,3.271718184096204851e+00,1.998397737520127171e+00,-1.882385589989454822e-02,5.549140583173574337e-02
1.175755151030205958e+01,3.950460864347502543e-01,3.271520978220177955e+00,1.997722999320743931e+00,-1.881666377073942797e-02,1.419504420854067472e-01
1.176235247049409871e+01,3.949557655889068819e-01,3.271323701990387800e+00,1.997048519941230227e+00,-1.880948140618179942e-02,-3.172819713081784787e-01
1.176715343068613784e+01,3.948654792064568153e-01,3.271126355466613234e+00,1.996374299282164921e+00,-1.880230876900598758e-02,1.818694031829614088e-01
1.177195439087817519e+01,3.947752272408983631e-01,3.270928938708564715e+00,1.995700337244145084e+00,-1.879514582214253382e-02,-4.640665568917469175e-01
1.177675535107021432e+01,3.946850096458831558e-01,3.270731451775884757e+00,1.995026633727784882e+00,-1.878799252866866776e-02,3.070249787698636074e-02
1.178155631126225167e+01,3.945948263752158680e-01,3.270533894728147484e+00,1.994353188633717355e+00,-1.878084885180794639e-02,1.232779465898119209e-01
1.178635727145429080e+01,3.945046773828545517e-01,3.270336267624858184e+00,1.993680001862592865e+00,-1.877371475493053166e-02,-1.489163198045866665e-01
1.179115823164632992e+01,3.944145626229103030e-01,3.270138570525454647e+00,1.993007073315080646e+00,-1.876659020155263535e-02,-6.458652384773513888e-02
1.179595919183836727e+01,3.943244820496475400e-01,3.269940803489306269e+00,1.992334402891867917e+00,-1.875947515533746279e-02,-1.751138730004910549e-01
1.180076015203040640e+01,3.942344356174837250e-01,3.269742966575714060e+00,1.991661990493658996e+00,-1.875236958009424137e-02,1.601978209796640074e-01
1.180556111222244375e+01,3.941444232809896975e-01,3.269545059843910639e+00,1.990989836021177517e+00,-1.874527343977913652e-02,-6.531787917799761756e-01
1.181036207241448288e+01,3.940544449948893413e-01,3.269347083353060679e+00,1.990317939375164213e+00,-1.873818669849408591e-02,-2.129793739290907206e-01
1.181516303260652201e+01,3.939645007140598065e-01,3.269149037162260463e+00,1.989646300456378469e+00,-1.873110932048846489e-02,-4.061296346211075159e-01
1.181996399279855936e+01,3.938745903935314541e-01,3.268950921330538328e+00,1.988974919165597655e+00,-1.872404127015731001e-02,1.895527985669642757e-02
1.182476495299059849e+01,3.937847139884878001e-01,3.268752735916853336e+00,1.988303795403616681e+00,-1.871698251204276242e-02,2.411267285645707636e-01
1.182956591318263584e+01,3.936948714542656269e-01,3.268554480980097932e+00,1.987632929071249333e+00,-1.870993301083304083e-02,2.196055212673317658e-01
1.183436687337467497e+01,3.936050627463548168e-01,3.268356156579094840e+00,1.986962320069326715e+00,-1.870289273136302444e-02,1.149273127863318644e-01
1.183916783356671409e+01,3.935152878203984628e-01,3.268157762772599284e+00,1.986291968298698363e+00,-1.869586163861428063e-02,3.094941520025740883e-02
1.184396879375875145e+01,3.934255466321929795e-01,3.267959299619298097e+00,1.985621873660232239e+00,-1.868883969771475972e-02,-1.719011796530720282e-01
1.184876975395079057e+01,3.933358391376877705e-01,3.267760767177809722e+00,1.984952036054813185e+00,-1.868182687393893371e-02,2.250007567868608227e-01
1.185357071414282792e+01,3.932461652929857276e-01,3.267562165506684213e+00,1.984282455383345800e+00,-1.867482313270807381e-02,1.059880025907247725e-01
1.185837167433486705e+01,3.931565250543425649e-01,3.267363494664404122e+00,1.983613131546750896e+00,-1.866782843958955662e-02,-1.875289797737186848e-01
1.186317263452690618e+01,3.930669183781674847e-01,3.267164754709383168e+00,1.982944064445968602e+00,-1.866084276029778000e-02,-2.745737777010677783e-01
1.186797359471894353e+01,3.929773452210228446e-01,3.266965945699967122e+00,1.982275253981957253e+00,-1.865386606069335818e-02,-1.443890488847116294e-01
1.187277455491098266e+01,3.928878055396241020e-01,3.266767067694432480e+00,1.981606700055692061e+00,-1.864689830678381566e-02,1.977157028557306739e-01
1.187757551510302001e+01,3.927982992908399806e-01,3.266568120750989124e+00,1.980938402568167556e+00,-1.863993946472305985e-02,2.315321269006898885e-01
1.188237647529505914e+01,3.927088264316923039e-01,3.266369104927777212e+00,1.980270361420395142e+00,-1.863298950081138106e-02,3.045261132298370255e-01
1.188717743548709826e+01,3.926193869193562169e-01,3.266170020282869846e+00,1.979602576513405321e+00,-1.862604838149631292e-02,-1.737105507280776728e-01
1.189197839567913562e+01,3.925299807111600758e-01,3.265970866874270850e+00,1.978935047748246356e+00,-1.861911607337138341e-02,-9.059041584935213776e-02
1.189677935587117474e+01,3.924406077645852808e-01,3.265771644759916992e+00,1.978267775025984276e+00,-1.861219254317694749e-02,2.579286327621320707e-01
1.190158031606321209e+01,3.923512680372665540e-01,3.265572353997675314e+00,1.977600758247703538e+00,-1.860527775779988180e-02,2.540575323059200002e-02
1.190638127625525122e+01,3.922619614869917726e-01,3.265372994645345806e+00,1.976933997314506142e+00,-1.859837168427413978e-02,1.342458676154919539e-01
1.191118223644729035e+01,3.921726880717019692e-01,3.265173566760660062e+00,1.976267492127512515e+00,-1.859147428977950267e-02,-2.827809334400388508e-01
1.191598319663932770e+01,3.920834477494915538e-01,3.264974070401280404e+00,1.975601242587861739e+00,-1.858458554164330034e-02,-9.246298703678287878e-02
1.192078415683136683e+01,3.919942404786078693e-01,3.264774505624802092e+00,1.974935248596709547e+00,-1.857770540733877374e-02,-2.173550188900575525e-02
1.192558511702340418e+01,3.919050662174516364e-01,3.264574872488752000e+00,1.974269510055230992e+00,-1.857083385448637936e-02,-8.935406797528490375e-02
1.193038607721544331e+01,3.918159249245767306e-01,3.264375171050587721e+00,1.973604026864618444e+00,-1.856397085085270682e-02,-1.013101047798585785e-01
1.193518703740748066e+01,3.917268165586902384e-01,3.264175401367699791e+00,1.972938798926082926e+00,-1.855711636435158907e-02,-3.450251246327523114e-01
1.193998799759951979e+01,3.916377410786523461e-01,3.263975563497409915e+00,1.972273826140852782e+00,-1.855027036304307542e-02,3.076705636467809701e-01
1.194478895779155891e+01,3.915486984434765061e-01,3.263775657496971849e+00,1.971609108410175004e+00,-1.854343281513404218e-02,1.125362684015036863e-02
1.194958991798359627e+01,3.914596886123294928e-01,3.263575683423570961e+00,1.970944645635315018e+00,-1.853660368897805388e-02,-3.091977619119621323e-01
1.195439087817563539e+01,3.913707115445310691e-01,3.263375641334323785e+00,1.970280437717554900e+00,-1.852978295307569634e-02,1.976209374932457463e-01
1.195919183836767274e+01,3.912817671995543201e-01,3.263175531286279796e+00,1.969616484558196268e+00,-1.852297057607371622e-02,-4.036171946685533640e-03
1.196399279855971187e+01,3.911928555370254856e-01,3.262975353336419193e+00,1.968952786058557614e+00,-1.851616652676607577e-02,1.262482450785738508e-01
1.196879375875175100e+01,3.911039765167239612e-01,3.262775107541654229e+00,1.968289342119976748e+00,-1.850937077409300913e-02,-5.534179986769884041e-02
1.197359471894378835e+01,3.910151300985824641e-01,3.262574793958829655e+00,1.967626152643808579e+00,-1.850258328714171618e-02,-1.730956524036234290e-01
1.197839567913582748e+01,3.909263162426867000e-01,3.262374412644720501e+00,1.966963217531426000e+00,-1.849580403514627935e-02,-1.679658186171978929e-01
1.198319663932786483e+01,3.908375349092759188e-01,3.262173963656034736e+00,1.966300536684221001e+00,-1.848903298748724722e-02,5.271722516564399108e-02
1.198799759951990396e+01,3.907487860587421369e-01,3.261973447049411501e+00,1.965638110003602446e+00,-1.848227011369216188e-02,1.391560535892313877e-01
1.199279855971194308e+01,3.906600696516308591e-01,3.261772862881421986e+00,1.964975937390997851e+00,-1.847551538343500388e-02,8.234918133704038912e-02
1.199759951990398044e+01,3.905713856486408009e-01,3.261572211208568994e+00,1.964314018747852941e+00,-1.846876876653694155e-02,1.136925729168414001e-01
1.200240048009601956e+01,3.904827340106236111e-01,3.261371492087287383e+00,1.963652353975630760e+00,-1.846203023296544288e-02,2.255211414153712735e-01
1.200720144028805692e+01,3.903941146982762289e-01,3.261170705574042650e+00,1.962990942975852082e+00,-1.845529975253235033e-02,4.267037002371353721e-02
1.201200240048009604e+01,3.903055276703681353e-01,3.260969851725906032e+00,1.962329785650300806e+00,-1.844857729315188544e-02,1.863741091378667003e-01
1.201680336067213517e+01,3.902169728886075162e-01,3.260768930598982873e+00,1.961668881900412442e+00,-1.844186282562532142e-02,2.074533609449788207e-01
1.202160432086417252e+01,3.901284503155322270e-01,3.260567942249092521e+00,1.961008231627554999e+00,-1.843515632156561557e-02,4.488955092401601676e-02
1.202640528105621165e+01,3.900399599137836515e-01,3.260366886732000147e+00,1.960347834733120687e+00,-1.842845775268384112e-02,-2.842935977158349975e-02
1.203120624124824900e+01,3.899515016461070904e-01,3.260165764103420294e+00,1.959687691118527697e+00,-1.842176709078915953e-02,-9.980007324053585815e-02
1.203600720144028813e+01,3.898630754753513172e-01,3.259964574419013772e+00,1.959027800685218201e+00,-1.841508430778895922e-02,-2.531215729665217129e-01
1.204080816163232726e+01,3.897746813644689667e-01,3.259763317734388988e+00,1.958368163334660350e+00,-1.840840937568880009e-02,-3.236428910035809015e-01
1.204560912182436461e+01,3.896863192765164241e-01,3.259561994105101945e+00,1.957708778968347163e+00,-1.840174226659246903e-02,2.507178458997959547e-01
1.205041008201640373e+01,3.895979891746535473e-01,3.259360603586656246e+00,1.957049647487795863e+00,-1.839508295270156357e-02,-1.420279689283500575e-02
1.205521104220844109e+01,3.895096910221441666e-01,3.259159146234502646e+00,1.956390768794549873e+00,-1.838843140631626905e-02,-1.210240376628833048e-01
1.206001200240048021e+01,3.894214247823556407e-01,3.258957622104039054e+00,1.955732142790176598e+00,-1.838178759983480348e-02,3.044784596511606045e-01
1.206481296259251934e+01,3.893331904187591341e-01,3.258756031250611862e+00,1.955073769376268977e+00,-1.837515150575336209e-02,1.834952228421611875e-01
1.206961392278455669e+01,3.892449878949294506e-01,3.258554373729513731e+00,1.954415648454445265e+00,-1.836852309666667238e-02,1.441915035519238802e-03
1.207441488297659582e+01,3.891568171745451443e-01,3.258352649595985362e+00,1.953757779926347915e+00,-1.836190234526743903e-02,1.909308672946577745e-01
1.207921584316863317e+01,3.890686782213884642e-01,3.258150858905215053e+00,1.953100163693645142e+00,-1.835528922434653820e-02,-4.792365293160129325e-02
1.208401680336067230e+01,3.889805709993453542e-01,3.257949001712337811e+00,1.952442799658029360e+00,-1.834868370679315630e-02,6.237569962328033679e-02
1.208881776355271143e+01,3.888924954724054528e-01,3.257747078072437130e+00,1.951785687721218743e+00,-1.834208576559462345e-02,3.550851747996949248e-01
1.209361872374474878e+01,3.888044516046620935e-01,3.257545088040543213e+00,1.951128827784956776e+00,-1.833549537383627470e-02,2.029739004258635793e-01
1.209841968393678791e+01,3.887164393603124157e-01,3.257343031671633415e+00,1.950472219751010483e+00,-1.832891250470231048e-02,-6.319637995808968789e-02
1.210322064412882526e+01,3.886284587036571425e-01,3.257140909020633579e+00,1.949815863521173753e+00,-1.832233713147418674e-02,1.305847703112976987e-01
1.210802160432086438e+01,3.885405095991007474e-01,3.256938720142415811e+00,1.949159758997263792e+00,-1.831576922753250236e-02,2.285329043514494340e-01
1.211282256451290174e+01,3.884525920111514541e-01,3.256736465091800703e+00,1.948503906081124448e+00,-1.830920876635536154e-02,-3.095665650181782247e-02
1.211762352470494086e+01,3.883647059044210703e-01,3.256534143923556002e+00,1.947848304674622888e+00,-1.830265572151951181e-02,-9.056247090546963585e-02
1.212242448489697999e+01,3.882768512436252650e-01,3.256331756692396162e+00,1.947192954679652699e+00,-1.829611006669989992e-02,3.685902079633540662e-01
1.212722544508901734e+01,3.881890279935833465e-01,3.256129303452983681e+00,1.946537855998131894e+00,-1.828957177566972736e-02,-6.514885028582129145e-02
1.213202640528105647e+01,3.881012361192182070e-01,3.255926784259928652e+00,1.945883008532003133e+00,-1.828304082230000627e-02,-2.692295899677571436e-01
1.213682736547309382e+01,3.880134755855567108e-01,3.255724199167788768e+00,1.945228412183235278e+00,-1.827651718056066965e-02,2.414874993269654213e-02
1.214162832566513295e+01,3.879257463577291398e-01,3.255521548231067985e+00,1.944574066853820726e+00,-1.827000082451935015e-02,4.542649572413198777e-01
1.214642928585717208e+01,3.878380484009696927e-01,3.255318831504218746e+00,1.943919972445777855e+00,-1.826349172834240697e-02,1.237446002827406466e-01
1.215123024604920943e+01,3.877503816806162629e-01,3.255116049041641091e+00,1.943266128861149911e+00,-1.825698986629420428e-02,1.905464775094116714e-01
1.215603120624124855e+01,3.876627461621102166e-01,3.254913200897681769e+00,1.942612536002004786e+00,-1.825049521273722219e-02,-4.333540545468005378e-01
1.216083216643328591e+01,3.875751418109968927e-01,3.254710287126635126e+00,1.941959193770436132e+00,-1.824400774213252863e-02,-1.089793054210736467e-01
1.216563312662532503e+01,3.874875685929252689e-01,3.254507307782743997e+00,1.941306102068561579e+00,-1.823752742903925195e-02,2.441307949454673276e-01
1.217043408681736416e+01,3.874000264736478516e-01,3.254304262920196589e+00,1.940653260798524515e+00,-1.823105424811485853e-02,-7.677357026968054110e-02
1.217523504700940151e+01,3.873125154190212305e-01,3.254101152593130486e+00,1.940000669862493421e+00,-1.822458817411540255e-02,2.681383520817003374e-01
1.218003600720144064e+01,3.872250353950052459e-01,3.253897976855629537e+00,1.939348329162661200e+00,-1.821812918189458230e-02,1.009071313829080774e-01
1.218483696739347799e+01,3.871375863676637663e-01,3.253694735761726076e+00,1.938696238601246291e+00,-1.821167724640487817e-02,8.557159714369660941e-02
1.218963792758551712e+01,3.870501683031642437e-01,3.253491429365398702e+00,1.938044398080491781e+00,-1.820523234269708079e-02,3.429148864899302929e-01
1.219443888777755625e+01,3.869627811677778806e-01,3.253288057720574056e+00,1.937392807502666070e+00,-1.819879444592009676e-02,-9.348708788241817669e-02
1.219923984796959360e+01,3.868754249278795743e-01,3.253084620881126821e+00,1.936741466770062647e+00,-1.819236353132125394e-02,-8.603893587939434595e-02
1.220404080816163273e+01,3.867880995499478058e-01,3.252881118900877500e+00,1.936090375784999207e+00,-1.818593957424605168e-02,2.929119025485892036e-02
1.220884176835367008e+01,3.867008050005650843e-01,3.252677551833595526e+00,1.935439534449820087e+00,-1.817952255013852159e-02,5.206636764670770356e-02
1.221364272854570920e+01,3.866135412464171695e-01,3.252473919732997043e+00,1.934788942666892497e+00,-1.817311243454089453e-02,-3.310519831305344107e-01
1.221844368873774833e+01,3.865263082542939044e-01,3.252270222652746234e+00,1.934138600338610514e+00,-1.816670920309371162e-02,2.544844483617051956e-01
1.222324464892978568e+01,3.864391059910887161e-01,3.252066460646454438e+00,1.933488507367392639e+00,-1.816031283153593523e-02,5.440580622731502891e-02
1.222804560912182481e+01,3.863519344237986708e-01,3.251862633767679256e+00,1.932838663655681577e+00,-1.815392329570486574e-02,-2.440887239303408604e-02
1.223284656931386216e+01,3.862647935195246407e-01,3.251658742069928110e+00,1.932189069105946455e+00,-1.814754057153591948e-02,1.331220432438205148e-01
1.223764752950590129e+01,3.861776832454710817e-01,3.251454785606653797e+00,1.931539723620679938e+00,-1.814116463506323940e-02,-7.025604470023660841e-02
1.224244848969794042e+01,3.860906035689462557e-01,3.251250764431257601e+00,1.930890627102401114e+00,-1.813479546241894558e-02,2.505825364282594503e-01
1.224724944988997777e+01,3.860035544573621746e-01,3.251046678597087514e+00,1.930241779453653272e+00,-1.812843302983396798e-02,2.215522948328006031e-02
1.225205041008201690e+01,3.859165358782344346e-01,3.250842528157440015e+00,1.929593180577004796e+00,-1.812207731363724150e-02,1.534684128636054634e-01
1.225685137027405425e+01,3.858295477991823819e-01,3.250638313165558291e+00,1.928944830375049380e+00,-1.811572829025595577e-02,-1.680259260128127152e-01
1.226165233046609337e+01,3.857425901879290575e-01,3.250434033674632239e+00,1.928296728750404920e+00,-1.810938593621616577e-02,-4.642066933385877170e-02
1.226645329065813250e+01,3.856556630123012530e-01,3.250229689737801575e+00,1.927648875605715517e+00,-1.810305022814184817e-02,8.340638343017647838e-02
1.227125425085016985e+01,3.855687662402294547e-01,3.250025281408150502e+00,1.927001270843649694e+00,-1.809672114275553967e-02,-1.802405216264378329e-01
1.227605521104220898e+01,3.854818998397478436e-01,3.249820808738713040e+00,1.926353914366900622e+00,-1.809039865687830928e-02,-1.233191316151992789e-01
1.228085617123424633e+01,3.853950637789942957e-01,3.249616271782469035e+00,1.925706806078187450e+00,-1.808408274742920319e-02,-2.042446768196239104e-03
1.228565713142628546e+01,3.853082580262103263e-01,3.249411670592347257e+00,1.925059945880253087e+00,-1.807777339142610518e-02,2.307388416536476916e-01
1.229045809161832281e+01,3.852214825497413120e-01,3.249207005221222300e+00,1.924413333675866644e+00,-1.807147056598526480e-02,1.602991563200091008e-01
1.229525905181036194e+01,3.851347373180362132e-01,3.249002275721917243e+00,1.923766969367821433e+00,-1.806517424832093655e-02,1.887698277133222080e-01
1.230006001200240107e+01,3.850480222996477409e-01,3.248797482147202320e+00,1.923120852858936081e+00,-1.805888441574612924e-02,6.851144475709466941e-02
1.230486097219443842e+01,3.849613374632323559e-01,3.248592624549795360e+00,1.922474984052054525e+00,-1.805260104567221746e-02,1.880648202291233528e-01
1.230966193238647755e+01,3.848746827775501034e-01,3.248387702982361347e+00,1.921829362850045131e+00,-1.804632411560905259e-02,3.156940136695994825e-01
