t,w,s,q,c,dw_dt,dw_dt_noisy
1.815963192638527701e+01,1.114514432880279671e+01,1.009217906836436196e+00,1.008529137092339489e+00,1.001379667046329747e+00,3.566137038468808473e-01,3.588612061621186400e-01
1.816563312662532326e+01,1.114728423530537604e+01,1.009213775006062797e+00,1.008525629577582183e+00,1.001378337651296802e+00,3.565457978157066665e-01,3.564894504943038611e-01
1.817163432686537305e+01,1.114942373440904611e+01,1.009209646914636327e+00,1.008522124975488099e+00,1.001377010057924011e+00,3.564779307672435449e-01,3.679995868968330974e-01
1.817763552710541930e+01,1.115156282634751506e+01,1.009205522558001444e+00,1.008518623282072646e+00,1.001375684263192678e+00,3.564101026640442149e-01,3.586249946308425196e-01
1.818363672734546910e+01,1.115370151135425658e+01,1.009201401932042996e+00,1.008515124493343240e+00,1.001374360264074337e+00,3.563423134687141447e-01,3.484147875769773584e-01
1.818963792758551534e+01,1.115583978966250278e+01,1.009197285032685798e+00,1.008511628605299082e+00,1.001373038057531639e+00,3.562745631439116489e-01,3.733679390992155067e-01
1.819563912782556514e+01,1.115797766150525305e+01,1.009193171855896187e+00,1.008508135613931156e+00,1.001371717640517689e+00,3.562068516523481665e-01,3.571856653966346551e-01
1.820164032806561139e+01,1.116011512711526699e+01,1.009189062397679582e+00,1.008504645515222897e+00,1.001370399009976042e+00,3.561391789567875943e-01,3.716041802418240114e-01
1.820764152830566118e+01,1.116225218672506969e+01,1.009184956654082921e+00,1.008501158305149081e+00,1.001369082162840707e+00,3.560715450200465648e-01,3.451928329174484555e-01
1.821364272854570743e+01,1.116438884056694469e+01,1.009180854621193113e+00,1.008497673979676934e+00,1.001367767096036809e+00,3.560039498049944462e-01,3.614272387796080288e-01
1.821964392878575723e+01,1.116652508887294637e+01,1.009176756295137478e+00,1.008494192534765688e+00,1.001366453806479040e+00,3.559363932745527315e-01,3.729665778087773997e-01
1.822564512902580347e+01,1.116866093187488396e+01,1.009172661672083526e+00,1.008490713966366359e+00,1.001365142291073873e+00,3.558688753916958158e-01,3.683922200163660121e-01
1.823164632926585327e+01,1.117079636980433577e+01,1.009168570748240068e+00,1.008487238270421749e+00,1.001363832546717791e+00,3.558013961194503860e-01,3.565052721775163191e-01
1.823764752950589951e+01,1.117293140289263675e+01,1.009164483519854993e+00,1.008483765442867108e+00,1.001362524570297285e+00,3.557339554208948651e-01,3.496471478168840519e-01
1.824364872974594931e+01,1.117506603137089272e+01,1.009160399983217937e+00,1.008480295479629474e+00,1.001361218358690630e+00,3.556665532591606338e-01,3.493948044502615535e-01
1.824964992998599556e+01,1.117720025546996432e+01,1.009156320134658280e+00,1.008476828376627443e+00,1.001359913908765664e+00,3.555991895974309758e-01,3.535222388909034508e-01
1.825565113022604535e+01,1.117933407542048130e+01,1.009152243970545593e+00,1.008473364129772287e+00,1.001358611217381345e+00,3.555318643989408001e-01,3.455761653567123726e-01
1.826165233046609160e+01,1.118146749145283358e+01,1.009148171487290524e+00,1.008469902734966617e+00,1.001357310281387081e+00,3.554645776269778068e-01,3.477583704612686732e-01
1.826765353070614140e+01,1.118360050379717485e+01,1.009144102681343691e+00,1.008466444188105493e+00,1.001356011097622734e+00,3.553973292448809329e-01,3.451976421950623264e-01
1.827365473094618764e+01,1.118573311268342074e+01,1.009140037549196123e+00,1.008462988485075762e+00,1.001354713662918838e+00,3.553301192160413513e-01,3.450789111192619774e-01
1.827965593118623744e+01,1.118786531834125242e+01,1.009135976087379705e+00,1.008459535621756054e+00,1.001353417974096383e+00,3.552629475039016382e-01,3.574135910475758626e-01
1.828565713142628368e+01,1.118999712100011124e+01,1.009131918292466068e+00,1.008456085594017448e+00,1.001352124027967250e+00,3.551958140719565504e-01,3.372557806571487848e-01
1.829165833166633348e+01,1.119212852088920229e+01,1.009127864161067922e+00,1.008452638397722589e+00,1.001350831821333776e+00,3.551287188837521924e-01,3.565364661846907590e-01
1.829765953190637973e+01,1.119425951823749266e+01,1.009123813689837723e+00,1.008449194028726126e+00,1.001349541350988526e+00,3.550616619028860721e-01,3.617223694801844913e-01
1.830366073214642952e+01,1.119639011327371847e+01,1.009119766875469226e+00,1.008445752482874935e+00,1.001348252613715184e+00,3.549946430930075447e-01,3.453107146170201203e-01
1.830966193238647577e+01,1.119852030622636718e+01,1.009115723714695934e+00,1.008442313756007680e+00,1.001346965606287442e+00,3.549276624178170914e-01,3.455605499438911821e-01
1.831566313262652557e+01,1.120065009732370243e+01,1.009111684204291981e+00,1.008438877843955028e+00,1.001345680325470111e+00,3.548607198410665409e-01,3.548487405250917992e-01
1.832166433286657181e+01,1.120277948679373914e+01,1.009107648341071695e+00,1.008435444742539433e+00,1.001344396768018452e+00,3.547938153265593475e-01,3.541289368673941063e-01
1.832766553310662161e+01,1.120490847486523833e+01,1.009103616120544444e+00,1.008432014448009451e+00,1.001343114931638079e+00,3.547269488381359914e-01,3.640114248377597228e-01
1.833366673334666785e+01,1.120703706177014958e+01,1.009099587532481079e+00,1.008428586958622253e+00,1.001341834817724319e+00,3.546601203395414181e-01,3.344622859105210733e-01
1.833966793358671765e+01,1.120916524773674539e+01,1.009095562570128779e+00,1.008425162271720188e+00,1.001340556424643813e+00,3.545933297944857676e-01,3.536639565905149718e-01
1.834566913382676390e+01,1.121129303299260727e+01,1.009091541227356892e+00,1.008421740384460197e+00,1.001339279750309341e+00,3.545265771667292509e-01,3.683525148781656156e-01
1.835167033406681369e+01,1.121342041776511600e+01,1.009087523498070960e+00,1.008418321293991005e+00,1.001338004792624359e+00,3.544598624200815395e-01,3.550788090826443866e-01
1.835767153430685994e+01,1.121554740228144098e+01,1.009083509376213383e+00,1.008414904997453565e+00,1.001336731549483883e+00,3.543931855184020985e-01,3.718972649431032118e-01
1.836367273454690974e+01,1.121767398676854910e+01,1.009079498855763202e+00,1.008411491491981282e+00,1.001335460018774937e+00,3.543265464255999087e-01,3.759754586728764614e-01
1.836967393478695598e+01,1.121980017145319408e+01,1.009075491930736090e+00,1.008408080774699567e+00,1.001334190198375440e+00,3.542599451056336335e-01,3.485622100087502617e-01
1.837567513502700578e+01,1.122192595656192715e+01,1.009071488595184363e+00,1.008404672842725391e+00,1.001332922086154875e+00,3.541933815225111748e-01,3.690095422446271201e-01
1.838167633526705202e+01,1.122405134232108637e+01,1.009067488843196969e+00,1.008401267693168624e+00,1.001331655679974064e+00,3.541268556402901169e-01,3.591303041480512492e-01
1.838767753550710182e+01,1.122617632895681083e+01,1.009063492668899720e+00,1.008397865323131137e+00,1.001330390977685614e+00,3.540603674230769493e-01,3.537348092664133747e-01
1.839367873574714807e+01,1.122830091669502117e+01,1.009059500066455062e+00,1.008394465729706369e+00,1.001329127977133471e+00,3.539939168350280663e-01,3.509987888735758288e-01
1.839967993598719787e+01,1.123042510576144259e+01,1.009055511030061858e+00,1.008391068909980870e+00,1.001327866676152478e+00,3.539275038403483231e-01,3.515349133580963348e-01
1.840568113622724411e+01,1.123254889638158183e+01,1.009051525553955608e+00,1.008387674861032091e+00,1.001326607072569930e+00,3.538611284032922577e-01,3.445508677797667341e-01
1.841168233646729391e+01,1.123467228878074664e+01,1.009047543632409116e+00,1.008384283579931040e+00,1.001325349164203571e+00,3.537947904881632022e-01,3.519195282273718806e-01
1.841768353670734015e+01,1.123679528318403165e+01,1.009043565259730935e+00,1.008380895063739402e+00,1.001324092948863154e+00,3.537284900593133385e-01,3.629646265060759713e-01
1.842368473694738995e+01,1.123891787981633072e+01,1.009039590430266919e+00,1.008377509309512199e+00,1.001322838424349770e+00,3.536622270811441426e-01,3.661210354406173040e-01
1.842968593718743620e+01,1.124104007890231927e+01,1.009035619138399564e+00,1.008374126314296015e+00,1.001321585588455854e+00,3.535960015181056071e-01,3.496091472789467081e-01
1.843568713742748599e+01,1.124316188066647904e+01,1.009031651378547778e+00,1.008370746075129665e+00,1.001320334438965620e+00,3.535298133346965743e-01,3.586880227642522678e-01
1.844168833766753224e+01,1.124528328533307331e+01,1.009027687145167329e+00,1.008367368589043966e+00,1.001319084973654183e+00,3.534636624954646811e-01,3.580993433965157791e-01
1.844768953790757848e+01,1.124740429312616108e+01,1.009023726432750179e+00,1.008363993853062190e+00,1.001317837190288440e+00,3.533975489650061363e-01,3.295956079843644915e-01
1.845369073814762828e+01,1.124952490426959884e+01,1.009019769235825814e+00,1.008360621864199613e+00,1.001316591086626850e+00,3.533314727079657214e-01,3.603289069910565745e-01
1.845969193838767453e+01,1.125164511898702635e+01,1.009015815548959694e+00,1.008357252619463296e+00,1.001315346660418770e+00,3.532654336890367897e-01,3.407547990340197286e-01
1.846569313862772432e+01,1.125376493750188622e+01,1.009011865366754357e+00,1.008353886115852971e+00,1.001314103909405784e+00,3.531994318729609339e-01,3.415538447118302567e-01
1.847169433886777057e+01,1.125588436003740611e+01,1.009007918683848537e+00,1.008350522350360157e+00,1.001312862831320150e+00,3.531334672245282080e-01,3.613977376750321935e-01
1.847769553910782037e+01,1.125800338681661117e+01,1.009003975494917826e+00,1.008347161319968821e+00,1.001311623423886132e+00,3.530675397085770162e-01,3.697178201983395973e-01
1.848369673934786661e+01,1.126012201806231161e+01,1.009000035794675121e+00,1.008343803021654939e+00,1.001310385684819337e+00,3.530016492899942238e-01,3.417095306361751517e-01
1.848969793958791641e+01,1.126224025399712048e+01,1.008996099577868844e+00,1.008340447452386268e+00,1.001309149611826488e+00,3.529357959337142692e-01,3.438999552062811937e-01
1.849569913982796265e+01,1.126435809484343586e+01,1.008992166839284943e+00,1.008337094609123241e+00,1.001307915202605869e+00,3.528699796047201631e-01,3.431739488252986137e-01
1.850170034006801245e+01,1.126647554082345160e+01,1.008988237573745783e+00,1.008333744488817851e+00,1.001306682454847774e+00,3.528042002680427114e-01,3.473182414247685257e-01
1.850770154030805870e+01,1.126859259215915188e+01,1.008984311776110365e+00,1.008330397088415209e+00,1.001305451366232946e+00,3.527384578887609035e-01,3.486943916167224433e-01
1.851370274054810849e+01,1.127070924907231841e+01,1.008980389441274328e+00,1.008327052404851321e+00,1.001304221934434580e+00,3.526727524320014129e-01,3.441445787479188168e-01
1.851970394078815474e+01,1.127282551178451797e+01,1.008976470564169947e+00,1.008323710435055087e+00,1.001302994157116544e+00,3.526070838629388748e-01,3.360566726463404819e-01
1.852570514102820454e+01,1.127494138051711658e+01,1.008972555139766136e+00,1.008320371175947638e+00,1.001301768031934492e+00,3.525414521467953310e-01,3.700599198767417497e-01
1.853170634126825078e+01,1.127705685549126891e+01,1.008968643163069112e+00,1.008317034624441666e+00,1.001300543556535638e+00,3.524758572488411734e-01,3.472239358758081873e-01
1.853770754150830058e+01,1.127917193692792353e+01,1.008964734629120619e+00,1.008313700777442534e+00,1.001299320728558317e+00,3.524102991343938118e-01,3.445275191567899187e-01
1.854370874174834682e+01,1.128128662504782298e+01,1.008960829532999925e+00,1.008310369631847392e+00,1.001298099545632425e+00,3.523447777688183957e-01,3.611106368004506906e-01
1.854970994198839662e+01,1.128340092007150020e+01,1.008956927869822495e+00,1.008307041184545838e+00,1.001296880005379419e+00,3.522792931175279807e-01,3.483536259751873754e-01
1.855571114222844287e+01,1.128551482221928026e+01,1.008953029634741094e+00,1.008303715432419478e+00,1.001295662105412099e+00,3.522138451459822517e-01,3.628251579311640440e-01
1.856171234246849266e+01,1.128762833171128399e+01,1.008949134822944238e+00,1.008300392372341703e+00,1.001294445843335046e+00,3.521484338196890218e-01,3.597560653411713272e-01
1.856771354270853891e+01,1.128974144876742081e+01,1.008945243429658190e+00,1.008297072001178796e+00,1.001293231216743296e+00,3.520830591042029556e-01,3.617150412988571206e-01
1.857371474294858871e+01,1.129185417360739585e+01,1.008941355450144739e+00,1.008293754315788382e+00,1.001292018223224556e+00,3.520177209651259576e-01,3.477604434920598675e-01
1.857971594318863495e+01,1.129396650645070643e+01,1.008937470879702980e+00,1.008290439313020537e+00,1.001290806860357430e+00,3.519524193681071167e-01,3.580734078133628318e-01
1.858571714342868475e+01,1.129607844751664025e+01,1.008933589713668866e+00,1.008287126989718008e+00,1.001289597125711639e+00,3.518871542788431506e-01,3.360897667506500541e-01
1.859171834366873099e+01,1.129818999702428073e+01,1.008929711947414543e+00,1.008283817342714661e+00,1.001288389016848912e+00,3.518219256630767955e-01,3.378043452913125910e-01
1.859771954390878079e+01,1.130030115519249989e+01,1.008925837576349016e+00,1.008280510368837479e+00,1.001287182531322095e+00,3.517567334865987494e-01,3.521905042167638999e-01
1.860372074414882704e+01,1.130241192223996727e+01,1.008921966595917930e+00,1.008277206064904785e+00,1.001285977666675597e+00,3.516915777152458955e-01,3.483818590481321253e-01
1.860972194438887684e+01,1.130452229838514100e+01,1.008918099001603785e+00,1.008273904427727574e+00,1.001284774420445167e+00,3.516264583149024681e-01,3.648675102938935821e-01
1.861572314462892308e+01,1.130663228384627139e+01,1.008914234788925501e+00,1.008270605454108626e+00,1.001283572790158338e+00,3.515613752514990531e-01,3.486077749017060246e-01
1.862172434486897288e+01,1.130874187884140802e+01,1.008910373953438633e+00,1.008267309140843393e+00,1.001282372773333318e+00,3.514963284910129770e-01,3.335504975364527724e-01
1.862772554510901912e+01,1.131085108358838198e+01,1.008906516490735594e+00,1.008264015484718668e+00,1.001281174367480764e+00,3.514313179994686953e-01,3.518352982364583159e-01
1.863372674534906892e+01,1.131295989830482718e+01,1.008902662396445660e+00,1.008260724482513915e+00,1.001279977570102009e+00,3.513663437429367375e-01,3.482038626216197308e-01
1.863972794558911517e+01,1.131506832320816436e+01,1.008898811666234074e+00,1.008257436131000828e+00,1.001278782378689947e+00,3.513014056875342073e-01,3.529998796820842388e-01
1.864572914582916496e+01,1.131717635851560999e+01,1.008894964295803387e+00,1.008254150426942886e+00,1.001277588790729478e+00,3.512365037994247263e-01,3.393580560565788717e-01
1.865173034606921121e+01,1.131928400444417093e+01,1.008891120280892562e+00,1.008250867367096015e+00,1.001276396803696178e+00,3.511716380448186570e-01,3.431964268589390854e-01
1.865773154630926101e+01,1.132139126121064621e+01,1.008887279617277200e+00,1.008247586948207930e+00,1.001275206415057628e+00,3.511068083899719916e-01,3.515373998486066576e-01
1.866373274654930725e+01,1.132349812903162878e+01,1.008883442300769762e+00,1.008244309167018793e+00,1.001274017622272527e+00,3.510420148011875185e-01,3.582767745975996010e-01
1.866973394678935705e+01,1.132560460812350556e+01,1.008879608327219346e+00,1.008241034020260773e+00,1.001272830422791360e+00,3.509772572448138783e-01,3.549188125904715885e-01
1.867573514702940329e+01,1.132771069870245206e+01,1.008875777692511466e+00,1.008237761504658048e+00,1.001271644814055284e+00,3.509125356872460078e-01,3.582790244869345497e-01
1.868173634726945309e+01,1.132981640098444132e+01,1.008871950392568273e+00,1.008234491616927464e+00,1.001270460793498129e+00,3.508478500949249179e-01,3.361225011909503291e-01
1.868773754750949934e+01,1.133192171518523317e+01,1.008868126423348999e+00,1.008231224353777211e+00,1.001269278358543957e+00,3.507832004343376942e-01,3.484818104871847955e-01
1.869373874774954913e+01,1.133402664152038675e+01,1.008864305780849513e+00,1.008227959711908372e+00,1.001268097506609056e+00,3.507185866720169964e-01,3.527619795342622488e-01
1.869973994798959538e+01,1.133613118020524624e+01,1.008860488461101657e+00,1.008224697688013594e+00,1.001266918235100611e+00,3.506540087745417256e-01,3.601835162774495447e-01
1.870574114822964518e+01,1.133823533145495510e+01,1.008856674460174796e+00,1.008221438278777748e+00,1.001265740541418037e+00,3.505894667085365235e-01,3.531198372331958435e-01
1.871174234846969142e+01,1.134033909548444718e+01,1.008852863774174491e+00,1.008218181480878384e+00,1.001264564422951420e+00,3.505249604406716069e-01,3.480002501186768571e-01
1.871774354870974122e+01,1.134244247250844673e+01,1.008849056399243160e+00,1.008214927290984608e+00,1.001263389877082410e+00,3.504604899376628779e-01,3.491580606774363216e-01
1.872374474894978746e+01,1.134454546274147191e+01,1.008845252331559639e+00,1.008211675705757759e+00,1.001262216901184665e+00,3.503960551662722023e-01,3.494061871906074535e-01
1.872974594918983726e+01,1.134664806639783485e+01,1.008841451567339842e+00,1.008208426721851403e+00,1.001261045492622515e+00,3.503316560933067425e-01,3.359421016954344807e-01
1.873574714942988351e+01,1.134875028369163985e+01,1.008837654102835879e+00,1.008205180335911555e+00,1.001259875648752073e+00,3.502672926856188473e-01,3.504808437784504571e-01
1.874174834966993330e+01,1.135085211483678158e+01,1.008833859934336719e+00,1.008201936544575572e+00,1.001258707366921241e+00,3.502029649101068842e-01,3.582045656853297677e-01
1.874774954990997955e+01,1.135295356004694867e+01,1.008830069058167966e+00,1.008198695344473705e+00,1.001257540644469035e+00,3.501386727337142957e-01,3.571978467894004750e-01
1.875375075015002935e+01,1.135505461953562367e+01,1.008826281470692310e+00,1.008195456732228212e+00,1.001256375478725591e+00,3.500744161234297103e-01,3.313739562085149526e-01
1.875975195039007559e+01,1.135715529351607955e+01,1.008822497168308630e+00,1.008192220704453135e+00,1.001255211867013051e+00,3.500101950462872757e-01,3.499525246786693855e-01
1.876575315063012539e+01,1.135925558220138498e+01,1.008818716147452443e+00,1.008188987257754743e+00,1.001254049806644675e+00,3.499460094693661594e-01,3.348445318414885463e-01
1.877175435087017163e+01,1.136135548580439547e+01,1.008814938404596129e+00,1.008185756388731757e+00,1.001252889294925286e+00,3.498818593597905480e-01,3.607866530895193491e-01
1.877775555111022143e+01,1.136345500453776580e+01,1.008811163936248700e+00,1.008182528093974906e+00,1.001251730329151268e+00,3.498177446847297034e-01,3.551787718562622320e-01
1.878375675135026768e+01,1.136555413861393760e+01,1.008807392738955810e+00,1.008179302370066921e+00,1.001250572906610126e+00,3.497536654113982957e-01,3.568101613020050467e-01
1.878975795159031748e+01,1.136765288824514997e+01,1.008803624809299748e+00,1.008176079213582765e+00,1.001249417024581145e+00,3.496896215070554037e-01,3.429851953049913860e-01
1.879575915183036372e+01,1.136975125364343064e+01,1.008799860143899663e+00,1.008172858621089185e+00,1.001248262680334733e+00,3.496256129390051814e-01,3.302257910817595898e-01
1.880176035207041352e+01,1.137184923502060485e+01,1.008796098739411118e+00,1.008169640589146043e+00,1.001247109871133079e+00,3.495616396745964138e-01,3.390806978962875307e-01
1.880776155231045976e+01,1.137394683258828110e+01,1.008792340592526315e+00,1.008166425114304099e+00,1.001245958594229490e+00,3.494977016812231829e-01,3.459350214205467178e-01
1.881376275255050956e+01,1.137604404655787249e+01,1.008788585699974538e+00,1.008163212193107228e+00,1.001244808846869061e+00,3.494337989263235911e-01,3.343952526534954561e-01
1.881976395279055581e+01,1.137814087714057543e+01,1.008784834058521263e+00,1.008160001822090868e+00,1.001243660626288001e+00,3.493699313773805382e-01,3.392673533852018641e-01
1.882576515303060560e+01,1.138023732454738379e+01,1.008781085664968824e+00,1.008156793997782685e+00,1.001242513929714084e+00,3.493060990019218326e-01,3.668277186453686722e-01
1.883176635327065185e+01,1.138233338898908187e+01,1.008777340516156196e+00,1.008153588716702798e+00,1.001241368754366645e+00,3.492423017675193586e-01,3.360213504915203764e-01
1.883776755351070165e+01,1.138442907067624610e+01,1.008773598608959210e+00,1.008150385975363328e+00,1.001240225097456138e+00,3.491785396417896870e-01,3.546380408750424706e-01
1.884376875375074789e+01,1.138652436981924687e+01,1.008769859940289892e+00,1.008147185770268184e+00,1.001239082956185245e+00,3.491148125923937973e-01,3.304385424402924709e-01
1.884976995399079769e+01,1.138861928662825029e+01,1.008766124507097572e+00,1.008143988097913946e+00,1.001237942327746877e+00,3.490511205870365785e-01,3.515490096642295836e-01
1.885577115423084393e+01,1.139071382131320576e+01,1.008762392306367772e+00,1.008140792954788756e+00,1.001236803209326398e+00,3.489874635934678282e-01,3.573459605201661504e-01
1.886177235447089373e+01,1.139280797408386547e+01,1.008758663335122652e+00,1.008137600337373652e+00,1.001235665598100288e+00,3.489238415794809200e-01,3.533749450453117502e-01
1.886777355471093998e+01,1.139490174514976495e+01,1.008754937590421452e+00,1.008134410242140788e+00,1.001234529491236369e+00,3.488602545129138588e-01,3.609023647141057500e-01
1.887377475495098977e+01,1.139699513472024428e+01,1.008751215069359830e+00,1.008131222665555438e+00,1.001233394885894024e+00,3.487967023616483364e-01,3.667571004281381386e-01
1.887977595519103602e+01,1.139908814300442330e+01,1.008747495769069857e+00,1.008128037604074656e+00,1.001232261779223975e+00,3.487331850936102873e-01,3.349253722147517154e-01
1.888577715543108582e+01,1.140118077021122112e+01,1.008743779686720687e+00,1.008124855054147284e+00,1.001231130168368288e+00,3.486697026767692775e-01,3.513269679582157190e-01
1.889177835567113206e+01,1.140327301654934899e+01,1.008740066819518111e+00,1.008121675012214835e+00,1.001230000050461033e+00,3.486062550791395043e-01,3.538345001708702586e-01
1.889777955591118186e+01,1.140536488222731215e+01,1.008736357164704112e+00,1.008118497474710828e+00,1.001228871422627176e+00,3.485428422687781302e-01,3.528376276931229349e-01
1.890378075615122810e+01,1.140745636745340263e+01,1.008732650719558199e+00,1.008115322438060346e+00,1.001227744281983023e+00,3.484794642137866716e-01,3.644528673468223623e-01
1.890978195639127790e+01,1.140954747243571177e+01,1.008728947481395410e+00,1.008112149898681587e+00,1.001226618625636888e+00,3.484161208823098876e-01,3.512851647585117365e-01
1.891578315663132415e+01,1.141163819738211771e+01,1.008725247447568529e+00,1.008108979852984088e+00,1.001225494450688203e+00,3.483528122425369467e-01,3.605116786038508603e-01
1.892178435687137394e+01,1.141372854250029611e+01,1.008721550615466533e+00,1.008105812297370063e+00,1.001224371754227738e+00,3.482895382626996494e-01,3.600115298301735378e-01
1.892778555711142019e+01,1.141581850799771303e+01,1.008717856982514816e+00,1.008102647228233506e+00,1.001223250533338049e+00,3.482262989110740947e-01,3.498769238117789282e-01
1.893378675735146999e+01,1.141790809408162666e+01,1.008714166546175850e+00,1.008099484641960419e+00,1.001222130785092590e+00,3.481630941559794579e-01,3.538345847037719372e-01
1.893978795759151623e+01,1.141999730096022425e+01,1.008710479302242780e+00,1.008096324535479704e+00,1.001221012507798269e+00,3.480999239657716626e-01,3.406569142968994268e-01
1.894578915783156603e+01,1.142208612884427055e+01,1.008706795241305798e+00,1.008093166907555682e+00,1.001219895703127083e+00,3.480367883087354119e-01,3.514107550671665692e-01
1.895179035807161227e+01,1.142417457794112501e+01,1.008703114357620834e+00,1.008090011755945703e+00,1.001218780369603545e+00,3.479736871531079467e-01,3.501236619668454675e-01
1.895779155831166207e+01,1.142626264845768702e+01,1.008699436645857705e+00,1.008086859078282549e+00,1.001217666505449078e+00,3.479106204671662539e-01,3.466864731473467964e-01
1.896379275855170832e+01,1.142835034060066945e+01,1.008695762100719318e+00,1.008083708872191453e+00,1.001216554108876888e+00,3.478475882192291757e-01,3.435076680798656579e-01
1.896979395879175812e+01,1.143043765457660577e+01,1.008692090716942547e+00,1.008080561135290099e+00,1.001215443178092190e+00,3.477845903776582426e-01,3.577829496774995177e-01
1.897579515903180436e+01,1.143252459059184467e+01,1.008688422489296688e+00,1.008077415865188620e+00,1.001214333711291982e+00,3.477216269108563962e-01,3.469459769737356925e-01
1.898179635927185416e+01,1.143461114885255903e+01,1.008684757412584787e+00,1.008074273059489379e+00,1.001213225706665488e+00,3.476586977872687667e-01,3.707826371521956710e-01
1.898779755951190040e+01,1.143669732956473517e+01,1.008681095481643419e+00,1.008071132715786966e+00,1.001212119162393055e+00,3.475958029753821732e-01,3.610425153165647272e-01
1.899379875975195020e+01,1.143878313293418003e+01,1.008677436691341800e+00,1.008067994831668424e+00,1.001211014076647920e+00,3.475329424437255676e-01,3.555119096974558301e-01
1.899979995999199645e+01,1.144086855916651402e+01,1.008673781036583117e+00,1.008064859404713465e+00,1.001209910447594220e+00,3.474701161608694799e-01,3.420577271024395349e-01
1.900580116023204624e+01,1.144295360846718346e+01,1.008670128512303199e+00,1.008061726432493588e+00,1.001208808273388540e+00,3.474073240954262398e-01,3.568807600653876588e-01
1.901180236047209249e+01,1.144503828104144638e+01,1.008666479113471848e+00,1.008058595912572741e+00,1.001207707552179471e+00,3.473445662160495884e-01,3.491842145157323385e-01
1.901780356071214229e+01,1.144712257709438319e+01,1.008662832835091505e+00,1.008055467842507769e+00,1.001206608282106947e+00,3.472818424914352886e-01,3.486021708341051073e-01
1.902380476095218853e+01,1.144920649683088776e+01,1.008659189672198142e+00,1.008052342219847297e+00,1.001205510461303128e+00,3.472191528903201818e-01,3.367243824414514752e-01
1.902980596119223833e+01,1.145129004045567989e+01,1.008655549619861258e+00,1.008049219042132405e+00,1.001204414087891958e+00,3.471564973814827981e-01,3.534340312977433118e-01
1.903580716143228457e+01,1.145337320817328930e+01,1.008651912673183215e+00,1.008046098306896843e+00,1.001203319159989391e+00,3.470938759337433011e-01,3.500652215256047084e-01
1.904180836167233437e+01,1.145545600018806986e+01,1.008648278827299904e+00,1.008042980011666367e+00,1.001202225675703383e+00,3.470312885159628769e-01,3.428997949897029107e-01
1.904780956191238062e+01,1.145753841670419071e+01,1.008644648077380745e+00,1.008039864153959186e+00,1.001201133633133233e+00,3.469687350970444006e-01,3.407633948795977807e-01
1.905381076215243041e+01,1.145962045792563977e+01,1.008641020418627798e+00,1.008036750731285736e+00,1.001200043030370468e+00,3.469062156459314372e-01,3.447035316838266694e-01
1.905981196239247666e+01,1.146170212405622024e+01,1.008637395846276874e+00,1.008033639741149123e+00,1.001198953865498842e+00,3.468437301316095733e-01,3.341659315989532475e-01
1.906581316263252646e+01,1.146378341529956302e+01,1.008633774355597090e+00,1.008030531181044465e+00,1.001197866136593229e+00,3.467812785231045858e-01,3.418232333148395474e-01
1.907181436287257270e+01,1.146586433185910536e+01,1.008630155941890871e+00,1.008027425048459547e+00,1.001196779841720952e+00,3.467188607894841068e-01,3.610688957544682665e-01
1.907781556311262250e+01,1.146794487393811224e+01,1.008626540600493282e+00,1.008024321340874163e+00,1.001195694978940898e+00,3.466564768998565138e-01,3.407389801073272828e-01
1.908381676335266874e+01,1.147002504173965853e+01,1.008622928326773804e+00,1.008021220055760780e+00,1.001194611546304181e+00,3.465941268233713179e-01,3.702649541903098585e-01
1.908981796359271854e+01,1.147210483546664506e+01,1.008619319116134116e+00,1.008018121190583871e+00,1.001193529541853700e+00,3.465318105292185535e-01,3.337249895214138840e-01
1.909581916383276479e+01,1.147418425532178610e+01,1.008615712964009647e+00,1.008015024742800803e+00,1.001192448963623693e+00,3.464695279866296107e-01,3.579414299051938975e-01
1.910182036407281458e+01,1.147626330150761653e+01,1.008612109865869577e+00,1.008011930709860726e+00,1.001191369809641296e+00,3.464072791648765137e-01,3.578307221306624153e-01
1.910782156431286083e+01,1.147834197422648472e+01,1.008608509817215504e+00,1.008008839089205244e+00,1.001190292077924315e+00,3.463450640332719210e-01,3.585409062520828471e-01
1.911382276455291063e+01,1.148042027368056672e+01,1.008604912813582555e+00,1.008005749878268631e+00,1.001189215766483676e+00,3.462828825611692363e-01,3.525884486083309399e-01
1.911982396479295687e+01,1.148249820007184674e+01,1.008601318850539830e+00,1.008002663074477168e+00,1.001188140873321197e+00,3.462207347179627748e-01,3.307588371974331531e-01
1.912582516503300667e+01,1.148457575360213490e+01,1.008597727923688847e+00,1.007999578675249586e+00,1.001187067396431152e+00,3.461586204730870975e-01,3.581944822255345162e-01
1.913182636527305291e+01,1.148665293447305125e+01,1.008594140028664876e+00,1.007996496677997289e+00,1.001185995333799372e+00,3.460965397960176215e-01,3.573580223396788380e-01
1.913782756551310271e+01,1.148872974288604532e+01,1.008590555161136271e+00,1.007993417080123466e+00,1.001184924683403921e+00,3.460344926562699541e-01,3.470198395690068383e-01
1.914382876575314896e+01,1.149080617904237300e+01,1.008586973316804691e+00,1.007990339879024200e+00,1.001183855443214199e+00,3.459724790234002811e-01,3.229627648212297641e-01
1.914982996599319875e+01,1.149288224314311613e+01,1.008583394491405327e+00,1.007987265072087357e+00,1.001182787611192282e+00,3.459104988670052561e-01,3.571987670206017706e-01
