V,L,Eb,Eb_noisy
1.050118862404537001e+00,6.175853009433491803e-01,1.060821694418810635e-01,1.091497210440276616e-01
7.904366261383519721e-01,9.980852537700621863e-01,1.202838725134020292e-01,1.226531971258877363e-01
1.255442501874624028e+00,8.268433755551789499e-01,1.808050501225749174e-01,1.876557660703029595e-01
6.971297077980082024e-01,1.171817313285093309e+00,1.201718871970830077e-01,1.256764589409044008e-01
1.440138468119671833e+00,8.500406063710668203e-01,2.255053140432393688e-01,2.228040873132492994e-01
1.335970249617920214e+00,1.055186426984183523e+00,2.639711376107151120e-01,2.666111804701739585e-01
1.870870242850126930e+00,9.852883427517136194e-01,3.995092413885322769e-01,4.001554139839559876e-01
1.716040147286878037e+00,7.534590806634220428e-01,2.488517199578083317e-01,2.450101414413461132e-01
6.824218407781996731e-01,7.573361298382546014e-01,7.786869747151087262e-02,7.250293611807538674e-02
1.320482028104823291e+00,5.167717972868139942e-01,1.166045163024806708e-01,1.180108041645689249e-01
1.050515885666996496e+00,9.260921967767772323e-01,1.615267507735487218e-01,1.589847726174188070e-01
5.616926712467885663e-01,7.917518542405186377e-01,6.525030087578824467e-02,5.844927564397904562e-02
1.325186126626623162e+00,6.076253045577018064e-01,1.383625769968993002e-01,1.380180988007506659e-01
1.963521065244868691e+00,5.448375773663231003e-01,2.026695398510000579e-01,2.039015729916335562e-01
7.178502701233663297e-01,1.159981605380580483e+00,1.236161749735405352e-01,1.242384891527694990e-01
5.074597929311204236e-01,5.657866150006950479e-01,4.638977458751927102e-02,4.049111959116518528e-02
7.975355587348402775e-01,6.214314441155446289e-01,7.803324123979930860e-02,7.525620876975656903e-02
1.144611247303889856e+00,1.193266608835765741e+00,2.449673210352642794e-01,2.519272621063040063e-01
8.963531572859296803e-01,1.174478576984372191e+00,1.693572072303485831e-01,1.656251884426145626e-01
1.539940510389993022e+00,1.151342928426237977e+00,3.655605560380405517e-01,3.640402010277236089e-01
9.008935533760262793e-01,8.017614436181603743e-01,1.139033162786258907e-01,1.255347036192444587e-01
1.794045742865334914e+00,6.979529997711249045e-01,2.410570278737272087e-01,2.429051998963871195e-01
6.923989019049876514e-01,6.681932871868333512e-01,7.119078945001498793e-02,6.878438063255358503e-02
7.331019255797370793e-01,1.190306926105623386e+00,1.305481290643913661e-01,1.209277903665671727e-01
1.954065950642609018e+00,9.010679232801177552e-01,3.782048553833758375e-01,3.798419022774588982e-01
6.099371750304628526e-01,7.249404771163305838e-01,6.642961403723399161e-02,5.957498531913277273e-02
1.632499736065180729e+00,1.002982598849117224e+00,3.329189038676628187e-01,3.328767871829054759e-01
6.256516421381749238e-01,1.034837645352662872e+00,9.287193747784286413e-02,8.861910916148409145e-02
7.381101959038791627e-01,5.623486957699510569e-01,6.615731742389190095e-02,5.786611330612162485e-02
1.437064155373087182e+00,9.230550425398866832e-01,2.485346017680552799e-01,2.568660413970997314e-01
1.737254632984931879e+00,1.192752547940714614e+00,4.624419714881255472e-01,4.619751416590567317e-01
1.425253903660909982e+00,8.521545460050089504e-01,2.229185724388211276e-01,2.275729618460651527e-01
1.994469638554666746e+00,5.297965936018761424e-01,2.002345229845321206e-01,2.039839037327169369e-01
1.979397594949666495e+00,1.009772423108616035e+00,4.505885207258515934e-01,4.469879502370357471e-01
7.245237890773388312e-01,9.151269027408269752e-01,9.906885497856265932e-02,9.956052713567316304e-02
1.199546156654131890e+00,6.676463172632567389e-01,1.349173976700182298e-01,1.331765808859486644e-01
1.204063309382517044e+00,6.496097392207185184e-01,1.317299711900861425e-01,1.365910270922280345e-01
7.799629082957109105e-01,7.862689337822081903e-01,9.390949968843079199e-02,9.609930879630815270e-02
1.488086007926848975e+00,6.677961829938565685e-01,1.779239016730874701e-01,1.761863725082827570e-01
1.804884434649728364e+00,1.067710269840459691e+00,4.217516024863713908e-01,4.300758983296858462e-01
1.608972039598016046e+00,5.067528092666193640e-01,1.450641887338879887e-01,1.476875098113559492e-01
1.683368084294960987e+00,7.332978147362176902e-01,2.344071493089148195e-01,2.367440123905792115e-01
8.913430060819858003e-01,7.790220931237172852e-01,1.092771522228049436e-01,1.053894196613076456e-01
1.348846549767465541e+00,9.151173700568071556e-01,2.247705661441317948e-01,2.268318249895528993e-01
7.657880312193277028e-01,1.126050715874906016e+00,1.306025371995886974e-01,1.233027940229943775e-01
1.644862502898145173e+00,1.030934351626575651e+00,3.491206701773252319e-01,3.514528167956042504e-01
1.895533523070432658e+00,5.388582705693686359e-01,1.911051231633537073e-01,1.864497344100998211e-01
1.247011397726475401e+00,1.070936713239234894e+00,2.431512007201312997e-01,2.440875600266547152e-01
1.277002072426889345e+00,9.420150706370429283e-01,2.154357341521833391e-01,2.140670108983598607e-01
1.607951661852728531e+00,1.152161378650571777e+00,3.910813911469317450e-01,3.922404454557715803e-01
1.840526322788464064e+00,8.735293978969139728e-01,3.319929421797168101e-01,3.337954502778479604e-01
6.380505764861874596e-01,6.199270055944908764e-01,6.157044886739451023e-02,6.129422341338579966e-02
1.630329487825548096e+00,6.526947017228401648e-01,1.955471841765279994e-01,1.952758732427060939e-01
1.843215008737062011e+00,1.161333832513896436e+00,4.892880899434198794e-01,4.818540805285330131e-01
8.126859968028447012e-01,5.342218152045731250e-01,7.007393817097753996e-02,6.058435359226259365e-02
9.426236467202135927e-01,5.913645394858240145e-01,8.989351209928915509e-02,9.620145741781152560e-02
1.205889133184647521e+00,1.017516467012227643e+00,2.178015911594187726e-01,2.206715096274882715e-01
1.392567110043280154e+00,1.186759205163392394e+00,3.262255946555320252e-01,3.188298476051427133e-01
1.186895398060300533e+00,5.023483967117173821e-01,1.002062178490605165e-01,1.097522372467841095e-01
1.359882718793860246e+00,9.345852055687954296e-01,2.332330988190685905e-01,2.296611200904100092e-01
1.082279749144582137e+00,1.071986503084465525e+00,1.987333200433460123e-01,2.012881328660803271e-01
1.132632241907838511e+00,9.127547477501644080e-01,1.759394545189375270e-01,1.780656090688774451e-01
9.659756737483751188e-01,8.704282434967820503e-01,1.352874046350712178e-01,1.358301847212927682e-01
1.480792796986577509e+00,1.024327446898492866e+00,2.958642411695984187e-01,2.989065907226435836e-01
1.906759760293839978e+00,6.691985172861646403e-01,2.490676272113775402e-01,2.421980241939441780e-01
1.978611753127116346e+00,7.309100709490519154e-01,2.928701002590929359e-01,2.926893971415429618e-01
1.073419000326794936e+00,1.065412333938418277e+00,1.950401542222511830e-01,1.937698807106674470e-01
5.671756318631672178e-01,8.170687651692434272e-01,6.761440174025454275e-02,6.805221785216532260e-02
1.451681066556704813e+00,6.682866785495955586e-01,1.723869088336106581e-01,1.710160236734022121e-01
1.930273325821239006e+00,1.044792090719042665e+00,4.542858122863930315e-01,4.510754959592771507e-01
1.929266413113534195e+00,5.176203047890055586e-01,1.867185029875002289e-01,1.830626771706683475e-01
1.529958067947765343e+00,7.880226445892467568e-01,2.239836292198218171e-01,2.284070071891697862e-01
1.061857073766194093e+00,6.724246114617606906e-01,1.169192208312421349e-01,1.126792128194927245e-01
6.248301437964745020e-01,1.052970417219734944e+00,9.422482745132559900e-02,9.603712897261205972e-02
1.192862046029532941e+00,8.026286617570799198e-01,1.633306617224463131e-01,1.650800695831624865e-01
1.482521470993907631e+00,1.018022088904916078e+00,2.940454373358558082e-01,2.935559398890754679e-01
1.583936763908518230e+00,8.562905280562078669e-01,2.602849154530905706e-01,2.624017667320608371e-01
1.492526218081399181e+00,8.042978905226085828e-01,2.217923854673584938e-01,2.245028233183168354e-01
1.680071395941488355e+00,1.128824481950589043e+00,4.071527844134259499e-01,4.044920076484941895e-01
6.690161009481371268e-01,7.148110369873283965e-01,7.254370825358592845e-02,7.422453508090481877e-02
1.276565221625121538e+00,1.000351135003861414e+00,2.314457487102359601e-01,2.409735146721813936e-01
1.177494424791517336e+00,9.224011165734610218e-01,1.877711894416457250e-01,1.824166431584328674e-01
1.251718771139722852e+00,9.014293322969784139e-01,1.989127415862272930e-01,1.974006969082041651e-01
1.198939222745023736e+00,7.626331741893541682e-01,1.554413370481642354e-01,1.516066889044812571e-01
1.407017780190804590e+00,6.823268469313239493e-01,1.693878010823784419e-01,1.793128576853025014e-01
6.599108530096464698e-01,6.950772967486935627e-01,6.984253390328672151e-02,6.282859651445409088e-02
5.159711821325139169e-01,5.163905506261073919e-01,4.440759159534680978e-02,4.444300980473861462e-02
1.155028088033248856e+00,1.072430331319107921e+00,2.180943825488024235e-01,2.227400790534510844e-01
1.382856699678740364e+00,5.848295194699002497e-01,1.401059507431231810e-01,1.357649531430310252e-01
1.136270494979285672e+00,1.047989111746902680e+00,2.073132166060863701e-01,2.066331552231656654e-01
1.272092849565177541e+00,1.189921093224654225e+00,2.855518643933687151e-01,2.819920200943737965e-01
1.101332537438040937e+00,5.110035328621728157e-01,9.357571646926238218e-02,8.687356914494569204e-02
1.719132010288432877e+00,7.545872373760221796e-01,2.499380934180808755e-01,2.495828860465759413e-01
1.715240580910829760e+00,6.176086191884775367e-01,1.962024049585535113e-01,1.986683803095040668e-01
7.265905683861275666e-01,7.815312233005043963e-01,8.596980171519924552e-02,8.397772004582036709e-02
1.435690724571919707e+00,7.039268050380647068e-01,1.801499019189460316e-01,1.809654946071426185e-01
1.284849030466446607e+00,6.088158443936690922e-01,1.334322561803256979e-01,1.368437445903803729e-01
5.840320692723592888e-01,5.776646748034135470e-01,5.356457034183004229e-02,5.952650805830030784e-02
6.321109784744698423e-01,6.191342164204934884e-01,6.093076382660757989e-02,5.475795949551939129e-02
1.721149281161382882e+00,1.033783340877770129e+00,3.753458636933981740e-01,3.784021345885877907e-01
1.573876445195091067e+00,1.028304737032175620e+00,3.256111745130321200e-01,3.225049091120884004e-01
7.367300850401413692e-01,1.140402267087407440e+00,1.257147348151502475e-01,1.162942872063673916e-01
1.380201690463067399e+00,5.056443555714028593e-01,1.202109736226508740e-01,1.163210654722079407e-01
1.840378525792826903e+00,9.364465682334541796e-01,3.639270044861220854e-01,3.671266076615167240e-01
1.284805515949549726e+00,8.419998318603059140e-01,1.904842071893129152e-01,1.920155035791226150e-01
1.401881186618673336e+00,7.178783842621458966e-01,1.784819164584860451e-01,1.729989996402663821e-01
1.515472372117468103e+00,1.011031121370435937e+00,3.011008573659323950e-01,3.091218693573696830e-01
1.294220515962863693e+00,8.731038440038769721e-01,2.006770674947388755e-01,2.026868311749404350e-01
1.818958758484678695e+00,6.476880082090004098e-01,2.244608371472215369e-01,2.241151145936893241e-01
8.829485723524488350e-01,9.110606324579954007e-01,1.263494110312084195e-01,1.236396146660625056e-01
8.385111684827160072e-01,9.920825959091768009e-01,1.290380855843749064e-01,1.311205269618802294e-01
6.513028827779854257e-01,1.166603417676373766e+00,1.094949538368842901e-01,1.075561669075493221e-01
1.166609420129890884e+00,7.683847497721800757e-01,1.512418103921829571e-01,1.569036645821788034e-01
9.899279907437228410e-01,9.279382258817794327e-01,1.495424577716979730e-01,1.511054965129766114e-01
1.249715897303872669e+00,1.050664066292610332e+00,2.382807365965679824e-01,2.413489188236939142e-01
7.619782657136404680e-01,1.070159607117567635e+00,1.231212294424867543e-01,1.215922716269177556e-01
1.220921778514440170e+00,6.873781420763076522e-01,1.422610253990495566e-01,1.348861040455630600e-01
1.244153818031575653e+00,6.310357432758547658e-01,1.331095772160680868e-01,1.357395205260255311e-01
9.584987281116225111e-01,5.552633371188693268e-01,8.649173491045730744e-02,8.145582003649809444e-02
1.706461431075454671e+00,8.778774634484028949e-01,2.990671477108862719e-01,2.985361672082620932e-01
1.257984497554053060e+00,1.045717129599012862e+00,2.391797894648505507e-01,2.391089444262018415e-01
1.391913143619373017e+00,6.499679876834406622e-01,1.582957482019916873e-01,1.544003734659618599e-01
1.928360885010468539e+00,5.241389374621210351e-01,1.892951723694391020e-01,1.937283133990124195e-01
1.815432364603247528e+00,6.653439582902792582e-01,2.312148054193617353e-01,2.240923784397176877e-01
1.467459660233727092e+00,7.466639500055601841e-01,1.985025933287670186e-01,2.059353907929441785e-01
5.079554038021688589e-01,8.842981489578537468e-01,6.386233167109824083e-02,6.091737336319184154e-02
1.466438486323441648e+00,5.347690671748901448e-01,1.370413420868432930e-01,1.418428686487117618e-01
9.573846310411135985e-01,1.042520713196589011e+00,1.623918250435069377e-01,1.688339329821639534e-01
8.705214923419701822e-01,6.241448964830978996e-01,8.631454169344325578e-02,8.201776079522267449e-02
1.407888214696884299e+00,1.195404265366885266e+00,3.348582876030432587e-01,3.311922497041170366e-01
7.641809644585471073e-01,5.389369578587331899e-01,6.624857674637658900e-02,7.093001343270427528e-02
1.603913112613322145e+00,1.062643407336783419e+00,3.497805844799222741e-01,3.507098953072227965e-01
1.664525927104621328e+00,1.109475501252907836e+00,3.920945442892570520e-01,3.925047163900437508e-01
7.067492741881306051e-01,5.083984418593584520e-01,5.858078581146750063e-02,4.947113015356792431e-02
7.279495304362444408e-01,6.612175991907034422e-01,7.449021522368941273e-02,6.631250943209046622e-02
1.887927616870702874e+00,1.000230041690443050e+00,4.134737424723359256e-01,4.161476248421610014e-01
5.458181315485105545e-01,1.197070244753867696e+00,8.969736701308500537e-02,9.683853997460475926e-02
1.697178053673987996e+00,9.272087119025060886e-01,3.183698941254343717e-01,3.148410561074219127e-01
1.620372738696867598e+00,1.120509562013919158e+00,3.812382104881469336e-01,3.769333158457357502e-01
1.554931838241775166e+00,9.758117651014479588e-01,2.988526154215774278e-01,2.998936374441308894e-01
5.507035846446806104e-01,8.661377447975806554e-01,6.862011518008913347e-02,7.092952726613660497e-02
1.912742575508601162e+00,1.003904909721878180e+00,4.239704027163949118e-01,4.267685874745276720e-01
8.082026004245300710e-01,9.744331939789168118e-01,1.208004478356887040e-01,1.186105468468249824e-01
1.809211694816144522e+00,6.812798661625673047e-01,2.368081430314265823e-01,2.271335155449859255e-01
1.251109446816466075e+00,7.486214037351732742e-01,1.610235740303682384e-01,1.682749762753153466e-01
9.884688910245987836e-01,1.111530160667451472e+00,1.824227481682268726e-01,1.799537179288893951e-01
7.622512537369492414e-01,6.786966614477286663e-01,8.013350402859956145e-02,8.638083592078313333e-02
5.172150698445678874e-01,6.519642393156384053e-01,5.193642674839064194e-02,4.204224708530179128e-02
8.514359790460047650e-01,8.804795050926388367e-01,1.165461367494969314e-01,1.183915267052710052e-01
6.743897345618696804e-01,1.070637221980251574e+00,1.052924582435388751e-01,1.028079403575783840e-01
5.099844800768906783e-01,7.647268556678685769e-01,5.742986436767535258e-02,5.203662308172314621e-02
1.497202096975423613e+00,6.416243801290603122e-01,1.714606046046444621e-01,1.762845960095134890e-01
1.965754666774086612e+00,1.188717912611943373e+00,5.598130857317643594e-01,5.662296724259195946e-01
1.271622879345271073e+00,7.184612423348802901e-01,1.572085263160334367e-01,1.542966262574133052e-01
1.730627231791473708e+00,6.180101004504247042e-01,1.986846610353238396e-01,2.018985947449476459e-01
1.955581425916288474e+00,8.891431316264781781e-01,3.719339901436030660e-01,3.665963622004902445e-01
6.211199531447113564e-01,7.066819140661833032e-01,6.635709511615595080e-02,6.328608071947249003e-02
1.138147880768938247e+00,6.029990500520052699e-01,1.140176344087630439e-01,1.127995535799663773e-01
1.132682615822388161e+00,9.851422560898410730e-01,1.920012585894693702e-01,1.902762117996930069e-01
8.731531457382014638e-01,1.059770268834847595e+00,1.459478588100911467e-01,1.491192354886264337e-01
1.576346523508554753e+00,1.099445270068260427e+00,3.563796905756514422e-01,3.503880533574992850e-01
1.330629173246579811e+00,7.228640041971693408e-01,1.679211534191258348e-01,1.727290440933998139e-01
7.518867109155656925e-01,5.757600113036581702e-01,6.873019263445571958e-02,7.352938541578026010e-02
1.918674047929763926e+00,1.129037272217769061e+00,5.012134929115422688e-01,5.001328590057788626e-01
6.789253477441299367e-01,1.034396325833226937e+00,1.027219921375728262e-01,9.684393458612404471e-02
5.745245753926857546e-01,8.465700279503998171e-01,7.058268666345937636e-02,5.878044138885277908e-02
1.633751618685270302e+00,5.327906144676818334e-01,1.560768858967927497e-01,1.557640618365313534e-01
1.141054737912011507e+00,6.842009847120218424e-01,1.300302794939154349e-01,1.264762218932020121e-01
1.478898409596326458e+00,1.078547299329124742e+00,3.155695151187534742e-01,3.160778334238751874e-01
5.439920416123066316e-01,8.305649641380198345e-01,6.547186736585237921e-02,6.023539139591706226e-02
6.200269328183993789e-01,5.154669384302217328e-01,5.227121886780068671e-02,5.228444602372806643e-02
9.267375534427524375e-01,8.405768075293404973e-01,1.237541033274999758e-01,1.234488087676717111e-01
9.915733659159362556e-01,6.877329402557964544e-01,1.100459267983427691e-01,1.101017235721010595e-01
1.291718763298975725e+00,8.054625170875328033e-01,1.823589783587439561e-01,1.837753663198704035e-01
9.772048527058070366e-01,7.224433599871129541e-01,1.135010426956746254e-01,1.149482632777922148e-01
8.473692743210907707e-01,6.006669443236236638e-01,8.096110994852831477e-02,8.577067375725377918e-02
1.926767418115532537e+00,6.435079083028265590e-01,2.408773287329402657e-01,2.369960985435462519e-01
6.990466589508468331e-01,7.781770325258203780e-01,8.192628329249637686e-02,8.549643493053077359e-02
1.253791684937673123e+00,7.773378213877957243e-01,1.683603609010778379e-01,1.691578323500803616e-01
8.355019473642111283e-01,1.074243127111315754e+00,1.395893230625881443e-01,1.375226035605316421e-01
1.717788002650529222e+00,8.917255058738398077e-01,3.081109809994425075e-01,3.031817940492853025e-01
1.428676092633095696e+00,9.169077249590626977e-01,2.444492361498751820e-01,2.516770221051022882e-01
1.430743671868658806e+00,9.691282858955949653e-01,2.623219047977334850e-01,2.635133451256495007e-01
1.153161013008249469e+00,7.310794741667865360e-01,1.412577794783052565e-01,1.387083892746940050e-01
1.187435621689184373e+00,8.291199400355495630e-01,1.683109429176274374e-01,1.686799173969884269e-01
1.988277757569634430e+00,7.223639591387464032e-01,2.905297492759212341e-01,2.905635281914537571e-01
1.137241604878507228e+00,7.793554874371669827e-01,1.485794826342062558e-01,1.460022211115353796e-01
1.486200811931927213e+00,8.061459792530024648e-01,2.210967684520926679e-01,2.142832882582710874e-01
6.322570676269974044e-01,7.134244872113200131e-01,6.814192035339453057e-02,6.891155561937434282e-02
1.286875123837818879e+00,9.092716202405505266e-01,2.088250255065054184e-01,2.080317694853967836e-01
1.633732335770027078e+00,1.057956263180847456e+00,3.575931624211022841e-01,3.562115015446774557e-01
1.203273961238128908e+00,7.425595913729285957e-01,1.517057744554587695e-01,1.565914152230845902e-01
1.590975293345529007e+00,5.661986808627988976e-01,1.613433084880832036e-01,1.548662943197626485e-01
1.496391007601351575e+00,6.222517006163521547e-01,1.655854912613265728e-01,1.608815618587212948e-01
6.648347859720010744e-01,1.116787612847686795e+00,1.077256398345930732e-01,1.085363146755798092e-01
1.215697624549801903e+00,1.127201602712456285e+00,2.495188133459038671e-01,2.536571799631070490e-01
5.468021235508156996e-01,8.257747189671491572e-01,6.553662308928080715e-02,6.857731809716166582e-02
6.364143671920368117e-01,5.845993497538353179e-01,5.873085751659174597e-02,6.234516098066000128e-02
1.509840469232381688e+00,1.050224640718604885e+00,3.144854658399626191e-01,3.036290943284730703e-01
8.298023437386103929e-01,9.233554827008660926e-01,1.183287252212408408e-01,1.208014672458355976e-01
5.759598487868817784e-01,9.869929307151052988e-01,8.059420264967129266e-02,8.267547524713710072e-02
1.202599588737186309e+00,9.216524396716483380e-01,1.931272113737253215e-01,1.965248307995000887e-01
1.547318706787077280e+00,8.245613832516200947e-01,2.403610466514934929e-01,2.369835532385724253e-01
9.202856257472562529e-01,1.011814338087874354e+00,1.489891207421551178e-01,1.515317383767405823e-01
7.859008328683489975e-01,1.193090597824884469e+00,1.437480154184438697e-01,1.487272221176831888e-01
8.461964707178060152e-01,1.185691040545563180e+00,1.580093818179399978e-01,1.659702092189410672e-01
5.346334011050233315e-01,5.874903718737551905e-01,4.987693028860178818e-02,5.115761547243555252e-02
5.626092087299626732e-01,5.246088429662287833e-01,4.841450667341412606e-02,4.187398716782820413e-02
1.193647692103105395e+00,6.113978224535656647e-01,1.224484944103929884e-01,1.227519372533435321e-01
8.230969778131040915e-01,6.509783898264817070e-01,8.416524046664246306e-02,8.738417174124550602e-02
1.141969911395151360e+00,1.156767442160368642e+00,2.350471178550806728e-01,2.376187977203956248e-01
1.869886169788160135e+00,7.559486977065068558e-01,2.820339938417654180e-01,2.915300662374001872e-01
1.706357499008935186e+00,9.097688530054655054e-01,3.131067426045150981e-01,3.121531503558477860e-01
1.740091025748764508e+00,1.174700419755233760e+00,4.540308737304203923e-01,4.490400082906836898e-01
1.893535424678151502e+00,9.037147427607291617e-01,3.621969109918113938e-01,3.590938624316690753e-01
1.500465433963955819e+00,7.343557763040213793e-01,2.006397596665242256e-01,2.039260637384752162e-01
1.156556810872124696e+00,1.071728752341312596e+00,2.183366801576905047e-01,2.144190781249624145e-01
6.100037372341564623e-01,7.837549156617709123e-01,7.077387274928854943e-02,6.566876994811346457e-02
1.582559562781838292e+00,6.069224992962888310e-01,1.731119993188262318e-01,1.690238293148228210e-01
6.667685664598039796e-01,1.013298546851582715e+00,9.848903971687193726e-02,1.045057171955032088e-01
9.550799718165612351e-01,1.015620533338515985e+00,1.572627807228123842e-01,1.584832109928384081e-01
9.209129286661802416e-01,7.943539420100066417e-01,1.159681155633475597e-01,1.143526214905264127e-01
1.906780376934236187e+00,8.672984981348996758e-01,3.465302955198821810e-01,3.507738542290044781e-01
1.799929263830595705e+00,9.999609559694246919e-01,3.842560920310227890e-01,3.876993737450205035e-01
8.818898035001984104e-01,1.065384498787576240e+00,1.487609847048918521e-01,1.439952235495816912e-01
1.062132545192280286e+00,7.311873823388594928e-01,1.273455665434721773e-01,1.315016916599471841e-01
1.216022745586046616e+00,1.158371592768433489e+00,2.581841895109705520e-01,2.594392593807595682e-01
5.715767453756949168e-01,1.132676206757354365e+00,9.029257285376070252e-02,8.015910312490935608e-02
5.288457706879317044e-01,1.012287317364024553e+00,7.455542561675207458e-02,6.874904456333244540e-02
1.353648341400832011e+00,6.836071433485617632e-01,1.614146757532312071e-01,1.627593248388584934e-01
1.250355719116750919e+00,5.537468527354165726e-01,1.171447152152487875e-01,1.196035430476023315e-01
1.444195488183236842e+00,7.675871244610252830e-01,2.006070521189068923e-01,1.992475337456161288e-01
1.817623493351320008e+00,9.897179894960821400e-01,3.846459791782818605e-01,3.797747937935390117e-01
7.074958166320621800e-01,5.601122192373048092e-01,6.316971891910377890e-02,6.445817776650740460e-02
1.843971141418136117e+00,1.044242672873873179e+00,4.229079214319074187e-01,4.139319831125423121e-01
8.144108494501491879e-01,8.803370757529744850e-01,1.102281463986713866e-01,1.130441296405475943e-01
1.884018476290940214e+00,9.982712528335774271e-01,4.110618880114043638e-01,4.103847399817589503e-01
7.379015138945531627e-01,8.997376411672316499e-01,9.969304028607552104e-02,9.962906631889677234e-02
1.099224713715815982e+00,7.263522236671851040e-01,1.320382448284831700e-01,1.288927332553162219e-01
1.604661866965161998e+00,1.082758803814248161e+00,3.588271492985501965e-01,3.630005237648250005e-01
8.003059389709570315e-01,6.280597094743886055e-01,7.905265067103153798e-02,6.761858489489644408e-02
6.757583977398331498e-01,6.142287592517327033e-01,6.482163007349540929e-02,6.061555292947228696e-02
9.031003634946461744e-01,1.114916392936404099e+00,1.614831523118056278e-01,1.644256329433554376e-01
1.004649838175882826e+00,1.030118411503307074e+00,1.711655905284805990e-01,1.677762260574387210e-01
1.828885369935125071e+00,1.126417516479915060e+00,4.633384685491644395e-01,4.706513896560753363e-01
8.761109878880464219e-01,9.997071385525133635e-01,1.377737597850556550e-01,1.399676049357286567e-01
1.522808957637258764e+00,5.279483785034175813e-01,1.416074544424148762e-01,1.379333498622151433e-01
1.752291904079570806e+00,9.302600591593549462e-01,3.352486093586812821e-01,3.408332771035995079e-01
5.200258936798822784e-01,5.785388710773069487e-01,4.812327795310292200e-02,4.778794734741741851e-02
9.106442513320625043e-01,7.283528763715401144e-01,1.050476776660505540e-01,1.080521126962691036e-01
1.854089984689252901e+00,6.029324462503432569e-01,2.115413495201149130e-01,2.086341113615963472e-01
1.372563166300367676e+00,9.650268750466912682e-01,2.457774042651708346e-01,2.429564433438624049e-01
7.539690391814366510e-01,1.047590337343647704e+00,1.188477537436756076e-01,1.225087878225185195e-01
1.239755802513955674e+00,6.797323281585236909e-01,1.433311466044576432e-01,1.439893240395025420e-01
1.100314660390490751e+00,6.646024143985189703e-01,1.206758623823429993e-01,1.171076505953815433e-01
1.753132989877696613e+00,7.588542465860136366e-01,2.586943260396954436e-01,2.545250329282800483e-01
1.688914748572809765e+00,9.616344469259358041e-01,3.314641308985825652e-01,3.348533966555680697e-01
9.862669108054713529e-01,1.015780129664946241e+00,1.643024675906658294e-01,1.731852809150050132e-01
1.974597044724072159e+00,6.602195386431721769e-01,2.570872803362230785e-01,2.531405712180032630e-01
5.716827301728257815e-01,5.844760664658368299e-01,5.292525754845348734e-02,5.648323042780294817e-02
1.864477630505206429e+00,7.073844307972269041e-01,2.585125126654974625e-01,2.443586752316760646e-01
6.459005492365504919e-01,7.201163905366466667e-01,7.025615146609920370e-02,6.361851126992874861e-02
1.331412377906733058e+00,1.180331280884320933e+00,3.026567101747498212e-01,3.062119922599305655e-01
1.128353197120159912e+00,9.479474216343000137e-01,1.827204671973053363e-01,1.907873572060048983e-01
1.735131393977703995e+00,7.093953225791606032e-01,2.348003112854195329e-01,2.353340714468262762e-01
1.220759241788169192e+00,1.097303603607281852e+00,2.428787955546652388e-01,2.458013415497470044e-01
9.221178873702334799e-01,1.010569343422068833e+00,1.491880314904108495e-01,1.507006117064589590e-01
1.569222428804224911e+00,9.775555356070847468e-01,3.036107779269948681e-01,3.088263228009321404e-01
1.073025349129114847e+00,9.651185201173133610e-01,1.740706938136741821e-01,1.689559404766785844e-01
1.137765691049544170e+00,9.451642453365927121e-01,1.841978736631164626e-01,1.875782639193354362e-01
1.724374787121161434e+00,5.608529692043194848e-01,1.769643458957651516e-01,1.750622204106202506e-01
1.034307736104066677e+00,8.266596093959033276e-01,1.399540161414698225e-01,1.385230153104324013e-01
1.295073234110342142e+00,7.499131307691671022e-01,1.688197740560848370e-01,1.690407251825158108e-01
1.713114594885870812e+00,5.575880463592601810e-01,1.743301993269017192e-01,1.735612682494760417e-01
1.740064959450505544e+00,9.834605905996769426e-01,3.570358299074835040e-01,3.534893953783624920e-01
1.525457221661827845e+00,1.191430431481097951e+00,3.770605288751753825e-01,3.760463102787799938e-01
1.564740980860645170e+00,1.027644292233135692e+00,3.225155029813688845e-01,3.180919398517055297e-01
6.427792714918063588e-01,9.560049507267212032e-01,8.924812044030241975e-02,9.681202976731423382e-02
1.317845573732863818e+00,1.080489785352821031e+00,2.665077322767098189e-01,2.702142245589775893e-01
1.396954438472213678e+00,5.854992434362215059e-01,1.420575869042400574e-01,1.402677002473830259e-01
7.116566225090744657e-01,8.019431808934120998e-01,8.588798881964508636e-02,9.399543345825572827e-02
1.832508016246929383e+00,5.547748576678751542e-01,1.891004685843451494e-01,1.957055980763555691e-01
1.513517483510870454e+00,6.445533908155612890e-01,1.747884432127497778e-01,1.774534462151422243e-01
6.547207907092882362e-01,6.662473299336248989e-01,6.692022679020086240e-02,6.453702127248864273e-02
6.825952510772799187e-01,5.236483938347394895e-01,5.791222477308730771e-02,5.944400912986356339e-02
6.553487707039711285e-01,7.072403086704537323e-01,7.031663764327371335e-02,7.340162946185779802e-02
7.172296878788841923e-01,5.097450577224674761e-01,5.954319064308186138e-02,6.666720083109588246e-02
1.384616230679780013e+00,6.913796935332345850e-01,1.683313166478254685e-01,1.677019014602561253e-01
6.463193021847426500e-01,1.010117438599553941e+00,9.450481386464740230e-02,9.196819442229815789e-02
1.113169734252497989e+00,1.150212285878438934e+00,2.249278376703869875e-01,2.365137350562752094e-01
9.329919566603412928e-01,1.148821057776154841e+00,1.746967724211146433e-01,1.818130585591489490e-01
