T,Pext,P,P_noisy
3.588030309873464034e+02,5.740935710557367202e+03,4.568834613893562164e+03,4.571999080609334669e+03
4.343602821741953903e+02,4.576497157356616299e+03,1.303221393495577286e+04,1.325134905573967626e+04
3.961262703928348401e+02,6.772482966713381757e+03,7.669878762818932046e+03,7.671403074098201614e+03
3.881648728479715373e+02,6.363098559270502847e+03,6.939437151058631571e+03,6.974094703717854827e+03
4.190716051963335076e+02,7.694749889096099650e+03,1.014434594889301661e+04,1.002539563479591561e+04
3.527442260081465975e+02,6.891465673474009236e+03,4.021040912749414019e+03,4.105640448416591425e+03
4.292357683073984163e+02,6.809482537843130558e+03,1.174451203205165439e+04,1.165940285629012033e+04
4.057666642600379419e+02,3.474724015101437999e+03,9.313595965545089712e+03,9.359625869810277436e+03
4.223917785452869111e+02,7.501214252319081425e+03,1.062648370716078171e+04,1.070358935617159477e+04
4.431247754850309093e+02,2.166350154901159840e+03,1.494103807447526924e+04,1.500514334393108402e+04
4.033053646481020564e+02,7.205262494520018663e+03,8.361248970425833249e+03,8.296768508861603550e+03
4.051497342681680038e+02,2.697989988504713438e+03,9.350934705158160796e+03,9.288880231210894635e+03
4.217793161680672256e+02,1.445041310684179280e+03,1.170885357887796090e+04,1.177235145028311672e+04
3.942552960729795473e+02,4.486341072933420946e+03,7.856837165351240401e+03,7.954680979197460147e+03
4.321530990593267916e+02,1.492802781724852366e+03,1.325375256140828424e+04,1.337272954535927420e+04
3.672220236195503844e+02,7.884716135542500524e+03,4.902098371206565389e+03,4.902309634674122208e+03
3.386375751818091544e+02,1.847564939554608372e+03,3.586899697964483494e+03,3.580873194958911881e+03
3.421985340748918816e+02,3.372884603407586383e+03,3.699085490520965777e+03,3.845882484885185931e+03
4.372860691819362273e+02,5.465727467494337361e+03,1.328398552031227337e+04,1.323871401910403983e+04
3.452234635295223484e+02,4.317534891282790340e+03,3.808084934277489538e+03,3.871675283468090129e+03
3.185631359561818385e+02,1.411232885169992414e+03,2.549082651234537479e+03,2.526276347025898303e+03
3.615079171447823683e+02,1.003988781531416748e+03,5.211825080024214913e+03,5.099541035914642634e+03
3.895351775842593725e+02,5.474830605023978023e+03,7.218129628185337424e+03,7.130494019160720200e+03
4.127787606122433317e+02,5.820219269303041983e+03,9.761107600479388566e+03,9.799702877629935756e+03
3.153016924664979683e+02,4.053972365297262968e+03,2.271721984703229737e+03,2.291608869569460694e+03
3.696567131220166971e+02,6.390666462583967586e+03,5.304226791793338634e+03,5.345980426943133352e+03
4.179316978663867985e+02,5.195967540805895624e+03,1.054877340596824251e+04,1.052259453252214917e+04
3.689718611668834569e+02,1.842599778198526565e+03,5.757155570984529732e+03,5.718817619562073560e+03
3.390841136743495099e+02,4.502075100906469743e+03,3.424651734839416804e+03,3.449519610501517036e+03
4.371193271834713414e+02,7.419738248765215758e+03,1.275063502563557631e+04,1.273783793718290690e+04
3.543253721956269828e+02,1.424413366724813841e+03,4.643714687136645807e+03,4.516484703003935465e+03
3.201695959963991527e+02,3.739769475265595702e+03,2.504923411078862500e+03,2.471807483665242216e+03
3.730037940911033729e+02,7.838782662839047589e+03,5.358434511605934858e+03,5.496580545162749331e+03
3.936564509157674365e+02,5.099352557240647911e+03,7.698884678834550868e+03,7.639228262637178887e+03
4.081294956185813589e+02,7.690628314382134704e+03,8.807308226693525285e+03,8.853236926995012254e+03
3.999210436237451063e+02,1.932432534683732229e+03,8.829389108888852206e+03,8.824475921043498602e+03
4.075382270468720094e+02,2.711515903270487797e+03,9.640890306714394683e+03,9.701264784692493777e+03
3.661887972749244682e+02,2.827293455961199470e+03,5.439877242092389679e+03,5.371374830902377653e+03
4.015337394004978933e+02,6.727696082279880102e+03,8.259522036225229385e+03,8.158232443245238755e+03
4.152434899853100205e+02,1.042327436565985181e+03,1.085196488473018144e+04,1.088919995238773845e+04
4.209783904622031514e+02,6.079644175869610081e+03,1.076910919567549536e+04,1.071391470427181775e+04
4.099497854942088679e+02,7.913676375946438384e+03,8.970236913472113883e+03,8.968453697176664718e+03
3.375726235738479772e+02,6.782478009313493203e+03,3.132803512966508151e+03,3.108597793265753353e+03
4.047634442542723150e+02,7.366933651523160734e+03,8.491494217266785199e+03,8.569902599476903561e+03
4.181052988523786667e+02,4.748066077026614948e+03,1.065973907577297723e+04,1.068131303138913609e+04
4.438960577587085936e+02,3.404753562421992683e+03,1.483208513412686079e+04,1.484433328485859056e+04
4.314251957716069796e+02,2.630126797690841613e+03,1.295896973929110754e+04,1.288167613871594222e+04
3.020104830065849342e+02,3.557086447788904024e+03,1.779869017788039400e+03,1.654784541082608030e+03
4.458165144941461904e+02,7.826258614754105110e+03,1.400786416350608852e+04,1.394144748151062959e+04
3.619533780861020773e+02,5.937511604493521190e+03,4.773445939856418590e+03,4.841197131967094720e+03
3.802527455238587777e+02,4.932625905029830392e+03,6.410354755004576873e+03,6.466650137593220279e+03
3.178944612672355561e+02,2.191816874913615720e+03,2.484003361026567745e+03,2.531536267067935114e+03
3.554240412317579398e+02,4.510159837568620787e+03,4.463946977377197982e+03,4.432386498901557388e+03
3.195277579825975636e+02,7.624378828699674159e+03,2.198114421023240538e+03,2.116509147952676358e+03
3.559024523559302224e+02,3.788049966233913892e+03,4.567934816861562467e+03,4.660652505407058015e+03
3.380524398072390113e+02,5.768944510307950623e+03,3.255444271022094199e+03,3.270647348389484250e+03
3.297657374287866219e+02,1.874274281210713980e+03,3.085017635704423810e+03,3.128393311487850497e+03
3.543690119075887424e+02,6.848884956503880858e+03,4.132634062850561349e+03,4.057599529418531802e+03
4.293607355803796963e+02,1.658475813509096042e+03,1.279785177498457597e+04,1.274339791494182464e+04
3.709795787714402877e+02,4.442148829756177292e+03,5.662569160973642283e+03,5.714676746923288192e+03
3.433690832464435516e+02,2.753967890312751024e+03,3.816765434079046827e+03,3.876311433996971118e+03
3.100437732367456647e+02,1.496325577975111401e+03,2.173338224455253112e+03,2.093743535157996121e+03
3.457794104995746807e+02,3.880788948231188442e+03,3.880485275556337456e+03,3.903904927242581380e+03
4.434484291745211522e+02,2.543443440714764165e+03,1.492714787811378301e+04,1.483373927688763979e+04
4.399755537440627222e+02,7.063571382898955562e+03,1.329204403431280480e+04,1.338995477422362274e+04
4.285419797714363312e+02,5.774509537358588204e+03,1.189275917373136690e+04,1.194613348493170270e+04
4.246569397037630438e+02,6.401788420754310209e+03,1.119770227542481734e+04,1.137995932051808268e+04
4.302681951012314130e+02,5.348395988131361264e+03,1.224216572348035697e+04,1.236323628676499175e+04
3.001730233103457408e+02,6.182811775007943652e+03,1.582318878588065218e+03,1.529734538147001331e+03
4.354570413972074334e+02,4.992733723617086071e+03,1.310936462900197512e+04,1.312533762424096676e+04
4.300315501331922405e+02,4.759281670190344812e+03,1.233650153191524259e+04,1.229860740386363432e+04
3.279975286666635839e+02,2.052248570848135842e+03,2.982595616913667527e+03,2.994068093974787189e+03
4.386751120566260624e+02,6.269614300615940010e+03,1.330076957710285205e+04,1.336352380899482705e+04
3.986265580036447318e+02,5.082950040540485134e+03,8.235128983180138675e+03,8.234764662073028376e+03
3.331283629878387273e+02,6.523686606218350789e+03,2.923499034142686924e+03,2.928455777577657955e+03
4.298612810309376755e+02,4.948302735848623342e+03,1.227054050405545058e+04,1.216362035656806802e+04
3.091649978571192037e+02,6.690905728425108464e+03,1.862106077642207993e+03,1.908475365422998038e+03
3.912872203689888693e+02,4.911289412016590177e+03,7.482664441152964173e+03,7.481567940146486762e+03
3.638053339655095897e+02,2.918290335271726690e+03,5.241101514149959257e+03,5.291120002048098286e+03
3.847542417984941494e+02,6.000464989707969835e+03,6.671748711184905005e+03,6.755005311148939654e+03
4.338430087801262971e+02,2.496176704012982555e+03,1.335849229071467562e+04,1.336112182110490539e+04
3.790197752249042651e+02,2.769928331817401613e+03,6.560117616182326856e+03,6.616023827195462218e+03
4.153639640158518205e+02,3.802846492091495747e+03,1.046884479103312151e+04,1.042061677056559711e+04
3.198890752088849467e+02,7.553557600213356636e+03,2.218979182460049742e+03,2.294554858822102688e+03
4.427652162686713382e+02,2.527944573980454152e+03,1.481351784826167568e+04,1.481176641048824422e+04
3.629309380945064163e+02,4.063518558015672625e+03,5.060391915534135478e+03,5.013105451861471920e+03
3.128916598401530109e+02,7.306499026839455837e+03,1.958421148100461778e+03,1.940004964145823578e+03
3.281457892064511270e+02,1.382443980282622533e+03,3.023611616731164304e+03,2.910276620047220149e+03
4.368578237039096166e+02,6.462729808679839152e+03,1.296742183426336487e+04,1.291554080020565016e+04
3.008064894667649014e+02,4.852477291856859665e+03,1.675346123924157382e+03,1.641032301514858318e+03
4.414961314256379410e+02,2.750787878880228618e+03,1.455700695171918051e+04,1.455900658178580852e+04
4.171546701173271572e+02,6.128218884672784043e+03,1.025392672506721647e+04,1.024687414587928106e+04
3.495427557767514486e+02,4.757937460060000376e+03,4.042491871858800096e+03,3.990974220033068377e+03
4.340223239858845545e+02,7.843494920227713919e+03,1.216854932684920641e+04,1.215362569376514512e+04
3.151444309548771230e+02,4.535969092897543305e+03,2.236334038383641200e+03,2.065609424631085403e+03
4.127572547237566027e+02,3.083644684669504841e+03,1.024595560867925997e+04,1.025294836023844982e+04
3.418856477361214843e+02,7.948478756237378548e+03,3.246890528959055246e+03,3.291042594807458954e+03
4.102918446568099284e+02,4.378448393454496909e+03,9.721093274440323512e+03,9.783599357292856439e+03
3.064608980110932634e+02,6.293315722479453143e+03,1.790025210987867467e+03,1.875504916169172020e+03
4.136174078289781733e+02,1.969169781041634224e+03,1.051873624717135681e+04,1.050186773607072973e+04
3.860083633270442078e+02,7.899814958990914420e+03,6.469120667989189315e+03,6.461918537257975004e+03
4.278396911933033948e+02,5.620114130557496537e+03,1.182658264651511854e+04,1.178789671445354543e+04
3.831093747740366666e+02,3.000021931198211860e+03,6.922519294596085274e+03,6.883421575844949984e+03
4.213252627246986890e+02,7.663623178890976305e+03,1.044530509058437929e+04,1.045446951824896496e+04
3.551144622473159984e+02,7.580323073508014204e+03,4.091365439073301332e+03,4.197622560034727940e+03
4.271494601379191636e+02,6.143313819496580436e+03,1.160759206199795335e+04,1.147215732534648305e+04
4.371228765168409609e+02,1.911880048673894407e+03,1.398223321815834970e+04,1.394185363929773484e+04
3.074449092775062127e+02,2.401349779954588485e+03,2.033201683216879701e+03,2.054261061564391639e+03
4.036264923243768408e+02,7.279699424038744837e+03,8.381888802703066176e+03,8.301458408445330861e+03
3.444946173465696120e+02,7.482553388433218061e+03,3.446669401468744582e+03,3.478528080199100714e+03
4.372462157720369191e+02,3.583124910118835032e+03,1.369585460900865473e+04,1.358549348426180404e+04
4.430678178353733756e+02,5.551978548800682802e+03,1.419340157183240262e+04,1.416447781448215937e+04
4.010573407739269669e+02,7.993448575720158260e+03,7.952546702445433766e+03,7.819703934085418041e+03
3.462583380319049411e+02,3.063613504401416321e+03,3.976788767019913394e+03,3.997119131163918610e+03
4.177539934688192034e+02,3.788432063306654527e+03,1.078890787077882851e+04,1.072483570653089009e+04
4.068767486410483798e+02,6.638679738069290579e+03,8.883463625107789994e+03,8.933174087627901827e+03
3.261938243284512282e+02,6.485728962537366897e+03,2.586786806628385875e+03,2.561615384158927554e+03
3.510335504853733255e+02,6.811292153542105552e+03,3.920443584380909215e+03,3.842222529485024552e+03
3.120598282725513855e+02,5.395411063008009478e+03,2.057059719063816374e+03,2.021616545088867042e+03
3.690311374682547694e+02,6.618451042626556955e+03,5.223158753528517991e+03,5.230945941183907053e+03
3.362372281486012184e+02,1.131336616804124105e+03,3.483975341784836928e+03,3.480690524527731213e+03
3.533379460409883563e+02,2.547068626862249857e+03,4.492884223040146935e+03,4.470085766681658242e+03
3.657277016939634677e+02,2.870556670328147447e+03,5.398610390217572785e+03,5.368284505548306697e+03
4.148142551610014266e+02,4.829865099969592848e+03,1.021257197457055736e+04,1.021079804942768533e+04
4.224583851160891754e+02,5.536669968120939302e+03,1.108817781491614187e+04,1.115258109504218919e+04
3.404261803527792267e+02,1.975718330712190891e+03,3.686901589817477543e+03,3.638823562127446166e+03
3.306218606313511827e+02,1.852812466442288724e+03,3.132037398088762984e+03,3.164135958257832499e+03
3.939005059079257194e+02,2.162287604246629598e+03,8.126756955316328458e+03,8.018832815895264503e+03
3.962557176537279702e+02,1.878384937755937244e+03,8.418585173371027849e+03,8.489118795807176866e+03
3.661546104435252573e+02,2.369404387283474989e+03,5.478554527989735107e+03,5.504630497681414454e+03
4.217976207735033540e+02,4.558113472912597899e+03,1.119761951515492001e+04,1.116708503973378720e+04
3.376124791373876519e+02,2.041139381413265710e+03,3.514893554839313310e+03,3.486127564033264662e+03
4.361739628942140143e+02,1.799949821506425678e+03,1.384634676569990916e+04,1.370919131267586999e+04
3.835404668946641777e+02,1.276252471579066196e+03,7.140011155762233102e+03,7.144673825070691237e+03
4.126957807688034450e+02,1.523225317807082774e+03,1.045497648950678558e+04,1.043291523074842553e+04
3.430710887692957840e+02,1.541762594946932950e+03,3.876617266388250300e+03,3.763356522185670656e+03
3.096118719122421226e+02,7.058718090925811339e+03,1.853482015242487705e+03,1.815847019080470545e+03
4.021301659775439816e+02,5.868371058844634717e+03,8.488093700827579596e+03,8.531159263300512976e+03
3.566170698966680561e+02,3.830697657857493596e+03,4.614968683245978355e+03,4.626339675707985407e+03
3.702192426869735868e+02,2.693393754845173135e+03,5.786401729009903647e+03,5.805443532325220076e+03
4.161926746711050100e+02,2.206251387201017678e+03,1.082922767987012230e+04,1.078275227576929319e+04
3.658709447917092916e+02,2.821411390733907865e+03,5.414737717805286593e+03,5.479431440546601152e+03
4.186683594949957978e+02,6.608434871822274545e+03,1.034544310742817470e+04,1.034113195584659843e+04
3.422637106325814784e+02,3.517741574569839031e+03,3.691941640233345879e+03,3.756860701255123331e+03
3.756256713552263591e+02,5.002308916901914927e+03,5.988376187556663353e+03,6.161597766044853415e+03
3.568883084549967748e+02,6.265288280983432742e+03,4.372786943622683793e+03,4.212006498184035081e+03
3.287772232587640246e+02,2.962655574327588511e+03,2.971412540725200870e+03,2.929450805697367741e+03
3.843242537747403276e+02,1.938147827506902104e+03,7.155262008965367386e+03,7.153723119230455268e+03
3.745302004122481208e+02,5.845793914753879108e+03,5.780150990174899562e+03,5.719874938801591270e+03
3.949310175083360264e+02,7.555379138747731304e+03,7.398929279034179672e+03,7.478790295439083820e+03
3.835440355001949797e+02,3.694569885792207970e+03,6.881426283509743371e+03,6.851958506109001974e+03
3.452325999540585144e+02,7.502922714277285195e+03,3.487333663888064621e+03,3.618076528137521564e+03
3.339981464403060727e+02,2.456349520154259153e+03,3.283098778755154854e+03,3.341485505873034526e+03
3.809827818287384389e+02,4.518458023427865555e+03,6.533335213252943504e+03,6.565386398100017686e+03
3.768735247588386983e+02,4.913075601542227560e+03,6.109422244483243048e+03,6.106474828320789129e+03
3.342593316726422472e+02,4.059493910848488667e+03,3.188936483500491704e+03,3.254606853784066971e+03
3.616548347049799190e+02,4.632612852691747321e+03,4.902718493362979643e+03,4.940534558684018521e+03
3.049093083240573492e+02,7.999323308359271323e+03,1.624949459620841935e+03,1.740376848447028351e+03
3.127466467440211773e+02,1.816488410323696826e+03,2.274027004156776457e+03,2.306480901409642229e+03
3.151632871221835330e+02,6.901981105731400930e+03,2.076749516003503231e+03,2.157825787533006405e+03
3.302282579263174966e+02,4.739356470364123197e+03,2.924341719699468285e+03,2.956166098639039774e+03
3.976902478931850737e+02,3.761859311946947855e+03,8.336882057703667670e+03,8.363019437710208877e+03
4.049635447163070694e+02,1.598141816129854078e+03,9.467569748816133142e+03,9.344022797073268521e+03
4.181540229386769738e+02,3.586762091276790215e+03,1.087769404273932014e+04,1.087829232494959615e+04
3.706869819660798839e+02,3.033593788936888814e+03,5.792593993275384491e+03,5.823613128670464903e+03
4.007354442911788510e+02,4.709453646422231031e+03,8.531838467183772082e+03,8.439636323074073516e+03
3.907942486389816850e+02,3.258197093408054570e+03,7.663319581399889103e+03,7.553625695431881468e+03
3.230971401186477578e+02,2.918568861296204886e+03,2.690046955921293829e+03,2.666018801775767315e+03
3.433907839899978285e+02,7.282228582737112447e+03,3.405070198879742293e+03,3.428454524122501425e+03
4.364900209364751618e+02,6.644162057950758026e+03,1.286348248938209144e+04,1.272895664964701609e+04
3.045368493999775410e+02,4.675271329413499188e+03,1.815035113706302354e+03,1.839866136705278677e+03
3.091334629418151962e+02,2.544717823585290716e+03,2.093938302149391802e+03,2.169939169614214279e+03
3.834873053852591056e+02,2.936004450066866866e+03,6.966459083502697467e+03,6.946844559402106825e+03
3.762605395240778989e+02,6.542072880437204731e+03,5.826773694791052549e+03,5.845909068603934429e+03
3.940888389588462246e+02,4.394113334970912547e+03,7.852975169903850656e+03,7.889916040350030926e+03
3.613360558339552426e+02,4.892979507657551039e+03,4.850160985178285955e+03,4.797937361173479076e+03
4.077023041178953235e+02,1.100829480955241934e+03,9.862941867720048322e+03,9.912207625358374571e+03
3.577028323522965820e+02,5.724531181151779492e+03,4.492834815103457004e+03,4.528642377206239871e+03
3.733519018936752332e+02,7.526569750408750224e+03,5.435091652014694773e+03,5.337146083350337904e+03
4.026481829671470223e+02,5.213611319953034581e+03,8.663926055270416327e+03,8.705039126891027990e+03
4.352555256108395270e+02,4.425738355103580943e+03,1.320414750631204697e+04,1.327357360790748862e+04
3.303058902408523636e+02,7.380362402499243217e+03,2.703767507773952275e+03,2.618529926431813237e+03
3.622994771942042007e+02,6.490297199899652696e+03,4.729451069917865425e+03,4.798333909604817563e+03
3.601442230803766620e+02,1.045916268380550491e+03,5.102881183304230035e+03,5.081971423802537174e+03
3.091443653184491041e+02,3.958383363549417027e+03,2.025983008955469586e+03,1.919852863771105831e+03
4.348086280412112501e+02,4.030574440359778691e+03,1.321811507459853419e+04,1.313604049904838939e+04
4.091059387052132479e+02,2.756798966758989081e+03,9.829601720895871040e+03,9.759594104479721864e+03
3.570490452608048031e+02,4.876958604304738401e+03,4.540477349058636719e+03,4.583289413986210093e+03
3.415830526198596999e+02,2.716575622203911735e+03,3.709194118158097808e+03,3.671112358451741784e+03
3.340783316406194672e+02,2.354242173389634445e+03,3.293718730065049840e+03,3.262658656327243079e+03
3.656695064656703380e+02,6.992914026857476529e+03,4.912603271469153697e+03,4.812435886538128216e+03
3.456471534313337770e+02,6.804244043575727119e+03,3.589088994500835270e+03,3.590822966919762621e+03
3.774480980257989700e+02,6.550484804791101851e+03,5.927458771424887345e+03,5.828810213910076527e+03
3.777004250413817203e+02,1.002200349957070898e+03,6.601335713364226649e+03,6.548114309264854455e+03
3.836482944029228861e+02,5.133842076910083961e+03,6.697675666453253143e+03,6.746178273489650564e+03
4.215580075127793407e+02,4.792330726758178571e+03,1.111837323339631439e+04,1.117102605407617557e+04
4.136829067684614074e+02,7.515006186557287037e+03,9.509085999644725234e+03,9.466955470280881855e+03
3.184538261113247586e+02,5.751665276513566823e+03,2.296402581411461142e+03,2.292309305977020813e+03
3.175684858182148673e+02,7.115845313966076901e+03,2.157740419718894827e+03,2.199863066227509535e+03
3.936022893012217310e+02,3.063317544726810866e+03,7.985504055655888806e+03,7.984649425489622445e+03
3.718095849350697790e+02,5.641420168187482886e+03,5.580394623959852652e+03,5.675872214028858252e+03
3.001191204108094439e+02,6.218471286227709243e+03,1.578542271307149576e+03,1.684799771186829275e+03
3.450870386507901912e+02,4.943214770691563899e+03,3.743070573283205704e+03,3.736177603789749810e+03
3.274757323783588276e+02,6.487878475998953945e+03,2.647163865270601491e+03,2.549588070119196345e+03
3.803112162565082031e+02,2.865904694388783355e+03,6.670553456763192116e+03,6.658439568111066365e+03
3.333177379405814804e+02,6.086151184593828475e+03,2.972664746521795223e+03,3.079615442431710562e+03
4.404875079163189184e+02,5.972989499331681145e+03,1.366552276834417171e+04,1.375503098113160559e+04
4.345193215447890225e+02,4.154389806315575697e+03,1.314715965232326016e+04,1.324121792725055275e+04
3.010929141058700793e+02,4.881436078850587364e+03,1.683592076905549220e+03,1.772402906575805901e+03
4.007089450922331935e+02,6.691750761343171689e+03,8.175713190137057609e+03,8.135158001719692948e+03
4.353406263095896520e+02,5.455186377408147564e+03,1.298360394551059835e+04,1.300572977176765198e+04
3.477742492969805994e+02,2.536403617970599498e+03,4.114841336423794928e+03,4.201274018915210036e+03
4.435800685395544178e+02,7.891548123498164387e+03,1.362553854613526528e+04,1.364698390518660381e+04
3.254007975039488656e+02,4.635621730730419586e+03,2.691991106513617979e+03,2.762256996468123361e+03
3.245464303350434534e+02,7.770181536811047408e+03,2.401299685702503666e+03,2.321795507342656038e+03
3.219553484849807319e+02,4.122513889795320210e+03,2.563483536934581480e+03,2.467245571679415661e+03
3.512659491145437869e+02,2.428095162818493918e+03,4.357875242871919909e+03,4.518328936929637166e+03
3.938050059656507642e+02,6.693782825337611030e+03,7.444210123993494562e+03,7.505956523209330953e+03
4.185026317887569576e+02,2.650325204064905847e+03,1.107740284466560479e+04,1.112669718303278387e+04
3.135912900113521573e+02,1.028223710695234558e+03,2.340486203779367315e+03,2.457800636325934647e+03
3.094081466198310295e+02,2.515616663035020792e+03,2.106233302212312083e+03,2.284204074972178205e+03
3.237858694971151863e+02,5.507592775162992439e+03,2.552040868139602480e+03,2.782113151630754146e+03
4.348675103346748756e+02,1.568418218029825312e+03,1.367227190857466303e+04,1.348207310365446392e+04
4.491498766624191603e+02,1.047669209223668304e+03,1.619375880673404390e+04,1.622578619328492459e+04
4.150895860415217840e+02,1.453152663609659157e+03,1.078145923910468264e+04,1.086497513097705996e+04
3.141424886868620092e+02,7.172555537998079672e+03,2.016517707625133426e+03,1.865154097829885359e+03
3.210298438681595599e+02,4.874740957245579011e+03,2.471171434923830020e+03,2.330017685937664282e+03
3.609955817412208035e+02,3.727167322156738464e+03,4.947213958699467184e+03,4.934364692665299117e+03
3.969183181095727946e+02,3.387332528795422604e+03,8.304145753953163876e+03,8.456085543611414323e+03
4.032119958100895474e+02,1.905704036659497433e+03,9.219740787618389732e+03,9.296153029078359395e+03
4.014054065678578809e+02,2.362984424089936056e+03,8.949855274165211085e+03,9.123274834716630721e+03
3.293281757863155121e+02,6.018557366755614567e+03,2.776587242294833231e+03,2.800907480807666616e+03
4.271913137694758120e+02,4.505628003288591572e+03,1.197229309396537428e+04,1.205941769137339543e+04
4.193124000499232125e+02,4.452985211574339701e+03,1.087810335633652721e+04,1.100116371463407813e+04
3.545634453025980406e+02,7.689132240645504680e+03,4.041472177719037063e+03,4.079599119110574520e+03
3.516237927622855182e+02,5.206150369586689521e+03,4.134383549424581361e+03,4.134257204328810076e+03
3.152550970412560218e+02,3.074566059161820249e+03,2.323493189920508939e+03,2.334656042177865857e+03
3.407060894580130821e+02,4.597272875766029756e+03,3.510869406748838628e+03,3.217098657903451567e+03
3.319365033162520149e+02,7.982412984493012118e+03,2.725421554736197777e+03,2.752277476219269829e+03
3.680397694827776149e+02,6.285943710095816641e+03,5.190843944888332771e+03,5.042871004220083705e+03
3.892112408721097836e+02,3.923622079735121133e+03,7.412748024687739417e+03,7.348128082600873313e+03
4.392166083308806037e+02,1.174776168555524237e+03,1.444298721785657290e+04,1.450024113008014501e+04
3.610434092595549487e+02,4.474812709711123716e+03,4.874001318734633060e+03,4.906532176146561142e+03
3.427206338124066178e+02,1.964490263828644402e+03,3.829038626442219993e+03,3.669597307742723842e+03
4.277235926657925233e+02,3.031223209433071133e+03,1.232993071669431993e+04,1.237256035555280323e+04
3.192925487900893700e+02,1.612408480155283542e+03,2.574501127441555127e+03,2.635087190304754131e+03
3.349429535469482744e+02,1.893545209831465854e+03,3.369160828008578392e+03,3.385429896940740491e+03
4.020945858378934190e+02,1.973299428782816449e+03,9.078809935105744444e+03,9.134152502061220730e+03
4.003420859959597919e+02,2.939882039987108328e+03,8.751328352431195526e+03,8.797083395200033920e+03
3.798408914655810236e+02,3.094510411890879823e+03,6.601197420980723109e+03,6.464873991031277001e+03
3.476750426912124681e+02,7.719219898896125414e+03,3.607022319333859286e+03,3.590230960833971949e+03
3.232071314778526698e+02,5.398069149713242950e+03,2.533435084048779117e+03,2.509531006489874017e+03
3.102271464650995654e+02,6.511283519339211125e+03,1.913562737744549622e+03,1.815927502918376604e+03
3.994749728443221670e+02,6.836037425148425427e+03,8.013785942056834756e+03,8.009553177990928816e+03
3.938950389849674139e+02,4.193863585141803924e+03,7.861907769161170108e+03,7.796132214455290523e+03
3.842813725699487577e+02,6.157829127060029350e+03,6.602642331745403681e+03,6.595464500307398339e+03
3.876334116156627942e+02,5.797734476293026091e+03,6.979568899650771527e+03,6.909746211656884952e+03
4.355567124778864354e+02,5.215276668331507608e+03,1.307348181971631493e+04,1.315675780798552478e+04
4.462112781613694779e+02,1.708407458120738966e+03,1.555786165317515406e+04,1.573471867355688119e+04
3.581074202491415122e+02,2.895684272568751112e+03,4.808238392049753202e+03,4.761687025323682064e+03
3.355188034080494504e+02,5.115714197811443228e+03,3.173678479633244933e+03,3.176178946587628616e+03
3.282349889745097471e+02,1.071213087394704644e+03,3.042420972140976119e+03,3.045912239269546262e+03
3.286647604926900499e+02,1.424691931732135799e+03,3.048971789235923097e+03,3.083820955664945359e+03
4.447476059936280990e+02,3.737495081373149333e+03,1.490612271762608361e+04,1.489145647003754675e+04
3.706337735812640517e+02,7.398012178174777546e+03,5.237129039230931994e+03,5.057689466179534065e+03
3.293886392882660630e+02,7.393197077843957231e+03,2.658436750433980251e+03,2.685734857114763145e+03
3.324247275991536981e+02,5.986117867982066855e+03,2.935332938119986011e+03,2.923916472994402739e+03
3.989744500151713851e+02,6.453458789740124303e+03,8.031864589019317464e+03,7.944666346540906488e+03
3.718113934445452173e+02,3.008458584954605612e+03,5.891078099299705173e+03,5.873781301881771469e+03
4.096915797756780080e+02,6.263747645330122396e+03,9.292917769828221935e+03,9.250921504930740412e+03
4.468283787792790349e+02,7.231980130715133782e+03,1.435377112447809668e+04,1.437127933749772274e+04
3.511208247877754047e+02,3.357291874567147715e+03,4.274108126848515894e+03,4.247058782142555174e+03
4.378273623941656751e+02,3.592709057637370734e+03,1.378739665770766987e+04,1.376334492313113697e+04
3.370285445867158387e+02,6.084320591532452454e+03,3.170052656100702279e+03,3.176964693801147860e+03
3.359683739404655967e+02,4.173975410362243565e+03,3.274497482797033626e+03,3.292477501318935992e+03
4.465140697281687494e+02,4.692173517875536163e+03,1.498809906951705671e+04,1.498764829094583365e+04
4.085066872911261271e+02,3.352291762958182517e+03,9.666865030826791553e+03,9.759038279863507341e+03
4.113691776183337652e+02,5.588013312771492565e+03,9.631918781828529973e+03,9.649637917562917210e+03
4.371457790882814720e+02,2.536900452507308728e+03,1.387889122575966030e+04,1.381547101862576528e+04
3.716240689412198321e+02,4.253589010208294894e+03,5.738808477000591665e+03,5.875555484643022282e+03
3.715129710682628001e+02,4.426990757029436281e+03,5.708995552097640029e+03,5.716826062051932240e+03
3.315254157778878152e+02,7.942709869423609234e+03,2.709314045562427509e+03,2.833034055842718772e+03
3.785256203531633332e+02,5.453040857412790501e+03,6.182303429107920238e+03,6.095273732287135317e+03
3.888615791245612172e+02,3.169946675332953419e+03,7.474746386664982310e+03,7.518132698461890868e+03
3.915654244651993281e+02,5.668389451147621003e+03,7.391656572620970110e+03,7.527898048894767271e+03
3.515440599239937569e+02,6.746571111520270279e+03,3.960561867768525644e+03,4.060748624765887143e+03
3.232755891084234463e+02,2.363604121093137110e+03,2.728676758550220711e+03,2.734307767014748151e+03
3.484192680603105146e+02,2.585333103827185369e+03,4.153916817012006504e+03,4.105222356179920098e+03
3.118855302820276734e+02,3.456697844037691539e+03,2.161899114087350881e+03,2.111725123616158271e+03
3.072533037766810367e+02,3.664091706756923031e+03,1.967972977009410897e+03,1.951357371357190914e+03
3.187594069800738907e+02,7.190965187087350387e+03,2.201026283965096354e+03,2.121380691627268789e+03
