T,Ea,n,n_noisy
3.792849884765539628e+02,4.245613832516201280e-02,1.731752003418771391e-01,1.697977069289560714e-01
2.120761668659349937e+02,6.118143380878744708e-02,5.280627142009421821e-02,5.534888905467969661e-02
1.762402220982263827e+02,7.930905978248845023e-02,3.653769514588964262e-02,4.151690184512897563e-02
1.923190588580816041e+02,7.856910405455630464e-02,4.168444499150360943e-02,4.964527239250467877e-02
1.092355736280062217e+02,1.874903718737552100e-02,2.662627045910187507e-02,2.790695564293564288e-02
1.166957889946567093e+02,1.246088429662287403e-02,4.070125601126772796e-02,3.416073650568180603e-02
2.849727178941614056e+02,2.113978224535657119e-02,1.357053734704213865e-01,1.360088163133719164e-01
1.861591940834944410e+02,2.509783898264816848e-02,7.083213949187330827e-02,7.405107076647635123e-02
2.711919763720403580e+02,7.567674421603687307e-02,7.909950296948972670e-02,8.167118283480467866e-02
4.653029786101760692e+02,3.559486977065068336e-02,2.064660915825611565e-01,2.159621639781959257e-01
4.216953330690494113e+02,5.097688530054655248e-02,1.899673693459180412e-01,1.890137770972507014e-01
4.306909401996705355e+02,7.747004197552337379e-02,1.811011075638954970e-01,1.761102421241587945e-01
4.716094465808403697e+02,5.037147427607292088e-02,2.106062024727735627e-01,2.075031539126312441e-01
3.667907823903881877e+02,3.343557763040214126e-02,1.702961027812456840e-01,1.735824068531966746e-01
2.750818162325665526e+02,6.717287523413126293e-02,8.667319140902154939e-02,8.275558937629345913e-02
1.293343299291084065e+02,3.837549156617710289e-02,2.305204556289143503e-02,1.794694276171634323e-02
3.886825500751568825e+02,2.069224992962888365e-02,1.772316788879693406e-01,1.731435088839659298e-01
1.444716177226144112e+02,6.132985468515828043e-02,2.619572846443403089e-02,3.221240594306529897e-02
2.213546591510830126e+02,6.156205333385160461e-02,5.760145760466435505e-02,5.882188787469038588e-02
2.122434476443147275e+02,3.943539420100067305e-02,7.027278837858622063e-02,6.865729430576507364e-02
4.751414338491296121e+02,4.672984981348998063e-02,2.117241644277042256e-01,2.159677231368264949e-01
4.466478036881588878e+02,5.999609559694247390e-02,1.984818681071920943e-01,2.019251498211898366e-01
2.018372809333862392e+02,6.653844987875762174e-02,4.626518018440260727e-02,4.149941902909244640e-02
2.499020120512747667e+02,3.311873823388594706e-02,1.051470326366730768e-01,1.093031577531480836e-01
2.909393988229457477e+02,7.583715927684335500e-02,9.106485877503124604e-02,9.231992864482024830e-02
1.190871321001853147e+02,7.326762067573545922e-02,2.126794529601281139e-02,1.113447556716146841e-02
1.076922055167817973e+02,6.122873173640247524e-02,1.761207058016348373e-02,1.180568952674385108e-02
3.276395577068885814e+02,2.836071433485617271e-02,1.538577546433506915e-01,1.552024037289779779e-01
3.000948584311336163e+02,1.537468527354165365e-02,1.429454540446040145e-01,1.454042818769575585e-01
3.517854635155298411e+02,3.675871244610253580e-02,1.622253042227116693e-01,1.608657858494209059e-01
4.513662648936852975e+02,5.897179894960823121e-02,2.009857831930653704e-01,1.961145978083225216e-01
1.553322177685499241e+02,1.601122192373048356e-02,6.227556931331201112e-02,6.356402816071562989e-02
4.583923043781696265e+02,6.442426728738732955e-02,2.024703202629226928e-01,1.934943819435575862e-01
1.838428931867064193e+02,4.803370757529745738e-02,4.435034069794450279e-02,4.716632393982070348e-02
4.690715936775840191e+02,5.982712528335775576e-02,2.085454878850682703e-01,2.078683398554228845e-01
1.634404037052141803e+02,4.997376411672316970e-02,3.361911320167848549e-02,3.355513923449974373e-02
2.597932569908842879e+02,3.263522236671852206e-02,1.123690528559407598e-01,1.092235412827738256e-01
3.945764978573765802e+02,6.827588038142483329e-02,1.655263454007829815e-01,1.696997198670577855e-01
1.800815837255885583e+02,2.280597094743885833e-02,6.981437858287513343e-02,5.838031280674003259e-02
1.468689060639555066e+02,2.142287592517327574e-02,4.800887235553599058e-02,4.380279521151286826e-02
2.074934302652389704e+02,7.149163929364041326e-02,4.785319651331084584e-02,5.079567714486066254e-02
2.345732901802354036e+02,6.301184115033070521e-02,6.431730216152554969e-02,6.092793769048366476e-02
4.543694319827000072e+02,7.264175164799151208e-02,1.970492389258950983e-01,2.043621600328059951e-01
2.002962634368124100e+02,5.997071385525135079e-02,4.733283006786293684e-02,4.952667521853593158e-02
3.727490553699356610e+02,1.279483785034176389e-02,1.680271937845946029e-01,1.643530892043948699e-01
4.339445077545522622e+02,5.302600591593550211e-02,1.948897444378374366e-01,2.004744121827556902e-01
1.053402383146352577e+02,1.785388710773069820e-02,2.536105510891003070e-02,2.502572450322452721e-02
2.095051336885500177e+02,3.283528763715402171e-02,7.681493173176454081e-02,7.981936676198309044e-02
4.610906625838007926e+02,2.029324462503432486e-02,1.981803777882249762e-01,1.952731396297064104e-01
3.326835110134313709e+02,5.650268750466913570e-02,1.357795859707069674e-01,1.329586250493985378e-01
1.677250771150497712e+02,6.475903373436478483e-02,3.331866429188112821e-02,3.697969837072404009e-02
2.972682140037214822e+02,2.797323281585236548e-02,1.388213345086595496e-01,1.394795119437044484e-01
2.600839094374641718e+02,2.646024143985190036e-02,1.188737181955403649e-01,1.153055064085789089e-01
4.341687973007191204e+02,3.588542465860136699e-02,1.964347251941380434e-01,1.922654320827226204e-01
4.170439329527492873e+02,5.616344469259358652e-02,1.856670658277881081e-01,1.890563315847736403e-01
2.296711762147923537e+02,6.157801296649462880e-02,6.228164870937797498e-02,7.116446203371715185e-02
4.932258785930858949e+02,2.602195386431721547e-02,2.098602551025368079e-01,2.059135459843169924e-01
1.191153947127535417e+02,1.844760664658368424e-02,3.327784615597686318e-02,3.683581903532632401e-02
4.638607014680550265e+02,3.073844307972269096e-02,2.043552267047002158e-01,1.902013892708788179e-01
1.389068131297468085e+02,3.201163905366467138e-02,3.073401777321246517e-02,2.409637757704201355e-02
3.217099674417954702e+02,7.803312808843208825e-02,1.095788453575236715e-01,1.131341274427044019e-01
2.675608525653759671e+02,5.479474216343001997e-02,9.232575439765977610e-02,1.003926444063593243e-01
4.293683717273877392e+02,3.093953225791606226e-02,1.938484971258706002e-01,1.943822572872773435e-01
2.922024644768450798e+02,6.973036036072818855e-02,9.602724523958795777e-02,9.894979123466970949e-02
2.125647699653956124e+02,6.105693434220688109e-02,5.311397219880572423e-02,5.462655241485382673e-02
3.851259810144599669e+02,5.775555356070848773e-02,1.674909416610316781e-01,1.727064865349689504e-01
2.528067597677639355e+02,5.651185201173133943e-02,8.054049289277370738e-02,7.542573955577810962e-02
2.700708509465450788e+02,5.451642453365927038e-02,9.436659260034793717e-02,9.774698285656691077e-02
4.264999432323097039e+02,1.608529692043195181e-02,1.861239915932141054e-01,1.842218661080692044e-01
2.424820629610844662e+02,4.266596093959034580e-02,8.798924242095995663e-02,8.655824158992252160e-02
3.120195290960912189e+02,3.499131307691671217e-02,1.422364831358663984e-01,1.424574342622973722e-01
4.234972253028988689e+02,1.575880463592602490e-02,1.850677740454725329e-01,1.842988429680468554e-01
4.306839891868015116e+02,5.834605905996769620e-02,1.914679280085128110e-01,1.879214934793917713e-01
3.734552591098207586e+02,7.914304314810981233e-02,1.435044298548387720e-01,1.424902112584434111e-01
3.839309282295053549e+02,6.276442922331358643e-02,1.631295051553761644e-01,1.587059420257128095e-01
1.380744723978150432e+02,5.560049507267213198e-02,2.418578657977518698e-02,3.174969590678699410e-02
3.180921529954303537e+02,6.804897853528210638e-02,1.149712277141952399e-01,1.186777199964630103e-01
3.391878502592570044e+02,1.854992434362214698e-02,1.590840549109965585e-01,1.572941682541395270e-01
1.564417660024198540e+02,4.019431808934122163e-02,3.447747252431968001e-02,4.258491716293032192e-02
4.553354709991811546e+02,1.547748576678752153e-02,1.934052130178138817e-01,2.000103425098243015e-01
3.702713289362321234e+02,2.445533908155613639e-02,1.719083494050557270e-01,1.745733524074481735e-01
1.412588775224768938e+02,2.662473299336249460e-02,3.726220470896243059e-02,3.487899919125021092e-02
1.486920669539413211e+02,1.236483938347394777e-02,6.279161873828119356e-02,6.432340309505744924e-02
1.414263388543922702e+02,3.072403086704537239e-02,3.319801894213260385e-02,3.628301076071668851e-02
1.579279167677024418e+02,1.097450577224674644e-02,7.043403289161134784e-02,7.755804307962536892e-02
3.358976615146079894e+02,2.913796935332346738e-02,1.574743773779554712e-01,1.568449621903861280e-01
1.390184805825980163e+02,6.101174385995540572e-02,2.471396486514291363e-02,2.217734542279367616e-02
2.635119291339995016e+02,7.502122858784389392e-02,7.494589699788994919e-02,8.653179438377818500e-02
2.154645217760910043e+02,7.488210577761549025e-02,5.077852464429281204e-02,5.789481078232711769e-02
3.614233192690045371e+02,4.762114789754030852e-02,1.610291250384228989e-01,1.628363253678126732e-01
3.849336626780902293e+02,6.937362384108197721e-02,1.586577688323561885e-01,1.543752093700120898e-01
3.553440439939189446e+02,4.147438132215270495e-02,1.616127023335705570e-01,1.642827622350952754e-01
3.381635348268318353e+02,4.906877048129788116e-02,1.461890035847197011e-01,1.519760797007363440e-01
3.224800244524127493e+02,7.580659156145196087e-02,1.116953490737905980e-01,1.156882679976891509e-01
4.070384915019995447e+02,2.400701657770226705e-02,1.844696355978464319e-01,1.888045699193305338e-01
3.005107048668151037e+02,1.815720545138706232e-02,1.433529454404651182e-01,1.438301797431766060e-01
1.856382545978401026e+02,4.466830898799473842e-02,4.759597438246420537e-02,5.347989953370867883e-02
1.437643028481357987e+02,6.797426865692139664e-02,2.651325148600588294e-02,2.379340236497130140e-02
3.400192880121032886e+02,4.287322330248796720e-02,1.523112423618337152e-01,1.503978451756935730e-01
4.220079276466040028e+02,1.475394853789782287e-02,1.839684944150883072e-01,1.817560225476766711e-01
3.870614312650282045e+02,2.195494455691952840e-02,1.771696409273436634e-01,1.742379379147358520e-01
3.831191279571433483e+02,4.600275319905564736e-02,1.734709727273865965e-01,1.833637376494256233e-01
4.108741787696512233e+02,2.194746597485194850e-02,1.848377030642230634e-01,1.767162760777071517e-01
1.322613597721403096e+02,1.309455123807336599e-02,5.051321747800472522e-02,5.193300971230375290e-02
4.402981666851217142e+02,3.595006512460852122e-02,1.985346063522688553e-01,1.939095154414847422e-01
1.125078450378404114e+02,2.426281718891276987e-02,2.288840085608367589e-02,1.698215148596892918e-02
3.238248979016864268e+02,7.845134132878969768e-02,1.106896667886350660e-01,1.114272134278900678e-01
2.661908296794938451e+02,3.872691412416893325e-02,1.096182129974199726e-01,1.021066628163673218e-01
1.527066847727558070e+02,3.834068159170621326e-02,3.366912347440933345e-02,3.345166397900131705e-02
3.292492969070905247e+02,2.965042205267245240e-02,1.541829185787960688e-01,1.657628468738367167e-01
1.459953465942597859e+02,1.641586386560940636e-02,5.507841460541704204e-02,5.475146637571231406e-02
1.202304961666460912e+02,6.244032836587613128e-02,2.037538468575136180e-02,2.286111108310183090e-02
3.843453129172463036e+02,4.586905401290834738e-02,1.741464820430193294e-01,1.701581807057699902e-01
4.566138050105283241e+02,7.963553068787476708e-02,1.947685118092176704e-01,1.973700469930216028e-01
2.762185496119101344e+02,7.621886167828274827e-02,8.180907719186977789e-02,7.463439779838322574e-02
4.225848453815861490e+02,2.817086386953846638e-02,1.908717235632581277e-01,1.920200950039022691e-01
4.815705176383804655e+02,7.874450766617058228e-02,2.084516481508842667e-01,2.080157452073904401e-01
3.922292507017411936e+02,6.367179149510557301e-02,1.674653581401280844e-01,1.783981887875583094e-01
2.686721536199796105e+02,7.683586119008455062e-02,7.708984658043187277e-02,7.682500509448188242e-02
4.773613771626274342e+02,2.343192642964915529e-02,2.043205045103730910e-01,2.026739710125489424e-01
1.989054782838120445e+02,7.684940776140314345e-02,4.402800567462591963e-02,4.139245979519657476e-02
1.954235228203772863e+02,1.875895852362675226e-02,8.599456715543145335e-02,8.017838869002014146e-02
3.679545292589689325e+02,2.502588260092899336e-02,1.711273707470594707e-01,1.750650769840800813e-01
4.300945567632163602e+02,1.367628754758827905e-02,1.854252288836957530e-01,1.927333893275704757e-01
2.043818378735993520e+02,7.316444992356022081e-02,4.635959089320152576e-02,4.462333301027256866e-02
2.254712852819611726e+02,4.701478005755912321e-02,7.106344060219620118e-02,7.469363815946146457e-02
1.111141551578757714e+02,2.350487385164148901e-02,2.279560132551549864e-02,2.113551478171657796e-02
1.379493499611915013e+02,6.034442075768431391e-02,2.438876334290050046e-02,2.648150010940175658e-02
2.318917811837541478e+02,2.916506413989384400e-02,9.767904126239146390e-02,1.000507958102276329e-01
1.379029100932386598e+02,2.537560879843935371e-02,3.657685658301259440e-02,2.955173767210289570e-02
1.089113933334034243e+02,1.200904022797732312e-02,3.608220537480050227e-02,3.233001504635607537e-02
4.082281420509493159e+02,5.253857526917800336e-02,1.829318693943250695e-01,1.876639458637927860e-01
4.533435771573572879e+02,5.984198548305588727e-02,2.016217155533077676e-01,1.922250210403115001e-01
1.546131335577254333e+02,3.293078050954449665e-02,3.896302856758794564e-02,3.907199498705261204e-02
2.371898654237174924e+02,1.051720457263142540e-02,1.144734590439746708e-01,1.128339738983876323e-01
1.063512758487089798e+02,3.345576485323600857e-02,1.611394434620859115e-02,1.156391504238466275e-02
2.682289365023991081e+02,4.828411413666456459e-02,9.980830316621203124e-02,1.001213907331589964e-01
1.477790480246960954e+02,6.281146397201262110e-02,2.719283895193578757e-02,2.878739841128377663e-02
3.272346087034124480e+02,6.560443692646242275e-02,1.234546604865410097e-01,1.261980931190050947e-01
3.709542185455769072e+02,5.960321556092425949e-02,1.576371760843779946e-01,1.446004846004406985e-01
3.864634640893224287e+02,2.154196210552852125e-02,1.768222173785697071e-01,1.852407455503539968e-01
1.417227105144025359e+02,4.231926776162427128e-02,2.680159687543403474e-02,2.448031229971042722e-02
4.196788792208135987e+02,4.396530190006774086e-02,1.908392617101415945e-01,1.960846408903777760e-01
4.353329302250552360e+02,6.136028217439777610e-02,1.924749301729449247e-01,1.919206934903750494e-01
2.084770663854833117e+02,5.298215952347914981e-02,5.517869454950569130e-02,5.233117866151075492e-02
4.894190211880587071e+02,4.393003394371903375e-02,2.159781404883528155e-01,2.157046955558151458e-01
2.350059700226092900e+02,4.873080241887217667e-02,7.585656780023659895e-02,9.171180076196625008e-02
2.030210966689805900e+02,1.203325397861180861e-02,9.654426662990388264e-02,1.043951850305489537e-01
1.633307573360954734e+02,3.971058290527684775e-02,3.845295720928165739e-02,3.676465010229258007e-02
4.848947090189019491e+02,6.516073937641565783e-02,2.141862718544201849e-01,2.153591409723999983e-01
4.938027574759937579e+02,5.961465164029040170e-02,2.185536824962509284e-01,2.241916695446796171e-01
4.133447042941226073e+02,2.364472817807678970e-02,1.863315848281793530e-01,1.892663854859885642e-01
2.200636457166913544e+02,2.274017992487038092e-02,9.753192558079633312e-02,9.798763831991250117e-02
1.745267583173465482e+02,6.408238546049326023e-02,3.568870151677339814e-02,3.478404315637230459e-02
4.264382511230356840e+02,4.279163869678202087e-02,1.937365224141089637e-01,1.883956861120072712e-01
4.278346599552987186e+02,2.966077485072000919e-02,1.930045278698452604e-01,1.967844898274480891e-01
3.766827489894580481e+02,3.963286241964213835e-02,1.730172166329266847e-01,1.785500245527585350e-01
1.056514554316075163e+02,6.053586221370275272e-02,1.712883644863941526e-02,2.829763401433847692e-02
1.359081099706743032e+02,5.897093231820833142e-02,2.376571880443897541e-02,2.106493812707412386e-02
3.285218356502868460e+02,5.623006590506900160e-02,1.332571634671801952e-01,1.365323295567859030e-01
1.157981364766502708e+02,7.042702141717084585e-02,2.026265133455088310e-02,2.012522606217621857e-02
4.271700079166030264e+02,5.791130727343168222e-02,1.899257044625718704e-01,1.962255372089644900e-01
4.911056157259376960e+02,7.214052435167470079e-02,2.152468477591598095e-01,2.147763427811603953e-01
4.910314780882662831e+02,5.799334385659279251e-02,2.175979207405027149e-01,2.143831447033266446e-01
4.318584588518060059e+02,1.243899056504702352e-02,1.849715549492256250e-01,1.765489535804902199e-01
1.154510288469614068e+02,4.356930656093813137e-02,1.790506789721360570e-02,2.149756656529046989e-02
1.453766500125198036e+02,6.453225436658295566e-02,2.664689192948948085e-02,2.746957074093878473e-02
4.915598117659270656e+02,6.780871292340491518e-02,2.164930083002386263e-01,2.221289752622071789e-01
3.168574998339059903e+02,2.419281080744923457e-02,1.499656501443557000e-01,1.472340001984873969e-01
1.448733839567723578e+02,1.287312507256316643e-02,5.952913425118183666e-02,7.251022984271864036e-02
1.019194785078032908e+02,6.021943759464194745e-02,1.635861968155052568e-02,1.283953478923311950e-02
1.461068022652248146e+02,5.874346112284534183e-02,2.655548095775892709e-02,2.913991396993408783e-02
4.514389636725651371e+02,1.570553127228753454e-02,1.925649329023228218e-01,1.946587875438271220e-01
2.197355543609974688e+02,7.147059493204099834e-02,5.330826774534205836e-02,5.884513115820608903e-02
3.983716468344925943e+02,3.753334883971932989e-02,1.829903226867201915e-01,1.821834632230703854e-01
4.749465346937584513e+02,5.041588641827993156e-02,2.118254230271942595e-01,2.072607103397276496e-01
2.419598970250240200e+02,1.939787559714480775e-02,1.139353359100829521e-01,1.090138251812243914e-01
4.725425765549673542e+02,5.645938638654923736e-02,2.105430962878131751e-01,2.146288079300840146e-01
4.528900250756781247e+02,5.860239369308781893e-02,2.017796302230913386e-01,2.023169295439305182e-01
1.486471126854694091e+02,4.178036154682308878e-02,2.995114190713326144e-02,3.168208660862221332e-02
1.511327712669086907e+02,4.680019280567639800e-02,2.936727896964743192e-02,2.530370374093939001e-02
4.604915497510265823e+02,5.156435422758030851e-02,2.063186712251918187e-01,2.070246584936409895e-01
4.351848666872502349e+02,5.763254543726702150e-02,1.939223493943371956e-01,1.950177945949805314e-01
4.297690067526199300e+02,4.184067708758179571e-02,1.951050817372997070e-01,1.981884093197187890e-01
3.667421815711627460e+02,2.148241032230925954e-02,1.699797734658047843e-01,1.626717034693247188e-01
4.832152038899949957e+02,5.935055692390464599e-02,2.144474785006637296e-01,2.106114915028926282e-01
2.687155133030767047e+02,5.608572608310397750e-02,9.184823660315392935e-02,1.004942521477789341e-01
4.274883568943823775e+02,4.325952989048457986e-02,1.941084287245439244e-01,1.921436721163041206e-01
4.097500344191690260e+02,2.113501366784957536e-02,1.841175208434245314e-01,1.836978910481452121e-01
2.744996873939678608e+02,1.854260326008251233e-02,1.313629585129975630e-01,1.293710366590621053e-01
2.167679000123973481e+02,4.731683578031880416e-02,6.490122201738354746e-02,5.741761873590341819e-02
1.459588330671739982e+02,2.384042686466626010e-02,4.390662843884897415e-02,3.852802768361186792e-02
4.811600538605978272e+02,1.238290392024995329e-02,1.973709822654177992e-01,1.992244997964169040e-01
4.276747476066544209e+02,3.180370346314477514e-02,1.934968450534405304e-01,1.901364287422623034e-01
3.972407929844406453e+02,3.959914901698904921e-02,1.821877525947780130e-01,1.923234276593048242e-01
2.005902654645835241e+02,6.622966598395750581e-02,4.578048800291645293e-02,3.828957411941105726e-02
4.280437585891731942e+02,4.089177990949948577e-02,1.944810499434425077e-01,1.847692852445155520e-01
1.784933557035958529e+02,2.666749243109757528e-02,6.298251781116172288e-02,6.102268082605010607e-02
3.541170087513867202e+02,2.642863165476085768e-02,1.657823592283679537e-01,1.597346076857560915e-01
1.648530894731508170e+02,2.781156074486439839e-02,5.162643958724034282e-02,5.852975459908175276e-02
2.810827502469942374e+02,6.487604327848760233e-02,9.241410761283332109e-02,9.028299113320546743e-02
3.444276127488364523e+02,7.508694699213303014e-02,1.271029888879311454e-01,1.296847637477878679e-01
3.876615119317966105e+02,5.107704327723650017e-02,1.731433137010488787e-01,1.660505605214678271e-01
4.669728145341084087e+02,4.528648282355469956e-02,2.087834145589139434e-01,2.120869187398191358e-01
4.831335573874806073e+02,2.571910133333518006e-02,2.071341665175326363e-01,2.103020817306168744e-01
4.042183054106341160e+02,6.809035351937629821e-02,1.715092909388189479e-01,1.776761685503738530e-01
1.179869420007105987e+02,5.017075821593539736e-02,1.874635953248101131e-02,1.981181860608298775e-02
2.548197865935864854e+02,1.709170150564193885e-02,1.220208726873672073e-01,1.245685642860936415e-01
3.905426086856466554e+02,5.118292121667539912e-02,1.745991511391429551e-01,1.753965420046675883e-01
4.473020744716351373e+02,3.860241608744811870e-02,2.013125843707599949e-01,2.058956812533720149e-01
1.089501652428429850e+02,4.245765543125015751e-02,1.624664703816226449e-02,1.414283720345254312e-02
2.597971142070236965e+02,3.444085321916929426e-02,1.102989079568272857e-01,1.129799507734521452e-01
4.741146122132442997e+02,2.283474378258369686e-02,2.031281400908527546e-01,2.002387696835485342e-01
4.710468968248384840e+02,5.937397096297333116e-02,2.094700362072155764e-01,2.129578267236236222e-01
4.536580294853214355e+02,7.902892146479362223e-02,1.934375786213273773e-01,1.920061494852738082e-01
1.612529617510094511e+02,1.222930740530690785e-02,7.122988204083711972e-02,6.793408535850659069e-02
2.288068968769425169e+02,5.296992625204920146e-02,6.774532362091514881e-02,6.430444835188964259e-02
4.711877278064218899e+02,4.167199189358643946e-02,2.097402704028836218e-01,2.170465692210416797e-01
4.679431199314641958e+02,5.355768576200124059e-02,2.090460844749937597e-01,2.012063431462568497e-01
4.854802743631723843e+02,5.817148428165744983e-02,2.154593244406982078e-01,2.079953268817593959e-01
3.799761925082890457e+02,1.056948115761594843e-02,1.687394827719054802e-01,1.718740027758776656e-01
3.840431156558174735e+02,6.921784328025575028e-02,1.582130425628195669e-01,1.531819898556835702e-01
2.008950788894339894e+02,2.359612060481983825e-02,8.347398342424501572e-02,8.109173038651786014e-02
3.841258685117554705e+02,6.726820026694105281e-02,1.597875492715629953e-01,1.572684661915838000e-01
2.052755766428815605e+02,7.252502977425791253e-02,4.679226309550583995e-02,5.813886559879681559e-02
4.368130372647240733e+02,7.197741843294867825e-02,1.878863187370366228e-01,1.844698039866725647e-01
3.419610902712823872e+02,5.801276601192280336e-02,1.405079520778534929e-01,1.368462090300324729e-01
2.134022721236591167e+02,5.898234393069042708e-02,5.451908567529999833e-02,5.252247030019731311e-02
1.594206580466443484e+02,7.969408095173473316e-02,3.177029001224775800e-02,3.287988812848476744e-02
1.497477354754751389e+02,1.201014003796946512e-02,6.394621846538524335e-02,6.640303425791035941e-02
1.612372222494905145e+02,6.905668704813600067e-02,3.139548286298324276e-02,2.399537662175785929e-02
4.664582922119382715e+02,5.330283689743729042e-02,2.084890391021732570e-01,2.106816872056400392e-01
2.475030743974053280e+02,7.652044833358920273e-02,6.562085201566553172e-02,7.535183132793137062e-02
3.267838187341047842e+02,7.409069249843014404e-02,1.159098004526835091e-01,1.069397279549971769e-01
1.588074638555110596e+02,1.634049186090934941e-02,6.422669826259617964e-02,6.707503466198398712e-02
4.586845236412623308e+02,5.191346983814439098e-02,2.055680578180831553e-01,2.093850169550196816e-01
4.968008437808531994e+02,4.103178171811463354e-02,2.174606315409880752e-01,2.182046988478039129e-01
3.058996110062677758e+02,2.935321072143340371e-02,1.425931406112913857e-01,1.415853960890095242e-01
4.799954240147582141e+02,2.218350533360164550e-02,2.042175031711939148e-01,1.924132594584216926e-01
4.880454650058371158e+02,1.619733881231996686e-02,2.020088717900317410e-01,2.079803949253391515e-01
3.702620674884755658e+02,1.733605215978806582e-02,1.696992779039832311e-01,1.680492767031890045e-01
1.571730130453923664e+02,4.313363835081144432e-02,3.331084396664461822e-02,3.225190104734769470e-02
3.640499833113222508e+02,2.607464913637348031e-02,1.697318606717136413e-01,1.758411690702688379e-01
1.729719077702121695e+02,2.306981559096606127e-02,6.429100226980961896e-02,5.256077547586233273e-02
4.580844000705784538e+02,6.284900740218427040e-02,2.028555728545623771e-01,2.024865106293936845e-01
4.566566939200146180e+02,1.248916177407771722e-02,1.914591116976558927e-01,1.944113325810416237e-01
1.722185964031240815e+02,7.585023089753059611e-02,3.508122837914588038e-02,3.865345747976801222e-02
2.414892648997678748e+02,2.937978718241845283e-02,1.039428906834358873e-01,1.069613974498951070e-01
3.734100603630058117e+02,1.099926095981551555e-02,1.670296584929487349e-01,1.772011497471840946e-01
1.960339973060301020e+02,2.198664816070033945e-02,8.227165377887628306e-02,8.366544404222328590e-02
4.370771950698875230e+02,4.981317517801985006e-02,1.970453366295047137e-01,2.021151090509825665e-01
3.029807946477149017e+02,6.460027845112699396e-02,1.076064400483424666e-01,1.114473154052895709e-01
3.588633264352104106e+02,4.265352185234615873e-02,1.627834876983462464e-01,1.553602502923246975e-01
2.820086210806304052e+02,6.050524324671158888e-02,9.685383256647009387e-02,9.299765835010229131e-02
4.232750361417840281e+02,7.543347838803481087e-02,1.779797952304264519e-01,1.883826103234414462e-01
4.165744631560814923e+02,4.985596960186746557e-02,1.879848149318146533e-01,1.866148634420779773e-01
4.216951506737946147e+02,5.827037689314575053e-02,1.870252510911364074e-01,1.866843034048436545e-01
2.460661087583489746e+02,4.615474294208145312e-02,8.643898788383090614e-02,7.984662116516179353e-02
2.430721647311877121e+02,1.009674317989547529e-02,1.171981703633399874e-01,1.154768379809173462e-01
1.970584233637387683e+02,6.532001951302435216e-02,4.442483931901897859e-02,3.785320324295521344e-02
4.598083436068641845e+02,4.237221097333560699e-02,2.060438283199859943e-01,2.029939510497952848e-01
1.469984288101009042e+02,1.851084705515268491e-02,5.254641474263119227e-02,5.530990795551397193e-02
2.421291889742987848e+02,6.355932218872320516e-02,6.845397372968560490e-02,6.429405507082745774e-02
1.136386613077817316e+02,1.636763949441044641e-02,3.261537358926015762e-02,2.953751696695899182e-02
3.623330466268664622e+02,5.064719085063140724e-02,1.593979244557945929e-01,1.660837535363836603e-01
4.838818295261744424e+02,5.554351748659883820e-02,2.150233316218991830e-01,2.173713514864042406e-01
3.142953869796408526e+02,4.700428535326184321e-02,1.329376503354855465e-01,1.355141481505923173e-01
1.139426199478477173e+02,1.111092532015577929e-02,4.090991232541595080e-02,4.587875975227545533e-02
2.410697040204505015e+02,7.532591118325411561e-02,6.268521704613889967e-02,5.992568609618656450e-02
3.646869493614710791e+02,2.295238108187497988e-02,1.695729927963693373e-01,1.676170640983478399e-01
1.645870093051930212e+02,5.010533200840291274e-02,3.407346388142414723e-02,2.377680285138749142e-02
3.078848694183149064e+02,6.944781509187458735e-02,1.067989188435215647e-01,1.104624590292692388e-01
2.350623153573427544e+02,3.414331641935681311e-02,9.348020149218402852e-02,9.244067071357983667e-02
1.179985118795417378e+02,4.184562036037223209e-02,1.866459539704620058e-02,1.863925155665152253e-02
4.132959629181643777e+02,5.392048454029767929e-02,1.848213691194139086e-01,1.793674860063971532e-01
2.159900998117756217e+02,5.790436971485796169e-02,5.652211149856652822e-02,5.961760065052691682e-02
1.725174900265775761e+02,3.668711152040995266e-02,4.643446847014807283e-02,4.956344033183792547e-02
3.629712285701785390e+02,6.098072787993576160e-02,1.514983556243388596e-01,1.524025416944966849e-01
2.760257836673602014e+02,3.549436778570249501e-02,1.198791567268445157e-01,1.119302908376022948e-01
2.298019275119382314e+02,3.252338870962771800e-02,9.186074179248289451e-02,8.764495420521208058e-02
1.411283132118031745e+02,5.435907225857394137e-02,2.504996120810250651e-02,2.487436371936000215e-02
4.950778950622832895e+02,2.355896195853093844e-02,2.088154899330377512e-01,2.046268677510241218e-01
3.373548684380493796e+02,6.132682933469030956e-02,1.343445934611742221e-01,1.362719362095831943e-01
2.773187328368995850e+02,1.412638168786802678e-02,1.330616283985297799e-01,1.380888809511925386e-01
3.347474876430071618e+02,1.062408836605354540e-02,1.540992097442153430e-01,1.503197430754071584e-01
2.813259216901504374e+02,2.130948080654067323e-02,1.338429356988024288e-01,1.329343231350150478e-01
4.157071203784745421e+02,5.661312193494027339e-02,1.847783966122952537e-01,1.813501942136303835e-01
4.464505870502475773e+02,4.704373946179717103e-02,2.012315568485104900e-01,2.063859284430798191e-01
2.208501271207632044e+02,3.761213292054116364e-02,7.870994373606576833e-02,8.319270835023921673e-02
4.722513208956239055e+02,1.820216096901461009e-02,1.996313980363964014e-01,2.129394231449367181e-01
2.180927953364087557e+02,7.602500750632511239e-02,5.175381164522425276e-02,5.178939786359186559e-02
