E,P
9.377875575115023553e+07,2.385242189565402737e-01
9.381876375275056064e+07,2.385421486836104277e-01
9.385877175435087085e+07,2.385600510533257557e-01
9.389877975595119596e+07,2.385779261053800060e-01
9.393878775755150616e+07,2.385957738794156069e-01
9.397879575915183127e+07,2.386135944150239163e-01
9.401880376075215638e+07,2.386313877517451942e-01
9.405881176235246658e+07,2.386491539290685748e-01
9.409881976395279169e+07,2.386668929864322608e-01
9.413882776555311680e+07,2.386846049632234679e-01
9.417883576715342700e+07,2.387022898987784525e-01
9.421884376875375211e+07,2.387199478323826507e-01
9.425885177035407722e+07,2.387375788032706503e-01
9.429885977195438743e+07,2.387551828506262741e-01
9.433886777355471253e+07,2.387727600135826078e-01
9.437887577515503764e+07,2.387903103312219999e-01
9.441888377675534785e+07,2.388078338425762281e-01
9.445889177835567296e+07,2.388253305866264442e-01
9.449889977995599806e+07,2.388428006023032291e-01
9.453890778155630827e+07,2.388602439284867041e-01
9.457891578315663338e+07,2.388776606040065031e-01
9.461892378475695848e+07,2.388950506676418561e-01
9.465893178635726869e+07,2.389124141581215888e-01
9.469893978795759380e+07,2.389297511141243169e-01
9.473894778955791891e+07,2.389470615742782522e-01
9.477895579115822911e+07,2.389643455771614522e-01
9.481896379275855422e+07,2.389816031613017644e-01
9.485897179435887933e+07,2.389988343651769653e-01
9.489897979595918953e+07,2.390160392272146217e-01
9.493898779755951464e+07,2.390332177857923679e-01
9.497899579915983975e+07,2.390503700792378228e-01
9.501900380076014996e+07,2.390674961458285896e-01
9.505901180236047506e+07,2.390845960237924783e-01
9.509901980396080017e+07,2.391016697513073108e-01
9.513902780556111038e+07,2.391187173665011989e-01
9.517903580716143548e+07,2.391357389074524886e-01
9.521904380876176059e+07,2.391527344121897325e-01
9.525905181036207080e+07,2.391697039186918561e-01
9.529905981196239591e+07,2.391866474648882135e-01
9.533906781356272101e+07,2.392035650886585041e-01
9.537907581516303122e+07,2.392204568278329113e-01
9.541908381676335633e+07,2.392373227201921582e-01
9.545909181836368144e+07,2.392541628034675072e-01
9.549909981996399164e+07,2.392709771153408160e-01
9.553910782156431675e+07,2.392877656934446762e-01
9.557911582316464186e+07,2.393045285753622742e-01
9.561912382476495206e+07,2.393212657986275860e-01
9.565913182636527717e+07,2.393379774007254601e-01
9.569913982796560228e+07,2.393546634190914235e-01
9.573914782956591249e+07,2.393713238911120422e-01
9.577915583116623759e+07,2.393879588541247272e-01
9.581916383276656270e+07,2.394045683454179285e-01
9.585917183436687291e+07,2.394211524022310522e-01
9.589917983596719801e+07,2.394377110617546822e-01
9.593918783756752312e+07,2.394542443611304139e-01
9.597919583916783333e+07,2.394707523374511038e-01
9.601920384076815844e+07,2.394872350277607587e-01
9.605921184236848354e+07,2.395036924690546465e-01
9.609921984396879375e+07,2.395201246982794074e-01
9.613922784556911886e+07,2.395365317523329984e-01
9.617923584716944396e+07,2.395529136680647486e-01
9.621924384876975417e+07,2.395692704822754981e-01
9.625925185037007928e+07,2.395856022317175149e-01
9.629925985197040439e+07,2.396019089530946611e-01
9.633926785357071459e+07,2.396181906830623654e-01
9.637927585517103970e+07,2.396344474582277062e-01
9.641928385677136481e+07,2.396506793151494397e-01
9.645929185837167501e+07,2.396668862903380548e-01
9.649929985997200012e+07,2.396830684202558015e-01
9.653930786157231033e+07,2.396992257413167737e-01
9.657931586317263544e+07,2.397153582898869650e-01
9.661932386477296054e+07,2.397314661022842130e-01
9.665933186637327075e+07,2.397475492147783382e-01
9.669933986797359586e+07,2.397636076635912550e-01
9.673934786957392097e+07,2.397796414848968327e-01
9.677935587117423117e+07,2.397956507148211180e-01
9.681936387277455628e+07,2.398116353894422792e-01
9.685937187437488139e+07,2.398275955447906616e-01
9.689937987597519159e+07,2.398435312168488986e-01
9.693938787757551670e+07,2.398594424415519399e-01
9.697939587917584181e+07,2.398753292547870231e-01
9.701940388077615201e+07,2.398911916923937571e-01
9.705941188237647712e+07,2.399070297901642612e-01
9.709941988397680223e+07,2.399228435838430817e-01
9.713942788557711244e+07,2.399386331091273028e-01
9.717943588717743754e+07,2.399543984016666021e-01
9.721944388877776265e+07,2.399701394970633062e-01
9.725945189037807286e+07,2.399858564308723352e-01
9.729945989197839797e+07,2.400015492386013694e-01
9.733946789357872307e+07,2.400172179557108765e-01
9.737947589517903328e+07,2.400328626176140845e-01
9.741948389677935839e+07,2.400484832596771478e-01
9.745949189837968349e+07,2.400640799172190920e-01
9.749949989997999370e+07,2.400796526255118413e-01
9.753950790158031881e+07,2.400952014197804407e-01
9.757951590318064392e+07,2.401107263352028898e-01
9.761952390478095412e+07,2.401262274069102809e-01
9.765953190638127923e+07,2.401417046699869384e-01
9.769953990798160434e+07,2.401571581594702520e-01
9.773954790958191454e+07,2.401725879103509542e-01
9.777955591118223965e+07,2.401879939575730094e-01
9.781956391278256476e+07,2.402033763360337248e-01
9.785957191438287497e+07,2.402187350805837507e-01
9.789957991598320007e+07,2.402340702260272187e-01
9.793958791758352518e+07,2.402493818071217146e-01
9.797959591918383539e+07,2.402646698585783336e-01
9.801960392078416049e+07,2.402799344150617356e-01
9.805961192238448560e+07,2.402951755111902010e-01
9.809961992398479581e+07,2.403103931815356864e-01
9.813962792558512092e+07,2.403255874606238240e-01
9.817963592718544602e+07,2.403407583829340333e-01
9.821964392878575623e+07,2.403559059828994926e-01
9.825965193038608134e+07,2.403710302949072786e-01
9.829965993198640645e+07,2.403861313532983657e-01
9.833966793358671665e+07,2.404012091923676264e-01
9.837967593518704176e+07,2.404162638463639423e-01
9.841968393678736687e+07,2.404312953494902871e-01
9.845969193838767707e+07,2.404463037359036437e-01
9.849969993998800218e+07,2.404612890397151426e-01
9.853970794158832729e+07,2.404762512949901454e-01
9.857971594318863750e+07,2.404911905357482171e-01
9.861972394478896260e+07,2.405061067959631538e-01
9.865973194638928771e+07,2.405210001095631211e-01
9.869973994798959792e+07,2.405358705104306549e-01
9.873974794958992302e+07,2.405507180324026884e-01
9.877975595119024813e+07,2.405655427092706078e-01
9.881976395279055834e+07,2.405803445747803360e-01
9.885977195439088345e+07,2.405951236626323320e-01
9.889977995599120855e+07,2.406098800064817023e-01
9.893978795759151876e+07,2.406246136399381452e-01
9.897979595919184387e+07,2.406393245965661176e-01
9.901980396079216897e+07,2.406540129098847791e-01
9.905981196239247918e+07,2.406686786133680755e-01
9.909981996399280429e+07,2.406833217404448222e-01
9.913982796559311450e+07,2.406979423244987593e-01
9.917983596719343960e+07,2.407125403988684686e-01
9.921984396879376471e+07,2.407271159968476237e-01
9.925985197039407492e+07,2.407416691516847951e-01
9.929985997199440002e+07,2.407561998965837557e-01
9.933986797359472513e+07,2.407707082647033425e-01
9.937987597519503534e+07,2.407851942891575669e-01
9.941988397679536045e+07,2.407996580030156708e-01
9.945989197839568555e+07,2.408140994393021539e-01
9.949989997999599576e+07,2.408285186309968295e-01
9.953990798159632087e+07,2.408429156110348524e-01
9.957991598319664598e+07,2.408572904123068292e-01
9.961992398479695618e+07,2.408716430676587916e-01
9.965993198639728129e+07,2.408859736098922788e-01
9.969993998799760640e+07,2.409002820717643656e-01
9.973994798959791660e+07,2.409145684859877179e-01
9.977995599119824171e+07,2.409288328852306760e-01
9.981996399279856682e+07,2.409430753021172544e-01
9.985997199439887702e+07,2.409572957692271700e-01
9.989997999599920213e+07,2.409714943190960079e-01
9.993998799759952724e+07,2.409856709842150835e-01
9.997999599919983745e+07,2.409998257970316637e-01
1.000200040008001626e+08,2.410139587899489122e-01
1.000600120024004877e+08,2.410280699953259442e-01
1.001000200040007979e+08,2.410421594454779659e-01
1.001400280056011230e+08,2.410562271726761352e-01
1.001800360072014481e+08,2.410702732091478395e-01
1.002200440088017583e+08,2.410842975870765570e-01
1.002600520104020834e+08,2.410983003386019952e-01
1.003000600120024085e+08,2.411122814958200911e-01
1.003400680136027187e+08,2.411262410907831222e-01
1.003800760152030438e+08,2.411401791554997065e-01
1.004200840168033689e+08,2.411540957219348302e-01
1.004600920184036791e+08,2.411679908220099311e-01
1.005001000200040042e+08,2.411818644876029816e-01
1.005401080216043293e+08,2.411957167505484056e-01
1.005801160232046396e+08,2.412095476426372453e-01
1.006201240248049647e+08,2.412233571956172440e-01
1.006601320264052898e+08,2.412371454411927352e-01
1.007001400280056000e+08,2.412509124110247816e-01
1.007401480296059251e+08,2.412646581367312304e-01
1.007801560312062502e+08,2.412783826498867967e-01
1.008201640328065604e+08,2.412920859820229802e-01
1.008601720344068855e+08,2.413057681646282593e-01
1.009001800360072106e+08,2.413194292291480081e-01
1.009401880376075208e+08,2.413330692069846628e-01
1.009801960392078459e+08,2.413466881294976663e-01
1.010202040408081710e+08,2.413602860280036067e-01
1.010602120424084812e+08,2.413738629337761621e-01
1.011002200440088063e+08,2.413874188780462393e-01
1.011402280456091315e+08,2.414009538920019737e-01
1.011802360472094417e+08,2.414144680067888127e-01
1.012202440488097668e+08,2.414279612535094599e-01
1.012602520504100919e+08,2.414414336632241254e-01
1.013002600520104021e+08,2.414548852669503309e-01
1.013402680536107272e+08,2.414683160956631325e-01
1.013802760552110523e+08,2.414817261802950366e-01
1.014202840568113625e+08,2.414951155517362225e-01
1.014602920584116876e+08,2.415084842408344035e-01
1.015003000600120127e+08,2.415218322783949656e-01
1.015403080616123229e+08,2.415351596951809954e-01
1.015803160632126480e+08,2.415484665219134186e-01
1.016203240648129731e+08,2.415617527892708061e-01
1.016603320664132833e+08,2.415750185278897066e-01
1.017003400680136085e+08,2.415882637683645084e-01
1.017403480696139336e+08,2.416014885412475499e-01
1.017803560712142438e+08,2.416146928770490920e-01
1.018203640728145689e+08,2.416278768062375681e-01
1.018603720744148791e+08,2.416410403592393619e-01
1.019003800760152042e+08,2.416541835664390847e-01
1.019403880776155293e+08,2.416673064581793817e-01
1.019803960792158395e+08,2.416804090647612646e-01
1.020204040808161646e+08,2.416934914164439174e-01
1.020604120824164897e+08,2.417065535434448909e-01
1.021004200840167999e+08,2.417195954759400744e-01
1.021404280856171250e+08,2.417326172440637244e-01
1.021804360872174501e+08,2.417456188779086024e-01
1.022204440888177603e+08,2.417586004075259198e-01
1.022604520904180855e+08,2.417715618629255325e-01
1.023004600920184106e+08,2.417845032740757183e-01
1.023404680936187208e+08,2.417974246709035380e-01
1.023804760952190459e+08,2.418103260832947243e-01
1.024204840968193710e+08,2.418232075410935988e-01
1.024604920984196812e+08,2.418360690741034602e-01
1.025005001000200063e+08,2.418489107120862791e-01
1.025405081016203314e+08,2.418617324847629479e-01
1.025805161032206416e+08,2.418745344218132531e-01
1.026205241048209667e+08,2.418873165528760139e-01
1.026605321064212918e+08,2.419000789075489710e-01
1.027005401080216020e+08,2.419128215153889538e-01
1.027405481096219271e+08,2.419255444059118798e-01
1.027805561112222522e+08,2.419382476085928102e-01
1.028205641128225625e+08,2.419509311528660611e-01
1.028605721144228876e+08,2.419635950681250924e-01
1.029005801160232127e+08,2.419762393837227021e-01
1.029405881176235229e+08,2.419888641289709985e-01
1.029805961192238480e+08,2.420014693331414835e-01
1.030206041208241731e+08,2.420140550254650524e-01
1.030606121224244833e+08,2.420266212351321333e-01
1.031006201240248084e+08,2.420391679912926031e-01
1.031406281256251335e+08,2.420516953230559543e-01
1.031806361272254437e+08,2.420642032594911841e-01
1.032206441288257688e+08,2.420766918296270720e-01
1.032606521304260939e+08,2.420891610624520129e-01
1.033006601320264041e+08,2.421016109869141841e-01
1.033406681336267292e+08,2.421140416319215172e-01
1.033806761352270544e+08,2.421264530263418369e-01
1.034206841368273646e+08,2.421388451990028057e-01
1.034606921384276897e+08,2.421512181786920348e-01
1.035007001400280148e+08,2.421635719941570841e-01
1.035407081416283250e+08,2.421759066741055455e-01
1.035807161432286501e+08,2.421882222472050983e-01
1.036207241448289752e+08,2.422005187420835093e-01
1.036607321464292854e+08,2.422127961873286883e-01
1.037007401480296105e+08,2.422250546114888270e-01
1.037407481496299356e+08,2.422372940430722876e-01
1.037807561512302458e+08,2.422495145105477143e-01
1.038207641528305709e+08,2.422617160423441718e-01
1.038607721544308960e+08,2.422738986668510341e-01
1.039007801560312063e+08,2.422860624124181239e-01
1.039407881576315314e+08,2.422982073073558229e-01
1.039807961592318565e+08,2.423103333799349057e-01
1.040208041608321667e+08,2.423224406583867896e-01
1.040608121624324918e+08,2.423345291709035065e-01
1.041008201640328169e+08,2.423465989456377589e-01
1.041408281656331271e+08,2.423586500107028641e-01
1.041808361672334522e+08,2.423706823941730315e-01
1.042208441688337773e+08,2.423826961240831412e-01
1.042608521704340875e+08,2.423946912284289656e-01
1.043008601720344126e+08,2.424066677351672250e-01
1.043408681736347377e+08,2.424186256722154487e-01
1.043808761752350479e+08,2.424305650674522250e-01
1.044208841768353730e+08,2.424424859487171457e-01
1.044608921784356833e+08,2.424543883438108893e-01
1.045009001800360084e+08,2.424662722804951931e-01
1.045409081816363335e+08,2.424781377864930476e-01
1.045809161832366437e+08,2.424899848894885579e-01
1.046209241848369688e+08,2.425018136171271099e-01
1.046609321864372939e+08,2.425136239970153984e-01
1.047009401880376041e+08,2.425254160567214268e-01
1.047409481896379292e+08,2.425371898237746182e-01
1.047809561912382543e+08,2.425489453256658434e-01
1.048209641928385645e+08,2.425606825898473651e-01
1.048609721944388896e+08,2.425724016437330599e-01
1.049009801960392147e+08,2.425841025146983354e-01
1.049409881976395249e+08,2.425957852300801576e-01
1.049809961992398500e+08,2.426074498171772176e-01
1.050210042008401752e+08,2.426190963032499037e-01
1.050610122024404854e+08,2.426307247155203017e-01
1.051010202040408105e+08,2.426423350811723334e-01
1.051410282056411356e+08,2.426539274273517566e-01
1.051810362072414458e+08,2.426655017811661930e-01
1.052210442088417709e+08,2.426770581696851559e-01
1.052610522104420960e+08,2.426885966199401889e-01
1.053010602120424062e+08,2.427001171589248385e-01
1.053410682136427313e+08,2.427116198135946812e-01
1.053810762152430564e+08,2.427231046108674628e-01
1.054210842168433666e+08,2.427345715776229595e-01
1.054610922184436917e+08,2.427460207407032555e-01
1.055011002200440168e+08,2.427574521269126318e-01
1.055411082216443270e+08,2.427688657630176772e-01
1.055811162232446522e+08,2.427802616757472609e-01
1.056211242248449773e+08,2.427916398917926710e-01
1.056611322264452875e+08,2.428030004378075868e-01
1.057011402280456126e+08,2.428143433404081897e-01
1.057411482296459377e+08,2.428256686261730801e-01
1.057811562312462479e+08,2.428369763216434996e-01
1.058211642328465730e+08,2.428482664533232749e-01
1.058611722344468981e+08,2.428595390476788185e-01
1.059011802360472083e+08,2.428707941311392671e-01
1.059411882376475334e+08,2.428820317300965093e-01
1.059811962392478585e+08,2.428932518709051858e-01
1.060212042408481687e+08,2.429044545798827170e-01
1.060612122424484938e+08,2.429156398833094144e-01
1.061012202440488189e+08,2.429268078074285631e-01
1.061412282456491292e+08,2.429379583784462837e-01
1.061812362472494543e+08,2.429490916225317820e-01
1.062212442488497794e+08,2.429602075658172378e-01
1.062612522504500896e+08,2.429713062343979713e-01
1.063012602520504147e+08,2.429823876543324157e-01
1.063412682536507398e+08,2.429934518516421449e-01
1.063812762552510500e+08,2.430044988523119842e-01
1.064212842568513751e+08,2.430155286822900107e-01
1.064612922584517002e+08,2.430265413674876085e-01
1.065013002600520104e+08,2.430375369337795244e-01
1.065413082616523355e+08,2.430485154070038400e-01
1.065813162632526606e+08,2.430594768129621663e-01
1.066213242648529708e+08,2.430704211774195045e-01
1.066613322664532959e+08,2.430813485261044127e-01
1.067013402680536211e+08,2.430922588847090893e-01
1.067413482696539313e+08,2.431031522788892341e-01
1.067813562712542564e+08,2.431140287342642703e-01
1.068213642728545815e+08,2.431248882764173169e-01
1.068613722744548917e+08,2.431357309308951886e-01
1.069013802760552168e+08,2.431465567232085623e-01
1.069413882776555419e+08,2.431573656788318938e-01
1.069813962792558521e+08,2.431681578232035290e-01
1.070214042808561772e+08,2.431789331817257593e-01
1.070614122824564874e+08,2.431896917797647939e-01
1.071014202840568125e+08,2.432004336426508706e-01
1.071414282856571376e+08,2.432111587956783116e-01
1.071814362872574478e+08,2.432218672641054402e-01
1.072214442888577729e+08,2.432325590731548581e-01
1.072614522904580981e+08,2.432432342480131959e-01
1.073014602920584083e+08,2.432538928138314183e-01
1.073414682936587334e+08,2.432645347957247128e-01
1.073814762952590585e+08,2.432751602187726014e-01
1.074214842968593687e+08,2.432857691080189122e-01
1.074614922984596938e+08,2.432963614884719461e-01
1.075015003000600189e+08,2.433069373851043937e-01
1.075415083016603291e+08,2.433174968228534463e-01
1.075815163032606542e+08,2.433280398266208233e-01
1.076215243048609793e+08,2.433385664212728006e-01
1.076615323064612895e+08,2.433490766316402931e-01
1.077015403080616146e+08,2.433595704825188832e-01
1.077415483096619397e+08,2.433700479986687926e-01
1.077815563112622499e+08,2.433805092048150764e-01
1.078215643128625751e+08,2.433909541256475406e-01
1.078615723144629002e+08,2.434013827858207690e-01
1.079015803160632104e+08,2.434117952099542903e-01
1.079415883176635355e+08,2.434221914226325223e-01
1.079815963192638606e+08,2.434325714484048553e-01
1.080216043208641708e+08,2.434429353117856798e-01
1.080616123224644959e+08,2.434532830372543866e-01
1.081016203240648210e+08,2.434636146492555331e-01
1.081416283256651312e+08,2.434739301721987603e-01
1.081816363272654563e+08,2.434842296304589038e-01
1.082216443288657814e+08,2.434945130483760212e-01
1.082616523304660916e+08,2.435047804502553925e-01
1.083016603320664167e+08,2.435150318603676034e-01
1.083416683336667418e+08,2.435252673029486559e-01
1.083816763352670521e+08,2.435354868021998853e-01
1.084216843368673772e+08,2.435456903822880714e-01
1.084616923384677023e+08,2.435558780673454105e-01
1.085017003400680125e+08,2.435660498814697372e-01
1.085417083416683376e+08,2.435762058487243586e-01
1.085817163432686627e+08,2.435863459931381647e-01
1.086217243448689729e+08,2.435964703387057673e-01
1.086617323464692980e+08,2.436065789093874168e-01
1.087017403480696231e+08,2.436166717291090855e-01
1.087417483496699333e+08,2.436267488217625510e-01
1.087817563512702584e+08,2.436368102112053957e-01
1.088217643528705835e+08,2.436468559212610352e-01
1.088617723544708937e+08,2.436568859757187733e-01
1.089017803560712188e+08,2.436669003983339410e-01
1.089417883576715440e+08,2.436768992128277578e-01
1.089817963592718542e+08,2.436868824428875258e-01
1.090218043608721793e+08,2.436968501121665465e-01
1.090618123624725044e+08,2.437068022442843429e-01
1.091018203640728146e+08,2.437167388628264930e-01
1.091418283656731397e+08,2.437266599913447962e-01
1.091818363672734648e+08,2.437365656533573288e-01
1.092218443688737750e+08,2.437464558723483610e-01
1.092618523704741001e+08,2.437563306717686062e-01
1.093018603720744252e+08,2.437661900750349997e-01
1.093418683736747354e+08,2.437760341055310032e-01
1.093818763752750605e+08,2.437858627866064387e-01
1.094218843768753856e+08,2.437956761415776830e-01
1.094618923784756958e+08,2.438054741937275838e-01
1.095019003800760210e+08,2.438152569663056268e-01
1.095419083816763461e+08,2.438250244825278523e-01
1.095819163832766563e+08,2.438347767655769660e-01
1.096219243848769814e+08,2.438445138386023947e-01
1.096619323864773065e+08,2.438542357247203141e-01
1.097019403880776167e+08,2.438639424470136485e-01
1.097419483896779418e+08,2.438736340285321547e-01
1.097819563912782520e+08,2.438833104922924488e-01
1.098219643928785771e+08,2.438929718612780906e-01
1.098619723944789022e+08,2.439026181584395270e-01
1.099019803960792124e+08,2.439122494066942315e-01
1.099419883976795375e+08,2.439218656289267040e-01
1.099819963992798626e+08,2.439314668479885262e-01
1.100220044008801728e+08,2.439410530866983895e-01
1.100620124024804980e+08,2.439506243678420949e-01
1.101020204040808231e+08,2.439601807141726919e-01
1.101420284056811333e+08,2.439697221484104783e-01
1.101820364072814584e+08,2.439792486932429727e-01
1.102220444088817835e+08,2.439887603713250530e-01
1.102620524104820937e+08,2.439982572052789567e-01
1.103020604120824188e+08,2.440077392176943083e-01
1.103420684136827439e+08,2.440172064311281752e-01
1.103820764152830541e+08,2.440266588681051507e-01
1.104220844168833792e+08,2.440360965511173263e-01
1.104620924184837043e+08,2.440455195026243196e-01
1.105021004200840145e+08,2.440549277450534127e-01
1.105421084216843396e+08,2.440643213007995249e-01
1.105821164232846648e+08,2.440737001922252680e-01
1.106221244248849750e+08,2.440830644416609185e-01
1.106621324264853001e+08,2.440924140714046675e-01
1.107021404280856252e+08,2.441017491037223430e-01
1.107421484296859354e+08,2.441110695608477710e-01
1.107821564312862605e+08,2.441203754649826363e-01
1.108221644328865856e+08,2.441296668382964830e-01
1.108621724344868958e+08,2.441389437029269083e-01
1.109021804360872209e+08,2.441482060809795074e-01
1.109421884376875460e+08,2.441574539945279287e-01
1.109821964392878562e+08,2.441666874656139297e-01
1.110222044408881813e+08,2.441759065162473763e-01
1.110622124424885064e+08,2.441851111684063547e-01
1.111022204440888166e+08,2.441943014440371151e-01
1.111422284456891418e+08,2.442034773650542390e-01
1.111822364472894669e+08,2.442126389533405273e-01
1.112222444488897771e+08,2.442217862307472231e-01
1.112622524504901022e+08,2.442309192190938449e-01
1.113022604520904273e+08,2.442400379401684085e-01
1.113422684536907375e+08,2.442491424157273161e-01
1.113822764552910626e+08,2.442582326674955784e-01
1.114222844568913877e+08,2.442673087171666479e-01
1.114622924584916979e+08,2.442763705864026413e-01
1.115023004600920230e+08,2.442854182968342280e-01
1.115423084616923481e+08,2.442944518700607692e-01
1.115823164632926583e+08,2.443034713276503178e-01
1.116223244648929834e+08,2.443124766911397294e-01
1.116623324664933085e+08,2.443214679820345792e-01
1.117023404680936188e+08,2.443304452218092448e-01
1.117423484696939439e+08,2.443394084319070458e-01
1.117823564712942690e+08,2.443483576337401597e-01
1.118223644728945792e+08,2.443572928486897056e-01
1.118623724744949043e+08,2.443662140981057718e-01
1.119023804760952294e+08,2.443751214033075270e-01
1.119423884776955396e+08,2.443840147855831091e-01
1.119823964792958647e+08,2.443928942661898751e-01
1.120224044808961898e+08,2.444017598663542623e-01
1.120624124824965000e+08,2.444106116072718160e-01
1.121024204840968251e+08,2.444194495101074671e-01
1.121424284856971502e+08,2.444282735959952824e-01
1.121824364872974604e+08,2.444370838860386308e-01
1.122224444888977855e+08,2.444458804013103226e-01
1.122624524904981107e+08,2.444546631628524425e-01
1.123024604920984209e+08,2.444634321916765440e-01
1.123424684936987460e+08,2.444721875087636220e-01
1.123824764952990562e+08,2.444809291350641955e-01
1.124224844968993813e+08,2.444896570914983081e-01
1.124624924984997064e+08,2.444983713989555274e-01
1.125025005001000166e+08,2.445070720782951401e-01
1.125425085017003417e+08,2.445157591503460126e-01
1.125825165033006668e+08,2.445244326359067299e-01
1.126225245049009770e+08,2.445330925557455959e-01
1.126625325065013021e+08,2.445417389306007439e-01
1.127025405081016272e+08,2.445503717811800259e-01
1.127425485097019374e+08,2.445589911281612072e-01
1.127825565113022625e+08,2.445675969921919934e-01
1.128225645129025877e+08,2.445761893938898923e-01
1.128625725145028979e+08,2.445847683538424633e-01
1.129025805161032230e+08,2.445933338926072897e-01
1.129425885177035481e+08,2.446018860307119513e-01
1.129825965193038583e+08,2.446104247886541072e-01
1.130226045209041834e+08,2.446189501869016070e-01
1.130626125225045085e+08,2.446274622458924075e-01
1.131026205241048187e+08,2.446359609860347117e-01
1.131426285257051438e+08,2.446444464277068853e-01
1.131826365273054689e+08,2.446529185912576509e-01
1.132226445289057791e+08,2.446613774970060329e-01
1.132626525305061042e+08,2.446698231652414124e-01
1.133026605321064293e+08,2.446782556162235001e-01
1.133426685337067395e+08,2.446866748701825578e-01
1.133826765353070647e+08,2.446950809473192601e-01
1.134226845369073898e+08,2.447034738678047494e-01
1.134626925385077000e+08,2.447118536517808030e-01
1.135027005401080251e+08,2.447202203193597214e-01
1.135427085417083502e+08,2.447285738906244679e-01
1.135827165433086604e+08,2.447369143856286400e-01
1.136227245449089855e+08,2.447452418243965810e-01
1.136627325465093106e+08,2.447535562269233522e-01
1.137027405481096208e+08,2.447618576131747881e-01
1.137427485497099459e+08,2.447701460030875242e-01
1.137827565513102710e+08,2.447784214165691363e-01
1.138227645529105812e+08,2.447866838734979733e-01
1.138627725545109063e+08,2.447949333937234351e-01
1.139027805561112314e+08,2.448031699970657782e-01
1.139427885577115417e+08,2.448113937033163934e-01
1.139827965593118668e+08,2.448196045322376113e-01
1.140228045609121919e+08,2.448278025035628691e-01
1.140628125625125021e+08,2.448359876369967936e-01
1.141028205641128272e+08,2.448441599522150902e-01
1.141428285657131523e+08,2.448523194688647375e-01
1.141828365673134625e+08,2.448604662065638482e-01
1.142228445689137876e+08,2.448686001849019189e-01
1.142628525705141127e+08,2.448767214234397194e-01
1.143028605721144229e+08,2.448848299417093199e-01
1.143428685737147480e+08,2.448929257592142583e-01
1.143828765753150731e+08,2.449010088954294284e-01
1.144228845769153833e+08,2.449090793698012469e-01
1.144628925785157084e+08,2.449171372017475978e-01
1.145029005801160336e+08,2.449251824106579156e-01
1.145429085817163438e+08,2.449332150158931576e-01
1.145829165833166689e+08,2.449412350367859703e-01
1.146229245849169940e+08,2.449492424926406342e-01
1.146629325865173042e+08,2.449572374027330912e-01
1.147029405881176293e+08,2.449652197863110004e-01
1.147429485897179544e+08,2.449731896625938488e-01
1.147829565913182646e+08,2.449811470507728406e-01
1.148229645929185897e+08,2.449890919700110636e-01
1.148629725945189148e+08,2.449970244394434615e-01
1.149029805961192250e+08,2.450049444781769448e-01
1.149429885977195501e+08,2.450128521052902797e-01
1.149829965993198603e+08,2.450207473398342828e-01
1.150230046009201854e+08,2.450286302008317929e-01
1.150630126025205106e+08,2.450365007072776713e-01
1.151030206041208208e+08,2.450443588781389126e-01
1.151430286057211459e+08,2.450522047323546171e-01
1.151830366073214710e+08,2.450600382888361017e-01
1.152230446089217812e+08,2.450678595664668447e-01
1.152630526105221063e+08,2.450756685841025961e-01
1.153030606121224314e+08,2.450834653605713787e-01
1.153430686137227416e+08,2.450912499146734869e-01
1.153830766153230667e+08,2.450990222651816819e-01
1.154230846169233918e+08,2.451067824308410248e-01
1.154630926185237020e+08,2.451145304303690153e-01
1.155031006201240271e+08,2.451222662824556753e-01
1.155431086217243522e+08,2.451299900057634373e-01
1.155831166233246624e+08,2.451377016189273672e-01
1.156231246249249876e+08,2.451454011405550526e-01
1.156631326265253127e+08,2.451530885892267142e-01
1.157031406281256229e+08,2.451607639834951780e-01
1.157431486297259480e+08,2.451684273418860138e-01
1.157831566313262731e+08,2.451760786828975081e-01
1.158231646329265833e+08,2.451837180250006354e-01
1.158631726345269084e+08,2.451913453866392256e-01
1.159031806361272335e+08,2.451989607862299358e-01
1.159431886377275437e+08,2.452065642421622782e-01
1.159831966393278688e+08,2.452141557727986754e-01
1.160232046409281939e+08,2.452217353964744606e-01
1.160632126425285041e+08,2.452293031314979610e-01
1.161032206441288292e+08,2.452368589961505529e-01
1.161432286457291543e+08,2.452444030086865789e-01
1.161832366473294646e+08,2.452519351873335418e-01
1.162232446489297897e+08,2.452594555502920493e-01
1.162632526505301148e+08,2.452669641157357860e-01
1.163032606521304250e+08,2.452744609018117361e-01
1.163432686537307501e+08,2.452819459266400437e-01
1.163832766553310752e+08,2.452894192083141522e-01
1.164232846569313854e+08,2.452968807649007488e-01
1.164632926585317105e+08,2.453043306144399305e-01
1.165033006601320356e+08,2.453117687749451215e-01
1.165433086617323458e+08,2.453191952644031559e-01
1.165833166633326709e+08,2.453266101007743338e-01
1.166233246649329960e+08,2.453340133019923652e-01
1.166633326665333062e+08,2.453414048859645369e-01
1.167033406681336313e+08,2.453487848705716567e-01
1.167433486697339565e+08,2.453561532736681650e-01
1.167833566713342667e+08,2.453635101130820506e-01
1.168233646729345918e+08,2.453708554066149905e-01
1.168633726745349169e+08,2.453781891720423769e-01
1.169033806761352271e+08,2.453855114271132620e-01
1.169433886777355522e+08,2.453928221895505246e-01
1.169833966793358773e+08,2.454001214770508144e-01
1.170234046809361875e+08,2.454074093072846074e-01
1.170634126825365126e+08,2.454146856978962621e-01
