t,N1,N2,dN1_dt,dN1_dt_noisy
2.270504556568126020e+01,6.163856338986777672e+01,5.987422420612686125e+01,-2.352879899211224313e-02,1.462538548620383183e-01
2.271615914647699341e+01,6.163830228891508511e+01,5.987459025172515936e+01,-2.345886377034389625e-02,-3.672017382352742165e-02
2.272727272727272663e+01,6.163804196414033498e+01,5.987495510685526767e+01,-2.338912596968079072e-02,-4.970036077591218071e-02
2.273838630806845629e+01,6.163778241336088826e+01,5.987531877546665271e+01,-2.331958509661724577e-02,-8.767972402281040689e-02
2.274949988886418950e+01,6.163752363440009674e+01,5.987568126149475489e+01,-2.325024065863701139e-02,1.642238074786314672e-01
2.276061346965992271e+01,6.163726562508730211e+01,5.987604256886093879e+01,-2.318109216429320441e-02,-3.123707827871020221e-02
2.277172705045565593e+01,6.163700838325782883e+01,5.987640270147252153e+01,-2.311213912312659602e-02,1.859857372070295445e-01
2.278284063125138914e+01,6.163675190675299831e+01,5.987676166322275861e+01,-2.304338104571712620e-02,1.243716021363384661e-01
2.279395421204711880e+01,6.163649619341396146e+01,5.987711945800221258e+01,-2.297481744233564882e-02,-2.791257878548201316e-02
2.280506779284285201e+01,6.163624124094169332e+01,5.987747608993488768e+01,-2.290644778982375840e-02,4.550765133337497659e-02
2.281618137363858523e+01,6.163598704712938314e+01,5.987783156291564524e+01,-2.283827157870987890e-02,5.377314433478756761e-02
2.282729495443431844e+01,6.163573360984096894e+01,5.987818588069907122e+01,-2.277028831398730802e-02,1.654812960504912223e-01
2.283840853523004810e+01,6.163548092694534120e+01,5.987853904702961927e+01,-2.270249750164232694e-02,1.690108310374902056e-02
2.284952211602578132e+01,6.163522899631634289e+01,5.987889106564159647e+01,-2.263489864870393831e-02,-1.485502413770169727e-01
2.286063569682151453e+01,6.163497781583276236e+01,5.987924194025914915e+01,-2.256749126318524645e-02,6.903529624474177839e-02
2.287174927761724774e+01,6.163472738337833334e+01,5.987959167459629839e+01,-2.250027485413674810e-02,-2.099703901634736997e-02
2.288286285841297740e+01,6.163447769684174915e+01,5.987994027235689032e+01,-2.243324893161435796e-02,1.042711955317019712e-01
2.289397643920871062e+01,6.163422875411662716e+01,5.988028773723466003e+01,-2.236641300669539589e-02,1.172809521525208509e-01
2.290509002000444383e+01,6.163398055310156565e+01,5.988063407291315343e+01,-2.229976659146615248e-02,7.462713664728630458e-02
2.291620360080017704e+01,6.163373309170007985e+01,5.988097928306581252e+01,-2.223330919901300717e-02,4.837062616295642603e-03
2.292731718159590670e+01,6.163348636782066592e+01,5.988132337135590433e+01,-2.216704034347927177e-02,-1.550519322865631655e-02
2.293843076239163992e+01,6.163324037937673694e+01,5.988166634143655642e+01,-2.210095953997459617e-02,-7.486768154345707638e-02
2.294954434318737313e+01,6.163299512428667981e+01,5.988200819695074983e+01,-2.203506630464602267e-02,-5.659331968074510222e-02
2.296065792398310634e+01,6.163275060047381970e+01,5.988234894153132615e+01,-2.196936015465666969e-02,1.488154504893048763e-02
2.297177150477883956e+01,6.163250680586642005e+01,5.988268857880095908e+01,-2.190384060815375733e-02,5.531628631072539604e-02
2.298288508557456922e+01,6.163226373839770389e+01,5.988302711237221132e+01,-2.183850718433788529e-02,2.326529548016257332e-01
2.299399866637030243e+01,6.163202139600585383e+01,5.988336454584745638e+01,-2.177335940340263676e-02,-4.711616569451197722e-02
2.300511224716603564e+01,6.163177977663397655e+01,5.988370088281895676e+01,-2.170839678654701288e-02,5.705129005639016787e-03
2.301622582796176886e+01,6.163153887823015253e+01,5.988403612686880706e+01,-2.164361885598964363e-02,3.867845230715171584e-02
2.302733940875749852e+01,6.163129869874737921e+01,5.988437028156896957e+01,-2.157902513495812968e-02,-1.786604956528978772e-01
2.303845298955323173e+01,6.163105923614364201e+01,5.988470335048123872e+01,-2.151461514769614780e-02,-4.021107804263779339e-02
2.304956657034896494e+01,6.163082048838184335e+01,5.988503533715728366e+01,-2.145038841945279273e-02,-5.189277360609792500e-02
2.306068015114469816e+01,6.163058245342984520e+01,5.988536624513861995e+01,-2.138634447650211712e-02,-5.865564260417167886e-02
2.307179373194042782e+01,6.163034512926045494e+01,5.988569607795660943e+01,-2.132248284610049893e-02,-6.297462611745519023e-02
2.308290731273616103e+01,6.163010851385143951e+01,5.988602483913247454e+01,-2.125880305655236668e-02,2.667488268234940313e-02
2.309402089353189425e+01,6.162987260518550414e+01,5.988635253217729115e+01,-2.119530463713914514e-02,2.634680843416948443e-02
2.310513447432762746e+01,6.162963740125030654e+01,5.988667916059198859e+01,-2.113198711816544062e-02,1.127595684999070647e-01
2.311624805512336067e+01,6.162940290003844979e+01,5.988700472786734252e+01,-2.106885003095015918e-02,2.487496158833543691e-01
2.312736163591909033e+01,6.162916909954748235e+01,5.988732923748398917e+01,-2.100589290781940122e-02,-8.244364022066699715e-02
2.313847521671482355e+01,6.162893599777991227e+01,5.988765269291241111e+01,-2.094311528209935602e-02,-1.342183937206284372e-01
2.314958879751055676e+01,6.162870359274318588e+01,5.988797509761295856e+01,-2.088051668815005257e-02,-1.469856709834672370e-01
2.316070237830628997e+01,6.162847188244970198e+01,5.988829645503581389e+01,-2.081809666130496339e-02,5.743340409614965114e-02
2.317181595910201963e+01,6.162824086491681896e+01,5.988861676862102712e+01,-2.075585473793317703e-02,-5.443641488156922281e-02
2.318292953989775285e+01,6.162801053816681929e+01,5.988893604179850172e+01,-2.069379045540742368e-02,1.519644180993678928e-02
2.319404312069348606e+01,6.162778090022695210e+01,5.988925427798798751e+01,-2.063190335209696968e-02,-1.515703387047619422e-01
2.320515670148921927e+01,6.162755194912941192e+01,5.988957148059908775e+01,-2.057019296739071024e-02,9.086542977252831665e-02
2.321627028228494893e+01,6.162732368291133866e+01,5.988988765303127337e+01,-2.050865884168118214e-02,7.452302222302076284e-02
2.322738386308068215e+01,6.162709609961482471e+01,5.989020279867384744e+01,-2.044730051637877466e-02,2.119756909269233935e-02
2.323849744387641536e+01,6.162686919728690071e+01,5.989051692090598067e+01,-2.038611753387975511e-02,-6.018966968381617155e-02
2.324961102467214857e+01,6.162664297397957114e+01,5.989083002309668302e+01,-2.032510943761245414e-02,2.526284373236657721e-02
2.326072460546787823e+01,6.162641742774975739e+01,5.989114210860483922e+01,-2.026427577199108043e-02,1.383281803065021520e-01
2.327183818626361145e+01,6.162619255665934759e+01,5.989145318077917324e+01,-2.020361608244236606e-02,-7.717641178194134532e-02
2.328295176705934466e+01,6.162596835877518231e+01,5.989176324295825538e+01,-2.014312991541267195e-02,-2.290413280664834253e-02
2.329406534785507787e+01,6.162574483216903332e+01,5.989207229847053071e+01,-2.008281681834311883e-02,-1.679597436090510265e-01
2.330517892865081109e+01,6.162552197491763195e+01,5.989238035063426935e+01,-2.002267633967136362e-02,2.050559629294428782e-02
2.331629250944654075e+01,6.162529978510266204e+01,5.989268740275763037e+01,-1.996270802887245566e-02,1.098126933141145845e-01
2.332740609024227396e+01,6.162507826081074569e+01,5.989299345813858366e+01,-1.990291143638600602e-02,-1.415354460268337111e-01
2.333851967103800717e+01,6.162485740013346458e+01,5.989329852006498811e+01,-1.984328611369079454e-02,-9.361865871815343298e-02
2.334963325183374039e+01,6.162463720116733867e+01,5.989360259181454182e+01,-1.978383161325147910e-02,9.921215770743825602e-02
2.336074683262947005e+01,6.162441766201384041e+01,5.989390567665479637e+01,-1.972454748855412276e-02,-1.901778604736800715e-01
2.337186041342520326e+01,6.162419878077939472e+01,5.989420777784314964e+01,-1.966543329407244300e-02,-1.601227810123393436e-01
2.338297399422093648e+01,6.162398055557537191e+01,5.989450889862686722e+01,-1.960648858529445704e-02,1.406007297640617659e-01
2.339408757501666969e+01,6.162376298451808765e+01,5.989480904224306101e+01,-1.954771291871004735e-02,5.538933543511935509e-02
2.340520115581239935e+01,6.162354606572881011e+01,5.989510821191868928e+01,-1.948910585181629074e-02,-1.273312633711558804e-02
2.341631473660813256e+01,6.162332979733375282e+01,5.989540641087057793e+01,-1.943066694311035292e-02,4.287600229216063236e-02
2.342742831740386578e+01,6.162311417746408893e+01,5.989570364230539212e+01,-1.937239575209837028e-02,-2.295444966981616819e-01
2.343854189819959899e+01,6.162289920425592271e+01,5.989599990941965757e+01,-1.931429183928301541e-02,-6.654194082712872049e-02
2.344965547899533220e+01,6.162268487585031096e+01,5.989629521539976054e+01,-1.925635476618126063e-02,1.616989889314439655e-01
2.346076905979106186e+01,6.162247119039327714e+01,5.989658956342191942e+01,-1.919858409529595633e-02,1.460954265069402680e-01
2.347188264058679508e+01,6.162225814603577589e+01,5.989688295665222739e+01,-1.914097939015668715e-02,-1.214987353706362128e-01
2.348299622138252829e+01,6.162204574093371434e+01,5.989717539824661685e+01,-1.908354021527713940e-02,-1.377357287020133936e-01
2.349410980217826150e+01,6.162183397324793788e+01,5.989746689135088076e+01,-1.902626613617997009e-02,-5.190859383942050126e-02
2.350522338297399116e+01,6.162162284114426569e+01,5.989775743910065842e+01,-1.896915671938437242e-02,-2.163310859227529359e-01
2.351633696376972438e+01,6.162141234279344104e+01,5.989804704462145679e+01,-1.891221153242028663e-02,4.434176266095377072e-02
2.352745054456545759e+01,6.162120247637116677e+01,5.989833571102862209e+01,-1.885543014382839999e-02,-1.185870373538837202e-01
2.353856412536119080e+01,6.162099324005809109e+01,5.989862344142735395e+01,-1.879881212312284333e-02,-6.507006291110054019e-02
2.354967770615692046e+01,6.162078463203982182e+01,5.989891023891271260e+01,-1.874235704085513987e-02,-3.595765085382680859e-02
2.356079128695265368e+01,6.162057665050689792e+01,5.989919610656961169e+01,-1.868606446854315095e-02,4.659122725272041299e-02
2.357190486774838689e+01,6.162036929365481797e+01,5.989948104747281121e+01,-1.862993397873502488e-02,7.003262927638971569e-02
2.358301844854412010e+01,6.162016255968401879e+01,5.989976506468692463e+01,-1.857396514495768258e-02,-1.856944814990594550e-01
2.359413202933984977e+01,6.161995644679990392e+01,5.990004816126643306e+01,-1.851815754175234474e-02,1.275283333690283849e-01
2.360524561013558298e+01,6.161975095321280804e+01,5.990033034025564973e+01,-1.846251074466387365e-02,-9.347072328587030521e-03
2.361635919093131619e+01,6.161954607713802545e+01,5.990061160468874846e+01,-1.840702433023011508e-02,1.503201192961935856e-02
2.362747277172704941e+01,6.161934181679578870e+01,5.990089195758977070e+01,-1.835169787599078006e-02,-1.249479233449105192e-01
2.363858635252278262e+01,6.161913817041128993e+01,5.990117140197259005e+01,-1.829653096048389216e-02,1.743346464797488893e-01
2.364969993331851228e+01,6.161893513621466667e+01,5.990144994084094776e+01,-1.824152316324578749e-02,-1.517584522324410823e-01
2.366081351411424549e+01,6.161873271244099470e+01,5.990172757718843144e+01,-1.818667406483065463e-02,-1.121574687717110941e-01
2.367192709490997871e+01,6.161853089733030941e+01,5.990200431399848213e+01,-1.813198324676612572e-02,-1.148439617120545486e-01
2.368304067570571192e+01,6.161832968912759867e+01,5.990228015424440144e+01,-1.807745029159235628e-02,-1.416966112386483234e-01
2.369415425650144158e+01,6.161812908608278150e+01,5.990255510088933022e+01,-1.802307478285847253e-02,2.217483697227271011e-02
2.370526783729717479e+01,6.161792908645074363e+01,5.990282915688627696e+01,-1.796885630509414966e-02,-1.527521546693570709e-01
2.371638141809290801e+01,6.161772968849130905e+01,5.990310232517809652e+01,-1.791479444383803354e-02,7.223426275192816604e-02
2.372749499888864122e+01,6.161753089046926135e+01,5.990337460869750430e+01,-1.786088878562530624e-02,-2.507498861488905578e-02
2.373860857968437088e+01,6.161733269065430818e+01,5.990364601036704784e+01,-1.780713891799834414e-02,4.127790647368967392e-02
2.374972216048010409e+01,6.161713508732113809e+01,5.990391653309914943e+01,-1.775354442948184897e-02,9.947907891014497184e-03
2.376083574127583731e+01,6.161693807874936368e+01,5.990418617979608484e+01,-1.770010490960238769e-02,-8.588933851419667392e-03
2.377194932207157052e+01,6.161674166322355717e+01,5.990445495334996906e+01,-1.764681994890970884e-02,-1.040952989737625178e-01
2.378306290286730373e+01,6.161654583903322902e+01,5.990472285664277763e+01,-1.759368913891101727e-02,4.653058471396037676e-02
2.379417648366303339e+01,6.161635060447286349e+01,5.990498989254633955e+01,-1.754071207214025208e-02,-4.683270426386670904e-02
2.380529006445876661e+01,6.161615595784185473e+01,5.990525606392233726e+01,-1.748788834211545407e-02,-1.599045938455928573e-01
2.381640364525449982e+01,6.161596189744458485e+01,5.990552137362229956e+01,-1.743521754336185836e-02,1.161508632579119626e-03
2.382751722605023303e+01,6.161576842159036005e+01,5.990578582448763001e+01,-1.738269927140123627e-02,4.932877200474923562e-04
2.383863080684596270e+01,6.161557552859343190e+01,5.990604941934955718e+01,-1.733033312273413173e-02,9.531873585255212777e-02
2.384974438764169591e+01,6.161538321677302577e+01,5.990631216102917733e+01,-1.727811869488782293e-02,-6.049968458557624523e-02
2.386085796843742912e+01,6.161519148441661287e+01,5.990657405239358724e+01,-1.722605557707090895e-02,8.487980851241763713e-04
2.387197154923316234e+01,6.161500032969129137e+01,5.990683509646608940e+01,-1.717414332493483187e-02,-2.172839698457580127e-01
2.388308513002889200e+01,6.161480975091684797e+01,5.990709529600016481e+01,-1.712238152883216458e-02,-1.411901957973730193e-01
2.389419871082462521e+01,6.161461974643707862e+01,5.990735465370945434e+01,-1.707076978488331065e-02,-7.188937784718160695e-02
2.390531229162035842e+01,6.161443031459972275e+01,5.990761317230040817e+01,-1.701930769012172107e-02,-1.564025256988605395e-01
2.391642587241609164e+01,6.161424145375642070e+01,5.990787085447229998e+01,-1.696799484243882716e-02,5.681704356757207031e-02
2.392753945321182130e+01,6.161405316226272078e+01,5.990812770291720568e+01,-1.691683084061956777e-02,4.476761648706704261e-02
2.393865303400755451e+01,6.161386543847811481e+01,5.990838372032002468e+01,-1.686581528436015276e-02,-8.569685257982057047e-02
2.394976661480328772e+01,6.161367828076598840e+01,5.990863890935846570e+01,-1.681494777420766695e-02,-4.383433983876768025e-02
2.396088019559902094e+01,6.161349168749364935e+01,5.990889327270306097e+01,-1.676422791162579529e-02,-7.519537987059857209e-02
2.397199377639475415e+01,6.161330565703232764e+01,5.990914681301713074e+01,-1.671365529895219026e-02,1.315093164958617000e-01
2.398310735719048381e+01,6.161312018775716126e+01,5.990939953295684717e+01,-1.666322953940557738e-02,-4.701097720243975486e-02
2.399422093798621702e+01,6.161293527804720327e+01,5.990965143517117042e+01,-1.661295023710174235e-02,-8.655608511086254619e-02
2.400533451878195024e+01,6.161275092628544314e+01,5.990990252230187707e+01,-1.656281699703576749e-02,1.787729572172694903e-01
2.401644809957768345e+01,6.161256713085875703e+01,5.991015279698356721e+01,-1.651282942509801899e-02,-7.997708031008270158e-02
2.402756168037341311e+01,6.161238389015795747e+01,5.991040226184365736e+01,-1.646298712805105424e-02,-3.595325046035749428e-02
2.403867526116914632e+01,6.161220120257777921e+01,5.991065091950235910e+01,-1.641328971355093813e-02,-9.517155184689196634e-02
2.404978884196487954e+01,6.161201906651685078e+01,5.991089877257272178e+01,-1.636373679014901938e-02,-2.151112493494836408e-01
2.406090242276061275e+01,6.161183748037773000e+01,5.991114582366059693e+01,-1.631432796726350887e-02,4.821088151075876571e-02
2.407201600355634241e+01,6.161165644256689689e+01,5.991139207536464539e+01,-1.626506285520434858e-02,-9.902228598445739216e-02
2.408312958435207563e+01,6.161147595149473943e+01,5.991163753027635153e+01,-1.621594106517676437e-02,6.734195630676143018e-02
2.409424316514780884e+01,6.161129600557556785e+01,5.991188219098001611e+01,-1.616696220926705507e-02,2.932528879739416949e-02
2.410535674594354205e+01,6.161111660322760031e+01,5.991212606005274921e+01,-1.611812590042660531e-02,6.480613307935612077e-02
2.411647032673927527e+01,6.161093774287297720e+01,5.991236914006446312e+01,-1.606943175252695255e-02,9.984064754291506472e-02
2.412758390753500493e+01,6.161075942293775398e+01,5.991261143357790786e+01,-1.602087938029050918e-02,4.952932405023677265e-02
2.413869748833073814e+01,6.161058164185190122e+01,5.991285294314863563e+01,-1.597246839934030049e-02,5.544395713370053880e-02
2.414981106912647135e+01,6.161040439804931879e+01,5.991309367132501507e+01,-1.592419842619641202e-02,-6.802601246115475009e-02
2.416092464992220457e+01,6.161022768996780741e+01,5.991333362064821699e+01,-1.587606907823513325e-02,-8.906296638087132789e-02
2.417203823071793423e+01,6.161005151604908292e+01,5.991357279365224997e+01,-1.582807997373336661e-02,1.159311433499258526e-01
2.418315181151366744e+01,6.160987587473879046e+01,5.991381119286391765e+01,-1.578023073185974567e-02,9.088167316480072477e-02
2.419426539230940065e+01,6.160970076448648314e+01,5.991404882080284722e+01,-1.573252097264266069e-02,-6.265615512024018396e-02
2.420537897310513387e+01,6.160952618374563627e+01,5.991428567998147514e+01,-1.568495031700756215e-02,-1.929797860224674935e-02
2.421649255390086353e+01,6.160935213097363317e+01,5.991452177290504721e+01,-1.563751838678051342e-02,7.601240941565959308e-02
2.422760613469659674e+01,6.160917860463177931e+01,5.991475710207164695e+01,-1.559022480463490012e-02,-2.552198580440114828e-01
2.423871971549232995e+01,6.160900560318529529e+01,5.991499166997214587e+01,-1.554306919415360255e-02,-5.968643859464999729e-02
2.424983329628806317e+01,6.160883312510332388e+01,5.991522547909023189e+01,-1.549605117981300850e-02,3.975214811148455873e-02
2.426094687708379283e+01,6.160866116885891586e+01,5.991545853190243065e+01,-1.544917038692972255e-02,-3.925175083173214341e-02
2.427206045787952604e+01,6.160848973292904418e+01,5.991569083087806291e+01,-1.540242644173517306e-02,-1.931385374752149497e-02
2.428317403867525925e+01,6.160831881579458980e+01,5.991592237847925873e+01,-1.535581897134896678e-02,1.368166641963134422e-01
2.429428761947099247e+01,6.160814841594036295e+01,5.991615317716097877e+01,-1.530934760375757264e-02,5.874429963105502750e-02
2.430540120026672568e+01,6.160797853185507478e+01,5.991638322937098593e+01,-1.526301196781609804e-02,-8.604867660417078734e-02
2.431651478106245534e+01,6.160780916203137281e+01,5.991661253754985950e+01,-1.521681169329802685e-02,-8.731053852765470469e-02
2.432762836185818855e+01,6.160764030496580546e+01,5.991684110413100939e+01,-1.517074641084725783e-02,2.808874471964134534e-02
2.433874194265392177e+01,6.160747195915885044e+01,5.991706893154062641e+01,-1.512481575196389372e-02,1.647439542037494875e-01
2.434985552344965498e+01,6.160730412311487925e+01,5.991729602219774620e+01,-1.507901934906108465e-02,-1.465593612884240338e-01
2.436096910424538464e+01,6.160713679534219978e+01,5.991752237851419949e+01,-1.503335683542417200e-02,-2.226762197381716712e-01
2.437208268504111786e+01,6.160696997435303501e+01,5.991774800289465475e+01,-1.498782784520713562e-02,-6.357302363116579258e-02
2.438319626583685107e+01,6.160680365866351593e+01,5.991797289773656132e+01,-1.494243201345568650e-02,-9.075019194652572674e-02
2.439430984663258428e+01,6.160663784679369570e+01,5.991819706543020629e+01,-1.489716897611437219e-02,-1.105798477522370975e-02
2.440542342742831394e+01,6.160647253726754968e+01,5.991842050835868605e+01,-1.485203836997861515e-02,-6.420121612003809597e-02
2.441653700822404716e+01,6.160630772861295412e+01,5.991864322889791339e+01,-1.480703983274089808e-02,4.048002049180561557e-02
2.442765058901978037e+01,6.160614341936170746e+01,5.991886522941661042e+01,-1.476217300297300028e-02,-2.401172397132007308e-01
2.443876416981551358e+01,6.160597960804954454e+01,5.991908651227631566e+01,-1.471743752013665585e-02,-9.442282036350516106e-02
2.444987775061124680e+01,6.160581629321607977e+01,5.991930707983137694e+01,-1.467283302454802651e-02,1.530540640639267147e-01
2.446099133140697646e+01,6.160565347340487818e+01,5.991952693442897271e+01,-1.462835915743632142e-02,3.281853963857749024e-02
2.447210491220270967e+01,6.160549114716340569e+01,5.991974607840906941e+01,-1.458401556087807194e-02,3.877047064794653802e-03
2.448321849299844288e+01,6.160532931304304327e+01,5.991996451410447833e+01,-1.453980187787351497e-02,5.363415737395779703e-02
2.449433207379417610e+01,6.160516796959908703e+01,5.992018224384079872e+01,-1.449571775224889336e-02,-7.029376508135676271e-02
2.450544565458990576e+01,6.160500711539075525e+01,5.992039926993645338e+01,-1.445176282875770823e-02,-1.216976505726366509e-01
2.451655923538563897e+01,6.160484674898119550e+01,5.992061559470268861e+01,-1.440793675301677013e-02,-1.815989635167378768e-01
2.452767281618137218e+01,6.160468686893743495e+01,5.992083122044355292e+01,-1.436423917150797536e-02,4.578658382407983091e-02
2.453878639697710540e+01,6.160452747383045846e+01,5.992104614945591123e+01,-1.432066973162449131e-02,4.189052458473122714e-02
2.454989997777283506e+01,6.160436856223514468e+01,5.992126038402945198e+01,-1.427722808160858392e-02,1.168322510579347662e-01
2.456101355856856827e+01,6.160421013273028734e+01,5.992147392644665871e+01,-1.423391387059247393e-02,2.892453229621089195e-03
2.457212713936430148e+01,6.160405218389860238e+01,5.992168677898285267e+01,-1.419072674858412597e-02,-5.683088573688044320e-02
2.458324072016003470e+01,6.160389471432672792e+01,5.992189894390615024e+01,-1.414766636649744669e-02,1.599739755651830020e-01
2.459435430095576436e+01,6.160373772260521008e+01,5.992211042347749128e+01,-1.410473237608300678e-02,3.378265465412653989e-02
2.460546788175149757e+01,6.160358120732851717e+01,5.992232121995063920e+01,-1.406192443001508252e-02,1.426889974287381402e-01
2.461658146254723079e+01,6.160342516709502547e+01,5.992253133557214539e+01,-1.401924218180816695e-02,-4.221909345731420654e-02
2.462769504334296400e+01,6.160326960050704059e+01,5.992274077258139897e+01,-1.397668528587381331e-02,-5.293639383325723924e-02
2.463880862413869721e+01,6.160311450617076900e+01,5.992294953321059126e+01,-1.393425339749398972e-02,1.183091182686120679e-01
2.464992220493442687e+01,6.160295988269634648e+01,5.992315761968472998e+01,-1.389194617284417177e-02,8.025837014991801799e-02
2.466103578573016009e+01,6.160280572869782389e+01,5.992336503422165350e+01,-1.384976326896669718e-02,4.808024184834167741e-02
2.467214936652589330e+01,6.160265204279316009e+01,5.992357177903198817e+01,-1.380770434378852940e-02,-3.409542494438632526e-02
2.468326294732162651e+01,6.160249882360423612e+01,5.992377785631918385e+01,-1.376576905611059942e-02,1.763378340889543844e-02
2.469437652811735617e+01,6.160234606975685523e+01,5.992398326827951394e+01,-1.372395706561313489e-02,-2.257042925314266951e-02
2.470549010891308939e+01,6.160219377988072154e+01,5.992418801710205400e+01,-1.368226803283612014e-02,-6.117323170055755099e-03
2.471660368970882260e+01,6.160204195260947557e+01,5.992439210496871027e+01,-1.364070161924324509e-02,-1.030547176278761023e-01
2.472771727050455581e+01,6.160189058658065875e+01,5.992459553405418404e+01,-1.359925748713131100e-02,3.984781257908207724e-02
2.473883085130028547e+01,6.160173968043573467e+01,5.992479830652599304e+01,-1.355793529970128475e-02,-1.804986138021665368e-02
2.474994443209601869e+01,6.160158923282008203e+01,5.992500042454449272e+01,-1.351673472101388995e-02,-2.841559013069754752e-02
2.476105801289175190e+01,6.160143924238300173e+01,5.992520189026281940e+01,-1.347565541602158135e-02,4.722824034478678018e-02
2.477217159368748511e+01,6.160128970777770263e+01,5.992540270582694717e+01,-1.343469705055255758e-02,-3.031312773547596706e-02
2.478328517448321833e+01,6.160114062766131582e+01,5.992560287337565228e+01,-1.339385929129655040e-02,-1.066230575457761676e-01
2.479439875527894799e+01,6.160099200069488035e+01,5.992580239504054163e+01,-1.335314180583324628e-02,1.712036927722066781e-01
2.480551233607468120e+01,6.160084382554337168e+01,5.992600127294601009e+01,-1.331254426263051016e-02,-1.843908486743118039e-02
2.481662591687041441e+01,6.160069610087565195e+01,5.992619950920929028e+01,-1.327206633100530553e-02,3.748404949855047713e-02
2.482773949766614763e+01,6.160054882536453391e+01,5.992639710594042413e+01,-1.323170768118231422e-02,-5.153493016930668635e-02
2.483885307846187729e+01,6.160040199768671698e+01,5.992659406524224863e+01,-1.319146798423709299e-02,1.481295864809143159e-01
2.484996665925761050e+01,6.160025561652282988e+01,5.992679038921044565e+01,-1.315134691213870610e-02,-6.107771962437928519e-03
2.486108024005334372e+01,6.160010968055742353e+01,5.992698607993349214e+01,-1.311134413772307994e-02,-6.864032007892086062e-02
2.487219382084907693e+01,6.159996418847895683e+01,5.992718113949268144e+01,-1.307145933470899024e-02,-9.962880298990556618e-03
2.488330740164480659e+01,6.159981913897980377e+01,5.992737556996212334e+01,-1.303169217768562760e-02,-8.173515395580603637e-02
2.489442098244053980e+01,6.159967453075626054e+01,5.992756937340873691e+01,-1.299204234212147924e-02,-9.432337084475662936e-02
2.490553456323627302e+01,6.159953036250853842e+01,5.992776255189227186e+01,-1.295250950436432902e-02,1.442116489442197835e-01
2.491664814403200623e+01,6.159938663294076377e+01,5.992795510746527299e+01,-1.291309334162704658e-02,6.944892314889163087e-02
2.492776172482773589e+01,6.159924334076098518e+01,5.992814704217310151e+01,-1.287379353201600907e-02,-1.613833787135196818e-01
2.493887530562346910e+01,6.159910048468115207e+01,5.992833835805394926e+01,-1.283460975449912667e-02,-1.335219102079954201e-01
2.494998888641920232e+01,6.159895806341715030e+01,5.992852905713881029e+01,-1.279554168892360622e-02,2.544824180861689905e-02
2.496110246721493553e+01,6.159881607568877371e+01,5.992871914145148793e+01,-1.275658901601417483e-02,2.752380146246196507e-02
2.497221604801066874e+01,6.159867452021972412e+01,5.992890861300860905e+01,-1.271775141737663262e-02,-2.063779467019095648e-01
2.498332962880639840e+01,6.159853339573763265e+01,5.992909747381960983e+01,-1.267902857547298368e-02,-1.025405258046972919e-02
2.499444320960213162e+01,6.159839270094776253e+01,5.992928572592217051e+01,-1.264042016648581068e-02,-1.917783658220834769e-02
2.500555679039786483e+01,6.159825243443384579e+01,5.992947337149946208e+01,-1.260192583134056576e-02,-2.592326641385125224e-02
2.501667037119359804e+01,6.159811259491920055e+01,5.992966041251949605e+01,-1.256354524616654089e-02,-5.968292733176429332e-02
2.502778395198932770e+01,6.159797318115617770e+01,5.992984685090831221e+01,-1.252527809471359888e-02,-4.279466811445596652e-02
2.503889753278506092e+01,6.159783419190011955e+01,5.993003268858698362e+01,-1.248712406147234333e-02,-1.709205467163167347e-01
2.505001111358079413e+01,6.159769562590934555e+01,5.993021792747158116e+01,-1.244908283164214424e-02,-1.171188664872748197e-01
2.506112469437652734e+01,6.159755748194515235e+01,5.993040256947319477e+01,-1.241115409115067791e-02,-2.858104321479850163e-01
2.507223827517225700e+01,6.159741975877180664e+01,5.993058661649793351e+01,-1.237333752664504516e-02,3.179810480197117761e-02
2.508335185596799022e+01,6.159728245515656653e+01,5.993077007044693261e+01,-1.233563282549532403e-02,2.079294556077983941e-02
2.509446543676372343e+01,6.159714556986966016e+01,5.993095293321631800e+01,-1.229803967579456980e-02,-7.922115960856583594e-02
2.510557901755945664e+01,6.159700910168429289e+01,5.993113520669724181e+01,-1.226055776634815686e-02,2.635869854240543292e-02
2.511669259835518986e+01,6.159687304937664010e+01,5.993131689277588237e+01,-1.222318678670397674e-02,-4.058030205569024967e-02
2.512780617915091952e+01,6.159673741172586858e+01,5.993149799333342997e+01,-1.218592642710447649e-02,8.232898968458934874e-02
2.513891975994665273e+01,6.159660218751411520e+01,5.993167851024607273e+01,-1.214877637852396219e-02,-5.805127451256333199e-02
2.515003334074238595e+01,6.159646737552650109e+01,5.993185844538502494e+01,-1.211173633266326988e-02,-1.353788061377677598e-01
2.516114692153811916e+01,6.159633297455111745e+01,5.993203780061653418e+01,-1.207480598193910737e-02,1.102006476149728631e-01
2.517226050233384882e+01,6.159619898337903265e+01,5.993221657780183165e+01,-1.203798501948760702e-02,-1.621305604077079993e-02
2.518337408312958203e+01,6.159606540080429227e+01,5.993239477879718891e+01,-1.200127313916787841e-02,2.158811765378668840e-02
2.519448766392531525e+01,6.159593222562393322e+01,5.993257240545388242e+01,-1.196467003556378472e-02,-5.432944766488445598e-02
2.520560124472104846e+01,6.159579945663795542e+01,5.993274945961820066e+01,-1.192817540397328457e-02,-2.424580123932758985e-02
2.521671482551677812e+01,6.159566709264933593e+01,5.993292594313145116e+01,-1.189178894041731382e-02,4.557020507463090814e-03
