M,r,m,v_orb
7.441951110097578547e+30,3.286531095756842755e+06,2.326866343260671837e+28,1.230547798301889747e+07
3.539259375452430023e+30,1.944618866360085085e+07,3.116908728661517324e+28,3.500262447094551288e+06
2.022359549965708861e+30,7.539887916815103032e+06,6.155980409110815600e+26,4.231538841190399602e+06
2.218834560822971032e+29,1.740146904725428671e+07,7.383643558786988243e+28,1.064996267920058686e+06
7.525662191825841086e+29,7.763259647577558458e+07,1.310469336210928995e+26,8.044136108652682742e+05
1.483812141222323687e+30,3.954623622594833374e+07,3.733113468141108373e+28,1.602206876001886558e+06
6.366473140997480725e+29,4.733641431510544382e+06,4.364225855555236599e+26,2.997826285603797063e+06
6.105770440047842518e+30,3.452855674663995951e+07,2.108037067631579512e+26,3.435117348549217917e+06
1.263496745439635786e+30,6.016995289137160033e+07,8.674917670420779253e+27,1.187878289153136779e+06
1.506976829578890152e+29,3.218774712740198243e+06,2.134677005249043008e+26,1.770155060882243328e+06
5.632133189664555948e+30,2.943962515287831053e+07,7.835574394381172860e+28,3.597668057215619367e+06
4.193869006265667312e+29,3.554025916000076104e+06,6.409449568344994502e+28,3.014753895887860563e+06
2.203645596433369096e+29,2.274855863915324211e+07,5.847350123510809463e+26,8.051307607255192706e+05
1.930902776659107831e+30,7.234104102915373631e+06,1.837709924219671849e+28,4.240679840725556947e+06
4.129972558685726750e+30,4.631633575613801181e+07,2.730587217809266236e+26,2.439461079439113382e+06
3.807229156065382064e+29,1.187982400228744186e+07,3.212431415070340852e+27,1.468697896915143356e+06
9.435592654527071154e+29,1.932561132092569023e+07,1.173909453496987084e+26,1.805240209195821313e+06
8.629046225968941277e+30,8.599875879526125267e+06,9.204920928599028403e+27,8.183915356036735699e+06
7.654611284195933043e+29,2.352945936294768378e+07,1.091003241381178302e+28,1.483951949441099074e+06
5.573233807046550054e+29,8.393646472246633843e+06,8.824911749530042959e+28,2.265794099482574966e+06
1.261373640255507730e+30,5.914171098658327013e+06,6.131935975585279998e+27,3.782357789650856052e+06
2.595139712617437742e+30,1.147915478344880790e+07,3.762652188031965537e+28,3.912139420593477320e+06
1.934020769840124329e+30,5.696855210458976217e+06,1.199824806307505388e+28,4.774932770318374969e+06
1.165178097523618916e+29,8.044888271309340373e+06,7.429026709069524393e+28,1.258282881811504252e+06
7.574061480302149118e+30,5.269333393844294362e+06,2.211691418488889510e+26,9.789383642234537750e+06
8.261136019725062668e+29,2.067966999083559588e+07,2.238719320385616926e+27,1.635034043887961190e+06
2.561190798064247604e+30,6.610161319677350111e+06,2.253322136491469857e+26,5.085198814336670563e+06
1.575156700091849225e+30,6.755234016011119820e+06,1.608939185637478189e+26,3.945226334069978446e+06
2.130386963958552715e+29,4.657870408821796067e+06,5.816899761935488524e+28,1.971920580901853973e+06
9.760733472754189054e+30,6.344469479023654945e+06,1.120959082516940878e+28,1.013198128956118599e+07
3.751763353462508314e+30,6.963787517188516445e+06,5.581763814215029638e+28,6.039927520451523364e+06
2.215383518528624426e+30,9.479281512451639771e+07,4.370035306755566584e+27,1.250122236557406373e+06
3.462518673122636196e+29,3.057579510908108205e+07,4.367529572132664975e+27,8.748285254013091326e+05
2.415144347406515011e+29,3.198539315917847678e+06,2.043734147891409613e+28,2.339525635213105939e+06
1.511058760513994215e+29,1.729853331410947815e+07,1.083702113915709922e+27,7.662838781251533655e+05
1.303988889318377174e+30,6.166894794941762090e+07,6.632463928399601905e+27,1.190951821662561735e+06
2.643639042928649073e+29,4.117582890569171309e+07,3.851998305485726367e+26,6.550727647741141263e+05
6.947485643908432715e+29,4.076533878021731041e+06,1.377294050676744513e+26,3.374109209260783158e+06
3.327337583477417842e+30,4.636365352913367748e+07,1.062061655070003048e+27,2.188800428123944905e+06
1.633571936641375789e+30,4.959074950526431203e+07,1.155279900738639802e+26,1.482759141187065747e+06
4.315392596303363492e+29,8.226824192507861182e+06,1.087033144636130636e+27,1.873565500629505841e+06
1.533485976458359185e+29,5.555739760586811602e+07,2.677563889115436706e+27,4.329335611090235179e+05
4.133830477788196210e+29,1.109962126345158368e+07,9.410615717412490318e+28,1.746907275002663955e+06
2.480893679922467651e+29,4.433862645738351159e+06,2.984574742612623428e+28,2.046094937487304443e+06
1.231777306226660161e+30,1.829551767387981340e+07,2.405471182236006120e+27,2.121797514384920709e+06
6.995311107726764284e+29,1.674747463545865007e+07,2.986980183589032554e+28,1.704916436071382370e+06
5.219212124369857070e+29,1.886545319787473604e+07,3.264174304714489487e+28,1.400674969340759795e+06
5.925703160761949703e+29,1.209015929933513887e+07,5.373025196064846895e+28,1.888881814680333715e+06
6.546124783730941018e+29,4.820327438670355827e+06,2.373103938308977244e+27,3.016754975468566176e+06
7.119151098590402063e+29,7.353795736891646869e+06,1.922224110896296421e+27,2.545503830620771740e+06
4.510934118962760400e+29,7.686197171944065392e+07,1.949981773294213947e+26,6.259844750886968104e+05
3.306513834204388312e+30,4.732264870350445807e+07,2.465010651991378299e+28,2.167410314626723062e+06
1.143784336463165179e+30,1.119805092829823494e+07,5.714180563630968187e+28,2.675354263538327999e+06
1.053378404779780422e+29,6.280544831865981221e+06,4.117201528299418237e+26,1.060259640301074833e+06
6.626932850112483535e+29,5.121843469823620282e+06,3.805688415853892434e+28,3.022417020584611688e+06
2.818395824590232155e+29,1.282241993746570311e+07,1.453903671304956616e+27,1.214341650460152654e+06
1.551998024978403604e+30,3.476059091778219212e+06,6.189468567427728165e+27,5.471680949819067493e+06
4.772641250745414628e+30,4.440960264227034152e+07,3.430716381082024174e+28,2.687602549008295406e+06
3.067141109716251300e+30,6.566289488279362768e+07,1.641529747732925554e+27,1.766060632724138210e+06
1.762034031363741416e+29,7.602846377273156308e+06,6.759677884172084730e+26,1.246218869715457084e+06
1.002314418377933347e+30,5.158789247633554041e+07,1.277308639048842940e+27,1.139447366222819546e+06
8.531574880646834490e+29,4.194950926704823971e+07,5.495300019890250948e+28,1.201976387875198619e+06
7.571358789418529171e+29,1.724771446459509432e+07,5.793066597402979528e+27,1.718184121971851913e+06
5.471648726614735968e+29,6.953583632976323366e+07,3.901270469153822031e+28,7.500705794206470018e+05
2.362613593352625537e+30,1.656303383863294870e+07,3.640016526303909098e+28,3.108972596957554109e+06
1.751362651685242652e+29,1.636198687749685161e+07,3.568142937483875639e+28,9.273382816576717887e+05
1.258286890657346459e+29,1.560978261714448594e+07,8.271043624789875302e+27,7.572164621253558435e+05
1.936198656550068929e+30,7.946561969986504316e+07,8.816767059362983328e+27,1.278084626857994357e+06
2.518091714225591259e+29,5.985587029162661172e+06,2.442512364942427215e+27,1.684039852089477703e+06
5.215338367656322371e+29,2.147281493092273548e+07,1.854633462408084086e+27,1.275445411390491761e+06
6.984239500494077752e+30,4.369451610255737789e+06,2.631977334805928019e+27,1.032534535067420080e+07
1.922187769542427619e+29,1.877207558259660751e+07,9.932013166667916809e+28,1.018103621243656497e+06
5.007034991063229114e+30,4.513587659190937877e+06,8.463925324906518738e+27,8.609552356951264665e+06
6.478987444093428722e+29,4.453584194897638634e+06,2.239871635070547996e+28,3.170304830570367631e+06
2.418169191614559817e+29,5.093063663257391192e+06,6.309270043034934651e+27,1.803656790596329374e+06
9.327567334453754334e+30,4.797643529508047737e+06,1.303970687737703470e+27,1.138320000693444721e+07
1.641828617802433182e+30,1.142552058286704496e+07,3.059829068720733217e+27,3.099656138605220243e+06
2.782751789208040524e+29,2.394336008366518468e+07,1.357454834018060893e+26,8.809404650557482382e+05
3.363803782391497845e+30,8.167741779803301208e+06,6.013921579119985429e+28,5.288768377042992041e+06
5.508928911873114303e+29,3.418600262699845247e+06,3.335055065042041367e+28,3.379133981808705721e+06
1.160156818002503237e+30,6.143865853937587701e+06,4.639607667496953367e+28,3.620645597860309761e+06
5.165705703171634194e+29,1.810252072020080313e+07,1.518719874057986704e+27,1.382066432661980623e+06
2.123370778021525302e+29,4.285848097890136391e+07,7.548886278511485666e+26,5.760482046683554072e+05
4.527886173167884797e+30,7.428454302141830325e+07,4.178960453863205449e+26,2.016961045500079170e+06
2.590017872149560341e+30,2.216916776278814301e+07,3.507062526877703151e+26,2.792399523815499153e+06
3.320407216311624603e+29,2.603832264014462382e+07,1.155048760988097276e+28,9.384461151496161474e+05
1.135991692784637933e+30,8.989217766934940591e+06,1.927666034475933949e+27,2.906682728782651015e+06
1.060395061953387492e+29,2.084082324678457528e+07,2.588418881169661653e+27,5.898107399870028021e+05
4.893924970888161878e+30,9.842120544667843729e+06,4.770820105890789761e+26,5.759859650575065054e+06
2.783978030309156256e+29,2.449472819422202930e+07,3.958709881705111602e+27,8.771187063223123550e+05
4.124546230968051687e+29,3.004108455268466379e+06,1.887745996605530320e+28,3.097908532082728576e+06
6.043541158949215970e+30,2.671992340839758888e+07,2.040063866305396394e+26,3.884887228465635329e+06
2.472185248913686075e+29,1.366603802139913663e+07,2.533983662760119009e+28,1.153757688234574161e+06
2.253114437461625017e+30,8.569932429078355432e+07,5.299867291813623126e+27,1.326173344685265794e+06
1.289441774675433762e+29,5.236397304003171623e+07,3.427200431152600206e+28,4.560988792910386110e+05
1.394466932692107006e+30,1.504852402799638547e+07,2.398507385476517650e+27,2.488945590445342939e+06
3.469576632332098304e+30,7.143419445781783201e+06,3.606859414141059969e+27,5.695740576835353859e+06
1.358977643218954368e+30,7.378581523910653591e+07,6.301676982591494960e+27,1.111254571451950585e+06
9.754962009682735780e+30,8.055260309657780826e+07,1.520817653288549606e+28,2.844956200977382250e+06
1.519352136421053631e+30,7.074168164035050571e+07,4.956884248411922735e+28,1.216610057841783389e+06
6.932113400842091948e+29,7.963323568670833111e+07,5.170816049937764137e+28,7.901308153033625567e+05
3.908577226511438082e+29,3.962309786845651921e+06,2.417992845121488015e+28,2.645124650914520957e+06
1.849368885376451800e+30,4.619033856390300393e+07,1.717264991375287047e+26,1.634712210546635557e+06
2.757382588688536773e+30,1.575634273224597052e+07,1.079689642618211101e+26,3.417379388667428400e+06
6.545172057971401962e+29,1.148751899742843397e+07,1.274552272329984425e+28,1.968970970222760690e+06
7.962205727028919023e+30,3.570836229444210231e+07,2.730020158069721486e+26,3.857277574835927226e+06
2.374847499156200893e+30,7.793600247415092774e+06,2.409328564739908603e+28,4.532248405023946427e+06
1.656712670615164042e+30,6.611452923935852945e+06,5.160253037099001980e+28,4.152814521542137954e+06
3.796330522760068702e+29,5.727819124961545691e+06,4.750281634631545464e+27,2.116722639935608022e+06
9.270490522506027777e+30,1.221908644086744078e+07,6.770777607352458445e+28,7.139100699137450196e+06
3.055295831418101574e+29,7.545912418346230686e+07,3.763063283805064332e+27,5.230239918367234641e+05
9.708618270250407174e+29,5.085478302340657264e+07,2.026117548906932453e+26,1.128880224450172856e+06
8.302496363529935987e+29,1.404159181225466542e+07,2.902018112727779217e+28,2.020933044751932612e+06
8.716053389847829770e+29,4.069266992696939409e+07,2.235082061478553200e+28,1.210848770348884864e+06
5.265916376192636723e+29,3.665895889581946284e+07,1.437561464815372960e+27,9.804624292210800340e+05
2.665057639455575312e+30,3.298442117098265328e+06,1.990622147451983814e+28,7.372445156431823969e+06
4.264804007305510317e+30,3.776376958886345476e+07,3.879965695679723869e+26,2.745362462152919732e+06
1.866975833443121225e+29,6.820210483647921123e+06,3.537536507732159278e+26,1.353125294523603749e+06
1.206731570504857085e+29,2.928820718283491209e+07,5.260650091213359356e+27,5.356988007274529664e+05
7.746062594475216726e+29,8.300176026835209690e+06,1.515907829486404322e+27,2.498268970368094277e+06
9.979631334911128136e+30,2.659688349524367601e+07,1.064503127409372420e+28,5.005878526193539612e+06
2.157456538860171843e+30,9.841623473626847565e+07,4.694642050989524228e+27,1.210870756902232533e+06
1.657267055700668592e+30,6.820483549213214777e+06,1.813566078823050302e+28,4.049079967213375494e+06
7.832184635140425443e+29,1.650671498276365176e+07,5.623349077975896537e+27,1.785904424288286595e+06
3.930477905715965998e+30,4.301130434675407410e+07,8.862465156850635046e+27,2.472254661787400022e+06
1.351899506804200079e+29,1.060708202119138837e+07,6.614798208630550533e+26,9.245983437884669984e+05
1.717794441015586946e+30,3.516996972105009109e+07,2.707342754531502032e+27,1.806864090070246486e+06
4.255702785944112878e+30,7.082117661600731313e+07,4.149682410248313571e+28,2.012289265899384394e+06
5.324971484746394156e+29,1.990868836682539061e+07,4.354597233507829650e+26,1.336625283856361639e+06
7.959759885823668342e+29,6.070852810342402756e+07,1.398448700400872935e+27,9.362613945741708158e+05
4.030806431194123436e+29,6.301079490307284892e+07,3.533552903342738641e+28,6.814408712429569568e+05
8.173038923085062006e+29,2.630150597981966287e+07,6.743403948299786651e+26,1.440691051562308101e+06
2.069940537209747156e+30,4.943665130252380669e+07,8.707543039496635948e+27,1.675136755371370120e+06
1.001742661900525542e+29,4.553125895477042533e+06,5.193047628459667460e+26,1.215320665585902520e+06
1.212980496287823102e+29,9.217371499785367399e+06,4.040823320418328695e+27,9.527250836800385732e+05
1.107150999344455221e+30,5.229448496012961119e+07,1.419285201859574436e+26,1.188755363307199674e+06
2.500808366487870495e+29,1.314559511574782617e+07,5.366911897368306101e+27,1.138854550505807856e+06
2.792255886695889279e+29,4.050181929412282258e+07,1.482679593831572609e+27,6.801171964247605065e+05
7.524902037661665153e+29,1.554374329679778777e+07,8.333000517436643750e+27,1.807419400219189702e+06
1.282896111864820667e+30,2.989544377101453766e+07,2.107987432566883079e+28,1.706155696009861305e+06
3.053842758621859882e+30,2.277598743068257347e+07,1.823694675061480458e+26,2.991332176241411362e+06
2.512534989658540999e+29,3.491802239712929819e+06,2.455808752249952093e+26,2.193744562103960197e+06
5.436043194434486699e+30,8.394044959136284888e+06,1.818341021932384275e+28,6.583602037493789569e+06
4.957030987822176557e+30,5.232598797381862067e+06,9.799296647642732016e+27,7.957263053678913973e+06
1.437528451027257294e+30,2.231017624891079217e+07,8.130422928232063369e+28,2.131510741364313755e+06
1.827676735498640097e+29,1.677064304392573796e+07,6.412850738940707229e+27,8.676916149250699673e+05
7.360874520307625000e+29,1.672630760082410835e+07,1.615567166139683498e+26,1.713982646762053715e+06
1.352350179595940844e+29,4.377687479083715938e+06,1.929368002196506244e+28,1.535457223165211966e+06
8.580728980851035662e+30,2.333852355036251619e+07,2.016491580958557246e+28,4.958442031206021085e+06
2.024469455585624474e+29,5.709225718851252459e+06,4.183891558383455464e+28,1.690226821641067276e+06
5.709710849628368830e+30,8.671922253255808353e+07,3.595029090516641614e+28,2.102761056169310585e+06
1.123561006919311714e+30,4.616116526630032063e+07,1.940212894314203285e+26,1.274636013217084110e+06
4.288722908565484693e+29,3.128800584055914730e+07,3.925078834292630731e+27,9.608298290136976866e+05
1.446493392655673418e+29,6.072434351994284429e+06,5.198930840370322890e+27,1.283571620936558116e+06
1.348455812101005419e+30,3.162964299540575594e+06,8.830663638353285925e+28,5.508846027535958216e+06
6.119805643934621459e+29,1.824220888373132050e+07,8.413749736908984192e+26,1.497349613043115474e+06
1.726030680113425562e+29,4.347545299450415187e+06,4.494145550959423895e+27,1.649451554619982373e+06
1.452792354922235622e+29,2.924319829975258932e+07,1.067906394689456757e+26,5.760293426935300231e+05
8.701217130999617133e+29,8.424294644808080792e+07,1.679065746979574619e+28,8.382327869651437504e+05
1.870200946463200997e+29,4.918825220619302988e+07,6.988500700575617447e+26,5.046809178550780052e+05
3.421769531913672079e+29,6.444871009853506088e+07,2.807525238730051341e+28,6.192047988414019346e+05
9.150211987737433087e+30,1.517614383758424409e+07,1.494392610183046991e+26,6.341613458050425164e+06
2.592479385233790811e+30,6.630087751027715392e+06,8.044558957790583345e+26,5.109024408794134855e+06
2.796603223394768747e+30,3.439078794333143625e+06,6.059604087345596190e+27,7.376254810644638725e+06
8.972095865304263037e+30,8.609249877257293090e+06,1.765054094410282440e+27,8.336655163752078079e+06
2.340467631775744098e+29,9.217834539352899790e+07,3.718061555564814262e+28,4.431443123609582544e+05
6.278372664259048924e+30,6.464159681493829004e+06,1.846029286385088047e+26,8.048406069630558603e+06
1.458759052786371601e+29,9.807329971820332110e+07,4.024580919478030869e+27,3.193884501696333173e+05
2.268659542574264812e+30,7.153073750658620894e+07,1.187372167760710781e+26,1.454908706656197552e+06
3.567886396437827046e+29,2.025541764630217478e+07,2.561081943921400328e+26,1.084644710679395823e+06
4.804810312633755362e+30,6.737153112646698952e+06,1.362050280770517858e+26,6.897605507562885061e+06
6.444920647378540318e+30,3.320269120424253494e+07,1.182905608498295420e+28,3.602213365042572375e+06
1.123315791499906136e+30,1.541482370870949700e+07,2.275092259870855640e+28,2.227536609117208514e+06
6.051457413978562591e+29,7.937229464592238888e+06,3.062155852710752927e+27,2.261611036984229926e+06
5.173661636161679746e+29,5.908204355124101788e+07,3.527833738194602945e+26,7.647353951110870112e+05
7.605853597875475944e+30,1.539570838266035169e+07,7.231372205319671262e+28,5.767880653124160133e+06
5.227392845904567480e+30,4.562256594923665375e+07,2.710517075038782456e+28,2.772315881688377820e+06
5.564840514129898874e+30,9.171562046561974287e+07,1.734563364798299064e+26,2.012288695211229613e+06
2.245639915308139887e+30,3.115794307642599102e+06,3.799522195947146045e+27,6.943952175261219963e+06
1.089713806842420721e+29,3.068326721158589795e+07,8.014753458865922223e+27,5.044429950894938083e+05
7.397054174255101978e+29,3.342096145117859356e+06,3.215607215184197078e+28,3.928178328083246015e+06
6.968404650290639493e+30,1.963692732400079444e+07,3.320545572380458940e+28,4.877282302585062571e+06
1.520129986713660917e+29,6.011097268660104834e+06,7.356007139508817835e+28,1.582864931314736838e+06
5.319651167363797139e+29,8.163716299398027360e+07,2.085734013789532482e+26,6.595910616532233544e+05
6.537746126305617852e+30,6.654348983534092084e+06,2.500022704868281642e+28,8.109963580859642476e+06
3.652118237194136183e+29,7.041378725413448177e+06,1.234657626361682075e+27,1.863900249244548846e+06
3.625684439490874231e+30,6.087009641525188833e+07,8.896384215474915037e+28,2.018070934516002657e+06
3.818582566452896998e+29,6.894100212748658657e+07,1.340382874398585393e+27,6.090677860110822367e+05
6.969042198278129928e+29,3.552050016156256199e+07,6.928607220009328103e+26,1.144863548847535159e+06
2.283956332522853628e+29,6.582723912505505234e+07,1.746064180153510045e+26,4.813932929599529016e+05
5.791495853948307451e+30,8.236732800560723245e+07,2.426697095720850758e+26,2.166224972853825428e+06
7.364856003255504094e+30,3.917414841644033324e+06,1.019614335876973832e+28,1.120296048361446895e+07
1.920996334793700099e+30,9.438526583572672680e+06,1.431302879991755760e+28,3.699163475364116952e+06
5.977915275082069607e+30,8.055661932863139547e+06,3.060965507447620109e+28,7.053376107196656056e+06
5.485057604726402129e+29,3.830707127665997297e+07,1.696192712706394928e+28,9.925588800167791778e+05
9.855492048570899064e+30,4.227437659661424905e+07,1.214282363940619042e+27,3.944262681654056069e+06
4.690250067545298105e+30,5.118588383008407429e+06,1.589250175103460072e+28,7.831646497945803218e+06
2.817355054002668960e+30,7.668970979713034630e+07,3.001652815755664547e+26,1.565886019878837513e+06
1.370219977660681683e+29,5.277315500203861855e+06,1.305976821686212371e+28,1.378037959565497003e+06
6.341006514014502689e+30,3.738485180958982557e+06,1.644160889039901092e+28,1.064900344650606439e+07
4.647928070650957552e+30,1.763873022063213959e+07,2.236147924319939633e+27,4.194114775649543852e+06
4.858722036685911618e+29,3.034952949459059164e+07,3.345350203244771145e+27,1.037212637666280381e+06
9.100915440561859354e+29,3.850050337249396369e+06,2.198164432694183051e+28,4.021122954978377093e+06
1.420985616093647336e+29,3.662819937270346563e+06,1.843377994425576422e+28,1.711196361757989274e+06
3.963057160526974519e+29,5.463942697561244480e+06,9.228899854326689967e+26,2.203189341216173954e+06
6.192830571263617707e+29,3.944186766898082942e+07,1.301701710301749696e+26,1.023771178477413021e+06
5.716581437695071763e+29,2.850780448033244535e+07,1.092604175646041235e+27,1.157959061125541106e+06
3.487142025031735633e+30,5.711394155567578971e+07,1.855542487865465381e+27,2.019103577355740825e+06
6.156609548688266776e+30,7.657009672052256763e+06,2.240831739900342610e+27,7.324438089071221650e+06
6.940409751937478127e+29,3.484777013749133795e+06,1.618751717628631104e+26,3.648116342014499474e+06
2.121127910751952915e+29,4.861020343441290781e+06,9.301231433986735869e+28,2.047366532131583896e+06
6.484031465143724646e+30,1.801030335327021405e+07,1.291958296094199180e+28,4.905805538889645599e+06
1.937321878400337919e+29,6.383097143314767629e+06,1.162693917113839281e+28,1.465571349616199732e+06
1.646314728585648925e+30,3.366452627220790088e+07,1.580117294135750797e+28,1.815216977805763017e+06
1.084924614861553118e+30,5.104518464136171341e+07,3.139204003468266860e+26,1.191171856870084302e+06
6.306883717223287090e+29,9.872364566821627319e+07,1.035791830448052105e+28,6.583032412336777197e+05
1.951925720293030506e+29,2.136429896141848713e+07,3.635322543659226666e+26,7.816087139461833285e+05
1.672434583120865999e+30,9.064844487625883892e+06,9.141308368615277540e+26,3.509951821159213781e+06
7.068667949023501561e+30,3.617494429540782236e+06,6.659605248048932888e+27,1.141926252533529326e+07
3.041393032560068805e+29,8.866307047666540742e+07,1.090140009603453207e+28,4.869727239087346825e+05
7.840574081159462680e+30,7.132068642326767556e+06,1.113871023632863923e+27,8.562253497945655137e+06
1.112713270079751553e+30,5.553517708538943902e+06,1.401440263483132051e+26,3.657506607431426644e+06
2.643074876971567227e+30,3.330025946002442390e+06,5.283548495450434704e+28,7.352304513632394373e+06
1.082046715162532329e+30,1.867990158336297423e+07,2.973389715655242643e+28,1.993015520000553224e+06
2.127399640376624761e+29,4.927232927944210358e+06,2.647652788462335852e+27,1.708541767108470434e+06
1.456944022218853350e+29,4.266487132224118337e+06,6.454563808470631396e+28,1.814204341993986163e+06
1.170317402399377182e+29,1.353226276602409780e+07,3.375088886962098412e+28,8.623811207499052398e+05
1.236782732069493104e+29,1.234530030172833428e+07,2.416130807320792073e+26,8.185245741751305759e+05
7.884148613614220084e+29,7.354162766870698333e+07,1.028677557061192446e+26,8.459218108191650826e+05
4.969305111640757626e+29,3.946024126905196812e+06,3.149060615939362276e+27,2.909453431507615373e+06
2.708037714381948934e+30,9.691533338466903195e+06,3.278954978772334382e+26,4.318347420199356973e+06
6.361575455618154077e+29,2.231080971932953969e+07,2.414179862522662145e+27,1.382101455117360922e+06
9.466607208830181201e+29,2.228961994815455377e+07,1.439050984561758990e+27,1.684864863254112890e+06
1.863133539650679280e+29,2.481165601049438864e+07,2.944636338121643904e+27,7.135030141254112823e+05
2.743753329210977556e+30,3.553997995883169770e+07,1.164611483224641568e+28,2.274629670673489571e+06
4.087008927893647036e+29,8.715329502881103754e+07,6.260091093718750343e+27,5.637079016005174490e+05
3.366668473131366360e+30,5.078617834756179713e+06,7.894853392890682580e+27,6.658784720214249566e+06
2.332356828038890780e+30,4.131248511469407473e+06,4.649995301106835916e+26,6.139703398166593164e+06
1.933382409014561062e+30,8.562628048573382199e+06,4.272111784964895761e+28,3.924498871953570284e+06
1.066349705320398696e+29,6.360162007895652205e+07,2.059147081786434536e+26,3.348329202550420305e+05
4.294858093429756572e+30,4.626291751108989120e+06,1.597476549785276679e+26,7.870214159271673299e+06
1.727716375206807318e+30,1.880794947015680373e+07,4.998682018169256729e+28,2.511533589271183126e+06
1.633529561734069488e+30,7.595758654275104403e+06,1.601264740728158270e+26,3.788756818253841251e+06
4.693368005165007432e+30,2.609579217596744001e+07,2.678325084810414648e+28,3.474138224550517742e+06
2.632962765444470434e+29,4.435440718519536406e+07,6.834255209480365530e+26,6.302461460272666300e+05
1.538535815638300264e+30,1.697787777394980192e+07,4.316901147123764499e+28,2.493466281450786162e+06
8.868466862310851281e+30,3.957817470805693418e+07,3.095888074914179803e+26,3.866739805407308973e+06
4.566364660551409301e+30,6.209361692895007133e+07,1.083992062241462939e+28,2.217955562687304802e+06
6.914650807247622954e+30,7.772827350414899178e+06,7.007857140636613482e+28,7.741355497801806778e+06
1.114783363659344231e+30,1.400329329172019847e+07,7.364379773309314661e+27,2.312599261870792601e+06
1.418982248050638474e+29,2.303928414493710175e+07,1.048777720410744994e+26,6.413752158441176871e+05
2.114177454054240839e+30,8.462932877548288554e+06,1.989328709105931521e+27,4.085005450965269934e+06
4.532527693978872724e+30,2.321066259115879238e+07,1.341562318597193620e+27,3.610294552927724551e+06
3.740952674636074742e+29,3.027712460537981242e+07,2.992300144883653502e+28,9.437062980097973486e+05
8.335396850559865769e+29,8.415900089568707347e+07,6.207192875645182399e+27,8.160468238913702080e+05
3.689019893169416184e+29,3.599843009870430827e+07,3.744081018348923350e+27,8.311886957404365530e+05
2.291297852667209139e+29,1.317268441610836051e+07,2.127626427586145116e+27,1.082476186602334492e+06
5.075932452964423595e+30,4.117173429786334746e+06,5.029514741527953013e+26,9.069150650720940903e+06
2.275384725743396767e+30,4.754756624018424191e+06,9.545939627657679398e+26,5.652957270374298096e+06
1.187043895409276424e+30,6.333532159893517941e+07,1.099207012503492817e+28,1.123573060557735385e+06
4.540313194793084327e+30,7.629038913536381721e+07,2.887800973107534996e+27,1.993541706431546248e+06
3.104094304043255530e+29,6.945853473882524669e+07,3.082385844602398008e+27,5.488365057211357635e+05
2.230070766776393816e+30,6.358519783771137707e+06,3.599777384801515198e+28,4.876938835965260863e+06
7.932883236998369672e+30,1.814690832235518470e+07,7.546649339618548942e+27,5.402787871160682291e+06
4.125435083404276347e+30,1.396480344269450009e+07,2.617371478347380141e+28,4.453783842733450234e+06
2.528345063490913671e+30,2.458035743910799176e+07,3.346413189952131837e+28,2.637259736985967960e+06
5.195186510456510920e+30,1.108582940810154751e+07,1.000223091976396164e+28,5.596807484697663225e+06
4.722742659669911939e+29,8.975417486867040396e+07,1.064155811551764526e+27,5.932678071962743998e+05
5.233112279969815444e+29,1.380607814576913603e+07,8.315958609662641636e+28,1.712264331492443336e+06
1.045542124931343308e+29,6.107224631931512058e+07,5.658721679774233916e+28,4.196383966027357965e+05
2.443581736402082090e+30,8.264860699634442106e+06,1.037224601594023599e+28,4.451277748585017398e+06
5.301697492008717464e+30,3.135016203246859834e+06,8.145889412730717658e+28,1.070319497302402370e+07
6.923122172009819438e+29,2.675565690165441111e+07,7.963681996087012394e+28,1.387643476353752660e+06
5.865939971993821226e+30,2.768899411015206575e+07,1.412698255719118534e+26,3.759815633773638867e+06
4.462968030375859617e+30,9.430582715712906793e+06,5.032678199963092811e+28,5.650577209713988937e+06
3.422430493627369430e+30,4.374190687190117314e+06,1.608290619257985666e+27,7.227605222792342305e+06
5.333839570139195148e+29,6.119468011438599788e+06,6.765790683862570551e+28,2.560675269052896649e+06
3.766765676801777037e+30,8.403786374243741855e+06,3.493228345339322703e+26,5.468871427673985250e+06
1.688837659955202527e+30,2.523099965594372153e+07,3.616296470285543166e+26,2.113757898159451783e+06
8.056671340669436042e+30,1.366271758534133993e+07,4.492230609584677625e+27,6.273330878213627264e+06
1.934790932569079117e+29,4.111798144278104603e+07,1.893671550417172838e+27,5.631317417718733195e+05
3.902985140185391762e+30,2.428169997771864012e+07,2.220437199319114876e+28,3.284358184541868046e+06
7.549758494218410614e+29,1.061525257751266286e+07,1.205373174176330089e+26,2.178917724899356253e+06
3.214356236296218309e+29,4.002300348235229403e+07,1.643238386808283228e+27,7.339941962085877312e+05
1.155069963952306972e+29,8.902041286712613702e+07,3.853399114107913656e+28,3.398337777499394724e+05
7.208260558470524943e+30,2.024167907297759503e+07,1.382452916405066942e+26,4.874286306087152101e+06
1.213627701154226120e+29,4.960144835771833360e+07,1.116374021214905690e+26,4.042863226066865027e+05
5.320723906788212492e+30,3.458396555390949547e+07,6.979752893737810018e+28,3.225051117715241387e+06
5.794584958313417836e+29,9.133159880045297742e+07,2.747002169379013736e+27,6.522582457671043230e+05
6.172987097929493797e+30,5.192509583480508998e+06,6.440806665310791133e+28,8.950331341752123088e+06
4.240064421106839190e+29,1.375388406858373806e+07,3.250741589102350946e+27,1.439908413549368968e+06
