t,R,C,dR_dt
4.414882976595319519e+01,1.891580447420045050e-06,4.550279966473978810e+00,2.158859111609728410e-07
4.416883376675335171e+01,1.896001901594279319e-06,4.523054614043727994e+00,2.261745052798143725e-07
4.418883776755351533e+01,1.900629322440122682e-06,4.495992156317267785e+00,2.364787741324048653e-07
4.420884176835367185e+01,1.905463058583346978e-06,4.469091618277304612e+00,2.468018253899111454e-07
4.422884576915383548e+01,1.910503505848535237e-06,4.442352030357390014e+00,2.571467459095849485e-07
4.424884976995399199e+01,1.915751135357731898e-06,4.415772430585628072e+00,2.675166062655749774e-07
4.426885377075415562e+01,1.921206479262353442e-06,4.389351862571712282e+00,2.779144614769074627e-07
4.428885777155431214e+01,1.926870129562691279e-06,4.363089375387951385e+00,2.883433525538837211e-07
4.430886177235447576e+01,1.932742738107927628e-06,4.336984023569194768e+00,2.988063081223780642e-07
4.432886577315463228e+01,1.938825016596119849e-06,4.311034867112907953e+00,3.093063460222328032e-07
4.434886977395479590e+01,1.945117736574216111e-06,4.285240971479095329e+00,3.198464748801622220e-07
4.436887377475495242e+01,1.951621729438040151e-06,4.259601407590378308e+00,3.304296956573232761e-07
4.438887777555511605e+01,1.958337886432306511e-06,4.234115251831919835e+00,3.410590031719585355e-07
4.440888177635527256e+01,1.965267158650604030e-06,4.208781586051496326e+00,3.517373875972710380e-07
4.442888577715543619e+01,1.972410557035414474e-06,4.183599497559427505e+00,3.624678359349198391e-07
4.444888977795559271e+01,1.979769152378091784e-06,4.158568079128645678e+00,3.732533334642940203e-07
4.446889377875575633e+01,1.987344075318884524e-06,4.133686428994626461e+00,3.840968651679501311e-07
4.448889777955591285e+01,1.995136516346912162e-06,4.108953650855459827e+00,3.950014171333657429e-07
4.450890178035607647e+01,2.003147725800189636e-06,4.084368853871777283e+00,4.059699779313879502e-07
4.452890578115623299e+01,2.011379013881587996e-06,4.059931152664078446e+00,4.170055399758807047e-07
4.454890978195639661e+01,2.019831756340210484e-06,4.035639666300588679e+00,4.281111024505438265e-07
4.456891378275655313e+01,2.028507383747611112e-06,4.011493520000536606e+00,4.392896697776451483e-07
4.458891778355671676e+01,2.037407381813275038e-06,3.987491845102580257e+00,4.505442528652547189e-07
4.460892178435687327e+01,2.046533298338145818e-06,3.963633777888674548e+00,4.618778722879890454e-07
4.462892578515703690e+01,2.055886743214654202e-06,3.939918459584002441e+00,4.732935595872087848e-07
4.464892978595719342e+01,2.065469388426688488e-06,3.916345036357042453e+00,4.847943585490163375e-07
4.466893378675735704e+01,2.075282968049623324e-06,3.892912659319500257e+00,4.963833264604165078e-07
4.468893778755751356e+01,2.085329278250291752e-06,3.869620484526377524e+00,5.080635353437861323e-07
4.470894178835767008e+01,2.095610177287008925e-06,3.846467672975912411e+00,5.198380731700041970e-07
4.472894578915783370e+01,2.106127585509562793e-06,3.823453390609604874e+00,5.317100450504105760e-07
4.474894978995799022e+01,2.116883485359202668e-06,3.800576808312240651e+00,5.436825744078638095e-07
4.476895379075815384e+01,2.127879921368665053e-06,3.777837101911834861e+00,5.557588041271806181e-07
4.478895779155831036e+01,2.139119000162142308e-06,3.755233452179697284e+00,5.679418976850969118e-07
4.480896179235847399e+01,2.150602890455316104e-06,3.732765044830365753e+00,5.802350402601147325e-07
4.482896579315863050e+01,2.162333823055323968e-06,3.710431070521673647e+00,5.926414398223225845e-07
4.484896979395879413e+01,2.174314090860790621e-06,3.688230724854681952e+00,6.051643282035654467e-07
4.486897379475895065e+01,2.186546052562382364e-06,3.666163208221528969e+00,6.178069632573703185e-07
4.488897779555911427e+01,2.199032157230609069e-06,3.644227724993031714e+00,6.305726373626650953e-07
4.490898179635927079e+01,2.211774891931483634e-06,3.622423485806281818e+00,6.434646628289686890e-07
4.492898579715943441e+01,2.224776806609874523e-06,3.600749706165828457e+00,6.564863803041760115e-07
4.494898979795959093e+01,2.238040522740521766e-06,3.579205606049543853e+00,6.696411625222465672e-07
4.496899379875975455e+01,2.251568733328072954e-06,3.557790409908565099e+00,6.829324154576805023e-07
4.498899779955991107e+01,2.265364202907045126e-06,3.536503346667353220e+00,6.963635794587548799e-07
4.500900180036007470e+01,2.279429767541863730e-06,3.515343649723634112e+00,7.099381303599271783e-07
4.502900580116023121e+01,2.293768334826824511e-06,3.494310556948456714e+00,7.236595805735087185e-07
4.504900980196039484e+01,2.308382883886131198e-06,3.473403310686133949e+00,7.375314801610088758e-07
4.506901380276055136e+01,2.323276465373856967e-06,3.452621157754304448e+00,7.515574178842339345e-07
4.508901780356071498e+01,2.338452201473984254e-06,3.431963349443869937e+00,7.657410222365391135e-07
4.510902180436087150e+01,2.353913285900363245e-06,3.411429141519055186e+00,7.800859624543250298e-07
4.512902580516103512e+01,2.369662983896755078e-06,3.391017794217352055e+00,7.945959495091455792e-07
4.514902980596119164e+01,2.385704632236787798e-06,3.370728572249572785e+00,8.092747370805337463e-07
4.516903380676135527e+01,2.402041639224000825e-06,3.350560744799797597e+00,8.241261225098926285e-07
4.518903780756151178e+01,2.418677484691800060e-06,3.330513585525427089e+00,8.391539477355511998e-07
4.520904180836167541e+01,2.435615742525600203e-06,3.310586372100370323e+00,8.543621083235301689e-07
4.522904580916183193e+01,2.452860088171386857e-06,3.290778386376300713e+00,8.697545573888981605e-07
4.524904980996199555e+01,2.470414226504269876e-06,3.271088915767890626e+00,8.853352805365670920e-07
4.526905381076215207e+01,2.488281948240619736e-06,3.251517251793752283e+00,9.011083170282381030e-07
4.528905781156231569e+01,2.506467132377928574e-06,3.232062690020457207e+00,9.170777618187661687e-07
4.530906181236247221e+01,2.524973746194759788e-06,3.212724530062589956e+00,9.332477666974370471e-07
4.532906581316263583e+01,2.543805845250798860e-06,3.193502075582695721e+00,9.496225414071040542e-07
4.534906981396279235e+01,2.562967573386802112e-06,3.174394634291332729e+00,9.662063547412877957e-07
4.536907381476295598e+01,2.582463162724647949e-06,3.155401517947019396e+00,9.830035356196831231e-07
4.538907781556311249e+01,2.602296933667284768e-06,3.136522042356287177e+00,1.000018474142167334e-06
4.540908181636327612e+01,2.622473294898785166e-06,3.117755527373628599e+00,1.017255622621744145e-06
4.542908581716343264e+01,2.642996743384289193e-06,3.099101296901547897e+00,1.034719496596517462e-06
4.544908981796359626e+01,2.663871864370062794e-06,3.080558678890511271e+00,1.052414675821123748e-06
4.546909381876375278e+01,2.685103331383439363e-06,3.062127005338996621e+00,1.070345805237682079e-06
4.548909781956391640e+01,2.706695906232878192e-06,3.043805612293442486e+00,1.088517595926719286e-06
4.550910182036407292e+01,2.728654439007903480e-06,3.025593839848301769e+00,1.106934826038103628e-06
4.552910582116423654e+01,2.750983868793362752e-06,3.007491032136516029e+00,1.125602341999680344e-06
4.554910982196439306e+01,2.773689292287635372e-06,2.989496536536946358e+00,1.144525088160498306e-06
4.556911382276455669e+01,2.796775872142611749e-06,2.971609705133290813e+00,1.163708069952220376e-06
4.558911782356471321e+01,2.820248833185571069e-06,2.953829894432492331e+00,1.183156352899413693e-06
4.560912182436487683e+01,2.844113513777238074e-06,2.936156464604565475e+00,1.202875085129676609e-06
4.562912582516503335e+01,2.868375365811716155e-06,2.918588779482644835e+00,1.222869498623521569e-06
4.564912982596519697e+01,2.893039954716555531e-06,2.901126206562935739e+00,1.243144910439132873e-06
4.566913382676535349e+01,2.918112959452685068e-06,2.883768117004765763e+00,1.263706723912112185e-06
4.568913782756551711e+01,2.943600172514480463e-06,2.866513885630531444e+00,1.284560429830750940e-06
4.570914182836567363e+01,2.969507499929694363e-06,2.849362890925751568e+00,1.305711607586907769e-06
4.572914582916583726e+01,2.995840961259528364e-06,2.832314515039015657e+00,1.327165926303037932e-06
4.574914982996599377e+01,3.022606689598560165e-06,2.815368143782032373e+00,1.348929145935438059e-06
4.576915383076615740e+01,3.049810931574817687e-06,2.798523166629583780e+00,1.371007118354241322e-06
4.578915783156631392e+01,3.077460047349701564e-06,2.781778976719570640e+00,1.393405788400212588e-06
4.580916183236647754e+01,3.105560510618066462e-06,2.765134970852966667e+00,1.416131194918885646e-06
4.582916583316663406e+01,3.134118908608137646e-06,2.748590549493863833e+00,1.439189471772063065e-06
4.584916983396679768e+01,3.163141942081594410e-06,2.732145116769427062e+00,1.462586848827223094e-06
4.586917383476695420e+01,3.192636443299979571e-06,2.715798080325034558e+00,1.486329661378710108e-06
4.588917783556711782e+01,3.222609463666082133e-06,2.699548850797616417e+00,1.510424392786306342e-06
4.590918183636727434e+01,3.253068077479478205e-06,2.683396843491618000e+00,1.534877583419457714e-06
4.592918583716743797e+01,3.284019482314000164e-06,2.667341477263962535e+00,1.559695878480757848e-06
4.594918983796759449e+01,3.315471025252464616e-06,2.651382174286377680e+00,1.584886041729863023e-06
4.596919383876775811e+01,3.347430202886757095e-06,2.635518360045348452e+00,1.610454956901592830e-06
4.598919783956791463e+01,3.379904661317745243e-06,2.619749463342164741e+00,1.636409629094458578e-06
4.600920184036807825e+01,3.412902196155368600e-06,2.604074916292874242e+00,1.662757186130299400e-06
4.602920584116823477e+01,3.446430752518545424e-06,2.588494154328328634e+00,1.689504879885102523e-06
4.604920984196839839e+01,3.480498425035268409e-06,2.573006616194137841e+00,1.716660087591669843e-06
4.606921384276855491e+01,3.515113457842507702e-06,2.557611743950715333e+00,1.744230313114208542e-06
4.608921784356871854e+01,3.550284244586309153e-06,2.542308982973233267e+00,1.772223188195500069e-06
4.610922184436887505e+01,3.586019328421694794e-06,2.527097781951666899e+00,1.800646473676685606e-06
4.612922584516903868e+01,3.622327402012762785e-06,2.511977592890751509e+00,1.829508060690339084e-06
4.614922984596919520e+01,3.659217307532587045e-06,2.496947871110023698e+00,1.858815971826850389e-06
4.616923384676935882e+01,3.696698036663319314e-06,2.482008075243780532e+00,1.888578362274765287e-06
4.618923784756951534e+01,3.734778730596084125e-06,2.467157667241121732e+00,1.918803520935090718e-06
4.620924184836967896e+01,3.773468756811552127e-06,2.452396111981391957e+00,1.949499911459425934e-06
4.622924584916983548e+01,3.812777704615936692e-06,2.437722877538346378e+00,1.980676171908126051e-06
4.624924984996999910e+01,3.852715193320197861e-06,2.423137436055240457e+00,2.012341015959646409e-06
4.626925385077015562e+01,3.893291037400883806e-06,2.408639262700057238e+00,2.044503319709374787e-06
4.628925785157031925e+01,3.934515250946965290e-06,2.394227835640326596e+00,2.077172125672579937e-06
4.630926185237047576e+01,3.976398047659724278e-06,2.379902636043165653e+00,2.110356644448759757e-06
4.632926585317063939e+01,4.018949840852866596e-06,2.365663148075238364e+00,2.144066256351023932e-06
4.634926985397079591e+01,4.062181243452406734e-06,2.351508858902795041e+00,2.178310513000611859e-06
4.636927385477095953e+01,4.106103067996787277e-06,2.337439258691633270e+00,2.213099138887367049e-06
4.638927785557111605e+01,4.150726326636752695e-06,2.323453840607137000e+00,2.248442032896239150e-06
4.640928185637127967e+01,4.196062231135482332e-06,2.309552100814237452e+00,2.284349269800652162e-06
4.642928585717143619e+01,4.242122192868454875e-06,2.295733538477453095e+00,2.320831101722754931e-06
4.644928985797159982e+01,4.288917822823582192e-06,2.281997655760848343e+00,2.357897959561405621e-06
4.646929385877175633e+01,4.336460931601077188e-06,2.268343957828075297e+00,2.395560454387879995e-06
4.648929785957191996e+01,4.384763529413586792e-06,2.254771952842332006e+00,2.433829378810153924e-06
4.650930186037207648e+01,4.433837826086056435e-06,2.241281151966404206e+00,2.472715708305712691e-06
4.652930586117224010e+01,4.483696235227649371e-06,2.227871069347794553e+00,2.512230604874157388e-06
4.654930986197239662e+01,4.534351568536119146e-06,2.214541221517949410e+00,2.552385528268275588e-06
4.656931386277255314e+01,4.585816747861053113e-06,2.201291128575083800e+00,2.593192075948230678e-06
4.658931786357271676e+01,4.638104837726875584e-06,2.188120313829629904e+00,2.634662001881853692e-06
4.660932186437287328e+01,4.691229171400863548e-06,2.175028303306341115e+00,2.676807289362474209e-06
4.662932586517303690e+01,4.745203350893276270e-06,2.162014625744261398e+00,2.719640153046127342e-06
4.664932986597319342e+01,4.800041246957202824e-06,2.149078812596759924e+00,2.763173040945392639e-06
4.666933386677335704e+01,4.855756999088718792e-06,2.136220398031497325e+00,2.807418636380909291e-06
4.668933786757351356e+01,4.912365015526727872e-06,2.123438918930459884e+00,2.852389859890650226e-06
4.670934186837367719e+01,4.969879973253120271e-06,2.110733914889923124e+00,2.898099871097993135e-06
4.672934586917383371e+01,5.028316817992614311e-06,2.098104928220490439e+00,2.944562070538662969e-06
4.674934986997399733e+01,5.087690764212916518e-06,2.085551503947054464e+00,2.991790101447549207e-06
4.676935387077415385e+01,5.148017295124557298e-06,2.073073189808833927e+00,3.039797851505461441e-06
4.678935787157431747e+01,5.209312162681060341e-06,2.060669536259338130e+00,3.088599454546826564e-06
4.680936187237447399e+01,5.271591387578770677e-06,2.048340096466402027e+00,3.138209292228336485e-06
4.682936587317463761e+01,5.334871259257026622e-06,2.036084426312152029e+00,3.188641995659572096e-06
4.684936987397479413e+01,5.399168335897986136e-06,2.023902084393038869e+00,3.239912446995556083e-06
4.686937387477495776e+01,5.464499502109228329e-06,2.011792631890557903e+00,3.292035815880422982e-06
4.688937787557511427e+01,5.530882177964309629e-06,1.999755632236408287e+00,3.345027688439897046e-06
4.690938187637527790e+01,5.598333798229458932e-06,1.987790652327523055e+00,3.398903754398518454e-06
4.692938587717543442e+01,5.666872103079201848e-06,1.975897261663107640e+00,3.453679983613383552e-06
4.694938987797559804e+01,5.736515196475871272e-06,1.964075032198510096e+00,3.509372663784547177e-06
4.696939387877575456e+01,5.807281546169414261e-06,1.952323538345255294e+00,3.565998402925643702e-06
4.698939787957591818e+01,5.879189983697585157e-06,1.940642356971009619e+00,3.623574131782138992e-06
4.700940188037607470e+01,5.952259704385749077e-06,1.929031067399616495e+00,3.682117106197275115e-06
4.702940588117623832e+01,6.026510267347083502e-06,1.917489251411061968e+00,3.741644909427049930e-06
4.704940988197639484e+01,6.101961595482373302e-06,1.906016493241507792e+00,3.802175454404267965e-06
4.706941388277655847e+01,6.178633975480217407e-06,1.894612379583259010e+00,3.863726985952980580e-06
4.708941788357671498e+01,6.256548057816819590e-06,1.883276499584796149e+00,3.926318082953349293e-06
4.710942188437687861e+01,6.335724856756203616e-06,1.872008444850743025e+00,3.989967660458215941e-06
4.712942588517703513e+01,6.416185750349990472e-06,1.860807809441899163e+00,4.054694971761355544e-06
4.714942988597719875e+01,6.497952480437625367e-06,1.849674189875207375e+00,4.120519610418749758e-06
4.716943388677735527e+01,6.581047152646149889e-06,1.838607185123785515e+00,4.187461512222771646e-06
4.718943788757751889e+01,6.665492236390432389e-06,1.827606396616895834e+00,4.255540957130614577e-06
4.720944188837767541e+01,6.751310786998587478e-06,1.816671427926136673e+00,4.324778713851599985e-06
4.722944588917783904e+01,6.838526366696992891e-06,1.805801885053425426e+00,4.395195992905506744e-06
4.724944988997799555e+01,6.927162600797304702e-06,1.794997376979338810e+00,4.466814162979043532e-06
4.726945389077815918e+01,7.017243601924347152e-06,1.784257514918120346e+00,4.539655024892355387e-06
4.728945789157831570e+01,7.108793977040310389e-06,1.773581912306575914e+00,4.613740819182803606e-06
4.730946189237847932e+01,7.201838827445007123e-06,1.762970184804042217e+00,4.689094229124342588e-06
4.732946589317863584e+01,7.296403748775610889e-06,1.752421950292418318e+00,4.765738383681760687e-06
4.734946989397879946e+01,7.392514831006923715e-06,1.741936828876133880e+00,4.843696860401544373e-06
4.736947389477895598e+01,7.490198658451102522e-06,1.731514442882180926e+00,4.922993688239309780e-06
4.738947789557911960e+01,7.589482309757936113e-06,1.721154416860082970e+00,5.003653350325593983e-06
4.740948189637927612e+01,7.690393357914563952e-06,1.710856377581924770e+00,5.085700786669880623e-06
4.742948589717943975e+01,7.792959870245765849e-06,1.700619954042323023e+00,5.169161396804636971e-06
4.744948989797959626e+01,7.897210408413662963e-06,1.690444777458455672e+00,5.254061042369217579e-06
4.746949389877975989e+01,8.003174028418023574e-06,1.680330481270032372e+00,5.340426049635377716e-06
4.748949789957991641e+01,8.110880280595951381e-06,1.670276701139324249e+00,5.428283211974201770e-06
4.750950190038008003e+01,8.220359209622203980e-06,1.660283074951134363e+00,5.517659792266220301e-06
4.752950590118023655e+01,8.331641371405435102e-06,1.650349242795879023e+00,5.608583536656318782e-06
4.754950990198040017e+01,8.444758345485077141e-06,1.640474846522849584e+00,5.701083023677430132e-06
4.756951390278055669e+01,8.559741916775650495e-06,1.630659530665019563e+00,5.795187116103327294e-06
4.758951790358072031e+01,8.676624243227174264e-06,1.620902942099974764e+00,5.890925074667131522e-06
4.760952190438087683e+01,8.795438156487344242e-06,1.611204729716458006e+00,5.988326764278512066e-06
4.762952590518104046e+01,8.916217161901859869e-06,1.601564544414340929e+00,6.087422657811564152e-06
4.764952990598119698e+01,9.038995438514088810e-06,1.591982039104651525e+00,6.188243839811326901e-06
4.766953390678136060e+01,9.163807839065415926e-06,1.582456868709547715e+00,6.290822010121139249e-06
4.768953790758151712e+01,9.290689889994880750e-06,1.572988690162342662e+00,6.395189487430758465e-06
4.770954190838168074e+01,9.419677791439546791e-06,1.563577162407479904e+00,6.501379212747525740e-06
4.772954590918183726e+01,9.550808417234132227e-06,1.554221946400558441e+00,6.609424752790375535e-06
4.774954990998200088e+01,9.684119314911375823e-06,1.544922705108307426e+00,6.719360303308972299e-06
4.776955391078215740e+01,9.819648705701674405e-06,1.535679103508611254e+00,6.831220692327761109e-06
4.778955791158232103e+01,9.957435484533447078e-06,1.526490808590484693e+00,6.945041383317151454e-06
4.780956191238247754e+01,1.009751922003275915e-05,1.517357489354097755e+00,7.060858478291558868e-06
4.782956591318264117e+01,1.023994015452371514e-05,1.508278816810751044e+00,7.178708720836588879e-06
4.784956991398279769e+01,1.038473920402805393e-05,1.499254463982900409e+00,7.298629499064925345e-06
4.786957391478296131e+01,1.053195813044744311e-05,1.490284105795065095e+00,7.420658970045748229e-06
4.788957791558311783e+01,1.068164003280242892e-05,1.481367418861212260e+00,7.544836411573566036e-06
4.790958191638328145e+01,1.083382799913142813e-05,1.472504082362793731e+00,7.671201274295687017e-06
4.792958591718343797e+01,1.098856590617937692e-05,1.463693777393808348e+00,7.799793747340960968e-06
4.794958991798360159e+01,1.114589855098961010e-05,1.454936186868089898e+00,7.930654855761283959e-06
4.796959391878375811e+01,1.130587165090341729e-05,1.446230995519331985e+00,8.063826465196618747e-06
4.798959791958392174e+01,1.146853184356049014e-05,1.437577889901063610e+00,8.199351286440851330e-06
4.800960192038407826e+01,1.163392668689846663e-05,1.428976558386673590e+00,8.337272879908463348e-06
4.802960592118424188e+01,1.180210465915339693e-05,1.420426691169385913e+00,8.477635660004790099e-06
4.804960992198439840e+01,1.197311515885927248e-05,1.411927980262284388e+00,8.620484899399720195e-06
4.806961392278456202e+01,1.214700850484849858e-05,1.403480119498287992e+00,8.765866733207643911e-06
4.808961792358471854e+01,1.232383593625141672e-05,1.395082804530175968e+00,8.913828163073384274e-06
4.810962192438488216e+01,1.250364961249679075e-05,1.386735732830562062e+00,9.064417061166963680e-06
4.812962592518503868e+01,1.268650261331131050e-05,1.378438603691920505e+00,9.217682174086806255e-06
4.814962992598520231e+01,1.287244893872010173e-05,1.370191118226560700e+00,9.373673126674276194e-06
4.816963392678535882e+01,1.306154350904620096e-05,1.361992979366651424e+00,9.532440425739009980e-06
4.818963792758552245e+01,1.325384216491109078e-05,1.353843891864197291e+00,9.694035463698007091e-06
4.820964192838567897e+01,1.344940229291034504e-05,1.345743562041304520e+00,9.858510981414295306e-06
4.822964592918584259e+01,1.364828247432118642e-05,1.337691698059874090e+00,1.002592081789038709e-05
4.824964992998599911e+01,1.385054145844671759e-05,1.329688010264326703e+00,1.019631915902757584e-05
4.826965393078616273e+01,1.405623924326803123e-05,1.321732210650729877e+00,1.036976133358371628e-05
4.828965793158631925e+01,1.426543708640060158e-05,1.313824012861932955e+00,1.054630382708404997e-05
4.830966193238648287e+01,1.447819750509487731e-05,1.305963132187543341e+00,1.072600428758090226e-05
4.832966593318663939e+01,1.469458427623568863e-05,1.298149285563949151e+00,1.090892153128876553e-05
4.834966993398680302e+01,1.491466243634284020e-05,1.290382191574298121e+00,1.109511554809853444e-05
4.836967393478695953e+01,1.513849828157050972e-05,1.282661570448518473e+00,1.128464750697051223e-05
4.838967793558712316e+01,1.536615936770786462e-05,1.274987144063296718e+00,1.147757976120986912e-05
4.840968193638727968e+01,1.559771451017843351e-05,1.267358635942101408e+00,1.167397585362410735e-05
4.842968593718743620e+01,1.583323378404065846e-05,1.259775771255161381e+00,1.187390052156617506e-05
4.844968993798759982e+01,1.607278852398766632e-05,1.252238276819476193e+00,1.207741970186311723e-05
4.846969393878775634e+01,1.631645132434700611e-05,1.244745881098823448e+00,1.228460053563243547e-05
4.848969793958791996e+01,1.656429603908124876e-05,1.237298314203739480e+00,1.249551137298845379e-05
4.850970194038807648e+01,1.681639778178729250e-05,1.229895307891540890e+00,1.271022177763830073e-05
4.852970594118824010e+01,1.707283298743944721e-05,1.222536595548908922e+00,1.292880257818570904e-05
4.854970994198839662e+01,1.733368075496942922e-05,1.215221911864536652e+00,1.315132689271770490e-05
4.856971394278856025e+01,1.759902057215993089e-05,1.207950993539039564e+00,1.337786841134927756e-05
4.858971794358871676e+01,1.786893293465709466e-05,1.200723578986732987e+00,1.360850186644949668e-05
4.860972194438888039e+01,1.814350006501647705e-05,1.193539408112139100e+00,1.384330358428693703e-05
4.862972594518903691e+01,1.842280591270227955e-05,1.186398222310007800e+00,1.408235149230449549e-05
4.864972994598920053e+01,1.870693615408814146e-05,1.179299764465296940e+00,1.432572512624026661e-05
4.866973394678935705e+01,1.899597819245633348e-05,1.172243778953191651e+00,1.457350563709386852e-05
4.868973794758952067e+01,1.929002115799857090e-05,1.165230011639084573e+00,1.482577579794312690e-05
4.870974194838967719e+01,1.958915590781519026e-05,1.158258209878596068e+00,1.508262001061036832e-05
4.872974594918984081e+01,1.989347502591598961e-05,1.151328122517554009e+00,1.534412431218324909e-05
4.874974994998999733e+01,2.020307282321937131e-05,1.144439499892013767e+00,1.561037638138916447e-05
4.876975395079016096e+01,2.051804533755321281e-05,1.137592093828238671e+00,1.588146554482827610e-05
4.878975795159031748e+01,2.083849033365398230e-05,1.130785657642719100e+00,1.615748278306396857e-05
4.880976195239048110e+01,2.116450730316763322e-05,1.124019946142153614e+00,1.643852073657580206e-05
4.882976595319063762e+01,2.149619746464870296e-05,1.117294715623467383e+00,1.672467371157371592e-05
4.884976995399080124e+01,2.183366376356123112e-05,1.110609723873794419e+00,1.701603768567842132e-05
4.886977395479095776e+01,2.217701140475906253e-05,1.103964730076141709e+00,1.731271072956675877e-05
4.888977795559112138e+01,2.252634893529686976e-05,1.097359494692386805e+00,1.761479386312967034e-05
4.890978195639127790e+01,2.288178480890212734e-05,1.090793780079771569e+00,1.792238837756110449e-05
4.892978595719144153e+01,2.324342957427419389e-05,1.084267349998426111e+00,1.823559754756939592e-05
4.894978995799159804e+01,2.361139615061921032e-05,1.077779969557184359e+00,1.855452685554667981e-05
4.896979395879176167e+01,2.398579982765110605e-05,1.071331405213565624e+00,1.887928400057258094e-05
4.898979795959191819e+01,2.436675826559056229e-05,1.064921424773792813e+00,1.920997890722334620e-05
4.900980196039208181e+01,2.475439149516609285e-05,1.058549797392774217e+00,1.954672373419296289e-05
4.902980596119223833e+01,2.514882191761292943e-05,1.052216293574121719e+00,1.988963288272491766e-05
4.904980996199240195e+01,2.555017430467414985e-05,1.045920685170133257e+00,2.023882300486119968e-05
4.906981396279255847e+01,2.595857579859954308e-05,1.039662745381809916e+00,2.059441301150708771e-05
4.908981796359272209e+01,2.637415591214675777e-05,1.033442248758837945e+00,2.095652408031817873e-05
4.910982196439287861e+01,2.679704652858013673e-05,1.027258971199607851e+00,2.132527966340818455e-05
4.912982596519304224e+01,2.722738190167189943e-05,1.021112689951195529e+00,2.170080549488389291e-05
4.914982996599319875e+01,2.766529865570093919e-05,1.015003183609380022e+00,2.208322959820559583e-05
4.916983396679336238e+01,2.811093578545404627e-05,1.008930232118626424e+00,2.247268229337948012e-05
4.918983796759351890e+01,2.856443465622466446e-05,1.002893616772102980e+00,2.286929620398005231e-05
4.920984196839368252e+01,2.902594093966938193e-05,9.968931199972419499e-01,2.327320781742239509e-05
4.922984596919383904e+01,2.949560277738004710e-05,9.909285256595294911e-01,2.368455602676931062e-05
4.924984996999400266e+01,2.997356905133383782e-05,9.849996191870236117e-01,2.410348074610395969e-05
4.926985397079415918e+01,3.045999189756214051e-05,9.791061872289779089e-01,2.453012493353894812e-05
4.928985797159432281e+01,3.095502670840057118e-05,9.732480176555459161e-01,2.496463460440069272e-05
4.930986197239447932e+01,3.145883213248759993e-05,9.674248995577983123e-01,2.540715884236716254e-05
4.932986597319464295e+01,3.197157007476591291e-05,9.616366232477064901e-01,2.585784981036889137e-05
4.934986997399479947e+01,3.249340569648106385e-05,9.558829802581582102e-01,2.631686276125208578e-05
4.936987397479496309e+01,3.302450741518283612e-05,9.501637633429421692e-01,2.678435604821150960e-05
4.938987797559511961e+01,3.356504690472383325e-05,9.444787664767636537e-01,2.726049113499185732e-05
4.940988197639528323e+01,3.411519909526094938e-05,9.388277848552285532e-01,2.774543260586555835e-05
4.942988597719543975e+01,3.467514217325385137e-05,9.332106148948596802e-01,2.823934817538504332e-05
4.944988997799560337e+01,3.524505758146653057e-05,9.276270542330803393e-01,2.874240869791775340e-05
4.946989397879575989e+01,3.582513001896571041e-05,9.220769017282304247e-01,2.925478817696163241e-05
4.948989797959592352e+01,3.641554744112248624e-05,9.165599574595507670e-01,2.977666377424947403e-05
4.950990198039608003e+01,3.701650105961064481e-05,9.110760227271985645e-01,3.030821581863927798e-05
4.952990598119624366e+01,3.762818579354655608e-05,9.056249000174525499e-01,3.084962818492619153e-05
4.954990998199640018e+01,3.825080341479534580e-05,9.002063928065807685e-01,3.140109088831061028e-05
4.956991398279656380e+01,3.888455590172913142e-05,8.948203061044219808e-01,3.196279464461283050e-05
4.958991798359672032e+01,3.952964857011378693e-05,8.894664461234604858e-01,3.253493344121497237e-05
4.960992198439688394e+01,4.018629120798285562e-05,8.841446201819640471e-01,3.311770548134189852e-05
4.962992598519704046e+01,4.085469807563577472e-05,8.788546367039982155e-01,3.371131319811897264e-05
4.964992998599720408e+01,4.153508790563969144e-05,8.735963052194121170e-01,3.431596326833245527e-05
4.966993398679736060e+01,4.222768390282761981e-05,8.683694363638525537e-01,3.493186662589053108e-05
4.968993798759752423e+01,4.293271374430030418e-05,8.631738418787500144e-01,3.555923847499551824e-05
4.970994198839768075e+01,4.365040957942432182e-05,8.580093346113326636e-01,3.619829830302474588e-05
4.972994598919784437e+01,4.438100802983402100e-05,8.528757285146122413e-01,3.684926989313067736e-05
4.974994998999800089e+01,4.512475018942953546e-05,8.477728386473982747e-01,3.751238133655762999e-05
4.976995399079816451e+01,4.588188162437883771e-05,8.427004811742837553e-01,3.818786504468561446e-05
4.978995799159832103e+01,4.665265237311562473e-05,8.376584733656596837e-01,3.887595776079818394e-05
4.980996199239848465e+01,4.743731694634145262e-05,8.326466335977003030e-01,3.957690057158524992e-05
4.982996599319864117e+01,4.823613432702358839e-05,8.276647813523777542e-01,4.029093891837700237e-05
4.984996999399880480e+01,4.904936797039721914e-05,8.227127372174478648e-01,4.101832260812032506e-05
4.986997399479896131e+01,4.987728902008789548e-05,8.177903227348790605e-01,4.175930851826309935e-05
4.988997799559912494e+01,5.072017389153712436e-05,8.128973605901598232e-01,4.251415859542714869e-05
4.990998199639928146e+01,5.157830020107121582e-05,8.080336747576444267e-01,4.328313645155458978e-05
4.992998599719944508e+01,5.245195167362848889e-05,8.031990902154115819e-01,4.406651148392174642e-05
4.994998999799960160e+01,5.334141816590420290e-05,7.983934329440564026e-01,4.486455891217461489e-05
