Ar,M,M_noisy
1.890186037207441494e+00,8.169506110608819593e-01,8.174971573628936339e-01
1.890582116423284553e+00,8.170314885092558876e-01,8.222694987736685057e-01
1.890978195639127835e+00,8.171122920511719734e-01,8.184306244967716193e-01
1.891374274854971116e+00,8.171930217973869537e-01,8.128079003327209895e-01
1.891770354070814175e+00,8.172736778583971073e-01,8.196899282062408698e-01
1.892166433286657234e+00,8.173542603444389210e-01,8.210596513348226155e-01
1.892562512502500516e+00,8.174347693654921976e-01,8.160825990577170730e-01
1.892958591718343797e+00,8.175152050312789465e-01,8.117412290826470089e-01
1.893354670934186856e+00,8.175955674512634941e-01,8.195912915767554763e-01
1.893750750150029916e+00,8.176758567346565920e-01,8.172547990189816813e-01
1.894146829365873197e+00,8.177560729904120862e-01,8.185888520054623863e-01
1.894542908581716478e+00,8.178362163272316909e-01,8.097766805386161781e-01
1.894938987797559538e+00,8.179162868535633235e-01,8.192876620416570388e-01
1.895335067013402597e+00,8.179962846776023255e-01,8.097447372572071922e-01
1.895731146229245878e+00,8.180762099072929061e-01,8.154739909022771238e-01
1.896127225445089159e+00,8.181560626503293632e-01,8.208137668921193786e-01
1.896523304660932219e+00,8.182358430141544181e-01,8.127624115553753192e-01
1.896919383876775278e+00,8.183155511059638787e-01,8.127241429845548648e-01
1.897315463092618337e+00,8.183951870327038636e-01,8.170458500526467382e-01
1.897711542308461619e+00,8.184747509010747990e-01,8.234147311370801914e-01
1.898107621524304900e+00,8.185542428175283103e-01,8.234011996367874842e-01
1.898503700740147959e+00,8.186336628882723288e-01,8.168088153140737884e-01
1.898899779955991018e+00,8.187130112192690934e-01,8.217115794024435482e-01
1.899295859171834300e+00,8.187922879162369272e-01,8.205290363114707830e-01
1.899691938387677581e+00,8.188714930846505702e-01,8.196544380424019005e-01
1.900088017603520640e+00,8.189506268297418456e-01,8.200137915600160810e-01
1.900484096819363700e+00,8.190296892565023246e-01,8.168513627715177083e-01
1.900880176035206981e+00,8.191086804696811052e-01,8.215088126470795338e-01
1.901276255251050262e+00,8.191876005737885880e-01,8.223675050008507625e-01
1.901672334466893322e+00,8.192664496730933665e-01,8.273661827695070192e-01
1.902068413682736381e+00,8.193452278716283343e-01,8.220908162079001436e-01
1.902464492898579662e+00,8.194239352731866877e-01,8.120597760708180290e-01
1.902860572114422943e+00,8.195025719813253673e-01,8.158812665894017435e-01
1.903256651330266003e+00,8.195811380993638373e-01,8.205714521102743797e-01
1.903652730546109062e+00,8.196596337303880819e-01,8.198548410930651675e-01
1.904048809761952343e+00,8.197380589772473858e-01,8.141448305120859708e-01
1.904444888977795625e+00,8.198164139425583308e-01,8.193845140182640652e-01
1.904840968193638684e+00,8.198946987287029087e-01,8.188065508714716945e-01
1.905237047409481743e+00,8.199729134378316298e-01,8.198100773111390849e-01
1.905633126625325025e+00,8.200510581718635228e-01,8.196692615436468321e-01
1.906029205841168306e+00,8.201291330324856910e-01,8.228762768110684522e-01
1.906425285057011365e+00,8.202071381211547552e-01,8.245856497427487275e-01
1.906821364272854424e+00,8.202850735390991854e-01,8.223209866382275024e-01
1.907217443488697706e+00,8.203629393873176356e-01,8.170170490735072510e-01
1.907613522704540987e+00,8.204407357665802758e-01,8.178362048792224837e-01
1.908009601920384046e+00,8.205184627774309014e-01,8.185176279153567602e-01
1.908405681136227106e+00,8.205961205201862674e-01,8.204132854250045792e-01
1.908801760352070387e+00,8.206737090949367541e-01,8.193800644482405193e-01
1.909197839567913668e+00,8.207512286015486991e-01,8.196880134636032045e-01
1.909593918783756727e+00,8.208286791396625093e-01,8.180480935329258463e-01
1.909989997999599787e+00,8.209060608086963251e-01,8.237408246397058820e-01
1.910386077215443068e+00,8.209833737078443550e-01,8.235249187442315044e-01
1.910782156431286349e+00,8.210606179360784296e-01,8.239118226472342821e-01
1.911178235647129409e+00,8.211377935921491122e-01,8.208847082463391898e-01
1.911574314862972468e+00,8.212149007745856988e-01,8.225675360990477580e-01
1.911970394078815749e+00,8.212919395816975499e-01,8.185469259474249526e-01
1.912366473294659031e+00,8.213689101115745350e-01,8.183218916247854136e-01
1.912762552510502090e+00,8.214458124620871438e-01,8.198030426314130148e-01
1.913158631726345149e+00,8.215226467308883729e-01,8.232661997756772765e-01
1.913554710942188430e+00,8.215994130154136155e-01,8.211421859323284611e-01
1.913950790158031712e+00,8.216761114128807719e-01,8.182397352338235397e-01
1.914346869373874771e+00,8.217527420202930255e-01,8.220226688566023565e-01
1.914742948589717830e+00,8.218293049344365109e-01,8.230888630037487275e-01
1.915139027805561112e+00,8.219058002518840889e-01,8.223867859806236469e-01
1.915535107021404393e+00,8.219822280689931260e-01,8.199751078366126489e-01
1.915931186237247452e+00,8.220585884819092692e-01,8.222448378907788458e-01
1.916327265453090511e+00,8.221348815865637816e-01,8.208631968778178356e-01
1.916723344668933793e+00,8.222111074786772056e-01,8.212277356227125624e-01
1.917119423884777074e+00,8.222872662537572541e-01,8.220121873017495195e-01
1.917515503100620133e+00,8.223633580071022520e-01,8.246174728021830047e-01
1.917911582316463193e+00,8.224393828337998036e-01,8.279092493733036795e-01
1.918307661532306474e+00,8.225153408287284584e-01,8.271855732977724251e-01
1.918703740748149755e+00,8.225912320865569338e-01,8.244714618038720966e-01
1.919099819963992815e+00,8.226670567017470015e-01,8.214623042994858571e-01
1.919495899179835874e+00,8.227428147685525994e-01,8.218127340532770386e-01
1.919891978395679155e+00,8.228185063810206090e-01,8.220174526245895841e-01
1.920288057611522436e+00,8.228941316329918543e-01,8.263472540791695353e-01
1.920684136827365496e+00,8.229696906181015459e-01,8.146737325257376039e-01
1.921080216043208555e+00,8.230451834297799474e-01,8.238185887023938836e-01
1.921476295259051836e+00,8.231206101612530412e-01,8.171431418717447492e-01
1.921872374474895118e+00,8.231959709055431951e-01,8.231843603660167208e-01
1.922268453690738177e+00,8.232712657554701607e-01,8.272449006758246792e-01
1.922664532906581236e+00,8.233464948036502973e-01,8.206136717737395614e-01
1.923060612122424295e+00,8.234216581424985693e-01,8.165730548621028539e-01
1.923456691338267577e+00,8.234967558642297680e-01,8.273881179279662934e-01
1.923852770554110858e+00,8.235717880608566244e-01,8.280892552548917429e-01
1.924248849769953917e+00,8.236467548241930281e-01,8.251424859969002101e-01
1.924644928985796977e+00,8.237216562458522517e-01,8.274874611261311408e-01
1.925041008201640258e+00,8.237964924172509473e-01,8.213890230765712452e-01
1.925437087417483539e+00,8.238712634296055937e-01,8.273891084049930233e-01
1.925833166633326599e+00,8.239459693739362711e-01,8.290478419732933979e-01
1.926229245849169658e+00,8.240206103410661065e-01,8.259411471336395305e-01
1.926625325065012939e+00,8.240951864216217171e-01,8.249383789764640484e-01
1.927021404280856220e+00,8.241696977060344320e-01,8.280195627225896970e-01
1.927417483496699280e+00,8.242441442845396260e-01,8.276399869278209254e-01
1.927813562712542339e+00,8.243185262471788288e-01,8.220720440804388796e-01
1.928209641928385620e+00,8.243928436837996143e-01,8.284729236297143640e-01
1.928605721144228902e+00,8.244670966840567106e-01,8.267009557337025027e-01
1.929001800360071961e+00,8.245412853374105566e-01,8.250173697120980476e-01
1.929397879575915020e+00,8.246154097331309663e-01,8.285265664106890027e-01
1.929793958791758302e+00,8.246894699602955736e-01,8.274658274489715692e-01
1.930190038007601583e+00,8.247634661077916096e-01,8.270012696533531882e-01
1.930586117223444642e+00,8.248373982643149027e-01,8.233138536710622457e-01
1.930982196439287701e+00,8.249112665183722104e-01,8.274116903782730015e-01
1.931378275655130983e+00,8.249850709582809971e-01,8.216595277213749604e-01
1.931774354870974264e+00,8.250588116721691012e-01,8.246794643038546369e-01
1.932170434086817323e+00,8.251324887479779546e-01,8.200527049170209803e-01
1.932566513302660383e+00,8.252061022734600293e-01,8.200929265746433883e-01
1.932962592518503664e+00,8.252796523361815018e-01,8.266088206461531529e-01
1.933358671734346945e+00,8.253531390235212539e-01,8.251071189248441184e-01
1.933754750950190004e+00,8.254265624226738707e-01,8.256808256264105417e-01
1.934150830166033064e+00,8.254999226206466423e-01,8.272757725508930182e-01
1.934546909381876345e+00,8.255732197042643383e-01,8.266231707676566787e-01
1.934942988597719626e+00,8.256464537601653220e-01,8.229873007056589529e-01
1.935339067813562686e+00,8.257196248748061018e-01,8.259399202230880421e-01
1.935735147029405745e+00,8.257927331344587785e-01,8.255915225106815747e-01
1.936131226245249026e+00,8.258657786252139310e-01,8.243058673988111762e-01
1.936527305461092308e+00,8.259387614329795069e-01,8.255651161136977612e-01
1.936923384676935367e+00,8.260116816434823761e-01,8.249154335711935682e-01
1.937319463892778426e+00,8.260845393422677763e-01,8.241372128293411592e-01
1.937715543108621707e+00,8.261573346147010888e-01,8.251545529092100262e-01
1.938111622324464989e+00,8.262300675459681720e-01,8.269350143637569373e-01
1.938507701540308048e+00,8.263027382210751393e-01,8.324924142286413975e-01
1.938903780756151107e+00,8.263753467248492468e-01,8.239243993808533784e-01
1.939299859971994389e+00,8.264478931419398933e-01,8.280136452202264685e-01
1.939695939187837670e+00,8.265203775568182865e-01,8.221363912957916353e-01
1.940092018403680729e+00,8.265928000537785536e-01,8.313628745212852111e-01
1.940488097619523788e+00,8.266651607169385185e-01,8.256650347319282046e-01
1.940884176835367070e+00,8.267374596302392575e-01,8.271540866056455998e-01
1.941280256051210351e+00,8.268096968774470978e-01,8.306419544248062614e-01
1.941676335267053410e+00,8.268818725421522853e-01,8.298449039709727693e-01
1.942072414482896470e+00,8.269539867077708717e-01,8.224784085660021837e-01
1.942468493698739751e+00,8.270260394575453811e-01,8.286916180671760612e-01
1.942864572914583032e+00,8.270980308745433662e-01,8.264158540433177436e-01
1.943260652130426092e+00,8.271699610416609616e-01,8.290273316872970311e-01
1.943656731346269151e+00,8.272418300416207737e-01,8.276989832047262352e-01
1.944052810562112432e+00,8.273136379569733245e-01,8.295217557768324035e-01
1.944448889777955713e+00,8.273853848700981617e-01,8.282612517856297041e-01
1.944844968993798773e+00,8.274570708632031923e-01,8.270375078683260828e-01
1.945241048209641832e+00,8.275286960183263485e-01,8.310596329849535557e-01
1.945637127425485113e+00,8.276002604173348098e-01,8.229681206777889058e-01
1.946033206641328395e+00,8.276717641419271132e-01,8.263725839066977663e-01
1.946429285857171454e+00,8.277432072736320423e-01,8.248764102395601538e-01
1.946825365073014513e+00,8.278145898938097380e-01,8.273829752663482973e-01
1.947221444288857795e+00,8.278859120836533636e-01,8.265960838924654164e-01
1.947617523504701076e+00,8.279571739241868844e-01,8.275130299381256993e-01
1.948013602720544135e+00,8.280283754962686205e-01,8.265570609012102832e-01
1.948409681936387194e+00,8.280995168805899143e-01,8.266907228589817080e-01
1.948805761152230476e+00,8.281705981576750197e-01,8.232384433278721048e-01
1.949201840368073535e+00,8.282416194078837668e-01,8.281286109094815329e-01
1.949597919583916816e+00,8.283125807114096739e-01,8.292374954399805986e-01
1.949993998799759876e+00,8.283834821482832789e-01,8.265944236891070718e-01
1.950390078015602935e+00,8.284543237983695851e-01,8.264835111132964318e-01
1.950786157231446216e+00,8.285251057413701714e-01,8.265913763336407705e-01
1.951182236447289498e+00,8.285958280568229695e-01,8.336329507673687633e-01
1.951578315663132557e+00,8.286664908241039296e-01,8.292305442317569053e-01
1.951974394878975616e+00,8.287370941224260212e-01,8.299003130425687269e-01
1.952370474094818897e+00,8.288076380308405655e-01,8.279064208751248932e-01
1.952766553310662179e+00,8.288781226282385672e-01,8.273782873979573793e-01
1.953162632526505238e+00,8.289485479933477174e-01,8.263128093739889879e-01
1.953558711742348297e+00,8.290189142047370563e-01,8.336452975766466267e-01
1.953954790958191579e+00,8.290892213408156408e-01,8.239879306730405473e-01
1.954350870174034860e+00,8.291594694798323228e-01,8.300593803231274270e-01
1.954746949389877919e+00,8.292296586998767483e-01,8.291575339939922795e-01
1.955143028605720978e+00,8.292997890788808002e-01,8.285329221909096820e-01
1.955539107821564260e+00,8.293698606946173779e-01,8.246706381102729688e-01
1.955935187037407541e+00,8.294398736247022841e-01,8.257347973325254165e-01
1.956331266253250600e+00,8.295098279465931146e-01,8.324548221141756521e-01
1.956727345469093660e+00,8.295797237375915900e-01,8.274985247804654831e-01
1.957123424684936941e+00,8.296495610748430005e-01,8.322868545635505599e-01
1.957519503900780222e+00,8.297193400353360948e-01,8.317285261216735837e-01
1.957915583116623282e+00,8.297890606959045234e-01,8.315272117542396035e-01
1.958311662332466341e+00,8.298587231332267278e-01,8.321431975991707697e-01
1.958707741548309622e+00,8.299283274238266062e-01,8.262975276766302279e-01
1.959103820764152903e+00,8.299978736440747351e-01,8.285756944995908979e-01
1.959499899979995963e+00,8.300673618701855938e-01,8.321031642396746753e-01
1.959895979195839022e+00,8.301367921782233372e-01,8.263497053363213496e-01
1.960292058411682303e+00,8.302061646440971332e-01,8.351999654750924540e-01
1.960688137627525585e+00,8.302754793435648262e-01,8.285965640812410493e-01
1.961084216843368644e+00,8.303447363522312719e-01,8.301518023395240142e-01
1.961480296059211703e+00,8.304139357455508907e-01,8.273385578719146816e-01
1.961876375275054984e+00,8.304830775988266689e-01,8.315805039740538085e-01
1.962272454490898266e+00,8.305521619872098249e-01,8.283507409931722965e-01
1.962668533706741325e+00,8.306211889857026964e-01,8.298936819586925084e-01
1.963064612922584384e+00,8.306901586691569639e-01,8.272739888107480954e-01
1.963460692138427666e+00,8.307590711122752047e-01,8.343343412901360612e-01
1.963856771354270947e+00,8.308279263896106714e-01,8.259300460190118764e-01
1.964252850570114006e+00,8.308967245755680686e-01,8.322500820867778648e-01
1.964648929785957066e+00,8.309654657444042192e-01,8.316766762106542199e-01
1.965045009001800347e+00,8.310341499702273982e-01,8.323475473906112310e-01
1.965441088217643628e+00,8.311027773270001084e-01,8.280408203640237108e-01
1.965837167433486687e+00,8.311713478885356388e-01,8.342725702275776145e-01
1.966233246649329747e+00,8.312398617285025049e-01,8.341330231414607610e-01
1.966629325865173028e+00,8.313083189204230061e-01,8.317870632727033531e-01
1.967025405081016309e+00,8.313767195376722263e-01,8.323147047822680999e-01
1.967421484296859369e+00,8.314450636534819195e-01,8.309729859308974120e-01
1.967817563512702428e+00,8.315133513409371790e-01,8.334425027142966513e-01
1.968213642728545709e+00,8.315815826729796578e-01,8.291179852332155598e-01
1.968609721944388991e+00,8.316497577224070126e-01,8.333143265358170515e-01
1.969005801160232050e+00,8.317178765618719050e-01,8.329368559035990049e-01
1.969401880376075109e+00,8.317859392638849991e-01,8.275558539711802553e-01
1.969797959591918390e+00,8.318539459008135184e-01,8.239817944630598578e-01
1.970194038807761672e+00,8.319218965443180291e-01,8.315702067529305852e-01
1.970590118023604731e+00,8.319897912676121887e-01,8.315051111159590391e-01
1.970986197239447790e+00,8.320576301420695708e-01,8.357117828116173985e-01
1.971382276455291072e+00,8.321254132394906300e-01,8.322982036584118948e-01
1.971778355671134353e+00,8.321931406315336011e-01,8.306997477853856893e-01
1.972174434886977412e+00,8.322608123897170529e-01,8.281814171001070646e-01
1.972570514102820471e+00,8.323284285854186670e-01,8.320636375385005445e-01
1.972966593318663753e+00,8.323959892898760149e-01,8.306444756451365485e-01
1.973362672534507034e+00,8.324634945741885561e-01,8.291553355449904350e-01
1.973758751750350093e+00,8.325309445093151961e-01,8.321696944523434558e-01
1.974154830966193153e+00,8.325983391660777277e-01,8.357693008635302956e-01
1.974550910182036434e+00,8.326656786151591660e-01,8.329439663243346503e-01
1.974946989397879715e+00,8.327329629271036371e-01,8.295857749654056423e-01
1.975343068613722775e+00,8.328001921723185985e-01,8.337820111491834885e-01
1.975739147829565834e+00,8.328673664210753946e-01,8.295731633207213962e-01
1.976135227045408893e+00,8.329344857435060367e-01,8.282014528754791938e-01
1.976531306261252174e+00,8.330015502096088653e-01,8.344843133704050731e-01
1.976927385477095456e+00,8.330685598892445531e-01,8.314175070315774629e-01
1.977323464692938515e+00,8.331355148521388809e-01,8.364762276655243189e-01
1.977719543908781574e+00,8.332024151678821822e-01,8.341354828366328578e-01
1.978115623124624856e+00,8.332692609059294542e-01,8.308500001730017015e-01
1.978511702340468137e+00,8.333360521356014683e-01,8.339939679937493633e-01
1.978907781556311196e+00,8.334027889260857691e-01,8.372893339085034636e-01
1.979303860772154255e+00,8.334694713464342319e-01,8.329033306075064313e-01
1.979699939987997537e+00,8.335360994655671707e-01,8.303527073020569027e-01
1.980096019203840818e+00,8.336026733522705623e-01,8.316183001537609254e-01
1.980492098419683877e+00,8.336691930751980451e-01,8.312300100802484382e-01
1.980888177635526937e+00,8.337356587028709187e-01,8.301926949585423099e-01
1.981284256851370218e+00,8.338020703036790326e-01,8.299246162402604821e-01
1.981680336067213499e+00,8.338684279458793425e-01,8.351355668952630262e-01
1.982076415283056559e+00,8.339347316975989077e-01,8.372630992776456393e-01
1.982472494498899618e+00,8.340009816268332266e-01,8.329153309801139438e-01
1.982868573714742899e+00,8.340671778014466797e-01,8.364269246181057493e-01
1.983264652930586180e+00,8.341333202891743070e-01,8.368579110185403458e-01
1.983660732146429240e+00,8.341994091576210302e-01,8.392512921355698152e-01
1.984056811362272299e+00,8.342654444742617637e-01,8.337064001970780902e-01
1.984452890578115580e+00,8.343314263064433023e-01,8.332831771894685380e-01
1.984848969793958862e+00,8.343973547213822117e-01,8.356610930469396958e-01
1.985245049009801921e+00,8.344632297861683812e-01,8.347559602383476385e-01
1.985641128225644980e+00,8.345290515677613596e-01,8.354351627786329448e-01
1.986037207441488261e+00,8.345948201329947969e-01,8.384844955010044565e-01
1.986433286657331543e+00,8.346605355485740008e-01,8.333727226666000076e-01
1.986829365873174602e+00,8.347261978810770477e-01,8.353758121737054898e-01
1.987225445089017661e+00,8.347918071969560039e-01,8.318480892542843286e-01
1.987621524304860943e+00,8.348573635625359257e-01,8.343790535821724585e-01
1.988017603520704224e+00,8.349228670440150823e-01,8.329029394301613598e-01
1.988413682736547283e+00,8.349883177074676199e-01,8.327156903477190841e-01
1.988809761952390343e+00,8.350537156188414523e-01,8.343945714937527347e-01
1.989205841168233624e+00,8.351190608439591490e-01,8.337794010820039903e-01
1.989601920384076905e+00,8.351843534485184906e-01,8.362990823744929081e-01
1.989997999599919964e+00,8.352495934980929126e-01,8.376611000859350842e-01
1.990394078815763024e+00,8.353147810581323940e-01,8.308376937096024761e-01
1.990790158031606305e+00,8.353799161939631235e-01,8.383899918732425904e-01
1.991186237247449586e+00,8.354449989707870561e-01,8.287659278047430078e-01
1.991582316463292646e+00,8.355100294536829120e-01,8.362523868097677671e-01
1.991978395679135705e+00,8.355750077076078419e-01,8.377058896392320930e-01
1.992374474894978986e+00,8.356399337973947627e-01,8.336877947216498885e-01
1.992770554110822268e+00,8.357048077877566872e-01,8.350175087830639109e-01
1.993166633326665327e+00,8.357696297432831711e-01,8.334243137756058850e-01
1.993562712542508386e+00,8.358343997284426452e-01,8.385186525868389973e-01
1.993958791758351667e+00,8.358991178075824147e-01,8.263826150324794506e-01
1.994354870974194949e+00,8.359637840449292145e-01,8.330501662364702131e-01
1.994750950190038008e+00,8.360283985045887656e-01,8.302174206250795274e-01
1.995147029405881067e+00,8.360929612505473285e-01,8.366581510674501176e-01
1.995543108621724349e+00,8.361574723466699277e-01,8.400551280128191189e-01
1.995939187837567630e+00,8.362219318567035709e-01,8.397966636708760202e-01
1.996335267053410689e+00,8.362863398442750285e-01,8.382907929270404512e-01
1.996731346269253748e+00,8.363506963728920551e-01,8.370953755254750828e-01
1.997127425485097030e+00,8.364150015059444998e-01,8.341168164066141699e-01
1.997523504700940311e+00,8.364792553067031955e-01,8.401344940616152224e-01
1.997919583916783370e+00,8.365434578383214026e-01,8.384134002241728778e-01
1.998315663132626430e+00,8.366076091638340317e-01,8.340746918938221066e-01
1.998711742348469711e+00,8.366717093461590871e-01,8.328330153220475651e-01
1.999107821564312992e+00,8.367357584480976662e-01,8.348497307057374250e-01
1.999503900780156052e+00,8.367997565323332942e-01,8.400451955497709733e-01
1.999899979995999111e+00,8.368637036614338109e-01,8.406162846569149583e-01
2.000296059211842170e+00,8.369275998978503717e-01,8.417749864388101022e-01
2.000692138427685673e+00,8.369914453039188906e-01,8.346651777687201790e-01
2.001088217643528733e+00,8.370552399418581535e-01,8.359756704452184772e-01
2.001484296859371792e+00,8.371189838737737032e-01,8.412670962533533858e-01
2.001880376075214851e+00,8.371826771616539542e-01,8.378428426264797890e-01
2.002276455291058355e+00,8.372463198673749663e-01,8.395389834568715015e-01
2.002672534506901414e+00,8.373099120526966699e-01,8.333470701654427382e-01
2.003068613722744473e+00,8.373734537792656418e-01,8.362652777568385654e-01
2.003464692938587532e+00,8.374369451086136618e-01,8.373895781613887035e-01
2.003860772154430592e+00,8.375003861021610430e-01,8.364386375903490878e-01
2.004256851370274095e+00,8.375637768212127465e-01,8.363225848122776140e-01
2.004652930586117154e+00,8.376271173269613790e-01,8.327300972029353376e-01
2.005049009801960214e+00,8.376904076804883026e-01,8.425837201906356544e-01
2.005445089017803717e+00,8.377536479427605265e-01,8.382006038375897639e-01
2.005841168233646776e+00,8.378168381746340376e-01,8.334569208012893027e-01
2.006237247449489836e+00,8.378799784368536896e-01,8.411222392435485640e-01
2.006633326665332895e+00,8.379430687900513153e-01,8.381603707694921246e-01
2.007029405881175954e+00,8.380061092947488355e-01,8.401775754688289854e-01
2.007425485097019457e+00,8.380691000113564826e-01,8.375166135749524399e-01
2.007821564312862517e+00,8.381320410001737997e-01,8.358131449634266241e-01
2.008217643528705576e+00,8.381949323213915282e-01,8.359528821026607215e-01
2.008613722744549079e+00,8.382577740350881657e-01,8.393258679073851702e-01
2.009009801960392139e+00,8.383205662012337411e-01,8.406851410567776073e-01
2.009405881176235198e+00,8.383833088796888156e-01,8.398956793304959145e-01
2.009801960392078257e+00,8.384460021302038157e-01,8.404284222554544437e-01
2.010198039607921316e+00,8.385086460124211438e-01,8.421683935871462356e-01
2.010594118823764820e+00,8.385712405858744001e-01,8.394881256325180674e-01
2.010990198039607879e+00,8.386337859099888270e-01,8.417061262064541305e-01
2.011386277255450938e+00,8.386962820440809763e-01,8.420847104006400352e-01
2.011782356471294442e+00,8.387587290473601520e-01,8.397085996560438304e-01
2.012178435687137501e+00,8.388211269789275226e-01,8.386711134486439789e-01
2.012574514902980560e+00,8.388834758977780082e-01,8.376628013055318345e-01
2.012970594118823620e+00,8.389457758627987261e-01,8.354251785329177560e-01
2.013366673334666679e+00,8.390080269327703233e-01,8.344295097083519464e-01
2.013762752550510182e+00,8.390702291663661994e-01,8.431070229888619760e-01
2.014158831766353241e+00,8.391323826221551707e-01,8.391952669130531284e-01
2.014554910982196301e+00,8.391944873585986953e-01,8.376549532647501461e-01
2.014950990198039804e+00,8.392565434340529817e-01,8.440994471428179269e-01
2.015347069413882863e+00,8.393185509067691008e-01,8.423466065219877841e-01
2.015743148629725923e+00,8.393805098348927629e-01,8.396776664068755780e-01
2.016139227845568982e+00,8.394424202764648735e-01,8.425818118210637309e-01
2.016535307061412041e+00,8.395042822894220880e-01,8.390607568338133149e-01
2.016931386277255545e+00,8.395660959315955907e-01,8.407769616815466973e-01
2.017327465493098604e+00,8.396278612607136482e-01,8.452292701691930255e-01
2.017723544708941663e+00,8.396895783344010544e-01,8.430092192713966037e-01
2.018119623924785166e+00,8.397512472101773540e-01,8.390782351983765430e-01
2.018515703140628226e+00,8.398128679454600620e-01,8.420464745571016874e-01
2.018911782356471285e+00,8.398744405975639982e-01,8.435771707012487131e-01
2.019307861572314344e+00,8.399359652236999541e-01,8.397462535076680723e-01
2.019703940788157404e+00,8.399974418809766918e-01,8.389135446532174356e-01
2.020100020004000463e+00,8.400588706264013883e-01,8.458621653968522169e-01
2.020496099219843966e+00,8.401202515168787466e-01,8.394173623392264805e-01
2.020892178435687025e+00,8.401815846092115514e-01,8.364173863720296698e-01
2.021288257651530529e+00,8.402428699601013351e-01,8.408792489668002190e-01
2.021684336867373588e+00,8.403041076261476006e-01,8.473921319971351451e-01
2.022080416083216647e+00,8.403652976638505967e-01,8.424954190440168134e-01
2.022476495299059707e+00,8.404264401296080989e-01,8.435584921402436986e-01
2.022872574514902766e+00,8.404875350797181843e-01,8.342609816897071928e-01
2.023268653730745825e+00,8.405485825703790104e-01,8.391875531051948833e-01
2.023664732946589329e+00,8.406095826576881480e-01,8.445451074933056912e-01
2.024060812162432388e+00,8.406705353976434703e-01,8.397923976573199445e-01
2.024456891378275891e+00,8.407314408461434851e-01,8.450268849499806834e-01
2.024852970594118950e+00,8.407922990589872247e-01,8.425791779674592918e-01
2.025249049809962010e+00,8.408531100918763546e-01,8.424098592077279291e-01
2.025645129025805069e+00,8.409138740004109547e-01,8.463306757829003324e-01
2.026041208241648128e+00,8.409745908400944048e-01,8.398452664385469557e-01
2.026437287457491188e+00,8.410352606663319408e-01,8.400175620811108912e-01
2.026833366673334691e+00,8.410958835344298778e-01,8.418080404818664153e-01
2.027229445889177750e+00,8.411564594995972755e-01,8.422101478525499951e-01
2.027625525105021254e+00,8.412169886169459376e-01,8.365238055565060726e-01
2.028021604320864313e+00,8.412774709414899688e-01,8.453672383049619654e-01
2.028417683536707372e+00,8.413379065281455516e-01,8.424263983140283241e-01
2.028813762752550431e+00,8.413982954317340557e-01,8.413044711952740728e-01
2.029209841968393491e+00,8.414586377069793732e-01,8.437276814642097333e-01
2.029605921184236550e+00,8.415189334085076966e-01,8.407372102075301168e-01
2.030002000400080053e+00,8.415791825908514046e-01,8.456099425692116256e-01
2.030398079615923113e+00,8.416393853084447318e-01,8.422436402461414007e-01
2.030794158831766616e+00,8.416995416156287657e-01,8.442733989682874585e-01
2.031190238047609675e+00,8.417596515666470047e-01,8.395109986008086889e-01
2.031586317263452734e+00,8.418197152156489116e-01,8.413950459646842850e-01
2.031982396479295794e+00,8.418797326166890249e-01,8.434023741215638248e-01
2.032378475695138853e+00,8.419397038237260711e-01,8.395075468164708843e-01
2.032774554910981912e+00,8.419996288906255177e-01,8.404211978962506935e-01
2.033170634126825416e+00,8.420595078711590187e-01,8.423001324108475574e-01
2.033566713342668475e+00,8.421193408190025265e-01,8.458515900446785807e-01
2.033962792558511978e+00,8.421791277877391790e-01,8.448546871910290745e-01
2.034358871774355038e+00,8.422388688308589666e-01,8.453413938602836186e-01
2.034754950990198097e+00,8.422985640017576214e-01,8.435971189393501879e-01
2.035151030206041156e+00,8.423582133537386163e-01,8.454499746728605380e-01
2.035547109421884215e+00,8.424178169400118321e-01,8.474239220067899536e-01
2.035943188637727275e+00,8.424773748136951124e-01,8.433642974954003169e-01
2.036339267853570778e+00,8.425368870278140410e-01,8.442235385622767208e-01
2.036735347069413837e+00,8.425963536353009431e-01,8.447265817517493058e-01
2.037131426285257341e+00,8.426557746889967726e-01,8.370277028002539588e-01
2.037527505501100400e+00,8.427151502416510009e-01,8.427906516768053358e-01
2.037923584716943459e+00,8.427744803459219503e-01,8.443994754573476147e-01
2.038319663932786519e+00,8.428337650543754611e-01,8.454641228444055301e-01
2.038715743148629578e+00,8.428930044194870019e-01,8.422959048106779534e-01
2.039111822364472637e+00,8.429521984936408918e-01,8.462409791814166082e-01
2.039507901580316140e+00,8.430113473291314108e-01,8.414516499947624073e-01
2.039903980796159200e+00,8.430704509781615785e-01,8.428987162105676667e-01
2.040300060012002703e+00,8.431295094928448197e-01,8.485316107191043233e-01
2.040696139227845762e+00,8.431885229252040759e-01,8.394871276682572825e-01
2.041092218443688822e+00,8.432474913271734707e-01,8.433541699974503869e-01
2.041488297659531881e+00,8.433064147505963115e-01,8.432004466891487304e-01
2.041884376875374940e+00,8.433652932472274211e-01,8.434247232968757890e-01
2.042280456091217999e+00,8.434241268687320270e-01,8.421480387706561377e-01
2.042676535307061059e+00,8.434829156666867611e-01,8.457492416620169262e-01
2.043072614522904562e+00,8.435416596925796595e-01,8.406442436301363452e-01
2.043468693738747621e+00,8.436003589978102735e-01,8.399441576610471305e-01
