t,S,I,V,V_stock,dS_dt,dS_dt_noisy
5.053010602120424011e+01,8.225486242245535706e+00,2.017475266386271060e-01,9.471801179222888223e+00,3.813282762521446898e+02,5.421556973055535744e-02,-1.882941079419230279e+00
5.055411082216443219e+01,8.226787142725189739e+00,2.008012101834302510e-01,9.470480286767637423e+00,3.813820110098715759e+02,5.417112576582328032e-02,-1.835970068511071085e-01
5.057811562312462428e+01,8.228086976617303705e+00,1.998593351383387284e-01,9.469160552085238436e+00,3.814357194521768406e+02,5.412670515455100806e-02,-1.017205122381317661e+00
5.060212042408481636e+01,8.229385744482975440e+00,1.989218806407345441e-01,9.467841974198833555e+00,3.814894015921126424e+02,5.408230794699894761e-02,2.642721840488406748e+00
5.062612522504500845e+01,8.230683446884471621e+00,1.979888259246001536e-01,9.466524552132273840e+00,3.815430574427245460e+02,5.403793419306185397e-02,1.614459619535921320e+00
5.065013002600520053e+01,8.231980084385233098e+00,1.970601503205184624e-01,9.465208284910106684e+00,3.815966870170516358e+02,5.399358394226841384e-02,1.226179254687320253e+00
5.067413482696539262e+01,8.233275657549867788e+00,1.961358332556727702e-01,9.463893171557584694e+00,3.816502903281264594e+02,5.394925724378157872e-02,-4.952323065700952598e-01
5.069813962792558470e+01,8.234570166944156000e+00,1.952158542538468822e-01,9.462579211100660359e+00,3.817038673889751976e+02,5.390495414639789873e-02,2.114222222207032154e+00
5.072214442888577679e+01,8.235863613135050443e+00,1.943001929354249702e-01,9.461266402565987832e+00,3.817574182126174378e+02,5.386067469854749490e-02,-1.648772543830056447e+00
5.074614922984596888e+01,8.237155996690672666e+00,1.933888290173917113e-01,9.459954744980928254e+00,3.818109428120663438e+02,5.381641894829436445e-02,-1.153073324555448975e+00
5.077015403080616096e+01,8.238447318180316614e+00,1.924817423133321492e-01,9.458644237373537322e+00,3.818644412003285424e+02,5.377218694333554816e-02,-7.255508156552386012e-01
5.079415883176635305e+01,8.239737578174445076e+00,1.915789127334317776e-01,9.457334878772581277e+00,3.819179133904041237e+02,5.372797873100160215e-02,-9.027249857087755736e-01
5.081816363272654513e+01,8.241026777244693236e+00,1.906803202844765677e-01,9.456026668207519137e+00,3.819713593952868109e+02,5.368379435825595958e-02,1.877556740536283353e-01
5.084216843368673722e+01,8.242314915963868671e+00,1.897859450698529127e-01,9.454719604708522240e+00,3.820247792279637906e+02,5.363963387169520813e-02,2.490467665419684173e-01
5.086617323464692930e+01,8.243601994905667141e+00,1.888957672744649152e-01,9.453413687306451152e+00,3.820781729014157690e+02,5.359549731761545366e-02,1.965141961156527062e+00
5.089017803560712139e+01,8.244888014644480734e+00,1.880097671522281688e-01,9.452108915032864545e+00,3.821315404286172566e+02,5.355138474206777577e-02,1.052490641394888904e+00
5.091418283656731347e+01,8.246172975756968171e+00,1.871279251097590079e-01,9.450805286920013870e+00,3.821848818225359992e+02,5.350729619048502639e-02,1.275952903525239934e+00
5.093818763752749845e+01,8.247456878820864645e+00,1.862502216457466997e-01,9.449502802000857571e+00,3.822381970961331490e+02,5.346323170795275193e-02,4.734915133575522961e-01
5.096219243848769054e+01,8.248739724414891228e+00,1.853766373455809913e-01,9.448201459309057526e+00,3.822914862623634349e+02,5.341919133923275775e-02,-9.223964636448386822e-02
5.098619723944788262e+01,8.250021513118747762e+00,1.845071528813536366e-01,9.446901257878977276e+00,3.823447493341752192e+02,5.337517512876310821e-02,-6.314470176467669171e-01
5.101020204040807471e+01,8.251302245513112865e+00,1.836417490118573415e-01,9.445602196745678469e+00,3.823979863245104411e+02,5.333118312065776578e-02,-1.454224968107632021e+00
5.103420684136826679e+01,8.252581922179647478e+00,1.827804065825861524e-01,9.444304274944935074e+00,3.824511972463045595e+02,5.328721535870684090e-02,-8.148545797238876398e-01
5.105821164232845888e+01,8.253860543700996644e+00,1.819231065257352342e-01,9.443007491513215612e+00,3.825043821124865531e+02,5.324327188637592578e-02,-3.260340526566493091e-01
5.108221644328865096e+01,8.255138110660780626e+00,1.810698298602011203e-01,9.441711845487693822e+00,3.825575409359791479e+02,5.319935274680651083e-02,8.176017133974881057e-01
5.110622124424884305e+01,8.256414623643602013e+00,1.802205576915814900e-01,9.440417335906246876e+00,3.826106737296984761e+02,5.315545798281542944e-02,-1.631710612625983048e+00
5.113022604520903514e+01,8.257690083235047496e+00,1.793752712121753357e-01,9.439123961807455387e+00,3.826637805065543034e+02,5.311158763689491358e-02,-1.311601331238038570e+00
5.115423084616922722e+01,8.258964490021682536e+00,1.785339517009828791e-01,9.437831722230601628e+00,3.827168612794499722e+02,5.306774175121231618e-02,2.741325055977544833e-01
5.117823564712941931e+01,8.260237844591049594e+00,1.776965805237055440e-01,9.436540616215667754e+00,3.827699160612824016e+02,5.302392036761008343e-02,-9.943604103200066602e-01
5.120224044808961139e+01,8.261510147531678783e+00,1.768631391327460389e-01,9.435250642803344689e+00,3.828229448649420874e+02,5.298012352760575472e-02,3.899323381936037336e-01
5.122624524904980348e+01,8.262781399433077212e+00,1.760336090672083575e-01,9.433961801035021466e+00,3.828759477033129883e+02,5.293635127239132432e-02,-3.572382662732632164e-01
5.125025005000999556e+01,8.264051600885730764e+00,1.752079719528976398e-01,9.432674089952790553e+00,3.829289245892728673e+02,5.289260364283351890e-02,-6.973927864356216366e-01
5.127425485097018765e+01,8.265320752481109423e+00,1.743862095023203385e-01,9.431387508599449632e+00,3.829818755356928364e+02,5.284888067947368651e-02,-1.278720786017268463e+00
5.129825965193037973e+01,8.266588854811663722e+00,1.735683035146841635e-01,9.430102056018494494e+00,3.830348005554376414e+02,5.280518242252732475e-02,-3.967262997447978945e-02
5.132226445289057182e+01,8.267855908470824744e+00,1.727542358758979990e-01,9.428817731254129697e+00,3.830876996613656615e+02,5.276150891188402525e-02,-6.744795679620245732e-01
5.134626925385076390e+01,8.269121914053000566e+00,1.719439885585720418e-01,9.427534533351256130e+00,3.831405728663287960e+02,5.271786018710764021e-02,-5.588169073621879201e-01
5.137027405481095599e+01,8.270386872153588698e+00,1.711375436220176904e-01,9.426252461355481671e+00,3.831934201831725773e+02,5.267423628743561625e-02,-5.832292268017045256e-01
5.139427885577114807e+01,8.271650783368956539e+00,1.703348832122476564e-01,9.424971514313115861e+00,3.832462416247359442e+02,5.263063725177932750e-02,2.403093356257487156e-01
5.141828365673134016e+01,8.272913648296180256e+00,1.695359895466631850e-01,9.423691691271168125e+00,3.832990372038516966e+02,5.258706311879182693e-02,2.018167095137749778e-01
5.144228845769153224e+01,8.274175467532955963e+00,1.687408449077864858e-01,9.422412991277326455e+00,3.833518069333464382e+02,5.254351392689457501e-02,-1.660377685711407203e+00
5.146629325865172433e+01,8.275436241678916005e+00,1.679494317145235616e-01,9.421135413379996493e+00,3.834045508260397810e+02,5.249998971396063752e-02,-1.079898370322093792e-01
5.149029805961191641e+01,8.276695971334575574e+00,1.671617324673551896e-01,9.419858956628285540e+00,3.834572688947451411e+02,5.245649051755907344e-02,4.511893350936162506e-01
5.151430286057210850e+01,8.277954657101261660e+00,1.663777297445694636e-01,9.418583620071997231e+00,3.835099611522693976e+02,5.241301637497133847e-02,1.091874794546220606e+00
5.153830766153230059e+01,8.279212299581111267e+00,1.655974062022619320e-01,9.417309402761643966e+00,3.835626276114132907e+02,5.236956732319164587e-02,8.356465238861412459e-01
5.156231246249249267e+01,8.280468899377076752e+00,1.648207445743356259e-01,9.416036303748436254e+00,3.836152682849709095e+02,5.232614339892638355e-02,2.618699484559415813e-01
5.158631726345268476e+01,8.281724457092916936e+00,1.640477276725008371e-01,9.414764322084286263e+00,3.836678831857302043e+02,5.228274463859436394e-02,-1.090166794210041479e+00
5.161032206441287684e+01,8.282978973333205985e+00,1.632783383862753956e-01,9.413493456821811378e+00,3.837204723264726454e+02,5.223937107832629656e-02,-7.177004105487583274e-01
5.163432686537306893e+01,8.284232448703329865e+00,1.625125596829845032e-01,9.412223707014325313e+00,3.837730357199733930e+02,5.219602275396476032e-02,9.667448774699909375e-01
5.165833166633326101e+01,8.285484883809484558e+00,1.617503746077607885e-01,9.410955071715848774e+00,3.838255733790012414e+02,5.215269970106434227e-02,-6.500134905430887677e-01
5.168233646729345310e+01,8.286736279258679616e+00,1.609917662835441965e-01,9.409687549981102350e+00,3.838780853163185611e+02,5.210940195489119353e-02,1.078374016182976458e+00
5.170634126825364518e+01,8.287986635658732837e+00,1.602367179110822382e-01,9.408421140865508292e+00,3.839305715446814702e+02,5.206612955042291824e-02,1.326033632261200523e+00
5.173034606921383727e+01,8.289235953618279140e+00,1.594852127689296850e-01,9.407155843425188735e+00,3.839830320768396064e+02,5.202288252234837929e-02,-1.010153105457701095e+00
5.175435087017402935e+01,8.290484233746758136e+00,1.587372342134488468e-01,9.405891656716972804e+00,3.840354669255362410e+02,5.197966090506800363e-02,4.925943217735279656e-01
5.177835567113422144e+01,8.291731476654428334e+00,1.579927656788093493e-01,9.404628579798387733e+00,3.840878761035084494e+02,5.193646473269286634e-02,-6.013668381383890926e-02
5.180236047209441352e+01,8.292977682952356488e+00,1.572517906769882734e-01,9.403366611727662416e+00,3.841402596234867133e+02,5.189329403904521798e-02,2.079596940580338504e+00
5.182636527305460561e+01,8.294222853252421146e+00,1.565142927977701270e-01,9.402105751563729186e+00,3.841926174981953181e+02,5.185014885765792947e-02,8.898961076991466213e-01
5.185037007401479769e+01,8.295466988167310873e+00,1.557802557087467621e-01,9.400845998366222034e+00,3.842449497403521264e+02,5.180702922177465863e-02,-4.586523674773111403e-01
5.187437487497498978e+01,8.296710088310527809e+00,1.550496631553175131e-01,9.399587351195476614e+00,3.842972563626685769e+02,5.176393516434937836e-02,4.590724001809431964e-01
5.189837967593518187e+01,8.297952154296389438e+00,1.543224989606891140e-01,9.398329809112528466e+00,3.843495373778497992e+02,5.172086671804640434e-02,-8.659628709214357567e-01
5.192238447689537395e+01,8.299193186740016159e+00,1.535987470258756427e-01,9.397073371179116563e+00,3.844017927985946699e+02,5.167782391524028407e-02,-9.980469953881812573e-02
5.194638927785556604e+01,8.300433186257349050e+00,1.528783913296986596e-01,9.395818036457685096e+00,3.844540226375954717e+02,5.163480678801554702e-02,2.566242244077569512e-01
5.197039407881575812e+01,8.301672153464874526e+00,1.521614159143460931e-01,9.394563804011367480e+00,3.845062269075384620e+02,5.159181536823079228e-02,2.009631358574340554e-01
5.199439887977595021e+01,8.302910088979597703e+00,1.514478048816312872e-01,9.393310672903981029e+00,3.845584056211035886e+02,5.154884968753475905e-02,3.593173789922587957e-01
5.201840368073614229e+01,8.304146993420184586e+00,1.507375424555335297e-01,9.392058642200060703e+00,3.846105587909640917e+02,5.150590977708724427e-02,-8.554344192877624264e-01
5.204240848169633438e+01,8.305382867406015279e+00,1.500306129328905225e-01,9.390807710964843125e+00,3.846626864297869588e+02,5.146299566777970402e-02,-1.801816767624310200e+00
5.206641328265652646e+01,8.306617711557128914e+00,1.493270006803569250e-01,9.389557878264261248e+00,3.847147885502328108e+02,5.142010739024852062e-02,-3.114946789115754511e-01
5.209041808361671855e+01,8.307851526494228978e+00,1.486266901344045488e-01,9.388309143164953241e+00,3.847668651649559592e+02,5.137724497487500264e-02,-8.409799335322585279e-01
5.211442288457691063e+01,8.309084312838681541e+00,1.479296658013221910e-01,9.387061504734250050e+00,3.848189162866044626e+02,5.133440845178485756e-02,-6.488497262901360418e-01
5.213842768553710272e+01,8.310316071212511702e+00,1.472359122572157730e-01,9.385814962040189613e+00,3.848709419278200698e+02,5.129159785084855261e-02,2.188627617899461253e+00
5.216243248649729480e+01,8.311546802238405363e+00,1.465454141480081740e-01,9.384569514151504421e+00,3.849229421012381636e+02,5.124881320168095389e-02,1.214136799132196742e+00
5.218643728745748689e+01,8.312776506539711008e+00,1.458581561894393974e-01,9.383325160137626852e+00,3.849749168194879303e+02,5.120605453364096560e-02,-1.232451038375304009e-01
5.221044208841767897e+01,8.314005184740437926e+00,1.451741231670664323e-01,9.382081899068692721e+00,3.850268660951921333e+02,5.116332187583197411e-02,-1.382272147495733128e+00
5.223444688937787106e+01,8.315232837465259763e+00,1.444932999362633641e-01,9.380839730015532396e+00,3.850787899409673400e+02,5.112061525710090426e-02,-1.247075170564701629e+00
5.225845169033806314e+01,8.316459465339505641e+00,1.438156714222213473e-01,9.379598652049681462e+00,3.851306883694238081e+02,5.107793470603885777e-02,4.122740100129150820e-01
5.228245649129825523e+01,8.317685068989172592e+00,1.431412226199485216e-01,9.378358664243370058e+00,3.851825613931654289e+02,5.103528025098044707e-02,1.120384096453629130e+00
5.230646129225844732e+01,8.318909649040913123e+00,1.424699385942700958e-01,9.377119765669531759e+00,3.852344090247898407e+02,5.099265192000393410e-02,-2.375222793758602624e-01
5.233046609321863940e+01,8.320133206122045877e+00,1.418018044798283750e-01,9.375881955401796475e+00,3.852862312768883726e+02,5.095004974093081396e-02,1.860497181718961113e-01
5.235447089417883149e+01,8.321355740860546746e+00,1.411368054810826778e-01,9.374645232514499327e+00,3.853380281620461005e+02,5.090747374132614800e-02,3.057132059132370294e-01
5.237847569513902357e+01,8.322577253885055981e+00,1.404749268723093636e-01,9.373409596082666440e+00,3.853897996928416774e+02,5.086492394849770338e-02,1.117058115265294305e+00
5.240248049609921566e+01,8.323797745824876415e+00,1.398161539976018608e-01,9.372175045182034481e+00,3.854415458818476168e+02,5.082240038949653593e-02,-1.829648949434175220e+00
5.242648529705940774e+01,8.325017217309966355e+00,1.391604722708706388e-01,9.370941578889029344e+00,3.854932667416299523e+02,5.077990309111643508e-02,2.067321872692123585e-01
5.245049009801959983e+01,8.326235668970950243e+00,1.385078671758432356e-01,9.369709196280782137e+00,3.855449622847485784e+02,5.073743207989381276e-02,4.562683717492101998e-01
5.247449489897979191e+01,8.327453101439115102e+00,1.378583242660642028e-01,9.368477896435123853e+00,3.855966325237570231e+02,5.069498738210762023e-02,1.000787084805957017e+00
5.249849969993998400e+01,8.328669515346403429e+00,1.372118291648951882e-01,9.367247678430585367e+00,3.856482774712025048e+02,5.065256902377932025e-02,4.467905620619546658e-01
5.252250450090017608e+01,8.329884911325198260e+00,1.365683675528864827e-01,9.366018541346383230e+00,3.856998971396260458e+02,5.061017703072864804e-02,-1.050086715724249053e+00
5.254650930186036817e+01,8.331099290008273428e+00,1.359279251632792562e-01,9.364790484262417891e+00,3.857514915415626433e+02,5.056781142859317901e-02,-5.299857633067921459e-01
5.257051410282056025e+01,8.332312652029814970e+00,1.352904878393312027e-01,9.363563506259305669e+00,3.858030606895405867e+02,5.052547224257261660e-02,-1.473657121156914940e+00
5.259451890378075234e+01,8.333524998024596897e+00,1.346560414898810287e-01,9.362337606418368097e+00,3.858546045960818560e+02,5.048315949762741117e-02,2.436856358357078478e-01
5.261852370474094442e+01,8.334736328627915469e+00,1.340245720864061407e-01,9.361112783821614158e+00,3.859061232737022920e+02,5.044087321849163863e-02,2.428009075891445490e-01
5.264252850570113651e+01,8.335946644475599854e+00,1.333960656630224229e-01,9.359889037551754498e+00,3.859576167349113689e+02,5.039861342967319469e-02,5.622302329921512465e-01
5.266653330666132860e+01,8.337155946203999690e+00,1.327705083164843203e-01,9.358666366692197869e+00,3.860090849922124221e+02,5.035638015545326751e-02,-9.195156067437783021e-01
5.269053810762152068e+01,8.338364234450002854e+00,1.321478862061849224e-01,9.357444770327044026e+00,3.860605280581025340e+02,5.031417341988639325e-02,-1.089916509017444080e+00
5.271454290858171277e+01,8.339571509851014142e+00,1.315281855541558520e-01,9.356224247541094385e+00,3.861119459450725913e+02,5.027199324680048376e-02,1.575870550092046685e+00
5.273854770954190485e+01,8.340777773044971255e+00,1.309113926450672372e-01,9.355004797419841367e+00,3.861633386656070570e+02,5.022983965979627152e-02,2.324119403303673836e-01
5.276255251050209694e+01,8.341983024670343028e+00,1.302974938262279059e-01,9.353786419049479051e+00,3.862147062321844260e+02,5.018771268224755944e-02,1.796191134153112934e+00
5.278655731146228902e+01,8.343187265366118766e+00,1.296864755075851638e-01,9.352569111516892519e+00,3.862660486572767695e+02,5.014561233730088774e-02,4.895897608705020998e-01
5.281056211242248111e+01,8.344390495771820682e+00,1.290783241617249333e-01,9.351352873909670294e+00,3.863173659533500199e+02,5.010353864787556177e-02,-1.411603616240772796e+00
5.283456691338267319e+01,8.345592716527495014e+00,1.284730263238716141e-01,9.350137705316088343e+00,3.863686581328638567e+02,5.006149163666331892e-02,8.554782742512495597e-01
5.285857171434286528e+01,8.346793928273720908e+00,1.278705685918883339e-01,9.348923604825126077e+00,3.864199252082715930e+02,5.001947132612824531e-02,1.285149801454041896e+00
5.288257651530305736e+01,8.347994131651597982e+00,1.272709376262766701e-01,9.347710571526457457e+00,3.864711671920205731e+02,4.997747773850677588e-02,-4.007459581865276954e-01
5.290658131626324945e+01,8.349193327302762313e+00,1.266741201501768166e-01,9.346498604510451003e+00,3.865223840965516047e+02,4.993551089580725022e-02,-1.874723138648170639e+00
5.293058611722344153e+01,8.350391515869368675e+00,1.260801029493675285e-01,9.345287702868173341e+00,3.865735759342995266e+02,4.989357081981032893e-02,7.151349459838105549e-01
5.295459091818363362e+01,8.351588697994108301e+00,1.254888728722661217e-01,9.344077865691385654e+00,3.866247427176927545e+02,4.985165753206804995e-02,-9.050091435955737174e-02
5.297859571914382570e+01,8.352784874320191122e+00,1.249004168299284873e-01,9.342869092072549009e+00,3.866758844591535649e+02,4.980977105390457793e-02,3.274027760706818002e-01
5.300260052010401779e+01,8.353980045491361750e+00,1.243147217960491047e-01,9.341661381104815476e+00,3.867270011710979816e+02,4.976791140641531608e-02,-2.636744018132083145e+00
5.302660532106420987e+01,8.355174212151892377e+00,1.237317748069610285e-01,9.340454731882038786e+00,3.867780928659357755e+02,4.972607861046715594e-02,5.068511413083752748e-01
5.305061012202440196e+01,8.356367374946575666e+00,1.231515629616358326e-01,9.339249143498767225e+00,3.868291595560704081e+02,4.968427268669836638e-02,-2.700831534111680643e+00
5.307461492298459405e+01,8.357559534520563105e+00,1.225740734115691871e-01,9.338044615050232977e+00,3.868802012538994290e+02,4.964249365556328009e-02,-8.177638413497106962e-01
5.309861972394478613e+01,8.358750691519242437e+00,1.219992933530560236e-01,9.336841145632343242e+00,3.869312179718141920e+02,4.960074153736623859e-02,9.355021554673740303e-01
5.312262452490497822e+01,8.359940846589218211e+00,1.214272100818993699e-01,9.335638734341726419e+00,3.869822097221995136e+02,4.955901635201728772e-02,-1.774918136574343164e+00
5.314662932586517030e+01,8.361130000377569260e+00,1.208578109535023010e-01,9.334437380275705465e+00,3.870331765174339580e+02,4.951731811921092352e-02,-1.814285389017115113e+00
5.317063412682536239e+01,8.362318153531779430e+00,1.202910833794575141e-01,9.333237082532296114e+00,3.870841183698899499e+02,4.947564685844080268e-02,-4.003033464939357300e-01
5.319463892778555447e+01,8.363505306699742903e+00,1.197270148275473983e-01,9.332037840210206880e+00,3.871350352919337183e+02,4.943400258900018662e-02,1.696094081257450537e+00
5.321864372874574656e+01,8.364691460529762423e+00,1.191655928217439514e-01,9.330839652408837281e+00,3.871859272959253531e+02,4.939238532998127540e-02,1.665044658416366063e+00
5.324264852970593864e+01,8.365876615670551075e+00,1.186068049422087933e-01,9.329642518228277837e+00,3.872367943942187480e+02,4.935079510027534644e-02,-5.589317296325728712e-01
5.326665333066613073e+01,8.367060772771228727e+00,1.180506388252932359e-01,9.328446436769313621e+00,3.872876365991616581e+02,4.930923191857269905e-02,1.048831959643394596e+00
5.329065813162632281e+01,8.368243932481325587e+00,1.174970821635381857e-01,9.327251407133418937e+00,3.873384539230956989e+02,4.926769580336223808e-02,6.281838275479728617e-01
5.331466293258651490e+01,8.369426095450780423e+00,1.169461227056742131e-01,9.326057428422762641e+00,3.873892463783561197e+02,4.922618677293161271e-02,3.102078393567191950e-01
5.333866773354670698e+01,8.370607262329944120e+00,1.163977482566215110e-01,9.324864499740204593e+00,3.874400139772722582e+02,4.918470484536691112e-02,4.035729482701263526e-01
5.336267253450689907e+01,8.371787433769570796e+00,1.158519466774899503e-01,9.323672620189297433e+00,3.874907567321671422e+02,4.914325003855274376e-02,-6.769655782896395468e-01
5.338667733546709115e+01,8.372966610420826683e+00,1.153087058855789826e-01,9.322481788874283026e+00,3.875414746553576606e+02,4.910182237017179929e-02,8.491458815029878648e-01
5.341068213642728324e+01,8.374144792935286574e+00,1.147680138543777650e-01,9.321292004900097794e+00,3.875921677591545631e+02,4.906042185770498332e-02,1.109028564211752332e+00
5.343468693738747533e+01,8.375321981964937379e+00,1.142298586135650634e-01,9.320103267372369160e+00,3.876428360558622899e+02,4.901904851843116862e-02,2.748930080656324382e+00
5.345869173834766741e+01,8.376498178162169239e+00,1.136942282490092659e-01,9.318915575397417328e+00,3.876934795577793125e+02,4.897770236942711186e-02,9.641738144600122684e-01
5.348269653930785950e+01,8.377673382179784412e+00,1.131611109027684248e-01,9.317728928082255280e+00,3.877440982771977929e+02,4.893638342756737036e-02,-2.405783350695316791e+00
5.350670134026805158e+01,8.378847594670993715e+00,1.126304947730902284e-01,9.316543324534585224e+00,3.877946922264037539e+02,4.889509170952388573e-02,-1.158206705598348485e+00
5.353070614122824367e+01,8.380020816289418306e+00,1.121023681144120293e-01,9.315358763862803926e+00,3.878452614176770794e+02,4.885382723176626141e-02,3.789584975352654483e-01
5.355471094218843575e+01,8.381193047689086129e+00,1.115767192373607608e-01,9.314175245175999152e+00,3.878958058632915140e+02,4.881259001056134639e-02,1.138817109029181540e-01
5.357871574314862784e+01,8.382364289524435463e+00,1.110535365087530618e-01,9.312992767583951448e+00,3.879463255755144928e+02,4.877138006197320741e-02,-1.815638108325152489e+00
5.360272054410881992e+01,8.383534542450313154e+00,1.105328083515951798e-01,9.311811330197130587e+00,3.879968205666073686e+02,4.873019740186304571e-02,-9.523644402955785959e-02
5.362672534506901201e+01,8.384703807121848484e+00,1.100145232378762078e-01,9.310630932126693793e+00,3.880472908488255257e+02,4.868904204592097718e-02,-3.140269103644814930e-01
5.365073014602920409e+01,8.385872084194266662e+00,1.094986696762874911e-01,9.309451572484457316e+00,3.880977364344182661e+02,4.864791400972046098e-02,-5.630794887782453184e-03
5.367473494698939618e+01,8.387039374323824958e+00,1.089852362653961904e-01,9.308273250382958608e+00,3.881481573356283548e+02,4.860681330848062864e-02,-7.865872943040388976e-02
5.369873974794958826e+01,8.388205678167166113e+00,1.084742116587128075e-01,9.307095964935433230e+00,3.881985535646925882e+02,4.856573995722276993e-02,9.642803328181251965e-01
5.372274454890978035e+01,8.389370996381234846e+00,1.079655845601441427e-01,9.305919715255798863e+00,3.882489251338413396e+02,4.852469397079053892e-02,1.508028567835439260e+00
5.374674934986997243e+01,8.390535329623281413e+00,1.074593437239932253e-01,9.304744500458660639e+00,3.882992720552991841e+02,4.848367536384975973e-02,7.271213750733029890e-01
5.377075415083016452e+01,8.391698678550859825e+00,1.069554779549593410e-01,9.303570319659312915e+00,3.883495943412843872e+02,4.844268415088834323e-02,-1.066854087119254446e+00
5.379475895179035660e+01,8.392861043821824296e+00,1.064539761081380181e-01,9.302397171973732171e+00,3.883998920040092457e+02,4.840172034621631481e-02,-8.197752421063717598e-01
5.381876375275054869e+01,8.394022426094334577e+00,1.059548270890210975e-01,9.301225056518587664e+00,3.884501650556798040e+02,4.836078396396537027e-02,-6.185841700607616067e-01
5.384276855371074078e+01,8.395182826026855949e+00,1.054580198534966068e-01,9.300053972411228997e+00,3.885004135084961376e+02,4.831987501808895913e-02,-1.262515670913642168e-02
5.386677335467093286e+01,8.396342244278155675e+00,1.049635434078488722e-01,9.298883918769696777e+00,3.885506373746521831e+02,4.827899352236228459e-02,-3.829358887097189523e-01
5.389077815563112495e+01,8.397500681507304776e+00,1.044713868087584763e-01,9.297714894712719058e+00,3.886008366663357378e+02,4.823813949038188720e-02,-3.061669064914553928e-01
5.391478295659131703e+01,8.398658138373676252e+00,1.039815391633022446e-01,9.296546899359707794e+00,3.886510113957285171e+02,4.819731293556572815e-02,-8.786645559766376179e-01
5.393878775755150912e+01,8.399814615536948637e+00,1.034939896289532452e-01,9.295379931830762388e+00,3.887011615750060969e+02,4.815651387115302273e-02,9.930777908743250171e-01
5.396279255851170120e+01,8.400970113657102445e+00,1.030087274135808445e-01,9.294213991246669693e+00,3.887512872163380280e+02,4.811574231020412928e-02,8.952974211059248066e-01
5.398679735947189329e+01,8.402124633394423725e+00,1.025257417754506239e-01,9.293049076728904012e+00,3.888013883318877220e+02,4.807499826560029943e-02,9.984765686508962901e-01
5.401080216043208537e+01,8.403278175409500506e+00,1.020450220232244631e-01,9.291885187399625323e+00,3.888514649338123945e+02,4.803428175004376133e-02,-3.632750018660034497e-02
5.403480696139227746e+01,8.404430740363226349e+00,1.015665575159604428e-01,9.290722322381681053e+00,3.889015170342632928e+02,4.799359277605746987e-02,4.988720342634103688e-01
5.405881176235246954e+01,8.405582328916793244e+00,1.010903376631129558e-01,9.289560480798604303e+00,3.889515446453854679e+02,4.795293135598496792e-02,-8.670516134015388010e-01
5.408281656331266163e+01,8.406732941731704045e+00,1.006163519245326238e-01,9.288399661774615623e+00,3.890015477793179457e+02,4.791229750199033077e-02,-9.677605314277020199e-01
5.410682136427285371e+01,8.407882579469760032e+00,1.001445898104663251e-01,9.287239864434623016e+00,3.890515264481935560e+02,4.787169122605799965e-02,-4.997182523319887992e-01
5.413082616523304580e+01,8.409031242793066241e+00,9.967504088155719477e-02,9.286081087904220155e+00,3.891014806641391033e+02,4.783111253999269841e-02,6.290154608029527861e-01
5.415483096619323788e+01,8.410178932364035020e+00,9.920769474884463812e-02,9.284923331309689942e+00,3.891514104392751960e+02,4.779056145541926703e-02,-1.046184662396452691e-01
5.417883576715342997e+01,8.411325648845302538e+00,9.874254106948782139e-02,9.283766593777990295e+00,3.892013157857165879e+02,4.775003798380164644e-02,-1.097708688368592256e+00
5.420284056811362206e+01,8.412471392899472988e+00,9.827956953005063945e-02,9.282610874436736381e+00,3.892511967155719503e+02,4.770954213651684706e-02,1.376851542396448913e-01
5.422684536907381414e+01,8.413616165189997886e+00,9.781876989713821080e-02,9.281456172414257466e+00,3.893010532409437587e+02,4.766907392462871318e-02,4.675217636953519218e-01
5.425085017003400623e+01,8.414759966380652045e+00,9.736013198915065281e-02,9.280302486839577369e+00,3.893508853739281790e+02,4.762863335901457162e-02,2.079572096055314900e-01
5.427485497099419831e+01,8.415902797135428770e+00,9.690364566967997473e-02,9.279149816842400256e+00,3.894006931266154083e+02,4.758822045039445836e-02,-6.214518570097746775e-01
5.429885977195439040e+01,8.417044658118523870e+00,9.644930084751009158e-02,9.277998161553108858e+00,3.894504765110896187e+02,4.754783520933114627e-02,1.096309714991919038e-01
5.432286457291458248e+01,8.418185549994346317e+00,9.599708747661685193e-02,9.276847520102766254e+00,3.895002355394288429e+02,4.750747764623000635e-02,-3.763874252690819766e-01
5.434686937387477457e+01,8.419325473427514694e+00,9.554699555616796847e-02,9.275697891623121194e+00,3.895499702237051451e+02,4.746714777133892449e-02,-2.803234708835328215e-01
5.437087417483496665e+01,8.420464429082857194e+00,9.509901513052308741e-02,9.274549275246595670e+00,3.895996805759846211e+02,4.742684559474807937e-02,-4.426613840783834297e-02
5.439487897579515874e+01,8.421602417625415171e+00,9.465313628923377465e-02,9.273401670106300898e+00,3.896493666083272274e+02,4.738657112638991475e-02,7.987581694866415782e-01
5.441888377675535082e+01,8.422739439720434262e+00,9.420934916704350182e-02,9.272255075336023111e+00,3.896990283327868951e+02,4.734632437603908395e-02,1.870635170877319009e+00
5.444288857771553580e+01,8.423875496033375043e+00,9.376764394388772961e-02,9.271109490070228887e+00,3.897486657614114733e+02,4.730610535331214450e-02,1.604050261701310154e+00
5.446689337867572789e+01,8.425010587229905923e+00,9.332801084489350529e-02,9.269964913444070476e+00,3.897982789062430129e+02,4.726591406766769698e-02,6.740091531727104845e-01
