z,s,omega,A
1.929118223445768443e+00,1.050785288476051793e+00,4.756815463432799262e+00,5.107380339291051063e-02
1.533136755148495789e+00,4.543313433631666620e-01,2.050638476175652869e+00,4.547780324421892284e-01
1.762861785936733705e+00,1.390852536116948146e+00,1.801642343131584223e+00,2.023521291709305392e-01
6.173991536375937894e-01,1.086059815601508882e+00,3.465623554743626489e+00,7.468336113748220706e-01
2.674774067966704028e+00,1.328617418791465665e+00,3.365924026961140569e+00,-4.561368282211724079e-01
1.905369979184030838e+00,6.021130439482543784e-01,4.756620708569600176e+00,1.822441412914567738e-01
1.080868804148595430e+00,1.126330500631513187e+00,4.219104200514825820e+00,4.084345511373691506e-01
3.695140075999006068e+00,9.685586001462196393e-01,3.070106510834167857e+00,-6.858420999431387166e-01
4.498214551486378276e+00,6.826047727667533538e-01,2.706661039109299782e+00,-6.241066799215901906e-01
4.093625701294183905e+00,9.174851902423103445e-01,3.438353510241839661e+00,-7.557080325219470707e-01
9.370687291288353205e-01,7.173497105430329812e-01,4.270125420895855228e+00,5.913357162005709045e-01
4.593638341263691416e+00,4.019940234950378222e-01,2.132478051927665597e+00,-3.361006762538550907e-01
2.221397892737279722e+00,1.310196825150758526e+00,2.728367458255425593e+00,-9.588008256426699960e-02
4.598559435660111383e+00,1.128399320836991793e+00,2.885365326639169226e+00,-6.677581214929575459e-01
6.930921897396288278e-01,9.492552723108331758e-01,4.584281233339778439e+00,6.993602196880869259e-01
4.923812639037980610e+00,1.231501005994116049e+00,3.673356110885858783e+00,-2.999898898007998804e-01
7.546756884661854903e-01,6.405862484669986312e-01,2.826539712669626780e+00,7.253465247804714577e-01
3.803496597639174137e+00,9.496033899839538828e-01,3.258135100287493646e+00,-7.135456460858047301e-01
3.657741001067446263e+00,3.226740450850369979e-01,4.319124554575430430e+00,-1.598610116438432815e-01
3.858687419395816498e+00,4.517129269133057234e-01,2.360616348509807061e+00,-2.435624114998306833e-01
1.449921055968311556e+00,1.000315949940810301e+00,2.401818297849357187e+00,3.074543278272130475e-01
3.815269363080170173e+00,1.371333332021452689e+00,4.449955699076649118e+00,-8.862322510039966073e-01
2.710635607457014373e+00,7.732425003863409030e-01,3.862360822174068620e+00,-1.626595076682293972e-01
5.211323734753893211e-01,4.242171069725063082e-01,3.178889244020160376e+00,8.638606218952799010e-01
7.583867519655269618e-01,3.866772685445812319e-01,4.589469627056274703e+00,7.627398419351930636e-01
1.617115342888229446e+00,6.649312368728431677e-01,1.691195979931737536e+00,3.769952311554540803e-01
4.283010049373352501e+00,1.270522741645410791e+00,1.962806749806726092e+00,-7.480719239395271503e-01
2.300238999768777326e+00,1.053827065497767945e+00,2.788193812927387327e+00,-5.585759125054295948e-02
1.588006383328918192e+00,1.232521541146013533e+00,1.848168418359757981e+00,2.715406942925233658e-01
2.814037141774629713e+00,1.055195757063925655e+00,3.872938091306949993e+00,-3.783232598168110306e-01
1.852029146314251751e+00,5.989470761945807631e-01,4.303542529890901136e+00,2.082439733787355696e-01
1.747959336601019320e+00,6.463756852543899312e-01,2.956943200084542589e+00,2.563179177852089596e-01
1.231549608718469635e+00,5.706511792143730277e-01,3.708716020955476811e+00,4.898131140906785141e-01
1.951094346355683129e+00,4.294717404155958262e-01,2.620943852385547057e+00,2.918653423983319506e-01
1.078759638585104152e+00,4.459561787030121294e-01,3.533061571916401800e+00,6.091267983631901695e-01
2.998289759377229746e+00,6.857295793747574253e-01,2.590043816217184158e+00,-1.673474767139397357e-01
2.071139918981322214e+00,1.224804388652537712e+00,3.286434371081043082e+00,-1.902124157222923051e-02
4.852963723325386391e-01,6.132561478136684396e-01,2.223897482683271143e+00,8.815375319645608609e-01
1.315766316223322629e+00,9.189458158778766039e-01,3.100010399652598281e+00,3.545234131332574146e-01
2.548539816594947105e+00,5.264235177938832999e-01,3.018598143777088794e+00,3.238154987130054119e-02
1.606731956866496835e+00,9.517119399169858829e-01,1.677522751774073395e+00,3.216490028463178108e-01
4.446971045436246328e+00,1.444517381710953785e+00,2.086615482369430730e+00,-5.997772856472870506e-01
5.737196095010852481e-01,6.577092741381005414e-01,3.922202216806164543e+00,8.185422736718139802e-01
3.345255003503700753e+00,5.284978205424454289e-01,3.343161929078684924e+00,-2.214071341100219692e-01
4.346631811733646877e+00,1.250342383921153600e+00,2.511974714413847565e+00,-7.301749542450404196e-01
4.627803031080018670e+00,7.681013004307584158e-01,2.591579903977397237e+00,-6.831882826535615738e-01
2.575760370360360874e+00,1.344846659180265469e+00,3.979368714119186468e+00,-4.225548558951848221e-01
2.194586148765582223e+00,1.213923743305362013e+00,2.658132913686297005e+00,-4.518635250166630479e-02
4.675605428432973998e-01,8.264857327450628732e-01,3.090701887601273956e+00,8.817549602587146929e-01
2.483836556790985473e+00,6.987773480912390367e-01,4.324108646718428872e+00,-5.405578426759843902e-02
3.354545155706300630e+00,1.230364733943428490e+00,3.705810854892348960e+00,-7.967098919451923722e-01
1.889643218959718096e+00,1.187694695308243009e+00,3.540214540700608925e+00,6.358726638837974843e-02
1.060182547357719773e+00,1.308846450823824448e+00,4.375592892086986652e+00,3.833084734556697071e-01
2.511926316866529785e+00,7.247724241282363922e-01,2.112280903711536872e+00,2.328414267453143838e-02
1.062897625146278724e+00,7.942004807919190723e-01,2.101755527599220574e+00,5.471430847310367884e-01
2.922291503895164233e+00,1.347549399939203196e+00,2.630941486734878598e+00,-5.780229962228387031e-01
2.447881489627538265e+00,9.944220242787099595e-01,3.310912976738528357e+00,-1.295338540048316389e-01
4.975594108728004450e+00,1.237855968529245843e+00,4.351544581492788666e+00,-2.100431083874122196e-01
1.065608861390709983e+00,7.695095856200194762e-01,2.641159554860724512e+00,5.306442116395726494e-01
3.285499124315978126e+00,1.412497080573590136e+00,3.099460953147410436e+00,-8.613188654388767018e-01
1.237251926466150120e+00,3.581371020390815563e-01,2.229326119624052360e+00,6.015510210572113659e-01
2.266815524048135355e+00,1.339199210157902220e+00,1.811119218242097872e+00,-1.556709193419525405e-02
3.812957683279600829e+00,7.443111672161124570e-01,2.448708863621560372e+00,-4.841667586924639499e-01
2.636652403832861591e+00,3.270968904105125419e-01,1.569343445139008031e+00,2.364862058305470249e-01
1.995286225731513374e+00,1.426799606057932435e+00,3.387140639146822174e+00,-3.274591227653739223e-02
4.478926287486054036e+00,1.228749430620047711e+00,4.522505461769797286e+00,-6.063184261567027278e-01
4.399009070364212626e+00,1.481114379015371574e+00,1.794404125103901348e+00,-6.433117580063372198e-01
2.097886533385209251e+00,1.180585972709620179e+00,4.307777568043551497e+00,-4.768828555081999765e-02
7.449160816594201373e-01,9.872532248567114088e-01,3.285287445581333454e+00,6.666135094413236928e-01
1.911471955130715106e+00,1.020118903927030862e+00,4.987274731339864431e+00,6.184029698777732120e-02
1.177103291408273744e+00,8.251192519067985787e-01,4.573544943602667168e+00,4.255557750863359079e-01
3.800899573228047945e+00,1.120928666832787135e+00,4.454094375970521824e+00,-8.502492645131687343e-01
3.301231574242595279e+00,1.215508986765249544e+00,4.524638541949100201e+00,-7.900845347696199283e-01
2.674174010471608298e+00,1.244096676580307648e+00,3.993676612721056340e+00,-4.250633494725662431e-01
3.769601650738604315e-01,1.498638495009822602e+00,4.946195363941058076e+00,9.478128550596969237e-01
4.840633586078920025e+00,1.296551717456789987e+00,1.590755706493907295e+00,-5.618947384968506764e-01
3.632974376539867545e-01,1.034962401407476307e+00,3.041682222788786305e+00,9.627205403355680868e-01
2.779012739748009331e+00,8.283393480656603414e-01,4.779588211310029422e+00,-2.384178226945424250e-01
2.328728560257076641e+00,5.624112432763982428e-01,2.391957829042223427e+00,1.160239943265098106e-01
1.530903032234419037e+00,3.394240507946958418e-01,2.103584180504975976e+00,5.108244157120771511e-01
4.482986330127367580e+00,1.111871806498411219e+00,4.573595174156027454e+00,-6.963558685338717691e-01
1.912384352123963849e+00,1.225818587004683158e+00,2.484092996892154570e+00,9.441835634721557069e-02
2.956005407714774158e+00,4.389792915480638102e-01,2.397178903648176096e+00,-4.753016617894845197e-03
9.136442250839839074e-01,1.153429574550498771e+00,4.072081848012873095e+00,5.072640354006057173e-01
5.464631351366072698e-01,1.358380220164805419e+00,2.359392487647835157e+00,8.018015249708068115e-01
4.249059432987735363e+00,7.122658897263387523e-01,4.975113297300358894e+00,-6.746078613818744518e-01
9.056852707897056209e-01,1.016184206912826848e+00,1.519984025855696697e+00,6.313406522559769085e-01
9.356916286690778461e-01,1.206235672879959031e+00,3.177545800549145927e+00,4.970109085429234019e-01
3.387145208380619277e+00,1.401362359121591794e+00,1.688974017535773475e+00,-6.545216944261060821e-01
1.310037942965794233e+00,1.117981512454100157e+00,4.370117954303843533e+00,2.926643215636383077e-01
3.970104517973506830e+00,6.174750942330372583e-01,2.445570174429044563e+00,-4.215009754221361038e-01
6.508919607525015527e-01,1.370980497676959953e+00,4.931784803092286396e+00,6.680023874705247611e-01
4.465553700320730179e-01,1.484390308246507306e+00,3.167544879649086376e+00,8.794616315190433298e-01
2.082612949650875400e+00,4.430792011541427322e-01,3.794639743046368530e+00,2.086291897734546541e-01
4.374713691299445095e+00,7.053120354467380393e-01,4.939187152731155273e+00,-6.889258378492637558e-01
9.319804085247831438e-01,1.017377309315030676e+00,4.021735841335855710e+00,5.245798476544516475e-01
3.248580324584811607e-01,3.986389225669919045e-01,4.655891476977693344e+00,9.442931558540816894e-01
2.565802432982120518e+00,1.007527156613596819e+00,3.754230049383518342e+00,-2.097212250632513597e-01
2.409767937881311717e+00,1.274525684085188182e+00,3.659410841032861406e+00,-2.498874985936253568e-01
2.358444006805232807e+00,1.159192260927792706e+00,3.536191512788421587e+00,-1.598749729457373259e-01
1.380299172776386918e+00,5.451047679889152731e-01,2.516074351707189738e+00,4.573653563058517335e-01
3.638324115509804280e+00,5.582099886627875929e-01,2.468020489455840849e+00,-2.785092518996761246e-01
4.302797776539134311e+00,1.170006991474218827e+00,4.771509432003891327e+00,-7.479528328487804467e-01
2.433371164425456534e+00,4.416105175661667603e-01,2.001330513072804074e+00,1.717685422522899907e-01
4.651770037207344721e+00,8.028898332856120312e-01,3.508848116437636389e+00,-7.257402965969522723e-01
3.668441650661727671e+00,1.294073283906213234e+00,3.658065194547061694e+00,-8.938683568522782785e-01
6.608804157116279221e-01,3.681242801711827606e-01,3.411024685880901686e+00,8.101083589317704670e-01
4.720056947811802850e+00,1.315306263657629149e+00,2.079634982273789845e+00,-5.336004151868324330e-01
2.146582314983630280e+00,1.058607026888494618e+00,2.061323603996773279e+00,6.974568739225023295e-02
3.252848197013648690e+00,4.037247831421006961e-01,2.818229456180248782e+00,-8.546421097349032880e-02
1.124731123379622222e+00,4.786721659068257084e-01,2.191880094473149576e+00,6.009203026784531998e-01
2.749818422037484389e+00,6.934228151271809582e-01,3.758946196270030349e+00,-1.356333452317681210e-01
1.336237745979206304e+00,7.669282401417581996e-01,2.837730325804341813e+00,3.923487969553676735e-01
3.377572420788013119e+00,4.989274059461200062e-01,1.884792489029421425e+00,-9.749430876204573382e-02
1.737546071089384858e+00,1.446279807024841935e+00,4.565522008361474704e+00,7.286513153712453894e-02
4.985067705595464638e+00,5.374769984147442781e-01,2.456523311158128831e+00,-5.619876130474544818e-01
8.117953254390167794e-01,1.388818264200670560e+00,1.816732930242516808e+00,6.130625624891838932e-01
2.950833438730568137e+00,4.986899241200616895e-01,2.320499326291399989e+00,-3.182022641207910008e-02
1.162771726213146728e+00,1.330568179862920086e+00,2.028294589180229757e+00,4.059098497880060386e-01
1.688576429075977714e+00,6.146679415237508159e-01,2.728359137962286241e+00,2.983908141908331313e-01
4.343697824016580000e+00,4.973921348441697199e-01,2.776306973644639964e+00,-4.342549490102949883e-01
2.655996800966498927e+00,5.492703677831491937e-01,2.395188335860752638e+00,2.211713292544104092e-02
7.183548485249456883e-01,1.051802732447214561e+00,4.864453846383646862e+00,6.620789064173170368e-01
3.724477065720163793e+00,7.187820854136416360e-01,1.671631000517554977e+00,-2.963829489269438344e-01
2.387264818176899173e+00,1.063277294239612258e+00,2.813490160339061852e+00,-1.017991510866728122e-01
6.886225560434580117e-01,6.686855189021237988e-01,4.640646824349945909e+00,7.463406477267364725e-01
2.577417972805471358e+00,1.406407987320009934e+00,2.069527973369787333e+00,-2.888721732341449355e-01
2.393981033958496596e+00,1.279010085995229140e+00,2.319883634007052109e+00,-1.470130785254032957e-01
3.043802006632857271e+00,1.125681097129197950e+00,3.773202239094373578e+00,-5.617050597309821702e-01
2.341576089059904220e+00,1.049545903798835278e+00,4.168559314808659266e+00,-1.247691226792246311e-01
3.124237908191477509e+00,1.138027642905268033e+00,3.817696072432973153e+00,-6.186949397184736688e-01
3.608046987759040203e+00,6.871439184990237869e-01,4.449031498095376236e+00,-4.641453949224546016e-01
4.950472551731955662e+00,5.985529135471242546e-01,4.407867547894579907e+00,-6.648039448099095639e-01
2.920837550944914707e+00,9.470794792407277729e-01,3.200252203240539828e+00,-3.329598577654248603e-01
2.370901807405715100e+00,1.013224587678051236e+00,3.915439195051134469e+00,-1.194663979667264231e-01
3.646618293370307295e+00,4.995810777283344328e-01,3.335985257535279302e+00,-2.863403782044207646e-01
4.595137378607297762e+00,1.387830086858905743e+00,1.653809708363901176e+00,-6.125667035356169299e-01
4.081384756964328564e-01,9.322332732484277518e-01,3.708304431364175091e+00,9.212671899737714387e-01
4.694840728013107700e-01,1.325929124874249521e+00,4.666923742811078135e+00,8.523163584587702957e-01
4.893419616593071453e+00,1.043841911817757762e+00,2.760857240756754205e+00,-5.939901216618783675e-01
2.866240211537003368e+00,3.551728795693163132e-01,3.966894653913834556e+00,2.258064778841123443e-02
5.433502991863481402e-01,9.171426062383305489e-01,4.617943376301344216e+00,8.151024484345671395e-01
3.403752956882992731e+00,5.616994704807566352e-01,2.309448573846929254e+00,-1.972570077823329049e-01
7.536800638175097378e-01,6.208517528362623716e-01,1.811127036423067160e+00,7.505610060993677113e-01
7.988758718314787899e-01,1.361501565467869046e+00,1.667909831474196469e+00,6.384858538956095231e-01
2.192845821624528568e+00,1.366267858758783538e+00,2.815515915229438892e+00,-1.045105572537519123e-01
3.419402010328620456e+00,1.084226335970146282e+00,4.362427877759577299e+00,-7.320914309492586591e-01
4.154566493792763104e+00,1.180914320025489683e+00,2.255806300848355761e+00,-7.855646232665659534e-01
4.313186510919619465e+00,4.718005006217295128e-01,4.033367060835202800e+00,-4.529116468880869384e-01
2.117862064120831445e+00,1.144939195383188224e+00,4.667233983689769161e+00,-5.347268299807517167e-02
4.906854904515918214e+00,1.042018948329554551e+00,3.327357179929691711e+00,-5.601864633611606248e-01
9.554875716258184326e-01,1.147002578519159099e+00,4.519994260787064455e+00,4.767060931708656524e-01
3.452354179934908007e+00,5.823989030680983836e-01,4.988891640773912783e+00,-3.316451719431597334e-01
1.388656079214933170e+00,4.318104102266215327e-01,3.493924585237488500e+00,4.829568930657570092e-01
3.628692351197637223e+00,1.162746912213074468e+00,3.708164389065563782e+00,-8.317305871509302895e-01
2.505897885858637597e+00,6.198348289447345172e-01,1.818623802217799623e+00,9.619769279794165850e-02
4.423778401870758215e-01,1.453210682704223267e+00,4.349196802171138465e+00,8.760699948470347387e-01
5.098922486928916253e-01,8.788086195270700118e-01,4.435627280702880704e+00,8.433243078234271550e-01
1.690742887262674632e+00,1.492540325725330908e+00,3.469208003233689386e+00,1.099022417492776516e-01
7.578563822888921830e-01,1.173427926878402250e+00,2.248838611331686277e+00,6.541310467264009887e-01
3.533955485187093792e+00,3.626930291003707674e-01,2.507333153808606774e+00,-1.054116265414166698e-01
2.465540340243214779e+00,1.425108220780198609e+00,3.062178862132578061e+00,-3.417628020565592339e-01
3.326874985602783052e+00,1.392068510649807189e+00,3.824000991263379223e+00,-8.969476901280242220e-01
3.433025521256926282e+00,8.047924026879759163e-01,3.168160066048605561e+00,-4.557148439983255694e-01
5.232352241277996585e-01,3.274314939426558047e-01,4.643627295818685496e+00,8.660023803358066763e-01
2.248549011048366353e+00,1.296579451827407858e+00,3.895484674639807743e+00,-1.625698527954060890e-01
3.509550928604677100e+00,1.113838869996274017e+00,3.216383413964400972e+00,-7.438435152613505075e-01
4.544643243978117475e+00,1.063923150452293909e+00,2.946391131957119658e+00,-7.191372498524125634e-01
4.746193830317054996e+00,1.057469154773841069e+00,4.439120515265767786e+00,-6.014622330532319872e-01
2.098722539828480560e+00,1.189670482097950677e+00,4.445465583430756595e+00,-5.297696724359202136e-02
3.008830584836502897e+00,9.658644170121535311e-01,2.940967370544945947e+00,-3.739611130973116149e-01
4.689888608385537339e+00,3.084980173899952716e-01,4.944834519835273667e+00,-3.718781465734741776e-01
5.123369486664666184e-01,1.101628360507671545e+00,3.127747671051169132e+00,8.359512834330262709e-01
4.888084182426778668e+00,9.334792737202173285e-01,1.655518875377903321e+00,-6.351362799942302795e-01
2.437509618366745734e+00,1.128333163264010341e+00,2.993889248416658155e+00,-1.651854330208909483e-01
4.291936990100135851e+00,1.449201458739291404e+00,2.799151405999065201e+00,-6.215358007292595133e-01
1.088806101853388331e+00,8.892581916075792403e-01,3.925269834142326886e+00,4.624495786269469111e-01
4.698464009602997038e+00,3.312170547904305651e-01,4.261233344148219970e+00,-3.895075277491031884e-01
3.939944119265138767e+00,9.396148683667566726e-01,4.409344766032791796e+00,-7.712490424054225802e-01
3.368767169944001161e+00,6.153845070010378615e-01,2.420846767232035290e+00,-2.334516156013571320e-01
1.113393566418962699e+00,9.015958875232797931e-01,4.846315843737556861e+00,4.371354852695981674e-01
2.359880092063641577e+00,1.413356814265831263e+00,1.636998007190481719e+00,-4.882207748742423137e-02
3.052740462830575208e+00,1.182526390235054903e+00,4.500749722280325216e+00,-6.372731187559890209e-01
2.189162441337608733e+00,4.560786924403904541e-01,2.246558420907489140e+00,2.182660758421016423e-01
4.496490109217424092e+00,1.136093227484008095e+00,1.877857950426625511e+00,-7.103674399764701164e-01
2.888699199827162278e+00,1.326155302872970010e+00,3.761309588763189549e+00,-6.257962258374230036e-01
7.185504510157136870e-01,3.240880578178331195e-01,1.884220867205435246e+00,8.068088430333277827e-01
4.414081353838176014e+00,1.081528555149106285e+00,4.876415978074778224e+00,-7.416018495770898555e-01
1.763144924138908332e+00,3.579949014613737490e-01,4.774624190500428078e+00,3.693349255360741656e-01
1.106383112357831155e+00,9.932916749212206131e-01,2.394785615493987940e+00,4.665071514249190532e-01
3.321536956605242619e+00,6.012164959418743182e-01,4.141656454111060981e+00,-2.887778164422744043e-01
4.097475840162579708e+00,1.236604789464234910e+00,2.008965395064825188e+00,-7.784207684281602146e-01
1.664431191513489061e+00,7.709675701928263569e-01,3.257972841702204025e+00,2.406345907219969993e-01
2.590707581511757507e+00,9.374863305391963886e-01,1.581240366677663101e+00,1.415967405137297241e-02
4.849512569470610046e+00,6.603997467757851680e-01,3.791356739248657348e+00,-6.820956713137231731e-01
2.377219382030695272e+00,1.004841955313857227e+00,3.877463714363923675e+00,-1.183277467776718272e-01
2.053352067726746721e+00,6.520932340248625225e-01,4.936662099581896612e+00,1.073490173835747741e-01
2.886982814892707250e+00,5.322753252646671429e-01,3.585530546954893705e+00,-9.271913178312335413e-02
3.623277747471049359e+00,7.592265738672119291e-01,4.504743087348982655e+00,-5.350600692397809999e-01
3.323183664308472007e+00,5.194637711062852770e-01,3.925637476158403416e+00,-2.254294531308515259e-01
4.560219340613178018e-01,6.375702210308938911e-01,4.849420573030729820e+00,8.866795667479652199e-01
4.716422741245126282e+00,4.927673547612323457e-01,1.902178621659963209e+00,-4.095198576844066851e-01
2.455043466282666120e+00,9.606611473081277941e-01,3.074999588500982206e+00,-1.089349681147933069e-01
3.609838542095394232e+00,5.703491435514955743e-01,1.911627163735471813e+00,-2.097193103339121123e-01
3.113710847411090832e+00,5.777784993567454119e-01,1.740962900538528757e+00,-4.597980707973370329e-02
1.071877465481495761e+00,4.505565540054399243e-01,4.725473510008369793e+00,6.033192756637060228e-01
4.975283767041545957e+00,5.563098805679272951e-01,3.891188053538917391e+00,-6.341779963384360785e-01
3.999453276893714104e+00,5.881838814565528706e-01,4.704566698526766899e+00,-4.998296195195564007e-01
3.461804963009098568e+00,1.481699465632907886e+00,3.413899103401810020e+00,-9.429053761878188888e-01
1.567571491867148170e+00,1.094487288931750069e+00,3.413608496604100040e+00,2.064385222839501821e-01
1.199916267625645183e+00,3.219298657066194669e-01,4.195495135009579712e+00,6.090977503996225506e-01
7.213111797118396673e-01,8.995655503818480447e-01,2.707394907275636253e+00,7.063701072507978518e-01
2.920893643828339492e+00,1.334576355283144000e+00,3.625287379469741555e+00,-6.472293270033167012e-01
1.292175069374314589e+00,1.196345371789441669e+00,2.183300435304804665e+00,3.551206233187257366e-01
2.278294996385234139e+00,4.049353153592827881e-01,1.662197783443130739e+00,2.715082562126012733e-01
3.876927634049223137e+00,1.236954226221874453e+00,2.697174684124584054e+00,-8.409069332223751969e-01
3.150874920404335366e+00,1.259981420379149952e+00,1.573135087275694177e+00,-4.005515237330941059e-01
1.792297733523057213e+00,6.452232528611115958e-01,2.708949917378791206e+00,2.491970847783128440e-01
7.363475506018869465e-01,1.298861381757175693e+00,3.165696482671427336e+00,6.243425299265734640e-01
1.748428757788175192e+00,7.477206663519959662e-01,4.969221045919945290e+00,1.890283832231121064e-01
1.227329158938079257e+00,4.336896829242472551e-01,4.387362869284959999e+00,5.427763797502974663e-01
2.862750666615494488e+00,9.187414067929861039e-01,3.111400184779318234e+00,-2.812804111199066481e-01
2.285296529811065458e+00,8.884865696419723680e-01,4.387771064955045652e+00,-4.766774029295828274e-02
1.986371628361870423e+00,9.292393195307163678e-01,4.432735565356968443e+00,5.841728759944747607e-02
2.115938747037361622e+00,7.769735767582344188e-01,4.685255356660867676e+00,4.654559100662469806e-02
2.217563057228831180e+00,4.622889172713494088e-01,3.104536220076327346e+00,1.673415577305756019e-01
2.303206294924775577e+00,6.068322877180915009e-01,2.997771357138107717e+00,7.586407687017787671e-02
1.837526238303278436e+00,1.409942813836991382e+00,1.838368977310701702e+00,1.663385552139806656e-01
3.870520308632989792e+00,1.243960477689844302e+00,4.290455267044230858e+00,-8.759699458968269736e-01
2.787108740308998023e+00,7.507420058524758577e-01,4.716446286233926699e+00,-1.979237859377104836e-01
3.530733650952906366e-01,5.528443446880266787e-01,2.217035812865551403e+00,9.473608844168130982e-01
2.230084539409165956e+00,4.830520369922763346e-01,4.510505433014534660e+00,1.258640401903510786e-01
1.357504668916816426e+00,7.970970222829647511e-01,2.856291572070757567e+00,3.736202246113897174e-01
3.098594235996103841e+00,3.504039309794839685e-01,3.590262255386384993e+00,-2.975362240839768413e-02
4.245083157919403050e+00,1.222218373239109424e+00,4.457948952249044083e+00,-7.517303516320357204e-01
3.793824328935172296e+00,1.356051593083085205e+00,2.917790216970139294e+00,-8.783638366757970939e-01
8.781335861582820757e-01,6.182301638460746540e-01,2.468247001398927498e+00,6.702389341978369774e-01
2.652359347749376983e+00,1.273493025692009395e+00,2.790678491114544801e+00,-3.606830170321029261e-01
2.487918636172274045e+00,1.202715833603758222e+00,4.696656642700510531e+00,-2.912392147562164468e-01
2.366058493206815161e+00,8.985587242332737645e-01,3.556726608067029449e+00,-6.609245787898199165e-02
2.034577789773441392e+00,1.375663389692978189e+00,4.523073737054096100e+00,-7.117438083645361013e-02
3.527472841141600313e+00,8.846968211069599075e-01,4.487953914663098232e+00,-6.101100717676647411e-01
8.719337974353754683e-01,8.805174870919282304e-01,4.477849284208005542e+00,5.901270897725712228e-01
5.344822291324803354e-01,8.644117912273585613e-01,3.737153696719847762e+00,8.292369934457476388e-01
3.324332298953453613e+00,1.421343133226369071e+00,3.769527594602678722e+00,-9.106876406509092359e-01
1.242518128361007834e+00,5.363829655727648804e-01,3.119142899456879725e+00,5.061044658776681082e-01
1.985613852466827423e+00,9.735409990851036088e-01,2.979634439872021368e+00,8.399366112326750455e-02
4.633679940435975197e+00,4.286818243753969804e-01,3.156995835884763846e+00,-4.484977473753920529e-01
9.669201525684938403e-01,9.275412604497573765e-01,4.996543501054651060e+00,5.156916934499715666e-01
4.294014472097317459e+00,4.397883795161419695e-01,3.748833793542654558e+00,-4.097727229200967547e-01
2.207041775024533692e+00,4.352084632091068883e-01,4.241926985047181020e+00,1.646467726910019747e-01
1.201193706912927928e+00,4.811236915983468920e-01,3.599975635379647265e+00,5.400544571893920454e-01
4.928955723168409797e+00,4.606746870619201073e-01,2.801145800381371842e+00,-5.125691382957422437e-01
3.156020380153048421e+00,7.576238869471847437e-01,3.233313360519704638e+00,-3.105283414004765818e-01
1.344515006047777739e+00,1.010809454789528772e+00,1.654846286486520324e+00,4.120494194782137742e-01
3.888052038245067621e+00,6.427567001207116215e-01,4.742350720756991045e+00,-5.197407157245387266e-01
2.041507845274438182e+00,3.446998689453351639e-01,4.443620177098028812e+00,2.824956248514106649e-01
2.801614237085549242e+00,5.453147140622766065e-01,4.610894800398958715e+00,-9.265543820828459065e-02
1.975854701546855940e+00,9.151122412974438403e-01,2.878390622217859462e+00,1.040898266417064066e-01
1.068510715236801190e+00,1.210051852725038124e+00,2.524196696736803247e+00,4.395872793363024833e-01
4.191354426314902959e+00,1.398270395305162506e+00,2.224579638263250558e+00,-7.486171483132748605e-01
3.621261488104649651e+00,9.844627423011806933e-01,2.135767427073290037e+00,-5.701530032935622216e-01
1.524799670269935792e+00,1.039513965022442976e+00,3.906367038348074416e+00,2.222375713753784177e-01
2.780131615431238767e+00,6.755524055327409849e-01,2.999203761013268466e+00,-1.109478878818898062e-01
3.598490871126375223e-01,9.633176422232911928e-01,3.148540318966472462e+00,9.620039718627679814e-01
4.270694671137956533e+00,7.065726914454664165e-01,2.291691880995427866e+00,-5.600346172104533338e-01
1.344964638761600551e+00,1.018600641930183182e+00,3.363812621045690232e+00,3.127011470190023679e-01
1.746134013274033281e+00,3.004683390059874060e-01,4.155267484241021769e+00,4.231259587632360541e-01
4.486034987809974339e+00,1.048356852815252038e+00,1.861251057621791771e+00,-7.049572129275569754e-01
1.223740375238647315e+00,8.189025366561809571e-01,4.304437778973834838e+00,4.055533121402464802e-01
3.479040638542780339e+00,1.447187441523205553e+00,3.511642494217197097e+00,-9.354133125913323132e-01
5.594440799609966541e-01,1.278602930575847507e+00,4.457429421085274512e+00,7.684280814247037572e-01
2.989359317473476274e+00,8.518805644887971207e-01,3.109931236762566442e+00,-2.973581136953764026e-01
3.919649737796085276e+00,5.968994594997469871e-01,3.316650750828379124e+00,-4.479635994911451702e-01
2.963048933519827788e+00,1.395965096077836698e+00,3.599365494245863051e+00,-7.214203299264945191e-01
4.974680118618828750e+00,1.425992463256977150e+00,4.045756669252297044e+00,6.175531687004967574e-02
3.076897336039870812e+00,1.381547007464054344e+00,4.644410240436065429e+00,-8.137805842587999550e-01
2.276034297764318648e+00,1.422064205458410502e+00,4.665818936192543731e+00,-2.572246561377753982e-01
1.691243938565484273e+00,3.952095545124814646e-01,4.280697513349601913e+00,3.751628377223983901e-01
3.277505334477743393e+00,1.235672569723182290e+00,1.773976869095786002e+00,-5.221247943302381733e-01
3.685168018004427282e+00,8.676098637798039803e-01,1.538848757777845133e+00,-3.478968532136590408e-01
2.217414509024197677e+00,7.594758365585855264e-01,3.956250593521045023e+00,2.589554938828325659e-02
4.767428477473864668e+00,1.147591062170882470e+00,2.008860162789483983e+00,-6.303987498938878886e-01
3.532743957589859374e+00,6.267103484739676711e-01,4.278878701206268786e+00,-3.826881178284774476e-01
3.165230905341428258e+00,5.704160049129176624e-01,4.664782831144215436e+00,-2.249746634657921462e-01
1.661505439259647110e+00,5.213187685758196022e-01,3.456172585305621769e+00,3.287435481574291218e-01
4.922691378488392111e+00,7.806035813117787603e-01,4.802411640751140354e+00,-6.961615253776568535e-01
1.439875178669080213e+00,1.403639151738198754e+00,3.338131775613305319e+00,2.204700889862862001e-01
