x,k,M0,Ca,M,M_noisy
1.412863857901880404e-01,7.247214798795102553e+00,1.955116556371501169e+00,8.671268970997784153e-01,1.453498765088546918e+00,1.475836360219945131e+00
8.977027492668576691e-01,7.025888999289462866e+00,6.700551072281697440e-01,2.796020912003471803e-01,3.156730461319662839e-01,3.102714847772365947e-01
5.713045891257171327e+00,6.638252178002614912e+00,1.660986259404307441e+00,1.927877643085451620e-01,2.126609273017219248e-01,2.192112594809333126e-01
3.949534119162567691e-01,8.646107314714162939e+00,9.530904109090914123e-01,8.609177393229275888e-01,6.803969456772469560e-01,6.801220951324976616e-01
8.179250197915076015e+00,6.876027742956765998e+00,1.891353060255852592e+00,6.576591176058022015e-02,1.863956979906462030e-01,1.989953634834314700e-01
9.777640393148441689e+00,8.888445586879708316e+00,1.646319403774558099e+00,2.699219348336683311e-01,1.568087833002203280e-01,1.558677733442214997e-01
9.775786952206656721e+00,6.887630059718122588e+00,1.805793334037229858e+00,1.645400061094253186e-01,1.693367460318991324e-01,1.629071939575470196e-01
8.296461471295149437e+00,4.449429513423646121e-01,9.835742543850001240e-01,4.688724722404691292e-02,1.724207382440289815e-01,1.555755355065581436e-01
3.862757211740353025e-01,4.847659070761249467e+00,5.613732606582579887e-01,2.773195317928419668e-01,3.718889049183283779e-01,3.790739022544821202e-01
1.134416250312995089e+00,7.812418831845302947e+00,1.596412182223871934e+00,1.711883329376687746e-01,5.541091950347414308e-01,5.557545526576400663e-01
9.788995294148177706e+00,8.275803684881552158e+00,1.009234850933370176e+00,9.456374993585232591e-01,1.414362977168288349e-01,1.527082316407659401e-01
5.421437495847650112e+00,2.107268957053534564e+00,1.484500328261234792e+00,4.433584883714274394e-01,2.569994184270636417e-01,2.515361185353270357e-01
1.121834598919309034e+00,5.063419745482190537e-01,7.255097309764619862e-01,6.491528880394280554e-01,4.914343493979464461e-01,5.173965405810200258e-01
4.798696269508240242e-02,7.202463316956503547e+00,1.022391898781974451e+00,4.027680045730678282e-01,7.682625611368102403e-01,7.612243913521754557e-01
1.152670056630620277e+00,6.993718073088126097e+00,1.300545662568264538e+00,1.159969274705697773e-01,4.583528179807664915e-01,4.635216840051168408e-01
8.785974091814129139e+00,9.069251370806656887e-01,1.542151516568776470e+00,3.587348540551751341e-01,2.192473544265015617e-01,2.234350637095101622e-01
2.993388859024936899e+00,8.793698426102940502e+00,1.543452723723695907e+00,4.388450521533682203e-01,2.930164732005630102e-01,3.040902000262910576e-01
7.459291170862314857e+00,3.994002193046019666e+00,8.152793087719560905e-01,5.067736699353523333e-01,1.522283435462228329e-01,1.506146246189231930e-01
9.373663367343960218e+00,5.815961079156732438e+00,1.328505904942977933e+00,9.054297744706532036e-01,1.665686180562960250e-01,1.574391926813628328e-01
3.548997425625600499e+00,1.429128120167623139e+00,6.745558988980338011e-01,9.772874411225329627e-01,2.569545263586395789e-01,2.471115049009224574e-01
9.313564413874184211e+00,6.670684646097677195e+00,6.364163473376223124e-01,8.452748437043184904e-01,1.301443637728328662e-01,1.383157870573745452e-01
8.822250626891953829e+00,6.973767108022419059e+00,1.538295112050543256e+00,1.145058827194685991e-01,1.628628032555794469e-01,1.639374018972578062e-01
1.216177817136735451e+00,4.594651133050693836e+00,1.250088705144824619e+00,2.045425123966202463e-01,4.659823581897242217e-01,4.694442475927021463e-01
1.278319281672717356e+00,5.304598696802804270e+00,1.563540029039332424e+00,1.708992456622023814e-01,5.370971470370604628e-01,5.289699965796443859e-01
9.012288743775664912e+00,5.978387240757785825e+00,1.404925711486731732e+00,8.277434762701070259e-01,1.711076330960664416e-01,1.725196076329647832e-01
8.379621667181256228e+00,6.836602854699192378e+00,1.038369414887946540e+00,8.154693419366355611e-01,1.531643041683302953e-01,1.553551945696169667e-01
8.244225168815498606e+00,4.603181473815138425e+00,1.096604965621624128e+00,3.867420936110373964e-01,1.585520475784095162e-01,1.647187027432476802e-01
6.668554539279068827e+00,1.723940888440880892e+00,6.069372332611854270e-01,9.492341492675600012e-01,1.749079054813431344e-01,1.602917654883830034e-01
9.580380097249875604e+00,7.079578764952227488e+00,1.651983724777283058e+00,2.452736377148273528e-01,1.643160036122945922e-01,1.566440296167523893e-01
4.217887832576917795e+00,6.617838403181846907e+00,8.595480785153704062e-01,6.966787638355431689e-02,1.669256610862522860e-01,1.842176921755023233e-01
8.187208922359559438e+00,4.803847798797104218e+00,1.281493489596866597e+00,6.737520678572195276e-02,1.621862476742729209e-01,1.582567344577932855e-01
7.743750860479226006e+00,1.674809075881582787e+00,1.264276378800848200e+00,9.103920780124744594e-01,2.170055353118493513e-01,2.161662757212907404e-01
4.362492184849195986e+00,1.308168175354526896e+00,6.256324316453099055e-01,7.477954126427118764e-01,2.112265483133405342e-01,2.072427046054696187e-01
2.919197500309933524e+00,5.377666774645086356e+00,1.151642345026060887e+00,4.383837346167140936e-02,2.468921701832942350e-01,2.319249636203339626e-01
1.148970826679349688e+00,2.057431799431371111e+00,1.847697984493785306e+00,1.687896045631156472e-01,7.338435089527288735e-01,7.230863074422546610e-01
9.529001346514945681e+00,4.370106972924934219e-01,1.883074836441314570e+00,2.673432662162631424e-01,2.456529104400356489e-01,2.493599455020338862e-01
8.191868690166360878e+00,3.183666632644760686e+00,8.928268989045008430e-01,3.883939049346670780e-01,1.536244877557801369e-01,1.469036551334236551e-01
7.431019824611015956e+00,4.286165360974164784e+00,1.088310037327600899e+00,4.660159508314016819e-01,1.682016448521191643e-01,1.884729949811727590e-01
2.514756636614587926e+00,8.052481332016848015e+00,1.405555261569089165e+00,6.582410117361687796e-01,3.258875732362241928e-01,3.109057454692134015e-01
8.201093964729329500e+00,4.468980301486355167e+00,1.142765681485290896e+00,9.327199699565155155e-01,1.740628312282335721e-01,1.546393018303796607e-01
1.962333892589895878e+00,2.457259643826656514e+00,1.439992268368952555e+00,6.050107202504960702e-01,4.774499503747695606e-01,4.735302764045463131e-01
6.352925218784667649e+00,2.423477905459034965e+00,7.237737723437369652e-01,7.652184561413655217e-02,1.490006321541663958e-01,1.369051290689426714e-01
1.621327236828770113e+00,2.619063591059393570e+00,1.228967991503872259e+00,4.018266861840974480e-01,4.449630700150802864e-01,4.587697000387631063e-01
4.527068756174856823e+00,7.861040406528959856e+00,1.023976594489199865e+00,8.129756401123111598e-02,1.728987293982500728e-01,1.686364964389943655e-01
6.110690318720911840e+00,9.305153931744527540e+00,1.267721062139736343e+00,6.784723709215723098e-02,1.637979537899762472e-01,1.689615035096897200e-01
7.191537798294914907e+00,5.909467549209161952e+00,1.308108858998111579e+00,1.613894697433306824e-01,1.695981562634324424e-01,1.554126499042703669e-01
9.174320363352709506e+00,5.090516856474163632e+00,1.486332950162190913e+00,2.320561287096760683e-01,1.677872352543867962e-01,1.743942436161971810e-01
9.578338934687014472e+00,2.323130045714546732e+00,1.355320887680686148e+00,2.918198462708223584e-01,1.763095289620672246e-01,1.826453593882357007e-01
7.605457635265853611e+00,8.315635712026077542e+00,1.504418839150791110e+00,5.705093105892243832e-01,1.743066524355202651e-01,1.866404076586300753e-01
4.496735500177651002e-01,5.781292947682290517e+00,9.579168049567849952e-01,3.437685505171095279e-01,5.688591918006271619e-01,5.709901099478310593e-01
3.870494664839662313e+00,1.102969212940788646e+00,1.669870006836670306e+00,2.165704242550914316e-03,3.350176276400080866e-01,3.401130108374609828e-01
7.263565217141167096e+00,5.924441714929805869e+00,9.839174262076698652e-01,4.199991846073727331e-01,1.542667756341993546e-01,1.558615573652486208e-01
8.682551861790878789e+00,4.145198846653375568e+00,8.341505007618891243e-01,6.265563754471153990e-01,1.475748607844994675e-01,1.567410545497234797e-01
2.237541310710744469e-01,4.690439839562522195e+00,9.977592763197201675e-01,3.280090320445419039e-01,6.781698805736355862e-01,6.739622609042161816e-01
3.994927855175591791e+00,3.556634955282514277e+00,7.413922413817877199e-01,6.218518302647868534e-02,1.710504577520656211e-01,1.764125433853153402e-01
9.352865305331107493e+00,1.915199477822551399e+00,1.273758259208770616e+00,5.990418502889495178e-01,1.855209461681523453e-01,1.797422053535439046e-01
9.276172420620961034e+00,7.082890179049083912e+00,6.199161651362987691e-01,2.568124116049658179e-01,1.206737651543676043e-01,1.276493461871837098e-01
8.841450737133037308e+00,9.862661750020810913e+00,1.698989788995470374e+00,9.006157437204650451e-01,1.710450552226017717e-01,1.681821969504946335e-01
1.531324043775236232e+00,4.152877616076912082e-01,1.547266335586475750e+00,9.992341540643286946e-01,8.004503920600356537e-01,7.938587986953745679e-01
3.220172421923562567e+00,6.177175284218385798e+00,7.533706334863428111e-01,4.581037657038534716e-01,1.941704982431241844e-01,1.872887477050731719e-01
9.279693195160547248e+00,4.579324567807224078e+00,7.066239428978002834e-01,1.882391990563331285e-01,1.283619599192128424e-01,1.429745575555289583e-01
9.198577998286603830e+00,6.260301272054459965e+00,1.674149300238110261e+00,5.400870284598213722e-02,1.685097671007625419e-01,1.528302844432886942e-01
9.637006859079310317e+00,6.912824205548695922e+00,5.614239406281382738e-01,1.952199744786649038e-01,1.169620805731300395e-01,1.020340854552523879e-01
6.999404812707226142e+00,1.805409065771127475e-01,9.395303984013385623e-01,1.080860243957745270e-01,1.913632142087478005e-01,1.976322542166921437e-01
7.101077891395437547e+00,8.475094978207598828e+00,1.702392306805675215e+00,3.433974703768832848e-01,1.863496766477663602e-01,1.762875712334943668e-01
2.522376972235850445e+00,2.022879914110233823e+00,5.848654407398290456e-01,7.377190107556305110e-01,2.514015756545815439e-01,2.466370695791272327e-01
7.103146712793887652e+00,8.199359752038803961e+00,1.913823720080189084e+00,3.567460915466426075e-01,2.001838992715063992e-01,1.951457331115479810e-01
2.631889416072038301e+00,8.942825639502190782e+00,1.575090832509520311e+00,9.405411742181750689e-01,3.492535833607129936e-01,3.719467883672949449e-01
8.420325931618101833e+00,8.865377749802739515e+00,7.757197755569249509e-01,3.190776822447660699e-01,1.278109499134796323e-01,1.209779204127515301e-01
6.049027256782059325e+00,6.890376907400510120e+00,8.091737920782389182e-01,1.811797124514025192e-01,1.441801423520504832e-01,1.368566562564084432e-01
2.835056803091478006e+00,7.027502927340502303e+00,6.956942431062902443e-01,3.805655610317099091e-01,1.900443192510627433e-01,1.860510885008573867e-01
1.485516451166108975e+00,9.956734306031055581e+00,1.688819087615729408e+00,2.398228882431836517e-01,4.777607135571463881e-01,4.799799097896204070e-01
1.243693386886878249e+00,3.842912339413957490e-01,1.873816163690657843e+00,1.332098140564860200e-01,7.826904592711321218e-01,7.876040908561823262e-01
1.530930556237263263e+00,8.452302882522090499e+00,1.949099138667793607e+00,8.969244281227747306e-01,6.081680970653472462e-01,5.933678845828964654e-01
9.161457305298457143e+00,6.224258361208987012e+00,7.888624670730235433e-01,9.679735733318951540e-01,1.408626999759315934e-01,1.452479961828651300e-01
3.687576859935133289e+00,9.507891978607615258e+00,1.785630839034787476e+00,8.325319273771999429e-01,2.916276638637977370e-01,3.110896224883294425e-01
5.669595468352620848e+00,9.164255081920835266e+00,1.345874129581741796e+00,3.601032030740136669e-02,1.742974984037450048e-01,1.563573534083723404e-01
1.470186596387776934e+00,9.967267060428935954e-01,5.911636832714431966e-01,2.653995830527742239e-01,2.846117421258844704e-01,2.903084149246600854e-01
8.967113091031556849e+00,6.027762162823277592e+00,8.369448679338185038e-01,6.341469750902961611e-02,1.302665346702986393e-01,1.379004529441716920e-01
9.920021094521329630e+00,4.488780557276212058e+00,7.167292016858211046e-01,1.303141397752127784e-01,1.261821636607959873e-01,1.276702982744276349e-01
5.147490275156694217e+00,2.837096944888438443e+00,1.590428161435410104e+00,2.074268335094942017e-05,2.454203398403254077e-01,2.434048507957616569e-01
9.499885600368955352e+00,1.823095754323661666e+00,1.628060607530285475e+00,7.942881073989901397e-01,2.142539808914215582e-01,1.906454934658770861e-01
9.701136625145927894e+00,9.764807748852524227e-01,1.791693605216295282e+00,4.460497336399960044e-02,2.129401945021748843e-01,2.248832407727897054e-01
6.756551687211889146e+00,1.137527376884312380e+00,7.154774460257976587e-01,5.442307898649609843e-01,1.758102626567571991e-01,1.725102602551687458e-01
1.429325326134809337e+00,4.786043138186188983e+00,1.743267125899936598e+00,3.273883597214014562e-01,5.804712909089189132e-01,5.783534050703250662e-01
6.601249582783056624e+00,2.373414663572821048e+00,1.402027363958620043e+00,2.946520363339393267e-01,2.135493523710078612e-01,2.257679691681182543e-01
1.824297694255304636e+00,1.948445347865200405e+00,8.372562874930280508e-01,5.870168137323519275e-01,3.485897438544966476e-01,3.251292902666020890e-01
8.952110001764461700e+00,7.574359618308917241e+00,1.173679223902207358e+00,1.025183825528938053e-01,1.427987694829094267e-01,1.420606450325720138e-01
8.916417348000365450e+00,4.520385937624198380e-01,5.305255266311772466e-01,6.733907449093357034e-01,1.630837749021227523e-01,1.689882166688942144e-01
1.805464910078101726e+00,9.413104084079327194e+00,1.946373346778042412e+00,2.514325981112998099e-01,4.792457514488920878e-01,4.863902096501363514e-01
3.537231622494196870e+00,2.840855615799180889e+00,1.201266945676972897e+00,7.718771038675673601e-01,2.955893657306724043e-01,3.016263792635908159e-01
6.835251509075145115e+00,2.413240500310515069e-01,1.019815353849696571e+00,5.439069134007816775e-01,2.355519947437367534e-01,2.558949772522075006e-01
2.400849932650752638e+00,1.795254525584762506e+00,1.330764308494347237e+00,9.673646014385228753e-02,3.627255538932807055e-01,3.655131344199747390e-01
8.426929876747188075e+00,5.730720489462806100e+00,1.835853326838056354e+00,5.567160460595994564e-01,1.963523064293045683e-01,2.064918512722603017e-01
5.074519866192872541e+00,7.822039380945103204e+00,1.562849953678013160e+00,1.065358271700876935e-01,2.091733112658388516e-01,2.168550619797330603e-01
6.471583160880260976e+00,4.718140947688955755e+00,8.013973437192338789e-01,5.397305298454057043e-01,1.565508270910652144e-01,1.417043522790221444e-01
4.550215527015760486e+00,7.242884402034923674e+00,9.479140072177250076e-01,7.568250847367984369e-01,1.886732977030915748e-01,1.809609492703559697e-01
8.081875903544601059e+00,9.354163372022066270e+00,7.387986569792581726e-01,7.990406431156693579e-01,1.331691619330769849e-01,1.539747921191069735e-01
7.914361578902036953e+00,5.736772843692683033e+00,1.245604794924138892e+00,9.336698368942725201e-01,1.755232994812932490e-01,1.727833965018199247e-01
8.042378766844866078e+00,6.926810446316326697e+00,1.799541137161187354e+00,1.971799002721330574e-01,1.851286588825133972e-01,1.844467635099279190e-01
3.651652718958724453e+00,5.213313644665804603e+00,6.072097802851889048e-01,6.938125113911356445e-01,1.802441493937412265e-01,1.670594159564030012e-01
3.576804118279692801e+00,1.136822497280742250e-01,1.959913285657562287e+00,3.114440085449665663e-01,5.030218957020287096e-01,4.995792309371834272e-01
2.426460584093469208e+00,7.923831331127728639e+00,1.759480554717666401e+00,5.772872349943003467e-02,3.596949987395891557e-01,3.465517265874616393e-01
8.995208590171605678e+00,4.678355551943178092e+00,8.366013009340986795e-01,2.117540502087399412e-01,1.361568356107924760e-01,1.300570810704110847e-01
1.174960720252522517e+00,1.303676940657308103e+00,1.028508748885057944e+00,8.735727897755042326e-01,5.862596099230659163e-01,5.917865963488314618e-01
3.553229724357469532e+00,7.674818423833709602e+00,1.389534328069926161e+00,3.530867544202620500e-03,2.342477997108497745e-01,2.259279623931334802e-01
3.409665326945432451e-01,1.000566157066620221e+00,7.789308763838636018e-01,9.932306722961432577e-01,8.187150953113815355e-01,8.125593820667792455e-01
6.558326165671662267e+00,5.848674134589297857e+00,1.672433014941631102e+00,7.377301877235553640e-01,2.166764103462893720e-01,2.300480685074674791e-01
9.597045738154360350e+00,6.541154615961835006e+00,1.340393752685421935e+00,2.225139152552702004e-01,1.517795512825912407e-01,1.564755910116013560e-01
5.357384674491020071e+00,5.333463214247030848e+00,1.546393930549706086e+00,9.096692466150942957e-01,2.424795149022749563e-01,2.476325105324884701e-01
3.485654986961927992e-01,2.571165809934601865e-01,1.984036422165701197e+00,2.008060659131165604e-01,1.243934294207283520e+00,1.253871989061002612e+00
3.526742600511262538e+00,9.338950295917367583e+00,1.071989899592677542e+00,8.293819288145708457e-01,2.207016170954389511e-01,2.151825551955342808e-01
6.617173734036776445e+00,1.931836753008032481e+00,1.194658484083963135e+00,2.147985660707371069e-01,1.969921530896109885e-01,1.930802956935679937e-01
1.614675232629825263e+00,5.772039812616982069e+00,1.166041779409027868e+00,4.248976578409332516e-01,3.836972909496303985e-01,3.631039688895570938e-01
5.197121735457872482e+00,8.507619562993692597e+00,1.548023600418929169e+00,2.276461668441340791e-01,2.049205011721282332e-01,2.122475815436235813e-01
3.376557883933568593e+00,3.514554750737606259e+00,1.509304633667385431e+00,6.049934811712690541e-01,3.299403765543619249e-01,3.278613149971535412e-01
4.499627969885433565e-01,4.603880593824071887e+00,7.381499315683535123e-01,2.921566465498256493e-01,4.540795589849313529e-01,4.540288713041419899e-01
7.832399072954109087e+00,6.311611384984956885e+00,1.895966286403783840e+00,3.299810941409334619e-01,1.990500444931198598e-01,1.881422782670863214e-01
2.899752495294390719e+00,6.875046573958481844e+00,1.388061044851417680e+00,5.073762897036848685e-01,2.964484137985224921e-01,3.026393921024432832e-01
1.812937250664439226e+00,3.874320057886550206e+00,1.441830703293013327e+00,3.189504561540088545e-01,4.399696140879439943e-01,4.462275578113236718e-01
6.574280714254463476e+00,7.310131514448055867e+00,1.956309725123181131e+00,2.553144935732001297e-01,2.145163333961133123e-01,2.163247055364289628e-01
4.400644591684004681e+00,3.705632015406495672e+00,9.110261183538050922e-01,8.788549808155243781e-03,1.805939563090250277e-01,1.646962245305405859e-01
3.245048187798456052e+00,3.285450688933062580e+00,7.196397161850034419e-01,3.681070309979466160e-01,2.034469541981820395e-01,1.950153790236404117e-01
1.028207830295079228e+00,6.373640219426884634e+00,1.384741276199448201e+00,4.515924382484570732e-02,5.129374622609000900e-01,5.125862672834150535e-01
9.876947376557081881e+00,2.017624619849375467e+00,1.902566363400352012e+00,7.662682554447520777e-01,2.234365269722763947e-01,2.150592826082491360e-01
5.933871710951233780e+00,7.359080148763342599e+00,6.548938599092815060e-01,8.735085742359083305e-01,1.485152743193657865e-01,1.523699598161837587e-01
4.432968320922490157e+00,6.835882672841921970e-01,6.259235113795758032e-01,8.249687393343861919e-01,2.359189903524028242e-01,2.459734954577283139e-01
5.868687191075178333e+00,1.882639260561441708e-01,1.554624544184682433e+00,5.054659163543973044e-02,2.802695923445287507e-01,2.727106590069123815e-01
4.533148042253760224e+00,1.699483714067895335e+00,1.424951213833830055e+00,4.547262085159141654e-01,2.871603269894327792e-01,2.853431018618580173e-01
7.892678009461863375e+00,6.692427245084409115e+00,1.121217965260764338e+00,5.699967654307069864e-01,1.573287860573667207e-01,1.504723812600370081e-01
8.661264676256189787e+00,5.339043152454170382e+00,1.624997406160120228e+00,7.908892226644739232e-01,1.890785018327543199e-01,1.993872450218930059e-01
3.021253178019080110e+00,4.005144513047964594e+00,1.981110212280954741e+00,3.429001889555378657e-01,4.073304038442846498e-01,4.162959330726315743e-01
9.306283022390598347e+00,1.260019908474923511e+00,6.322584861793409949e-01,7.520233089115033742e-01,1.553464703269064051e-01,1.819625205439870386e-01
2.952319883410219337e+00,9.437822490180266755e+00,1.435618974534488945e+00,7.641407056104734252e-01,2.909055097844736593e-01,2.909766822212088710e-01
6.361245354362794480e+00,2.270427789915253847e+00,1.192125200055733636e+00,7.835644945284809815e-01,2.186264604198553119e-01,2.092862924539571068e-01
9.431710141917131196e+00,4.696856270605698214e+00,1.017785306747170715e+00,3.419511166667040802e-01,1.457637215849020840e-01,1.498599444819076199e-01
6.975722156267917029e+00,2.185652124264868323e+00,6.868381367369281731e-01,7.220959822257633220e-02,1.427838867413019908e-01,1.404599681396146993e-01
5.378003779322415578e-01,4.697534558120654680e+00,5.581602117219368608e-01,2.100955047529451392e-01,3.285080283074848784e-01,3.304203412065525036e-01
6.217509280759834667e+00,3.744545447504954883e+00,1.496470321220045419e+00,9.216674497164691893e-01,2.342672945976119747e-01,2.467076958939752040e-01
8.560950824105203694e+00,3.515073847457497180e+00,1.149339109133671544e+00,7.788033116187682570e-01,1.743260120276834413e-01,1.714802952848843154e-01
5.258161804459549060e-01,4.652573442717724994e+00,1.102489672317902736e+00,2.771052661431999686e-01,6.088327397801842622e-01,6.160656704378437709e-01
2.007623652999489750e+00,1.200203747839444057e+00,1.716483606198445644e+00,7.268760891698264892e-01,6.085345191504306639e-01,5.873745465146256173e-01
4.101034939445396432e+00,2.179461400061805332e+00,5.502084877412767305e-01,4.080534080983245770e-01,1.723117041356267420e-01,1.829037537295335469e-01
3.895477103995718338e+00,1.157989933204281341e+00,5.316009096181602001e-01,8.355514090671669614e-01,2.193386103889640448e-01,2.206962046215426854e-01
9.807378816601081795e+00,2.052724941745717846e+00,1.405699502973101422e+00,6.983744344869436960e-01,1.909028535321572184e-01,1.885277161399721846e-01
8.583946904876815776e-01,5.218503463688410449e+00,9.249149173792927670e-01,1.058556578569583850e-01,4.039804749768834413e-01,3.990009433056131982e-01
1.769934947805196224e+00,2.969603248677594287e+00,1.158325209633694897e+00,6.101654575604661401e-01,4.206774173933878203e-01,4.348707835602469429e-01
6.332099416373052847e+00,9.730678989815505275e+00,1.295413785357043102e+00,4.838690134363514694e-01,1.697012656777974748e-01,1.646691115867776334e-01
1.122251248701656712e+00,1.833200618717277575e+00,1.608604590053909877e+00,4.419728852243461903e-01,7.105614160120676814e-01,7.232796117568548455e-01
6.176041322847630965e+00,5.681771523745064556e+00,1.289929421952997535e+00,1.743901739521889205e-01,1.816870629976061746e-01,1.766605833552260529e-01
6.310094442770219914e+00,9.314726310617373883e+00,1.788573105158671073e+00,9.430135157237229393e-01,2.116506340537614717e-01,2.121620820195501134e-01
5.521792449310217066e+00,6.689069827039279659e+00,6.924824728274976415e-01,4.433283915596630820e-01,1.471105964972013458e-01,1.507208023739834146e-01
4.219330543777088494e+00,2.217826087149492587e+00,1.199859373391659156e+00,2.341590153132506735e-01,2.458050143307832225e-01,2.661159395557289309e-01
4.688673168649789780e+00,9.948091364277724225e+00,1.357072619747604403e+00,9.039095941401741330e-01,2.117933942001225534e-01,2.143591664038471123e-01
3.703050703474619620e+00,1.594412596135500904e+00,1.600634352809432670e+00,5.413003729100668293e-01,3.619957913550249096e-01,3.644428061844919298e-01
3.874850378822095820e+00,5.447502208883464370e+00,1.672077138407420227e+00,2.050661589253973682e-01,2.802698483765200255e-01,2.796882709428576974e-01
3.479789844396158571e+00,8.950929545186150804e+00,6.508823536547807542e-01,5.516787147176319683e-01,1.671876389703741972e-01,1.642680208960143329e-01
3.059189782878799502e+00,5.256950257019263439e+00,1.265521443517400479e+00,7.816553151484267881e-01,2.988577525083743747e-01,2.928947022682062418e-01
1.724539557475153195e+00,9.588375207202460615e+00,1.931852003849004351e+00,9.688423018424608957e-01,5.456587660749239177e-01,5.638490062139837056e-01
5.622395210157518086e+00,7.864805087250671178e+00,1.050207964166498531e+00,8.542752834292043351e-01,1.780741124545608400e-01,1.928843862422912336e-01
6.064673032975221645e+00,6.323582242866965686e+00,6.192967223056106141e-01,7.130216304539467309e-01,1.447953147566703180e-01,1.380374765363315270e-01
5.450361405853635155e+00,5.984565486841871618e+00,1.113573926056993457e+00,2.925678449547420845e-01,1.800156720940008226e-01,1.817457754082654198e-01
5.080541627904619162e+00,8.471297158899629309e+00,7.553601619745323736e-01,5.884724660580185063e-01,1.544375949442787221e-01,1.427960107555596436e-01
8.109065812067465018e+00,2.805457319016150475e+00,1.571075559184376358e+00,9.696801314405675276e-01,2.194708627794542677e-01,2.290141519984060514e-01
9.129847808743280169e+00,2.930464606550895468e+00,1.953789771080739923e+00,8.224136309566253411e-01,2.249660498425756494e-01,2.319724316434119415e-01
6.239409024946473981e-01,2.096162732660322270e+00,1.791473907820007927e+00,3.645196727259406577e-01,9.655979565852430557e-01,9.668639452409132362e-01
4.053585835436713580e+00,7.674866601355246232e+00,1.557606139888833452e+00,2.722149918247920297e-01,2.442767992172490688e-01,2.363482392636600538e-01
4.702342654072243278e+00,1.521246019844163522e+00,1.991703941651514320e+00,5.286526367689878825e-01,3.637149661151534152e-01,3.715198978348319692e-01
9.898952563443830233e-01,9.417391930948197043e+00,9.595482474675696150e-01,6.885264362215275380e-01,4.331198351840392924e-01,4.394386276841866223e-01
3.329422678595225449e+00,8.164129191070770730e+00,1.474005171919086088e+00,9.548245871318421507e-01,2.910647308368260466e-01,2.894226032422066441e-01
4.177399825672237554e+00,2.443017929367612417e+00,1.320867042470486918e+00,4.156549054177749447e-02,2.492994577177215232e-01,2.568243631742224697e-01
4.054210717754014315e-01,4.459598306287848146e+00,1.407025885842287494e+00,2.650610630240005650e-01,8.140941724275578828e-01,8.008055742419987189e-01
4.325986838457259509e+00,7.642433931047137641e+00,1.175228111157371691e+00,6.783985013653455187e-01,2.110151770642998970e-01,2.051797210622221257e-01
1.019778423785265842e+00,1.671597382704414603e+00,1.915707048941994506e+00,6.816776124638096457e-01,9.208147719763889461e-01,9.114520107474256561e-01
4.056972680293290168e+00,2.567499062369717144e+00,7.141682274933887076e-01,5.367394197871301342e-01,1.980700651411337332e-01,1.993575559481589043e-01
1.989959852407393592e+00,4.161611837797134505e+00,1.602234334456335452e+00,3.035898351051736777e-01,4.464106254617969949e-01,4.632358816131673107e-01
1.017426369298778388e+00,8.542355461914688419e+00,1.332058853851926239e+00,6.180649211018180988e-01,5.489720583345319982e-01,5.496016256048787962e-01
6.414532563104380358e-01,2.809118744282940838e+00,1.157098653503693120e+00,4.497688952852705313e-01,6.572655638256810207e-01,6.687789909045247505e-01
5.146914993733146204e+00,7.358861881129660887e+00,8.765366762807804690e-01,5.089007813070257624e-01,1.649398277579779692e-01,1.647644482727843307e-01
2.943646296032720322e-02,7.664242972365427953e+00,1.131787038230272380e+00,3.179181939630055798e-01,8.124285220221971748e-01,8.085021067160936825e-01
3.972314453993447181e+00,7.644040857233528996e+00,9.332440439933307186e-01,3.223847269940970373e-01,1.835672367866554300e-01,1.938296049532610144e-01
6.034025468807968640e-01,5.353367785385108046e-01,1.914842247455345481e+00,2.907151835623597025e-01,1.089365745907451721e+00,1.094919016266315825e+00
6.885300860953524449e+00,4.951388151495541123e+00,9.072094037844744552e-01,3.060122333133871164e-01,1.536621093094893142e-01,1.679750189360881274e-01
6.492587923306572861e+00,3.245070715009342521e+00,1.218824347228537164e+00,2.159162276232429178e-02,1.822631714508149980e-01,1.921224822247691033e-01
1.534919754584059826e+00,2.797266366345869226e+00,1.876725379656014825e+00,2.570720342099086508e-02,5.980517303573656962e-01,5.900399677654677433e-01
3.637796473777183959e+00,8.146697480792168378e+00,1.116120659660863268e+00,2.752219277550586041e-01,2.079005441656284758e-01,1.825327385379764689e-01
7.238740754382852138e+00,5.893887627256895634e+00,1.350278126806777834e+00,4.846384188019612349e-01,1.788793861103069316e-01,1.803562064279149446e-01
1.280319556986397878e+00,2.192135399060074707e+00,1.901195362736384897e+00,8.884403053274908535e-01,8.237311428526925550e-01,8.120656685008227349e-01
8.128231648965567047e+00,7.205194146829221324e+00,1.681527805431764833e+00,2.855259389948495707e-01,1.781628931915202885e-01,1.641648300466818922e-01
6.614852631918309633e+00,7.238898449642869437e+00,1.939889972974649712e+00,4.673690015718090507e-02,2.084513243271934324e-01,1.937334446041998892e-01
9.413380476842622357e+00,9.359787971504729853e+00,1.587718005246336661e+00,8.983829320989622502e-01,1.635377332417521923e-01,1.572128149205827830e-01
6.018492981573823286e+00,9.834071027634422535e+00,1.742970559809100095e+00,9.703753659706828572e-01,2.121622014298059633e-01,2.102466959785454226e-01
4.459025092633217557e-01,5.046258356612250751e+00,1.571883691861773347e+00,2.085666646056005824e-01,8.599846878830096353e-01,8.601184100689339695e-01
4.091244449216720369e+00,9.044839305321998424e+00,1.035846344465097602e+00,9.320948943662078490e-01,2.041236878937687238e-01,2.246473075770563932e-01
