t,Ns,Nsrc,dNs_dt
7.243448689737947177e+01,3.751261784525893717e+01,1.949999997409417176e+02,1.628415624566059705e-08
7.246449289857972076e+01,3.751261784553246059e+01,1.949999997422080753e+02,1.620337108931835246e-08
7.249449889977995554e+01,3.751261784578629488e+01,1.949999997433822614e+02,1.612832178921053128e-08
7.252450490098019031e+01,3.751261784602063898e+01,1.949999997444651854e+02,1.605895771916721060e-08
7.255451090218043930e+01,3.751261784623568474e+01,1.949999997454577567e+02,1.599523091755372661e-08
7.258451690338067408e+01,3.751261784643163111e+01,1.949999997463608850e+02,1.593706411284756541e-08
7.261452290458090886e+01,3.751261784660868415e+01,1.949999997471755364e+02,1.588441378430616169e-08
7.264452890578115785e+01,3.751261784676704991e+01,1.949999997479027058e+02,1.583721509490487733e-08
7.267453490698139262e+01,3.751261784690694157e+01,1.949999997485433596e+02,1.579540587215433334e-08
7.270454090818164161e+01,3.751261784702857938e+01,1.949999997490985209e+02,1.575891150906727489e-08
7.273454690938187639e+01,3.751261784713216940e+01,1.949999997495692412e+02,1.572769114943639579e-08
7.276455291058211117e+01,3.751261784721795323e+01,1.949999997499565723e+02,1.570165863995498512e-08
7.279455891178236016e+01,3.751261784728615112e+01,1.949999997502615656e+02,1.568076335445311997e-08
7.282456491298259493e+01,3.751261784733700466e+01,1.949999997504853297e+02,1.566492358051618794e-08
7.285457091418282971e+01,3.751261784737074123e+01,1.949999997506289731e+02,1.565407625747639031e-08
7.288457691538307870e+01,3.751261784738760952e+01,1.949999997506936609e+02,1.564815743648750868e-08
7.291458291658331348e+01,3.751261784738785110e+01,1.949999997506805016e+02,1.564707918788599272e-08
7.294458891778356247e+01,3.751261784737172178e+01,1.949999997505906890e+02,1.565078200371772255e-08
7.297459491898379724e+01,3.751261784733947025e+01,1.949999997504254452e+02,1.565919660606596153e-08
7.300460092018403202e+01,3.751261784729136650e+01,1.949999997501859355e+02,1.567222174259086387e-08
7.303460692138428101e+01,3.751261784722766635e+01,1.949999997498734388e+02,1.568980056987356875e-08
7.306461292258451579e+01,3.751261784714863268e+01,1.949999997494892057e+02,1.571186380999733956e-08
7.309461892378475056e+01,3.751261784705454971e+01,1.949999997490344867e+02,1.573831109880075019e-08
7.312462492498499955e+01,3.751261784694568036e+01,1.949999997485105894e+02,1.576906960565338522e-08
7.315463092618523433e+01,3.751261784682231593e+01,1.949999997479188494e+02,1.580406738810324896e-08
7.318463692738548332e+01,3.751261784668474064e+01,1.949999997472605457e+02,1.584320408198891528e-08
7.321464292858571810e+01,3.751261784653323872e+01,1.949999997465370996e+02,1.588641129757206727e-08
7.324464892978595287e+01,3.751261784636810148e+01,1.949999997457498466e+02,1.593359755247547582e-08
7.327465493098620186e+01,3.751261784618963446e+01,1.949999997449002080e+02,1.598467047614349212e-08
7.330466093218643664e+01,3.751261784599813609e+01,1.949999997439895765e+02,1.603954746798308406e-08
7.333466693338667142e+01,3.751261784579390479e+01,1.949999997430194014e+02,1.609814681557963922e-08
7.336467293458692041e+01,3.751261784557726742e+01,1.949999997419911608e+02,1.616036282570121330e-08
7.339467893578715518e+01,3.751261784534852239e+01,1.949999997409062757e+02,1.622611378593319387e-08
7.342468493698738996e+01,3.751261784510800368e+01,1.949999997397662810e+02,1.629530022029257452e-08
7.345469093818763895e+01,3.751261784485602391e+01,1.949999997385726829e+02,1.636783864000790345e-08
7.348469693938787373e+01,3.751261784459290993e+01,1.949999997373270446e+02,1.644362779273933484e-08
7.351470294058812271e+01,3.751261784431900281e+01,1.949999997360308726e+02,1.652256109707650467e-08
7.354470894178835749e+01,3.751261784403462940e+01,1.949999997346857867e+02,1.660455684060480053e-08
7.357471494298859227e+01,3.751261784374013786e+01,1.949999997332933503e+02,1.668950755373543871e-08
7.360472094418884126e+01,3.751261784343586925e+01,1.949999997318552118e+02,1.677731997773435069e-08
7.363472694538907604e+01,3.751261784312217173e+01,1.949999997303729629e+02,1.686788131394223456e-08
7.366473294658931081e+01,3.751261784279940059e+01,1.949999997288483371e+02,1.696109119819766420e-08
7.369473894778955980e+01,3.751261784246791109e+01,1.949999997272829262e+02,1.705685637176657110e-08
7.372474494898979458e+01,3.751261784212806560e+01,1.949999997256784923e+02,1.715505959509755485e-08
7.375475095019004357e+01,3.751261784178023362e+01,1.949999997240367122e+02,1.725559428678025142e-08
7.378475695139027835e+01,3.751261784142477751e+01,1.949999997223593482e+02,1.735836807625901201e-08
7.381476295259051312e+01,3.751261784106208097e+01,1.949999997206481339e+02,1.746325395401981950e-08
7.384476895379076211e+01,3.751261784069252059e+01,1.949999997189048599e+02,1.757014977954440837e-08
7.387477495499099689e+01,3.751261784031648006e+01,1.949999997171313453e+02,1.767893920145979791e-08
7.390478095619123167e+01,3.751261783993434307e+01,1.949999997153293521e+02,1.778950853292826650e-08
7.393478695739148066e+01,3.751261783954650042e+01,1.949999997135007845e+02,1.790175563343154863e-08
7.396479295859171543e+01,3.751261783915335712e+01,1.949999997116474333e+02,1.801555171709878778e-08
7.399479895979196442e+01,3.751261783875530398e+01,1.949999997097712594e+02,1.813079553159013813e-08
7.402480496099219920e+01,3.751261783835274599e+01,1.949999997078740819e+02,1.824735829103474316e-08
7.405481096219243398e+01,3.751261783794610238e+01,1.949999997059578334e+02,1.836510854502648726e-08
7.408481696339268296e+01,3.751261783753577816e+01,1.949999997040245034e+02,1.848394859393920342e-08
7.411482296459291774e+01,3.751261783712218545e+01,1.949999997020759963e+02,1.860375586915097301e-08
7.414482896579315252e+01,3.751261783670575767e+01,1.949999997001143015e+02,1.872439003847148342e-08
7.417483496699340151e+01,3.751261783628691404e+01,1.949999996981414370e+02,1.884574096777669183e-08
7.420484096819363629e+01,3.751261783586608800e+01,1.949999996961593922e+02,1.896767631848206292e-08
7.423484696939387106e+01,3.751261783544371298e+01,1.949999996941702420e+02,1.909007441014409778e-08
7.426485297059412005e+01,3.751261783502022951e+01,1.949999996921760044e+02,1.921280468053510049e-08
7.429485897179435483e+01,3.751261783459607813e+01,1.949999996901788109e+02,1.933573745560579482e-08
7.432486497299460382e+01,3.751261783417170648e+01,1.949999996881807078e+02,1.945874661402058337e-08
7.435487097419483860e+01,3.751261783374756220e+01,1.949999996861838270e+02,1.958169981719493080e-08
7.438487697539507337e+01,3.751261783332410715e+01,1.949999996841903283e+02,1.970446117383062301e-08
7.441488297659532236e+01,3.751261783290180318e+01,1.949999996822023434e+02,1.982689568080786557e-08
7.444488897779555714e+01,3.751261783248110504e+01,1.949999996802220608e+02,1.994887988132632017e-08
7.447489497899579192e+01,3.751261783206249589e+01,1.949999996782516973e+02,2.007025656780569989e-08
7.450490098019604090e+01,3.751261783164643759e+01,1.949999996762934700e+02,2.019091294158670280e-08
7.453490698139627568e+01,3.751261783123341331e+01,1.949999996743495956e+02,2.031068646601852379e-08
7.456491298259652467e+01,3.751261783082389911e+01,1.949999996724223195e+02,2.042944924340872603e-08
7.459491898379675945e+01,3.751261783041838527e+01,1.949999996705139722e+02,2.054705472431805902e-08
7.462492498499699423e+01,3.751261783001736205e+01,1.949999996686268275e+02,2.066337057016198742e-08
7.465493098619724321e+01,3.751261782962131974e+01,1.949999996667631876e+02,2.077824312607390311e-08
7.468493698739747799e+01,3.751261782923075572e+01,1.949999996649254399e+02,2.089153294804191319e-08
7.471494298859771277e+01,3.751261782884618867e+01,1.949999996631158865e+02,2.100308371666415042e-08
7.474494898979796176e+01,3.751261782846810178e+01,1.949999996613369433e+02,2.111276486971291888e-08
7.477495499099819654e+01,3.751261782809702794e+01,1.949999996595909977e+02,2.122041031782373466e-08
7.480496099219844552e+01,3.751261782773347164e+01,1.949999996578804655e+02,2.132587884062786543e-08
7.483496699339868030e+01,3.751261782737795869e+01,1.949999996562077911e+02,2.142900878965292577e-08
7.486497299459891508e+01,3.751261782703100778e+01,1.949999996545754755e+02,2.152966427360070156e-08
7.489497899579916407e+01,3.751261782669315181e+01,1.949999996529859345e+02,2.162768186764196798e-08
7.492498499699939885e+01,3.751261782636491660e+01,1.949999996514416694e+02,2.172290169966117901e-08
7.495499099819963362e+01,3.751261782604684925e+01,1.949999996499452664e+02,2.181518432564644172e-08
7.498499699939988261e+01,3.751261782573948977e+01,1.949999996484991982e+02,2.190435299809223579e-08
7.501500300060011739e+01,3.751261782544337109e+01,1.949999996471060797e+02,2.199026472027298951e-08
7.504500900180035217e+01,3.751261782515906162e+01,1.949999996457684404e+02,2.207274185650476284e-08
7.507501500300060115e+01,3.751261782488710850e+01,1.949999996444889234e+02,2.215163963370514466e-08
7.510502100420083593e+01,3.751261782462806593e+01,1.949999996432701153e+02,2.222678219254703436e-08
7.513502700540108492e+01,3.751261782438250236e+01,1.949999996421146875e+02,2.229801587816382380e-08
7.516503300660131970e+01,3.751261782415097912e+01,1.949999996410252834e+02,2.236517548936944877e-08
7.519503900780155448e+01,3.751261782393407174e+01,1.949999996400045745e+02,2.242809138408574654e-08
7.522504500900180346e+01,3.751261782373235576e+01,1.949999996390552894e+02,2.248659125569929529e-08
7.525505101020203824e+01,3.751261782354641383e+01,1.949999996381801282e+02,2.254051345573770959e-08
7.528505701140227302e+01,3.751261782337682149e+01,1.949999996373818476e+02,2.258968301305230852e-08
7.531506301260252201e+01,3.751261782322417559e+01,1.949999996366632047e+02,2.263393827917070666e-08
7.534506901380275679e+01,3.751261782308907300e+01,1.949999996360269563e+02,2.267308651937582908e-08
7.537507501500300577e+01,3.751261782297209635e+01,1.949999996354759162e+02,2.270697940787158586e-08
7.540508101620324055e+01,3.751261782287385671e+01,1.949999996350129265e+02,2.273542154540564297e-08
7.543508701740347533e+01,3.751261782279495804e+01,1.949999996346408295e+02,2.275825128350561499e-08
7.546509301860372432e+01,3.751261782273601142e+01,1.949999996343624673e+02,2.277527766381126639e-08
7.549509901980395910e+01,3.751261782269762790e+01,1.949999996341807105e+02,2.278632749153075565e-08
7.552510502100419387e+01,3.751261782268043277e+01,1.949999996340984865e+02,2.279122668369382154e-08
7.555511102220444286e+01,3.751261782268503708e+01,1.949999996341187227e+02,2.278978961101074674e-08
7.558511702340467764e+01,3.751261782271208034e+01,1.949999996342443183e+02,2.278182531512129572e-08
7.561512302460492663e+01,3.751261782276218071e+01,1.949999996344782858e+02,2.276717125937466335e-08
7.564512902580516140e+01,3.751261782283599189e+01,1.949999996348235811e+02,2.274561961002063981e-08
7.567513502700539618e+01,3.751261782293413916e+01,1.949999996352832170e+02,2.271700072498106238e-08
7.570514102820564517e+01,3.751261782305726911e+01,1.949999996358602061e+02,2.268111209957623942e-08
7.573514702940587995e+01,3.751261782320602833e+01,1.949999996365575896e+02,2.263778053901432941e-08
7.576515303060611473e+01,3.751261782338107764e+01,1.949999996373784370e+02,2.258680709132931952e-08
7.579515903180636371e+01,3.751261782358307073e+01,1.949999996383258178e+02,2.252799724544729543e-08
7.582516503300659849e+01,3.751261782381266841e+01,1.949999996394028585e+02,2.246116359572170040e-08
7.585517103420684748e+01,3.751261782407053147e+01,1.949999996406126570e+02,2.238612051286281712e-08
7.588517703540708226e+01,3.751261782435733494e+01,1.949999996419583965e+02,2.230266549219095396e-08
7.591518303660731704e+01,3.751261782467375383e+01,1.949999996434432035e+02,2.221059247631274047e-08
7.594518903780756602e+01,3.751261782502046316e+01,1.949999996450702611e+02,2.210971850047371845e-08
7.597519503900780080e+01,3.751261782539814504e+01,1.949999996468427810e+02,2.199984017181577656e-08
7.600520104020803558e+01,3.751261782580748871e+01,1.949999996487639748e+02,2.188076031472974137e-08
7.603520704140828457e+01,3.751261782624918339e+01,1.949999996508371112e+02,2.175227198364382275e-08
7.606521304260851934e+01,3.751261782672393252e+01,1.949999996530654300e+02,2.161417089752148968e-08
7.609521904380875412e+01,3.751261782723242533e+01,1.949999996554522284e+02,2.146625988075356872e-08
7.612522504500900311e+01,3.751261782777536524e+01,1.949999996580008030e+02,2.130833554048194856e-08
7.615523104620923789e+01,3.751261782835346992e+01,1.949999996607144794e+02,2.114018649024274055e-08
7.618523704740948688e+01,3.751261782896737174e+01,1.949999996635963271e+02,2.096163242981674557e-08
7.621524304860972165e+01,3.751261782960186508e+01,1.949999996665916342e+02,2.077826977142649412e-08
7.624524904980995643e+01,3.751261783024506258e+01,1.949999996696567166e+02,2.059440973312121059e-08
7.627525505101020542e+01,3.751261783089674395e+01,1.949999996727899259e+02,2.041006030850667230e-08
7.630526105221044020e+01,3.751261783155669605e+01,1.949999996759896419e+02,2.022525080747072934e-08
7.633526705341067498e+01,3.751261783222467727e+01,1.949999996792542731e+02,2.004001853350700912e-08
7.636527305461092396e+01,3.751261783290049578e+01,1.949999996825821995e+02,1.985435993390183285e-08
7.639527905581115874e+01,3.751261783358391000e+01,1.949999996859718863e+02,1.966832829936038252e-08
7.642528505701140773e+01,3.751261783427472096e+01,1.949999996894217134e+02,1.948193162348843543e-08
7.645529105821164251e+01,3.751261783497270130e+01,1.949999996929301176e+02,1.929519033438964470e-08
7.648529705941187729e+01,3.751261783567765207e+01,1.949999996964955358e+02,1.910813285377344073e-08
7.651530306061212627e+01,3.751261783638934588e+01,1.949999997001164616e+02,1.892078227427873571e-08
7.654530906181236105e+01,3.751261783710758380e+01,1.949999997037913317e+02,1.873315724765234336e-08
7.657531506301259583e+01,3.751261783783215975e+01,1.949999997075186400e+02,1.854528708378211377e-08
7.660532106421284482e+01,3.751261783856285348e+01,1.949999997112968231e+02,1.835718688170118185e-08
7.663532706541307959e+01,3.751261783929945892e+01,1.949999997151244315e+02,1.816889216854633560e-08
7.666533306661332858e+01,3.751261784004178423e+01,1.949999997189999590e+02,1.798040560885283412e-08
7.669533906781356336e+01,3.751261784078961625e+01,1.949999997229218991e+02,1.779177249972008212e-08
7.672534506901379814e+01,3.751261784154276313e+01,1.949999997268887739e+02,1.760298395936388260e-08
7.675535107021404713e+01,3.751261784230100460e+01,1.949999997308991624e+02,1.741409239031099787e-08
7.678535707141428190e+01,3.751261784306415592e+01,1.949999997349515581e+02,1.722510312163194612e-08
7.681536307261451668e+01,3.751261784383201814e+01,1.949999997390445401e+02,1.703603569325196077e-08
7.684536907381476567e+01,3.751261784460439941e+01,1.949999997431766872e+02,1.684691763870205250e-08
7.687537507501500045e+01,3.751261784538108657e+01,1.949999997473465498e+02,1.665777382697797293e-08
7.690538107621523523e+01,3.751261784616190198e+01,1.949999997515527355e+02,1.646861846893443726e-08
7.693538707741548421e+01,3.751261784694664669e+01,1.949999997557937945e+02,1.627947643356719709e-08
7.696539307861571899e+01,3.751261784773512886e+01,1.949999997600683912e+02,1.609036193173096763e-08
7.699539907981596798e+01,3.751261784852716374e+01,1.949999997643751328e+02,1.590130693784885807e-08
7.702540508101620276e+01,3.751261784932255949e+01,1.949999997687125983e+02,1.571232122188348512e-08
7.705541108221643753e+01,3.751261785012113137e+01,1.949999997730794803e+02,1.552342610011692159e-08
7.708541708341668652e+01,3.751261785092268752e+01,1.949999997774743861e+02,1.533465265879385697e-08
7.711542308461692130e+01,3.751261785172705032e+01,1.949999997818959798e+02,1.514600711516322917e-08
7.714542908581715608e+01,3.751261785253403502e+01,1.949999997863429542e+02,1.495751345004237010e-08
7.717543508701740507e+01,3.751261785334346399e+01,1.949999997908139449e+02,1.476919475607019194e-08
7.720544108821763984e+01,3.751261785415514538e+01,1.949999997953076729e+02,1.458106879681508872e-08
7.723544708941788883e+01,3.751261785496890866e+01,1.949999997998228309e+02,1.439315688855913322e-08
7.726545309061812361e+01,3.751261785578458330e+01,1.949999998043580831e+02,1.420546613672968306e-08
7.729545909181835839e+01,3.751261785660197745e+01,1.949999998089122073e+02,1.401804183842614293e-08
7.732546509301860738e+01,3.751261785742092769e+01,1.949999998134838961e+02,1.383088044093483404e-08
7.735547109421884215e+01,3.751261785824126349e+01,1.949999998180718990e+02,1.364400059600257009e-08
7.738547709541907693e+01,3.751261785906280011e+01,1.949999998226749369e+02,1.345743783076613909e-08
7.741548309661932592e+01,3.751261785988538122e+01,1.949999998272917878e+02,1.327119125704712133e-08
7.744548909781956070e+01,3.751261786070882209e+01,1.949999998319212295e+02,1.308529284926862601e-08
7.747549509901980969e+01,3.751261786153297351e+01,1.949999998365620399e+02,1.289975859464220775e-08
7.750550110022004446e+01,3.751261786235765072e+01,1.949999998412129685e+02,1.271460625673626055e-08
7.753550710142027924e+01,3.751261786318270453e+01,1.949999998458728498e+02,1.252984915822707990e-08
7.756551310262052823e+01,3.751261786400795728e+01,1.949999998505404903e+02,1.234550506268305980e-08
7.759551910382076301e+01,3.751261786483325977e+01,1.949999998552146678e+02,1.216159262185101397e-08
7.762552510502099778e+01,3.751261786565844147e+01,1.949999998598942739e+02,1.197813492836985461e-08
7.765553110622124677e+01,3.751261786648335317e+01,1.949999998645780863e+02,1.179514530491587720e-08
7.768553710742148155e+01,3.751261786730782433e+01,1.949999998692649967e+02,1.161264151505747577e-08
7.771554310862173054e+01,3.751261786813170573e+01,1.949999998739538398e+02,1.143064043418462461e-08
7.774554910982196532e+01,3.751261786895484107e+01,1.949999998786435071e+02,1.124916337857939652e-08
7.777555511102220009e+01,3.751261786977707402e+01,1.949999998833328334e+02,1.106822100638282791e-08
7.780556111222244908e+01,3.751261787059825537e+01,1.949999998880207670e+02,1.088782930480647337e-08
7.783556711342268386e+01,3.751261787141823589e+01,1.949999998927061426e+02,1.070800070834820872e-08
7.786557311462291864e+01,3.751261787223685928e+01,1.949999998973879087e+02,1.052876896778798255e-08
7.789557911582316763e+01,3.751261787305397633e+01,1.949999999020649852e+02,1.035013585948263426e-08
7.792558511702340240e+01,3.751261787386945201e+01,1.949999999067362637e+02,1.017212003517897756e-08
7.795559111822363718e+01,3.751261787468312292e+01,1.949999999114007210e+02,9.994738370266986749e-09
7.798559711942388617e+01,3.751261787549486115e+01,1.949999999160573054e+02,9.818003299244537629e-09
7.801560312062412095e+01,3.751261787630451749e+01,1.949999999207049655e+02,9.641940579285801505e-09
7.804560912182436994e+01,3.751261787711194273e+01,1.949999999253426495e+02,9.466555539461296576e-09
7.807561512302460471e+01,3.751261787791700897e+01,1.949999999299693627e+02,9.291864166982577444e-09
7.810562112422483949e+01,3.751261787871956699e+01,1.949999999345841104e+02,9.117889554488556314e-09
7.813562712542508848e+01,3.751261787951948889e+01,1.949999999391858410e+02,8.944636142871331685e-09
7.816563312662532326e+01,3.751261788031663968e+01,1.949999999437736165e+02,8.772126136591396062e-09
7.819563912782555803e+01,3.751261788111087014e+01,1.949999999483464137e+02,8.600371970146625245e-09
7.822564512902580702e+01,3.751261788190205948e+01,1.949999999529032948e+02,8.429391407105413236e-09
7.825565113022604180e+01,3.751261788269007269e+01,1.949999999574432650e+02,8.259189776538278238e-09
7.828565713142629079e+01,3.751261788347477477e+01,1.949999999619654147e+02,8.089792835619391553e-09
7.831566313262652557e+01,3.751261788425604493e+01,1.949999999664687778e+02,7.921205913419271383e-09
7.834566913382676034e+01,3.751261788503374817e+01,1.949999999709524445e+02,7.753448549863151129e-09
7.837567513502700933e+01,3.751261788580776368e+01,1.949999999754154771e+02,7.586534955805745994e-09
7.840568113622724411e+01,3.751261788657796359e+01,1.949999999798569377e+02,7.420468683960734779e-09
7.843568713742747889e+01,3.751261788734422709e+01,1.949999999842760019e+02,7.255270162431770586e-09
7.846569313862772788e+01,3.751261788810642628e+01,1.949999999886717035e+02,7.090965148393024720e-09
7.849569913982796265e+01,3.751261788886444037e+01,1.949999999930432182e+02,6.927550089130818378e-09
7.852570514102821164e+01,3.751261788961815569e+01,1.949999999973896365e+02,6.765046300927224365e-09
7.855571114222844642e+01,3.751261789036745142e+01,1.950000000017101343e+02,6.603456448317501781e-09
7.858571714342868120e+01,3.751261789111220679e+01,1.950000000060038303e+02,6.442802735762143129e-09
7.861572314462893019e+01,3.751261789185231521e+01,1.950000000102699289e+02,6.283099374115863611e-09
7.864572914582916496e+01,3.751261789258765589e+01,1.950000000145075489e+02,6.124355245162860228e-09
7.867573514702939974e+01,3.751261789331811514e+01,1.950000000187158946e+02,5.966581007044169382e-09
7.870574114822964873e+01,3.751261789404358638e+01,1.950000000228941701e+02,5.809793535149765376e-09
7.873574714942988351e+01,3.751261789476396302e+01,1.950000000270415512e+02,5.653999046728586109e-09
7.876575315063011828e+01,3.751261789547912429e+01,1.950000000311572421e+02,5.499217081705864985e-09
7.879575915183036727e+01,3.751261789618897069e+01,1.950000000352405038e+02,5.345452969152120204e-09
7.882576515303060205e+01,3.751261789689339565e+01,1.950000000392905690e+02,5.192722696278906369e-09
7.885577115423085104e+01,3.751261789759229259e+01,1.950000000433066134e+02,5.041031592156741681e-09
7.888577715543108582e+01,3.751261789828556914e+01,1.950000000472879549e+02,4.890391203105082241e-09
7.891578315663132059e+01,3.751261789897311161e+01,1.950000000512338545e+02,4.740826398119679652e-09
7.894578915783156958e+01,3.751261789965482052e+01,1.950000000551435448e+02,4.592333624486855115e-09
7.897579515903180436e+01,3.751261790033059640e+01,1.950000000590163154e+02,4.444933310310261732e-09
7.900580116023203914e+01,3.751261790100035398e+01,1.950000000628514556e+02,4.298620126519381301e-09
7.903580716143228813e+01,3.751261790166398669e+01,1.950000000666483118e+02,4.153427823894162429e-09
7.906581316263252290e+01,3.751261790232139504e+01,1.950000000704061449e+02,4.009352849720926315e-09
7.909581916383277189e+01,3.751261790297250087e+01,1.950000000741243014e+02,3.866402309427030559e-09
7.912582516503300667e+01,3.751261790361719761e+01,1.950000000778021274e+02,3.724601960186646465e-09
7.915583116623324145e+01,3.751261790425539999e+01,1.950000000814389125e+02,3.583947361107675533e-09
7.918583716743349044e+01,3.751261790488702275e+01,1.950000000850340598e+02,3.444445617617475364e-09
7.921584316863372521e+01,3.751261790551197350e+01,1.950000000885869156e+02,3.306127815960735461e-09
7.924584916983395999e+01,3.751261790613016700e+01,1.950000000920968546e+02,3.168977080747481523e-09
7.927585517103420898e+01,3.751261790674151797e+01,1.950000000955632515e+02,3.033020945508724253e-09
7.930586117223444376e+01,3.751261790734594115e+01,1.950000000989855096e+02,2.898262962958142452e-09
7.933586717343469275e+01,3.751261790794335838e+01,1.950000001023630318e+02,2.764712903058352822e-09
7.936587317463492752e+01,3.751261790853368439e+01,1.950000001056952215e+02,2.632382312128811463e-09
7.939587917583516230e+01,3.751261790911684102e+01,1.950000001089815100e+02,2.501277407418456278e-09
7.942588517703541129e+01,3.751261790969275722e+01,1.950000001122213291e+02,2.371399965284126665e-09
7.945589117823564607e+01,3.751261791026134063e+01,1.950000001154141103e+02,2.242769525651056028e-09
7.948589717943588084e+01,3.751261791082252728e+01,1.950000001185593135e+02,2.115392305768182268e-09
7.951590318063612983e+01,3.751261791137623902e+01,1.950000001216564272e+02,1.989278075598122086e-09
7.954590918183636461e+01,3.751261791192240480e+01,1.950000001247048829e+02,1.864420617891937582e-09
7.957591518303659939e+01,3.751261791246095356e+01,1.950000001277041974e+02,1.740841248931701557e-09
7.960592118423684838e+01,3.751261791299181425e+01,1.950000001306538309e+02,1.618555955928968615e-09
7.963592718543708315e+01,3.751261791351491581e+01,1.950000001335533284e+02,1.497554080742702354e-09
7.966593318663733214e+01,3.751261791403019430e+01,1.950000001364021784e+02,1.377854275119716476e-09
7.969593918783756692e+01,3.751261791453758576e+01,1.950000001391999263e+02,1.259457427238430682e-09
7.972594518903780170e+01,3.751261791503702625e+01,1.950000001419460602e+02,1.142375971596720774e-09
7.975595119023805069e+01,3.751261791552844471e+01,1.950000001446401825e+02,1.026619678157203452e-09
7.978595719143828546e+01,3.751261791601178430e+01,1.950000001472818099e+02,9.121867705630393175e-10
7.981596319263852024e+01,3.751261791648698818e+01,1.950000001498705160e+02,7.990941242042026715e-10
7.984596919383876923e+01,3.751261791695399239e+01,1.950000001524058462e+02,6.873372981885950139e-10
7.987597519503900401e+01,3.751261791741274010e+01,1.950000001548874593e+02,5.769331679061906470e-10
7.990598119623925299e+01,3.751261791786318156e+01,1.950000001573148722e+02,4.678755161080516700e-10
7.993598719743948777e+01,3.751261791830525283e+01,1.950000001596877439e+02,3.601838827194114856e-10
7.996599319863972255e+01,3.751261791873890417e+01,1.950000001620056480e+02,2.538609322755291942e-10
7.999599919983997154e+01,3.751261791916408583e+01,1.950000001642682435e+02,1.489022238843062951e-10
8.002600520104020632e+01,3.751261791958074099e+01,1.950000001664751608e+02,4.533351471991409198e-11
8.005601120224044109e+01,3.751261791998882700e+01,1.950000001686260021e+02,-5.686118242920201737e-11
8.008601720344069008e+01,3.751261792038828702e+01,1.950000001707204831e+02,-1.576543340320313291e-10
8.011602320464092486e+01,3.751261792077908552e+01,1.950000001727582344e+02,-2.570574864080299449e-10
8.014602920584117385e+01,3.751261792116117277e+01,1.950000001747389433e+02,-3.550599814161614631e-10
8.017603520704140863e+01,3.751261792153450614e+01,1.950000001766622688e+02,-4.516627072348455840e-10
8.020604120824164340e+01,3.751261792189904298e+01,1.950000001785279551e+02,-5.468514530093671056e-10
8.023604720944189239e+01,3.751261792225473357e+01,1.950000001803356611e+02,-6.406200014907881268e-10
8.026605321064212717e+01,3.751261792260154948e+01,1.950000001820851310e+02,-7.329727935712071485e-10
8.029605921184236195e+01,3.751261792293944808e+01,1.950000001837760806e+02,-8.239027238232665695e-10
8.032606521304261094e+01,3.751261792326839384e+01,1.950000001854082541e+02,-9.133973577490905882e-10
8.035607121424284571e+01,3.751261792358835123e+01,1.950000001869813673e+02,-1.001465577132876206e-09
8.038607721544309470e+01,3.751261792389928473e+01,1.950000001884952212e+02,-1.088096723833587021e-09
8.041608321664332948e+01,3.751261792420115881e+01,1.950000001899495601e+02,-1.173279251531766931e-09
8.044608921784356426e+01,3.751261792449395216e+01,1.950000001913441565e+02,-1.257029147438970540e-09
8.047609521904381324e+01,3.751261792477762214e+01,1.950000001926787832e+02,-1.339323318916285643e-09
8.050610122024404802e+01,3.751261792505214743e+01,1.950000001939532694e+02,-1.420161765963712242e-09
8.053610722144428280e+01,3.751261792531749961e+01,1.950000001951674165e+02,-1.499555146722286736e-09
8.056611322264453179e+01,3.751261792557365027e+01,1.950000001963209968e+02,-1.577482144909936324e-09
8.059611922384476657e+01,3.751261792582057808e+01,1.950000001974138968e+02,-1.653951642310858006e-09
8.062612522504500134e+01,3.751261792605826173e+01,1.950000001984459175e+02,-1.728956533497694181e-09
8.065613122624525033e+01,3.751261792628667280e+01,1.950000001994169452e+02,-1.802485272150988749e-09
8.068613722744548511e+01,3.751261792650579707e+01,1.950000002003267809e+02,-1.874552957303876610e-09
8.071614322864573410e+01,3.751261792671561324e+01,1.950000002011753111e+02,-1.945146266280062264e-09
8.074614922984596888e+01,3.751261792691609998e+01,1.950000002019624219e+02,-2.014266975436385110e-09
8.077615523104620365e+01,3.751261792710724308e+01,1.950000002026880281e+02,-2.081908867523907247e-09
8.080616123224645264e+01,3.751261792728903544e+01,1.950000002033519593e+02,-2.148072830721048376e-09
8.083616723344668742e+01,3.751261792746145574e+01,1.950000002039541869e+02,-2.212754424135709996e-09
8.086617323464692220e+01,3.751261792762448977e+01,1.950000002044945973e+02,-2.275953647767892107e-09
8.089617923584717119e+01,3.751261792777813042e+01,1.950000002049731052e+02,-2.337674054331273510e-09
8.092618523704740596e+01,3.751261792792237060e+01,1.950000002053896822e+02,-2.397902321149558702e-09
8.095619123824765495e+01,3.751261792805720319e+01,1.950000002057442714e+02,-2.456642889114846184e-09
8.098619723944788973e+01,3.751261792818261398e+01,1.950000002060367876e+02,-2.513902863654493558e-09
8.101620324064812451e+01,3.751261792829860298e+01,1.950000002062672593e+02,-2.569675139341143222e-09
8.104620924184837349e+01,3.751261792840516307e+01,1.950000002064356295e+02,-2.623945505320079974e-09
8.107621524304860827e+01,3.751261792850229426e+01,1.950000002065418983e+02,-2.676734389694956917e-09
8.110622124424884305e+01,3.751261792858999655e+01,1.950000002065860372e+02,-2.728030246146317950e-09
