m1,m2,u1,u2,v1_out
2.307039342567799078e+00,1.929805199428089146e+00,5.946417755826077789e-01,2.129595026799877999e+00,-8.467597005835595381e-01
1.417025615581135156e+00,3.746509820382785350e+00,1.918317333640138678e+00,2.530985441720205120e+00,-1.609544414522830369e+00
3.502598978113313777e-01,4.840795006974857984e+00,3.516817992068315579e+00,2.292926790090730194e+00,-1.295638397036037226e+00
4.658793144287153964e+00,2.813340922509349085e+00,6.640920738600513129e-01,3.924951326999635004e+00,-1.280615752749043379e+00
4.018051536796131140e-01,4.040220972309320757e+00,5.557780085395156444e-01,3.119458734928551635e+00,-2.945159073925523341e+00
4.342329737358771702e+00,3.546567797969041091e+00,3.817813388678779951e+00,2.008800442085441063e+00,9.573376204948136348e-01
2.031253603354712833e+00,4.875880524654196968e+00,2.178668836126727903e+00,3.146527009596649105e+00,-1.893713032463138823e+00
4.497188886213154824e+00,9.509652710858487179e-01,3.777096973578133010e+00,1.531567920585587439e+00,2.821950365663214555e+00
1.705693892153886226e+00,2.284381118385006015e+00,2.263979522127117505e+00,5.741066526779441404e-01,3.857106963186783255e-01
3.390504205806431859e+00,4.557764992596267106e+00,2.415864317588584331e+00,2.120357537162513850e+00,-5.353600046283291114e-01
1.952049255008942774e+00,2.223569806755805178e+00,3.270777580437769227e+00,3.565895971303510770e+00,-4.213056404081431117e-01
1.808354814590474202e+00,2.913927386894723082e+00,1.846715498299742020e+00,1.242366583193339924e+00,-3.731445822296393100e-01
3.304272610576694191e+00,1.466864313683026610e+00,2.091526488812908369e+00,3.894156656306483111e+00,1.897844420617234573e-01
3.922565557614284160e+00,1.632072449125853808e+00,1.373282952135085111e+00,3.941862896408189876e+00,-2.913144990295596926e-01
8.780808508941225776e-01,3.008251045297068327e+00,3.247751903558488085e+00,3.056324725616349713e+00,-1.539340096072745911e+00
6.053133523865049659e-01,1.403534747763868884e+00,2.839616857502683445e+00,5.135673983495196993e-01,3.037698891523594180e-01
1.340312696498886957e+00,5.647122855073135606e-01,1.572845025507977113e+00,1.421862498059769830e+00,6.195228590271961711e-01
9.019599196247322093e-01,3.260772244171357137e+00,1.220048505339633937e+00,2.140004236836237972e+00,-1.752420719574359520e+00
1.366408680508743201e+00,1.892441270228316430e+00,3.504830315847795141e+00,3.085968830370100946e+00,-2.881504140126613933e-01
4.632268382148713393e+00,1.944193510125475255e+00,2.474933726722921890e+00,1.069720427870883395e+00,1.249070568292696137e+00
4.550874590110826290e+00,1.652348571469549166e+00,1.416535238063741042e+00,2.615114450517647349e+00,2.047988559195731972e-01
3.166020007206749476e+00,4.957396512266951660e-01,1.692568751202159882e+00,9.351756079959955281e-01,1.308794834209934477e+00
4.550824407886356227e+00,2.099385419938643249e+00,8.061091254064431944e-01,9.177970654346347956e-01,1.622443413806216317e-01
1.604740474099495051e+00,8.858068359133802749e-01,2.891616282256349812e+00,2.100032412009762428e+00,1.097090072768021063e+00
6.520362200722005230e-01,3.241194629427913032e+00,2.802321242232399534e+00,3.400497471623472379e+00,-2.131456827460624925e+00
1.955487058822585444e+00,1.731380863548671378e+00,1.925512676001176038e+00,5.845752448806189605e-01,5.679194068588628852e-01
4.422097921828960665e+00,4.244946880524870458e+00,2.346550519131642254e+00,5.211897361846682397e-01,6.524894537797464311e-01
3.354552847171032304e-01,2.475019330148402474e+00,3.469272548810618861e+00,1.294830852826106327e+00,-4.527422039067751092e-01
4.399885968565091510e+00,4.080845110334414549e+00,1.477205671683914812e+00,1.810913736627671078e+00,-4.255686454009975361e-01
2.396993838623838968e+00,1.120668504803175702e+00,1.755654706018168643e+00,1.131940480421016915e+00,7.099710825479073062e-01
3.773340230100502790e+00,3.965051464501839984e+00,6.390516493025377720e-01,2.579561725370496106e+00,-1.336656929394291371e+00
2.730265506173353174e+00,1.038367624475502238e+00,3.032314069991192795e+00,2.796942513514732997e+00,1.413812809990395269e+00
6.333015269844656236e-01,2.656816893272750946e-01,2.037184250925082818e+00,1.399149279920693711e+00,1.048946121442739354e+00
3.722091577848327670e+00,2.735009606769007284e+00,2.951749110081744565e+00,3.409220153780265328e+00,8.831213773380808263e-02
8.124570444804174452e-01,2.178705181216336495e+00,1.405190666430775615e+00,2.518949706401401922e+00,-1.672728953175066424e+00
4.736130514797880053e+00,1.245997867767263845e+00,3.525710658607025039e+00,1.989830205434170995e+00,2.324905784301265044e+00
2.656050393510777763e+00,4.752650605554769925e+00,1.901790909499731175e+00,2.635358742265060616e+00,-1.375023351738554167e+00
3.297571804859426248e+00,2.968987825786367551e+00,3.668934516002491986e+00,3.146296076268856545e+00,2.705913246891596957e-01
2.696117259319990578e-01,4.309574776575643362e+00,2.077745452676379667e+00,1.229396384348511173e+00,-1.096904266963703689e+00
8.587343942489243931e-01,4.517238943933653550e-01,1.728689235314029293e+00,3.620785228098115205e+00,7.630807779743653541e-02
4.123549288803724622e+00,9.925289544379791717e-01,2.535385453156541846e+00,1.020636698482539462e+00,1.755138313797801386e+00
4.791323791100827734e-01,1.371043174298453460e+00,2.684397169449612264e+00,2.913955110141320137e+00,-1.114966686520950212e+00
4.014961689278669366e-01,6.521798720744449440e-01,9.792230131969429374e-01,2.675653682356675667e+00,-1.281980996921323612e+00
6.156962306691420306e-01,4.964555540754923335e+00,3.150547395561223762e+00,1.050724710583335941e+00,-7.754336844639363457e-01
1.036800422751198880e+00,2.159052666527845776e+00,1.151603834542316518e+00,3.016881155177463913e+00,-1.878346970503015356e+00
3.802926564990542602e+00,6.684327338873048419e-01,3.457323509651578863e+00,7.964909189897684261e-01,2.789141823586203106e+00
3.392718728372160264e+00,2.345431085835292695e+00,7.652011021969382654e-01,2.166868832869595529e+00,-6.485964642717747530e-01
3.995734349251925721e+00,4.834611160703130572e+00,8.077091140510523903e-01,2.551578966987253505e+00,-1.406651886363547321e+00
3.856712748650482414e+00,3.040694481003193506e+00,1.084664334073245584e+00,7.456628201403663336e-01,1.201839671105594531e-01
5.108656408860529075e-01,4.710873305091098473e+00,3.369955839789628982e+00,2.620108852635391283e+00,-1.709637811858524925e+00
1.386719172919917975e+00,8.815330658743968373e-01,3.577784514506651803e+00,2.959283838754039220e+00,1.181895398469463565e+00
4.657792404501400974e+00,3.643277614990680924e+00,1.125529664620873449e+00,3.221337791757514335e+00,-1.061365474583036761e+00
2.770145621838939309e+00,3.625109300837548343e+00,1.758673182981956185e+00,2.317338863271438232e+00,-8.832997162883782227e-01
3.579139322899795861e+00,2.782105015651872293e+00,2.876493474599888689e+00,3.927179220688884698e+00,-2.563875270179286625e-01
4.889760606716541780e+00,1.383974610963797147e+00,2.073578963800708941e+00,1.544568959131879637e+00,1.157153753391519047e+00
4.649139393407073939e+00,2.223005189219471767e+00,3.529744603153863292e+00,2.887180441147648935e+00,1.334410078142279410e+00
4.648824690365423784e+00,2.692906444328086124e+00,1.408457493164423813e+00,2.097192921411773270e+00,-1.168887935135581868e-01
2.169772725691061943e+00,4.338871684313788002e+00,2.672455072641873652e+00,1.017495248334978619e+00,-1.872609144584960195e-01
2.771451797928566663e+00,2.795901922456322186e+00,3.130862862210726849e+00,1.206481199988067354e+00,6.884195568919289077e-01
5.224925648347632512e-01,4.094349714811378327e+00,2.620714215342787590e+00,2.142365674808995646e+00,-1.596430641179058529e+00
4.290746009667678607e-01,1.741503022321145844e+00,3.706494612279327860e+00,3.867741256364314761e+00,-1.093971553207746528e+00
2.765629093803736005e+00,1.752754817867042236e+00,8.862807131189085474e-01,1.567360052934767989e+00,-2.212649582361850831e-01
1.304189927152353379e+00,3.375456519754589824e+00,3.136080936474218372e+00,9.109995103390303717e-01,-9.940747348345846390e-02
1.891259072669081442e+00,4.975968413221554698e+00,3.047893820759439265e+00,3.199805575562585158e+00,-1.722027559763755322e+00
1.397103742398238424e+00,7.004234755934092282e-01,1.341802575967903977e+00,1.217157991591864441e+00,4.123174369508227910e-01
2.440916691072516187e+00,4.407570162378630307e+00,3.454911808211410751e+00,6.415400685214088794e-01,4.431756721019552425e-01
4.651106608445878088e+00,6.125644290353612353e-01,3.502580791838608487e+00,1.689684847074838236e+00,2.901145903248599112e+00
1.305511071123269362e+00,4.670298890613593379e+00,3.783596253463773262e+00,2.824399083581254466e+00,-1.471359757745771990e+00
5.914333693917226409e-01,2.290012468752608665e+00,3.912076392881418840e+00,2.441367514959279728e+00,-7.778413400298471725e-01
4.775654793196013159e+00,2.276455066887427492e+00,7.580355384673513885e-01,1.008121064643208165e+00,8.047479893332250278e-02
3.258201312192209986e+00,2.279953694328822333e+00,3.961659805293150427e+00,2.714362058434550473e+00,1.097812757035789177e+00
1.977457603508015804e+00,1.849083736727888061e+00,1.321875825249646974e+00,2.500677710565171186e+00,-7.550244733592115232e-01
2.613963404324957551e+00,2.244314390141376236e+00,2.771934229857220711e+00,2.807450403460108213e+00,3.686995571835771646e-02
6.650803552185353684e-01,4.157936338236244644e+00,2.500779328860637030e+00,2.003528211398904357e+00,-1.524660872424029812e+00
1.693234975434766643e+00,3.346160635804436456e+00,5.378070247343444965e-01,2.335573758877564465e+00,-1.686759262298569872e+00
3.854236692472864934e-01,6.167967017645589189e-01,2.963740041279739668e+00,1.950773153081258204e+00,3.026028976664855152e-01
9.203976700763156771e-01,1.961426436430105502e+00,2.018689744833120692e+00,2.021888660987024799e+00,-9.349438155026187358e-01
2.476800958272292519e+00,4.601283895764868959e+00,9.737042641297943835e-01,1.616958851819613407e+00,-1.031242290067427403e+00
5.960132756367281237e-01,3.821362854517492469e+00,5.588039351312552583e-01,3.831687960893062073e+00,-3.361406359347118844e+00
1.752473314005238425e+00,4.234911464735434450e+00,3.431449110706582317e+00,5.851781779198655942e-01,2.187634877159713165e-01
3.042462189408963624e+00,4.888566328105007130e+00,1.843791241849530582e+00,3.916241151379625141e+00,-2.029044555151740870e+00
4.338423034129164080e+00,4.780967234041065161e+00,8.337196617982431945e-01,3.324106406562625793e+00,-1.699139623254196874e+00
1.296955659281557205e+00,2.626467249794224301e+00,3.849148281279896278e+00,3.233143876452571064e+00,-8.409690254940479504e-01
1.941648989993325580e+00,3.643428717677071216e+00,3.636785797183477165e+00,1.447727060715666036e+00,4.813553686375204865e-02
1.530879377310585765e+00,1.259358486775241204e+00,2.530194077462736058e+00,1.673556379870283717e+00,4.952957225033826072e-01
1.574418468454364062e+00,2.541345352253956857e+00,3.429659775159053403e+00,1.224771769118097042e+00,3.310234270323729744e-01
4.808712779863814291e+00,3.709161489199799266e+00,8.813909049192165668e-01,2.225878440058825181e+00,-7.463571472749557234e-01
2.278806215577448224e+00,7.785000917082685046e-01,2.752029709241298860e+00,2.257879162945876761e+00,1.461317990896669139e+00
4.085241424081113237e+00,3.041429096821544942e+00,3.573955633482289063e+00,1.609625329491505497e+00,1.134794814679217501e+00
9.188547907828358285e-01,3.722344529561919746e+00,3.618149076612236836e+00,2.478929471925526595e+00,-1.256272425067301413e+00
2.414687007435068811e+00,5.215492559537798778e-01,3.286699899464269770e+00,8.851601671323505727e-01,2.526300524077789156e+00
2.444363365766754725e+00,1.184901098800345887e+00,1.098178093215355755e+00,9.679176322281315414e-01,3.308902114806382411e-01
3.187179362825171669e+00,7.461395093274860724e-01,5.384096927708453828e-01,3.878482907401505031e+00,-3.388804140823657995e-01
3.429137992944447877e+00,2.856778002601355393e+00,1.209079892931661959e+00,1.270920377050213546e+00,-1.309401940447956214e-01
2.083262938840797052e+00,2.237813813455610923e+00,2.061548578650438834e+00,3.396492018813220160e+00,-9.213516426905744572e-01
1.151774673558879636e+00,2.403861912399554601e+00,1.908059690140735398e+00,3.768134186871911595e+00,-1.992978510931055158e+00
4.734748917876008711e+00,4.809085236238530570e+00,5.302891180869879761e-01,1.177171531111880443e+00,-5.156823820608207321e-01
1.978064899787533637e+00,2.815591879079099691e+00,2.716307512223158138e+00,3.975548442949357941e+00,-1.325652282432658646e+00
7.997526980125171381e-01,4.911985538472796620e+00,3.329170969212417397e+00,8.261468612356492880e-01,-5.126756553899503022e-01
2.800224897158526183e+00,7.287583025462577302e-01,2.830009082247286312e+00,7.075063968347625742e-01,2.022371478699299896e+00
1.193107324610408027e+00,1.199679699050406834e+00,2.215967001088228194e+00,3.974912703214857235e+00,-7.909097377876240786e-01
4.043620709827113302e+00,1.217449959654374636e+00,2.319282517928299647e+00,1.412073167911378491e+00,1.344153958541765004e+00
3.515439608019003348e+00,7.193126847757694842e-01,2.731288945338014695e+00,3.145320107167536072e+00,1.753642289815785071e+00
3.079671608302833707e+00,4.840713629988124822e+00,1.718227014128818730e+00,3.315395831217688993e+00,-1.706042565768443708e+00
2.742188151942800411e-01,3.901220054069091780e+00,2.236856982379554104e+00,1.506959527175000035e+00,-1.244714361734647223e+00
2.228253629251434553e+00,3.583086292233608194e+00,1.354160227106740555e+00,8.847811643166877404e-01,-2.766151736394028005e-01
2.850379778827562660e+00,2.931193623449373842e+00,6.499313926229950411e-01,1.681913969411711340e+00,-7.504510371112232958e-01
3.866363550974409868e+00,6.700857553873005301e-01,3.207616957062344287e+00,1.578044253917734396e+00,2.485843051241556800e+00
1.836374231252417610e+00,4.449983454499340851e+00,3.293371969946381483e+00,9.809540698020966509e-01,-9.447647944443948731e-02
4.691022248700114083e+00,4.340974270263434076e-01,3.315544893904808887e+00,3.123725914254146474e+00,2.826761316151272574e+00
2.342936864212249670e+00,9.824224020809834146e-01,2.186024483080937664e+00,2.633139874963124516e+00,7.062961894807497920e-01
6.136644056162511296e-01,2.834206277121963158e+00,3.698918345190416623e+00,7.093198783246432715e-01,-2.873473744905497007e-02
2.292798603013828540e+00,2.749945547304151638e+00,6.793770231515924296e-01,1.208546631276987471e+00,-5.291794226407255941e-01
4.237425523639404723e+00,4.933097871379141353e+00,2.996142755678973035e+00,1.956002910523402250e+00,-1.018410451897378000e-02
1.102853804537379689e+00,1.969657127241818850e+00,2.459668253540078453e+00,3.086516154201410345e+00,-1.134652732631760141e+00
1.747953443937110274e+00,3.902991783102175649e+00,2.826108374032566317e+00,3.139545786848517039e+00,-1.499620540631388277e+00
4.892173776632737336e+00,5.005684569389842187e-01,2.478660978145583282e+00,7.237035576299113426e-01,2.154855331046438227e+00
5.524826157734847865e-01,3.686027096251043855e-01,2.596556192421372256e+00,2.109091210327088461e+00,9.364158448245116784e-01
1.826671443713400844e+00,4.674212375524444241e+00,3.872549781448484385e+00,3.710324332953342186e+00,-1.703413147457546906e+00
2.309029169359921418e+00,4.442908732099583702e+00,5.134598839755381006e-01,1.879699743281695312e+00,-1.356718295503985594e+00
2.510285553202070918e+00,4.520272090077962268e+00,2.053490580657212572e+00,2.187562437340419663e+00,-1.045159309203324227e+00
2.832456246908846342e+00,9.210251128481521388e-01,2.777513973995723973e+00,1.293142131932655925e+00,1.697286485991214899e+00
3.488218773140283613e+00,2.225641736053064701e+00,2.594638472617079916e+00,1.032595795279405815e+00,9.513767113203974723e-01
2.076704624609504446e+00,3.327178139256207423e+00,2.877409227393059599e+00,2.872510552718781973e+00,-8.784340259367688919e-01
3.655310097276158743e-01,3.311842698138832031e+00,3.322339496232759259e+00,2.379719493700023225e+00,-1.278939311830731063e+00
1.825822411670740220e+00,2.532300612803925599e+00,2.868280544093773976e+00,2.593479457154392875e+00,-4.756098329918191370e-01
3.020136851393289135e-01,3.497795070315763422e+00,3.561969977384172203e+00,2.545620708667635679e+00,-1.071471873535357000e+00
2.604295414220251903e+00,8.758783991267893310e-01,1.550274095287640819e+00,2.817246861467217922e+00,3.875453546133493798e-01
4.371844813472962166e+00,2.361069789177721923e+00,1.423759320507084425e+00,2.731023526515822031e+00,-2.336045153461451807e-01
6.041740472332509659e-01,3.878480186636888982e-01,1.925555141765213030e+00,5.464773480372348002e-01,9.807948739416794126e-01
2.152411766011077532e+00,2.923739917209115635e+00,2.429729495304557396e+00,5.424743820044024556e-01,4.230130386594591618e-01
4.582708895530249293e+00,2.651348456662417252e+00,2.867025270481405652e+00,3.241456687679874271e+00,4.631699145266928719e-01
4.185457765945455932e+00,4.590035254227293748e+00,2.866808484040396898e+00,3.565316918612550623e+00,-7.888188387505624677e-01
3.743880296613426584e+00,5.700698947803882755e-01,1.315519786429213189e+00,3.411436584162022889e+00,6.858154155951241560e-01
3.611001729186215758e+00,4.838128672651836659e+00,2.322218915725599686e+00,1.957528830858766611e+00,-4.965460033437593124e-01
2.370410870238231493e-01,4.743768399965080818e+00,3.957805616162081375e+00,9.120696354088726476e-01,-8.440888603213292374e-02
2.291633019274943450e+00,4.241100352090365178e+00,3.741202683592512734e+00,2.422811091368340719e+00,-5.110549753110762428e-01
4.469479211419406184e+00,4.242675544506298024e+00,1.500422917393833044e+00,2.619505419505618882e+00,-8.296640551635543481e-01
3.666624355754556586e+00,9.403774110001922315e-01,3.777389724268966908e+00,8.954699187895827084e-01,2.772066826558337915e+00
1.889309893387272066e+00,4.844343984548259208e+00,2.511746291514834528e+00,2.068352467081323365e+00,-1.139138688148641165e+00
2.890861616549306401e+00,2.776890109000286433e+00,1.399834512787462293e+00,3.983655969428006927e+00,-1.450008489014951607e+00
3.172057409365215630e+00,3.233632897339491219e+00,2.723697540958546881e+00,1.480533871420411041e+00,3.089648545661525247e-01
4.345512899370869597e+00,1.599723670384989527e+00,3.345310210396928330e+00,7.229579373917055518e-01,2.115389393407398622e+00
2.833512159600103608e+00,3.214927110484873563e+00,3.104486969981228750e+00,3.504037290776794045e+00,-5.962995896118065131e-01
4.300925472885515077e+00,9.537438632576753506e-01,3.182423819531360110e+00,1.124556258369052042e+00,2.340256818007536044e+00
3.736754643851873059e+00,2.190166718125677203e+00,2.789294536045465733e+00,3.387082019104597386e+00,3.790447674935938926e-01
4.984224100446799532e+00,3.851354091121301337e+00,3.363541438139907580e+00,1.002642132658392082e+00,1.176577381242976506e+00
1.837787502742639800e+00,3.457562733488996898e+00,8.331772531377792390e-01,2.140903689955715450e+00,-1.438883948595771400e+00
2.675296300779793857e+00,4.796978040795561782e+00,2.805565099269017981e+00,5.683139731867764555e-01,2.272218118147698585e-01
3.228881976448780389e+00,9.590148504697081355e-01,7.923685291752724513e-01,3.882311588350016329e+00,-3.345979090810484724e-01
2.714263558357963291e-01,1.685523126003411809e+00,1.696864570670086669e+00,7.216320891407556060e-01,-3.260931805152548768e-01
2.787974484602650183e+00,4.060887675035361966e+00,3.798939624336842513e+00,3.612608320298985376e+00,-8.000883016917217372e-01
2.456305171983388824e+00,1.521211356969883965e+00,1.472805799066866150e+00,3.559137392131930255e+00,-5.646736414405377769e-01
1.537820576780621673e+00,2.997575852747271341e+00,1.937757104050016554e+00,5.365408503745208169e-01,4.147330247711300544e-02
3.154956975555590848e+00,4.754294983451336165e+00,3.618660659426692572e+00,1.967192021374016164e+00,-6.255938910626424043e-02
3.662184160548467737e+00,1.506549632770507907e+00,3.822738424246763245e+00,2.348660534434489744e+00,1.964606018217236905e+00
3.417067812567220475e+00,1.892945676585423564e+00,1.473459692884723227e+00,3.490672338362731164e+00,-4.437852545320730702e-01
4.550509274815611072e+00,1.682162248491308576e+00,2.920521519976543967e+00,2.481500755358516219e+00,1.362983034689974060e+00
2.432139336091148962e+00,5.828075635032199386e-01,9.526122673621504333e-01,2.865151393442779248e+00,1.685426752483526192e-01
3.617959167101072016e+00,3.112789566376191086e+00,3.166166441409453025e+00,9.655797634772027571e-01,9.791767234686066246e-01
1.061566480754709607e+00,3.293473622128058054e+00,2.798125705674531449e+00,1.137638376917446736e+00,-4.842771800437180030e-01
3.333832861188205765e+00,3.269293966258282058e+00,3.043409411909660633e+00,3.352504910031283814e+00,-3.314660922101997365e-01
8.336063355828109422e-01,2.449222199579926151e+00,1.794890530309795063e+00,6.357923443229989147e-01,-2.307628622014109010e-01
4.020701283142867233e+00,1.944753824138188092e+00,2.240856224421020837e+00,3.895759363261150909e+00,1.351732216943082321e-01
4.097483043471159547e+00,9.382444885563124837e-01,9.280026722823745411e-01,3.646723965497500775e+00,2.383411131271576111e-02
8.685032272763389960e-01,2.970064538589653136e+00,1.535850407222278946e+00,1.837519361903917403e+00,-1.401047239999302807e+00
4.639735950736992187e+00,3.857536966058230377e-01,1.226572681018090361e+00,8.844998396624124126e-01,1.058590679679646041e+00
2.547858465561450458e+00,3.334118436373495253e+00,3.427857171753049492e+00,7.416178610925882042e-01,7.508344389366716776e-01
4.583513468915382916e+00,2.858985805054768736e+00,1.152165315541103574e+00,2.868785647983444598e+00,-6.302345448868917899e-01
4.352237114790740158e+00,3.562638425121212871e-01,1.430404174760866232e+00,2.972490243277686961e+00,1.105039603728620756e+00
1.896337524664045926e+00,1.010458894931165919e+00,3.675845512810226090e+00,1.181062879039543212e+00,1.932446041063936804e+00
3.699123547532249034e+00,4.045228931722313348e+00,3.517201617584996942e+00,2.414389322771229196e+00,1.442148334445260138e-01
4.431329501605615562e+00,9.062777883099270015e-01,3.943541095805285224e+00,1.435417418256673461e+00,3.008513424819709847e+00
4.994922284443630289e+00,5.756207511789220854e-01,2.108102787325709659e+00,3.486130867500144337e+00,1.546251491397366840e+00
1.416252110653688279e+00,1.266324511346528014e+00,3.182608399644638819e+00,5.534649268185591886e-01,1.239333037236752366e+00
3.987126835244960699e+00,1.356342048528547339e+00,2.443007880739784365e+00,3.867054111425386687e+00,8.025999813698514451e-01
2.057746528259228658e+00,4.823933006148655167e+00,1.936542873619691019e+00,1.296511483375907492e+00,-7.392249255906950811e-01
5.266266286167041732e-01,2.297680215206197474e+00,1.529384828861827250e+00,3.848632883177257824e+00,-2.655234646072169635e+00
1.547819148631077946e+00,1.462487884220488699e+00,2.909600557153672273e+00,1.708059790302716152e+00,5.378892340494596525e-01
9.642481705137642134e-01,3.854690657065031889e+00,2.578969009393364598e+00,5.620098352437211675e-01,-2.777808696147552325e-01
3.666369489200708820e+00,2.412680550585593497e+00,2.663202296746215669e+00,7.248184476736017068e-01,1.075966090558707400e+00
2.817447337157468201e+00,2.875361808729855806e+00,2.825272923268853376e+00,3.468951855593237710e+00,-5.311263964829798789e-01
9.295336873817395817e-01,3.298808385616145866e+00,1.186533865359441720e+00,5.054801941919053743e-01,-2.907511575753423672e-01
3.102415858759953071e+00,6.521082993608064982e-01,1.190813930880791682e+00,1.894565150287686572e+00,5.981702599869980208e-01
9.719888330479997673e-01,4.046969799198881113e+00,3.730886632556241533e+00,3.171393297667138178e+00,-1.732347322783498011e+00
2.945904014822473105e+00,4.746720843460675354e+00,2.734251343141519630e+00,1.022328264377602824e+00,1.730002410037678739e-02
1.850770812336174354e+00,8.708145869379643189e-01,1.224416108710832951e+00,2.852037485034559783e+00,-1.663713959588471458e-01
3.841044930646937416e+00,3.595409491264357715e+00,2.529282857282150410e+00,1.444257553362380264e+00,3.008278065198840556e-01
2.569167965396796038e+00,4.863709121175066485e+00,3.469578239314814017e+00,3.810024803409071126e+00,-1.532910874441327120e+00
4.154712150051535602e+00,3.344929008247587099e+00,3.401396415241257021e+00,3.615891730961682704e+00,7.509020589558623726e-02
1.888845361267807554e+00,2.658905859084105483e+00,1.037897443035108891e+00,2.094214445705802063e+00,-1.093071115434809837e+00
2.143788586635666071e+00,1.414881309057649972e+00,1.514873901030069581e+00,3.860754430941153892e+00,-7.001148540892889738e-01
1.510599004479105778e+00,4.967222062279888384e+00,2.454300849121146211e+00,3.446471785654571462e+00,-2.287463809545279503e+00
3.529728001774639079e+00,4.464531392883555050e+00,2.882115664117783194e+00,1.372771965779163272e+00,1.530524655614036167e-01
4.653178538923424590e+00,3.954026819535830573e+00,5.827077329554744001e-01,2.067520362876842821e+00,-8.862305699408481452e-01
5.386636396346216049e-01,6.724986671264602256e-01,1.010014326462126188e+00,3.719970280905355864e+00,-1.456751755323132613e+00
3.002799359074848073e+00,1.145658240146435913e+00,1.998169840974811207e+00,1.910863143720376911e+00,8.028152925276185181e-01
2.763155828888902210e+00,2.470295187723355212e+00,3.322846154489223380e+00,3.343452769539225322e+00,5.133120239435218224e-02
4.242293165270367261e+00,1.051184454484020536e+00,2.873968795256518050e+00,1.912429818019675709e+00,1.866910698004089486e+00
2.488645008061681985e+00,3.123995439105147653e+00,2.113285090343785200e+00,2.502848620017290138e+00,-7.329605072807720001e-01
3.227869568146832346e+00,9.415795875135275494e-01,3.252865494559962656e+00,3.392184216771132910e+00,1.782797672692691515e+00
1.630653665832684229e+00,3.379124807583940626e+00,2.313134060163090755e+00,3.825659776526286748e+00,-1.979397409788409057e+00
3.160628385425270803e+00,1.305799159281743949e+00,9.117217136439359493e-01,6.631939228030709899e-01,3.859692264107731363e-01
4.139220296133300003e+00,5.685774728518175891e-01,2.163478733430768575e+00,2.850226343077949309e+00,1.561374174957229854e+00
7.698263142419741190e-01,2.417521890789313233e+00,5.072113865723939519e-01,2.397370705025879012e+00,-1.945177619409898195e+00
3.424050479769782829e+00,4.112943447764485505e+00,3.827718185413335306e+00,3.971082390358438463e+00,-6.449435823942626378e-01
7.629578145298451242e-01,3.653468940194186665e+00,1.212343838567397025e+00,3.003617670230655179e+00,-2.496116298085201635e+00
3.947813517514359383e+00,3.411038620450846270e+00,1.730935765631911094e+00,5.463248005434095944e-01,4.648961118338049703e-01
2.704752765019212912e+00,1.232429949371341538e+00,2.308600387980921376e+00,1.236511730593748082e+00,1.047675855138732626e+00
3.117792151961791713e+00,3.404645715263529215e+00,6.024473400448251414e-01,2.773223224840112078e+00,-1.489546313168755853e+00
2.114077135791592621e+00,2.912281090627532598e-01,3.228620662447796441e+00,1.910475751049781845e+00,2.681429919756960878e+00
2.511292757415436672e+00,4.716802481927191870e+00,3.340401843192443820e+00,1.514847324605219647e+00,-1.764218598901985402e-01
1.051464771623926042e+00,4.476114258235220689e+00,2.347124860015042724e+00,3.625163092514033458e+00,-2.567681074604799996e+00
4.134739892055803168e+00,8.161141211180785726e-01,1.307600601067763657e+00,1.001545322479737266e+00,8.794007684606869324e-01
1.383600752980417292e+00,4.578240435523046159e+00,5.100060102348329405e-01,2.469897459959082830e+00,-2.148133709162851179e+00
3.091533063699410722e+00,1.172814526561126280e+00,3.186689831653325644e+00,3.393047720568365122e+00,1.378788116381029383e+00
3.489248621979015308e+00,2.680754562665592644e+00,3.214236951867982306e+00,1.513795096456806766e+00,9.350057890669106753e-01
1.619780534789353910e+00,8.562367150551773998e-01,2.331895645821019158e+00,2.443803181104140521e+00,6.482806467464302669e-01
7.787272028060984175e-01,3.622329282044644216e+00,5.834487529609857503e-01,3.472592643005241619e+00,-3.005580174452274544e+00
9.629715200872058789e-01,3.901141301628983538e+00,2.310428688582473633e+00,1.175916328817602219e+00,-8.608325259244739014e-01
8.841772536512173541e-01,3.564788421790042516e+00,1.203272498395285606e+00,2.300208221917429352e+00,-1.957056035386402160e+00
2.492131741080801266e+00,9.429437331763158570e-01,9.674909504934856574e-01,2.557923814257907935e+00,-1.173721677509513284e-01
1.849196779792997125e+00,2.089129377496752760e+00,2.053726637594558202e+00,1.742604123390191884e+00,-2.182299409428211101e-01
9.095607741211174657e-01,3.870055151162948182e+00,1.206393332413460806e+00,1.662684025208721827e+00,-1.427285262848662528e+00
4.486206314764595859e+00,1.988761292637286182e+00,1.904067302069727852e+00,2.588872057495728463e+00,3.681166904464787670e-01
1.432911000885908503e+00,7.572022650127208099e-01,1.878902403431305990e+00,8.856685952921079519e-01,8.310155529849905243e-01
2.015810711710901981e-01,2.791409773895078050e+00,1.419781338578363972e+00,3.094646463444463702e+00,-2.189730216673329455e+00
1.712157097340737844e+00,3.168974327635553312e+00,3.975672380301358277e+00,2.203304867213471852e+00,-1.827459904886522546e-01
1.437300915904074383e+00,4.621731502790567880e+00,2.550069358943513720e+00,2.017643986068804907e+00,-1.255085185939138093e+00
2.100945431508580263e+00,1.001397071357917001e+00,3.639736403514175045e+00,1.848585104522610711e+00,1.852948243368751857e+00
