t,N,C,phi,dN_dt,dN_dt_noisy
4.590918183636727434e+00,2.668659157617302765e-03,1.877590449876430020e-02,1.329377615547028491e+00,-3.985939201213698456e-03,-2.398991285588713759e-03
4.592918583716743441e+00,2.660697529863187676e-03,1.875095588305598915e-02,1.329793516533466446e+00,-3.974098231225741372e-03,9.063090693967712497e-03
4.594918983796759449e+00,2.652759554088003104e-03,1.872603824792442445e-02,1.330209362426907571e+00,-3.962292147477609189e-03,5.292232814775723465e-03
4.596919383876775456e+00,2.644845160669625009e-03,1.870115156157479627e-02,1.330625153323492293e+00,-3.950520848938533953e-03,3.508824302933380435e-03
4.598919783956791463e+00,2.636954280177245934e-03,1.867629579222482988e-02,1.331040889319350828e+00,-3.938784234845507486e-03,-9.017266212354539678e-03
4.600920184036807470e+00,2.629086843371373269e-03,1.865147090810477873e-02,1.331456570510601622e+00,-3.927082204703373318e-03,4.407663994965778202e-03
4.602920584116823477e+00,2.621242781203829680e-03,1.862667687745742096e-02,1.331872196993353574e+00,-3.915414658284930779e-03,-1.500055878130492071e-02
4.604920984196839484e+00,2.613422024817754416e-03,1.860191366853806982e-02,1.332287768863704036e+00,-3.903781495631035610e-03,-5.168272723345923754e-03
4.606921384276855491e+00,2.605624505547602440e-03,1.857718124961457024e-02,1.332703286217740146e+00,-3.892182617050697103e-03,-2.082479538690716614e-02
4.608921784356871498e+00,2.597850154919143124e-03,1.855247958896729180e-02,1.333118749151537941e+00,-3.880617923121176989e-03,-2.092453691917672137e-02
4.610922184436887505e+00,2.590098904649463293e-03,1.852780865488913228e-02,1.333534157761163019e+00,-3.869087314688087441e-03,5.614737185509303952e-04
4.612922584516903513e+00,2.582370686646964179e-03,1.850316841568552459e-02,1.333949512142670324e+00,-3.857590692865490827e-03,-4.677657688455995333e-03
4.614922984596919520e+00,2.574665433011363164e-03,1.847855883967442978e-02,1.334364812392103694e+00,-3.846127959035993815e-03,-2.998583946580389136e-03
4.616923384676935527e+00,2.566983076033692475e-03,1.845397989518633361e-02,1.334780058605496533e+00,-3.834699014850844953e-03,2.084800752636979150e-03
4.618923784756951534e+00,2.559323548196301788e-03,1.842943155056426044e-02,1.335195250878871809e+00,-3.823303762230034417e-03,-3.234668842554346176e-04
4.620924184836967541e+00,2.551686782172854755e-03,1.840491377416375585e-02,1.335610389308241164e+00,-3.811942103362385079e-03,-1.267578561838377492e-02
4.622924584916983548e+00,2.544072710828331179e-03,1.838042653435289706e-02,1.336025473989606027e+00,-3.800613940705651391e-03,-3.066296113099194545e-03
4.624924984996999555e+00,2.536481267219027006e-03,1.835596979951229640e-02,1.336440505018956948e+00,-3.789319176986612192e-03,-4.460021256244109909e-03
4.626925385077015562e+00,2.528912384592553464e-03,1.833154353803508746e-02,1.336855482492273595e+00,-3.778057715201169151e-03,-8.977761803210498881e-03
4.628925785157031569e+00,2.521365996387837059e-03,1.830714771832693891e-02,1.337270406505525200e+00,-3.766829458614433940e-03,-5.012313856220163358e-03
4.630926185237047576e+00,2.513842036235121313e-03,1.828278230880604760e-02,1.337685277154670116e+00,-3.755634310760831880e-03,-7.409794551723703979e-03
4.632926585317063584e+00,2.506340437955963726e-03,1.825844727790313857e-02,1.338100094535656037e+00,-3.744472175444184345e-03,-1.023556055186627088e-02
4.634926985397079591e+00,2.498861135563238377e-03,1.823414259406146848e-02,1.338514858744420000e+00,-3.733342956737810241e-03,-7.075948641707985667e-03
4.636927385477095598e+00,2.491404063261135494e-03,1.820986822573682565e-02,1.338929569876888159e+00,-3.722246558984615341e-03,-1.372423833022217397e-03
4.638927785557111605e+00,2.483969155445159716e-03,1.818562414139752309e-02,1.339344228028976236e+00,-3.711182886797182931e-03,1.692107047175696322e-02
4.640928185637127612e+00,2.476556346702132264e-03,1.816141030952440893e-02,1.339758833296588847e+00,-3.700151845057868347e-03,-1.186997632504400470e-02
4.642928585717143619e+00,2.469165571810189638e-03,1.813722669861084907e-02,1.340173385775620396e+00,-3.689153338918887449e-03,1.530020255369669846e-03
4.644928985797159626e+00,2.461796765738784483e-03,1.811307327716275839e-02,1.340587885561954185e+00,-3.678187273802409861e-03,-1.829147481055779650e-02
4.646929385877175633e+00,2.454449863648684293e-03,1.808895001369856259e-02,1.341002332751462855e+00,-3.667253555400645706e-03,1.223299466962148203e-02
4.648929785957191640e+00,2.447124800891973141e-03,1.806485687674922597e-02,1.341416727440008616e+00,-3.656352089675942753e-03,-6.990105373043676608e-03
4.650930186037207648e+00,2.439821513012050379e-03,1.804079383485824792e-02,1.341831069723442349e+00,-3.645482782860865779e-03,-2.256726198173090482e-03
4.652930586117223655e+00,2.432539935743630640e-03,1.801676085658164214e-02,1.342245359697605167e+00,-3.634645541458294583e-03,9.139546283072241123e-03
4.654930986197239662e+00,2.425280005012744704e-03,1.799275791048796785e-02,1.342659597458326415e+00,-3.623840272241507683e-03,6.252931157159940211e-03
4.656931386277255669e+00,2.418041656936739062e-03,1.796878496515830551e-02,1.343073783101425667e+00,-3.613066882254273391e-03,-1.853166068814997638e-02
4.658931786357271676e+00,2.410824827824275922e-03,1.794484198918626025e-02,1.343487916722711173e+00,-3.602325278810935248e-03,1.949603419958039104e-03
4.660932186437287683e+00,2.403629454175332334e-03,1.792092895117798276e-02,1.343901998417980526e+00,-3.591615369496501363e-03,-5.865538140248584449e-03
4.662932586517303690e+00,2.396455472681201931e-03,1.789704581975213454e-02,1.344316028283021103e+00,-3.580937062166731147e-03,2.610298423286682226e-03
4.664932986597319697e+00,2.389302820224494060e-03,1.787319256353992261e-02,1.344730006413608958e+00,-3.570290264948220750e-03,-2.046446387929971075e-03
4.666933386677335704e+00,2.382171433513265851e-03,1.784936915122563653e-02,1.345143932905520812e+00,-3.559674885693409757e-03,3.800717847170332481e-03
4.668933786757351712e+00,2.375061249540415167e-03,1.782557555149038783e-02,1.345557807854546040e+00,-3.549090832665041922e-03,-6.295344475600508222e-04
4.670934186837367719e+00,2.367972205903697176e-03,1.780181173297952849e-02,1.345971631356463583e+00,-3.538538015013059732e-03,-4.937081331270268443e-03
4.672934586917383726e+00,2.360904240368423557e-03,1.777807766435399867e-02,1.346385403507041056e+00,-3.528016342123202302e-03,8.241773546634214437e-03
4.674934986997399733e+00,2.353857290867440374e-03,1.775437331429029902e-02,1.346799124402035863e+00,-3.517525723617055677e-03,-1.895799152210347199e-02
4.676935387077415740e+00,2.346831295501124182e-03,1.773069865148051844e-02,1.347212794137194081e+00,-3.507066069352126128e-03,-7.837666853450053761e-03
4.678935787157431747e+00,2.339826192537385920e-03,1.770705364463232012e-02,1.347626412808251795e+00,-3.496637289421928620e-03,-1.305262740299503732e-02
4.680936187237447754e+00,2.332841920411667016e-03,1.768343826246894512e-02,1.348039980510933322e+00,-3.486239294156057503e-03,-4.924954719027557597e-03
4.682936587317463761e+00,2.325878417726943287e-03,1.765985247372920536e-02,1.348453497340952989e+00,-3.475871994120274984e-03,-7.775299298079929068e-03
4.684936987397479768e+00,2.318935623253722336e-03,1.763629624716749750e-02,1.348866963394013574e+00,-3.465535300116583117e-03,-4.946015253653745364e-03
4.686937387477495776e+00,2.312013475930043988e-03,1.761276955155378909e-02,1.349280378765808086e+00,-3.455229123183306203e-03,-8.359611106711108131e-03
4.688937787557511783e+00,2.305111914861480722e-03,1.758927235567362898e-02,1.349693743552017766e+00,-3.444953374595169718e-03,-8.140933446622651559e-03
4.690938187637527790e+00,2.298230879321138103e-03,1.756580462832814382e-02,1.350107057848313419e+00,-3.434707965863377510e-03,-1.987522406520644824e-02
4.692938587717543797e+00,2.291370308749653487e-03,1.754236633833402767e-02,1.350520321750355190e+00,-3.424492808735686393e-03,-3.801187803409702189e-03
4.694938987797559804e+00,2.284530142755197748e-03,1.751895745452356282e-02,1.350933535353792569e+00,-3.414307815196490712e-03,-3.312587199600764386e-04
4.696939387877575811e+00,2.277710321113472682e-03,1.749557794574460590e-02,1.351346698754263498e+00,-3.404152897466891300e-03,-9.367681094721046209e-03
4.698939787957591818e+00,2.270910783767714040e-03,1.747222778086058442e-02,1.351759812047396148e+00,-3.394027968004777011e-03,-9.963403584915157124e-03
4.700940188037607825e+00,2.264131470828689794e-03,1.744890692875050719e-02,1.352172875328807145e+00,-3.383932939504901913e-03,-9.829697631936251678e-03
4.702940588117623832e+00,2.257372322574699702e-03,1.742561535830896083e-02,1.352585888694102456e+00,-3.373867724898956845e-03,1.341654131025354565e-02
4.704940988197639840e+00,2.250633279451577477e-03,1.740235303844610976e-02,1.352998852238877614e+00,-3.363832237355649651e-03,-1.483654211845571082e-03
4.706941388277655847e+00,2.243914282072687755e-03,1.737911993808768929e-02,1.353411766058717047e+00,-3.353826390280776303e-03,5.235700101950194196e-04
4.708941788357671854e+00,2.237215271218928256e-03,1.735591602617501950e-02,1.353824630249194527e+00,-3.343850097317298091e-03,-6.347907283036084009e-03
4.710942188437687861e+00,2.230536187838730224e-03,1.733274127166499132e-02,1.354237444905872945e+00,-3.333903272345417092e-03,-8.333354039949354003e-03
4.712942588517703868e+00,2.223876973048056257e-03,1.730959564353007352e-02,1.354650210124304532e+00,-3.323985829482650756e-03,-1.210978122734519824e-02
4.714942988597719875e+00,2.217237568130401605e-03,1.728647911075831614e-02,1.355062926000030199e+00,-3.314097683083899997e-03,1.210718022328119425e-02
4.716943388677735882e+00,2.210617914536794609e-03,1.726339164235334012e-02,1.355475592628581083e+00,-3.304238747741531160e-03,-2.030854097365841077e-02
4.718943788757751889e+00,2.204017953885795394e-03,1.724033320733434765e-02,1.355888210105476555e+00,-3.294408938285442803e-03,-2.947061273018162716e-04
4.720944188837767896e+00,2.197437627963497175e-03,1.721730377473611531e-02,1.356300778526225548e+00,-3.284608169783142465e-03,-3.525023856064824889e-03
4.722944588917783904e+00,2.190876878723525822e-03,1.719430331360899747e-02,1.356713297986326561e+00,-3.274836357539817350e-03,-5.831059317443684602e-03
4.724944988997799911e+00,2.184335648287039425e-03,1.717133179301892978e-02,1.357125768581266767e+00,-3.265093417098407624e-03,-1.892916869824649156e-02
4.726945389077815918e+00,2.177813878942728293e-03,1.714838918204741533e-02,1.357538190406522904e+00,-3.255379264239675365e-03,-1.560563357149582706e-02
4.728945789157831925e+00,2.171311513146815392e-03,1.712547544979154193e-02,1.357950563557560608e+00,-3.245693814982280462e-03,6.570953410292951560e-03
4.730946189237847932e+00,2.164828493523057208e-03,1.710259056536396829e-02,1.358362888129834856e+00,-3.236036985582850870e-03,-1.017336684267005492e-02
4.732946589317863939e+00,2.158364762862741149e-03,1.707973449789293788e-02,1.358775164218789966e+00,-3.226408692536048527e-03,5.564569603155734671e-03
4.734946989397879946e+00,2.151920264124688575e-03,1.705690721652226849e-02,1.359187391919859378e+00,-3.216808852574648721e-03,3.480478101883681570e-03
4.736947389477895953e+00,2.145494940435252202e-03,1.703410869041134534e-02,1.359599571328465872e+00,-3.207237382669599936e-03,2.586599478447327953e-03
4.738947789557911960e+00,2.139088735088318267e-03,1.701133888873514535e-02,1.360011702540020906e+00,-3.197694200030106251e-03,4.417220686450084623e-03
4.740948189637927968e+00,2.132701591545304795e-03,1.698859778068420937e-02,1.360423785649925943e+00,-3.188179222103681987e-03,-1.529084504609174062e-02
4.742948589717943975e+00,2.126333453435162897e-03,1.696588533546466646e-02,1.360835820753571124e+00,-3.178692366576236269e-03,-7.919289514855673215e-03
4.744948989797959982e+00,2.119984264554375906e-03,1.694320152229821658e-02,1.361247807946335708e+00,-3.169233551372129844e-03,3.616774346924887806e-03
4.746949389877975989e+00,2.113653968866959377e-03,1.692054631042213403e-02,1.361659747323588743e+00,-3.159802694654248803e-03,-1.578342550099434000e-02
4.748949789957991996e+00,2.107342510504461950e-03,1.689791966908927093e-02,1.362071638980687727e+00,-3.150399714824076141e-03,1.349560305516032260e-02
4.750950190038008003e+00,2.101049833765964922e-03,1.687532156756806762e-02,1.362483483012980168e+00,-3.141024530521752903e-03,-8.737408738267827407e-03
4.752950590118024010e+00,2.094775883118080943e-03,1.685275197514252143e-02,1.362895279515802027e+00,-3.131677060626148444e-03,-3.774790436317047252e-03
4.754950990198040017e+00,2.088520603194957050e-03,1.683021086111222836e-02,1.363307028584479053e+00,-3.122357224254933283e-03,-1.337361680304212722e-02
4.756951390278056024e+00,2.082283938798270770e-03,1.680769819479234137e-02,1.363718730314325889e+00,-3.113064940764635052e-03,5.450229766592834361e-04
4.758951790358072031e+00,2.076065834897234015e-03,1.678521394551360166e-02,1.364130384800646301e+00,-3.103800129750716556e-03,-1.044187010987579142e-02
4.760952190438088039e+00,2.069866236432657373e-03,1.676275808264117428e-02,1.364541992138742721e+00,-3.094562710755466121e-03,-5.519586134122744098e-03
4.762952590518104046e+00,2.063685088292834414e-03,1.674033057557292037e-02,1.364953552423935124e+00,-3.085352603232077977e-03,-1.447258546459514843e-02
4.764952990598120053e+00,2.057522336059170072e-03,1.671793139366813466e-02,1.365365065751528162e+00,-3.076169727656585286e-03,8.841397531879523902e-03
4.766953390678136060e+00,2.051377925484486418e-03,1.669556050630160299e-02,1.365776532216814054e+00,-3.067014004750020541e-03,-1.939328190674611749e-02
4.768953790758152067e+00,2.045251802467749902e-03,1.667321788286612455e-02,1.366187951915075693e+00,-3.057885355440791153e-03,1.453306348592016926e-03
4.770954190838168074e+00,2.039143913054073526e-03,1.665090349277250498e-02,1.366599324941584648e+00,-3.048783700864744501e-03,-6.780821466982021872e-04
4.772954590918184081e+00,2.033054203434715539e-03,1.662861730544957367e-02,1.367010651391602494e+00,-3.039708962365230381e-03,1.338282438914310812e-03
4.774954990998200088e+00,2.026982619947081607e-03,1.660635929034415953e-02,1.367421931360379928e+00,-3.030661061493161723e-03,-1.323718427141457911e-02
4.776955391078216095e+00,2.020929109074721345e-03,1.658412941692111869e-02,1.367833164943157209e+00,-3.021639920007075306e-03,7.315767876799484509e-03
4.778955791158232103e+00,2.014893617447331784e-03,1.656192765466331027e-02,1.368244352235164385e+00,-3.012645459873191604e-03,6.631225916654355859e-03
4.780956191238247222e+00,2.008876091840757373e-03,1.653975397307161713e-02,1.368655493331620621e+00,-3.003677603265481142e-03,-1.407863095664315528e-03
4.782956591318263229e+00,2.002876479176981302e-03,1.651760834166491124e-02,1.369066588327735090e+00,-2.994736272565709598e-03,1.318812094206383081e-04
4.784956991398279236e+00,1.996894726524140688e-03,1.649549072998009874e-02,1.369477637318705865e+00,-2.985821390363518901e-03,-4.559413798978544791e-03
4.786957391478295243e+00,1.990930781096514855e-03,1.647340110757209222e-02,1.369888640399720803e+00,-2.976932879456472766e-03,3.453571698408282493e-03
4.788957791558311250e+00,1.984984590254530116e-03,1.645133944401381762e-02,1.370299597665957325e+00,-2.968070662850119581e-03,-1.118006212873059319e-02
4.790958191638327257e+00,1.979056101504758029e-03,1.642930570889621772e-02,1.370710509212582418e+00,-2.959234663758053552e-03,2.589328047608893506e-03
4.792958591718343264e+00,1.973145262499916269e-03,1.640729987182823826e-02,1.371121375134752185e+00,-2.950424805601968917e-03,1.112839666821527698e-03
4.794958991798359271e+00,1.967252021038868193e-03,1.638532190243684877e-02,1.371532195527612519e+00,-2.941641012011724995e-03,-1.704192532102759283e-02
4.796959391878375278e+00,1.961376325066623277e-03,1.636337177036702173e-02,1.371942970486298874e+00,-2.932883206825399967e-03,-2.917338799933748283e-02
4.798959791958391286e+00,1.955518122674336674e-03,1.634144944528174992e-02,1.372353700105935825e+00,-2.924151314089349848e-03,-4.096450618714234104e-03
4.800960192038407293e+00,1.949677362099310092e-03,1.631955489686203603e-02,1.372764384481637956e+00,-2.915445258058268346e-03,-4.531045763568834935e-03
4.802960592118423300e+00,1.943853991724990267e-03,1.629768809480689265e-02,1.373175023708509190e+00,-2.906764963195240196e-03,9.273743935297349208e-03
4.804960992198439307e+00,1.938047960080970054e-03,1.627584900883334920e-02,1.373585617881642573e+00,-2.898110354171804480e-03,-2.322142291100768620e-03
4.806961392278455314e+00,1.932259215842988204e-03,1.625403760867644848e-02,1.373996167096121157e+00,-2.889481355868006671e-03,-7.867457509694461559e-03
4.808961792358471321e+00,1.926487707832929587e-03,1.623225386408924317e-02,1.374406671447017336e+00,-2.880877893372457178e-03,-1.647886219207224390e-02
4.810962192438487328e+00,1.920733385018824754e-03,1.621049774484279934e-02,1.374817131029392625e+00,-2.872299891982387724e-03,-3.754936715042753691e-03
4.812962592518503335e+00,1.914996196514850372e-03,1.618876922072619989e-02,1.375227545938298546e+00,-2.863747277203709894e-03,-8.702126093001831195e-03
4.814962992598519342e+00,1.909276091581328357e-03,1.616706826154653068e-02,1.375637916268775740e+00,-2.855219974751065440e-03,-1.388241673874475099e-02
4.816963392678535349e+00,1.903573019624727391e-03,1.614539483712890133e-02,1.376048242115854858e+00,-2.846717910547889169e-03,-4.050884767120357943e-03
4.818963792758551357e+00,1.897886930197661406e-03,1.612374891731642793e-02,1.376458523574555670e+00,-2.838241010726459679e-03,7.731631314115389175e-03
4.820964192838567364e+00,1.892217772998890449e-03,1.610213047197024336e-02,1.376868760739887287e+00,-2.829789201627954873e-03,-1.902163504376181563e-03
4.822964592918583371e+00,1.886565497873320466e-03,1.608053947096948696e-02,1.377278953706848608e+00,-2.821362409802508769e-03,-1.331198894879585815e-02
4.824964992998599378e+00,1.880930054812003302e-03,1.605897588421131839e-02,1.377689102570428092e+00,-2.812960562009266148e-03,4.597693608738647082e-04
4.826965393078615385e+00,1.875311393952136486e-03,1.603743968161090716e-02,1.378099207425603545e+00,-2.804583585216435023e-03,-1.378526058639656729e-02
4.828965793158631392e+00,1.869709465577063662e-03,1.601593083310143273e-02,1.378509268367341889e+00,-2.796231406601343023e-03,-1.857300763335764313e-02
4.830966193238647399e+00,1.864124220116274372e-03,1.599444930863409137e-02,1.378919285490600499e+00,-2.787903953550489432e-03,2.154639915770030414e-03
4.832966593318663406e+00,1.858555608145403626e-03,1.597299507817808925e-02,1.379329258890325427e+00,-2.779601153659601136e-03,-8.283110679216724309e-03
4.834966993398679413e+00,1.853003580386233199e-03,1.595156811172064940e-02,1.379739188661452287e+00,-2.771322934733684226e-03,8.364386443217842332e-03
4.836967393478695421e+00,1.847468087706689681e-03,1.593016837926700124e-02,1.380149074898906703e+00,-2.763069224787077782e-03,3.471563377151097238e-04
4.838967793558711428e+00,1.841949081120846212e-03,1.590879585084039455e-02,1.380558917697603416e+00,-2.754839952043505909e-03,-1.081904239513612268e-02
4.840968193638727435e+00,1.836446511788921831e-03,1.588745049648208549e-02,1.380968717152446734e+00,-2.746635044936135417e-03,-5.535821844430176622e-04
4.842968593718743442e+00,1.830960331017281043e-03,1.586613228625134361e-02,1.381378473358330528e+00,-2.738454432107618759e-03,1.021669550928486561e-02
4.844968993798759449e+00,1.825490490258434685e-03,1.584484119022545878e-02,1.381788186410137786e+00,-2.730298042410156042e-03,-4.617433838836254578e-03
4.846969393878775456e+00,1.820036941111039062e-03,1.582357717849972034e-02,1.382197856402741731e+00,-2.722165804905541438e-03,-1.333347301660643518e-02
4.848969793958791463e+00,1.814599635319897025e-03,1.580234022118744835e-02,1.382607483431004258e+00,-2.714057648865216086e-03,-9.328634977230578287e-03
4.850970194038807470e+00,1.809178524775956459e-03,1.578113028841995544e-02,1.383017067589777493e+00,-2.705973503770320136e-03,-1.083658348693575246e-02
4.852970594118823477e+00,1.803773561516311581e-03,1.575994735034658492e-02,1.383426608973902683e+00,-2.697913299311742626e-03,-1.450779244707395624e-02
4.854970994198839485e+00,1.798384697724202726e-03,1.573879137713467963e-02,1.383836107678210636e+00,-2.689876965390175685e-03,-1.561472384345213849e-02
4.856971394278855492e+00,1.793011885648260412e-03,1.571766233897608014e-02,1.384245563797526613e+00,-2.681864431995645368e-03,1.541932065950141813e-03
4.858971794358871499e+00,1.787655077306983921e-03,1.569656020610792416e-02,1.384654977426703182e+00,-2.673875628766524994e-03,8.420682971389290700e-03
4.860972194438887506e+00,1.782314225355369685e-03,1.567548494874161646e-02,1.385064348660573152e+00,-2.665910486282899866e-03,-6.284745975347197540e-03
4.862972594518903513e+00,1.776989282670517721e-03,1.565443653710049676e-02,1.385473677593954900e+00,-2.657968935448223793e-03,5.207853786748707983e-03
4.864972994598919520e+00,1.771680202256510888e-03,1.563341494142780203e-02,1.385882964321657251e+00,-2.650050907347412631e-03,6.431918190539324780e-03
4.866973394678935527e+00,1.766386937244416189e-03,1.561242013198666304e-02,1.386292208938478820e+00,-2.642156333246894161e-03,1.419745359324897649e-02
4.868973794758951534e+00,1.761109440892284989e-03,1.559145207906011306e-02,1.386701411539208673e+00,-2.634285144594655792e-03,-4.497766068540165127e-03
4.870974194838967541e+00,1.755847666585151493e-03,1.557051075295108611e-02,1.387110572218625881e+00,-2.626437273020288798e-03,-6.120600996269335604e-03
4.872974594918983549e+00,1.750601567835034051e-03,1.554959612398241695e-02,1.387519691071499528e+00,-2.618612650335036453e-03,1.593848434856463044e-03
4.874974994998999556e+00,1.745371098280934941e-03,1.552870816249683587e-02,1.387928768192589146e+00,-2.610811208531841742e-03,-1.635043034600955434e-03
4.876975395079015563e+00,1.740156211688840149e-03,1.550784683885697568e-02,1.388337803676644278e+00,-2.603032879785392023e-03,4.173378231199717514e-04
4.878975795159031570e+00,1.734956861951719373e-03,1.548701212344536990e-02,1.388746797618404250e+00,-2.595277596452165002e-03,1.037030696358014030e-02
4.880976195239047577e+00,1.729773003089526019e-03,1.546620398666444761e-02,1.389155750112599286e+00,-2.587545291070475137e-03,-6.880254897650513526e-03
4.882976595319063584e+00,1.724604589249197203e-03,1.544542239893654037e-02,1.389564661253949396e+00,-2.579835896360519604e-03,-4.144549209323012025e-04
4.884976995399079591e+00,1.719451574704654187e-03,1.542466733070388049e-02,1.389973531137164153e+00,-2.572149345224422103e-03,-1.238454248746348810e-02
4.886977395479095598e+00,1.714313913856801508e-03,1.540393875242859582e-02,1.390382359856944472e+00,-2.564485570746280561e-03,-4.158852171957995794e-03
4.888977795559111605e+00,1.709191561233527629e-03,1.538323663459272017e-02,1.390791147507980163e+00,-2.556844506192209633e-03,-9.289936552371390321e-03
4.890978195639127613e+00,1.704084471489705158e-03,1.536256094769817941e-02,1.391199894184952157e+00,-2.549226085010386240e-03,-1.012465061750563410e-02
4.892978595719143620e+00,1.698992599407189979e-03,1.534191166226680364e-02,1.391608599982531169e+00,-2.541630240831096402e-03,-4.738777324460219549e-03
4.894978995799159627e+00,1.693915899894822118e-03,1.532128874884032370e-02,1.392017264995377701e+00,-2.534056907466776011e-03,-6.999589447317439671e-03
4.896979395879175634e+00,1.688854327988425098e-03,1.530069217798036424e-02,1.392425889318143151e+00,-2.526506018912057661e-03,1.189257067669456831e-03
4.898979795959191641e+00,1.683807838850806147e-03,1.528012192026845760e-02,1.392834473045468480e+00,-2.518977509343811420e-03,5.519377783463496993e-03
4.900980196039207648e+00,1.678776387771756641e-03,1.525957794630602993e-02,1.393243016271984658e+00,-2.511471313121193399e-03,-1.743509580822102945e-02
4.902980596119223655e+00,1.673759930168051448e-03,1.523906022671440812e-02,1.393651519092313551e+00,-2.503987364785686086e-03,7.529598232812683388e-03
4.904980996199239662e+00,1.668758421583449144e-03,1.521856873213481981e-02,1.394059981601066589e+00,-2.496525599061140844e-03,-2.476009615254136029e-02
4.906981396279255669e+00,1.663771817688692450e-03,1.519810343322838993e-02,1.394468403892845432e+00,-2.489085950853823885e-03,-1.456143057107246036e-05
4.908981796359271677e+00,1.658800074281507365e-03,1.517766430067614761e-02,1.394876786062242191e+00,-2.481668355252457034e-03,4.621271416828535809e-03
4.910982196439287684e+00,1.653843147286604247e-03,1.515725130517901753e-02,1.395285128203838543e+00,-2.474272747528263264e-03,-8.981403000011069920e-03
4.912982596519303691e+00,1.648900992755676295e-03,1.513686441745782339e-02,1.395693430412206615e+00,-2.466899063135003130e-03,-4.757895745444128133e-03
4.914982996599319698e+00,1.643973566867401722e-03,1.511650360825329310e-02,1.396101692781909209e+00,-2.459547237709026370e-03,-1.027726712996670372e-02
4.916983396679335705e+00,1.639060825927441366e-03,1.509616884832605012e-02,1.396509915407498248e+00,-2.452217207069304437e-03,6.495292320918609127e-03
4.918983796759351712e+00,1.634162726368440424e-03,1.507586010845661864e-02,1.396918098383516549e+00,-2.444908907217479936e-03,-3.416658482422732512e-02
4.920984196839367719e+00,1.629279224750027804e-03,1.505557735944542362e-02,1.397326241804496716e+00,-2.437622274337903489e-03,-1.214968163586773418e-02
4.922984596919383726e+00,1.624410277758816124e-03,1.503532057211278729e-02,1.397734345764962027e+00,-2.430357244797678833e-03,-2.180028350982863086e-02
4.924984996999399733e+00,1.619555842208401930e-03,1.501508971729893435e-02,1.398142410359425103e+00,-2.423113755146701857e-03,-5.391476988040148910e-04
4.926985397079415741e+00,1.614715875039365043e-03,1.499488476586398854e-02,1.398550435682389237e+00,-2.415891742117702232e-03,1.057629381171297338e-02
4.928985797159431748e+00,1.609890333319269860e-03,1.497470568868796911e-02,1.398958421828347953e+00,-2.408691142626285912e-03,9.507081571281952859e-03
4.930986197239447755e+00,1.605079174242663624e-03,1.495455245667080130e-02,1.399366368891784562e+00,-2.401511893770972433e-03,4.279998382113772183e-03
4.932986597319463762e+00,1.600282355131078154e-03,1.493442504073230585e-02,1.399774276967172604e+00,-2.394353932833240012e-03,8.790990911034446062e-05
4.934986997399479769e+00,1.595499833433028326e-03,1.491432341181220429e-02,1.400182146148976070e+00,-2.387217197277562413e-03,-1.004783419504542627e-02
4.936987397479495776e+00,1.590731566724013597e-03,1.489424754087011714e-02,1.400589976531648517e+00,-2.380101624751451445e-03,9.804027558288536809e-03
4.938987797559511783e+00,1.585977512706516481e-03,1.487419739888556566e-02,1.400997768209634398e+00,-2.373007153085495563e-03,3.860134133086146578e-03
4.940988197639527790e+00,1.581237629210003638e-03,1.485417295685797015e-02,1.401405521277367949e+00,-2.365933720293399763e-03,-1.080899128699985660e-02
4.942988597719543797e+00,1.576511874190925436e-03,1.483417418580664990e-02,1.401813235829273196e+00,-2.358881264572026352e-03,-1.515452801161052722e-02
4.944988997799559804e+00,1.571800205732715736e-03,1.481420105677082495e-02,1.402220911959764837e+00,-2.351849724301433974e-03,-8.638608865502347620e-03
4.946989397879575812e+00,1.567102582045792761e-03,1.479425354080961610e-02,1.402628549763247356e+00,-2.344839038044915346e-03,8.473291020080807659e-03
4.948989797959591819e+00,1.562418961467557793e-03,1.477433160900203969e-02,1.403036149334115690e+00,-2.337849144549038888e-03,1.017075417372160714e-02
4.950990198039607826e+00,1.557749302462396257e-03,1.475443523244701453e-02,1.403443710766755004e+00,-2.330879982743686452e-03,1.382707515378873292e-02
4.952990598119623833e+00,1.553093563621677723e-03,1.473456438226336020e-02,1.403851234155539807e+00,-2.323931491742091925e-03,-1.007815660907115940e-02
4.954990998199639840e+00,1.548451703656343430e-03,1.471471902959026190e-02,1.404258719594836613e+00,-2.317003610829810115e-03,-5.915568599628847832e-03
4.956991398279655847e+00,1.543823681033085335e-03,1.469489914560849313e-02,1.404666167179040359e+00,-2.310096278921413507e-03,1.151694498634403888e-02
4.958991798359671854e+00,1.539209454597646135e-03,1.467510470149793224e-02,1.405073577002539320e+00,-2.303209435491360493e-03,-1.026578860717662287e-04
4.960992198439687861e+00,1.534608983555489463e-03,1.465533566844307717e-02,1.405480949159696458e+00,-2.296343020545193320e-03,5.345868944443111538e-03
4.962992598519703868e+00,1.530022227221955683e-03,1.463559201764971784e-02,1.405888283744866074e+00,-2.289496974246458053e-03,-1.549896993175942442e-02
4.964992998599719876e+00,1.525449145022263848e-03,1.461587372034494139e-02,1.406295580852393146e+00,-2.282671236916740572e-03,-5.976591311673719667e-03
4.966993398679735883e+00,1.520889696491510177e-03,1.459618074777713388e-02,1.406702840576613767e+00,-2.275865749035700398e-03,-2.433755573119049300e-03
