d,m
8.754050810162032903e+00,1.155392914713765790e-01
8.757951590318063140e+00,1.153945101935410361e-01
8.761852370474095153e+00,1.152499141779105007e-01
8.765753150630125390e+00,1.151055031896194847e-01
8.769653930786157403e+00,1.149612769940615425e-01
8.773554710942187640e+00,1.148172353568898268e-01
8.777455491098219653e+00,1.146733780440164219e-01
8.781356271254249890e+00,1.145297048216126212e-01
8.785257051410281903e+00,1.143862154561086503e-01
8.789157831566313916e+00,1.142429097141935690e-01
8.793058611722344153e+00,1.140997873628155218e-01
8.796959391878376167e+00,1.139568481691809049e-01
8.800860172034406403e+00,1.138140919007550877e-01
8.804760952190438417e+00,1.136715183252617611e-01
8.808661732346468654e+00,1.135291272106831312e-01
8.812562512502500667e+00,1.133869183252596696e-01
8.816463292658530904e+00,1.132448914374901000e-01
8.820364072814562917e+00,1.131030463161311200e-01
8.824264852970593154e+00,1.129613827301976930e-01
8.828165633126625167e+00,1.128199004489623264e-01
8.832066413282657180e+00,1.126785992419557098e-01
8.835967193438687417e+00,1.125374788789660629e-01
8.839867973594719430e+00,1.123965391300391220e-01
8.843768753750749667e+00,1.122557797654782225e-01
8.847669533906781680e+00,1.121152005558440218e-01
8.851570314062811917e+00,1.119748012719544994e-01
8.855471094218843930e+00,1.118345816848847346e-01
8.859371874374874167e+00,1.116945415659669621e-01
8.863272654530906181e+00,1.115546806867902391e-01
8.867173434686936417e+00,1.114149988192005558e-01
8.871074214842968431e+00,1.112754957353005031e-01
8.874974994999000444e+00,1.111361712074494246e-01
8.878875775155030681e+00,1.109970250082631671e-01
8.882776555311062694e+00,1.108580569106137198e-01
8.886677335467092931e+00,1.107192666876296444e-01
8.890578115623124944e+00,1.105806541126953674e-01
8.894478895779155181e+00,1.104422189594516240e-01
8.898379675935187194e+00,1.103039610017948202e-01
8.902280456091217431e+00,1.101658800138773930e-01
8.906181236247249444e+00,1.100279757701071726e-01
8.910082016403279681e+00,1.098902480451478259e-01
8.913982796559311694e+00,1.097526966139182325e-01
8.917883576715343708e+00,1.096153212515927761e-01
8.921784356871373944e+00,1.094781217336009554e-01
8.925685137027405958e+00,1.093410978356272323e-01
8.929585917183436194e+00,1.092042493336112391e-01
8.933486697339468208e+00,1.090675760037471687e-01
8.937387477495498445e+00,1.089310776224841626e-01
8.941288257651530458e+00,1.087947539665257701e-01
8.945189037807560695e+00,1.086586048128300591e-01
8.949089817963592708e+00,1.085226299386092552e-01
8.952990598119622945e+00,1.083868291213301444e-01
8.956891378275654958e+00,1.082512021387131151e-01
8.960792158431686971e+00,1.081157487687328250e-01
8.964692938587717208e+00,1.079804687896176313e-01
8.968593718743749221e+00,1.078453619798494384e-01
8.972494498899779458e+00,1.077104281181639062e-01
8.976395279055811471e+00,1.075756669835498669e-01
8.980296059211841708e+00,1.074410783552496584e-01
8.984196839367873721e+00,1.073066620127585274e-01
8.988097619523903958e+00,1.071724177358249763e-01
8.991998399679935972e+00,1.070383453044501110e-01
8.995899179835966208e+00,1.069044444988880016e-01
8.999799959991998222e+00,1.067707150996451276e-01
9.003700740148030235e+00,1.066371568874805997e-01
9.007601520304060472e+00,1.065037696434057574e-01
9.011502300460092485e+00,1.063705531486840439e-01
9.015403080616122722e+00,1.062375071848312008e-01
9.019303860772154735e+00,1.061046315336145324e-01
9.023204640928184972e+00,1.059719259770533911e-01
9.027105421084216985e+00,1.058393902974186090e-01
9.031006201240247222e+00,1.057070242772325808e-01
9.034906981396279235e+00,1.055748276992689305e-01
9.038807761552309472e+00,1.054428003465526370e-01
9.042708541708341485e+00,1.053109420023595061e-01
9.046609321864373499e+00,1.051792524502165177e-01
9.050510102020403735e+00,1.050477314739013124e-01
9.054410882176435749e+00,1.049163788574419554e-01
9.058311662332465986e+00,1.047851943851172973e-01
9.062212442488497999e+00,1.046541778414563084e-01
9.066113222644528236e+00,1.045233290112382307e-01
9.070014002800560249e+00,1.043926476794922453e-01
9.073914782956590486e+00,1.042621336314975833e-01
9.077815563112622499e+00,1.041317866527829705e-01
9.081716343268652736e+00,1.040016065291269748e-01
9.085617123424684749e+00,1.038715930465573672e-01
9.089517903580716762e+00,1.037417459913512890e-01
9.093418683736746999e+00,1.036120651500352097e-01
9.097319463892779012e+00,1.034825503093841359e-01
9.101220244048809249e+00,1.033532012564223612e-01
9.105121024204841262e+00,1.032240177784225638e-01
9.109021804360871499e+00,1.030949996629060700e-01
9.112922584516903513e+00,1.029661466976424383e-01
9.116823364672933749e+00,1.028374586706496674e-01
9.120724144828965763e+00,1.027089353701935437e-01
9.124624924984995999e+00,1.025805765847880163e-01
9.128525705141028013e+00,1.024523821031944754e-01
9.132426485297060026e+00,1.023243517144222098e-01
9.136327265453090263e+00,1.021964852077278108e-01
9.140228045609122276e+00,1.020687823726149634e-01
9.144128825765152513e+00,1.019412429988347801e-01
9.148029605921184526e+00,1.018138668763850646e-01
9.151930386077214763e+00,1.016866537955106453e-01
9.155831166233246776e+00,1.015596035467026953e-01
9.159731946389277013e+00,1.014327159206991624e-01
9.163632726545309026e+00,1.013059907084840477e-01
9.167533506701339263e+00,1.011794277012877524e-01
9.171434286857371276e+00,1.010530266905863561e-01
9.175335067013403290e+00,1.009267874681021027e-01
9.179235847169433526e+00,1.008007098258026923e-01
9.183136627325465540e+00,1.006747935559013096e-01
9.187037407481495777e+00,1.005490384508565954e-01
9.190938187637527790e+00,1.004234443033722030e-01
9.194838967793558027e+00,1.002980109063969921e-01
9.198739747949590040e+00,1.001727380531243772e-01
9.202640528105620277e+00,1.000476255369927986e-01
9.206541308261652290e+00,9.992267315168487651e-02
9.210442088417682527e+00,9.979788069112778548e-02
9.214342868573714540e+00,9.967324794949268540e-02
9.218243648729746553e+00,9.954877472119498527e-02
9.222144428885776790e+00,9.942446080089374638e-02
9.226045209041808803e+00,9.930030598349165460e-02
9.229945989197839040e+00,9.917631006413506201e-02
9.233846769353871053e+00,9.905247283821348725e-02
9.237747549509901290e+00,9.892879410135971274e-02
9.241648329665933304e+00,9.880527364944945157e-02
9.245549109821963540e+00,9.868191127860129197e-02
9.249449889977995554e+00,9.855870678517628103e-02
9.253350670134025791e+00,9.843565996577824384e-02
9.257251450290057804e+00,9.831277061725297861e-02
9.261152230446089817e+00,9.819003853668860360e-02
9.265053010602120054e+00,9.806746352141522405e-02
9.268953790758152067e+00,9.794504536900454361e-02
9.272854570914182304e+00,9.782278387726998925e-02
9.276755351070214317e+00,9.770067884426633653e-02
9.280656131226244554e+00,9.757873006828976514e-02
9.284556911382276567e+00,9.745693734787733153e-02
9.288457691538306804e+00,9.733530048180719096e-02
9.292358471694338817e+00,9.721381926909805626e-02
9.296259251850369054e+00,9.709249350900929498e-02
9.300160032006401067e+00,9.697132300104059632e-02
9.304060812162433081e+00,9.685030754493177685e-02
9.307961592318463317e+00,9.672944694066297477e-02
9.311862372474495331e+00,9.660874098845370628e-02
9.315763152630525568e+00,9.648818948876349000e-02
9.319663932786557581e+00,9.636779224229115315e-02
9.323564712942587818e+00,9.624754904997501193e-02
9.327465493098619831e+00,9.612745971299216374e-02
9.331366273254650068e+00,9.600752403275905622e-02
9.335267053410682081e+00,9.588774181093058513e-02
9.339167833566712318e+00,9.576811284940041358e-02
9.343068613722744331e+00,9.564863695030040303e-02
9.346969393878776344e+00,9.552931391600084921e-02
9.350870174034806581e+00,9.541014354911001027e-02
9.354770954190838594e+00,9.529112565247388478e-02
9.358671734346868831e+00,9.517226002917629490e-02
9.362572514502900844e+00,9.505354648253842853e-02
9.366473294658931081e+00,9.493498481611882533e-02
9.370374074814963095e+00,9.481657483371315476e-02
9.374274854970993331e+00,9.469831633935406334e-02
9.378175635127025345e+00,9.458020913731071677e-02
9.382076415283055582e+00,9.446225303208924395e-02
9.385977195439087595e+00,9.434444782843175170e-02
9.389877975595119608e+00,9.422679333131681045e-02
9.393778755751149845e+00,9.410928934595888529e-02
9.397679535907181858e+00,9.399193567780822489e-02
9.401580316063212095e+00,9.387473213255087545e-02
9.405481096219244108e+00,9.375767851610808390e-02
9.409381876375274345e+00,9.364077463463664486e-02
9.413282656531306358e+00,9.352402029452813736e-02
9.417183436687336595e+00,9.340741530240929957e-02
9.421084216843368608e+00,9.329095946514133486e-02
9.424984996999398845e+00,9.317465258982013387e-02
9.428885777155430858e+00,9.305849448377574717e-02
9.432786557311462872e+00,9.294248495457246850e-02
9.436687337467493109e+00,9.282662381000858498e-02
9.440588117623525122e+00,9.271091085811594690e-02
9.444488897779555359e+00,9.259534590716013425e-02
9.448389677935587372e+00,9.247992876564001263e-02
9.452290458091617609e+00,9.236465924228767777e-02
9.456191238247649622e+00,9.224953714606812238e-02
9.460092018403679859e+00,9.213456228617936117e-02
9.463992798559711872e+00,9.201973447205168133e-02
9.467893578715742109e+00,9.190505351334812834e-02
9.471794358871774122e+00,9.179051921996371488e-02
9.475695139027806135e+00,9.167613140202560129e-02
9.479595919183836372e+00,9.156188986989287348e-02
9.483496699339868385e+00,9.144779443415597397e-02
9.487397479495898622e+00,9.133384490563714597e-02
9.491298259651930636e+00,9.122004109538965622e-02
9.495199039807960872e+00,9.110638281469797539e-02
9.499099819963992886e+00,9.099286987507730629e-02
9.503000600120023122e+00,9.087950208827373644e-02
9.506901380276055136e+00,9.076627926626355813e-02
9.510802160432085373e+00,9.065320122125361535e-02
9.514702940588117386e+00,9.054026776568069312e-02
9.518603720744149399e+00,9.042747871221153144e-02
9.522504500900179636e+00,9.031483387374264482e-02
9.526405281056211649e+00,9.020233306339987822e-02
9.530306061212241886e+00,9.008997609453854583e-02
9.534206841368273899e+00,8.997776278074293144e-02
9.538107621524304136e+00,8.986569293582646889e-02
9.542008401680336149e+00,8.975376637383106204e-02
9.545909181836366386e+00,8.964198290902734845e-02
9.549809961992398399e+00,8.953034235591413037e-02
9.553710742148428636e+00,8.941884452921843029e-02
9.557611522304460649e+00,8.930748924389519949e-02
9.561512302460492663e+00,8.919627631512710986e-02
9.565413082616522900e+00,8.908520555832444288e-02
9.569313862772554913e+00,8.897427678912464555e-02
9.573214642928585150e+00,8.886348982339252467e-02
9.577115423084617163e+00,8.875284447721965009e-02
9.581016203240647400e+00,8.864234056692445185e-02
9.584916983396679413e+00,8.853197790905187325e-02
9.588817763552709650e+00,8.842175632037320432e-02
9.592718543708741663e+00,8.831167561788580422e-02
9.596619323864771900e+00,8.820173561881317070e-02
9.600520104020803913e+00,8.809193614060431554e-02
9.604420884176835926e+00,8.798227700093394499e-02
9.608321664332866163e+00,8.787275801770218220e-02
9.612222444488898176e+00,8.776337900903401212e-02
9.616123224644928413e+00,8.765413979327972560e-02
9.620024004800960427e+00,8.754504018901403117e-02
9.623924784956990663e+00,8.743608001503645755e-02
9.627825565113022677e+00,8.732725909037064582e-02
9.631726345269052914e+00,8.721857723426458542e-02
9.635627125425084927e+00,8.711003426619001733e-02
9.639527905581115164e+00,8.700163000584257289e-02
9.643428685737147177e+00,8.689336427314124645e-02
9.647329465893179190e+00,8.678523688822857574e-02
9.651230246049209427e+00,8.667724767147014231e-02
9.655131026205241440e+00,8.656939644345430784e-02
9.659031806361271677e+00,8.646168302499246394e-02
9.662932586517303690e+00,8.635410723711818559e-02
9.666833366673333927e+00,8.624666890108767525e-02
9.670734146829365940e+00,8.613936783837898570e-02
9.674634926985396177e+00,8.603220387069235309e-02
9.678535707141428190e+00,8.592517681994944756e-02
9.682436487297458427e+00,8.581828650829367855e-02
9.686337267453490441e+00,8.571153275808957028e-02
9.690238047609522454e+00,8.560491539192288668e-02
9.694138827765552691e+00,8.549843423260028441e-02
9.698039607921584704e+00,8.539208910314892431e-02
9.701940388077614941e+00,8.528587982681670732e-02
9.705841168233646954e+00,8.517980622707158056e-02
9.709741948389677191e+00,8.507386812760184269e-02
9.713642728545709204e+00,8.496806535231531121e-02
9.717543508701739441e+00,8.486239772533982206e-02
9.721444288857771454e+00,8.475686507102239697e-02
9.725345069013801691e+00,8.465146721392952101e-02
9.729245849169833704e+00,8.454620397884651806e-02
9.733146629325865717e+00,8.444107519077773127e-02
9.737047409481895954e+00,8.433608067494614835e-02
9.740948189637927968e+00,8.423122025679305458e-02
9.744848969793958204e+00,8.412649376197800510e-02
9.748749749949990218e+00,8.402190101637863062e-02
9.752650530106020454e+00,8.391744184609041535e-02
9.756551310262052468e+00,8.381311607742622516e-02
9.760452090418082705e+00,8.370892353691668231e-02
9.764352870574114718e+00,8.360486405130926335e-02
9.768253650730144955e+00,8.350093744756863223e-02
9.772154430886176968e+00,8.339714355287612679e-02
9.776055211042208981e+00,8.329348219462975877e-02
9.779955991198239218e+00,8.318995320044389463e-02
9.783856771354271231e+00,8.308655639814892246e-02
9.787757551510301468e+00,8.298329161579137692e-02
9.791658331666333481e+00,8.288015868163334243e-02
9.795559111822363718e+00,8.277715742415267530e-02
9.799459891978395731e+00,8.267428767204229589e-02
9.803360672134425968e+00,8.257154925421046621e-02
9.807261452290457981e+00,8.246894199978026252e-02
9.811162232446488218e+00,8.236646573808945049e-02
9.815063012602520232e+00,8.226412029869031861e-02
9.818963792758552245e+00,8.216190551134945619e-02
9.822864572914582482e+00,8.205982120604761454e-02
9.826765353070614495e+00,8.195786721297917965e-02
9.830666133226644732e+00,8.185604336255247748e-02
9.834566913382676745e+00,8.175434948538905233e-02
9.838467693538706982e+00,8.165278541232393050e-02
9.842368473694738995e+00,8.155135097440495417e-02
9.846269253850769232e+00,8.145004600289297569e-02
9.850170034006801245e+00,8.134887032926133021e-02
9.854070814162831482e+00,8.124782378519584958e-02
9.857971594318863495e+00,8.114690620259454312e-02
9.861872374474895508e+00,8.104611741356736176e-02
9.865773154630925745e+00,8.094545725043625350e-02
9.869673934786957759e+00,8.084492554573435852e-02
9.873574714942987995e+00,8.074452213220660590e-02
9.877475495099020009e+00,8.064424684280872835e-02
9.881376275255050246e+00,8.054409951070765072e-02
9.885277055411082259e+00,8.044407996928089333e-02
9.889177835567112496e+00,8.034418805211661352e-02
9.893078615723144509e+00,8.024442359301313388e-02
9.896979395879174746e+00,8.014478642597908098e-02
9.900880176035206759e+00,8.004527638523278865e-02
9.904780956191238772e+00,7.994589330520239512e-02
9.908681736347269009e+00,7.984663702052556544e-02
9.912582516503301022e+00,7.974750736604904744e-02
9.916483296659331259e+00,7.964850417682885209e-02
9.920384076815363272e+00,7.954962728812967065e-02
9.924284856971393509e+00,7.945087653542493022e-02
9.928185637127425522e+00,7.935225175439643286e-02
9.932086417283455759e+00,7.925375278093430009e-02
9.935987197439487772e+00,7.915537945113648721e-02
9.939887977595518009e+00,7.905713160130894979e-02
9.943788757751550023e+00,7.895900906796500529e-02
9.947689537907582036e+00,7.886101168782556903e-02
9.951590318063612273e+00,7.876313929781862677e-02
9.955491098219644286e+00,7.866539173507901272e-02
9.959391878375674523e+00,7.856776883694850666e-02
9.963292658531706536e+00,7.847027044097520943e-02
9.967193438687736773e+00,7.837289638491376498e-02
9.971094218843768786e+00,7.827564650672470814e-02
9.974994998999799023e+00,7.817852064457470052e-02
9.978895779155831036e+00,7.808151863683589211e-02
9.982796559311861273e+00,7.798464032208606012e-02
9.986697339467893286e+00,7.788788553910806767e-02
9.990598119623925299e+00,7.779125412689007202e-02
9.994498899779955536e+00,7.769474592462496942e-02
9.998399679935987550e+00,7.759836077171014534e-02
1.000230046009201779e+01,7.750209850774771037e-02
1.000620124024804980e+01,7.740595897254369528e-02
1.001010202040408004e+01,7.730994200610832867e-02
1.001400280056011205e+01,7.721404744865552339e-02
1.001790358071614229e+01,7.711827514060284883e-02
1.002180436087217430e+01,7.702262492257115623e-02
1.002570514102820454e+01,7.692709663538462028e-02
1.002960592118423655e+01,7.683169012007011467e-02
1.003350670134026856e+01,7.673640521785740631e-02
1.003740748149629880e+01,7.664124177017883621e-02
1.004130826165233081e+01,7.654619961866888922e-02
1.004520904180836105e+01,7.645127860516431895e-02
1.004910982196439306e+01,7.635647857170360653e-02
1.005301060212042330e+01,7.626179936052711328e-02
1.005691138227645531e+01,7.616724081407645619e-02
1.006081216243248555e+01,7.607280277499467447e-02
1.006471294258851756e+01,7.597848508612572993e-02
1.006861372274454780e+01,7.588428759051454864e-02
1.007251450290057981e+01,7.579021013140654905e-02
1.007641528305661183e+01,7.569625255224758653e-02
1.008031606321264206e+01,7.560241469668387004e-02
1.008421684336867408e+01,7.550869640856136544e-02
1.008811762352470431e+01,7.541509753192598975e-02
1.009201840368073633e+01,7.532161791102311155e-02
1.009591918383676656e+01,7.522825739029752323e-02
1.009981996399279858e+01,7.513501581439313570e-02
1.010372074414882881e+01,7.504189302815282570e-02
1.010762152430486083e+01,7.494888887661811661e-02
1.011152230446089106e+01,7.485600320502919236e-02
1.011542308461692308e+01,7.476323585882428679e-02
1.011932386477295509e+01,7.467058668363994733e-02
1.012322464492898533e+01,7.457805552531059090e-02
1.012712542508501734e+01,7.448564222986804595e-02
1.013102620524104758e+01,7.439334664354195492e-02
1.013492698539707959e+01,7.430116861275885831e-02
1.013882776555310983e+01,7.420910798414261100e-02
1.014272854570914184e+01,7.411716460451368838e-02
1.014662932586517208e+01,7.402533832088929733e-02
1.015053010602120409e+01,7.393362898048298770e-02
1.015443088617723433e+01,7.384203643070454126e-02
1.015833166633326634e+01,7.375056051915958311e-02
1.016223244648929835e+01,7.365920109364966495e-02
1.016613322664532859e+01,7.356795800217187653e-02
1.017003400680136060e+01,7.347683109291848480e-02
1.017393478695739084e+01,7.338582021427711433e-02
1.017783556711342285e+01,7.329492521483008116e-02
1.018173634726945309e+01,7.320414594335458713e-02
1.018563712742548510e+01,7.311348224882227576e-02
1.018953790758151534e+01,7.302293398039909345e-02
1.019343868773754735e+01,7.293250098744495646e-02
1.019733946789357759e+01,7.284218311951387581e-02
1.020124024804960960e+01,7.275198022635320783e-02
1.020514102820564162e+01,7.266189215790404277e-02
1.020904180836167185e+01,7.257191876430055255e-02
1.021294258851770387e+01,7.248205989586993525e-02
1.021684336867373410e+01,7.239231540313224855e-02
1.022074414882976612e+01,7.230268513680009057e-02
1.022464492898579635e+01,7.221316894777850270e-02
1.022854570914182837e+01,7.212376668716471984e-02
1.023244648929785861e+01,7.203447820624786502e-02
1.023634726945389062e+01,7.194530335650893560e-02
1.024024804960992086e+01,7.185624198962040077e-02
1.024414882976595287e+01,7.176729395744603501e-02
1.024804960992198488e+01,7.167845911204077936e-02
1.025195039007801512e+01,7.158973730565058868e-02
1.025585117023404713e+01,7.150112839071198767e-02
1.025975195039007737e+01,7.141263221985205689e-02
1.026365273054610938e+01,7.132424864588807201e-02
1.026755351070213962e+01,7.123597752182757314e-02
1.027145429085817163e+01,7.114781870086779592e-02
1.027535507101420187e+01,7.105977203639574080e-02
1.027925585117023388e+01,7.097183738198774294e-02
1.028315663132626590e+01,7.088401459140951377e-02
1.028705741148229613e+01,7.079630351861575244e-02
1.029095819163832815e+01,7.070870401774984049e-02
1.029485897179435838e+01,7.062121594314392514e-02
1.029875975195039040e+01,7.053383914931844745e-02
1.030266053210642063e+01,7.044657349098221166e-02
1.030656131226245265e+01,7.035941882303169137e-02
1.031046209241848288e+01,7.027237500055143193e-02
1.031436287257451490e+01,7.018544187881335661e-02
1.031826365273054513e+01,7.009861931327684981e-02
1.032216443288657715e+01,7.001190715958834077e-02
1.032606521304260916e+01,6.992530527358126191e-02
1.032996599319863940e+01,6.983881351127575743e-02
1.033386677335467141e+01,6.975243172887840570e-02
1.033776755351070165e+01,6.966615978278221932e-02
1.034166833366673366e+01,6.957999752956617323e-02
1.034556911382276390e+01,6.949394482599526024e-02
1.034946989397879591e+01,6.940800152901999143e-02
1.035337067413482615e+01,6.932216749577650716e-02
1.035727145429085816e+01,6.923644258358609138e-02
1.036117223444688840e+01,6.915082664995514383e-02
1.036507301460292041e+01,6.906531955257490252e-02
1.036897379475895242e+01,6.897992114932119390e-02
1.037287457491498266e+01,6.889463129825434962e-02
1.037677535507101467e+01,6.880944985761879018e-02
1.038067613522704491e+01,6.872437668584306658e-02
1.038457691538307692e+01,6.863941164153943009e-02
1.038847769553910716e+01,6.855455458350388775e-02
1.039237847569513917e+01,6.846980537071557793e-02
1.039627925585116941e+01,6.838516386233708944e-02
1.040018003600720142e+01,6.830062991771372605e-02
1.040408081616323166e+01,6.821620339637372854e-02
1.040798159631926367e+01,6.813188415802784448e-02
1.041188237647529569e+01,6.804767206256912004e-02
1.041578315663132592e+01,6.796356697007283065e-02
1.041968393678735794e+01,6.787956874079606462e-02
1.042358471694338817e+01,6.779567723517770927e-02
1.042748549709942019e+01,6.771189231383813178e-02
1.043138627725545042e+01,6.762821383757905425e-02
1.043528705741148244e+01,6.754464166738319286e-02
1.043918783756751267e+01,6.746117566441431346e-02
1.044308861772354469e+01,6.737781569001671800e-02
1.044698939787957492e+01,6.729456160571530010e-02
1.045089017803560694e+01,6.721141327321510095e-02
1.045479095819163895e+01,6.712837055440140643e-02
1.045869173834766919e+01,6.704543331133920592e-02
1.046259251850370120e+01,6.696260140627320612e-02
1.046649329865973144e+01,6.687987470162752579e-02
1.047039407881576345e+01,6.679725306000550145e-02
1.047429485897179369e+01,6.671473634418964571e-02
1.047819563912782570e+01,6.663232441714107834e-02
1.048209641928385594e+01,6.655001714199972052e-02
1.048599719943988795e+01,6.646781438208382298e-02
1.048989797959591819e+01,6.638571600088988278e-02
1.049379875975195020e+01,6.630372186209232410e-02
1.049769953990798221e+01,6.622183182954348435e-02
1.050160032006401245e+01,6.614004576727322560e-02
1.050550110022004446e+01,6.605836353948874029e-02
1.050940188037607470e+01,6.597678501057455125e-02
1.051330266053210671e+01,6.589531004509192880e-02
1.051720344068813695e+01,6.581393850777918220e-02
1.052110422084416896e+01,6.573267026355095188e-02
1.052500500100019920e+01,6.565150517749838988e-02
1.052890578115623121e+01,6.557044311488868793e-02
1.053280656131226145e+01,6.548948394116510530e-02
1.053670734146829346e+01,6.540862752194658014e-02
1.054060812162432548e+01,6.532787372302753526e-02
1.054450890178035571e+01,6.524722241037789194e-02
1.054840968193638773e+01,6.516667345014245938e-02
1.055231046209241796e+01,6.508622670864122606e-02
1.055621124224844998e+01,6.500588205236869366e-02
1.056011202240448021e+01,6.492563934799408520e-02
1.056401280256051223e+01,6.484549846236072057e-02
1.056791358271654246e+01,6.476545926248616913e-02
1.057181436287257448e+01,6.468552161556184732e-02
1.057571514302860471e+01,6.460568538895296309e-02
1.057961592318463673e+01,6.452595045019807185e-02
1.058351670334066874e+01,6.444631666700918748e-02
1.058741748349669898e+01,6.436678390727132437e-02
1.059131826365273099e+01,6.428735203904233086e-02
1.059521904380876123e+01,6.420802093055291704e-02
1.059911982396479324e+01,6.412879045020600244e-02
1.060302060412082348e+01,6.404966046657711853e-02
1.060692138427685549e+01,6.397063084841358993e-02
1.061082216443288573e+01,6.389170146463475641e-02
1.061472294458891774e+01,6.381287218433157049e-02
1.061862372474494798e+01,6.373414287676652801e-02
1.062252450490097999e+01,6.365551341137332120e-02
1.062642528505701200e+01,6.357698365775669991e-02
1.063032606521304224e+01,6.349855348569238833e-02
1.063422684536907425e+01,6.342022276512657153e-02
1.063812762552510449e+01,6.334199136617613135e-02
1.064202840568113650e+01,6.326385915912793867e-02
1.064592918583716674e+01,6.318582601443915869e-02
1.064982996599319875e+01,6.310789180273664034e-02
1.065373074614922899e+01,6.303005639481699951e-02
1.065763152630526100e+01,6.295231966164621662e-02
1.066153230646129124e+01,6.287468147435959498e-02
1.066543308661732326e+01,6.279714170426141384e-02
1.066933386677335527e+01,6.271970022282483126e-02
1.067323464692938551e+01,6.264235690169173143e-02
1.067713542708541752e+01,6.256511161267223897e-02
1.068103620724144776e+01,6.248796422774494097e-02
1.068493698739747977e+01,6.241091461905629717e-02
1.068883776755351001e+01,6.233396265892077182e-02
1.069273854770954202e+01,6.225710821982029936e-02
1.069663932786557226e+01,6.218035117440443710e-02
1.070054010802160427e+01,6.210369139548978928e-02
1.070444088817763451e+01,6.202712875606017362e-02
1.070834166833366652e+01,6.195066312926616331e-02
1.071224244848969853e+01,6.187429438842499685e-02
1.071614322864572877e+01,6.179802240702041843e-02
1.072004400880176078e+01,6.172184705870226162e-02
1.072394478895779102e+01,6.164576821728657424e-02
1.072784556911382303e+01,6.156978575675509102e-02
1.073174634926985327e+01,6.149389955125536544e-02
1.073564712942588528e+01,6.141810947510023544e-02
1.073954790958191552e+01,6.134241540276792748e-02
1.074344868973794753e+01,6.126681720890162636e-02
1.074734946989397777e+01,6.119131476830939886e-02
1.075125025005000978e+01,6.111590795596397868e-02
1.075515103020604180e+01,6.104059664700255822e-02
1.075905181036207203e+01,6.096538071672660819e-02
1.076295259051810405e+01,6.089026004060153069e-02
1.076685337067413428e+01,6.081523449425681183e-02
1.077075415083016630e+01,6.074030395348535560e-02
1.077465493098619653e+01,6.066546829424378229e-02
1.077855571114222855e+01,6.059072739265171370e-02
1.078245649129825878e+01,6.051608112499211323e-02
1.078635727145429080e+01,6.044152936771061968e-02
1.079025805161032103e+01,6.036707199741567914e-02
1.079415883176635305e+01,6.029270889087811475e-02
1.079805961192238506e+01,6.021843992503110587e-02
1.080196039207841530e+01,6.014426497696997304e-02
1.080586117223444731e+01,6.007018392395173378e-02
1.080976195239047755e+01,5.999619664339536640e-02
1.081366273254650956e+01,5.992230301288105354e-02
1.081756351270253980e+01,5.984850291015057083e-02
1.082146429285857181e+01,5.977479621310655133e-02
1.082536507301460205e+01,5.970118279981274229e-02
1.082926585317063406e+01,5.962766254849346387e-02
1.083316663332666430e+01,5.955423533753367166e-02
1.083706741348269631e+01,5.948090104547854029e-02
1.084096819363872832e+01,5.940765955103343571e-02
1.084486897379475856e+01,5.933451073306372087e-02
1.084876975395079057e+01,5.926145447059432553e-02
1.085267053410682081e+01,5.918849064280988503e-02
1.085657131426285282e+01,5.911561912905428928e-02
1.086047209441888306e+01,5.904283980883068272e-02
1.086437287457491507e+01,5.897015256180102721e-02
1.086827365473094531e+01,5.889755726778621997e-02
1.087217443488697732e+01,5.882505380676558010e-02
1.087607521504300756e+01,5.875264205887695268e-02
1.087997599519903957e+01,5.868032190441623691e-02
1.088387677535507159e+01,5.860809322383740000e-02
1.088777755551110182e+01,5.853595589775223429e-02
1.089167833566713384e+01,5.846390980693001727e-02
1.089557911582316407e+01,5.839195483229760175e-02
1.089947989597919609e+01,5.832009085493890937e-02
1.090338067613522632e+01,5.824831775609499995e-02
1.090728145629125834e+01,5.817663541716367598e-02
1.091118223644728857e+01,5.810504371969945486e-02
1.091508301660332059e+01,5.803354254541326362e-02
1.091898379675935082e+01,5.796213177617234175e-02
1.092288457691538284e+01,5.789081129399990810e-02
1.092678535707141485e+01,5.781958098107510546e-02
1.093068613722744509e+01,5.774844071973279924e-02
1.093458691738347710e+01,5.767739039246320976e-02
1.093848769753950734e+01,5.760642988191205099e-02
1.094238847769553935e+01,5.753555907087989918e-02
1.094628925785156959e+01,5.746477784232249114e-02
1.095019003800760160e+01,5.739408607935010675e-02
1.095409081816363184e+01,5.732348366522767302e-02
1.095799159831966385e+01,5.725297048337433387e-02
1.096189237847569409e+01,5.718254641736357502e-02
1.096579315863172610e+01,5.711221135092264811e-02
1.096969393878775811e+01,5.704196516793268862e-02
1.097359471894378835e+01,5.697180775242843137e-02
1.097749549909982036e+01,5.690173898859786361e-02
1.098139627925585060e+01,5.683175876078232214e-02
1.098529705941188261e+01,5.676186695347607003e-02
1.098919783956791285e+01,5.669206345132623420e-02
1.099309861972394486e+01,5.662234813913250703e-02
1.099699939987997510e+01,5.655272090184715328e-02
1.100090018003600711e+01,5.648318162457453828e-02
1.100480096019203735e+01,5.641373019257119731e-02
1.100870174034806936e+01,5.634436649124548169e-02
1.101260252050410138e+01,5.627509040615746166e-02
1.101650330066013161e+01,5.620590182301877374e-02
1.102040408081616363e+01,5.613680062769216272e-02
1.102430486097219386e+01,5.606778670619170374e-02
