R0,H_c,H_c_noisy
4.073149588797511100e+00,3.140020125845208177e-01,3.168469598458655279e-01
4.074694376528117168e+00,3.139869087498506350e-01,3.035870671492593154e-01
4.076239164258724124e+00,3.139717941367463072e-01,3.210384523020471947e-01
4.077783951989331079e+00,3.139566687693299829e-01,3.034048411034759862e-01
4.079328739719938035e+00,3.139415326716777921e-01,3.170646969059249254e-01
4.080873527450544991e+00,3.139263858678182917e-01,3.066487262188281049e-01
4.082418315181151947e+00,3.139112283817335758e-01,3.105722823590872372e-01
4.083963102911758014e+00,3.138960602373587205e-01,3.195799128157645330e-01
4.085507890642364970e+00,3.138808814585823392e-01,3.115543299832639890e-01
4.087052678372971926e+00,3.138656920692461938e-01,3.048208333631251543e-01
4.088597466103578881e+00,3.138504920931460274e-01,3.181322032659561483e-01
4.090142253834185837e+00,3.138352815540307317e-01,3.309988609877075882e-01
4.091687041564791905e+00,3.138200604756036238e-01,3.091348575510450836e-01
4.093231829295398860e+00,3.138048288815212250e-01,3.136616035489647181e-01
4.094776617026005816e+00,3.137895867953943707e-01,3.213694027047764301e-01
4.096321404756612772e+00,3.137743342407879332e-01,3.124156026692583299e-01
4.097866192487219728e+00,3.137590712412208216e-01,2.996945491666503369e-01
4.099410980217826683e+00,3.137437978201660926e-01,3.180149843237329299e-01
4.100955767948432751e+00,3.137285140010516171e-01,3.127895467891165238e-01
4.102500555679039707e+00,3.137132198072592471e-01,3.093173155789435413e-01
4.104045343409646662e+00,3.136979152621252598e-01,3.048475327737658058e-01
4.105590131140253618e+00,3.136826003889413017e-01,3.088531715932770760e-01
4.107134918870860574e+00,3.136672752109530005e-01,3.226719365758146107e-01
4.108679706601467529e+00,3.136519397513615193e-01,3.107489783641985137e-01
4.110224494332073597e+00,3.136365940333221691e-01,3.180624913745737636e-01
4.111769282062680553e+00,3.136212380799460742e-01,2.925462301724510716e-01
4.113314069793287509e+00,3.136058719142987838e-01,3.094120796746245849e-01
4.114858857523894464e+00,3.135904955594016608e-01,3.045869963934209612e-01
4.116403645254501420e+00,3.135751090382313255e-01,2.890178213935454821e-01
4.117948432985108376e+00,3.135597123737192127e-01,3.067395105155317214e-01
4.119493220715714443e+00,3.135443055887532360e-01,3.174051517474221762e-01
4.121038008446321399e+00,3.135288887061760121e-01,3.285784803439804613e-01
4.122582796176928355e+00,3.135134617487865261e-01,3.253629257596709068e-01
4.124127583907535310e+00,3.134980247393391317e-01,3.151137458348480802e-01
4.125672371638142266e+00,3.134825777005442737e-01,3.165735135305780545e-01
4.127217159368748334e+00,3.134671206550688760e-01,3.255282235993738338e-01
4.128761947099355289e+00,3.134516536255346764e-01,3.015431311480354926e-01
4.130306734829962245e+00,3.134361766345210021e-01,2.972457391406187477e-01
4.131851522560569201e+00,3.134206897045625495e-01,3.047544208677505084e-01
4.133396310291176157e+00,3.134051928581507718e-01,3.257003777244725784e-01
4.134941098021783112e+00,3.133896861177334903e-01,3.135632811258905472e-01
4.136485885752389180e+00,3.133741695057151722e-01,2.982070167920954362e-01
4.138030673482996136e+00,3.133586430444568194e-01,3.123935109073064376e-01
4.139575461213603091e+00,3.133431067562759686e-01,3.049301851083624504e-01
4.141120248944210047e+00,3.133275606634476351e-01,3.047042876155324209e-01
4.142665036674817003e+00,3.133120047882033132e-01,3.203484123283339979e-01
4.144209824405423959e+00,3.132964391527315318e-01,3.308042711354401977e-01
4.145754612136030026e+00,3.132808637791779649e-01,3.160265324825430877e-01
4.147299399866636982e+00,3.132652786896454322e-01,3.128254684030708499e-01
4.148844187597243938e+00,3.132496839061944538e-01,3.074169840308261792e-01
4.150388975327850893e+00,3.132340794508423065e-01,2.969154721980741263e-01
4.151933763058457849e+00,3.132184653455644119e-01,3.271077436165008567e-01
4.153478550789064805e+00,3.132028416122929482e-01,3.105228990111377207e-01
4.155023338519670872e+00,3.131872082729186824e-01,3.089493630784886369e-01
4.156568126250277828e+00,3.131715653492895823e-01,3.222940824011319427e-01
4.158112913980884784e+00,3.131559128632116495e-01,3.341424054593448711e-01
4.159657701711491740e+00,3.131402508364484749e-01,3.136817187817148578e-01
4.161202489442098695e+00,3.131245792907220715e-01,3.096915728694040193e-01
4.162747277172704763e+00,3.131088982477127081e-01,3.143711718723378734e-01
4.164292064903311719e+00,3.130932077290583537e-01,3.071474053840169693e-01
4.165836852633918674e+00,3.130775077563552333e-01,3.128056600020555633e-01
4.167381640364525630e+00,3.130617983511589375e-01,3.013791162809489887e-01
4.168926428095132586e+00,3.130460795349820913e-01,2.924984951539698619e-01
4.170471215825739542e+00,3.130303513292970186e-01,3.101991000123237030e-01
4.172016003556345609e+00,3.130146137555342434e-01,2.891266719617759384e-01
4.173560791286952565e+00,3.129988668350827674e-01,3.061257619140113628e-01
4.175105579017559521e+00,3.129831105892911802e-01,2.852112170283249704e-01
4.176650366748166476e+00,3.129673450394661050e-01,2.960333629765782848e-01
4.178195154478773432e+00,3.129515702068738636e-01,3.198196393021876527e-01
4.179739942209380388e+00,3.129357861127393670e-01,3.169465082360700681e-01
4.181284729939986455e+00,3.129199927782472246e-01,3.301483519598492622e-01
4.182829517670593411e+00,3.129041902245405238e-01,3.007750077245039955e-01
4.184374305401200367e+00,3.128883784727224948e-01,3.248442368615565012e-01
4.185919093131807323e+00,3.128725575438554007e-01,3.101280452493344608e-01
4.187463880862414278e+00,3.128567274589610925e-01,3.247946965567148347e-01
4.189008668593021234e+00,3.128408882390210088e-01,3.008141865461885778e-01
4.190553456323627302e+00,3.128250399049762875e-01,3.130990529814907664e-01
4.192098244054234257e+00,3.128091824777279317e-01,3.136647120491881657e-01
4.193643031784841213e+00,3.127933159781366435e-01,3.125921864445322940e-01
4.195187819515448169e+00,3.127774404270232123e-01,2.905054054203228264e-01
4.196732607246055125e+00,3.127615558451683486e-01,3.100338860512688588e-01
4.198277394976661192e+00,3.127456622533129615e-01,3.242052835147807288e-01
4.199822182707268148e+00,3.127297596721582695e-01,2.967796979562529192e-01
4.201366970437875104e+00,3.127138481223655231e-01,3.286389550553916461e-01
4.202911758168482059e+00,3.126979276245565598e-01,3.042839958506530773e-01
4.204456545899089015e+00,3.126819981993135267e-01,3.118541730685734370e-01
4.206001333629695971e+00,3.126660598671791580e-01,2.912138080051748790e-01
4.207546121360302038e+00,3.126501126486566640e-01,3.076441816692782050e-01
4.209090909090908994e+00,3.126341565642105635e-01,3.067695964592491720e-01
4.210635696821515950e+00,3.126181916342652967e-01,3.188534001781772043e-01
4.212180484552122905e+00,3.126022178792066120e-01,3.116996062042246551e-01
4.213725272282729861e+00,3.125862353193815668e-01,3.089807911549563579e-01
4.215270060013336817e+00,3.125702439750974171e-01,3.204591940028513886e-01
4.216814847743942885e+00,3.125542438666232825e-01,2.980895889146465416e-01
4.218359635474549840e+00,3.125382350141892029e-01,3.032878475743503999e-01
4.219904423205156796e+00,3.125222174379863049e-01,3.073559686616322839e-01
4.221449210935763752e+00,3.125061911581675234e-01,3.176103824754865634e-01
4.222993998666370707e+00,3.124901561948468798e-01,3.283530293707492831e-01
4.224538786396977663e+00,3.124741125680999265e-01,3.191089005064092765e-01
4.226083574127583731e+00,3.124580602979641353e-01,3.037144612343781191e-01
4.227628361858190686e+00,3.124419994044384530e-01,3.092379447683572535e-01
4.229173149588797642e+00,3.124259299074834129e-01,2.928479318734022452e-01
4.230717937319404598e+00,3.124098518270218561e-01,3.130973922976450496e-01
4.232262725050011554e+00,3.123937651829380990e-01,2.998586287280592400e-01
4.233807512780617621e+00,3.123776699950787661e-01,3.129555364158995157e-01
4.235352300511224577e+00,3.123615662832524009e-01,3.196999765259019854e-01
4.236897088241831533e+00,3.123454540672299107e-01,3.281005582109796648e-01
4.238441875972438488e+00,3.123293333667443994e-01,3.135081588003286179e-01
4.239986663703045444e+00,3.123132042014910015e-01,3.218684920991647380e-01
4.241531451433652400e+00,3.122970665911277144e-01,3.047938112024735080e-01
4.243076239164258467e+00,3.122809205552746770e-01,2.999949040994334126e-01
4.244621026894865423e+00,3.122647661135148356e-01,3.134405109008816526e-01
4.246165814625472379e+00,3.122486032853936666e-01,2.957668533954632140e-01
4.247710602356079335e+00,3.122324320904194539e-01,3.159867854545258536e-01
4.249255390086686290e+00,3.122162525480629003e-01,3.171425750919951714e-01
4.250800177817293246e+00,3.122000646777582378e-01,3.197041746962023812e-01
4.252344965547899314e+00,3.121838684989022839e-01,3.196727542549751000e-01
4.253889753278506269e+00,3.121676640308547190e-01,3.096893134312868057e-01
4.255434541009113225e+00,3.121514512929389196e-01,3.178618998713746424e-01
4.256979328739720181e+00,3.121352303044406806e-01,3.131162074410527296e-01
4.258524116470327137e+00,3.121190010846097707e-01,3.196222809692040312e-01
4.260068904200934092e+00,3.121027636526590987e-01,3.194041797739849420e-01
4.261613691931540160e+00,3.120865180277646034e-01,3.072479642025326974e-01
4.263158479662147116e+00,3.120702642290660855e-01,3.056929035534615147e-01
4.264703267392754071e+00,3.120540022756669307e-01,3.097211598594823978e-01
4.266248055123361027e+00,3.120377321866343867e-01,3.031672379577796672e-01
4.267792842853967983e+00,3.120214539809987309e-01,3.063006517975297438e-01
4.269337630584574939e+00,3.120051676777546579e-01,3.088167241764565030e-01
4.270882418315181006e+00,3.119888732958606137e-01,3.161015047521915644e-01
4.272427206045787962e+00,3.119725708542387954e-01,3.058531478064736575e-01
4.273971993776394918e+00,3.119562603717755400e-01,2.962053941224088160e-01
4.275516781507001873e+00,3.119399418673217128e-01,2.956447175888925472e-01
4.277061569237608829e+00,3.119236153596915972e-01,3.171645618120771948e-01
4.278606356968214897e+00,3.119072808676642827e-01,3.115127342154888068e-01
4.280151144698821852e+00,3.118909384099828319e-01,3.044587809726864158e-01
4.281695932429428808e+00,3.118745880053551134e-01,3.034057808792572919e-01
4.283240720160035764e+00,3.118582296724532466e-01,3.193193145074818551e-01
4.284785507890642720e+00,3.118418634299138792e-01,3.001533810108826805e-01
4.286330295621249675e+00,3.118254892963384650e-01,3.069782165189648970e-01
4.287875083351855743e+00,3.118091072902925975e-01,2.932055096559412211e-01
4.289419871082462699e+00,3.117927174303075644e-01,3.088942117764158501e-01
4.290964658813069654e+00,3.117763197348786819e-01,3.227563902022818065e-01
4.292509446543676610e+00,3.117599142224667941e-01,3.140378528963803650e-01
4.294054234274283566e+00,3.117435009114971622e-01,2.937474338255186002e-01
4.295599022004890521e+00,3.117270798203606863e-01,3.227933466541025309e-01
4.297143809735496589e+00,3.117106509674129056e-01,3.060890948147485524e-01
4.298688597466103545e+00,3.116942143709749979e-01,3.199682498091058758e-01
4.300233385196710501e+00,3.116777700493331138e-01,3.274269084813611896e-01
4.301778172927317456e+00,3.116613180207390421e-01,2.923216460152754936e-01
4.303322960657924412e+00,3.116448583034096553e-01,3.172877842392367032e-01
4.304867748388531368e+00,3.116283909155276310e-01,3.068617642512218580e-01
4.306412536119137435e+00,3.116119158752408969e-01,3.229217220691355528e-01
4.307957323849744391e+00,3.115954332006635741e-01,2.962256060076010611e-01
4.309502111580351347e+00,3.115789429098747565e-01,3.052953548066104084e-01
4.311046899310958302e+00,3.115624450209201757e-01,3.009985291356782611e-01
4.312591687041565258e+00,3.115459395518106467e-01,3.198864006788449954e-01
4.314136474772171326e+00,3.115294265205234558e-01,3.132718516429017219e-01
4.315681262502778281e+00,3.115129059450014171e-01,3.215871305850052098e-01
4.317226050233385237e+00,3.114963778431538155e-01,3.223625127202893181e-01
4.318770837963992193e+00,3.114798422328560190e-01,3.107516589018138320e-01
4.320315625694599149e+00,3.114632991319493671e-01,3.177190488310464023e-01
4.321860413425206104e+00,3.114467485582417261e-01,3.115942639454615248e-01
4.323405201155812172e+00,3.114301905295070449e-01,3.127096180291840111e-01
4.324949988886419128e+00,3.114136250634861880e-01,3.233539185802662974e-01
4.326494776617026083e+00,3.113970521778861023e-01,3.053714672909566552e-01
4.328039564347633039e+00,3.113804718903802060e-01,3.060080176249238559e-01
4.329584352078239995e+00,3.113638842186087774e-01,3.337045490529976233e-01
4.331129139808846951e+00,3.113472891801788434e-01,3.014651416214628177e-01
4.332673927539453018e+00,3.113306867926640686e-01,2.996672578291795785e-01
4.334218715270059974e+00,3.113140770736048668e-01,3.012168223201222017e-01
4.335763503000666930e+00,3.112974600405088443e-01,3.219718496060473001e-01
4.337308290731273885e+00,3.112808357108504120e-01,3.288402530468431118e-01
4.338853078461880841e+00,3.112642041020707850e-01,3.066005605673081669e-01
4.340397866192487797e+00,3.112475652315786490e-01,3.299416742880161291e-01
4.341942653923093864e+00,3.112309191167497713e-01,3.252464769279348467e-01
4.343487441653700820e+00,3.112142657749271124e-01,3.115613532383214035e-01
4.345032229384307776e+00,3.111976052234211032e-01,3.161932396947703117e-01
4.346577017114914732e+00,3.111809374795090899e-01,3.254807802798506677e-01
4.348121804845521687e+00,3.111642625604363332e-01,3.133690614443913058e-01
4.349666592576127755e+00,3.111475804834155645e-01,3.046413995895762006e-01
4.351211380306734711e+00,3.111308912656268744e-01,3.122062270471691603e-01
4.352756168037341666e+00,3.111141949242182680e-01,3.018061112511165600e-01
4.354300955767948622e+00,3.110974914763049437e-01,3.184621400568714011e-01
4.355845743498555578e+00,3.110807809389706802e-01,3.015779035798179519e-01
4.357390531229162534e+00,3.110640633292666157e-01,3.116405077894391362e-01
4.358935318959768601e+00,3.110473386642116367e-01,3.099907069410673954e-01
4.360480106690375557e+00,3.110306069607930435e-01,2.863398404009375176e-01
4.362024894420982513e+00,3.110138682359658846e-01,3.263832413064818860e-01
4.363569682151589468e+00,3.109971225066532341e-01,3.178052207880419089e-01
4.365114469882196424e+00,3.109803697897470243e-01,2.978081831133924662e-01
4.366659257612803380e+00,3.109636101021063803e-01,3.012314062689596117e-01
4.368204045343409447e+00,3.109468434605595633e-01,3.082609722718119838e-01
4.369748833074016403e+00,3.109300698819029707e-01,3.098893596101204850e-01
4.371293620804623359e+00,3.109132893829012478e-01,3.152942667927885467e-01
4.372838408535230315e+00,3.108965019802876761e-01,3.001584936318044683e-01
4.374383196265837270e+00,3.108797076907641732e-01,3.153312492839124292e-01
4.375927983996444226e+00,3.108629065310011819e-01,3.314778669250338372e-01
4.377472771727050294e+00,3.108460985176379476e-01,2.962064028499817314e-01
4.379017559457657249e+00,3.108292836672824078e-01,3.014270287117510327e-01
4.380562347188264205e+00,3.108124619965113578e-01,3.096672015965301061e-01
4.382107134918871161e+00,3.107956335218703403e-01,3.064424797937916334e-01
4.383651922649478117e+00,3.107787982598740339e-01,3.120751600430228812e-01
4.385196710380084184e+00,3.107619562270061420e-01,2.967649091466972866e-01
4.386741498110691140e+00,3.107451074397191149e-01,3.136547781967734538e-01
4.388286285841298096e+00,3.107282519144352606e-01,2.900884360997353362e-01
4.389831073571905051e+00,3.107113896675450793e-01,3.198417584559462012e-01
4.391375861302512007e+00,3.106945207154093724e-01,2.908600210920691542e-01
4.392920649033118963e+00,3.106776450743574114e-01,3.079441894318943884e-01
4.394465436763725030e+00,3.106607627606886024e-01,2.875542387944551304e-01
4.396010224494331986e+00,3.106438737906710990e-01,3.058508941481695720e-01
4.397555012224938942e+00,3.106269781805430230e-01,3.243272104164118819e-01
4.399099799955545897e+00,3.106100759465121874e-01,3.133635781368037110e-01
4.400644587686152853e+00,3.105931671047555409e-01,2.980813172582995607e-01
4.402189375416759809e+00,3.105762516714202781e-01,3.003959552325778937e-01
4.403734163147365877e+00,3.105593296626230071e-01,3.149647815959685238e-01
4.405278950877972832e+00,3.105424010944503044e-01,3.072871656432965559e-01
4.406823738608579788e+00,3.105254659829585484e-01,2.947294175680127415e-01
4.408368526339186744e+00,3.105085243441743637e-01,3.131368799591474628e-01
4.409913314069793699e+00,3.104915761940936214e-01,2.991785472363837073e-01
4.411458101800400655e+00,3.104746215486834937e-01,3.205003304250907958e-01
4.413002889531006723e+00,3.104576604238801218e-01,3.232902768526915716e-01
4.414547677261613678e+00,3.104406928355905593e-01,3.080341397855257402e-01
4.416092464992220634e+00,3.104237187996914948e-01,3.062735927715315998e-01
4.417637252722827590e+00,3.104067383320309181e-01,3.239390173668537654e-01
4.419182040453434546e+00,3.103897514484261766e-01,3.117200363920492046e-01
4.420726828184040613e+00,3.103727581646656408e-01,3.149373443353340463e-01
4.422271615914647569e+00,3.103557584965078719e-01,3.120343493784817901e-01
4.423816403645254525e+00,3.103387524596821767e-01,3.053441536535833056e-01
4.425361191375861480e+00,3.103217400698884965e-01,3.242294516058444320e-01
4.426905979106468436e+00,3.103047213427974071e-01,3.159668911531965385e-01
4.428450766837075392e+00,3.102876962940502303e-01,3.054489518105930612e-01
4.429995554567681459e+00,3.102706649392589222e-01,3.092318512633022154e-01
4.431540342298288415e+00,3.102536272940066286e-01,3.265086512717915168e-01
4.433085130028895371e+00,3.102365833738469636e-01,2.942529780952546359e-01
4.434629917759502327e+00,3.102195331943050083e-01,2.865176015969197465e-01
4.436174705490109282e+00,3.102024767708764785e-01,3.064789731073581658e-01
4.437719493220716238e+00,3.101854141190285574e-01,3.161721747482804656e-01
4.439264280951322306e+00,3.101683452541992292e-01,3.221171492176407858e-01
4.440809068681929261e+00,3.101512701917978343e-01,3.050344599109626187e-01
4.442353856412536217e+00,3.101341889472049029e-01,3.034961341505973409e-01
4.443898644143143173e+00,3.101171015357725991e-01,3.135623664171485192e-01
4.445443431873750129e+00,3.101000079728239989e-01,3.066588774830583120e-01
4.446988219604357084e+00,3.100829082736539233e-01,3.171726281108662726e-01
4.448533007334963152e+00,3.100658024535286605e-01,3.125537899508509798e-01
4.450077795065570108e+00,3.100486905276861327e-01,2.992341335512535005e-01
4.451622582796177063e+00,3.100315725113356180e-01,3.161336386356448647e-01
4.453167370526784019e+00,3.100144484196583061e-01,3.243393620069455197e-01
4.454712158257390975e+00,3.099973182678071315e-01,3.121090112050193821e-01
4.456256945987997042e+00,3.099801820709063849e-01,3.137898487369307765e-01
4.457801733718603998e+00,3.099630398440529344e-01,3.051693582372402846e-01
4.459346521449210954e+00,3.099458916023149491e-01,3.121855321001146821e-01
4.460891309179817910e+00,3.099287373607328977e-01,3.227089681442567581e-01
4.462436096910424865e+00,3.099115771343187165e-01,3.110775167136843322e-01
4.463980884641031821e+00,3.098944109380574741e-01,3.134145055780435674e-01
4.465525672371637889e+00,3.098772387869053180e-01,3.310062455572327922e-01
4.467070460102244844e+00,3.098600606957910286e-01,3.130061700155518656e-01
4.468615247832851800e+00,3.098428766796155753e-01,2.937562224178699166e-01
4.470160035563458756e+00,3.098256867532523939e-01,2.991142358869884332e-01
4.471704823294065712e+00,3.098084909315471092e-01,2.958042252858071319e-01
4.473249611024672667e+00,3.097912892293175346e-01,3.151120503101090264e-01
4.474794398755278735e+00,3.097740816613542281e-01,3.339965961723448951e-01
4.476339186485885691e+00,3.097568682424202136e-01,2.846262248929311012e-01
4.477883974216492646e+00,3.097396489872512593e-01,3.193756532289637740e-01
4.479428761947099602e+00,3.097224239105555998e-01,3.104229959141874273e-01
4.480973549677706558e+00,3.097051930270139364e-01,3.094341172635095005e-01
4.482518337408313513e+00,3.096879563512801026e-01,3.055913749368901478e-01
4.484063125138919581e+00,3.096707138979803986e-01,3.128981448987027680e-01
4.485607912869526537e+00,3.096534656817141462e-01,3.037337115578138125e-01
4.487152700600133493e+00,3.096362117170536887e-01,3.333271711821262362e-01
4.488697488330740448e+00,3.096189520185441135e-01,3.047130062670715955e-01
4.490242276061347404e+00,3.096016866007038071e-01,3.190468312973005482e-01
4.491787063791954360e+00,3.095844154780236224e-01,2.774720846828460652e-01
4.493331851522560427e+00,3.095671386649681556e-01,3.120784044416964886e-01
4.494876639253167383e+00,3.095498561759749134e-01,3.015902378470988188e-01
4.496421426983774339e+00,3.095325680254547018e-01,3.197342525895730536e-01
4.497966214714381294e+00,3.095152742277916258e-01,3.082178468877013189e-01
4.499511002444988250e+00,3.094979747973430895e-01,3.005980644332114649e-01
4.501055790175594318e+00,3.094806697484399072e-01,3.320572436209960898e-01
4.502600577906201273e+00,3.094633590953860258e-01,2.975769889724103612e-01
4.504145365636808229e+00,3.094460428524595241e-01,3.039812241021924155e-01
4.505690153367415185e+00,3.094287210339116689e-01,3.060516228603528677e-01
4.507234941098022141e+00,3.094113936539671927e-01,3.214847000686815726e-01
4.508779728828629096e+00,3.093940607268247378e-01,3.213400809473311304e-01
4.510324516559235164e+00,3.093767222666565786e-01,3.231942072366178476e-01
4.511869304289842120e+00,3.093593782876087328e-01,3.027124689635533605e-01
4.513414092020449075e+00,3.093420288038009613e-01,3.198386754835246815e-01
4.514958879751056031e+00,3.093246738293270459e-01,3.065344809768049128e-01
4.516503667481662987e+00,3.093073133782545114e-01,3.193861449722957824e-01
4.518048455212269943e+00,3.092899474646251812e-01,3.008923872613543105e-01
4.519593242942876010e+00,3.092725761024543440e-01,3.204877006872720591e-01
4.521138030673482966e+00,3.092551993057321424e-01,2.969309384270587548e-01
4.522682818404089922e+00,3.092378170884221844e-01,3.096699626625715740e-01
4.524227606134696877e+00,3.092204294644623763e-01,3.146798475784111093e-01
4.525772393865303833e+00,3.092030364477649229e-01,3.185474748542070356e-01
4.527317181595910789e+00,3.091856380522166048e-01,3.013678442175989902e-01
4.528861969326516856e+00,3.091682342916782233e-01,3.126039260033856571e-01
4.530406757057123812e+00,3.091508251799848783e-01,3.103259274233331477e-01
4.531951544787730768e+00,3.091334107309462453e-01,3.293602288685704704e-01
4.533496332518337724e+00,3.091159909583466869e-01,3.076133652280820252e-01
4.535041120248944679e+00,3.090985658759448640e-01,3.253265547665189494e-01
4.536585907979550747e+00,3.090811354974738467e-01,3.007158390618747124e-01
4.538130695710157703e+00,3.090636998366419474e-01,2.861545666069509886e-01
4.539675483440764658e+00,3.090462589071314436e-01,3.142142812118156048e-01
4.541220271171371614e+00,3.090288127225999659e-01,3.045511583240145814e-01
4.542765058901978570e+00,3.090113612966794987e-01,3.218818440885520826e-01
4.544309846632585526e+00,3.089939046429772129e-01,3.082940570351401233e-01
4.545854634363191593e+00,3.089764427750749110e-01,2.962907316433177063e-01
4.547399422093798549e+00,3.089589757065295816e-01,3.200342876623527566e-01
4.548944209824405505e+00,3.089415034508727342e-01,3.066717198678851619e-01
4.550488997555012460e+00,3.089240260216115086e-01,3.259127681091542605e-01
4.552033785285619416e+00,3.089065434322280090e-01,3.071008516067713634e-01
4.553578573016226372e+00,3.088890556961788603e-01,2.982100822805515139e-01
4.555123360746832439e+00,3.088715628268968727e-01,3.065690452254217213e-01
4.556668148477439395e+00,3.088540648377893771e-01,3.108296548160765504e-01
4.558212936208046351e+00,3.088365617422390574e-01,3.105098426907997311e-01
4.559757723938653307e+00,3.088190535536043391e-01,3.179388282919495268e-01
4.561302511669260262e+00,3.088015402852187230e-01,3.080816024032878020e-01
4.562847299399867218e+00,3.087840219503912298e-01,3.125913736845149504e-01
4.564392087130473286e+00,3.087664985624061220e-01,2.993324164682141242e-01
4.565936874861080241e+00,3.087489701345236259e-01,3.283046850507550518e-01
4.567481662591687197e+00,3.087314366799792653e-01,2.882079955831923224e-01
4.569026450322294153e+00,3.087138982119841391e-01,3.016700166943251937e-01
4.570571238052901109e+00,3.086963547437254762e-01,3.098940385353003424e-01
4.572116025783507176e+00,3.086788062883656369e-01,3.108718437986442429e-01
4.573660813514114132e+00,3.086612528590433335e-01,2.936513453678256669e-01
4.575205601244721088e+00,3.086436944688723538e-01,3.024381412051299067e-01
4.576750388975328043e+00,3.086261311309433375e-01,3.191235525335575640e-01
4.578295176705934999e+00,3.086085628583216667e-01,3.213216009935514483e-01
4.579839964436541955e+00,3.085909896640498529e-01,2.892612635370995222e-01
4.581384752167148022e+00,3.085734115611458717e-01,3.126819642669977362e-01
4.582929539897754978e+00,3.085558285626036068e-01,3.159528820166295215e-01
4.584474327628361934e+00,3.085382406813931278e-01,3.361094727803349280e-01
4.586019115358968889e+00,3.085206479304612448e-01,3.268744668260743502e-01
4.587563903089575845e+00,3.085030503227299548e-01,3.142737148703741989e-01
4.589108690820182801e+00,3.084854478710985504e-01,3.066060526987933743e-01
4.590653478550788869e+00,3.084678405884416774e-01,3.087609432127192410e-01
4.592198266281395824e+00,3.084502284876111666e-01,3.037487239607519207e-01
4.593743054012002780e+00,3.084326115814343683e-01,3.107943821012866259e-01
4.595287841742609736e+00,3.084149898827160952e-01,3.133596515740338928e-01
4.596832629473216691e+00,3.083973634042369572e-01,3.141023840537553458e-01
4.598377417203823647e+00,3.083797321587539164e-01,2.987015249810380801e-01
4.599922204934429715e+00,3.083620961590011200e-01,3.085214813473483031e-01
4.601466992665036670e+00,3.083444554176889563e-01,3.032806813679672087e-01
4.603011780395643626e+00,3.083268099475047763e-01,3.061415629633806867e-01
4.604556568126250582e+00,3.083091597611120616e-01,3.028771490202986638e-01
4.606101355856857538e+00,3.082915048711518113e-01,2.996078606316283643e-01
4.607646143587463605e+00,3.082738452902414328e-01,3.122135872296060155e-01
4.609190931318070561e+00,3.082561810309750183e-01,3.013381232000055809e-01
4.610735719048677517e+00,3.082385121059239008e-01,3.045630983586992135e-01
4.612280506779284472e+00,3.082208385276363760e-01,3.031667640926449248e-01
4.613825294509891428e+00,3.082031603086372584e-01,3.125045749957623409e-01
4.615370082240498384e+00,3.081854774614289916e-01,3.097357792280305833e-01
4.616914869971104451e+00,3.081677899984908153e-01,3.017070002916879545e-01
4.618459657701711407e+00,3.081500979322788769e-01,3.070317818879794713e-01
4.620004445432318363e+00,3.081324012752268970e-01,3.112806560890420959e-01
4.621549233162925319e+00,3.081147000397456148e-01,2.971591045081944937e-01
4.623094020893532274e+00,3.080969942382231763e-01,3.039189043016022884e-01
4.624638808624139230e+00,3.080792838830246905e-01,3.012663349098589349e-01
4.626183596354745298e+00,3.080615689864930618e-01,3.006026936501424718e-01
4.627728384085352253e+00,3.080438495609480465e-01,3.067887156582504438e-01
4.629273171815959209e+00,3.080261256186876406e-01,3.218134724667638946e-01
4.630817959546566165e+00,3.080083971719864144e-01,2.930215592878543385e-01
4.632362747277173121e+00,3.079906642330971778e-01,3.042143819243275371e-01
4.633907535007780076e+00,3.079729268142497589e-01,3.218169114429164090e-01
4.635452322738386144e+00,3.079551849276522257e-01,3.052230336303061731e-01
4.636997110468993100e+00,3.079374385854897755e-01,3.078943633947601732e-01
4.638541898199600055e+00,3.079196877999252902e-01,3.117018804106672092e-01
4.640086685930207011e+00,3.079019325831000575e-01,3.148345789342577028e-01
4.641631473660813967e+00,3.078841729471323840e-01,3.049699141972128658e-01
4.643176261391420034e+00,3.078664089041185936e-01,3.028951984232747807e-01
4.644721049122026990e+00,3.078486404661334719e-01,3.091813157534654688e-01
4.646265836852633946e+00,3.078308676452290449e-01,3.162495572308746672e-01
4.647810624583240902e+00,3.078130904534352452e-01,3.164109419556372371e-01
4.649355412313847857e+00,3.077953089027607447e-01,2.834389429479381994e-01
4.650900200044454813e+00,3.077775230051916777e-01,3.128462965841211085e-01
4.652444987775060881e+00,3.077597327726923071e-01,3.074509144722610277e-01
4.653989775505667836e+00,3.077419382172053020e-01,3.002165429886923809e-01
4.655534563236274792e+00,3.077241393506513489e-01,3.035639609389698679e-01
4.657079350966881748e+00,3.077063361849289858e-01,3.066224382508474511e-01
4.658624138697488704e+00,3.076885287319158779e-01,2.999674709108814397e-01
4.660168926428095659e+00,3.076707170034674310e-01,3.089374577740047201e-01
4.661713714158701727e+00,3.076529010114173457e-01,3.066472729869443858e-01
4.663258501889308683e+00,3.076350807675780064e-01,3.136731510677697732e-01
4.664803289619915638e+00,3.076172562837398150e-01,3.016654263348627629e-01
4.666348077350522594e+00,3.075994275716720239e-01,3.064601814693941884e-01
4.667892865081129550e+00,3.075815946431224579e-01,3.015609747182334544e-01
4.669437652811736505e+00,3.075637575098173482e-01,3.034095033321195234e-01
4.670982440542342573e+00,3.075459161834612209e-01,3.044243140239651368e-01
