T,U,U_noisy
1.697746205916162543e+00,1.996936199420970004e+00,2.077146319335342994e+00
1.699075316064308838e+00,1.998644252528916310e+00,2.018741889330931905e+00
1.700405466729453030e+00,2.000355647262563874e+00,1.996898421727241635e+00
1.701736658726182627e+00,2.002070387437999255e+00,1.974972423786540254e+00
1.703068892869721518e+00,2.003788476867422563e+00,2.024612890642475627e+00
1.704402169975932857e+00,2.005509919359129700e+00,1.986122050065780131e+00
1.705736490861318178e+00,2.007234718717484157e+00,2.063853260617442675e+00
1.707071856343017835e+00,2.008962878742892144e+00,2.024593266155678695e+00
1.708408267238812339e+00,2.010694403231783944e+00,2.041376225503043429e+00
1.709745724367122355e+00,2.012429295976585486e+00,1.997139717820895610e+00
1.711084228547009145e+00,2.014167560765697029e+00,1.940418347230832063e+00
1.712423780598175460e+00,2.015909201383469629e+00,2.042208634483043905e+00
1.713764381340965315e+00,2.017654221610180265e+00,1.967295072870588246e+00
1.715106031596365321e+00,2.019402625222008751e+00,2.014092820195767075e+00
1.716448732186004467e+00,2.021154415991015973e+00,2.020445965604528826e+00
1.717792483932155445e+00,2.022909597685116800e+00,1.983955850324818471e+00
1.719137287657734436e+00,2.024668174068059656e+00,2.068999584363792721e+00
1.720483144186301550e+00,2.026430148899401651e+00,1.955205879102961175e+00
1.721830054342062155e+00,2.028195525934485488e+00,2.102523500576257032e+00
1.723178018949866441e+00,2.029964308924415484e+00,2.000514725845351283e+00
1.724527038835210746e+00,2.031736501616034918e+00,2.079751767234719662e+00
1.725877114824237335e+00,2.033512107751902942e+00,2.097933187138472988e+00
1.727228247743735290e+00,2.035291131070270154e+00,1.992323322088064286e+00
1.728580438421141174e+00,2.037073575305055506e+00,2.000413196315793396e+00
1.729933687684539034e+00,2.038859444185824099e+00,2.085673811049101101e+00
1.731287996362661286e+00,2.040648741437760538e+00,2.049941849710765762e+00
1.732643365284889159e+00,2.042441470781651613e+00,2.046543191789518268e+00
1.733999795281253364e+00,2.044237635933857877e+00,1.953141079354862253e+00
1.735357287182434316e+00,2.046037240606291441e+00,1.964260182690301892e+00
1.736715841819762352e+00,2.047840288506396433e+00,2.074579112204646858e+00
1.738075460025219288e+00,2.049646783337120137e+00,2.121058512952317621e+00
1.739436142631437532e+00,2.051456728796894335e+00,2.016168348616769634e+00
1.740797890471702081e+00,2.053270128579609555e+00,2.010221182155497832e+00
1.742160704379949854e+00,2.055086986374595970e+00,2.065497206600130475e+00
1.743524585190770804e+00,2.056907305866594093e+00,2.080001426727069003e+00
1.744889533739407694e+00,2.058731090735737457e+00,2.086712938317064836e+00
1.746255550861758321e+00,2.060558344657527297e+00,2.038659334768889941e+00
1.747622637394373735e+00,2.062389071302809462e+00,1.965642796438402895e+00
1.748990794174460461e+00,2.064223274337752656e+00,2.136737296787223794e+00
1.750360022039880503e+00,2.066060957423824451e+00,2.041370655030449566e+00
1.751730321829151560e+00,2.067902124217769533e+00,2.130375443139605363e+00
1.753101694381447917e+00,2.069746778371585272e+00,1.970804981740696737e+00
1.754474140536600446e+00,2.071594923532501298e+00,2.090048823090242092e+00
1.755847661135098159e+00,2.073446563342954629e+00,2.048601384483349719e+00
1.757222257018087763e+00,2.075301701440569691e+00,2.021369288581047474e+00
1.758597929027374107e+00,2.077160341458131665e+00,2.125400255506821878e+00
1.759974678005421511e+00,2.079022487023568733e+00,2.143188353965120641e+00
1.761352504795353990e+00,2.080888141759924537e+00,2.051769141173723110e+00
1.762731410240954810e+00,2.082757309285340863e+00,2.114896646381578815e+00
1.764111395186668929e+00,2.084629993213029664e+00,2.031253713781901560e+00
1.765492460477601222e+00,2.086506197151254849e+00,2.055796053184420380e+00
1.766874606959518923e+00,2.088385924703309193e+00,2.076205116415342555e+00
1.768257835478851403e+00,2.090269179467490357e+00,2.073018711569726946e+00
1.769642146882690392e+00,2.092155965037079124e+00,2.123869731822431994e+00
1.771027542018790646e+00,2.094046285000318086e+00,2.034129912818796626e+00
1.772414021735571055e+00,2.095940142940389439e+00,2.144019049683129285e+00
1.773801586882114201e+00,2.097837542435390557e+00,2.145829470248636017e+00
1.775190238308167912e+00,2.099738487058315339e+00,2.088932148000680833e+00
1.776579976864145038e+00,2.101642980377028458e+00,2.042862404862540782e+00
1.777970803401123900e+00,2.103551025954246256e+00,1.985528573208180214e+00
1.779362718770849394e+00,2.105462627347512328e+00,2.102334386744898254e+00
1.780755723825733439e+00,2.107377788109178862e+00,2.071837212102044301e+00
1.782149819418854753e+00,2.109296511786380002e+00,2.114379694837596801e+00
1.783545006403960187e+00,2.111218801921013632e+00,2.058854042221660574e+00
1.784941285635465169e+00,2.113144662049719624e+00,2.113276933608993602e+00
1.786338657968453481e+00,2.115074095703854518e+00,2.112021150105571898e+00
1.787737124258678811e+00,2.117007106409473760e+00,2.117565074147056858e+00
1.789136685362564538e+00,2.118943697687308614e+00,2.133107577298573254e+00
1.790537342137204613e+00,2.120883873052742619e+00,2.135356078873918761e+00
1.791939095440364005e+00,2.122827636015792496e+00,2.170923274103047085e+00
1.793341946130478926e+00,2.124774990081085946e+00,2.085962688187145808e+00
1.794745895066658159e+00,2.126725938747839439e+00,2.162427455128183240e+00
1.796150943108682618e+00,2.128680485509836462e+00,2.136655199999861754e+00
1.797557091117006234e+00,2.130638633855407971e+00,2.109971438834842949e+00
1.798964339952757063e+00,2.132600387267410191e+00,2.083308517765838364e+00
1.800372690477736626e+00,2.134565749223200637e+00,2.206843608775471921e+00
1.801782143554421900e+00,2.136534723194621233e+00,2.148449126473781057e+00
1.803192700045964436e+00,2.138507312647974334e+00,2.113013410611861875e+00
1.804604360816191688e+00,2.140483521044002302e+00,2.144173265837612252e+00
1.806017126729607680e+00,2.142463351837865293e+00,2.142801140993190412e+00
1.807430998651392784e+00,2.144446808479123057e+00,2.118674193252414462e+00
1.808845977447405051e+00,2.146433894411710508e+00,2.078299092473494536e+00
1.810262063984179992e+00,2.148424613073919076e+00,2.156120965733717032e+00
1.811679259128931907e+00,2.150418967898374056e+00,2.142486407687287819e+00
1.813097563749553887e+00,2.152416962312016402e+00,2.138600353547768229e+00
1.814516978714618256e+00,2.154418599736078743e+00,2.203275007412337061e+00
1.815937504893377463e+00,2.156423883586065848e+00,2.091653741902860464e+00
1.817359143155764745e+00,2.158432817271735971e+00,2.111393523245682857e+00
1.818781894372393682e+00,2.160445404197076424e+00,2.168552152606944006e+00
1.820205759414560198e+00,2.162461647760287153e+00,2.203845313932318639e+00
1.821630739154241896e+00,2.164481551353755417e+00,2.194888501432564087e+00
1.823056834464099163e+00,2.166505118364041138e+00,2.202648153004723497e+00
1.824484046217475397e+00,2.168532352171849809e+00,2.059968637056954766e+00
1.825912375288397893e+00,2.170563256152018727e+00,2.195290676397966489e+00
1.827341822551578066e+00,2.172597833673491241e+00,2.193410559648149238e+00
1.828772388882412336e+00,2.174636088099300757e+00,2.208612282357048429e+00
1.830204075156982135e+00,2.176678022786547206e+00,2.142903088657336585e+00
1.831636882252055010e+00,2.178723641086379281e+00,2.204149817432234038e+00
1.833070811045084625e+00,2.180772946343972229e+00,2.230565013336365698e+00
1.834505862414211874e+00,2.182825941898511868e+00,2.262434215908522450e+00
1.835942037238264879e+00,2.184882631083168381e+00,2.197689482921505899e+00
1.837379336396760099e+00,2.186943017225082553e+00,2.121537822169223375e+00
1.838817760769901888e+00,2.189007103645340901e+00,2.192041532074846089e+00
1.840257311238584492e+00,2.191074893658960132e+00,2.223264206404990340e+00
1.841697988684391163e+00,2.193146390574866267e+00,2.218863189228015731e+00
1.843139793989595709e+00,2.195221597695871996e+00,2.290182321652219688e+00
1.844582728037162500e+00,2.197300518318661133e+00,2.187764595831987791e+00
1.846026791710746906e+00,2.199383155733767303e+00,2.149474501336400056e+00
1.847471985894696411e+00,2.201469513225553065e+00,2.170439027624130102e+00
1.848918311474050835e+00,2.203559594072194816e+00,2.236422634791704667e+00
1.850365769334542776e+00,2.205653401545658809e+00,2.166477381218377740e+00
1.851814360362597833e+00,2.207750938911682503e+00,2.156699910899931627e+00
1.853264085445336384e+00,2.209852209429762127e+00,2.168970509389728019e+00
1.854714945470572474e+00,2.211957216353119815e+00,2.272123991139432420e+00
1.856166941326816033e+00,2.214065962928701836e+00,2.226270265628961909e+00
1.857620073903271773e+00,2.216178452397143950e+00,2.200023511668932397e+00
1.859074344089840958e+00,2.218294687992761638e+00,2.260730275083984608e+00
1.860529752777121404e+00,2.220414672943528345e+00,2.254847490083505601e+00
1.861986300856408594e+00,2.222538410471058601e+00,2.174880798917957048e+00
1.863443989219694785e+00,2.224665903790584931e+00,2.266227154955334999e+00
1.864902818759671010e+00,2.226797156110944975e+00,2.239347854808835248e+00
1.866362790369728186e+00,2.228932170634557952e+00,2.127597473346044321e+00
1.867823904943955338e+00,2.231070950557410004e+00,2.173007140023213601e+00
1.869286163377141596e+00,2.233213499069031105e+00,2.246659989925304135e+00
1.870749566564777089e+00,2.235359819352483068e+00,2.259948097676018453e+00
1.872214115403052714e+00,2.237509914584335124e+00,2.223914730851427546e+00
1.873679810788860811e+00,2.239663787934648820e+00,2.190951934087220110e+00
1.875146653619796488e+00,2.241821442566960698e+00,2.254706031040996983e+00
1.876614644794156517e+00,2.243982881638260096e+00,2.154223498444609142e+00
1.878083785210941992e+00,2.246148108298975377e+00,2.274307940717737342e+00
1.879554075769857224e+00,2.248317125692955720e+00,2.241545645396501918e+00
1.881025517371310851e+00,2.250489936957449366e+00,2.249850197285661935e+00
1.882498110916416723e+00,2.252666545223091177e+00,2.221211429491421807e+00
1.883971857306993902e+00,2.254846953613879545e+00,2.296580698276627697e+00
1.885446757445567556e+00,2.257031165247163074e+00,2.142690507485812024e+00
1.886922812235369173e+00,2.259219183233620143e+00,2.217158411793389128e+00
1.888400022580337900e+00,2.261411010677243816e+00,2.290835816992741858e+00
1.889878389385119872e+00,2.263606650675321408e+00,2.229713005964902628e+00
1.891357913555069770e+00,2.265806106318420277e+00,2.338935317387529356e+00
1.892838595996251261e+00,2.268009380690368726e+00,2.289947832197098521e+00
1.894320437615437225e+00,2.270216476868239575e+00,2.233475431066242134e+00
1.895803439320109973e+00,2.272427397922331060e+00,2.328274075371513430e+00
1.897287602018462804e+00,2.274642146916154406e+00,2.271288840859299274e+00
1.898772926619399559e+00,2.276860726906410282e+00,2.306905077208595944e+00
1.900259414032536398e+00,2.279083140942978591e+00,2.250010759357792711e+00
1.901747065168200690e+00,2.281309392068896269e+00,2.253099782855811917e+00
1.903235880937433011e+00,2.283539483320344399e+00,2.320149824108773462e+00
1.904725862251986923e+00,2.285773417726628676e+00,2.292355192077077497e+00
1.906217010024329861e+00,2.288011198310165195e+00,2.252329080440550690e+00
1.907709325167643577e+00,2.290252828086463577e+00,2.248559896972309513e+00
1.909202808595825029e+00,2.292498310064107869e+00,2.326390967633963136e+00
1.910697461223485716e+00,2.294747647244743227e+00,2.383575780488135010e+00
1.912193283965954560e+00,2.297000842623059036e+00,2.257533751440860659e+00
1.913690277739275691e+00,2.299257899186772036e+00,2.334837627980266728e+00
1.915188443460211110e+00,2.301518819916610781e+00,2.159980445578396857e+00
1.916687782046240685e+00,2.303783607786298759e+00,2.237407205824594403e+00
1.918188294415561934e+00,2.306052265762540188e+00,2.341605086614347631e+00
1.919689981487091579e+00,2.308324796805001800e+00,2.388993696891997143e+00
1.921192844180465764e+00,2.310601203866300857e+00,2.315938805480368234e+00
1.922696883416040503e+00,2.312881489891983833e+00,2.342106949842801544e+00
1.924202100114892344e+00,2.315165657820516643e+00,2.330291459980997626e+00
1.925708495198818815e+00,2.317453710583264659e+00,2.369609159322637382e+00
1.927216069590339087e+00,2.319745651104480721e+00,2.268598117734524688e+00
1.928724824212694866e+00,2.322041482301286930e+00,2.355845384863476610e+00
1.930234759989850168e+00,2.324341207083662653e+00,2.305319952232213421e+00
1.931745877846492654e+00,2.326644828354424988e+00,2.312334820044050776e+00
1.933258178708033848e+00,2.328952349009216327e+00,2.331161860273526010e+00
1.934771663500609806e+00,2.331263771936492368e+00,2.323574461162235316e+00
1.936286333151081118e+00,2.333579100017499908e+00,2.298114754726289455e+00
1.937802188587034902e+00,2.335898336126269292e+00,2.325756150162315627e+00
1.939319230736783695e+00,2.338221483129593548e+00,2.293985851832959888e+00
1.940837460529367009e+00,2.340548543887019051e+00,2.416187637157137136e+00
1.942356878894551775e+00,2.342879521250829100e+00,2.379944444073506915e+00
1.943877486762832785e+00,2.345214418066025708e+00,2.327315551497455726e+00
1.945399285065433137e+00,2.347553237170322937e+00,2.428627683556429329e+00
1.946922274734305125e+00,2.349895981394123812e+00,2.415947276314228009e+00
1.948446456702130236e+00,2.352242653560513652e+00,2.378892683584437950e+00
1.949971831902320929e+00,2.354593256485242314e+00,2.330761201308120256e+00
1.951498401269019745e+00,2.356947792976709088e+00,2.372265636544471423e+00
1.953026165737100417e+00,2.359306265835952043e+00,2.390156184021793084e+00
1.954555126242169205e+00,2.361668677856631593e+00,2.432908779736771887e+00
1.956085283720564449e+00,2.364035031825018507e+00,2.357740879949325130e+00
1.957616639109357237e+00,2.366405330519977479e+00,2.341039136096485063e+00
1.959149193346352957e+00,2.368779576712959134e+00,2.484638550571841353e+00
1.960682947370090412e+00,2.371157773167979599e+00,2.442320634548322822e+00
1.962217902119843815e+00,2.373539922641611621e+00,2.391611925935509309e+00
1.963754058535622127e+00,2.375926027882971692e+00,2.333100433259530426e+00
1.965291417558170828e+00,2.378316091633702722e+00,2.405016690648949851e+00
1.966829980128971256e+00,2.380710116627965611e+00,2.438580877788131929e+00
1.968369747190242380e+00,2.383108105592422810e+00,2.423037294831408506e+00
1.969910719684940137e+00,2.385510061246227220e+00,2.428859404461068294e+00
1.971452898556759425e+00,2.387915986301009763e+00,2.392688329328124475e+00
1.972996284750133444e+00,2.390325883460866052e+00,2.449165134973311009e+00
1.974540879210234579e+00,2.392739755422341741e+00,2.365541264211995731e+00
1.976086682882975953e+00,2.395157604874423640e+00,2.376023633013021996e+00
1.977633696715010325e+00,2.397579434498524620e+00,2.375454715824408147e+00
1.979181921653732079e+00,2.400005246968472061e+00,2.370688216842393725e+00
1.980731358647277229e+00,2.402435044950498533e+00,2.501362694170888634e+00
1.982282008644524085e+00,2.404868831103222249e+00,2.323654561238063021e+00
1.983833872595093251e+00,2.407306608077643073e+00,2.421504530420633294e+00
1.985386951449349624e+00,2.409748378517125200e+00,2.363497469409284069e+00
1.986941246158401286e+00,2.412194145057389161e+00,2.353131651356241694e+00
1.988496757674101945e+00,2.414643910326497611e+00,2.422019376719047656e+00
1.990053486949049155e+00,2.417097676944842455e+00,2.341982175134315725e+00
1.991611434936587433e+00,2.419555447525138181e+00,2.417380852571057837e+00
1.993170602590806695e+00,2.422017224672404545e+00,2.537816507622811191e+00
1.994730990866544706e+00,2.424483010983959907e+00,2.421213528686912753e+00
1.996292600719385746e+00,2.426952809049406135e+00,2.451810073022910874e+00
1.997855433105663048e+00,2.429426621450622825e+00,2.389543608078129378e+00
1.999419488982458137e+00,2.431904450761749992e+00,2.457919802599789261e+00
2.000984769307601496e+00,2.434386299549180510e+00,2.362639505614315016e+00
2.002551275039674561e+00,2.436872170371549906e+00,2.448355884777991598e+00
2.004119007138007280e+00,2.439362065779720368e+00,2.435003036344781879e+00
2.005687966562683666e+00,2.441855988316783410e+00,2.551184294791085883e+00
2.007258154274535578e+00,2.444353940518029233e+00,2.441705525658529385e+00
2.008829571235150269e+00,2.446855924910952940e+00,2.430390589932711620e+00
2.010402218406865504e+00,2.449361944015238102e+00,2.423006485220944750e+00
2.011976096752774446e+00,2.451872000342746993e+00,2.393710215688634069e+00
2.013551207236722096e+00,2.454386096397507266e+00,2.493763158767713151e+00
2.015127550823310632e+00,2.456904234675710619e+00,2.529985839114457846e+00
2.016705128477894515e+00,2.459426417665690590e+00,2.442063838836400880e+00
2.018283941166586271e+00,2.461952647847925224e+00,2.498254623420578024e+00
2.019863989856252928e+00,2.464482927695017533e+00,2.447882062257028313e+00
2.021445275514520912e+00,2.467017259671691942e+00,2.487944627336704517e+00
2.023027799109770264e+00,2.469555646234780077e+00,2.493273191713141657e+00
2.024611561611143973e+00,2.472098089833218548e+00,2.401846900724121436e+00
2.026196563988539090e+00,2.474644592908029406e+00,2.437122689623584915e+00
2.027782807212616056e+00,2.477195157892323252e+00,2.524515922587000638e+00
2.029370292254791153e+00,2.479749787211274370e+00,2.385782842081311639e+00
2.030959020087245825e+00,2.482308483282132272e+00,2.483398147476779005e+00
2.032548991682917361e+00,2.484871248514191056e+00,2.468476397058320781e+00
2.034140208015509987e+00,2.487438085308798286e+00,2.441937792270559182e+00
2.035732670059485550e+00,2.490008996059332791e+00,2.493139871728802248e+00
2.037326378790072390e+00,2.492583983151209548e+00,2.508529577744689210e+00
2.038921335183259576e+00,2.495163048961856145e+00,2.522597375286497190e+00
2.040517540215802672e+00,2.497746195860719887e+00,2.367379281021346760e+00
2.042114994865219302e+00,2.500333426209244703e+00,2.584518707927087711e+00
2.043713700109795806e+00,2.502924742360878696e+00,2.479711896603642440e+00
2.045313656928579693e+00,2.505520146661048386e+00,2.557973938463410146e+00
2.046914866301390301e+00,2.508119641447167147e+00,2.502577274621468284e+00
2.048517329208809024e+00,2.510723229048617000e+00,2.482248070168667553e+00
2.050121046632189525e+00,2.513330911786748167e+00,2.510596462461371470e+00
2.051726019553648861e+00,2.515942691974859535e+00,2.674495021592155908e+00
2.053332248956078132e+00,2.518558571918209754e+00,2.597067755924660659e+00
2.054939735823133162e+00,2.521178553913991038e+00,2.504295482844100196e+00
2.056548481139243822e+00,2.523802640251335383e+00,2.535531331431133406e+00
2.058158485889606926e+00,2.526430833211297244e+00,2.582810703695584298e+00
2.059769751060194221e+00,2.529063135066857981e+00,2.558411141644949982e+00
2.061382277637746174e+00,2.531699548082906315e+00,2.536256675474068079e+00
2.062996066609779078e+00,2.534340074516243213e+00,2.525293490912232208e+00
2.064611118964577940e+00,2.536984716615564128e+00,2.483576353594547204e+00
2.066227435691206260e+00,2.539633476621462105e+00,2.577433096197490503e+00
2.067845017779497585e+00,2.542286356766414457e+00,2.597614435964732849e+00
2.069463866220063952e+00,2.544943359274780992e+00,2.656631334931771615e+00
2.071083982004289670e+00,2.547604486362793352e+00,2.520596679589144795e+00
2.072705366124338422e+00,2.550269740238555904e+00,2.583021401134612649e+00
2.074328019573147497e+00,2.552939123102029306e+00,2.551564870378282723e+00
2.075951943344434447e+00,2.555612637145034061e+00,2.618610964608960145e+00
2.077577138432691317e+00,2.558290284551239413e+00,2.553585234771245105e+00
2.079203605833193080e+00,2.560972067496160687e+00,2.528824307124399873e+00
2.080831346541989646e+00,2.563657988147150846e+00,2.479431974459796795e+00
2.082460361555913853e+00,2.566348048663396497e+00,2.602273035344165208e+00
2.084090651872576139e+00,2.569042251195912119e+00,2.577269039310404963e+00
2.085722218490371205e+00,2.571740597887536950e+00,2.628100267507222476e+00
2.087355062408471795e+00,2.574443090872924778e+00,2.547126591414242025e+00
2.088989184626836693e+00,2.577149732278547489e+00,2.706960688193915665e+00
2.090624586146203612e+00,2.579860524222677309e+00,2.544669675299503275e+00
2.092261267968097194e+00,2.582575468815397457e+00,2.608419798937148926e+00
2.093899231094822344e+00,2.585294568158579942e+00,2.606233114573623055e+00
2.095538476529473559e+00,2.588017824345902440e+00,2.643386458474542788e+00
2.097179005275925601e+00,2.590745239462819871e+00,2.582676644826321866e+00
2.098820818338843264e+00,2.593476815586581719e+00,2.547829688711915619e+00
2.100463916723674274e+00,2.596212554786212490e+00,2.546997447497626688e+00
2.102108301436657278e+00,2.598952459122515268e+00,2.639809575545223552e+00
2.103753973484814299e+00,2.601696530648063721e+00,2.607069523856455628e+00
2.105400933875960057e+00,2.604444771407204318e+00,2.621754218422093885e+00
2.107049183618694865e+00,2.607197183436044785e+00,2.566561431148964179e+00
2.108698723722411739e+00,2.609953768762456328e+00,2.617013641446948036e+00
2.110349555197289728e+00,2.612714529406063857e+00,2.623668981412497381e+00
2.112001679054304137e+00,2.615479467378253986e+00,2.646312743202444917e+00
2.113655096305215864e+00,2.618248584682155045e+00,2.545167884717354223e+00
2.115309807962583388e+00,2.621021883312651291e+00,2.582662013334940276e+00
2.116965815039753007e+00,2.623799365256366478e+00,2.710259520702616776e+00
2.118623118550869044e+00,2.626581032491670076e+00,2.606933466409271816e+00
2.120281719510865415e+00,2.629366886988665719e+00,2.625170589035872748e+00
2.121941618935473617e+00,2.632156930709197873e+00,2.612237712169843462e+00
2.123602817841218293e+00,2.634951165606840284e+00,2.560115132792038839e+00
2.125265317245422558e+00,2.637749593626902644e+00,2.583963586074531804e+00
2.126929118166201782e+00,2.640552216706417710e+00,2.659087392016408646e+00
2.128594221622473803e+00,2.643359036774150628e+00,2.609754873662368357e+00
2.130260628633948272e+00,2.646170055750583394e+00,2.747526806395851562e+00
2.131928340221138196e+00,2.648985275547928619e+00,2.574076136712874607e+00
2.133597357405351946e+00,2.651804698070111765e+00,2.554687051080842153e+00
2.135267681208700363e+00,2.654628325212783135e+00,2.635029955361666953e+00
2.136939312654090983e+00,2.657456158863302775e+00,2.596978643437183987e+00
2.138612252765236033e+00,2.660288200900754241e+00,2.729321351019168507e+00
2.140286502566645765e+00,2.663124453195927277e+00,2.641813288399648574e+00
2.141962063083635570e+00,2.665964917611329810e+00,2.691782666209896924e+00
2.143638935342320195e+00,2.668809596001175954e+00,2.597882064205365715e+00
2.145317120369621300e+00,2.671658490211397563e+00,2.704693532020449265e+00
2.146996619193260347e+00,2.674511602079623351e+00,2.706190754210465954e+00
2.148677432841768375e+00,2.677368933435205545e+00,2.739037709550754762e+00
2.150359562344476227e+00,2.680230486099191456e+00,2.690885076835211276e+00
2.152043008731525209e+00,2.683096261884341693e+00,2.708573177871606230e+00
2.153727773033859538e+00,2.685966262595120391e+00,2.693940171250366777e+00
2.155413856283234342e+00,2.688840490027703645e+00,2.734671458853823900e+00
2.157101259512207658e+00,2.691718945969962640e+00,2.670680847622865617e+00
2.158789983754150654e+00,2.694601632201486296e+00,2.721412060367734753e+00
2.160480030043239186e+00,2.697488550493558179e+00,2.668594846420516031e+00
2.162171399414463124e+00,2.700379702609177812e+00,2.735257607773258215e+00
2.163864092903618364e+00,2.703275090303042472e+00,2.688960798942506614e+00
2.165558111547315701e+00,2.706174715321561397e+00,2.673216748498256301e+00
2.167253456382973287e+00,2.709078579402845133e+00,2.674669826712590126e+00
2.168950128448825065e+00,2.711986684276717963e+00,2.785049672458298708e+00
2.170648128783915443e+00,2.714899031664704587e+00,2.636501618377335543e+00
2.172347458428103728e+00,2.717815623280045667e+00,2.643175647690657382e+00
2.174048118422061915e+00,2.720736460827686720e+00,2.752081660867408353e+00
2.175750109807278676e+00,2.723661546004287892e+00,2.673351018932927925e+00
2.177453433626054924e+00,2.726590880498215075e+00,2.702768350120943630e+00
2.179158090921511803e+00,2.729524465989554116e+00,2.704333635189762219e+00
2.180864082737582255e+00,2.732462304150101051e+00,2.845928329183010863e+00
2.182571410119021227e+00,2.735404396643370983e+00,2.701239249139730347e+00
2.184280074111397241e+00,2.738350745124592756e+00,2.701733314646382667e+00
2.185990075761101714e+00,2.741301351240720496e+00,2.721335197489693769e+00
2.187701416115340081e+00,2.744256216630421186e+00,2.755352197792791280e+00
2.189414096222143780e+00,2.747215342924096415e+00,2.771783500849347437e+00
2.191128117130358266e+00,2.750178731743861071e+00,2.676177669331607056e+00
2.192843479889655889e+00,2.753146384703566873e+00,2.775072865738234640e+00
2.194560185550525677e+00,2.756118303408789494e+00,2.853428096531447800e+00
2.196278235164283554e+00,2.759094489456842769e+00,2.669393764479979225e+00
2.197997629783064788e+00,2.762074944436768931e+00,2.790558308430647116e+00
2.199718370459831984e+00,2.765059669929357700e+00,2.803229261298723074e+00
2.201440458248367538e+00,2.768048667507125415e+00,2.775489340575283848e+00
2.203163894203283846e+00,2.771041938734345678e+00,2.760964493511526729e+00
2.204888679380013983e+00,2.774039485167028918e+00,2.655997048039306474e+00
2.206614814834821914e+00,2.777041308352941940e+00,2.836756539706016156e+00
2.208342301624794057e+00,2.780047409831599481e+00,2.763547397823657104e+00
2.210071140807849055e+00,2.783057791134277537e+00,2.772468361941308412e+00
2.211801333442728890e+00,2.786072453784005809e+00,2.847165537769557719e+00
2.213532880589009544e+00,2.789091399295585916e+00,2.671789131356113067e+00
2.215265783307091674e+00,2.792114629175580287e+00,2.788424006923893472e+00
2.217000042658208603e+00,2.795142144922324157e+00,2.824664353756181523e+00
2.218735659704425434e+00,2.798173948025931779e+00,2.833896239032152931e+00
2.220472635508635939e+00,2.801210039968292431e+00,2.831395107632884489e+00
2.222210971134568780e+00,2.804250422223081962e+00,2.905965334765435504e+00
2.223950667646781731e+00,2.807295096255759237e+00,2.821232998889229293e+00
2.225691726110671453e+00,2.810344063523586122e+00,2.861041787738364928e+00
2.227434147592462832e+00,2.813397325475609723e+00,2.851806079045080988e+00
2.229177933159219638e+00,2.816454883552688138e+00,2.742222509492472593e+00
2.230923083878838309e+00,2.819516739187480692e+00,2.780954997023802555e+00
2.232669600820054612e+00,2.822582893804464366e+00,2.926611044734614087e+00
2.234417485052436092e+00,2.825653348819923583e+00,2.811953833922556711e+00
2.236166737646393177e+00,2.828728105641976853e+00,2.825318628779049490e+00
2.237917359673168960e+00,2.831807165670558124e+00,2.765883498483867164e+00
2.239669352204849861e+00,2.834890530297445199e+00,2.817677206473218732e+00
2.241422716314357633e+00,2.837978200906243309e+00,2.772261840145605838e+00
2.243177453075458239e+00,2.841070178872413976e+00,2.810571406170506936e+00
2.244933563562752976e+00,2.844166465563256363e+00,2.871801397692084201e+00
2.246691048851690020e+00,2.847267062337935251e+00,2.805667875749353612e+00
2.248449910018554210e+00,2.850371970547469491e+00,2.819593404324457708e+00
2.250210148140477706e+00,2.853481191534753325e+00,2.920339482340643666e+00
2.251971764295431999e+00,2.856594726634548387e+00,2.880074925279598741e+00
2.253734759562235901e+00,2.859712577173502801e+00,2.885477555324570176e+00
2.255499135020549328e+00,2.862834744470146742e+00,2.912523218738741981e+00
2.257264891750880853e+00,2.865961229834908863e+00,2.838365920335385706e+00
2.259032030834581928e+00,2.869092034570114080e+00,2.849532747589899273e+00
2.260800553353853104e+00,2.872227159969998223e+00,2.769260549669631644e+00
2.262570460391739591e+00,2.875366607320708034e+00,2.912002009178184636e+00
2.264341753032137916e+00,2.878510377900316719e+00,2.868115070114274801e+00
2.266114432359788822e+00,2.881658472978820829e+00,2.881405034574874069e+00
2.267888499460286589e+00,2.884810893818155364e+00,2.830272062687987589e+00
2.269663955420071488e+00,2.887967641672198660e+00,2.918922533191802504e+00
2.271440801326437775e+00,2.891128717786779045e+00,2.922418436403677600e+00
2.273219038267527470e+00,2.894294123399685503e+00,2.903335984101263811e+00
2.274998667332338798e+00,2.897463859740675218e+00,2.817975200848252815e+00
2.276779689610717750e+00,2.900637928031471802e+00,2.858480052158763662e+00
2.278562106193367409e+00,2.903816329485790604e+00,2.902060354598365421e+00
2.280345918171841291e+00,2.906999065309330277e+00,2.865112843489193928e+00
2.282131126638551777e+00,2.910186136699795423e+00,2.929459564183885423e+00
2.283917732686761237e+00,2.913377544846889933e+00,2.963650070373517575e+00
2.285705737410593130e+00,2.916573290932341411e+00,2.878778624244259454e+00
2.287495141905022678e+00,2.919773376129893183e+00,2.910687250492019373e+00
2.289285947265887078e+00,2.922977801605332715e+00,2.888695777618683902e+00
2.291078154589877069e+00,2.926186568516477848e+00,2.977730284462171362e+00
2.292871764974545368e+00,2.929399678013206554e+00,2.974227324154941066e+00
2.294666779518300448e+00,2.932617131237448937e+00,3.065697382322852160e+00
2.296463199320414983e+00,2.935838929323212110e+00,2.936194791506888446e+00
2.298261025481017406e+00,2.939065073396573080e+00,2.892364233567081833e+00
