B_0,omega,phi,theta_incidence,V_ind
8.570172856823884411e-01,1.973517907420910262e+02,4.481064996315682336e+00,4.356350521243504414e-01,3.617811628889187614e-01
2.692850883507587056e-01,8.004892795332199285e+01,3.517988222168372037e+00,7.738838236600456000e-01,1.586822930373310292e-01
3.902412707382081902e-01,1.565767580811277924e+02,4.175819988179662268e+00,7.897502526454469596e-01,2.910995531170093020e-01
9.797825831186381951e-01,2.189750142050145953e+01,3.552083881649691133e+00,6.693194792686003869e-02,1.896692373882024607e-01
1.660904904575284113e-01,1.667385725599371327e+01,3.763728875399527052e+00,4.814389643161420818e-01,3.002962977177650074e-03
4.050008956962626860e-01,1.871042398645092533e+02,6.054387209865383035e+00,9.605267942901690725e-01,-7.397561907455045827e-01
4.954429692549852660e-01,1.779484706456085235e+02,2.416312720898370139e-02,4.128051978717617865e-01,-5.350163903579827185e+00
5.331785412253883250e-01,1.810107702322526677e+02,2.788819768922080389e+00,5.049175005354999968e-01,9.316251797511153621e-01
5.935855462954087169e-01,3.854057738357268903e+01,4.088583525230321314e+00,2.373075709459218363e-01,2.278850638802304429e-01
7.165410199638032607e-01,9.018165205210048896e+01,3.760286192857350773e+00,1.593522893126280982e-01,7.722397160885169365e-02
4.518821171142820559e-01,1.337841346788915473e+02,4.267915064774070011e+00,7.098534974271987208e-01,7.799279417722598806e-02
1.310370643239279764e-01,1.331771068013287902e+02,5.066652015600658920e+00,5.624107573540495508e-01,-1.076889732050327272e-02
4.048417021882638189e-01,1.023202325901553991e+02,4.251527290836936146e+00,6.263675888607038722e-01,8.473597358795724455e-02
1.191275659636241713e-01,1.405377215333323022e+02,5.496835649407211477e+00,6.120482847982278152e-01,-1.073556626982003215e-01
5.508053901662972596e-01,3.675351996543541588e+01,1.885447646863610771e+00,6.933186396704208443e-01,-9.324185084479975558e-03
8.822209025261803506e-01,9.554234582161817002e+01,1.658328854280088693e+00,6.675206781798191935e-01,5.559025212796233628e-01
1.757826338562345769e-01,1.743565073877101668e+01,2.559150606089570790e+00,1.390599001448694118e-02,4.455701778283902882e-03
4.660772061270770927e-01,1.178147050561941711e+02,3.464242289065335711e+00,1.270830537817115545e-02,6.364189932764453550e-01
9.217579179119218535e-01,1.070325430762206906e+02,4.249273828917586648e+00,8.202419228714004085e-01,1.778916788048810205e-01
8.472733311147730983e-01,1.837722288131637072e+02,4.248884654808746220e+00,9.171406773750184760e-01,2.522660055250839362e-01
7.644775556150175122e-01,2.464860000172370036e+01,1.464017697087504732e+00,8.710997889710453412e-01,2.128580402804928703e-02
7.395628242224154825e-01,1.935925932924685640e+02,3.271239747929086672e+00,4.360916064210688670e-01,7.654824374186023350e-01
1.069452038169668440e-01,1.898574991652844517e+02,6.207438126443613591e+00,1.232909466064703863e-01,-1.205802539929821560e+00
4.921811911140518969e-01,1.699602222702436336e+02,5.818593451182720422e+00,5.753037332270242166e-01,9.261177589473751359e-01
9.005273521411386595e-01,1.700225736367076195e+02,1.795955021581333799e+00,6.341545385869149509e-01,3.286334074157183927e-01
7.499920667039794431e-01,3.930660585209094648e+01,5.883556274693751753e+00,1.183243230081052894e-01,4.310122748123597636e-01
4.167456050101135401e-01,1.938386160550352884e+02,3.611478497319722258e+00,4.692499608402014299e-01,4.183239380885438452e-01
6.045365531029950334e-01,1.120019001479280121e+02,1.615379139896938598e+00,1.042307428684691395e+00,2.928257907042334240e-01
6.572607642559780139e-01,1.300813021863548613e+02,3.991972490560605547e+00,2.933750482905069790e-01,7.973227672839716673e-01
8.772836686320382160e-01,6.540572861940583493e+01,5.107888945238296508e+00,6.670885887326813424e-02,1.103325803361474705e-01
5.937835299250194820e-01,1.293408647900262451e+02,4.675564075007638820e+00,8.988058556013490685e-01,4.059851069551665970e-01
8.689235261660341880e-01,3.983569458728297974e+01,4.815475980145138557e+00,1.868667955281660686e-01,6.775581416655561406e-02
7.631414957222262263e-01,8.877743259247473873e+01,4.109731940767821889e+00,8.638129201457326323e-01,4.267187226012146839e-01
9.970420188337749678e-01,1.545327661068848499e+02,5.140617568748734101e+00,1.503901744137439433e-01,6.275331558682055721e-01
4.070851567642450042e-01,1.389451915339394645e+02,5.981184061719280187e-01,4.909572359631677596e-01,-1.122362310260003326e-01
5.641180563962113759e-01,1.919637141148243416e+02,4.138940787563753609e+00,2.043949298105781839e-02,9.303730551360290812e-01
6.679153705841464062e-01,4.004433783109261213e+01,5.248587562273651086e-01,1.011985260772575224e+00,9.977646698956052496e-02
1.133924417192118117e-01,6.880195707096838476e+01,2.148606252890883361e+00,6.631216600422440433e-02,6.835139500298319237e-02
5.852452158629969370e-01,1.628268038034831022e+02,5.922242564830225930e+00,9.312902316717868167e-01,6.861890456813584116e-01
5.230572197468854601e-01,6.229794954672457408e+01,1.746376886696008546e+00,9.152917673755727179e-01,1.033225125065807409e-01
3.508413581463665776e-01,1.207373775045794844e+02,2.581055517560038481e+00,1.093299686595414037e-02,8.162955220825565683e-02
6.540544329166733117e-01,1.902741764282820611e+02,5.598606523825369941e+00,4.389828262623018951e-01,-1.060870812978894406e+00
7.491595301028377563e-01,6.171758963049927615e+01,5.964966070522375041e+00,5.531179384724549397e-01,2.265423335920241921e-01
7.032002148563538668e-01,7.701243303150634745e+01,1.747550754132813022e+00,8.948070711899588359e-01,1.742658106515480865e-01
9.157204890279272425e-01,6.866892233611430640e+01,4.345310071436748522e+00,5.928636396301850686e-01,-3.859023432632061740e-02
5.185261255170904304e-01,2.515279938866912346e+01,8.125276423254578217e-01,7.076516421207144081e-01,-5.869960028087828352e-02
7.408673438314510307e-01,1.252979203357242426e+02,4.786290803188331111e+00,1.393011394857194551e-01,3.544452477137469137e-01
2.615437151415080930e-01,1.324499975425689513e+02,4.125585619413124405e+00,1.907809562448352925e-01,3.109736350235520752e-01
6.875936614727885532e-01,1.314928861643903417e+02,4.565917899158014492e+00,8.534674733031520910e-01,3.903235601618317285e-01
2.188011879217770517e-01,9.903171206670542404e+01,2.324582044128139291e+00,4.062897441322561864e-02,1.848198256350737645e-01
8.163814905892877727e-01,7.906317220546995372e+01,3.125177786055510332e+00,1.016008825617141786e+00,7.714299630821128129e-02
8.307780706508425261e-01,3.922217767202069894e+01,7.683486005480615333e-01,9.414976088458946180e-01,-1.699556145075529212e-01
2.253443551143135826e-01,1.196483879858404293e+02,1.859554302598575459e+00,4.001848572753767264e-01,4.061786290006267437e-04
9.324504907631860906e-01,1.735275049064716058e+01,1.304340226848841766e+00,1.150420830085608359e-01,-6.432750085290984965e-02
5.402234622927719609e-01,1.340588547731175311e+02,5.256076903736897066e+00,7.229189498900519262e-02,6.125096495207381642e-01
9.219087754216344077e-01,1.152515214500846099e+02,1.170764436702857569e+00,7.087390085365457004e-01,1.801832280225646177e-01
8.785444590232639461e-01,1.618544376610480029e+01,1.670257668741720769e+00,7.397673508908213513e-01,8.570646242195076314e-02
4.180632858745086389e-01,4.208066459102531098e+01,5.701264532560408327e+00,2.037735368974612771e-01,-4.798048443570102593e-03
7.560856651622966940e-01,1.622069785473415777e+02,5.416467677831009908e+00,5.727839459551271606e-01,-1.071700330761571479e-01
8.933742815510529178e-01,3.795682912060127734e+01,6.181830519380817179e+00,2.798762370700092483e-01,-1.776480501530891098e+00
9.990479283331807903e-01,2.486832140083233256e+01,2.886859373074125212e+00,8.934482662853496793e-01,1.735761142505733157e-01
3.280472707475665661e-01,5.220867857413340829e+01,4.815807337589639303e+00,1.599666869694298457e-02,3.374870519012879849e-02
8.100862816084301032e-01,5.577187275425500701e+01,3.488079590856674184e+00,1.007420234351743549e+00,2.698310396908121800e-01
4.483274740486053456e-01,1.930306814933842645e+02,2.578875736188795287e+00,2.383156785403486300e-01,1.572351164601808182e-01
1.612424928656320533e-01,9.303317518524532659e+01,1.847947323468059011e+00,1.001908615748465348e+00,3.187751368065517687e-03
3.527160903683271287e-01,5.997347875039434939e+01,4.325704804822771088e+00,3.614506440297371448e-01,-7.874985150796397215e-03
2.432965319713308039e-01,1.546648385088241753e+02,3.732156438257739239e+00,1.855329931923694470e-02,5.039398754553532644e-02
7.499442792251329593e-01,9.758527179401308160e+01,3.883371682106559142e+00,6.726552224789036916e-02,3.602598860377259071e-01
5.907713757170253155e-01,1.158997382622234653e+02,4.174320190475824255e+00,8.883083179422384124e-01,2.957390642165406147e-01
2.367875663840761924e-01,1.326611652639724355e+02,1.232462713059329085e+00,1.639670267955750660e-03,-5.104057125495388425e-02
6.442029735174912286e-01,2.789595351636525677e+01,1.240146268715761391e+00,4.172529172472517200e-01,-3.315440278867942681e-02
2.447479061964999703e-01,1.622758878849557220e+02,5.800074119668659378e+00,7.992790056000090848e-01,3.227434164390922122e-01
6.148570027792137349e-01,1.899743667203183861e+02,4.010918631935157741e+00,1.562802512505699626e-01,1.179515890860356020e+00
4.095195273130327052e-01,3.655307739962776026e+01,1.300468757296032951e+00,7.037279699002274569e-01,-4.516197526036718618e-02
7.826959244963007656e-01,1.444016256958808242e+02,3.642960066567605182e+00,2.825211993085644524e-01,4.568469156383914154e-01
5.442189935118992850e-01,1.946051527131797343e+02,5.330974389080875397e+00,9.903571052942800046e-01,3.512066004180002809e-01
8.415085281346630364e-01,1.344867732431336549e+02,5.208574664727825265e+00,9.322726258448008618e-01,5.175919047630572756e-01
4.166585052377139164e-01,1.073316902554125107e+02,9.656312316707613697e-01,4.769878467501023067e-01,2.705127936123948307e-01
4.644603599941874439e-01,5.808905181686531449e+01,1.821897366740617974e+00,1.005535374358483613e+00,2.072724583761991618e-02
3.457373133398323750e-01,1.987025399652455917e+02,3.508352680287592840e+00,8.815822967449529202e-01,4.640533814245043631e-01
7.243240003327449106e-01,1.788043676349740849e+02,4.276364040224914120e+00,2.611327615191373908e-01,1.636791880704519808e-01
9.349709760481421661e-01,1.585968949399599524e+02,1.484765749988485595e-01,4.690009958444092963e-01,-5.547986454949360713e+00
1.634994324314915370e-01,2.870307224042238659e+01,9.155755778508356535e-01,9.634128551685459119e-01,9.047009224741258543e-03
6.255248798265340415e-01,4.743230533912975488e+01,2.689508209277860384e+00,4.221292654792893617e-01,1.826517547802867791e-01
5.805917179166691922e-01,9.986585118071614886e+01,5.067561566375738735e+00,8.507590792013318692e-01,-2.582393821780401555e-02
8.579299684881939170e-01,4.369271798999248091e+01,4.261738815445307971e+00,4.225980133335031641e-01,6.846515882970763411e-02
5.291209390115654276e-01,1.257414861312454235e+02,2.896162621697132344e+00,5.992509057998834932e-01,5.993960985505119021e-01
6.677255440275311482e-01,3.935419200574379772e+01,4.941932579445949436e+00,8.653394941177661170e-01,-6.670785804783131712e-02
3.682475623436283207e-01,1.358403569668643058e+02,3.254930653361028270e+00,9.950350783118152576e-01,1.397593795393089477e-01
6.551178222672383589e-01,5.377121672156903287e+01,7.391210919469656249e-01,4.882750752272645850e-02,-3.484974729038086139e-01
8.386038055249936951e-01,2.458952496705111201e+01,2.986270039056546199e+00,7.031860774939897585e-01,1.126149121304836215e-01
2.068424339203701334e-01,9.777690817707697590e+01,1.294585090173091049e-02,5.676919874329324767e-01,-1.138809412066578153e+00
7.045094649568343081e-01,1.648873448073442205e+02,5.973905716863823656e+00,1.038545422624283177e+00,2.362865246054817459e-01
2.055545902243459677e-01,1.466998122160198932e+02,1.278796668613307430e+00,7.490806552565926202e-01,-7.771393166949258635e-02
8.027150345339424398e-01,1.371036120595126704e+02,2.209770719057222443e+00,1.386034791106554968e-02,1.155596416933476700e+00
5.696411434411025043e-01,5.086701882928227292e+01,3.246791824091721512e+00,2.203637944872404164e-01,1.347847423395624467e-01
6.470860284928359185e-01,1.368505595625147180e+02,1.839130347797932885e-01,6.801467983930854500e-01,-2.139357245522504503e+00
4.588894629609236442e-01,1.361111265040064922e+01,4.898408358616749503e+00,4.220133578632896953e-01,-1.524603198050715654e-02
5.333673920153944037e-01,1.887900982429513590e+02,5.099077465037878731e+00,3.036416094757157791e-01,1.282369922616172497e-01
2.596496446794861468e-01,1.792628560551441410e+02,3.315950794563619297e+00,9.350466107344809208e-01,2.236094523363449660e-01
8.377637297604632050e-01,3.438785062759060907e+01,1.449801208770964189e+00,1.500620095756825811e-01,2.409638699562113157e-02
3.219251411838282562e-01,1.833053505727872619e+02,1.796274756885454099e-02,5.893919417650144155e-01,-3.266266244009160769e+00
6.421624494436395381e-01,4.850724167637791595e+01,4.823134307197991966e+00,8.655978538497406394e-01,3.026595768624550098e-02
7.167341166210654535e-01,1.081965347721797031e+02,4.872586781765946284e+00,3.033267835499105503e-01,-1.078486283275139485e-01
3.662088502730038719e-01,3.597603663760077097e+01,3.288611373173967678e+00,5.815845517886896188e-01,7.429644003920794770e-02
2.085113505261434741e-01,1.454672007476004865e+02,1.498068510019784638e-01,8.893976389886034672e-01,-7.938388348594187516e-01
2.430571600163511370e-01,1.565035098561472751e+02,3.250073981656515620e+00,2.022336926718821815e-01,1.830461061859131600e-01
2.282832350596032678e-01,1.431895416958558656e+02,1.262511836817353572e+00,5.386210404674039998e-01,-8.394687001835225704e-02
5.297747014526502651e-01,3.940818943822917220e+01,8.392377918228823841e-01,6.157293653828695978e-01,-6.151603246821622101e-02
4.092243962111870026e-01,8.477803785924646718e+01,2.789243537345048818e+00,3.717862843202869860e-01,3.568557116605574620e-01
2.330426451477095595e-01,1.552730164002000492e+02,1.268114344945680649e+00,3.478742468611363270e-01,-1.085679608007102948e-01
9.036636840183617236e-01,8.080513450022591826e+01,2.520575726473084810e+00,6.249890581064360129e-01,7.215643037487488864e-02
3.311708126661078722e-01,3.205592299008686297e+01,2.475399806078343090e+00,1.153917738752363864e-01,2.029311570917945867e-02
1.002964508445794156e-01,1.125766368833468505e+02,1.651187597821014208e+00,7.763164064971301848e-01,6.849618395015356909e-02
3.835294557513883595e-01,1.275219004689073188e+02,6.239512466422683978e+00,5.096276245391982984e-01,-2.756607494072763398e+00
3.319939217320139746e-01,1.850268719854599908e+02,3.680275907089416432e+00,4.540780187998561535e-01,1.445929359860694818e-01
4.564272684078588549e-01,4.172196740791754621e+01,5.636441611136326024e+00,4.034957197246532012e-01,-1.250305315392801486e-01
3.129650295770010637e-01,1.964336007390588748e+02,6.226966352753993128e+00,1.014832947866500801e+00,-2.043973630115301088e+00
4.042626932016278873e-01,2.354536548097150117e+01,4.675359305835423918e+00,3.679799234563155830e-01,7.543828108603391203e-02
6.006843381789402914e-01,1.173303606992486436e+02,8.102663670160238363e-01,9.448004184809688510e-01,-2.520676625062414078e-01
1.606437976690301417e-01,1.254456059925936415e+02,1.488377288908954599e+00,9.871809377228305538e-01,3.686602857601358613e-02
1.614416752609205141e-01,7.712159207332079802e+01,4.778185867342800819e+00,9.623855254510625679e-02,5.395708306960438766e-02
3.293797510016595043e-01,1.464537778221512667e+02,4.661947829101130480e+00,6.286246613172822295e-01,3.362306942031091372e-01
4.966645546689139046e-01,5.793451170321369403e+01,5.823922846983929924e-01,7.520610394088936834e-01,-7.091132416855991556e-03
5.743199094387266834e-01,1.949301736376381200e+02,1.531793156979966986e-01,4.964757711075380442e-01,-3.991351584116421325e+00
3.737098594745713598e-01,2.761027535028712521e+01,4.606865894865698863e+00,5.356449283106821113e-01,7.108105072051756901e-02
1.259412360360637750e-01,7.738694052440598625e+01,1.924602004373576536e+00,8.446332547677011249e-01,-5.503890289428704959e-03
8.969733722270208931e-01,3.368089484143166601e+01,1.303084392029847383e+00,2.976805251349590176e-01,-1.151987324706644777e-01
3.566084220230114066e-01,9.371276942492409034e+01,6.009080783102340284e+00,8.060785686885373336e-01,-9.621436945024225418e-02
5.505728600902395353e-01,1.893446233924960609e+02,1.553407217343393931e+00,6.855087073187285940e-01,5.584646926761639429e-01
1.869523224128684935e-01,1.921009522132685277e+02,1.848915965035425879e+00,4.692383242759461948e-01,1.155451227395032712e-02
2.285398028379473923e-01,5.651812588131743809e+01,3.724470780490410693e+00,1.761044475476462867e-01,1.840035112576030724e-02
7.067299728426841288e-01,3.550369334915328778e+01,1.250269430489323375e+00,2.955738876776982729e-02,-6.250228433305660136e-02
3.145326560457281095e-01,7.226113069869124672e+01,1.671638843990510770e+00,1.114187604952282945e-01,1.835879064864579524e-01
6.504184349641667362e-01,5.279077590693755440e+01,6.028673862726273924e+00,5.696678004930793016e-01,-2.736852955101373719e-01
5.726236973195576452e-01,1.106363810117075452e+01,2.480467695133372619e+00,7.978497034882717776e-01,7.943421365432060469e-03
5.785268690149094617e-01,5.147932935383524722e+01,4.395185918370410505e+00,8.752734099172397864e-01,-1.223221652803291835e-02
9.099383415008494014e-01,6.683565844447313964e+01,2.280750703593476647e+00,4.698277079378889165e-01,5.437791337066562036e-01
5.256521130733791125e-01,1.905205148215830775e+02,1.659282498749172774e+00,5.832123769022815041e-02,8.379590067640002582e-01
9.223968291812114639e-01,1.098292247111946693e+02,3.222797886992314620e+00,4.743349963520372414e-01,3.418218720855349391e-01
6.412033337820606249e-01,1.565350098068422824e+02,3.174663909234076709e+00,1.270167419352704608e-01,2.466743989207648147e-01
7.680584634121444543e-01,3.186853512526106158e+01,4.261742543882944823e+00,2.715392584938204901e-01,4.721778924666554522e-02
5.238927881815056420e-01,1.437996658764814129e+02,4.783462828016727286e+00,3.705676512319216326e-02,3.034620536004941083e-01
6.708851455567849120e-01,1.514838458440425129e+01,5.326971418104465172e+00,2.643443882047131210e-01,6.168234638916739870e-02
9.091496547575137477e-01,9.351318356095733009e+01,5.264443519896364165e+00,5.974085924709543471e-01,5.930098946055096798e-01
6.309710999334474657e-01,8.950243780860316178e+01,2.967081397677745702e+00,6.780475184483733542e-02,4.562742945173104969e-01
7.279267116731448217e-01,1.875384055341264968e+02,3.243942126474941290e+00,3.498472290391082540e-01,5.954194534346221035e-01
2.745598371849593544e-01,1.755485241115557926e+02,3.211972813062948351e+00,6.308960189351329184e-01,1.328885590357760937e-01
1.707355622016892838e-01,9.963729722876568928e+01,3.407026311854865153e+00,3.966506280878345780e-02,1.932968751845529076e-01
9.575910724008378505e-01,1.167117975575069977e+02,2.828961628352124613e+00,4.732329855881440839e-01,1.161493841749700939e+00
2.648431043359273929e-01,3.739929380030026351e+01,2.727962304860855891e+00,7.817508529326843147e-01,6.123432601130446296e-02
3.820576744298576632e-01,1.968257062568284823e+02,6.087593057773676541e+00,9.473027867274488312e-01,-1.202591668729858343e+00
4.668260970180037051e-01,6.136068895695991188e+01,2.507799123346656334e+00,8.633853827435775674e-01,2.445538594267047255e-02
8.353320583803063304e-01,9.726799262687649161e+01,4.188416442444564680e+00,5.614820197957147707e-01,4.175411368353779684e-01
3.669898431471020350e-01,1.392396696354380197e+02,5.583663607443534183e+00,6.008305656127795880e-01,-4.166026676459488876e-01
2.414635826871903146e-01,4.807437934093172771e+01,5.372077961143621572e+00,8.385712369389716203e-01,2.331051672287704629e-02
4.847190208947428358e-01,4.417585493919909823e+01,4.844056374712025104e+00,7.983114355501507164e-01,2.711657061485306126e-03
8.426570261175875265e-01,7.697522972652569706e+01,1.350810282465635170e+00,1.036629037782513141e+00,-1.236094697269736475e-01
1.396343929504277603e-01,1.138265684291013855e+02,5.877813682412856622e+00,4.391211660933513894e-01,2.139966184968100094e-01
5.802469652862625171e-01,1.710298716571696787e+02,1.936397027517537284e+00,4.741203200593697153e-01,-6.685436948404165081e-02
7.336363406403970666e-01,1.432973250513199162e+02,5.987019640912085272e+00,1.130899903823713859e-01,1.245030717520989455e-01
5.198605227296042575e-01,8.725913763133499401e+01,2.075624735929874731e+00,7.195337872939051582e-01,1.699174699603900329e-01
8.852805723815725392e-01,6.073144118736274777e+01,3.328159465515350135e+00,2.896427907961240944e-01,4.465683863262291386e-01
4.431159687375408884e-01,1.227958654484844203e+02,2.364189921108575287e+00,7.211199067585964961e-01,2.739718268090457487e-01
7.362685204527946725e-01,1.423123320327850472e+01,4.050450207543021541e+00,1.340889137630985883e-01,1.105369625748130052e-01
2.518929989370547462e-01,9.498632632327188219e+01,5.882039926661777329e+00,4.097300096084651733e-01,3.241322981998312480e-01
2.226899080846143075e-01,1.229125110143637301e+02,4.091387503567847084e+00,9.696961688835177284e-01,1.577151683155136597e-01
6.706227953321708402e-01,5.690670127652076360e+01,1.365250557493516315e+00,3.014470232521213044e-01,-1.229031732777673552e-01
4.870513576601070982e-01,1.316053967234599398e+01,1.150058493093436107e+00,1.555988188788356430e-01,2.296924775579726671e-02
5.859502903038530386e-01,6.697874421796775835e+01,5.848526303750874789e+00,9.725250952969159979e-01,3.257909675558073870e-01
6.549498607599356648e-01,1.442156651794888766e+01,1.817331147005572634e+00,3.951961951973867460e-01,1.429009476255273595e-02
3.531542580628654893e-01,1.487675129323228020e+02,3.399203662349752797e+00,9.092219985073299870e-01,3.619250446984456637e-01
5.398349122611189044e-01,1.755822077699387762e+02,2.385244685977355950e+00,7.520544430447652084e-01,3.914146902176477427e-01
8.569191618790961140e-01,1.225963499120556861e+02,2.309684027485952473e+00,1.275511758705702714e-01,9.508058345114409615e-01
1.814767886556402920e-01,3.536257380107434045e+01,5.301127465529821947e+00,4.846251707187693158e-01,4.291322199926247277e-02
6.141036883556175718e-01,1.392040198921037870e+02,4.684403477989627085e+00,1.006277139402412812e+00,3.818716482574167070e-01
8.454071346516390806e-01,7.707946692122085608e+01,4.262739193092053291e+00,6.615767139519279638e-01,1.004143722063353394e-01
1.186557394771496354e-01,1.266037189245680565e+02,2.839340327035771994e-01,5.056694115197439832e-01,-2.214764876416077527e-02
7.439144736405445268e-01,1.071177839143261110e+02,1.044877544684096327e+00,7.572726171895510783e-01,4.853625852390083817e-01
2.816546401988033743e-01,6.397064872189728391e+01,2.260053038806920434e+00,2.520575391118029529e-01,1.821709118463777088e-01
3.990916194335421552e-01,9.373360482471764499e+01,2.265032546401893221e+00,3.682529575853628057e-01,3.615960215502667663e-01
1.033858255453341951e-01,9.508856917221548599e+01,2.436959658547374730e+00,5.184554392396881900e-02,3.182898890592587848e-02
4.070203197625529290e-01,1.284222448020872207e+02,3.921203413442488017e+00,4.310489379589629300e-01,3.235268070221779535e-01
8.517154132107863651e-01,1.024498472070784629e+02,5.891769522044137730e+00,9.034496103028100134e-02,1.251391046665345508e+00
1.721653556054468515e-01,1.404687415253665108e+02,5.062583092073441371e+00,1.263107592900793164e-01,-2.321197411052602563e-02
9.251673680803054189e-01,1.704222339902157728e+02,1.958140338698480254e-01,2.188370177638705449e-01,-4.204741883834039129e+00
4.870663428100636128e-01,1.598384147692108002e+02,3.021616177087293131e+00,9.206491737602759962e-01,2.562860441252650667e-01
5.450169675121961932e-01,2.377586173400870351e+01,1.961963472901161465e+00,9.324026925986627079e-01,-2.245826362574301991e-03
3.565648493663047258e-01,1.668742651166372468e+02,2.238179014644968434e-01,4.482345345094256306e-01,-9.951823901205690825e-01
9.418313414747419010e-01,6.292415234253194711e+01,4.096884470165556458e+00,1.007660521514810892e+00,3.182349077402313875e-01
2.781593200161889268e-01,5.753197561219293021e+01,6.871585764509207106e-01,7.248000181918985430e-01,-1.140049809482939491e-01
8.011793028719971232e-01,1.948808000627947763e+02,4.640445789954428690e+00,3.823599622116592434e-01,1.244137050129211053e+00
5.737182805938376706e-01,1.770770794364403287e+02,4.349297545151953881e-01,5.261418153898425043e-01,1.294148399706119612e+00
3.837126156458499637e-01,1.364929106022186716e+02,3.184555052854330714e+00,2.500640247303536623e-01,1.352520369740872475e-01
7.105187795776515269e-01,1.983914131936421370e+02,3.696226191874437017e+00,5.096751544755361296e-01,2.576181286645580215e-01
8.136126387008737471e-01,1.537735842743027206e+02,3.774671647998371515e+00,8.523929622832870923e-01,1.075572318822107104e-01
8.907741158134928616e-01,1.978853383191993771e+02,4.705787631441136654e+00,8.192403468594985361e-01,9.407600087889577134e-01
1.558382021213471635e-01,1.360165478704303510e+01,3.346109376471920527e+00,6.693577440659805866e-01,1.572872153262361294e-02
1.166169636241247420e-01,8.550407705516721535e+01,4.650935493974737156e+00,1.669761873987103407e-01,8.492664604021607500e-02
3.443637503980802594e-01,6.523657964996711200e+01,4.797050777708559366e+00,4.673776257898545894e-02,7.129823255776156221e-02
3.961131446402778034e-01,1.730208573862080925e+02,6.092329507943158085e+00,8.665065639242607309e-01,-1.281811851720730866e+00
3.413813838639814247e-01,1.917312895458433388e+02,2.078971587012643507e+00,7.476210472280253594e-01,2.482648781406697758e-01
2.699784823261934252e-01,7.379399254741910852e+01,3.242702026630921885e+00,4.937848808538425893e-01,8.051286001471570641e-02
3.529673139115492297e-01,1.382035009699019383e+02,5.316648544154580769e-01,2.362822955336334463e-01,2.933262176345689531e-01
7.578975134891379195e-01,1.667946619250953688e+02,2.272478904037664726e+00,6.910369563748283150e-01,9.953696850150134390e-01
4.232293593365660245e-01,6.931943472813462392e+01,2.217893643152476724e+00,7.995683100119481690e-01,2.164579734949690915e-01
6.281885201051533585e-01,5.916681355296952205e+01,3.679460615771937837e-01,4.104806841541594475e-01,4.349470611533865494e-01
5.961885874395421725e-01,1.760387244830602071e+02,2.275355221409639750e+00,3.371811641082423927e-01,1.005844746242426480e+00
8.343841516644118217e-01,1.377029320533227690e+02,6.892723098841780915e-01,1.013585181647739919e+00,-5.827562100061922656e-01
6.997928672613696888e-01,2.035515234516691052e+01,3.917548556240673108e+00,4.158428232201576979e-01,8.642280958173537142e-02
8.396052299556308052e-01,1.902637388793293027e+01,2.020216962675191574e+00,5.816270856524613508e-01,2.591719308417935255e-02
5.975204032649689134e-01,4.085191178549418822e+01,5.399472421963062985e+00,3.176826162118691066e-01,1.291177563503444203e-02
1.446362997093716685e-01,1.690616058652849745e+02,2.985936747493778132e+00,6.071367739305751909e-01,1.441121740284257158e-01
4.265664671982320466e-01,7.433387573897141465e+01,6.002016538988598882e+00,3.238643016406798081e-01,-7.115408617902492516e-02
3.481454188146283490e-01,1.140015372124196773e+02,6.042828006790494477e+00,4.336945478740349413e-01,-4.884228994187913009e-01
2.872982289086031815e-01,1.491364899553366570e+02,4.982270462583048065e+00,2.272646000762314211e-01,-1.654248526866601288e-01
6.849165495166320561e-01,9.872576888523090588e+01,2.869102452679876070e+00,5.391437986373295299e-01,6.666892391088480307e-01
8.455658779057180219e-01,1.624193414527857158e+02,5.417896459434181189e+00,6.219722616498034595e-01,-1.311379354273265185e-01
7.969673361374308707e-01,1.374730856397982564e+02,3.076508278764048310e+00,3.858539725753298844e-01,3.294113098050440169e-01
3.755642561232101495e-01,9.099867032583416915e+01,4.136658642876118286e+00,4.432642764365577470e-01,2.683516383696806784e-01
5.085471181148035758e-01,5.401379641650077446e+01,1.851703177053818372e+00,6.496658021941700278e-01,5.812962330205652395e-03
3.650493386521362349e-01,6.980299014685924419e+01,5.146130637691862297e+00,4.954660850756095053e-02,1.138739756524341368e-01
4.300644280284872112e-01,7.698310803730569774e+01,2.668610303038866594e+00,4.636660815851007533e-01,1.671129626825236802e-01
5.044844686866581940e-01,1.003920802060435449e+02,6.268406724571364386e+00,7.630586372775421955e-01,-2.442128812396463289e+00
9.902961903062147409e-01,5.743220281786581438e+01,9.420022031063133294e-01,4.807480539103118899e-01,2.714978694910023527e-01
1.726521362591219300e-01,2.935956908998146986e+01,1.270830734964756958e+00,7.298006406148529468e-01,-1.239760344084878639e-02
4.678247880541333559e-01,1.573256616785442645e+02,2.282514129400995628e+00,8.291436915720824530e-01,4.963422388612198644e-01
9.242505102310565324e-01,5.371679587416539903e+01,3.471341330344208220e+00,1.743517380921488780e-02,5.708379622600273651e-01
6.205566237765486326e-01,1.716795923536870703e+02,1.589596156991498477e+00,8.757101170688005864e-02,8.652669937888083362e-01
4.229495054347174876e-01,5.898095210580932957e+01,1.764290222250552098e+00,7.648625325356683824e-01,7.719713603135876234e-02
7.812812297427798036e-01,8.919981392059011682e+01,2.187231633296901970e-02,2.861589786839045524e-01,-4.438240940532533152e+00
