u,s,m,N_e,q_eq,q_eq_noisy
8.289182956238349761e-03,3.098164126889423886e-01,2.761686349809926444e-01,7.532884349864543765e+02,2.160442308535387435e-01,2.142183457785521161e-01
1.447788807439980528e-03,1.104149145530737841e-01,5.818529963267793370e-02,9.342224073078682522e+02,1.838278698891237795e-01,1.818592655975803662e-01
8.141279619616923272e-03,3.486674839135308068e-01,4.547211577920745595e-02,6.290684880130199872e+02,2.113467757546864667e-01,2.129810604115948136e-01
7.027021362577724403e-03,3.624439594555645128e-01,3.460983706835144003e-01,7.046047919230748846e+01,2.037867144212906767e-01,2.040016341496263541e-01
7.197776984185630042e-04,2.543023242295769926e-01,2.500295683816082248e-01,9.227540252403234433e+01,1.437738539132636384e-01,1.444662317938592289e-01
7.333025197138891326e-04,2.865726680364911183e-01,3.545133430131107710e-01,8.342861793263149650e+01,1.425052554498976165e-01,1.408798253584143956e-01
7.438678739308832687e-03,3.171994200344447901e-01,3.016419038289105403e-01,5.968828431557276417e+02,2.088084734283507105e-01,2.090908683357303732e-01
6.154374478569642030e-03,3.562092206681450879e-01,1.794564716293155504e-01,5.753340514569641755e+02,1.948275602769851123e-01,1.952657383572424521e-01
5.909740727419646351e-03,2.546900669915972415e-01,1.988683218738747094e-01,1.592696657781294789e+02,2.121992861570865530e-01,2.134326171900541858e-01
3.686115614381731478e-03,1.238154949291309509e-01,3.564574442039514235e-02,8.589187936044262415e+02,2.268694600105230219e-01,2.239462320119310068e-01
8.818732960830244494e-03,3.672535802251012393e-01,3.839945749257610563e-01,1.042505522245058955e+02,2.120685436478701724e-01,2.105341488487617319e-01
1.769008269900700613e-03,3.462653819628112029e-01,1.198493595051234872e-01,6.160415448110146741e+01,1.569124984846334558e-01,1.603709047024834689e-01
5.809656339835279557e-03,2.638112635816865503e-01,2.604978298656221991e-01,6.118249302020825553e+01,2.141185570304716401e-01,2.133326543871757186e-01
5.086923648311395159e-03,1.215822307218901166e-01,2.547587929336160295e-01,7.645702682321376642e+02,2.453707258000740188e-01,2.452028738819622966e-01
1.847325066157123321e-03,1.049167352433875711e-01,4.187747721510332033e-02,4.697580886028013651e+02,1.987326390353466865e-01,1.979358702937724923e-01
1.198854162330593260e-03,2.898939443020494000e-01,2.172141150086869810e-01,5.701708932547845166e+01,1.536701185232190736e-01,1.506766772106270247e-01
7.054310236844874927e-04,1.389741727014259798e-01,4.492326614979283983e-01,8.290301837075024594e+01,1.628627599803461334e-01,1.607113196782512798e-01
8.684036944189099314e-03,6.531866805874970983e-02,4.610249454804382085e-01,1.113759990781665863e+02,3.572239247380045168e-01,3.579653317504041810e-01
5.817771944407542847e-03,1.901666651202164049e-01,1.309422996348336143e-01,1.600597465217720980e+02,2.305763445488911434e-01,2.292321780244198359e-01
4.631993842084490727e-03,2.402802436806438791e-01,1.961033457758669662e-01,2.019624985300717981e+02,2.021207875140817734e-01,2.061750575398924867e-01
1.062055924549169762e-03,4.114764241825839552e-01,3.018517538563630920e-01,3.592206587733366518e+02,1.385286565121162661e-01,1.355322909587141078e-01
5.833872440129159176e-03,2.485900137039252500e-01,2.142552271617636506e-01,8.174602858694765928e+02,2.097797273412748686e-01,2.058950214617040753e-01
9.000684318064136125e-04,1.571481656284843820e-01,3.133307561229842220e-01,3.062718621516609687e+02,1.577000246018212259e-01,1.569160898077765764e-01
3.353548806594647876e-03,1.556126320663197837e-01,7.459125744791234025e-02,6.288212662783838880e+01,2.206475190674042908e-01,2.182284184503595348e-01
8.126612299327359411e-04,1.645028905026997279e-01,2.429893305012907900e-01,1.666320649008464727e+02,1.554039906840472551e-01,1.581653166887838080e-01
1.940685802766445268e-03,4.027745639331345440e-01,1.746588648297332513e-01,6.378823326116224735e+01,1.547359667849608211e-01,1.538835201931096908e-01
3.118811624211432956e-03,4.684160878065694589e-01,2.559070207132454478e-01,6.126907094056472403e+01,1.633511492475541449e-01,1.643838591914968394e-01
4.311323818090237632e-03,3.140667067822346392e-01,2.693696196660371744e-01,8.108537796877031667e+01,1.890159044856007109e-01,1.861788032137682847e-01
7.808661602766804946e-03,2.768416752942801651e-01,3.287776500540636193e-01,1.002032917071288978e+02,2.229233095789899255e-01,2.242447112513520080e-01
8.813342151013786596e-03,1.510513657142975863e-01,2.851069625602287161e-01,1.198495417046418225e+02,2.769315896074827088e-01,2.781987556927164040e-01
4.880483577723592620e-03,4.234379869102762317e-01,3.348062797169303884e-01,2.761974917143832613e+02,1.780841494123000524e-01,1.805509004569220144e-01
5.721025480148652633e-04,3.082405885310132154e-01,1.526389349855949984e-01,1.400306807543408070e+02,1.336185843330658096e-01,1.340447679625066113e-01
1.594163899169853378e-03,9.558950967912675789e-02,3.899566689455568058e-01,5.032544809562749322e+01,2.196248473843820936e-01,2.206439240238726729e-01
4.405362256798211508e-03,3.147473506786275244e-01,1.613058087358899551e-01,1.759549713360551095e+02,1.873696166010294650e-01,1.876885729472393127e-01
6.739009140740631620e-03,2.338726748478807127e-01,1.113835002539630414e-01,3.266921076600888227e+02,2.241484556578504650e-01,2.259816944108952730e-01
5.346641782497978590e-04,2.586563563437510038e-01,1.659197587732400558e-01,1.335732810206744432e+02,1.360689813344286569e-01,1.352274574005447594e-01
1.654710799519724289e-03,2.071197706946597550e-01,8.046408046059588814e-02,6.023858929606552692e+01,1.741107839424373416e-01,1.751832010690872743e-01
8.237697407049391143e-03,1.325090671737523262e-01,2.579194197362568719e-01,3.008440456001918619e+02,2.782607083197911058e-01,2.771049601568694176e-01
8.050592804185255358e-03,3.674040990476856172e-01,3.997205504543294152e-02,1.079171966226239761e+02,2.108537424433824525e-01,2.122488586499456653e-01
7.067556120986929688e-03,4.937573522736732334e-01,3.996632629984901430e-01,7.425028098373142029e+02,1.853997869423494871e-01,1.848272152879280594e-01
7.910425700564648619e-04,6.433126189125869254e-02,3.490887785288252498e-01,9.977083604383873308e+02,1.813706365083767313e-01,1.800523178354445086e-01
1.311970577410898368e-03,3.262352401917448241e-01,8.445687782878091854e-02,1.972317120759332738e+02,1.472510766283957051e-01,1.458747265207855082e-01
8.059088483791590832e-03,2.536056621730556904e-01,6.887464763260009448e-02,8.787692440082176404e+01,2.360177948351561417e-01,2.389403143624193593e-01
7.865613344140279239e-03,3.300136941842936600e-01,3.913831000793700499e-01,5.878099683530552966e+01,2.152543182554169654e-01,2.121184217239222014e-01
8.969608828532532954e-03,3.596738275249407035e-01,2.047464687604610978e-02,8.973400403093199884e+01,2.193447924156398943e-01,2.163591933920643584e-01
4.070179528790745724e-03,5.366095029895967539e-02,1.465101328004461689e-01,6.911831850606641581e+01,3.465007734112928173e-01,3.477545814128816803e-01
4.196058536846484707e-03,4.306861353730726538e-01,4.007974356018917383e-01,1.398751011941281490e+02,1.732139469859682313e-01,1.712015259031138270e-01
1.064483206866058320e-03,1.374036324595560854e-01,2.828848024660968186e-02,4.557897619132910449e+02,1.651595665446185524e-01,1.642066653295276846e-01
4.198659906818542550e-03,4.181527160017638467e-01,4.712745733600630649e-01,1.455818957039395798e+02,1.742008208370317279e-01,1.731931876050400443e-01
1.099984870760085378e-03,4.519466199773723436e-01,3.583636108365068074e-01,8.368397174196418291e+02,1.374311621147174256e-01,1.419698031160338270e-01
6.229879770632224499e-03,4.484262613546700083e-01,9.190659185230831696e-02,1.300467909264357047e+02,1.871672811368905731e-01,1.858006752367449554e-01
3.061727922399757468e-03,3.586534957909322530e-01,1.030579306927463246e-01,8.603798780024341397e+01,1.705171070460128890e-01,1.690524098268844921e-01
1.169013155050927389e-03,3.648864966972955592e-01,6.523141436876339627e-02,1.563497584253917978e+02,1.423566962470992348e-01,1.415580500970581579e-01
7.802614501253286958e-04,4.980333775468661073e-01,3.962730292052431547e-01,1.025620695281294559e+02,1.325852703227513030e-01,1.330291095692461012e-01
7.257352944710364524e-04,6.292232881551798607e-02,4.579387212302192811e-01,7.452122204992994625e+01,2.043365205923935168e-01,2.053192469094035633e-01
7.909493287736944593e-04,4.296501310237313409e-01,4.830330462225978505e-01,7.343373013584759974e+02,1.338806625589370192e-01,1.309206200624468686e-01
7.778629389593901856e-03,3.283753800549539803e-01,9.628748902434119961e-02,9.085161634214180140e+02,2.114035300457303701e-01,2.122805892871170719e-01
1.509158363834915782e-03,4.776314535730734612e-01,4.285436130115958253e-01,6.055067852970452122e+02,1.427693841760377391e-01,1.466617759009440636e-01
2.732759300936428090e-03,4.620115946327651990e-01,2.819580431939139320e-01,5.569555182082324762e+01,1.605784844378490839e-01,1.569904554387745454e-01
7.766863818430450950e-04,9.076030482013153211e-02,3.038789442381439887e-02,1.107293684042036972e+02,1.787945500177236524e-01,1.799338845774787754e-01
7.338686151574685609e-03,3.194437346737853400e-01,1.123149559779395013e-01,6.046087498479950995e+01,2.165490201836809681e-01,2.180758038384555675e-01
9.763252122146433634e-03,2.494900253307368865e-01,7.224306722860701635e-02,7.387757118484421426e+01,2.521622015452888999e-01,2.524598284680152349e-01
2.337081886157975092e-03,1.744134974949290151e-01,3.634760538118033679e-01,5.000310707283273359e+01,1.976872780007490893e-01,1.972841801918363280e-01
8.608621561618281723e-03,1.283225342874391717e-01,3.760202025100951584e-01,5.399613285855215281e+02,2.774847023958805226e-01,2.727630049107716559e-01
9.143594936704819293e-03,8.984003522205694092e-02,4.305645350720984088e-01,5.714818114189030496e+01,3.433732344384758939e-01,3.457618436925988803e-01
3.784579613110599771e-03,9.716033531292328496e-02,7.182581534193255290e-02,2.552881090771611809e+02,2.495905107610838780e-01,2.489305102807661818e-01
7.672369613210913318e-04,2.630019608266450093e-01,4.144223752999788291e-01,1.333251498766877603e+02,1.438998269316804912e-01,1.434762497639617274e-01
3.612537599436348515e-03,1.533370301624009668e-01,3.006757879862066996e-01,1.208707291227666047e+02,2.160711710073803526e-01,2.185148943668024368e-01
8.636078999955654461e-04,1.340202430847818316e-01,1.124187624976760169e-01,2.901993844849718585e+02,1.608659977921655659e-01,1.561739070745866431e-01
7.305776264014953933e-03,3.897436190140416978e-01,2.245597413007358045e-01,6.797504365055925746e+01,2.029312385985693468e-01,2.027836137085018697e-01
7.228074941002361233e-03,6.600175426192818329e-02,1.017517554372576738e-02,3.758993392042690971e+02,3.573546551937744065e-01,3.585355435471286878e-01
8.587493171863813408e-04,4.733229129126966805e-01,4.821244489260141375e-01,1.061918914516685533e+02,1.354154061235340878e-01,1.368442977637829294e-01
1.442694740682264228e-03,1.745843461726900303e-01,2.337556485589909472e-01,5.048998822758805431e+02,1.670338033997893212e-01,1.682412061063729980e-01
3.874866357407322735e-03,5.642382045595688983e-02,1.732717846165655051e-01,2.550405366328179468e+02,2.989305464229712883e-01,3.029991429246654544e-01
1.026426325281536503e-03,1.270570238902164750e-01,2.769214361647823752e-01,6.680778001895653517e+01,1.794572770154343744e-01,1.800147931207731755e-01
6.242216947390411864e-03,3.059418404301275651e-01,4.452844422793521550e-01,2.650173331112666801e+02,2.015812411342020050e-01,2.036091501027931516e-01
2.286547671549255326e-03,4.010017900429592164e-01,3.542833178926710347e-01,6.879807887158771962e+01,1.595579568399021209e-01,1.610943069826809571e-01
3.474900595665797454e-03,2.599154976222252666e-01,1.004657812397446448e-01,2.518695192615136875e+02,1.852620214621167605e-01,1.822927264997081520e-01
1.954189579261576912e-03,3.746765637288601569e-01,1.493046690725750025e-01,4.826386983587905206e+02,1.528074222736999777e-01,1.512649525871528622e-01
5.629195107160405581e-03,4.706437896373666385e-01,7.959955232641940936e-02,5.477039194107701405e+02,1.792709390259391300e-01,1.834320650631451333e-01
5.353677243791389248e-03,3.062169474405764813e-01,2.485349316413796306e-01,8.197897202528303069e+02,1.948177160916360617e-01,1.942697354957413913e-01
5.562981370351659759e-03,3.603095657416511832e-01,4.331803790537291365e-01,9.026241917829256067e+01,1.920568358541538123e-01,1.919204567796367056e-01
1.493004017791705424e-03,2.824233474848092951e-01,3.573659342839630160e-02,3.996141823848286663e+02,1.530697296367467819e-01,1.504327829492791424e-01
1.459899463556029462e-03,5.062192044218519205e-02,4.866377618858540588e-01,1.271065706088977265e+02,2.392038893659589327e-01,2.385153564129898762e-01
1.034331627584060337e-03,4.056286968694421957e-01,4.198268515725554484e-01,5.943972688077955269e+01,1.428565320248562365e-01,1.402278775944307276e-01
7.400714040634975496e-03,2.581070705428717416e-01,1.122004336446995598e-01,9.429059480362444390e+01,2.280550465011818573e-01,2.268350955931055790e-01
7.109448595384604015e-04,1.047125882116958229e-01,1.761695829616859998e-01,6.847221976013191806e+02,1.611889687065352073e-01,1.622943659916883108e-01
1.449625598994199252e-03,3.943099283560776991e-01,2.965114426899754241e-01,5.053168368664657351e+01,1.502865839282890581e-01,1.486226164647458103e-01
5.537717194325239654e-04,9.093482532120999995e-02,9.297695879462120061e-02,9.799251444269177682e+02,1.574579502330339664e-01,1.562268075841135029e-01
3.566382422292710668e-03,3.113033697540589784e-01,3.908110049805437192e-01,4.558050234701589716e+02,1.775995467299802399e-01,1.802738783622158669e-01
8.862871279509411740e-03,3.427797552709924700e-01,2.801312508951406266e-01,9.737944220103682369e+01,2.178694755283871187e-01,2.188086834741891362e-01
2.488753136238651669e-03,2.878846915566832254e-01,3.487979768499020472e-01,7.629164518689727856e+02,1.677862117284679155e-01,1.688168108545106127e-01
5.550337872444370893e-04,5.714166277243001163e-02,4.946788073885670656e-01,9.124828682898480281e+01,1.952074631663452409e-01,1.971950021370890427e-01
1.438168576594789361e-03,4.699522861780621175e-01,1.906632998642258658e-01,5.998197639548433244e+02,1.406801682991614122e-01,1.395763559191804670e-01
3.629812198241677470e-03,1.332653069549105673e-01,2.315528280279877116e-01,9.515451101402098288e+01,2.287379118852701787e-01,2.279555404060615853e-01
8.110434017261706737e-04,3.078199914825900940e-01,2.220139264696759929e-01,1.785560632930050815e+02,1.395965864111617660e-01,1.354779219991470995e-01
2.372089828284338654e-03,4.321645255906223504e-01,3.493412001396430377e-01,9.888820547053576604e+01,1.570347545900078745e-01,1.585001706643069386e-01
1.374897471398024273e-03,2.052070341244366380e-01,3.364348778891285141e-01,3.062560455583218868e+02,1.615011364328067245e-01,1.610853241213650588e-01
5.721521232195123183e-04,2.547218451738214595e-01,7.938331052278452260e-02,1.199705265379597563e+02,1.372611719871157931e-01,1.372510344509579316e-01
5.223824976396866313e-03,3.323459720447707322e-01,4.653220954679279653e-01,1.343647368196295702e+02,1.915110329934553157e-01,1.893294797482485969e-01
1.191890894491775708e-03,3.579566624526582808e-01,2.960203482838059119e-01,2.286029215195462143e+02,1.439757380389528607e-01,1.452139336997370078e-01
8.606737920333526991e-04,2.215600026312068427e-01,3.139435677643377942e-01,1.299972349473325721e+02,1.498698009230768624e-01,1.511213896677527924e-01
3.583468945873972272e-03,3.777332506567298576e-01,4.854365750410603586e-01,1.074340180702659069e+02,1.733807284602000010e-01,1.737424028882631200e-01
1.868560077485130737e-03,2.138923643366589245e-01,1.370087061179350307e-01,5.133388948068621005e+01,1.786142948273976294e-01,1.754347484717007355e-01
1.321784051162794597e-03,1.947932131333210415e-01,7.321323872833446211e-02,1.506219595243658489e+02,1.632876004078783472e-01,1.616012853729700272e-01
6.803665088242675076e-04,3.351654645194038773e-01,2.949137587331494004e-01,5.724315143010068141e+01,1.391567231010152061e-01,1.390864841055182155e-01
9.638079063118270076e-03,1.371647554476989050e-01,4.675221211334506521e-01,4.964871234288905839e+02,2.768243554888283331e-01,2.751489066160228703e-01
2.957906985123314250e-03,3.799581885801519565e-01,5.163128663642718719e-02,6.845904885052584632e+02,1.638856822227421628e-01,1.646566193221057628e-01
1.886741837786609340e-03,7.652673942200874380e-02,4.197450379319195291e-02,5.919418966551932044e+02,2.170838308227033275e-01,2.190947318437684310e-01
2.900706655473102736e-03,5.401199663891564917e-02,3.515415147282274777e-01,5.817449691176979343e+01,3.111034007401836665e-01,3.095916140726603927e-01
1.944223383292578797e-03,1.227038051849043271e-01,3.083170712779433331e-01,1.952461331492005741e+02,1.952460435321952958e-01,1.948825985066803268e-01
5.319013443530725208e-03,3.496557838674731467e-01,2.070726550869214089e-01,2.757737302230938781e+02,1.897238752034546283e-01,1.883525942439886747e-01
6.696170738781931885e-03,2.881383251115532396e-01,3.749991353867067057e-01,5.344912578456365964e+02,2.077002924523286553e-01,2.097620410901563925e-01
1.236072957796606952e-03,2.275065687749074916e-01,4.937034040936515433e-01,1.396668813115908279e+02,1.583082508501711394e-01,1.601013566958405243e-01
8.123540319895688339e-03,1.027281776579510586e-01,4.408616205978033165e-02,4.757457164723479650e+02,3.113805569750811020e-01,3.167037670184972287e-01
1.210809101537099882e-03,4.744464768263757515e-01,3.118729915114963336e-01,4.933327909983415793e+02,1.381249787633982706e-01,1.381392132507453241e-01
3.361917918644886580e-03,1.486558086325115435e-01,2.307084000185778416e-01,5.228906971186829651e+02,2.087912049012512483e-01,2.069231713080716129e-01
8.434586274551313101e-03,2.589480123002590450e-01,1.725951022490569420e-01,1.392703490861820512e+02,2.330516967877283019e-01,2.338709413671294091e-01
4.041405061171812058e-03,1.448023692847667521e-01,6.227937891230939105e-02,6.207501849150305873e+01,2.377153880012524700e-01,2.372506042809150173e-01
5.874074450765512118e-04,2.589788435509388642e-01,1.938673724064560178e-02,9.382326843094986657e+01,1.378857411757935525e-01,1.382682037556070831e-01
3.220227923636868796e-03,2.156611567047706512e-01,3.321567737400151210e-01,7.908370409363470799e+02,1.877913227457087553e-01,1.902794030049813900e-01
6.497935343929904344e-03,2.052306294298862355e-01,2.164463697112238294e-01,5.154855235911117006e+02,2.276496887285218151e-01,2.270805453799620011e-01
5.853023484020865872e-04,2.569351564871693583e-01,2.008298907726342453e-01,1.146812102668496749e+02,1.385077864640971157e-01,1.399543725956290119e-01
9.123634181065207790e-04,1.000092612654292779e-01,4.054945353994818813e-01,4.412224476135360760e+02,1.718184583474076932e-01,1.675864638202466950e-01
1.708153720735094885e-03,1.445209727300820479e-01,1.673616258042559535e-02,1.697695228755741255e+02,1.836875832959175281e-01,1.858059932146989002e-01
1.606139490447391601e-03,9.809045150928551171e-02,1.053363653938671485e-02,6.110087792853564679e+02,1.949020222283164572e-01,1.951735410748321742e-01
9.439291679832881657e-03,1.387602246248053617e-01,3.018998343243671223e-01,4.051129178877307027e+02,2.827416090988077446e-01,2.822665816203707156e-01
6.466208861024866188e-04,2.826592483494732022e-01,1.416383057930976075e-01,6.865803827306210394e+01,1.400124925774880735e-01,1.390165862432340138e-01
8.496574114996987637e-04,1.804365113035270030e-01,2.194417365445650026e-01,3.110380832461042928e+02,1.519581179738743459e-01,1.547967912072461816e-01
3.332691639147752124e-03,4.877581359007047701e-01,2.651379284523476820e-01,2.130581269911898232e+02,1.611051330405160742e-01,1.600987022223120948e-01
6.998069609212766596e-04,1.287818463053307938e-01,3.695348633513033110e-01,1.879273480749579619e+02,1.589541201404305049e-01,1.614977592893879210e-01
3.180471482712439284e-03,3.037168874429574950e-01,2.633098073176658449e-01,8.430568308381647569e+01,1.785729501364103911e-01,1.775676542079343556e-01
3.310794452921457433e-03,4.688511959371533533e-01,4.295243683862236539e-01,8.430607579391128183e+02,1.616325927835377541e-01,1.617348823766954768e-01
2.614398375368013130e-03,3.495031739563309037e-01,6.416082427583252867e-02,1.886920225801929405e+02,1.640131274219910895e-01,1.647351685973474922e-01
1.769772996363035231e-03,1.462648221431587514e-01,2.332864577972197373e-01,1.008365334250198941e+02,1.877679589137140059e-01,1.918301439587031532e-01
2.036950369797221969e-03,4.976405165580783940e-01,2.856908732492015046e-01,7.498657188513354868e+02,1.472785080399425239e-01,1.477916624806874246e-01
1.516170381474769586e-03,1.179278452788864034e-01,3.668781176031442604e-01,2.530568082959497076e+02,1.853702984911409779e-01,1.858597014570343708e-01
1.596245410114979562e-03,2.930682822219756734e-01,3.906923794691400942e-01,9.242026898811666058e+01,1.585865449417490358e-01,1.584702294550165702e-01
1.418081204852901641e-03,4.523149793266432184e-01,5.029411788492693658e-02,2.610481141513245689e+02,1.408320440021915976e-01,1.402481203873196247e-01
1.250200796720388587e-03,2.844068298645119897e-01,2.551738145058001783e-01,5.199086171142588455e+02,1.492214463847063299e-01,1.480288363366726867e-01
8.381809260255940978e-04,4.812897821455663916e-01,4.772840012830014689e-01,9.108836360937223162e+02,1.329256154258139921e-01,1.365636634536259442e-01
2.694390173402649944e-03,4.029456857841213768e-01,1.834026547221662140e-01,6.462607386146999033e+02,1.595540403833545506e-01,1.625160951409006238e-01
3.076112094989987868e-03,3.328901019484984403e-01,3.976557410187020469e-02,4.232846632698050939e+02,1.700466181642050489e-01,1.686950505201372796e-01
2.559047646124943103e-03,3.174802494019032251e-01,2.045246420189977821e-01,1.201184021321147526e+02,1.680180839490874323e-01,1.683641046119403462e-01
2.290676231619681504e-03,4.305135072227104232e-01,8.512005399151079121e-02,2.914676331431247718e+02,1.533445266167074994e-01,1.510162097789636837e-01
5.675234224744205372e-03,1.729753326825522741e-01,3.570251863947921378e-01,9.131727464577674027e+02,2.267334914697522741e-01,2.286421493135426253e-01
7.705318407974387843e-03,1.786574821159497839e-01,4.845965903602466596e-01,5.874282212131270171e+02,2.410189640302919656e-01,2.424202403904592296e-01
6.027630021812002909e-04,1.407346696663782926e-01,4.304913026066693460e-01,1.490119275419338578e+02,1.541734220628854790e-01,1.544266197940195040e-01
1.684044954481265935e-03,3.943121182434202732e-01,3.525353799629444840e-01,1.130133825993631405e+02,1.508289224810090146e-01,1.492432104902912116e-01
2.045308808000018044e-03,1.146020918110983444e-01,4.972346472171714216e-01,2.436480511993156597e+02,1.984706721246247974e-01,2.000316584685604970e-01
6.726022974729604443e-04,4.735178150430998101e-01,1.531827491558565568e-01,3.933358675175558119e+02,1.278572629020126861e-01,1.291210214020421521e-01
1.355619731913324183e-03,4.165513268668532554e-01,3.246683906396953256e-01,8.734246264107766820e+02,1.426410019917086214e-01,1.423125764727847520e-01
1.747681351057606657e-03,1.565008149712550922e-01,2.736223474901622876e-01,5.663018160049957572e+01,1.903985353322592555e-01,1.919035164235594337e-01
5.645683163909523839e-04,2.481635593767204107e-01,3.023419619474291276e-01,1.106171329686513616e+02,1.394767623379930266e-01,1.368190427008811882e-01
1.827232739430916918e-03,3.928379059566880493e-01,2.250760370524572118e-01,3.815810543069233063e+02,1.504102435806054239e-01,1.492431523801898696e-01
6.786505980802377217e-04,1.214362446683824731e-01,4.719023496473315205e-01,3.853479256747058344e+02,1.577459831374274091e-01,1.558734308916347455e-01
1.685754467134931460e-03,1.621590482895325924e-01,7.138940916446290252e-02,2.496227074637922954e+02,1.765514963777112811e-01,1.768089945391163043e-01
9.075483053112883957e-04,2.346187198998697654e-01,3.674114448187784654e-01,1.241507896488372182e+02,1.500312837862750326e-01,1.533963350165490902e-01
6.781725807777089091e-04,4.337434300870312565e-01,2.773529512839754130e-01,3.184864836921566962e+02,1.303601049760123587e-01,1.304860184300817294e-01
6.059335463772156207e-04,1.731417611037700255e-01,2.190328845012310399e-01,1.923679993156321473e+02,1.465238726988120632e-01,1.488265581145808147e-01
2.336679150711337000e-03,3.799482673240754949e-01,1.255122254269268045e-01,2.296493315483015465e+02,1.578764826418102563e-01,1.578414067447715396e-01
5.044286863172718020e-04,3.938292260166103564e-01,2.105956794100907747e-01,1.295958548770270227e+02,1.283629775609791690e-01,1.275776944997584761e-01
1.643539060495285715e-03,3.929109480560695200e-01,1.444146813311102395e-01,1.313415702871047301e+02,1.489182341984013336e-01,1.509707078317224505e-01
5.990657430610445231e-04,6.978803538811413631e-02,4.716140824851151603e-01,1.194535822954602082e+02,1.820204799549063057e-01,1.831311340266791321e-01
3.933401682930697668e-03,2.705176432497973238e-01,1.357364679281581332e-01,1.250550110469473708e+02,1.906378101210839393e-01,1.935003920464037075e-01
3.496835223257509923e-03,1.929577597731519378e-01,2.396081157428457398e-01,5.334102455505320250e+01,2.094321192130960685e-01,2.114039813678868784e-01
7.918951233507921794e-04,1.726030166520849396e-01,4.589084598853382935e-01,5.400274639184452496e+01,1.627716689504622449e-01,1.611693164320826543e-01
1.486819462503847404e-03,4.157589763996439869e-01,2.053735532202877745e-01,1.140360032815617188e+02,1.459194189842864253e-01,1.408458578587560295e-01
4.372722221820190582e-03,3.133585285116770591e-01,2.834260422689259262e-01,2.135497779828324667e+02,1.864131958911070808e-01,1.867085599546286778e-01
7.337420674808273592e-04,1.450970635936397746e-01,4.670651209121283176e-01,7.159084539853942033e+02,1.538777539580379050e-01,1.515446590876639299e-01
5.707912711638962050e-03,3.729633703104191511e-01,3.938426018105882775e-01,1.176109655760513277e+02,1.908090704485178035e-01,1.880094578195501132e-01
3.627289121736375875e-03,3.744953840746759188e-01,4.799633243248832004e-01,5.751433640995918495e+01,1.767970868662682715e-01,1.738535109216695629e-01
8.388398239587724695e-03,4.708994532502149832e-01,3.625726684154455537e-01,7.375528518170902998e+02,1.947704769755233822e-01,1.935054933112894948e-01
3.033849228569012596e-03,4.924577739833828072e-01,4.143235199363666799e-01,9.150766266376476779e+02,1.578055706863281393e-01,1.574224695960760312e-01
5.714566070656457164e-04,2.748299253005568876e-01,3.572945639539244489e-01,9.339454079317354740e+01,1.386309286772822169e-01,1.386576731144670838e-01
1.703151099095760864e-03,4.565836047873635950e-01,1.786154481550325523e-01,8.159309754654565268e+02,1.446390709347172565e-01,1.487437948713747904e-01
3.934364549800149942e-03,4.173522686291853967e-01,4.314541707651234348e-01,6.975376463896899395e+02,1.704886097273198009e-01,1.680789526293190173e-01
2.038772545290536142e-03,4.076596741924405354e-01,2.144741646949131497e-01,1.386583475830791485e+02,1.534199243057873530e-01,1.534133164569044805e-01
1.522741167227861531e-03,1.077544058231980073e-01,2.280795489365246564e-01,2.107659049404794871e+02,1.909983948948790478e-01,1.885241065292589946e-01
1.059249689355030478e-03,2.767545147868261668e-01,3.573661701934763291e-01,1.722122058637318389e+02,1.482432101506565014e-01,1.462660605356510268e-01
3.949434658668823407e-03,2.994831351031383981e-01,3.946474683981551212e-01,9.591191885832007529e+02,1.823317686573875385e-01,1.824779690719456615e-01
7.968834744844014968e-04,4.123456966736395168e-01,2.539066232365117526e-01,1.490796168788466503e+02,1.342994099372898931e-01,1.351488315992410150e-01
4.924489399827282170e-03,2.016575884844867272e-01,1.431685731705675813e-01,5.502716882785298367e+02,2.133784680873704320e-01,2.108194253961201137e-01
1.160192722253715380e-03,1.788667631515369338e-01,4.843776847677161990e-01,1.078431109839058308e+02,1.653514517004837647e-01,1.676508262694033358e-01
2.820190422477433442e-03,1.443453698125749807e-01,1.648883452398983152e-01,2.939928804269666216e+02,2.034506961400998903e-01,2.016014442117262107e-01
7.910928670708668523e-03,3.581289224272176108e-01,1.282046105017369264e-01,1.928975305093284192e+02,2.088468060642610369e-01,2.107740231193975800e-01
2.955938134469955104e-03,2.970852034015226129e-01,4.882414320820530618e-01,8.883469100682842168e+01,1.766123648919994127e-01,1.765182261096056859e-01
6.753242571778096670e-03,4.106533370216639001e-01,2.584604349663680023e-01,3.291277884291731652e+02,1.924772959079124324e-01,1.942993085809153198e-01
6.535073293207355064e-04,7.897678473947418454e-02,4.312324124489674837e-03,7.250640901382733716e+01,1.867953987257927606e-01,1.879382168369541917e-01
2.306223422921199837e-03,4.777981147801592110e-01,4.759391083155067870e-02,1.492802582627498680e+02,1.513394312969486566e-01,1.507755812440532972e-01
3.550659261997035892e-03,3.135420196181115116e-01,2.277139755990760794e-01,1.741393883249106977e+02,1.788225086230031680e-01,1.797875254433542180e-01
8.131728768357680825e-04,1.174359821849292329e-01,3.432768456888198316e-01,5.631720038235486214e+01,1.787531371956417314e-01,1.760763944718290175e-01
4.024216414323380023e-03,4.751746050955702461e-01,2.678293722848559266e-01,2.572168839951490327e+02,1.674779949021411862e-01,1.648857024592578491e-01
3.602759652752586875e-03,4.882984560029544063e-01,8.311881810427401707e-02,6.464428515929099603e+02,1.621719001715508368e-01,1.614674106330262482e-01
