a,psi,theta_obs,q,Prad,Prad_noisy
4.823449629271042949e+20,6.188030480975957870e-01,3.292992635308374938e-01,1.878775087286164788e-19,3.329683133195263840e-12,3.278137902741846452e-12
6.917204871591564411e+20,6.685568186127187618e-01,1.304481410745346626e+00,8.534582332924100999e-19,3.088199803096901538e-10,3.086837107058137230e-10
1.793542405761984430e+20,4.963597619638798752e-01,1.175075178005692278e-01,6.857810879777606751e-19,3.945642299278075548e-12,3.961035004597671585e-12
5.721250743026912461e+20,8.600758661610222733e-01,1.194297914440931585e-01,2.126807545924653835e-19,6.678255699318388031e-12,6.662390578896215138e-12
7.802394014620161147e+20,1.136204488764430920e+00,6.517058612840703757e-01,8.444716131510183869e-19,3.586698173664627814e-10,3.586421841489342659e-10
5.219643767428772659e+20,5.504678125497245444e-01,7.538002370885054093e-01,4.046486912636284306e-19,2.474754343710493013e-11,2.484525625245744713e-11
7.545851760073175204e+20,2.229404073166265654e-01,1.883154569102704623e-01,2.606886124990450281e-19,3.679608163355100603e-11,3.666654135018459351e-11
6.978346045608109015e+20,3.270388725732255031e-01,8.658542317540063316e-01,7.526027923257827400e-19,2.610671064609692274e-10,2.609730278729171353e-10
1.989008715832006410e+20,1.245462709574275628e+00,4.430521406954820440e-01,3.768774491608615240e-19,1.523857090510928611e-12,1.540070587330663503e-12
5.294185747298811249e+20,1.264802976465990270e+00,4.323495036753763898e-01,6.843825272939071458e-19,5.121897779257739481e-11,5.130174512492145500e-11
1.280812741304894259e+20,7.050101923675626825e-01,8.628613022784065167e-01,4.554238459917296478e-19,5.105898901764563710e-12,5.166712801922181047e-12
1.818486203152221143e+20,2.571130781142655364e-01,1.108631844643673814e+00,4.824669040368759228e-19,1.318273845908958154e-11,1.325502452837094597e-11
7.059042815394290074e+20,1.121845761334551828e+00,5.830171102355644619e-01,4.679572925766256354e-19,7.008489485393996974e-11,6.986776742371017319e-11
2.978814062431662244e+20,8.862316107301797530e-01,1.094432021968798407e+00,9.425052388667888369e-19,4.145123559566544967e-11,4.150069043615734732e-11
1.455759092721291100e+20,1.004415442756623866e+00,1.041764889505265357e+00,1.994929675155385057e-19,7.314516772824637747e-13,7.730771292317799096e-13
5.215597532423118520e+20,8.830688165330610184e-01,1.393966196446785877e-01,8.753317446241037705e-19,8.315367544084139704e-11,8.322162782935688614e-11
7.283912240722463949e+20,7.027568546101514713e-01,1.930579299467641285e-01,4.295713132915899997e-19,7.498541354140441859e-11,7.491786367314599756e-11
3.521713754483538002e+20,1.050512342163195223e+00,9.629579045093864531e-01,1.487762922760806213e-19,1.069878803465455400e-12,1.120731156157165004e-12
2.715404997210093650e+20,1.387168253103356674e+00,1.204610289933247258e-01,9.980435569737755413e-19,1.886118909281544021e-11,1.896077322680022738e-11
3.077178824306836111e+20,1.373426218156045708e+00,1.978367459169974585e-01,5.283049670850612423e-19,7.083148672487648721e-12,7.242365220507670180e-12
1.207800406630139986e+20,2.624821191941167919e-01,4.658448643386677857e-01,2.156753612543282686e-19,7.001372649246845993e-13,7.257509686013599921e-13
1.375655252379776123e+20,1.457021369372819286e-01,5.440729210530006466e-01,1.826271723651801733e-19,6.964111526168850403e-13,5.656007625051666165e-13
5.161886152618631496e+20,3.068816702709077360e-01,1.217308246248467007e+00,1.833583328595193830e-19,6.798121916817400959e-12,6.804190773676411614e-12
2.938581866878624727e+20,3.803884382491802274e-01,1.123036829045068075e+00,7.905952395128529500e-19,4.687378920181771514e-11,4.693816782730977874e-11
4.851819468370907628e+20,1.319710964012113408e+00,7.173762958335722084e-01,2.907144694357692808e-19,7.183067254387332481e-12,7.234500851693631309e-12
9.219317018728961147e+20,5.753332957406555037e-01,3.337463970963252535e-01,7.869043646042240224e-19,1.085416750659539391e-09,1.085606672107452084e-09
8.238144994053610537e+20,8.609992984387214721e-01,1.614089584089340723e-01,5.993459528130277457e-19,2.599596714182525261e-10,2.599405995732792033e-10
8.440546154492586885e+20,1.353015065259719707e+00,1.025174426160709418e+00,3.085089161217648947e-19,6.682230865026546830e-11,6.672249134147072941e-11
9.361212548068908728e+20,8.497559508413540241e-01,5.343258539849938815e-01,4.462197496834790661e-19,3.448304523563893862e-10,3.447683913851865241e-10
7.002792603783734231e+20,5.352321559931825234e-01,2.415773013386538770e-01,5.968491805419301333e-19,1.274084271906719612e-10,1.274741532721109759e-10
4.939340865232747233e+20,1.161781968633866180e+00,1.203919013809483518e+00,8.719098604087781757e-19,7.713666162088608098e-11,7.705830958023151752e-11
1.660022423404939182e+20,6.269734148004317831e-01,1.379959376166924656e+00,5.788954470729947084e-19,1.571480423151872613e-11,1.561270217549522426e-11
7.495357376691029934e+20,2.985703558359649179e-01,8.521925680837812989e-01,4.246062559510795873e-19,1.146579454823846085e-10,1.145761820823045353e-10
2.000611398758824018e+20,1.053268729867224973e+00,1.403503880108355750e-01,9.870422744934616604e-19,9.712841442765501051e-12,9.833174992338127144e-12
3.730479830899367608e+20,1.057580990485815331e+00,4.897573610177776704e-01,2.344755602256516806e-19,2.488820829127064956e-12,2.513229434527585704e-12
3.525477571997081272e+20,6.466573208757265823e-01,5.235096380927101167e-01,4.233182131778079134e-19,8.791722417461593905e-12,8.759412536005171122e-12
9.440682261605416960e+20,7.821257822505279789e-01,9.905754275850863211e-01,8.060473479120512582e-19,1.334081117877449000e-09,1.334165989051631512e-09
8.799575582983575306e+20,1.028498918228931469e+00,1.142684014714389518e+00,1.922212045633314287e-19,3.955558739323744548e-11,3.962445302751739715e-11
3.291338821001190441e+20,1.149999783462641423e+00,2.498190410152157925e-01,8.685197861034036091e-19,2.311676985166311586e-11,2.302145462855691264e-11
4.372795271153682350e+20,5.293479957721675122e-01,1.212203074010950399e+00,9.534526565672355432e-19,1.150092044105292774e-10,1.150923269128587771e-10
5.296136473516279071e+20,1.322690100855662187e+00,6.172425288997763770e-01,5.408913404129953864e-19,3.200513629242876553e-11,3.203023768982454405e-11
1.429460472254169416e+20,1.274970098263658258e+00,1.284889042688388272e-01,8.558959362721506795e-19,3.528097149074396458e-12,3.325427754497369491e-12
1.173074624127590564e+20,1.051390732247474258e+00,5.560977318144929571e-01,3.316512531660161575e-19,8.122510080963314202e-13,6.961233870279387711e-13
6.121890048404991508e+20,4.409846947901859826e-01,2.643408922311815679e-01,2.565686702756701255e-19,1.385163068966950977e-11,1.387852367138205560e-11
5.502134314700505743e+20,1.998155836514878270e-01,6.820573170289769838e-01,8.345355799141995658e-19,1.305176354876110193e-10,1.305668120442580816e-10
6.665172929099421450e+20,5.969475168561897416e-01,4.451113671592632492e-01,9.791245074184081178e-19,2.865164979895992806e-10,2.864893076221334518e-10
8.905740960107920097e+20,1.009476266207009809e+00,9.598358770157748854e-01,5.924505273081510875e-19,4.048604435013952847e-10,4.047630197937004493e-10
2.244974899792373350e+20,2.116369785835661155e-01,7.753077130577600284e-01,2.102378544400803618e-19,1.960711857876613207e-12,1.986481034824685476e-12
9.063826848508816916e+20,1.110736392480050405e+00,1.187969338943219544e+00,1.481291403661700448e-19,2.683257265194904084e-11,2.665305388556173855e-11
2.886465096700894904e+20,8.063402835412383229e-01,5.089993490070761073e-01,3.662447816530097213e-19,4.069193031649220754e-12,4.125512696486744826e-12
9.304110857745640980e+20,1.025360898119500819e+00,6.874147395349081702e-01,8.355283078857636796e-19,1.046245257633974927e-09,1.046231714673382052e-09
2.427409083367319142e+20,8.423699050248586451e-01,2.746902341170707196e-01,4.022391721277066912e-19,2.763720611709300366e-12,2.762441132365725421e-12
4.595348282294895247e+20,5.203684153819152503e-01,1.308955325634526101e+00,2.830516299924057940e-19,1.158306311706325080e-11,1.152015288559991200e-11
7.627971201790973051e+20,1.182266349940746863e+00,8.972404234118080968e-01,8.087443989392734661e-19,2.944828954184603559e-10,2.945663629077858515e-10
2.801835633825742520e+20,3.378251747381502135e-01,2.980886353985602311e-01,4.365910878745890310e-19,5.060819129526035183e-12,4.832137814003333309e-12
2.054550386438998917e+20,3.121391243246465219e-01,1.006650676392698340e+00,8.749487335902328803e-19,4.079079385977684177e-11,4.070667231689638133e-11
3.418602180967876526e+20,1.241987586881893257e+00,2.272137363472531146e-01,8.749887731350935077e-19,2.531554327480134383e-11,2.537439288743233935e-11
4.027899029055296635e+20,1.084505621363284433e+00,2.069642529821665300e-01,4.252972061709915824e-19,9.184593322008713407e-12,9.116806032587875113e-12
8.973312219610750648e+20,1.263346816319842247e+00,2.780422274080417977e-01,6.938561680272433204e-19,4.914229038397267419e-10,4.915691622618649701e-10
3.256665927328278774e+20,1.028027543026096335e+00,1.116522356108441416e-01,6.554445101574681898e-19,1.268786129262270404e-11,1.273173819563616445e-11
7.136853745823552635e+20,1.519041315063470454e-01,5.102538467797638200e-01,4.910406600084798904e-19,1.099088579784369895e-10,1.098353758868329924e-10
8.513751424477425828e+20,8.990543955816591160e-01,1.378399268741504535e+00,8.141533664906547771e-19,6.492807918804609737e-10,6.493924852353593275e-10
1.120155362079293276e+20,2.458579034292843468e-01,3.186476947548166905e-01,6.171423448647853145e-19,3.269375888648755152e-12,3.262669276535045123e-12
3.463865507992375132e+20,5.240839132614316664e-01,1.272452094869985784e+00,9.891036664797355914e-19,8.723808765261156446e-11,8.729817635321593668e-11
9.124539908135518208e+20,2.911602573220659629e-01,6.812639163324323288e-01,9.599915363870688002e-19,1.793394249662871227e-09,1.793336104899700889e-09
6.235378997802206495e+20,9.636213393724265552e-01,1.276027620436381405e+00,1.988511257071814795e-19,9.366668878132227098e-12,9.310249659706058181e-12
2.523814235088619438e+20,1.116953483638202904e+00,4.744206564275705862e-01,6.669416697130418903e-19,8.378995036708812755e-12,8.452215718285670825e-12
5.438534815083733975e+20,4.337886094372581658e-01,1.241854740951720437e+00,7.027272682117269347e-19,1.086964913782305133e-10,1.087096549269314075e-10
4.601887962342944276e+20,4.056901981686781289e-01,1.093763070645439872e-01,7.446002211158012779e-19,4.337367332468051563e-11,4.330230908894128686e-11
8.518797939266179564e+20,5.807293150883110489e-01,4.245362492247307662e-01,1.594708158781500666e-19,2.616492710092722182e-11,2.608154123869891455e-11
8.133488491436858409e+20,9.573211157195949950e-01,1.109087665108341669e+00,2.339124670609053127e-19,3.915311067974231869e-11,3.922089599488202830e-11
3.917601464832828375e+20,1.057877383663471393e+00,2.049698574421955355e-01,1.501511403251146261e-19,1.068288011659333626e-12,1.245944278146117325e-12
9.847582268344433377e+20,3.975505717658910365e-01,5.276490828311861669e-01,4.971966845615410066e-19,8.399957433261534631e-10,8.399168091437890572e-10
1.430096381036954583e+20,2.568841234365540904e-01,5.114710990279641711e-01,8.551107412618425736e-19,1.381890760877373508e-11,1.389006706636072447e-11
9.186865783031238492e+20,4.851425143377070537e-01,5.061103012113162825e-01,7.180457164387511051e-19,9.435039539365001298e-10,9.432208771878236978e-10
1.875403295419302871e+20,5.087875824252009460e-01,1.271349958747272524e+00,9.257591788763949393e-19,4.611115868981356443e-11,4.597840588589015327e-11
5.988474267440398991e+20,1.363472378785167249e+00,8.370681543399949298e-01,6.437940415190477462e-19,6.737670609579453556e-11,6.744781173749814949e-11
4.770119182720959119e+20,9.319023544637000667e-01,1.577017365483939226e-01,3.253402718837256693e-19,8.703167460970877991e-12,8.864505261144869596e-12
8.410788363866223411e+20,4.888770276470124632e-01,1.287656195966826178e-01,1.928117825943074539e-19,3.503435944118115148e-11,3.504503464440928579e-11
5.324555450729014886e+20,1.209278120984951910e+00,5.004357489343584930e-01,4.978206026156505221e-19,2.806964814980587609e-11,2.812809906970751057e-11
3.532707324221401334e+20,1.048200209212413414e+00,4.626153201102698453e-01,1.579389492392482659e-19,9.877012713559321993e-13,1.017952875676894217e-12
7.415334572825348669e+20,9.868888518417288092e-01,1.119002174310121278e+00,8.947857846342309114e-19,3.598324925012493278e-10,3.599368033987280899e-10
4.438152094774688481e+20,9.637915373607246483e-01,9.663771051764504794e-01,1.302574469900038829e-19,1.454553509863126836e-12,1.352258443123214842e-12
4.826594146297264210e+20,9.267335984822433481e-01,4.836093321186932803e-01,9.229900659491037929e-19,7.833120720326338403e-11,7.839881500838776943e-11
8.346248722726968361e+20,2.130126570937362629e-01,1.938746591687754428e-01,6.546047941477972156e-19,4.135197456482555900e-10,4.134817031385527114e-10
4.205846416624400466e+20,7.066535603066776972e-01,8.749564342506578329e-01,6.007686221777811808e-19,3.184130768943738062e-11,3.181268767281663021e-11
5.770439404662051963e+20,5.641243857141674534e-01,1.218661894735133311e+00,6.894049990885860400e-19,1.142719873557314264e-10,1.142764063782600506e-10
8.278687569315224617e+20,2.069492289529118456e-01,3.054081841349992610e-01,7.020739939797256543e-19,4.615716124827536323e-10,4.615562338612051331e-10
8.440389756703034573e+20,9.978553825422569190e-01,4.550999155378674388e-01,2.633428678988683044e-19,5.544638137090275052e-11,5.537545268032032858e-11
7.152743329970967020e+20,1.384085087036325046e+00,6.478738611516349222e-01,1.484040466514645474e-19,6.930449437004187918e-12,6.910165065076280479e-12
7.388445885163870618e+20,1.079910828432966374e+00,7.892673954969310346e-01,3.302808220712261212e-19,4.417349441807534591e-11,4.408502315548207903e-11
1.856675628950838313e+20,9.468663370639107679e-01,1.385006607094390274e+00,2.842365450015585266e-19,2.384008462172807232e-12,2.535286648713043362e-12
5.907073442397183017e+20,1.178052458512381939e+00,1.340477545580186058e+00,1.247342027654882550e-19,2.682509968344814209e-12,2.756639813990169658e-12
6.381726630833282089e+20,2.587843092386969968e-01,1.109450909613318048e+00,1.856634411913941626e-19,1.260782239297986724e-11,1.257202465984272615e-11
2.269939735054446756e+20,6.607516216591939884e-01,9.513562304023477356e-01,8.837236903855983564e-19,3.176953654521291473e-11,3.193168543798512589e-11
8.995048097481576940e+20,2.017247356689110815e-01,1.617303604324324129e-01,5.452115145330082009e-19,4.766766331886828611e-10,4.768087357785230371e-10
7.081104901065223700e+20,3.684562972288996097e-01,1.103830816359427036e+00,7.686645172817873155e-19,3.087670394246898427e-10,3.088203394847377084e-10
1.928324744255729828e+20,4.087450413053034248e-01,1.202621797113727631e+00,3.610090966320864509e-19,7.430923131057216830e-12,7.383259020702972441e-12
2.095571506463679775e+20,1.439184456930875933e-01,7.359870545250090101e-01,8.908706124236721719e-19,3.198652774282279105e-11,3.201716342995831731e-11
1.932092624223826412e+20,4.848748589594139569e-01,9.941841790650609578e-01,5.255659396927632898e-19,1.244209250329603744e-11,1.250379233966771981e-11
2.303378127273305047e+20,1.180979643417252867e-01,3.651403715806161854e-01,7.527597808016589085e-19,1.245564237864765383e-11,1.259812258240793383e-11
6.307697384078681047e+20,4.554194308474357467e-01,1.593952168330371455e-01,6.733519274960701381e-19,1.043807414945864622e-10,1.043681531908350755e-10
1.877915813108455506e+20,1.047360957399171566e+00,1.785097218312352574e-01,8.188483515962621562e-19,5.991727312020846765e-12,5.940994923173862410e-12
4.679018405514988093e+20,1.307537102345672331e+00,1.334887964039690456e+00,6.554059836984449189e-19,3.445306788962748301e-11,3.468478583734524664e-11
3.597951739962047857e+20,1.304953393012858953e+00,1.279289170857383251e+00,7.108492731501795749e-19,2.116047172256424510e-11,2.130279744532493129e-11
6.882024683552602849e+20,7.986784609543198243e-01,1.131550342570687429e+00,3.854766169918618037e-19,5.524929905902887421e-11,5.528544306561666761e-11
7.411007410257030021e+20,1.202653014191522374e+00,2.979527874927920261e-01,4.215544573820585046e-19,6.732955486213576870e-11,6.724390367288889045e-11
6.745240989863175782e+20,6.845242245542643156e-01,3.952412052659161068e-01,9.553486331440025604e-19,2.749275149196405871e-10,2.749809161176710971e-10
6.358679533603717120e+20,8.255628803669604610e-01,3.985865859493243901e-01,1.420384741897163210e-19,4.597720158125204122e-12,4.713461680445537322e-12
6.005800550179286548e+20,1.322122414712679106e+00,1.971919734335088603e-01,5.850368974511331963e-19,5.553513032857556136e-11,5.561498870705353382e-11
7.908366058794989650e+20,3.601303078716134864e-01,1.235499691570072445e+00,4.483571202047759005e-19,1.807599267795176131e-10,1.808466254659472827e-10
5.511490859503340093e+20,2.514909583829025852e-01,5.012033626900270766e-01,6.149679880675374377e-19,6.321412200286850281e-11,6.322366668892273596e-11
2.926860728451402629e+20,7.438400240627591753e-01,6.244860884791419986e-01,2.668534214463487957e-19,2.589629326917369679e-12,2.707307829942259221e-12
1.984696814083055944e+20,1.176664989342825596e+00,9.326759468867359404e-01,1.998692885557239132e-19,6.252684465934137977e-13,5.708714641727221771e-13
6.400433980272324116e+20,7.105027184747763069e-01,1.377002161491452381e-01,5.090326937210578016e-19,5.981912540367481365e-11,5.978085745995200537e-11
8.245178372048589947e+20,1.882876157038166909e-01,5.903816730999162932e-01,9.981775098591250634e-19,9.867975385885159040e-10,9.867532891511676286e-10
7.458882203463134740e+20,3.220203989142197409e-01,2.185592767235778056e-01,8.183973991387153195e-19,3.381901297412005783e-10,3.381314956809484089e-10
7.370180379035725988e+20,7.686225594110331905e-01,6.993877284734637545e-01,8.438843267492132567e-19,3.284932035177629401e-10,3.286910588162037267e-10
7.994669022317152829e+20,3.218815109615361658e-01,1.068605209934737177e+00,8.276180021085888049e-19,6.380455374833462779e-10,6.378831089436159864e-10
1.725880594873156895e+20,1.574702372785053706e-01,1.278293609702051858e+00,6.635998342892523181e-19,2.852940928893361800e-11,2.855780513361959829e-11
8.656708750415239578e+20,5.819297808855867782e-01,9.334215959805964857e-01,4.051807681601492960e-19,2.085583942271343016e-10,2.084658924089186086e-10
1.281426513351409336e+20,3.648808906512370775e-01,3.063289137138198170e-01,4.806440742639095597e-19,2.020318998673944101e-12,1.902194011271649200e-12
6.036060202787943219e+20,1.371239196106094349e+00,3.079028098864002860e-01,5.535787736566280081e-19,5.041435465423550907e-11,5.042910558702060689e-11
4.739293667788611256e+20,6.334998337345657538e-01,2.200431473527680870e-01,5.044037305646142139e-19,2.180062660530465578e-11,2.165039560168360315e-11
2.185900407387005256e+20,6.263269438459723171e-01,3.638923122470716365e-01,7.447786733882631154e-19,9.643413403898168958e-12,9.639064213990008287e-12
6.158109180409536840e+20,4.649364095496311133e-01,7.115609234078555945e-01,3.500439863582885605e-19,3.139951023395700277e-11,3.163110879985781401e-11
2.034895298370845409e+20,2.191517575041746213e-01,1.126182888992177444e+00,2.595463946872350451e-19,4.152025087882272575e-12,4.145486123288178120e-12
1.455186163749537055e+20,1.073891812509127908e+00,9.172067492752060680e-01,5.632033314665972239e-19,4.406420587288794754e-12,4.456135115235804192e-12
7.397769540638041702e+20,7.661395745254404588e-01,6.380595552050956076e-01,1.281985710008998319e-19,7.615217824215100812e-12,7.535451797470113732e-12
9.023810612736887357e+20,1.393231284203388487e+00,3.297328445896866023e-01,9.859828448195638843e-19,9.881664985714971652e-10,9.882185292751732610e-10
4.964917366267977400e+20,1.329778859739536578e+00,1.292047457549580836e+00,8.437122221527009990e-19,6.639856524902580293e-11,6.625507166115607109e-11
8.258159021085687808e+20,4.374589004342857024e-01,5.275049674018031931e-01,1.734645665101500457e-19,2.768975236917559531e-11,2.771271979798847786e-11
9.585336646863560376e+20,1.376683713800310738e+00,4.034203572775769686e-01,5.405152867912203819e-19,4.476254554049311757e-10,4.476167373460613212e-10
7.575158140789176402e+20,1.096761842051960478e+00,5.449608021526485269e-01,7.354623903253740724e-19,2.380554957015197221e-10,2.382741523144683366e-10
4.795123456449540915e+20,1.341237422101570154e+00,1.374767772416420231e+00,6.837141208016020563e-19,3.938674301907906902e-11,3.938144618936007131e-11
9.490630986159116780e+20,3.494500622649128196e-01,2.985580182554228301e-01,3.778764063823874027e-19,3.431786000364450259e-10,3.431456693664885223e-10
3.225373261385771254e+20,1.341489001283201032e+00,9.309253535490702447e-01,4.547440384988020314e-19,6.353308383781378855e-12,6.300597466192791720e-12
3.147029263458488812e+20,2.626663725816396067e-01,3.223278461573527709e-01,9.207283174329796876e-19,2.964828893804069225e-11,2.953196536873246702e-11
7.028976908326801244e+20,3.790521054458241279e-01,5.885983340591321999e-01,1.877878420852157436e-19,1.481726926402831343e-11,1.489602338876872594e-11
8.427127527172367974e+20,1.682739115980680378e-01,3.323972029636007020e-01,1.560556764969602664e-19,2.577127953482886998e-11,2.591744274370636546e-11
3.348591352155985674e+20,1.273054070008975414e+00,2.057080666069318053e-01,7.129464815312881566e-19,1.590499957566278446e-11,1.587027441800420571e-11
3.823103918844126822e+20,7.874173439260978569e-01,1.244013483663072961e+00,4.562581648582963258e-19,1.692558588722453596e-11,1.699818983836984039e-11
1.250068491052204851e+20,3.508048001019132833e-01,6.184770617832509032e-01,8.389796366142238993e-19,1.553224905729591197e-11,1.549904732641993302e-11
1.853860374126808924e+20,1.034967814071279912e+00,4.881232137845167296e-01,5.629264756019345395e-19,3.768607347500001007e-12,3.810462082830025731e-12
3.967565076634468352e+20,4.559226197408856596e-01,1.333557031814794458e+00,8.218783174209263920e-19,7.847648936740358383e-11,7.852392445836030096e-11
1.852815477097869476e+20,3.855470205424450514e-01,9.302319075911958945e-01,8.749899497354902970e-19,3.382826755429819627e-11,3.368776517608000262e-11
1.200506350001577165e+20,1.373107470910074346e-01,1.938648665312384112e-01,4.041257605711232676e-19,9.113063831014016777e-13,8.362625765325131236e-13
7.935133196146359665e+20,8.900021121418769665e-01,3.257793985130950642e-01,7.012242943637391454e-19,2.901358633016121676e-10,2.902305048310015367e-10
8.950230486040539300e+20,1.025636873256752013e+00,6.272105690182668836e-01,1.965115604842376894e-19,4.422056040431204464e-11,4.403262651405212118e-11
2.228795505048822088e+20,5.258573523201119926e-01,9.307852132471419182e-01,2.251197142024331281e-19,2.267903503027652759e-12,2.270082831416946065e-12
4.086771972033643807e+20,1.096052277774407641e-01,7.023900525883177703e-01,3.749117536468127890e-19,1.299627377186685196e-11,1.296348406895511145e-11
1.142903706595952067e+20,5.356070615600971863e-01,7.795912395558938224e-01,6.350592146013152290e-19,1.032144296782981083e-11,1.023044238175333268e-11
4.785151071303979500e+20,8.109906911094845183e-01,9.025868856510691485e-01,2.577363346859196446e-19,7.442544652744385919e-12,7.448806404083325380e-12
2.075028580555662295e+20,1.080784330908805657e+00,6.031609197864342686e-01,6.350534042187460180e-19,6.097073650186671477e-12,6.128964839373630866e-12
6.112778695826779668e+20,1.132653828634301973e+00,5.911104148069900033e-01,7.032573628360810360e-19,9.098535845977051671e-11,9.104022711241980191e-11
7.096469917275480392e+20,1.021202574702879007e+00,2.834071472290748406e-01,5.840010077668739344e-19,1.123899287771456815e-10,1.121291949474669342e-10
7.445427942009755402e+20,3.143507248169581936e-01,7.007984828400443122e-01,6.280153629375335367e-19,2.290543215285091968e-10,2.292226920919448871e-10
1.938760986574057308e+20,7.002149727158790693e-01,1.298520928350549664e+00,9.753412037338425570e-19,4.230545204711827441e-11,4.225902635560379952e-11
8.192774782468305715e+20,7.307841781441150042e-01,9.007891320854857220e-01,1.080517189555454786e-19,9.758619590014170677e-12,9.863527173618894399e-12
8.544990930063742730e+20,1.053833811810244159e+00,5.598980759070320001e-01,6.700816822034653788e-19,3.783397594892217873e-10,3.783286747555703696e-10
3.440733993673374433e+20,8.982401054360411585e-01,3.183573444860725576e-01,9.944243090145908998e-19,3.628525023679507737e-11,3.622829991903518181e-11
9.761927976731319992e+20,7.301292018119247551e-01,1.254405269544521140e+00,4.884838880863716827e-19,6.868286076346422003e-10,6.868231387359914480e-10
4.037634325508709417e+20,8.192863306361972686e-01,8.390736727912074810e-01,3.921547491952597167e-19,1.128139083613881365e-11,1.159849549537340731e-11
3.317974675052062966e+20,1.377604310313621516e-01,4.341128188030484170e-01,7.318482846180061990e-19,2.434303979254268277e-11,2.450005816055558299e-11
2.424942040062147953e+20,6.517679682408556996e-01,8.236592385440978381e-01,1.389735947720242678e-19,7.377210049728745197e-13,7.039548628330928940e-13
9.660130952925292790e+20,1.124413731276290740e+00,1.332353274388681230e+00,6.573418161636594229e-19,8.247160138157728246e-10,8.247394711981324509e-10
9.860562043209859727e+20,1.021414959033964287e+00,1.325809151673790431e+00,6.101188571475297529e-19,9.106910427873623658e-10,9.108038025283309675e-10
8.050255846617759089e+20,3.534020947357117137e-01,8.112411415686900940e-01,1.861978950592982393e-19,3.083745695270309135e-11,3.089615296585927727e-11
3.701432028625555292e+20,3.366033414618784247e-01,8.093571765961683484e-01,1.495680426976977514e-19,1.806451242835625698e-12,1.815565497617949183e-12
2.676852062140297708e+20,1.104387158552017523e+00,8.328710352344401713e-01,4.035085225461792623e-19,4.247352925593452959e-12,4.229259758385430724e-12
8.344860650268301722e+20,7.089875757973802539e-01,7.408456404606023060e-01,7.126309053685969553e-19,4.621572108900868858e-10,4.620503941640448350e-10
8.376279848994221588e+20,4.651286757990857890e-01,1.390897206196827662e+00,5.546072434477369636e-19,3.674285646497946927e-10,3.675041638889467349e-10
7.225361852262806979e+20,6.503245877933538921e-01,6.621009140135792892e-01,6.610581125392125755e-19,1.928363555141766053e-10,1.929470116725732439e-10
1.127157747211169300e+20,1.038523155397336639e+00,1.361101015521967605e+00,8.804142073898006232e-19,1.401213771709091016e-11,1.423551366840489210e-11
1.807932474340172104e+20,1.009460171623868696e+00,2.473810929310804874e-01,3.516418820803124728e-19,1.096235162252944230e-12,1.042219548705647244e-12
6.141741302131454116e+20,9.585583668084241005e-01,1.106188091483732983e+00,2.735089878776906666e-19,1.652036897519631850e-11,1.658587229698843209e-11
1.355458070724631101e+20,1.222216112033172708e+00,4.926783561212124685e-01,8.748259653906348171e-19,4.485266279951700048e-12,4.482517774504206698e-12
8.361325178123567759e+20,9.897814207923024687e-01,1.305839318888405431e+00,1.591893205845222117e-19,2.089045516050530793e-11,2.101645181543316025e-11
9.799876353833597665e+20,1.254038309388244343e+00,1.093476816604616930e+00,3.429297413503015085e-19,2.278142747457335772e-10,2.278048646461735851e-10
9.798208256985990431e+20,9.913049573367230805e-01,1.231687556165599329e+00,2.480860054984827584e-19,1.460874459063178362e-10,1.460231503855743188e-10
8.466815324165634785e+20,1.452955390651589906e-01,5.190976871336667742e-01,1.421985225016422157e-19,2.320745682479228188e-11,2.303900479741757386e-11
1.347648149056631767e+20,7.234299789888507526e-01,1.531901592371568699e-01,3.495875786135577987e-19,6.134285139413095007e-13,6.852784873028467915e-13
2.020974625281695416e+20,1.112741866807969160e+00,1.050223891260688713e+00,2.540694996439019304e-19,1.255907447333440507e-12,1.272361023562426565e-12
9.810095764733359555e+20,1.173590382863234138e+00,5.413368708089207892e-01,9.510737494226709104e-19,1.824307886252397220e-09,1.824420605591636693e-09
5.879293746262885007e+20,3.635807721383429447e-01,9.532336178264032567e-01,4.990226395342846757e-19,6.342840754840059553e-11,6.337377454948322485e-11
2.009651139027378176e+20,1.533580370618873590e-01,2.954417668462669955e-01,6.842375992354853582e-19,7.197358562412993280e-12,7.456980474243729395e-12
1.043188266425574195e+20,1.032646698186207468e+00,5.527396456110444944e-01,4.624912041157610804e-19,1.479727416547133131e-12,1.409345718700784975e-12
2.037403050967558390e+20,1.005235706567127574e+00,7.938062408924957403e-01,2.043972347235127907e-19,8.190290877263019270e-13,8.707177479698052078e-13
8.907376682632715960e+20,2.059598664853399264e-01,1.003197981026273000e+00,4.228613686496576381e-19,3.257961474611362674e-10,3.258380245539663517e-10
3.694049973122443510e+20,1.241596763023618211e+00,1.004325693893869609e+00,4.949605469380313934e-19,1.113604777109958201e-11,1.124678503935686290e-11
7.713362053776083517e+20,6.113336213090730942e-01,3.732420676023620043e-01,5.560963029418171477e-19,1.768384410011906022e-10,1.768223038119176129e-10
9.436297030609565123e+20,8.505807477680557005e-01,8.180384509505808088e-01,9.148867970235879113e-19,1.593136777503657284e-09,1.593045483249907966e-09
4.194097683063040901e+20,2.745319753755464109e-01,2.512817790449626276e-01,9.795586970102798281e-19,6.198767486629813765e-11,6.188924465172096946e-11
9.382207972486765609e+20,9.628171757501998718e-01,2.182275010259393799e-01,8.607473593338866318e-19,1.188025826073521197e-09,1.188107540306366551e-09
