H,T,M,M_noisy
9.776058595438497090e-01,6.735494133434987152e-01,1.018654216067051754e+00,1.021694245881155982e+00
4.239710458982527186e+00,5.006432003758390925e-01,9.991409391986527666e-01,1.010031513874655396e+00
3.977080001664107023e+00,4.946268813227816530e-01,9.995999576363558958e-01,1.014982502423549704e+00
1.818781510086601161e+00,8.644722560737719830e-01,9.951295862152989002e-01,9.998954538892410593e-01
1.720793092076184472e+00,5.807028993813360129e-01,1.013416939626152313e+00,1.013401146489181004e+00
5.085032347085338689e-01,3.370932639042080181e-01,9.603647972387892029e-01,9.617601537709588033e-01
1.356869648600436573e+00,5.111169000875462887e-01,1.025502436923553917e+00,9.887810933178805550e-01
1.064550110541734318e+00,8.979900553706299249e-01,9.891969536833008503e-01,9.925539438686848959e-01
2.267992316092586336e+00,7.041078525823790679e-01,1.001470377993526784e+00,9.829737604099956227e-01
2.973708029070327274e+00,4.341282376840138735e-01,1.004341975716207314e+00,9.962644829553490844e-01
4.640553611029353043e+00,1.199744192634884937e-01,1.001379968591075365e+00,1.008536707619021922e+00
2.034780308651832570e+00,4.971214525384141103e-01,1.012426491349185609e+00,1.016492848525676784e+00
1.424021127080219884e+00,2.102274587232736691e-01,1.033934141546752894e+00,1.014003976709315857e+00
4.257453088859750601e+00,3.321397953637795775e-01,1.000774280908457659e+00,1.006102985765768176e+00
6.430849596696452952e-01,1.699895405891752864e-01,9.543224881378103985e-01,9.618957459957102607e-01
1.164765118231609886e+00,2.021194525521675667e-01,1.036223836413681543e+00,1.038257470030201857e+00
3.403152861263115003e+00,2.112342204323218731e-01,1.004761934423150427e+00,1.011679755292585137e+00
3.344736199865327553e+00,3.217008045699552565e-01,1.003906402491149041e+00,1.009625782837253682e+00
2.661363048852701141e+00,3.393726185018148822e-01,1.008814241437243187e+00,9.917738126935624621e-01
1.589168089707081455e+00,8.679108455881285877e-01,9.949492005508769887e-01,9.928502807383911000e-01
7.735710492617559053e-01,6.026364742529419782e-01,1.031723511685501915e+00,1.028735501990638790e+00
3.409048821699850462e-01,7.298609736387670077e-01,1.001150874008077674e+00,9.889464696548060374e-01
3.315832428144072530e+00,7.669757057312486248e-01,9.960609290474287114e-01,9.955318335391905027e-01
3.129834632832247276e+00,4.650129811590634210e-01,1.002831190447478038e+00,9.946092461092430614e-01
2.809379085664958531e+00,6.894661859497176470e-01,9.991724448771063249e-01,9.982752159473556874e-01
2.921113720522093615e+00,6.483125115763458401e-01,9.998217983436389344e-01,9.910939623444030566e-01
4.518557082596214691e+00,5.817459049521723768e-01,9.980361408754188091e-01,1.008445639409069949e+00
4.873709272045648966e+00,1.809608523566559046e-01,1.000810149483948086e+00,1.022917277031663907e+00
1.936914008304717605e+00,3.166496311507144279e-01,1.020466633926660815e+00,1.014647713085901959e+00
1.183960113601647546e+00,5.703673368927363319e-01,1.025154468621867210e+00,1.025467026991165209e+00
9.411662991503255693e-01,1.081386385593948174e-01,1.003995508135105519e+00,1.004431916526176805e+00
9.554920164230024104e-01,1.485362207693869674e-01,1.018179941628889251e+00,1.022536087432517116e+00
4.824920199787603892e+00,4.128565807283599565e-01,9.994064461075502503e-01,9.975731651589831994e-01
2.354459119375467591e+00,8.312013917914031769e-01,9.958267185042356529e-01,9.733967718728109286e-01
9.796213096088690619e-01,8.306510946107379390e-01,9.978265566912633000e-01,1.001238820026361109e+00
1.080824253305122662e+00,6.698420420550933452e-01,1.017267208692654856e+00,1.015840150551956977e+00
3.299148333839046376e+00,7.232524331131571227e-01,9.970317218987844177e-01,9.861319415889830964e-01
2.393713114818173615e+00,3.295381239948120822e-01,1.012241860147814920e+00,1.010079760470573351e+00
3.656385992522599881e+00,7.015711594662996653e-01,9.969859272833246910e-01,9.917363941711394570e-01
4.894279292642634616e+00,8.122263006531581508e-01,9.956309982676632142e-01,9.978195248951163832e-01
1.704027492925846321e+00,3.694047856648169370e-01,1.024121699060614121e+00,1.020740530972368942e+00
4.594245413138856371e+00,3.963096065871281048e-01,9.997439014222839759e-01,9.967374346002173535e-01
1.234284819557193824e+00,6.810652104608516666e-01,1.013656186060336584e+00,1.014520190772892239e+00
1.198945798015519371e+00,4.627400468985420900e-01,1.033311887458328471e+00,1.035559389773566208e+00
4.883802324272291884e+00,5.219626877572042245e-01,9.984759116111981969e-01,9.984195642897953915e-01
3.616889576370870607e+00,3.688333443380780174e-01,1.002117444022877946e+00,1.013639100152467609e+00
3.712305920611125298e+00,6.243443786024562847e-01,9.982080601849535606e-01,1.000422952151751810e+00
4.571525969609382400e+00,2.756457660008353461e-01,1.000680829015421658e+00,9.927533031236849270e-01
2.387468964707327057e+00,4.718387440238051012e-01,1.008621209623552284e+00,1.025714585578856086e+00
2.383765702275425724e+00,4.916560865176498041e-01,1.008065234866958315e+00,1.009044048611244859e+00
1.050847192596261470e+00,8.934525565055553287e-01,9.896618887184986946e-01,1.005126890003535056e+00
2.617520678438778337e+00,6.089189551328904049e-01,1.002488105143568786e+00,9.916093930409706214e-01
2.962052637485373729e+00,3.479939057523375734e-01,1.005964537797749303e+00,1.011387826772362830e+00
3.052180815506643885e+00,6.335302229882995295e-01,9.996731236217206717e-01,1.016703308155945340e+00
1.718135330799792637e+00,7.567509841737452003e-01,1.002564724007282360e+00,1.015088068631952556e+00
7.758529702807814843e-01,2.558404709820727985e-01,1.020414376172225079e+00,1.021118252230291068e+00
1.613975602010351285e+00,2.811809261516783343e-01,1.029092669114143321e+00,1.023005861510132508e+00
3.961843427342565116e-01,3.807654678900219691e-01,8.989308251292909002e-01,8.926590763203917644e-01
2.417767925560354580e-01,4.044676236293626159e-01,7.113201747426113331e-01,7.092432240360838636e-01
6.253135660024639053e-01,8.075388785242686440e-01,1.002658113571093246e+00,9.927024145288647627e-01
1.032746809056184212e-01,6.368682556001500350e-01,5.100893660269126828e-01,5.023831588612035493e-01
4.345229304705615192e+00,4.656540500520044423e-01,9.993855669985715062e-01,9.891858799487529552e-01
3.179743245105459692e-01,6.833646121500810411e-01,9.743966780636078573e-01,9.641454699668284833e-01
1.303402071393593875e+00,8.006840249831612688e-01,1.001227672246452594e+00,1.003378315790126818e+00
4.450992807599595480e+00,8.233957779414079470e-01,9.951530893627102969e-01,9.772130559479025314e-01
1.116519858573410851e+00,7.263390596643427566e-01,1.010374195118288965e+00,1.011781942419227587e+00
2.948502240182697243e+00,2.431007833767352411e-01,1.007566320974153440e+00,1.014227028551451859e+00
4.246457812715254576e+00,1.866051530913996892e-01,1.001840793007261254e+00,9.921568645312738299e-01
2.035537582503227583e+00,6.379149487465138879e-01,1.006306230829539183e+00,9.969391183556133296e-01
3.598065036301657749e+00,5.888729717767698935e-01,9.989919195692236187e-01,9.989799402532488770e-01
3.426795627470586858e+00,1.230176869725607275e-01,1.005193965909107146e+00,1.004529087449941960e+00
8.640356737833715384e-01,3.657190659783952080e-01,1.041317971877721238e+00,1.050602447877345025e+00
4.436877031422773676e+00,8.115776992581194005e-01,9.952976772486914481e-01,9.750998428196711032e-01
3.338437738726931059e+00,5.884880992028300728e-01,9.996605282366067824e-01,9.987311550326359866e-01
8.270774047772061488e-01,4.068290547760932130e-01,1.041491527631002612e+00,1.055317465342438865e+00
4.273332998225953361e+00,4.255231432159700677e-01,9.998841203336945593e-01,1.000503066996257351e+00
4.007511740545598222e+00,7.865599248123267273e-01,9.954577559756165872e-01,1.012961835400317812e+00
4.501637748964776087e+00,5.193550024488893246e-01,9.986935599763575588e-01,1.020342472223634056e+00
3.092769710698966001e+00,8.536427409700638735e-01,9.941450248221386232e-01,9.884472897252553070e-01
3.749758811387976287e+00,5.419211356537595448e-01,9.994006300556231848e-01,1.014216790777739075e+00
7.467742452399250830e-01,3.294273861958617600e-01,1.029639041904471863e+00,1.034642490412233107e+00
4.407443391605209371e+00,5.344985781128869240e-01,9.986072422638530011e-01,9.982816841071894265e-01
6.157428846672990952e-01,4.088394666783501386e-01,1.020523329257655210e+00,1.017528201296203028e+00
2.568012101596741203e+00,4.118074474302201304e-01,1.008242357552292745e+00,1.005849767070040812e+00
1.807330142274715001e+00,7.203036995775277118e-01,1.004160605905795700e+00,9.948503452822701210e-01
3.101780581697813233e+00,6.066170331351830036e-01,1.000093851965591085e+00,9.982185897047997081e-01
4.912826548983538544e+00,8.903025186817629111e-01,9.947862415061385910e-01,1.004022377952901168e+00
4.756377551880119015e+00,4.232392419916044535e-01,9.993750548588548055e-01,1.011833863218327911e+00
1.261232412509904588e+00,1.460447928300805387e-01,1.031453327896259875e+00,1.027466473657101087e+00
3.760699550393522994e+00,8.221862507722362823e-01,9.948070938841362398e-01,9.999653033136919333e-01
3.876922376547607740e+00,8.551485434452326118e-01,9.942768179688702412e-01,9.989124988699213947e-01
6.127036972430222050e-02,1.301907084421880245e-01,2.852542765847465578e-01,2.614523356041048574e-01
4.263001491307608859e+00,5.848485830915113315e-01,9.981488483103083675e-01,1.005146282593399221e+00
2.625788885798061134e+00,3.252526086034784880e-01,1.009463043575653529e+00,9.969524089206364126e-01
2.632232998102856492e+00,6.982446114364369016e-01,9.996654641855570178e-01,9.880198770244262851e-01
1.174872813775312164e+00,2.150684106486433211e-01,1.037197286779601324e+00,1.045461557230105365e+00
2.596909241328785978e+00,1.236057589688047548e-01,1.012078515851936089e+00,1.028728796341698670e+00
2.160950066574213402e+00,3.745020554338872598e-01,1.014626516121108990e+00,1.003334397467289918e+00
7.732512167384575363e-02,7.756217154406318537e-01,4.642734009367190939e-01,4.552375602092860185e-01
7.758270610907075371e-01,2.448250636892409793e-01,1.017939463421695168e+00,1.008243432642273563e+00
4.510404589549143139e+00,2.388959190604058591e-01,1.001011796327506032e+00,9.955258374842318458e-01
1.273367765412575903e+00,6.093344617004881059e-01,1.019643868345805116e+00,1.015599802073766655e+00
4.460358759777964366e+00,7.402610999681752402e-01,9.962152961757758662e-01,9.876871224916932146e-01
2.502780972512896884e+00,2.815158430238051679e-01,1.011721464181070562e+00,9.951710529644721692e-01
3.470638674217801700e+00,3.689743296269070161e-01,1.002697258683127535e+00,1.020215726413074009e+00
1.521237148172788212e-01,7.459705113359043072e-01,7.362788168292034863e-01,7.310268954561705002e-01
3.553261340673363744e-01,2.413958768854301273e-01,7.816431941122721216e-01,7.737604141346682285e-01
3.313106316219971426e-01,1.927190216163094105e-01,7.245218128456116791e-01,7.332876718772439739e-01
3.176402863164372370e+00,2.833699436620789602e-01,1.005373725972570798e+00,1.001448058830230137e+00
1.744716731120552033e+00,5.392830264729769896e-01,1.015296844116727160e+00,1.025908156901909063e+00
5.457748683799035216e-01,6.019293115730353083e-01,1.028238300655341497e+00,1.035845932176823858e+00
4.017661659727796319e+00,4.690613544408909208e-01,9.998354966918161502e-01,1.009467478886470371e+00
1.697066676086704806e+00,3.259998754337847804e-01,1.025783016945307047e+00,1.021525739472241012e+00
2.840645465179967299e+00,7.601672490618971434e-01,9.970618161064044305e-01,1.003182804551660201e+00
3.153277490944190742e+00,7.360636876686487140e-01,9.970008986098839454e-01,9.812035110816907935e-01
2.842436265114667293e+00,2.179605025135579466e-01,1.008808131915471584e+00,9.947905515437074353e-01
2.323868987969616828e+00,5.983445471545896233e-01,1.005107699391538878e+00,1.005541470121704029e+00
9.091389246126346801e-02,4.690502402712531937e-01,4.231742058379735494e-01,4.198644871708597792e-01
1.113720090677352559e+00,5.880634047027463174e-01,1.025214030184132152e+00,1.038455082163123322e+00
3.644168351027135877e+00,7.207519915970913571e-01,9.966585691853162565e-01,9.937049688355231725e-01
3.422182091409043281e+00,4.201380664073952609e-01,1.002191729422889699e+00,9.842458984683295498e-01
4.848105203406075425e+00,7.001848980438692971e-01,9.967866107295321187e-01,9.971905909665217393e-01
7.728769349088837615e-02,4.690158883992893157e-01,3.900850070689126925e-01,3.869225259475956857e-01
1.112983938084135094e+00,6.085240464800445448e-01,1.023186832171545824e+00,1.024885306166095855e+00
7.120017462717526113e-01,3.701523077505631809e-01,1.030847425972128306e+00,1.018968978229282341e+00
4.124723167574425808e+00,7.199237799691536877e-01,9.964514464012032002e-01,9.884762352153235732e-01
3.437541031305713535e+00,3.754365864419034748e-01,1.002755738223253701e+00,1.003186329681888367e+00
4.186631591010305797e+00,8.453952272864774242e-01,9.946488617138071753e-01,1.001883621510219369e+00
1.250799534162599924e+00,5.283595590404125408e-01,1.026994063732364015e+00,1.030935619078021670e+00
4.396838448766579255e+00,8.488662684066869968e-01,9.947700829780453669e-01,1.002136571777733964e+00
2.637340868023591023e-01,8.231357175951371508e-01,9.946792760978293568e-01,9.799539271938547680e-01
5.367271436092474479e-01,5.997394992010800507e-01,1.027335679165362059e+00,1.025034289218209160e+00
1.369164107637312444e+00,4.403176949120813921e-01,1.029744776038582277e+00,1.031788168900827474e+00
3.541739086073609766e+00,6.116274029010385638e-01,9.987273534339411452e-01,1.008256860936848964e+00
3.193185365483834914e+00,6.495991004515174749e-01,9.988549784819703570e-01,1.001385349006629788e+00
5.926168369397599722e-01,7.156501702563046186e-01,1.019675508769785299e+00,1.017150798447790550e+00
5.502002309262749025e-01,4.971143223023871682e-01,1.020568872749447298e+00,1.019266443489220686e+00
3.943731920635093147e+00,2.593688152651939527e-01,1.002138669240408841e+00,1.001148801264744037e+00
2.273402465427964536e+00,1.713137188650015186e-01,1.016441937588353106e+00,1.002052383190480844e+00
4.732216239625725018e-01,6.924646657110637982e-01,1.021050377021503586e+00,1.021263928114335195e+00
1.313645506957672460e-02,2.761478968616879470e-01,2.199915732927893164e-01,2.279931740680122276e-01
7.135634837350235404e-01,6.568334007064536850e-01,1.026179287319022526e+00,1.033238461374708761e+00
6.981393480048958544e-01,3.379857679408247995e-01,1.023810817545780516e+00,1.005110357630865758e+00
4.307984812916089368e+00,3.735717750910610979e-01,1.000321824053733266e+00,1.000264153686115431e+00
1.034553799187790002e+00,6.824903411447760249e-01,1.016583884965594375e+00,1.001482407337716651e+00
4.644107702263965187e+00,4.473459039804433823e-01,9.992611138007693183e-01,1.010165907530498064e+00
2.458671838978280899e+00,7.645188660420915161e-01,9.981327031857384346e-01,1.003493730357271074e+00
3.308091597951809959e+00,8.722700234611899806e-01,9.936752531558522561e-01,1.000731749046458896e+00
4.601193763284788796e-01,2.786352923631864043e-01,9.024190601590924565e-01,8.957146339570284388e-01
1.083381241315480858e+00,1.439339286658245232e-01,1.026556924502482371e+00,1.007157102645236835e+00
1.189966028424738198e+00,6.494106194356134010e-01,1.017501757378320271e+00,1.007020815600011332e+00
5.512436334891590572e-01,3.860414329793362409e-01,9.966110158598489033e-01,9.930483355991724936e-01
2.412552796555452517e+00,8.269236428242846548e-01,9.958668058634030373e-01,9.808282595905748469e-01
9.268845452917878758e-01,2.957368801788018420e-01,1.039288479848304192e+00,1.029185901856125573e+00
1.037335998324562247e+00,5.718465870934815731e-01,1.028760317279650005e+00,1.046281936923096900e+00
1.618646024719344600e+00,5.291013014481845689e-01,1.018283352611326187e+00,1.005062401335327316e+00
3.437332195896001252e+00,3.356631018001627886e-01,1.003272254429539156e+00,1.008731755662791940e+00
4.739601264942185033e+00,7.462954149717293539e-01,9.962530460052835268e-01,9.775767758531821450e-01
9.964149544965306138e-01,7.897162558198310700e-01,1.003409034018773571e+00,1.005906923095966521e+00
4.755556999122447337e+00,1.516826018894920358e-01,1.001088296608209083e+00,1.009446793534907405e+00
2.727514165087219222e+00,1.968655793665720077e-01,1.010190376515865296e+00,1.014641479981696071e+00
2.619109396022500924e-01,1.685834967495036807e-01,6.186617876349536083e-01,6.307038978361455550e-01
1.180526810293165862e+00,3.018255591094807788e-01,1.039822574982419034e+00,1.057782973048908781e+00
4.162194113967803588e+00,7.634815301003735621e-01,9.958333354590651609e-01,9.820255225802065890e-01
4.866496249528906581e-01,3.917508193950661743e-01,9.690495325965234885e-01,9.717067978779699855e-01
1.561207891014971150e+00,8.284278053956709575e-01,9.981046550865225742e-01,1.003332900178253384e+00
1.602159299275133897e+00,4.881564093103570867e-01,1.020982424972842528e+00,1.025277210397187222e+00
8.061741147333734148e-01,7.013181117260598452e-01,1.017974637525889126e+00,1.033948040658924761e+00
3.490463100443808031e+00,4.261020770556425141e-01,1.001832699512757108e+00,1.004701743388958901e+00
2.747701363761561044e+00,1.260023005947004116e-01,1.010405350031432059e+00,1.022564216392745973e+00
1.005265448687968188e+00,1.668916279206503761e-01,1.026473125252857832e+00,1.038195116820331609e+00
4.644586967100438279e+00,7.804730353564615086e-01,9.958133749316177008e-01,9.974639998323224788e-01
3.476415346932686834e+00,5.494375356819181100e-01,9.999516620787864962e-01,1.005623152626578864e+00
4.352546678057823470e+00,8.883242144261013218e-01,9.941790265892525014e-01,9.867360169203802656e-01
4.781388130368712019e+00,4.289216546684001541e-01,9.993104229569514940e-01,1.002684389715382540e+00
1.905398067494356029e+00,3.161335646736653793e-01,1.021157457226240295e+00,1.023307432039977760e+00
2.036607556818148979e+00,1.186088295758831457e-01,1.020167285835169801e+00,1.018943138515350233e+00
2.998611432152293865e+00,3.311621515094885781e-01,1.005956492020693815e+00,1.001616571881330353e+00
2.427435598683641560e-01,1.642639755285134895e-01,5.888053062908580326e-01,5.988036655906993078e-01
4.202967090841539743e+00,2.043348865523128832e-01,1.001838530856253850e+00,1.001062880919133091e+00
4.404558750764833164e+00,7.859796895376633952e-01,9.956128336272754842e-01,1.018736772992202333e+00
3.866580972082702239e+00,5.981644389799223305e-01,9.983833759640472483e-01,1.011830088305229802e+00
2.568836448149334650e+00,4.356584320153110701e-01,1.007654748877952811e+00,1.015633716131683073e+00
4.277357891607009854e+00,1.098463116239483672e-01,1.002118220474240928e+00,9.967058314158110388e-01
3.554053500917005337e+00,4.657396451727161546e-01,1.001032774431123373e+00,1.010506210401084681e+00
4.394581686033038004e+00,7.734242296097015856e-01,9.957715573000226472e-01,9.976112055997053973e-01
3.347188572403437146e+00,8.129872291866331313e-01,9.950232496471778099e-01,9.963435779898476286e-01
2.120547539454618935e+00,6.670434078223670404e-01,1.004169192181948445e+00,9.936744217330797380e-01
2.326702721271407537e+00,2.935244431094691242e-01,1.013962580128823232e+00,1.020240114045083635e+00
3.732462207141698407e+00,1.992351353678186721e-01,1.003325283663733192e+00,1.006296629255594599e+00
7.178623811738599203e-01,7.234330152059600394e-01,1.016140075312554014e+00,1.012008581786294048e+00
4.468840417017788447e+00,1.801185512615011142e-01,1.001416833879502644e+00,9.952114936620559682e-01
4.713129852805612252e+00,7.631631815783372907e-01,9.960513351445018371e-01,9.938486511823970693e-01
4.488962269526470372e+00,8.340607113911711057e-01,9.950436802994334640e-01,9.823658817667770826e-01
2.713991228323236804e+00,5.307737177136214735e-01,1.003987975214690964e+00,9.990299300064259258e-01
3.461010332821201629e-02,8.879458188785727124e-01,1.590133898328211504e-01,1.733634247978053378e-01
4.451955476759797747e+00,2.487470917962385508e-01,1.001047900939493918e+00,9.951304041469647421e-01
1.058727525317542106e+00,8.594585118877448027e-01,9.942436844342203983e-01,1.017914511801158994e+00
2.878765061785193424e-02,3.460453504191125518e-01,2.589025817372535010e-01,2.460957607294488036e-01
2.358169574062157103e+00,4.582968331399164263e-01,1.009366050716199892e+00,1.020837952634764179e+00
4.589788313545843046e+00,7.242022478749622350e-01,9.964450883101801937e-01,1.007868531275966095e+00
3.087589972684331663e+00,8.922611368088855244e-01,9.931191380916304379e-01,1.005314980310441308e+00
1.251655123499268552e+00,4.413735631888514588e-01,1.033116529085670754e+00,1.039422095132832347e+00
6.229785786912955814e-01,1.223295814082153155e-01,9.193112999436663380e-01,9.038494024231367163e-01
2.791400321514356353e+00,2.746764458761700167e-01,1.008583309489513358e+00,1.020619171241960776e+00
1.741127694559762684e+00,3.380915287469327124e-01,1.024305221953939027e+00,1.035566704497600243e+00
8.251646005754603719e-01,7.140397420562047959e-01,1.015765342770398316e+00,1.016750689683135089e+00
1.438636321488356185e+00,6.562106127733324801e-01,1.012810554800628315e+00,9.898008405984577429e-01
4.246215455125880389e+00,6.577437518160991203e-01,9.972572190937302183e-01,1.008545487247326733e+00
3.045320334552533037e+00,8.317618212824883228e-01,9.947492934390925745e-01,9.860490658453427981e-01
2.153515301369335777e+00,4.071077222362753378e-01,1.013769384364763049e+00,1.011563677710594744e+00
8.037363551873005774e-01,3.641074289140109332e-01,1.038614799276526224e+00,1.051556143271748178e+00
2.115339379675120757e+00,5.499533483297043279e-01,1.009190820500377894e+00,1.023002068946534671e+00
3.740048359037428938e-01,7.283067838363576074e-01,1.009647638891505661e+00,1.014023770394525847e+00
3.725886982848611861e+00,7.635054865969393978e-01,9.958527247284708617e-01,9.908174657285231390e-01
3.553581000316030192e+00,3.611823274922508764e-01,1.002453215495225924e+00,1.020031957459244243e+00
1.535024114560264330e+00,8.016623148761231610e-01,1.000318393023982733e+00,1.012375826148099511e+00
2.318302425722413407e+00,3.890242580542375705e-01,1.011842792494372034e+00,1.010819345179081008e+00
2.580617368272495771e+00,4.682970115790008325e-01,1.006712205703579999e+00,9.975872854037715065e-01
1.686371947509838209e+00,3.218585135209706682e-01,1.026180186675152761e+00,1.029526977811588084e+00
4.740816824444072708e+00,5.326588945852285262e-01,9.984315206644055474e-01,9.853584666256849367e-01
1.735905932205940028e+00,5.939551688629688408e-01,1.012418797625759703e+00,1.030576118830201615e+00
4.345080309503789096e+00,1.655656143888218357e-01,1.001733880211155725e+00,1.007244535026475152e+00
4.828528325330419868e+00,3.424477874114324472e-01,9.999226838153257857e-01,9.967755519384522422e-01
2.177428417114255943e+00,3.085799735277501288e-01,1.016055009974377255e+00,1.020552618871291006e+00
4.175300863153696973e-01,1.628674314335982198e-01,7.996798656678645312e-01,7.833477031460485129e-01
3.489020537458789484e+00,1.303544910415858904e-01,1.004834161926512648e+00,1.004528285838690582e+00
2.367832513133205641e+00,5.290628329633408899e-01,1.007055262750223834e+00,1.000998827334805386e+00
2.640839872457698245e+00,2.575730332756477337e-01,1.010422537092152240e+00,9.949136259722594078e-01
4.755319702759989831e+00,2.711241153473885612e-01,1.000468609638923034e+00,9.944351901876221644e-01
4.729889649523222328e-01,1.908341922806472413e-01,8.654351987643886801e-01,8.692199556358228829e-01
4.534524879967392508e+00,5.382896933439210718e-01,9.984800663394151066e-01,9.844292367466791482e-01
2.207537736224619351e+00,7.646469283173219500e-01,9.992251500242251838e-01,9.975226807560122477e-01
9.492828854116525106e-01,5.007167032190759093e-01,1.037482267073698727e+00,1.023133596740719131e+00
1.141352920609155497e+00,7.438833021693568304e-01,1.008151458259710864e+00,1.010395955409489233e+00
1.328253252029789611e+00,6.485231481938218412e-01,1.015190283324639342e+00,9.977565424894728752e-01
2.530012772910604113e+00,2.178025885893711266e-01,1.012300410405668316e+00,1.019663361355543252e+00
4.712399159923204905e+00,1.004341191760961954e-01,1.001331071310453069e+00,1.008182696785692611e+00
3.416316126943201414e+00,1.777215044465171312e-01,1.004948532171869857e+00,1.013473674173476446e+00
2.644392920944540926e+00,1.546426219571802874e-01,1.011437160493522835e+00,1.029734481550589331e+00
4.345567433442306893e+00,7.313064403508248157e-01,9.963024457742220008e-01,9.981912951117821731e-01
2.439756127307571187e+00,5.092239653741602590e-01,1.006941851639271190e+00,1.008282717067195966e+00
8.916663143127440128e-01,8.910534418213138519e-01,9.882803982617283101e-01,9.944806843084785797e-01
1.665413908000655141e+00,5.918364212977910155e-01,1.013670348485453232e+00,1.009125179129428007e+00
4.795584518074070601e+00,5.076454557186770300e-01,9.986348481634769181e-01,9.797131955226120459e-01
3.850843329188851527e+00,7.455291120868132726e-01,9.961189223976077978e-01,9.839361163976839686e-01
2.590683092122010756e+00,6.953281150925547660e-01,9.999561758269610579e-01,9.877959183765790963e-01
4.722722317944403336e+00,4.420085959025848998e-01,9.992454017205815164e-01,1.001271618476637926e+00
9.489439067599714228e-01,2.251535830697478646e-01,1.032661901025975881e+00,1.026330767941066480e+00
4.533877830980147294e+00,8.286483819327629119e-01,9.951491079618773883e-01,9.912552559087624005e-01
4.565673242281188315e+00,3.217682507114670853e-01,1.000364587425548235e+00,1.006076861991082483e+00
1.572076438149281774e+00,3.545286362425065230e-01,1.028104106083503888e+00,1.030050416323858631e+00
2.098161645884864424e+00,6.163470667993149466e-01,1.006615639073860535e+00,1.026737363816569548e+00
1.159876195728379411e+00,4.451628595427717938e-01,1.035596975842421275e+00,1.035147887888778762e+00
2.091798787001614146e-01,2.939325430501751879e-01,6.005324578292987603e-01,5.911339592624136330e-01
1.184225617700215283e+00,6.492831909508839372e-01,1.017618134567584320e+00,1.030388096627255834e+00
4.504445429280936608e+00,1.119389025823765427e-01,1.001640666720655659e+00,9.975374101662213278e-01
5.041723742746800907e-01,3.812752557686369670e-01,9.745122685750363667e-01,9.738550612988648991e-01
1.621286620607653273e+00,3.759627449150205747e-01,1.025962512164197982e+00,1.036004685417586391e+00
2.090946090540461544e+00,8.915204256638812330e-01,9.933749396550560773e-01,9.952570435658429915e-01
6.034855948847223095e-01,1.721785995415364978e-01,9.374663261836503336e-01,9.445561517726167589e-01
1.034362476737737957e+00,2.007193389582946352e-01,1.033445143086466178e+00,1.027330275467862819e+00
1.427246647504499810e+00,5.952702316037935537e-01,1.017714608967092094e+00,1.014883639399793536e+00
2.903369036961302552e+00,4.856976965668334811e-01,1.003751365546920349e+00,1.010335434754773054e+00
4.075520439740953904e+00,4.681290992575055654e-01,9.997443859653450948e-01,9.945691226527696438e-01
1.047264138466655892e+00,8.296363380874670623e-01,9.980996697489992187e-01,9.943635176576129941e-01
2.058429549935772318e+00,7.965829997022628728e-01,9.983800317724551565e-01,9.982382330678140070e-01
2.395875155340146279e+00,4.007356155073820148e-01,1.010504919133483170e+00,1.026775169665680165e+00
1.804135215640377155e+00,5.969392520768418420e-01,1.011229338807158484e+00,1.026347511742230489e+00
3.530545916843102816e+00,2.266813405374258628e-01,1.003981674775150212e+00,1.006673984157041568e+00
4.492939121572597116e+00,3.138224585383759813e-01,1.000526116164218937e+00,1.001623007474309324e+00
1.202287147642595144e+00,4.128986089270230142e-01,1.036185659406553716e+00,1.029627352436921939e+00
1.666296324713367749e+00,1.022710224831310105e-01,1.025348390489306594e+00,1.039079249595629362e+00
2.071041979709581371e-01,6.992569470564611311e-01,8.381741335653098979e-01,8.428200777792020926e-01
1.532069871537095063e-01,4.350886174940874485e-01,5.544268173960918977e-01,5.644407782306528620e-01
3.067339810089947605e+00,4.186019260212878734e-01,1.004029685186942578e+00,9.905077435801581398e-01
1.111524220780242267e+00,7.940672691138523920e-01,1.002505514547944676e+00,1.011185584027444628e+00
1.351199599544863350e+00,2.207664881380359267e-01,1.035576465889448849e+00,1.037760886588300346e+00
4.995642775103696032e+00,2.212415391117322772e-01,1.000486701046586768e+00,1.008745566747798028e+00
2.153049118364366965e+00,8.149327827416302794e-01,9.971180648382311773e-01,1.008213622164780165e+00
2.756874287904923726e+00,1.500329406191208692e-01,1.010224532737120651e+00,1.011069945365396183e+00
1.736036080911186330e+00,6.866772512973184917e-01,1.006889214000193933e+00,1.003974868039475110e+00
4.307634170395866491e+00,3.363387252229328439e-01,1.000647179424696276e+00,1.008355138033136589e+00
1.032860718398769251e+00,6.853389144598169835e-01,1.016272210329061121e+00,1.004968415083221878e+00
1.415273107546203279e+00,8.931082262804811434e-01,9.923595896802150929e-01,1.007487004085632076e+00
2.612729574834544710e+00,7.706401106308642390e-01,9.973786899706676978e-01,1.001678651201460823e+00
4.762662376065978087e+00,7.256695622626370135e-01,9.964881713160951282e-01,9.862048828028173730e-01
1.899096295760287489e+00,1.784434311541476248e-01,1.023312043342149869e+00,1.037123649804543302e+00
4.062534408524366647e+00,3.703988451098740864e-01,1.000818515628578487e+00,1.011400091452858696e+00
2.218375502628283868e+00,8.556135807270804916e-01,9.950247644929126611e-01,1.011355589514570941e+00
3.384241963998859237e+00,3.783906398506247104e-01,1.002957241674068189e+00,1.013991580258480241e+00
