t,P,S_set,R,dP_dt,dP_dt_noisy
3.689537907581515697e+01,7.235983227274155050e-02,1.379927091344052004e-01,8.095558369058862558e-03,-4.133211685669147678e-03,1.139556236497598629e-01
3.690738147629525656e+01,7.231026129501744171e-02,1.379613244144073936e-01,8.084819978910943658e-03,-4.126969085444159857e-03,1.387621949394410859e-01
3.691938387677534905e+01,7.226076517156580781e-02,1.379299460384491027e-01,8.074101396993440052e-03,-4.120738401816523289e-03,1.166195322565520276e-01
3.693138627725544865e+01,7.221134375944453232e-02,1.378985740068034149e-01,8.063402584759946090e-03,-4.114519610299488539e-03,4.027451305591154274e-01
3.694338867773554114e+01,7.216199691601105082e-02,1.378672083197399478e-01,8.052723503740328442e-03,-4.108312686461416605e-03,5.164329784741870932e-02
3.695539107821564073e+01,7.211272449892218439e-02,1.378358489775246276e-01,8.042064115540672325e-03,-4.102117605925730340e-03,1.986887792531888131e-01
3.696739347869573322e+01,7.206352636613429230e-02,1.378044959804199943e-01,8.031424381843343951e-03,-4.095934344370897977e-03,1.495390799335135079e-01
3.697939587917583282e+01,7.201440237590309157e-02,1.377731493286848963e-01,8.020804264406926343e-03,-4.089762877530375013e-03,-3.010192591183919464e-01
3.699139827965592531e+01,7.196535238678387902e-02,1.377418090225747127e-01,8.010203725066280048e-03,-4.083603181192618954e-03,-1.583305718359047654e-01
3.700340068013602490e+01,7.191637625763128150e-02,1.377104750623411589e-01,7.999622725732485895e-03,-4.077455231201017327e-03,4.120351484893985949e-01
3.701540308061611739e+01,7.186747384759954727e-02,1.376791474482325639e-01,7.989061228392902239e-03,-4.071319003453883340e-03,-5.886937859292051822e-02
3.702740548109621699e+01,7.181864501614221297e-02,1.376478261804935099e-01,7.978519195111104245e-03,-4.065194473904415115e-03,-1.770310192561416751e-02
3.703940788157630948e+01,7.176988962301240893e-02,1.376165112593651652e-01,7.967996588026946339e-03,-4.059081618560675744e-03,-2.677537503653251161e-01
3.705141028205640907e+01,7.172120752826265100e-02,1.375852026850850895e-01,7.957493369356503227e-03,-4.052980413485543845e-03,-7.290627571039136334e-02
3.706341268253650156e+01,7.167259859224497931e-02,1.375539004578872904e-01,7.947009501392123670e-03,-4.046890834796714430e-03,-2.669123338773474186e-01
3.707541508301660116e+01,7.162406267561080564e-02,1.375226045780022222e-01,7.936544946502380182e-03,-4.040812858666633853e-03,-1.260359036662946075e-01
3.708741748349669365e+01,7.157559963931112157e-02,1.374913150456567867e-01,7.926099667132115861e-03,-4.034746461322512821e-03,1.065049820539887560e-01
3.709941988397679324e+01,7.152720934459623481e-02,1.374600318610743332e-01,7.915673625802401026e-03,-4.028691619046243996e-03,-1.704254379733719238e-01
3.711142228445688573e+01,7.147889165269195877e-02,1.374287550244785439e-01,7.905266785038948113e-03,-4.022648308123173005e-03,-1.271369132001698432e-01
3.712342468493698533e+01,7.143064642368990302e-02,1.373974845361065622e-01,7.894879107135720914e-03,-4.016616504666766473e-03,2.634165467188954168e-01
3.713542708541707782e+01,7.138247351966306442e-02,1.373662203961714401e-01,7.884510554848048539e-03,-4.010596185111533693e-03,8.991019839509049871e-02
3.714742948589717741e+01,7.133437280324890495e-02,1.373349626048794292e-01,7.874161091066825269e-03,-4.004587325988522191e-03,9.905532527828175837e-02
3.715943188637726990e+01,7.128634413734499797e-02,1.373037111624337836e-01,7.863830678750341127e-03,-3.998589903877098478e-03,1.947553071705031835e-01
3.717143428685736950e+01,7.123838738510887558e-02,1.372724660690345933e-01,7.853519280924235041e-03,-3.992603895404929840e-03,-1.143738418934982237e-01
3.718343668733746199e+01,7.119050240995820900e-02,1.372412273248789782e-01,7.843226860681536475e-03,-3.986629277247948772e-03,-8.222377719810787522e-02
3.719543908781756159e+01,7.114268907557058652e-02,1.372099949301608390e-01,7.832953381182623798e-03,-3.980666026130319154e-03,-4.158471072275966018e-01
3.720744148829765408e+01,7.109494724588377723e-02,1.371787688850711340e-01,7.822698805655267651e-03,-3.974714118824440590e-03,1.425668933110827430e-01
3.721944388877775367e+01,7.104727678509545341e-02,1.371475491897976573e-01,7.812463097394588447e-03,-3.968773532150876408e-03,-4.555000467631852012e-02
3.723144628925784616e+01,7.099967755766344035e-02,1.371163358445252056e-01,7.802246219763096270e-03,-3.962844242978362345e-03,-4.976597858765514568e-03
3.724344868973794576e+01,7.095214942830549432e-02,1.370851288494353837e-01,7.792048136190650974e-03,-3.956926228223763171e-03,-2.221122507488943187e-01
3.725545109021803825e+01,7.090469226199951069e-02,1.370539282047068264e-01,7.781868810174506421e-03,-3.951019464852056212e-03,1.198685466135633454e-01
3.726745349069813784e+01,7.085730592398334360e-02,1.370227339105150599e-01,7.771708205279261039e-03,-3.945123929876287114e-03,1.212137505377177960e-01
3.727945589117823033e+01,7.080999027975495852e-02,1.369915459670325297e-01,7.761566285136909001e-03,-3.939239600357568108e-03,3.222820320595561061e-02
3.729145829165832993e+01,7.076274519507227967e-02,1.369603643744286003e-01,7.751443013446791645e-03,-3.933366453405031174e-03,-3.218880020230940331e-01
3.730346069213842242e+01,7.071557053595337039e-02,1.369291891328695554e-01,7.741338353975641719e-03,-3.927504466175818498e-03,-1.725590079570082369e-01
3.731546309261852201e+01,7.066846616867621111e-02,1.368980202425185977e-01,7.731252270557540003e-03,-3.921653615875026963e-03,-1.094555316557519267e-02
3.732746549309861450e+01,7.062143195977894916e-02,1.368668577035359324e-01,7.721184727093963890e-03,-3.915813879755725493e-03,-1.714607011603009046e-01
3.733946789357871410e+01,7.057446777605964894e-02,1.368357015160785450e-01,7.711135687553732736e-03,-3.909985235118889138e-03,7.318372470124055729e-02
3.735147029405880659e+01,7.052757348457652786e-02,1.368045516803004513e-01,7.701105115973063374e-03,-3.904167659313404707e-03,1.971859344471966202e-01
3.736347269453890618e+01,7.048074895264772044e-02,1.367734081963525861e-01,7.691092976455517205e-03,-3.898361129736003117e-03,-1.550770278820632064e-01
3.737547509501899867e+01,7.043399404785155582e-02,1.367422710643827477e-01,7.681099233172051371e-03,-3.892565623831301461e-03,-4.023706817532708008e-02
3.738747749549909827e+01,7.038730863802622473e-02,1.367111402845357371e-01,7.671123850360969318e-03,-3.886781119091689378e-03,-1.410148770656861894e-01
3.739947989597919076e+01,7.034069259127012641e-02,1.366800158569531909e-01,7.661166792327966761e-03,-3.881007593057391944e-03,2.022938561897161258e-01
3.741148229645929035e+01,7.029414577594153557e-02,1.366488977817737482e-01,7.651228023446088322e-03,-3.875245023316366885e-03,1.754353395436215879e-01
3.742348469693938284e+01,7.024766806065892155e-02,1.366177860591329118e-01,7.641307508155770895e-03,-3.869493387504344475e-03,5.284515109541085831e-01
3.743548709741948244e+01,7.020125931430067079e-02,1.365866806891631591e-01,7.631405210964800276e-03,-3.863752663304744275e-03,-2.440303928600133856e-03
3.744748949789957493e+01,7.015491940600530885e-02,1.365555816719938587e-01,7.621521096448353669e-03,-3.858022828448704183e-03,-1.906613821464129555e-01
3.745949189837967452e+01,7.010864820517127838e-02,1.365244890077512985e-01,7.611655129248955445e-03,-3.852303860715003674e-03,7.807215407939580021e-02
3.747149429885976701e+01,7.006244558145720280e-02,1.364934026965587410e-01,7.601807274076525719e-03,-3.846595737930084621e-03,-5.032496777167580482e-02
3.748349669933986661e+01,7.001631140478162263e-02,1.364623227385362847e-01,7.591977495708330040e-03,-3.840898437967987106e-03,3.440535954338419522e-02
3.749549909981995910e+01,6.997024554532320362e-02,1.364312491338010580e-01,7.582165758989027962e-03,-3.835211938750354189e-03,2.449728139885144762e-01
3.750750150030005869e+01,6.992424787352058413e-02,1.364001818824669976e-01,7.572372028830625344e-03,-3.829536218246390282e-03,-6.074387107422901666e-02
3.751950390078015118e+01,6.987831826007250002e-02,1.363691209846450425e-01,7.562596270212523786e-03,-3.823871254472838589e-03,1.408347418987179744e-01
3.753150630126025078e+01,6.983245657593767364e-02,1.363380664404430509e-01,7.552838448181468586e-03,-3.818217025493962895e-03,-4.270176697415947187e-01
3.754350870174034327e+01,6.978666269233493868e-02,1.363070182499658001e-01,7.543098527851601655e-03,-3.812573509421519815e-03,2.080284183687148014e-01
3.755551110222044287e+01,6.974093648074304597e-02,1.362759764133149587e-01,7.533376474404411202e-03,-3.806940684414721054e-03,2.334494396715816253e-02
3.756751350270053535e+01,6.969527781290094093e-02,1.362449409305891423e-01,7.523672253088777712e-03,-3.801318528680238187e-03,-5.130406637238064255e-02
3.757951590318063495e+01,6.964968656080745835e-02,1.362139118018838857e-01,7.513985829220930571e-03,-3.795707020472141938e-03,-1.033863404458774393e-01
3.759151830366072744e+01,6.960416259672158601e-02,1.361828890272916703e-01,7.504317168184490572e-03,-3.790106138091913456e-03,2.800772171990904003e-01
3.760352070414082704e+01,6.955870579316228430e-02,1.361518726069018692e-01,7.494666235430429146e-03,-3.784515859888388806e-03,-1.044275976802853945e-01
3.761552310462091953e+01,6.951331602290859724e-02,1.361208625408008022e-01,7.485032996477107396e-03,-3.778936164257759404e-03,2.505849787314849975e-01
3.762752550510101912e+01,6.946799315899954141e-02,1.360898588290716527e-01,7.475417416910235327e-03,-3.773367029643527343e-03,-1.043029598772457212e-01
3.763952790558111161e+01,6.942273707473427258e-02,1.360588614717946621e-01,7.465819462382916952e-03,-3.767808434536498025e-03,6.461150881236200905e-03
3.765153030606121121e+01,6.937754764367186355e-02,1.360278704690468521e-01,7.456239098615601718e-03,-3.762260357474740257e-03,6.844185717816672621e-02
3.766353270654130370e+01,6.933242473963155406e-02,1.359968858209022469e-01,7.446676291396135683e-03,-3.756722777043587126e-03,4.024617817218703597e-01
3.767553510702140329e+01,6.928736823669251477e-02,1.359659075274317619e-01,7.437131006579708603e-03,-3.751195671875576145e-03,4.756424840261552767e-02
3.768753750750149578e+01,6.924237800919402774e-02,1.359349355887032595e-01,7.427603210088905110e-03,-3.745679020650460097e-03,4.519461756869017771e-02
3.769953990798159538e+01,6.919745393173536152e-02,1.359039700047814936e-01,7.418092867913657872e-03,-3.740172802095160197e-03,-1.537172147534214550e-02
3.771154230846168787e+01,6.915259587917589601e-02,1.358730107757281924e-01,7.408599946111291829e-03,-3.734676994983756552e-03,-6.212703848218117941e-02
3.772354470894178746e+01,6.910780372663492821e-02,1.358420579016019758e-01,7.399124410806480825e-03,-3.729191578137445225e-03,-1.229901963815004662e-01
3.773554710942187995e+01,6.906307734949194976e-02,1.358111113824583827e-01,7.389666228191288377e-03,-3.723716530424547345e-03,3.600810862507707322e-01
3.774754950990197955e+01,6.901841662338634165e-02,1.357801712183498710e-01,7.380225364525129506e-03,-3.718251830760447522e-03,2.924872239238472393e-01
3.775955191038207204e+01,6.897382142421765172e-02,1.357492374093258736e-01,7.370801786134811504e-03,-3.712797458107604687e-03,-1.388695618648833341e-01
3.777155431086217163e+01,6.892929162814535882e-02,1.357183099554326589e-01,7.361395459414487100e-03,-3.707353391475499190e-03,3.089471289381641103e-02
3.778355671134226412e+01,6.888482711158908089e-02,1.356873888567134978e-01,7.352006350825703029e-03,-3.701919609920635394e-03,-2.365336033843019603e-01
3.779555911182236372e+01,6.884042775122835300e-02,1.356564741132085528e-01,7.342634426897355800e-03,-3.696496092546491374e-03,1.871692882864894047e-01
3.780756151230245621e+01,6.879609342400289096e-02,1.356255657249549051e-01,7.333279654225732455e-03,-3.691082818503534525e-03,1.364365531982221491e-01
3.781956391278255580e+01,6.875182400711232766e-02,1.355946636919865833e-01,7.323941999474468077e-03,-3.685679766989145238e-03,2.163409334641427581e-02
3.783156631326264829e+01,6.870761937801643515e-02,1.355637680143345070e-01,7.314621429374591755e-03,-3.680286917247653760e-03,-1.622514859890279715e-01
3.784356871374274789e+01,6.866347941443491643e-02,1.355328786920265149e-01,7.305317910724478878e-03,-3.674904248570256930e-03,1.524237301450009352e-01
3.785557111422284038e+01,6.861940399434762750e-02,1.355019957250874763e-01,7.296031410389899712e-03,-3.669531740295053739e-03,1.227063182626511872e-01
3.786757351470293997e+01,6.857539299599435534e-02,1.354711191135389847e-01,7.286761895303969956e-03,-3.664169371806966398e-03,-3.650672126419525487e-02
3.787957591518303246e+01,6.853144629782446928e-02,1.354402488574003860e-01,7.277509332455576671e-03,-3.658817122529784034e-03,1.468392920074888253e-01
3.789157831566313206e+01,6.848756377715717325e-02,1.354093849567046814e-01,7.268273688586290859e-03,-3.653474971714601449e-03,-2.694254386828983105e-01
3.790358071614322455e+01,6.844374531251018468e-02,1.353785274114700787e-01,7.259054930733570971e-03,-3.648142898807909661e-03,-1.203572629403635019e-01
3.791558311662332414e+01,6.839999078334892124e-02,1.353476762217032114e-01,7.249853026162234385e-03,-3.642820883411636984e-03,-1.908980454626769963e-01
3.792758551710341663e+01,6.835630006936463388e-02,1.353168313874081319e-01,7.240667942196491944e-03,-3.637508905169043252e-03,2.211230723533433307e-02
3.793958791758351623e+01,6.831267305047421246e-02,1.352859929085861723e-01,7.231499646219901982e-03,-3.632206943764660408e-03,3.328729160836413903e-01
3.795159031806360872e+01,6.826910960682038010e-02,1.352551607852360560e-01,7.222348105675420633e-03,-3.626914978924305512e-03,8.964430428011819357e-03
3.796359271854370832e+01,6.822560961877148500e-02,1.352243350173538139e-01,7.213213288065352391e-03,-3.621632990415028265e-03,2.266469085864592503e-01
3.797559511902380081e+01,6.818217296692175022e-02,1.351935156049328679e-01,7.204095160951396078e-03,-3.616360958045115349e-03,-7.123950661917763209e-03
3.798759751950390040e+01,6.813879953209101004e-02,1.351627025479639199e-01,7.194993691954602345e-03,-3.611098861664053562e-03,-8.213940498373284438e-02
3.799959991998399289e+01,6.809548919532491806e-02,1.351318958464350906e-01,7.185908848755413574e-03,-3.605846681162516807e-03,2.016415166509494539e-01
3.801160232046409249e+01,6.805224183789479464e-02,1.351010955003317804e-01,7.176840599093623971e-03,-3.600604396472337904e-03,1.074648027808092488e-01
3.802360472094418498e+01,6.800905734129779334e-02,1.350703015096368087e-01,7.167788910768421208e-03,-3.595371987566501649e-03,2.826628205444096098e-01
3.803560712142428457e+01,6.796593558725667894e-02,1.350395138743303025e-01,7.158753751638344785e-03,-3.590149434459096248e-03,1.935960660446228443e-01
3.804760952190437706e+01,6.792287645772010496e-02,1.350087325943897243e-01,7.149735089621326797e-03,-3.584936717205339327e-03,-1.638201885551640591e-01
3.805961192238447666e+01,6.787987983486229449e-02,1.349779576697898720e-01,7.140732892694649434e-03,-3.579733815901500749e-03,-5.109358463689418484e-01
3.807161432286456915e+01,6.783694560108337324e-02,1.349471891005029622e-01,7.131747128894990080e-03,-3.574540710684932527e-03,2.596186564147516182e-02
3.808361672334466874e+01,6.779407363900905037e-02,1.349164268864984917e-01,7.122777766318376218e-03,-3.569357381734005515e-03,-2.368788444191305131e-01
3.809561912382476123e+01,6.775126383149089604e-02,1.348856710277432924e-01,7.113824773120229657e-03,-3.564183809268131088e-03,-2.835254467060361883e-01
3.810762152430486083e+01,6.770851606160613323e-02,1.348549215242016153e-01,7.104888117515321434e-03,-3.559019973547699126e-03,-2.979166144334186028e-01
3.811962392478495332e+01,6.766583021265779041e-02,1.348241783758349910e-01,7.095967767777817785e-03,-3.553865854874098396e-03,-1.300522322782620976e-01
3.813162632526505291e+01,6.762320616817456276e-02,1.347934415826023136e-01,7.087063692241235037e-03,-3.548721433589654972e-03,-4.185883045880042785e-02
3.814362872574514540e+01,6.758064381191095094e-02,1.347627111444598680e-01,7.078175859298483849e-03,-3.543586690077650016e-03,-8.691429715919326074e-04
3.815563112622524500e+01,6.753814302784710843e-02,1.347319870613611914e-01,7.069304237401824106e-03,-3.538461604762267298e-03,4.069339320609912103e-01
3.816763352670533749e+01,6.749570370018904975e-02,1.347012693332572675e-01,7.060448795062911759e-03,-3.533346158108605344e-03,-2.444990559581859957e-01
3.817963592718543708e+01,6.745332571336837280e-02,1.346705579600963321e-01,7.051609500852751983e-03,-3.528240330622624526e-03,-4.189025218910017584e-03
3.819163832766552957e+01,6.741100895204256427e-02,1.346398529418240952e-01,7.042786323401743417e-03,-3.523144102851153564e-03,-2.509519806648576878e-01
3.820364072814562917e+01,6.736875330109470816e-02,1.346091542783834916e-01,7.033979231399636531e-03,-3.518057455381846596e-03,-2.012330189559300153e-01
3.821564312862572166e+01,6.732655864563376336e-02,1.345784619697148465e-01,7.025188193595573519e-03,-3.512980368843191849e-03,1.110706108696788916e-02
3.822764552910582125e+01,6.728442487099429992e-02,1.345477760157558211e-01,7.016413178798051008e-03,-3.507912823904467403e-03,8.143425337120899221e-02
3.823964792958591374e+01,6.724235186273672116e-02,1.345170964164414951e-01,7.007654155874955618e-03,-3.502854801275724281e-03,-2.594071239263073814e-01
3.825165033006601334e+01,6.720033950664708322e-02,1.344864231717041447e-01,6.998911093753526665e-03,-3.497806281707780806e-03,2.264396506102500928e-01
3.826365273054610583e+01,6.715838768873727549e-02,1.344557562814735763e-01,6.990183961420396927e-03,-3.492767245992191814e-03,-1.884179600833588708e-01
3.827565513102620542e+01,6.711649629524482630e-02,1.344250957456767648e-01,6.981472727921549278e-03,-3.487737674961230439e-03,1.892339678386942281e-01
3.828765753150629791e+01,6.707466521263308334e-02,1.343944415642381596e-01,6.972777362362360919e-03,-3.482717549487874664e-03,-1.289659578886038181e-02
3.829965993198639751e+01,6.703289432759106103e-02,1.343637937370794899e-01,6.964097833907559147e-03,-3.477706850485773934e-03,1.787235604498042529e-01
3.831166233246649000e+01,6.699118352703357926e-02,1.343331522641199038e-01,6.955434111781266457e-03,-3.472705558909244816e-03,1.108091055572325567e-01
3.832366473294658960e+01,6.694953269810111074e-02,1.343025171452757738e-01,6.946786165266954569e-03,-3.467713655753245413e-03,-5.985271894529036601e-02
3.833566713342668208e+01,6.690794172815998919e-02,1.342718883804609742e-01,6.938153963707489533e-03,-3.462731122053362785e-03,9.303895091305197651e-02
3.834766953390678168e+01,6.686641050480213178e-02,1.342412659695865484e-01,6.929537476505088361e-03,-3.457757938885771751e-03,-2.711320303201563142e-01
3.835967193438687417e+01,6.682493891584533052e-02,1.342106499125610697e-01,6.920936673121360662e-03,-3.452794087367244864e-03,-2.626820383757004773e-01
3.837167433486697377e+01,6.678352684933300254e-02,1.341800402092903077e-01,6.912351523077268738e-03,-3.447839548655113814e-03,-7.389679340111497685e-02
3.838367673534706626e+01,6.674217419353442593e-02,1.341494368596774789e-01,6.903781995953167487e-03,-3.442894303947268125e-03,2.717982114779650682e-01
3.839567913582716585e+01,6.670088083694447612e-02,1.341188398636230517e-01,6.895228061388761903e-03,-3.437958334482104847e-03,-1.521249752606354255e-01
3.840768153630725834e+01,6.665964666828387564e-02,1.340882492210249688e-01,6.886689689083151308e-03,-3.433031621538542438e-03,-1.224828666583443748e-01
3.841968393678735794e+01,6.661847157649901374e-02,1.340576649317783975e-01,6.878166848794786854e-03,-3.428114146435984333e-03,3.302020117971726787e-01
3.843168633726745043e+01,6.657735545076208517e-02,1.340270869957759514e-01,6.869659510341511420e-03,-3.423205890534313737e-03,5.859758606147628252e-03
3.844368873774755002e+01,6.653629818047092359e-02,1.339965154129074687e-01,6.861167643600519714e-03,-3.418306835233850260e-03,-2.670262447143747012e-03
3.845569113822764251e+01,6.649529965524923758e-02,1.339659501830602617e-01,6.852691218508400774e-03,-3.413416961975365097e-03,-2.128348086371275039e-01
3.846769353870774211e+01,6.645435976494630526e-02,1.339353913061188950e-01,6.844230205061093732e-03,-3.408536252240021609e-03,9.285616597872529271e-03
3.847969593918783460e+01,6.641347839963730737e-02,1.339048387819653518e-01,6.835784573313930315e-03,-3.403664687549403951e-03,1.158178020563235960e-01
3.849169833966793419e+01,6.637265544962302199e-02,1.338742926104789233e-01,6.827354293381595815e-03,-3.398802249465451147e-03,-1.404791763260617062e-02
3.850370074014802668e+01,6.633189080543008820e-02,1.338437527915362357e-01,6.818939335438165515e-03,-3.393948919590485287e-03,1.500176149782180834e-01
3.851570314062812628e+01,6.629118435781075624e-02,1.338132193250112789e-01,6.810539669717069998e-03,-3.389104679567144732e-03,6.288164094208557875e-02
3.852770554110821877e+01,6.625053599774312352e-02,1.337826922107754057e-01,6.802155266511128104e-03,-3.384269511078405370e-03,2.071633312485509359e-01
3.853970794158831836e+01,6.620994561643095411e-02,1.337521714486972768e-01,6.793786096172514839e-03,-3.379443395847545918e-03,1.624353367640812840e-01
3.855171034206841085e+01,6.616941310530378983e-02,1.337216570386429437e-01,6.785432129112795203e-03,-3.374626315638126674e-03,-2.956847960917383805e-02
3.856371274254851045e+01,6.612893835601686698e-02,1.336911489804757658e-01,6.777093335802886025e-03,-3.369818252253974338e-03,1.710200492508508197e-01
3.857571514302860294e+01,6.608852126045122732e-02,1.336606472740564655e-01,6.768769686773099328e-03,-3.365019187539176806e-03,3.581151804406298989e-01
3.858771754350870253e+01,6.604816171071356545e-02,1.336301519192431009e-01,6.760461152613094632e-03,-3.360229103378038068e-03,5.787343701087484249e-02
3.859971994398879502e+01,6.600785959913638146e-02,1.335996629158911486e-01,6.752167703971929252e-03,-3.355447981695083414e-03,-2.470128331149192835e-01
3.861172234446889462e+01,6.596761481827786988e-02,1.335691802638532821e-01,6.743889311558007998e-03,-3.350675804455034278e-03,3.530254783573497090e-02
3.862372474494898711e+01,6.592742726092198913e-02,1.335387039629796491e-01,6.735625946139130009e-03,-3.345912553662790893e-03,-4.278881983106360559e-02
3.863572714542907960e+01,6.588729682007843369e-02,1.335082340131177325e-01,6.727377578542451456e-03,-3.341158211363408435e-03,5.152847342202129255e-01
3.864772954590917919e+01,6.584722338898257865e-02,1.334777704141122678e-01,6.719144179654502023e-03,-3.336412759642082716e-03,1.478626436966192226e-01
3.865973194638927168e+01,6.580720686109563233e-02,1.334473131658054645e-01,6.710925720421196186e-03,-3.331676180624143675e-03,-2.245880010612900657e-01
3.867173434686937128e+01,6.576724712946577234e-02,1.334168622680446670e-01,6.702722171697418803e-03,-3.326948456374283995e-03,-4.104978148130333099e-02
3.868373674734946377e+01,6.572734408681134288e-02,1.333864177206812718e-01,6.694533504275938622e-03,-3.322229568909896950e-03,2.888071126851496362e-01
3.869573914782956336e+01,6.568749762741404874e-02,1.333559795235472467e-01,6.686359689331519175e-03,-3.317519500499628831e-03,-2.360351971414811345e-01
3.870774154830965585e+01,6.564770764579141993e-02,1.333255476764718950e-01,6.678200698100627240e-03,-3.312818233453748880e-03,-1.022411337039493273e-01
3.871974394878975545e+01,6.560797403665670491e-02,1.332951221792821050e-01,6.670056501871893598e-03,-3.308125750117833167e-03,-3.803825363345462486e-03
3.873174634926984794e+01,6.556829669491914814e-02,1.332647030318026005e-01,6.661927071986153796e-03,-3.303442032872772396e-03,-3.389590985858539213e-02
3.874374874974994754e+01,6.552867551568371252e-02,1.332342902338557733e-01,6.653812379836406520e-03,-3.298767064134720730e-03,-1.230220143847246261e-01
3.875575115023004003e+01,6.548911039425132918e-02,1.332038837852617397e-01,6.645712396867855219e-03,-3.294100826355120942e-03,2.162953836086497356e-02
3.876775355071013962e+01,6.544960122611867548e-02,1.331734836858383120e-01,6.637627094577867350e-03,-3.289443302020638067e-03,-2.869625151213997527e-01
3.877975595119023211e+01,6.541014790697836923e-02,1.331430899354010822e-01,6.629556444516011664e-03,-3.284794473653193225e-03,-1.207211011102208159e-01
3.879175835167033171e+01,6.537075033271880220e-02,1.331127025337632830e-01,6.621500418284024386e-03,-3.280154323809911579e-03,-1.248883819983768878e-01
3.880376075215042420e+01,6.533140839942430667e-02,1.330823214807359545e-01,6.613458987535843908e-03,-3.275522835083124508e-03,-6.558762811482655997e-02
3.881576315263052379e+01,6.529212200337494720e-02,1.330519467761277774e-01,6.605432123977572623e-03,-3.270899990100340111e-03,-6.535453891926965020e-02
3.882776555311061628e+01,6.525289104104677051e-02,1.330215784197452122e-01,6.597419799367516824e-03,-3.266285771524247983e-03,-6.344532232931736349e-03
3.883976795359071588e+01,6.521371540911156950e-02,1.329912164113923878e-01,6.589421985516147676e-03,-3.261680162052675407e-03,-7.560837165808967364e-02
3.885177035407080837e+01,6.517459500443706366e-02,1.329608607508712126e-01,6.581438654286137641e-03,-3.257083144418596466e-03,-8.975821244935665300e-02
3.886377275455090796e+01,6.513552972408674646e-02,1.329305114379812358e-01,6.573469777592325786e-03,-3.252494701390095180e-03,6.579332619621688916e-02
3.887577515503100045e+01,6.509651946532005184e-02,1.329001684725197863e-01,6.565515327401754211e-03,-3.247914815770371576e-03,1.733832605944420902e-01
3.888777755551110005e+01,6.505756412559217383e-02,1.328698318542819168e-01,6.557575275733628153e-03,-3.243343470397700486e-03,1.856525298210569275e-01
3.889977995599119254e+01,6.501866360255426081e-02,1.328395015830603765e-01,6.549649594659358483e-03,-3.238780648145442830e-03,-2.372808133430953648e-01
3.891178235647129213e+01,6.497981779405320735e-02,1.328091776586456108e-01,6.541738256302518338e-03,-3.234226331922004406e-03,4.248268518533099281e-02
3.892378475695138462e+01,6.494102659813183465e-02,1.327788600808258723e-01,6.533841232838885626e-03,-3.229680504670835901e-03,1.423332401646595080e-01
3.893578715743148422e+01,6.490228991302875172e-02,1.327485488493869714e-01,6.525958496496401390e-03,-3.225143149370409898e-03,-6.046068636884245617e-02
3.894778955791157671e+01,6.486360763717849420e-02,1.327182439641126366e-01,6.518090019555210571e-03,-3.220614249034217409e-03,8.625395077793156229e-02
3.895979195839167630e+01,6.482497966921138555e-02,1.326879454247841816e-01,6.510235774347624717e-03,-3.216093786710733180e-03,-5.122037394006499073e-02
3.897179435887176879e+01,6.478640590795364806e-02,1.326576532311806722e-01,6.502395733258154072e-03,-3.211581745483416128e-03,6.803871273646105999e-02
3.898379675935186839e+01,6.474788625242729190e-02,1.326273673830788979e-01,6.494569868723478086e-03,-3.207078108470682882e-03,-3.119285479675254491e-01
3.899579915983196088e+01,6.470942060185026767e-02,1.325970878802534003e-01,6.486758153232476641e-03,-3.202582858825901279e-03,8.479853652915607387e-02
3.900780156031206047e+01,6.467100885563627222e-02,1.325668147224763616e-01,6.478960559326195356e-03,-3.198095979737364345e-03,-1.039186257251305673e-01
3.901980396079215296e+01,6.463265091339497059e-02,1.325365479095177712e-01,6.471177059597882017e-03,-3.193617454428291161e-03,-1.546120347612369161e-01
3.903180636127225256e+01,6.459434667493176019e-02,1.325062874411452596e-01,6.463407626692951012e-03,-3.189147266156792167e-03,-6.749255653312428993e-02
3.904380876175234505e+01,6.455609604024799275e-02,1.324760333171242643e-01,6.455652233309017163e-03,-3.184685398215867866e-03,1.895399247311165269e-01
3.905581116223244464e+01,6.451789890954079398e-02,1.324457855372178361e-01,6.447910852195862762e-03,-3.180231833933387132e-03,1.808781581939804262e-01
3.906781356271253713e+01,6.447975518320318844e-02,1.324155441011868883e-01,6.440183456155471400e-03,-3.175786556672075944e-03,4.191421261187256581e-02
3.907981596319263673e+01,6.444166476182403014e-02,1.323853090087898643e-01,6.432470018041991540e-03,-3.171349549829500462e-03,1.649705617803743363e-01
3.909181836367272922e+01,6.440362754618804420e-02,1.323550802597831255e-01,6.424770510761774675e-03,-3.166920796838047086e-03,-8.928157774477135655e-02
3.910382076415282881e+01,6.436564343727575743e-02,1.323248578539205911e-01,6.417084907273338905e-03,-3.162500281164913347e-03,-2.568790156714740869e-01
3.911582316463292130e+01,6.432771233626363716e-02,1.322946417909540151e-01,6.409413180587402760e-03,-3.158087986312095759e-03,-3.810848201846445127e-01
3.912782556511302090e+01,6.428983414452388301e-02,1.322644320706327925e-01,6.401755303766850508e-03,-3.153683895816365105e-03,-1.433086587077416103e-02
3.913982796559311339e+01,6.425200876362467672e-02,1.322342286927040977e-01,6.394111249926770317e-03,-3.149287993249262532e-03,-3.745080147922862090e-02
3.915183036607321299e+01,6.421423609532994625e-02,1.322040316569127738e-01,6.386480992234413491e-03,-3.144900262217071359e-03,-9.855954389124364778e-04
3.916383276655330548e+01,6.417651604159953227e-02,1.321738409630014432e-01,6.378864503909236101e-03,-3.140520686360812747e-03,5.251574698322356710e-03
