dIdt,T,emf,emf_noisy
1.148411797967205166e+04,3.087018758241667342e+02,1.037221933705501781e-01,1.038105738211225620e-01
4.144633438443001069e+04,2.812268637656085843e+02,1.092133773031375849e-01,1.089058048721673055e-01
4.502149849259157054e+04,3.420657986570967068e+02,1.169746161309888621e-01,1.155560423193404546e-01
2.329572846623024088e+04,3.717757759258711303e+02,1.450527679457326025e-01,1.446470805071744525e-01
2.628177186494237321e+04,3.483777560333051042e+02,1.391272662372903535e-01,1.373578409854250004e-01
1.550145136244166224e+03,3.381435643895316048e+02,1.843477826414251924e-02,2.146034199494724348e-02
1.231574717813383904e+04,3.559271121932601432e+02,1.170732210329486489e-01,1.185558179458557626e-01
1.570143158823525118e+04,2.852141776337459191e+02,1.154637901353641749e-01,1.147478354726213651e-01
1.915176614163367731e+03,3.161347401276303231e+02,2.187246280065022891e-02,2.511544065609448706e-02
5.979671896669435228e+04,2.808249796668393401e+02,8.964088144714923989e-02,9.228293324395341057e-02
2.245725367042479047e+04,2.936504844022230714e+02,1.266860739963092397e-01,1.277520751972662238e-01
1.608030891468688878e+03,2.967496185619464200e+02,1.775672604250991618e-02,1.680344383542502901e-02
1.751702439420173732e+03,2.763783419763913685e+02,1.859398264720946853e-02,1.920669638991997011e-02
1.611134117018719280e+03,3.026057583814933878e+02,1.798447958195957541e-02,1.921847630939321067e-02
1.948227116664030291e+03,2.743921511032096419e+02,2.057667752123908469e-02,2.342628159644469590e-02
1.511778997477198391e+04,3.003399562190335246e+02,1.170694271016753524e-01,1.168176610266476179e-01
1.567084456257917736e+03,3.458739197999362887e+02,1.888094024526789511e-02,1.786629246832820150e-02
6.569913409657214288e+03,3.658874694112055863e+02,7.610620114239177725e-02,8.074056009674707157e-02
3.778527687354649515e+03,3.656887225394506800e+02,4.612652475200310770e-02,4.897303920721682996e-02
2.028227170678048424e+04,3.267444969964861343e+02,1.330343014088227749e-01,1.337571815405786957e-01
2.658693742369023676e+04,3.578194626301170729e+02,1.411504011090409239e-01,1.394373773241032732e-01
1.891124930688680979e+04,3.179634018887895763e+02,1.293744571074130767e-01,1.304424810680229474e-01
1.551735422354027833e+04,3.288125292589969604e+02,1.244160710967757710e-01,1.267309015431824226e-01
1.295388753651131083e+04,3.670094165163599200e+02,1.224170255788350065e-01,1.240141931483944304e-01
3.429197176819355809e+04,2.930100236824318358e+02,1.198373094037804287e-01,1.215712831323740722e-01
1.005897026471536992e+04,2.846531506448386608e+02,9.127658151119399932e-02,9.146747523227859167e-02
2.680348550264569440e+03,3.225261556971353230e+02,3.078609934952905580e-02,3.313966941002684241e-02
1.655089617180818777e+03,3.558203837956019697e+02,2.026620221784236967e-02,1.917826256942853705e-02
1.585245175214184019e+04,3.199617475749827804e+02,1.234682844281640296e-01,1.227029255537079727e-01
4.074174612636874372e+04,2.797913550541397285e+02,1.097302215756768839e-01,1.088452328287122239e-01
2.724627629431574314e+04,2.900784922241707591e+02,1.251442837719609069e-01,1.239716025669177768e-01
2.603728157990214459e+04,3.244325045700794590e+02,1.336955223598210729e-01,1.376526283286366725e-01
3.584023873290220945e+04,2.900678085355027633e+02,1.175043906013004541e-01,1.142558198066940811e-01
1.449795671730917320e+03,2.774207874829619414e+02,1.544371200840861241e-02,1.601162890212822279e-02
5.029106508950714488e+04,3.100715216065835875e+02,1.045645278354850466e-01,1.027144914711713986e-01
1.154886288541711792e+03,2.933754531270182611e+02,1.269737490036007554e-02,1.033487515231417547e-02
1.315601892386550935e+04,3.707876304696995930e+02,1.241258940765328084e-01,1.244209127322348091e-01
6.775699678830811536e+03,3.140384487488127547e+02,7.149071247179335231e-02,6.848609239937229753e-02
1.834566352278719705e+03,3.134866879881517434e+02,2.086253295087065265e-02,2.077554915270744818e-02
1.400381886077229865e+04,3.010720315038178114e+02,1.134739019961841650e-01,1.181058733142004297e-01
1.698152672661112774e+03,2.821655198080134141e+02,1.823351960150489115e-02,1.810274030962299996e-02
1.262270640138774525e+03,3.479147548083944912e+02,1.528117135807329809e-02,1.627546191701348399e-02
2.640745598440421236e+04,3.242415057327261820e+02,1.334962679881753489e-01,1.319009474532756299e-01
6.068327695322137151e+04,3.724793295541068119e+02,1.037138755312390082e-01,1.047544896047605811e-01
7.604886697871852448e+03,3.675983738261181770e+02,8.601317007319408958e-02,8.314329831579947427e-02
4.101325392823055881e+04,2.989583769564835052e+02,1.133636929697267176e-01,1.138230415459843825e-01
8.088213157912346651e+04,3.712064395231008120e+02,8.562117296930245314e-02,8.544681179190491416e-02
2.891653514975507642e+04,3.496739878501508088e+02,1.377447358754308737e-01,1.421178681344029693e-01
6.972054416568191300e+03,3.684798017001207882e+02,8.029944645000332282e-02,8.019350985562331835e-02
7.705607539051349158e+04,2.921884663280702057e+02,7.764776436658793468e-02,7.698915096745827247e-02
3.122679350750379854e+03,3.684991539448616322e+02,3.859432116643717048e-02,3.754010281466543114e-02
2.999974851608746576e+03,2.855127978908953423e+02,3.209949369852593132e-02,2.977302231236140725e-02
2.186616627729250104e+04,2.944655465727556702e+02,1.266426796008462696e-01,1.282177620956544972e-01
4.471701278411813837e+04,2.782518393536975623e+02,1.048576380484183279e-01,1.077809022259682142e-01
3.325900017168747127e+03,3.632349284622288792e+02,4.066561840148145979e-02,3.997111524830988111e-02
4.239907934493353423e+03,3.258782572250844396e+02,4.808218544402821648e-02,4.953426446693431906e-02
1.136503495456912560e+03,2.922926769309164001e+02,1.247071248228739070e-02,1.180667786476782312e-02
1.547913720568353710e+03,3.449206010824061650e+02,1.862172379903258290e-02,1.945881850563308674e-02
4.565190511302912455e+03,3.003786630569912290e+02,4.919603710115499212e-02,5.014473892028945695e-02
1.547086336175307906e+03,2.949651554263419371e+02,1.703208984489905722e-02,1.422204228053517740e-02
1.108043898623448968e+03,2.758700574685390166e+02,1.178366787639028614e-02,1.028279174501251468e-02
3.476487804764810426e+04,3.337693932416828488e+02,1.282289115838516069e-01,1.301217421716386879e-01
5.844103325498935010e+04,3.442028364043655415e+02,1.015123413305075439e-01,9.775366352530903691e-02
1.875278039305699622e+03,3.057582578707778680e+02,2.102397516855682852e-02,2.106756173634269716e-02
4.852318806721665169e+03,2.737388636751877584e+02,4.946657919385840513e-02,4.881078513562359111e-02
1.075861531706696042e+03,3.065082355046228599e+02,1.212256388192312767e-02,1.030255216039355562e-02
6.936568550055018932e+03,3.276915916238065165e+02,7.467574320613717953e-02,7.480097823291596837e-02
1.733385822540293702e+03,3.484449485314465846e+02,2.095711522996871606e-02,2.159493901370791030e-02
1.368273902206507773e+04,3.524349098949463155e+02,1.227821645169785564e-01,1.238795375699641987e-01
2.263450976847868151e+04,3.438617365156060828e+02,1.384611080286338447e-01,1.332464314350589318e-01
2.705934753051398366e+04,2.894885172936121762e+02,1.251028334844337675e-01,1.284702447531474723e-01
1.616640864981792447e+03,3.191703825166060824e+02,1.859385914226464875e-02,1.766534531197520505e-02
3.966380699154311151e+04,3.215218598572396331e+02,1.196588099693460111e-01,1.217569616414404809e-01
4.749683283364361705e+04,3.463718316777110999e+02,1.146514695506859471e-01,1.144297748776579998e-01
3.486465177973363097e+03,3.344030850335416289e+02,4.054159927136843228e-02,3.940259291617045911e-02
8.853094620987423696e+04,3.214714770624557332e+02,7.433118153418240281e-02,7.422180356116733768e-02
4.731837809126979664e+03,3.283297177412459860e+02,5.346348668496442302e-02,5.980557986965628903e-02
3.274202104759121539e+03,2.759046485408740068e+02,3.429157826617223320e-02,3.743194562643026302e-02
2.073260085352073020e+03,3.154436898646812324e+02,2.362506221826900579e-02,2.294973937547337486e-02
8.403758143244986422e+04,3.518010562520223630e+02,8.093311080073305186e-02,8.140225844792498000e-02
9.311374354608355497e+04,3.438780737718434466e+02,7.447483364727236488e-02,7.673002846664384036e-02
3.687427765242627356e+04,2.924924688258240053e+02,1.168652326814984405e-01,1.180391529446221249e-01
3.983989898447372980e+03,2.912002570355290914e+02,4.258177797883145460e-02,4.276406307447792182e-02
2.358488655433041004e+03,3.502605506578474888e+02,2.848565942048391156e-02,2.812379607632347484e-02
4.287372871544321242e+04,3.198451981382600025e+02,1.153204887117759148e-01,1.131841541909352489e-01
4.356856939251026779e+04,3.010868212153142736e+02,1.107335155951453265e-01,1.122455003781864663e-01
2.417763099283413248e+04,3.153326605994887473e+02,1.319972806408996058e-01,1.342104038088323403e-01
1.067228162684084964e+03,3.451940888767181832e+02,1.286998478337286235e-02,1.733750380965248805e-02
1.511960863782059960e+03,3.429584747402976177e+02,1.813202728951514298e-02,1.705171501856920374e-02
1.388702375016048609e+04,3.390429512929557063e+02,1.208832081894848087e-01,1.221932746253270863e-01
1.199473568641181828e+03,3.593243163102440576e+02,1.480226339444976405e-02,1.474729328549989789e-02
4.323645112520435214e+04,3.414447246763309636e+02,1.191465878832478203e-01,1.216665209818048737e-01
9.026680661747879640e+04,3.617721776452495988e+02,7.825481351395507934e-02,7.806661152275530535e-02
9.018979306016015471e+04,3.415619197951325532e+02,7.584862017074714413e-02,7.456270975587671324e-02
4.563439468822671188e+04,2.764842722357814750e+02,1.034720600370512000e-01,1.001030194895570352e-01
1.194689768192326937e+03,3.209561522299115950e+02,1.380977561289713045e-02,1.524677508012787543e-02
1.686099695899049493e+03,3.509032205236899244e+02,2.047461439947643666e-02,2.080368592405616029e-02
9.074005931703635724e+04,3.555838756048641471e+02,7.722757364696028470e-02,7.948196043174771130e-02
1.214192369261822751e+04,2.932754440106417633e+02,1.040790194990449530e-01,1.029863595206976373e-01
1.676358572957220758e+03,2.771044643893759485e+02,1.782653183630678040e-02,2.301897007292150188e-02
1.022344800428048529e+03,3.447420537066313386e+02,1.232110600058841827e-02,1.091347204366145511e-02
1.700333108268682281e+03,3.426335158897790620e+02,2.036060223871415803e-02,2.139437544358422164e-02
5.717350514141888561e+04,2.811507589604107693e+02,9.217546890306327345e-02,9.301301075966499077e-02
3.968969593861988415e+03,3.608151356172014061e+02,4.794300358020719272e-02,5.015774894535280498e-02
3.103546338705428207e+04,3.123333554853133478e+02,1.274384452586438121e-01,1.271157014731838786e-01
7.494327599221086712e+04,3.307369805975427539e+02,8.455285131895286244e-02,8.272696624396622123e-02
5.126246492312442570e+03,2.864255365673497522e+02,5.328632383389166061e-02,5.131771954234823352e-02
7.289754166323239042e+04,3.393705519807846258e+02,8.736608678508575587e-02,8.900037144199408889e-02
5.813666640012686548e+04,3.424319909901254277e+02,1.015428556387138470e-01,1.017577753670495244e-01
1.750796071382910441e+03,3.184005164954615452e+02,2.009511607352091125e-02,2.078749395411649131e-02
1.801622746154412425e+03,3.255717040081091227e+02,2.093623518263385691e-02,1.931080509115063945e-02
6.345381656088452291e+04,3.323776488965432918e+02,9.456530516166794520e-02,9.484770006904760797e-02
4.741593658923904150e+04,3.410464934818099891e+02,1.137535762440288062e-01,1.141917543242861321e-01
4.454972563892845938e+04,3.184866815536882996e+02,1.129801799622922459e-01,1.142135109952598787e-01
2.156308564546969865e+04,2.894034433175846743e+02,1.253002879844341277e-01,1.223770599858420988e-01
8.242823858070165443e+04,3.435007956055780483e+02,8.093448609341842570e-02,7.940009129430998513e-02
6.975535712673795388e+03,3.388367515472913851e+02,7.647775594660619070e-02,7.993616216445618983e-02
4.339520901140932983e+04,3.205136141292636580e+02,1.148058587113510165e-01,1.140199560680550950e-01
3.537937626700283727e+04,2.889071623826422410e+02,1.177593445254251636e-01,1.175914926073134414e-01
7.455871886472436017e+03,2.852037189429750015e+02,7.328486515524407219e-02,7.248809641366989187e-02
3.835654670141649149e+03,3.263097654004554329e+02,4.378376911037852592e-02,4.079032779778647699e-02
1.697438957484543835e+03,2.927720383780946349e+02,1.859661729253203610e-02,1.644517699043719638e-02
8.050081352878559846e+04,2.764041484574999572e+02,7.324663539671637247e-02,7.398804240911602270e-02
4.348843088035191613e+04,3.041481478044925097e+02,1.114394506406862079e-01,1.100952841162149143e-01
3.063401812112372863e+04,3.152844985956986648e+02,1.284742847602737548e-01,1.325285547860844682e-01
3.183840679215346881e+03,3.533280942627964123e+02,3.835957433692634838e-02,3.536320878352419012e-02
4.367357996827093302e+04,3.171311141564278273e+02,1.137915566987042354e-01,1.099068508191334559e-01
2.468691254431592824e+03,2.968107034729965221e+02,2.711231640707621737e-02,2.632838161303157135e-02
1.864597268850408364e+04,2.964694737925154868e+02,1.240647938139905204e-01,1.216456931969457783e-01
2.109917369353759568e+03,2.984450867783776857e+02,2.330386979612536491e-02,2.606519580086192819e-02
8.042920042228234706e+03,3.513943475406965717e+02,8.750260087716230095e-02,8.665015428531115671e-02
1.667777320564509137e+04,3.659813528459043255e+02,1.357284940112945260e-01,1.367612039552372205e-01
2.743516393834547489e+04,3.316814903960521406e+02,1.346749868928133753e-01,1.318378856209809491e-01
6.836976272067430546e+04,3.234092611765066749e+02,8.877001887242037814e-02,9.009142054478244677e-02
8.235079325726750540e+04,2.954558590476216864e+02,7.466866939213460952e-02,7.593583547736830475e-02
3.319644112917134044e+04,3.559862193133947130e+02,1.348927597147969448e-01,1.373595107594189069e-01
1.230083831308149684e+03,3.303867974513362924e+02,1.445412904409801129e-02,1.488031267353880083e-02
5.944275547277418809e+03,2.831310021509170838e+02,6.038870157704714220e-02,6.140777821653771451e-02
2.836044515713939836e+04,3.318327445952505741e+02,1.341005342366226316e-01,1.344194905828324793e-01
5.451429153110510379e+04,3.138605944106401466e+02,1.005589400946144407e-01,1.023921788476592487e-01
1.108538615564715201e+03,3.193680791875002001e+02,1.278181534832950259e-02,1.194029141444561369e-02
6.294852685419185946e+03,3.079155045988132997e+02,6.644863354492237806e-02,6.752105067157232465e-02
7.422890620212764770e+04,2.913353482608338254e+02,7.949539827440339768e-02,7.833965011148170954e-02
7.165301745129399933e+04,3.435342442328190486e+02,8.897435193670917564e-02,9.036946814327240229e-02
5.865298878943537420e+04,3.716127449497051884e+02,1.057865348497266933e-01,1.052139631953052656e-01
2.024253080028184968e+03,2.761847248647241599e+02,2.144425231484292302e-02,2.012593364191071418e-02
4.405898463746450943e+03,3.343856089314988367e+02,5.057810306526720062e-02,4.920175295765699675e-02
7.176928821056029119e+04,3.182457027051234491e+02,8.522486666675160860e-02,8.814738619401482622e-02
6.913780695726769045e+04,3.352252653742874600e+02,8.987571577285731472e-02,8.673981924136255073e-02
8.460604068503258168e+04,3.418164061166535248e+02,7.928708662085609538e-02,7.630148759728055952e-02
2.511198033164732260e+04,2.738135445108799217e+02,1.221189614022254177e-01,1.233727694038142808e-01
2.631573947708943524e+04,3.575969189717939116e+02,1.412310824724417047e-01,1.392186613895873004e-01
3.195033340659835176e+03,2.924230294354568969e+02,3.456600547173160898e-02,3.361310425664074814e-02
2.634082315183890751e+04,3.548117146670586521e+02,1.405798277640034066e-01,1.395721945320117230e-01
3.360298694414792863e+03,3.623214711060827540e+02,4.100884430940461567e-02,4.554748531072100315e-02
4.831313131860521389e+04,3.615391691899266675e+02,1.164361516636563953e-01,1.150695457635107777e-01
1.621083746214365965e+04,3.415896657313182914e+02,1.291677856749081921e-01,1.277030884557797952e-01
3.689872507040330220e+03,3.429747770438434600e+02,4.342968502434691597e-02,4.263103887430584604e-02
1.981998357443359282e+03,3.725629727881924964e+02,2.489311157515957176e-02,2.533695082165437693e-02
1.773122241018267459e+03,2.758716286256706667e+02,1.880058407670098450e-02,1.978331039371103092e-02
2.023886302999872669e+03,3.573666957830513979e+02,2.479242935030081738e-02,2.183238685381066330e-02
6.796596085988038976e+04,3.348611955677675383e+02,9.083469582033593115e-02,9.171175506172263292e-02
5.464058897444393551e+03,3.680292119051274540e+02,6.509191375260701962e-02,6.898430547751335795e-02
1.361191077510809373e+04,3.645581321406144752e+02,1.249380217408404548e-01,1.213499927417659163e-01
1.968055399039744998e+03,2.820578455155848019e+02,2.109440199888365161e-02,2.223373655863877460e-02
6.214735048783775710e+04,3.328763854830634159e+02,9.590024143640252241e-02,9.742702509117713572e-02
9.638383866766910069e+04,3.173311167401637363e+02,6.962738274637125802e-02,6.992500966909759308e-02
1.070281589691810041e+04,3.006474438877619946e+02,9.791057596326170620e-02,9.750747815434895882e-02
7.942863882504546200e+04,2.904050076194309327e+02,7.583186320374839251e-02,7.111016571863949809e-02
8.714196023134751886e+04,2.818533411604570915e+02,7.010443641912302015e-02,7.249304567324599269e-02
2.245485926291727083e+04,2.834800745139829701e+02,1.242914325943995368e-01,1.236314321140818406e-01
1.931368150025540444e+03,3.203337690725877565e+02,2.222070176256687665e-02,2.179712459484810932e-02
2.090498770956440057e+04,2.959637844805335476e+02,1.264156531494954050e-01,1.288593765089174892e-01
2.316645270695962154e+03,2.916711651299515324e+02,2.522858855208946066e-02,2.053649783451054478e-02
6.171944333046202519e+04,3.484985820031203616e+02,9.881369336193543407e-02,9.866606847186795703e-02
6.071324834761356760e+04,2.765559453915395807e+02,8.809644414759922049e-02,8.927733250095351569e-02
2.296640303878480609e+03,3.670717584250436971e+02,2.852958587930259221e-02,2.995847751955144425e-02
5.098545795250368428e+03,3.006854102605977914e+02,5.446106090591891491e-02,5.566846361250259861e-02
2.328360922610984926e+04,2.744275156568793363e+02,1.223404634244387584e-01,1.264090599261329106e-01
3.021133986384337732e+03,2.901237830867147522e+02,3.260286142794040221e-02,3.316037753327920334e-02
4.846028627308446448e+04,3.298759645400283489e+02,1.103795855308340873e-01,1.124074944994252340e-01
1.034913311914830592e+04,3.510003977873242889e+02,1.046548459910291856e-01,1.061911961338080357e-01
1.969321544678871214e+04,3.196478883604945054e+02,1.307725690896846538e-01,1.278032741272760453e-01
8.129111967331807136e+03,3.451503474953022419e+02,8.730383344756102726e-02,8.576136376101391179e-02
4.134044819137459854e+04,3.664763976971926240e+02,1.266244191481658010e-01,1.307855451853718043e-01
3.827122079386869882e+04,3.299370994312392327e+02,1.231456036366298801e-01,1.225976230407352097e-01
4.059529982909344835e+04,3.419576812759224822e+02,1.226671353123545832e-01,1.225307562378374904e-01
5.374406896527028039e+03,3.246496327744020505e+02,5.962094129813627630e-02,5.698399461066862987e-02
5.192312512044408322e+03,2.731382045427077969e+02,5.254153214247601900e-02,5.185299918950696252e-02
3.056976617174538660e+03,3.520285993043204940e+02,3.680079321891190774e-02,3.417213878848639891e-02
6.295666556999800378e+04,3.192460156761937355e+02,9.295808253639548102e-02,9.173813162831920276e-02
1.717877312207231171e+03,2.851583529359323848e+02,1.854931357252823099e-02,1.965471085768134493e-02
5.136247523518048183e+03,3.495133174124617312e+02,5.973332909555067322e-02,5.806936163200741852e-02
1.170020056626403857e+03,2.820966278491577555e+02,1.259072349557693871e-02,1.135958084665647169e-02
2.049581692356257918e+04,3.310674155009020296e+02,1.342323655144916639e-01,1.369066971467272908e-01
8.306329360100621125e+04,3.380621678379983450e+02,7.980636924901809981e-02,8.074557719482011731e-02
1.178899910961889509e+04,3.258632647903740462e+02,1.085740331704048156e-01,1.096046322964475128e-01
1.174121659517488752e+03,2.745870361716511070e+02,1.245228857437344697e-02,1.443982754511724878e-02
5.073977301896215067e+03,3.663227302617916052e+02,6.073559119022330088e-02,5.963177881024236959e-02
2.105885463762322979e+04,2.915034015455356666e+02,1.254819506265236750e-01,1.246995791473150816e-01
2.103463820295384267e+03,3.302933314405755709e+02,2.460037820327915306e-02,2.048171379126449004e-02
1.095025788260616173e+04,3.579254501312494199e+02,1.097117702091681551e-01,1.111771862834672331e-01
4.734908346426511343e+03,3.074904520276525659e+02,5.154651976242841799e-02,5.113070745098673847e-02
1.230247693265690486e+03,3.184937433719603064e+02,1.415689137987812332e-02,1.414675384372025141e-02
3.685359124129400880e+04,3.357435493432823819e+02,1.261322046686283727e-01,1.239506514234216678e-01
3.801460647535954649e+03,3.414348138783685158e+02,4.456098528817259430e-02,4.579918094895674835e-02
2.304556978094043188e+03,3.111244450291570729e+02,2.601547931176035472e-02,2.726706805643629508e-02
2.064696125712542198e+04,3.458296112570510559e+02,1.377691555929800860e-01,1.381308300210432050e-01
7.588027887487995031e+03,3.094205254081464318e+02,7.773547469563595047e-02,7.455592833993905655e-02
4.456661381993111718e+03,3.051762695851824674e+02,4.853738717020752991e-02,4.685107213529920295e-02
1.605615551928877039e+03,3.363701032265341837e+02,1.903130222813174607e-02,1.896106323263474502e-02
9.449078898674939410e+04,2.923699456550442051e+02,6.759636252135027557e-02,6.592091364854482660e-02
1.537355628429270291e+04,3.463240419067004154e+02,1.277327923450509994e-01,1.285037294444145994e-01
7.701825315240968848e+03,2.788948309826686227e+02,7.429238415962631514e-02,7.630328518069141863e-02
1.491892182348487404e+04,2.738915548086479248e+02,1.107684275533069723e-01,1.092566408857836985e-01
8.065468668416481705e+03,2.891564011522009423e+02,7.853282715702838979e-02,7.816938213151343462e-02
3.789095941147077974e+04,3.395901741927718263e+02,1.256459502255041494e-01,1.242746692660382096e-01
5.398249276838770311e+04,3.259196278025673905e+02,1.032500714776669049e-01,1.053118201154946421e-01
4.020227551877268070e+03,3.124459041722016650e+02,4.466018136093136831e-02,4.645328720660074628e-02
7.265351065572476364e+04,2.847173728128780112e+02,7.967454848329454109e-02,8.499775852671066778e-02
3.894610018375669824e+03,3.673214392947501779e+02,4.759481972727121896e-02,4.760905421461826548e-02
1.871755297142307609e+04,2.949235130294470082e+02,1.238148330029441718e-01,1.219467994097645225e-01
7.697364071303734090e+04,3.194328916222797830e+02,8.148660593898901516e-02,8.230585051839012234e-02
2.483959046413194665e+04,2.940671931743926280e+02,1.269403055539024272e-01,1.264755218335649745e-01
1.281032286387651311e+03,3.194397430113197629e+02,1.476318257604544541e-02,1.514564515585896734e-02
1.751869921593249455e+04,3.098135903788379437e+02,1.251612571933997664e-01,1.276493374526724012e-01
5.154542974996110570e+04,3.074956954288635984e+02,1.026806345691870098e-01,1.021114912206271819e-01
1.273981836201901160e+03,3.189855903304820686e+02,1.467049680630205626e-02,1.611708293783396459e-02
2.520720716255841126e+03,2.841131691700953752e+02,2.701723837256145636e-02,2.278524384540044773e-02
6.610084143319436407e+03,2.940046606066849222e+02,6.750417479524746522e-02,6.962258471402882343e-02
6.013058385879690832e+03,2.836867670020634478e+02,6.105997993047303923e-02,6.133149877698877012e-02
9.151151880068411992e+04,2.927244943610678547e+02,6.914078953711373654e-02,6.866576205867673532e-02
1.484837537101393764e+03,3.247020551887718511e+02,1.725664410727502374e-02,1.626073777302097095e-02
2.259368083865100743e+03,3.019858914007837711e+02,2.509218587227592806e-02,2.793085910564774982e-02
1.846800073972902464e+04,3.702795857557121622e+02,1.405218689876272797e-01,1.395154381694233003e-01
1.676680253971227103e+03,2.905070769567401499e+02,1.829308082208455297e-02,2.083671997104197954e-02
1.718732402348606047e+04,3.293815305428794318e+02,1.288570075244785673e-01,1.278517115960025319e-01
1.828179726525862861e+04,3.660780435415896363e+02,1.392486694315644424e-01,1.393509590247221652e-01
1.271623337926092972e+04,3.395562608791846628e+02,1.158678862836242662e-01,1.165899274589806828e-01
6.980171750100284953e+03,2.943921826984797008e+02,7.068297553770989949e-02,7.474516058269903285e-02
8.664322992248005903e+03,3.724756703462396672e+02,9.579416685335381820e-02,9.630732129409873277e-02
5.503134668899626377e+03,2.880950767286414020e+02,5.696509155409634761e-02,5.745449451998975443e-02
5.956211019754643530e+03,3.270151738271056843e+02,6.554892565966843887e-02,6.543261017293597326e-02
4.965442634557653037e+03,3.624033287392540501e+02,5.917678112417672220e-02,5.859285750930474934e-02
4.091079853793898110e+03,3.250904066365582139e+02,4.643302593988749005e-02,4.524041589185386070e-02
2.212625491169579163e+03,3.688421738101258711e+02,2.758143969941885196e-02,3.121948772723080398e-02
1.331922765491621976e+04,3.514323746186936432e+02,1.210047579724844724e-01,1.239668127300305456e-01
1.632806071438977233e+04,3.358644670996663422e+02,1.282283250368878580e-01,1.268767573928200887e-01
1.230473545846956222e+04,3.324400554226451732e+02,1.124758148884856535e-01,1.128218355513385673e-01
1.037787237633581208e+04,3.575585571606023336e+02,1.059866001170218786e-01,1.036582832792780628e-01
4.186134349217978888e+04,3.003278517072338332e+02,1.126270324917545557e-01,1.145356903355449207e-01
6.698376610843659728e+04,3.015905515813221882e+02,8.663188339360899937e-02,8.803315975377624947e-02
1.332871189105866051e+03,2.931632599258618370e+02,1.463836486955415010e-02,1.489156260068818377e-02
6.467213033636234286e+03,3.495138040540933844e+02,7.310377124102034052e-02,7.151805925030253752e-02
8.719037204380929325e+03,2.873560204024662994e+02,8.299322794742607090e-02,8.455421429136178446e-02
1.577535173505135162e+03,3.671150700095777211e+02,1.968456184975104009e-02,2.094832034978050261e-02
4.633237211815144292e+03,3.544558504148562861e+02,5.481834754742263838e-02,5.448992202849875510e-02
6.846678972749462446e+03,2.966668477713899961e+02,6.986045234145410454e-02,7.136543343275429663e-02
1.205269632413925819e+03,3.170363465281600952e+02,1.383478894470676658e-02,1.117706930759492998e-02
7.331576452613659058e+03,3.491862013237084739e+02,8.104549502036581532e-02,7.987840381995026107e-02
1.599394818651860760e+03,2.888747210374183396e+02,1.740300838217491777e-02,1.553045613638226463e-02
6.477307814204174974e+03,2.979242329532294775e+02,6.684543875058816809e-02,6.710293691199320509e-02
2.500299134114375192e+03,3.140263821999710672e+02,2.832998828430548927e-02,3.169503951457954688e-02
1.597663354265985163e+03,3.582763177971180539e+02,1.964818814238976363e-02,1.977410159645912394e-02
1.343663906374613816e+03,3.003648358008377954e+02,1.495535022077698617e-02,1.725803563654573075e-02
1.069998080879292502e+04,3.463218371831279114e+02,1.060778565458444650e-01,1.060427806488057345e-01
1.013648291219178418e+03,3.494064946703578585e+02,1.231283843970927723e-02,1.152755537848858952e-02
6.229639146987827189e+03,3.492024329013488000e+02,7.077317585849687842e-02,7.282564949181799530e-02
1.320323974755110385e+03,2.773973411973586849e+02,1.407171328604264575e-02,1.518236735781546172e-02
2.382649566374664573e+04,3.220039207221772131e+02,1.335610199547758170e-01,1.364236018800955852e-01
1.988463322002633140e+04,3.047683910607004236e+02,1.275494538681088974e-01,1.295213160228997074e-01
2.027607789148653865e+03,3.002451148115744104e+02,2.248163667446194044e-02,2.087928415608235333e-02
5.340221792967356123e+03,3.542797725332542313e+02,6.235506292341086443e-02,5.728150179788046165e-02
2.803807227285344561e+04,3.315241174470393162e+02,1.342539099623409060e-01,1.345492740258625031e-01
1.803283095054270689e+03,2.941326807985865912e+02,1.979518101820053680e-02,1.746208614782657209e-02
4.223245517644836946e+04,3.447696378467597924e+02,1.211070346790808772e-01,1.183074220501132007e-01
2.103635670615144409e+04,3.451100853499279992e+02,1.379205754898603087e-01,1.349769995452616000e-01
7.632663135065014649e+04,3.665332118333811309e+02,8.843206481142637521e-02,8.716708114719250167e-02
1.598448308255770644e+04,3.713239497740850652e+02,1.349739730655471759e-01,1.345908719752950677e-01
1.227949486554970917e+03,3.229622056223459481e+02,1.424286088797500731e-02,1.426960532515986375e-02
6.580348425324015807e+03,3.633519121749696978e+02,7.589460098695074985e-02,7.999932492360828373e-02
2.383546229599954677e+04,3.546338374731523118e+02,1.411394391279282290e-01,1.387297820299274453e-01
8.676240663661914368e+03,3.524799275983201028e+02,9.281636474040676210e-02,9.280975689152388963e-02
5.539839825386172379e+03,2.858343124051551172e+02,5.705682310433454751e-02,5.458253473871448047e-02
3.170917712972147001e+03,3.233898921748502744e+02,3.630185558695112058e-02,3.432470597194563905e-02
2.397595520983935057e+04,3.284406966895863320e+02,1.350619540091407833e-01,1.352081544236989064e-01
2.047275305953394763e+03,3.535212659274754401e+02,2.491609865300765600e-02,2.576552031495879178e-02
3.365768506119906669e+04,3.067016863298859448e+02,1.235408190107474824e-01,1.209817763194971640e-01
3.647161246251651846e+03,3.016370584781193429e+02,3.992643007588744103e-02,4.222580464480701901e-02
1.428709900896952240e+04,2.939656377361277464e+02,1.129978480795202633e-01,1.111485961511465975e-01
6.975106294617644744e+04,3.414730938727150260e+02,9.027268049882199163e-02,9.219989755395854858e-02
