N,mu,t_dwell,T,F_max,F_max_noisy
5.910000319164426230e+01,2.053493288518875304e-01,6.491306531825935053e+02,2.575819887453159822e+02,3.522391432281263945e+01,3.499714632268415215e+01
4.587816561831223083e+01,2.969384069132057768e-01,2.927767396722272792e+02,3.182089312773871370e+02,3.552863799381552923e+01,3.547412123998828548e+01
7.913751229367244377e+01,5.995410451566309806e-01,4.535041239652612433e+01,3.354995148146060728e+02,7.283736236781129492e+01,7.263167022389140470e+01
8.674652029493627481e+01,5.175177668154042898e-01,9.999840733613874590e+02,3.686333833996710609e+02,7.776421350880237071e+01,7.807347580447653002e+01
3.091040646238889167e+01,4.366754250332099963e-01,8.904862804285605307e+03,3.014350283433306572e+02,3.597822625029504451e+01,3.624719212714545336e+01
9.313220192166691902e+01,2.703042368772681225e-01,2.252627058163718665e+00,3.628034963367255159e+02,4.472295096032459583e+01,4.552143246683701250e+01
3.022796684576116988e+01,7.659286357685011204e-01,3.125963711437138386e+02,3.646211058415710227e+02,4.490536542415405563e+01,4.490750059725611010e+01
6.397632900819166224e+01,3.315410781766821025e-01,7.009179791412825011e+01,3.675346741792721446e+02,4.410367750845559698e+01,4.382347246947865216e+01
9.437393040497960328e+01,4.785973497336787341e-01,2.403038993199776030e+01,3.012926675000056207e+02,6.869419147115115720e+01,6.881707815806132089e+01
7.005964934705238534e+01,3.264031590463556398e-01,3.149452272194390279e+00,2.608314397333864463e+02,4.225975798293924868e+01,4.219004042488862893e+01
6.324223741529191756e+00,4.786384580679185485e-01,1.429202930162716934e+00,2.815143257129417407e+02,8.529433682210481038e+00,8.586803069182510129e+00
6.255334187952235681e+01,4.208815422730275979e-01,4.542073836871824710e+02,3.882501174574703668e+02,5.275341686598290636e+01,5.312662890487380452e+01
8.575341315864152136e+01,4.069741725731816917e-01,5.389778996867840277e+01,3.668204967428152372e+02,5.945886922943132902e+01,5.937349772714735252e+01
6.205580186414954014e+00,4.759135419828924851e-01,4.042398519576021698e+01,2.915657899214800182e+02,8.901766075607305595e+00,9.118753995337092633e+00
2.087547416469494621e+01,2.666790150205723964e-01,1.753703962201843296e+03,3.590314133754739601e+02,2.135824947294515397e+01,2.072345029387100368e+01
4.160024590050942095e+01,3.260279636401094416e-01,1.361097701671634130e+00,3.112080112147486943e+02,3.097365148798336065e+01,3.129141297580056502e+01
3.956522332955761101e+01,2.641206020123806897e-01,1.214140908813867492e+00,3.753327113600750522e+02,2.765137276754021656e+01,2.769210059451757644e+01
9.809305028435070994e+01,3.183469661664071748e-01,2.601349317692447016e+02,3.547561651730415520e+02,5.816082222189618278e+01,5.808956810013063432e+01
9.498107435828048395e+00,5.102123311326309807e-01,1.358646412416229232e+01,2.658783486785437731e+02,1.299240374796827346e+01,1.284301779783016606e+01
1.852235598327144217e+01,3.739153484047027520e-01,5.695526703038793670e+01,3.415248186340699021e+02,2.054041614599382015e+01,2.096621713099959194e+01
6.368778422209322088e+01,7.836775145342731452e-01,1.321610339394227083e+02,3.225803520154527178e+02,7.810799659774289694e+01,7.795703197501229909e+01
1.211028736214640134e+01,3.050424617404410843e-01,9.042299898219685019e+02,3.162959327836519492e+02,1.451855508604526435e+01,1.490010095838887771e+01
6.214280909619154158e+01,5.382891832572767044e-01,1.277845825510365074e+02,2.761585260928283105e+02,5.867406170779325691e+01,5.852326731852185304e+01
6.346993498342517626e+01,7.584682612495379228e-01,2.730203047509735370e+03,3.914520273585584391e+02,8.427625665513224362e+01,8.429160009410590249e+01
5.566574524817114167e+01,5.993375652751079530e-01,3.260517940633752332e+00,3.164992587339494321e+02,5.239172072214813625e+01,5.250002689845160120e+01
4.277137238339317804e+01,3.283530961908783796e-01,7.350073167786317185e+01,2.851238522969875930e+02,3.438531709051453333e+01,3.499464484726290436e+01
4.741786436963291607e+01,7.968540220774380511e-01,1.929865249555941773e+02,3.855864391210261601e+02,6.420463760346896720e+01,6.428161076958070907e+01
3.766020196439873757e+01,2.905704603718485268e-01,8.610431990740823949e+02,3.311950559365100162e+02,3.207232760040288611e+01,3.214573804528689749e+01
3.936101875033874364e+01,5.240910429626342015e-01,1.335177594128026840e+03,2.807599238388095841e+02,4.497895066503525641e+01,4.496150334202538801e+01
3.544991945952196488e+01,7.364199724355244836e-01,2.525532392096403012e+00,3.327518072076447879e+02,4.300256647540260246e+01,4.291497793317180509e+01
3.128597885050011485e+01,5.125424398193494380e-01,1.099994505992714977e+02,3.672482972722640397e+02,3.540674144622010999e+01,3.522784993901506567e+01
1.807294161900401619e+01,7.750530428607553812e-01,6.580698750920760176e+03,3.953263452763691248e+02,3.250473898453333987e+01,3.305044618870513062e+01
5.666171258055943127e+01,6.705942477121620282e-01,2.932386677752951343e+01,3.781412925143806660e+02,6.111122620434014863e+01,6.155553441797206204e+01
6.104026302645469571e+01,5.771868025979980388e-01,2.080293407640289249e+00,3.569532445680920318e+02,5.405694013959367794e+01,5.385420499298351160e+01
5.495857791795098990e+01,5.566403325358710852e-01,4.327102034746141612e+01,2.938851767432113320e+02,5.328738170041403066e+01,5.333928479984196969e+01
5.129736211625572651e+01,7.073513429636140160e-01,4.796897426681042909e+00,3.382708699087027640e+02,5.566811855111897955e+01,5.531887102545740476e+01
8.127975153946790954e+01,3.639671102434031136e-01,7.181273895832479184e+02,3.954520197160851467e+02,5.794801239940194648e+01,5.823431107597050271e+01
9.138549330655847314e+01,3.715433094879331266e-01,7.529614171480458936e+03,3.733620446434937890e+02,6.789070205552954462e+01,6.810089350955463772e+01
7.177014934697009352e+00,3.209795595551711012e-01,2.779267960271681659e+03,3.046779509088910913e+02,9.661026015172888393e+00,9.699005674842993585e+00
4.113049977082346942e+01,6.590828243245604456e-01,6.611241774679239143e+02,2.908322487737187885e+02,5.246318207299030689e+01,5.222532527438263372e+01
4.755319227531521165e+01,2.861361224147978000e-01,9.503359923513682588e+03,3.292978955153481593e+02,3.875662706561681148e+01,3.899077501720717009e+01
1.079996303780939115e+01,7.646904200574664578e-01,1.680590844410152940e+01,3.532789654332291320e+02,1.766594142468800399e+01,1.785550519969242345e+01
3.396128451809273230e+01,6.887351024891377183e-01,3.956827570498916771e+02,3.932236880697763581e+02,4.631438911419620297e+01,4.626512528635762322e+01
4.235625827415515232e+01,3.420010866283401674e-01,1.545178938648778910e+02,2.562348235812665962e+02,3.544129198988701290e+01,3.566703915358203858e+01
5.013668610576473839e+00,4.642180791689605734e-01,2.622621973363902157e+02,2.897591594536000912e+02,7.567277495205823712e+00,7.168619549639048572e+00
4.382726970072687322e+01,6.571172079422508139e-01,6.318417167830191516e+01,3.517597752048018265e+02,5.125774049563069923e+01,5.108267681556836237e+01
1.109580639547413128e+01,2.952483262245099715e-01,5.959623132001608610e+03,3.522516418695714719e+02,1.387736704234849938e+01,1.359648420547960157e+01
4.116402953490357675e+01,3.495453977193768158e-01,3.724905620447629850e+00,3.305109129680695332e+02,3.225795329114005483e+01,3.229657801535081063e+01
2.070060253883319490e+01,4.461582931998263613e-01,8.695439916277661041e+02,2.955384752657760714e+02,2.561935496538500701e+01,2.612411264992611493e+01
1.107252105605790682e+01,7.116579067827084604e-01,1.655097605142598240e+02,3.427097381652727108e+02,1.849060435621256815e+01,1.850949137432297320e+01
7.350387237473336555e+00,3.641890148050267451e-01,5.652792918218312224e+01,3.174653342927905442e+02,9.507880877271713160e+00,9.853283689637024167e+00
5.195445843795814511e+01,6.399310230987673709e-01,1.009480196113584505e+01,3.263351171960538295e+02,5.368374051373152867e+01,5.367847912917572017e+01
1.291420983307239201e+00,6.584389680221471863e-01,4.839109341652435603e+01,2.976877290944508445e+02,2.284160261980788142e+00,2.166367802797684927e+00
4.032591309453513162e+01,6.572145974080927378e-01,1.429938800561624923e+01,2.983577090491145327e+02,4.596069262288794022e+01,4.626856366788610586e+01
6.973685214119888620e+00,2.263840471841521707e-01,5.928060945099608944e+03,2.936072775343539547e+02,8.632349369140131401e+00,8.798947479906054525e+00
6.916447852343989666e+01,4.940235243330631798e-01,1.218685779285899606e+01,2.959018349970080521e+02,5.550555361501000107e+01,5.593494090380796280e+01
6.527662044073507275e+01,3.906103463642026097e-01,8.257810756068121805e+01,2.532387434143486473e+02,4.885505556440232056e+01,4.915083488762094532e+01
1.619570557038219150e+01,3.634706888694466675e-01,4.691024261531154480e+03,2.538560805131486404e+02,2.010065036303559083e+01,1.986029748527865380e+01
3.701418509039412186e+01,6.876786351995254343e-01,4.395299015166097689e+01,2.912832891632588144e+02,4.590661490830754587e+01,4.514558073947798533e+01
7.266353346839022720e+01,5.511447046822361973e-01,1.851008180657661057e+02,3.226957628202941919e+02,6.760205858108065513e+01,6.764636319060889491e+01
1.367516361416533854e+01,3.267960847915196698e-01,5.451562146426014806e+03,3.832660457991236171e+02,1.702898365639401135e+01,1.667901942583791808e+01
8.146949332475911376e+01,6.306178270805589126e-01,1.414949090974763521e+03,2.928288908492274345e+02,8.645094325678063285e+01,8.603100136243547524e+01
6.648704105599126990e+01,6.326605120995678622e-01,6.913637340572461653e+03,2.570105350235771198e+02,7.783097037709276833e+01,7.738943398540295959e+01
9.419246672074196169e+01,7.611992710002868368e-01,7.953922358125665824e+02,3.847574398148443606e+02,1.107002249255338882e+02,1.105104773758988017e+02
6.058308051758084645e+01,7.899436986445105280e-01,2.063422488690206137e+03,3.955563048956024659e+02,8.309873870028667397e+01,8.304127353674886081e+01
5.414434841706885493e+00,4.997732337340758391e-01,7.216996781699987196e+02,2.812849996908400954e+02,8.547228260519339926e+00,8.551239926097068178e+00
4.150332004724553059e+01,7.421114730498181711e-01,2.684871996876348277e+01,3.898142341549311709e+02,5.194489318425595314e+01,5.256060177475458062e+01
6.917256719106940466e+01,6.898030248389139807e-01,2.829002727184126798e+03,3.819644033311470253e+02,8.390888774112148951e+01,8.354743917642137774e+01
4.744741370869314778e+01,6.768795655899207953e-01,5.197485872833629372e+01,3.010721525407213335e+02,5.482546405327710914e+01,5.482447287594467866e+01
3.780311179884973427e+01,2.770058744309307208e-01,6.677845878005253155e+01,3.220387333802842704e+02,2.965341102773705728e+01,2.928226777289404836e+01
2.580865611384512803e+01,5.023393530491016001e-01,7.226522538969223888e+02,3.119233138859327710e+02,3.191931242926159484e+01,3.162273998701077105e+01
6.929890797171624683e+01,5.326441801375179086e-01,1.436083681264585039e+03,3.979100304813831599e+02,6.833751502080534124e+01,6.835944508298905475e+01
1.640322427820172635e+01,6.831275955648528075e-01,1.074615216566350995e+02,3.047006908254426207e+02,2.493061620889379526e+01,2.505802945818646421e+01
7.659066999716981172e+01,4.022101179793156622e-01,1.397489602500392003e+01,3.700902939838128418e+02,5.256693218096283715e+01,5.218307577727529178e+01
2.881677074387830828e+01,3.718223508687159562e-01,7.499312964543497401e+03,2.884874758126692313e+02,3.148196581908221603e+01,3.182687200442015296e+01
5.816973069193216617e+01,3.257938264167666853e-01,2.085003373153162798e+01,3.387028137171041635e+02,3.987965667762344424e+01,3.960226888836739079e+01
9.225576609837713704e+01,6.108385632362902662e-01,1.060808238747659615e+01,3.176029759601121896e+02,7.853123763615856490e+01,7.882032019442904414e+01
5.972332576617477429e+01,5.294469378686968986e-01,8.052513408617427558e+03,2.787786514425365567e+02,6.389634411006483106e+01,6.388222329270577404e+01
8.702698827068795140e+01,6.808711160288853925e-01,1.168647353019625399e+02,3.443553818829672650e+02,8.890144272440737439e+01,8.917474462535780333e+01
9.848193675566257355e+00,2.386357129859655868e-01,1.082676207525026912e+00,2.686090704431622385e+02,1.017677219507894826e+01,1.034819491175316131e+01
5.152089981039905098e+01,7.703974863735456591e-01,2.402986254950919331e+00,3.047680347496986997e+02,5.808163833529437170e+01,5.799706082736006607e+01
6.578141210409684447e+01,5.513893594908154672e-01,6.633027606001667209e+01,3.124805360495998343e+02,6.091151867727558056e+01,6.105627120032823996e+01
1.707193930893086886e+01,2.899146429132389846e-01,5.574613542634584746e+02,2.559573245471381995e+02,1.844147603935158841e+01,1.803996463077968215e+01
6.991879615227698253e+01,7.668994734607603725e-01,1.388784875773224883e+02,3.320114990565012931e+02,8.273495172495773886e+01,8.234610785852524373e+01
6.626280224704757416e+01,7.843979413372725862e-01,4.623283708842576445e+00,3.781554003438417908e+02,7.222136793540090594e+01,7.211569450462221198e+01
4.643235341290250062e+01,6.171980119429691936e-01,2.101410165360092037e+02,3.318937432958256295e+02,5.323263614597740911e+01,5.364549780465027595e+01
7.962694337270967537e+01,2.397824552930734043e-01,4.479947904985785989e+00,2.794417628047294784e+02,3.900562652102077266e+01,3.878259599563154580e+01
1.316754202604561996e+00,6.794028682751889203e-01,4.645138510159781617e+03,3.209413181406973763e+02,2.632159635441555512e+00,2.453584882886346907e+00
9.291561100613532176e+01,6.768069365278539529e-01,9.576137053681898692e+01,2.576522417344975793e+02,9.169774591755692938e+01,9.219819110647233629e+01
1.000590464539322610e+01,4.460735922944290555e-01,3.580493435391973435e+03,3.683857924847940239e+02,1.467745347639369058e+01,1.469137792313871316e+01
7.725564692412682177e+01,5.859848249746204552e-01,4.025536990581083046e+03,3.019807548431901978e+02,8.130911071050257988e+01,8.131023277708472108e+01
1.646891049956222020e+01,3.495986355036112547e-01,2.971398783326909552e+02,3.666395644577280564e+02,1.902241526532738902e+01,1.870828317781466055e+01
2.166648704426508587e+00,5.579412630867246481e-01,4.898787442864046682e+01,3.666416570575557898e+02,3.544169711706858017e+00,3.563210940982026731e+00
6.013162329184765298e+01,7.744448928610809801e-01,9.761592542568724440e+00,3.530379242392540959e+02,6.800257749860881518e+01,6.818140969872462165e+01
5.537065455219134691e+01,5.625827764351666316e-01,1.726141537047191221e+01,3.116842643305931801e+02,5.247204895791340817e+01,5.245607528483869686e+01
7.465337984169568131e+01,6.100205822305231340e-01,7.535863481035815994e+02,3.768032804433508431e+02,7.781700611107513055e+01,7.804712345692183817e+01
8.629251553007826203e+01,2.744924695252189961e-01,1.945492239565606098e+02,2.710247860689360095e+02,4.846269144931041950e+01,4.856209756774289588e+01
4.713947649516492788e+01,6.210514325805445157e-01,1.718443803659480240e+00,3.951185734755779890e+02,4.726754852815513175e+01,4.758336992929457665e+01
5.300647388666317994e+01,4.510306138786237540e-01,5.105793525128190957e+00,2.677381466276178799e+02,4.307799435550646905e+01,4.332671652574636312e+01
5.921706044350425913e+01,6.216502934524767987e-01,5.912247954166248746e+03,3.940039806723859215e+02,7.077966772539038232e+01,7.074037694545008037e+01
3.402117746589969016e+01,4.867204138386938550e-01,1.711928424137173351e+03,3.854701239535215791e+02,3.935767546291846486e+01,3.961926026417312130e+01
8.029926323602286686e+01,7.084060251651773665e-01,2.339738672047041746e+03,3.424222117113574768e+02,9.530939326268490674e+01,9.585161356212715589e+01
7.652165011933200844e+01,7.665641022407494454e-01,4.889822429487644229e+00,2.612490006103492419e+02,7.865369258021868859e+01,7.874554307939007458e+01
1.671868311345438585e+01,4.841850909048551199e-01,6.516648642722504547e+00,2.754975334019522961e+02,1.999481807950170520e+01,1.962933200180187043e+01
6.936551466420060308e+01,6.999558929621932934e-01,1.846875619317048489e+01,3.272690001153008552e+02,7.166727731970273396e+01,7.172525715516302114e+01
2.223440264908973418e+01,4.630100231261344290e-01,9.532967909864312333e+02,2.790186167981846665e+02,2.755124467216326423e+01,2.749208031124716456e+01
2.913066426095304706e+01,7.553143558373507371e-01,4.254442542378865255e+02,3.799285011564287515e+02,4.367378968712101539e+01,4.445172852576838096e+01
5.785342485446683725e+01,3.371028651046734659e-01,1.116085761063897053e+01,2.715118812592033919e+02,3.962435784448342702e+01,3.985115642916781553e+01
4.457584780980858596e+01,2.534064300754246268e-01,2.740108404553141099e+03,3.022172746196215485e+02,3.426832618009707687e+01,3.393644169277607858e+01
5.821160886560996772e+01,7.338689651351770760e-01,4.800263549248860073e+01,3.409575939922516454e+02,6.731956654395935402e+01,6.726298229442195975e+01
2.440342645496109597e+01,4.743920321367021686e-01,7.795479091472017899e+03,3.559249281594622403e+02,3.155692860765365992e+01,3.199512262103474924e+01
7.609097157839428860e+01,4.810029654306066660e-01,6.466620059019867917e+00,3.339322352142502268e+02,5.722710913835454960e+01,5.687803262189307674e+01
1.203790106985623964e+01,5.747938721920204941e-01,3.958495669663831791e+02,2.825216621859057113e+02,1.822488461195671050e+01,1.807649213875096805e+01
1.764362736175137059e+00,2.033203699779953522e-01,3.073373045293816830e+01,2.804466496827197375e+02,2.152215490304391299e+00,2.151471940884549738e+00
2.139534943336271411e+01,6.398437976703079677e-01,1.234280636064723467e+03,3.928894512772112648e+02,3.199469539354015879e+01,3.194880669180158961e+01
5.077731656876450472e+01,7.496688316137494201e-01,3.693051148140484656e+02,3.901006833759635128e+02,6.616665520872318496e+01,6.598707033774229558e+01
8.521819999596645800e+01,7.549737184437830262e-01,1.051405348791655747e+01,3.087327516342738249e+02,8.672457456358932859e+01,8.676196002237016103e+01
3.464440384535655681e+01,6.673299232170900597e-01,1.280481853248399148e+03,3.715746556626817778e+02,4.763196488433737841e+01,4.720645527660830965e+01
9.662011698738083965e+00,2.836031892519408903e-01,2.917409652903634765e+02,3.614808336874823453e+02,1.153549044538213231e+01,1.135933598542728085e+01
9.866902085303294712e+01,3.122499207105821628e-01,8.836048642598713343e+01,3.197021985302351368e+02,5.565327742110333986e+01,5.547086507959149060e+01
6.856284213776525860e+01,7.327403318525340659e-01,1.342375808259554049e+00,3.962069928742320144e+02,6.855632077286362858e+01,6.846285261494401198e+01
2.902446742174361916e+01,7.079737684580713619e-01,2.823176940353540942e+00,3.889563535556836200e+02,3.635505919692946009e+01,3.626193373853570279e+01
2.355576647329594664e+01,2.820389045099648828e-01,6.171699602775732274e+03,3.830950117525403584e+02,2.434229235519333656e+01,2.433767498550122710e+01
1.585343346711301749e+01,4.733480070588642064e-01,4.301862200822107525e+02,2.785852973640189703e+02,2.098090213089332323e+01,2.087238209364926789e+01
1.204407034928019904e+01,3.848867247028641136e-01,5.153397723192336244e+00,2.527779529486236925e+02,1.400155175780144390e+01,1.387180006384403619e+01
7.217813606676092775e+01,4.057105894088918197e-01,1.949301433842457243e+01,3.188048203314715465e+02,5.125440683591811819e+01,5.135797556726453195e+01
1.245509858368672873e+01,6.590248546777294214e-01,4.494477176392413398e+00,3.482611370429303292e+02,1.797677995168656651e+01,1.824172671480188512e+01
6.828085846693612382e+01,2.434183105797977642e-01,1.093554341480857417e+01,2.673060418950722124e+02,3.699321260947355938e+01,3.727655641941073839e+01
4.081067674422727976e+01,7.848037781234544763e-01,2.947065476829623094e+02,3.461715734603554324e+02,5.732298896289600521e+01,5.697192591385358185e+01
6.312033913794846995e+01,4.624075019636531003e-01,1.028415063746241316e+02,3.790384702153623948e+02,5.378207038228314474e+01,5.385064574955902117e+01
3.741263901711114670e+01,4.585389420966266560e-01,4.524992288880972410e+03,3.104599592058139024e+02,4.158973231385401448e+01,4.180807669485800915e+01
1.258670249300532440e+01,5.953324459953395209e-01,3.267099452769261614e+00,2.855835130106792121e+02,1.715413923481807856e+01,1.706828591998887035e+01
1.037301174834518225e+00,7.699387462027649232e-01,1.023089347410575101e+03,3.675754417704281991e+02,2.138825379812859140e+00,2.273037227353307710e+00
8.357883843903964305e+01,4.905912797790641378e-01,5.106934341430558106e+02,3.995775891986917827e+02,7.142942666689123143e+01,7.135742024666120642e+01
8.284516047003322115e+01,6.341435336317668980e-01,9.352185954152064369e+03,2.530837523557179907e+02,9.296166714053046576e+01,9.306854258225338583e+01
1.388639040556486570e+01,5.981692921997596724e-01,5.738747277021976601e+01,3.473401616969815109e+02,2.001939638673298560e+01,1.955631418194440485e+01
2.824862674514253413e+01,7.415014249870597318e-01,1.188083746705000578e+02,3.523374791308167460e+02,4.054722325716635112e+01,4.067922493624832470e+01
4.608539858683926127e+01,6.814870156495862474e-01,2.314880148110745495e+01,3.714159965938195569e+02,5.277555311935800830e+01,5.262447232473991932e+01
9.374612509601882948e+01,5.227984496873840925e-01,1.115126193780712129e+03,3.409869117388017230e+02,8.311570135481260024e+01,8.288857372885239272e+01
3.734306340048558326e+01,5.783416592454458938e-01,9.185334771386385910e+03,2.524980698688020766e+02,4.825361129454412890e+01,4.815715618064367476e+01
5.625089533943985742e+01,6.568892668299841642e-01,4.776690429499267907e+02,2.938862189414974182e+02,6.527470144175580913e+01,6.556378835694981433e+01
1.802931717757167984e+00,7.843434471040886535e-01,1.749005841293255648e+00,3.044217819420783826e+02,3.190825248181430318e+00,3.466912833223300794e+00
6.873074588234959315e+00,5.695214159675028309e-01,1.244299286891471183e+03,3.493176795768457623e+02,1.141860568954451338e+01,1.148624068829733069e+01
7.406230843683552223e+01,2.326622078527826876e-01,6.997596540240434479e+03,3.083431153711624688e+02,4.471755726151452848e+01,4.496977012850983613e+01
5.177670102624277604e+01,3.137838607945054314e-01,5.325972955237897821e+01,2.792386979596986976e+02,3.737231412394646668e+01,3.724314213852456845e+01
7.498044812981280671e+00,2.722238648781207804e-01,4.179604617640205966e+00,2.944492954297138567e+02,8.467859407243302883e+00,8.087284634157839491e+00
7.256120725617995504e+01,7.259771187134576031e-01,1.880335055796970437e+03,2.566739113586222629e+02,8.854130522344409826e+01,8.797441512514660644e+01
2.111050778232739233e+01,7.503615469010662675e-01,2.131048312581363916e+03,3.074429256198981193e+02,3.505902202024453373e+01,3.504225624728209709e+01
9.028520537954675262e+01,3.599238935827703267e-01,6.455993206566723529e+03,3.449999739424706604e+02,6.553473231499589247e+01,6.548328004476692854e+01
9.881603010568311163e+01,2.755146234911252101e-01,1.249916833992262895e+02,3.143166592587192554e+02,5.212451301609264931e+01,5.212775197332760513e+01
9.500989445846795434e+01,7.380962862021214210e-01,2.449558241322474572e+01,3.297773056990885721e+02,9.563378549289053865e+01,9.564637363596756359e+01
1.903973149277548060e+01,5.395080063874692078e-01,1.768470409473857899e+03,3.760543703694477244e+02,2.686130624322719029e+01,2.721902804415368493e+01
5.963569886370320461e+01,7.515538847087108731e-01,4.606222865217824278e+02,2.911219420569174190e+02,7.494106068883870364e+01,7.465722607567064983e+01
8.788469558182639219e+01,5.444272550799733601e-01,3.173332705555355204e+01,2.947204518665712953e+02,7.219814606601505602e+01,7.195811030570155253e+01
6.292189531958543114e+01,5.825212801983333799e-01,1.251286168937870080e+01,3.004083954005843680e+02,5.800584020948650732e+01,5.857286525555072387e+01
7.691318519647214913e+00,5.964041886158140127e-01,9.468124038858793057e+00,3.331850381075189489e+02,1.146724171482309984e+01,1.168988697383814568e+01
2.683271402011380857e+01,7.704135166472081409e-01,6.507676154286786918e+00,3.879585150564887499e+02,3.668331827234119658e+01,3.658476196237275957e+01
6.741564680253731012e+01,4.484965185217740236e-01,1.123355073979091401e+00,3.748717979129029345e+02,4.884169530900278744e+01,4.822213281567353960e+01
3.860915763430491410e+01,5.225547564202330797e-01,1.579961945432351378e+01,3.756082627156951048e+02,3.927806566986117787e+01,3.901460670602341452e+01
1.718170719966815341e+01,4.564319523723149863e-01,3.283139534709605734e+00,2.649464503710776171e+02,1.967028906903512819e+01,1.955378449329376522e+01
5.698739518885501099e+01,4.251647049015798152e-01,1.413776827590899302e+03,3.661537709591226530e+02,5.149392402087371323e+01,5.146001459340182294e+01
8.548231554888300820e+01,6.062185565849398383e-01,3.631476203286831606e+01,2.978096544751201122e+02,7.687518853374305650e+01,7.692323462234047327e+01
6.836130452149335213e+01,2.850240557232972538e-01,2.457034240625563370e+01,3.234022781581982713e+02,4.098211912930155165e+01,4.090486079410154474e+01
2.713657932675723217e+01,6.370368871776590503e-01,1.348175162518318984e+03,3.964119265363800082e+02,3.853889917798609588e+01,3.887364920967553417e+01
2.007413403609691116e+01,2.803761003386083805e-01,2.803264259326789798e+01,2.996154143409742119e+02,1.932859555055046741e+01,1.896329022118572993e+01
1.193962466642999232e+01,5.474244813634759899e-01,1.310165752492490476e+01,3.933336059734141372e+02,1.635429366261089257e+01,1.625960935245317529e+01
2.820688601358201097e+01,5.643639072624501152e-01,5.703918822988856846e+03,3.045978405185030056e+02,3.826330794834923665e+01,3.804983978550385615e+01
5.954489241636390773e+01,5.038498657267457270e-01,2.752080598685586779e+02,3.392723687723627677e+02,5.615028699319691441e+01,5.637250760391263071e+01
9.117083964555567377e+01,2.261969093816543486e-01,6.045849783696381152e+00,3.598352082495979971e+02,4.108013019883713213e+01,4.112311947301614623e+01
2.759800291192674138e+01,3.835835208807776286e-01,3.665073835113164424e+00,3.593920492222490566e+02,2.600258657457549560e+01,2.622900574272719254e+01
7.495578229625658651e+01,2.883608319690080246e-01,7.501360735697771531e+01,3.957899310889971503e+02,4.498814010371195593e+01,4.500107931928901905e+01
9.501267354715979252e+01,3.480848939249264196e-01,1.073937699929334855e+00,3.615432516429025895e+02,5.182964068922528611e+01,5.294493282638977405e+01
3.725318594512519610e+01,3.279808467017019113e-01,1.338911929392307059e+02,2.699501645078775596e+02,3.200938795781536328e+01,3.221533014604713685e+01
7.763476423934218928e+01,3.484272986914650483e-01,5.146654406011954961e+03,3.897821280184424495e+02,5.782035976410409717e+01,5.758431674862015370e+01
9.924363354791726977e+01,6.988324339501624793e-01,5.806725549539647702e+00,3.490219127859450055e+02,9.032079633098939553e+01,9.030889166173133731e+01
2.512899664803127919e+01,3.688614099396806401e-01,9.437025879882437494e+02,3.425253757026006269e+02,2.725574271650523883e+01,2.712515531464886820e+01
5.523195151849765239e+01,7.111839356073241802e-01,5.677985673505570929e+00,3.429720776488405818e+02,5.921493301549206478e+01,5.943215253752901361e+01
8.764628185455401876e+01,2.721755893815369642e-01,1.175469834205822281e+03,3.637275841894694395e+02,5.150418192310822008e+01,5.178544345674713867e+01
1.467634213138284593e+01,2.907992646193832686e-01,2.114528685527659945e+03,3.685575596316476776e+02,1.696975457061171610e+01,1.707501410313243895e+01
8.505517098042240320e+00,6.254207273044511961e-01,6.473223579749391320e+03,3.467322591417021158e+02,1.501469228737551553e+01,1.495157345332108711e+01
6.419434016951544208e+01,3.032671221745328882e-01,1.118616511197155660e+03,2.645785609062372714e+02,4.515308237106096811e+01,4.494395484298325982e+01
5.980492610262435704e+01,6.832420920954971333e-01,2.157241051500028561e+02,3.643772643152124147e+02,6.874614679618218815e+01,6.921901856382689289e+01
9.075125151836232362e+01,2.389310134713317768e-01,4.142353304118662649e+00,3.946999189964631114e+02,4.183568146545043476e+01,4.216289315180596020e+01
6.616828888469895276e+01,7.613387458416081000e-01,9.249143994051603812e+00,3.488676662717620616e+02,7.198828384578794726e+01,7.110202482730457518e+01
9.079017542679056874e+01,3.992615955964734509e-01,6.747970911210492773e+01,2.687319745107330391e+02,6.100075573881829882e+01,6.101386148851030100e+01
5.269012497738372502e+01,5.946772494676513254e-01,1.202111957234121604e+02,3.934397312235929576e+02,5.608400991139390612e+01,5.582539013878713519e+01
6.299427461047002907e+01,4.020888271235987244e-01,3.099319742398942168e+01,3.433327884106497550e+02,4.750272520504177010e+01,4.738346614781688970e+01
8.250640035342212286e+01,5.495721075201903671e-01,2.191336334260158480e+02,3.368809401174593177e+02,7.440323540363829125e+01,7.490497487042071612e+01
4.183875002824804312e+01,6.448851488583249303e-01,1.553807320087070366e+03,3.801321874646615129e+02,5.398083248239728960e+01,5.363494263755443114e+01
4.118881172368529775e+01,2.728687772746331563e-01,6.703865769102368688e+01,3.186254421529969818e+02,3.099482661783990878e+01,3.067701392908492863e+01
7.021924896546171624e+01,6.699966414786913127e-01,1.411796101952451636e+03,3.320629689912255458e+02,8.104558432730252093e+01,8.177659348564445452e+01
6.982246477849126443e+00,4.905418037179760105e-01,4.472262340981142614e+01,3.387408188390753594e+02,1.006295268519976815e+01,9.915583830148774425e+00
4.673931026618526374e+01,4.622229565414398555e-01,8.201784521199784876e+02,3.799561658508835080e+02,4.670903410759492402e+01,4.663407062918253843e+01
1.578041130810216508e+01,7.211920114435479423e-01,5.689149568721638389e+03,2.887614325516543090e+02,2.756561596669044434e+01,2.790495823879392390e+01
