r,q,T,n_ext,phi,phi_noisy
1.616395669504683497e+00,8.263019267350858454e-01,1.706243950653249852e+00,1.630598537247962554e+00,2.878003730278736461e-01,3.130321543019631281e-01
2.458845226190871980e+00,2.348273096472241583e+00,1.854477872318136100e+00,7.146874328208907556e-02,3.485781302032391338e-01,3.600578040755171294e-01
3.056214752138496582e+00,2.952711447012115187e+00,1.663199202164810542e+00,1.476003856077784393e+00,3.532482122858083828e-01,3.236652240842510797e-01
2.398065273792961527e+00,5.083871311132763804e-01,9.461751054906946123e-01,7.273785455531776023e-01,7.773118462271227935e-02,1.159152622136066513e-01
2.951624700140352608e+00,2.052090019888554995e+00,1.668669211242266304e+00,3.684053180879947043e-01,2.244326092503987347e-01,2.101446943357644648e-01
2.063295197262662750e+00,2.542808939587377637e+00,6.203430597360424237e-01,3.962921123048135374e-01,4.921093820776054617e-01,5.023286333685427207e-01
2.224423174105083501e+00,1.974124099107730013e+00,1.557531644508419966e+00,2.967565552825635056e-01,3.482187695817977602e-01,3.567233877815573773e-01
1.691122155994800202e+00,1.822958012488507418e+00,1.625242076228185173e+00,6.284825240152085435e-01,5.218097541835782227e-01,5.239808745284644242e-01
3.338536950357048116e+00,2.372598024637474268e+00,1.015941724340543306e+00,1.237760105330532268e+00,2.105085056543429256e-01,2.226779038665235577e-01
4.701631232940288285e+00,1.104280418879159509e+00,8.252772941192343392e-01,1.117430634038408810e+00,4.154134005932975937e-02,1.406292798959635909e-02
4.931557610006772840e+00,1.324678824818042777e+00,1.890463256287289839e+00,7.029387059381417835e-01,5.474751071514155631e-02,5.402469824494168099e-02
2.034940801045743708e+00,2.519329764065779909e+00,9.302867582753768794e-01,1.921225426793765401e+00,5.704551248287594856e-01,5.653740307824245415e-01
4.149620219621351080e-01,1.632388447033012557e+00,5.152149025525072368e-01,1.514248109634766637e+00,4.507886562987872381e+00,4.509637827435515334e+00
3.245379412981455935e+00,1.101023851962841027e+00,5.184768790998359744e-01,1.933028787580921559e+00,9.811738193309652023e-02,9.263384129226277797e-02
4.776874642627964462e+00,2.445686038282294916e+00,1.652088439849411339e+00,1.857495296497540860e+00,1.307058523900589964e-01,1.178645870815954871e-01
4.773652521963309248e+00,5.629296599607340745e-01,9.943626626972261739e-01,1.085748732783885062e+00,2.187566729863067369e-02,7.252364031303182995e-03
3.495865817432849187e+00,1.528652302104452687e+00,7.538353093031322505e-01,1.851835899020888299e+00,1.250786774569372373e-01,1.427721893343290860e-01
1.997942636051820875e+00,1.115802183792002689e+00,8.556312217265239495e-01,1.559356006167879505e+00,2.433779144639078296e-01,2.264178824169101878e-01
5.994564601487184508e-01,2.474894347213339341e+00,1.699447558139385084e+00,1.843257998480523741e+00,3.908576645208521327e+00,3.915825851293667004e+00
2.417158547294504967e+00,1.580816649132428697e+00,1.465230277996741215e+00,1.597735856333542870e+00,2.796660380005610014e-01,2.866636694434257504e-01
3.344068707180503974e+00,2.350078888946129485e+00,1.032188240100518684e+00,3.019390031636204341e-01,1.811832399689385364e-01,1.792252501818171195e-01
3.668597644507258781e+00,1.772466171629313969e+00,1.797852840228511440e+00,1.919358873686835887e+00,1.647573458663010304e-01,1.732247509821822073e-01
3.376083897860477467e+00,1.586778180437887986e+00,1.751161337712275667e+00,5.261440385443731937e-01,1.386838492806759526e-01,1.495256006845093744e-01
3.976228467012762557e+00,2.745801721252104421e+00,1.119467799574938915e+00,8.799126390790941166e-01,1.645446274641608475e-01,1.539015204044338614e-01
7.408515230340388946e-01,1.267182274954744337e+00,5.321994402409824243e-01,1.730461185343118435e+00,1.285440806531966018e+00,1.292164113841241635e+00
2.685008709200388477e+00,2.286968339299504827e+00,1.690511623502607641e+00,7.135636025781941782e-01,3.100219841625603268e-01,3.481330480103420610e-01
2.367982159332855385e+00,2.008575416333789221e+00,1.881403361598891877e+00,3.185324045580439911e-01,3.266807202771828678e-01,3.052625351443314927e-01
2.605500067647113394e+00,1.933676186774923256e+00,1.783375569281160367e+00,4.429848124040509649e-01,2.690086102697700210e-01,2.629604315576775098e-01
2.436605512784075778e+00,1.437975622104836315e+00,9.274489422203090472e-01,1.765375925521381673e+00,2.331500029052626100e-01,2.178114103305307248e-01
3.102456896610574777e+00,1.151167310469014327e+00,1.748488036807946955e+00,1.961323584954627552e+00,1.446357974105584587e-01,1.843360238222546688e-01
7.117147296308687920e-01,1.196704631245333994e+00,1.460095893559803848e+00,5.573550126065485166e-01,1.210701045214259031e+00,1.182645295658928619e+00
2.511077828240445564e-01,5.585376808075264154e-01,1.424008741480506046e+00,4.860375468804809529e-01,2.143682021221626766e+00,2.143823694059193929e+00
2.296089881706396163e+00,2.544394040425385306e+00,7.664560919985305976e-01,6.106149289583158168e-01,4.139363112335587291e-01,4.325190972521533173e-01
3.025141438971969077e+00,8.029625695353579395e-01,1.264250646955207946e+00,1.250915582509782631e+00,8.892309890507726911e-02,7.155910850470861839e-02
2.236065583933713796e+00,2.457103970524652681e+00,1.103370760154639640e+00,9.490612391734478681e-01,4.400143666488059990e-01,4.372941211171232356e-01
2.670697118608567955e+00,2.964003904373765153e+00,1.644186745764643076e+00,3.172790917164836078e-01,3.859305332837151270e-01,3.716911560877355636e-01
2.124264119801730910e+00,5.392983316506170244e-01,8.503970682266248637e-01,1.987847657514912436e+00,1.097356588612244666e-01,8.292706956395767826e-02
4.101222432922985384e+00,1.409240133485793578e+00,1.197785672389703793e+00,7.839166174091660722e-02,6.269047895636575829e-02,6.126964947034597292e-02
4.088769858914655053e+00,9.200307828159910439e-01,1.707514537118032250e+00,1.007943708802671923e+00,5.908446705513820119e-02,6.894836845894036781e-02
9.250898188356084795e-01,1.505468654644658733e+00,1.943810544797067275e+00,9.016227757162467160e-01,1.137908285563050681e+00,1.129939958885535223e+00
3.194210318630143153e+00,1.228310017993088143e+00,1.460412105042151909e+00,1.076762060130813436e+00,1.240829136195742144e-01,1.273452843723605343e-01
2.711516897492629585e+00,8.886280156916752659e-01,6.895541038159185288e-01,1.707730673991792347e+00,1.135024568360294417e-01,1.271484104762481415e-01
4.689026216715495576e-01,7.773738385836199694e-01,1.741258993981440462e+00,1.102388511391082737e+00,1.435167120151990439e+00,1.459014871017871418e+00
6.227551311183032734e-01,9.254793443589053314e-01,1.692422733316944594e+00,9.312291112026804818e-01,1.169906711806785626e+00,1.145215494482432872e+00
4.107677699716425046e+00,2.406369074563464494e+00,1.549560476169575596e+00,4.996040379409771859e-02,1.185810784702378690e-01,1.308061620509962664e-01
3.636404624624291593e+00,2.386802632257769563e+00,5.412644053267032795e-01,4.999720115381152130e-01,1.196000228378567426e-01,1.071749612340817670e-01
9.575362721284523815e-01,2.787150953883598348e+00,1.911159885991987162e+00,9.032002120060864669e-01,2.079431751982300902e+00,2.041749961547169701e+00
3.016645409481815587e+00,5.201584127550102910e-01,1.906557021116314754e+00,3.370475540058406327e-01,5.541956984994197283e-02,3.985993724817021855e-02
4.489211282537046266e+00,2.058737743690907784e+00,7.851476217149777614e-01,4.667388877564100369e-01,6.576903929597474607e-02,7.856745199755330034e-02
2.711377651038559211e+00,1.721427970929664042e+00,1.862610187186574784e+00,1.557330229079585404e+00,2.634966249925794757e-01,2.696218105518182195e-01
3.086019797179754942e+00,1.278137086650521059e+00,1.134732182611930540e+00,1.143042286871853941e+00,1.324635622463440632e-01,1.105318949734653833e-01
3.449511590775898195e+00,2.325111147751557361e+00,6.134760130805664291e-01,7.796865552866960591e-02,1.170702292973070657e-01,1.491542772630562730e-01
2.741505651081163730e+00,1.832513728585274837e+00,8.503163737459528138e-01,1.105037736366024426e+00,2.257751918123268586e-01,2.338142465331330966e-01
4.420668027150971291e+00,1.027457172175001210e+00,1.464787573612835292e+00,5.609003923279476389e-01,4.862747327863445324e-02,4.724458306450558115e-02
1.425435431527835917e+00,1.968073687349983558e+00,1.954075251358898146e+00,8.018672923347736070e-01,7.797223497864852471e-01,7.688831643259016468e-01
1.283235739144691134e+00,2.257437842532774575e+00,1.944132772825023725e+00,1.863251867872248946e+00,1.199837525870931731e+00,1.208167291380952912e+00
6.841692248895534512e-01,2.880726491701334435e+00,1.211021426396603040e+00,1.830566802558319939e-01,3.172462903264582135e+00,3.164707755547242485e+00
2.333150144415650828e+00,1.458516963472071604e+00,1.019859808478546626e+00,1.720314288137930747e+00,2.578618233730144982e-01,2.805092401329978835e-01
1.767769570379913002e+00,2.028350806720641053e+00,1.496937830772053557e+00,1.502067403429191428e+00,5.995380093790306786e-01,6.057901643441452322e-01
2.599090871372392808e+00,2.466657379616465917e+00,8.860180452967366671e-01,1.997783690225676478e+00,3.657539622994830375e-01,3.780266912079867647e-01
1.038330450283649453e+00,2.536284311134170633e+00,1.053316515238924556e+00,1.415627601278451220e+00,1.659238308434586529e+00,1.653122477172310534e+00
2.506949691246208811e+00,1.169207650272527488e+00,1.378400643973805462e+00,1.553428304566987217e+00,1.901887343154409771e-01,1.606890489014949630e-01
2.581292217701042002e+00,9.679847974137671951e-01,1.596879079635318499e+00,5.029845205990239876e-01,1.353975967061595287e-01,1.459173699459893336e-01
1.667195929957191902e+00,6.973690611388190241e-01,1.352511116732925567e+00,1.824226752929990703e+00,2.255061959750243594e-01,2.053625364791875074e-01
4.060676579441454770e+00,1.849562369458581657e+00,5.156872002750156891e-01,1.765888153558669904e+00,9.809770991635941018e-02,9.597378790586277852e-02
2.625550392172970149e+00,2.448989748567903302e+00,1.394878106969220877e+00,1.170553576292564069e+00,3.537704536912099074e-01,3.534870735366150152e-01
3.054122059581993565e+00,1.035599956012288159e+00,1.945536056429702398e+00,1.192618803769547764e+00,1.227435479073764324e-01,1.071620489632570949e-01
4.770754832033499149e+00,5.862104909361466332e-01,5.459791674142524531e-01,3.302461589643614914e-01,9.073685675296573605e-03,2.680624979358979879e-02
4.409383566730391557e+00,1.090514136750997398e+00,1.127649141208762584e+00,1.096882171838468034e+00,5.397384435204422709e-02,2.548413643346805410e-02
3.295870912747926873e+00,1.380942678591286388e+00,5.269514470274521134e-01,1.933182639222372989e+00,1.197138711593042637e-01,1.494450610160129311e-01
2.254572921669403540e-01,1.872493389135192032e+00,1.095132545880783015e+00,2.858752220572311487e-01,1.130097803447698901e+01,1.128919820124536422e+01
3.292603156235013540e+00,6.241752399103221993e-01,8.297845626611201064e-01,3.688906146183201784e-02,4.245335776290683205e-02,6.165946401038072122e-02
1.663630819331563204e+00,2.437573975702104434e+00,6.223242678009529572e-01,1.205868808476506571e+00,6.870155136212825475e-01,7.127839453759106103e-01
1.385668775494304228e+00,9.433746302967783715e-01,1.645967545045115443e+00,9.752424046283987291e-01,3.814709863734530026e-01,3.642838627805706775e-01
3.105242287030030024e+00,2.983586662024590108e+00,5.502910378174734607e-01,3.318937732326789902e-01,2.241852088205662230e-01,2.095210572248613068e-01
1.045379086267350655e+00,6.390605637811901385e-01,1.699542969065457321e+00,9.331618429755137445e-01,3.888738103445618099e-01,4.075995570898725551e-01
3.732521960362630953e+00,2.509440740488512400e+00,1.529751938674128287e+00,1.538965432788130583e+00,2.042969079181051473e-01,2.080141512273072368e-01
3.926482966734788249e+00,2.676698218760384940e+00,1.800620223196324421e+00,1.926326208257794992e+00,2.196191810082820939e-01,2.212598694114288334e-01
8.615976774020179807e-01,5.299944352119942970e-01,5.614657441693056139e-01,1.397199974451242888e+00,3.862649402545619282e-01,3.498263176229636229e-01
9.294384973959823881e-01,1.075777139966797913e+00,8.965457113258570310e-01,1.539311648809080557e+00,7.749681379832731309e-01,7.422573148168772894e-01
4.641368373986249907e+00,2.286535863180153783e+00,1.280067048963608345e+00,7.820648584453897545e-01,9.716889644845591589e-02,1.078644259277561218e-01
3.466180209552337521e-01,2.989536588406670692e+00,1.218992516004443916e+00,9.986850080715572453e-01,1.110262630711148013e+01,1.113119099895755859e+01
4.030969771756761411e+00,2.025745399651807332e+00,5.334219503047110678e-01,1.405647054965467380e+00,1.027574861117656058e-01,8.864213403971578364e-02
3.785192763829976492e+00,2.716105578621140104e+00,1.212794817356702026e+00,1.905039129184503244e+00,2.135909506222729570e-01,1.963713720526282236e-01
3.575781882373680887e+00,2.199327732505171440e+00,1.013800261590837692e+00,6.877513615759500709e-01,1.569313665734012597e-01,1.610954546636151063e-01
3.622514708629781532e-01,1.807634802848502087e+00,1.841898416642045344e+00,1.026818981206523151e-01,4.772201217028348097e+00,4.781438865372537705e+00
4.720776241627523184e+00,2.299660391863850961e+00,8.934553794588075970e-01,4.908132172583248298e-01,6.916543052338615383e-02,8.035816955591719435e-02
1.186248321358496227e+00,2.194404264210417566e+00,5.744842714171223275e-01,1.956186757415154576e+00,1.135998860123885068e+00,1.127239256168430126e+00
4.389477423411662471e+00,1.147428093437740548e+00,7.642469233551979491e-01,1.139792996159024741e+00,5.046410204357440477e-02,1.176559209781174314e-02
2.603550229812691796e+00,1.387933584768476170e+00,9.536417130362471184e-01,3.379878919190311137e-01,1.789419055916524059e-01,2.079475145714408113e-01
1.763100451278716063e+00,2.684036288098041734e+00,9.003587061217688259e-01,1.159068644887609301e+00,7.107091178825790667e-01,7.008329969252291569e-01
1.039204011958237306e+00,1.138202362313316840e+00,1.349837530947540554e+00,1.069159845850186308e+00,6.974389786914236833e-01,7.224283062601579708e-01
2.550882235026170619e-01,1.042729426127280146e+00,8.981733877138283750e-01,1.703661023229365190e+00,4.947101925824593849e+00,4.907525207172238169e+00
1.324595132947215204e+00,1.858855375330852988e+00,7.334438678577641646e-01,1.077582967707597428e+00,7.464629089634629011e-01,7.538444687865591964e-01
7.580471505979831104e-01,2.537990078500899305e+00,7.584591419776183230e-01,1.808633060729438968e+00,2.845713674909270630e+00,2.835775603365428665e+00
2.319503362460503537e-01,1.445453055956673394e+00,7.136315062361275885e-01,2.561119471216017907e-01,8.381724771546007702e+00,8.360151806402198460e+00
3.391046710321355295e+00,1.005801357603786750e+00,1.902867822428868871e+00,1.767068456110688190e+00,1.071214491093314125e-01,1.264174147288075756e-01
4.890414933677076803e+00,2.959706830756940743e+00,1.609202677031423834e+00,4.779841351720430787e-01,1.100068125015450093e-01,1.356731592781658113e-01
2.669193213904867523e+00,1.280218722624572480e+00,1.748048747919886292e+00,1.507056479571653451e+00,1.963426878767587647e-01,1.846950876422782384e-01
4.138007141732716221e+00,9.214646444658023405e-01,5.848381810405967052e-01,2.263324978100613727e-01,2.565590023943805503e-02,3.851163507793328028e-02
4.857860562932122761e+00,1.889796898665993430e+00,1.156220728655995345e+00,1.067052123656319518e+00,7.427621107887741325e-02,5.292569930642614801e-02
5.875838500630761185e-01,1.238149693093511639e+00,1.355958392302478499e+00,2.869515453590887333e-01,1.589948406032872574e+00,1.577664348446138787e+00
2.242073218460602479e+00,8.678537501857328529e-01,1.213807547550764143e+00,1.348851973659768611e+00,1.618564077030568982e-01,1.569840843878702041e-01
2.224584370631642383e+00,2.232650914606574943e+00,6.177302094112562258e-01,1.238748142474530800e+00,3.894854800882522339e-01,3.825852929291468363e-01
1.394090066362244640e+00,2.499179531553027633e+00,8.963972977158769506e-01,1.232862048359312901e+00,9.743624662227940991e-01,9.870479729369352473e-01
3.644308875227375122e+00,2.640875964529501019e+00,1.286524573584480802e+00,1.167573432976703796e+00,2.051708541749862613e-01,1.812043053023777162e-01
2.858013354389055127e+00,1.295942872132747725e+00,1.579657316316505744e+00,5.086187011672937963e-02,1.437069264121949574e-01,1.629384891092908461e-01
1.006037474929810216e+00,7.705714689416363061e-01,1.089857295885392041e+00,3.390199804905658088e-01,4.397879679718628143e-01,4.589847390971609764e-01
4.739756953375244386e+00,2.746561686492032806e+00,1.367630132496008954e+00,9.676674973351184761e-02,8.611778711050263602e-02,8.179525148744890006e-02
7.725611127812157530e-01,2.408558306547239347e+00,1.594170284737705057e+00,6.414052207883218504e-01,2.329256960306651969e+00,2.305744730100856899e+00
4.384786412565945812e-01,1.737750099822856553e+00,1.877190020823285455e+00,1.103969069834157324e+00,3.810834928066341831e+00,3.763625946967915414e+00
3.828005179792865142e+00,6.171093373845779606e-01,1.586153389760410537e+00,6.864261341024608942e-01,4.217913211883851654e-02,4.092783587779293825e-02
2.251375161318437179e+00,1.157860659685792548e+00,1.002365827542966326e+00,2.355370899789712702e-01,1.936432189894597977e-01,1.794269885866060510e-01
3.332474910708244753e+00,2.566240354746874175e+00,7.264299146181323330e-01,1.687228230378648552e+00,2.257177236330767667e-01,2.277509968535635088e-01
3.407745331593812210e-01,1.680589157635785202e+00,8.944698671416646540e-01,1.862817565564774958e+00,6.003677443421175930e+00,5.982731539541434884e+00
5.840861850188782123e-01,5.552390658222203790e-01,1.453381934621295724e+00,1.562486971075109921e+00,7.727942070710079880e-01,7.728471156947175347e-01
1.565560171016807667e+00,1.716345741176215967e+00,6.725580509919993899e-01,3.837664740758814919e-01,5.182059792599864601e-01,5.169848010206733457e-01
1.773034770930995929e+00,1.170474786627844654e+00,1.884720053724364019e+00,1.753846749368060287e+00,3.680677851694714731e-01,3.682909722645046346e-01
2.733500042556722409e+00,1.590937561026902980e+00,6.943524880503100238e-01,1.397832512759000778e-01,1.702344709367519526e-01,1.759000227812577699e-01
1.727055528658582695e+00,1.294440571382546201e+00,8.620091568787310310e-01,2.888063179494158028e-01,3.334605485483728149e-01,3.392494308768431721e-01
1.311581677827490244e+00,8.595248011557988788e-01,7.897668803960358197e-01,1.686406322407081770e+00,3.628021582218236007e-01,3.820404134567254584e-01
4.765655737969703765e+00,1.012528243938666028e+00,9.028767765468500572e-01,7.110893106481435133e-01,3.317217318769050127e-02,1.764725243011450173e-02
8.369493086427099993e-01,1.493489401877929890e+00,1.213844894877522673e+00,1.536782199679686656e+00,1.327387314686193864e+00,1.341667921238331562e+00
2.612133391800553817e+00,1.490492219242127714e+00,1.963553258781282729e+00,3.478873590872189059e-01,2.066611440109150100e-01,2.098510298069251601e-01
1.273606231565475255e+00,2.550868311111842424e+00,1.782303603849104245e+00,1.592623433803350697e+00,1.324683804400076159e+00,1.316416926391850151e+00
4.096921608481693511e+00,1.899019663835141980e+00,1.166804058527182608e+00,6.769540380395706602e-01,1.029981542672362554e-01,8.328140646660750490e-02
3.171763496425906048e+00,1.988956160568081000e+00,1.097055646046205979e+00,1.095978345029241074e+00,1.940143672215980386e-01,2.229255110425065745e-01
3.178379749979708180e+00,2.175458163912839193e+00,1.503984236079263459e+00,1.417565536717627639e+00,2.341291830055059198e-01,2.388949443171699272e-01
2.290115241626398568e+00,1.325283836309952168e+00,1.449980359946966280e+00,1.090498142070328136e+00,2.397871725915970142e-01,2.295896117771520084e-01
2.399793989405390349e+00,1.675428357269819868e+00,1.639086442334639404e+00,5.134435022809440419e-01,2.672227249348664291e-01,2.686986228523103315e-01
4.962488824222829997e+00,1.294156996924094472e+00,1.054777402165852251e+00,1.895201075203549745e+00,5.543333018897547010e-02,5.556844585110555512e-02
2.239173135611222776e+00,1.497698169418453684e+00,7.645760733048125868e-01,1.952833527302588745e-01,2.494059801627245276e-01,2.390969340720410508e-01
3.355842598182167347e+00,1.593378497332151644e+00,1.889786243167707713e+00,1.674351629538688879e+00,1.705178389805301620e-01,1.432639182052438676e-01
6.232226164063916496e-01,1.262230311468999888e+00,5.202009820775799209e-01,1.301735751061690260e+00,1.614861333216524031e+00,1.617939874280443391e+00
2.718000396281019970e+00,1.961684358001966277e+00,5.224189901277997983e-01,2.504016768721453179e-01,2.009184982532502550e-01,1.977454741688157436e-01
3.827943474464086115e+00,2.492700939931598025e+00,1.136583686097004442e+00,1.654381362557818536e+00,1.824465084440240747e-01,1.769198649383248445e-01
2.450476675962012241e+00,1.366284254903316508e+00,1.254384888948275600e+00,6.769970916969521024e-01,2.065879690119408751e-01,2.261305320824441301e-01
3.691120938705693355e+00,7.364238602242818565e-01,6.019024502810812471e-01,3.570858055534333886e-01,3.490865771435942844e-02,9.000601041077194164e-03
3.388451224324324773e+00,9.366132164869720444e-01,1.383677959716161254e+00,1.450228427390628072e+00,8.799499452984194114e-02,6.917927691942078738e-02
7.274713151104035269e-01,2.702812903027453473e+00,8.958293931101717344e-01,6.152832203574700731e-01,2.827783505786017226e+00,2.831026205149964170e+00
2.490232398559366178e+00,2.740005723973058416e+00,8.834801965485112873e-01,1.298627838430904902e+00,4.099668713087392113e-01,4.265203377775518279e-01
3.497667953626102388e-01,1.663481139168389911e+00,1.380224579552007835e+00,7.898307688705104024e-01,4.964724470301913328e+00,4.976887250333437152e+00
6.365259750145180195e-01,8.021405348351260400e-01,1.663805974588854486e+00,8.499264534152799477e-01,9.681509958104069780e-01,9.826082096666800547e-01
3.431489501543621756e+00,2.465088002566446335e+00,1.057327434887189721e+00,8.176828723925013698e-01,1.978808009108302679e-01,1.544553148648721841e-01
1.255367499963552902e+00,2.011983866788807696e+00,1.647421563810151923e+00,1.872233864148419746e+00,1.073503574167331109e+00,1.083394542265710081e+00
4.430715161180218686e-01,2.239260466839661845e+00,1.586651795582998403e+00,2.210954833678633324e-01,4.668360256392570129e+00,4.676685346782432973e+00
2.448318683958996544e+00,2.005901570255886668e+00,5.454576380515522294e-01,1.722959432498008203e+00,3.007663801867196396e-01,3.143568578898187083e-01
3.551419861718647208e+00,1.659147797327214624e+00,6.073745345539586227e-01,7.323806962035332990e-01,1.035602511830275990e-01,9.005027753134334234e-02
1.544914002391220009e+00,2.327908350313837360e+00,1.495720659049292189e+00,1.083917606135125222e-01,7.216059929801633688e-01,7.317764635185052269e-01
1.114882665178716481e+00,2.975323563660301485e+00,5.236088796076823204e-01,1.995652348830612155e+00,1.778951147758698781e+00,1.798867974555656168e+00
1.307828706296979115e+00,2.948896573377011165e+00,6.128885529811509691e-01,9.517888157445806296e-01,1.216294194865960909e+00,1.248137504469965187e+00
3.108268835360746829e-01,8.124656138348400614e-01,9.221286896215397100e-01,2.570563583429517074e-01,2.454072669875561719e+00,2.459195410610896637e+00
4.003494679358805541e-01,5.878887248793882581e-01,1.012391831984231549e+00,1.836159385892892626e-01,1.184377071899798128e+00,1.158214993877454413e+00
2.419672614729936999e+00,8.978493659055917231e-01,1.789201822594384872e+00,1.852407396878208434e-01,1.375971349768152496e-01,1.388109063486174244e-01
1.233910329001933093e+00,1.039208535094577446e+00,1.680427110436617077e+00,1.534656087806339775e+00,5.369784446446789206e-01,5.498541697430910924e-01
2.254303716464483909e+00,2.845598007715602673e+00,1.212357264423352676e+00,4.238099320794872504e-01,4.867797122321523839e-01,4.970664316934121918e-01
4.583635743322112432e+00,1.414102491808952866e+00,7.697073812649906088e-01,1.526454143564942134e+00,6.119943860748122688e-02,9.918372819002035934e-02
4.060343996828592594e+00,1.963460189305233694e+00,5.708564904718469446e-01,1.109657672917839566e+00,9.285645463963014545e-02,8.904208564496080003e-02
4.168291282396046071e+00,2.909644356268692000e+00,1.567508953262357174e+00,4.633531469372553779e-01,1.577076120657341651e-01,1.377441503067873274e-01
4.659313358970084806e+00,1.941838367002604038e+00,1.001145216136531513e+00,7.693772215188423580e-01,7.336457893036014977e-02,6.095238468979087554e-02
3.401489388684658444e+00,1.336984915371504989e+00,6.633584246215237235e-01,1.104109290093178153e+00,1.031151895847925437e-01,1.162604058725965200e-01
2.300981794790798673e+00,2.541888401218973748e+00,1.773752708241711940e+00,1.715355245352840230e+00,5.227470795857632746e-01,5.070766714548509135e-01
5.520119591493009015e-01,1.513410413077753480e+00,1.976876203269528620e+00,1.064212104606654830e+00,2.381960271121573935e+00,2.361539859916873763e+00
3.664190600901882533e+00,8.818660689153172694e-01,1.367914501635132396e+00,7.213472354468435377e-01,6.420337246327663394e-02,4.785069244726303239e-02
7.336594126713729125e-01,2.333209095898509666e+00,5.465581400125025802e-01,1.971205054429914449e+00,2.774510972443011259e+00,2.798577682357536123e+00
1.656255909812996086e+00,2.341501904780414201e+00,9.497200319435896709e-01,2.988345782792258820e-01,6.477001870500351810e-01,6.525819081301392766e-01
1.546921371731776684e+00,1.551264078607166752e+00,9.886649670300501347e-01,7.184849181729064949e-01,4.842896259611952359e-01,4.778276496699106479e-01
4.701697206189555445e+00,1.811780350481784874e+00,1.527587031828945952e+00,1.568994106471224947e+00,9.294450578832216814e-02,1.099187406248113008e-01
4.359773644257906255e+00,2.285574842747945645e+00,1.703096940055064845e+00,2.049360101407364798e-01,1.061680037425705436e-01,1.199411305985614851e-01
1.422047371200634736e+00,2.519230352812772189e+00,6.728681242483258718e-01,1.707821746896452497e+00,9.672154994885115986e-01,9.481524548672709551e-01
1.998824144615297005e+00,1.325669222638783840e+00,1.783311239243404289e+00,1.896561459038301312e+00,3.478145345836378688e-01,3.644390350495378961e-01
2.491272785875349172e+00,2.851327117030119762e+00,1.096818302576665127e+00,9.797585342511010431e-01,4.261573866047378978e-01,4.311776660838939068e-01
4.290455852022237448e-01,2.759557881276266222e+00,5.328718126178909609e-01,1.679768747271445983e+00,8.948659173595681082e+00,8.908125294680274919e+00
2.923064662013816206e-01,2.329597562014373846e+00,1.026266613632107472e+00,5.147805625911470173e-01,1.037762026312362273e+01,1.035439473890994400e+01
2.931674692482662881e+00,1.155739797673434710e+00,6.896241064205941296e-01,3.479303783903779923e-01,1.099232324251534637e-01,1.153018287676626230e-01
2.601138301173603118e+00,6.919530454836304578e-01,1.171604596571896639e+00,1.632301288698221331e+00,1.028103488338732441e-01,1.126456601632874199e-01
3.221425562186358338e+00,1.455668301646519058e+00,8.982054236453038687e-01,1.953610016485351375e+00,1.455669324957956645e-01,1.401288590026325831e-01
4.416395178724223491e+00,2.248992819628865103e+00,1.492118319633586543e+00,1.094334505129224810e+00,1.204650680666110862e-01,1.009803265276396356e-01
8.639866132225990647e-01,7.146864972760886836e-01,1.279201207374338622e+00,2.449730098668452261e-01,5.089560307197101841e-01,5.141098661093246314e-01
4.500707652538035397e+00,2.443723831692404591e+00,1.755349237242176619e+00,1.069536452581556496e-01,1.020596902440599474e-01,6.615593696659952117e-02
1.206114718240477224e+00,1.858346699117766176e+00,9.719223257773956792e-01,5.916550703400216271e-01,8.454694694499059748e-01,8.567334024174108054e-01
4.628859124131008862e+00,2.279540188691348224e+00,1.177786237924894230e+00,1.634507350857252739e+00,1.130772371289836958e-01,1.103686450104021527e-01
9.612848444625701205e-01,1.927634432740112924e+00,7.015656547504662832e-01,6.716426047282371137e-01,1.232222134677263492e+00,1.231966238808548608e+00
2.117519083890611054e+00,1.308400798811375498e+00,1.894948452655222493e+00,4.067813999831240146e-01,2.585325938739796992e-01,2.459505475813119346e-01
3.734917974288519016e+00,2.581281442193744002e+00,1.419892796244394129e+00,1.574987553198385459e+00,2.070696668317349443e-01,2.237631646968341603e-01
1.160979004707062723e+00,9.573561052656736070e-01,7.285638100752618307e-01,7.479801952768645457e-01,4.473381048963352979e-01,4.016018417917949224e-01
7.624268727674661239e-01,9.079598544704741148e-01,1.546135395837728854e+00,1.722108296867184141e+00,9.241565525483096399e-01,9.073322439722171229e-01
1.489921163182867492e+00,2.696129974772871751e+00,6.467850804006767262e-01,1.722197273633540915e+00,9.592646957226003135e-01,9.710346182487995526e-01
1.814879482162824686e+00,2.393280041083239773e+00,6.234202919024998124e-01,7.228826803799812684e-01,5.764138745089998350e-01,5.628564166248323231e-01
4.452433183792400051e+00,2.737205415999696800e+00,7.054333393169713862e-01,1.319680373393874007e+00,1.175540435910123471e-01,1.468057280186559899e-01
1.403555161241748728e+00,2.284668351973262013e+00,5.134448872432817446e-01,1.234321133683262683e+00,8.374656795050277047e-01,8.462410601077197114e-01
3.472988664439228046e+00,5.998156375122059014e-01,9.733698232074199375e-01,8.689792444632886692e-01,4.644960602228125762e-02,3.175318770148236741e-02
4.207334093054626578e+00,2.036643068426267966e+00,1.975076079317120703e+00,1.587007481090344063e+00,1.420226297773281576e-01,1.643613007570011719e-01
2.640828597756231244e-01,7.804959681332391819e-01,7.522858016401732240e-01,1.149205210810634092e+00,3.257929190934883312e+00,3.256587868512141437e+00
